anio,iso3,expo_pesca,share_global,pais_nombre,geocodigoFundar,geonombreFundar
1977,RWA,0,0.0,Ruanda,RWA,Ruanda
1977,SAU,327124,0.0063445798304005,Arabia Saudita,SAU,Arabia Saudita
1977,SDN,75834,0.0014708027135232,Sudán,SDN,Sudán
1977,SEN,69712243,1.35207105216914,Senegal,SEN,Senegal
1977,SGP,14214805,0.27569657101306,Singapur,SGP,Singapur
1977,SLB,1121316,0.0217479575852135,Islas Salomón,SLB,Islas Salomón
1977,SLE,0,0.0,Sierra Leona,SLE,Sierra Leona
1977,SLV,79747,0.001546695466352,El Salvador,SLV,El Salvador
1977,SOM,642194,0.0124553719678294,Somalia,SOM,Somalia
1977,SPM,1099462,0.021324098597143,San Pedro y Miquelón,SPM,San Pedro y Miquelón
1977,STP,0,0.0,Santo Tomé y Príncipe,STP,Santo Tomé y Príncipe
1977,SUR,9374122,0.181811378464783,Suriname,SUR,Suriname
1977,SWE,39459251,0.765313361347106,Suecia,SWE,Suecia
1977,SYC,387157,0.007508921673122,Seychelles,SYC,Seychelles
1977,SYR,267147,0.0051813241093652,Siria,SYR,Siria
1977,TCD,46453,0.0009009573337987,Chad,TCD,Chad
1977,TGO,32313,0.0006267116080132,Togo,TGO,Togo
1977,THA,144451548,2.80164212320383,Tailandia,THA,Tailandia
1977,TON,100875,0.0019564736625611,Tonga,TON,Tonga
1977,TTO,2236772,0.0433822602939698,Trinidad y Tobago,TTO,Trinidad y Tobago
1977,TUN,4924806,0.0955167606663998,Túnez,TUN,Túnez
1977,TUR,8149870,0.158066974059947,Turquía,TUR,Turquía
1977,TWN,240892516,4.67211760160682,Taiwán,TWN,Taiwán
1977,TZA,371215,0.0071997261030744,Tanzanía,TZA,Tanzanía
1977,UGA,0,0.0,Uganda,UGA,Uganda
1977,URY,1791319,0.0347426859454311,Uruguay,URY,Uruguay
1977,USA,240439994,4.66334092379042,Estados Unidos,USA,Estados Unidos
1977,VEN,7477244,0.145021372535745,Venezuela,VEN,Venezuela
1977,VIR,0,0.0,Islas Vírgenes de EEUU,VIR,Islas Vírgenes de EEUU
1977,VNM,15809584,0.306627357740253,Vietnam,VNM,Vietnam
1977,VUT,11831,0.0002294626012566,Vanuatu,VUT,Vanuatu
1977,WLF,0,0.0,Wallis y Futuna,WLF,Wallis y Futuna
1977,WSM,109017,0.0021143879977341,Samoa,WSM,Samoa
1977,YEM,624809,0.01211818936933,Yemen,YEM,Yemen
1977,YMD,12125085,0.235166388687139,Yemen,YMD,Yemen
1977,YUG,2809868,0.0544974744711112,Yugoslavia,YUG,Yugoslavia
1977,ZAF,8519036,0.165226959746322,Sudáfrica,ZAF,Sudáfrica
1977,ZMB,38082,0.0007386015367301,Zambia,ZMB,Zambia
1977,ZWE,0,0.0,Zimbabwe,ZWE,Zimbabwe
1978,AFG,71091,0.0006912041796888,Afganistán,AFG,Afganistán
1978,AGO,159,1.5459265528e-06,Angola,AGO,Angola
1978,ALB,281444,0.00273642611791,Albania,ALB,Albania
1978,AND,0,0.0,Andorra,AND,Andorra
1978,ANT,8704483,0.0846320213758481,Antillas Holandesas,ANT,Antillas Holandesas
1978,ARE,2394737,0.0232835692795924,Emiratos Árabes Unidos,ARE,Emiratos Árabes Unidos
1978,ARG,113437243,1.10292859143883,Argentina,ARG,Argentina
1978,ATG,152560,0.0014833116660805,Antigua y Barbuda,ATG,Antigua y Barbuda
1978,AUS,168808671,1.64129438273364,Australia,AUS,Australia
1978,AUT,2105078,0.0204672702897837,Austria,AUT,Austria
1978,BDI,98998,0.0009625385967398,Burundi,BDI,Burundi
1978,BEL,54789809,0.532710821132816,Bélgica,BEL,Bélgica
1978,BEN,14432,0.0001403195723969,Benin,BEN,Benin
1978,BFA,0,0.0,Burkina Faso,BFA,Burkina Faso
1978,BGD,20108973,0.195515693784726,Bangladesh,BGD,Bangladesh
1978,BGR,4459578,0.0433596229234134,Bulgaria,BGR,Bulgaria
1978,BHR,5618747,0.0546300011395832,Bahrein,BHR,Bahrein
1978,BHS,9606316,0.0934003709416345,Bahamas,BHS,Bahamas
1978,BLZ,2472683,0.0240414233116081,Belice,BLZ,Belice
1978,BMU,1974894,0.0192015161868929,Bermuda,BMU,Bermuda
1978,BOL,1750,1.70149148901e-05,Bolivia,BOL,Bolivia
1978,BRA,87464673,0.85040226685118,Brasil,BRA,Brasil
1978,BRB,85859,0.0008347906157446,Barbados,BRB,Barbados
1978,BRN,95921,0.0009326215149587,Brunei,BRN,Brunei
1978,BTN,0,0.0,Bhután,BTN,Bhután
1978,CAF,0,0.0,Rep. Centroafricana,CAF,Rep. Centroafricana
1978,CAN,878229686,8.53885906359474,Canadá,CAN,Canadá
1978,CHE,2300628,0.0223685654936513,Suiza,CHE,Suiza
1978,CHL,43073714,0.418797472978598,Chile,CHL,Chile
1978,CHN,234245380,2.27752297377727,China,CHN,China
1978,CIV,32246473,0.313526282058533,Costa de Marfil,CIV,Costa de Marfil
1978,CMR,4025859,0.0391426561398477,Camerún,CMR,Camerún
1978,COD,236622,0.0023006303949351,Rep. Dem. Congo,COD,Rep. Dem. Congo
1978,COG,20869865,0.202913700996494,Congo,COG,Congo
1978,COK,0,0.0,Islas Cook,COK,Islas Cook
1978,COL,24800846,0.241133876510657,Colombia,COL,Colombia
1978,COM,0,0.0,Comoras,COM,Comoras
1978,CPV,779585,0.0075797556712202,Cabo Verde,CPV,Cabo Verde
1978,CRI,5302186,0.0515521391552746,Costa Rica,CRI,Costa Rica
1978,CSK,3010298,0.029268551007989,Checoslovaquia,CSK,Checoslovaquia
1978,CUB,71927848,0.699340692543687,Cuba,CUB,Cuba
1978,CXR,1273,1.23771352315e-05,Isla Christmas,CXR,Isla Christmas
1978,CYM,244543,0.0023776447611321,Islas Caimán,CYM,Islas Caimán
1978,CYP,299333,0.0029103574393214,Chipre,CYP,Chipre
1978,DEU,198978975,1.93463447117357,Alemania,DEU,Alemania
1978,DJI,493328,0.004796533675958,Djibouti,DJI,Djibouti
1978,DMA,4775,4.64264106288e-05,Dominica,DMA,Dominica
1978,DNK,566874461,5.51161183275036,Dinamarca,DNK,Dinamarca
1978,DOM,1755637,0.0170697223617106,Rep. Dominicana,DOM,Rep. Dominicana
1978,DZA,773900,0.0075244815048485,Argelia,DZA,Argelia
1978,ECU,57921477,0.5631594294095,Ecuador,ECU,Ecuador
1978,EGY,290127,0.0028208492641907,Egipto,EGY,Egipto
1978,ESH,0,0.0,Sáhara Occidental,ESH,Sáhara Occidental
1978,ESP,290900848,2.82837324010953,España,ESP,España
