"anio","codigo","nivel","rubro","precio_relativo"
"2019","07.1","2","Adquisición de vehículos","122.924512612448"
"2019","07.2","2","Funcionamiento de equipos de transporte personal","89.6428539748215"
"2019","07.3","2","Servicios de transporte de pasajeros","109.334775310837"
"2019","07.3.1","3","Transporte de pasajeros por ferrocarril","103.560671252715"
"2019","07.3.2","3","Transporte de pasajeros por carretera","112.423900784574"
"2019","07.3.3","3","Transporte de pasajeros por aire","92.0686378673114"
"2019","08","1","Información y comunicación","97.9692632868348"
"2019","09","1","Recreación y cultura","93.4823525638443"
"2019","09.1","2","Productos de recreación","95.1715894263171"
"2019","09.2","2","Servicios de recreación","93.8788563253618"
"2019","09.3","2","Servicios culturales","91.5262894318513"
"2019","09.4","2","Diarios, libros y artículos de papelería y dibujo","111.121685479678"
"2019","09.5","2","Paquetes turísticos","75.7264376013933"
"2019","10","1","Educación","87.2697335823319"
"2019","11","1","Restaurantes y hoteles","83.1978503186535"
"2019","11.1","2","Servicios de alimentos y bebidas preparadas fuera del hogar","83.7594925767302"
"2019","11.2","2","Servicios de alojamiento","78.5657854652297"
"2019","12","1","Seguros y servicios financieros","78.9724062940398"
"2019","12.1","2","Seguros","79.7584532891036"
"2019","12.2","2","Servicios financieros","73.7177587701838"
"2019","13","1","Cuidado personal, protección social y otros productos","99.1571549555715"
"2019","13.1","2","Cuidado personal","103.187453000914"
"2019","13.2","2","Efectos personales","88.5014610926673"
"2019","13.3","2","Otros servicios","89.32399594899"
"2020","01","1","Alimentos y bebidas no alcohólicas","100.007117064409"
"2020","01.1","2","Alimentos","99.6951515140908"
"2020","01.1.1","3","Pan y cereales","91.6376951984967"
"2020","01.1.2","3","Carnes y derivados","94.538535526838"
"2020","01.1.3","3","Pescados y mariscos","110.406774301317"
"2020","01.1.4","3","Leche, productos lácteos y huevos","107.816872734638"
"2020","01.1.5","3","Aceites, mantecas y otras grasas","115.373719102224"
"2020","01.1.6","3","Frutas","103.182307048334"
"2020","01.1.7","3","Verduras, tubérculos y legumbres","99.0173326818334"
"2020","01.1.8","3","Azúcar, repostería y postres","100.661330120122"
"2020","01.1.9","3","Otros alimentos","117.670072186116"
"2020","01.2","2","Bebidas no alcohólicas","102.233117024549"
"2020","02","1","Bebidas alcohólicas y tabaco","137.72387446945"
"2020","02.1","2","Bebidas alcohólicas","84.2029363529692"
"2020","02.1.1","3","Vinos","73.4838909325136"
"2020","02.1.2","3","Cerveza","117.932704565781"
"2020","02.2","2","Tabaco","181.909711956547"
"2020","03","1","Prendas de vestir y calzado","95.1365968830673"
"2020","03.1","2","Prendas de vestir","94.911389198976"
"2020","03.2","2","Calzado","95.8620195006972"
"2020","04","1","Vivienda, agua, electricidad, gas y otros combustibles","128.680609867775"
"2020","04.1","2","Alquiler de la vivienda","83.0830218995613"
"2020","04.2","2","Mantenimiento y reparación de la vivienda","93.8567585824788"
"2020","04.3","2","Suministro de agua y otros servicios relacionados con la vivienda","120.098990622996"
"2020","04.3.1","3","Suministro de agua","296.705776677977"
"2020","04.3.2","3","Gastos comunes por la vivienda","98.7805362880796"
"2020","04.4","2","Electricidad, gas y otros combustibles","284.349988756439"
"2020","04.4.1","3","Electricidad","232.166782747658"
"2020","04.4.2","3","Gas","353.306417787102"
"2020","05","1","Equipamiento y mantenimiento del hogar","87.9274937999108"
"2020","05.1","2","Muebles, accesorios y alfombras","91.2206315177108"
"2020","05.2","2","Artículos textiles para el hogar","112.637445591597"
"2020","05.3","2","Electrodomésticos","116.846729825071"
"2020","05.4","2","Cristalería, vajilla y utensilios para el hogar","106.447490706984"
"2020","05.5","2","Herramientas y accesorios para la casa y el jardín","104.369586099374"
"2020","05.6","2","Bienes y servicios para la conservación del hogar","77.2941455357387"
"2020","06","1","Salud","95.143219111027"
"2020","06.1","2","Medicamentos y productos medicinales","101.992896947901"
"2020","06.1.1","3","Medicamentos","101.382664044859"
"2020","06.1.2","3","Productos medicinales","144.680876890285"
"2020","06.1.3","3","Artefactos y equipos terapéuticos","90.9313466787814"
"2020","06.1.4","3","Servicios para pacientes externos","85.5434633185588"
"2020","06.2","2","Seguros médicos","93.3044178812694"
"2020","07","1","Transporte","97.3952965032262"
"2020","07.1","2","Adquisición de vehículos","147.822358864329"
"2020","07.2","2","Funcionamiento de equipos de transporte personal","83.7069616156956"
"2020","07.3","2","Servicios de transporte de pasajeros","92.5480762605929"
"2020","07.3.1","3","Transporte de pasajeros por ferrocarril","79.4590686084215"
"2020","07.3.2","3","Transporte de pasajeros por carretera","92.819899917096"
"2020","07.3.3","3","Transporte de pasajeros por aire","100.329430966643"
"2020","08","1","Información y comunicación","97.1768060729187"
"2020","09","1","Recreación y cultura","99.7675793881616"
"2020","09.1","2","Productos de recreación","107.943298995756"
"2020","09.2","2","Servicios de recreación","91.897595488006"
"2020","09.3","2","Servicios culturales","91.0407906988724"
"2020","09.4","2","Diarios, libros y artículos de papelería y dibujo","116.584324122018"
"2020","09.5","2","Paquetes turísticos","81.6945948635341"
"2020","10","1","Educación","87.2797600316506"
"2020","11","1","Restaurantes y hoteles","85.3715390888628"
"2020","11.1","2","Servicios de alimentos y bebidas preparadas fuera del hogar","85.3749782283081"
"2020","11.2","2","Servicios de alojamiento","85.3421575233589"
"2020","12","1","Seguros y servicios financieros","72.8031864462184"
"2020","12.1","2","Seguros","71.7725652226713"
"2020","12.2","2","Servicios financieros","79.7039284326874"
"2020","13","1","Cuidado personal, protección social y otros productos","101.021042773906"
"2020","13.1","2","Cuidado personal","107.092391055119"
"2020","13.2","2","Efectos personales","99.7868144694789"
"2020","13.3","2","Otros servicios","77.818892358587"
"2021","01","1","Alimentos y bebidas no alcohólicas","102.582760264443"
"2021","01.1","2","Alimentos","103.212031962407"
"2021","01.1.1","3","Pan y cereales","88.8108876565465"
"2021","01.1.2","3","Carnes y derivados","109.993724303411"
"2021","01.1.3","3","Pescados y mariscos","116.239324580039"
"2021","01.1.4","3","Leche, productos lácteos y huevos","107.672189500056"
"2021","01.1.5","3","Aceites, mantecas y otras grasas","125.864534085159"
"2021","01.1.6","3","Frutas","109.612148929582"
"2021","01.1.7","3","Verduras, tubérculos y legumbres","94.7446262188918"
"2021","01.1.8","3","Azúcar, repostería y postres","100.546862006838"
"2021","01.1.9","3","Otros alimentos","110.229561681281"
"2021","01.2","2","Bebidas no alcohólicas","98.0658991263899"
"2021","02","1","Bebidas alcohólicas y tabaco","141.209554516216"
"2021","02.1","2","Bebidas alcohólicas","91.6411709798575"
"2021","02.1.1","3","Vinos","80.9117845670877"
"2021","02.1.2","3","Cerveza","125.456576092282"
"2021","02.2","2","Tabaco","182.132316479542"
"2021","03","1","Prendas de vestir y calzado","107.577037811482"
"2021","03.1","2","Prendas de vestir","108.140840579954"
"2021","03.2","2","Calzado","105.769572154225"
"2021","04","1","Vivienda, agua, electricidad, gas y otros combustibles","112.941422395142"
"2021","04.1","2","Alquiler de la vivienda","81.1594203756475"
"2021","04.2","2","Mantenimiento y reparación de la vivienda","105.213253003155"
"2021","04.3","2","Suministro de agua y otros servicios relacionados con la vivienda","106.644967627349"
"2021","04.3.1","3","Suministro de agua","207.328596898549"
"2021","04.3.2","3","Gastos comunes por la vivienda","94.4914380169225"
"2021","04.4","2","Electricidad, gas y otros combustibles","211.356777115947"
"2021","04.4.1","3","Electricidad","174.994390864884"
"2021","04.4.2","3","Gas","259.407488680199"
"2021","05","1","Equipamiento y mantenimiento del hogar","89.5520688623814"
"2021","05.1","2","Muebles, accesorios y alfombras","105.627910993653"
"2021","05.2","2","Artículos textiles para el hogar","131.276912238755"
"2021","05.3","2","Electrodomésticos","122.168514589808"
"2021","05.4","2","Cristalería, vajilla y utensilios para el hogar","120.763534275186"
"2021","05.5","2","Herramientas y accesorios para la casa y el jardín","115.692527883909"
"2021","05.6","2","Bienes y servicios para la conservación del hogar","72.4425472734274"
"2021","06","1","Salud","95.1616740847764"
"2021","06.1","2","Medicamentos y productos medicinales","107.838785915156"
"2021","06.1.1","3","Medicamentos","108.611819368519"
"2021","06.1.2","3","Productos medicinales","129.875552095867"
"2021","06.1.3","3","Artefactos y equipos terapéuticos","94.2675140829043"
"2021","06.1.4","3","Servicios para pacientes externos","88.7748522556568"
"2021","06.2","2","Seguros médicos","86.3668820561399"
"2021","07","1","Transporte","98.5267155886394"
"2021","07.1","2","Adquisición de vehículos","186.36987836106"
"2021","07.2","2","Funcionamiento de equipos de transporte personal","87.1968117802265"
"2021","07.3","2","Servicios de transporte de pasajeros","76.8392071240712"
"2021","07.3.1","3","Transporte de pasajeros por ferrocarril","74.1047678521768"
"2021","07.3.2","3","Transporte de pasajeros por carretera","75.4337689034107"
"2021","07.3.3","3","Transporte de pasajeros por aire","88.6618798329204"
"2021","08","1","Información y comunicación","87.1802133335522"
"2021","09","1","Recreación y cultura","104.420849991285"
"2021","09.1","2","Productos de recreación","122.534067356081"
"2021","09.2","2","Servicios de recreación","106.191763693968"
"2021","09.3","2","Servicios culturales","84.8768446568214"
"2021","09.4","2","Diarios, libros y artículos de papelería y dibujo","121.257309352383"
"2021","09.5","2","Paquetes turísticos","98.165570089253"
"2021","10","1","Educación","85.052880131751"
"2021","11","1","Restaurantes y hoteles","91.2276073373602"
"2021","11.1","2","Servicios de alimentos y bebidas preparadas fuera del hogar","92.2490387109372"
"2021","11.2","2","Servicios de alojamiento","82.8046443025296"
"2021","12","1","Seguros y servicios financieros","68.6991293671838"
"2021","12.1","2","Seguros","67.6915342482601"
"2021","12.2","2","Servicios financieros","75.445120260719"
"2021","13","1","Cuidado personal, protección social y otros productos","93.9830420963682"
"2021","13.1","2","Cuidado personal","99.3399889398583"
"2021","13.2","2","Efectos personales","105.676275174961"
"2021","13.3","2","Otros servicios","66.2744801704585"
"2022","01","1","Alimentos y bebidas no alcohólicas","106.928354428932"
"2022","01.1","2","Alimentos","107.729993326355"
"2022","01.1.1","3","Pan y cereales","95.0264305311638"
"2022","01.1.2","3","Carnes y derivados","111.712519457763"
"2022","01.1.3","3","Pescados y mariscos","119.665550223511"
"2022","01.1.4","3","Leche, productos lácteos y huevos","113.30714360184"
"2022","01.1.5","3","Aceites, mantecas y otras grasas","136.197942070267"
"2022","01.1.6","3","Frutas","104.640710322926"
"2022","01.1.7","3","Verduras, tubérculos y legumbres","106.21454286848"
"2022","01.1.8","3","Azúcar, repostería y postres","104.013583628062"
"2022","01.1.9","3","Otros alimentos","108.58160270098"
"2022","01.2","2","Bebidas no alcohólicas","101.137893672226"
"2022","02","1","Bebidas alcohólicas y tabaco","137.021457209851"
"2022","02.1","2","Bebidas alcohólicas","100.53707477875"
"2022","02.1.1","3","Vinos","90.3037595477038"
"2022","02.1.2","3","Cerveza","133.667457256168"
"2022","02.2","2","Tabaco","162.713155331532"
"2022","03","1","Prendas de vestir y calzado","120.989575246012"
"2022","03.1","2","Prendas de vestir","125.506115551785"
"2022","03.2","2","Calzado","107.948073543535"
"2022","04","1","Vivienda, agua, electricidad, gas y otros combustibles","103.229056344571"
"2022","04.1","2","Alquiler de la vivienda","77.6843032366491"
"2022","04.2","2","Mantenimiento y reparación de la vivienda","121.102866141645"
"2022","04.3","2","Suministro de agua y otros servicios relacionados con la vivienda","96.6996816993327"
"2022","04.3.1","3","Suministro de agua","159.017388592429"
"2022","04.3.2","3","Gastos comunes por la vivienda","89.1125645639712"
"2022","04.4","2","Electricidad, gas y otros combustibles","176.426505902615"
"2022","04.4.1","3","Electricidad","146.555036736626"
"2022","04.4.2","3","Gas","215.707250950291"
"2022","05","1","Equipamiento y mantenimiento del hogar","94.9363125656837"
"2022","05.1","2","Muebles, accesorios y alfombras","109.060546568613"
"2022","05.2","2","Artículos textiles para el hogar","126.696240460173"
"2022","05.3","2","Electrodomésticos","116.245845757107"
"2022","05.4","2","Cristalería, vajilla y utensilios para el hogar","125.827273810365"
"2022","05.5","2","Herramientas y accesorios para la casa y el jardín","114.538147100304"
"2022","05.6","2","Bienes y servicios para la conservación del hogar","81.0502519636002"
"2022","06","1","Salud","95.7020332912037"
"2022","06.1","2","Medicamentos y productos medicinales","103.004769923956"
"2022","06.1.1","3","Medicamentos","103.758250492437"
"2022","06.1.2","3","Productos medicinales","123.638554331445"
"2022","06.1.3","3","Artefactos y equipos terapéuticos","90.4139148403214"
"2022","06.1.4","3","Servicios para pacientes externos","82.6649497846737"
"2022","06.2","2","Seguros médicos","92.6265563564758"
"2022","07","1","Transporte","93.6833502063705"
"2022","07.1","2","Adquisición de vehículos","193.606042655495"
"2022","07.2","2","Funcionamiento de equipos de transporte personal","79.9955658635966"
"2022","07.3","2","Servicios de transporte de pasajeros","69.4725863317142"
"2022","07.3.1","3","Transporte de pasajeros por ferrocarril","51.9040426053165"
"2022","07.3.2","3","Transporte de pasajeros por carretera","65.6462563450787"
"2022","07.3.3","3","Transporte de pasajeros por aire","101.475990143188"
"2022","08","1","Información y comunicación","77.8139608041049"
"2022","09","1","Recreación y cultura","98.8047649208995"
"2022","09.1","2","Productos de recreación","121.070465795048"
"2022","09.2","2","Servicios de recreación","101.562770521113"
"2022","09.3","2","Servicios culturales","85.1094797313941"
"2022","09.4","2","Diarios, libros y artículos de papelería y dibujo","124.969372478287"
"2022","09.5","2","Paquetes turísticos","80.0007010988072"
"2022","10","1","Educación","84.728768278226"
"2022","11","1","Restaurantes y hoteles","100.998616527682"
"2022","11.1","2","Servicios de alimentos y bebidas preparadas fuera del hogar","103.311863162875"
"2022","11.2","2","Servicios de alojamiento","101.041171546929"
"2022","12","1","Seguros y servicios financieros","64.3691711170899"
"2022","12.1","2","Seguros","63.2052818629881"
"2022","12.2","2","Servicios financieros","72.446703521047"
"2022","13","1","Cuidado personal, protección social y otros productos","90.7399455681649"
"2022","13.1","2","Cuidado personal","95.9040622764366"
"2022","13.2","2","Efectos personales","113.92447285587"
"2022","13.3","2","Otros servicios","61.0547145160038"
"2023","01","1","Alimentos y bebidas no alcohólicas","111.462265132555"
"2023","01.1","2","Alimentos","112.929375659316"
"2023","01.1.1","3","Pan y cereales","98.1695687922773"
"2023","01.1.2","3","Carnes y derivados","113.619617137351"
"2023","01.1.3","3","Pescados y mariscos","126.615502151813"
"2023","01.1.4","3","Leche, productos lácteos y huevos","118.207451837104"
"2023","01.1.5","3","Aceites, mantecas y otras grasas","139.604392601185"
"2023","01.1.6","3","Frutas","126.801812485261"
"2023","01.1.7","3","Verduras, tubérculos y legumbres","115.156490781426"
"2023","01.1.8","3","Azúcar, repostería y postres","111.751133186065"
"2023","01.1.9","3","Otros alimentos","106.993401106062"
"2023","01.2","2","Bebidas no alcohólicas","101.17679617204"
"2023","02","1","Bebidas alcohólicas y tabaco","134.157917285018"
"2023","02.1","2","Bebidas alcohólicas","97.1520247928346"
"2023","02.1.1","3","Vinos","88.5933024152242"
"2023","02.1.2","3","Cerveza","127.680370321501"
"2023","02.2","2","Tabaco","164.546378429792"
"2023","03","1","Prendas de vestir y calzado","117.567067813285"
"2023","03.1","2","Prendas de vestir","121.975639132451"
"2023","03.2","2","Calzado","104.837293072004"
"2023","04","1","Vivienda, agua, electricidad, gas y otros combustibles","111.724941439898"
"2023","04.1","2","Alquiler de la vivienda","88.2271511987528"
"2023","04.2","2","Mantenimiento y reparación de la vivienda","123.194950335426"
"2023","04.3","2","Suministro de agua y otros servicios relacionados con la vivienda","99.142618366459"
"2023","04.3.1","3","Suministro de agua","262.280723304554"
"2023","04.3.2","3","Gastos comunes por la vivienda","84.5609488000386"
"2023","04.4","2","Electricidad, gas y otros combustibles","191.694298760595"
"2023","04.4.1","3","Electricidad","185.774789148323"
"2023","04.4.2","3","Gas","181.796887660228"
"2023","05","1","Equipamiento y mantenimiento del hogar","92.3161115833739"
"2023","05.1","2","Muebles, accesorios y alfombras","118.437224902224"
"2023","05.2","2","Artículos textiles para el hogar","126.302478651143"
"2023","05.3","2","Electrodomésticos","137.673667382007"
"2023","05.4","2","Cristalería, vajilla y utensilios para el hogar","136.507158371024"
"2023","05.5","2","Herramientas y accesorios para la casa y el jardín","120.23205618438"
"2023","05.6","2","Bienes y servicios para la conservación del hogar","73.8209984505509"
"2023","06","1","Salud","87.2271445690104"
"2023","06.1","2","Medicamentos y productos medicinales","105.48844477184"
"2023","06.1.1","3","Medicamentos","106.843859519734"
"2023","06.1.2","3","Productos medicinales","127.26797190773"
"2023","06.1.3","3","Artefactos y equipos terapéuticos","88.414855243305"
"2023","06.1.4","3","Servicios para pacientes externos","63.0386984789456"
"2023","06.2","2","Seguros médicos","83.0574602262944"
"2023","07","1","Transporte","85.5622352900175"
"2023","07.1","2","Adquisición de vehículos","181.275291407344"
"2023","07.2","2","Funcionamiento de equipos de transporte personal","71.9695736761583"
"2023","07.3","2","Servicios de transporte de pasajeros","63.4023676840957"
"2023","07.3.1","3","Transporte de pasajeros por ferrocarril","45.0673231281836"
"2023","07.3.2","3","Transporte de pasajeros por carretera","62.9388297691348"
"2023","07.3.3","3","Transporte de pasajeros por aire","86.9211734543159"
"2023","08","1","Información y comunicación","69.9194196234568"
"2023","09","1","Recreación y cultura","97.9059879059146"
"2023","09.1","2","Productos de recreación","124.54048387645"
"2023","09.2","2","Servicios de recreación","90.8873284265139"
"2023","09.3","2","Servicios culturales","85.8554633286161"
"2023","09.4","2","Diarios, libros y artículos de papelería y dibujo","137.289198909082"
"2023","09.5","2","Paquetes turísticos","80.3779066785258"
"2023","10","1","Educación","84.4207425302966"
"2023","11","1","Restaurantes y hoteles","109.175230169767"
"2023","11.1","2","Servicios de alimentos y bebidas preparadas fuera del hogar","112.960416336431"
"2023","11.2","2","Servicios de alojamiento","103.921542634062"
"2023","12","1","Seguros y servicios financieros","64.4814212027219"
"2023","12.1","2","Seguros","63.2984431705169"
"2023","12.2","2","Servicios financieros","72.6950476801861"
"2023","13","1","Cuidado personal, protección social y otros productos","85.6202260093242"
"2023","13.1","2","Cuidado personal","93.630091979868"
"2023","13.2","2","Efectos personales","123.964773993705"
"2023","13.3","2","Otros servicios","37.9725286254994"
