"anio","geocodigoFundar","geonombreFundar","mys","ranking"
"1890","LBR","Liberia","0.1","90"
"1900","LBR","Liberia","0.132435404369759","73"
"1913","LBR","Liberia","0.342773987780552","71"
"1925","LBR","Liberia","0.451838438438","76"
"1929","LBR","Liberia","0.42846748472569","84"
"1933","LBR","Liberia","0.405096531013379","87"
"1938","LBR","Liberia","0.42846748472569","87"
"1950","LBR","Liberia","0.451838438438","117"
"1955","LBR","Liberia","0.563169101408893","119"
"1960","LBR","Liberia","0.729","121"
"1965","LBR","Liberia","0.928994297490479","121"
"1970","LBR","Liberia","1.14896696697","121"
"1975","LBR","Liberia","1.63718960154334","117"
"1980","LBR","Liberia","2.155","130"
"1985","LBR","Liberia","2.61991570881226","132"
"1990","LBR","Liberia","2.929","135"
"1995","LBR","Liberia","3.03458064516129","139"
"2000","LBR","Liberia","3.485","136"
"2005","LBR","Liberia","3.71432379713914","140"
"2010","LBR","Liberia","3.934","143"
"2015","LBR","Liberia","4.442","139"
"2020","LBR","Liberia","5.082","139"
"1870","LBY","Libia","0.1","86"
"1880","LBY","Libia","0.1","88"
"1890","LBY","Libia","0.1","91"
"1900","LBY","Libia","0.1","93"
"1913","LBY","Libia","0.1","107"
"1925","LBY","Libia","0.174031914893617","94"
"1929","LBY","Libia","0.238148936170213","96"
"1933","LBY","Libia","0.283946808510638","94"
"1938","LBY","Libia","0.329744680851064","95"
"1950","LBY","Libia","0.4305","119"
"1955","LBY","Libia","0.54416539307183","121"
"1960","LBY","Libia","0.677618618619","124"
"1965","LBY","Libia","0.99561489968733","117"
"1970","LBY","Libia","1.52269030969","114"
"1975","LBY","Libia","2.19763085140315","106"
"1980","LBY","Libia","3.284","114"
"1985","LBY","Libia","4.28290272835113","114"
"1990","LBY","Libia","5.093","107"
"1995","LBY","Libia","5.77180602006689","104"
"2000","LBY","Libia","6.627","97"
"2005","LBY","Libia","7.37534956051386","91"
"2010","LBY","Libia","8.074","86"
"2015","LBY","Libia","7.31","104"
"2020","LBY","Libia","7.599985","107"
"1870","MDG","Madagascar","0.14","59"
"1880","MDG","Madagascar","0.19","58"
"1890","MDG","Madagascar","0.24","59"
"1900","MDG","Madagascar","0.3","62"
"1913","MDG","Madagascar","0.35","70"
"1925","MDG","Madagascar","0.485","72"
"1929","MDG","Madagascar","0.55","78"
"1933","MDG","Madagascar","0.65","78"
"1938","MDG","Madagascar","0.75","81"
"1950","MDG","Madagascar","0.96","105"
"1955","MDG","Madagascar","1.195","103"
"1960","MDG","Madagascar","1.43","103"
"1965","MDG","Madagascar","1.49","110"
"1970","MDG","Madagascar","1.55","113"
"1975","MDG","Madagascar","1.835","113"
"1980","MDG","Madagascar","2.12","132"
"1985","MDG","Madagascar","2.58","133"
"1990","MDG","Madagascar","3.04","133"
"1995","MDG","Madagascar","3.39","133"
"2000","MDG","Madagascar","3.74","133"
"2005","MDG","Madagascar","4.4547175","132"
"2010","MDG","Madagascar","5.169435","127"
"2015","MDG","Madagascar","6.145954825","120"
"2020","MDG","Madagascar","5.120468534","136"
"1870","MWI","Malawi","0.4","42"
"1880","MWI","Malawi","0.4","46"
"1890","MWI","Malawi","0.4","51"
"1900","MWI","Malawi","0.4","55"
"1913","MWI","Malawi","0.4","66"
"1925","MWI","Malawi","0.4","80"
"1929","MWI","Malawi","0.4","85"
"1933","MWI","Malawi","0.40353982300885","88"
"1938","MWI","Malawi","0.4","90"
"1950","MWI","Malawi","0.4","120"
"1955","MWI","Malawi","0.648146341463415","117"
"1960","MWI","Malawi","0.89","116"
"1965","MWI","Malawi","0.923421052631579","122"
"1970","MWI","Malawi","1.14","122"
"1975","MWI","Malawi","1.55507416879795","119"
"1980","MWI","Malawi","2.129","131"
"1985","MWI","Malawi","2.62926526717557","131"
"1990","MWI","Malawi","3.07","132"
"1995","MWI","Malawi","3.39765517241379","132"
"2000","MWI","Malawi","4.014","131"
"2005","MWI","Malawi","4.67279131483715","127"
"2010","MWI","Malawi","4.77","132"
"2015","MWI","Malawi","4.402","140"
"2020","MWI","Malawi","4.489695385","146"
"1870","MLI","Malí","0.1","87"
"1880","MLI","Malí","0.1","89"
"1890","MLI","Malí","0.1","92"
"1900","MLI","Malí","0.1","94"
"1913","MLI","Malí","0.1","108"
"1925","MLI","Malí","0.115","100"
"1929","MLI","Malí","0.12","105"
"1933","MLI","Malí","0.13","109"
"1938","MLI","Malí","0.14","112"
"1950","MLI","Malí","0.15","138"
"1955","MLI","Malí","0.179714285714286","138"
"1960","MLI","Malí","0.22","138"
"1965","MLI","Malí","0.259591836734694","141"
"1970","MLI","Malí","0.31","141"
"1975","MLI","Malí","0.504395604395604","141"
"1980","MLI","Malí","0.71","156"
"1985","MLI","Malí","0.862649006622516","157"
"1990","MLI","Malí","0.96","159"
"1995","MLI","Malí","1.01952830188679","159"
"2000","MLI","Malí","1.18","159"
"2005","MLI","Malí","1.7131117551375","158"
"2010","MLI","Malí","1.988761628","159"
"2015","MLI","Malí","2.333416418","159"
"2020","MLI","Malí","2.31","159"
"1870","MRT","Mauritania","0.397636418181818","43"
"1880","MRT","Mauritania","0.530181890909091","42"
"1890","MRT","Mauritania","0.662727363636364","42"
"1900","MRT","Mauritania","0.795272836363636","45"
"1913","MRT","Mauritania","0.927818309090909","51"
"1925","MRT","Mauritania","1.25918199090909","51"
"1929","MRT","Mauritania","1.19290925454545","60"
"1933","MRT","Mauritania","1.2807679678961","62"
"1938","MRT","Mauritania","1.32545472727273","62"
"1950","MRT","Mauritania","1.4580002","89"
"1955","MRT","Mauritania","1.500424675425","96"
"1960","MRT","Mauritania","1.54284915085","99"
"1965","MRT","Mauritania","1.59617175057994","106"
"1970","MRT","Mauritania","1.702","111"
"1975","MRT","Mauritania","1.81503166226913","115"
"1980","MRT","Mauritania","2.057","134"
"1985","MRT","Mauritania","2.30671149063129","138"
"1990","MRT","Mauritania","2.5849009009","140"
"1995","MRT","Mauritania","2.94985908253693","141"
"2000","MRT","Mauritania","3.381","140"
"2005","MRT","Mauritania","3.95297277227723","137"
"2010","MRT","Mauritania","4.486","137"
"2015","MRT","Mauritania","4.266","141"
"2020","MRT","Mauritania","4.918804891","141"
"1870","MUS","Mauricio","0.882051082501","32"
"1880","MUS","Mauricio","0.933702660994","35"
"1890","MUS","Mauricio","1.06046995827","35"
"1900","MUS","Mauricio","1.22577709245","35"
"1913","MUS","Mauricio","1.35436064002","39"
"1925","MUS","Mauricio","1.73102453229291","41"
"1929","MUS","Mauricio","1.89285872863","41"
"1933","MUS","Mauricio","2.09084477406043","41"
"1938","MUS","Mauricio","2.23974995625","42"
"1950","MUS","Mauricio","2.46619279284","71"
"1955","MUS","Mauricio","2.60920710922522","72"
"1960","MUS","Mauricio","2.97638011197","71"
"1965","MUS","Mauricio","3.53041458994643","67"
"1970","MUS","Mauricio","4.10948746927","68"
"1975","MUS","Mauricio","4.73331061274932","66"
"1980","MUS","Mauricio","5.45942534118","80"
"1985","MUS","Mauricio","5.94197922885764","76"
"1990","MUS","Mauricio","6.55635176837","81"
"1995","MUS","Mauricio","7.14008731170498","82"
"2000","MUS","Mauricio","7.23248448952","86"
"2005","MUS","Mauricio","7.58847837719136","88"
"2010","MUS","Mauricio","7.82832208562","92"
"2015","MUS","Mauricio","9.094","76"
"2020","MUS","Mauricio","10.42791048","70"
"1870","MAR","Marruecos","0.1","88"
"1880","MAR","Marruecos","0.1","90"
"1890","MAR","Marruecos","0.1","93"
"1900","MAR","Marruecos","0.1","95"
"1913","MAR","Marruecos","0.15","86"
"1925","MAR","Marruecos","0.225","89"
"1929","MAR","Marruecos","0.24","95"
"1933","MAR","Marruecos","0.289655172413793","93"
"1938","MAR","Marruecos","0.32","96"
"1950","MAR","Marruecos","0.4","121"
"1955","MAR","Marruecos","0.508311688311688","124"
"1960","MAR","Marruecos","0.63","125"
"1965","MAR","Marruecos","0.801768707482993","124"
"1970","MAR","Marruecos","1.03","123"
"1975","MAR","Marruecos","1.28594890510949","124"
"1980","MAR","Marruecos","1.58","139"
"1985","MAR","Marruecos","2.04712121212121","140"
"1990","MAR","Marruecos","2.55","141"
"1995","MAR","Marruecos","3.1811377245509","137"
"2000","MAR","Marruecos","3.7","134"
"2005","MAR","Marruecos","3.99892938496583","135"
"2010","MAR","Marruecos","4.39","138"
"2015","MAR","Marruecos","5.037844226","135"
"2020","MAR","Marruecos","5.916","126"
"1870","MOZ","Mozambique","0.1","89"
"1880","MOZ","Mozambique","0.1","91"
"1890","MOZ","Mozambique","0.1","94"
"1900","MOZ","Mozambique","0.12","74"
"1913","MOZ","Mozambique","0.14","87"
"1925","MOZ","Mozambique","0.1","114"
"1929","MOZ","Mozambique","0.17","102"
"1933","MOZ","Mozambique","0.173333333333333","105"
"1938","MOZ","Mozambique","0.19","107"
"1950","MOZ","Mozambique","0.24","132"
"1955","MOZ","Mozambique","0.34236641221374","131"
"1960","MOZ","Mozambique","0.45","130"
"1965","MOZ","Mozambique","0.683060109289617","125"
"1970","MOZ","Mozambique","0.8","125"
"1975","MOZ","Mozambique","0.825117370892019","134"
"1980","MOZ","Mozambique","1.05","149"
"1985","MOZ","Mozambique","1.69981132075472","145"
"1990","MOZ","Mozambique","2.03","146"
"1995","MOZ","Mozambique","1.97625","153"
"2000","MOZ","Mozambique","2.39","152"
"2005","MOZ","Mozambique","2.15601328903655","155"
"2010","MOZ","Mozambique","2.68","156"
"2015","MOZ","Mozambique","3.499115605","149"
"2020","MOZ","Mozambique","3.197641838","154"
"1870","NAM","Namibia","0.1","90"
"1880","NAM","Namibia","0.1","92"
"1890","NAM","Namibia","0.143682692307692","65"
"1900","NAM","Namibia","0.287365384615385","64"
"1913","NAM","Namibia","0.613046153846154","58"
"1925","NAM","Namibia","1.11114615384615","56"
"1929","NAM","Namibia","1.36019615384615","50"
"1933","NAM","Namibia","1.53261538461538","53"
"1938","NAM","Namibia","1.79124423076923","53"
"1950","NAM","Namibia","2.4905","70"
"1955","NAM","Namibia","2.82421587492322","67"
"1960","NAM","Namibia","3.12712212212","66"
"1965","NAM","Namibia","3.5302891386015","68"
"1970","NAM","Namibia","4.09813436563","69"
"1975","NAM","Namibia","4.62629271063167","68"
"1980","NAM","Namibia","5.1855","83"
"1985","NAM","Namibia","5.8064109221128","80"
"1990","NAM","Namibia","6.355","84"
"1995","NAM","Namibia","6.24273972371588","96"
"2000","NAM","Namibia","5.89315215215","109"
"2005","NAM","Namibia","6.03499414174279","112"
"2010","NAM","Namibia","6.12629179179","115"
"2015","NAM","Namibia","6.676","111"
"2020","NAM","Namibia","7.192013277","111"
"1870","NER","Níger","0.1","91"
"1880","NER","Níger","0.1","93"
"1890","NER","Níger","0.1","95"
"1900","NER","Níger","0.1","96"
"1913","NER","Níger","0.1","109"
"1925","NER","Níger","0.1","115"
"1929","NER","Níger","0.1","117"
"1933","NER","Níger","0.1","119"
"1938","NER","Níger","0.1","119"
"1950","NER","Níger","0.1","144"
"1955","NER","Níger","0.1","145"
"1960","NER","Níger","0.1","145"
"1965","NER","Níger","0.102439024390244","144"
"1970","NER","Níger","0.14","144"
"1975","NER","Níger","0.252844036697248","144"
"1980","NER","Níger","0.39","159"
"1985","NER","Níger","0.564792899408284","160"
"1990","NER","Níger","0.76","160"
"1995","NER","Níger","0.909793388429752","160"
"2000","NER","Níger","1.03","160"
"2005","NER","Níger","1.12693251533742","162"
"2010","NER","Níger","1.31","162"
"2015","NER","Níger","1.658","161"
"2020","NER","Níger","2.116717299","161"
"1870","NGA","Nigeria","0.1","92"
"1880","NGA","Nigeria","0.1","94"
"1890","NGA","Nigeria","0.1","96"
"1900","NGA","Nigeria","0.1","97"
"1913","NGA","Nigeria","0.1","110"
"1925","NGA","Nigeria","0.1","116"
"1929","NGA","Nigeria","0.1","118"
"1933","NGA","Nigeria","0.125","110"
"1938","NGA","Nigeria","0.21","103"
"1950","NGA","Nigeria","0.38","123"
"1955","NGA","Nigeria","0.72","115"
"1960","NGA","Nigeria","1.06","114"
"1965","NGA","Nigeria","1.18","115"
"1970","NGA","Nigeria","1.3","118"
"1975","NGA","Nigeria","1.385","123"
"1980","NGA","Nigeria","1.47","142"
"1985","NGA","Nigeria","2.095","139"
"1990","NGA","Nigeria","2.72","138"
"1995","NGA","Nigeria","3.355","134"
"2000","NGA","Nigeria","3.99","132"
"2005","NGA","Nigeria","4.6179","129"
"2010","NGA","Nigeria","5.2458","126"
"2015","NGA","Nigeria","6","124"
"2020","NGA","Nigeria","7.181074153","113"
"1870","RWA","Ruanda","0.1","93"
"1880","RWA","Ruanda","0.1","95"
"1890","RWA","Ruanda","0.1","97"
"1900","RWA","Ruanda","0.1","98"
"1913","RWA","Ruanda","0.1","111"
"1925","RWA","Ruanda","0.1","117"
"1929","RWA","Ruanda","0.116962672553355","106"
"1933","RWA","Ruanda","0.158515200960468","106"
"1938","RWA","Ruanda","0.200067729367581","104"
"1950","RWA","Ruanda","0.286250751249","130"
"1955","RWA","Ruanda","0.393506494316757","128"
"1960","RWA","Ruanda","0.684398601399","123"
"1965","RWA","Ruanda","0.823053684776954","123"
"1970","RWA","Ruanda","1.023","124"
"1975","RWA","Ruanda","1.27717300458442","125"
"1980","RWA","Ruanda","1.50473823824","141"
"1985","RWA","Ruanda","1.71421909247835","143"
"1990","RWA","Ruanda","2.024","147"
"1995","RWA","Ruanda","2.35938798908799","147"
"2000","RWA","Ruanda","2.7746048951","146"
"2005","RWA","Ruanda","3.15513527644704","147"
"2010","RWA","Ruanda","3.478","149"
"2015","RWA","Ruanda","3.801335247","145"
"2020","RWA","Ruanda","4.425292358","147"
"1950","STP","Santo Tomé y Príncipe","0.1","145"
"1955","STP","Santo Tomé y Príncipe","0.1399625","140"
"1960","STP","Santo Tomé y Príncipe","0.20994375","139"
"1965","STP","Santo Tomé y Príncipe","0.3674015625","137"
"1970","STP","Santo Tomé y Príncipe","0.524859375","137"
"1975","STP","Santo Tomé y Príncipe","1.1022046875","126"
"1980","STP","Santo Tomé y Príncipe","1.67955","138"
"1985","STP","Santo Tomé y Príncipe","2.54730512552301","134"
"1990","STP","Santo Tomé y Príncipe","3.39048974895397","126"
"1995","STP","Santo Tomé y Príncipe","3.81651987447699","126"
"2000","STP","Santo Tomé y Príncipe","4.24255","128"
"2005","STP","Santo Tomé y Príncipe","4.24255","133"
"2010","STP","Santo Tomé y Príncipe","4.658307","136"
"2015","STP","Santo Tomé y Príncipe","5.3066035","129"
"2020","STP","Santo Tomé y Príncipe","6.215599435","122"
"1870","SEN","Senegal","0.1","94"
"1880","SEN","Senegal","0.1","96"
"1890","SEN","Senegal","0.1","98"
"1900","SEN","Senegal","0.12","75"
"1913","SEN","Senegal","0.14","88"
"1925","SEN","Senegal","0.19","92"
"1929","SEN","Senegal","0.18","99"
"1933","SEN","Senegal","0.193257142857143","101"
"1938","SEN","Senegal","0.2","105"
"1950","SEN","Senegal","0.22","135"
"1955","SEN","Senegal","0.292291666666667","133"
"1960","SEN","Senegal","0.39","133"
"1965","SEN","Senegal","0.482837528604119","133"
"1970","SEN","Senegal","0.61","133"
"1975","SEN","Senegal","0.95847280334728","132"
"1980","SEN","Senegal","1.26","147"
"1985","SEN","Senegal","1.61327800829876","147"
"1990","SEN","Senegal","1.94","148"
"1995","SEN","Senegal","2.33458823529412","148"
"2000","SEN","Senegal","2.57","149"
"2005","SEN","Senegal","1.87321888412017","157"
"2010","SEN","Senegal","2.99","154"
"2015","SEN","Senegal","2.759835808","156"
"2020","SEN","Senegal","2.937938258","156"
"1950","SYC","Seychelles","7.91218782507","9"
"1955","SYC","Seychelles","8.26316207888","8"
"1960","SYC","Seychelles","8.61413633269","11"
"1965","SYC","Seychelles","8.984242735105","12"
"1970","SYC","Seychelles","9.35434913752","14"
"1975","SYC","Seychelles","9.019582303845","16"
"1980","SYC","Seychelles","8.68481547017","32"
"1985","SYC","Seychelles","8.855845861955","37"
"1990","SYC","Seychelles","9.02687625374","44"
"1995","SYC","Seychelles","9.43510913966","43"
"2000","SYC","Seychelles","9.84334202558","42"
"2005","SYC","Seychelles","10.12433880614","46"
"2010","SYC","Seychelles","10.4053355867","45"
"2015","SYC","Seychelles","9.4","71"
"2020","SYC","Seychelles","10.28312","72"
"1870","SLE","Sierra Leona","0.11","62"
"1880","SLE","Sierra Leona","0.16","62"
"1890","SLE","Sierra Leona","0.21","61"
"1900","SLE","Sierra Leona","0.27","65"
"1913","SLE","Sierra Leona","0.28","76"
"1925","SLE","Sierra Leona","0.266046511627907","84"
"1929","SLE","Sierra Leona","0.25","94"
"1933","SLE","Sierra Leona","0.237413793103448","97"
"1938","SLE","Sierra Leona","0.26","100"
"1950","SLE","Sierra Leona","0.38","124"
"1955","SLE","Sierra Leona","0.596483516483517","118"
"1960","SLE","Sierra Leona","0.8","118"
"1965","SLE","Sierra Leona","0.975","118"
"1970","SLE","Sierra Leona","1.15","120"
"1975","SLE","Sierra Leona","1.55178571428571","120"
"1980","SLE","Sierra Leona","2.01","135"
"1985","SLE","Sierra Leona","2.47206303724928","135"
"1990","SLE","Sierra Leona","2.92","136"
"1995","SLE","Sierra Leona","3.30862422997947","135"
"2000","SLE","Sierra Leona","3.63","135"
"2005","SLE","Sierra Leona","3.5001997146933","144"
"2010","SLE","Sierra Leona","3.99","142"
"2015","SLE","Sierra Leona","3.332","151"
"2020","SLE","Sierra Leona","4.576081285","144"
"1870","ZAF","Sudáfrica","1.1","26"
"1880","ZAF","Sudáfrica","1.1","30"
"1890","ZAF","Sudáfrica","1.1","34"
"1900","ZAF","Sudáfrica","1.1","39"
"1913","ZAF","Sudáfrica","1.12","47"
"1925","ZAF","Sudáfrica","1.67495495495495","42"
"1929","ZAF","Sudáfrica","1.88","42"
"1933","ZAF","Sudáfrica","2.1409900990099","40"
"1938","ZAF","Sudáfrica","2.36","40"
"1950","ZAF","Sudáfrica","3.13","55"
"1955","ZAF","Sudáfrica","3.63249406175772","50"
"1960","ZAF","Sudáfrica","3.95","52"
"1965","ZAF","Sudáfrica","4.35605555555556","51"
"1970","ZAF","Sudáfrica","4.86","53"
"1975","ZAF","Sudáfrica","4.99895061728395","60"
"1980","ZAF","Sudáfrica","5.2","82"
"1985","ZAF","Sudáfrica","4.72846476510067","104"
"1990","ZAF","Sudáfrica","5.83","96"
"1995","ZAF","Sudáfrica","7.59201518288475","74"
"2000","ZAF","Sudáfrica","7.44","83"
"2005","ZAF","Sudáfrica","7.95484066294473","82"
"2010","ZAF","Sudáfrica","8.534055759","76"
"2015","ZAF","Sudáfrica","10.33188","57"
"2020","ZAF","Sudáfrica","11.37316036","49"
"1870","SDN","Sudán","0.1","95"
"1880","SDN","Sudán","0.1","97"
"1890","SDN","Sudán","0.1","99"
"1900","SDN","Sudán","0.1","99"
"1913","SDN","Sudán","0.137142857142857","89"
"1925","SDN","Sudán","0.164571428571429","96"
"1929","SDN","Sudán","0.201142857142857","97"
"1933","SDN","Sudán","0.219428571428571","98"
"1938","SDN","Sudán","0.246857142857143","101"
"1950","SDN","Sudán","0.32","128"
"1955","SDN","Sudán","0.4","127"
"1960","SDN","Sudán","0.48","129"
"1965","SDN","Sudán","0.59","128"
"1970","SDN","Sudán","0.73","128"
"1975","SDN","Sudán","0.96","131"
"1980","SDN","Sudán","1.27","146"
"1985","SDN","Sudán","1.71","144"
"1990","SDN","Sudán","2.15","144"
"1995","SDN","Sudán","2.52","145"
"2000","SDN","Sudán","2.82","145"
"2005","SDN","Sudán","3.15","148"
"2010","SDN","Sudán","3.21","153"
"2015","SDN","Sudán","3.522","147"
"2020","SDN","Sudán","3.82","150"
"1870","TZA","Tanzanía","0.265575310796471","52"
"1880","TZA","Tanzanía","0.366746857766555","49"
"1890","TZA","Tanzanía","0.467918404736639","48"
"1900","TZA","Tanzanía","0.569089951706723","47"
"1913","TZA","Tanzanía","0.670261498676807","55"
"1925","TZA","Tanzanía","0.824104830409666","61"
"1929","TZA","Tanzanía","0.859958149245714","64"
"1933","TZA","Tanzanía","0.910543922730756","66"
"1938","TZA","Tanzanía","0.961129696215798","70"
"1950","TZA","Tanzanía","1.50492676118","86"
"1955","TZA","Tanzanía","1.56808908330486","92"
"1960","TZA","Tanzanía","2.02636046579","89"
"1965","TZA","Tanzanía","1.88424948801865","97"
"1970","TZA","Tanzanía","2.00984608778","101"
"1975","TZA","Tanzanía","1.8967716796678","112"
"1980","TZA","Tanzanía","2.07265858213","133"
"1985","TZA","Tanzanía","2.45178799389338","136"
"1990","TZA","Tanzanía","2.82423678442","137"
"1995","TZA","Tanzanía","3.09098686571912","138"
"2000","TZA","Tanzanía","3.40007923285","139"
"2005","TZA","Tanzanía","4.12580587095479","134"
"2010","TZA","Tanzanía","5.1099","128"
"2015","TZA","Tanzanía","5.78","126"
"2020","TZA","Tanzanía","6.37289871","121"
"1870","TGO","Togo","0.1","96"
"1880","TGO","Togo","0.1","98"
"1890","TGO","Togo","0.1","100"
"1900","TGO","Togo","0.1","100"
"1913","TGO","Togo","0.1","112"
"1925","TGO","Togo","0.1","118"
"1929","TGO","Togo","0.1","119"
"1933","TGO","Togo","0.1","120"
"1938","TGO","Togo","0.1","120"
"1950","TGO","Togo","0.2800002","131"
"1955","TGO","Togo","0.332048289156626","132"
"1960","TGO","Togo","0.409","132"
"1965","TGO","Togo","0.510078358208955","132"
"1970","TGO","Togo","0.7115","130"
"1975","TGO","Togo","1.4948629533646","121"
"1980","TGO","Togo","2.28643943944","127"
"1985","TGO","Togo","2.84718205443605","126"
"1990","TGO","Togo","3.3662992008","127"
"1995","TGO","Togo","3.68682489192769","129"
"2000","TGO","Togo","4.11","130"
"2005","TGO","Togo","4.54387694922457","131"
"2010","TGO","Togo","4.90730619381","129"
"2015","TGO","Togo","4.698788565","138"
"2020","TGO","Togo","5.016807367","140"
"1870","TUN","Túnez","0.3","48"
"1880","TUN","Túnez","0.33","52"
"1890","TUN","Túnez","0.34","55"
"1900","TUN","Túnez","0.37","56"
"1913","TUN","Túnez","0.39","67"
"1925","TUN","Túnez","0.4725","75"
"1929","TUN","Túnez","0.48","80"
"1933","TUN","Túnez","0.579047619047619","82"
"1938","TUN","Túnez","0.66","83"
"1950","TUN","Túnez","0.73","112"
"1955","TUN","Túnez","0.849554140127389","114"
"1960","TUN","Túnez","0.98","115"
"1965","TUN","Túnez","1.33837638376384","113"
"1970","TUN","Túnez","1.81","106"
"1975","TUN","Túnez","2.40401486111111","102"
"1980","TUN","Túnez","3.135402","117"
"1985","TUN","Túnez","3.4884679973822","121"
"1990","TUN","Túnez","4.067813","122"
"1995","TUN","Túnez","4.63904901457726","121"
"2000","TUN","Túnez","5.347535","115"
"2005","TUN","Túnez","5.9918047309417","114"
"2010","TUN","Túnez","6.477","112"
"2015","TUN","Túnez","7.089225505","107"
"2020","TUN","Túnez","7.431598614","108"
"1870","UGA","Uganda","0.1","97"
"1880","UGA","Uganda","0.1","99"
"1890","UGA","Uganda","0.1","101"
"1900","UGA","Uganda","0.1","101"
"1913","UGA","Uganda","0.1","113"
"1925","UGA","Uganda","0.24","88"
"1929","UGA","Uganda","0.38","86"
"1933","UGA","Uganda","0.515","84"
"1938","UGA","Uganda","0.65","85"
"1950","UGA","Uganda","0.93","107"
"1955","UGA","Uganda","1.05980487804878","109"
"1960","UGA","Uganda","1.2","110"
"1965","UGA","Uganda","1.39268656716418","111"
"1970","UGA","Uganda","1.81","107"
"1975","UGA","Uganda","2.0211811023622","110"
"1980","UGA","Uganda","2.18","129"
"1985","UGA","Uganda","2.37920277296361","137"
"1990","UGA","Uganda","2.62","139"
"1995","UGA","Uganda","3.02451984635083","140"
"2000","UGA","Uganda","3.33","141"
"2005","UGA","Uganda","3.98789232303091","136"
"2010","UGA","Uganda","4.718","134"
"2015","UGA","Uganda","5.654355417","127"
"2020","UGA","Uganda","5.730941566","128"
"1870","ZMB","Zambia","0.1","98"
"1880","ZMB","Zambia","0.1","100"
"1890","ZMB","Zambia","0.1","102"
"1900","ZMB","Zambia","0.1","102"
"1913","ZMB","Zambia","0.334302178160412","73"
"1925","ZMB","Zambia","0.802064137264948","62"
"1929","ZMB","Zambia","1.11818314764","61"
"1933","ZMB","Zambia","1.39403037563203","57"
"1938","ZMB","Zambia","1.60103659742","55"
"1950","ZMB","Zambia","2.55175803696","66"
"1955","ZMB","Zambia","2.66599697419305","71"
"1960","ZMB","Zambia","2.92985819059","72"
"1965","ZMB","Zambia","3.2647610028959","72"
"1970","ZMB","Zambia","3.72669731726","74"
"1975","ZMB","Zambia","4.35393216986475","73"
"1980","ZMB","Zambia","4.80223830316","89"
"1985","ZMB","Zambia","5.07280866718927","98"
"1990","ZMB","Zambia","5.16731625752","105"
"1995","ZMB","Zambia","6.04335581207945","99"
"2000","ZMB","Zambia","5.94401181627","108"
"2005","ZMB","Zambia","6.02232758608705","113"
"2010","ZMB","Zambia","6.701","108"
"2015","ZMB","Zambia","6.896","109"
"2020","ZMB","Zambia","7.187091494","112"
"1870","ZWE","Zimbabwe","0.1","99"
"1880","ZWE","Zimbabwe","0.1","101"
"1890","ZWE","Zimbabwe","0.1","103"
"1900","ZWE","Zimbabwe","0.1","103"
"1913","ZWE","Zimbabwe","0.1","114"
"1925","ZWE","Zimbabwe","0.28437495625","83"
"1929","ZWE","Zimbabwe","0.5599999","77"
"1933","ZWE","Zimbabwe","0.6365591","79"
"1938","ZWE","Zimbabwe","1.04","66"
"1950","ZWE","Zimbabwe","2.000407","75"
"1955","ZWE","Zimbabwe","2.21162215706806","76"
"1960","ZWE","Zimbabwe","2.493421","79"
"1965","ZWE","Zimbabwe","2.78123203428571","83"
"1970","ZWE","Zimbabwe","3.323897","81"
"1975","ZWE","Zimbabwe","3.6926425","83"
"1980","ZWE","Zimbabwe","4.061388","103"
"1985","ZWE","Zimbabwe","4.86693176403326","102"
"1990","ZWE","Zimbabwe","5.964283","91"
"1995","ZWE","Zimbabwe","6.96216421052632","86"
"2000","ZWE","Zimbabwe","7.263829","85"
"2005","ZWE","Zimbabwe","7.76222987679671","86"
"2010","ZWE","Zimbabwe","7.917721","89"
"2015","ZWE","Zimbabwe","7.73428","100"
"2020","ZWE","Zimbabwe","8.710908501","94"
"1950","AFG","Afganistán","0.2205","134"
"1955","AFG","Afganistán","0.257101061999359","134"
"1960","AFG","Afganistán","0.310289289289","134"
"1965","AFG","Afganistán","0.367416510850358","136"
"1970","AFG","Afganistán","0.617","132"
"1975","AFG","Afganistán","0.823181317445026","135"
"1980","AFG","Afganistán","1.091995996","148"
"1985","AFG","Afganistán","1.36955621803236","151"
"1990","AFG","Afganistán","1.6035","154"
"1995","AFG","Afganistán","1.9640021141649","154"
"2000","AFG","Afganistán","2.507","150"
"2005","AFG","Afganistán","3.02357515584353","150"
"2010","AFG","Afganistán","3.81330819181","144"
"2015","AFG","Afganistán","3.55","146"
"2020","AFG","Afganistán","2.854717589","157"
"1980","ARM","Armenia","9.4873693861","16"
"1985","ARM","Armenia","10.0551402791927","18"
"1990","ARM","Armenia","10.4819982955","20"
"1995","ARM","Armenia","10.5521158548565","22"
"2000","ARM","Armenia","10.6019992515","29"
"2005","ARM","Armenia","10.6239762431436","36"
"2010","ARM","Armenia","10.8179604692","39"
"2015","ARM","Armenia","11.29105","39"
"2020","ARM","Armenia","11.33030033","52"
"1980","AZE","Azerbaiyán","8.97587903319","27"
"1985","AZE","Azerbaiyán","9.763525308695","20"
"1990","AZE","Azerbaiyán","10.5511715842","18"
"1995","AZE","Azerbaiyán","10.5903089365","21"
"2000","AZE","Azerbaiyán","10.6294462888","26"
"2005","AZE","Azerbaiyán","10.71604778015","34"
"2010","AZE","Azerbaiyán","10.8026492715","40"
"2015","AZE","Azerbaiyán","11.16","43"
"2020","AZE","Azerbaiyán","10.5429697","67"
"1870","BHR","Bahrein","0.1","100"
