"anio","geocodigoFundar","geonombreFundar","mys","ranking"
"2010","UKR","Ucrania","11.5115194961","22"
"2015","UKR","Ucrania","11.34","37"
"2020","UKR","Ucrania","11.13142043","57"
"1870","GBR","Reino Unido","3.59","13"
"1880","GBR","Reino Unido","4.37","13"
"1890","GBR","Reino Unido","4.84","13"
"1900","GBR","Reino Unido","5.33","12"
"1913","GBR","Reino Unido","5.86","11"
"1925","GBR","Reino Unido","6.46013793103448","8"
"1929","GBR","Reino Unido","6.7","9"
"1933","GBR","Reino Unido","6.99542483660131","9"
"1938","GBR","Reino Unido","7.2","9"
"1950","GBR","Reino Unido","7.74","10"
"1955","GBR","Reino Unido","8.33","7"
"1960","GBR","Reino Unido","8.92","7"
"1965","GBR","Reino Unido","9.58710382513661","6"
"1970","GBR","Reino Unido","10.15","5"
"1975","GBR","Reino Unido","10.795","5"
"1980","GBR","Reino Unido","11.44","5"
"1985","GBR","Reino Unido","11.8935746606335","5"
"1990","GBR","Reino Unido","12.24","5"
"1995","GBR","Reino Unido","12.655","5"
"2000","GBR","Reino Unido","13.07","1"
"2005","GBR","Reino Unido","13.185","3"
"2010","GBR","Reino Unido","13.3","2"
"2015","GBR","Reino Unido","13.28412","2"
"2020","GBR","Reino Unido","13.4061203","8"
"1870","SRB","Serbia","0.186206896551724","56"
"1880","SRB","Serbia","0.289655172413793","56"
"1890","SRB","Serbia","0.6","45"
"1900","SRB","Serbia","0.9","43"
"1913","SRB","Serbia","1.5","36"
"1925","SRB","Serbia","1.9","38"
"1929","SRB","Serbia","2.1","38"
"1933","SRB","Serbia","2.4","38"
"1938","SRB","Serbia","2.7","38"
"1950","SRB","Serbia","3.3","48"
"1955","SRB","Serbia","3.8","47"
"1960","SRB","Serbia","4.2","49"
"1965","SRB","Serbia","5","44"
"1970","SRB","Serbia","5.8","43"
"1975","SRB","Serbia","6.2","44"
"1980","SRB","Serbia","6.5","63"
"1985","SRB","Serbia","7.1","62"
"1990","SRB","Serbia","7.7","62"
"1995","SRB","Serbia","8.2","61"
"2000","SRB","Serbia","8.8","60"
"2005","SRB","Serbia","9.4","57"
"2010","SRB","Serbia","10.2","52"
"2015","SRB","Serbia","11.01756954","45"
"2020","SRB","Serbia","11.36987019","50"
"1870","DZA","Argelia","0.4","41"
"1880","DZA","Argelia","0.44","44"
"1890","DZA","Argelia","0.48","47"
"1900","DZA","Argelia","0.5","49"
"1913","DZA","Argelia","0.62","57"
"1925","DZA","Argelia","0.773875","63"
"1929","DZA","Argelia","0.79","65"
"1933","DZA","Argelia","0.84406779661017","67"
"1938","DZA","Argelia","0.87","75"
"1950","DZA","Argelia","1.06","102"
"1955","DZA","Argelia","1.11190751445087","107"
"1960","DZA","Argelia","1.23","108"
"1965","DZA","Argelia","1.35349794238683","112"
"1970","DZA","Argelia","1.76","108"
"1975","DZA","Argelia","2.4197247706422","101"
"1980","DZA","Argelia","3.24","115"
"1985","DZA","Argelia","4.36521854304636","113"
"1990","DZA","Argelia","5.02","109"
"1995","DZA","Argelia","5.96087415946206","100"
"2000","DZA","Argelia","6.45","100"
"2005","DZA","Argelia","6.16801619433198","110"
"2010","DZA","Argelia","7.3","101"
"2015","DZA","Argelia","7.785367056","98"
"2020","DZA","Argelia","8.069284397","104"
"1870","AGO","Angola","0.1","66"
"1880","AGO","Angola","0.1","68"
"1890","AGO","Angola","0.1","73"
"1900","AGO","Angola","0.1","78"
"1913","AGO","Angola","0.1","95"
"1925","AGO","Angola","0.1","103"
"1929","AGO","Angola","0.1","108"
"1933","AGO","Angola","0.1","113"
"1938","AGO","Angola","0.1","114"
"1950","AGO","Angola","0.1","139"
"1955","AGO","Angola","0.1","142"
"1960","AGO","Angola","0.12","142"
"1965","AGO","Angola","0.21","142"
"1970","AGO","Angola","0.3","142"
"1975","AGO","Angola","0.63","139"
"1980","AGO","Angola","0.96","153"
"1985","AGO","Angola","1.435","149"
"1990","AGO","Angola","1.91","150"
"1995","AGO","Angola","2.15","150"
"2000","AGO","Angola","2.39","151"
"2005","AGO","Angola","3.558181","142"
"2010","AGO","Angola","4.726362","133"
"2015","AGO","Angola","4.979858432","137"
"2020","AGO","Angola","5.417390823","132"
"1870","BEN","Benin","0.1","67"
"1880","BEN","Benin","0.1","69"
"1890","BEN","Benin","0.13","67"
"1900","BEN","Benin","0.16","69"
"1913","BEN","Benin","0.19","81"
"1925","BEN","Benin","0.1","104"
"1929","BEN","Benin","0.25","93"
"1933","BEN","Benin","0.27","95"
"1938","BEN","Benin","0.29","98"
"1950","BEN","Benin","0.33","127"
"1955","BEN","Benin","0.378571428571429","130"
"1960","BEN","Benin","0.42","131"
"1965","BEN","Benin","0.513655172413793","131"
"1970","BEN","Benin","0.56","136"
"1975","BEN","Benin","0.702718446601942","137"
"1980","BEN","Benin","0.98","151"
"1985","BEN","Benin","1.41656804733728","150"
"1990","BEN","Benin","1.82","152"
"1995","BEN","Benin","2.05531309297913","152"
"2000","BEN","Benin","2.33","154"
"2005","BEN","Benin","2.7446100795756","153"
"2010","BEN","Benin","3.233","152"
"2015","BEN","Benin","3.51","148"
"2020","BEN","Benin","4.304786445","149"
"1870","BWA","Botswana","0.1","68"
"1880","BWA","Botswana","0.1","70"
"1890","BWA","Botswana","0.1","74"
"1900","BWA","Botswana","0.145813158415263","71"
"1913","BWA","Botswana","0.311068071285895","74"
"1925","BWA","Botswana","0.4381629119565","77"
"1929","BWA","Botswana","0.506932489261","79"
"1933","BWA","Botswana","0.629080899877","80"
"1938","BWA","Botswana","0.751229310493","80"
"1950","BWA","Botswana","0.943834388347","106"
"1955","BWA","Botswana","1.1366671941735","105"
"1960","BWA","Botswana","1.3295","106"
"1965","BWA","Botswana","1.6598875","101"
"1970","BWA","Botswana","2.165","98"
"1975","BWA","Botswana","2.76656653992395","99"
"1980","BWA","Botswana","3.146","116"
"1985","BWA","Botswana","5.42225","90"
"1990","BWA","Botswana","7.0835","72"
"1995","BWA","Botswana","8.51090051020408","55"
"2000","BWA","Botswana","9.112","56"
"2005","BWA","Botswana","9.53670223189983","55"
"2010","BWA","Botswana","9.889","55"
"2015","BWA","Botswana","9.233631794","75"
"2020","BWA","Botswana","10.34","71"
"1870","BFA","Burkina Faso","0.1","69"
"1880","BFA","Burkina Faso","0.1","71"
"1890","BFA","Burkina Faso","0.1","75"
"1900","BFA","Burkina Faso","0.1","79"
"1913","BFA","Burkina Faso","0.1","96"
"1925","BFA","Burkina Faso","0.1","105"
"1929","BFA","Burkina Faso","0.1","109"
"1933","BFA","Burkina Faso","0.1","114"
"1938","BFA","Burkina Faso","0.1","115"
"1950","BFA","Burkina Faso","0.1","140"
"1955","BFA","Burkina Faso","0.1","143"
"1960","BFA","Burkina Faso","0.1","143"
"1965","BFA","Burkina Faso","0.1","145"
"1970","BFA","Burkina Faso","0.1","145"
"1975","BFA","Burkina Faso","0.15880511295935","145"
"1980","BFA","Burkina Faso","0.217880577059","161"
"1985","BFA","Burkina Faso","0.322026313249","161"
"1990","BFA","Burkina Faso","0.426172049439","162"
"1995","BFA","Burkina Faso","0.6551171497665","162"
"2000","BFA","Burkina Faso","0.884062250094","162"
"2005","BFA","Burkina Faso","1.156164874012","161"
"2010","BFA","Burkina Faso","1.42826749793","161"
"2015","BFA","Burkina Faso","1.441531766","162"
"2020","BFA","Burkina Faso","2.114962259","162"
"1870","BDI","Burundi","0.1","70"
"1880","BDI","Burundi","0.1","72"
"1890","BDI","Burundi","0.1","76"
"1900","BDI","Burundi","0.1","80"
"1913","BDI","Burundi","0.1","97"
"1925","BDI","Burundi","0.1130249326025","101"
"1929","BDI","Burundi","0.178956143287291","101"
"1933","BDI","Burundi","0.242532667876197","96"
"1938","BDI","Burundi","0.306109192465103","97"
"1950","BDI","Burundi","0.437971613834687","118"
"1955","BDI","Burundi","0.542250569509612","122"
"1960","BDI","Burundi","0.698669003022","122"
"1965","BDI","Burundi","0.659242558271653","126"
"1970","BDI","Burundi","0.709342880694","131"
"1975","BDI","Burundi","0.856151588546805","133"
"1980","BDI","Burundi","0.969516874972","152"
"1985","BDI","Burundi","0.976630593429931","155"
"1990","BDI","Burundi","1.05350363999","158"
"1995","BDI","Burundi","1.53232447717456","156"
"2000","BDI","Burundi","1.96897124618","156"
"2005","BDI","Burundi","2.26841238392528","154"
"2010","BDI","Burundi","2.686","155"
"2015","BDI","Burundi","2.968889261","154"
"2020","BDI","Burundi","3.129266883","155"
"1870","CMR","Camerún","0.1","71"
"1880","CMR","Camerún","0.1","73"
"1890","CMR","Camerún","0.1","77"
"1900","CMR","Camerún","0.1","81"
"1913","CMR","Camerún","0.1","98"
"1925","CMR","Camerún","0.1","106"
"1929","CMR","Camerún","0.1","110"
"1933","CMR","Camerún","0.147692307692308","107"
"1938","CMR","Camerún","0.26","99"
"1950","CMR","Camerún","0.61","114"
"1955","CMR","Camerún","0.973220338983051","111"
"1960","CMR","Camerún","1.37","105"
"1965","CMR","Camerún","1.60813148788927","104"
"1970","CMR","Camerún","1.88","105"
"1975","CMR","Camerún","2.4599175257732","100"
"1980","CMR","Camerún","3.05","119"
"1985","CMR","Camerún","3.57017543859649","120"
"1990","CMR","Camerún","4.1","121"
"1995","CMR","Camerún","4.45574771108851","123"
"2000","CMR","Camerún","4.66","124"
"2005","CMR","Camerún","5.25164427217916","123"
"2010","CMR","Camerún","5.907","117"
"2015","CMR","Camerún","6.109359903","123"
"2020","CMR","Camerún","6.151311543","124"
"1870","CAF","Rep. Centroafricana","0.1","72"
"1880","CAF","Rep. Centroafricana","0.1","74"
"1890","CAF","Rep. Centroafricana","0.1","78"
"1900","CAF","Rep. Centroafricana","0.1","82"
"1913","CAF","Rep. Centroafricana","0.1","99"
"1925","CAF","Rep. Centroafricana","0.1","107"
"1929","CAF","Rep. Centroafricana","0.1","111"
"1933","CAF","Rep. Centroafricana","0.1","115"
"1938","CAF","Rep. Centroafricana","0.166766072072532","110"
"1950","CAF","Rep. Centroafricana","0.39125886140094","122"
"1955","CAF","Rep. Centroafricana","0.44142025388824","125"
"1960","CAF","Rep. Centroafricana","0.501613924873","127"
"1965","CAF","Rep. Centroafricana","0.557845237355455","129"
"1970","CAF","Rep. Centroafricana","0.725645597309","129"
"1975","CAF","Rep. Centroafricana","0.993571089157197","130"
"1980","CAF","Rep. Centroafricana","1.41701205583","143"
"1985","CAF","Rep. Centroafricana","1.66318256266942","146"
"1990","CAF","Rep. Centroafricana","2.07890080648","145"
"1995","CAF","Rep. Centroafricana","2.40669161764998","146"
"2000","CAF","Rep. Centroafricana","2.71838415713","147"
"2005","CAF","Rep. Centroafricana","3.14937074578886","149"
"2010","CAF","Rep. Centroafricana","3.536","148"
"2015","CAF","Rep. Centroafricana","4.23","142"
"2020","CAF","Rep. Centroafricana","4.334","148"
"1870","TCD","Chad","0.1","73"
"1880","TCD","Chad","0.1","75"
"1890","TCD","Chad","0.1","79"
"1900","TCD","Chad","0.1","83"
"1913","TCD","Chad","0.1","100"
"1925","TCD","Chad","0.1","108"
"1929","TCD","Chad","0.1","112"
"1933","TCD","Chad","0.1","116"
"1938","TCD","Chad","0.1","116"
"1950","TCD","Chad","0.1","141"
"1955","TCD","Chad","0.1","144"
"1960","TCD","Chad","0.1","144"
"1965","TCD","Chad","0.178979644915898","143"
"1970","TCD","Chad","0.294171871118319","143"
"1975","TCD","Chad","0.395176143727826","143"
"1980","TCD","Chad","0.496180416337332","158"
"1985","TCD","Chad","0.608701000045888","159"
"1990","TCD","Chad","0.721221583754443","161"
"1995","TCD","Chad","0.86893408745955","161"
"2000","TCD","Chad","1.01664659116466","161"
"2005","TCD","Chad","1.26276879558233","160"
"2010","TCD","Chad","1.508891","160"
"2015","TCD","Chad","2.323327738","160"
"2020","TCD","Chad","2.57377421","158"
"1870","COG","Congo","0.1","74"
"1880","COG","Congo","0.1","76"
"1890","COG","Congo","0.1","80"
"1900","COG","Congo","0.1","84"
"1913","COG","Congo","0.1","101"
"1925","COG","Congo","0.1","109"
"1929","COG","Congo","0.1","113"
"1933","COG","Congo","0.204105926860025","100"
"1938","COG","Congo","0.359311475409836","94"
"1950","COG","Congo","0.843","110"
"1955","COG","Congo","1.01221761658031","110"
"1960","COG","Congo","1.171","111"
"1965","COG","Congo","1.59187306501548","107"
"1970","COG","Congo","2.104","99"
"1975","COG","Congo","3.23336741214058","93"
"1980","COG","Congo","4.067","102"
"1985","COG","Congo","4.86815146750524","101"
"1990","COG","Congo","5.2775","103"
"1995","COG","Congo","5.57883866293721","108"
"2000","COG","Congo","5.68164214214","110"
"2005","COG","Congo","5.7287686221932","117"
"2010","COG","Congo","5.84539489489","119"
"2015","COG","Congo","6.313384345","116"
"2020","COG","Congo","6.166","123"
"1870","COD","Rep. Dem. Congo","0.1","75"
"1880","COD","Rep. Dem. Congo","0.1","77"
"1890","COD","Rep. Dem. Congo","0.1","81"
"1900","COD","Rep. Dem. Congo","0.1","85"
"1913","COD","Rep. Dem. Congo","0.243386544911613","77"
"1925","COD","Rep. Dem. Congo","0.263668756987581","85"
"1929","COD","Rep. Dem. Congo","0.304233181139516","90"
"1933","COD","Rep. Dem. Congo","0.344797605291452","90"
"1938","COD","Rep. Dem. Congo","0.415785347557339","89"
"1950","COD","Rep. Dem. Congo","0.628748574355","113"
"1955","COD","Rep. Dem. Congo","0.673146447447734","116"
"1960","COD","Rep. Dem. Congo","0.810749213264","117"
"1965","COD","Rep. Dem. Congo","0.964643000554588","119"
"1970","COD","Rep. Dem. Congo","1.177","119"
"1975","COD","Rep. Dem. Congo","1.47980243161094","122"
"1980","COD","Rep. Dem. Congo","1.964","136"
"1985","COD","Rep. Dem. Congo","2.67953530820754","130"
"1990","COD","Rep. Dem. Congo","3.14173273273","131"
"1995","COD","Rep. Dem. Congo","3.40587363699334","131"
"2000","COD","Rep. Dem. Congo","3.47799199199","137"
"2005","COD","Rep. Dem. Congo","3.50987564235344","143"
"2010","COD","Rep. Dem. Congo","3.59204404404","147"
"2015","COD","Rep. Dem. Congo","6.117152596","122"
"2020","COD","Rep. Dem. Congo","7.018696516","117"
"1870","CIV","Costa de Marfil","0.1","76"
"1880","CIV","Costa de Marfil","0.1","78"
"1890","CIV","Costa de Marfil","0.1","82"
"1900","CIV","Costa de Marfil","0.1","86"
"1913","CIV","Costa de Marfil","0.1","102"
"1925","CIV","Costa de Marfil","0.11","102"
"1929","CIV","Costa de Marfil","0.12","104"
"1933","CIV","Costa de Marfil","0.141470588235294","108"
"1938","CIV","Costa de Marfil","0.14","111"
"1950","CIV","Costa de Marfil","0.16","137"
"1955","CIV","Costa de Marfil","0.215111111111111","136"
"1960","CIV","Costa de Marfil","0.28","135"
"1965","CIV","Costa de Marfil","0.409866666666667","135"
"1970","CIV","Costa de Marfil","0.59","135"
"1975","CIV","Costa de Marfil","1.07194029850746","127"
"1980","CIV","Costa de Marfil","1.51","140"
"1985","CIV","Costa de Marfil","2.01075789473684","141"
"1990","CIV","Costa de Marfil","2.52","142"
"1995","CIV","Costa de Marfil","2.8875","142"
"2000","CIV","Costa de Marfil","3.22","142"
"2005","CIV","Costa de Marfil","3.7125","141"
"2010","CIV","Costa de Marfil","4.205","141"
"2015","CIV","Costa de Marfil","5","136"
"2020","CIV","Costa de Marfil","5.199138977","134"
"1870","EGY","Egipto","0.15","58"
"1880","EGY","Egipto","0.17","60"
"1890","EGY","Egipto","0.23","60"
"1900","EGY","Egipto","0.3","61"
"1913","EGY","Egipto","0.42","65"
"1925","EGY","Egipto","0.608222222222222","69"
"1929","EGY","Egipto","0.74","68"
"1933","EGY","Egipto","0.78","72"
"1938","EGY","Egipto","0.95","71"
"1950","EGY","Egipto","1.47","88"
"1955","EGY","Egipto","1.55157894736842","93"
"1960","EGY","Egipto","1.61","97"
"1965","EGY","Egipto","1.65320754716981","102"
"1970","EGY","Egipto","1.76","109"
"1975","EGY","Egipto","2.06128787878788","109"
"1980","EGY","Egipto","3.07","118"
"1985","EGY","Egipto","4.37779036827195","112"
"1990","EGY","Egipto","5.15","106"
"1995","EGY","Egipto","5.87524904214559","103"
"2000","EGY","Egipto","6.83","95"
"2005","EGY","Egipto","7.35227617602428","92"
"2010","EGY","Egipto","7.72","94"
"2015","EGY","Egipto","7.11","106"
"2020","EGY","Egipto","9.573026174","79"
"1950","GNQ","Guinea Ecuatorial","0.966117335628265","104"
"1955","GNQ","Guinea Ecuatorial","1.68556641535144","89"
"1960","GNQ","Guinea Ecuatorial","2.07612448720116","88"
"1965","GNQ","Guinea Ecuatorial","2.31034595606327","90"
"1970","GNQ","Guinea Ecuatorial","2.52829738298127","96"
"1975","GNQ","Guinea Ecuatorial","3.2606775885796","90"
"1980","GNQ","Guinea Ecuatorial","3.90527032063925","108"
"1985","GNQ","Guinea Ecuatorial","4.40663213111745","110"
"1990","GNQ","Guinea Ecuatorial","4.86700201479455","111"
"1995","GNQ","Guinea Ecuatorial","5.211390594333","112"
"2000","GNQ","Guinea Ecuatorial","5.364","114"
"2005","GNQ","Guinea Ecuatorial","5.364","122"
"2010","GNQ","Guinea Ecuatorial","5.364","125"
"2015","GNQ","Guinea Ecuatorial","5.515573013","128"
"2020","GNQ","Guinea Ecuatorial","5.910863","127"
"1950","ERI","Eritrea","0.33993769470405","126"
"1955","ERI","Eritrea","0.424922118380062","126"
"1960","ERI","Eritrea","0.509906542056075","126"
"1965","ERI","Eritrea","0.626760124610592","127"
"1970","ERI","Eritrea","0.775482866043614","126"
"1975","ERI","Eritrea","1.01981308411215","128"
"1980","ERI","Eritrea","1.3491277258567","144"
"1985","ERI","Eritrea","1.81654205607477","142"
"1990","ERI","Eritrea","2.28395638629283","143"
"1995","ERI","Eritrea","2.67700934579439","143"
"2000","ERI","Eritrea","2.99570093457944","144"
"2005","ERI","Eritrea","3.34626168224299","145"
"2010","ERI","Eritrea","3.41","150"
"2015","ERI","Eritrea","3.859551","144"
"2020","ERI","Eritrea","4.8872352","142"
"1870","SWZ","Eswatini","0.1","77"
"1880","SWZ","Eswatini","0.1","79"
"1890","SWZ","Eswatini","0.1","83"
"1900","SWZ","Eswatini","0.1","87"
"1913","SWZ","Eswatini","0.106535433070866","93"
"1925","SWZ","Eswatini","0.348661417322835","81"
"1929","SWZ","Eswatini","0.474566929133858","82"
"1933","SWZ","Eswatini","0.600472440944882","81"
"1938","SWZ","Eswatini","0.755433070866142","79"
"1950","SWZ","Eswatini","1.23","93"
"1955","SWZ","Eswatini","1.49003389830508","97"
"1960","SWZ","Eswatini","1.74","96"
"1965","SWZ","Eswatini","2.08234273318872","96"
"1970","SWZ","Eswatini","2.92","90"
"1975","SWZ","Eswatini","3.87237380627558","79"
"1980","SWZ","Eswatini","4.53","95"
"1985","SWZ","Eswatini","5.52243441762854","87"
"1990","SWZ","Eswatini","5.83","95"
"1995","SWZ","Eswatini","6.75236096537251","87"
"2000","SWZ","Eswatini","7.04","90"
"2005","SWZ","Eswatini","7.081","98"
"2010","SWZ","Eswatini","7.122","103"
"2015","SWZ","Eswatini","6.839173574","110"
"2020","SWZ","Eswatini","5.596","130"
"1870","ETH","Etiopía","0.1","78"
"1880","ETH","Etiopía","0.1","80"
"1890","ETH","Etiopía","0.1","84"
"1900","ETH","Etiopía","0.1","88"
"1913","ETH","Etiopía","0.1","103"
"1925","ETH","Etiopía","0.1","110"
"1929","ETH","Etiopía","0.105290154407295","107"
"1933","ETH","Etiopía","0.11486198662614","111"
"1938","ETH","Etiopía","0.129219734954407","113"
"1950","ETH","Etiopía","0.167507063829787","136"
"1955","ETH","Etiopía","0.209383829787234","137"
"1960","ETH","Etiopía","0.251260595744681","137"
"1965","ETH","Etiopía","0.30884114893617","139"
"1970","ETH","Etiopía","0.382125489361702","140"
"1975","ETH","Etiopía","0.502521191489362","142"
"1980","ETH","Etiopía","0.664793659574468","157"
"1985","ETH","Etiopía","0.895115872340426","156"
"1990","ETH","Etiopía","1.12543808510638","157"
"1995","ETH","Etiopía","1.31911812765957","158"
"2000","ETH","Etiopía","1.476156","158"
"2005","ETH","Etiopía","1.476156","159"
"2010","ETH","Etiopía","2.1762","158"
"2015","ETH","Etiopía","2.580780019","157"
"2020","ETH","Etiopía","3.201520681","152"
"1870","GAB","Gabón","0.1","79"
"1880","GAB","Gabón","0.1","81"
"1890","GAB","Gabón","0.1","85"
"1900","GAB","Gabón","0.1","89"
"1913","GAB","Gabón","0.1","104"
"1925","GAB","Gabón","0.1","111"
"1929","GAB","Gabón","0.1","114"
"1933","GAB","Gabón","0.214181501393694","99"
"1938","GAB","Gabón","0.377048684745148","92"
"1950","GAB","Gabón","0.884614221902079","109"
"1955","GAB","Gabón","1.54336949353129","94"
"1960","GAB","Gabón","1.90097949813","92"
"1965","GAB","Gabón","2.11544169106382","94"
"1970","GAB","Gabón","2.3150064073","97"
"1975","GAB","Gabón","2.98560191554698","98"
"1980","GAB","Gabón","3.57581583376","113"
"1985","GAB","Gabón","4.03488200668937","115"
"1990","GAB","Gabón","4.45641439351","117"
"1995","GAB","Gabón","4.77174983371536","118"
"2000","GAB","Gabón","4.91148488004","123"
"2005","GAB","Gabón","6.20976952791099","109"
"2010","GAB","Gabón","7.5","100"
"2015","GAB","Gabón","8.070282329","93"
"2020","GAB","Gabón","9.436","80"
"1870","GMB","Gambia","0.1","80"
"1880","GMB","Gambia","0.1","82"
"1890","GMB","Gambia","0.1","86"
"1900","GMB","Gambia","0.142577429444","72"
"1913","GMB","Gambia","0.178221786805","83"
"1925","GMB","Gambia","0.178221786805","93"
"1929","GMB","Gambia","0.179659166484","100"
"1933","GMB","Gambia","0.180326545262182","104"
"1938","GMB","Gambia","0.187672684976","109"
"1950","GMB","Gambia","0.294593973342","129"
"1955","GMB","Gambia","0.385316561536851","129"
"1960","GMB","Gambia","0.485","128"
"1965","GMB","Gambia","0.54125","130"
"1970","GMB","Gambia","0.5975","134"
"1975","GMB","Gambia","0.760811688311688","136"
"1980","GMB","Gambia","1.0075","150"
"1985","GMB","Gambia","1.36307193358338","152"
"1990","GMB","Gambia","1.91183516484","149"
"1995","GMB","Gambia","2.57296609427289","144"
"2000","GMB","Gambia","2.6985","148"
"2005","GMB","Gambia","3.19219968798752","146"
"2010","GMB","Gambia","3.5975","146"
"2015","GMB","Gambia","3.292","152"
"2020","GMB","Gambia","4.637487411","143"
"1870","GHA","Ghana","0.1","81"
"1880","GHA","Ghana","0.1","83"
"1890","GHA","Ghana","0.1","87"
"1900","GHA","Ghana","0.1","90"
"1913","GHA","Ghana","0.12","91"
"1925","GHA","Ghana","0.250434782608696","86"
"1929","GHA","Ghana","0.3","91"
"1933","GHA","Ghana","0.3744","89"
"1938","GHA","Ghana","0.42","88"
"1950","GHA","Ghana","1.18","97"
"1955","GHA","Ghana","1.43815028901734","98"
"1960","GHA","Ghana","1.93","91"
"1965","GHA","Ghana","2.52883211678832","87"
"1970","GHA","Ghana","3.4","80"
"1975","GHA","Ghana","3.95154150197628","78"
"1980","GHA","Ghana","4.37","97"
"1985","GHA","Ghana","4.70962671905697","105"
"1990","GHA","Ghana","4.85","113"
"1995","GHA","Ghana","4.94","114"
"2000","GHA","Ghana","5.29","117"
"2005","GHA","Ghana","5.68519345238095","120"
"2010","GHA","Ghana","5.61","122"
"2015","GHA","Ghana","6.94","108"
"2020","GHA","Ghana","8.329886695","102"
"1870","GIN","Guinea","0.1","82"
"1880","GIN","Guinea","0.1","84"
"1890","GIN","Guinea","0.1","88"
"1900","GIN","Guinea","0.1","91"
"1913","GIN","Guinea","0.1","105"
"1925","GIN","Guinea","0.1","112"
"1929","GIN","Guinea","0.1","115"
"1933","GIN","Guinea","0.1","117"
"1938","GIN","Guinea","0.1","117"
"1950","GIN","Guinea","0.1","142"
"1955","GIN","Guinea","0.15405740131868","139"
"1960","GIN","Guinea","0.206620833014","140"
"1965","GIN","Guinea","0.470996471146","134"
"1970","GIN","Guinea","0.735372109278","127"
"1975","GIN","Guinea","1.015690785399","129"
"1980","GIN","Guinea","1.29600946152","145"
"1985","GIN","Guinea","1.587455071645","148"
"1990","GIN","Guinea","1.87890068177","151"
"1995","GIN","Guinea","2.094186511415","151"
"2000","GIN","Guinea","2.30947234106","155"
"2005","GIN","Guinea","2.828300562815","152"
"2010","GIN","Guinea","3.34712878457","151"
"2015","GIN","Guinea","2.568481492","158"
"2020","GIN","Guinea","2.202125952","160"
"1870","GNB","Guinea-Bissau","0.1","83"
"1880","GNB","Guinea-Bissau","0.1","85"
"1890","GNB","Guinea-Bissau","0.1","89"
"1900","GNB","Guinea-Bissau","0.1","92"
"1913","GNB","Guinea-Bissau","0.1","106"
"1925","GNB","Guinea-Bissau","0.1","113"
"1929","GNB","Guinea-Bissau","0.1","116"
"1933","GNB","Guinea-Bissau","0.1","118"
"1938","GNB","Guinea-Bissau","0.1","118"
"1950","GNB","Guinea-Bissau","0.1","143"
"1955","GNB","Guinea-Bissau","0.105861484824369","141"
"1960","GNB","Guinea-Bissau","0.14198076815059","141"
"1965","GNB","Guinea-Bissau","0.323648103601418","138"
"1970","GNB","Guinea-Bissau","0.505315439052246","138"
"1975","GNB","Guinea-Bissau","0.697938130491687","138"
"1980","GNB","Guinea-Bissau","0.890560821931129","154"
"1985","GNB","Guinea-Bissau","1.0908294540727","154"
"1990","GNB","Guinea-Bissau","1.29109808621426","155"
"1995","GNB","Guinea-Bissau","1.43903305975521","157"
"2000","GNB","Guinea-Bissau","1.58696803329615","157"
"2005","GNB","Guinea-Bissau","1.94348401664808","156"
"2010","GNB","Guinea-Bissau","2.3","157"
"2015","GNB","Guinea-Bissau","2.917138913","155"
"2020","GNB","Guinea-Bissau","3.583719","151"
"1870","KEN","Kenia","0.21","55"
"1880","KEN","Kenia","0.29","55"
"1890","KEN","Kenia","0.37","53"
"1900","KEN","Kenia","0.45","52"
"1913","KEN","Kenia","0.53","62"
"1925","KEN","Kenia","0.651649484536083","67"
"1929","KEN","Kenia","0.68","71"
"1933","KEN","Kenia","0.72","76"
"1938","KEN","Kenia","0.76","78"
"1950","KEN","Kenia","1.19","96"
"1955","KEN","Kenia","1.50134831460674","95"
"1960","KEN","Kenia","1.87","94"
"1965","KEN","Kenia","2.15383152173913","93"
"1970","KEN","Kenia","2.82","92"
"1975","KEN","Kenia","3.25587813620072","91"
"1980","KEN","Kenia","4.01","106"
"1985","KEN","Kenia","4.66957264957265","107"
"1990","KEN","Kenia","5.25","104"
"1995","KEN","Kenia","5.69205348615091","105"
"2000","KEN","Kenia","6.08","106"
"2005","KEN","Kenia","6.6251056635672","103"
"2010","KEN","Kenia","6.46","113"
"2015","KEN","Kenia","6.314098465","115"
"2020","KEN","Kenia","6.652","119"
"1870","LSO","Lesotho","0.1","84"
"1880","LSO","Lesotho","0.1","86"
"1890","LSO","Lesotho","0.126173076923077","69"
"1900","LSO","Lesotho","0.252346153846154","66"
"1913","LSO","Lesotho","0.538338461538462","61"
"1925","LSO","Lesotho","0.975738461538461","57"
"1929","LSO","Lesotho","1.19443846153846","59"
"1933","LSO","Lesotho","1.34584615384615","60"
"1938","LSO","Lesotho","1.57295769230769","56"
"1950","LSO","Lesotho","2.187","73"
"1955","LSO","Lesotho","2.40672375690608","73"
"1960","LSO","Lesotho","2.6","75"
"1965","LSO","Lesotho","2.84234101382489","82"
"1970","LSO","Lesotho","3.111","87"
"1975","LSO","Lesotho","3.43432484076433","88"
"1980","LSO","Lesotho","3.784","110"
"1985","LSO","Lesotho","4.0292144373673","116"
"1990","LSO","Lesotho","4.396","118"
"1995","LSO","Lesotho","4.85720917917034","116"
"2000","LSO","Lesotho","5.327","116"
"2005","LSO","Lesotho","6.84725373134328","100"
"2010","LSO","Lesotho","6.589","110"
"2015","LSO","Lesotho","6.126","121"
"2020","LSO","Lesotho","6.010184707","125"
"1870","LBR","Liberia","0.1","85"
"1880","LBR","Liberia","0.1","87"
