"anio","geocodigoFundar","geonombreFundar","le_birth","ranking"
"1955","BEL","Bélgica","68.54","15"
"1960","BEL","Bélgica","69.62","16"
"1965","BEL","Bélgica","70.55","18"
"1970","BEL","Bélgica","70.94","18"
"1975","BEL","Bélgica","71.96","20"
"1980","BEL","Bélgica","73.24","22"
"1985","BEL","Bélgica","74.47","22"
"1990","BEL","Bélgica","76.0554","16"
"1995","BEL","Bélgica","76.8385","16"
"2000","BEL","Bélgica","77.7665","20"
"2005","BEL","Bélgica","79.0526","21"
"2010","BEL","Bélgica","80.033","24"
"2015","BEL","Bélgica","80.8898","24"
"2020","BEL","Bélgica","80.7884","27"
"1980","BLR","Belarús","71.1","34"
"1985","BLR","Belarús","70.97","43"
"1990","BLR","Belarús","69.9347","62"
"1995","BLR","Belarús","68.7966","81"
"2000","BLR","Belarús","69.1801","89"
"2005","BLR","Belarús","69.4163","91"
"2010","BLR","Belarús","71.1219","91"
"2015","BLR","Belarús","73.9874","76"
"2020","BLR","Belarús","72.5132","83"
"1870","BGR","Bulgaria","34.6485714285714","20"
"1880","BGR","Bulgaria","35.51","20"
"1890","BGR","Bulgaria","36.85","22"
"1900","BGR","Bulgaria","40.2","21"
"1913","BGR","Bulgaria","43.3","22"
"1925","BGR","Bulgaria","45.3","26"
"1929","BGR","Bulgaria","48.3","26"
"1933","BGR","Bulgaria","50.1","24"
"1938","BGR","Bulgaria","51.8","23"
"1950","BGR","Bulgaria","61.47","29"
"1955","BGR","Bulgaria","64.82","29"
"1960","BGR","Bulgaria","69.17","21"
"1965","BGR","Bulgaria","71.3","11"
"1970","BGR","Bulgaria","71.25","15"
"1975","BGR","Bulgaria","71","27"
"1980","BGR","Bulgaria","71.08","35"
"1985","BGR","Bulgaria","71.05","42"
"1990","BGR","Bulgaria","71.3571","49"
"1995","BGR","Bulgaria","71.0024","62.5"
"2000","BGR","Bulgaria","71.6091","65"
"2005","BGR","Bulgaria","72.5924","70"
"2010","BGR","Bulgaria","73.8348","67"
"2015","BGR","Bulgaria","74.6325","70"
"2020","BGR","Bulgaria","73.6453","73"
"1980","HRV","Croacia","70.548","42"
"1985","HRV","Croacia","70.899","45"
"1990","HRV","Croacia","72.2502","41"
"1995","HRV","Croacia","73.1864","40"
"2000","HRV","Croacia","74.5836","40"
"2005","HRV","Croacia","75.4083","43"
"2010","HRV","Croacia","76.8049","42"
"2015","HRV","Croacia","77.5599","44"
"2020","HRV","Croacia","77.9845","40"
"1913","CYP","Chipre","47.464","18"
"1925","CYP","Chipre","48.464","21"
"1929","CYP","Chipre","48.464","25"
"1933","CYP","Chipre","48.5","27"
"1938","CYP","Chipre","48.5","29"
"1950","CYP","Chipre","67.05","14"
"1955","CYP","Chipre","68.15","18"
"1960","CYP","Chipre","68.76537","23"
"1965","CYP","Chipre","69.86878","23"
"1970","CYP","Chipre","70.97268","17"
"1975","CYP","Chipre","72.79025","12"
"1980","CYP","Chipre","74.436","12"
"1985","CYP","Chipre","75.609","11"
"1990","CYP","Chipre","73.5387","31"
"1995","CYP","Chipre","75.1329","29"
"2000","CYP","Chipre","76.568","29"
"2005","CYP","Chipre","78.1008","28"
"2010","CYP","Chipre","79.665","27"
"2015","CYP","Chipre","80.9665","22"
"2020","CYP","Chipre","81.3905","23"
"1870","CZE","Chequia","33.7095323741007","22"
"1880","CZE","Chequia","33.7095323741007","23"
"1890","CZE","Chequia","35","25"
"1900","CZE","Chequia","38.814118705036","23"
"1913","CZE","Chequia","42.7147931654676","23"
"1925","CZE","Chequia","50.6","19"
"1929","CZE","Chequia","53.55","17"
"1933","CZE","Chequia","53.55","19"
"1938","CZE","Chequia","56.79","18"
"1950","CZE","Chequia","63.23","24"
"1955","CZE","Chequia","69.03375","13"
"1960","CZE","Chequia","70.3533333333333","13"
"1965","CZE","Chequia","69.635","24"
"1970","CZE","Chequia","69.44024","29"
"1975","CZE","Chequia","70.36585","31"
"1980","CZE","Chequia","70.729","37"
"1985","CZE","Chequia","71.058","41"
"1990","CZE","Chequia","71.4087","48"
"1995","CZE","Chequia","73.1775","41"
"2000","CZE","Chequia","74.9787","38"
"2005","CZE","Chequia","76.1585","40"
"2010","CZE","Chequia","77.5703","40"
"2015","CZE","Chequia","78.58","39"
"2020","CZE","Chequia","78.5746","36"
"1870","DNK","Dinamarca","46","4"
"1880","DNK","Dinamarca","44.79","6"
"1890","DNK","Dinamarca","47.27","5"
"1900","DNK","Dinamarca","51.9","5"
"1913","DNK","Dinamarca","58.88","3"
"1925","DNK","Dinamarca","61.91","6"
"1929","DNK","Dinamarca","61.96","6"
"1933","DNK","Dinamarca","63.58","6"
"1938","DNK","Dinamarca","64.99","6"
"1950","DNK","Dinamarca","70.31","5"
"1955","DNK","Dinamarca","71.92","5"
"1960","DNK","Dinamarca","72.2","5"
"1965","DNK","Dinamarca","72.39","6"
"1970","DNK","Dinamarca","73.36","6"
"1975","DNK","Dinamarca","74.1","8"
"1980","DNK","Dinamarca","74.13","14"
"1985","DNK","Dinamarca","74.48","21"
"1990","DNK","Dinamarca","74.8636","25"
"1995","DNK","Dinamarca","75.2856","28"
"2000","DNK","Dinamarca","76.8137","26"
"2005","DNK","Dinamarca","78.2243","27"
"2010","DNK","Dinamarca","79.2459","29"
"2015","DNK","Dinamarca","80.738","26"
"2020","DNK","Dinamarca","81.5449","20"
"1980","EST","Estonia","69.47","53"
"1985","EST","Estonia","69.78","54"
"1990","EST","Estonia","69.8312","64"
"1995","EST","Estonia","68.7257","82"
"2000","EST","Estonia","71.3298","68"
"2005","EST","Estonia","73.1971","60"
"2010","EST","Estonia","75.7485","48"
"2015","EST","Estonia","77.6563","43"
"2020","EST","Estonia","78.3431","38"
"1870","FIN","Finlandia","41.6","10"
"1880","FIN","Finlandia","39.7","14"
"1890","FIN","Finlandia","44.61","12"
"1900","FIN","Finlandia","41.81","19"
"1913","FIN","Finlandia","49.04","16"
"1925","FIN","Finlandia","53.36","15"
"1929","FIN","Finlandia","51.32","19"
"1933","FIN","Finlandia","55.39","18"
"1938","FIN","Finlandia","57.2","17"
"1950","FIN","Finlandia","64.2","23"
"1955","FIN","Finlandia","67.34","22"
"1960","FIN","Finlandia","68.99","22"
"1965","FIN","Finlandia","69.13","29"
"1970","FIN","Finlandia","70.32","23"
"1975","FIN","Finlandia","71.84","21"
"1980","FIN","Finlandia","73.65","20"
"1985","FIN","Finlandia","74.42","23"
"1990","FIN","Finlandia","74.9893","23"
"1995","FIN","Finlandia","76.6039","20"
"2000","FIN","Finlandia","77.6712","21"
"2005","FIN","Finlandia","78.9713","22"
"2010","FIN","Finlandia","80.0117","25"
"2015","FIN","Finlandia","81.4178","18"
"2020","FIN","Finlandia","81.8657","18"
"1870","FRA","Francia","36.52","17"
"1880","FRA","Francia","42.79","9"
"1890","FRA","Francia","43.43","15"
"1900","FRA","Francia","45.1","15"
"1913","FRA","Francia","51.36","13"
"1925","FRA","Francia","54.35","14"
"1929","FRA","Francia","54.24","16"
"1933","FRA","Francia","57.65","14"
"1938","FRA","Francia","58.93","15"
"1950","FRA","Francia","66.38","15"
"1955","FRA","Francia","68.44","16"
"1960","FRA","Francia","70.37","12"
"1965","FRA","Francia","71.11","13"
"1970","FRA","Francia","72.09","11"
"1975","FRA","Francia","72.9","11"
"1980","FRA","Francia","74.23","13"
"1985","FRA","Francia","75.31","15"
"1990","FRA","Francia","76.8335","13"
"1995","FRA","Francia","77.8713","10"
"2000","FRA","Francia","79.0472","11"
"2005","FRA","Francia","80.3394","9"
"2010","FRA","Francia","81.4275","12"
"2015","FRA","Francia","82.1857","12"
"2020","FRA","Francia","82.2104","16"
"1870","DEU","Alemania","37.015","15"
"1880","DEU","Alemania","38.71","16"
"1890","DEU","Alemania","42.265","17"
"1900","DEU","Alemania","46.575","14"
"1913","DEU","Alemania","49.045","15"
"1925","DEU","Alemania","57.395","12"
"1929","DEU","Alemania","59.3323042279667","8"
"1933","DEU","Alemania","61.335","9"
"1938","DEU","Alemania","62.8165693144869","10"
"1950","DEU","Alemania","67.53","13"
"1955","DEU","Alemania","68.914","14"
"1960","DEU","Alemania","69.2433834617558","17"
"1965","DEU","Alemania","70.634500323907","17"
"1970","DEU","Alemania","70.696828938733","21"
"1975","DEU","Alemania","71.5364248401734","24"
"1980","DEU","Alemania","73.1172426343818","23"
"1985","DEU","Alemania","74.5278323118916","18"
"1990","DEU","Alemania","75.3588","22"
"1995","DEU","Alemania","76.5619","21"
"2000","DEU","Alemania","78.0637","18"
"2005","DEU","Alemania","79.2618","19"
"2010","DEU","Alemania","80.0864","22"
"2015","DEU","Alemania","80.5742","28"
"2020","DEU","Alemania","81.1472","24"
"1870","GRC","Grecia","36.2","18"
"1880","GRC","Grecia","37.1","19"
"1890","GRC","Grecia","38.5","19"
"1900","GRC","Grecia","40.4","20"
"1913","GRC","Grecia","41.2","25"
"1925","GRC","Grecia","46.7","24"
"1929","GRC","Grecia","49.99","21"
"1933","GRC","Grecia","50.5","23"
"1938","GRC","Grecia","52.8","22"
"1950","GRC","Grecia","65.748","19"
"1955","GRC","Grecia","67.156","24"
"1960","GRC","Grecia","69.24","18"
"1965","GRC","Grecia","72.4","5"
"1970","GRC","Grecia","73.8","3"
"1975","GRC","Grecia","74.4","6"
"1980","GRC","Grecia","75.3","8"
"1985","GRC","Grecia","75.9","9"
"1990","GRC","Grecia","77.2959","7"
"1995","GRC","Grecia","77.8214","11"
"2000","GRC","Grecia","78.3771","15"
"2005","GRC","Grecia","79.5899","16"
"2010","GRC","Grecia","80.5102","19"
"2015","GRC","Grecia","80.6676","27"
"2020","GRC","Grecia","80.9092","26"
"1870","HUN","Hungría","30.7142857142857","28"
"1880","HUN","Hungría","31.25","30"
"1890","HUN","Hungría","33.3035714285714","29"
"1900","HUN","Hungría","37.5","26"
"1913","HUN","Hungría","39.8511964861698","28"
"1925","HUN","Hungría","45.0048315125483","27"
"1929","HUN","Hungría","49.805","22"
"1933","HUN","Hungría","51.0899633687902","22"
"1938","HUN","Hungría","54.4492884165872","21"
"1950","HUN","Hungría","62.14","27"
"1955","HUN","Hungría","66.89","25"
"1960","HUN","Hungría","68.08","27"
"1965","HUN","Hungría","69.15","28"
"1970","HUN","Hungría","69.22","30"
"1975","HUN","Hungría","69.42","37"
"1980","HUN","Hungría","69.09","56"
"1985","HUN","Hungría","68.9","61"
"1990","HUN","Hungría","69.3715","71"
"1995","HUN","Hungría","69.9689","70"
"2000","HUN","Hungría","71.7579","63"
"2005","HUN","Hungría","72.8648","64"
"2010","HUN","Hungría","74.5192","59"
"2015","HUN","Hungría","75.6517","58"
"2020","HUN","Hungría","75.7297","55"
"1950","ISL","Islandia","71.03","4"
"1955","ISL","Islandia","73.29","2"
"1960","ISL","Islandia","74.06","1"
"1965","ISL","Islandia","73.81","2"
"1970","ISL","Islandia","73.79","4"
"1975","ISL","Islandia","75.3","1"
"1980","ISL","Islandia","76.6","1"
"1985","ISL","Islandia","77.51","2"
"1990","ISL","Islandia","78.1628","2"
"1995","ISL","Islandia","78.2237","6"
"2000","ISL","Islandia","79.8915","3"
"2005","ISL","Islandia","81.2416","3"
"2010","ISL","Islandia","81.7003","9"
"2015","ISL","Islandia","82.3508","10"
"2020","ISL","Islandia","82.5755","10"
"1870","IRL","Irlanda","42.3373989637306","8"
"1880","IRL","Irlanda","45.350518134715","5"
"1890","IRL","Irlanda","46.8878238341969","6"
"1900","IRL","Irlanda","49.45","6"
"1913","IRL","Irlanda","53.85","8"
"1925","IRL","Irlanda","57.65","11"
"1929","IRL","Irlanda","57.9624506856489","10"
"1933","IRL","Irlanda","58.5924414828248","13"
"1938","IRL","Irlanda","59.2216673874427","13"
"1950","IRL","Irlanda","65.57","21"
"1955","IRL","Irlanda","68","19"
"1960","IRL","Irlanda","70.17","14"
"1965","IRL","Irlanda","70.64","16"
"1970","IRL","Irlanda","70.83","19"
"1975","IRL","Irlanda","71.69","22"
"1980","IRL","Irlanda","72.54","28"
"1985","IRL","Irlanda","73.56","29"
"1990","IRL","Irlanda","74.8418","26"
"1995","IRL","Irlanda","75.4783","27"
"2000","IRL","Irlanda","76.5423","30"
"2005","IRL","Irlanda","78.9162","23"
"2010","IRL","Irlanda","80.5226","18"
"2015","IRL","Irlanda","81.4163","19"
"2020","IRL","Irlanda","82.4699","11"
"1870","ITA","Italia","33.1","23"
"1880","ITA","Italia","32.82","25"
"1890","ITA","Italia","38.58","18"
"1900","ITA","Italia","41.85","18"
"1913","ITA","Italia","48.49","17"
"1925","ITA","Italia","51.28","17"
"1929","ITA","Italia","52.27","18"
"1933","ITA","Italia","56.25","16"
"1938","ITA","Italia","56.15","19"
"1950","ITA","Italia","65.72","20"
"1955","ITA","Italia","68.25","17"
"1960","ITA","Italia","69.21","20"
"1965","ITA","Italia","70.26","19"
"1970","ITA","Italia","71.63","14"
"1975","ITA","Italia","72.73","14"
"1980","ITA","Italia","74.05","15"
"1985","ITA","Italia","75.6","12"
"1990","ITA","Italia","76.9909","12"
"1995","ITA","Italia","78.1161","8"
"2000","ITA","Italia","79.6072","7"
"2005","ITA","Italia","81.023","6"
"2010","ITA","Italia","82.1371","4"
"2015","ITA","Italia","82.5255","9"
"2020","ITA","Italia","82.3953","13"
"1980","LVA","Letonia","69.12","55"
"1985","LVA","Letonia","69.6","58"
"1990","LVA","Letonia","69.1956","74"
"1995","LVA","Letonia","67.015","91"
"2000","LVA","Letonia","70.2517","79"
"2005","LVA","Letonia","70.7781","85"
"2010","LVA","Letonia","72.9538","77"
"2015","LVA","Letonia","74.6854","68"
"2020","LVA","Letonia","75.4526","56"
"1980","LTU","Lituania","70.7","38.5"
"1985","LTU","Lituania","70.74","47"
"1990","LTU","Lituania","71.0085","52"
"1995","LTU","Lituania","69.3271","75"
"2000","LTU","Lituania","72.0888","58"
"2005","LTU","Lituania","71.7418","77"
"2010","LTU","Lituania","73.4236","71"
"2015","LTU","Lituania","74.6103","71"
"2020","LTU","Lituania","75.0676","62"
"1950","MLT","Malta","65.95","18"
"1955","MLT","Malta","67.8075","20"
"1960","MLT","Malta","68.55415","26"
"1965","MLT","Malta","69.18293","27"
"1970","MLT","Malta","70.11951","24"
"1975","MLT","Malta","71.49756","25"
"1980","MLT","Malta","72.859","25"
"1985","MLT","Malta","74.305","25"
"1990","MLT","Malta","75.9846","17"
"1995","MLT","Malta","77.0909","15"
"2000","MLT","Malta","77.58","23"
"2005","MLT","Malta","79.6465","15"
"2010","MLT","Malta","81.8134","7"
"2015","MLT","Malta","82.9621","3"
"2020","MLT","Malta","83.3545","5"
"1980","MDA","Moldavia","64.618","81"
"1985","MDA","Moldavia","66.052","80"
"1990","MDA","Moldavia","68.0673","82"
"1995","MDA","Moldavia","65.0985","99"
"2000","MDA","Moldavia","66.4168","100"
"2005","MDA","Moldavia","68.1689","96"
"2010","MDA","Moldavia","69.3569","101"
"2015","MDA","Moldavia","69.2396","110"
"2020","MDA","Moldavia","70.1665","103"
"1870","NLD","Países Bajos","37.54","14"
"1880","NLD","Países Bajos","40.41","13"
"1890","NLD","Países Bajos","44.42","13"
"1900","NLD","Países Bajos","48.48","10"
"1913","NLD","Países Bajos","57.35","6"
"1925","NLD","Países Bajos","63.12","3"
"1929","NLD","Países Bajos","62.15","5"
"1933","NLD","Países Bajos","66.03","1"
"1938","NLD","Países Bajos","67.39","1"
"1950","NLD","Países Bajos","71.44","2"
"1955","NLD","Países Bajos","72.5","4"
"1960","NLD","Países Bajos","73.35","3"
"1965","NLD","Países Bajos","73.6","4"
"1970","NLD","Países Bajos","73.63","5"
"1975","NLD","Países Bajos","74.55","5"
"1980","NLD","Países Bajos","75.77","3"
"1985","NLD","Países Bajos","76.37","6"
"1990","NLD","Países Bajos","77.0067","10"
"1995","NLD","Países Bajos","77.5454","14"
"2000","NLD","Países Bajos","78.1222","17"
"2005","NLD","Países Bajos","79.4797","18"
"2010","NLD","Países Bajos","80.8186","16"
"2015","NLD","Países Bajos","81.4821","17"
"2020","NLD","Países Bajos","81.6381","19"
"1870","NOR","Noruega","50.86","2"
"1880","NOR","Noruega","51.89","2"
"1890","NOR","Noruega","48.61","4"
"1900","NOR","Noruega","53.47","3"
"1913","NOR","Noruega","58.31","5"
"1925","NOR","Noruega","62.51","4.5"
"1929","NOR","Noruega","62.45","3"
"1933","NOR","Noruega","65.48","2"
"1938","NOR","Noruega","67.09","2"
"1950","NOR","Noruega","71.59","1"
"1955","NOR","Noruega","73.43","1"
"1960","NOR","Noruega","73.56","2"
"1965","NOR","Noruega","73.73","3"
"1970","NOR","Noruega","74.07","2"
"1975","NOR","Noruega","74.82","3"
"1980","NOR","Noruega","75.67","5"
"1985","NOR","Noruega","75.93","8"
"1990","NOR","Noruega","76.5865","15"
"1995","NOR","Noruega","77.7967","12"
"2000","NOR","Noruega","78.6919","13"
"2005","NOR","Noruega","80.1699","12"
"2010","NOR","Noruega","81.0401","15"
"2015","NOR","Noruega","82.2718","11"
"2020","NOR","Noruega","83.1951","6"
"1870","POL","Polonia","31.3489208633093","27"
"1880","POL","Polonia","32.1106612733529","27"
"1890","POL","Polonia","32.5490196078431","30"
"1900","POL","Polonia","36.9731328376034","28"
"1913","POL","Polonia","39.7235611510791","29"
"1925","POL","Polonia","48.2","22"
"1929","POL","Polonia","49.8","23"
"1933","POL","Polonia","49.8","25"
"1938","POL","Polonia","51.4","24"
"1950","POL","Polonia","61.439","30"
"1955","POL","Polonia","65.893","27"
"1960","POL","Polonia","67.82","29"
"1965","POL","Polonia","69.48","26"
"1970","POL","Polonia","69.59","28"
"1975","POL","Polonia","70.44","30"
"1980","POL","Polonia","69.95","47"
"1985","POL","Polonia","70.34","49"
"1990","POL","Polonia","70.678","55"
"1995","POL","Polonia","71.9193","54"
"2000","POL","Polonia","73.7335","47"
"2005","POL","Polonia","75.0936","45"
"2010","POL","Polonia","76.3175","44"
"2015","POL","Polonia","77.4151","47"
"2020","POL","Polonia","76.9424","47"
"1870","PRT","Portugal","36","19"
"1880","PRT","Portugal","38","17"
"1890","PRT","Portugal","43","16"
"1900","PRT","Portugal","44","16"
"1913","PRT","Portugal","44","21"
"1925","PRT","Portugal","45.45","25"
"1929","PRT","Portugal","47","27"
"1933","PRT","Portugal","49.66","26"
"1938","PRT","Portugal","50.7","26"
"1950","PRT","Portugal","58.47","40"
"1955","PRT","Portugal","61.4","43"
"1960","PRT","Portugal","64.15","38"
"1965","PRT","Portugal","66.09","37"
"1970","PRT","Portugal","67.06","40"
"1975","PRT","Portugal","68.84","40"
"1980","PRT","Portugal","71.66","31"
"1985","PRT","Portugal","73.21","30"
"1990","PRT","Portugal","74.304","27"
"1995","PRT","Portugal","75.5501","25"
"2000","PRT","Portugal","76.8304","25"
"2005","PRT","Portugal","78.3053","26"
"2010","PRT","Portugal","80.035","23"
"2015","PRT","Portugal","81.2093","20"
"2020","PRT","Portugal","81.0545","25"
"1870","ROU","Rumania","30.1291925465839","30"
"1880","ROU","Rumania","30.8782608695652","32"
"1890","ROU","Rumania","32.0434782608696","32"
"1900","ROU","Rumania","34.9565217391304","31"
"1913","ROU","Rumania","37.6521739130435","30"
"1925","ROU","Rumania","39.3913043478261","34"
"1929","ROU","Rumania","42","33"
"1933","ROU","Rumania","42","36"
"1938","ROU","Rumania","48.7","27"
"1950","ROU","Rumania","61.1","31"
"1955","ROU","Rumania","63.235","33"
"1960","ROU","Rumania","65.45731","32"
"1965","ROU","Rumania","68.43049","31"
"1970","ROU","Rumania","68.49024","35"
"1975","ROU","Rumania","69.6139","35"
"1980","ROU","Rumania","69.596","51"
"1985","ROU","Rumania","69.622","57"
"1990","ROU","Rumania","69.729","68"
"1995","ROU","Rumania","69.5602","74"
"2000","ROU","Rumania","71.2823","70"
"2005","ROU","Rumania","70.6095","86"
"2010","ROU","Rumania","73.9959","65"
"2015","ROU","Rumania","74.7901","66"
"2020","ROU","Rumania","75.3456","59"
"1870","RUS","Rusia","28.675","33"
"1880","RUS","Rusia","29.55","33"
"1890","RUS","Rusia","30.85","34"
"1900","RUS","Rusia","32.575","34"
"1913","RUS","Rusia","33.45","36"
"1925","RUS","Rusia","43","28"
"1929","RUS","Rusia","44.36","31"
"1933","RUS","Rusia","45.6","30"
"1938","RUS","Rusia","46.92","34"
"1950","RUS","Rusia","58.518","39"
"1955","RUS","Rusia","64.797","30"
"1960","RUS","Rusia","68.7","25"
"1965","RUS","Rusia","69.5","25"
"1970","RUS","Rusia","68.83","31"
"1975","RUS","Rusia","68.32","42"
"1980","RUS","Rusia","67.48","61"
"1985","RUS","Rusia","68.26","67"
"1990","RUS","Rusia","68.5354","79"
"1995","RUS","Rusia","64.101","103"
"2000","RUS","Rusia","65.2711","105"
"2005","RUS","Rusia","66.0746","106"
"2010","RUS","Rusia","69.386","100"
"2015","RUS","Rusia","72.1006","92"
"2020","RUS","Rusia","71.3423","97"
"1990","SVK","Eslovaquia","70.8202","53"
"1995","SVK","Eslovaquia","72.255","48"
"2000","SVK","Eslovaquia","73.1407","51"
"2005","SVK","Eslovaquia","74.1572","53"
"2010","SVK","Eslovaquia","75.495","52"
"2015","SVK","Eslovaquia","76.6493","53"
"2020","SVK","Eslovaquia","77.0054","45"
"1980","SVN","Eslovenia","71.229","33"
"1985","SVN","Eslovenia","71.74","37"
"1990","SVN","Eslovenia","73.5151","32"
"1995","SVN","Eslovenia","74.5783","32"
"2000","SVN","Eslovenia","76.1957","32"
"2005","SVN","Eslovenia","77.7151","30"
"2010","SVN","Eslovenia","79.7039","26"
"2015","SVN","Eslovenia","80.8218","25"
"2020","SVN","Eslovenia","80.4409","28"
"1870","ESP","España","30.1","31"
"1880","ESP","España","32.1","28"
"1890","ESP","España","34.1","26"
"1900","ESP","España","35.03657918","29"
"1913","ESP","España","42.61","24"
"1925","ESP","España","46.98","23"
"1929","ESP","España","49.49","24"
"1933","ESP","España","51.6","21"
"1938","ESP","España","47.6","32"
"1950","ESP","España","61.78","28"
"1955","ESP","España","66.73","26"
"1960","ESP","España","69.23","19"
"1965","ESP","España","70.93","14"
"1970","ESP","España","72.15","10"
"1975","ESP","España","73.49","9"
"1980","ESP","España","75.53","7"
"1985","ESP","España","76.41","5"
"1990","ESP","España","77.0017","11"
"1995","ESP","España","78.2029","7"
"2000","ESP","España","79.4172","8"
"2005","ESP","España","80.3283","10"
"2010","ESP","España","82.0214","6"
"2015","ESP","España","82.6464","7"
"2020","ESP","España","82.2892","15"
"1870","SWE","Suecia","45.02","5"
"1880","SWE","Suecia","47.67","4"
"1890","SWE","Suecia","50.44","3"
"1900","SWE","Suecia","52.23","4"
"1913","SWE","Suecia","58.59","4"
"1925","SWE","Suecia","62.51","4.5"
"1929","SWE","Suecia","62.29","4"
"1933","SWE","Suecia","64.8","5"
"1938","SWE","Suecia","65.54","5"
"1950","SWE","Suecia","71.14","3"
"1955","SWE","Suecia","72.59","3"
"1960","SWE","Suecia","73.04","4"
"1965","SWE","Suecia","73.87","1"
"1970","SWE","Suecia","74.66","1"
"1975","SWE","Suecia","74.98","2"
"1980","SWE","Suecia","75.74","4"
"1985","SWE","Suecia","76.69","4"
"1990","SWE","Suecia","77.5883","3"
"1995","SWE","Suecia","78.8214","3"
"2000","SWE","Suecia","79.7382","5"
"2005","SWE","Suecia","80.621","7"
"2010","SWE","Suecia","81.5187","11"
"2015","SWE","Suecia","82.1834","13"
"2020","SWE","Suecia","82.4274","12"
"1870","CHE","Suiza","41.9","9"
"1880","CHE","Suiza","42.47","11"
"1890","CHE","Suiza","45.01","11"
"1900","CHE","Suiza","47.59","12"
"1913","CHE","Suiza","54.23","7"
"1925","CHE","Suiza","59.91","7"
"1929","CHE","Suiza","60.14","7"
"1933","CHE","Suiza","62.37","7"
"1938","CHE","Suiza","63.83","7"
"1950","CHE","Suiza","68.91","8"
"1955","CHE","Suiza","70.07","9"
"1960","CHE","Suiza","71.41","6"
"1965","CHE","Suiza","72.32","7"
"1970","CHE","Suiza","73.12","7"
"1975","CHE","Suiza","74.79","4"
"1980","CHE","Suiza","75.59","6"
"1985","CHE","Suiza","76.88","3"
"1990","CHE","Suiza","77.3849","6"
"1995","CHE","Suiza","78.5648","4"
"2000","CHE","Suiza","79.8335","4"
"2005","CHE","Suiza","81.2338","4"
"2010","CHE","Suiza","82.2831","3"
"2015","CHE","Suiza","82.8468","4"
"2020","CHE","Suiza","83.067","7"
"1980","UKR","Ucrania","69.68","49"
"1985","UKR","Ucrania","69.94","53"
"1990","UKR","Ucrania","69.8024","66"
"1995","UKR","Ucrania","66.8275","92"
"2000","UKR","Ucrania","67.8555","94"
"2005","UKR","Ucrania","68.1506","97"
"2010","UKR","Ucrania","70.6207","96"
"2015","UKR","Ucrania","73.4581","79"
"2020","UKR","Ucrania","72.5726","81"
"1870","GBR","Reino Unido","41.31","11"
"1880","GBR","Reino Unido","44.25","8"
"1890","GBR","Reino Unido","45.75","8"
"1900","GBR","Reino Unido","48.25","11"
"1913","GBR","Reino Unido","53.35","10"
"1925","GBR","Reino Unido","58.42","10"
"1929","GBR","Reino Unido","57.62","13"
"1933","GBR","Reino Unido","60.58","11"
"1938","GBR","Reino Unido","63.23","9"
"1950","GBR","Reino Unido","68.63","10"
"1955","GBR","Reino Unido","70.13","8"
"1960","GBR","Reino Unido","71.02","8"
"1965","GBR","Reino Unido","71.52","10"
"1970","GBR","Reino Unido","71.88","13"
"1975","GBR","Reino Unido","72.65","15"
"1980","GBR","Reino Unido","73.59","21"
"1985","GBR","Reino Unido","74.54","17"
"1990","GBR","Reino Unido","75.7359","19"
"1995","GBR","Reino Unido","76.6164","19"
"2000","GBR","Reino Unido","77.8525","19"
"2005","GBR","Reino Unido","79.1116","20"
"2010","GBR","Reino Unido","80.4008","21"
"2015","GBR","Reino Unido","80.9238","23"
"2020","GBR","Reino Unido","80.4345","29"
"1870","SRB","Serbia","31.9555489128324","25"
"1880","SRB","Serbia","32.7500238858033","26"
"1890","SRB","Serbia","33.9858738437582","27"
"1900","SRB","Serbia","37.0754987386453","27"
"1913","SRB","Serbia","39.9345546115259","27"
"1925","SRB","Serbia","41.7791067875779","31"
"1929","SRB","Serbia","44.5459350516559","30"
"1933","SRB","Serbia","45.0559195169758","31"
"1938","SRB","Serbia","51.0239965625592","25"
"1950","SRB","Serbia","58.125","41"
"1955","SRB","Serbia","63.025","36"
"1960","SRB","Serbia","63.33317","44"
"1965","SRB","Serbia","65.90341","38"
"1970","SRB","Serbia","67.93561","37"
"1975","SRB","Serbia","69.60927","36"
"1980","SRB","Serbia","73.735","19"
"1985","SRB","Serbia","74.518","20"
"1990","SRB","Serbia","70.3146","58"
"1995","SRB","Serbia","71.7694","55"
"2000","SRB","Serbia","71.4392","66"
"2005","SRB","Serbia","72.7092","68"
"2010","SRB","Serbia","74.3753","61"
"2015","SRB","Serbia","75.8172","56"
"2020","SRB","Serbia","75.4057","57"
"1870","DZA","Argelia","25","77.5"
"1880","DZA","Argelia","25","79"
"1890","DZA","Argelia","25","81"
"1900","DZA","Argelia","26.5816611455246","54"
"1913","DZA","Argelia","28.8224","60"
"1925","DZA","Argelia","28.8224","67"
"1929","DZA","Argelia","30.6986121267036","66"
"1933","DZA","Argelia","31.2","67.5"
"1938","DZA","Argelia","33.72","71.5"
"1950","DZA","Argelia","43.15","83"
"1955","DZA","Argelia","45.75","83"
"1960","DZA","Argelia","47.28439","84"
"1965","DZA","Argelia","50.18439","85"
"1970","DZA","Argelia","53.25512","83"
"1975","DZA","Argelia","56.27561","84"
"1980","DZA","Argelia","59.626","99"
"1985","DZA","Argelia","63.694","92"
"1990","DZA","Argelia","67.416","86"
"1995","DZA","Argelia","67.4544","88"
"2000","DZA","Argelia","70.4779","76"
"2005","DZA","Argelia","72.0612","73"
"2010","DZA","Argelia","73.8081","68"
"2015","DZA","Argelia","75.622","59"
