"anio","geocodigoFundar","geonombreFundar","pib_pc","ranking"
"1870","ARG","Argentina","1559.55379738376","16"
"1880","ARG","Argentina","1687.98869434032","16"
"1890","ARG","Argentina","3115.99158472919","8"
"1900","ARG","Argentina","2877.17541911681","11"
"1913","ARG","Argentina","3962.25676052043","9"
"1925","ARG","Argentina","4090.71353285928","10"
"1929","ARG","Argentina","4558.18164187427","10"
"1933","ARG","Argentina","3780.14510874928","11"
"1938","ARG","Argentina","4246.12784375987","14"
"1950","ARG","Argentina","5203.51385427776","18"
"1955","ARG","Argentina","5460.46301555506","21"
"1960","ARG","Argentina","5802.53590646835","24"
"1965","ARG","Argentina","6651.48539475533","25"
"1970","ARG","Argentina","7623.19215302597","28"
"1975","ARG","Argentina","8073.9109194055","27"
"1980","ARG","Argentina","8367.40899770681","37"
"1985","ARG","Argentina","7020.33631359049","44"
"1990","ARG","Argentina","6432.92166121807","53"
"1995","ARG","Argentina","7930.6701462566","41"
"2000","ARG","Argentina","8509.05993721277","44"
"2005","ARG","Argentina","8866.95749222115","48"
"2010","ARG","Argentina","10687.0591802576","47"
"2015","ARG","Argentina","10915.0665638963","50"
"2020","ARG","Argentina","8979.94061892487","62"
"1950","BHS","Bahamas","10800","4"
"1955","BHS","Bahamas","9576.34971654872","6"
"1960","BHS","Bahamas","8515.73638580785","11"
"1965","BHS","Bahamas","10955.365179077","6"
"1970","BHS","Bahamas","12087.3745526981","8"
"1975","BHS","Bahamas","8124.89146285516","26"
"1980","BHS","Bahamas","12863.6610125718","22"
"1985","BHS","Bahamas","15002.6457999241","14"
"1990","BHS","Bahamas","15354.0856031128","19"
"1995","BHS","Bahamas","13981.8284521245","23"
"2000","BHS","Bahamas","16806.2164956265","23"
"2005","BHS","Bahamas","16506.2055111306","30"
"2010","BHS","Bahamas","14886.4520186439","30"
"2015","BHS","Bahamas","13666.2053865425","38"
"2020","BHS","Bahamas","10501.6366348819","52"
"1950","BRB","Barbados","2123.22274881517","47"
"1955","BRB","Barbados","2592.69176567265","44"
"1960","BRB","Barbados","3335.25114090652","35"
"1965","BRB","Barbados","4057.75589281303","39"
"1970","BRB","Barbados","6396.71440385361","30"
"1975","BRB","Barbados","6414.60933250402","35"
"1980","BRB","Barbados","8081.11609311878","38"
"1985","BRB","Barbados","7593.46275173495","40"
"1990","BRB","Barbados","8152","40"
"1995","BRB","Barbados","7673.67815034796","44"
"2000","BRB","Barbados","8736.71497285242","43"
"2005","BRB","Barbados","9079.42171940859","47"
"2010","BRB","Barbados","9460.82822395112","53"
"2015","BRB","Barbados","9480.86644979976","56"
"2020","BRB","Barbados","8204.25416045025","63"
"1950","BLZ","Belice","1666.66666666667","61"
"1955","BLZ","Belice","1533.38011224938","73"
"1960","BLZ","Belice","1412.70345589962","83"
"1965","BLZ","Belice","1561.24952744271","87"
"1970","BLZ","Belice","1768.91087235499","87"
"1975","BLZ","Belice","2303.97988515817","82"
"1980","BLZ","Belice","3048.22601911387","91"
"1985","BLZ","Belice","2737.37588952116","96"
"1990","BLZ","Belice","3848.16753926702","79"
"1995","BLZ","Belice","4667.41042269187","68"
"2000","BLZ","Belice","5231.85401577739","68"
"2005","BLZ","Belice","5917.54850550426","70"
"2010","BLZ","Belice","5925.24678077821","77"
"2015","BLZ","Belice","6108.93598896035","79"
"2020","BLZ","Belice","4896.73549782212","90"
"1870","BOL","Bolivia","858.315880963481","41"
"1880","BOL","Bolivia","888.749671940863","41"
"1890","BOL","Bolivia","924.419352885391","46"
"1900","BOL","Bolivia","992.614223180215","47"
"1913","BOL","Bolivia","1264.31124610086","42"
"1925","BOL","Bolivia","1455.90635788156","39"
"1929","BOL","Bolivia","1647.50146966225","38"
"1933","BOL","Bolivia","1327.09382510245","47"
"1938","BOL","Bolivia","1650.7488444382","44"
"1950","BOL","Bolivia","2044.76365058607","50"
"1955","BOL","Bolivia","1981.18028672711","60"
"1960","BOL","Bolivia","1720.57879018463","74"
"1965","BOL","Bolivia","1931.30832076518","73"
"1970","BOL","Bolivia","2336.3724795175","74"
"1975","BOL","Bolivia","2739.81620736329","75"
"1980","BOL","Bolivia","2694.91122646582","95"
"1985","BOL","Bolivia","2196.58101649305","104"
"1990","BOL","Bolivia","2197.47790504875","108"
"1995","BOL","Bolivia","2430.8519641203","102"
"2000","BOL","Bolivia","2606.5605959544","104"
"2005","BOL","Bolivia","2766.80235632813","107"
"2010","BOL","Bolivia","3179.6821154952","107"
"2015","BOL","Bolivia","3832.41319294895","107"
"2020","BOL","Bolivia","3769.36306818687","104"
"1870","BRA","Brasil","737.943009390914","51"
"1880","BRA","Brasil","766.074662584488","51"
"1890","BRA","Brasil","766.607323068623","64"
"1900","BRA","Brasil","700.118137323958","71"
"1913","BRA","Brasil","937.921928521039","61"
"1925","BRA","Brasil","1105.90658133988","56"
"1929","BRA","Brasil","1171.33162675123","58"
"1933","BRA","Brasil","1108.0815689241","60"
"1938","BRA","Brasil","1281.69320462983","56"
"1950","BRA","Brasil","1544.18890865517","69"
"1955","BRA","Brasil","1833.64950332694","68"
"1960","BRA","Brasil","2199.47750706808","62"
"1965","BRA","Brasil","2374.68215624175","69"
"1970","BRA","Brasil","2842.79995354569","65"
"1975","BRA","Brasil","4077.3071889571","54"
"1980","BRA","Brasil","5178.14932940742","63"
"1985","BRA","Brasil","4928.75931748234","67"
"1990","BRA","Brasil","4920.0568895945","68"
"1995","BRA","Brasil","5296.95824276183","61"
"2000","BRA","Brasil","5462.980178323","65"
"2005","BRA","Brasil","5889.06848804133","71"
"2010","BRA","Brasil","6922.69863928242","69"
"2015","BRA","Brasil","6989.85199338578","72"
"2020","BRA","Brasil","6525.75229274261","75"
"1870","CHL","Chile","1265.55642244267","21"
"1880","CHL","Chile","1623.95710074484","17"
"1890","CHL","Chile","1861.52183940754","18"
"1900","CHL","Chile","2109.93735229022","17"
"1913","CHL","Chile","3057.51712885862","15"
"1925","CHL","Chile","3051.86589716275","16"
"1929","CHL","Chile","3539.74162899346","16"
"1933","CHL","Chile","2265.04824045818","24"
"1938","CHL","Chile","3212.68869555543","18"
"1950","CHL","Chile","3755.36097488582","25"
"1955","CHL","Chile","3929.2447180613","27"
"1960","CHL","Chile","4253.38969186771","30"
"1965","CHL","Chile","4520.87660805033","35"
"1970","CHL","Chile","5139.81507445536","37"
"1975","CHL","Chile","4222.24365883447","53"
"1980","CHL","Chile","5659.97676321644","57"
"1985","CHL","Chile","5033.54697641569","66"
"1990","CHL","Chile","6400.94433512596","54"
"1995","CHL","Chile","8970.47596354506","36"
"2000","CHL","Chile","10275.2136438787","38"
"2005","CHL","Chile","11892.0643982273","39"
"2010","CHL","Chile","13344.2885262515","38"
"2015","CHL","Chile","15287.751095916","34"
"2020","CHL","Chile","14602.6674988426","36"
"1870","COL","Colombia","662.723252869642","61"
"1880","COL","Colombia","791.95725074939","47"
"1890","COL","Colombia","638.923472392653","73"
"1900","COL","Colombia","629.800260520952","78"
"1913","COL","Colombia","845.218901005515","76"
"1925","COL","Colombia","1295.9493292711","47"
"1929","COL","Colombia","1588.64488493143","41"
"1933","COL","Colombia","1611.22520136573","35"
"1938","COL","Colombia","1807.90496876537","40"
"1950","COL","Colombia","2160.86324910259","46"
"1955","COL","Colombia","2415.78210949058","51"
"1960","COL","Colombia","2538.58058210934","53"
"1965","COL","Colombia","2751.46831424528","59"
"1970","COL","Colombia","3128.20334533652","59"
"1975","COL","Colombia","3664.83133230353","63"
"1980","COL","Colombia","4244.09139531322","73"
"1985","COL","Colombia","4260.87653542592","74"
"1990","COL","Colombia","4825.74263434172","69"
"1995","COL","Colombia","5517.81116219348","59"
"2000","COL","Colombia","5352.07334977516","66"
"2005","COL","Colombia","5967.57594841406","69"
"2010","COL","Colombia","7022.0326657662","68"
"2015","COL","Colombia","8365.12340510845","65"
"2020","COL","Colombia","7952.39285171107","67"
"1913","CRI","Costa Rica","1535.14548670528","30"
"1925","CRI","Costa Rica","1635.37130538723","35"
"1929","CRI","Costa Rica","1555.00981816226","43"
"1933","CRI","Costa Rica","1676.5991534222","34"
"1938","CRI","Costa Rica","1843.99394366144","38"
"1950","CRI","Costa Rica","1929.50965426834","53"
"1955","CRI","Costa Rica","2462.82962495064","50"
"1960","CRI","Costa Rica","2782.92967004772","49"
"1965","CRI","Costa Rica","3022.19489905231","54"
"1970","CRI","Costa Rica","3650.15200873971","55"
"1975","CRI","Costa Rica","4345.03375306249","47"
"1980","CRI","Costa Rica","4902.39266085433","64"
"1985","CRI","Costa Rica","4326.68243828664","72"
"1990","CRI","Costa Rica","4747.00009084377","71"
"1995","CRI","Costa Rica","5444.82098721168","60"
"2000","CRI","Costa Rica","6003.38581067765","62"
"2005","CRI","Costa Rica","6697.53448744844","65"
"2010","CRI","Costa Rica","7897.81656578228","64"
"2015","CRI","Costa Rica","8944.14697794257","62"
"2020","CRI","Costa Rica","9315.84578335626","60"
"1870","CUB","Cuba","1185.89678191734","23"
"1880","CUB","Cuba","1408.57053388679","22"
"1890","CUB","Cuba","1931.53574565506","17"
"1900","CUB","Cuba","1458.2455298323","27"
"1913","CUB","Cuba","2241.83342361892","20"
"1925","CUB","Cuba","2337.80844521467","21"
"1929","CUB","Cuba","2096.36112759664","27"
"1933","CUB","Cuba","1451.67092937635","40"
"1938","CUB","Cuba","1884.67128129429","36"
"1950","CUB","Cuba","2638.91265035772","32"
"1955","CUB","Cuba","2536.33036404473","46"
"1960","CUB","Cuba","3002.56234175141","45"
"1965","CUB","Cuba","3096.89204258385","52"
"1970","CUB","Cuba","2984.97544837587","61"
"1975","CUB","Cuba","3744.40948050149","62"
"1980","CUB","Cuba","4118.5306668539","75"
"1985","CUB","Cuba","5135.3728656579","63"
"1990","CUB","Cuba","4727.67670104309","72"
"1995","CUB","Cuba","3180.80848148723","88"
"2000","CUB","Cuba","3894.91973871241","79"
"2005","CUB","Cuba","4910.67993447341","75"
"2010","CUB","Cuba","6355.06840173079","73"
"2015","CUB","Cuba","7233.33509206323","71"
"2020","CUB","Cuba","6727.63453586996","74"
"1950","DOM","Rep. Dominicana","1070.99270318646","88"
"1955","DOM","Rep. Dominicana","1229.8015668309","86"
"1960","DOM","Rep. Dominicana","1304.3893245508","90"
"1965","DOM","Rep. Dominicana","1258.92252489836","97"
"1970","DOM","Rep. Dominicana","1559.07809645094","94"
"1975","DOM","Rep. Dominicana","2097.48160822503","86"
"1980","DOM","Rep. Dominicana","2403.32325113511","99"
"1985","DOM","Rep. Dominicana","2373.29068904902","101"
"1990","DOM","Rep. Dominicana","2471.12805308485","102"
"1995","DOM","Rep. Dominicana","2903.51132499142","93"
"2000","DOM","Rep. Dominicana","3736.11758938602","86"
"2005","DOM","Rep. Dominicana","4118.1528224383","88"
"2010","DOM","Rep. Dominicana","5206.59689470509","83"
"2015","DOM","Rep. Dominicana","6258.40304119929","77"
"2020","DOM","Rep. Dominicana","6942.14591815339","72"
"1870","ECU","Ecuador","413.725792455114","93"
"1880","ECU","Ecuador","413.725792455114","93"
"1890","ECU","Ecuador","485.715815041644","91"
"1900","ECU","Ecuador","597.603922435165","81"
"1913","ECU","Ecuador","819.645437882774","78"
"1925","ECU","Ecuador","960.156084376963","66"
"1929","ECU","Ecuador","1059.90129639444","68"
"1933","ECU","Ecuador","1028.67670828462","67"
"1938","ECU","Ecuador","1059.90129639444","69"
"1950","ECU","Ecuador","1615.87243468318","66"
"1955","ECU","Ecuador","1911.55774714099","62"
"1960","ECU","Ecuador","2026.01025647486","69"
"1965","ECU","Ecuador","2184.06784747922","71"
"1970","ECU","Ecuador","2334.89252064907","75"
"1975","ECU","Ecuador","3456.17121256071","68"
"1980","ECU","Ecuador","4108.57476426648","77"
"1985","ECU","Ecuador","3994.85381990302","79"
"1990","ECU","Ecuador","3902.58378629421","78"
"1995","ECU","Ecuador","4035.32618408613","72"
"2000","ECU","Ecuador","3858.48634423344","80"
"2005","ECU","Ecuador","4495.76004946104","78"
"2010","ECU","Ecuador","4884.6457618073","87"
"2015","ECU","Ecuador","5628.51832847407","85"
"2020","ECU","Ecuador","4885.05621035063","91"
"1913","SLV","El Salvador","1052.28020441905","51"
"1925","SLV","El Salvador","1035.36260892399","61"
"1929","SLV","El Salvador","1165.22678991878","59"
"1933","SLV","El Salvador","1034.80801446478","66"
"1938","SLV","El Salvador","1096.90289686694","66"
"1950","SLV","El Salvador","1739.45517820134","59"
"1955","SLV","El Salvador","1899.13898012266","64"
"1960","SLV","El Salvador","2015.40829074986","70"
"1965","SLV","El Salvador","2402.13655733683","67"
"1970","SLV","El Salvador","2499.53288978068","71"
"1975","SLV","El Salvador","2735.0193905546","76"
"1980","SLV","El Salvador","2454.10205642903","98"
"1985","SLV","El Salvador","2049.87045090607","108"
"1990","SLV","El Salvador","2118.67564046555","110"
"1995","SLV","El Salvador","2680.68797480422","96"
"2000","SLV","El Salvador","2985.2863911543","96"
"2005","SLV","El Salvador","3262.0711553591","104"
"2010","SLV","El Salvador","3430.4628930655","105"
"2015","SLV","El Salvador","3699.60871450856","110"
"2020","SLV","El Salvador","3626.60072357367","107"
"1913","GTM","Guatemala","1391.0627644002","36"
"1925","GTM","Guatemala","1442.31977904745","41"
"1929","GTM","Guatemala","1565.99042683042","42"
"1933","GTM","Guatemala","1203.44409584973","57"
"1938","GTM","Guatemala","1974.48958735535","33"
"1950","GTM","Guatemala","1955.0184886635","52"
"1955","GTM","Guatemala","1903.73103701913","63"
"1960","GTM","Guatemala","2157.99241120851","65"
"1965","GTM","Guatemala","2436.59681162982","66"
"1970","GTM","Guatemala","2817.11557570388","67"
"1975","GTM","Guatemala","3229.13896876821","70"
"1980","GTM","Guatemala","3772.37978124888","83"
"1985","GTM","Guatemala","3150.7640696262","90"
"1990","GTM","Guatemala","3240.01784519295","91"
"1995","GTM","Guatemala","3527.20132610287","81"
"2000","GTM","Guatemala","3794.57684113196","83"
"2005","GTM","Guatemala","3899.56631067976","94"
"2010","GTM","Guatemala","4177.52312976346","96"
"2015","GTM","Guatemala","4543.57215148794","94"
"2020","GTM","Guatemala","4693.22055659205","96"
"1950","GUY","Guyana","1079.43925233645","87"
"1955","GUY","Guyana","1309.33109234957","84"
"1960","GUY","Guyana","1600.22389152813","76"
"1965","GUY","Guyana","1612.00757261449","83"
"1970","GUY","Guyana","1812.33015108266","84"
"1975","GUY","Guyana","2192.01099938847","85"
"1980","GUY","Guyana","2071.88535017805","106"
"1985","GUY","Guyana","1744.16772990686","114"
"1990","GUY","Guyana","1561.99460916442","114"
"1995","GUY","Guyana","2180.55145512242","107"
"2000","GUY","Guyana","2459.11520703446","106"
"2005","GUY","Guyana","2500.18706139026","111"
"2010","GUY","Guyana","3048.68279306478","112"
"2015","GUY","Guyana","3730.27612719414","109"
"2020","GUY","Guyana","6187.42281384796","79"
"1950","HTI","Haití","1125.72866463557","84"
"1955","HTI","Haití","1110.13844555448","96"
"1960","HTI","Haití","1108.64236275548","98"
"1965","HTI","Haití","1035.80298813506","105"
"1970","HTI","Haití","985.781441287594","111"
"1975","HTI","Haití","1088.17246947782","108"
"1980","HTI","Haití","1356.82237553778","118"
"1985","HTI","Haití","1152.99856437683","125"
"1990","HTI","Haití","1005.40626490698","134"
"1995","HTI","Haití","805.825424637927","141"
"2000","HTI","Haití","834.624643701788","141"
"2005","HTI","Haití","749.443879132619","148"
"2010","HTI","Haití","719.591677339657","153"
"2015","HTI","Haití","790.474013624373","153"
"2020","HTI","Haití","747.642544133574","156"
"1913","HND","Honduras","1224.44629497417","45"
"1925","HND","Honduras","1366.95049835426","42"
"1929","HND","Honduras","1539.1641377933","44"
"1933","HND","Honduras","1298.65180804657","52"
"1938","HND","Honduras","1137.95105919697","62"
"1950","HND","Honduras","1352.80895149291","77"
"1955","HND","Honduras","1315.48175731064","83"
"1960","HND","Honduras","1358.71655620513","85"
"1965","HND","Honduras","1507.71366824335","89"
"1970","HND","Honduras","1572.9734995293","93"
"1975","HND","Honduras","1630.53062928971","96"
"1980","HND","Honduras","1970.89634566254","110"
"1985","HND","Honduras","1841.33578610909","112"
"1990","HND","Honduras","1856.73973779863","112"
"1995","HND","Honduras","1937.86789563793","111"
"2000","HND","Honduras","2014.96102384561","113"
"2005","HND","Honduras","2295.20345198217","114"
"2010","HND","Honduras","2512.21094491619","116"
"2015","HND","Honduras","2771.30361815835","117"
"2020","HND","Honduras","2695.23043107299","119"
"1870","JAM","Jamaica","513.1540107864","81"
"1880","JAM","Jamaica","523.812557949174","82"
"1890","JAM","Jamaica","534.715103676584","84"
"1900","JAM","Jamaica","561.976441811299","85"
"1913","JAM","Jamaica","590.773945191065","95"
"1925","JAM","Jamaica","654.060185109011","93"
"1929","JAM","Jamaica","677.018316751804","91"
"1933","JAM","Jamaica","699.974092128208","87"
"1938","JAM","Jamaica","940.711924072275","77"
"1950","JAM","Jamaica","1283.4361601288","78"
"1955","JAM","Jamaica","1954.40143147802","61"
"1960","JAM","Jamaica","2566.84110080523","52"
"1965","JAM","Jamaica","2969.36563217658","55"
"1970","JAM","Jamaica","3722.92888366347","53"
"1975","JAM","Jamaica","3772.03934389756","60"
"1980","JAM","Jamaica","3023.90753405608","93"
"1985","JAM","Jamaica","2819.72653406696","94"
"1990","JAM","Jamaica","3786.32680301986","82"
"1995","JAM","Jamaica","3921.6046149466","74"
"2000","JAM","Jamaica","3740.10884628513","85"
"2005","JAM","Jamaica","3938.13419190698","92"
"2010","JAM","Jamaica","4333.91250057447","92"
"2015","JAM","Jamaica","4394.76897138249","96"
"2020","JAM","Jamaica","4064.41723700651","102"
"1870","MEX","México","604.072739436128","69"
"1880","MEX","México","673.528220137338","67"
"1890","MEX","México","1036.04560787673","41"
"1900","MEX","México","1073.13880494884","43"
"1913","MEX","México","1318.31422914976","39"
"1925","MEX","México","1565.40582099256","38"
"1929","MEX","México","1454.68710737881","45"
"1933","MEX","México","1263.9521159178","53"
"1938","MEX","México","1509.07453411504","47"
"1950","MEX","México","2283.30178394647","42"
"1955","MEX","México","2632.63021581532","43"
"1960","MEX","México","3021.42793500393","44"
"1965","MEX","México","3635.53913393015","43"
"1970","MEX","México","4334.64552666006","42"
"1975","MEX","México","5100.03639574923","45"
"1980","MEX","México","6164.38170242471","50"
"1985","MEX","México","6122.92912741131","55"
"1990","MEX","México","6084.91082211374","58"
"1995","MEX","México","6025.99079306295","52"
"2000","MEX","México","7210.06090872073","52"
"2005","MEX","México","7276.17212236679","61"
"2010","MEX","México","7231.04386298636","66"
"2015","MEX","México","7807.1093210304","67"
"2020","MEX","México","7243.67042336899","70"
"1913","NIC","Nicaragua","957.924392985413","58"
"1925","NIC","Nicaragua","1366.30211255705","43"
"1929","NIC","Nicaragua","1632.14370006815","39"
"1933","NIC","Nicaragua","1357.59381337812","45"
"1938","NIC","Nicaragua","1004.91924609965","73"
"1950","NIC","Nicaragua","1564.00939938134","67"
"1955","NIC","Nicaragua","2010.61696614993","58"
"1960","NIC","Nicaragua","1916.39986503778","71"
"1965","NIC","Nicaragua","2663.45999535862","61"
"1970","NIC","Nicaragua","2751.66507706947","69"
"1975","NIC","Nicaragua","3013.52318065882","72"
"1980","NIC","Nicaragua","2095.19200055347","105"
"1985","NIC","Nicaragua","1896.0254715988","111"
"1990","NIC","Nicaragua","1437.44911804613","117"
"1995","NIC","Nicaragua","1410.93604209024","116"
"2000","NIC","Nicaragua","1654.05713149077","117"
"2005","NIC","Nicaragua","1805.25940071644","120"
"2010","NIC","Nicaragua","1927.57695873691","123"
"2015","NIC","Nicaragua","2372.92956049158","123"
"2020","NIC","Nicaragua","2227.1449621749","122"
"1950","PAN","Panamá","1854.05395376298","57"
"1955","PAN","Panamá","1981.47228127456","59"
"1960","PAN","Panamá","2271.6002963696","60"
"1965","PAN","Panamá","2914.32299769342","56"
"1970","PAN","Panamá","3653.76991266222","54"
"1975","PAN","Panamá","4016.59253972293","55"
"1980","PAN","Panamá","4823.72098820933","65"
"1985","PAN","Panamá","5117.01245047972","64"
"1990","PAN","Panamá","4466.36021730046","75"
"1995","PAN","Panamá","5266.45028689461","62"
"2000","PAN","Panamá","5970.70075246039","63"
"2005","PAN","Panamá","6727.49378577675","64"
"2010","PAN","Panamá","8758.72647577467","57"
"2015","PAN","Panamá","11789.6471701137","47"
"2020","PAN","Panamá","10528.5457854243","51"
"1950","PRY","Paraguay","1418.86579708668","73"
"1955","PRY","Paraguay","1460.70100118389","76"
"1960","PRY","Paraguay","1462.88843472266","80"
"1965","PRY","Paraguay","1624.03045171617","82"
"1970","PRY","Paraguay","1786.70779654642","86"
"1975","PRY","Paraguay","2231.23224992964","84"
"1980","PRY","Paraguay","3217.56051130361","88"
"1985","PRY","Paraguay","3110.25259542227","91"
"1990","PRY","Paraguay","3280.6314797361","89"
"1995","PRY","Paraguay","3572.14280604143","78"
"2000","PRY","Paraguay","3274.13131703948","90"
"2005","PRY","Paraguay","3292.94768880739","103"
"2010","PRY","Paraguay","3922.36489354811","101"
"2015","PRY","Paraguay","4648.60745106257","92"
"2020","PRY","Paraguay","4856.82042743268","92"
"1870","PER","Perú","1137.2782650872","26"
"1880","PER","Perú","624.539250658055","73"
"1890","PER","Perú","568.6391325436","79"
"1900","PER","Perú","784.529243882187","66"
"1913","PER","Perú","1183.54043180261","47"
"1925","PER","Perú","1658.69143577548","34"
"1929","PER","Perú","2049.99226257667","29"
"1933","PER","Perú","1725.19330042889","33"
"1938","PER","Perú","2058.66641883581","30"
"1950","PER","Perú","2289.01345727297","41"
"1955","PER","Perú","2720.13459312936","40"
"1960","PER","Perú","3057.92196832575","40"
"1965","PER","Perú","3574.44144434587","44"
"1970","PER","Perú","3852.87657165646","50"
"1975","PER","Perú","4277.18213663398","50"
"1980","PER","Perú","4248.04499405126","72"
"1985","PER","Perú","3694.61294552782","83"
"1990","PER","Perú","3008.28703703704","95"
"1995","PER","Perú","3550.1142206297","79"
"2000","PER","Perú","3742.3162384191","84"
"2005","PER","Perú","4330.73220188358","83"
"2010","PER","Perú","5676.97302186839","81"
"2015","PER","Perú","6710.7722494971","75"
"2020","PER","Perú","6256.10266758554","78"
"1950","KNA","Saint Kitts y Nevis","1386.36363636364","74"
"1955","KNA","Saint Kitts y Nevis","1837.995246351","67"
"1960","KNA","Saint Kitts y Nevis","2476.56792122975","55"
"1965","KNA","Saint Kitts y Nevis","2605.32531112309","62"
"1970","KNA","Saint Kitts y Nevis","2819.58565524248","66"
"1975","KNA","Saint Kitts y Nevis","3297.39628179981","69"
"1980","KNA","Saint Kitts y Nevis","3026.80457960208","92"
"1985","KNA","Saint Kitts y Nevis","3875.12235233704","81"
"1990","KNA","Saint Kitts y Nevis","5682.92682926829","62"
"1995","KNA","Saint Kitts y Nevis","7740.45005464981","43"
"2000","KNA","Saint Kitts y Nevis","9115.48209643024","40"
"2005","KNA","Saint Kitts y Nevis","9928.1314412462","44"
"2010","KNA","Saint Kitts y Nevis","9543.27547684913","51"
"2015","KNA","Saint Kitts y Nevis","10708.9817983876","53"
"2020","KNA","Saint Kitts y Nevis","9957.75383876173","53"
"1950","LCA","Santa Lucía","772.151898734177","106"
"1955","LCA","Santa Lucía","877.631125086782","105"
"1960","LCA","Santa Lucía","1061.05624302697","100"
"1965","LCA","Santa Lucía","1221.11308372968","98"
"1970","LCA","Santa Lucía","1381.75180517416","100"
"1975","LCA","Santa Lucía","1522.603893735","99"
"1980","LCA","Santa Lucía","1903.74018708703","112"
"1985","LCA","Santa Lucía","2323.44478574428","103"
"1990","LCA","Santa Lucía","3264","90"
"1995","LCA","Santa Lucía","3523.71561151346","82"
"2000","LCA","Santa Lucía","3846.92223510356","81"
"2005","LCA","Santa Lucía","3947.78169490159","91"
"2010","LCA","Santa Lucía","4152.54363727777","97"
"2015","LCA","Santa Lucía","4222.93240765676","99"
"2020","LCA","Santa Lucía","3619.52110814312","109"
"1950","VCT","San Vicente y las Granadinas","1196.9696969697","81"
"1955","VCT","San Vicente y las Granadinas","1448.51327407043","78"
"1960","VCT","San Vicente y las Granadinas","1765.8857676059","73"
"1965","VCT","San Vicente y las Granadinas","1765.8857676059","78"
"1970","VCT","San Vicente y las Granadinas","1837.1546999308","82"
"1975","VCT","San Vicente y las Granadinas","1689.865573126","95"
"1980","VCT","San Vicente y las Granadinas","2133.790613713","104"
"1985","VCT","San Vicente y las Granadinas","2703.04281691359","97"
"1990","VCT","San Vicente y las Granadinas","3663.55140186916","83"
"1995","VCT","San Vicente y las Granadinas","4249.34371317391","71"
"2000","VCT","San Vicente y las Granadinas","4963.64260659587","70"
"2005","VCT","San Vicente y las Granadinas","6122.09201285038","68"
"2010","VCT","San Vicente y las Granadinas","6514.62707363425","71"
"2015","VCT","San Vicente y las Granadinas","6876.26942486985","74"
"2020","VCT","San Vicente y las Granadinas","7016.97384742721","71"
"1950","SUR","Suriname","1514.42307692308","70"
"1955","SUR","Suriname","1565.17353209595","72"
"1960","SUR","Suriname","1617.97702949171","75"
"1965","SUR","Suriname","1846.38407885667","75"
"1970","SUR","Suriname","2155.80249548409","79"
"1975","SUR","Suriname","2801.64311782639","74"
"1980","SUR","Suriname","3128.60195160161","90"
"1985","SUR","Suriname","2868.93973059534","93"
"1990","SUR","Suriname","2769.62025316456","97"
"1995","SUR","Suriname","2463.36007779921","100"
"2000","SUR","Suriname","2421.33172548672","107"
"2005","SUR","Suriname","2957.11301247096","105"
"2010","SUR","Suriname","3707.64057784811","103"
"2015","SUR","Suriname","3866.10799358647","105"
"2020","SUR","Suriname","3175.12524624127","114"
"1950","TTO","Trinidad y Tobago","3789.64625072593","24"
"1955","TTO","Trinidad y Tobago","4451.83201263913","25"
"1960","TTO","Trinidad y Tobago","6447.63831608469","21"
"1965","TTO","Trinidad y Tobago","7251.22392199947","22"
"1970","TTO","Trinidad y Tobago","8503.35704326115","24"
"1975","TTO","Trinidad y Tobago","9337.86544244494","25"
"1980","TTO","Trinidad y Tobago","12760.7020172742","23"
"1985","TTO","Trinidad y Tobago","10290.6765372509","27"
"1990","TTO","Trinidad y Tobago","8852.58964143426","35"
"1995","TTO","Trinidad y Tobago","9235.3908935254","35"
"2000","TTO","Trinidad y Tobago","13155.348209097","30"
"2005","TTO","Trinidad y Tobago","18826.1972526581","24"
"2010","TTO","Trinidad y Tobago","22443.2059151094","19"
"2015","TTO","Trinidad y Tobago","22632.4927161146","20"
"2020","TTO","Trinidad y Tobago","18550.2810563944","26"
"1870","URY","Uruguay","2106.83895986966","10"
"1880","URY","Uruguay","2009.27328589128","11"
"1890","URY","Uruguay","2073.99506961951","16"
"1900","URY","Uruguay","2143.54683720805","16"
"1913","URY","Uruguay","3197.44931552891","14"
"1925","URY","Uruguay","3079.59770933721","15"
"1929","URY","Uruguay","3716.18958212681","14"
"1933","URY","Uruguay","2656.49112317357","18"
"1938","URY","Uruguay","3551.00413410401","17"
"1950","URY","Uruguay","4500.57896104206","21"
"1955","URY","Uruguay","5199.12085231213","22"
"1960","URY","Uruguay","4848.67924042547","27"
"1965","URY","Uruguay","4765.15057266345","31"
"1970","URY","Uruguay","5110.69651590715","38"
"1975","URY","Uruguay","5479.45101324978","44"
"1980","URY","Uruguay","6629.61919492527","44"
"1985","URY","Uruguay","5601.36950659687","60"
"1990","URY","Uruguay","6464.63022508039","50"
"1995","URY","Uruguay","7562.73579768169","45"
"2000","URY","Uruguay","8151.92045014543","47"
"2005","URY","Uruguay","8524.83784539032","53"
"2010","URY","Uruguay","11225.809248004","45"
"2015","URY","Uruguay","13032.6748480366","42"
"2020","URY","Uruguay","12522.597168324","44"
"1870","VEN","Venezuela","504.38443821379","85"
"1880","VEN","Venezuela","640.076046500011","72"
"1890","VEN","Venezuela","843.896762888464","49"
"1900","VEN","Venezuela","727.769093448002","69"
"1913","VEN","Venezuela","1018.75861388646","54"
"1925","VEN","Venezuela","1909.11009931372","29"
