"provincia","anio","prop"
"La Rioja","2011",0.00156951869382628
"La Rioja","2012",0.00168255879985273
"La Rioja","2013",0.0018470442968381
"La Rioja","2014",0.00147445101809437
"La Rioja","2015",0.00185980778330341
"La Rioja","2016",0.00178816702011346
"La Rioja","2017",0.00172989782815922
"La Rioja","2018",0.00184417871052379
"La Rioja","2019",0.00159204593309299
"La Rioja","2020",0.00235286077605354
"La Rioja","2021",0.00170767051116989
"La Rioja","2022",0.00172383089874963
"Mendoza","1996",0.0346747609022664
"Mendoza","1997",0.0317261058278017
"Mendoza","1998",0.031921906377026
"Mendoza","1999",0.0312364790985006
"Mendoza","2000",0.0323457842497791
"Mendoza","2001",0.0333104667783575
"Mendoza","2002",0.0313702765260071
"Mendoza","2003",0.031534178898147
"Mendoza","2004",0.0304613623652138
"Mendoza","2005",0.0303396125273381
"Mendoza","2006",0.0300480874210876
"Mendoza","2007",0.0289886120486132
"Mendoza","2008",0.0292842598740633
"Mendoza","2009",0.0279671983058503
"Mendoza","2010",0.0282566474160934
"Mendoza","2011",0.0271575467239295
"Mendoza","2012",0.0263031445206463
"Mendoza","2013",0.0256542663186364
"Mendoza","2014",0.0263922714661186
"Mendoza","2015",0.0274027870480918
"Mendoza","2016",0.0249618776639341
"Mendoza","2017",0.0248210374752601
"Mendoza","2018",0.023986134799857
"Mendoza","2019",0.023505392808693
"Mendoza","2020",0.0220836974084361
"Mendoza","2021",0.0223797954643225
"Mendoza","2022",0.0227248640437425
"Misiones","1996",0.0136456077026406
"Misiones","1997",0.0124267143476979
"Misiones","1998",0.0121639644115569
"Misiones","1999",0.0128045097087848
"Misiones","2000",0.012016988549478
"Misiones","2001",0.012367071067613
"Misiones","2002",0.0122987158327494
"Misiones","2003",0.0118479796339243
"Misiones","2004",0.012536257332761
"Misiones","2005",0.0137428997946968
"Misiones","2006",0.0127191471397447
"Misiones","2007",0.011577995330102
"Misiones","2008",0.0094988812083114
"Misiones","2009",0.00882242528140494
"Misiones","2010",0.0094945916306012
"Misiones","2011",0.0094240740497218
"Misiones","2012",0.00852044032025561
"Misiones","2013",0.00894676818336513
"Misiones","2014",0.00837825654804902
"Misiones","2015",0.0091948458098703
"Misiones","2016",0.00749162274748119
"Misiones","2017",0.00684288452672313
"Misiones","2018",0.00650817123931644
"Misiones","2019",0.00654042493009615
"Misiones","2020",0.00604323991857735
"Misiones","2021",0.00578176140172122
"Misiones","2022",0.00562209675802994
"Neuquén","1996",0.014266269109485
"Neuquén","1997",0.0130520646596782
"Neuquén","1998",0.012914757879515
"Neuquén","1999",0.0121091984291218
"Neuquén","2000",0.0121817540582017
"Neuquén","2001",0.0142774760789415
"Neuquén","2002",0.0124946451520777
"Neuquén","2003",0.0174350529170475
"Neuquén","2004",0.017433436089541
"Neuquén","2005",0.0175468852466219
"Neuquén","2006",0.0177064580775707
"Neuquén","2007",0.0170357118484624
"Neuquén","2008",0.0164056698545202
"Neuquén","2009",0.0145899237412303
"Neuquén","2010",0.013478440711854
"Neuquén","2011",0.0130984031752392
"Neuquén","2012",0.0120072450654302
"Neuquén","2013",0.0126943031652051
"Neuquén","2014",0.0127791111671786
"Neuquén","2015",0.0135646890344981
"Neuquén","2016",0.0135638225069119
"Neuquén","2017",0.0121316576096727
"Neuquén","2018",0.0127446765285344
"Neuquén","2019",0.0132301782380358
"Neuquén","2020",0.0124729282702894
"Neuquén","2021",0.0113064872240234
"Neuquén","2022",0.0109075021610971
"Resto de Buenos Aires","1996",0.105313899059349
"Resto de Buenos Aires","1997",0.108072886508955
"Resto de Buenos Aires","1998",0.104519887700171
"Resto de Buenos Aires","1999",0.101359243700383
"Resto de Buenos Aires","2000",0.0989164965678391
"Resto de Buenos Aires","2001",0.0971887802651609
"Resto de Buenos Aires","2002",0.0979198283791996
"Resto de Buenos Aires","2003",0.102173338268732
"Resto de Buenos Aires","2004",0.100533291710566
"Resto de Buenos Aires","2005",0.0977842855746237
"Resto de Buenos Aires","2006",0.0942096145727692
"Resto de Buenos Aires","2007",0.0912962465457354
"Resto de Buenos Aires","2008",0.0882482252025737
"Resto de Buenos Aires","2009",0.0874209045125633
"Resto de Buenos Aires","2010",0.0865148449357619
"Resto de Buenos Aires","2011",0.0848669467407927
"Resto de Buenos Aires","2012",0.0830031139428507
"Resto de Buenos Aires","2013",0.0837465603712323
"Resto de Buenos Aires","2014",0.0831060053948033
"Resto de Buenos Aires","2015",0.0827246262366077
"Resto de Buenos Aires","2016",0.085347335945136
"Resto de Buenos Aires","2017",0.0846747033005492
"Resto de Buenos Aires","2018",0.0841691982783466
"Resto de Buenos Aires","2019",0.0813199680484677
"Resto de Buenos Aires","2020",0.0787769029127635
"Resto de Buenos Aires","2021",0.0776232058493294
"Resto de Buenos Aires","2022",0.0760612446621443
"Río Negro","1996",0.0145918033344006
"Río Negro","1997",0.0136280045766378
"Río Negro","1998",0.0141998498413064
"Río Negro","1999",0.013747257805664
"Río Negro","2000",0.0121654136771713
"Río Negro","2001",0.0115321229546504
"Río Negro","2002",0.0111065357371758
"Río Negro","2003",0.0122438187902732
"Río Negro","2004",0.0130006113343999
"Río Negro","2005",0.011931530458796
"Río Negro","2006",0.0124270318269823
"Río Negro","2007",0.0120686542383687
"Río Negro","2008",0.01080229604055
"Río Negro","2009",0.00980288307129886
"Río Negro","2010",0.0092425961830979
"Río Negro","2011",0.00897541912492178
"Río Negro","2012",0.00944011432351308
"Río Negro","2013",0.0100015483733042
"Río Negro","2014",0.00957147712672485
"Río Negro","2015",0.00936641190276981
"Río Negro","2016",0.00917592954895681
"Río Negro","2017",0.00824677851474888
"Río Negro","2018",0.00801768899682033
"Río Negro","2019",0.00735106469553208
"Río Negro","2020",0.00689993507666323
"Río Negro","2021",0.00710080027335041
"Río Negro","2022",0.00773957536515151
"Salta","1996",0.0148887191659169
"Salta","1997",0.0152446509387203
"Salta","1998",0.0154932685328718
"Salta","1999",0.0142034262396377
"Salta","2000",0.016076211537126
"Salta","2001",0.0171594819222118
"Salta","2002",0.0152210514430692
"Salta","2003",0.0150509529601064
"Salta","2004",0.0134402518177443
"Salta","2005",0.0127762503007049
"Salta","2006",0.0120660122377877
"Salta","2007",0.0114570582752476
"Salta","2008",0.0116840659992943
"Salta","2009",0.0110816305258796
"Salta","2010",0.0113016642475656
"Salta","2011",0.0111776959713108
"Salta","2012",0.0103363869526419
"Salta","2013",0.0105320823734598
"Salta","2014",0.0110145910387126
"Salta","2015",0.0114040530335079
"Salta","2016",0.0100623644382611
"Salta","2017",0.0100118336197852
"Salta","2018",0.00934215893324262
"Salta","2019",0.00883012672369589
"Salta","2020",0.00779080041199471
"Salta","2021",0.00777109365560772
"Salta","2022",0.00764296585430565
"San Juan","1996",0.00499390964815474
"San Juan","1997",0.00527764781814504
"San Juan","1998",0.00649484922374062
"San Juan","1999",0.00634627054658655
"San Juan","2000",0.00552985728038868
"San Juan","2001",0.00523106608252184
"San Juan","2002",0.0050775581229307
"San Juan","2003",0.00539972956027104
"San Juan","2004",0.00490628373720425
"San Juan","2005",0.0053703970183257
"San Juan","2006",0.00653814239893635
"San Juan","2007",0.00591295814627682
"San Juan","2008",0.00666608264075775
"San Juan","2009",0.00588105191172321
"San Juan","2010",0.0060943109540929
"San Juan","2011",0.0069997903698541
"San Juan","2012",0.0065952872752688
"San Juan","2013",0.00713902270135337
"San Juan","2014",0.00646026495121455
"San Juan","2015",0.00645997261209768
"San Juan","2016",0.00530492233026905
"San Juan","2017",0.00534390608532511
"San Juan","2018",0.00509157111112161
"San Juan","2019",0.00482433373075224
"San Juan","2020",0.00490504758603969
"San Juan","2021",0.00538081668053171
"San Juan","2022",0.0052385425806419
"San Luis","1996",0.00768046132850159
"San Luis","1997",0.00796588212223823
"San Luis","1998",0.00983386786312522
"San Luis","1999",0.0100923810195226
"San Luis","2000",0.00752202206768458
"San Luis","2001",0.00735191628107824
"San Luis","2002",0.0106715062315486
"San Luis","2003",0.00622162460246115
"San Luis","2004",0.00521195093716263
"San Luis","2005",0.00730589293697775
"San Luis","2006",0.00670312446926724
"San Luis","2007",0.00474332405861301
"San Luis","2008",0.00564349148154546
"San Luis","2009",0.00623866054381934
"San Luis","2010",0.00598489187820331
"San Luis","2011",0.00559039507160301
"San Luis","2012",0.00537685572896841
"San Luis","2013",0.00504203794221974
"San Luis","2014",0.00503482838113313
"San Luis","2015",0.00572670383148606
"San Luis","2016",0.00485164091094268
"San Luis","2017",0.00458163240030715
"San Luis","2018",0.00467029202908479
"San Luis","2019",0.00429575867902063
"San Luis","2020",0.00437459626308433
"San Luis","2021",0.00460894037467168
"San Luis","2022",0.00424577171172587
"Santa Cruz","1996",0.00618157297422019
"Santa Cruz","1997",0.00543051122774023
"Santa Cruz","1998",0.00675436563503111
"Santa Cruz","1999",0.00591636635578097
"Santa Cruz","2000",0.00629921688723912
"Santa Cruz","2001",0.00727129117688055
"Santa Cruz","2002",0.00685586575852874
"Santa Cruz","2003",0.00798325993186128
"Santa Cruz","2004",0.00786019952914244
"Santa Cruz","2005",0.0080012214934515
"Santa Cruz","2006",0.00877704614160314
"Santa Cruz","2007",0.0072320358802965
"Santa Cruz","2008",0.00655309818921948
"Santa Cruz","2009",0.00552852776254787
"Santa Cruz","2010",0.00548338778037602
"Santa Cruz","2011",0.00557569775510094
"Santa Cruz","2012",0.00561320960766816
"Santa Cruz","2013",0.00510884592742452
"Santa Cruz","2014",0.00545345997809617
"Santa Cruz","2015",0.00568753349064142
"Santa Cruz","2016",0.00548929434630056
"Santa Cruz","2017",0.00438746834846295
"Santa Cruz","2018",0.00473958653229833
"Santa Cruz","2019",0.00472083099267027
"Santa Cruz","2020",0.00441527504551956
"Santa Cruz","2021",0.0037424072536364
"Santa Cruz","2022",0.00372955969854949
"Santa Fe","1996",0.0660619838628034
"Santa Fe","1997",0.0674915114485429
"Santa Fe","1998",0.0647500385111252
"Santa Fe","1999",0.0590558419279613
"Santa Fe","2000",0.0579062252766631
"Santa Fe","2001",0.0633030055399012
"Santa Fe","2002",0.0575965782106672
"Santa Fe","2003",0.058220083549257
"Santa Fe","2004",0.0591329457213096
"Santa Fe","2005",0.0591567521016388
"Santa Fe","2006",0.0575447756486464
"Santa Fe","2007",0.0551913526550435
"Santa Fe","2008",0.053028187983203
"Santa Fe","2009",0.0525888068498154
"Santa Fe","2010",0.0514816752060519
"Santa Fe","2011",0.0508395648666064
"Santa Fe","2012",0.0507006371414129
"Santa Fe","2013",0.052254848098291
"Santa Fe","2014",0.0497488612175992
"Santa Fe","2015",0.049571633152523
"Santa Fe","2016",0.050002656889314
"Santa Fe","2017",0.052384342546937
"Santa Fe","2018",0.0536937907400495
"Santa Fe","2019",0.0526781531003021
"Santa Fe","2020",0.0527937374200865
"Santa Fe","2021",0.0523967798213218
"Santa Fe","2022",0.0522953049940628
"Santiago del Estero","1996",0.00418007408586591
"Santiago del Estero","1997",0.00407481351436067
"Santiago del Estero","1998",0.00468517328618554
"Santiago del Estero","1999",0.00362861254297314
"Santiago del Estero","2000",0.00371062819233173
"Santiago del Estero","2001",0.00446034474747944
"Santiago del Estero","2002",0.00427059499417193
"Santiago del Estero","2003",0.00306397637051754
"Santiago del Estero","2004",0.003375346314434
"Santiago del Estero","2005",0.00319214026084158
"Santiago del Estero","2006",0.00291144829995681
"Santiago del Estero","2007",0.00285238682235297
"Santiago del Estero","2008",0.00316274591516178
"Santiago del Estero","2009",0.00349388718040847
"Santiago del Estero","2010",0.00376915559143912
"Santiago del Estero","2011",0.00374162736423741
"Santiago del Estero","2012",0.00311706303394135
"Santiago del Estero","2013",0.00417589206344715
"Santiago del Estero","2014",0.004365499935317
"Santiago del Estero","2015",0.00475214575127147
"Santiago del Estero","2016",0.00404491270105809
"Santiago del Estero","2017",0.00354928690655116
"Santiago del Estero","2018",0.00359071516651942
"Santiago del Estero","2019",0.0027740314000444
"Santiago del Estero","2020",0.00287436276687315
"Santiago del Estero","2021",0.00262653422921263
"Santiago del Estero","2022",0.00272885819814611
"Tierra del Fuego","1996",0.00355225808067167
"Tierra del Fuego","1997",0.00295535925217367
"Tierra del Fuego","1998",0.00313778933651229
"Tierra del Fuego","1999",0.00367146472919492
"Tierra del Fuego","2000",0.00386994690737864
"Tierra del Fuego","2001",0.00409411546061532
"Tierra del Fuego","2002",0.00382892381670314
"Tierra del Fuego","2003",0.00417595201583357
"Tierra del Fuego","2004",0.00432486570153874
"Tierra del Fuego","2005",0.00434003653495701
"Tierra del Fuego","2006",0.0033976601660496
"Tierra del Fuego","2007",0.00446084965191724
"Tierra del Fuego","2008",0.00356474131882329
"Tierra del Fuego","2009",0.00272443543172768
"Tierra del Fuego","2010",0.00262771568613635
"Tierra del Fuego","2011",0.00240185093362769
"Tierra del Fuego","2012",0.00236275874119328
"Tierra del Fuego","2013",0.00274620118006481
"Tierra del Fuego","2014",0.00312165787754584
"Tierra del Fuego","2015",0.00333339600587868
"Tierra del Fuego","2016",0.00304254082350687
"Tierra del Fuego","2017",0.00243384239472193
"Tierra del Fuego","2018",0.00235995029694269
"Tierra del Fuego","2019",0.00180537218715507
"Tierra del Fuego","2020",0.0021128559596857
"Tierra del Fuego","2021",0.00209399344790143
"Tierra del Fuego","2022",0.00225518320840186
"Tucumán","1996",0.0142913102037093
"Tucumán","1997",0.0135940349300611
"Tucumán","1998",0.0139111898758068
"Tucumán","1999",0.0135924370038304
"Tucumán","2000",0.0146668536732496
"Tucumán","2001",0.0158503488743916
"Tucumán","2002",0.0163036439532559
"Tucumán","2003",0.0185017034681251
"Tucumán","2004",0.0179368114358554
"Tucumán","2005",0.0195713568573346
"Tucumán","2006",0.021277834658851
"Tucumán","2007",0.0233261663731064
"Tucumán","2008",0.0229317500227197
"Tucumán","2009",0.0209650179100911
"Tucumán","2010",0.0180541475217823
"Tucumán","2011",0.0182865559004698
"Tucumán","2012",0.0178006452538893
"Tucumán","2013",0.0174015152051044
"Tucumán","2014",0.0166841966973904
"Tucumán","2015",0.0153281377793237
"Tucumán","2016",0.0151185053145837
"Tucumán","2017",0.0142530796576001
"Tucumán","2018",0.0136226693817513
"Tucumán","2019",0.012473265084734
"Tucumán","2020",0.0123630955577142
"Tucumán","2021",0.0111271779725126
"Tucumán","2022",0.0114756237621906
