"iso3","anio","prop_expo"
"SLE",2006,0
"SLE",2007,0
"SLE",2008,0
"SLE",2016,0
"SLE",2017,0
"SLE",2018,0
"SLE",2019,0
"SLE",2020,0
"SLE",2021,0
"SGP",2011,0.0131936108488051
"SGP",2012,0.0188763387109352
"SGP",2013,0.0190316676114939
"SGP",2014,0.0176424664624075
"SGP",2015,0.0199176082691341
"SGP",2016,0.027633898947229
"SGP",2017,0.0279125611684827
"SGP",2018,0.0263591639764422
"SGP",2019,0.0221395290641422
"SGP",2020,0.0261498791339435
"SGP",2021,0.0256626465132438
"SGP",2022,0.0242542555835231
"SXM",2011,3.11206483168021e-06
"SXM",2012,1.47876918337324e-06
"SXM",2013,7.59040820237539e-07
"SXM",2014,4.16273503370339e-07
"SXM",2015,3.39591535952736e-07
"SXM",2016,8.02886253565465e-07
"SXM",2017,1.90206747525334e-07
"SXM",2018,1.86120079491471e-07
"SXM",2019,3.40572051173028e-07
"SXM",2020,1.03213287960886e-06
"SXM",2021,1.68984876824974e-06
"SXM",2022,1.08553802747172e-06
"SVK",2013,0.00180004376036655
"SVK",2014,0.00147370294003866
"SVK",2015,0.00139960304772143
"SVK",2016,0.00223650475819203
"SVK",2017,0.0026379798199769
"SVK",2018,0.00256267136418865
"SVK",2019,0.00222660862999903
"SVK",2020,0.00210992143797347
"SVK",2021,0.00185586892964527
"SVK",2022,0.0017623216743263
"SVN",2008,0.000856369630642707
"SVN",2009,0.000622482576050803
"SVN",2010,0.000561548626161972
"SVN",2011,0.000448694433787375
"SVN",2012,0.000512787124781664
"SVN",2013,0.000433614498268449
"SVN",2014,0.000403512567353228
"SVN",2015,0.000411397199912563
"SVN",2016,0.000482488526682336
"SVN",2017,0.000474097633851031
"SVN",2018,0.000486157655378787
"SVN",2019,0.000507356570358419
"SVN",2020,0.000476794811126389
"SVN",2021,0.000482815420510609
"SLB",2006,5.74586538494325e-08
"SLB",2007,6.68827370897065e-08
"SLB",2008,3.74351807523697e-08
"SLB",2009,3.66119962179127e-08
"SLB",2010,1.03586416031487e-07
"SLB",2011,1.98799469858802e-07
"SLB",2012,2.27517099481678e-07
"SLB",2013,1.29772446680603e-06
"SLB",2014,1.71964019668161e-06
"SLB",2015,3.81005137898191e-07
"SLB",2016,1.54609852882539e-07
"SLB",2017,4.38938648135386e-07
"SLB",2018,3.34215626613718e-07
"SLB",2019,2.51881412846719e-07
"SLB",2020,1.90462499223381e-06
"SLB",2021,3.9807061053458e-07
"SLB",2022,2.13695357328813e-07
"SSD",2014,5.13308292431839e-06
"SSD",2015,6.76422165109108e-06
"SSD",2016,8.97822128142463e-06
"SSD",2017,7.48634249875354e-06
"SSD",2018,2.94189803067165e-06
"ESP",2014,0.0273534984158663
"ESP",2015,0.0221902665643888
"ESP",2016,0.0240734294947476
"ESP",2017,0.0240823030891508
"ESP",2018,0.0235634344716323
"ESP",2019,0.0219741788020669
"ESP",2020,0.0140872007487829
"ESP",2021,0.0149598890127314
"ESP",2022,0.0156804233549744
"LKA",2005,0.000712953947896204
"LKA",2006,0.000714134188616916
"LKA",2007,0.00103395884038794
"LKA",2008,0.00111155326272205
"LKA",2009,0.00120418030250888
"LKA",2010,0.00122142921813402
"LKA",2011,0.00136392964845244
"LKA",2012,0.00207477937781817
"LKA",2013,0.00200337720629437
"LKA",2014,0.00180257910366346
"LKA",2015,0.00186817310557309
"LKA",2016,0.00196387062603537
"LKA",2017,0.00191588184992938
"LKA",2018,0.00169623636445877
"LKA",2019,0.00159457785553255
"LKA",2020,0.00153445124623284
"LKA",2021,0.00151995325937221
"LKA",2022,0.00130903364916098
"SDN",2005,0
"SDN",2006,8.74450026877856e-08
"SDN",2007,5.9652697276012e-06
"SDN",2008,3.36159803984622e-06
"SDN",2009,0
"SDN",2010,2.80589485489865e-06
"SDN",2011,1.32937420265475e-05
"SDN",2012,1.32725052003208e-06
"SDN",2014,1.16269495768957e-06
"SDN",2015,1.65654407781822e-08
"SDN",2016,2.25133645425451e-07
"SDN",2018,0
"SDN",2019,3.19286297974714e-08
"SDN",2020,1.57949523214876e-05
"SDN",2021,0
"SDN",2022,4.91253695008766e-07
"SUR",2011,2.23760150836551e-06
"SUR",2012,3.99076395934815e-06
"SUR",2013,2.31019542710707e-06
"SUR",2014,4.19144355117721e-06
"SUR",2015,5.09939485288376e-06
"SUR",2016,2.05061489086315e-06
"SUR",2017,1.74600040036076e-06
"SUR",2018,2.62569402465388e-06
"SUR",2019,1.83057477505503e-06
"SUR",2020,1.38144584498951e-06
"SUR",2021,1.44918516384158e-06
"SUR",2022,1.6813157711675e-06
"SWE",2010,0.0312368630887276
"SWE",2011,0.0400146145572057
"SWE",2012,0.0385319796146106
"SWE",2013,0.0430390861848666
"SWE",2014,0.0407858721105071
"SWE",2015,0.0381301327979305
"SWE",2016,0.0331929858813353
"SWE",2017,0.0297425900937678
"SWE",2018,0.0246966956201618
"SWE",2019,0.0247948160418223
"SWE",2020,0.020328356534019
"SWE",2021,0.0192417823667831
"SWE",2022,0.0213671910182954
"SYR",2005,0.000518700580499239
"SYR",2006,0.000364354177865773
"SYR",2007,0.000324587535509914
"SYR",2008,0.000193313610908183
"SYR",2009,2.45751082144669e-05
"SYR",2010,7.56825198557007e-06
"SYR",2011,1.0373549438934e-05
"TJK",2005,9.31932042963633e-07
"TJK",2006,1.6031583826094e-06
"TJK",2007,2.30634197958681e-06
"TJK",2008,1.44018640126597e-06
"TJK",2009,1.38456159680306e-06
"TJK",2010,0
"TJK",2011,0
"TJK",2012,0
"TJK",2013,0
"TJK",2014,0
"TJK",2015,0
"TJK",2016,0
"TJK",2017,4.14553167683421e-08
"TJK",2018,8.80568118024166e-07
"TJK",2019,4.09750749067549e-07
"TJK",2020,2.78185890981868e-07
"TJK",2021,2.341591826674e-07
"TJK",2022,3.27911841418352e-07
"TZA",2005,2.28859341125939e-06
"TZA",2006,2.48564606265098e-06
"TZA",2007,2.01911742020986e-05
"TZA",2008,1.92157595514952e-05
"TZA",2009,1.12159319384334e-05
"TZA",2010,1.70443303181969e-05
"TZA",2011,2.26681265517448e-05
"TZA",2012,2.72133993574051e-05
"TZA",2013,2.13256661681655e-05
"TZA",2014,2.03170178162199e-05
"TZA",2015,1.09028209388403e-05
"TZA",2016,1.00632027051617e-06
"TZA",2017,3.04818505649574e-06
"TZA",2018,1.172756629914e-06
"TZA",2019,1.00113992542738e-05
"TZA",2020,2.42622353782482e-06
"THA",2005,0.000236242179388379
"THA",2006,8.28978625480207e-05
"THA",2007,7.04827079380892e-05
"THA",2008,0.00010117551110907
"THA",2009,9.71060825986444e-05
"THA",2010,6.78423270253385e-05
"THA",2011,0.000186839151561245
"THA",2012,7.50236256091968e-05
"THA",2013,0.000123982191620022
"THA",2015,9.19740881072641e-05
"THA",2016,0.000112832643161541
"THA",2017,0.000110610100782072
"THA",2018,0.000120885992275299
"THA",2019,0.000183389180492843
"THA",2020,0.000264923062508977
"THA",2021,0.000141381411841532
"THA",2022,0.00019348149591344
"GMB",2008,6.22609979492259e-06
"GMB",2009,4.66445875456031e-06
"GMB",2015,0
"GMB",2016,0
"GMB",2017,0
"GMB",2018,0
"GMB",2019,0
"GMB",2020,0
"GMB",2021,0
"TLS",2017,0
"TLS",2018,0
"TLS",2019,0
"TLS",2020,0
"TLS",2021,0
"TGO",2011,9.45145615547324e-07
"TGO",2013,1.98875324079704e-08
"TGO",2014,1.72251104842899e-08
"TGO",2015,2.7609067963637e-08
"TGO",2016,2.16996284747423e-08
"TGO",2017,4.87709609039318e-09
"TGO",2018,2.00129117732765e-09
"TGO",2019,0
"TGO",2020,0
"TON",2005,4.52306906195337e-08
"TON",2006,5.8879635143109e-09
"TON",2007,1.47539788868143e-07
"TON",2008,3.86627221816367e-08
"TON",2009,1.47450649286801e-08
"TON",2010,6.91375029132467e-08
"TON",2011,3.76521424079828e-07
"TON",2012,8.20312258438387e-07
"TON",2013,8.48534716073406e-07
"TON",2014,4.42111169096774e-07
"TON",2015,3.86526951490919e-08
"TON",2016,9.76483281363404e-08
"TON",2017,7.31564413558977e-08
"TON",2018,3.60232411918977e-08
"TON",2019,6.91786978945213e-08
"TON",2020,4.26762446392639e-08
"TON",2021,9.62654417632646e-08
"TON",2022,2.21064162753945e-08
"TTO",2011,9.30161599691086e-06
"TTO",2012,5.77897111213769e-06
"TTO",2013,1.8362821590026e-06
"TTO",2014,1.70815678969208e-06
"TTO",2015,9.30425590374568e-06
"TTO",2016,1.0334448061096e-06
"TTO",2017,7.3668536445389e-06
"TTO",2018,4.19470630767875e-06
"TTO",2019,7.00478661501191e-06
"TTO",2020,3.47100123066013e-06
"TTO",2021,5.73130617265425e-05
"TTO",2022,5.04738608936757e-05
"TUN",2005,0.000166578962425396
"TUN",2006,0.000175193148051556
"TUN",2007,0.000156594600790558
"TUN",2008,0.000171012469469788
"TUN",2009,0.000199109001260103
"TUN",2010,0.000196100691429761
"TUN",2011,0.000157743266412709
"TUN",2012,0.000147669449228014
"TUN",2013,0.000140770583561084
"TUN",2014,0.000145092847312669
"TUN",2015,0.0001346935989674
"TUN",2016,0.000149133409146226
"TUN",2017,0.000167111258989277
"TUN",2018,0.000168232538948517
"TUN",2019,0.000152631267121279
"TUN",2020,0.000172876725228698
"TUN",2021,0.000266091990761493
"TUR",2013,0.00293009644144098
"TUR",2014,0.00260386253487516
"TUR",2015,0.00218663818272005
"TUR",2016,0.00123959127661965
"TUR",2017,0.00148995285561512
"TUR",2018,0.00174312461545238
"TUR",2019,0.00176494370269356
"TUR",2020,0.00271073183541991
"TUR",2021,0.00268632617893434
"TUR",2022,0.00261838219439672
"UGA",2005,0.000283769849078556
"UGA",2006,0.000229271323838749
"UGA",2007,5.20464310007038e-05
"UGA",2008,0.000116227875422436
"UGA",2009,0.000179078322056656
"UGA",2010,0.000172416948431799
"UGA",2011,0.000176073328271306
"UGA",2012,0.000208903736128771
"UGA",2013,0.000257231641883286
"UGA",2014,0.000112109631587001
"UGA",2015,0.000110786907017686
"UGA",2016,7.27914037185231e-05
"UGA",2017,7.01180104915828e-05
"UGA",2018,8.91515180764148e-05
"UGA",2019,3.54833505815899e-05
"UGA",2020,1.76173860277495e-05
"UGA",2021,4.67954117717318e-05
"UGA",2022,4.26596210056689e-05
"UKR",2005,0.000363090406349468
"UKR",2006,0.000663124603715707
"UKR",2007,0.0010563848882959
"UKR",2008,0.00143052072072056
"UKR",2009,0.00159246701229745
"UKR",2010,0.00186210341179678
"UKR",2011,0.0025280724188217
"UKR",2012,0.00344678289756398
"UKR",2013,0.00428244864518297
"UKR",2014,0.00430627762107247
"UKR",2015,0.00460519253633466
"UKR",2016,0.00535709577970201
"UKR",2017,0.00605979189231353
"UKR",2018,0.00641213693215779
"UKR",2019,0.00740212067471378
"UKR",2020,0.00794410390951631
"UKR",2021,0.00903204002922089
"UKR",2022,0.00902555851154856
"ARE",2014,0.0121947684855455
"ARE",2015,0.0120284571123912
"ARE",2016,0.0123343701677842
"ARE",2017,0.0115337180518066
"ARE",2018,0.00980891523291037
"ARE",2019,0.00893547615599204
"ARE",2020,0.00800522552729519
"ARE",2021,0.00715530669424104
"ARE",2022,0.00765964205789159
"GBR",2005,0.0743315902496372
"GBR",2006,0.0699228575065056
"GBR",2007,0.0672026042667193
"GBR",2008,0.0535732259935294
"GBR",2009,0.0473647164241114
"GBR",2010,0.0533218999080722
"GBR",2011,0.0551678372165555
"GBR",2012,0.0538257456893811
"GBR",2013,0.0487036728661899
"GBR",2014,0.0441448111004868
"GBR",2015,0.0423365868478394
"GBR",2016,0.0381945204511228
"GBR",2017,0.0372823443566486
"GBR",2018,0.0348442306451307
"GBR",2019,0.0319308667917751
"GBR",2020,0.029166169157083
"GBR",2021,0.0325263605922622
"GBR",2022,0.028389474644607
"USA",2005,0.0462853817998821
"USA",2006,0.0422140750475285
"USA",2007,0.0434121074765623
"USA",2008,0.0432249233990698
"USA",2009,0.0466779605425583
"USA",2010,0.0466632052995806
"USA",2011,0.0445832102553299
"USA",2012,0.0492150569759963
"USA",2013,0.0483598496387148
"USA",2014,0.0485374904929816
"USA",2015,0.056971311742965
"USA",2016,0.0657580116391472
"USA",2017,0.0703228485273793
"USA",2018,0.0614876701322147
"USA",2019,0.0661224184977967
"USA",2020,0.0662414346884041
"USA",2021,0.0571101237682308
"USA",2022,0.0582025096504011
"URY",2005,0.000713299748283204
"URY",2006,0.000886131221820233
"URY",2007,0.000906549380312971
"URY",2008,0.000868495226886923
"URY",2009,0.000712638818046396
"URY",2010,0.000815527547697214
"URY",2011,0.000688169743612841
"URY",2012,0.000370516286632054
"URY",2013,0.00044271635893383
"URY",2014,0.000469120142336141
"URY",2015,0.000780638113951448
"URY",2016,0.00057892438807765
"URY",2017,0.00134416669928108
"URY",2018,0.00129206960732392
"URY",2019,0.00141482676502385
"URY",2020,0.00135114413069397
"URY",2021,0.00103791968336369
"URY",2022,0.00117768002677604
"UZB",2005,0
"UZB",2006,0
"UZB",2007,0
"UZB",2008,7.44257401996506e-07
"UZB",2009,3.30780956566724e-06
"UZB",2010,5.35585189234617e-06
"UZB",2011,1.76734545996654e-06
"UZB",2012,7.20256234090745e-06
"UZB",2013,7.5373747826208e-06
"UZB",2014,2.60357544970042e-05
"UZB",2015,2.07675409222478e-05
"UZB",2016,1.22196032848393e-05
"UZB",2017,1.37119556581404e-05
"UZB",2018,1.0206585004371e-05
"UZB",2019,1.23439630422557e-05
"UZB",2020,1.74024242028998e-05
"UZB",2021,1.1861463486452e-05
"UZB",2022,8.44931792730328e-05
"VUT",2008,8.39319370160605e-08
"VUT",2009,3.71698511743811e-07
"VUT",2010,3.82560849453298e-07
"VUT",2011,3.45784981297801e-07
"VUT",2012,3.16353606393279e-07
"VUT",2013,2.81740042446248e-07
"VEN",2005,6.91600773998986e-05
"VEN",2006,5.82966684585237e-05
"VEN",2007,5.31143239925314e-05
"VEN",2008,4.34955624543412e-05
"VEN",2009,4.42351947860403e-05
"VEN",2010,4.1482501747948e-05
"VEN",2011,3.84205534775335e-05
"VEN",2012,4.41423636827831e-05
"VEN",2013,3.97750648159409e-05
"VEN",2014,4.59336279581064e-05
"VEN",2015,3.58917883527282e-05
"VEN",2016,2.71245355934279e-05
"VEN",2019,1.15575023545227e-05
"VEN",2020,4.07233638785546e-06
"VNM",2010,0.000294986679096519
"VNM",2011,0.000311206483168021
"VNM",2012,0.00034026405338812
"VNM",2013,0.000749097054033553
"VNM",2014,0.000732067195582321
"VNM",2018,0.000908970194252694
"VNM",2019,0.000830763752902258
"ZMB",2011,3.07364427820268e-08
"ZMB",2012,7.35706061379719e-09
"ZMB",2016,0
"ZMB",2017,0
"ZMB",2018,5.40348617878465e-08
"ZMB",2019,4.68286570362913e-07
"ZMB",2020,1.23603049288535e-06
"ZMB",2021,1.4049550960044e-07
"ZMB",2022,0
