geocodigoFundar,geonombreFundar,anio,valor,apertura_sexo
SLV,El Salvador,2005,7.4158131,masculino
SLV,El Salvador,2006,6.7255231,femenino
SLV,El Salvador,2006,7.541554,masculino
SLV,El Salvador,2007,6.7759896,femenino
SLV,El Salvador,2007,7.651323,masculino
SLV,El Salvador,2008,6.5035636,femenino
SLV,El Salvador,2008,7.3894194,masculino
SLV,El Salvador,2009,6.6574142,femenino
SLV,El Salvador,2009,7.3326293,masculino
SLV,El Salvador,2010,6.6586087,femenino
SLV,El Salvador,2010,7.2828666,masculino
SLV,El Salvador,2011,6.7395074,femenino
SLV,El Salvador,2011,7.4358031,masculino
SLV,El Salvador,2012,6.9569213,femenino
SLV,El Salvador,2012,7.6942591,masculino
SLV,El Salvador,2013,7.0313639,femenino
SLV,El Salvador,2013,7.7904194,masculino
SLV,El Salvador,2014,7.2130043,femenino
SLV,El Salvador,2014,7.8940901,masculino
SLV,El Salvador,2015,7.3428699,femenino
SLV,El Salvador,2015,7.9318231,masculino
SLV,El Salvador,2016,7.2833973,femenino
SLV,El Salvador,2016,7.9598231,masculino
SLV,El Salvador,2017,7.2854877,femenino
SLV,El Salvador,2017,7.8721346,masculino
SLV,El Salvador,2018,7.6385821,femenino
SLV,El Salvador,2018,8.2481112,masculino
SLV,El Salvador,2019,7.6920403,femenino
SLV,El Salvador,2019,8.4068976,masculino
SLV,El Salvador,2020,7.7836985,femenino
SLV,El Salvador,2020,8.5802712,masculino
SLV,El Salvador,2021,7.8926184,femenino
SLV,El Salvador,2021,8.3978153,masculino
SLV,El Salvador,2022,8.045116,femenino
SLV,El Salvador,2022,8.548924,masculino
VEN,Venezuela,1989,6.8842141,femenino
VEN,Venezuela,1989,7.3398866,masculino
VEN,Venezuela,1992,7.3818146,femenino
VEN,Venezuela,1992,7.6164699,masculino
VEN,Venezuela,1995,7.6925761,femenino
VEN,Venezuela,1995,7.733643,masculino
VEN,Venezuela,1997,8.1677917,femenino
VEN,Venezuela,1997,8.1618278,masculino
VEN,Venezuela,1998,8.1530791,femenino
VEN,Venezuela,1998,8.0319285,masculino
VEN,Venezuela,1999,8.2369007,femenino
VEN,Venezuela,1999,8.0716885,masculino
VEN,Venezuela,2000,8.2490893,femenino
VEN,Venezuela,2000,7.9961267,masculino
VEN,Venezuela,2001,8.5046721,femenino
VEN,Venezuela,2001,8.2016358,masculino
VEN,Venezuela,2002,8.5297505,femenino
VEN,Venezuela,2002,8.1989328,masculino
VEN,Venezuela,2003,8.6185796,femenino
VEN,Venezuela,2003,8.2421828,masculino
VEN,Venezuela,2004,8.6531903,femenino
VEN,Venezuela,2004,8.2659096,masculino
VEN,Venezuela,2005,8.9929216,femenino
VEN,Venezuela,2005,8.5017466,masculino
VEN,Venezuela,2006,9.3115143,femenino
VEN,Venezuela,2006,8.6497897,masculino
