geocodigoFundar,geonombreFundar,anio,pib_per_capita,cambio_relativo
DNK,Dinamarca,1904,5302.0,1.61053668143772
DNK,Dinamarca,1905,5333.0,1.62580009847366
DNK,Dinamarca,1906,5423.0,1.67011324470704
DNK,Dinamarca,1907,5557.0,1.73609059576563
DNK,Dinamarca,1908,5662.0,1.78778926637125
DNK,Dinamarca,1909,5807.0,1.85918266863614
DNK,Dinamarca,1910,5906.0,1.90792712949286
DNK,Dinamarca,1911,6148.0,2.02708025603151
DNK,Dinamarca,1912,6076.0,1.99162973904481
DNK,Dinamarca,1913,6236.0,2.07040866568193
DNK,Dinamarca,1914,6551.0,2.22550467749877
DNK,Dinamarca,1915,6022.0,1.96504185130478
DNK,Dinamarca,1916,6202.0,2.05366814377154
DNK,Dinamarca,1917,5765.0,1.83850320039389
DNK,Dinamarca,1918,5514.0,1.71491875923191
DNK,Dinamarca,1919,6153.0,2.02954209748892
DNK,Dinamarca,1920,6363.0,2.13293943870015
DNK,Dinamarca,1921,6099.0,2.00295420974889
DNK,Dinamarca,1922,6641.0,2.26981782373215
DNK,Dinamarca,1923,7267.0,2.5780403741999
DNK,Dinamarca,1924,7218.0,2.55391432791728
DNK,Dinamarca,1925,6978.0,2.4357459379616
DNK,Dinamarca,1926,7329.0,2.60856720827179
DNK,Dinamarca,1927,7425.0,2.65583456425406
DNK,Dinamarca,1928,7627.0,2.75529295913343
DNK,Dinamarca,1929,8089.0,2.98276710979813
DNK,Dinamarca,1930,8513.0,3.19153126538651
DNK,Dinamarca,1931,8542.0,3.20580994583949
DNK,Dinamarca,1932,8239.0,3.05662235352043
DNK,Dinamarca,1933,8434.0,3.15263417035943
DNK,Dinamarca,1934,8611.0,3.23978335795175
DNK,Dinamarca,1935,8735.0,3.30083702609552
DNK,Dinamarca,1936,8886.0,3.37518463810931
DNK,Dinamarca,1937,9035.0,3.44854751354013
DNK,Dinamarca,1938,9185.0,3.52240275726243
DNK,Dinamarca,1939,9553.0,3.70359428852782
DNK,Dinamarca,1940,8155.0,3.01526341703594
DNK,Dinamarca,1941,7291.0,2.58985721319547
DNK,Dinamarca,1942,7379.0,2.63318562284589
DNK,Dinamarca,1943,8097.0,2.98670605612999
DNK,Dinamarca,1944,8835.0,3.35007385524372
DNK,Dinamarca,1945,8075.0,2.97587395371738
DNK,Dinamarca,1946,9208.0,3.53372722796652
DNK,Dinamarca,1947,9620.0,3.73658296405711
DNK,Dinamarca,1948,9776.0,3.81339241752831
DNK,Dinamarca,1949,10351.0,4.09650418513048
DNK,Dinamarca,1950,11067.0,4.44903988183161
DNK,Dinamarca,1951,11056.0,4.44362383062531
DNK,Dinamarca,1952,11086.0,4.45839487936977
DNK,Dinamarca,1953,11623.0,4.72279665189562
DNK,Dinamarca,1954,11749.0,4.78483505662235
DNK,Dinamarca,1955,11788.0,4.80403741999015
DNK,Dinamarca,1956,11858.0,4.83850320039389
DNK,Dinamarca,1957,12696.0,5.25110782865583
DNK,Dinamarca,1958,12903.0,5.35302806499261
DNK,Dinamarca,1959,13767.0,5.77843426883309
DNK,Dinamarca,1960,14046.0,5.91580502215657
DNK,Dinamarca,1961,14843.0,6.30822255046775
DNK,Dinamarca,1962,15537.0,6.64992614475628
DNK,Dinamarca,1963,15513.0,6.63810930576071
DNK,Dinamarca,1964,16832.0,7.2875430822255
DNK,Dinamarca,1965,17459.0,7.59625800098474
DNK,Dinamarca,1966,17789.0,7.75873953717381
DNK,Dinamarca,1967,18230.0,7.97587395371738
DNK,Dinamarca,1968,18868.0,8.29000492368291
DNK,Dinamarca,1969,19974.0,8.83456425406204
DNK,Dinamarca,1970,20221.0,8.9561792220581
DNK,Dinamarca,1971,20617.0,9.15115706548498
DNK,Dinamarca,1972,21579.0,9.6248153618907
DNK,Dinamarca,1973,22228.0,9.94436238306253
DNK,Dinamarca,1974,21919.0,9.79222058099458
DNK,Dinamarca,1975,21712.0,9.6903003446578
DNK,Dinamarca,1976,23059.0,10.3535204332841
DNK,Dinamarca,1977,23360.0,10.5017232890202
DNK,Dinamarca,1978,23632.0,10.6356474643033
DNK,Dinamarca,1979,24409.0,11.0182176267848
DNK,Dinamarca,1980,24272.0,10.9507631708518
DNK,Dinamarca,1981,24063.0,10.8478581979321
DNK,Dinamarca,1982,24807.0,11.2141802067947
DNK,Dinamarca,1983,25450.0,11.5307730182176
DNK,Dinamarca,1984,26581.0,12.0876415558838
DNK,Dinamarca,1985,27710.0,12.643525356967
DNK,Dinamarca,1986,28681.0,13.1216149679961
DNK,Dinamarca,1987,28728.0,13.1447562776957
DNK,Dinamarca,1988,29049.0,13.3028064992614
DNK,Dinamarca,1989,29108.0,13.3318562284589
DNK,Dinamarca,1990,29412.0,13.4815361890694
DNK,Dinamarca,1991,29915.4476167737,13.729417831991
DNK,Dinamarca,1992,30573.5733215054,14.0534580608101
DNK,Dinamarca,1993,30649.5379873869,14.0908606535632
DNK,Dinamarca,1994,32359.2962361468,14.9326914013524
DNK,Dinamarca,1995,33356.1413655756,15.4235063346015
DNK,Dinamarca,1996,34325.4425056305,15.9007594808619
DNK,Dinamarca,1997,35499.0633285501,16.4786131602905
DNK,Dinamarca,1998,36361.2294471395,16.9031164190741
DNK,Dinamarca,1999,37523.4241694142,17.4753442488499
DNK,Dinamarca,2000,39021.1775521356,18.2127905229619
DNK,Dinamarca,2001,39425.8652231536,18.4120459001249
DNK,Dinamarca,2002,39709.3692887464,18.551634312529
DNK,Dinamarca,2003,39983.1433535389,18.686431981063
DNK,Dinamarca,2004,41178.562625218,19.2750185254643
DNK,Dinamarca,2005,42264.6302503897,19.8097637865041
DNK,Dinamarca,2006,44025.4826886383,20.6767516930765
DNK,Dinamarca,2007,44481.4687719655,20.9012647818638
DNK,Dinamarca,2008,44246.3986882078,20.7855237263455
DNK,Dinamarca,2009,42090.1732883123,19.7238667101488
DNK,Dinamarca,2010,42932.3971449613,20.1385510314925
DNK,Dinamarca,2011,43575.0,20.4549483013294
DNK,Dinamarca,2012,43509.6123819857,20.4227535115636
DNK,Dinamarca,2013,43743.6093285817,20.5379661883711
DNK,Dinamarca,2014,44215.6337612243,20.7703760518091
DNK,Dinamarca,2015,44940.8876734883,21.1274680814812
DNK,Dinamarca,2016,46018.9834038023,21.6582882342699
DNK,Dinamarca,2017,47022.0115296853,22.1521474789194
DNK,Dinamarca,2018,47717.4586121246,22.4945635707162
DNK,Dinamarca,2019,48238.6578689967,22.751185558344
DNK,Dinamarca,2020,47171.0870728459,22.2255475494071
DNK,Dinamarca,2021,49258.7496587633,23.2534464100263
DNK,Dinamarca,2022,50689.6798872857,23.9579910818738
DZA,Argelia,1820,685.0,0.0
DZA,Argelia,1870,1140.0,0.664233576642336
DZA,Argelia,1913,1854.0,1.70656934306569
DZA,Argelia,1950,2176.0,2.17664233576642
DZA,Argelia,1951,2147.0,2.13430656934307
DZA,Argelia,1952,2193.0,2.2014598540146
DZA,Argelia,1953,2182.0,2.18540145985401
DZA,Argelia,1954,2291.0,2.34452554744526
DZA,Argelia,1955,2303.0,2.36204379562044
DZA,Argelia,1956,2475.0,2.61313868613139
DZA,Argelia,1957,2699.0,2.94014598540146
DZA,Argelia,1958,2740.0,3.0
DZA,Argelia,1959,3178.0,3.63941605839416
DZA,Argelia,1960,3328.0,3.85839416058394
DZA,Argelia,1961,2868.0,3.18686131386861
DZA,Argelia,1962,2284.0,2.33430656934307
DZA,Argelia,1963,2818.0,3.11386861313869
DZA,Argelia,1964,2879.0,3.2029197080292
DZA,Argelia,1965,2981.0,3.35182481751825
DZA,Argelia,1966,2750.0,3.01459854014599
DZA,Argelia,1967,2907.0,3.24379562043796
DZA,Argelia,1968,3151.0,3.6
DZA,Argelia,1969,3355.0,3.8978102189781
DZA,Argelia,1970,3585.0,4.23357664233577
DZA,Argelia,1971,3188.0,3.65401459854015
DZA,Argelia,1972,3746.0,4.46861313868613
DZA,Argelia,1973,3757.0,4.48467153284672
DZA,Argelia,1974,3870.0,4.64963503649635
DZA,Argelia,1975,4020.0,4.86861313868613
DZA,Argelia,1976,4157.0,5.06861313868613
DZA,Argelia,1977,4398.0,5.42043795620438
DZA,Argelia,1978,4812.0,6.02481751824818
DZA,Argelia,1979,5088.0,6.42773722627737
DZA,Argelia,1980,5024.0,6.33430656934307
DZA,Argelia,1981,4991.0,6.28613138686131
DZA,Argelia,1982,5145.0,6.51094890510949
DZA,Argelia,1983,5243.0,6.65401459854015
DZA,Argelia,1984,5361.0,6.82627737226277
DZA,Argelia,1985,5469.0,6.98394160583942
DZA,Argelia,1986,5262.0,6.68175182481752
DZA,Argelia,1987,5088.0,6.42773722627737
DZA,Argelia,1988,4850.0,6.08029197080292
DZA,Argelia,1989,4889.0,6.13722627737226
DZA,Argelia,1990,4697.0,5.85693430656934
DZA,Argelia,1991,4708.23191341973,5.87333126046675
DZA,Argelia,1992,4850.22333074477,6.08061800108725
DZA,Argelia,1993,4816.92359011747,6.0320052410474
DZA,Argelia,1994,4856.98538931291,6.09048961943491
DZA,Argelia,1995,5142.38400437617,6.50712993339586
DZA,Argelia,1996,5451.63444208551,6.95859042640221
DZA,Argelia,1997,5638.48016713353,7.23135790822413
DZA,Argelia,1998,6069.77731672431,7.86098878353913
DZA,Argelia,1999,6421.508468349,8.37446491729781
DZA,Argelia,2000,6834.55387976764,8.97745091936882
DZA,Argelia,2001,7218.24576822021,9.5375850630952
DZA,Argelia,2002,7814.83816030878,10.4085228617646
DZA,Argelia,2003,8590.17752627433,11.5404051478457
DZA,Argelia,2004,9182.29418389124,12.4048090275785
DZA,Argelia,2005,9969.62260937367,13.5541935903265
DZA,Argelia,2006,10385.7791083296,14.1617213260286
DZA,Argelia,2007,10974.7422866613,15.0215215863669
DZA,Argelia,2008,11475.0024058251,15.7518283296716
DZA,Argelia,2009,11907.021496637,16.3825131337766
DZA,Argelia,2010,12587.744251356,17.3762689800817
DZA,Argelia,2011,13204.0,18.2759124087591
DZA,Argelia,2012,13392.9447019401,18.5517440904235
DZA,Argelia,2013,13508.2644494376,18.7200940867702
DZA,Argelia,2014,13760.3837900798,19.0881515183647
DZA,Argelia,2015,14007.8935064565,19.4494795714694
DZA,Argelia,2016,14198.2727612004,19.7274054908035
DZA,Argelia,2017,14149.914954508,19.6568101525664
DZA,Argelia,2018,14083.7727370514,19.5602521708779
DZA,Argelia,2019,14000.2791479729,19.4383637196684
DZA,Argelia,2020,13086.2928011668,18.1040770819954
DZA,Argelia,2021,13337.2618338984,18.4704552319685
DZA,Argelia,2022,13506.4443893158,18.7174370646946
EGY,Egipto,1820,956.0,0.0
EGY,Egipto,1870,1195.0,0.25
EGY,Egipto,1913,1674.0,0.751046025104602
EGY,Egipto,1950,1450.97237569061,0.517753531057121
EGY,Egipto,1951,1443.0,0.509414225941422
EGY,Egipto,1952,1435.0,0.501046025104602
EGY,Egipto,1953,1425.0,0.490585774058578
EGY,Egipto,1954,1417.0,0.482217573221757
EGY,Egipto,1955,1411.0,0.475941422594142
EGY,Egipto,1956,1443.0,0.509414225941422
EGY,Egipto,1957,1474.0,0.5418410041841
EGY,Egipto,1958,1510.0,0.579497907949791
EGY,Egipto,1959,1545.0,0.616108786610879
EGY,Egipto,1960,1580.0,0.652719665271966
EGY,Egipto,1961,1643.0,0.718619246861925
EGY,Egipto,1962,1712.0,0.790794979079498
EGY,Egipto,1963,1785.0,0.867154811715481
EGY,Egipto,1964,1859.0,0.944560669456067
EGY,Egipto,1965,1934.0,1.02301255230126
EGY,Egipto,1966,1900.0,0.98744769874477
EGY,Egipto,1967,1835.0,0.919456066945607
EGY,Egipto,1968,1827.0,0.911087866108787
EGY,Egipto,1969,1914.0,1.0020920502092
EGY,Egipto,1970,1999.0,1.09100418410042
EGY,Egipto,1971,2045.0,1.13912133891213
EGY,Egipto,1972,2047.0,1.14121338912134
EGY,Egipto,1973,2063.0,1.15794979079498
EGY,Egipto,1974,2099.0,1.19560669456067
EGY,Egipto,1975,2265.0,1.36924686192469
EGY,Egipto,1976,2560.0,1.67782426778243
EGY,Egipto,1977,2817.0,1.94665271966527
EGY,Egipto,1978,2939.0,2.07426778242678
EGY,Egipto,1979,3076.0,2.21757322175732
EGY,Egipto,1980,3298.0,2.44979079497908
EGY,Egipto,1981,3309.0,2.46129707112971
EGY,Egipto,1982,3543.0,2.70606694560669
EGY,Egipto,1983,3701.0,2.87133891213389
EGY,Egipto,1984,3810.0,2.98535564853557
EGY,Egipto,1985,3939.0,3.12029288702929
EGY,Egipto,1986,3921.0,3.10146443514644
EGY,Egipto,1987,3929.0,3.10983263598326
EGY,Egipto,1988,4001.0,3.18514644351464
EGY,Egipto,1989,4030.0,3.21548117154812
EGY,Egipto,1990,4022.0,3.2071129707113
EGY,Egipto,1991,4180.13260407273,3.37252364442754
EGY,Egipto,1992,4338.95375321204,3.53865455356908
EGY,Egipto,1993,4542.63247252534,3.75170760724408
EGY,Egipto,1994,4746.58823875865,3.96505045895257
EGY,Egipto,1995,5001.06669148232,4.23124130908192
EGY,Egipto,1996,5293.10050397733,4.53671600834449
EGY,Egipto,1997,5594.59715288472,4.85208907205514
EGY,Egipto,1998,5884.8017830893,5.15565040072102
EGY,Egipto,1999,6211.01580215799,5.49687845414016
EGY,Egipto,2000,6593.5317930907,5.89699978356768
EGY,Egipto,2001,6914.9367688433,6.23319745694906
EGY,Egipto,2002,7142.68639186596,6.47142928019452
EGY,Egipto,2003,7365.80272539069,6.70481456630826
EGY,Egipto,2004,7661.85985868625,7.01449776013206
EGY,Egipto,2005,8021.88348042856,7.39109150672444
EGY,Egipto,2006,8509.61435797397,7.90127024892674
EGY,Egipto,2007,9130.59790865429,8.55083463248357
EGY,Egipto,2008,9698.01663832814,9.14436886854408
EGY,Egipto,2009,10159.0021939519,9.6265713325857
EGY,Egipto,2010,10719.2912921624,10.2126477951489
EGY,Egipto,2011,10737.0,10.2311715481172
EGY,Egipto,2012,10774.5299124852,10.2704287787502
EGY,Egipto,2013,10871.1449098746,10.3714904915006
EGY,Egipto,2014,11135.7271242619,10.648250129981
EGY,Egipto,2015,11312.8479909515,10.8335230030874
EGY,Egipto,2016,11458.447735786,10.9858239914079
EGY,Egipto,2017,11545.5934303108,11.0769805756389
EGY,Egipto,2018,11895.3119183497,11.4427948936712
EGY,Egipto,2019,12300.2010706008,11.8663191115071
EGY,Egipto,2020,12234.5034817027,11.7975977842079
EGY,Egipto,2021,12868.2614190964,12.4605244969627
EGY,Egipto,2022,13205.4063983131,12.8131866091141
ESP,España,1820,1557.90815828838,0.0
ESP,España,1821,1578.19928562417,0.0130245979057528
ESP,España,1822,1587.36194486196,0.0189059839098253
ESP,España,1823,1620.30631630308,0.0400525266413994
ESP,España,1824,1634.33821032605,0.0490594080472899
ESP,España,1825,1472.9402667852,-0.054539730760846
ESP,España,1826,1587.36307888478,0.018906711823603
ESP,España,1827,1617.05299945906,0.0379642669280762
ESP,España,1828,1607.2123225885,0.0316476706523554
ESP,España,1829,1636.28024597943,0.0503059742476442
ESP,España,1830,1662.35638290712,0.0670438909142712
ESP,España,1831,1655.42588457668,0.0625952985543383
ESP,España,1832,1551.82476731452,-0.0039048457006202
ESP,España,1833,1589.84937802046,0.020502633330564
ESP,España,1834,1564.55252916111,0.004264931047045
ESP,España,1835,1573.81079974703,0.0102076886715374
ESP,España,1836,1537.6418337887,-0.0130086773035075
ESP,España,1837,1549.68583762079,-0.005277795500229
ESP,España,1838,1535.74964605707,-0.0142232468027189
ESP,España,1839,1575.34643233183,0.0111933902847072
ESP,España,1840,1656.29680160652,0.0631543283182006
ESP,España,1841,1659.37859170665,0.0651324873539116
ESP,España,1842,1605.10423652011,0.0302945189552022
ESP,España,1843,1604.58992666325,0.0299643904722575
ESP,España,1844,1556.11473297687,-0.0011511752486584
ESP,España,1845,1628.62260881681,0.0453906413880787
ESP,España,1846,1656.59861542595,0.0633480584927426
ESP,España,1847,1592.76294746467,0.0223728138214407
ESP,España,1848,1615.92542193542,0.0372404902935888
ESP,España,1849,1638.27057982523,0.0515835423990236
ESP,España,1850,1702.93492644602,0.0930907046003138
ESP,España,1851,1718.42221947278,0.103031786777952
ESP,España,1852,1783.83849049085,0.145021598995086
ESP,España,1853,1783.83404348926,0.145018744525417
ESP,España,1854,1801.45553933781,0.156329742388029
ESP,España,1855,1889.08977898396,0.212580965658103
ESP,España,1856,1797.5085248437,0.153796207613781
ESP,España,1857,1744.03028103884,0.119469252253579
ESP,España,1858,1778.36804554864,0.141510194992802
ESP,España,1859,1861.12659446077,0.194631778875547
ESP,España,1860,1927.77246535971,0.237410854486886
ESP,España,1861,1929.40489457566,0.238458688537475
ESP,España,1862,1929.68052424006,0.238635611460009
ESP,España,1863,1956.35445124272,0.255757241423075
ESP,España,1864,1943.16224485349,0.247289344057597
ESP,España,1865,1862.08303716632,0.195245706404237
ESP,España,1866,1974.45242885884,0.267374086434024
ESP,España,1867,1943.71876797908,0.247646568662035
ESP,España,1868,1698.76750354793,0.0904156926774855
ESP,España,1869,1757.92802840513,0.128390026750042
ESP,España,1870,1806.45630929533,0.159539668423092
ESP,España,1871,1945.42736090792,0.248743291161208
ESP,España,1872,2242.96538173614,0.439728888897029
ESP,España,1873,2423.90660503451,0.555872592449595
ESP,España,1874,2212.9284245324,0.42044857571301
ESP,España,1875,2273.85309155162,0.459555288579928
ESP,España,1876,2343.20058412424,0.504068498298796
ESP,España,1877,2598.25279162151,0.667783031880471
ESP,España,1878,2492.02007984809,0.599593702998507
ESP,España,1879,2313.52004842616,0.485016967218372
ESP,España,1880,2517.07559103517,0.615676493921567
ESP,España,1881,2534.70857859047,0.626994868154023
ESP,España,1882,2544.29202896587,0.633146354250565
ESP,España,1883,2579.83806415601,0.655962869461058
ESP,España,1884,2587.09464438483,0.660620769344442
ESP,España,1885,2490.29528688953,0.598486581921197
ESP,España,1886,2432.04825964094,0.561098609505293
ESP,España,1887,2378.44576565618,0.526691899649143
ESP,España,1888,2472.12096473323,0.586820732391098
ESP,España,1889,2465.85330760777,0.582797608760792
ESP,España,1890,2459.6170115845,0.578794615394277
ESP,España,1891,2506.06565570884,0.608609366589472
ESP,España,1892,2716.73759265755,0.743836809765694
ESP,España,1893,2599.66320224153,0.668688355222231
ESP,España,1894,2629.26711772622,0.687690704832634
ESP,España,1895,2584.8320355673,0.659168431602009
ESP,España,1896,2328.16006867657,0.494414196556004
ESP,España,1897,2465.8978994256,0.582826231640514
ESP,España,1898,2624.47174262492,0.684612618954603
ESP,España,1899,2632.63867169707,0.689854859345155
ESP,España,1900,2672.39052813789,0.71537103385732
ESP,España,1901,2881.45219330882,0.849564865540329
ESP,España,1902,2736.10636133698,0.756269358229084
ESP,España,1903,2708.81399011481,0.738750757355874
ESP,España,1904,2657.07890709911,0.705542713132946
ESP,España,1905,2618.87336990843,0.681019099858683
ESP,España,1906,2770.93830995485,0.778627511007577
ESP,España,1907,2824.15853093857,0.812788845037814
ESP,España,1908,2912.79696893228,0.869684649531892
ESP,España,1909,2974.25662855563,0.909134766855159
ESP,España,1910,2819.26289215788,0.809646401271374
ESP,España,1911,3023.66160760488,0.940847149120058
ESP,España,1912,2911.0817455801,0.868583671054404
ESP,España,1913,3063.30946753964,0.966296569693301
ESP,España,1914,2958.19460123222,0.898824770570743
ESP,España,1915,2968.58530994699,0.90549442478591
ESP,España,1916,3072.80330379334,0.972390533707279
ESP,España,1917,3010.17780382291,0.932192079364998
ESP,España,1918,2975.61107209286,0.910004165689757
ESP,España,1919,3020.83666798753,0.939033858906306
ESP,España,1920,3239.31849128423,1.0792743616178
ESP,España,1921,3317.85415618649,1.12968533384645
ESP,España,1922,3423.21951907808,1.1973179233101
ESP,España,1923,3428.84608780896,1.20092954104312
ESP,España,1924,3513.82669621258,1.25547743460892
ESP,España,1925,3720.18591832496,1.38793660494866
ESP,España,1926,3645.58545934928,1.34005158773581
ESP,España,1927,3954.17761020256,1.53813268077811
ESP,España,1928,3901.83504741955,1.50453470357738
ESP,España,1929,4168.51999539167,1.67571613462214
ESP,España,1930,3918.26329715224,1.51507977303175
ESP,España,1931,3781.93855826096,1.42757478233893
ESP,España,1932,3851.0339446991,1.47192616856831
ESP,España,1933,3685.75603107227,1.36583652987715
ESP,España,1934,3777.83847367826,1.4249429939624
ESP,España,1935,3802.31636790305,1.44065502043492
ESP,España,1936,2872.11937001217,0.843574253547576
ESP,España,1937,2650.11698887646,0.70107395277271
ESP,España,1938,2632.55115570166,0.689798684021248
ESP,España,1939,2881.37776998371,0.849517094222925
ESP,España,1940,3166.96562665576,1.03283204456366
ESP,España,1941,3187.30418006886,1.04588708462163
ESP,España,1942,3389.08084428193,1.17540477354288
ESP,España,1943,3546.60063779847,1.27651458074076
ESP,España,1944,3670.84428690895,1.35626488466559
ESP,España,1945,3352.92919966452,1.15219952590034
ESP,España,1946,3468.20320839177,1.22619233999145
ESP,España,1947,3509.07850953639,1.25242963833741
ESP,España,1948,3473.9224482393,1.22986344205039
ESP,España,1949,3430.70421520904,1.20212224768002
ESP,España,1950,3459.4402519108,1.22056751773581
ESP,España,1951,3785.95933916314,1.4301556667645
ESP,España,1952,4099.39922657874,1.63134845579256
ESP,España,1953,4061.81735278104,1.6072251635447
ESP,España,1954,4322.0123122369,1.77424075947157
ESP,España,1955,4436.73787334831,1.84788153251782
ESP,España,1956,4763.96260295763,2.05792262375186
ESP,España,1957,4893.4889663349,2.14106382991871
ESP,España,1958,5168.9110870509,2.31785353298991
ESP,España,1959,5079.29993782595,2.26033335842237
ESP,España,1960,5031.56658157244,2.2296939680324
ESP,España,1961,5581.43756691161,2.58264865436211
ESP,España,1962,6075.90955503468,2.90004347991224
ESP,España,1963,6631.57269663534,3.25671607235258
ESP,España,1964,6938.49184363521,3.45372328703786
ESP,España,1965,7411.98478294517,3.75765194726785
ESP,España,1966,7872.84937281018,4.053474642215
ESP,España,1967,8207.07437363841,4.26800911207452
ESP,España,1968,8598.88130808511,4.51950463981935
ESP,España,1969,9299.07016262029,4.96894631634568
ESP,España,1970,9502.93989062928,5.09980751437226
ESP,España,1971,9885.87730470188,5.34560981795177
ESP,España,1972,10787.6926659897,5.92447279937335
ESP,España,1973,11629.7017372387,6.46494693885927
ESP,España,1974,12379.9497161515,6.94652088461553
ESP,España,1975,12613.3241179165,7.09632073034035
ESP,España,1976,13044.9859936766,7.37339860137114
ESP,España,1977,13335.2121388885,7.55969080586845
ESP,España,1978,13568.6761176162,7.70954814982395
ESP,España,1979,13678.0934187867,7.7797816232084
ESP,España,1980,14005.9345954545,7.99021840340212
ESP,España,1981,13895.3144841843,7.91921286261868
ESP,España,1982,14046.1041622938,8.01600270052236
ESP,España,1983,14240.9447459924,8.14106821395584
ESP,España,1984,14313.3266483274,8.18752916991783
ESP,España,1985,14696.9656773837,8.43378183058672
ESP,España,1986,15242.9806916861,8.78426142169578
ESP,España,1987,16273.0850839134,9.44547138246716
ESP,España,1988,17275.5075523348,10.0889126938746
ESP,España,1989,18360.3506626901,10.7852586912839
ESP,España,1990,19215.0,11.3338464451659
ESP,España,1991,19958.0596426948,11.8108062959386
ESP,España,1992,20329.1677408367,12.0490155229508
ESP,España,1993,20056.5396155114,11.8740192474163
ESP,España,1994,20673.9544155358,12.2703293872276
ESP,España,1995,21522.0967887257,12.8147404095831
ESP,España,1996,22185.0667599764,13.2402917925216
ESP,España,1997,23113.6150704598,13.8363142894469
ESP,España,1998,24284.8613174619,14.5881212819008
ESP,España,1999,25549.5396429093,15.3999010512787
ESP,España,2000,26994.8601202917,16.3276325543799
ESP,España,2001,28153.553612966,17.0713821050257
ESP,España,2002,28753.3227520684,17.4563657357432
ESP,España,2003,29371.8649278598,17.8533995226841
ESP,España,2004,30088.0926352499,18.3131363201196
ESP,España,2005,30885.6020395599,18.8250467302854
ESP,España,2006,31907.4235097587,19.4809399963694
ESP,España,2007,32735.4330979339,20.0124280585957
ESP,España,2008,32844.326112024,20.0823249992535
ESP,España,2009,31669.6906208215,19.32834249717
ESP,España,2010,31786.404048037,19.4032592543579
ESP,España,2011,31600.0,19.2836090381078
ESP,España,2012,30645.215366245,18.6707458030863
ESP,España,2013,30327.4518490542,18.4667777350713
ESP,España,2014,30842.182876356,18.7971765615769
ESP,España,2015,32057.0982556419,19.5770141744825
ESP,España,2016,33002.6743470795,20.1839665717769
ESP,España,2017,33924.1354190987,20.7754398669881
ESP,España,2018,34553.6259279774,21.179501239624
ESP,España,2019,34957.4655282215,21.4387203714423
ESP,España,2020,30834.5131974243,18.7922534992699
ESP,España,2021,32553.0510281635,19.8953594953431
ESP,España,2022,34123.3867095281,20.9033365529188
FIN,Finlandia,1820,1313.0,0.0
FIN,Finlandia,1850,1519.0,0.156892612338157
FIN,Finlandia,1860,1522.0,0.159177456207159
FIN,Finlandia,1861,1527.0,0.162985529322163
FIN,Finlandia,1862,1428.0,0.0875856816450875
FIN,Finlandia,1863,1527.0,0.162985529322163
FIN,Finlandia,1864,1545.0,0.176694592536177
FIN,Finlandia,1865,1516.0,0.154607768469155
FIN,Finlandia,1866,1527.0,0.162985529322163
FIN,Finlandia,1867,1412.0,0.0753998476770754
FIN,Finlandia,1868,1599.0,0.217821782178218
FIN,Finlandia,1869,1755.0,0.336633663366337
FIN,Finlandia,1870,1817.0,0.383853769992384
FIN,Finlandia,1871,1796.0,0.367859862909368
FIN,Finlandia,1872,1825.0,0.38994668697639
FIN,Finlandia,1873,1902.0,0.448591012947449
FIN,Finlandia,1874,1919.0,0.461538461538461
FIN,Finlandia,1875,1930.0,0.46991622239147
FIN,Finlandia,1876,2007.0,0.528560548362529
FIN,Finlandia,1877,1930.0,0.46991622239147
FIN,Finlandia,1878,1870.0,0.424219345011424
FIN,Finlandia,1879,1860.0,0.416603198781416
FIN,Finlandia,1880,1841.0,0.402132520944402
FIN,Finlandia,1881,1769.0,0.347296268088347
FIN,Finlandia,1882,1918.0,0.460776846915461
FIN,Finlandia,1883,1961.0,0.493526275704494
FIN,Finlandia,1884,1943.0,0.47981721249048
FIN,Finlandia,1885,1962.0,0.494287890327494
FIN,Finlandia,1886,2034.0,0.549124143183549
FIN,Finlandia,1887,2034.0,0.549124143183549
FIN,Finlandia,1888,2075.0,0.58035034272658
FIN,Finlandia,1889,2115.0,0.610814927646611
FIN,Finlandia,1890,2201.0,0.676313785224676
FIN,Finlandia,1891,2152.0,0.638994668697639
FIN,Finlandia,1892,2040.0,0.553693830921554
FIN,Finlandia,1893,2138.0,0.628332063975628
FIN,Finlandia,1894,2230.0,0.698400609291698
FIN,Finlandia,1895,2378.0,0.811119573495811
FIN,Finlandia,1896,2503.0,0.906321401370906
FIN,Finlandia,1897,2589.0,0.971820258948972
FIN,Finlandia,1898,2659.0,1.02513328255902
FIN,Finlandia,1899,2562.0,0.951256664127951
FIN,Finlandia,1900,2659.0,1.02513328255902
FIN,Finlandia,1901,2608.0,0.986290936785986
FIN,Finlandia,1902,2536.0,0.931454683929931
FIN,Finlandia,1903,2687.0,1.04645849200305
FIN,Finlandia,1904,2759.0,1.1012947448591
FIN,Finlandia,1905,2777.0,1.11500380807311
FIN,Finlandia,1906,2860.0,1.17821782178218
FIN,Finlandia,1907,2923.0,1.22619954303123
FIN,Finlandia,1908,2915.0,1.22010662604722
FIN,Finlandia,1909,3003.0,1.28712871287129
FIN,Finlandia,1910,3038.0,1.31378522467631
FIN,Finlandia,1911,3091.0,1.35415079969535
FIN,Finlandia,1912,3223.0,1.45468392993145
FIN,Finlandia,1913,3365.0,1.56283320639756
FIN,Finlandia,1914,3190.0,1.42955064737243
FIN,Finlandia,1915,3000.0,1.28484386900228
FIN,Finlandia,1916,3017.0,1.2977913175933
FIN,Finlandia,1917,2520.0,0.919268849961919
FIN,Finlandia,1918,2184.0,0.663366336633663
FIN,Finlandia,1919,2643.0,1.01294744859101
