anio,region_pbg,participacion_vab,vab,provincia_id,geocodigoFundar,geonombreFundar
2009,NOA,0.0192360922689889,9840.20095931179,AR-T,AR-T,Tucumán
2010,NOA,0.0186069438437797,10469.9481072784,AR-T,AR-T,Tucumán
2011,NOA,0.0191501911681983,11360.4556664133,AR-T,AR-T,Tucumán
2012,NOA,0.0192397353231512,11251.5131160832,AR-T,AR-T,Tucumán
2013,NOA,0.0187393277658238,11200.1271109644,AR-T,AR-T,Tucumán
2014,NOA,0.0186766077255888,10959.964920685,AR-T,AR-T,Tucumán
2015,NOA,0.0186986165200833,11268.4682573096,AR-T,AR-T,Tucumán
2016,NOA,0.0194295566979214,11449.7308006504,AR-T,AR-T,Tucumán
2017,NOA,0.0195650301837334,11826.9778677369,AR-T,AR-T,Tucumán
2018,NOA,0.0203120811715637,11948.6952809951,AR-T,AR-T,Tucumán
2019,NOA,0.0208165171673366,12048.0292319479,AR-T,AR-T,Tucumán
2020,NOA,0.0208115246134226,10852.1602822697,AR-T,AR-T,Tucumán
2021,NOA,0.0206060709739183,11862.0312442344,AR-T,AR-T,Tucumán
2022,NOA,0.0196303754420898,11856.8082411383,AR-T,AR-T,Tucumán
