"anio","iso3","pib_per_capita","cambio_relativo"
"1983","POL","8764","2.24592592592593"
"1984","POL","9006","2.33555555555556"
"1985","POL","9022","2.34148148148148"
"1986","POL","9240","2.42222222222222"
"1987","POL","9059","2.35518518518519"
"1988","POL","9228","2.41777777777778"
"1989","POL","9060","2.35555555555556"
"1990","POL","8150","2.01851851851852"
"1991","POL","7625.84268658559","1.82438618021689"
"1992","POL","7873.92490222084","1.91626848230402"
"1993","POL","8229.52907155428","2.04797373020529"
"1994","POL","8721.82738028979","2.23030643714437"
"1995","POL","9408.2745367175","2.48454612471019"
"1996","POL","10066.1710335318","2.72821149390065"
"1997","POL","10811.2742240417","3.00417563853398"
"1998","POL","11413.2558993834","3.22713181458644"
"1999","POL","12058.4197664512","3.46608139498192"
"2000","POL","12732.1667641745","3.71561732006463"
"2001","POL","13017.5842506949","3.82132750025737"
"2002","POL","13415.5709344415","3.96872997571907"
"2003","POL","14035.636389116","4.19838384782073"
"2004","POL","14906.0942167897","4.52077563584805"
"2005","POL","15580.9367179274","4.77071730293607"
"2006","POL","16711.4479880685","5.1894251807661"
"2007","POL","18067.4279841252","5.69163999412046"
"2008","POL","19011.5460919055","6.0413133673724"
"2009","POL","19718.4644386794","6.30313497728866"
"2010","POL","20608.6930947394","6.63284929434792"
"2011","POL","21837","7.08777777777778"
"2012","POL","22169.8256016437","7.21104651912731"
"2013","POL","22378.3041948035","7.28826081289017"
"2014","POL","23247.8180652457","7.61030298712804"
"2015","POL","24285.1415102141","7.99449685563485"
"2016","POL","25020.6203257842","8.26689641695712"
"2017","POL","26310.1137300086","8.74448656666984"
"2018","POL","27880.8350952392","9.32623522045896"
"2019","POL","29142.0242497419","9.79334231471921"
"2020","POL","28577.1413858914","9.58412643921902"
"2021","POL","30687.6628625035","10.3658010601865"
"2022","POL","32468.402693294","11.0253343308496"
"1900","PRT","2075","0"
"1901","PRT","2023","-0.0250602409638554"
"1902","PRT","2018","-0.0274698795180723"
"1903","PRT","2029","-0.0221686746987951"
"1904","PRT","2039","-0.0173493975903615"
"1905","PRT","1965","-0.0530120481927711"
"1906","PRT","1962","-0.0544578313253012"
"1907","PRT","1991","-0.0404819277108434"
"1908","PRT","1943","-0.0636144578313254"
"1909","PRT","1926","-0.0718072289156626"
"1910","PRT","1957","-0.0568674698795181"
"1911","PRT","1980","-0.0457831325301205"
"1912","PRT","2004","-0.0342168674698795"
"1913","PRT","1992","-0.04"
"1914","PRT","2005","-0.0337349397590362"
"1915","PRT","1957","-0.0568674698795181"
"1916","PRT","1967","-0.0520481927710843"
"1917","PRT","1932","-0.0689156626506024"
"1918","PRT","1833","-0.116626506024096"
"1919","PRT","1870","-0.0987951807228916"
"1920","PRT","1959","-0.0559036144578313"
"1921","PRT","2056","-0.00915662650602411"
"1922","PRT","2279","0.0983132530120483"
"1923","PRT","2348","0.131566265060241"
"1924","PRT","2233","0.0761445783132531"
"1925","PRT","2305","0.110843373493976"
"1926","PRT","2262","0.0901204819277108"
"1927","PRT","2627","0.266024096385542"
"1928","PRT","2343","0.129156626506024"
"1929","PRT","2566","0.236626506024096"
"1930","PRT","2504","0.206746987951807"
"1931","PRT","2600","0.253012048192771"
"1932","PRT","2619","0.262168674698795"
"1933","PRT","2761","0.330602409638554"
"1934","PRT","2844","0.370602409638554"
"1935","PRT","2660","0.281927710843374"
"1936","PRT","2428","0.170120481927711"
"1937","PRT","2801","0.349879518072289"
"1938","PRT","2785","0.342168674698795"
"1939","PRT","2788","0.343614457831325"
"1940","PRT","2574","0.240481927710843"
"1941","PRT","2785","0.342168674698795"
"1942","PRT","2723","0.312289156626506"
"1943","PRT","2879","0.387469879518072"
"1944","PRT","3017","0.453975903614458"
"1945","PRT","2876","0.386024096385542"
"1946","PRT","3073","0.480963855421687"
"1947","PRT","3301","0.590843373493976"
"1948","PRT","3261","0.571566265060241"
"1949","PRT","3279","0.580240963855422"
"1950","PRT","3325","0.602409638554217"
"1951","PRT","3456","0.665542168674699"
"1952","PRT","3445","0.660240963855422"
"1953","PRT","3663","0.765301204819277"
"1954","PRT","3814","0.838072289156627"
"1955","PRT","3945","0.901204819277108"
"1956","PRT","4087","0.969638554216868"
"1957","PRT","4238","1.04240963855422"
"1958","PRT","4259","1.05253012048193"
"1959","PRT","4454","1.14650602409639"
"1960","PRT","4712","1.27084337349398"
"1961","PRT","4972","1.39614457831325"
"1962","PRT","5308","1.55807228915663"
"1963","PRT","5585","1.69156626506024"
"1964","PRT","5926","1.85590361445783"
"1965","PRT","6363","2.06650602409639"
"1966","PRT","6637","2.19855421686747"
"1967","PRT","7143","2.44240963855422"
"1968","PRT","7767","2.74313253012048"
"1969","PRT","7949","2.83084337349398"
"1970","PRT","8724","3.20433734939759"
"1971","PRT","9358","3.50987951807229"
"1972","PRT","10130","3.88192771084337"
"1973","PRT","11258","4.4255421686747"
"1974","PRT","11234","4.41397590361446"
"1975","PRT","10388","4.00626506024096"
"1976","PRT","10861","4.23421686746988"
"1977","PRT","11422","4.50457831325301"
"1978","PRT","11700","4.63855421686747"
"1979","PRT","12326","4.94024096385542"
"1980","PRT","12822","5.17927710843373"
"1981","PRT","12934","5.23325301204819"
"1982","PRT","13198","5.36048192771084"
"1983","PRT","13158","5.34120481927711"
"1984","PRT","12894","5.21397590361446"
"1985","PRT","13240","5.38072289156626"
"1986","PRT","13774","5.63807228915663"
"1987","PRT","14641","6.05590361445783"
"1988","PRT","15729","6.58024096385542"
"1989","PRT","16533","6.96771084337349"
"1990","PRT","17256","7.31614457831325"
"1991","PRT","17949.808301173","7.6505100246617"
"1992","PRT","18598.5281107458","7.96314607746787"
"1993","PRT","18519.9331840567","7.92526900436467"
"1994","PRT","18819.0264179319","8.06941032189488"
"1995","PRT","19262.0303213884","8.28290617898239"
"1996","PRT","19939.3112914324","8.60930664647343"
"1997","PRT","20810.1786053544","9.0290017375202"
"1998","PRT","21782.1186965727","9.49740660075791"
"1999","PRT","22589.9216179509","9.88670921347034"
"2000","PRT","23372.0401422301","10.2636338034844"
"2001","PRT","23751.3717255471","10.446444205083"
"2002","PRT","23896.4596400125","10.5163660915723"
"2003","PRT","23677.5188524351","10.4108524590049"
"2004","PRT","24142.7665709259","10.6350682269523"
"2005","PRT","24377.9498732741","10.7484095774815"
"2006","PRT","24809.0395891879","10.95616365744"
"2007","PRT","25477.2059958743","11.2781715642768"
"2008","PRT","25590.8804355362","11.3329544267644"
"2009","PRT","24902.4569203544","11.0011840580021"
"2010","PRT","25463.1631021506","11.2714039046509"
"2011","PRT","25133","11.1122891566265"
"2012","PRT","24211.4375382567","10.6681626690394"
"2013","PRT","24119.9608360869","10.6240775113672"
"2014","PRT","24442.3862471507","10.7794632516389"
"2015","PRT","24983.7021465007","11.0403383838557"
"2016","PRT","25568.6948248787","11.3222625662066"
"2017","PRT","26529.9867513718","11.7855357837937"
"2018","PRT","27329.6903742046","12.1709351200986"
"2019","PRT","28056.0561098584","12.5209908963173"
"2020","PRT","25700.283841675","11.3856789598434"
"2021","PRT","27138.478461995","12.0787848009614"
"2022","PRT","28992.0582921732","12.9720762853847"
"1900","ROU","1406.82067086439","0"
"1901","ROU","1466.2960162993","0.0422764227642276"
"1902","ROU","1422.83326386609","0.0113821138211381"
"1903","ROU","1450.28342329759","0.0308943089430893"
"1904","ROU","1100.29389054597","-0.217886178861789"
"1905","ROU","1546.35898130784","0.0991869918699184"
"1906","ROU","1663.02215889172","0.182113821138211"
"1907","ROU","1342.77029885755","-0.0455284552845531"
"1908","ROU","1441.13337015376","0.0243902439024388"
"1909","ROU","1411.3956974363","0.00325203252032491"
"1910","ROU","1793.41041619135","0.274796747967479"
"1911","ROU","1743.08512390026","0.239024390243902"
"1912","ROU","1756.81020361601","0.248780487804878"
"1913","ROU","1754.52269033005","0.247154471544715"
"1914","ROU","1473.15855615718","0.0471544715447152"
"1915","ROU","1608.46351362919","0.143332300229079"
"1916","ROU","1495.02792882444","0.0626997170192691"
"1917","ROU","1259.29577950419","-0.104864034496699"
"1918","ROU","1025.80537930217","-0.270834299959574"
"1919","ROU","1014.89811153248","-0.278587432960518"
"1920","ROU","1063.69367797063","-0.24390243902439"
"1921","ROU","1152.90669612301","-0.180487804878049"
"1922","ROU","1283.29495342263","-0.0878048780487806"
"1923","ROU","1386.23305129076","-0.0146341463414635"
"1924","ROU","1386.23305129076","-0.0146341463414635"
"1925","ROU","1395.38310443459","-0.00813008130081305"
"1926","ROU","1528.05887502018","0.0861788617886177"
"1927","ROU","1523.48384844826","0.0829268292682925"
"1928","ROU","1477.73358272909","0.0504065040650405"
"1929","ROU","1557.79654773764","0.107317073170732"
"1930","ROU","1534.92141487805","0.0910569105691055"
"1931","ROU","1560.0840610236","0.108943089430894"
"1932","ROU","1413.68321072226","0.00487804878048781"
"1933","ROU","1422.83326386609","0.0113821138211381"
"1934","ROU","1436.55834358184","0.0211382113821135"
"1935","ROU","1541.78395473593","0.0959349593495931"
"1936","ROU","1585.24670716914","0.126829268292683"
"1937","ROU","1640.14702603214","0.165853658536585"
"1938","ROU","1603.5468134568","0.139837398373983"
"1939","ROU","1626.42194631639","0.156097560975609"
"1940","ROU","1582.95919388318","0.12520325203252"
"1941","ROU","1626.42194631639","0.15609756097561"
"1942","ROU","1505.18374216059","0.0699186991869918"
"1943","ROU","1706.48491132493","0.2130081300813"
"1944","ROU","1290.15749328051","-0.0829268292682929"
"1945","ROU","876.117588522048","-0.377235772357724"
"1946","ROU","853.242455662465","-0.39349593495935"
"1947","ROU","1086.56881083022","-0.227642276422765"
"1948","ROU","2976.05478503181","1.11544715447154"
"1949","ROU","2430.48286633075","0.727642276422764"
"1950","ROU","1883.97680596141","0.339173389316098"
"1951","ROU","2001.54279689916","0.422741958766757"
"1952","ROU","2124.85637527654","0.510396043563229"
"1953","ROU","2249.24695176682","0.598815683014401"
"1954","ROU","2384.66337507997","0.695072744143552"
"1955","ROU","2515.12241137823","0.787805982288326"
"1956","ROU","2587.60262286402","0.839326558426335"
"1957","ROU","2664.58698324302","0.894048785625126"
"1958","ROU","2747.31827034921","0.952856058520371"
"1959","ROU","2841.96232967415","1.02013119975553"
"1960","ROU","2938.8025721958","1.08896743775461"
"1961","ROU","3109.87385188606","1.21056877844656"
"1962","ROU","3199.49997388007","1.27427705616113"
"1963","ROU","3405.65867250093","1.42081932902536"
"1964","ROU","3599.46696361023","1.55858265247029"
"1965","ROU","3803.368068803","1.70352017678708"
"1966","ROU","4212.69745703004","1.99448077802386"
"1967","ROU","4372.44939730858","2.10803607585752"
"1968","ROU","4366.12022001875","2.10353715327206"
"1969","ROU","4501.12429754743","2.1995011096772"
"1970","ROU","4547.40214618321","2.23239645276833"
"1971","ROU","5134.18671834013","2.6494962184381"
"1972","ROU","5413.41779052776","2.8479799896611"
"1973","ROU","5541.71336160821","2.93917538772248"
"1974","ROU","5796.99602658267","3.12063608862162"
"1975","ROU","5995.45066230281","3.26170213906443"
"1976","ROU","6243.14631944519","3.43776982293645"
"1977","ROU","6322.24033528832","3.49399164102684"
"1978","ROU","6476.15652265552","3.60339875350026"
"1979","ROU","6612.02235326066","3.69997526351249"
"1980","ROU","6591.63651394997","3.68548454715262"
"1981","ROU","6514.12685316104","3.63038892452341"
"1982","ROU","6490.43669053225","3.61354942029986"
"1983","ROU","6418.19388045925","3.56219759446366"
"1984","ROU","6659.45404351326","3.73369078336156"
"1985","ROU","6628.60620510294","3.7117634410576"
"1986","ROU","6718.44462628814","3.77562262584624"
"1987","ROU","6551.89904388016","3.65723825329813"
"1988","ROU","6511.95610906519","3.62884591044862"
"1989","ROU","6281.15417901403","3.4647866704679"
"1990","ROU","5596","2.97776355998642"
"1991","ROU","5033.14101947764","2.57767064681041"
"1992","ROU","4818.30439775258","2.42495990963233"
"1993","ROU","5055.91717026104","2.59386045071015"
"1994","ROU","5427.07056828356","2.85768469335117"
"1995","ROU","6014.68971397048","3.27537769279073"
"1996","ROU","6476.47447539912","3.60362476151265"
"1997","ROU","6446.41775277613","3.5822597622306"
"1998","ROU","6407.46688174945","3.55457260079392"
"1999","ROU","6613.93288019736","3.70133330933615"
"2000","ROU","7089.94612573642","4.03969430686583"
"2001","ROU","7860.44322611657","4.58738109903299"
"2002","ROU","8673.61874341077","5.16540467668951"
"2003","ROU","9369.2331638451","5.65986316371682"
"2004","ROU","10531.1718022169","6.48579546797976"
"2005","ROU","11313.8224191907","7.04212125504186"
"2006","ROU","12823.231839342","8.11504366186425"
"2007","ROU","14418.8299767795","9.24923096127112"
"2008","ROU","16347.3435343349","10.6200620824619"
"2009","ROU","15866.126776608","10.2780023105997"
"2010","ROU","16377.3280225609","10.6413757358983"
"2011","ROU","17174","11.2076682235895"
"2012","ROU","17580.9323000955","11.4969249202838"
"2013","ROU","17691.4428945403","11.5754783540892"
"2014","ROU","18487.2596507864","12.1411629311839"
"2015","ROU","19162.1865106698","12.6209162315592"
"2016","ROU","19825.6025546891","13.0924873832766"
"2017","ROU","23003.6952058536","15.3515476295351"
"2018","ROU","24000.4559947952","16.0600677768323"
"2019","ROU","23267.5154591147","15.5390770415809"
"2020","ROU","24799.7118328902","16.628196931207"
"2021","ROU","26102.5876430824","17.5543105696935"
"2022","ROU","26197.9049502886","17.622064270773"
"1900","RUS","1049.18078743003","0"
"1901","RUS","989.84062403759","-0.0565585684596758"
"1902","RUS","1122.72572975165","0.0700974924462479"
"1903","RUS","1106.1027869386","0.0542537570174229"
"1904","RUS","1151.70384141699","0.0977172430292905"
"1905","RUS","1018.93690498205","-0.0288261878318037"
"1906","RUS","938.236800996483","-0.105743440751811"
"1907","RUS","984.708266287204","-0.0614503447978202"
"1908","RUS","973.489308271247","-0.0721434094730107"
"1909","RUS","1079.24855103103","0.02865832462931"
"1910","RUS","1067.63617823542","0.0175902866565087"
"1911","RUS","967.930163200478","-0.0774419672977177"
"1912","RUS","1086.00949503922","0.0351023465645051"
"1913","RUS","1163.26535713207","0.108736807868445"
"1914","RUS","1112.70964214555","0.0605509131282698"
"1915","RUS","1112.11351885963","0.0599827333702447"
"1916","RUS","1077.57948498029","0.0270674967465088"
"1917","RUS","988.812189094728","-0.0575387950852329"
"1918","RUS","721.689783423741","-0.312139726470285"
"1919","RUS","663.768601106591","-0.367345829184983"
"1920","RUS","636.906155679871","-0.392949086267605"
"1921","RUS","566.738992310145","-0.459827134560504"
"1922","RUS","678.926200426799","-0.352898748661008"
"1923","RUS","775.436779836441","-0.260912142953097"
"1924","RUS","901.164803172307","-0.141077673200904"
"1925","RUS","1061.95010881564","0.0121707541146381"
"1926","RUS","1207.42312896051","0.150824665707137"
"1927","RUS","1242.77656453166","0.184520894226292"
"1928","RUS","1281.74117054024","0.221659018061005"
"1929","RUS","1300.60273234698","0.239636436283596"
"1930","RUS","1345.49109867049","0.282420641695393"
"1931","RUS","1411.76307851155","0.345586094813714"
"1932","RUS","1459.3623103734","0.390954092809981"
"1933","RUS","1529.90115882887","0.45818640329506"
"1934","RUS","1696.57909982059","0.61705124621693"
"1935","RUS","1897.64366928877","0.808690830049468"
"1936","RUS","2040.58046045679","0.944927399457249"
"1937","RUS","2297.59291026661","1.1898922833829"
"1938","RUS","2291.09826865526","1.1837020808085"
"1939","RUS","2368.6242203803","1.25759397118036"
"1940","RUS","2529.38450384786","1.41081854924507"
"1941","RUS","2358.29849225146","1.24775226586842"
"1942","RUS","2553.84200040047","1.4341295904361"
"1943","RUS","2447.80413874841","1.3330622978184"
"1944","RUS","2391.63492966983","1.27952604386528"
"1945","RUS","2313.44447564068","1.20500080001224"
"1946","RUS","2435.85819340214","1.32167632364751"
"1947","RUS","2705.82198740551","1.57898545210062"
"1948","RUS","2940.4406151493","1.80260623371871"
"1949","RUS","3106.35037782687","1.96073890700561"
"1950","RUS","3310.83462335241","2.15563786815265"
"1951","RUS","3456.26047173511","2.29424681917902"
"1952","RUS","3686.91716216295","2.51409138094691"
"1953","RUS","3849.79494849937","2.66933420304946"
"1954","RUS","4108.75225997999","2.91615278244315"
"1955","RUS","4312.62095953101","3.11046505159019"
"1956","RUS","4615.27889387285","3.39893576890403"
"1957","RUS","4850.40182629025","3.62303721570363"
"1958","RUS","5114.72857333915","3.87497353613165"
"1959","RUS","5326.70195654247","4.0770105785012"
"1960","RUS","5557","4.29651330502524"
"1961","RUS","5874","4.59865379768189"
"1962","RUS","6229","4.93701302447404"
"1963","RUS","6405","5.10476295099634"
"1964","RUS","6754","5.43740343029341"
"1965","RUS","7068","5.73668454920252"
"1966","RUS","7517","6.1646374867509"
"1967","RUS","7943","6.57066855890147"
"1968","RUS","8391","6.99766837186734"
"1969","RUS","8563","7.16160580005959"
"1970","RUS","9234","7.80115239492587"
"1971","RUS","9567","8.11854288090273"
"1972","RUS","9785","8.32632403989059"
"1973","RUS","10492","9.00018311972734"
"1974","RUS","10801","9.29469861572388"
"1975","RUS","11164","9.64068283917614"
"1976","RUS","11426","9.89040147979457"
"1977","RUS","11692","10.143932618743"
"1978","RUS","11829","10.2745106865473"
"1979","RUS","11867","10.3107294206828"
"1980","RUS","12204","10.6319324049898"
"1981","RUS","12274","10.6986511257657"
"1982","RUS","12267","10.6919792536881"
"1983","RUS","12420","10.8378073148126"
"1984","RUS","12379","10.7987292069295"
"1985","RUS","12475","10.8902291668508"
"1986","RUS","12694","11.0989634504212"
"1987","RUS","12597","11.0065103659174"
"1988","RUS","12720","11.1237446895665"
"1989","RUS","12766","11.1675884203621"
"1990","RUS","12400","10.8187448231623"
"1991","RUS","12012.2355209118","10.4491569659179"
"1992","RUS","10487.5477012209","8.9959395243123"
"1993","RUS","9789.06675878048","8.33020016765541"
"1994","RUS","8743.74686730526","7.33388008250046"
"1995","RUS","8586.32356281519","7.18383606113054"
"1996","RUS","8479.38077559598","7.08190626170944"
"1997","RUS","8813.3500583513","7.4002205949078"
"1998","RUS","8557.4951509082","7.15635899306717"
"1999","RUS","9340.0293750332","7.90221159873851"
"2000","RUS","10552.8846095804","9.05821373781513"
"2001","RUS","11391.1945034735","9.85722750544861"
"2002","RUS","12259.4769155872","10.6848088169979"
"2003","RUS","13521.2389447687","11.8874252242924"
"2004","RUS","14880.9787045091","13.1834266151214"
"2005","RUS","16243.1004941064","14.4816983771633"
"2006","RUS","18008.3360751598","16.1641878033921"
"2007","RUS","20018.122985683","18.0797651134248"
"2008","RUS","21563.4619154372","19.552665635688"
"2009","RUS","20335.5577008682","18.3823199438108"
"2010","RUS","21737.3839189731","19.718434972698"
"2011","RUS","23130","21.0457715935278"
"2012","RUS","24020.3111837986","21.8943490688926"
"2013","RUS","24389.9735879033","22.2466833934756"
"2014","RUS","24135.035740844","22.0036958644304"
"2015","RUS","23607.9540489436","21.5013213468876"
"2016","RUS","23610.3688230742","21.5036229274727"
"2017","RUS","24013.9672746727","21.8883025331554"
"2018","RUS","24690.0822933775","22.5327243780893"
"2019","RUS","25244.118677579","23.0607900754784"
"2020","RUS","24625.3843682691","22.4710591952309"
"2021","RUS","26119.9476386955","23.8955641883954"
"2022","RUS","25437.1080222891","23.2447329640846"
"1900","SGP","2206","0"
"1901","SGP","2429","0.101087941976428"
"1902","SGP","2297","0.0412511332728922"
"1903","SGP","1975","-0.104714415231188"
"1904","SGP","1910","-0.134179510426111"
"1905","SGP","2114","-0.041704442429737"
"1906","SGP","2375","0.0766092475067996"
"1907","SGP","2166","-0.0181323662737988"
"1908","SGP","2488","0.127833182230281"
"1909","SGP","2515","0.140072529465095"
"1910","SGP","2732","0.238440616500453"
"1911","SGP","2447","0.109247506799637"
"1912","SGP","2094","-0.0507706255666365"
"1913","SGP","1812","-0.178603807796918"
"1914","SGP","2166","-0.0181323662737988"
"1915","SGP","2209","0.00135992747053493"
"1916","SGP","1827","-0.171804170444243"
"1917","SGP","2530","0.14687216681777"
"1918","SGP","1978","-0.103354487760653"
"1919","SGP","2244","0.0172257479601088"
"1920","SGP","1932","-0.124206708975521"
"1921","SGP","2182","-0.0108794197642792"
"1922","SGP","2884","0.307343608340888"
"1923","SGP","2952","0.338168631006346"
"1924","SGP","2888","0.309156844968268"
"1925","SGP","3255","0.475521305530372"
"1926","SGP","2686","0.217588395285585"
"1927","SGP","1986","-0.099728014505893"
"1928","SGP","2361","0.0702629193109701"
"1929","SGP","3323","0.50634632819583"
"1930","SGP","3049","0.382139619220308"
"1931","SGP","2246","0.0181323662737987"
"1932","SGP","1954","-0.114233907524932"
"1933","SGP","2766","0.253853127833182"
"1934","SGP","3263","0.479147778785131"
"1935","SGP","3676","0.666364460562103"
"1936","SGP","3652","0.655485040797824"
"1937","SGP","3967","0.798277425203989"
"1938","SGP","3363","0.524478694469628"
"1939","SGP","3912","0.773345421577516"
"1950","SGP","3572","0.619220308250227"
"1951","SGP","3368","0.526745240253853"
"1952","SGP","2342","0.0616500453309157"
"1953","SGP","2794","0.266545784224841"
"1954","SGP","3202","0.451495920217588"
"1955","SGP","2946","0.335448776065276"
"1956","SGP","3241","0.469174977334542"
"1957","SGP","2874","0.302810516772439"
"1958","SGP","2880","0.305530371713509"
"1959","SGP","3239","0.468268359020852"
"1960","SGP","3464","0.57026291931097"
"1961","SGP","3623","0.64233907524932"
"1962","SGP","3775","0.711242067089755"
"1963","SGP","4049","0.835448776065276"
"1964","SGP","3800","0.722574796010879"
"1965","SGP","3991","0.809156844968268"
"1966","SGP","4317","0.956935630099728"
"1967","SGP","4741","1.14913871260199"
"1968","SGP","5294","1.39981867633726"
"1969","SGP","5931","1.68857660924751"
"1970","SGP","6650","2.01450589301904"
"1971","SGP","7318","2.31731640979148"
"1972","SGP","8155","2.69673617407072"
"1973","SGP","8894","3.03173164097915"
"1974","SGP","9314","3.22212148685403"
"1975","SGP","9602","3.35267452402539"
"1976","SGP","10178","3.61378059836809"
"1977","SGP","10790","3.89120580235721"
"1978","SGP","11588","4.25294650951949"
"1979","SGP","12521","4.67588395285585"
"1980","SGP","13601","5.16545784224841"
"1981","SGP","14335","5.49818676337262"
"1982","SGP","14687","5.65775158658205"
"1983","SGP","15720","6.1260199456029"
"1984","SGP","16767","6.60063463281958"
"1985","SGP","16611","6.52991840435177"
"1986","SGP","16831","6.62964641885766"
"1987","SGP","18345","7.31595648232094"
"1988","SGP","19853","7.99954669084316"
"1989","SGP","21221","8.61967361740707"
"1990","SGP","22666","9.27470534904805"
"1991","SGP","23636.6826875653","9.71472469971228"
"1992","SGP","24775.5711919494","10.2309932873751"
"1993","SGP","27073.714552744","11.2727627165657"
"1994","SGP","29454.6124611513","12.3520455399598"
"1995","SGP","30957.2871651082","13.0332217430228"
"1996","SGP","32724.4875328756","13.8343098517115"
"1997","SGP","34868.0659692042","14.8060135853147"
"1998","SGP","33590.4819258856","14.2268730398393"
"1999","SGP","35156.1182739866","14.9365903327228"
"2000","SGP","37772.7596926971","16.1227378480041"
"2001","SGP","36864.5751243973","15.7110494670885"
"2002","SGP","37829.9043369914","16.1486420385274"
"2003","SGP","38950.7459376796","16.6567297994921"
"2004","SGP","42111.1662234909","18.089377254529"
"2005","SGP","44698.8385991564","19.2623928373329"
"2006","SGP","48073.5880877817","20.7921976825846"
"2007","SGP","51844.0617998722","22.5013879419185"
"2008","SGP","52180.1731759185","22.6537503064"
"2009","SGP","51344.4780400612","22.2749220489851"
"2010","SGP","58612.7310490197","25.569687692212"
"2011","SGP","61672","26.9564823209429"
"2012","SGP","62855.5234633307","27.4929843442116"
"2013","SGP","64821.9276146262","28.3843733520518"
"2014","SGP","66498.5557490569","29.1444042380131"
"2015","SGP","67673.9413532459","29.6772172952157"
"2016","SGP","69211.0465967401","30.3740011771261"
"2017","SGP","72292.0362293825","31.7706419897473"
"2018","SGP","74518.1522472353","32.7797607648392"
"2019","SGP","74649.7354848292","32.8394086513278"
"2020","SGP","71964.6992199707","31.6222571260067"
"2021","SGP","77945.485939299","34.3334025110149"
"2022","SGP","80320.0872024852","35.4098310074729"
"1900","SUN","1906","0"
"1901","SUN","1953","0.0246589716684156"
"1902","SUN","2123","0.113850996852046"
"1903","SUN","1977","0.0372507869884575"
"1904","SUN","2185","0.146379853095488"
"1905","SUN","1935","0.015215110178384"
"1906","SUN","1849","-0.0299055613850997"
"1907","SUN","1776","-0.0682056663168941"
"1908","SUN","1940","0.0178384050367262"
"1909","SUN","2015","0.0571878279118574"
"1910","SUN","2149","0.127492130115425"
"1911","SUN","1986","0.0419727177334732"
"1912","SUN","2146","0.12591815320042"
"1913","SUN","2254","0.182581322140609"
"1914","SUN","2152","0.12906610703043"
"1915","SUN","2216","0.162644281217209"
"1916","SUN","1969","0.0330535152151101"
"1917","SUN","1729","-0.0928646379853095"
"1918","SUN","1058","-0.444910807974816"
"1919","SUN","913","-0.520986358866737"
"1920","SUN","917","-0.518887722980063"
"1921","SUN","838","-0.560335781741868"
"1922","SUN","974","-0.488982161594963"
"1923","SUN","1122","-0.411332633788038"
"1924","SUN","1420","-0.25498426023085"
"1925","SUN","1776","-0.0682056663168941"
"1926","SUN","1994","0.0461699895068206"
"1927","SUN","2077","0.089716684155299"
"1928","SUN","2184","0.14585519412382"
"1929","SUN","2209","0.15897166841553"
"1930","SUN","2308","0.210912906610703"
"1931","SUN","2330","0.222455403987408"
"1932","SUN","2294","0.203567681007345"
"1933","SUN","2380","0.248688352570829"
"1934","SUN","2598","0.363064008394544"
"1935","SUN","2971","0.558761804826863"
"1936","SUN","3174","0.665267576075551"
"1937","SUN","3437","0.803252885624344"
"1938","SUN","3427","0.79800629590766"
"1939","SUN","3566","0.87093389296957"
"1940","SUN","3417","0.792759706190976"
"1946","SUN","3049","0.599685204616999"
"1947","SUN","3389","0.77806925498426"
"1948","SUN","3829","1.00891920251836"
"1949","SUN","4181","1.19359916054565"
"1950","SUN","4529","1.37618048268625"
"1951","SUN","4473","1.34679958027282"
"1952","SUN","4682","1.45645330535152"
"1953","SUN","4803","1.5199370409234"
"1954","SUN","4951","1.59758656873033"
"1955","SUN","5281","1.7707240293809"
"1956","SUN","5684","1.98216159496327"
"1957","SUN","5700","1.99055613850997"
"1958","SUN","6020","2.15844700944386"
"1959","SUN","5848","2.06820566631689"
"1960","SUN","6288","2.299055613851"
"1961","SUN","6532","2.42707240293809"
"1962","SUN","6599","2.46222455403987"
"1963","SUN","6352","2.33263378803778"
"1964","SUN","7076","2.71248688352571"
"1965","SUN","7387","2.87565582371459"
"1966","SUN","7657","3.01731374606506"
"1967","SUN","7911","3.15057712486884"
"1968","SUN","8292","3.3504721930745"
"1969","SUN","8329","3.36988457502623"
"1970","SUN","8886","3.66211962224554"
"1971","SUN","9033","3.7392444910808"
"1972","SUN","8995","3.7193074501574"
"1973","SUN","9658","4.06715634837356"
"1974","SUN","9844","4.16474291710388"
"1975","SUN","9779","4.13064008394544"
"1976","SUN","10143","4.32161594963274"
"1977","SUN","10288","4.39769150052466"
"1978","SUN","10455","4.48530954879328"
"1979","SUN","10316","4.41238195173137"
"1980","SUN","10245","4.37513116474292"
"1981","SUN","10254","4.37985309548793"
"1982","SUN","10418","4.46589716684155"
"1983","SUN","10659","4.59233997901364"
"1984","SUN","10694","4.61070304302204"
"1985","SUN","10692","4.6096537250787"
"1986","SUN","11035","4.78961175236097"
"1987","SUN","11081","4.81374606505771"
"1988","SUN","11226","4.88982161594963"
"1989","SUN","11336","4.94753410283316"
"1990","SUN","10989","4.76547743966422"
"1991","SUN","10388.2531523161","4.45029021632532"
"1992","SUN","8977.54823260553","3.71015122382242"
"1993","SUN","8199.73036197882","3.30206209967409"
"1994","SUN","7166.39375402656","2.75991277755853"
"1995","SUN","6887.72981418636","2.6137092414409"
"1996","SUN","6786.94183462583","2.56082992372814"
"1997","SUN","7031.83013456563","2.68931276734818"
"1998","SUN","6975.5236979886","2.65977109023536"
"1999","SUN","7419.67573242055","2.89279943988486"
"2000","SUN","8193.51577587947","3.29880156132186"
