"anio","iso3","pib_per_capita","cambio_relativo"
"1947","CHL","5187","0.531896042528057"
"1948","CHL","5939","0.753987005316007"
"1949","CHL","5710","0.686355581807442"
"1950","CHL","5880","0.73656231541642"
"1951","CHL","6001","0.772297696396929"
"1952","CHL","6252","0.846426461901949"
"1953","CHL","6582","0.943886591848789"
"1954","CHL","6237","0.841996455995275"
"1955","CHL","6341","0.872711163614885"
"1956","CHL","6285","0.856172474896633"
"1957","CHL","6758","0.995865327820437"
"1958","CHL","6958","1.05493207324276"
"1959","CHL","6409","0.892793857058476"
"1960","CHL","6781","1.002658003544"
"1961","CHL","6923","1.04459539279386"
"1962","CHL","7071","1.08830478440638"
"1963","CHL","7336","1.16656822209096"
"1964","CHL","7320","1.16184288245718"
"1965","CHL","7208","1.12876550502067"
"1966","CHL","7844","1.31659775546367"
"1967","CHL","7933","1.34288245717661"
"1968","CHL","8053","1.37832250443001"
"1969","CHL","8187","1.41789722386297"
"1970","CHL","8195","1.42025989367986"
"1971","CHL","8773","1.59096278795038"
"1972","CHL","8520","1.51624335499114"
"1973","CHL","7911","1.33638511518015"
"1974","CHL","7857","1.32043709391613"
"1975","CHL","6731","0.987891317188423"
"1976","CHL","6868","1.02835203780272"
"1977","CHL","7438","1.19669226225635"
"1978","CHL","7936","1.34376845835794"
"1979","CHL","8475","1.50295333727112"
"1980","CHL","9024","1.6650915534554"
"1981","CHL","9427","1.78411104548139"
"1982","CHL","8016","1.36739515652688"
"1983","CHL","7667","1.26432368576491"
"1984","CHL","7992","1.3603071470762"
"1985","CHL","8024","1.36975782634377"
"1986","CHL","8325","1.45865327820437"
"1987","CHL","8721","1.57560543414058"
"1988","CHL","9199","1.71677495569994"
"1989","CHL","10005","1.95481393975192"
"1990","CHL","10203","2.01329001772002"
"1991","CHL","10746.4915641559","2.17380140701591"
"1992","CHL","11773.3007091455","2.477052778838"
"1993","CHL","12296.9256463059","2.63169688313818"
"1994","CHL","12692.5511321862","2.74853843242357"
"1995","CHL","13715.9329954789","3.05077761236826"
"1996","CHL","14433.3197742387","3.26264612352001"
"1997","CHL","15079.8311950225","3.45358275104031"
"1998","CHL","15259.5408475535","3.50665707252022"
"1999","CHL","14846.4175283184","3.38464782289381"
"2000","CHL","15211.6232956044","3.49250540330905"
"2001","CHL","15448.008813318","3.5623180192906"
"2002","CHL","15509.8247751724","3.58057435770004"
"2003","CHL","15809.1777684547","3.66898339292813"
"2004","CHL","16478.9727867052","3.86679645206887"
"2005","CHL","17137.4860414664","4.06127762594993"
"2006","CHL","17920.8031312197","4.29261758157699"
"2007","CHL","18487.9007351472","4.46010063058097"
"2008","CHL","18804.0293633295","4.55346407658876"
"2009","CHL","18184.4813776621","4.37049066085709"
"2010","CHL","18909.8472762053","4.58471567519354"
"2011","CHL","19705","4.81955109273479"
"2012","CHL","20690.7962302479","5.1106899675865"
"2013","CHL","21171.061311926","5.25252844416008"
"2014","CHL","21337.7594600898","5.30176002955989"
"2015","CHL","21574.0177869608","5.37153508179587"
"2016","CHL","21715.7137916762","5.41338269098531"
"2017","CHL","21709.4271393485","5.41152603052231"
"2018","CHL","22175.6650149286","5.54922180003797"
"2019","CHL","21924.4075792293","5.47501700508839"
"2020","CHL","20205.8686944782","4.96747451106857"
"2021","CHL","22324.9614330869","5.59331406765709"
"2022","CHL","22740.721423691","5.7161020152661"
"1900","CHN","972","0"
"1911","CHN","905","-0.0689300411522634"
"1913","CHN","985","0.0133744855967077"
"1929","CHN","1003","0.0318930041152263"
"1930","CHN","1012","0.0411522633744856"
"1931","CHN","1015","0.0442386831275721"
"1932","CHN","1039","0.0689300411522633"
"1933","CHN","923","-0.0504115226337448"
"1934","CHN","937","-0.0360082304526749"
"1935","CHN","1007","0.036008230452675"
"1936","CHN","1065","0.095679012345679"
"1937","CHN","1034","0.0637860082304527"
"1938","CHN","1003","0.0318930041152263"
"1950","CHN","799","-0.17798353909465"
"1951","CHN","950","-0.022633744855967"
"1952","CHN","1047","0.0771604938271604"
"1953","CHN","1157","0.190329218106996"
"1954","CHN","1049","0.0792181069958848"
"1955","CHN","1119","0.151234567901235"
"1956","CHN","1189","0.223251028806584"
"1957","CHN","1195","0.229423868312757"
"1958","CHN","1173","0.20679012345679"
"1959","CHN","1117","0.14917695473251"
"1960","CHN","1057","0.0874485596707819"
"1961","CHN","874","-0.10082304526749"
"1962","CHN","926","-0.0473251028806584"
"1963","CHN","1034","0.0637860082304527"
"1964","CHN","1152","0.185185185185185"
"1965","CHN","1253","0.289094650205761"
"1966","CHN","1261","0.297325102880658"
"1967","CHN","1237","0.272633744855967"
"1968","CHN","1178","0.211934156378601"
"1969","CHN","1264","0.300411522633745"
"1970","CHN","1398","0.438271604938272"
"1971","CHN","1446","0.487654320987654"
"1972","CHN","1431","0.472222222222222"
"1973","CHN","1513","0.556584362139918"
"1974","CHN","1519","0.56275720164609"
"1975","CHN","1594","0.639917695473251"
"1976","CHN","1519","0.56275720164609"
"1977","CHN","1583","0.628600823045268"
"1978","CHN","1744","0.794238683127572"
"1979","CHN","1859","0.912551440329218"
"1980","CHN","1930","0.98559670781893"
"1981","CHN","1962","1.01851851851852"
"1982","CHN","2128","1.18930041152263"
"1983","CHN","2227","1.29115226337449"
"1984","CHN","2444","1.51440329218107"
"1985","CHN","2619","1.69444444444444"
"1986","CHN","2748","1.82716049382716"
"1987","CHN","2931","2.01543209876543"
"1988","CHN","3045","2.13271604938272"
"1989","CHN","3022","2.10905349794239"
"1990","CHN","2982","2.0679012345679"
"1991","CHN","3051.31512515357","2.13921309172178"
"1992","CHN","3227.74414154146","2.32072442545418"
"1993","CHN","3506.48009477448","2.60748980943877"
"1994","CHN","3730.16409441644","2.83761738108687"
"1995","CHN","3999.72918099","3.11494771706791"
"1996","CHN","4219.64417241615","3.34119770824707"
"1997","CHN","4310.82819841617","3.43500843458453"
"1998","CHN","4309.84717556826","3.4339991518192"
"1999","CHN","4466.73625021457","3.5954076648298"
"2000","CHN","4730.3543512023","3.86661970288303"
"2001","CHN","4995.1447248206","4.13903778273724"
"2002","CHN","5343.11225782478","4.4970290718362"
"2003","CHN","5649.46323912719","4.81220497852592"
"2004","CHN","6067.59116137029","5.24237773803528"
"2005","CHN","6626.59182113053","5.81748129745939"
"2006","CHN","7271.03565197081","6.48048935387944"
"2007","CHN","7895.71289269742","7.12316141224014"
"2008","CHN","8190.11209450594","7.42604124949171"
"2009","CHN","8734.04062380443","7.98563850185641"
"2010","CHN","9658.41859928433","8.93664464946947"
"2011","CHN","10221","9.51543209876543"
"2012","CHN","10946.8339714906","10.2621748677886"
"2013","CHN","11731.2945974884","11.0692331249881"
"2014","CHN","12515.198304796","11.875718420572"
"2015","CHN","13325.4317481911","12.7092919220073"
"2016","CHN","14138.9546372735","13.5462496268246"
"2017","CHN","15030.4474223136","14.4634232739852"
"2018","CHN","15977.0077986206","15.4372508216261"
"2019","CHN","16879.5397015323","16.3657815859385"
"2020","CHN","17225.9682769427","16.722189585332"
"2021","CHN","18666.6045694826","18.2043256887681"
"2022","CHN","19238.1787826934","18.792365002771"
"1900","COL","1089","0"
"1901","COL","1082","-0.0064279155188246"
"1902","COL","1078","-0.0101010101010101"
"1903","COL","1071","-0.0165289256198347"
"1904","COL","1066","-0.0211202938475665"
"1905","COL","1062","-0.0247933884297521"
"1906","COL","1070","-0.0174471992653811"
"1907","COL","1119","0.0275482093663912"
"1908","COL","1160","0.0651974288337924"
"1909","COL","1197","0.0991735537190082"
"1910","COL","1242","0.140495867768595"
"1911","COL","1278","0.173553719008265"
"1912","COL","1317","0.209366391184573"
"1913","COL","1347","0.236914600550964"
"1914","COL","1372","0.259871441689624"
"1915","COL","1407","0.292011019283747"
"1916","COL","1452","0.333333333333333"
"1917","COL","1482","0.360881542699725"
"1918","COL","1535","0.409550045913682"
"1919","COL","1629","0.495867768595041"
"1920","COL","1707","0.567493112947658"
"1921","COL","1769","0.624426078971533"
"1922","COL","1851","0.699724517906336"
"1923","COL","1930","0.7722681359045"
"1924","COL","2000","0.836547291092746"
"1925","COL","2000","0.836547291092746"
"1926","COL","2136","0.961432506887052"
"1927","COL","2270","1.08448117539027"
"1928","COL","2375","1.18089990817264"
"1929","COL","2399","1.20293847566575"
"1930","COL","2350","1.15794306703398"
"1931","COL","2308","1.11937557392103"
"1932","COL","2409","1.21212121212121"
"1933","COL","2514","1.30853994490358"
"1934","COL","2432","1.23324150596878"
"1935","COL","2673","1.45454545454545"
"1936","COL","2780","1.55280073461892"
"1937","COL","2791","1.56290174471993"
"1938","COL","2938","1.69788797061524"
"1939","COL","3037","1.78879706152433"
"1940","COL","3021","1.77410468319559"
"1941","COL","2992","1.74747474747475"
"1942","COL","2920","1.68135904499541"
"1943","COL","2856","1.62258953168044"
"1944","COL","2970","1.72727272727273"
"1945","COL","3027","1.77961432506887"
"1946","COL","3215","1.95224977043159"
"1947","COL","3255","1.98898071625344"
"1948","COL","3268","2.00091827364555"
"1949","COL","3359","2.08448117539027"
"1950","COL","3432","2.15151515151515"
"1951","COL","3427","2.14692378328742"
"1952","COL","3529","2.24058769513315"
"1953","COL","3629","2.33241505968779"
"1954","COL","3759","2.45179063360882"
"1955","COL","3783","2.47382920110193"
"1956","COL","3811","2.49954086317723"
"1957","COL","3826","2.51331496786042"
"1958","COL","3798","2.48760330578512"
"1959","COL","3942","2.6198347107438"
"1960","COL","3980","2.65472910927456"
"1961","COL","4049","2.71808999081726"
"1962","COL","4135","2.79706152433425"
"1963","COL","4140","2.80165289256198"
"1964","COL","4264","2.91551882460973"
"1965","COL","4286","2.93572084481175"
"1966","COL","4383","3.02479338842975"
"1967","COL","4438","3.0752984389348"
"1968","COL","4581","3.20661157024793"
"1969","COL","4744","3.35629017447199"
"1970","COL","4932","3.52892561983471"
"1971","COL","5091","3.67493112947658"
"1972","COL","5348","3.910927456382"
"1973","COL","5577","4.12121212121212"
"1974","COL","5767","4.29568411386593"
"1975","COL","5772","4.30027548209366"
"1976","COL","5918","4.43434343434343"
"1977","COL","6046","4.55188246097337"
"1978","COL","6443","4.91643709825528"
"1979","COL","6658","5.11386593204775"
"1980","COL","6786","5.23140495867769"
"1981","COL","6782","5.2277318640955"
"1982","COL","6698","5.1505968778696"
"1983","COL","6655","5.11111111111111"
"1984","COL","6741","5.1900826446281"
"1985","COL","6809","5.25252525252525"
"1986","COL","7071","5.4931129476584"
"1987","COL","7296","5.69972451790634"
"1988","COL","7442","5.83379247015611"
"1989","COL","7533","5.91735537190083"
"1990","COL","7693","6.06427915518825"
"1991","COL","7713.02202563815","6.08266485366221"
"1992","COL","7888.10549029318","6.24343938502588"
"1993","COL","8180.87053014339","6.51227780545765"
"1994","COL","8447.85724015907","6.75744466497619"
"1995","COL","8735.88332305589","7.02193142613029"
"1996","COL","8770.58320363863","7.05379541197303"
"1997","COL","8952.47296753857","7.22081998855699"
"1998","COL","8863.26137405975","7.1388993333882"
"1999","COL","8382.13986338989","6.69709812983461"
"2000","COL","8496.79186144236","6.80238003805543"
"2001","COL","8528.03353336023","6.83106844202041"
"2002","COL","8630.54242975466","6.92519966001347"
"2003","COL","8855.21744466881","7.13151280502186"
"2004","COL","9211.27911250038","7.45847485078088"
"2005","COL","9524.72270675406","7.74630184274937"
"2006","COL","10039.6831173261","8.21917641627742"
"2007","COL","10602.3048784126","8.73581715189402"
"2008","COL","10846.7376868879","8.96027335802377"
"2009","COL","10894.1022875402","9.00376702253457"
"2010","COL","11191.6864065695","9.27703067637238"
"2011","COL","11788","9.82460973370064"
"2012","COL","12129.809173045","10.1384840891138"
"2013","COL","12633.4815400684","10.6009931497414"
"2014","COL","12981.564966086","10.9206289863048"
"2015","COL","13237.2909988674","11.1554554626882"
"2016","COL","13367.4456944415","11.274973089478"
"2017","COL","13380.6424137192","11.2870912889983"
"2018","COL","13485.7025564709","11.3835652492845"
"2019","COL","13603.9933090762","11.4921885299139"
"2020","COL","12377.1349498098","10.3655968317813"
"2021","COL","13553.3994282833","11.4457295025558"
"2022","COL","14468.9638982714","12.2864682261445"
"1900","CSK","2756","0"
"1910","CSK","3174","0.15166908563135"
"1913","CSK","3341","0.212264150943396"
"1920","CSK","3081","0.117924528301887"
"1921","CSK","3323","0.205732946298984"
"1922","CSK","3198","0.160377358490566"
"1923","CSK","3429","0.244194484760522"
"1924","CSK","3751","0.361030478955007"
"1925","CSK","4154","0.507256894049347"
"1926","CSK","4105","0.489477503628447"
"1927","CSK","4387","0.591799709724238"
"1928","CSK","4745","0.721698113207547"
"1929","CSK","4849","0.759433962264151"
"1930","CSK","4664","0.692307692307692"
"1931","CSK","4477","0.624455732946299"
"1932","CSK","4272","0.550072568940494"
"1933","CSK","4068","0.476052249637155"
"1934","CSK","3894","0.412917271407838"
"1935","CSK","3841","0.393686502177068"
"1936","CSK","4143","0.503265602322206"
"1937","CSK","4594","0.666908563134978"
"1948","CSK","4922","0.785921625544267"
"1949","CSK","5195","0.884978229317852"
"1950","CSK","5581","1.02503628447025"
"1951","CSK","5617","1.03809869375907"
"1952","CSK","5735","1.08091436865022"
"1953","CSK","5649","1.04970972423803"
"1954","CSK","5821","1.11211901306241"
"1955","CSK","6252","1.26850507982583"
"1956","CSK","6551","1.37699564586357"
"1957","CSK","6886","1.49854862119013"
"1958","CSK","7348","1.66618287373004"
"1959","CSK","7619","1.76451378809869"
"1960","CSK","8142","1.95428156748911"
"1961","CSK","8389","2.04390420899855"
"1962","CSK","8454","2.06748911465893"
"1963","CSK","8241","1.99020319303338"
"1964","CSK","8563","2.10703918722787"
"1965","CSK","8820","2.20029027576197"
"1966","CSK","9151","2.32039187227866"
"1967","CSK","9507","2.44956458635704"
"1968","CSK","9919","2.59905660377358"
"1969","CSK","10128","2.67489114658926"
"1970","CSK","10307","2.73984034833091"
"1971","CSK","10613","2.85087082728592"
"1972","CSK","10932","2.966618287373"
"1973","CSK","11223","3.072206095791"
"1974","CSK","11545","3.18904208998549"
"1975","CSK","11794","3.27939042089985"
"1976","CSK","11893","3.31531204644412"
"1977","CSK","12344","3.47895500725689"
"1978","CSK","12411","3.50326560232221"
"1979","CSK","12439","3.51342525399129"
"1980","CSK","12723","3.61647314949202"
"1981","CSK","12612","3.57619738751814"
"1982","CSK","12824","3.65312046444122"
"1983","CSK","12986","3.71190130624093"
"1984","CSK","13260","3.81132075471698"
"1985","CSK","13337","3.83925979680697"
"1986","CSK","13560","3.92017416545718"
"1987","CSK","13603","3.93577648766328"
"1988","CSK","13882","4.03701015965167"
"1989","CSK","13976","4.0711175616836"
"1990","CSK","13570","3.92380261248186"
"1991","CSK","11949.6328228259","3.33586096619227"
"1992","CSK","11742.929170063","3.26085964080662"
"1993","CSK","11879.8085290935","3.31052559110795"
"1994","CSK","12358.1109581709","3.48407509367595"
"1995","CSK","13181.2915792501","3.7827618212083"
"1996","CSK","13981.7828083128","4.07321582304528"
"1997","CSK","14199.4082146254","4.15218004884812"
"1998","CSK","14485.9278282845","4.25614217281731"
"1999","CSK","14769.399758199","4.35899846088499"
"2000","CSK","15378.2064270398","4.57990073550065"
"2001","CSK","15999.6403817145","4.80538475388771"
"2002","CSK","16595.3987787566","5.02155253220485"
"2003","CSK","17407.0738500695","5.31606453195556"
"2004","CSK","18389.2276767644","5.67243384497981"
"2005","CSK","19774.0611780511","6.17491334472102"
"2006","CSK","21409.4276158362","6.76829739326421"
"2007","CSK","23146.2074966742","7.39847877237814"
"2008","CSK","24256.8832231041","7.8014815758723"
"2009","CSK","23659.4751223026","7.58471521128541"
"2010","CSK","24573.3094849798","7.91629516871547"
"2011","CSK","25289","8.17597968069666"
"2012","CSK","25211.4047786095","8.14782466567835"
"2013","CSK","25237.0689967378","8.15713679126915"
"2014","CSK","25808.5372084064","8.36449100450159"
"2015","CSK","27144.9487281603","8.84940084476063"
"2016","CSK","27732.6257100875","9.06263632441492"
"2017","CSK","28926.4915601496","9.49582422356661"
"2018","CSK","29842.957803434","9.8283591449325"
"2019","CSK","30607.3143158752","10.1057018562682"
"2020","CSK","29043.4407996161","9.53825863556463"
"2021","CSK","30071.3760573973","9.91123949832992"
"2022","CSK","30640.913369701","10.1178930949568"
"1900","DEU","4758","0"
"1901","DEU","4576","-0.0382513661202186"
"1902","DEU","4611","-0.0308953341740227"
"1903","DEU","4795","0.00777637662883568"
"1904","DEU","4914","0.0327868852459017"
"1905","DEU","4948","0.0399327448507776"
"1906","DEU","5024","0.0559058427910888"
"1907","DEU","5172","0.0870113493064313"
"1908","DEU","5187","0.0901639344262295"
"1909","DEU","5220","0.0970996216897857"
"1910","DEU","5337","0.121689785624212"
"1911","DEU","5432","0.141656158049601"
"1912","DEU","5617","0.180538041193779"
"1913","DEU","5815","0.222152164775116"
"1914","DEU","4876","0.0248003362757461"
"1915","DEU","4621","-0.0287936107608239"
"1916","DEU","4678","-0.0168137873055906"
"1917","DEU","4705","-0.0111391340899538"
"1918","DEU","4755","-0.000630517023959665"
"1919","DEU","4122","-0.133669609079445"
"1920","DEU","4457","-0.0632618747372846"
"1921","DEU","4906","0.0311055065153425"
"1922","DEU","5310","0.116015132408575"
"1923","DEU","4383","-0.0788146279949559"
"1924","DEU","5099","0.0716687683900799"
"1925","DEU","5630","0.183270281630937"
"1926","DEU","5746","0.207650273224044"
"1927","DEU","6282","0.320302648171501"
"1928","DEU","6519","0.370113493064313"
"1929","DEU","6457","0.35708280790248"
"1930","DEU","6333","0.331021437578815"
"1931","DEU","5821","0.223413198823035"
"1932","DEU","5359","0.126313577133249"
"1933","DEU","5668","0.191256830601093"
"1934","DEU","6150","0.292559899117276"
"1935","DEU","6567","0.380201765447667"
"1936","DEU","7095","0.491172761664565"
"1937","DEU","7468","0.569567044976881"
"1938","DEU","7960","0.672971836906263"
"1939","DEU","8617","0.811055065153426"
"1940","DEU","8612","0.810004203446826"
"1941","DEU","9103","0.913198823034889"
"1942","DEU","9149","0.922866750735603"
"1943","DEU","9389","0.973308112652375"
"1944","DEU","9698","1.03825136612022"
"1945","DEU","7195","0.512189995796553"
"1946","DEU","3534","-0.257250945775536"
"1947","DEU","3883","-0.183900798654897"
"1948","DEU","4517","-0.0506515342580917"
"1949","DEU","5231","0.0994115174443044"
"1950","DEU","6186","0.300126103404792"
"1951","DEU","6704","0.408995376208491"
"1952","DEU","7257","0.525220680958386"
"1953","DEU","7818","0.64312736443884"
"1954","DEU","8364","0.757881462799496"
"1955","DEU","9240","0.941992433795712"
"1956","DEU","9846","1.06935687263556"
"1957","DEU","10348","1.17486338797814"
"1958","DEU","10739","1.25704077343422"
"1959","DEU","11440","1.40437158469945"
"1960","DEU","12282","1.58133669609079"
"1961","DEU","12675","1.66393442622951"
"1962","DEU","13106","1.75451870533838"
"1963","DEU","13367","1.80937368642287"
"1964","DEU","14062","1.95544346364018"
"1965","DEU","14642","2.07734342160572"
"1966","DEU","14964","2.14501891551072"
"1967","DEU","14979","2.14817150063052"
"1968","DEU","15723","2.30453972257251"
"1969","DEU","16641","2.49747793190416"
"1970","DEU","17277","2.63114754098361"
"1971","DEU","17657","2.71101303068516"
"1972","DEU","18301","2.84636401849517"
"1973","DEU","19074","3.00882723833544"
"1974","DEU","19228","3.0411937788987"
"1975","DEU","19193","3.0338377469525"
"1976","DEU","20218","3.24926439680538"
"1977","DEU","20837","3.37936107608239"
"1978","DEU","21447","3.50756620428752"
"1979","DEU","22305","3.68789407313997"
"1980","DEU","22497","3.72824716267339"
"1981","DEU","22553","3.74001681378731"
"1982","DEU","22380","3.70365699873897"
"1983","DEU","22840","3.80033627574611"
"1984","DEU","23564","3.95250105086171"
"1985","DEU","24133","4.07208911307272"
"1986","DEU","24657","4.18221941992434"
"1987","DEU","25027","4.25998318621269"
"1988","DEU","25759","4.41382934005885"
"1989","DEU","26393","4.54707860445565"
"1990","DEU","25391","4.33648591845313"
"1991","DEU","26769.960305853","4.62630523452144"
"1992","DEU","27385.0555597794","4.7555812441739"
"1993","DEU","27250.7005574777","4.72734353877212"
"1994","DEU","28140.0558753554","4.91426142819575"
"1995","DEU","28868.9461660833","5.06745400716336"
"1996","DEU","29349.9828354558","5.1685546102261"
"1997","DEU","30186.9444407555","5.3444607904068"
"1998","DEU","31129.5843976566","5.54257763717037"
"1999","DEU","32087.6039588508","5.7439268513768"
"2000","DEU","33367.2838090657","6.01288016163634"
"2001","DEU","34260.287632777","6.20056486607336"
"2002","DEU","34590.930161486","6.27005678047205"
"2003","DEU","34716.4405462159","6.2964355918907"
"2004","DEU","35528.713472379","6.46715289457314"
"2005","DEU","36205.5749842271","6.60941046326756"
"2006","DEU","38014.1368531027","6.98952014567101"
"2007","DEU","39752.2067371978","7.35481436258886"
"2008","DEU","40715.4341729467","7.55725812798376"
"2009","DEU","38962.9387026632","7.18893205184178"
"2010","DEU","41109.5818188755","7.64009706155432"
"2011","DEU","43189","8.0771332492644"
"2012","DEU","43288.3199199092","8.09800754937143"
"2013","DEU","43359.1365062327","8.11289123712331"
"2014","DEU","44132.7562440191","8.27548470870516"
"2015","DEU","44405.1667158815","8.33273785537653"
"2016","DEU","45030.4682616668","8.46415894528516"
"2017","DEU","46065.1001106479","8.68160994338965"
"2018","DEU","46377.390852847","8.74724481985014"
"2019","DEU","46761.9460555775","8.82806768717476"
"2020","DEU","44996.4296207847","8.45700496443562"
"2021","DEU","46159.0518809143","8.70135600691768"
"2022","DEU","46647.7919166514","8.8040756445253"
"1900","DNK","4809","0"
"1901","DNK","4948","0.0289041380744437"
"1902","DNK","5007","0.0411728009981285"
"1903","DNK","5244","0.0904553961322521"
"1904","DNK","5302","0.102516115616552"
"1905","DNK","5333","0.108962362237471"
"1906","DNK","5423","0.127677271782075"
"1907","DNK","5557","0.155541692659596"
"1908","DNK","5662","0.177375753794968"
"1909","DNK","5807","0.207527552505719"
"1910","DNK","5906","0.228113953004783"
"1911","DNK","6148","0.278436265335829"
"1912","DNK","6076","0.263464337700146"
"1913","DNK","6236","0.296735288001664"
"1914","DNK","6551","0.362237471407777"
"1915","DNK","6022","0.252235391973383"
"1916","DNK","6202","0.289665211062591"
"1917","DNK","5765","0.19879392805157"
"1918","DNK","5514","0.146600124766064"
"1919","DNK","6153","0.279475982532751"
"1920","DNK","6363","0.323144104803494"
"1921","DNK","6099","0.268247036805989"
"1922","DNK","6641","0.380952380952381"
"1923","DNK","7267","0.51112497400707"
"1924","DNK","7218","0.50093574547723"
"1925","DNK","6978","0.451029320024953"
"1926","DNK","7329","0.524017467248908"
"1927","DNK","7425","0.543980037429819"
"1928","DNK","7627","0.585984612185485"
"1929","DNK","8089","0.682054481181119"
"1930","DNK","8513","0.770222499480141"
"1931","DNK","8542","0.776252859222291"
"1932","DNK","8239","0.713245997088792"
"1933","DNK","8434","0.753794967768767"
"1934","DNK","8611","0.790600956539821"
"1935","DNK","8735","0.816385943023498"
"1936","DNK","8886","0.847785402370555"
"1937","DNK","9035","0.878768974838844"
"1938","DNK","9185","0.909960490746517"
"1939","DNK","9553","0.986483676440008"
"1940","DNK","8155","0.695778748180495"
"1941","DNK","7291","0.516115616552298"
"1942","DNK","7379","0.534414639218133"
"1943","DNK","8097","0.683718028696195"
"1944","DNK","8835","0.837180286961946"
"1945","DNK","8075","0.679143273029736"
"1946","DNK","9208","0.91474318985236"
"1947","DNK","9620","1.00041588687877"
"1948","DNK","9776","1.03285506342275"
"1949","DNK","10351","1.15242254106883"
"1950","DNK","11067","1.30131004366812"
"1951","DNK","11056","1.29902266583489"
"1952","DNK","11086","1.30526096901643"
"1953","DNK","11623","1.4169265959659"
"1954","DNK","11749","1.44312746932834"
"1955","DNK","11788","1.45123726346434"
"1956","DNK","11858","1.46579330422125"
"1957","DNK","12696","1.64004990642545"
"1958","DNK","12903","1.68309419837804"
"1959","DNK","13767","1.86275733000624"
"1960","DNK","14046","1.92077354959451"
"1961","DNK","14843","2.08650447078395"
"1962","DNK","15537","2.23081721771678"
"1963","DNK","15513","2.22582657517155"
"1964","DNK","16832","2.50010397171969"
"1965","DNK","17459","2.63048450821377"
"1966","DNK","17789","2.69910584321065"
"1967","DNK","18230","2.79080889997921"
"1968","DNK","18868","2.92347681430651"
"1969","DNK","19974","3.15346225826575"
"1970","DNK","20221","3.20482428779372"
"1971","DNK","20617","3.28716988978998"
"1972","DNK","21579","3.48721147847785"
"1973","DNK","22228","3.62216677063839"
"1974","DNK","21919","3.55791224786858"
"1975","DNK","21712","3.51486795591599"
"1976","DNK","23059","3.7949677687669"
"1977","DNK","23360","3.85755874402163"
"1978","DNK","23632","3.91411935953421"
"1979","DNK","24409","4.07569141193595"
"1980","DNK","24272","4.04720316074028"
"1981","DNK","24063","4.00374298190892"
"1982","DNK","24807","4.15845290081098"
"1983","DNK","25450","4.29216053233521"
"1984","DNK","26581","4.52734456227906"
"1985","DNK","27710","4.76211270534415"
"1986","DNK","28681","4.96402578498648"
"1987","DNK","28728","4.97379912663755"
"1988","DNK","29049","5.04054897067997"
"1989","DNK","29108","5.05281763360366"
"1990","DNK","29412","5.11603243917654"
"1991","DNK","29915.4476167737","5.22072106815839"
"1992","DNK","30573.5733215054","5.35757399074763"
"1993","DNK","30649.5379873869","5.37337034464273"
"1994","DNK","32359.2962361468","5.72890335540586"
"1995","DNK","33356.1413655756","5.93619076015297"
"1996","DNK","34325.4425056305","6.13775057301528"
"1997","DNK","35499.0633285501","6.38179732346644"
"1998","DNK","36361.2294471395","6.56107911148669"
"1999","DNK","37523.4241694142","6.80274987927099"
"2000","DNK","39021.1775521356","7.11419786902383"
"2001","DNK","39425.8652231536","7.19835001521181"
"2002","DNK","39709.3692887464","7.25730282569066"
"2003","DNK","39983.1433535389","7.31423234633788"
"2004","DNK","41178.562625218","7.56281194119733"
"2005","DNK","42264.6302503897","7.78865257857969"
"2006","DNK","44025.4826886383","8.15481029083766"
"2007","DNK","44481.4687719655","8.24962960531617"
"2008","DNK","44246.3986882078","8.2007483236032"
"2009","DNK","42090.1732883123","7.75237539786074"
"2010","DNK","42932.3971449613","7.927510323344"
"2011","DNK","43575","8.06113537117904"
"2012","DNK","43509.6123819857","8.04753844499598"
"2013","DNK","43743.6093285817","8.09619657487662"
"2014","DNK","44215.6337612243","8.19435095887383"
"2015","DNK","44940.8876734883","8.34516275181708"
"2016","DNK","46018.9834038023","8.56934568596429"
"2017","DNK","47022.0115296853","8.77791880425979"
"2018","DNK","47717.4586121246","8.92253246249212"
"2019","DNK","48238.6578689967","9.03091242857074"
"2020","DNK","47171.0870728459","8.80891808543271"
"2021","DNK","49258.7496587633","9.24303382382269"
"2022","DNK","50689.6798872857","9.54058637706087"
"1900","ECU","1098","0"
"1901","ECU","1121","0.0209471766848817"
"1902","ECU","1143","0.040983606557377"
"1903","ECU","1165","0.0610200364298725"
"1904","ECU","1189","0.0828779599271403"
"1905","ECU","1213","0.104735883424408"
"1906","ECU","1237","0.126593806921676"
"1907","ECU","1261","0.148451730418943"
"1908","ECU","1299","0.183060109289618"
"1909","ECU","1337","0.217668488160291"
"1910","ECU","1379","0.25591985428051"
"1911","ECU","1420","0.293260473588342"
"1912","ECU","1462","0.331511839708561"
"1913","ECU","1506","0.371584699453552"
"1914","ECU","1537","0.399817850637523"
"1915","ECU","1567","0.427140255009107"
"1916","ECU","1583","0.441712204007286"
"1917","ECU","1599","0.456284153005464"
"1918","ECU","1615","0.470856102003643"
"1919","ECU","1647","0.5"
"1920","ECU","1680","0.530054644808743"
"1921","ECU","1696","0.544626593806922"
"1922","ECU","1714","0.561020036429873"
"1923","ECU","1731","0.576502732240437"
"1924","ECU","1749","0.592896174863388"
"1925","ECU","1765","0.607468123861566"
"1926","ECU","1784","0.624772313296903"
"1927","ECU","1836","0.672131147540984"
"1928","ECU","1892","0.723132969034608"
"1929","ECU","1948","0.774134790528233"
"1930","ECU","1969","0.793260473588342"
