"anio","tipo_energia","valor_en_twh","porcentaje"
1970,"Hidro","3473.4265","5.21460345415483"
1971,"Hidro","3628.942","5.26409562723152"
1972,"Hidro","3798.634","5.25740854912103"
1973,"Hidro","3852.995","5.07389616109939"
1974,"Hidro","4232.1367","5.54280027057745"
1975,"Hidro","4284.3325","5.57339560012833"
1976,"Hidro","4267.3394","5.29990702874619"
1977,"Hidro","4410.859","5.30587745465187"
1978,"Hidro","4773.711","5.54701843448921"
1979,"Hidro","5012.647","5.6546855964673"
1980,"Hidro","5120.4688","5.81849991300445"
1981,"Hidro","5230.6284","5.95970702732062"
1982,"Hidro","5325.2656","6.08663074545913"
1983,"Hidro","5552.5425","6.24425263499619"
1984,"Hidro","5740.62","6.20203679020138"
1985,"Hidro","5852.602","6.16871675340842"
1986,"Hidro","5931.936","6.1241596539635"
1987,"Hidro","6012.128","6.00664473644325"
1988,"Hidro","6204.7944","5.99308678192983"
1989,"Hidro","6172.972","5.85433768406588"
1990,"Hidro","6383.0127","5.98468629932614"
1991,"Hidro","6530.634","6.07207813023988"
1992,"Hidro","6529.961","6.03218781966785"
1993,"Hidro","6923.2563","6.34199696395446"
1994,"Hidro","6966.385","6.30188449723312"
1995,"Hidro","7343.3516","6.50761679186724"
1996,"Hidro","7442.1943","6.42145674519203"
1997,"Hidro","7573.902","6.46848436368439"
1998,"Hidro","7631.793","6.47636002730037"
1999,"Hidro","7689.5576","6.41637951877401"
2000,"Hidro","7826.087","6.36950513755935"
2001,"Hidro","7575.298","6.11179422251077"
2002,"Hidro","7665.178","6.07001050051494"
2003,"Hidro","7606.731","5.84507228654243"
2004,"Hidro","8116.2583","5.97271336878451"
2005,"Hidro","8336.13","5.95646852183599"
2006,"Hidro","8599.477","5.99343140064056"
2007,"Hidro","8687.611","5.89255867652209"
2008,"Hidro","9137.198","6.13400572240187"
2009,"Hidro","9066.074","6.1800318769182"
2010,"Hidro","9520.543","6.21751611507399"
2011,"Hidro","9634.818","6.16585212896743"
2012,"Hidro","9984.604","6.31194710882149"
2013,"Hidro","10323.586","6.4269667213458"
2014,"Hidro","10535.131","6.49871406260391"
2015,"Hidro","10445.364","6.40244480748035"
2016,"Hidro","10749.688","6.52608716421175"
2017,"Hidro","10826.592","6.4305034195315"
2018,"Hidro","11080.882","6.41888325551078"
2019,"Hidro","11184.757","6.41116111549022"
2020,"Hidro","11449.073","6.78348119682637"
2021,"Hidro","11222.464","6.34611069513786"
2022,"Hidro","11271.806","6.26841085071451"
2023,"Hidro","11014.117","6.01108595002388"
1800,"Biomasa tradicional","5556","98.2840969396781"
1810,"Biomasa tradicional","5833","97.8527092769669"
1820,"Biomasa tradicional","6111","97.5574712643678"
1830,"Biomasa tradicional","6389","96.031865323914"
1840,"Biomasa tradicional","6944","95.1232876712329"
1850,"Biomasa tradicional","7222","92.6967013220383"
1860,"Biomasa tradicional","6944","86.7457838850718"
1870,"Biomasa tradicional","6944","80.8193668528864"
1880,"Biomasa tradicional","6944","72.9488391637777"
1890,"Biomasa tradicional","6667","62.4023711650562"
1900,"Biomasa tradicional","6111","50.3741493575575"
1910,"Biomasa tradicional","6389","40.7574372238514"
1920,"Biomasa tradicional","6944","38.41392580222"
1930,"Biomasa tradicional","7222","35.9842550000364"
1940,"Biomasa tradicional","7222","31.5794076952825"
1950,"Biomasa tradicional","7500","26.2568267749615"
1960,"Biomasa tradicional","8889","21.258486674747"
1965,"Biomasa tradicional","9162","17.4436639510429"
1966,"Biomasa tradicional","9218","16.7748132519894"
1967,"Biomasa tradicional","9274","16.3604551667078"
1968,"Biomasa tradicional","9331","15.6616799185163"
1969,"Biomasa tradicional","9387","14.8791732817706"
1970,"Biomasa tradicional","9444","14.1781364946223"
1971,"Biomasa tradicional","9499","13.7791247044103"
1972,"Biomasa tradicional","9553","13.2216012044733"
1973,"Biomasa tradicional","9608","12.652493531874"
1974,"Biomasa tradicional","9663","12.6555645082518"
1975,"Biomasa tradicional","9718","12.641936274098"
1976,"Biomasa tradicional","9774","12.1390136671494"
1977,"Biomasa tradicional","9830","11.8246299369869"
1978,"Biomasa tradicional","9886","11.4874621114182"
1979,"Biomasa tradicional","9943","11.2165366692836"
1980,"Biomasa tradicional","10000","11.3632171980121"
1981,"Biomasa tradicional","10106","11.5146392770135"
1982,"Biomasa tradicional","10213","11.6731754756747"
1983,"Biomasa tradicional","10321","11.6067425770799"
1984,"Biomasa tradicional","10430","11.268337517864"
1985,"Biomasa tradicional","10541","11.1103477218643"
1986,"Biomasa tradicional","10653","10.9982091502122"
1987,"Biomasa tradicional","10765","10.7551819568398"
1988,"Biomasa tradicional","10879","10.5078084618911"
1989,"Biomasa tradicional","10995","10.4274639243956"
1990,"Biomasa tradicional","11111","10.4176276308855"
1991,"Biomasa tradicional","11243","10.4535600093784"
1992,"Biomasa tradicional","11376","10.5088175314587"
1993,"Biomasa tradicional","11511","10.5445651422842"
1994,"Biomasa tradicional","11647","10.5360310604818"
1995,"Biomasa tradicional","11785","10.4437684683592"
1996,"Biomasa tradicional","11925","10.289421184074"
1997,"Biomasa tradicional","12066","10.3049567227323"
1998,"Biomasa tradicional","12209","10.3605901749838"
1999,"Biomasa tradicional","12414","10.3585849133974"
2000,"Biomasa tradicional","12500","10.1735150937489"
2001,"Biomasa tradicional","12500","10.0850722679668"
2002,"Biomasa tradicional","12470","9.87492148798388"
2003,"Biomasa tradicional","12329","9.47370114978189"
2004,"Biomasa tradicional","12160","8.94848240160366"
2005,"Biomasa tradicional","12076","8.62874185859523"
2006,"Biomasa tradicional","11993","8.35855747830737"
2007,"Biomasa tradicional","11911","8.0788914692491"
2008,"Biomasa tradicional","11829","7.94107271072508"
2009,"Biomasa tradicional","11747","8.00752723374617"
2010,"Biomasa tradicional","11667","7.61928815557771"
2011,"Biomasa tradicional","11553","7.39340272394981"
2012,"Biomasa tradicional","11441","7.23263405058696"
2013,"Biomasa tradicional","11330","7.0535115368679"
2014,"Biomasa tradicional","11220","6.921183209057"
2015,"Biomasa tradicional","11111","6.81044377734602"
2016,"Biomasa tradicional","11111","6.74543805192827"
2017,"Biomasa tradicional","11111","6.59942884098842"
2018,"Biomasa tradicional","11111","6.43632987446128"
2019,"Biomasa tradicional","11111","6.36888321795564"
2020,"Biomasa tradicional","11111","6.58317573640572"
2021,"Biomasa tradicional","11111","6.2830797170458"
2022,"Biomasa tradicional","11111","6.17898435816664"
2023,"Biomasa tradicional","11111","6.06396100483727"
1800,"Total","5653","100"
1810,"Total","5961","100"
1820,"Total","6264","100"
1830,"Total","6653","100"
1840,"Total","7300","100"
1850,"Total","7791","100"
1860,"Total","8005","100"
1870,"Total","8592","100"
1880,"Total","9519","100"
1890,"Total","10683.88889","100"
1900,"Total","12131.22222","100"
1910,"Total","15675.666664","100"
1920,"Total","18076.77777","100"
1930,"Total","20069.8889","100"
1940,"Total","22869.3333","100"
1950,"Total","28564","100"
1960,"Total","41813.8889","100"
1965,"Total","52523.369091","100"
1966,"Total","54951.43142","100"
1967,"Total","56685.464466","100"
1968,"Total","59578.5385","100"
1969,"Total","63088.182537","100"
1970,"Total","66609.599954","100"
1971,"Total","68937.615442","100"
1972,"Total","72252.97339","100"
1973,"Total","75937.600567","100"
1974,"Total","76353.765126","100"
1975,"Total","76871.135792","100"
1976,"Total","80517.250149","100"
1977,"Total","83131.565659","100"
1978,"Total","86059.043364971","100"
1979,"Total","88645.901075943","100"
1980,"Total","88003.246138333","100"
1981,"Total","87766.535771333","100"
1982,"Total","87491.188848163","100"
1983,"Total","88922.451165421","100"
1984,"Total","92560.237776558","100"
1985,"Total","94875.51842555","100"
1986,"Total","96861.22399113","100"
1987,"Total","100091.286630013","100"
1988,"Total","103532.530493443","100"
1989,"Total","105442.70476234","100"
1990,"Total","106655.7607325","100"
1991,"Total","107551.8769674","100"
1992,"Total","108251.950954","100"
1993,"Total","109165.2414744","100"
1994,"Total","110544.4728963","100"
1995,"Total","112842.4096695","100"
1996,"Total","115895.7320015","100"
1997,"Total","117089.2835812","100"
1998,"Total","117840.7773476","100"
1999,"Total","119842.6242946","100"
2000,"Total","122868.0538124","100"
2001,"Total","123945.5669515","100"
2002,"Total","126279.4850083","100"
2003,"Total","130139.2117513","100"
2004,"Total","135888.963673","100"
2005,"Total","139950.878099","100"
2006,"Total","143481.695629","100"
2007,"Total","147433.5934","100"
2008,"Total","148959.724094","100"
2009,"Total","146699.46985","100"
2010,"Total","153124.540794","100"
2011,"Total","156260.93196","100"
2012,"Total","158185.79953","100"
2013,"Total","160629.212","100"
2014,"Total","162111.00994","100"
2015,"Total","163146.49035","100"
2016,"Total","164718.7316","100"
2017,"Total","168363.05486","100"
2018,"Total","172629.4366","100"
2019,"Total","174457.5873","100"
2020,"Total","168778.7239","100"
2021,"Total","176840.0291","100"
2022,"Total","179819.1961","100"
2023,"Total","183230.0701","100"
