"anio","geocodigoFundar","fuente_energia","valor_en_twh","porcentaje","tipo_energia","geonombreFundar"
"1997","QAT","Carbón","0","0","Limpias","Qatar"
"1998","QAT","Carbón","0","0","Limpias","Qatar"
"1999","QAT","Carbón","0","0","Limpias","Qatar"
"2000","QAT","Carbón","0","0","Limpias","Qatar"
"2001","QAT","Carbón","0","0","Limpias","Qatar"
"2002","QAT","Carbón","0","0","Limpias","Qatar"
"2003","QAT","Carbón","0","0","Limpias","Qatar"
"2004","QAT","Carbón","0","0","Limpias","Qatar"
"2005","QAT","Carbón","0","0","Limpias","Qatar"
"2006","QAT","Carbón","0","0","Limpias","Qatar"
"2007","QAT","Carbón","0","0","Limpias","Qatar"
"2008","QAT","Carbón","0","0","Limpias","Qatar"
"2009","QAT","Carbón","0","0","Limpias","Qatar"
"2010","QAT","Carbón","0","0","Limpias","Qatar"
"2011","QAT","Carbón","0","0","Limpias","Qatar"
"2012","QAT","Carbón","0.05309633","0.0118400124503477","Limpias","Qatar"
"2013","QAT","Carbón","0.07565445","0.0156400839694968","Limpias","Qatar"
"2014","QAT","Carbón","0.4791593","0.0926513910955822","Limpias","Qatar"
"2015","QAT","Carbón","0.28335735","0.0475906559912158","Limpias","Qatar"
"2016","QAT","Carbón","0.29937235","0.0510433974529937","Limpias","Qatar"
"2017","QAT","Carbón","0.32651836","0.0578870888600972","Limpias","Qatar"
"2018","QAT","Carbón","0.46677732","0.0814133565521141","Limpias","Qatar"
"2019","QAT","Carbón","0.4123774","0.0704678171904514","Limpias","Qatar"
"2020","QAT","Carbón","0.074883446","0.0145871807874118","Limpias","Qatar"
"2021","QAT","Carbón","0.028598608","0.00526620606205111","Limpias","Qatar"
"2022","QAT","Carbón","0.11497813","0.0203517690306598","Limpias","Qatar"
"2023","QAT","Carbón","0.13120002","0.0211799080051908","Limpias","Qatar"
"2024","QAT","Carbón","0.152042","0.0232607315098372","Limpias","Qatar"
"1965","ROU","Carbón","50.702454","18.202883319588","Limpias","Rumania"
"1966","ROU","Carbón","54.60553","18.3804783128487","Limpias","Rumania"
"1967","ROU","Carbón","60.510185","18.2551576372089","Limpias","Rumania"
"1968","ROU","Carbón","66.339775","18.8091318909296","Limpias","Rumania"
"1969","ROU","Carbón","76.66041","18.9091415853014","Limpias","Rumania"
"1970","ROU","Carbón","83.290634","19.301960070922","Limpias","Rumania"
"1971","ROU","Carbón","87.96932","19.217346971069","Limpias","Rumania"
"1972","ROU","Carbón","92.086334","19.1066379662985","Limpias","Rumania"
"1973","ROU","Carbón","103.693085","19.7709751397576","Limpias","Rumania"
"1974","ROU","Carbón","109.05451","20.6551914502416","Limpias","Rumania"
"1975","ROU","Carbón","113.05523","19.6333276388029","Limpias","Rumania"
"1976","ROU","Carbón","114.741585","18.4801878903743","Limpias","Rumania"
"1977","ROU","Carbón","116.1837","17.6499679649155","Limpias","Rumania"
"1978","ROU","Carbón","130.46533","18.405164823932","Limpias","Rumania"
"1979","ROU","Carbón","140.51366","19.440607903306","Limpias","Rumania"
"1980","ROU","Carbón","143.79332","19.7090041160645","Limpias","Rumania"
"1981","ROU","Carbón","151.1435","20.6676546964317","Limpias","Rumania"
"1982","ROU","Carbón","144.42134","19.9160827738258","Limpias","Rumania"
"1983","ROU","Carbón","166.8556","23.1613682432025","Limpias","Rumania"
"1984","ROU","Carbón","166.56487","23.2968048500571","Limpias","Rumania"
"1985","ROU","Carbón","173.54286","24.3525973460934","Limpias","Rumania"
"1986","ROU","Carbón","175.76419","24.1386066620041","Limpias","Rumania"
"1987","ROU","Carbón","188.19667","24.9231388976884","Limpias","Rumania"
"1988","ROU","Carbón","203.79248","26.5186529432562","Limpias","Rumania"
"1989","ROU","Carbón","203.55989","26.4354561755482","Limpias","Rumania"
"1990","ROU","Carbón","146.05783","19.9214027931004","Limpias","Rumania"
"1991","ROU","Carbón","121.91105","19.6052103320547","Limpias","Rumania"
"1992","ROU","Carbón","120.03158","21.8805361420939","Limpias","Rumania"
"1993","ROU","Carbón","118.721886","22.2770501069773","Limpias","Rumania"
"1994","ROU","Carbón","118.89324","23.659740861795","Limpias","Rumania"
"1995","ROU","Carbón","122.8742","22.2674399525826","Limpias","Rumania"
"1996","ROU","Carbón","122.787575","22.3862589812417","Limpias","Rumania"
"1997","ROU","Carbón","111.57978","21.4632561612338","Limpias","Rumania"
"1998","ROU","Carbón","94.034225","19.7906762061199","Limpias","Rumania"
"1999","ROU","Carbón","81.74532","19.5758408330139","Limpias","Rumania"
"2000","ROU","Carbón","85.536385","20.4947466993593","Limpias","Rumania"
"2001","ROU","Carbón","88.45867","20.9528497891158","Limpias","Rumania"
"2002","ROU","Carbón","95.27038","21.7464933839394","Limpias","Rumania"
"2003","ROU","Carbón","106.61747","24.3066864409209","Limpias","Rumania"
"2004","ROU","Carbón","104.84187","22.986278171175","Limpias","Rumania"
"2005","ROU","Carbón","99.98216","21.8982120988893","Limpias","Rumania"
"2006","ROU","Carbón","113.25408","24.4008260780529","Limpias","Rumania"
"2007","ROU","Carbón","114.208694","25.4985127599072","Limpias","Rumania"
"2008","ROU","Carbón","109.88726","24.6276746248463","Limpias","Rumania"
"2009","ROU","Carbón","87.61162","22.530316904524","Limpias","Rumania"
"2010","ROU","Carbón","81.89478","20.8773315640719","Limpias","Rumania"
"2011","ROU","Carbón","95.46504","23.5741450089568","Limpias","Rumania"
"2012","ROU","Carbón","88.00536","22.5493697048898","Limpias","Rumania"
"2013","ROU","Carbón","68.355545","18.6980481248005","Limpias","Rumania"
"2014","ROU","Carbón","67.58777","18.0522829831205","Limpias","Rumania"
"2015","ROU","Carbón","70.089584","18.6236805151986","Limpias","Rumania"
"2016","ROU","Carbón","62.37897","16.5872616050959","Limpias","Rumania"
"2017","ROU","Carbón","62.510086","16.3020160317164","Limpias","Rumania"
"2018","ROU","Carbón","59.62158","15.3915930329923","Limpias","Rumania"
"2019","ROU","Carbón","57.781017","15.2338558553494","Limpias","Rumania"
"2020","ROU","Carbón","41.721542","11.427878859909","Limpias","Rumania"
"2021","ROU","Carbón","47.12719","12.2258419216396","Limpias","Rumania"
"2022","ROU","Carbón","42.03632","11.8020474518179","Limpias","Rumania"
"2023","ROU","Carbón","30.7371","8.67518771575243","Limpias","Rumania"
"2024","ROU","Carbón","25.340618","7.21426775726509","Limpias","Rumania"
"1985","RUS","Carbón","2303.885","24.1989952285728","Limpias","Rusia"
"1986","RUS","Carbón","2366.461","24.4249088055482","Limpias","Rusia"
"1987","RUS","Carbón","2402.5642","24.0111190187282","Limpias","Rusia"
"1988","RUS","Carbón","2367.1018","23.2498053224395","Limpias","Rusia"
"1989","RUS","Carbón","2288.8674","22.3980215950574","Limpias","Rusia"
"1990","RUS","Carbón","2120.2134","21.1194742468712","Limpias","Rusia"
"1991","RUS","Carbón","1942.911","19.622673377754","Limpias","Rusia"
"1992","RUS","Carbón","1825.7065","19.1603841161523","Limpias","Rusia"
"1993","RUS","Carbón","1647.8698","18.555458918667","Limpias","Rusia"
"1994","RUS","Carbón","1441.2252","17.7905757190162","Limpias","Rusia"
"1995","RUS","Carbón","1388.3457","18.1139593320267","Limpias","Rusia"
"1996","RUS","Carbón","1362.637","18.4663148460313","Limpias","Rusia"
"1997","RUS","Carbón","1256.4481","18.0101939916269","Limpias","Rusia"
"1998","RUS","Carbón","1176.4507","16.8948879196027","Limpias","Rusia"
"1999","RUS","Carbón","1185.9927","16.8213960249813","Limpias","Rusia"
"2000","RUS","Carbón","1230.0566","17.1391262196577","Limpias","Rusia"
"2001","RUS","Carbón","1199.908","16.4595520720926","Limpias","Rusia"
"2002","RUS","Carbón","1204.9395","16.595138261782","Limpias","Rusia"
"2003","RUS","Carbón","1212.4135","16.3562542166585","Limpias","Rusia"
"2004","RUS","Carbón","1161.7518","15.5395575927483","Limpias","Rusia"
"2005","RUS","Carbón","1099.9027","14.7343153951921","Limpias","Rusia"
"2006","RUS","Carbón","1128.3627","14.4689398672729","Limpias","Rusia"
"2007","RUS","Carbón","1092.2435","13.9313870544968","Limpias","Rusia"
"2008","RUS","Carbón","1171.354","14.8703747326601","Limpias","Rusia"
"2009","RUS","Carbón","1071.749","14.3203633102997","Limpias","Rusia"
"2010","RUS","Carbón","1052.6758","13.5378006057015","Limpias","Rusia"
"2011","RUS","Carbón","1093.3363","13.5925742291375","Limpias","Rusia"
"2012","RUS","Carbón","1144.6245","14.1449256088547","Limpias","Rusia"
"2013","RUS","Carbón","1052.6312","13.1704459406239","Limpias","Rusia"
"2014","RUS","Carbón","1018.4391","12.6995420150376","Limpias","Rusia"
"2015","RUS","Carbón","1071.3556","13.572886081733","Limpias","Rusia"
"2016","RUS","Carbón","1037.9774","12.90253727106","Limpias","Rusia"
"2017","RUS","Carbón","976.10596","12.0580013551246","Limpias","Rusia"
"2018","RUS","Carbón","1007.8558","12.0101790520906","Limpias","Rusia"
"2019","RUS","Carbón","990.7597","11.8974487947295","Limpias","Rusia"
"2020","RUS","Carbón","910.9779","11.3431767763966","Limpias","Rusia"
"2021","RUS","Carbón","947.61237","11.4347332003227","Limpias","Rusia"
"2022","RUS","Carbón","1062.2084","12.3709309357747","Limpias","Rusia"
"2023","RUS","Carbón","1060.0856","12.1618804521911","Limpias","Rusia"
"2024","RUS","Carbón","1041.3788","11.5615877267083","Limpias","Rusia"
"1965","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1966","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1967","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1968","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1969","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1970","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1971","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1972","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1973","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1974","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1975","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1976","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1977","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1978","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1979","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1980","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1981","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1982","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1983","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1984","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1985","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1986","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1987","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1988","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1989","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1990","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1991","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1992","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1993","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1994","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1995","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1996","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1997","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1998","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"1999","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"2000","SAU","Carbón","0","0","Limpias","Arabia Saudita"
"2001","SAU","Carbón","0.09176536","0.0064517519054379","Limpias","Arabia Saudita"
"2002","SAU","Carbón","0.1442027","0.00973433155597846","Limpias","Arabia Saudita"
"2003","SAU","Carbón","0.18353072","0.0116958812793997","Limpias","Arabia Saudita"
"2004","SAU","Carbón","0.1638667","0.00962535958259419","Limpias","Arabia Saudita"
"2005","SAU","Carbón","0.3253213","0.0179625772393525","Limpias","Arabia Saudita"
"2006","SAU","Carbón","0.23053423","0.0121322954251152","Limpias","Arabia Saudita"
"2007","SAU","Carbón","0.645176","0.0331870906143321","Limpias","Arabia Saudita"
"2008","SAU","Carbón","0.74641937","0.0350684537490035","Limpias","Arabia Saudita"
"2009","SAU","Carbón","0.27347386","0.0124016655027385","Limpias","Arabia Saudita"
"2010","SAU","Carbón","0.7860292","0.0320683482138726","Limpias","Arabia Saudita"
"2011","SAU","Carbón","0.7656639","0.0299404389511308","Limpias","Arabia Saudita"
"2012","SAU","Carbón","0.89776665","0.0330765824957061","Limpias","Arabia Saudita"
"2013","SAU","Carbón","1.1490005","0.0420692360639086","Limpias","Arabia Saudita"
"2014","SAU","Carbón","1.5928696","0.0543324479262419","Limpias","Arabia Saudita"
"2015","SAU","Carbón","1.036424","0.0339075411881875","Limpias","Arabia Saudita"
"2016","SAU","Carbón","0.8553121","0.0268979908030334","Limpias","Arabia Saudita"
"2017","SAU","Carbón","1.3395643","0.0421007270173029","Limpias","Arabia Saudita"
"2018","SAU","Carbón","1.1144836","0.0359319401982163","Limpias","Arabia Saudita"
"2019","SAU","Carbón","1.1725581","0.0395153913938603","Limpias","Arabia Saudita"
"2020","SAU","Carbón","1.0281849","0.0356006303292626","Limpias","Arabia Saudita"
"2021","SAU","Carbón","1.2788857","0.0428840826761252","Limpias","Arabia Saudita"
"2022","SAU","Carbón","1.2508404","0.039712346676058","Limpias","Arabia Saudita"
"2023","SAU","Carbón","1.5484158","0.0483880954149006","Limpias","Arabia Saudita"
"2024","SAU","Carbón","1.720797","0.0523204326014733","Limpias","Arabia Saudita"
"1965","SGP","Carbón","0.04652","0.0971433182186238","Limpias","Singapur"
"1966","SGP","Carbón","0.058149997","0.106222216455692","Limpias","Singapur"
"1967","SGP","Carbón","0.03489","0.0530597806862398","Limpias","Singapur"
"1968","SGP","Carbón","0.06978","0.0853739435005079","Limpias","Singapur"
"1969","SGP","Carbón","0.03489","0.0434395508582019","Limpias","Singapur"
"1970","SGP","Carbón","0.03489","0.040008999444759","Limpias","Singapur"
"1971","SGP","Carbón","0.046171103","0.0609939253604322","Limpias","Singapur"
"1972","SGP","Carbón","0.034831848","0.0367472677865811","Limpias","Singapur"
"1973","SGP","Carbón","0.050497457","0.0565312539952701","Limpias","Singapur"
"1974","SGP","Carbón","0.061836712","0.0702222957062066","Limpias","Singapur"
"1975","SGP","Carbón","0.01483988","0.017258491991844","Limpias","Singapur"
"1976","SGP","Carbón","0.03916984","0.0384048575445045","Limpias","Singapur"
"1977","SGP","Carbón","0.050497457","0.049326142412487","Limpias","Singapur"
"1978","SGP","Carbón","0.05360267","0.0508691439735724","Limpias","Singapur"
"1979","SGP","Carbón","0.00783862","0.00697800091397318","Limpias","Singapur"
"1980","SGP","Carbón","0.03463414","0.0310421992736052","Limpias","Singapur"
"1981","SGP","Carbón","0.05360267","0.0417597011564493","Limpias","Singapur"
"1982","SGP","Carbón","0.01896853","0.0151877459128305","Limpias","Singapur"
"1983","SGP","Carbón","0.03793706","0.0286725174342049","Limpias","Singapur"
"1984","SGP","Carbón","0.05813837","0.0417953366349728","Limpias","Singapur"
"1985","SGP","Carbón","0.13194235","0.0929867947674119","Limpias","Singapur"
"1986","SGP","Carbón","0.081630975","0.0495482874508725","Limpias","Singapur"
"1987","SGP","Carbón","0.13646643","0.0787771454019208","Limpias","Singapur"
"1988","SGP","Carbón","0.15997064","0.0798161514070848","Limpias","Singapur"
"1989","SGP","Carbón","0.14430504","0.0631443943606202","Limpias","Singapur"
"1990","SGP","Carbón","0.24944024","0.091337301927765","Limpias","Singapur"
"1991","SGP","Carbón","0.14760797","0.0530394447086914","Limpias","Singapur"
"1992","SGP","Carbón","0.21480611","0.0719447355556591","Limpias","Singapur"
"1993","SGP","Carbón","0.2382987","0.0730539611441556","Limpias","Singapur"
"1994","SGP","Carbón","0.28530714","0.0764761062813327","Limpias","Singapur"
"1995","SGP","Carbón","0.1331635","0.0342389147263069","Limpias","Singapur"
"1996","SGP","Carbón","0.00330292","0.000841592615511034","Limpias","Singapur"
"1997","SGP","Carbón","0","0","Limpias","Singapur"
"1998","SGP","Carbón","0","0","Limpias","Singapur"
"1999","SGP","Carbón","0","0","Limpias","Singapur"
"2000","SGP","Carbón","0","0","Limpias","Singapur"
"2001","SGP","Carbón","0","0","Limpias","Singapur"
"2002","SGP","Carbón","0.07832805","0.0162436114268081","Limpias","Singapur"
"2003","SGP","Carbón","0.10183228","0.0224181397954232","Limpias","Singapur"
"2004","SGP","Carbón","0.08042145","0.0156617833104802","Limpias","Singapur"
"2005","SGP","Carbón","0.097692005","0.0180153692991112","Limpias","Singapur"
"2006","SGP","Carbón","0.058149997","0.00971120640883733","Limpias","Singapur"
"2007","SGP","Carbón","0.094203","0.0145273311663525","Limpias","Singapur"
"2008","SGP","Carbón","0.056987002","0.00825223194989867","Limpias","Singapur"
"2009","SGP","Carbón","0.04652","0.0062698201980623","Limpias","Singapur"
"2010","SGP","Carbón","0.09071401","0.0114538897987183","Limpias","Singapur"
"2011","SGP","Carbón","0.074432","0.00903171298223441","Limpias","Singapur"
"2012","SGP","Carbón","0.289587","0.0348384765132582","Limpias","Singapur"
"2013","SGP","Carbón","3.064505","0.36348943647167","Limpias","Singapur"
"2014","SGP","Carbón","4.518255","0.525128399934512","Limpias","Singapur"
"2015","SGP","Carbón","4.726432","0.518501374476163","Limpias","Singapur"
"2016","SGP","Carbón","4.95438","0.515638808633991","Limpias","Singapur"
"2017","SGP","Carbón","10.446066","1.05941377847898","Limpias","Singapur"
"2018","SGP","Carbón","5.5521617","0.558845986490573","Limpias","Singapur"
"2019","SGP","Carbón","5.3252683","0.546503655564275","Limpias","Singapur"
"2020","SGP","Carbón","5.036953","0.551524406551409","Limpias","Singapur"
"2021","SGP","Carbón","5.397483","0.591868085015267","Limpias","Singapur"
"2022","SGP","Carbón","4.822961","0.538598745116621","Limpias","Singapur"
"2023","SGP","Carbón","3.911871","0.394689437227126","Limpias","Singapur"
"2024","SGP","Carbón","3.506198","0.332759336658463","Limpias","Singapur"
"1965","SVK","Carbón","70.23055","65.9826942061425","Limpias","Eslovaquia"
"1966","SVK","Carbón","71.11373","64.5304350394497","Limpias","Eslovaquia"
"1967","SVK","Carbón","68.57309","61.8686007126938","Limpias","Eslovaquia"
"1968","SVK","Carbón","72.11789","58.9271134114239","Limpias","Eslovaquia"
"1969","SVK","Carbón","75.856255","59.3170528244965","Limpias","Eslovaquia"
"1970","SVK","Carbón","76.473274","54.0901814121303","Limpias","Eslovaquia"
"1971","SVK","Carbón","80.22374","52.8986397612453","Limpias","Eslovaquia"
"1972","SVK","Carbón","81.654236","51.1974636904117","Limpias","Eslovaquia"
"1973","SVK","Carbón","79.398","47.8400987449331","Limpias","Eslovaquia"
"1974","SVK","Carbón","79.13052","45.3442485335429","Limpias","Eslovaquia"
"1975","SVK","Carbón","78.79325","43.1234434399737","Limpias","Eslovaquia"
"1976","SVK","Carbón","78.09544","41.2005429881793","Limpias","Eslovaquia"
"1977","SVK","Carbón","80.212105","40.2668521016265","Limpias","Eslovaquia"
"1978","SVK","Carbón","84.10816","40.234567873789","Limpias","Eslovaquia"
"1979","SVK","Carbón","82.7242","38.4718518114804","Limpias","Eslovaquia"
"1980","SVK","Carbón","94.15648","43.1165943910861","Limpias","Eslovaquia"
"1981","SVK","Carbón","91.63277","42.2887441086298","Limpias","Eslovaquia"
"1982","SVK","Carbón","93.2726","43.5121829199873","Limpias","Eslovaquia"
"1983","SVK","Carbón","93.40053","43.4534795405659","Limpias","Eslovaquia"
"1984","SVK","Carbón","99.35509","42.9019808874407","Limpias","Eslovaquia"
"1985","SVK","Carbón","98.564255","41.2873761138024","Limpias","Eslovaquia"
"1986","SVK","Carbón","91.039635","38.47936168681","Limpias","Eslovaquia"
"1987","SVK","Carbón","95.63349","39.5305136816634","Limpias","Eslovaquia"
"1988","SVK","Carbón","99.6691","40.9871925401797","Limpias","Eslovaquia"
"1989","SVK","Carbón","96.13358","38.9838977477587","Limpias","Eslovaquia"
"1990","SVK","Carbón","91.0761","36.828506659476","Limpias","Eslovaquia"
"1991","SVK","Carbón","80.93565","36.5830970393188","Limpias","Eslovaquia"
"1992","SVK","Carbón","72.108894","33.8961065513184","Limpias","Eslovaquia"
"1993","SVK","Carbón","71.18895","34.1157869411372","Limpias","Eslovaquia"
"1994","SVK","Carbón","63.494576","30.9261369036723","Limpias","Eslovaquia"
"1995","SVK","Carbón","63.31123","30.4100906703597","Limpias","Eslovaquia"
"1996","SVK","Carbón","62.28408","29.6911936296902","Limpias","Eslovaquia"
"1997","SVK","Carbón","58.49133","28.4032802308798","Limpias","Eslovaquia"
"1998","SVK","Carbón","53.26533","25.5990313442301","Limpias","Eslovaquia"
"1999","SVK","Carbón","52.974533","25.2610950914539","Limpias","Eslovaquia"
"2000","SVK","Carbón","49.753967","22.9879656944882","Limpias","Eslovaquia"
"2001","SVK","Carbón","51.437572","23.0957123630966","Limpias","Eslovaquia"
"2002","SVK","Carbón","49.823803","22.2056185413449","Limpias","Eslovaquia"
"2003","SVK","Carbón","53.990612","24.7405725584151","Limpias","Eslovaquia"
"2004","SVK","Carbón","52.95689","24.8161083997769","Limpias","Eslovaquia"
"2005","SVK","Carbón","49.093872","21.8782434001072","Limpias","Eslovaquia"
"2006","SVK","Carbón","51.19868","23.4452445199572","Limpias","Eslovaquia"
"2007","SVK","Carbón","45.88004","22.3780280120128","Limpias","Eslovaquia"
"2008","SVK","Carbón","45.75521","21.7353040773937","Limpias","Eslovaquia"
"2009","SVK","Carbón","44.543774","23.3495298381104","Limpias","Eslovaquia"
"2010","SVK","Carbón","44.787094","21.9882019952931","Limpias","Eslovaquia"
"2011","SVK","Carbón","42.458443","21.655499221306","Limpias","Eslovaquia"
"2012","SVK","Carbón","40.04157","21.2704459350758","Limpias","Eslovaquia"
"2013","SVK","Carbón","39.80115","20.6539983501849","Limpias","Eslovaquia"
"2014","SVK","Carbón","39.089558","21.791648135183","Limpias","Eslovaquia"
"2015","SVK","Carbón","37.68276","20.7759892175714","Limpias","Eslovaquia"
"2016","SVK","Carbón","37.19309","20.3252206263805","Limpias","Eslovaquia"
"2017","SVK","Carbón","38.865448","20.1490318964991","Limpias","Eslovaquia"
"2018","SVK","Carbón","38.57444","20.3275643259057","Limpias","Eslovaquia"
"2019","SVK","Carbón","31.42767","17.1631993394638","Limpias","Eslovaquia"
"2020","SVK","Carbón","26.940104","15.0159417843933","Limpias","Eslovaquia"
"2021","SVK","Carbón","32.704887","16.894082222958","Limpias","Eslovaquia"
"2022","SVK","Carbón","27.929153","15.652788508136","Limpias","Eslovaquia"
"2023","SVK","Carbón","27.400698","15.0212747474517","Limpias","Eslovaquia"
"2024","SVK","Carbón","22.141424","12.3471635159046","Limpias","Eslovaquia"
"1990","SVN","Carbón","18.300968","26.7792890334354","Limpias","Eslovenia"
"1991","SVN","Carbón","16.70882","24.453214010003","Limpias","Eslovenia"
"1992","SVN","Carbón","17.405458","27.2409232947869","Limpias","Eslovenia"
"1993","SVN","Carbón","16.590195","25.2043886295421","Limpias","Eslovenia"
"1994","SVN","Carbón","15.452782","22.0796942034234","Limpias","Eslovenia"
"1995","SVN","Carbón","16.029629","21.8144055734252","Limpias","Eslovenia"
"1996","SVN","Carbón","14.79336","19.1896643115007","Limpias","Eslovenia"
"1997","SVN","Carbón","16.401789","20.7835393771153","Limpias","Eslovenia"
"1998","SVN","Carbón","16.609966","21.0079248606331","Limpias","Eslovenia"
"1999","SVN","Carbón","15.194595","19.4442211047174","Limpias","Eslovenia"
"2000","SVN","Carbón","15.787772","20.3743677666756","Limpias","Eslovenia"
"2001","SVN","Carbón","16.738373","20.5981155580832","Limpias","Eslovenia"
"2002","SVN","Carbón","18.233456","22.5489963412377","Limpias","Eslovenia"
"2003","SVN","Carbón","17.301334","21.7879251083592","Limpias","Eslovenia"
"2004","SVN","Carbón","17.590212","20.9081399994558","Limpias","Eslovenia"
"2005","SVN","Carbón","17.650805","20.9270731815598","Limpias","Eslovenia"
"2006","SVN","Carbón","17.99839","21.2011702482824","Limpias","Eslovenia"
"2007","SVN","Carbón","18.29556","21.6472080119534","Limpias","Eslovenia"
"2008","SVN","Carbón","17.62708","19.0391797448736","Limpias","Eslovenia"
"2009","SVN","Carbón","16.366154","19.1891253414677","Limpias","Eslovenia"
"2010","SVN","Carbón","16.697203","19.5426361489853","Limpias","Eslovenia"
"2011","SVN","Carbón","16.927105","20.3790425181952","Limpias","Eslovenia"
"2012","SVN","Carbón","16.072126","19.9221070487826","Limpias","Eslovenia"
"2013","SVN","Carbón","15.524713","19.4933408184525","Limpias","Eslovenia"
"2014","SVN","Carbón","12.253065","15.0442064502792","Limpias","Eslovenia"
"2015","SVN","Carbón","12.382635","16.7919663607288","Limpias","Eslovenia"
"2016","SVN","Carbón","13.235522","16.810904700629","Limpias","Eslovenia"
"2017","SVN","Carbón","13.194513","16.5567564640809","Limpias","Eslovenia"
"2018","SVN","Carbón","12.898891","15.8675221079129","Limpias","Eslovenia"
"2019","SVN","Carbón","12.194521","15.4557067984182","Limpias","Eslovenia"
"2020","SVN","Carbón","11.74366","15.4281846263136","Limpias","Eslovenia"
"2021","SVN","Carbón","10.787278","14.2886656192681","Limpias","Eslovenia"
"2022","SVN","Carbón","8.716149","12.494141897715","Limpias","Eslovenia"
"2023","SVN","Carbón","8.327312","11.4879799565905","Limpias","Eslovenia"
"2024","SVN","Carbón","10.085153","12.9615149562487","Limpias","Eslovenia"
"1965","ZAF","Carbón","286.76093","80.9551673132859","Limpias","Sudáfrica"
"1966","ZAF","Carbón","283.13235","79.4372852298872","Limpias","Sudáfrica"
"1967","ZAF","Carbón","291.30823","78.4879663152978","Limpias","Sudáfrica"
"1968","ZAF","Carbón","304.92697","77.8463464368286","Limpias","Sudáfrica"
"1969","ZAF","Carbón","307.9275","76.3498891116392","Limpias","Sudáfrica"
"1970","ZAF","Carbón","318.10376","75.4742171395687","Limpias","Sudáfrica"
"1971","ZAF","Carbón","340.1753","74.9274358362905","Limpias","Sudáfrica"
"1972","ZAF","Carbón","342.58466","73.0644868861018","Limpias","Sudáfrica"
"1973","ZAF","Carbón","364.9302","72.3453098135821","Limpias","Sudáfrica"
"1974","ZAF","Carbón","382.28513","73.6733925304627","Limpias","Sudáfrica"
"1975","ZAF","Carbón","408.01","73.7535979345427","Limpias","Sudáfrica"
"1976","ZAF","Carbón","428.38846","74.2099270800144","Limpias","Sudáfrica"
"1977","ZAF","Carbón","443.7921","75.039449839701","Limpias","Sudáfrica"
"1978","ZAF","Carbón","431.03107","73.5968265751408","Limpias","Sudáfrica"
"1979","ZAF","Carbón","459.7468","76.0046527014631","Limpias","Sudáfrica"
"1980","ZAF","Carbón","496.73206","76.9308491166657","Limpias","Sudáfrica"
"1981","ZAF","Carbón","588.86005","78.3444086834521","Limpias","Sudáfrica"
"1982","ZAF","Carbón","645.58716","79.8466929824553","Limpias","Sudáfrica"
"1983","ZAF","Carbón","655.7013","80.0273470807335","Limpias","Sudáfrica"
"1984","ZAF","Carbón","706.5366","78.9261664356367","Limpias","Sudáfrica"
"1985","ZAF","Carbón","725.57367","79.3734185317846","Limpias","Sudáfrica"
"1986","ZAF","Carbón","735.66565","79.0286798800064","Limpias","Sudáfrica"
"1987","ZAF","Carbón","748.57306","79.1476839002798","Limpias","Sudáfrica"
"1988","ZAF","Carbón","809.92725","77.7948775605343","Limpias","Sudáfrica"
"1989","ZAF","Carbón","755.8787","76.0010010141757","Limpias","Sudáfrica"
"1990","ZAF","Carbón","782.89764","76.0845939201663","Limpias","Sudáfrica"
"1991","ZAF","Carbón","768.75287","75.2685260117998","Limpias","Sudáfrica"
