"anio","geocodigoFundar","fuente_energia","valor_en_twh","porcentaje","tipo_energia","geonombreFundar"
"1985","ECU","Solar","0","0","Limpias","Ecuador"
"1986","ECU","Solar","0","0","Limpias","Ecuador"
"1987","ECU","Solar","0","0","Limpias","Ecuador"
"1988","ECU","Solar","0","0","Limpias","Ecuador"
"1989","ECU","Solar","0","0","Limpias","Ecuador"
"1990","ECU","Solar","0","0","Limpias","Ecuador"
"1991","ECU","Solar","0","0","Limpias","Ecuador"
"1992","ECU","Solar","0","0","Limpias","Ecuador"
"1993","ECU","Solar","0","0","Limpias","Ecuador"
"1994","ECU","Solar","0","0","Limpias","Ecuador"
"1995","ECU","Solar","0","0","Limpias","Ecuador"
"1996","ECU","Solar","0","0","Limpias","Ecuador"
"1997","ECU","Solar","0","0","Limpias","Ecuador"
"1998","ECU","Solar","0","0","Limpias","Ecuador"
"1999","ECU","Solar","0","0","Limpias","Ecuador"
"2000","ECU","Solar","0","0","Limpias","Ecuador"
"2001","ECU","Solar","0","0","Limpias","Ecuador"
"2002","ECU","Solar","0","0","Limpias","Ecuador"
"2003","ECU","Solar","0","0","Limpias","Ecuador"
"2004","ECU","Solar","0","0","Limpias","Ecuador"
"2005","ECU","Solar","0.000033306264","0.0000278686089756032","Limpias","Ecuador"
"2006","ECU","Solar","0.000039772724","0.0000314527208749268","Limpias","Ecuador"
"2007","ECU","Solar","0.000048303194","0.0000363951007952242","Limpias","Ecuador"
"2008","ECU","Solar","0.000070414244","0.000049821366226","Limpias","Ecuador"
"2009","ECU","Solar","0.000020678739","0.0000149586012007125","Limpias","Ecuador"
"2010","ECU","Solar","0","0","Limpias","Ecuador"
"2011","ECU","Solar","0.00015056995","0.000092513325481602","Limpias","Ecuador"
"2012","ECU","Solar","0.00083932985","0.000488270469248238","Limpias","Ecuador"
"2013","ECU","Solar","0.009369838","0.00527503678522565","Limpias","Ecuador"
"2014","ECU","Solar","0.0419407","0.0224720594060846","Limpias","Ecuador"
"2015","ECU","Solar","0.091285884","0.0491090053996737","Limpias","Ecuador"
"2016","ECU","Solar","0.09737391","0.05270677613818","Limpias","Ecuador"
"2017","ECU","Solar","0.0937","0.0488476542844242","Limpias","Ecuador"
"2018","ECU","Solar","0.094724685","0.0466481104413291","Limpias","Ecuador"
"2019","ECU","Solar","0.0940594","0.0453686902403741","Limpias","Ecuador"
"2020","ECU","Solar","0.09323457","0.0520896476556743","Limpias","Ecuador"
"2021","ECU","Solar","0.09081281","0.043529215146931","Limpias","Ecuador"
"2022","ECU","Solar","0.09459459","0.0431980795323871","Limpias","Ecuador"
"2023","ECU","Solar","0.09348781","0.0409764864647935","Limpias","Ecuador"
"2024","ECU","Solar","0.08807317","0.038751993832005","Limpias","Ecuador"
"1965","EGY","Solar","0","0","Limpias","Egipto"
"1966","EGY","Solar","0","0","Limpias","Egipto"
"1967","EGY","Solar","0","0","Limpias","Egipto"
"1968","EGY","Solar","0","0","Limpias","Egipto"
"1969","EGY","Solar","0","0","Limpias","Egipto"
"1970","EGY","Solar","0","0","Limpias","Egipto"
"1971","EGY","Solar","0","0","Limpias","Egipto"
"1972","EGY","Solar","0","0","Limpias","Egipto"
"1973","EGY","Solar","0","0","Limpias","Egipto"
"1974","EGY","Solar","0","0","Limpias","Egipto"
"1975","EGY","Solar","0","0","Limpias","Egipto"
"1976","EGY","Solar","0","0","Limpias","Egipto"
"1977","EGY","Solar","0","0","Limpias","Egipto"
"1978","EGY","Solar","0","0","Limpias","Egipto"
"1979","EGY","Solar","0","0","Limpias","Egipto"
"1980","EGY","Solar","0","0","Limpias","Egipto"
"1981","EGY","Solar","0","0","Limpias","Egipto"
"1982","EGY","Solar","0","0","Limpias","Egipto"
"1983","EGY","Solar","0","0","Limpias","Egipto"
"1984","EGY","Solar","0","0","Limpias","Egipto"
"1985","EGY","Solar","0","0","Limpias","Egipto"
"1986","EGY","Solar","0","0","Limpias","Egipto"
"1987","EGY","Solar","0","0","Limpias","Egipto"
"1988","EGY","Solar","0","0","Limpias","Egipto"
"1989","EGY","Solar","0","0","Limpias","Egipto"
"1990","EGY","Solar","0","0","Limpias","Egipto"
"1991","EGY","Solar","0","0","Limpias","Egipto"
"1992","EGY","Solar","0","0","Limpias","Egipto"
"1993","EGY","Solar","0","0","Limpias","Egipto"
"1994","EGY","Solar","0","0","Limpias","Egipto"
"1995","EGY","Solar","0","0","Limpias","Egipto"
"1996","EGY","Solar","0","0","Limpias","Egipto"
"1997","EGY","Solar","0","0","Limpias","Egipto"
"1998","EGY","Solar","0","0","Limpias","Egipto"
"1999","EGY","Solar","0","0","Limpias","Egipto"
"2000","EGY","Solar","0.0005555555","0.0000981584790894629","Limpias","Egipto"
"2001","EGY","Solar","0.002486188","0.000420849414761848","Limpias","Egipto"
"2002","EGY","Solar","0.002739726","0.000450835984977079","Limpias","Egipto"
"2003","EGY","Solar","0.0027247956","0.000423320021525153","Limpias","Egipto"
"2004","EGY","Solar","0.0027100274","0.000398671246860274","Limpias","Egipto"
"2005","EGY","Solar","0.002688172","0.000385615887790575","Limpias","Egipto"
"2006","EGY","Solar","0.0026737968","0.000364105654319733","Limpias","Egipto"
"2007","EGY","Solar","0.0031914897","0.000408077814389203","Limpias","Egipto"
"2008","EGY","Solar","0.003957784","0.000477365453992183","Limpias","Egipto"
"2009","EGY","Solar","0.005774278","0.000672066665340202","Limpias","Egipto"
"2010","EGY","Solar","0.065625","0.00735174404565311","Limpias","Egipto"
"2011","EGY","Solar","0.63359845","0.0674687238372589","Limpias","Egipto"
"2012","EGY","Solar","1.2994871","0.132945676846813","Limpias","Egipto"
"2013","EGY","Solar","0.065056264","0.00670145813205078","Limpias","Egipto"
"2014","EGY","Solar","0.3550865","0.037005778916768","Limpias","Egipto"
"2015","EGY","Solar","0.10632911","0.0109213643977505","Limpias","Egipto"
"2016","EGY","Solar","0.5869598","0.0571162862946703","Limpias","Egipto"
"2017","EGY","Solar","1.5063626","0.141012795293291","Limpias","Egipto"
"2018","EGY","Solar","1.3757538","0.128726511235215","Limpias","Egipto"
"2019","EGY","Solar","3.6856434","0.352547775705491","Limpias","Egipto"
"2020","EGY","Solar","10.993852","1.1182044011588","Limpias","Egipto"
"2021","EGY","Solar","12.244877","1.15802324643471","Limpias","Egipto"
"2022","EGY","Solar","12.29253","1.11114020512138","Limpias","Egipto"
"2023","EGY","Solar","12.036","1.1026556981521","Limpias","Egipto"
"2024","EGY","Solar","14.798846","1.31909487796538","Limpias","Egipto"
"1985","EST","Solar","0","0","Limpias","Estonia"
"1986","EST","Solar","0","0","Limpias","Estonia"
"1987","EST","Solar","0","0","Limpias","Estonia"
"1988","EST","Solar","0","0","Limpias","Estonia"
"1989","EST","Solar","0","0","Limpias","Estonia"
"1990","EST","Solar","0","0","Limpias","Estonia"
"1991","EST","Solar","0","0","Limpias","Estonia"
"1992","EST","Solar","0","0","Limpias","Estonia"
"1993","EST","Solar","0","0","Limpias","Estonia"
"1994","EST","Solar","0","0","Limpias","Estonia"
"1995","EST","Solar","0","0","Limpias","Estonia"
"1996","EST","Solar","0","0","Limpias","Estonia"
"1997","EST","Solar","0","0","Limpias","Estonia"
"1998","EST","Solar","0","0","Limpias","Estonia"
"1999","EST","Solar","0","0","Limpias","Estonia"
"2000","EST","Solar","0","0","Limpias","Estonia"
"2001","EST","Solar","0","0","Limpias","Estonia"
"2002","EST","Solar","0","0","Limpias","Estonia"
"2003","EST","Solar","0","0","Limpias","Estonia"
"2004","EST","Solar","0","0","Limpias","Estonia"
"2005","EST","Solar","0","0","Limpias","Estonia"
"2006","EST","Solar","0","0","Limpias","Estonia"
"2007","EST","Solar","0","0","Limpias","Estonia"
"2008","EST","Solar","0","0","Limpias","Estonia"
"2009","EST","Solar","0.0002624672","0.000447377557817861","Limpias","Estonia"
"2010","EST","Solar","0.00026041665","0.000356517232742089","Limpias","Estonia"
"2011","EST","Solar","0.0005181347","0.000711301297057261","Limpias","Estonia"
"2012","EST","Solar","0.0007731959","0.00105423076506574","Limpias","Estonia"
"2013","EST","Solar","0.0035805625","0.00463064636752609","Limpias","Estonia"
"2014","EST","Solar","0.0078880405","0.0106589916411265","Limpias","Estonia"
"2015","EST","Solar","0.014936709","0.0218216322709463","Limpias","Estonia"
"2016","EST","Solar","0.02437186","0.0345239016163226","Limpias","Estonia"
"2017","EST","Solar","0.03625","0.0463040782986665","Limpias","Estonia"
"2018","EST","Solar","0.07661691","0.0986293626519948","Limpias","Estonia"
"2019","EST","Solar","0.18193069","0.290885372725276","Limpias","Estonia"
"2020","EST","Solar","0.60493827","1.0352677316504","Limpias","Estonia"
"2021","EST","Solar","0.8711084","1.42443777167375","Limpias","Estonia"
"2022","EST","Solar","1.4643735","2.32412043467185","Limpias","Estonia"
"2023","EST","Solar","1.7585367","3.14258139447913","Limpias","Estonia"
"2024","EST","Solar","2.746758","4.9632419513831","Limpias","Estonia"
"1965","FIN","Solar","0","0","Limpias","Finlandia"
"1966","FIN","Solar","0","0","Limpias","Finlandia"
"1967","FIN","Solar","0","0","Limpias","Finlandia"
"1968","FIN","Solar","0","0","Limpias","Finlandia"
"1969","FIN","Solar","0","0","Limpias","Finlandia"
"1970","FIN","Solar","0","0","Limpias","Finlandia"
"1971","FIN","Solar","0","0","Limpias","Finlandia"
"1972","FIN","Solar","0","0","Limpias","Finlandia"
"1973","FIN","Solar","0","0","Limpias","Finlandia"
"1974","FIN","Solar","0","0","Limpias","Finlandia"
"1975","FIN","Solar","0","0","Limpias","Finlandia"
"1976","FIN","Solar","0","0","Limpias","Finlandia"
"1977","FIN","Solar","0","0","Limpias","Finlandia"
"1978","FIN","Solar","0","0","Limpias","Finlandia"
"1979","FIN","Solar","0","0","Limpias","Finlandia"
"1980","FIN","Solar","0","0","Limpias","Finlandia"
"1981","FIN","Solar","0","0","Limpias","Finlandia"
"1982","FIN","Solar","0","0","Limpias","Finlandia"
"1983","FIN","Solar","0","0","Limpias","Finlandia"
"1984","FIN","Solar","0","0","Limpias","Finlandia"
"1985","FIN","Solar","0","0","Limpias","Finlandia"
"1986","FIN","Solar","0","0","Limpias","Finlandia"
"1987","FIN","Solar","0","0","Limpias","Finlandia"
"1988","FIN","Solar","0","0","Limpias","Finlandia"
"1989","FIN","Solar","0","0","Limpias","Finlandia"
"1990","FIN","Solar","0.0012638888","0.000395201918040958","Limpias","Finlandia"
"1991","FIN","Solar","0.0014444444","0.000441873062048208","Limpias","Finlandia"
"1992","FIN","Solar","0.0016499999","0.000506937151833916","Limpias","Finlandia"
"1993","FIN","Solar","0.0018666666","0.000568232407049562","Limpias","Finlandia"
"1994","FIN","Solar","0.002086111","0.000604104924940576","Limpias","Finlandia"
"1995","FIN","Solar","0.002325","0.000707054031783706","Limpias","Finlandia"
"1996","FIN","Solar","0.0027277777","0.000793438462559588","Limpias","Finlandia"
"1997","FIN","Solar","0.0033555555","0.000963118811721945","Limpias","Finlandia"
"1998","FIN","Solar","0.0035888886","0.000997994431168233","Limpias","Finlandia"
"1999","FIN","Solar","0.003936111","0.00111531280954383","Limpias","Finlandia"
"2000","FIN","Solar","0.0043777777","0.00123475984006673","Limpias","Finlandia"
"2001","FIN","Solar","0.0047375695","0.00130612556771396","Limpias","Finlandia"
"2002","FIN","Solar","0.005109589","0.00140043133820701","Limpias","Finlandia"
"2003","FIN","Solar","0.005713896","0.00146031889461897","Limpias","Finlandia"
"2004","FIN","Solar","0.006398374","0.00164613298405473","Limpias","Finlandia"
"2005","FIN","Solar","0.0070725805","0.00200312766501251","Limpias","Finlandia"
"2006","FIN","Solar","0.009034758","0.00238077351466092","Limpias","Finlandia"
"2007","FIN","Solar","0.0101356385","0.00268246062885936","Limpias","Finlandia"
"2008","FIN","Solar","0.010406333","0.00286294061778761","Limpias","Finlandia"
"2009","FIN","Solar","0.011330709","0.00336000420104651","Limpias","Finlandia"
"2010","FIN","Solar","0.012341145","0.00336330039707019","Limpias","Finlandia"
"2011","FIN","Solar","0.01373057","0.00397199611397294","Limpias","Finlandia"
"2012","FIN","Solar","0.01481701","0.00441493472705423","Limpias","Finlandia"
"2013","FIN","Solar","0.016501278","0.00489153227589509","Limpias","Finlandia"
"2014","FIN","Solar","0.01972519","0.00606285393869787","Limpias","Finlandia"
"2015","FIN","Solar","0.028635442","0.00884294233903105","Limpias","Finlandia"
"2016","FIN","Solar","0.055442214","0.0168570878626764","Limpias","Finlandia"
"2017","FIN","Solar","0.121282496","0.0376599223774444","Limpias","Finlandia"
"2018","FIN","Solar","0.2244403","0.0682680478718491","Limpias","Finlandia"
"2019","FIN","Solar","0.36431187","0.113205118719205","Limpias","Finlandia"
"2020","FIN","Solar","0.53943455","0.175052586900015","Limpias","Finlandia"
"2021","FIN","Solar","0.7328029","0.23281634747954","Limpias","Finlandia"
"2022","FIN","Solar","0.96398526","0.306660080284475","Limpias","Finlandia"
"2023","FIN","Solar","1.7474147","0.534987681595879","Limpias","Finlandia"
"2024","FIN","Solar","3.1242476","0.955319978239756","Limpias","Finlandia"
"1965","FRA","Solar","0","0","Limpias","Francia"
"1966","FRA","Solar","0","0","Limpias","Francia"
"1967","FRA","Solar","0","0","Limpias","Francia"
"1968","FRA","Solar","0","0","Limpias","Francia"
"1969","FRA","Solar","0","0","Limpias","Francia"
"1970","FRA","Solar","0","0","Limpias","Francia"
"1971","FRA","Solar","0","0","Limpias","Francia"
"1972","FRA","Solar","0","0","Limpias","Francia"
"1973","FRA","Solar","0","0","Limpias","Francia"
"1974","FRA","Solar","0","0","Limpias","Francia"
"1975","FRA","Solar","0","0","Limpias","Francia"
"1976","FRA","Solar","0","0","Limpias","Francia"
"1977","FRA","Solar","0","0","Limpias","Francia"
"1978","FRA","Solar","0","0","Limpias","Francia"
"1979","FRA","Solar","0","0","Limpias","Francia"
"1980","FRA","Solar","0","0","Limpias","Francia"
"1981","FRA","Solar","0","0","Limpias","Francia"
"1982","FRA","Solar","0","0","Limpias","Francia"
"1983","FRA","Solar","0","0","Limpias","Francia"
"1984","FRA","Solar","0","0","Limpias","Francia"
"1985","FRA","Solar","0","0","Limpias","Francia"
"1986","FRA","Solar","0","0","Limpias","Francia"
"1987","FRA","Solar","0","0","Limpias","Francia"
"1988","FRA","Solar","0","0","Limpias","Francia"
"1989","FRA","Solar","0","0","Limpias","Francia"
"1990","FRA","Solar","0","0","Limpias","Francia"
"1991","FRA","Solar","0","0","Limpias","Francia"
"1992","FRA","Solar","0.0041333335","0.000146301200340201","Limpias","Francia"
"1993","FRA","Solar","0.004675","0.000165772480814421","Limpias","Francia"
"1994","FRA","Solar","0.005218055","0.000187094904399545","Limpias","Francia"
"1995","FRA","Solar","0.005666666","0.000197554848631936","Limpias","Francia"
"1996","FRA","Solar","0.0073619443","0.000247326305543871","Limpias","Francia"
"1997","FRA","Solar","0.0094633335","0.000322931659365084","Limpias","Francia"
"1998","FRA","Solar","0.011356944","0.000378220101982626","Limpias","Francia"
"1999","FRA","Solar","0.012631944","0.000415350874185635","Limpias","Francia"
"2000","FRA","Solar","0.014509027","0.000470918614107809","Limpias","Francia"
"2001","FRA","Solar","0.017017957","0.000547920444189362","Limpias","Francia"
"2002","FRA","Solar","0.019461507","0.00063164224111556","Limpias","Francia"
"2003","FRA","Solar","0.021164306","0.000679052825661788","Limpias","Francia"
"2004","FRA","Solar","0.022894267","0.000728001480912388","Limpias","Francia"
"2005","FRA","Solar","0.028227849","0.000905394817294365","Limpias","Francia"
"2006","FRA","Solar","0.031834356","0.00102919410059361","Limpias","Francia"
"2007","FRA","Solar","0.04787234","0.00157398053769687","Limpias","Francia"
"2008","FRA","Solar","0.11081794","0.00363676540710567","Limpias","Francia"
"2009","FRA","Solar","0.45669287","0.0158847049876549","Limpias","Francia"
"2010","FRA","Solar","1.6145834","0.0544925754615273","Limpias","Francia"
"2011","FRA","Solar","5.383005","0.188062926877119","Limpias","Francia"
"2012","FRA","Solar","10.349725","0.362043415887458","Limpias","Francia"
"2013","FRA","Solar","12.107791","0.419719328334277","Limpias","Francia"
"2014","FRA","Solar","15.047017","0.545364231510673","Limpias","Francia"
"2015","FRA","Solar","18.387758","0.65989006373232","Limpias","Francia"
"2016","FRA","Solar","20.514935","0.751847501221305","Limpias","Francia"
"2017","FRA","Solar","22.756565","0.836374153789156","Limpias","Francia"
"2018","FRA","Solar","25.691395","0.933438865807779","Limpias","Francia"
"2019","FRA","Solar","28.831406","1.07077416433051","Limpias","Francia"
"2020","FRA","Solar","31.397997","1.30414755551351","Limpias","Francia"
"2021","FRA","Solar","36.651684","1.4307461408577","Limpias","Francia"
"2022","FRA","Solar","47.03694","2.0657517349784","Limpias","Francia"
"2023","FRA","Solar","51.981388","2.19576345715163","Limpias","Francia"
"2024","FRA","Solar","56.54531","2.27895800747811","Limpias","Francia"
"1965","DEU","Solar","0","0","Limpias","Alemania"
"1966","DEU","Solar","0","0","Limpias","Alemania"
"1967","DEU","Solar","0","0","Limpias","Alemania"
"1968","DEU","Solar","0","0","Limpias","Alemania"
"1969","DEU","Solar","0","0","Limpias","Alemania"
"1970","DEU","Solar","0","0","Limpias","Alemania"
"1971","DEU","Solar","0","0","Limpias","Alemania"
"1972","DEU","Solar","0","0","Limpias","Alemania"
"1973","DEU","Solar","0","0","Limpias","Alemania"
"1974","DEU","Solar","0","0","Limpias","Alemania"
"1975","DEU","Solar","0","0","Limpias","Alemania"
"1976","DEU","Solar","0","0","Limpias","Alemania"
"1977","DEU","Solar","0","0","Limpias","Alemania"
"1978","DEU","Solar","0","0","Limpias","Alemania"
"1979","DEU","Solar","0","0","Limpias","Alemania"
"1980","DEU","Solar","0","0","Limpias","Alemania"
"1981","DEU","Solar","0","0","Limpias","Alemania"
"1982","DEU","Solar","0","0","Limpias","Alemania"
"1983","DEU","Solar","0","0","Limpias","Alemania"
"1984","DEU","Solar","0","0","Limpias","Alemania"
"1985","DEU","Solar","0","0","Limpias","Alemania"
"1986","DEU","Solar","0","0","Limpias","Alemania"
"1987","DEU","Solar","0","0","Limpias","Alemania"
"1988","DEU","Solar","0","0","Limpias","Alemania"
"1989","DEU","Solar","0","0","Limpias","Alemania"
"1990","DEU","Solar","0.0027777778","0.0000664489984085355","Limpias","Alemania"
"1991","DEU","Solar","0.0027777778","0.000068101528644257","Limpias","Alemania"
"1992","DEU","Solar","0.0055555557","0.000139015495455976","Limpias","Alemania"
"1993","DEU","Solar","0.008333333","0.000209446575002633","Limpias","Alemania"
"1994","DEU","Solar","0.011111111","0.000281919960282066","Limpias","Alemania"
"1995","DEU","Solar","0.013888888","0.000350612697161334","Limpias","Alemania"
"1996","DEU","Solar","0.016666666","0.000407267948257731","Limpias","Alemania"
"1997","DEU","Solar","0.030555554","0.000756526353475805","Limpias","Alemania"
"1998","DEU","Solar","0.041666664","0.00104021474311437","Limpias","Alemania"
"1999","DEU","Solar","0.052777775","0.00133665176013927","Limpias","Alemania"
"2000","DEU","Solar","0","0","Limpias","Alemania"
"2001","DEU","Solar","0.27624312","0.006826182967772","Limpias","Alemania"
"2002","DEU","Solar","0.5479452","0.0137188728523127","Limpias","Alemania"
"2003","DEU","Solar","0.852861","0.0213553866937536","Limpias","Alemania"
"2004","DEU","Solar","1.5094851","0.0378143078721904","Limpias","Alemania"
"2005","DEU","Solar","3.5161288","0.0891648942976988","Limpias","Alemania"
"2006","DEU","Solar","6.05615","0.149814448776026","Limpias","Alemania"
"2007","DEU","Solar","8.343085","0.215398977608932","Limpias","Alemania"
"2008","DEU","Solar","11.894459","0.303989716247384","Limpias","Alemania"
"2009","DEU","Solar","17.624672","0.480012399753107","Limpias","Alemania"
"2010","DEU","Solar","31.153646","0.814622587313609","Limpias","Alemania"
"2011","DEU","Solar","51.790154","1.40455095731709","Limpias","Alemania"
"2012","DEU","Solar","68.92783","1.84438066739991","Limpias","Alemania"
"2013","DEU","Solar","78.314575","2.03836658906887","Limpias","Alemania"
"2014","DEU","Solar","90.19848","2.44889329589958","Limpias","Alemania"
"2015","DEU","Solar","96.394936","2.57017663661114","Limpias","Alemania"
"2016","DEU","Solar","94.36181","2.47626005281973","Limpias","Alemania"
"2017","DEU","Solar","96.902504","2.47479656264544","Limpias","Alemania"
"2018","DEU","Solar","110.24876","2.89290206053519","Limpias","Alemania"
"2019","DEU","Solar","111.93317","3.01243172731348","Limpias","Alemania"
"2020","DEU","Solar","122.21234","3.53120149483701","Limpias","Alemania"
"2021","DEU","Solar","121.5271","3.410085884309","Limpias","Alemania"
"2022","DEU","Solar","148.16708","4.3322304124361","Limpias","Alemania"
"2023","DEU","Solar","155.78781","4.96214441824025","Limpias","Alemania"
"2024","DEU","Solar","180.81464","5.7270324935367","Limpias","Alemania"
"1965","GRC","Solar","0","0","Limpias","Grecia"
"1966","GRC","Solar","0","0","Limpias","Grecia"
"1967","GRC","Solar","0","0","Limpias","Grecia"
"1968","GRC","Solar","0","0","Limpias","Grecia"
"1969","GRC","Solar","0","0","Limpias","Grecia"
"1970","GRC","Solar","0","0","Limpias","Grecia"
"1971","GRC","Solar","0","0","Limpias","Grecia"
"1972","GRC","Solar","0","0","Limpias","Grecia"
"1973","GRC","Solar","0","0","Limpias","Grecia"
"1974","GRC","Solar","0","0","Limpias","Grecia"
"1975","GRC","Solar","0","0","Limpias","Grecia"
"1976","GRC","Solar","0","0","Limpias","Grecia"
"1977","GRC","Solar","0","0","Limpias","Grecia"
"1978","GRC","Solar","0","0","Limpias","Grecia"
"1979","GRC","Solar","0","0","Limpias","Grecia"
"1980","GRC","Solar","0","0","Limpias","Grecia"
"1981","GRC","Solar","0","0","Limpias","Grecia"
"1982","GRC","Solar","0","0","Limpias","Grecia"
"1983","GRC","Solar","0","0","Limpias","Grecia"
"1984","GRC","Solar","0","0","Limpias","Grecia"
"1985","GRC","Solar","0","0","Limpias","Grecia"
"1986","GRC","Solar","0","0","Limpias","Grecia"
"1987","GRC","Solar","0","0","Limpias","Grecia"
"1988","GRC","Solar","0","0","Limpias","Grecia"
"1989","GRC","Solar","0","0","Limpias","Grecia"
"1990","GRC","Solar","0","0","Limpias","Grecia"
"1991","GRC","Solar","0","0","Limpias","Grecia"
"1992","GRC","Solar","0","0","Limpias","Grecia"
"1993","GRC","Solar","0","0","Limpias","Grecia"
"1994","GRC","Solar","0","0","Limpias","Grecia"
"1995","GRC","Solar","0","0","Limpias","Grecia"
"1996","GRC","Solar","0","0","Limpias","Grecia"
"1997","GRC","Solar","0","0","Limpias","Grecia"
"1998","GRC","Solar","0","0","Limpias","Grecia"
"1999","GRC","Solar","0","0","Limpias","Grecia"
"2000","GRC","Solar","0","0","Limpias","Grecia"
"2001","GRC","Solar","0","0","Limpias","Grecia"
"2002","GRC","Solar","0","0","Limpias","Grecia"
"2003","GRC","Solar","0","0","Limpias","Grecia"
"2004","GRC","Solar","0.0021002712","0.000528729647983237","Limpias","Grecia"
"2005","GRC","Solar","0.002561828","0.000642873193239938","Limpias","Grecia"
"2006","GRC","Solar","0.0037058822","0.000903873902901717","Limpias","Grecia"
"2007","GRC","Solar","0.003776596","0.000902203687417588","Limpias","Grecia"
"2008","GRC","Solar","0.013815302","0.00336450991985638","Limpias","Grecia"
"2009","GRC","Solar","0.13123359","0.0332196536353766","Limpias","Grecia"
"2010","GRC","Solar","0.41080207","0.109067009980251","Limpias","Grecia"
"2011","GRC","Solar","1.5811164","0.427401001895992","Limpias","Grecia"
"2012","GRC","Solar","4.3659434","1.25583530305761","Limpias","Grecia"
"2013","GRC","Solar","9.330182","2.86275623521497","Limpias","Grecia"
"2014","GRC","Solar","9.6485615","3.15387277388593","Limpias","Grecia"
"2015","GRC","Solar","9.872496","3.19137668380795","Limpias","Grecia"
"2016","GRC","Solar","9.873658","3.24183681927613","Limpias","Grecia"
"2017","GRC","Solar","9.978692","3.11833624078262","Limpias","Grecia"
"2018","GRC","Solar","9.429482","2.93259742926672","Limpias","Grecia"
"2019","GRC","Solar","10.9616585","3.48722274689897","Limpias","Grecia"
"2020","GRC","Solar","10.979887","4.00377727966354","Limpias","Grecia"
"2021","GRC","Solar","12.933444","4.32298346123819","Limpias","Grecia"
"2022","GRC","Solar","17.542297","5.64040306298951","Limpias","Grecia"
"2023","GRC","Solar","21.691639","7.18055647913041","Limpias","Grecia"
"2024","GRC","Solar","24.801226","7.81492431369442","Limpias","Grecia"
"1965","HKG","Solar","0","0","Limpias","Hong Kong"
"1966","HKG","Solar","0","0","Limpias","Hong Kong"
"1967","HKG","Solar","0","0","Limpias","Hong Kong"
"1968","HKG","Solar","0","0","Limpias","Hong Kong"
"1969","HKG","Solar","0","0","Limpias","Hong Kong"
"1970","HKG","Solar","0","0","Limpias","Hong Kong"
"1971","HKG","Solar","0","0","Limpias","Hong Kong"
"1972","HKG","Solar","0","0","Limpias","Hong Kong"
"1973","HKG","Solar","0","0","Limpias","Hong Kong"
"1974","HKG","Solar","0","0","Limpias","Hong Kong"
"1975","HKG","Solar","0","0","Limpias","Hong Kong"
"1976","HKG","Solar","0","0","Limpias","Hong Kong"
"1977","HKG","Solar","0","0","Limpias","Hong Kong"
"1978","HKG","Solar","0","0","Limpias","Hong Kong"
"1979","HKG","Solar","0","0","Limpias","Hong Kong"
"1980","HKG","Solar","0","0","Limpias","Hong Kong"
"1981","HKG","Solar","0","0","Limpias","Hong Kong"
"1982","HKG","Solar","0","0","Limpias","Hong Kong"
"1983","HKG","Solar","0","0","Limpias","Hong Kong"
"1984","HKG","Solar","0","0","Limpias","Hong Kong"
"1985","HKG","Solar","0","0","Limpias","Hong Kong"
"1986","HKG","Solar","0","0","Limpias","Hong Kong"
"1987","HKG","Solar","0","0","Limpias","Hong Kong"
"1988","HKG","Solar","0","0","Limpias","Hong Kong"
"1989","HKG","Solar","0","0","Limpias","Hong Kong"
"1990","HKG","Solar","0","0","Limpias","Hong Kong"
"1991","HKG","Solar","0","0","Limpias","Hong Kong"
"1992","HKG","Solar","0","0","Limpias","Hong Kong"
"1993","HKG","Solar","0","0","Limpias","Hong Kong"
"1994","HKG","Solar","0","0","Limpias","Hong Kong"
"1995","HKG","Solar","0","0","Limpias","Hong Kong"
"1996","HKG","Solar","0","0","Limpias","Hong Kong"
"1997","HKG","Solar","0","0","Limpias","Hong Kong"
"1998","HKG","Solar","0","0","Limpias","Hong Kong"
"1999","HKG","Solar","0","0","Limpias","Hong Kong"
"2000","HKG","Solar","0","0","Limpias","Hong Kong"
"2001","HKG","Solar","0","0","Limpias","Hong Kong"
"2002","HKG","Solar","0","0","Limpias","Hong Kong"
"2003","HKG","Solar","0","0","Limpias","Hong Kong"
"2004","HKG","Solar","0","0","Limpias","Hong Kong"
"2005","HKG","Solar","0","0","Limpias","Hong Kong"
"2006","HKG","Solar","0","0","Limpias","Hong Kong"
"2007","HKG","Solar","0","0","Limpias","Hong Kong"
"2008","HKG","Solar","0","0","Limpias","Hong Kong"
"2009","HKG","Solar","0","0","Limpias","Hong Kong"
"2010","HKG","Solar","0.0026041667","0.000810830576654894","Limpias","Hong Kong"
"2011","HKG","Solar","0.0077720205","0.00235996696983433","Limpias","Hong Kong"
"2012","HKG","Solar","0.0077319588","0.002443064825425","Limpias","Hong Kong"
"2013","HKG","Solar","0.0076726344","0.00236063190336102","Limpias","Hong Kong"
"2014","HKG","Solar","0.007633588","0.00240652141329099","Limpias","Hong Kong"
"2015","HKG","Solar","0.010126582","0.0031020643225621","Limpias","Hong Kong"
"2016","HKG","Solar","0.010050252","0.00299964704205728","Limpias","Hong Kong"
"2017","HKG","Solar","0.0140125","0.00389956123964473","Limpias","Hong Kong"
"2018","HKG","Solar","0.01587811","0.00436730507616163","Limpias","Hong Kong"
"2019","HKG","Solar","0.041089106","0.0119258925970903","Limpias","Hong Kong"
"2020","HKG","Solar","0.1289753","0.0500038599413568","Limpias","Hong Kong"
