"anio","iso3","valor_en_twh"
"2001","NZL","0"
"2002","NZL","0"
"2003","NZL","0"
"2004","NZL","0"
"2005","NZL","0"
"2006","NZL","0"
"2007","NZL","0"
"2008","NZL","0"
"2009","NZL","0"
"2010","NZL","0"
"2011","NZL","0"
"2012","NZL","0"
"2013","NZL","0"
"2014","NZL","0"
"2015","NZL","0"
"2016","NZL","0"
"2017","NZL","0"
"2018","NZL","0"
"2019","NZL","0"
"2020","NZL","0"
"2021","NZL","0"
"2022","NZL","0"
"2023","NZL","0"
"1965","MAR","0"
"1966","MAR","0"
"1967","MAR","0"
"1968","MAR","0"
"1969","MAR","0"
"1970","MAR","0"
"1971","MAR","0"
"1972","MAR","0"
"1973","MAR","0"
"1974","MAR","0"
"1975","MAR","0"
"1976","MAR","0"
"1977","MAR","0"
"1978","MAR","0"
"1979","MAR","0"
"1980","MAR","0"
"1981","MAR","0"
"1982","MAR","0"
"1983","MAR","0"
"1984","MAR","0"
"1985","MAR","0"
"1986","MAR","0"
"1987","MAR","0"
"1988","MAR","0"
"1989","MAR","0"
"1990","MAR","0"
"1991","MAR","0"
"1992","MAR","0"
"1993","MAR","0"
"1994","MAR","0"
"1995","MAR","0"
"1996","MAR","0"
"1997","MAR","0"
"1998","MAR","0"
"1999","MAR","0"
"2000","MAR","0"
"2001","MAR","0"
"2002","MAR","0"
"2003","MAR","0"
"2004","MAR","0"
"2005","MAR","0"
"2006","MAR","0"
"2007","MAR","0"
"2008","MAR","0"
"2009","MAR","0"
"2010","MAR","0"
"2011","MAR","0"
"2012","MAR","0"
"2013","MAR","0"
"2014","MAR","0"
"2015","MAR","0"
"2016","MAR","0"
"2017","MAR","0"
"2018","MAR","0"
"2019","MAR","0"
"2020","MAR","0"
"2021","MAR","0"
"2022","MAR","0"
"2023","MAR","0"
"1965","MEX","0"
"1966","MEX","0"
"1967","MEX","0"
"1968","MEX","0"
"1969","MEX","0"
"1970","MEX","0"
"1971","MEX","0"
"1972","MEX","0"
"1973","MEX","0"
"1974","MEX","0"
"1975","MEX","0"
"1976","MEX","0"
"1977","MEX","0"
"1978","MEX","0"
"1979","MEX","0"
"1980","MEX","0"
"1981","MEX","0"
"1982","MEX","0"
"1983","MEX","0"
"1984","MEX","0"
"1985","MEX","0"
"1986","MEX","0"
"1987","MEX","0"
"1988","MEX","0"
"1989","MEX","0.372"
"1990","MEX","2.937"
"1991","MEX","4.242"
"1992","MEX","3.919"
"1993","MEX","4.931"
"1994","MEX","4.239"
"1995","MEX","8.443"
"1996","MEX","7.878"
"1997","MEX","10.456"
"1998","MEX","9.265"
"1999","MEX","10.002"
"2000","MEX","8.22"
"2001","MEX","8.73"
"2002","MEX","9.75"
"2003","MEX","10.5"
"2004","MEX","9.19"
"2005","MEX","10.8"
"2006","MEX","10.87"
"2007","MEX","10.42"
"2008","MEX","9.8"
"2009","MEX","10.5"
"2010","MEX","5.88"
"2011","MEX","10.09"
"2012","MEX","8.77"
"2013","MEX","11.8"
"2014","MEX","9.68"
"2015","MEX","11.58"
"2016","MEX","10.57"
"2017","MEX","10.88"
"2018","MEX","13.55"
"2019","MEX","11.19"
"2020","MEX","11.18"
"2021","MEX","11.92"
"2022","MEX","10.85"
"2023","MEX","12.34"
"1965","MYS","0"
"1966","MYS","0"
"1967","MYS","0"
"1968","MYS","0"
"1969","MYS","0"
"1970","MYS","0"
"1971","MYS","0"
"1972","MYS","0"
"1973","MYS","0"
"1974","MYS","0"
"1975","MYS","0"
"1976","MYS","0"
"1977","MYS","0"
"1978","MYS","0"
"1979","MYS","0"
"1980","MYS","0"
"1981","MYS","0"
"1982","MYS","0"
"1983","MYS","0"
"1984","MYS","0"
"1985","MYS","0"
"1986","MYS","0"
"1987","MYS","0"
"1988","MYS","0"
"1989","MYS","0"
"1990","MYS","0"
"1991","MYS","0"
"1992","MYS","0"
"1993","MYS","0"
"1994","MYS","0"
"1995","MYS","0"
"1996","MYS","0"
"1997","MYS","0"
"1998","MYS","0"
"1999","MYS","0"
"2000","MYS","0"
"2001","MYS","0"
"2002","MYS","0"
"2003","MYS","0"
"2004","MYS","0"
"2005","MYS","0"
"2006","MYS","0"
"2007","MYS","0"
"2008","MYS","0"
"2009","MYS","0"
"2010","MYS","0"
"2011","MYS","0"
"2012","MYS","0"
"2013","MYS","0"
"2014","MYS","0"
"2015","MYS","0"
"2016","MYS","0"
"2017","MYS","0"
"2018","MYS","0"
"2019","MYS","0"
"2020","MYS","0"
"2021","MYS","0"
"2022","MYS","0"
"2023","MYS","0"
"1965","LBY","0"
"1966","LBY","0"
"1967","LBY","0"
"1968","LBY","0"
"1969","LBY","0"
"1970","LBY","0"
"1971","LBY","0"
"1972","LBY","0"
"1973","LBY","0"
"1974","LBY","0"
"1975","LBY","0"
"1976","LBY","0"
"1977","LBY","0"
"1978","LBY","0"
"1979","LBY","0"
"1980","LBY","0"
"1981","LBY","0"
"1982","LBY","0"
"1983","LBY","0"
"1984","LBY","0"
"1985","LBY","0"
"1986","LBY","0"
"1987","LBY","0"
"1988","LBY","0"
"1989","LBY","0"
"1990","LBY","0"
"1991","LBY","0"
"1992","LBY","0"
"1993","LBY","0"
"1994","LBY","0"
"1995","LBY","0"
"1996","LBY","0"
"1997","LBY","0"
"1998","LBY","0"
"1999","LBY","0"
"2000","LBY","0"
"2001","LBY","0"
"2002","LBY","0"
"2003","LBY","0"
"2004","LBY","0"
"2005","LBY","0"
"2006","LBY","0"
"2007","LBY","0"
"2008","LBY","0"
"2009","LBY","0"
"2010","LBY","0"
"2011","LBY","0"
"2012","LBY","0"
"2013","LBY","0"
"2014","LBY","0"
"2015","LBY","0"
"2016","LBY","0"
"2017","LBY","0"
"2018","LBY","0"
"2019","LBY","0"
"2020","LBY","0"
"2021","LBY","0"
"2022","LBY","0"
"2023","LBY","0"
"1965","KOR","0"
"1966","KOR","0"
"1967","KOR","0"
"1968","KOR","0"
"1969","KOR","0"
"1970","KOR","0"
"1971","KOR","0"
"1972","KOR","0"
"1973","KOR","0"
"1974","KOR","0"
"1975","KOR","0"
"1976","KOR","0"
"1977","KOR","0.071466"
"1978","KOR","2.324376"
"1979","KOR","3.151904"
"1980","KOR","3.477154"
"1981","KOR","2.897205"
"1982","KOR","3.777289"
"1983","KOR","8.965058"
"1984","KOR","11.792059"
"1985","KOR","16.74534"
"1986","KOR","28.311216"
"1987","KOR","39.314194"
"1988","KOR","40.100674"
"1989","KOR","47.365173"
"1990","KOR","52.886562"
"1991","KOR","56.31075"
"1992","KOR","56.530212"
"1993","KOR","58.138203"
"1994","KOR","58.650917"
"1995","KOR","67.02865"
"1996","KOR","73.92434"
"1997","KOR","77.08565"
"1998","KOR","89.68897"
"1999","KOR","103.06378"
"2000","KOR","108.96"
"2001","KOR","112.13"
"2002","KOR","119.1"
"2003","KOR","129.67"
"2004","KOR","130.71"
"2005","KOR","146.78"
"2006","KOR","148.75"
"2007","KOR","142.94"
"2008","KOR","150.96"
"2009","KOR","147.77"
"2010","KOR","148.6"
"2011","KOR","154.72"
"2012","KOR","150.33"
"2013","KOR","138.78"
"2014","KOR","156.41"
"2015","KOR","164.76"
"2016","KOR","161.99"
"2017","KOR","148.43"
"2018","KOR","133.51"
"2019","KOR","145.91"
"2020","KOR","160.18"
"2021","KOR","158.01"
"2022","KOR","176.05"
"2023","KOR","180.49"
"1965","ISR","0"
"1966","ISR","0"
"1967","ISR","0"
"1968","ISR","0"
"1969","ISR","0"
"1970","ISR","0"
"1971","ISR","0"
"1972","ISR","0"
"1973","ISR","0"
"1974","ISR","0"
"1975","ISR","0"
"1976","ISR","0"
"1977","ISR","0"
"1978","ISR","0"
"1979","ISR","0"
"1980","ISR","0"
"1981","ISR","0"
"1982","ISR","0"
"1983","ISR","0"
"1984","ISR","0"
"1985","ISR","0"
"1986","ISR","0"
"1987","ISR","0"
"1988","ISR","0"
"1989","ISR","0"
"1990","ISR","0"
"1991","ISR","0"
"1992","ISR","0"
"1993","ISR","0"
"1994","ISR","0"
"1995","ISR","0"
"1996","ISR","0"
"1997","ISR","0"
"1998","ISR","0"
"1999","ISR","0"
"2000","ISR","0"
"2001","ISR","0"
"2002","ISR","0"
"2003","ISR","0"
"2004","ISR","0"
"2005","ISR","0"
"2006","ISR","0"
"2007","ISR","0"
"2008","ISR","0"
"2009","ISR","0"
"2010","ISR","0"
"2011","ISR","0"
"2012","ISR","0"
"2013","ISR","0"
"2014","ISR","0"
"2015","ISR","0"
"2016","ISR","0"
"2017","ISR","0"
"2018","ISR","0"
"2019","ISR","0"
"2020","ISR","0"
"2021","ISR","0"
"2022","ISR","0"
"2023","ISR","0"
"1965","IRQ","0"
"1966","IRQ","0"
"1967","IRQ","0"
"1968","IRQ","0"
"1969","IRQ","0"
"1970","IRQ","0"
"1971","IRQ","0"
"1972","IRQ","0"
"1973","IRQ","0"
"1974","IRQ","0"
"1975","IRQ","0"
"1976","IRQ","0"
"1977","IRQ","0"
"1978","IRQ","0"
"1979","IRQ","0"
"1980","IRQ","0"
"1981","IRQ","0"
"1982","IRQ","0"
"1983","IRQ","0"
"1984","IRQ","0"
"1985","IRQ","0"
"1986","IRQ","0"
"1987","IRQ","0"
"1988","IRQ","0"
"1989","IRQ","0"
"1990","IRQ","0"
"1991","IRQ","0"
"1992","IRQ","0"
"1993","IRQ","0"
"1994","IRQ","0"
"1995","IRQ","0"
"1996","IRQ","0"
"1997","IRQ","0"
"1998","IRQ","0"
"1999","IRQ","0"
"2000","IRQ","0"
"2001","IRQ","0"
"2002","IRQ","0"
"2003","IRQ","0"
"2004","IRQ","0"
"2005","IRQ","0"
"2006","IRQ","0"
"2007","IRQ","0"
"2008","IRQ","0"
"2009","IRQ","0"
"2010","IRQ","0"
"2011","IRQ","0"
"2012","IRQ","0"
"2013","IRQ","0"
"2014","IRQ","0"
"2015","IRQ","0"
"2016","IRQ","0"
"2017","IRQ","0"
"2018","IRQ","0"
"2019","IRQ","0"
"2020","IRQ","0"
"2021","IRQ","0"
"2022","IRQ","0"
"2023","IRQ","0"
"1965","IRN","0"
"1966","IRN","0"
"1967","IRN","0"
"1968","IRN","0"
"1969","IRN","0"
"1970","IRN","0"
"1971","IRN","0"
"1972","IRN","0"
"1973","IRN","0"
"1974","IRN","0"
"1975","IRN","0"
"1976","IRN","0"
"1977","IRN","0"
"1978","IRN","0"
"1979","IRN","0"
"1980","IRN","0"
"1981","IRN","0"
"1982","IRN","0"
"1983","IRN","0"
"1984","IRN","0"
"1985","IRN","0"
"1986","IRN","0"
"1987","IRN","0"
"1988","IRN","0"
"1989","IRN","0"
"1990","IRN","0"
"1991","IRN","0"
"1992","IRN","0"
"1993","IRN","0"
"1994","IRN","0"
"1995","IRN","0"
"1996","IRN","0"
"1997","IRN","0"
"1998","IRN","0"
"1999","IRN","0"
"2000","IRN","0"
"2001","IRN","0"
"2002","IRN","0"
"2003","IRN","0"
"2004","IRN","0"
"2005","IRN","0"
"2006","IRN","0"
"2007","IRN","0"
"2008","IRN","0"
"2009","IRN","0"
"2010","IRN","0"
"2011","IRN","0.11"
"2012","IRN","1.45"
"2013","IRN","4.26"
"2014","IRN","4.07"
"2015","IRN","3.5"
"2016","IRN","6.47"
"2017","IRN","6.96"
"2018","IRN","6.89"
"2019","IRN","6.41"
"2020","IRN","6.33"
"2021","IRN","3.54"
"2022","IRN","6.57"
"2023","IRN","6.57"
"1965","IDN","0"
"1966","IDN","0"
"1967","IDN","0"
"1968","IDN","0"
"1969","IDN","0"
"1970","IDN","0"
"1971","IDN","0"
"1972","IDN","0"
"1973","IDN","0"
"1974","IDN","0"
"1975","IDN","0"
"1976","IDN","0"
"1977","IDN","0"
"1978","IDN","0"
"1979","IDN","0"
"1980","IDN","0"
"1981","IDN","0"
"1982","IDN","0"
"1983","IDN","0"
"1984","IDN","0"
"1985","IDN","0"
"1986","IDN","0"
"1987","IDN","0"
"1988","IDN","0"
"1989","IDN","0"
"1990","IDN","0"
"1991","IDN","0"
"1992","IDN","0"
"1993","IDN","0"
"1994","IDN","0"
"1995","IDN","0"
"1996","IDN","0"
"1997","IDN","0"
"1998","IDN","0"
"1999","IDN","0"
"2000","IDN","0"
"2001","IDN","0"
"2002","IDN","0"
"2003","IDN","0"
"2004","IDN","0"
"2005","IDN","0"
"2006","IDN","0"
"2007","IDN","0"
"2008","IDN","0"
"2009","IDN","0"
"2010","IDN","0"
"2011","IDN","0"
"2012","IDN","0"
"2013","IDN","0"
"2014","IDN","0"
"2015","IDN","0"
"2016","IDN","0"
"2017","IDN","0"
"2018","IDN","0"
"2019","IDN","0"
"2020","IDN","0"
"2021","IDN","0"
"2022","IDN","0"
"2023","IDN","0"
"1965","IND","0"
"1966","IND","0"
"1967","IND","0"
"1968","IND","0"
"1969","IND","0.7247816"
"1970","IND","1.3081424"
"1971","IND","0.972268"
"1972","IND","0.9236546"
"1973","IND","1.9533747"
"1974","IND","1.7986958"
"1975","IND","2.143409"
"1976","IND","2.6560595"
"1977","IND","1.8517286"
"1978","IND","2.2627327"
"1979","IND","2.3467014"
"1980","IND","2.4483476"
"1981","IND","2.466025"
"1982","IND","2.1566672"
"1983","IND","3.0759025"
"1984","IND","4.0393314"
"1985","IND","4.507788"
"1986","IND","5.020438"
"1987","IND","5.3209577"
"1988","IND","6.076675"
"1989","IND","4.021654"
"1990","IND","6.3948717"
"1991","IND","5.413765"
"1992","IND","6.4037104"
"1993","IND","6.2269344"
"1994","IND","4.9453087"
"1995","IND","7.6146264"
"1996","IND","8.401279"
"1997","IND","10.071813"
"1998","IND","11.371117"
"1999","IND","12.727872"
"2000","IND","15.77"
"2001","IND","18.89"
"2002","IND","19.35"
"2003","IND","18.14"
"2004","IND","21.26"
"2005","IND","17.73"
"2006","IND","17.63"
"2007","IND","17.83"
"2008","IND","15.23"
"2009","IND","16.82"
"2010","IND","23.08"
"2011","IND","32.22"
"2012","IND","33.14"
"2013","IND","33.31"
"2014","IND","34.69"
"2015","IND","38.31"
"2016","IND","37.9"
"2017","IND","37.41"
"2018","IND","39.05"
"2019","IND","45.16"
"2020","IND","44.61"
"2021","IND","43.92"
"2022","IND","46.19"
"2023","IND","48.19"
"1965","HUN","0"
"1966","HUN","0"
"1967","HUN","0"
"1968","HUN","0"
"1969","HUN","0"
"1970","HUN","0"
"1971","HUN","0"
"1972","HUN","0"
"1973","HUN","0"
"1974","HUN","0"
"1975","HUN","0"
"1976","HUN","0"
"1977","HUN","0"
"1978","HUN","0"
"1979","HUN","0"
"1980","HUN","0"
"1981","HUN","0"
"1982","HUN","0"
"1983","HUN","2.473"
"1984","HUN","3.766"
"1985","HUN","6.48"
"1986","HUN","7.424"
"1987","HUN","10.986"
"1988","HUN","13.445"
"1989","HUN","13.891"
"1990","HUN","13.73"
"1991","HUN","13.73"
"1992","HUN","13.96"
"1993","HUN","13.8"
"1994","HUN","14.05"
"1995","HUN","14.03"
"1996","HUN","14.18"
"1997","HUN","13.97"
"1998","HUN","13.95"
"1999","HUN","14.1"
"2000","HUN","14.18"
"2001","HUN","14.13"
"2002","HUN","13.95"
"2003","HUN","11.01"
"2004","HUN","11.91"
"2005","HUN","13.83"
"2006","HUN","13.46"
"2007","HUN","14.68"
"2008","HUN","14.82"
"2009","HUN","15.43"
"2010","HUN","15.76"
"2011","HUN","15.69"
"2012","HUN","15.79"
"2013","HUN","15.37"
"2014","HUN","15.65"
"2015","HUN","15.83"
"2016","HUN","16.05"
"2017","HUN","16.1"
"2018","HUN","15.73"
"2019","HUN","16.29"
"2020","HUN","16.06"
"2021","HUN","15.99"
"2022","HUN","15.81"
"2023","HUN","15.92"
"1965","LKA","0"
"1966","LKA","0"
"1967","LKA","0"
"1968","LKA","0"
"1969","LKA","0"
"1970","LKA","0"
"1971","LKA","0"
"1972","LKA","0"
"1973","LKA","0"
"1974","LKA","0"
"1975","LKA","0"
"1976","LKA","0"
"1977","LKA","0"
"1978","LKA","0"
"1979","LKA","0"
"1980","LKA","0"
"1981","LKA","0"
"1982","LKA","0"
"1983","LKA","0"
"1984","LKA","0"
"1985","LKA","0"
"1986","LKA","0"
"1987","LKA","0"
"1988","LKA","0"
"1989","LKA","0"
"1990","LKA","0"
"1991","LKA","0"
"1992","LKA","0"
"1993","LKA","0"
"1994","LKA","0"
"1995","LKA","0"
"1996","LKA","0"
"1997","LKA","0"
"1998","LKA","0"
"1999","LKA","0"
"2000","LKA","0"
"2001","LKA","0"
"2002","LKA","0"
"2003","LKA","0"
"2004","LKA","0"
"2005","LKA","0"
"2006","LKA","0"
"2007","LKA","0"
"2008","LKA","0"
"2009","LKA","0"
"2010","LKA","0"
"2011","LKA","0"
"2012","LKA","0"
"2013","LKA","0"
"2014","LKA","0"
"2015","LKA","0"
"2016","LKA","0"
"2017","LKA","0"
"2018","LKA","0"
"2019","LKA","0"
"2020","LKA","0"
"2021","LKA","0"
"2022","LKA","0"
"2023","LKA","0"
"1965","HKG","0"
"1966","HKG","0"
"1967","HKG","0"
"1968","HKG","0"
"1969","HKG","0"
"1970","HKG","0"
"1971","HKG","0"
"1972","HKG","0"
"1973","HKG","0"
"1974","HKG","0"
"1975","HKG","0"
"1976","HKG","0"
"1977","HKG","0"
"1978","HKG","0"
"1979","HKG","0"
"1980","HKG","0"
"1981","HKG","0"
"1982","HKG","0"
"1983","HKG","0"
"1984","HKG","0"
"1985","HKG","0"
"1986","HKG","0"
"1987","HKG","0"
"1988","HKG","0"
"1989","HKG","0"
"1990","HKG","0"
"1991","HKG","0"
"1992","HKG","0"
"1993","HKG","0"
"1994","HKG","0"
"1995","HKG","0"
"1996","HKG","0"
"1997","HKG","0"
"1998","HKG","0"
"1999","HKG","0"
"2000","HKG","0"
"2001","HKG","0"
"2002","HKG","0"
"2003","HKG","0"
"2004","HKG","0"
"2005","HKG","0"
"2006","HKG","0"
"2007","HKG","0"
"2008","HKG","0"
"2009","HKG","0"
"2010","HKG","0"
"2011","HKG","0"
"2012","HKG","0"
"2013","HKG","0"
"2014","HKG","0"
"2015","HKG","0"
"2016","HKG","0"
"2017","HKG","0"
"2018","HKG","0"
"2019","HKG","0"
"2020","HKG","0"
"2021","HKG","0"
"2022","HKG","0"
"2023","HKG","0"
"1965","GRC","0"
"1966","GRC","0"
"1967","GRC","0"
"1968","GRC","0"
"1969","GRC","0"
"1970","GRC","0"
"1971","GRC","0"
"1972","GRC","0"
"1973","GRC","0"
"1974","GRC","0"
"1975","GRC","0"
"1976","GRC","0"
"1977","GRC","0"
"1978","GRC","0"
"1979","GRC","0"
"1980","GRC","0"
"1981","GRC","0"
"1982","GRC","0"
"1983","GRC","0"
"1984","GRC","0"
"1985","GRC","0"
"1986","GRC","0"
"1987","GRC","0"
"1988","GRC","0"
"1989","GRC","0"
"1990","GRC","0"
"1991","GRC","0"
"1992","GRC","0"
"1993","GRC","0"
"1994","GRC","0"
"1995","GRC","0"
"1996","GRC","0"
"1997","GRC","0"
"1998","GRC","0"
"1999","GRC","0"
"2000","GRC","0"
"2001","GRC","0"
"2002","GRC","0"
"2003","GRC","0"
"2004","GRC","0"
"2005","GRC","0"
"2006","GRC","0"
"2007","GRC","0"
"2008","GRC","0"
"2009","GRC","0"
"2010","GRC","0"
"2011","GRC","0"
"2012","GRC","0"
"2013","GRC","0"
"2014","GRC","0"
"2015","GRC","0"
"2016","GRC","0"
"2017","GRC","0"
"2018","GRC","0"
"2019","GRC","0"
"2020","GRC","0"
"2021","GRC","0"
"2022","GRC","0"
"2023","GRC","0"
"1965","GAB","0"
"1966","GAB","0"
"1967","GAB","0"
"1968","GAB","0"
"1969","GAB","0"
"1970","GAB","0"
"1971","GAB","0"
"1972","GAB","0"
"1973","GAB","0"
"1974","GAB","0"
"1975","GAB","0"
"1976","GAB","0"
"1977","GAB","0"
"1978","GAB","0"
"1979","GAB","0"
"1980","GAB","0"
"1981","GAB","0"
"1982","GAB","0"
"1983","GAB","0"
"1984","GAB","0"
"1985","GAB","0"
"1986","GAB","0"
"1987","GAB","0"
"1988","GAB","0"
"1989","GAB","0"
"1990","GAB","0"
"1991","GAB","0"
"1992","GAB","0"
"1993","GAB","0"
"1994","GAB","0"
"1995","GAB","0"
"1996","GAB","0"
"1997","GAB","0"
"1998","GAB","0"
"1999","GAB","0"
"2000","GAB","0"
"2001","GAB","0"
"2002","GAB","0"
"2003","GAB","0"
"2004","GAB","0"
"2005","GAB","0"
"2006","GAB","0"
"2007","GAB","0"
"2008","GAB","0"
"2009","GAB","0"
"2010","GAB","0"
"2011","GAB","0"
"2012","GAB","0"
"2013","GAB","0"
"2014","GAB","0"
"2015","GAB","0"
"2016","GAB","0"
"2017","GAB","0"
"2018","GAB","0"
"2019","GAB","0"
"2020","GAB","0"
"2021","GAB","0"
"2022","GAB","0"
"2023","GAB","0"
"1965","FIN","0"
"1966","FIN","0"
"1967","FIN","0"
"1968","FIN","0"
"1969","FIN","0"
"1970","FIN","0"
"1971","FIN","0"
"1972","FIN","0"
"1973","FIN","0"
"1974","FIN","0"
"1975","FIN","0"
"1976","FIN","0"
"1977","FIN","2.6421053"
"1978","FIN","3.2410526"
"1979","FIN","6.694737"
"1980","FIN","6.9736843"
"1981","FIN","14.563158"
"1982","FIN","16.658947"
"1983","FIN","17.596842"
"1984","FIN","18.73579"
"1985","FIN","18.926315"
"1986","FIN","18.945263"
"1987","FIN","19.509474"
"1988","FIN","19.417894"
"1989","FIN","18.957895"
"1990","FIN","19.22"
"1991","FIN","19.51"
"1992","FIN","19.26"
"1993","FIN","19.93"
"1994","FIN","19.43"
"1995","FIN","19.22"
"1996","FIN","19.48"
"1997","FIN","20.89"
"1998","FIN","21.85"
"1999","FIN","22.97"
"2000","FIN","22.48"
"2001","FIN","22.77"
"2002","FIN","22.3"
"2003","FIN","22.73"
"2004","FIN","22.72"
"2005","FIN","23.27"
"2006","FIN","22.91"
"2007","FIN","23.42"
"2008","FIN","22.96"
"2009","FIN","23.53"
"2010","FIN","22.8"
"2011","FIN","23.19"
"2012","FIN","22.99"
"2013","FIN","23.61"
"2014","FIN","23.58"
"2015","FIN","23.25"
"2016","FIN","23.2"
"2017","FIN","22.48"
"2018","FIN","22.79"
"2019","FIN","23.87"
"2020","FIN","23.29"
"2021","FIN","23.6"
"2022","FIN","25.34"
"2023","FIN","33.92"
"1965","DNK","0"
"1966","DNK","0"
"1967","DNK","0"
"1968","DNK","0"
"1969","DNK","0"
"1970","DNK","0"
"1971","DNK","0"
"1972","DNK","0"
"1973","DNK","0"
"1974","DNK","0"
"1975","DNK","0"
"1976","DNK","0"
"1977","DNK","0"
"1978","DNK","0"
"1979","DNK","0"
"1980","DNK","0"
"1981","DNK","0"
"1982","DNK","0"
"1983","DNK","0"
"1984","DNK","0"
"1985","DNK","0"
"1986","DNK","0"
"1987","DNK","0"
"1988","DNK","0"
"1989","DNK","0"
"1990","DNK","0"
"1991","DNK","0"
"1992","DNK","0"
"1993","DNK","0"
"1994","DNK","0"
"1995","DNK","0"
"1996","DNK","0"
"1997","DNK","0"
"1998","DNK","0"
"1999","DNK","0"
"2000","DNK","0"
"2001","DNK","0"
"2002","DNK","0"
"2003","DNK","0"
"2004","DNK","0"
"2005","DNK","0"
"2006","DNK","0"
"2007","DNK","0"
"2008","DNK","0"
"2009","DNK","0"
"2010","DNK","0"
"2011","DNK","0"
"2012","DNK","0"
"2013","DNK","0"
"2014","DNK","0"
"2015","DNK","0"
"2016","DNK","0"
"2017","DNK","0"
"2018","DNK","0"
"2019","DNK","0"
"2020","DNK","0"
"2021","DNK","0"
"2022","DNK","0"
"2023","DNK","0"
"1965","CZE","0"
"1966","CZE","0"
"1967","CZE","0"
"1968","CZE","0"
"1969","CZE","0"
"1970","CZE","0"
"1971","CZE","0"
"1972","CZE","0"
"1973","CZE","0"
"1974","CZE","0"
"1975","CZE","0"
"1976","CZE","0"
"1977","CZE","0"
"1978","CZE","0"
"1979","CZE","0"
"1980","CZE","0"
"1981","CZE","0"
"1982","CZE","0"
"1983","CZE","0.2"
"1984","CZE","1.239"
"1985","CZE","2.397"
"1986","CZE","6.149"
"1987","CZE","10.701"
"1988","CZE","11.816"
"1989","CZE","12.418"
"1990","CZE","12.59"
"1991","CZE","12.13"
"1992","CZE","12.25"
"1993","CZE","12.63"
"1994","CZE","12.98"
"1995","CZE","12.23"
"1996","CZE","12.85"
"1997","CZE","12.49"
"1998","CZE","13.18"
"1999","CZE","13.36"
"2000","CZE","13.59"
"2001","CZE","14.75"
"2002","CZE","18.74"
"2003","CZE","25.87"
"2004","CZE","26.33"
"2005","CZE","24.73"
"2006","CZE","26.05"
"2007","CZE","26.17"
"2008","CZE","26.55"
"2009","CZE","27.21"
"2010","CZE","28"
"2011","CZE","28.28"
"2012","CZE","30.32"
"2013","CZE","30.75"
"2014","CZE","30.33"
"2015","CZE","26.84"
"2016","CZE","24.1"
"2017","CZE","28.34"
"2018","CZE","29.92"
"2019","CZE","30.25"
"2020","CZE","30.04"
"2021","CZE","30.73"
"2022","CZE","31.02"
"2023","CZE","30.4"
"1965","CYP","0"
"1966","CYP","0"
"1967","CYP","0"
"1968","CYP","0"
"1969","CYP","0"
"1970","CYP","0"
"1971","CYP","0"
"1972","CYP","0"
"1973","CYP","0"
"1974","CYP","0"
"1975","CYP","0"
"1976","CYP","0"
"1977","CYP","0"
"1978","CYP","0"
"1979","CYP","0"
"1980","CYP","0"
"1981","CYP","0"
"1982","CYP","0"
"1983","CYP","0"
"1984","CYP","0"
"1985","CYP","0"
"1986","CYP","0"
"1987","CYP","0"
"1988","CYP","0"
"1989","CYP","0"
"1990","CYP","0"
"1991","CYP","0"
"1992","CYP","0"
"1993","CYP","0"
"1994","CYP","0"
"1995","CYP","0"
"1996","CYP","0"
"1997","CYP","0"
"1998","CYP","0"
"1999","CYP","0"
"2000","CYP","0"
"2001","CYP","0"
"2002","CYP","0"
"2003","CYP","0"
"2004","CYP","0"
"2005","CYP","0"
"2006","CYP","0"
"2007","CYP","0"
"2008","CYP","0"
"2009","CYP","0"
"2010","CYP","0"
"2011","CYP","0"
"2012","CYP","0"
"2013","CYP","0"
"2014","CYP","0"
"2015","CYP","0"
"2016","CYP","0"
"2017","CYP","0"
"2018","CYP","0"
"2019","CYP","0"
"2020","CYP","0"
"2021","CYP","0"
"2022","CYP","0"
"2023","CYP","0"
"1965","COG","0"
"1966","COG","0"
"1967","COG","0"
"1968","COG","0"
"1969","COG","0"
"1970","COG","0"
"1971","COG","0"
"1972","COG","0"
"1973","COG","0"
"1974","COG","0"
"1975","COG","0"
"1976","COG","0"
"1977","COG","0"
"1978","COG","0"
"1979","COG","0"
"1980","COG","0"
"1981","COG","0"
"1982","COG","0"
"1983","COG","0"
"1984","COG","0"
"1985","COG","0"
"1986","COG","0"
"1987","COG","0"
"1988","COG","0"
"1989","COG","0"
"1990","COG","0"
"1991","COG","0"
"1992","COG","0"
"1993","COG","0"
"1994","COG","0"
"1995","COG","0"
"1996","COG","0"
"1997","COG","0"
"1998","COG","0"
"1999","COG","0"
"2000","COG","0"
"2001","COG","0"
"2002","COG","0"
"2003","COG","0"
"2004","COG","0"
"2005","COG","0"
"2006","COG","0"
"2007","COG","0"
"2008","COG","0"
"2009","COG","0"
"2010","COG","0"
"2011","COG","0"
"2012","COG","0"
"2013","COG","0"
"2014","COG","0"
"2015","COG","0"
"2016","COG","0"
"2017","COG","0"
"2018","COG","0"
"2019","COG","0"
"2020","COG","0"
"2021","COG","0"
"2022","COG","0"
"2023","COG","0"
"1965","COL","0"
"1966","COL","0"
"1967","COL","0"
"1968","COL","0"
"1969","COL","0"
"1970","COL","0"
"1971","COL","0"
"1972","COL","0"
"1973","COL","0"
"1974","COL","0"
"1975","COL","0"
"1976","COL","0"
"1977","COL","0"
"1978","COL","0"
"1979","COL","0"
"1980","COL","0"
