"anio","iso3","valor_en_twh"
"1996","BRA","2.427"
"1997","BRA","3.169"
"1998","BRA","3.265"
"1999","BRA","3.977"
"2000","BRA","6.05"
"2001","BRA","14.28"
"2002","BRA","13.84"
"2003","BRA","13.36"
"2004","BRA","11.61"
"2005","BRA","9.85"
"2006","BRA","13.75"
"2007","BRA","12.35"
"2008","BRA","13.97"
"2009","BRA","12.96"
"2010","BRA","14.52"
"2011","BRA","15.66"
"2012","BRA","16.04"
"2013","BRA","15.45"
"2014","BRA","15.38"
"2015","BRA","14.73"
"2016","BRA","15.86"
"2017","BRA","15.74"
"2018","BRA","15.67"
"2019","BRA","16.13"
"2020","BRA","14.05"
"2021","BRA","14.7"
"2022","BRA","14.56"
"2023","BRA","14.51"
"1965","BRN","0"
"1966","BRN","0"
"1967","BRN","0"
"1968","BRN","0"
"1969","BRN","0"
"1970","BRN","0"
"1971","BRN","0"
"1972","BRN","0"
"1973","BRN","0"
"1974","BRN","0"
"1975","BRN","0"
"1976","BRN","0"
"1977","BRN","0"
"1978","BRN","0"
"1979","BRN","0"
"1980","BRN","0"
"1981","BRN","0"
"1982","BRN","0"
"1983","BRN","0"
"1984","BRN","0"
"1985","BRN","0"
"1986","BRN","0"
"1987","BRN","0"
"1988","BRN","0"
"1989","BRN","0"
"1990","BRN","0"
"1991","BRN","0"
"1992","BRN","0"
"1993","BRN","0"
"1994","BRN","0"
"1995","BRN","0"
"1996","BRN","0"
"1997","BRN","0"
"1998","BRN","0"
"1999","BRN","0"
"2000","BRN","0"
"2001","BRN","0"
"2002","BRN","0"
"2003","BRN","0"
"2004","BRN","0"
"2005","BRN","0"
"2006","BRN","0"
"2007","BRN","0"
"2008","BRN","0"
"2009","BRN","0"
"2010","BRN","0"
"2011","BRN","0"
"2012","BRN","0"
"2013","BRN","0"
"2014","BRN","0"
"2015","BRN","0"
"2016","BRN","0"
"2017","BRN","0"
"2018","BRN","0"
"2019","BRN","0"
"2020","BRN","0"
"2021","BRN","0"
"2022","BRN","0"
"2023","BRN","0"
"1965","BGR","0"
"1966","BGR","0"
"1967","BGR","0"
"1968","BGR","0"
"1969","BGR","0"
"1970","BGR","0"
"1971","BGR","0"
"1972","BGR","0"
"1973","BGR","0"
"1974","BGR","0.928"
"1975","BGR","2.554"
"1976","BGR","4.989"
"1977","BGR","5.884"
"1978","BGR","5.91"
"1979","BGR","6.18"
"1980","BGR","6.165"
"1981","BGR","9.119"
"1982","BGR","10.746"
"1983","BGR","12.318"
"1984","BGR","12.735"
"1985","BGR","13.131"
"1986","BGR","12.07"
"1987","BGR","12.436"
"1988","BGR","16.03"
"1989","BGR","14.566"
"1990","BGR","14.66"
"1991","BGR","13.18"
"1992","BGR","11.55"
"1993","BGR","13.97"
"1994","BGR","15.34"
"1995","BGR","17.26"
"1996","BGR","18.08"
"1997","BGR","17.75"
"1998","BGR","16.9"
"1999","BGR","15.81"
"2000","BGR","18.18"
"2001","BGR","19.55"
"2002","BGR","20.22"
"2003","BGR","17.28"
"2004","BGR","16.82"
"2005","BGR","18.65"
"2006","BGR","19.49"
"2007","BGR","14.64"
"2008","BGR","15.77"
"2009","BGR","15.26"
"2010","BGR","15.25"
"2011","BGR","16.31"
"2012","BGR","15.78"
"2013","BGR","14.17"
"2014","BGR","15.87"
"2015","BGR","15.38"
"2016","BGR","15.78"
"2017","BGR","15.55"
"2018","BGR","16.13"
"2019","BGR","16.56"
"2020","BGR","16.63"
"2021","BGR","16.49"
"2022","BGR","16.46"
"2023","BGR","16.16"
"1965","CAN","0.128"
"1966","CAN","0.172"
"1967","CAN","0.153"
"1968","CAN","0.918"
"1969","CAN","0.529"
"1970","CAN","1.037"
"1971","CAN","4.267"
"1972","CAN","7.211"
"1973","CAN","15.254"
"1974","CAN","14.696"
"1975","CAN","12.57"
"1976","CAN","17.416"
"1977","CAN","26.342"
"1978","CAN","31.202"
"1979","CAN","35.271"
"1980","CAN","38.032"
"1981","CAN","40.067"
"1982","CAN","38.337"
"1983","CAN","48.61"
"1984","CAN","52.21"
"1985","CAN","60.521"
"1986","CAN","71.267"
"1987","CAN","77.261"
"1988","CAN","82.867"
"1989","CAN","79.31684"
"1990","CAN","72.46"
"1991","CAN","84.33895"
"1992","CAN","80.0221"
"1993","CAN","93.28421"
"1994","CAN","107.08421"
"1995","CAN","97.16421"
"1996","CAN","92.12211"
"1997","CAN","81.954735"
"1998","CAN","70.99263"
"1999","CAN","72.98"
"2000","CAN","72.29"
"2001","CAN","76.16"
"2002","CAN","75"
"2003","CAN","74.37"
"2004","CAN","89.76"
"2005","CAN","91.4"
"2006","CAN","97.28"
"2007","CAN","92.83"
"2008","CAN","95.35"
"2009","CAN","89.46"
"2010","CAN","90.03"
"2011","CAN","92.94"
"2012","CAN","94.2"
"2013","CAN","102.72"
"2014","CAN","106.54"
"2015","CAN","101.1"
"2016","CAN","100.72"
"2017","CAN","100.6"
"2018","CAN","100.03"
"2019","CAN","100.49"
"2020","CAN","97.51"
"2021","CAN","91.98"
"2022","CAN","86.64"
"2023","CAN","88.91"
"1965","EGY","0"
"1966","EGY","0"
"1967","EGY","0"
"1968","EGY","0"
"1969","EGY","0"
"1970","EGY","0"
"1971","EGY","0"
"1972","EGY","0"
"1973","EGY","0"
"1974","EGY","0"
"1975","EGY","0"
"1976","EGY","0"
"1977","EGY","0"
"1978","EGY","0"
"1979","EGY","0"
"1980","EGY","0"
"1981","EGY","0"
"1982","EGY","0"
"1983","EGY","0"
"1984","EGY","0"
"1985","EGY","0"
"1986","EGY","0"
"1987","EGY","0"
"1988","EGY","0"
"1989","EGY","0"
"1990","EGY","0"
"1991","EGY","0"
"1992","EGY","0"
"1993","EGY","0"
"1994","EGY","0"
"1995","EGY","0"
"1996","EGY","0"
"1997","EGY","0"
"1998","EGY","0"
"1999","EGY","0"
"2000","EGY","0"
"2001","EGY","0"
"2002","EGY","0"
"2003","EGY","0"
"2004","EGY","0"
"2005","EGY","0"
"2006","EGY","0"
"2007","EGY","0"
"2008","EGY","0"
"2009","EGY","0"
"2010","EGY","0"
"2011","EGY","0"
"2012","EGY","0"
"2013","EGY","0"
"2014","EGY","0"
"2015","EGY","0"
"2016","EGY","0"
"2017","EGY","0"
"2018","EGY","0"
"2019","EGY","0"
"2020","EGY","0"
"2021","EGY","0"
"2022","EGY","0"
"2023","EGY","0"
"1965","TUR","0"
"1966","TUR","0"
"1967","TUR","0"
"1968","TUR","0"
"1969","TUR","0"
"1970","TUR","0"
"1971","TUR","0"
"1972","TUR","0"
"1973","TUR","0"
"1974","TUR","0"
"1975","TUR","0"
"1976","TUR","0"
"1977","TUR","0"
"1978","TUR","0"
"1979","TUR","0"
"1980","TUR","0"
"1981","TUR","0"
"1982","TUR","0"
"1983","TUR","0"
"1984","TUR","0"
"1985","TUR","0"
"1986","TUR","0"
"1987","TUR","0"
"1988","TUR","0"
"1989","TUR","0"
"1990","TUR","0"
"1991","TUR","0"
"1992","TUR","0"
"1993","TUR","0"
"1994","TUR","0"
"1995","TUR","0"
"1996","TUR","0"
"1997","TUR","0"
"1998","TUR","0"
"1999","TUR","0"
"2000","TUR","0"
"2001","TUR","0"
"2002","TUR","0"
"2003","TUR","0"
"2004","TUR","0"
"2005","TUR","0"
"2006","TUR","0"
"2007","TUR","0"
"2008","TUR","0"
"2009","TUR","0"
"2010","TUR","0"
"2011","TUR","0"
"2012","TUR","0"
"2013","TUR","0"
"2014","TUR","0"
"2015","TUR","0"
"2016","TUR","0"
"2017","TUR","0"
"2018","TUR","0"
"2019","TUR","0"
"2020","TUR","0"
"2021","TUR","0"
"2022","TUR","0"
"2023","TUR","0"
"1965","ARE","0"
"1966","ARE","0"
"1967","ARE","0"
"1968","ARE","0"
"1969","ARE","0"
"1970","ARE","0"
"1971","ARE","0"
"1972","ARE","0"
"1973","ARE","0"
"1974","ARE","0"
"1975","ARE","0"
"1976","ARE","0"
"1977","ARE","0"
"1978","ARE","0"
"1979","ARE","0"
"1980","ARE","0"
"1981","ARE","0"
"1982","ARE","0"
"1983","ARE","0"
"1984","ARE","0"
"1985","ARE","0"
"1986","ARE","0"
"1987","ARE","0"
"1988","ARE","0"
"1989","ARE","0"
"1990","ARE","0"
"1991","ARE","0"
"1992","ARE","0"
"1993","ARE","0"
"1994","ARE","0"
"1995","ARE","0"
"1996","ARE","0"
"1997","ARE","0"
"1998","ARE","0"
"1999","ARE","0"
"2000","ARE","0"
"2001","ARE","0"
"2002","ARE","0"
"2003","ARE","0"
"2004","ARE","0"
"2005","ARE","0"
"2006","ARE","0"
"2007","ARE","0"
"2008","ARE","0"
"2009","ARE","0"
"2010","ARE","0"
"2011","ARE","0"
"2012","ARE","0"
"2013","ARE","0"
"2014","ARE","0"
"2015","ARE","0"
"2016","ARE","0"
"2017","ARE","0"
"2018","ARE","0"
"2019","ARE","0"
"2020","ARE","1.63"
"2021","ARE","10.55"
"2022","ARE","20.1"
"2023","ARE","32.274208"
"1965","TTO","0"
"1966","TTO","0"
"1967","TTO","0"
"1968","TTO","0"
"1969","TTO","0"
"1970","TTO","0"
"1971","TTO","0"
"1972","TTO","0"
"1973","TTO","0"
"1974","TTO","0"
"1975","TTO","0"
"1976","TTO","0"
"1977","TTO","0"
"1978","TTO","0"
"1979","TTO","0"
"1980","TTO","0"
"1981","TTO","0"
"1982","TTO","0"
"1983","TTO","0"
"1984","TTO","0"
"1985","TTO","0"
"1986","TTO","0"
"1987","TTO","0"
"1988","TTO","0"
"1989","TTO","0"
"1990","TTO","0"
"1991","TTO","0"
"1992","TTO","0"
"1993","TTO","0"
"1994","TTO","0"
"1995","TTO","0"
"1996","TTO","0"
"1997","TTO","0"
"1998","TTO","0"
"1999","TTO","0"
"2000","TTO","0"
"2001","TTO","0"
"2002","TTO","0"
"2003","TTO","0"
"2004","TTO","0"
"2005","TTO","0"
"2006","TTO","0"
"2007","TTO","0"
"2008","TTO","0"
"2009","TTO","0"
"2010","TTO","0"
"2011","TTO","0"
"2012","TTO","0"
"2013","TTO","0"
"2014","TTO","0"
"2015","TTO","0"
"2016","TTO","0"
"2017","TTO","0"
"2018","TTO","0"
"2019","TTO","0"
"2020","TTO","0"
"2021","TTO","0"
"2022","TTO","0"
"2023","TTO","0"
"1965","THA","0"
"1966","THA","0"
"1967","THA","0"
"1968","THA","0"
"1969","THA","0"
"1970","THA","0"
"1971","THA","0"
"1972","THA","0"
"1973","THA","0"
"1974","THA","0"
"1975","THA","0"
"1976","THA","0"
"1977","THA","0"
"1978","THA","0"
"1979","THA","0"
"1980","THA","0"
"1981","THA","0"
"1982","THA","0"
"1983","THA","0"
"1984","THA","0"
"1985","THA","0"
"1986","THA","0"
"1987","THA","0"
"1988","THA","0"
"1989","THA","0"
"1990","THA","0"
"1991","THA","0"
"1992","THA","0"
"1993","THA","0"
"1994","THA","0"
"1995","THA","0"
"1996","THA","0"
"1997","THA","0"
"1998","THA","0"
"1999","THA","0"
"2000","THA","0"
"2001","THA","0"
"2002","THA","0"
"2003","THA","0"
"2004","THA","0"
"2005","THA","0"
"2006","THA","0"
"2007","THA","0"
"2008","THA","0"
"2009","THA","0"
"2010","THA","0"
"2011","THA","0"
"2012","THA","0"
"2013","THA","0"
"2014","THA","0"
"2015","THA","0"
"2016","THA","0"
"2017","THA","0"
"2018","THA","0"
"2019","THA","0"
"2020","THA","0"
"2021","THA","0"
"2022","THA","0"
"2023","THA","0"
"1965","ZAF","0"
"1966","ZAF","0"
"1967","ZAF","0"
"1968","ZAF","0"
"1969","ZAF","0"
"1970","ZAF","0"
"1971","ZAF","0"
"1972","ZAF","0"
"1973","ZAF","0"
"1974","ZAF","0"
"1975","ZAF","0"
"1976","ZAF","0"
"1977","ZAF","0"
"1978","ZAF","0"
"1979","ZAF","0"
"1980","ZAF","0"
"1981","ZAF","0"
"1982","ZAF","0"
"1983","ZAF","0"
"1984","ZAF","3.925"
"1985","ZAF","5.315"
"1986","ZAF","8.803"
"1987","ZAF","6.167"
"1988","ZAF","10.493"
"1989","ZAF","11.099"
"1990","ZAF","8.449"
"1991","ZAF","9.144"
"1992","ZAF","9.288"
"1993","ZAF","7.255"
"1994","ZAF","9.697"
"1995","ZAF","11.301"
"1996","ZAF","11.775"
"1997","ZAF","12.647"
"1998","ZAF","13.601"
"1999","ZAF","12.837"
"2000","ZAF","13.01"
"2001","ZAF","10.72"
"2002","ZAF","11.99"
"2003","ZAF","12.66"
"2004","ZAF","13.37"
"2005","ZAF","11.29"
"2006","ZAF","10.03"
"2007","ZAF","11.32"
"2008","ZAF","13"
"2009","ZAF","12.81"
"2010","ZAF","13.53"
"2011","ZAF","12.9"
"2012","ZAF","12.97"
"2013","ZAF","14.11"
"2014","ZAF","13.79"
"2015","ZAF","12.24"
"2016","ZAF","15.03"
"2017","ZAF","14.19"
"2018","ZAF","11.58"
"2019","ZAF","13.25"
"2020","ZAF","9.9"
"2021","ZAF","12.35"
"2022","ZAF","10.1"
"2023","ZAF","8.16"
"1965","VNM","0"
"1966","VNM","0"
"1967","VNM","0"
"1968","VNM","0"
"1969","VNM","0"
"1970","VNM","0"
"1971","VNM","0"
"1972","VNM","0"
"1973","VNM","0"
"1974","VNM","0"
"1975","VNM","0"
"1976","VNM","0"
"1977","VNM","0"
"1978","VNM","0"
"1979","VNM","0"
"1980","VNM","0"
"1981","VNM","0"
"1982","VNM","0"
"1983","VNM","0"
"1984","VNM","0"
"1985","VNM","0"
"1986","VNM","0"
"1987","VNM","0"
"1988","VNM","0"
"1989","VNM","0"
"1990","VNM","0"
"1991","VNM","0"
"1992","VNM","0"
"1993","VNM","0"
"1994","VNM","0"
"1995","VNM","0"
"1996","VNM","0"
"1997","VNM","0"
"1998","VNM","0"
"1999","VNM","0"
"2000","VNM","0"
"2001","VNM","0"
"2002","VNM","0"
"2003","VNM","0"
"2004","VNM","0"
"2005","VNM","0"
"2006","VNM","0"
"2007","VNM","0"
"2008","VNM","0"
"2009","VNM","0"
"2010","VNM","0"
"2011","VNM","0"
"2012","VNM","0"
"2013","VNM","0"
"2014","VNM","0"
"2015","VNM","0"
"2016","VNM","0"
"2017","VNM","0"
"2018","VNM","0"
"2019","VNM","0"
"2020","VNM","0"
"2021","VNM","0"
"2022","VNM","0"
"2023","VNM","0"
"1965","SVK","0"
"1966","SVK","0"
"1967","SVK","0"
"1968","SVK","0"
"1969","SVK","0"
"1970","SVK","0"
"1971","SVK","0"
"1972","SVK","0.003"
"1973","SVK","0.232"
"1974","SVK","0.486"
"1975","SVK","0.187"
"1976","SVK","0.442"
"1977","SVK","0.114"
"1978","SVK","0.019"
"1979","SVK","2.147"
"1980","SVK","4.523"
"1981","SVK","5.133"
"1982","SVK","5.84"
"1983","SVK","6.15"
"1984","SVK","7.239"
"1985","SVK","9.382"
"1986","SVK","11.716"
"1987","SVK","11.513"
"1988","SVK","11.474"
"1989","SVK","12.157"
"1990","SVK","12.04"
"1991","SVK","11.69"
"1992","SVK","11.05"
"1993","SVK","11.49"
"1994","SVK","12.6"
"1995","SVK","11.44"
"1996","SVK","11.25"
"1997","SVK","11.07"
"1998","SVK","11.39"
"1999","SVK","13.12"
"2000","SVK","16.49"
"2001","SVK","17.1"
"2002","SVK","17.95"
"2003","SVK","17.86"
"2004","SVK","17.03"
"2005","SVK","17.73"
"2006","SVK","18.01"
"2007","SVK","15.33"
"2008","SVK","16.7"
"2009","SVK","14.08"
"2010","SVK","14.57"
"2011","SVK","15.41"
"2012","SVK","15.49"
"2013","SVK","15.72"
"2014","SVK","15.5"
"2015","SVK","15.15"
"2016","SVK","14.77"
"2017","SVK","15.08"
"2018","SVK","14.84"
"2019","SVK","15.28"
"2020","SVK","15.44"
"2021","SVK","15.73"
"2022","SVK","15.92"
"2023","SVK","18.34"
"1965","SGP","0"
"1966","SGP","0"
"1967","SGP","0"
"1968","SGP","0"
"1969","SGP","0"
"1970","SGP","0"
"1971","SGP","0"
"1972","SGP","0"
"1973","SGP","0"
"1974","SGP","0"
"1975","SGP","0"
"1976","SGP","0"
"1977","SGP","0"
"1978","SGP","0"
"1979","SGP","0"
"1980","SGP","0"
"1981","SGP","0"
"1982","SGP","0"
"1983","SGP","0"
"1984","SGP","0"
"1985","SGP","0"
"1986","SGP","0"
"1987","SGP","0"
"1988","SGP","0"
"1989","SGP","0"
"1990","SGP","0"
"1991","SGP","0"
"1992","SGP","0"
"1993","SGP","0"
"1994","SGP","0"
"1995","SGP","0"
"1996","SGP","0"
"1997","SGP","0"
"1998","SGP","0"
"1999","SGP","0"
"2000","SGP","0"
"2001","SGP","0"
"2002","SGP","0"
"2003","SGP","0"
"2004","SGP","0"
"2005","SGP","0"
"2006","SGP","0"
"2007","SGP","0"
"2008","SGP","0"
"2009","SGP","0"
"2010","SGP","0"
"2011","SGP","0"
"2012","SGP","0"
"2013","SGP","0"
"2014","SGP","0"
"2015","SGP","0"
"2016","SGP","0"
"2017","SGP","0"
"2018","SGP","0"
"2019","SGP","0"
"2020","SGP","0"
"2021","SGP","0"
"2022","SGP","0"
"2023","SGP","0"
"1965","SAU","0"
"1966","SAU","0"
"1967","SAU","0"
"1968","SAU","0"
"1969","SAU","0"
"1970","SAU","0"
"1971","SAU","0"
"1972","SAU","0"
"1973","SAU","0"
"1974","SAU","0"
"1975","SAU","0"
"1976","SAU","0"
"1977","SAU","0"
"1978","SAU","0"
"1979","SAU","0"
"1980","SAU","0"
"1981","SAU","0"
"1982","SAU","0"
"1983","SAU","0"
"1984","SAU","0"
"1985","SAU","0"
"1986","SAU","0"
"1987","SAU","0"
"1988","SAU","0"
"1989","SAU","0"
"1990","SAU","0"
"1991","SAU","0"
"1992","SAU","0"
"1993","SAU","0"
"1994","SAU","0"
"1995","SAU","0"
"1996","SAU","0"
"1997","SAU","0"
"1998","SAU","0"
"1999","SAU","0"
"2000","SAU","0"
"2001","SAU","0"
"2002","SAU","0"
"2003","SAU","0"
"2004","SAU","0"
"2005","SAU","0"
"2006","SAU","0"
"2007","SAU","0"
"2008","SAU","0"
"2009","SAU","0"
"2010","SAU","0"
"2011","SAU","0"
"2012","SAU","0"
"2013","SAU","0"
"2014","SAU","0"
"2015","SAU","0"
"2016","SAU","0"
"2017","SAU","0"
"2018","SAU","0"
"2019","SAU","0"
"2020","SAU","0"
"2021","SAU","0"
"2022","SAU",
"2023","SAU",
"1965","ROU","0"
"1966","ROU","0"
"1967","ROU","0"
"1968","ROU","0"
"1969","ROU","0"
"1970","ROU","0"
"1971","ROU","0"
"1972","ROU","0"
"1973","ROU","0"
"1974","ROU","0"
"1975","ROU","0"
"1976","ROU","0"
"1977","ROU","0"
"1978","ROU","0"
"1979","ROU","0"
"1980","ROU","0"
"1981","ROU","0"
"1982","ROU","0"
"1983","ROU","0"
"1984","ROU","0"
"1985","ROU","0"
"1986","ROU","0"
"1987","ROU","0"
"1988","ROU","0"
"1989","ROU","0"
"1990","ROU","0"
"1991","ROU","0"
"1992","ROU","0"
"1993","ROU","0"
"1994","ROU","0"
"1995","ROU","0"
"1996","ROU","1.39"
"1997","ROU","5.4"
"1998","ROU","5.31"
"1999","ROU","5.2"
"2000","ROU","5.46"
"2001","ROU","5.45"
"2002","ROU","5.51"
"2003","ROU","4.91"
"2004","ROU","5.55"
"2005","ROU","5.55"
"2006","ROU","5.63"
"2007","ROU","7.71"
"2008","ROU","11.23"
"2009","ROU","11.75"
"2010","ROU","11.62"
"2011","ROU","11.75"
"2012","ROU","11.47"
"2013","ROU","11.62"
"2014","ROU","11.68"
"2015","ROU","11.64"
"2016","ROU","11.29"
"2017","ROU","11.51"
"2018","ROU","11.38"
"2019","ROU","11.28"
"2020","ROU","11.47"
"2021","ROU","11.28"
"2022","ROU","11.09"
"2023","ROU","11.18"
"1965","PRT","0"
"1966","PRT","0"
"1967","PRT","0"
"1968","PRT","0"
"1969","PRT","0"
"1970","PRT","0"
"1971","PRT","0"
"1972","PRT","0"
"1973","PRT","0"
"1974","PRT","0"
"1975","PRT","0"
"1976","PRT","0"
"1977","PRT","0"
"1978","PRT","0"
"1979","PRT","0"
"1980","PRT","0"
"1981","PRT","0"
"1982","PRT","0"
"1983","PRT","0"
"1984","PRT","0"
"1985","PRT","0"
"1986","PRT","0"
"1987","PRT","0"
"1988","PRT","0"
"1989","PRT","0"
"1990","PRT","0"
"1991","PRT","0"
"1992","PRT","0"
"1993","PRT","0"
"1994","PRT","0"
"1995","PRT","0"
"1996","PRT","0"
"1997","PRT","0"
"1998","PRT","0"
"1999","PRT","0"
"2000","PRT","0"
"2001","PRT","0"
"2002","PRT","0"
"2003","PRT","0"
"2004","PRT","0"
"2005","PRT","0"
"2006","PRT","0"
"2007","PRT","0"
"2008","PRT","0"
"2009","PRT","0"
"2010","PRT","0"
"2011","PRT","0"
"2012","PRT","0"
"2013","PRT","0"
"2014","PRT","0"
"2015","PRT","0"
"2016","PRT","0"
"2017","PRT","0"
"2018","PRT","0"
"2019","PRT","0"
"2020","PRT","0"
"2021","PRT","0"
"2022","PRT","0"
"2023","PRT","0"
"1965","PHL","0"
"1966","PHL","0"
"1967","PHL","0"
"1968","PHL","0"
"1969","PHL","0"
"1970","PHL","0"
"1971","PHL","0"
"1972","PHL","0"
"1973","PHL","0"
"1974","PHL","0"
"1975","PHL","0"
"1976","PHL","0"
"1977","PHL","0"
"1978","PHL","0"
"1979","PHL","0"
"1980","PHL","0"
"1981","PHL","0"
"1982","PHL","0"
"1983","PHL","0"
"1984","PHL","0"
"1985","PHL","0"
"1986","PHL","0"
"1987","PHL","0"
"1988","PHL","0"
"1989","PHL","0"
"1990","PHL","0"
"1991","PHL","0"
"1992","PHL","0"
"1993","PHL","0"
"1994","PHL","0"
"1995","PHL","0"
"1996","PHL","0"
"1997","PHL","0"
"1998","PHL","0"
"1999","PHL","0"
"2000","PHL","0"
"2001","PHL","0"
"2002","PHL","0"
"2003","PHL","0"
"2004","PHL","0"
"2005","PHL","0"
"2006","PHL","0"
"2007","PHL","0"
"2008","PHL","0"
"2009","PHL","0"
"2010","PHL","0"
"2011","PHL","0"
"2012","PHL","0"
"2013","PHL","0"
"2014","PHL","0"
"2015","PHL","0"
"2016","PHL","0"
"2017","PHL","0"
"2018","PHL","0"
"2019","PHL","0"
"2020","PHL","0"
"2021","PHL","0"
"2022","PHL","0"
"2023","PHL","0"
"1965","PER","0"
"1966","PER","0"
"1967","PER","0"
"1968","PER","0"
"1969","PER","0"
"1970","PER","0"
"1971","PER","0"
"1972","PER","0"
"1973","PER","0"
"1974","PER","0"
"1975","PER","0"
"1976","PER","0"
"1977","PER","0"
"1978","PER","0"
"1979","PER","0"
"1980","PER","0"
"1981","PER","0"
"1982","PER","0"
"1983","PER","0"
"1984","PER","0"
"1985","PER","0"
"1986","PER","0"
"1987","PER","0"
"1988","PER","0"
"1989","PER","0"
"1990","PER","0"
"1991","PER","0"
"1992","PER","0"
"1993","PER","0"
"1994","PER","0"
"1995","PER","0"
"1996","PER","0"
"1997","PER","0"
"1998","PER","0"
"1999","PER","0"
"2000","PER","0"
"2001","PER","0"
"2002","PER","0"
"2003","PER","0"
"2004","PER","0"
"2005","PER","0"
"2006","PER","0"
"2007","PER","0"
"2008","PER","0"
"2009","PER","0"
"2010","PER","0"
"2011","PER","0"
"2012","PER","0"
"2013","PER","0"
"2014","PER","0"
"2015","PER","0"
"2016","PER","0"
"2017","PER","0"
"2018","PER","0"
"2019","PER","0"
"2020","PER","0"
"2021","PER","0"
"2022","PER","0"
"2023","PER","0"
"1965","PAK","0"
"1966","PAK","0"
"1967","PAK","0"
"1968","PAK","0"
"1969","PAK","0"
"1970","PAK","0"
"1971","PAK","0.0486134"
"1972","PAK","0.2032924"
"1973","PAK","0.3800684"
"1974","PAK","0.530328"
"1975","PAK","0.6098772"
"1976","PAK","0.5170698"
"1977","PAK","0.3270356"
"1978","PAK","0.1679372"
"1979","PAK","0.0530328"
"1980","PAK","0.0795492"
"1981","PAK","0.1679372"
"1982","PAK","0.2032924"
"1983","PAK","0.2740028"
"1984","PAK","0.331455"
"1985","PAK","0.3889072"
"1986","PAK","0.5259086"
"1987","PAK","0.3049386"
"1988","PAK","0.1944536"
"1989","PAK","0.1193238"
"1990","PAK","0.419843"
"1991","PAK","0.419843"
"1992","PAK","0.552425"
"1993","PAK","0.4065848"
"1994","PAK","0.5877802"
"1995","PAK","0.5214892"
"1996","PAK","0.3270356"
"1997","PAK","0.4507788"
"1998","PAK","0.3933266"
"1999","PAK","0.0795492"
"2000","PAK","0.38"
"2001","PAK","1.98"
"2002","PAK","1.8"
"2003","PAK","1.81"
"2004","PAK","1.93"
"2005","PAK","2.41"
"2006","PAK","2.55"
"2007","PAK","2.31"
"2008","PAK","1.74"
"2009","PAK","2.64"
"2010","PAK","2.56"
"2011","PAK","3.84"
"2012","PAK","5.27"
"2013","PAK","4.4"
"2014","PAK","4.58"
"2015","PAK","4.33"
"2016","PAK","5.44"
"2017","PAK","8.11"
"2018","PAK","9.29"
"2019","PAK","9.07"
"2020","PAK","9.64"
"2021","PAK","15.74"
"2022","PAK","22.28"
"2023","PAK","22.44"
"1965","NOR","0"
"1966","NOR","0"
"1967","NOR","0"
"1968","NOR","0"
"1969","NOR","0"
"1970","NOR","0"
"1971","NOR","0"
"1972","NOR","0"
"1973","NOR","0"
"1974","NOR","0"
"1975","NOR","0"
"1976","NOR","0"
"1977","NOR","0"
"1978","NOR","0"
"1979","NOR","0"
"1980","NOR","0"
"1981","NOR","0"
"1982","NOR","0"
"1983","NOR","0"
"1984","NOR","0"
"1985","NOR","0"
"1986","NOR","0"
"1987","NOR","0"
"1988","NOR","0"
"1989","NOR","0"
"1990","NOR","0"
"1991","NOR","0"
"1992","NOR","0"
"1993","NOR","0"
"1994","NOR","0"
"1995","NOR","0"
"1996","NOR","0"
"1997","NOR","0"
"1998","NOR","0"
"1999","NOR","0"
"2000","NOR","0"
"2001","NOR","0"
"2002","NOR","0"
"2003","NOR","0"
"2004","NOR","0"
"2005","NOR","0"
"2006","NOR","0"
"2007","NOR","0"
"2008","NOR","0"
"2009","NOR","0"
"2010","NOR","0"
"2011","NOR","0"
"2012","NOR","0"
"2013","NOR","0"
"2014","NOR","0"
"2015","NOR","0"
"2016","NOR","0"
"2017","NOR","0"
"2018","NOR","0"
"2019","NOR","0"
"2020","NOR","0"
"2021","NOR","0"
"2022","NOR","0"
"2023","NOR","0"
"1965","NGA","0"
"1966","NGA","0"
"1967","NGA","0"
"1968","NGA","0"
"1969","NGA","0"
"1970","NGA","0"
"1971","NGA","0"
"1972","NGA","0"
"1973","NGA","0"
"1974","NGA","0"
"1975","NGA","0"
"1976","NGA","0"
"1977","NGA","0"
"1978","NGA","0"
"1979","NGA","0"
"1980","NGA","0"
"1981","NGA","0"
"1982","NGA","0"
"1983","NGA","0"
"1984","NGA","0"
"1985","NGA","0"
"1986","NGA","0"
"1987","NGA","0"
"1988","NGA","0"
"1989","NGA","0"
"1990","NGA","0"
"1991","NGA","0"
"1992","NGA","0"
"1993","NGA","0"
"1994","NGA","0"
"1995","NGA","0"
"1996","NGA","0"
"1997","NGA","0"
"1998","NGA","0"
"1999","NGA","0"
"2000","NGA","0"
"2001","NGA","0"
"2002","NGA","0"
"2003","NGA","0"
"2004","NGA","0"
"2005","NGA","0"
"2006","NGA","0"
"2007","NGA","0"
"2008","NGA","0"
"2009","NGA","0"
"2010","NGA","0"
"2011","NGA","0"
"2012","NGA","0"
"2013","NGA","0"
"2014","NGA","0"
"2015","NGA","0"
"2016","NGA","0"
"2017","NGA","0"
"2018","NGA","0"
"2019","NGA","0"
"2020","NGA","0"
"2021","NGA","0"
"2022","NGA","0"
"2023","NGA","0"
"1965","NZL","0"
"1966","NZL","0"
"1967","NZL","0"
"1968","NZL","0"
"1969","NZL","0"
"1970","NZL","0"
