"anio","iso3","valor_en_kwh_por_dolar"
"2021","DNK","0.6525545"
"1965","DNK","2.000782"
"1966","DNK","2.2152963"
"1967","DNK","2.155318"
"1968","DNK","2.1632733"
"1969","DNK","2.334472"
"1970","DNK","2.4380767"
"1971","DNK","2.2441795"
"1972","DNK","2.249875"
"1973","DNK","2.1004937"
"1974","DNK","1.9289086"
"1975","DNK","1.9137088"
"1976","DNK","1.9786712"
"1977","DNK","1.9870301"
"1978","DNK","1.986499"
"1979","DNK","1.9147027"
"2022","DNK","0.632526"
"1980","DJI","6.1271515"
"1981","DJI","4.7472067"
"1982","DJI","4.6730914"
"1983","DJI","3.463252"
"1984","DJI","2.8737924"
"1985","DJI","2.8759441"
"1986","DJI","2.6149442"
"1987","DJI","2.664434"
"1988","DJI","2.5772834"
"1989","DJI","6.2211356"
"1990","DJI","5.975544"
"1991","DJI","6.1923723"
"1992","DJI","5.9483004"
"1993","DJI","5.731548"
"1994","DJI","6.0520706"
"1995","DJI","5.702273"
"1996","DJI","6.049342"
"1997","DJI","5.846966"
"1998","DJI","5.872995"
"1999","DJI","5.7745576"
"2000","DJI","2.808155"
"2001","DJI","2.7524831"
"2002","DJI","2.7029712"
"2003","DJI","2.724295"
"2004","DJI","2.585583"
"2005","DJI","2.378323"
"2006","DJI","1.9794806"
"2007","DJI","1.9706248"
"2008","DJI","2.0979946"
"2009","DJI","1.7405822"
"2010","DJI","1.9223523"
"2011","DJI","1.3961201"
"2012","DJI","1.758298"
"2013","DJI","1.7281677"
"2014","DJI","1.809794"
"2015","DJI","1.4987555"
"2016","DJI","1.3354665"
"2017","DJI","1.1413795"
"2018","DJI","1.1327767"
"2019","DJI","0.9912527"
"2020","DJI","0.94291866"
"2021","DJI","0.94045514"
"1965","DJI",
"1966","DJI",
"1967","DJI",
"1968","DJI",
"1969","DJI",
"1970","DJI",
"1971","DJI",
"1972","DJI",
"1973","DJI",
"1974","DJI",
"1975","DJI",
"1976","DJI",
"1977","DJI",
"1978","DJI",
"1979","DJI",
"2022","DJI",
"1980","DMA","0.8981949"
"1981","DMA","1.1370836"
"1982","DMA","1.0803279"
"1983","DMA","1.1545178"
"1984","DMA","1.1048498"
"1985","DMA","1.0612891"
"1986","DMA","0.8371431"
"1987","DMA","1.0155569"
"1988","DMA","1.0036554"
"1989","DMA","0.99645203"
"1990","DMA","0.95244545"
"1991","DMA","0.91918796"
"1992","DMA","0.87893707"
"1993","DMA","0.8630439"
"1994","DMA","1.0557804"
"1995","DMA","1.2696676"
"1996","DMA","1.1982056"
"1997","DMA","1.1545552"
"1998","DMA","1.147325"
"1999","DMA","1.161338"
"2000","DMA","1.3085351"
"2001","DMA","1.376071"
"2002","DMA","1.285084"
"2003","DMA","1.3088025"
"2004","DMA","1.4846131"
"2005","DMA","1.4025117"
"2006","DMA","1.3130198"
"2007","DMA","1.4699233"
"2008","DMA","1.188665"
"2009","DMA","1.1988343"
"2010","DMA","1.2170997"
"2011","DMA","1.2088075"
"2012","DMA","1.1790974"
"2013","DMA","1.1363693"
"2014","DMA","1.1279253"
"2015","DMA","1.1790322"
"2016","DMA","1.2008363"
"2017","DMA","1.2102543"
"2018","DMA","1.2083502"
"2019","DMA","1.1043527"
"2020","DMA","1.2067676"
"2021","DMA","1.1989415"
"1965","DMA",
"1966","DMA",
"1967","DMA",
"1968","DMA",
"1969","DMA",
"1970","DMA",
"1971","DMA",
"1972","DMA",
"1973","DMA",
"1974","DMA",
"1975","DMA",
"1976","DMA",
"1977","DMA",
"1978","DMA",
"1979","DMA",
"2022","DMA",
"1980","DOM","1.1737032"
"1981","DOM","1.1300226"
"1982","DOM","1.1563842"
"1983","DOM","1.3196805"
"1984","DOM","1.1377214"
"1985","DOM","1.2505084"
"1986","DOM","1.326371"
"1987","DOM","1.3545727"
"1988","DOM","1.4913316"
"1989","DOM","1.2867005"
"1990","DOM","1.4573089"
"1991","DOM","1.3729744"
"1992","DOM","1.3689605"
"1993","DOM","1.1779854"
"1994","DOM","1.2328076"
"1995","DOM","1.241498"
"1996","DOM","1.2394662"
"1997","DOM","1.1946105"
"1998","DOM","1.1374878"
"1999","DOM","1.1916229"
"2000","DOM","1.5300587"
"2001","DOM","1.4377975"
"2002","DOM","1.4124686"
"2003","DOM","1.2776648"
"2004","DOM","1.1539973"
"2005","DOM","1.1414418"
"2006","DOM","1.0119854"
"2007","DOM","0.9428197"
"2008","DOM","0.8930352"
"2009","DOM","0.85960704"
"2010","DOM","0.8185618"
"2011","DOM","0.7684376"
"2012","DOM","0.83036995"
"2013","DOM","0.75492823"
"2014","DOM","0.67708147"
"2015","DOM","0.7021352"
"2016","DOM","0.7002096"
"2017","DOM","0.6598228"
"2018","DOM","0.68188614"
"2019","DOM","0.6943082"
"2020","DOM","0.64380264"
"2021","DOM","0.6095545"
"1965","DOM",
"1966","DOM",
"1967","DOM",
"1968","DOM",
"1969","DOM",
"1970","DOM",
"1971","DOM",
"1972","DOM",
"1973","DOM",
"1974","DOM",
"1975","DOM",
"1976","DOM",
"1977","DOM",
"1978","DOM",
"1979","DOM",
"2022","DOM",
"1980","ECU","0.74460185"
"1981","ECU","0.79361016"
"1982","ECU","0.86236954"
"1983","ECU","0.8624937"
"1984","ECU","0.92221606"
"1985","ECU","1.0458814"
"1986","ECU","1.0649093"
"1987","ECU","1.1709486"
"1988","ECU","1.2218076"
"1989","ECU","1.2577904"
"1990","ECU","1.2616295"
"1991","ECU","1.3165609"
"1992","ECU","1.2554618"
"1993","ECU","1.2668397"
"1994","ECU","1.3126421"
"1995","ECU","1.2049277"
"1996","ECU","1.3386763"
"1997","ECU","1.4196633"
"1998","ECU","1.3723545"
"1999","ECU","1.3050495"
"2000","ECU","1.2110975"
"2001","ECU","1.1712428"
"2002","ECU","1.1028007"
"2003","ECU","1.0918132"
"2004","ECU","1.0720221"
"2005","ECU","1.0702721"
"2006","ECU","1.076774"
"2007","ECU","1.1002839"
"2008","ECU","1.0966696"
"2009","ECU","1.0566459"
"2010","ECU","1.1253028"
"2011","ECU","1.0991287"
"2012","ECU","1.0991282"
"2013","ECU","1.0808909"
"2014","ECU","1.0939583"
"2015","ECU","1.0898799"
"2016","ECU","1.0996388"
"2017","ECU","1.1157728"
"2018","ECU","1.165159"
"2019","ECU","1.1933936"
"2020","ECU","1.11973"
"2021","ECU","1.2492838"
"1965","ECU","0.41357943"
"1966","ECU","0.42421702"
"1967","ECU","0.4359744"
"1968","ECU","0.4878229"
"1969","ECU","0.49135455"
"1970","ECU","0.54848003"
"1971","ECU","0.56968254"
"1972","ECU","0.56082404"
"1973","ECU","0.53376484"
"1974","ECU","0.5885998"
"1975","ECU","0.56632346"
"1976","ECU","0.5683644"
"1977","ECU","0.6355324"
"1978","ECU","0.6213794"
"1979","ECU","0.6137092"
"2022","ECU","1.2496035"
"1980","EGY","1.5053393"
"1981","EGY","1.6485724"
"1982","EGY","1.6620173"
"1983","EGY","1.6685426"
"1984","EGY","1.7143422"
"1985","EGY","1.6679629"
"1986","EGY","1.6624821"
"1987","EGY","1.7193142"
"1988","EGY","1.6744695"
"1989","EGY","1.7131928"
"1990","EGY","1.7164823"
"1991","EGY","1.6427449"
"1992","EGY","1.54461"
"1993","EGY","1.4553139"
"1994","EGY","1.443762"
"1995","EGY","1.4308834"
"1996","EGY","1.4034697"
"1997","EGY","1.3554188"
"1998","EGY","1.3146904"
"1999","EGY","1.3096902"
"2000","EGY","1.2797593"
"2001","EGY","1.2472988"
"2002","EGY","1.2158375"
"2003","EGY","1.2217326"
"2004","EGY","1.2144878"
"2005","EGY","1.1651168"
"2006","EGY","1.1325952"
"2007","EGY","1.0996788"
"2008","EGY","1.0729191"
"2009","EGY","1.0363914"
"2010","EGY","0.99595034"
"2011","EGY","1.016279"
"2012","EGY","1.0262322"
"2013","EGY","0.9833301"
"2014","EGY","0.92291844"
"2015","EGY","0.9000649"
"2016","EGY","0.9144102"
"2017","EGY","0.9204203"
"2018","EGY","0.87424064"
"2019","EGY","0.8126324"
"2020","EGY","0.7522183"
"2021","EGY","0.7517503"
"1965","EGY","1.5662161"
"1966","EGY","1.6384575"
"1967","EGY","1.42057"
"1968","EGY","1.508389"
"1969","EGY","1.1628877"
"1970","EGY","1.3623233"
"1971","EGY","1.3445203"
"1972","EGY","1.4637035"
"1973","EGY","1.3466939"
"1974","EGY","1.4738253"
"1975","EGY","1.4849708"
"1976","EGY","1.5384446"
"1977","EGY","1.4761127"
"1978","EGY","1.4483389"
"1979","EGY","1.4662638"
"2022","EGY","0.7569485"
"1980","SLV","0.7664149"
"1981","SLV","0.7587381"
"1982","SLV","0.8288076"
"1983","SLV","0.8273436"
"1984","SLV","0.85429937"
"1985","SLV","0.8526959"
"1986","SLV","0.8902971"
"1987","SLV","0.8450665"
"1988","SLV","0.90713954"
"1989","SLV","0.90818447"
"1990","SLV","0.91059554"
"1991","SLV","0.8557501"
"1992","SLV","0.8867945"
"1993","SLV","0.8432389"
"1994","SLV","0.85752064"
"1995","SLV","0.98874664"
"1996","SLV","0.9797069"
"1997","SLV","0.9187998"
"1998","SLV","0.9944931"
"1999","SLV","1.0003135"
"2000","SLV","0.9340568"
"2001","SLV","0.9394232"
"2002","SLV","0.9265565"
"2003","SLV","0.9525083"
"2004","SLV","0.91960603"
"2005","SLV","0.9059326"
"2006","SLV","0.90844023"
"2007","SLV","0.8989849"
"2008","SLV","0.8580718"
"2009","SLV","0.8412898"
"2010","SLV","0.8478888"
"2011","SLV","0.8181822"
"2012","SLV","0.80591893"
"2013","SLV","0.7604412"
"2014","SLV","0.7618358"
"2015","SLV","0.76776487"
"2016","SLV","0.7520177"
"2017","SLV","0.725855"
"2018","SLV","0.7576422"
"2019","SLV","0.80978566"
"2020","SLV","0.8132963"
"2021","SLV","0.7734156"
"1965","SLV",
"1966","SLV",
"1967","SLV",
"1968","SLV",
"1969","SLV",
"1970","SLV",
"1971","SLV",
"1972","SLV",
"1973","SLV",
"1974","SLV",
"1975","SLV",
"1976","SLV",
"1977","SLV",
"1978","SLV",
"1979","SLV",
"2022","SLV",
"1980","GNQ","0.37339672"
"1981","GNQ","0.35189575"
"1982","GNQ","0.42928582"
"1983","GNQ","0.40771154"
"1984","GNQ","0.40477517"
"1985","GNQ","0.42842823"
"1986","GNQ","0.36615673"
"1987","GNQ","0.36481884"
"1988","GNQ","0.35558748"
"1989","GNQ","0.5684493"
"1990","GNQ","0.5542259"
"1991","GNQ","0.5499525"
"1992","GNQ","0.4835457"
"1993","GNQ","0.43821332"
"1994","GNQ","0.39875293"
"1995","GNQ","0.3548475"
"1996","GNQ","0.26306215"
"1997","GNQ","0.1506678"
"1998","GNQ","0.17543705"
"1999","GNQ","0.14149055"
"2000","GNQ","0.51324004"
"2001","GNQ","0.17288724"
"2002","GNQ","2.183057"
"2003","GNQ","2.0718045"
"2004","GNQ","0.33763367"
"2005","GNQ","1.1214404"
"2006","GNQ","1.2944118"
"2007","GNQ","1.2340819"
"2008","GNQ","1.0334737"
"2009","GNQ","1.0746664"
"2010","GNQ","1.1259828"
"2011","GNQ","1.1312093"
"2012","GNQ","1.0153015"
"2013","GNQ","1.0927088"
"2014","GNQ","1.0341226"
"2015","GNQ","0.99705577"
"2016","GNQ","1.0950282"
"2017","GNQ","1.3182875"
"2018","GNQ","1.2885169"
"2019","GNQ","1.3290907"
"2020","GNQ","0.9157726"
"2021","GNQ","1.0362936"
"1965","GNQ",
"1966","GNQ",
"1967","GNQ",
"1968","GNQ",
"1969","GNQ",
"1970","GNQ",
"1971","GNQ",
"1972","GNQ",
"1973","GNQ",
"1974","GNQ",
"1975","GNQ",
"1976","GNQ",
"1977","GNQ",
"1978","GNQ",
"1979","GNQ",
"2022","GNQ",
"1980","EST",
"1981","EST",
"1982","EST",
"1983","EST",
"1984","EST",
"1985","EST","4.6554675"
"1986","EST","4.509067"
"1987","EST","4.53308"
"1988","EST","4.2446184"
"1989","EST","4.1092653"
"1990","EST","4.7132955"
"1991","EST","4.8760104"
"1992","EST","4.0288887"
"1993","EST","3.7123106"
"1994","EST","3.8693419"
"1995","EST","3.3363423"
"1996","EST","3.4226692"
"1997","EST","3.0714061"
"1998","EST","2.6882243"
"1999","EST","2.543537"
"2000","EST","2.3585649"
"2001","EST","2.3495193"
"2002","EST","2.242361"
"2003","EST","2.3130903"
"2004","EST","2.2576745"
"2005","EST","2.1090195"
"2006","EST","1.9202937"
"2007","EST","2.100361"
"2008","EST","2.0775938"
"2009","EST","2.1427734"
"2010","EST","2.651566"
"2011","EST","2.497267"
"2012","EST","2.4363914"
"2013","EST","2.5314236"
"2014","EST","2.3525827"
"2015","EST","2.1372926"
"2016","EST","2.136624"
"2017","EST","2.2400234"
"2018","EST","2.1415675"
"2019","EST","1.6637717"
"2020","EST","1.5669872"
"2021","EST","1.520815"
"1965","EST",
"1966","EST",
"1967","EST",
"1968","EST",
"1969","EST",
"1970","EST",
"1971","EST",
"1972","EST",
"1973","EST",
"1974","EST",
"1975","EST",
"1976","EST",
"1977","EST",
"1978","EST",
"1979","EST",
"2022","EST","1.5417162"
"1980","SWZ","1.5477587"
"1981","SWZ","1.409836"
"1982","SWZ","1.2251439"
"1983","SWZ","1.076589"
"1984","SWZ","1.2293841"
"1985","SWZ","1.5157969"
"1986","SWZ","1.2288444"
"1987","SWZ","1.23774"
"1988","SWZ","1.1633431"
"1989","SWZ","1.1414326"
"1990","SWZ","1.0082428"
"1991","SWZ","0.9940946"
"1992","SWZ","0.9255552"
"1993","SWZ","0.8782674"
"1994","SWZ","1.091403"
"1995","SWZ","1.0019144"
"1996","SWZ","0.9076388"
"1997","SWZ","0.8998614"
"1998","SWZ","1.0908026"
"1999","SWZ","1.085191"
"2000","SWZ","1.2414079"
"2001","SWZ","1.2336828"
"2002","SWZ","1.2337596"
"2003","SWZ","1.0857314"
"2004","SWZ","1.0220336"
"2005","SWZ","1.0035548"
"2006","SWZ","0.96989447"
"2007","SWZ","0.9693001"
"2008","SWZ","0.89382637"
"2009","SWZ","0.84486145"
"2010","SWZ","0.772103"
"2011","SWZ","0.7648311"
"2012","SWZ","0.73632693"
"2013","SWZ","0.6953934"
"2014","SWZ","0.688992"
"2015","SWZ","0.67353123"
"2016","SWZ","0.704334"
"2017","SWZ","0.73289144"
"2018","SWZ","0.75623006"
"2019","SWZ","0.73663306"
"2020","SWZ","0.7337596"
"2021","SWZ","0.73162735"
"1965","SWZ",
"1966","SWZ",
"1967","SWZ",
"1968","SWZ",
"1969","SWZ",
"1970","SWZ",
"1971","SWZ",
"1972","SWZ",
"1973","SWZ",
"1974","SWZ",
"1975","SWZ",
"1976","SWZ",
"1977","SWZ",
"1978","SWZ",
"1979","SWZ",
"2022","SWZ",
"1980","ETH","0.2319114"
"1981","ETH","0.22910498"
"1982","ETH","0.2467986"
"1983","ETH","0.26857495"
"1984","ETH","0.27879897"
"1985","ETH","0.35156152"
"1986","ETH","0.32372144"
"1987","ETH","0.33253077"
"1988","ETH","0.32026112"
"1989","ETH","0.33144832"
"1990","ETH","0.34368354"
"1991","ETH","0.32373226"
"1992","ETH","0.4819236"
"1993","ETH","0.45600295"
"1994","ETH","0.31777084"
"1995","ETH","0.32556745"
"1996","ETH","0.25262028"
"1997","ETH","0.23831435"
"1998","ETH","0.31339538"
"1999","ETH","0.3739447"
"2000","ETH","0.38358346"
"2001","ETH","0.4008742"
"2002","ETH","0.39623222"
"2003","ETH","0.4334038"
"2004","ETH","0.4472016"
"2005","ETH","0.46529707"
"2006","ETH","0.46820036"
"2007","ETH","0.47446868"
"2008","ETH","0.45725787"
"2009","ETH","0.43647456"
"2010","ETH","0.4438374"
"2011","ETH","0.44990507"
"2012","ETH","0.45226732"
"2013","ETH","0.478674"
"2014","ETH","0.49021477"
"2015","ETH","0.46663007"
"2016","ETH","0.48930642"
"2017","ETH","0.45090246"
"2018","ETH","0.4438501"
"2019","ETH","0.4742008"
"2020","ETH","0.4237611"
"2021","ETH","0.4162672"
"1965","ETH",
"1966","ETH",
"1967","ETH",
"1968","ETH",
"1969","ETH",
"1970","ETH",
"1971","ETH",
"1972","ETH",
"1973","ETH",
"1974","ETH",
"1975","ETH",
"1976","ETH",
"1977","ETH",
"1978","ETH",
"1979","ETH",
"2022","ETH",
"1980","FIN","2.6828566"
"1981","FIN","2.6593459"
"1982","FIN","2.5434313"
"1983","FIN","2.4528697"
"1984","FIN","2.4809637"
"1985","FIN","2.5182867"
"1986","FIN","2.4883142"
"1987","FIN","2.5165164"
"1988","FIN","2.3831704"
"1989","FIN","2.265005"
"1990","FIN","2.411312"
"1991","FIN","2.620484"
"1992","FIN","2.6996717"
"1993","FIN","2.7410166"
"1994","FIN","2.7663608"
"1995","FIN","2.5285926"
"1996","FIN","2.5455177"
"1997","FIN","2.427732"
"1998","FIN","2.378523"
"1999","FIN","2.2312942"
"2000","FIN","2.1222758"
"2001","FIN","2.1121778"
"2002","FIN","2.0863647"
"2003","FIN","2.1890752"
"2004","FIN","2.0958574"
"2005","FIN","1.8526673"
"2006","FIN","1.9083359"
"2007","FIN","1.8067027"
"2008","FIN","1.7281916"
"2009","FIN","1.7435846"
"2010","FIN","1.8403862"
"2011","FIN","1.6897607"
"2012","FIN","1.6673608"
"2013","FIN","1.6891631"
"2014","FIN","1.63594"
"2015","FIN","1.6225083"
"2016","FIN","1.6030431"
"2017","FIN","1.5215178"
"2018","FIN","1.5348308"
"2019","FIN","1.4851094"
"2020","FIN","1.4566858"
"2021","FIN","1.4434961"
"1965","FIN","2.0683062"
"1966","FIN","2.299487"
"1967","FIN","2.3697278"
"1968","FIN","2.5138607"
"1969","FIN","2.520518"
"1970","FIN","2.5840278"
"1971","FIN","2.5990715"
"1972","FIN","2.5457952"
"1973","FIN","2.6293721"
"1974","FIN","2.4480267"
"1975","FIN","2.458626"
"1976","FIN","2.6187131"
"1977","FIN","2.7623959"
"1978","FIN","2.8084311"
"1979","FIN","2.8384333"
"2022","FIN","1.4446583"
"1980","FRA","1.7786893"
"1981","FRA","1.7435466"
"1982","FRA","1.6380146"
"1983","FRA","1.6594164"
"1984","FRA","1.6903923"
"1985","FRA","1.7209086"
"1986","FRA","1.722782"
"1987","FRA","1.7113744"
"1988","FRA","1.6612252"
"1989","FRA","1.616783"
"1990","FRA","1.6243985"
"1991","FRA","1.7080065"
"1992","FRA","1.6943089"
"1993","FRA","1.7041723"
"1994","FRA","1.643708"
"1995","FRA","1.6475329"
"1996","FRA","1.684479"
"1997","FRA","1.6226697"
"1998","FRA","1.6019384"
"1999","FRA","1.5735617"
"2000","FRA","1.5294315"
"2001","FRA","1.5138321"
"2002","FRA","1.477286"
"2003","FRA","1.475951"
"2004","FRA","1.443394"
"2005","FRA","1.408082"
"2006","FRA","1.3613871"
"2007","FRA","1.3047897"
"2008","FRA","1.3045405"
"2009","FRA","1.2677672"
"2010","FRA","1.2797211"
"2011","FRA","1.2042742"
"2012","FRA","1.2000412"
"2013","FRA","1.2044508"
"2014","FRA","1.1427176"
"2015","FRA","1.137195"
"2016","FRA","1.1055542"
"2017","FRA","1.07282"
"2018","FRA","1.0727215"
"2019","FRA","1.0307741"
"2020","FRA","1.006453"
"2021","FRA","1.00246"
"1965","FRA","1.8000724"
"1966","FRA","1.7544696"
"1967","FRA","1.7842704"
"1968","FRA","1.8038907"
"1969","FRA","1.8590051"
"1970","FRA","1.9097168"
"1971","FRA","1.8937895"
"1972","FRA","1.9381454"
"1973","FRA","1.9959509"
"1974","FRA","1.9042469"
"1975","FRA","1.8066639"
"1976","FRA","1.8434031"
"1977","FRA","1.8006777"
"1978","FRA","1.8305405"
"1979","FRA","1.8259975"
"2022","FRA","0.8721115"
"1980","GAB","1.389781"
"1981","GAB","1.4716868"
"1982","GAB","1.4500332"
"1983","GAB","1.8457621"
"1984","GAB","1.5684425"
"1985","GAB","1.3880241"
"1986","GAB","1.2550979"
"1987","GAB","1.752758"
"1988","GAB","1.6395042"
"1989","GAB","1.8828572"
"1990","GAB","1.7627819"
"1991","GAB","1.6300448"
"1992","GAB","1.6807145"
"1993","GAB","1.4564501"
"1994","GAB","1.3687782"
"1995","GAB","1.1878914"
"1996","GAB","1.1506662"
"1997","GAB","1.0943271"
"1998","GAB","0.9952317"
"1999","GAB","1.2334728"
"2000","GAB","0.915408"
"2001","GAB","0.92369723"
"2002","GAB","0.9012248"
"2003","GAB","0.8187921"
"2004","GAB","0.78730106"
"2005","GAB","0.78904873"
"2006","GAB","0.7893326"
"2007","GAB","0.6945075"
"2008","GAB","0.68999213"
"2009","GAB","0.6442352"
"2010","GAB","0.6601246"
"2011","GAB","0.593904"
"2012","GAB","0.7070088"
"2013","GAB","0.67718375"
"2014","GAB","0.6770242"
"2015","GAB","0.6265"
"2016","GAB","0.60815644"
"2017","GAB","0.64083576"
"2018","GAB","0.5694649"
"2019","GAB","0.47351545"
"2020","GAB","0.55560195"
"2021","GAB","0.5352007"
"1965","GAB",
"1966","GAB",
"1967","GAB",
"1968","GAB",
"1969","GAB",
"1970","GAB",
"1971","GAB",
"1972","GAB",
"1973","GAB",
"1974","GAB",
"1975","GAB",
"1976","GAB",
"1977","GAB",
"1978","GAB",
"1979","GAB",
"2022","GAB",
"1980","GMB","0.75790715"
"1981","GMB","0.6397931"
"1982","GMB","0.5976974"
"1983","GMB","0.6196886"
"1984","GMB","0.6593294"
"1985","GMB","0.63508654"
"1986","GMB","0.5624925"
"1987","GMB","0.66455686"
"1988","GMB","0.63397354"
"1989","GMB","0.61092865"
"1990","GMB","0.59160024"
"1991","GMB","0.56881464"
"1992","GMB","0.54635483"
"1993","GMB","0.56708103"
"1994","GMB","0.6474621"
"1995","GMB","0.5900904"
"1996","GMB","0.5631218"
"1997","GMB","0.5552974"
"1998","GMB","0.56700546"
"1999","GMB","0.5265584"
"2000","GMB","0.64728636"
"2001","GMB","0.6619555"
"2002","GMB","0.65109825"
"2003","GMB","0.6318732"
"2004","GMB","0.60579604"
"2005","GMB","0.613428"
"2006","GMB","0.65399384"
"2007","GMB","0.6497945"
"2008","GMB","0.63380414"
"2009","GMB","0.635137"
"2010","GMB","0.64564484"
"2011","GMB","0.70366293"
"2012","GMB","0.64856327"
"2013","GMB","0.61575836"
"2014","GMB","0.6747288"
"2015","GMB","0.65953344"
"2016","GMB","0.656704"
"2017","GMB","0.6416421"
"2018","GMB","0.60627085"
"2019","GMB","0.58205307"
"2020","GMB","0.55256075"
"2021","GMB","0.5538321"
"1965","GMB",
"1966","GMB",
"1967","GMB",
"1968","GMB",
"1969","GMB",
"1970","GMB",
"1971","GMB",
"1972","GMB",
"1973","GMB",
"1974","GMB",
"1975","GMB",
"1976","GMB",
"1977","GMB",
"1978","GMB",
"1979","GMB",
"2022","GMB",
"1980","GEO",
"1981","GEO",
"1982","GEO",
"1983","GEO",
"1984","GEO",
"1985","GEO",
"1986","GEO",
"1987","GEO",
"1988","GEO",
"1989","GEO",
"1990","GEO",
"1991","GEO",
"1992","GEO","3.3203423"
"1993","GEO","2.9124556"
"1994","GEO","2.5168848"
"1995","GEO","2.433385"
"1996","GEO","2.3268294"
"1997","GEO","2.1777153"
"1998","GEO","2.1536539"
"1999","GEO","2.0390155"
"2000","GEO","1.7067064"
"2001","GEO","1.5129313"
"2002","GEO","1.6966875"
"2003","GEO","1.3648419"
"2004","GEO","1.3385205"
"2005","GEO","1.3960938"
"2006","GEO","1.1587245"
"2007","GEO","1.2934169"
"2008","GEO","1.2693427"
"2009","GEO","1.3457006"
"2010","GEO","1.3719934"
"2011","GEO","1.1966753"
"2012","GEO","1.1644492"
"2013","GEO","1.2655046"
"2014","GEO","1.2655602"
"2015","GEO","1.3025442"
"2016","GEO","1.3378985"
"2017","GEO","1.2687879"
"2018","GEO","1.2343608"
"2019","GEO","1.1920449"
"2020","GEO","1.2142966"
"2021","GEO","1.2223655"
"1965","GEO",
"1966","GEO",
"1967","GEO",
"1968","GEO",
"1969","GEO",
"1970","GEO",
"1971","GEO",
"1972","GEO",
"1973","GEO",
"1974","GEO",
"1975","GEO",
"1976","GEO",
"1977","GEO",
"1978","GEO",
"1979","GEO",
"2022","GEO",
"1980","DEU","2.4066474"
"1981","DEU","2.3228376"
"1982","DEU","2.260221"
"1983","DEU","2.2521517"
"1984","DEU","2.271353"
"1985","DEU","2.2884562"
"1986","DEU","2.2203932"
"1987","DEU","2.2061982"
"1988","DEU","2.1421833"
"1989","DEU","2.0524356"
"1990","DEU","2.0801504"
"1991","DEU","1.9103401"
"1992","DEU","1.8183329"
"1993","DEU","1.8091568"
"1994","DEU","1.7312845"
"1995","DEU","1.6930151"
"1996","DEU","1.7168354"
"1997","DEU","1.6469365"
"1998","DEU","1.5850883"
"1999","DEU","1.5167593"
"2000","DEU","1.4670185"
"2001","DEU","1.4544421"
"2002","DEU","1.4213661"
"2003","DEU","1.4162887"
"2004","DEU","1.3852893"
"2005","DEU","1.3453349"
"2006","DEU","1.3162383"
"2007","DEU","1.2090346"
"2008","DEU","1.1963018"
"2009","DEU","1.1771649"
"2010","DEU","1.1654065"
"2011","DEU","1.0700386"
"2012","DEU","1.0803192"
"2013","DEU","1.106093"
"2014","DEU","1.0379663"
"2015","DEU","1.0421118"
"2016","DEU","1.0361025"
"2017","DEU","1.0221311"
"2018","DEU","0.9868345"
"2019","DEU","0.9513734"
"2020","DEU","0.9212443"
"2021","DEU","0.92408687"
"1965","DEU","2.6810677"
"1966","DEU","2.610605"
"1967","DEU","2.5958312"
"1968","DEU","2.6329343"
"1969","DEU","2.6638942"
"1970","DEU","2.6870484"
"1971","DEU","2.6335618"
"1972","DEU","2.617117"
"1973","DEU","2.6478276"
"1974","DEU","2.5804322"
"1975","DEU","2.4928436"
"1976","DEU","2.5374494"
"1977","DEU","2.4604578"
"1978","DEU","2.4799728"
"1979","DEU","2.5165944"
"2022","DEU","0.8738172"
"1980","GHA","1.2469625"
"1981","GHA","1.1975279"
"1982","GHA","1.2830435"
"1983","GHA","0.89147264"
"1984","GHA","0.7621308"
"1985","GHA","0.84251547"
"1986","GHA","1.0468947"
"1987","GHA","1.0955399"
"1988","GHA","1.1369069"
"1989","GHA","1.1932942"
"1990","GHA","1.1249046"
"1991","GHA","1.1053164"
"1992","GHA","1.1518018"
"1993","GHA","1.0880487"
"1994","GHA","1.075807"
"1995","GHA","1.0446355"
"1996","GHA","1.0506264"
"1997","GHA","0.98178977"
"1998","GHA","0.7303769"
"1999","GHA","0.84612095"
"2000","GHA","1.0013946"
"2001","GHA","0.96330446"
"2002","GHA","0.840316"
"2003","GHA","0.7283311"
"2004","GHA","0.8125908"
"2005","GHA","0.78634834"
"2006","GHA","0.71784514"
"2007","GHA","0.6474694"
"2008","GHA","0.69858223"
"2009","GHA","0.7641266"
"2010","GHA","0.72748137"
"2011","GHA","0.7992493"
"2012","GHA","0.75642395"
"2013","GHA","0.7413987"
"2014","GHA","0.7314249"
"2015","GHA","0.78107667"
"2016","GHA","0.7647747"
"2017","GHA","0.7086097"
"2018","GHA","0.7691199"
"2019","GHA","0.74288845"
"2020","GHA","0.8383946"
"2021","GHA","0.81172657"
"1965","GHA",
"1966","GHA",
"1967","GHA",
"1968","GHA",
"1969","GHA",
"1970","GHA",
"1971","GHA",
"1972","GHA",
"1973","GHA",
"1974","GHA",
"1975","GHA",
"1976","GHA",
"1977","GHA",
"1978","GHA",
"1979","GHA",
"2022","GHA",
"1980","GRC","1.4584881"
"1981","GRC","1.4244314"
"1982","GRC","1.4380618"
"1983","GRC","1.4403112"
"1984","GRC","1.4635321"
"1985","GRC","1.4991183"
"1986","GRC","1.4784472"
"1987","GRC","1.624059"
"1988","GRC","1.6417217"
"1989","GRC","1.7138419"
"1990","GRC","1.7767254"
"1991","GRC","1.7388358"
"1992","GRC","1.7421503"
"1993","GRC","1.7785206"
