"anio","iso3","valor_en_kwh_por_dolar"
"1981","ROU","5.0598497"
"1982","ROU","5.0120544"
"1983","ROU","5.0217795"
"1984","ROU","4.795015"
"1985","ROU","4.788881"
"1986","ROU","4.8084064"
"1987","ROU","5.0936694"
"1988","ROU","5.200884"
"1989","ROU","5.3817024"
"1990","ROU","5.745762"
"1991","ROU","5.43542"
"1992","ROU","5.01328"
"1993","ROU","4.649987"
"1994","ROU","4.0920453"
"1995","ROU","4.065747"
"1996","ROU","3.763477"
"1997","ROU","3.5988"
"1998","ROU","3.3197594"
"1999","ROU","2.840998"
"2000","ROU","2.663037"
"2001","ROU","2.4464586"
"2002","ROU","2.3199894"
"2003","ROU","2.1575332"
"2004","ROU","2.0007987"
"2005","ROU","1.8779169"
"2006","ROU","1.7006333"
"2007","ROU","1.4810144"
"2008","ROU","1.3319443"
"2009","ROU","1.2090539"
"2010","ROU","1.189107"
"2011","ROU","1.1673541"
"2012","ROU","1.1012661"
"2013","ROU","1.0246826"
"2014","ROU","1.0214052"
"2015","ROU","0.9952065"
"2016","ROU","0.96782535"
"2017","ROU","0.85304046"
"2018","ROU","0.837883"
"2019","ROU","0.8483834"
"2020","ROU","0.76396304"
"2021","ROU","0.76667255"
"1965","ROU","3.8514342"
"1966","ROU","3.6866415"
"1967","ROU","3.9341335"
"1968","ROU","4.0994496"
"1969","ROU","4.505601"
"1970","ROU","4.6908517"
"1971","ROU","4.363341"
"1972","ROU","4.320535"
"1973","ROU","4.555735"
"1974","ROU","4.3435388"
"1975","ROU","4.5339785"
"1976","ROU","4.64821"
"1977","ROU","4.8195157"
"1978","ROU","5.027023"
"1979","ROU","4.9824576"
"2022","ROU","0.7145953"
"1980","RUS",
"1981","RUS",
"1982","RUS",
"1983","RUS",
"1984","RUS",
"1985","RUS","5.3213396"
"1986","RUS","5.284441"
"1987","RUS","5.461972"
"1988","RUS","5.4696684"
"1989","RUS","5.452062"
"1990","RUS","5.491468"
"1991","RUS","5.575396"
"1992","RUS","6.140954"
"1993","RUS","6.1371236"
"1994","RUS","6.271554"
"1995","RUS","6.045393"
"1996","RUS","5.90065"
"1997","RUS","5.3779335"
"1998","RUS","5.5375657"
"1999","RUS","5.1537576"
"2000","RUS","4.663104"
"2001","RUS","4.4069552"
"2002","RUS","4.0969796"
"2003","RUS","3.8082511"
"2004","RUS","3.5048447"
"2005","RUS","3.218836"
"2006","RUS","3.0421138"
"2007","RUS","2.7558577"
"2008","RUS","2.5712745"
"2009","RUS","2.590562"
"2010","RUS","2.51657"
"2011","RUS","2.4436653"
"2012","RUS","2.36303"
"2013","RUS","2.2948885"
"2014","RUS","2.2851896"
"2015","RUS","2.2944355"
"2016","RUS","2.3367999"
"2017","RUS","2.308804"
"2018","RUS","2.3285363"
"2019","RUS","2.2612925"
"2020","RUS","2.2389584"
"2021","RUS","2.2956626"
"1965","RUS",
"1966","RUS",
"1967","RUS",
"1968","RUS",
"1969","RUS",
"1970","RUS",
"1971","RUS",
"1972","RUS",
"1973","RUS",
"1974","RUS",
"1975","RUS",
"1976","RUS",
"1977","RUS",
"1978","RUS",
"1979","RUS",
"2022","RUS","2.150836"
"1980","RWA","0.12350942"
"1981","RWA","0.20985718"
"1982","RWA","0.20677115"
"1983","RWA","0.21830785"
"1984","RWA","0.34414062"
"1985","RWA","0.3369929"
"1986","RWA","0.32279024"
"1987","RWA","0.32477057"
"1988","RWA","0.32240212"
"1989","RWA","0.33523825"
"1990","RWA","0.3607882"
"1991","RWA","0.39113036"
"1992","RWA","0.37763706"
"1993","RWA","0.38809198"
"1994","RWA","0.7954737"
"1995","RWA","0.6212321"
"1996","RWA","0.5487623"
"1997","RWA","0.49928173"
"1998","RWA","0.47592348"
"1999","RWA","0.4442046"
"2000","RWA","0.36024034"
"2001","RWA","0.33508536"
"2002","RWA","0.31049526"
"2003","RWA","0.3100712"
"2004","RWA","0.28515214"
"2005","RWA","0.25928572"
"2006","RWA","0.23617034"
"2007","RWA","0.23007183"
"2008","RWA","0.22337966"
"2009","RWA","0.2271385"
"2010","RWA","0.24376431"
"2011","RWA","0.25759155"
"2012","RWA","0.2602205"
"2013","RWA","0.26384503"
"2014","RWA","0.26275375"
"2015","RWA","0.26729938"
"2016","RWA","0.25450647"
"2017","RWA","0.26804355"
"2018","RWA","0.2707626"
"2019","RWA","0.27109435"
"2020","RWA","0.2716398"
"2021","RWA","0.23798218"
"1965","RWA",
"1966","RWA",
"1967","RWA",
"1968","RWA",
"1969","RWA",
"1970","RWA",
"1971","RWA",
"1972","RWA",
"1973","RWA",
"1974","RWA",
"1975","RWA",
"1976","RWA",
"1977","RWA",
"1978","RWA",
"1979","RWA",
"2022","RWA",
"1980","LCA","1.2749909"
"1981","LCA","0.9259485"
"1982","LCA","1.1950254"
"1983","LCA","0.9966111"
"1984","LCA","0.9335425"
"1985","LCA","1.1123589"
"1986","LCA","0.9535448"
"1987","LCA","1.0155565"
"1988","LCA","1.1373373"
"1989","LCA","1.0567808"
"1990","LCA","1.0194468"
"1991","LCA","0.99919695"
"1992","LCA","0.9070564"
"1993","LCA","0.8819214"
"1994","LCA","1.0027642"
"1995","LCA","0.97138"
"1996","LCA","0.9249311"
"1997","LCA","0.9083782"
"1998","LCA","0.83810616"
"1999","LCA","0.7997473"
"2000","LCA","1.3314958"
"2001","LCA","1.4707452"
"2002","LCA","1.2967827"
"2003","LCA","1.3394208"
"2004","LCA","1.2200326"
"2005","LCA","1.2440547"
"2006","LCA","1.1492027"
"2007","LCA","1.150135"
"2008","LCA","1.109194"
"2009","LCA","1.0680157"
"2010","LCA","1.1096789"
"2011","LCA","1.0979161"
"2012","LCA","1.1133255"
"2013","LCA","1.1069423"
"2014","LCA","1.118038"
"2015","LCA","1.1023133"
"2016","LCA","1.0821519"
"2017","LCA","1.1325806"
"2018","LCA","1.0130689"
"2019","LCA","1.4941152"
"2020","LCA","1.6863735"
"2021","LCA","1.6120682"
"1965","LCA",
"1966","LCA",
"1967","LCA",
"1968","LCA",
"1969","LCA",
"1970","LCA",
"1971","LCA",
"1972","LCA",
"1973","LCA",
"1974","LCA",
"1975","LCA",
"1976","LCA",
"1977","LCA",
"1978","LCA",
"1979","LCA",
"2022","LCA",
"1980","STP","0.4694192"
"1981","STP","0.5248195"
"1982","STP","0.51900935"
"1983","STP","0.51682734"
"1984","STP","0.5752276"
"1985","STP","0.5253784"
"1986","STP","0.5960504"
"1987","STP","0.62161285"
"1988","STP","0.61189556"
"1989","STP","0.5953241"
"1990","STP","1.0901339"
"1991","STP","1.1274033"
"1992","STP","1.1193646"
"1993","STP","1.0991876"
"1994","STP","1.2974402"
"1995","STP","1.2685719"
"1996","STP","1.2415546"
"1997","STP","1.2252831"
"1998","STP","1.177524"
"1999","STP","1.1621305"
"2000","STP","0.9335617"
"2001","STP","0.8440013"
"2002","STP","0.9338591"
"2003","STP","0.9643512"
"2004","STP","1.0494273"
"2005","STP","1.0282317"
"2006","STP","1.0016564"
"2007","STP","1.0028387"
"2008","STP","0.9996115"
"2009","STP","1.0296067"
"2010","STP","1.0339056"
"2011","STP","1.0180556"
"2012","STP","1.0455405"
"2013","STP","0.99329865"
"2014","STP","0.93250686"
"2015","STP","0.9359358"
"2016","STP","0.92534405"
"2017","STP","0.9074016"
"2018","STP","0.8667106"
"2019","STP","0.9345934"
"2020","STP","0.8665245"
"2021","STP","0.8955679"
"1965","STP",
"1966","STP",
"1967","STP",
"1968","STP",
"1969","STP",
"1970","STP",
"1971","STP",
"1972","STP",
"1973","STP",
"1974","STP",
"1975","STP",
"1976","STP",
"1977","STP",
"1978","STP",
"1979","STP",
"2022","STP",
"1980","SAU","1.9933146"
"1981","SAU","2.204671"
"1982","SAU","2.3877883"
"1983","SAU","2.8992107"
"1984","SAU","3.471727"
"1985","SAU","3.795829"
"1986","SAU","4.346274"
"1987","SAU","4.4037013"
"1988","SAU","4.465055"
"1989","SAU","4.241352"
"1990","SAU","4.032198"
"1991","SAU","3.4821677"
"1992","SAU","3.2072825"
"1993","SAU","3.1534882"
"1994","SAU","3.4464345"
"1995","SAU","3.1894383"
"1996","SAU","3.061642"
"1997","SAU","2.941649"
"1998","SAU","2.8704658"
"1999","SAU","2.896265"
"2000","SAU","2.733883"
"2001","SAU","2.8055105"
"2002","SAU","2.8578975"
"2003","SAU","2.5841167"
"2004","SAU","2.4642913"
"2005","SAU","2.3551922"
"2006","SAU","2.2791371"
"2007","SAU","2.1696455"
"2008","SAU","2.1173613"
"2009","SAU","2.1193733"
"2010","SAU","2.1187909"
"2011","SAU","1.89717"
"2012","SAU","1.909924"
"2013","SAU","1.868631"
"2014","SAU","1.9281472"
"2015","SAU","1.9202358"
"2016","SAU","1.9515278"
"2017","SAU","1.9541026"
"2018","SAU","1.85368"
"2019","SAU","1.7622817"
"2020","SAU","1.7912315"
"2021","SAU","1.7812419"
"1965","SAU","5.063382"
"1966","SAU","4.4801464"
"1967","SAU","4.177098"
"1968","SAU","3.894702"
"1969","SAU","3.678462"
"1970","SAU","3.5404603"
"1971","SAU","3.0996058"
"1972","SAU","2.879729"
"1973","SAU","2.565535"
"1974","SAU","2.3652675"
"1975","SAU","1.8709594"
"1976","SAU","1.9911002"
"1977","SAU","2.0426927"
"1978","SAU","2.1486285"
"1979","SAU","2.439968"
"2022","SAU","1.7508324"
"1980","SEN","0.87597317"
"1981","SEN","0.88000923"
"1982","SEN","0.7638723"
"1983","SEN","0.70135033"
"1984","SEN","0.92193633"
"1985","SEN","0.84151953"
"1986","SEN","0.8238724"
"1987","SEN","0.80098915"
"1988","SEN","0.65327764"
"1989","SEN","0.6867981"
"1990","SEN","0.6652184"
"1991","SEN","0.60238564"
"1992","SEN","0.7249027"
"1993","SEN","0.7506476"
"1994","SEN","0.9110075"
"1995","SEN","0.94128835"
"1996","SEN","0.93546224"
"1997","SEN","0.8336238"
"1998","SEN","0.8425917"
"1999","SEN","0.87760127"
"2000","SEN","0.973963"
"2001","SEN","1.0206172"
"2002","SEN","1.0574498"
"2003","SEN","1.0032452"
"2004","SEN","1.0064046"
"2005","SEN","0.99212414"
"2006","SEN","0.9526731"
"2007","SEN","0.9806985"
"2008","SEN","0.9705208"
"2009","SEN","0.9084727"
"2010","SEN","0.90455276"
"2011","SEN","0.9310821"
"2012","SEN","0.88090456"
"2013","SEN","0.89485705"
"2014","SEN","0.93495625"
"2015","SEN","1.0194219"
"2016","SEN","0.9272639"
"2017","SEN","0.91620314"
"2018","SEN","0.897696"
"2019","SEN","0.9550143"
"2020","SEN","0.89045817"
"2021","SEN","0.8527695"
"1965","SEN",
"1966","SEN",
"1967","SEN",
"1968","SEN",
"1969","SEN",
"1970","SEN",
"1971","SEN",
"1972","SEN",
"1973","SEN",
"1974","SEN",
"1975","SEN",
"1976","SEN",
"1977","SEN",
"1978","SEN",
"1979","SEN",
"2022","SEN",
"1980","SRB",
"1981","SRB",
"1982","SRB",
"1983","SRB",
"1984","SRB",
"1985","SRB",
"1986","SRB",
"1987","SRB",
"1988","SRB",
"1989","SRB",
"1990","SRB",
"1991","SRB",
"1992","SRB",
"1993","SRB",
"1994","SRB",
"1995","SRB",
"1996","SRB",
"1997","SRB",
"1998","SRB",
"1999","SRB",
"2000","SRB",
"2001","SRB",
"2002","SRB",
"2003","SRB",
"2004","SRB",
"2005","SRB",
"2006","SRB","2.7704136"
"2007","SRB","2.5477011"
"2008","SRB","2.3562944"
"2009","SRB","2.2729423"
"2010","SRB","2.2785444"
"2011","SRB","2.227485"
"2012","SRB","2.112313"
"2013","SRB","2.0461366"
"2014","SRB","1.8520042"
"2015","SRB","2.0141435"
"2016","SRB","1.996762"
"2017","SRB","2.0009325"
"2018","SRB","1.9157462"
"2019","SRB","1.8364887"
"2020","SRB","1.8153827"
"2021","SRB","1.7651434"
"1965","SRB",
"1966","SRB",
"1967","SRB",
"1968","SRB",
"1969","SRB",
"1970","SRB",
"1971","SRB",
"1972","SRB",
"1973","SRB",
"1974","SRB",
"1975","SRB",
"1976","SRB",
"1977","SRB",
"1978","SRB",
"1979","SRB",
"2022","SRB",
"1980","SYC","2.2843456"
"1981","SYC","1.9445876"
"1982","SYC","1.8262857"
"1983","SYC","3.1882503"
"1984","SYC","3.1464787"
"1985","SYC","2.9720526"
"1986","SYC","2.7750607"
"1987","SYC","2.8336952"
"1988","SYC","3.9566212"
"1989","SYC","3.7229316"
"1990","SYC","3.0855868"
"1991","SYC","3.3164887"
"1992","SYC","2.9874308"
"1993","SYC","2.854862"
"1994","SYC","2.8020315"
"1995","SYC","2.8411033"
"1996","SYC","2.7215211"
"1997","SYC","2.4669032"
"1998","SYC","2.158208"
"1999","SYC","2.0655005"
"2000","SYC","3.3106809"
"2001","SYC","3.556029"
"2002","SYC","2.982749"
"2003","SYC","3.0974712"
"2004","SYC","4.302277"
"2005","SYC","3.5055993"
"2006","SYC","3.3192134"
"2007","SYC","2.4094772"
"2008","SYC","2.6165662"
"2009","SYC","2.8434994"
"2010","SYC","2.3652084"
"2011","SYC","1.8777622"
"2012","SYC","2.0801537"
"2013","SYC","1.7852118"
"2014","SYC","1.9616416"
"2015","SYC","1.9190795"
"2016","SYC","1.8995177"
"2017","SYC","1.8646861"
"2018","SYC","1.5660957"
"2019","SYC","1.5232328"
"2020","SYC","1.6062318"
"2021","SYC","1.6613905"
"1965","SYC",
"1966","SYC",
"1967","SYC",
"1968","SYC",
"1969","SYC",
"1970","SYC",
"1971","SYC",
"1972","SYC",
"1973","SYC",
"1974","SYC",
"1975","SYC",
"1976","SYC",
"1977","SYC",
"1978","SYC",
"1979","SYC",
"2022","SYC",
"1980","SLE","0.5941852"
"1981","SLE","0.5697414"
"1982","SLE","0.60478747"
"1983","SLE","0.56048673"
"1984","SLE","0.5387887"
"1985","SLE","0.57756084"
"1986","SLE","0.60109484"
"1987","SLE","0.6328336"
"1988","SLE","0.671742"
"1989","SLE","0.6315984"
"1990","SLE","0.6187143"
"1991","SLE","0.71226543"
"1992","SLE","0.5692429"
"1993","SLE","0.5675252"
"1994","SLE","0.5200712"
"1995","SLE","0.66497135"
"1996","SLE","0.8701608"
"1997","SLE","1.109286"
"1998","SLE","1.1181625"
"1999","SLE","1.2156352"
"2000","SLE","0.5942938"
"2001","SLE","0.6308403"
"2002","SLE","0.5015074"
"2003","SLE","0.47113875"
"2004","SLE","0.4407457"
"2005","SLE","0.38172328"
"2006","SLE","0.44279376"
"2007","SLE","0.3868929"
"2008","SLE","0.36101457"
"2009","SLE","0.35094047"
"2010","SLE","0.39565718"
"2011","SLE","0.47064185"
"2012","SLE","0.4538947"
"2013","SLE","0.437419"
"2014","SLE","0.46022245"
"2015","SLE","0.47175997"
"2016","SLE","0.4539298"
"2017","SLE","0.43489155"
"2018","SLE","0.4261548"
"2019","SLE","0.37420103"
"2020","SLE","0.36586654"
"2021","SLE","0.36843652"
"1965","SLE",
"1966","SLE",
"1967","SLE",
"1968","SLE",
"1969","SLE",
"1970","SLE",
"1971","SLE",
"1972","SLE",
"1973","SLE",
"1974","SLE",
"1975","SLE",
"1976","SLE",
"1977","SLE",
"1978","SLE",
"1979","SLE",
"2022","SLE",
"1980","SGP","3.398301"
"1981","SGP","3.531753"
"1982","SGP","3.2066765"
"1983","SGP","3.1297672"
"1984","SGP","3.0241745"
"1985","SGP","3.1063523"
"1986","SGP","3.559491"
"1987","SGP","3.37917"
"1988","SGP","3.5185595"
"1989","SGP","3.641078"
"1990","SGP","3.9542649"
"1991","SGP","3.7557664"
"1992","SGP","3.729891"
"1993","SGP","3.6367722"
"1994","SGP","3.7045856"
"1995","SGP","3.565086"
"1996","SGP","3.2669532"
"1997","SGP","3.1186924"
"1998","SGP","3.1725874"
"1999","SGP","2.9767456"
"2000","SGP","2.911627"
"2001","SGP","3.28232"
"2002","SGP","3.0524812"
"2003","SGP","2.8341136"
"2004","SGP","2.90227"
"2005","SGP","2.8149552"
"2006","SGP","2.7931933"
"2007","SGP","2.67067"
"2008","SGP","2.6836488"
"2009","SGP","2.843754"
"2010","SGP","2.5986204"
"2011","SGP","2.510191"
"2012","SGP","2.4089122"
"2013","SGP","2.3215005"
"2014","SGP","2.2770357"
"2015","SGP","2.3449879"
"2016","SGP","2.3880496"
"2017","SGP","2.34153"
"2018","SGP","2.262693"
"2019","SGP","2.1858065"
"2020","SGP","2.2278206"
"2021","SGP","2.0440626"
"1965","SGP","6.359107"
"1966","SGP","6.555503"
"1967","SGP","7.013376"
"1968","SGP","7.673503"
"1969","SGP","6.630185"
"1970","SGP","6.321304"
"1971","SGP","4.8956723"
"1972","SGP","5.400133"
"1973","SGP","4.579786"
"1974","SGP","4.240033"
"1975","SGP","3.9578385"
"1976","SGP","4.3696065"
"1977","SGP","4.0802984"
"1978","SGP","3.863588"
"1979","SGP","3.7640414"
"2022","SGP","1.9032722"
"1980","SVK",
"1981","SVK",
"1982","SVK",
"1983","SVK",
"1984","SVK",
"1985","SVK","3.9429429"
"1986","SVK","3.752464"
"1987","SVK","3.7463858"
"1988","SVK","3.6928077"
"1989","SVK","3.708528"
"1990","SVK","3.813809"
"1991","SVK","4.0180645"
"1992","SVK","4.121139"
"1993","SVK","3.7875006"
"1994","SVK","3.5199738"
"1995","SVK","3.3156"
"1996","SVK","3.1345873"
"1997","SVK","2.9072647"
"1998","SVK","2.8307722"
"1999","SVK","2.867099"
"2000","SVK","2.9257581"
"2001","SVK","2.9260583"
"2002","SVK","2.8282359"
"2003","SVK","2.6088972"
"2004","SVK","2.4272692"
"2005","SVK","2.3957665"
"2006","SVK","2.1527932"
"2007","SVK","1.8259842"
"2008","SVK","1.7775859"
"2009","SVK","1.7055463"
"2010","SVK","1.7364576"
"2011","SVK","1.6398441"
"2012","SVK","1.554659"
"2013","SVK","1.5830686"
"2014","SVK","1.434807"
"2015","SVK","1.3783973"
"2016","SVK","1.3650702"
"2017","SVK","1.3968198"
"2018","SVK","1.3199401"
"2019","SVK","1.2441106"
"2020","SVK","1.2616255"
"2021","SVK","1.3200334"
"1965","SVK",
"1966","SVK",
"1967","SVK",
"1968","SVK",
"1969","SVK",
"1970","SVK",
"1971","SVK",
"1972","SVK",
"1973","SVK",
"1974","SVK",
"1975","SVK",
"1976","SVK",
"1977","SVK",
"1978","SVK",
"1979","SVK",
"2022","SVK","1.2719015"
"1980","SVN",
"1981","SVN",
"1982","SVN",
"1983","SVN",
"1984","SVN",
"1985","SVN",
"1986","SVN",
"1987","SVN",
"1988","SVN",
"1989","SVN",
"1990","SVN","1.9235016"
"1991","SVN","2.116439"
"1992","SVN","2.0988178"
"1993","SVN","2.0999196"
"1994","SVN","2.1276371"
"1995","SVN","2.0877035"
"1996","SVN","2.1223664"
"1997","SVN","2.07473"
"1998","SVN","2.0225327"
"1999","SVN","1.9095603"
"2000","SVN","1.8251737"
"2001","SVN","1.8617543"
"2002","SVN","1.7909687"
"2003","SVN","1.7154781"
"2004","SVN","1.7534673"
"2005","SVN","1.69327"
"2006","SVN","1.6234719"
"2007","SVN","1.510284"
"2008","SVN","1.6150227"
"2009","SVN","1.6240549"
"2010","SVN","1.6152935"
"2011","SVN","1.5649694"
"2012","SVN","1.5619915"
"2013","SVN","1.5613334"
"2014","SVN","1.5585116"
"2015","SVN","1.3751421"
"2016","SVN","1.4243367"
"2017","SVN","1.3735241"
"2018","SVN","1.3416514"
"2019","SVN","1.2593375"
"2020","SVN","1.2717336"
"2021","SVN","1.1643963"
"1965","SVN",
"1966","SVN",
"1967","SVN",
"1968","SVN",
"1969","SVN",
"1970","SVN",
"1971","SVN",
"1972","SVN",
"1973","SVN",
"1974","SVN",
"1975","SVN",
"1976","SVN",
"1977","SVN",
"1978","SVN",
"1979","SVN",
"2022","SVN","1.0507076"
"1980","ZAF","3.1551342"
"1981","ZAF","3.4902766"
"1982","ZAF","3.768725"
"1983","ZAF","3.8897197"
"1984","ZAF","4.0450397"
"1985","ZAF","4.181547"
"1986","ZAF","4.256438"
"1987","ZAF","4.238338"
"1988","ZAF","4.4828763"
"1989","ZAF","4.1950974"
"1990","ZAF","4.379175"
"1991","ZAF","4.2973123"
"1992","ZAF","4.3050256"
"1993","ZAF","4.1474266"
"1994","ZAF","4.083642"
"1995","ZAF","4.0258703"
"1996","ZAF","3.8387737"
"1997","ZAF","3.7358637"
"1998","ZAF","3.5765312"
"1999","ZAF","3.5373838"
"2000","ZAF","3.3290534"
"2001","ZAF","3.1783707"
"2002","ZAF","2.931115"
"2003","ZAF","3.0406735"
"2004","ZAF","3.1251507"
"2005","ZAF","2.7635229"
"2006","ZAF","2.6228793"
"2007","ZAF","2.5087519"
"2008","ZAF","2.5534298"
"2009","ZAF","2.528348"
"2010","ZAF","2.4074965"
"2011","ZAF","2.2388985"
"2012","ZAF","2.1528287"
"2013","ZAF","2.1099231"
"2014","ZAF","2.1045394"
"2015","ZAF","2.0355582"
"2016","ZAF","2.1130607"
"2017","ZAF","2.0807552"
"2018","ZAF","1.9719055"
"2019","ZAF","2.0534723"
"2020","ZAF","2.0505366"
"2021","ZAF","1.9593458"
"1965","ZAF","3.1380222"
"1966","ZAF","3.0262759"
"1967","ZAF","2.9494905"
"1968","ZAF","2.983456"
"1969","ZAF","2.8938468"
"1970","ZAF","2.8744898"
"1971","ZAF","2.9516487"
"1972","ZAF","2.9916482"
"1973","ZAF","3.088619"
"1974","ZAF","3.0083477"
"1975","ZAF","3.1488433"
"1976","ZAF","3.2082822"
"1977","ZAF","3.293383"
"1978","ZAF","3.1673682"
"1979","ZAF","3.1466312"
"2022","ZAF","1.8501346"
"1980","KOR","1.9639294"
"1981","KOR","1.9183706"
"1982","KOR","1.772709"
"1983","KOR","1.7020133"
"1984","KOR","1.6831356"
"1985","KOR","1.726539"
"1986","KOR","1.7420628"
"1987","KOR","1.7170494"
"1988","KOR","1.7126802"
"1989","KOR","1.7396119"
"1990","KOR","1.7923676"
"1991","KOR","1.849467"
"1992","KOR","1.978147"
"1993","KOR","2.044342"
"1994","KOR","2.0326483"
"1995","KOR","2.0410688"
"1996","KOR","2.1095972"
"1997","KOR","2.2024722"
"1998","KOR","2.1453018"
"1999","KOR","2.1147647"
"2000","KOR","2.0675614"
"2001","KOR","2.039807"
"2002","KOR","1.9999645"
"2003","KOR","2.0192194"
"2004","KOR","1.9835062"
"2005","KOR","1.9869553"
"2006","KOR","1.9334084"
"2007","KOR","1.9012147"
"2008","KOR","1.8926263"
"2009","KOR","1.9027568"
"2010","KOR","1.9434133"
"2011","KOR","1.9748027"
"2012","KOR","1.9518424"
"2013","KOR","1.8990123"
"2014","KOR","1.8561927"
"2015","KOR","1.8372927"
"2016","KOR","1.8377402"
"2017","KOR","1.7992616"
"2018","KOR","1.7781231"
"2019","KOR","1.719394"
"2020","KOR","1.6660693"
"2021","KOR","1.674392"
"1965","KOR","1.3593271"
"1966","KOR","1.4726588"
"1967","KOR","1.550607"
"1968","KOR","1.570084"
"1969","KOR","1.6553216"
"1970","KOR","1.7460583"
"1971","KOR","1.7103366"
"1972","KOR","1.654927"
"1973","KOR","1.7840734"
"1974","KOR","1.6931539"
"1975","KOR","1.7258224"
"1976","KOR","1.7063327"
"1977","KOR","1.7468425"
"1978","KOR","1.765233"
"1979","KOR","1.8757744"
"2022","KOR","1.651423"
"1980","ESP","1.6893632"
"1981","ESP","1.7047024"
"1982","ESP","1.6752963"
"1983","ESP","1.6826215"
"1984","ESP","1.6929238"
"1985","ESP","1.6284813"
"1986","ESP","1.5960382"
"1987","ESP","1.543145"
"1988","ESP","1.5115193"
"1989","ESP","1.4838873"
"1990","ESP","1.4134625"
"1991","ESP","1.4064281"
"1992","ESP","1.443028"
"1993","ESP","1.4120767"
"1994","ESP","1.4323093"
"1995","ESP","1.4261767"
"1996","ESP","1.4311061"
"1997","ESP","1.4433988"
"1998","ESP","1.434146"
"1999","ESP","1.3994107"
"2000","ESP","1.3951038"
"2001","ESP","1.3919076"
"2002","ESP","1.3556981"
"2003","ESP","1.3768942"
"2004","ESP","1.3717525"
"2005","ESP","1.3207257"
"2006","ESP","1.2765068"
"2007","ESP","1.2468925"
"2008","ESP","1.1887971"
"2009","ESP","1.1334727"
"2010","ESP","1.155032"
"2011","ESP","1.1356915"
"2012","ESP","1.1638305"
"2013","ESP","1.1213622"
"2014","ESP","1.0854529"
"2015","ESP","1.058372"
"2016","ESP","1.0369596"
"2017","ESP","1.0184804"
"2018","ESP","1.013671"
"2019","ESP","0.9662072"
"2020","ESP","0.98557985"
"2021","ESP","1.0011724"
"1965","ESP","1.4188081"
"1966","ESP","1.4943966"
"1967","ESP","1.5264655"
"1968","ESP","1.5150028"
"1969","ESP","1.5705088"
"1970","ESP","1.6424904"
"1971","ESP","1.722242"
"1972","ESP","1.6909297"
"1973","ESP","1.7012309"
"1974","ESP","1.6469258"
"1975","ESP","1.6426014"
"1976","ESP","1.6766533"
"1977","ESP","1.6798174"
"1978","ESP","1.6387489"
"1979","ESP","1.7348818"
"2022","ESP","0.9837302"
"1980","LKA","0.5240058"
"1981","LKA","0.51743835"
"1982","LKA","0.5303995"
"1983","LKA","0.497699"
"1984","LKA","0.50292194"
"1985","LKA","0.4556063"
"1986","LKA","0.45656893"
"1987","LKA","0.4649431"
"1988","LKA","0.4480812"
"1989","LKA","0.4251079"
"1990","LKA","0.4454185"
"1991","LKA","0.40410712"
"1992","LKA","0.4491809"
"1993","LKA","0.45731166"
"1994","LKA","0.4606205"
"1995","LKA","0.46888688"
"1996","LKA","0.44192913"
"1997","LKA","0.41546378"
"1998","LKA","0.45324558"
"1999","LKA","0.4774733"
"2000","LKA","0.4674856"
"2001","LKA","0.4666233"
"2002","LKA","0.46622527"
"2003","LKA","0.4548924"
"2004","LKA","0.42093942"
"2005","LKA","0.4597602"
"2006","LKA","0.45933032"
"2007","LKA","0.43840927"
"2008","LKA","0.39129612"
"2009","LKA","0.38449576"
"2010","LKA","0.38537872"
"2011","LKA","0.38666916"
"2012","LKA","0.3671221"
"2013","LKA","0.3585362"
"2014","LKA","0.36217505"
"2015","LKA","0.39002576"
"2016","LKA","0.40621737"
"2017","LKA","0.37108943"
"2018","LKA","0.37555298"
"2019","LKA","0.38507292"
"2020","LKA","0.3904355"
"2021","LKA","0.38133237"
"1965","LKA","0.43831316"
"1966","LKA","0.45665404"
"1967","LKA","0.42898744"
"1968","LKA","0.41473824"
"1969","LKA","0.4144421"
"1970","LKA","0.65559274"
"1971","LKA","0.67366844"
"1972","LKA","0.69184804"
"1973","LKA","0.6883163"
"1974","LKA","0.5721452"
"1975","LKA","0.5836708"
"1976","LKA","0.55746543"
"1977","LKA","0.5620763"
"1978","LKA","0.55477846"
"1979","LKA","0.5476273"
"2022","LKA","0.37259576"
"1980","SDN","0.68369776"
"1981","SDN","0.7287287"
"1982","SDN","0.6977657"
"1983","SDN","0.66066617"
"1984","SDN","0.6445361"
"1985","SDN","0.7870691"
"1986","SDN","0.835323"
"1987","SDN","0.7864156"
"1988","SDN","0.8408326"
"1989","SDN","0.75751275"
"1990","SDN","0.75149786"
"1991","SDN","0.953695"
"1992","SDN","0.81093407"
"1993","SDN","0.7227313"
"1994","SDN","0.64390004"
"1995","SDN","0.5483742"
"1996","SDN","0.5153801"
"1997","SDN","0.46520388"
"1998","SDN","0.43732584"
"1999","SDN","0.44909024"
"2000","SDN","0.5952976"
"2001","SDN","0.58778965"
"2002","SDN","0.64014703"
"2003","SDN","0.6030856"
"2004","SDN","0.6232767"
"2005","SDN","0.6587608"
"2006","SDN","0.69867086"
"2007","SDN","0.6509663"
"2008","SDN","0.6442235"
"2009","SDN","0.6551932"
"2010","SDN","0.69936717"
"2011","SDN","0.6683157"
"2012","SDN","0.7769672"
"2013","SDN","0.79982716"
"2014","SDN","0.78367245"
"2015","SDN","0.77235186"
"2016","SDN","0.8566794"
