"anio","iso3","valor_en_gw"
"2011","HUN","0.004"
"2012","HUN","0.012"
"2013","HUN","0.035"
"2014","HUN","0.089"
"2015","HUN","0.172"
"2016","HUN","0.23500001"
"2017","HUN","0.344"
"2018","HUN","0.72800004"
"2019","HUN","1.4000001"
"2020","HUN","2.131"
"2021","HUN","2.9680002"
"2022","HUN","2.9880002"
"2000","HUN",
"2001","HUN",
"2002","HUN",
"2003","HUN",
"2004","HUN",
"2005","HUN",
"2006","HUN",
"2007","HUN","0.00040000002"
"2008","HUN","0.001"
"2009","ISL",
"2010","ISL",
"2011","ISL",
"2012","ISL","0.00064000004"
"2013","ISL","0.0009200001"
"2014","ISL","0.001139"
"2015","ISL","0.0025390002"
"2016","ISL","0.003527"
"2017","ISL","0.004333"
"2018","ISL","0.0052750004"
"2019","ISL","0.0070010005"
"2020","ISL","0.0070010005"
"2021","ISL","0.0070010005"
"2022","ISL","0.0070010005"
"2000","ISL",
"2001","ISL",
"2002","ISL",
"2003","ISL",
"2004","ISL",
"2005","ISL",
"2006","ISL",
"2007","ISL",
"2008","ISL",
"2009","IND","0.039362002"
"2010","IND","0.065362"
"2011","IND","0.56581503"
"2012","IND","0.982082"
"2013","IND","1.5993271"
"2014","IND","3.7725081"
"2015","IND","5.6934843"
"2016","IND","9.979022"
"2017","IND","18.251757"
"2018","IND","27.453098"
"2019","IND","35.203407"
"2020","IND","39.38516"
"2021","IND","49.68401"
"2022","IND","63.146084"
"2000","IND","0.001084"
"2001","IND","0.005535"
"2002","IND","0.006705"
"2003","IND","0.007885001"
"2004","IND","0.0078100003"
"2005","IND","0.011567001"
"2006","IND","0.009603"
"2007","IND","0.025099002"
"2008","IND","0.027723001"
"2009","IDN","0.013436001"
"2010","IDN","0.014581001"
"2011","IDN","0.016989002"
"2012","IDN","0.026423002"
"2013","IDN","0.038377002"
"2014","IDN","0.041648"
"2015","IDN","0.078561"
"2016","IDN","0.08842"
"2017","IDN","0.09750301"
"2018","IDN","0.06547"
"2019","IDN","0.15504"
"2020","IDN","0.18533"
"2021","IDN","0.22504"
"2022","IDN","0.29064003"
"2000","IDN","0.000341"
"2001","IDN","0.000613"
"2002","IDN","0.00093700003"
"2003","IDN","0.001304"
"2004","IDN","0.001333"
"2005","IDN","0.0013860001"
"2006","IDN","0.002216"
"2007","IDN","0.0057020006"
"2008","IDN","0.009504"
"2009","IRN","0.00017300001"
"2010","IRN","0.00038900002"
"2011","IRN","0.00044800004"
"2012","IRN","0.00044800004"
"2013","IRN","0.0009870001"
"2014","IRN","0.009378001"
"2015","IRN","0.009378001"
"2016","IRN","0.043208003"
"2017","IRN","0.184478"
"2018","IRN","0.286378"
"2019","IRN","0.345878"
"2020","IRN","0.42976803"
"2021","IRN","0.45585802"
"2022","IRN","0.539378"
"2000","IRN",
"2001","IRN","5.0000003e-06"
"2002","IRN","5.0000003e-06"
"2003","IRN","5.0000003e-06"
"2004","IRN","3.5e-05"
"2005","IRN","3.5e-05"
"2006","IRN","7.7000004e-05"
"2007","IRN","0.00010800001"
"2008","IRN","0.00011000001"
"2009","IRQ",
"2010","IRQ",
"2011","IRQ",
"2012","IRQ",
"2013","IRQ","0.029500002"
"2014","IRQ","0.036500003"
"2015","IRQ","0.036500003"
"2016","IRQ","0.036500003"
"2017","IRQ","0.036500003"
"2018","IRQ","0.037076"
"2019","IRQ","0.037076"
"2020","IRQ","0.037076"
"2021","IRQ","0.037076"
"2022","IRQ","0.041576"
"2000","IRQ",
"2001","IRQ",
"2002","IRQ",
"2003","IRQ",
"2004","IRQ",
"2005","IRQ",
"2006","IRQ",
"2007","IRQ",
"2008","IRQ",
"2009","IRL","0.00061700004"
"2010","IRL","0.00069300004"
"2011","IRL","0.000789"
"2012","IRL","0.00094000006"
"2013","IRL","0.0010170001"
"2014","IRL","0.0016290001"
"2015","IRL","0.0023520002"
"2016","IRL","0.005927"
"2017","IRL","0.017135002"
"2018","IRL","0.031972002"
"2019","IRL","0.057528004"
"2020","IRL","0.08994201"
"2021","IRL","0.13532202"
"2022","IRL","0.13532202"
"2000","IRL",
"2001","IRL",
"2002","IRL",
"2003","IRL",
"2004","IRL",
"2005","IRL",
"2006","IRL",
"2007","IRL",
"2008","IRL",
"2009","ISR","0.030600002"
"2010","ISR","0.076000005"
"2011","ISR","0.1958"
"2012","ISR","0.28610003"
"2013","ISR","0.44610003"
"2014","ISR","0.65610003"
"2015","ISR","0.7961"
"2016","ISR","0.90610003"
"2017","ISR","1.0061"
"2018","ISR","1.3461001"
"2019","ISR","2.1381001"
"2020","ISR","2.6520002"
"2021","ISR","3.591"
"2022","ISR","4.4110003"
"2000","ISR",
"2001","ISR",
"2002","ISR",
"2003","ISR",
"2004","ISR",
"2005","ISR","0.001"
"2006","ISR","0.0013"
"2007","ISR","0.0018000001"
"2008","ISR","0.009000001"
"2009","ITA","1.264"
"2010","ITA","3.5967202"
"2011","ITA","13.13572"
"2012","ITA","16.789722"
"2013","ITA","18.190071"
"2014","ITA","18.60007"
"2015","ITA","18.907072"
"2016","ITA","19.289072"
"2017","ITA","19.688364"
"2018","ITA","20.113659"
"2019","ITA","20.871347"
"2020","ITA","21.65611"
"2021","ITA","22.600327"
"2022","ITA","25.082628"
"2000","ITA","0.019000001"
"2001","ITA","0.020000001"
"2002","ITA","0.022000002"
"2003","ITA","0.026"
"2004","ITA","0.031000001"
"2005","ITA","0.034"
"2006","ITA","0.045"
"2007","ITA","0.11000001"
"2008","ITA","0.483"
"2009","JAM","0.00070000003"
"2010","JAM","0.001"
"2011","JAM","0.0015"
"2012","JAM","0.0018000001"
"2013","JAM","0.002106"
"2014","JAM","0.004108"
"2015","JAM","0.0065130005"
"2016","JAM","0.027513001"
"2017","JAM","0.055513002"
"2018","JAM","0.055513002"
"2019","JAM","0.092513"
"2020","JAM","0.092513"
"2021","JAM","0.092513"
"2022","JAM","0.09256301"
"2000","JAM",
"2001","JAM","0.000100000005"
"2002","JAM","0.000100000005"
"2003","JAM","0.000100000005"
"2004","JAM","0.00020000001"
"2005","JAM","0.00020000001"
"2006","JAM","0.00020000001"
"2007","JAM","0.00040000002"
"2008","JAM","6e-04"
"2009","JPN","2.627"
"2010","JPN","3.6180003"
"2011","JPN","4.914"
"2012","JPN","6.6320004"
"2013","JPN","13.599001"
"2014","JPN","23.339"
"2015","JPN","34.15"
"2016","JPN","42.04"
"2017","JPN","49.500004"
"2018","JPN","56.162003"
"2019","JPN","63.192"
"2020","JPN","69.764"
"2021","JPN","74.191"
"2022","JPN","78.833"
"2000","JPN","0.33"
"2001","JPN","0.453"
"2002","JPN","0.637"
"2003","JPN","0.86"
"2004","JPN","1.1320001"
"2005","JPN","1.422"
"2006","JPN","1.7080001"
"2007","JPN","1.9190001"
"2008","JPN","2.144"
"2009","JOR","1.50000005e-05"
"2010","JOR","1.50000005e-05"
"2011","JOR","4.3000004e-05"
"2012","JOR","7.3e-05"
"2013","JOR","0.00014100001"
"2014","JOR","0.000236"
"2015","JOR","0.0055570006"
"2016","JOR","0.286593"
"2017","JOR","0.39658803"
"2018","JOR","0.69962305"
"2019","JOR","1.1856701"
"2020","JOR","1.4483751"
"2021","JOR","1.520575"
"2022","JOR","1.9143751"
"2000","JOR","1.50000005e-05"
"2001","JOR","1.50000005e-05"
"2002","JOR","1.50000005e-05"
"2003","JOR","1.50000005e-05"
"2004","JOR","1.50000005e-05"
"2005","JOR","1.50000005e-05"
"2006","JOR","1.50000005e-05"
"2007","JOR","1.50000005e-05"
"2008","JOR","1.50000005e-05"
"2009","KAZ","0.00019800001"
"2010","KAZ","0.001267"
"2011","KAZ","0.000995"
"2012","KAZ","0.0024360002"
"2013","KAZ","0.015762001"
"2014","KAZ","0.076295"
"2015","KAZ","0.143573"
"2016","KAZ","0.15698901"
"2017","KAZ","0.175456"
"2018","KAZ","0.49006003"
"2019","KAZ","1.1497"
"2020","KAZ","1.7186"
"2021","KAZ","1.9228661"
"2022","KAZ","2.0314882"
"2000","KAZ",
"2001","KAZ",
"2002","KAZ",
"2003","KAZ",
"2004","KAZ",
"2005","KAZ","6.300001e-05"
"2006","KAZ","7.9000005e-05"
"2007","KAZ","0.000597"
"2008","KAZ","0.00038500002"
"2009","KEN","0.00018500001"
"2010","KEN","0.00019600001"
"2011","KEN","0.001435"
"2012","KEN","0.0034040003"
"2013","KEN","0.007422"
"2014","KEN","0.016915001"
"2015","KEN","0.031246"
"2016","KEN","0.036434"
"2017","KEN","0.046350002"
"2018","KEN","0.10660901"
"2019","KEN","0.12701601"
"2020","KEN","0.14688401"
"2021","KEN","0.217655"
"2022","KEN","0.307219"
"2000","KEN","0"
"2001","KEN","0.00012600001"
"2002","KEN","0.00012600001"
"2003","KEN","0.00012600001"
"2004","KEN","0"
"2005","KEN","2.0000002e-06"
"2006","KEN","2.0000002e-06"
"2007","KEN","9e-06"
"2008","KEN","0.00016400001"
"2009","KIR","0.00026600002"
"2010","KIR","0.00039200002"
"2011","KIR","0.000426"
"2012","KIR","0.00046600003"
"2013","KIR","0.000502"
"2014","KIR","0.00075300003"
"2015","KIR","0.0023090001"
"2016","KIR","0.0028620001"
"2017","KIR","0.0028620001"
"2018","KIR","0.0028620001"
"2019","KIR","0.0028620001"
"2020","KIR","0.0028620001"
"2021","KIR","0.0028620001"
"2022","KIR","0.0028620001"
"2000","KIR","6.2e-05"
"2001","KIR","6.2e-05"
"2002","KIR","6.2e-05"
"2003","KIR","6.2e-05"
"2004","KIR","0.000203"
"2005","KIR","0.000239"
"2006","KIR","0.000249"
"2007","KIR","0.00026200002"
"2008","KIR","0.000271"
"2009","OWID_KOS",
"2010","OWID_KOS",
"2011","OWID_KOS",
"2012","OWID_KOS",
"2013","OWID_KOS",
"2014","OWID_KOS",
"2015","OWID_KOS","0.000102000005"
"2016","OWID_KOS","0.0019500002"
"2017","OWID_KOS","0.0066020004"
"2018","OWID_KOS","0.0066020004"
"2019","OWID_KOS","0.010000001"
"2020","OWID_KOS","0.010000001"
"2021","OWID_KOS","0.010000001"
"2022","OWID_KOS","0.010000001"
"2000","OWID_KOS",
"2001","OWID_KOS",
"2002","OWID_KOS",
"2003","OWID_KOS",
"2004","OWID_KOS",
"2005","OWID_KOS",
"2006","OWID_KOS",
"2007","OWID_KOS",
"2008","OWID_KOS",
"2009","KWT",
"2010","KWT",
"2011","KWT","7.0000006e-06"
"2012","KWT","7.0000006e-06"
"2013","KWT","0.000114"
"2014","KWT","0.0020490002"
"2015","KWT","0.0031810002"
"2016","KWT","0.030509003"
"2017","KWT","0.032009"
"2018","KWT","0.043069"
"2019","KWT","0.093344"
"2020","KWT","0.093344"
"2021","KWT","0.093344"
"2022","KWT","0.093344"
"2000","KWT",
"2001","KWT",
"2002","KWT",
"2003","KWT",
"2004","KWT",
"2005","KWT",
"2006","KWT",
"2007","KWT",
"2008","KWT",
"2009","LAO","8.000001e-06"
"2010","LAO","1.50000005e-05"
"2011","LAO","1.6000002e-05"
"2012","LAO","1.6000002e-05"
"2013","LAO","0.00047600004"
"2014","LAO","0.0015380001"
"2015","LAO","0.0018900001"
"2016","LAO","0.0020450002"
"2017","LAO","0.008117"
"2018","LAO","0.034045"
"2019","LAO","0.034045"
"2020","LAO","0.034045"
"2021","LAO","0.034050003"
"2022","LAO","0.034050003"
"2000","LAO",
"2001","LAO",
"2002","LAO",
"2003","LAO",
"2004","LAO",
"2005","LAO",
"2006","LAO","2.0000002e-06"
"2007","LAO","2.0000002e-06"
"2008","LAO","3e-06"
"2009","LVA",
"2010","LVA",
"2011","LVA","0"
"2012","LVA","0"
"2013","LVA","0"
"2014","LVA","0"
"2015","LVA","0"
"2016","LVA","0.00069"
"2017","LVA","0.00069"
"2018","LVA","0.001962"
"2019","LVA","0.0033020002"
"2020","LVA","0.0051020007"
"2021","LVA","0.0071550007"
"2022","LVA","0.056155"
"2000","LVA",
"2001","LVA",
"2002","LVA",
"2003","LVA",
"2004","LVA",
"2005","LVA",
"2006","LVA",
"2007","LVA",
"2008","LVA",
"2009","LBN","2.0000002e-06"
"2010","LBN","0.000332"
"2011","LBN","0.000472"
"2012","LBN","0.00029400003"
"2013","LBN","0.0018600001"
"2014","LBN","0.0047600004"
"2015","LBN","0.01098"
"2016","LBN","0.023980001"
"2017","LBN","0.03671"
"2018","LBN","0.05492"
"2019","LBN","0.07608"
"2020","LBN","0.08984"
"2021","LBN","0.18984"
"2022","LBN","0.43984002"
"2000","LBN",
"2001","LBN",
"2002","LBN",
"2003","LBN",
"2004","LBN",
"2005","LBN",
"2006","LBN",
"2007","LBN",
"2008","LBN","2.0000002e-06"
"2009","LSO",
"2010","LSO",
"2011","LSO",
"2012","LSO",
"2013","LSO","0.00036300003"
"2014","LSO","0.00036300003"
"2015","LSO","0.00036300003"
"2016","LSO","0.00036300003"
"2017","LSO","0.00036300003"
"2018","LSO","0.00036300003"
"2019","LSO","0.00036300003"
"2020","LSO","0.00036300003"
"2021","LSO","0.000413"
"2022","LSO","0.000413"
"2000","LSO",
"2001","LSO",
"2002","LSO",
"2003","LSO",
"2004","LSO",
"2005","LSO",
"2006","LSO",
"2007","LSO",
"2008","LSO",
"2009","LBR",
"2010","LBR","5.0000003e-06"
"2011","LBR","5.0000003e-06"
"2012","LBR","4.0000003e-05"
"2013","LBR","4.0000003e-05"
"2014","LBR","4.0000003e-05"
"2015","LBR","5.7e-05"
"2016","LBR","5.9e-05"
"2017","LBR","0.002406"
"2018","LBR","0.002583"
"2019","LBR","0.002583"
"2020","LBR","0.002583"
"2021","LBR","0.002583"
"2022","LBR","0.002583"
"2000","LBR",
"2001","LBR",
"2002","LBR",
"2003","LBR",
"2004","LBR",
"2005","LBR",
"2006","LBR",
"2007","LBR",
"2008","LBR",
"2009","LBY","0.0032000002"
"2010","LBY","0.0037000002"
"2011","LBY","0.0042"
"2012","LBY","0.0049000005"
"2013","LBY","0.0049000005"
"2014","LBY","0.0049000005"
"2015","LBY","0.0049000005"
"2016","LBY","0.0049000005"
"2017","LBY","0.0051100003"
"2018","LBY","0.0051100003"
"2019","LBY","0.0051100003"
"2020","LBY","0.0051110005"
"2021","LBY","0.0063330005"
"2022","LBY","0.0063330005"
"2000","LBY",
"2001","LBY",
"2002","LBY",
"2003","LBY","0.00020000001"
"2004","LBY","0.00070000003"
"2005","LBY","0.0012"
"2006","LBY","0.0017000001"
"2007","LBY","0.0022000002"
"2008","LBY","0.0027"
"2009","LTU","0.000100000005"
"2010","LTU","0.000100000005"
"2011","LTU","3e-04"
"2012","LTU","0.007"
"2013","LTU","0.068"
"2014","LTU","0.069000006"
"2015","LTU","0.069000006"
"2016","LTU","0.07"
"2017","LTU","0.073751"
"2018","LTU","0.082"
"2019","LTU","0.10300001"
"2020","LTU","0.164"
"2021","LTU","0.25500003"
"2022","LTU","0.568"
"2000","LTU",
"2001","LTU",
"2002","LTU",
"2003","LTU",
"2004","LTU",
"2005","LTU",
"2006","LTU",
"2007","LTU",
"2008","LTU","0.000100000005"
"2009","LUX","0.026357"
"2010","LUX","0.029451001"
"2011","LUX","0.040666003"
"2012","LUX","0.074654005"
"2013","LUX","0.09502101"
"2014","LUX","0.109933004"
"2015","LUX","0.11627201"
"2016","LUX","0.121896006"
"2017","LUX","0.128103"
"2018","LUX","0.130624"
"2019","LUX","0.15973601"
"2020","LUX","0.18664302"
"2021","LUX","0.27716103"
"2022","LUX","0.31916103"
"2000","LUX",
"2001","LUX","0.00016000001"
"2002","LUX","0.0015930001"
"2003","LUX","0.01417"
"2004","LUX","0.023561003"
"2005","LUX","0.023583"
"2006","LUX","0.023696"
"2007","LUX","0.023934001"
"2008","LUX","0.024562001"
"2009","MDG","0.0011000001"
"2010","MDG","0.0015"
"2011","MDG","0.002"
"2012","MDG","0.0026"
"2013","MDG","0.0050000004"
"2014","MDG","0.007"
"2015","MDG","0.009000001"
"2016","MDG","0.011000001"
"2017","MDG","0.013"
"2018","MDG","0.033"
"2019","MDG","0.033"
"2020","MDG","0.033"
"2021","MDG","0.033"
"2022","MDG","0.033"
"2000","MDG",
"2001","MDG","7.0000006e-06"
"2002","MDG","7.0000006e-06"
"2003","MDG","7.0000006e-06"
"2004","MDG","0.000100000005"
"2005","MDG","0.000100000005"
"2006","MDG","3e-04"
"2007","MDG","0.00040000002"
"2008","MDG","0.00080000004"
"2009","MWI","0.000492"
"2010","MWI","0.00072600006"
"2011","MWI","0.0017550001"
"2012","MWI","0.0026810002"
"2013","MWI","0.0053950003"
"2014","MWI","0.0076640006"
"2015","MWI","0.0120870005"
"2016","MWI","0.0120870005"
"2017","MWI","0.019167"
"2018","MWI","0.025759002"
"2019","MWI","0.080188006"
"2020","MWI","0.0815"
"2021","MWI","0.14148802"
"2022","MWI","0.14278801"
"2000","MWI",
"2001","MWI",
"2002","MWI",
"2003","MWI",
"2004","MWI",
"2005","MWI",
"2006","MWI","6.5e-05"
"2007","MWI","0.000239"
"2008","MWI","0.00026200002"
"2009","MYS","0.00054000004"
"2010","MYS","0.00054400007"
"2011","MYS","0.00054400007"
"2012","MYS","0.031584002"
"2013","MYS","0.138674"
"2014","MYS","0.20538801"
"2015","MYS","0.266285"
"2016","MYS","0.34415203"
"2017","MYS","0.39395905"
"2018","MYS","0.545259"
"2019","MYS","0.89376"
"2020","MYS","1.4829462"
"2021","MYS","1.787127"
"2022","MYS","1.9332322"
"2000","MYS",
"2001","MYS","0.000211"
"2002","MYS","0.000211"
"2003","MYS","0.000211"
"2004","MYS",
"2005","MYS",
"2006","MYS","0"
"2007","MYS","0.00045000002"
"2008","MYS","0.00054000004"
"2009","MDV","0.000144"
"2010","MDV","0.000166"
"2011","MDV","0.000184"
"2012","MDV","0.0013240001"
"2013","MDV","0.0017530001"
"2014","MDV","0.0038820002"
"2015","MDV","0.004799"
"2016","MDV","0.007488"
"2017","MDV","0.010791001"
"2018","MDV","0.016478002"
"2019","MDV","0.020605"
"2020","MDV","0.026705"
"2021","MDV","0.030805001"
"2022","MDV","0.035805"
"2000","MDV",
"2001","MDV",
"2002","MDV",
"2003","MDV",
"2004","MDV",
"2005","MDV","1.2e-05"
"2006","MDV","5.2000003e-05"
"2007","MDV","7.2e-05"
"2008","MDV","7.4e-05"
"2009","MLI","8.8e-05"
"2010","MLI","0.00055000006"
"2011","MLI","0.000984"
"2012","MLI","0.001356"
"2013","MLI","0.003346"
"2014","MLI","0.0037550002"
"2015","MLI","0.0047830003"
"2016","MLI","0.0053140004"
"2017","MLI","0.007154"
"2018","MLI","0.007398"
"2019","MLI","0.0082330005"
"2020","MLI","0.05857"
"2021","MLI","0.089211"
"2022","MLI","0.229211"
"2000","MLI","0"
"2001","MLI","0.000132"
"2002","MLI","0.000132"
"2003","MLI","0.000132"
"2004","MLI","0"
"2005","MLI","0"
"2006","MLI","0"
"2007","MLI","1.50000005e-05"
"2008","MLI","8.8e-05"
"2009","MLT","0.00090000004"
"2010","MLT","0.00080000004"
"2011","MLT","0.0053000003"
"2012","MLT","0.015700001"
"2013","MLT","0.028500002"
"2014","MLT","0.0546"
"2015","MLT","0.07480001"
"2016","MLT","0.093600005"
"2017","MLT","0.11176301"
"2018","MLT","0.13189"
"2019","MLT","0.15518701"
"2020","MLT","0.187903"
"2021","MLT","0.20565501"
"2022","MLT","0.20565501"
"2000","MLT",
"2001","MLT",
"2002","MLT",
"2003","MLT",
"2004","MLT",
"2005","MLT","0.000100000005"
"2006","MLT","0.000100000005"
"2007","MLT","0.000100000005"
"2008","MLT","0.00020000001"
"2009","MHL","0.000265"
"2010","MHL","0.000315"
"2011","MHL","0.000315"
"2012","MHL","0.00041200002"
"2013","MHL","0.000592"
"2014","MHL","0.001025"
"2015","MHL","0.001025"
"2016","MHL","0.001625"
"2017","MHL","0.001685"
"2018","MHL","0.001701"
"2019","MHL","0.001701"
"2020","MHL","0.001701"
"2021","MHL","0.001701"
"2022","MHL","0.0017690001"
"2000","MHL","4.0000003e-05"
"2001","MHL","4.0000003e-05"
"2002","MHL","4.0000003e-05"
"2003","MHL","4.0000003e-05"
"2004","MHL","7e-05"
"2005","MHL","7e-05"
"2006","MHL","7e-05"
"2007","MHL","7e-05"
"2008","MHL","0.00015"
"2009","MTQ","0.0142"
"2010","MTQ","0.026400002"
"2011","MTQ","0.048"
"2012","MTQ","0.060000002"
"2013","MTQ","0.062000003"
"2014","MTQ","0.0625"
"2015","MTQ","0.065400004"
"2016","MTQ","0.06690001"
"2017","MTQ","0.0684"
"2018","MTQ","0.071"
"2019","MTQ","0.075846"
"2020","MTQ","0.076028004"
"2021","MTQ","0.07829901"
"2022","MTQ","0.07829901"
"2000","MTQ",
"2001","MTQ",
"2002","MTQ",
"2003","MTQ",
"2004","MTQ",
"2005","MTQ",
"2006","MTQ","0.0025000002"
"2007","MTQ","0.004"
"2008","MTQ","0.0073000006"
"2009","MRT",
"2010","MRT",
"2011","MRT",
"2012","MRT",
"2013","MRT","0.018000001"
"2014","MRT","0.018151"
"2015","MRT","0.018166002"
"2016","MRT","0.034766"
"2017","MRT","0.034766"
"2018","MRT","0.086846"
"2019","MRT","0.087509006"
"2020","MRT","0.087509006"
"2021","MRT","0.087509006"
"2022","MRT","0.08900901"
"2000","MRT",
"2001","MRT",
"2002","MRT",
"2003","MRT",
"2004","MRT",
"2005","MRT",
"2006","MRT",
"2007","MRT",
"2008","MRT",
"2009","MUS",
"2010","MUS",
"2011","MUS","4.8e-05"
"2012","MUS","0.0015370001"
"2013","MUS","0.0025860001"
"2014","MUS","0.002847"
"2015","MUS","0.018503001"
"2016","MUS","0.025645"
"2017","MUS","0.032757003"
"2018","MUS","0.07455001"
"2019","MUS","0.099360004"
"2020","MUS","0.107683"
"2021","MUS","0.10966501"
"2022","MUS","0.10966501"
"2000","MUS",
"2001","MUS","0.00013400002"
"2002","MUS","0.00013400002"
"2003","MUS","0.00013400002"
"2004","MUS",
"2005","MUS",
"2006","MUS",
"2007","MUS",
"2008","MUS",
"2009","MYT","0.0018090002"
"2010","MYT","0.008344"
"2011","MYT","0.012443"
"2012","MYT","0.013068001"
"2013","MYT","0.013138"
"2014","MYT","0.013235"
"2015","MYT","0.013326"
"2016","MYT","0.013326"
"2017","MYT","0.015146"
"2018","MYT","0.015734"
"2019","MYT","0.016813"
"2020","MYT","0.018567"
"2021","MYT","0.030034002"
"2022","MYT","0.030034002"
"2000","MYT",
"2001","MYT",
"2002","MYT",
"2003","MYT",
"2004","MYT",
"2005","MYT",
"2006","MYT",
"2007","MYT",
"2008","MYT","0.00051200006"
"2009","MEX","0.025150001"
"2010","MEX","0.02981"
"2011","MEX","0.042400002"
"2012","MEX","0.0728"
"2013","MEX","0.109000005"
"2014","MEX","0.17434001"
"2015","MEX","0.287"
"2016","MEX","0.6326"
"2017","MEX","1.12574"
"2018","MEX","2.582"
"2019","MEX","4.74159"
"2020","MEX","6.70908"
"2021","MEX","8.1710005"
"2022","MEX","9.02645"
"2000","MEX","0.014"
"2001","MEX","0.015000001"
"2002","MEX","0.016"
"2003","MEX","0.016"
"2004","MEX","0.016"
"2005","MEX","0.016"
"2006","MEX","0.016"
"2007","MEX","0.019000001"
"2008","MEX","0.019000001"
"2009","FSM","0.000528"
"2010","FSM","0.000528"
"2011","FSM","0.000528"
"2012","FSM","0.000528"
"2013","FSM","0.000684"
"2014","FSM","0.001133"
"2015","FSM","0.001133"
"2016","FSM","0.0017330002"
"2017","FSM","0.0017330002"
"2018","FSM","0.0024990002"
"2019","FSM","0.002899"
"2020","FSM","0.002899"
"2021","FSM","0.002899"
"2022","FSM","0.002899"
"2000","FSM","0.000100000005"
"2001","FSM","0.000100000005"
"2002","FSM","0.000100000005"
"2003","FSM","0.000100000005"
"2004","FSM","0.000100000005"
"2005","FSM","0.000100000005"
"2006","FSM","0.000100000005"
"2007","FSM","0.00018000002"
"2008","FSM","0.00023500001"
"2009","MDA",
"2010","MDA",
"2011","MDA","0"
"2012","MDA","0"
"2013","MDA","0"
"2014","MDA","0.001"
"2015","MDA","0.001"
"2016","MDA","0.00233"
"2017","MDA","0.002061"
"2018","MDA","0.003"
"2019","MDA","0.0050000004"
"2020","MDA","0.0043000006"
"2021","MDA","0.014476"
"2022","MDA","0.01885"
"2000","MDA",
"2001","MDA",
"2002","MDA",
"2003","MDA",
"2004","MDA",
"2005","MDA",
"2006","MDA",
"2007","MDA",
"2008","MDA",
"2009","MNG","0.0038450002"
"2010","MNG","0.004585"
"2011","MNG","0.004585"
"2012","MNG","0.004585"
"2013","MNG","0.0050180005"
"2014","MNG","0.0050180005"
"2015","MNG","0.0050180005"
"2016","MNG","0.015018"
"2017","MNG","0.047718"
"2018","MNG","0.06421801"
"2019","MNG","0.089218006"
"2020","MNG","0.094585"
"2021","MNG","0.094785005"
"2022","MNG","0.19478501"
"2000","MNG",
"2001","MNG",
"2002","MNG",
"2003","MNG","0.00020000001"
"2004","MNG","0.00020000001"
"2005","MNG","0.00020000001"
"2006","MNG","0.00020000001"
"2007","MNG","0.00020000001"
"2008","MNG","0.0038450002"
"2009","MNE","0.00044700003"
"2010","MNE","0.000584"
"2011","MNE","0.00080800004"
"2012","MNE","0.00093800004"
"2013","MNE","0.0011090001"
"2014","MNE","0.002149"
"2015","MNE","0.0027190002"
"2016","MNE","0.003119"
"2017","MNE","0.0033890002"
"2018","MNE","0.004459"
"2019","MNE","0.0053390004"
"2020","MNE","0.006049"
"2021","MNE","0.006529"
"2022","MNE","0.026159002"
"2000","MNE",
"2001","MNE",
"2002","MNE",
"2003","MNE",
"2004","MNE",
"2005","MNE",
"2006","MNE","2.3e-05"
"2007","MNE","0.00017700001"
"2008","MNE","0.000352"
"2009","MSR",
"2010","MSR",
"2011","MSR",
"2012","MSR",
"2013","MSR",
"2014","MSR",
"2015","MSR",
"2016","MSR",
"2017","MSR",
"2018","MSR",
"2019","MSR","0.00025"
"2020","MSR","0.00025"
"2021","MSR","0.001"
"2022","MSR","0.001"
"2000","MSR",
"2001","MSR",
"2002","MSR",
"2003","MSR",
"2004","MSR",
"2005","MSR",
"2006","MSR",
"2007","MSR",
"2008","MSR",
"2009","MAR","0.013445"
"2010","MAR","0.033545"
"2011","MAR","0.034174003"
"2012","MAR","0.035174"
"2013","MAR","0.035174"
"2014","MAR","0.0396"
"2015","MAR","0.19980001"
"2016","MAR","0.20187001"
"2017","MAR","0.20389502"
"2018","MAR","0.73389506"
"2019","MAR","0.73390305"
"2020","MAR","0.77400005"
"2021","MAR","0.85400003"
"2022","MAR","0.8582001"
"2000","MAR","0.0067000003"
"2001","MAR","0.007"
"2002","MAR","0.0077"
"2003","MAR","0.0084"
"2004","MAR","0.0091"
"2005","MAR","0.010000001"
"2006","MAR","0.0108"
"2007","MAR","0.011945"
"2008","MAR","0.012845001"
"2009","MOZ",
"2010","MOZ",
"2011","MOZ","5e-04"
"2012","MOZ","0.0015"
"2013","MOZ","0.0049000005"
"2014","MOZ","0.007"
"2015","MOZ","0.010000001"
"2016","MOZ","0.013"
"2017","MOZ","0.015000001"
"2018","MOZ","0.056"
"2019","MOZ","0.056"
"2020","MOZ","0.061441004"
"2021","MOZ","0.063924"
"2022","MOZ","0.10788201"
"2000","MOZ",
"2001","MOZ",
"2002","MOZ",
"2003","MOZ",
"2004","MOZ",
"2005","MOZ",
"2006","MOZ",
"2007","MOZ",
"2008","MOZ",
"2009","MMR","0.00020000001"
"2010","MMR","0.00040000002"
"2011","MMR","0.0014000001"
"2012","MMR","0.0028000001"
"2013","MMR","0.004209"
"2014","MMR","0.006271"
"2015","MMR","0.020819"
"2016","MMR","0.032008"
"2017","MMR","0.043781"
"2018","MMR","0.047542002"
"2019","MMR","0.08848201"
"2020","MMR","0.08449601"
"2021","MMR","0.080447"
"2022","MMR","0.103347"
"2000","MMR",
"2001","MMR",
"2002","MMR",
"2003","MMR",
"2004","MMR",
