"anio","iso3","valor_en_gw"
"2004","COK","5.7e-05"
"2005","COK","5.7e-05"
"2006","COK","5.7e-05"
"2007","COK","5.7e-05"
"2008","COK","5.7e-05"
"2009","CRI","0.005049"
"2010","CRI","0.006198"
"2011","CRI","0.0068420004"
"2012","CRI","0.009862001"
"2013","CRI","0.012714"
"2014","CRI","0.016671"
"2015","CRI","0.022484"
"2016","CRI","0.023568003"
"2017","CRI","0.027968002"
"2018","CRI","0.027968002"
"2019","CRI","0.048446"
"2020","CRI","0.056794003"
"2021","CRI","0.073741004"
"2022","CRI","0.073741004"
"2000","CRI","0.000246"
"2001","CRI","0.0005910001"
"2002","CRI","0.00109"
"2003","CRI","0.001665"
"2004","CRI","0.0020480002"
"2005","CRI","0.00257"
"2006","CRI","0.003192"
"2007","CRI","0.0037560002"
"2008","CRI","0.00455"
"2009","CIV","0.0014040001"
"2010","CIV","0.0015530001"
"2011","CIV","0.0016670001"
"2012","CIV","0.0019730001"
"2013","CIV","0.002908"
"2014","CIV","0.0038340003"
"2015","CIV","0.005059"
"2016","CIV","0.005059"
"2017","CIV","0.008278"
"2018","CIV","0.013144"
"2019","CIV","0.013144"
"2020","CIV","0.013144"
"2021","CIV","0.013144"
"2022","CIV","0.013144"
"2000","CIV","3.3e-05"
"2001","CIV","5.4000004e-05"
"2002","CIV","6.800001e-05"
"2003","CIV","8.8e-05"
"2004","CIV","0.00014700001"
"2005","CIV","0.00015800001"
"2006","CIV","0.00018000002"
"2007","CIV","0.00036900002"
"2008","CIV","0.0010940001"
"2009","HRV","3e-04"
"2010","HRV","3e-04"
"2011","HRV","3e-04"
"2012","HRV","0.004"
"2013","HRV","0.019000001"
"2014","HRV","0.033"
"2015","HRV","0.0478"
"2016","HRV","0.055800002"
"2017","HRV","0.060000002"
"2018","HRV","0.0677"
"2019","HRV","0.084800005"
"2020","HRV","0.108500004"
"2021","HRV","0.13830002"
"2022","HRV","0.18230002"
"2000","HRV",
"2001","HRV",
"2002","HRV",
"2003","HRV",
"2004","HRV",
"2005","HRV",
"2006","HRV",
"2007","HRV",
"2008","HRV",
"2009","CUB",
"2010","CUB",
"2011","CUB",
"2012","CUB","6e-04"
"2013","CUB","0.011000001"
"2014","CUB","0.022000002"
"2015","CUB","0.0238"
"2016","CUB","0.037"
"2017","CUB","0.06546701"
"2018","CUB","0.12808502"
"2019","CUB","0.15930001"
"2020","CUB","0.216974"
"2021","CUB","0.24594702"
"2022","CUB","0.257947"
"2000","CUB",
"2001","CUB",
"2002","CUB",
"2003","CUB",
"2004","CUB",
"2005","CUB",
"2006","CUB",
"2007","CUB",
"2008","CUB",
"2009","CUW","2.5000001e-05"
"2010","CUW","2.5000001e-05"
"2011","CUW","2.5000001e-05"
"2012","CUW","0.000125"
"2013","CUW","0.003125"
"2014","CUW","0.0077250004"
"2015","CUW","0.010125"
"2016","CUW","0.011125"
"2017","CUW","0.011125"
"2018","CUW","0.011925001"
"2019","CUW","0.014825"
"2020","CUW","0.016125001"
"2021","CUW","0.016125001"
"2022","CUW","0.016125001"
"2000","CUW","2.5000001e-05"
"2001","CUW","2.5000001e-05"
"2002","CUW","2.5000001e-05"
"2003","CUW","2.5000001e-05"
"2004","CUW","2.5000001e-05"
"2005","CUW","2.5000001e-05"
"2006","CUW","2.5000001e-05"
"2007","CUW","2.5000001e-05"
"2008","CUW","2.5000001e-05"
"2009","CYP","0.004"
"2010","CYP","0.007"
"2011","CYP","0.010000001"
"2012","CYP","0.017"
"2013","CYP","0.035"
"2014","CYP","0.064"
"2015","CYP","0.076000005"
"2016","CYP","0.08400001"
"2017","CYP","0.110046"
"2018","CYP","0.118479"
"2019","CYP","0.151261"
"2020","CYP","0.22913401"
"2021","CYP","0.314523"
"2022","CYP","0.464425"
"2000","CYP",
"2001","CYP",
"2002","CYP",
"2003","CYP",
"2004","CYP","0.001"
"2005","CYP","0.001"
"2006","CYP","0.001"
"2007","CYP","0.001"
"2008","CYP","0.002"
"2009","CZE","0.46460003"
"2010","CZE","1.7270001"
"2011","CZE","1.9130001"
"2012","CZE","2.022"
"2013","CZE","2.0635002"
"2014","CZE","2.0674"
"2015","CZE","2.0749"
"2016","CZE","2.0679"
"2017","CZE","2.075438"
"2018","CZE","2.081052"
"2019","CZE","2.1106691"
"2020","CZE","2.171956"
"2021","CZE","2.2460911"
"2022","CZE","2.627085"
"2000","CZE","0.000100000005"
"2001","CZE","0.000100000005"
"2002","CZE","0.00020000001"
"2003","CZE","3e-04"
"2004","CZE","0.00040000002"
"2005","CZE","0.00058600004"
"2006","CZE","0.00084100006"
"2007","CZE","0.003961"
"2008","CZE","0.0395"
"2009","COD",
"2010","COD",
"2011","COD","2.3e-05"
"2012","COD","8.7e-05"
"2013","COD","0.00038900002"
"2014","COD","0.00060800003"
"2015","COD","0.000672"
"2016","COD","0.0032370002"
"2017","COD","0.0052350005"
"2018","COD","0.019927"
"2019","COD","0.019927"
"2020","COD","0.019927"
"2021","COD","0.019927"
"2022","COD","0.019927"
"2000","COD",
"2001","COD",
"2002","COD",
"2003","COD",
"2004","COD",
"2005","COD",
"2006","COD",
"2007","COD",
"2008","COD",
"2009","DNK","0.0050000004"
"2010","DNK","0.007"
"2011","DNK","0.017"
"2012","DNK","0.402"
"2013","DNK","0.57100004"
"2014","DNK","0.60700005"
"2015","DNK","0.782108"
"2016","DNK","0.85095304"
"2017","DNK","0.90635"
"2018","DNK","0.998"
"2019","DNK","1.08"
"2020","DNK","1.304294"
"2021","DNK","1.7040411"
"2022","DNK","2.490041"
"2000","DNK","0.001"
"2001","DNK","0.001"
"2002","DNK","0.002"
"2003","DNK","0.002"
"2004","DNK","0.002"
"2005","DNK","0.003"
"2006","DNK","0.003"
"2007","DNK","0.003"
"2008","DNK","0.003"
"2009","DJI",
"2010","DJI",
"2011","DJI",
"2012","DJI","3e-04"
"2013","DJI","3e-04"
"2014","DJI","3e-04"
"2015","DJI","3e-04"
"2016","DJI","0.000362"
"2017","DJI","0.000362"
"2018","DJI","0.000362"
"2019","DJI","0.000362"
"2020","DJI","0.000362"
"2021","DJI","0.000362"
"2022","DJI","0.000362"
"2000","DJI",
"2001","DJI",
"2002","DJI",
"2003","DJI",
"2004","DJI",
"2005","DJI",
"2006","DJI",
"2007","DJI",
"2008","DJI",
"2009","DMA","0.00021"
"2010","DMA","0.00022000002"
"2011","DMA","0.00022000002"
"2012","DMA","0.00023000002"
"2013","DMA","0.00023000002"
"2014","DMA","0.00023000002"
"2015","DMA","0.00023000002"
"2016","DMA","0.00063"
"2017","DMA","0.00063"
"2018","DMA","0.000315"
"2019","DMA","0.000315"
"2020","DMA","0.000315"
"2021","DMA","0.000315"
"2022","DMA","0.000315"
"2000","DMA","8.0000005e-05"
"2001","DMA","8.0000005e-05"
"2002","DMA","9.000001e-05"
"2003","DMA","9.000001e-05"
"2004","DMA","0.000100000005"
"2005","DMA","0.000100000005"
"2006","DMA","0.000120000004"
"2007","DMA","0.00018000002"
"2008","DMA","0.00020000001"
"2009","DOM",
"2010","DOM",
"2011","DOM","9e-06"
"2012","DOM","0.0022540002"
"2013","DOM","0.007855"
"2014","DOM","0.015049"
"2015","DOM","0.025425"
"2016","DOM","0.07276001"
"2017","DOM","0.106031"
"2018","DOM","0.205079"
"2019","DOM","0.31521702"
"2020","DOM","0.38562202"
"2021","DOM","0.59385"
"2022","DOM","0.74160904"
"2000","DOM",
"2001","DOM",
"2002","DOM",
"2003","DOM",
"2004","DOM",
"2005","DOM",
"2006","DOM",
"2007","DOM",
"2008","DOM",
"2009","TLS","0.000102000005"
"2010","TLS","0.00014300001"
"2011","TLS","0.00045700002"
"2012","TLS","0.00077200006"
"2013","TLS","0.00074800005"
"2014","TLS","0.00072600006"
"2015","TLS","0.00069300004"
"2016","TLS","0.000687"
"2017","TLS","0.00037200004"
"2018","TLS","0.00037200004"
"2019","TLS","0.00037200004"
"2020","TLS","0.00036000003"
"2021","TLS","0.00036900002"
"2022","TLS","0.00047000003"
"2000","TLS",
"2001","TLS",
"2002","TLS",
"2003","TLS",
"2004","TLS","4.0000004e-06"
"2005","TLS","8.000001e-06"
"2006","TLS","1.2e-05"
"2007","TLS","1.6000002e-05"
"2008","TLS","6.1000002e-05"
"2009","ECU","2.0000001e-05"
"2010","ECU","2.0000001e-05"
"2011","ECU","4.0000003e-05"
"2012","ECU","8.0000005e-05"
"2013","ECU","0.0039000004"
"2014","ECU","0.026400002"
"2015","ECU","0.025530001"
"2016","ECU","0.02559"
"2017","ECU","0.02559"
"2018","ECU","0.026749002"
"2019","ECU","0.027630001"
"2020","ECU","0.027629001"
"2021","ECU","0.027652001"
"2022","ECU","0.028653001"
"2000","ECU",
"2001","ECU",
"2002","ECU",
"2003","ECU",
"2004","ECU",
"2005","ECU","2.0000001e-05"
"2006","ECU","2.0000001e-05"
"2007","ECU","2.0000001e-05"
"2008","ECU","2.0000001e-05"
"2009","EGY","0.0013"
"2010","EGY","0.015000001"
"2011","EGY","0.035"
"2012","EGY","0.035"
"2013","EGY","0.035"
"2014","EGY","0.035"
"2015","EGY","0.036000002"
"2016","EGY","0.059000004"
"2017","EGY","0.18"
"2018","EGY","0.76420003"
"2019","EGY","1.6472"
"2020","EGY","1.6430001"
"2021","EGY","1.6625"
"2022","EGY","1.7240001"
"2000","EGY","0.000100000005"
"2001","EGY","5e-04"
"2002","EGY","6e-04"
"2003","EGY","6e-04"
"2004","EGY","6e-04"
"2005","EGY","6e-04"
"2006","EGY","6e-04"
"2007","EGY","0.00070000003"
"2008","EGY","0.00090000004"
"2009","SLV","4.4e-05"
"2010","SLV","4.4e-05"
"2011","SLV","4.4e-05"
"2012","SLV","4.4e-05"
"2013","SLV","0.012503001"
"2014","SLV","0.012503001"
"2015","SLV","0.023576"
"2016","SLV","0.024787001"
"2017","SLV","0.120523006"
"2018","SLV","0.19769602"
"2019","SLV","0.40320203"
"2020","SLV","0.47844604"
"2021","SLV","0.64305604"
"2022","SLV","0.664126"
"2000","SLV","4.4e-05"
"2001","SLV","4.4e-05"
"2002","SLV","4.4e-05"
"2003","SLV","4.4e-05"
"2004","SLV","4.4e-05"
"2005","SLV","4.4e-05"
"2006","SLV","4.4e-05"
"2007","SLV","4.4e-05"
"2008","SLV","4.4e-05"
"2009","GNQ",
"2010","GNQ",
"2011","GNQ",
"2012","GNQ",
"2013","GNQ",
"2014","GNQ",
"2015","GNQ",
"2016","GNQ","0.00015400001"
"2017","GNQ","0.000348"
"2018","GNQ","0.000348"
"2019","GNQ","0.00033000004"
"2020","GNQ","0.000319"
"2021","GNQ","0.00018300001"
"2022","GNQ","0.00018300001"
"2000","GNQ",
"2001","GNQ","0.00011500001"
"2002","GNQ","0.00011500001"
"2003","GNQ","0.00011500001"
"2004","GNQ",
"2005","GNQ",
"2006","GNQ",
"2007","GNQ",
"2008","GNQ",
"2009","ERI","1.0000001e-06"
"2010","ERI","4.0000004e-06"
"2011","ERI","5.0000003e-06"
"2012","ERI","2.3e-05"
"2013","ERI","3.5e-05"
"2014","ERI","0.007859001"
"2015","ERI","0.007859001"
"2016","ERI","0.009014"
"2017","ERI","0.011354"
"2018","ERI","0.011604001"
"2019","ERI","0.011602"
"2020","ERI","0.011589"
"2021","ERI","0.010807001"
"2022","ERI","0.010807001"
"2000","ERI",
"2001","ERI",
"2002","ERI",
"2003","ERI",
"2004","ERI",
"2005","ERI",
"2006","ERI",
"2007","ERI","1.0000001e-06"
"2008","ERI","1.0000001e-06"
"2009","EST","0.000100000005"
"2010","EST","0.000100000005"
"2011","EST","0.00020000001"
"2012","EST","0.00038"
"2013","EST","0.0015"
"2014","EST","0.00334"
"2015","EST","0.0065"
"2016","EST","0.010000001"
"2017","EST","0.015000001"
"2018","EST","0.0319"
"2019","EST","0.12060001"
"2020","EST","0.20767"
"2021","EST","0.39477"
"2022","EST","0.5347701"
"2000","EST",
"2001","EST",
"2002","EST",
"2003","EST",
"2004","EST",
"2005","EST",
"2006","EST",
"2007","EST",
"2008","EST",
"2009","SWZ","0.00027500003"
"2010","SWZ","0.00061700004"
"2011","SWZ","0.00073500007"
"2012","SWZ","0.00076100003"
"2013","SWZ","0.00077800005"
"2014","SWZ","0.00080400007"
"2015","SWZ","0.00083000003"
"2016","SWZ","0.00093000004"
"2017","SWZ","0.00093000004"
"2018","SWZ","0.00093000004"
"2019","SWZ","0.00093000004"
"2020","SWZ","0.00093000004"
"2021","SWZ","0.010930001"
"2022","SWZ","0.010930001"
"2000","SWZ",
"2001","SWZ","3e-06"
"2002","SWZ","3e-06"
"2003","SWZ","9e-06"
"2004","SWZ","4.8e-05"
"2005","SWZ","0.00011500001"
"2006","SWZ","0.00015200001"
"2007","SWZ","0.00021600001"
"2008","SWZ","0.000246"
"2009","ETH","2.8000002e-05"
"2010","ETH","2.8000002e-05"
"2011","ETH","0.00033500002"
"2012","ETH","0.001148"
"2013","ETH","0.0033440003"
"2014","ETH","0.009131"
"2015","ETH","0.009890001"
"2016","ETH","0.014040001"
"2017","ETH","0.012494001"
"2018","ETH","0.012346"
"2019","ETH","0.012346"
"2020","ETH","0.020184001"
"2021","ETH","0.021184001"
"2022","ETH","0.021184001"
"2000","ETH",
"2001","ETH",
"2002","ETH",
"2003","ETH",
"2004","ETH",
"2005","ETH",
"2006","ETH",
"2007","ETH","1.0000001e-06"
"2008","ETH","1.0000001e-06"
"2009","FLK",
"2010","FLK",
"2011","FLK",
"2012","FLK",
"2013","FLK",
"2014","FLK",
"2015","FLK","7e-05"
"2016","FLK","7e-05"
"2017","FLK","7e-05"
"2018","FLK","7e-05"
"2019","FLK","7e-05"
"2020","FLK","7e-05"
"2021","FLK","7e-05"
"2022","FLK","7e-05"
"2000","FLK",
"2001","FLK",
"2002","FLK",
"2003","FLK",
"2004","FLK",
"2005","FLK",
"2006","FLK",
"2007","FLK",
"2008","FLK",
"2009","FRO",
"2010","FRO",
"2011","FRO",
"2012","FRO",
"2013","FRO",
"2014","FRO",
"2015","FRO",
"2016","FRO",
"2017","FRO",
"2018","FRO",
"2019","FRO","0.000261"
"2020","FRO","0.000261"
"2021","FRO","0.000261"
"2022","FRO","0.000261"
"2000","FRO",
"2001","FRO",
"2002","FRO",
"2003","FRO",
"2004","FRO",
"2005","FRO",
"2006","FRO",
"2007","FRO",
"2008","FRO",
"2009","FJI","0.00019800001"
"2010","FJI","0.00027900003"
"2011","FJI","0.00028"
"2012","FJI","0.00092200004"
"2013","FJI","0.001377"
"2014","FJI","0.0019410001"
"2015","FJI","0.003918"
"2016","FJI","0.005921"
"2017","FJI","0.0077270004"
"2018","FJI","0.008299001"
"2019","FJI","0.008393"
"2020","FJI","0.008745001"
"2021","FJI","0.009034001"
"2022","FJI","0.009476"
"2000","FJI","7.4e-05"
"2001","FJI","7.4e-05"
"2002","FJI","7.4e-05"
"2003","FJI","0.000114"
"2004","FJI","4.0000003e-05"
"2005","FJI","0.000113"
"2006","FJI","0.00014100001"
"2007","FJI","0.00014100001"
"2008","FJI","0.00017500001"
"2009","FIN","0.006"
"2010","FIN","0.007"
"2011","FIN","0.007"
"2012","FIN","0.008"
"2013","FIN","0.009000001"
"2014","FIN","0.011000001"
"2015","FIN","0.017"
"2016","FIN","0.039"
"2017","FIN","0.082"
"2018","FIN","0.14"
"2019","FIN","0.22200002"
"2020","FIN","0.31800002"
"2021","FIN","0.425"
"2022","FIN","0.5906"
"2000","FIN","0.002"
"2001","FIN","0.003"
"2002","FIN","0.003"
"2003","FIN","0.003"
"2004","FIN","0.004"
"2005","FIN","0.004"
"2006","FIN","0.0050000004"
"2007","FIN","0.0050000004"
"2008","FIN","0.006"
"2009","FRA","0.277"
"2010","FRA","1.044"
"2011","FRA","3.0035741"
"2012","FRA","4.358754"
"2013","FRA","5.2772894"
"2014","FRA","6.034418"
"2015","FRA","7.1375175"
"2016","FRA","7.702081"
"2017","FRA","8.610437"
"2018","FRA","9.672297"
"2019","FRA","10.8168745"
"2020","FRA","12.064975"
"2021","FRA","14.819384"
"2022","FRA","17.419384"
"2000","FRA","0.007"
"2001","FRA","0.007"
"2002","FRA","0.008"
"2003","FRA","0.009000001"
"2004","FRA","0.011000001"
"2005","FRA","0.013"
"2006","FRA","0.015000001"
"2007","FRA","0.026"
"2008","FRA","0.080000006"
"2009","GUF","0.0025300002"
"2010","GUF","0.023181"
"2011","GUF","0.035889003"
"2012","GUF","0.036349002"
"2013","GUF","0.036605"
"2014","GUF","0.036709003"
"2015","GUF","0.046505004"
"2016","GUF","0.046505004"
"2017","GUF","0.046559"
"2018","GUF","0.046668"
"2019","GUF","0.046703"
"2020","GUF","0.054941006"
"2021","GUF","0.054941006"
"2022","GUF","0.054941006"
"2000","GUF","0.000100000005"
"2001","GUF","0.000100000005"
"2002","GUF","0.000100000005"
"2003","GUF","0.000100000005"
"2004","GUF","0.000100000005"
"2005","GUF","0.000161"
"2006","GUF","0.000161"
"2007","GUF","0.000161"
"2008","GUF","0.000574"
"2009","PYF","0.002373"
"2010","PYF","0.0029000002"
"2011","PYF","0.011000001"
"2012","PYF","0.0135"
"2013","PYF","0.016900001"
"2014","PYF","0.024600001"
"2015","PYF","0.027900001"
"2016","PYF","0.031600002"
"2017","PYF","0.035200004"
"2018","PYF","0.037400004"
"2019","PYF","0.041"
"2020","PYF","0.044614002"
"2021","PYF","0.045675002"
"2022","PYF","0.045675002"
"2000","PYF","0.000548"
"2001","PYF","0.000698"
"2002","PYF","0.0008280001"
"2003","PYF","0.001022"
"2004","PYF","0.001249"
"2005","PYF","0.0015310001"
"2006","PYF","0.001775"
"2007","PYF","0.001925"
"2008","PYF","0.002145"
"2009","GAB","0.0014000001"
"2010","GAB","0.0014000001"
"2011","GAB","0.0014000001"
"2012","GAB","0.0014000001"
"2013","GAB","0.0014000001"
"2014","GAB","0.0014000001"
"2015","GAB","0.0014000001"
"2016","GAB","0.0014000001"
"2017","GAB","0.0014000001"
"2018","GAB","0.0014000001"
"2019","GAB","0.0014000001"
"2020","GAB","0.0014000001"
"2021","GAB","0.0014000001"
"2022","GAB","0.0014000001"
"2000","GAB",
"2001","GAB",
"2002","GAB","0.000100000005"
"2003","GAB","0.000100000005"
"2004","GAB","0.000100000005"
"2005","GAB","0.000100000005"
"2006","GAB","0.00020000001"
"2007","GAB","0.00020000001"
"2008","GAB","0.00040000002"
"2009","GMB","0.0016260002"
"2010","GMB","0.001777"
"2011","GMB","0.0018590001"
"2012","GMB","0.0019910003"
"2013","GMB","0.002026"
"2014","GMB","0.002106"
"2015","GMB","0.002166"
"2016","GMB","0.0021760003"
"2017","GMB","0.002178"
"2018","GMB","0.002178"
"2019","GMB","0.0026790001"
"2020","GMB","0.0026790001"
"2021","GMB","0.0026790001"
"2022","GMB","0.0027990001"
"2000","GMB",
"2001","GMB","1.2e-05"
"2002","GMB","6.800001e-05"
"2003","GMB","0.00020900002"
"2004","GMB","0.00039300002"
"2005","GMB","0.00064600003"
"2006","GMB","0.000728"
"2007","GMB","0.001169"
"2008","GMB","0.0014090001"
"2009","GEO",
"2010","GEO",
"2011","GEO",
"2012","GEO",
"2013","GEO",
"2014","GEO",
"2015","GEO",
"2016","GEO","0.000387"
"2017","GEO","0.00053300004"
"2018","GEO","0.001007"
"2019","GEO","0.0028000001"
"2020","GEO","0.004724"
"2021","GEO","0.018366"
"2022","GEO","0.018366"
"2000","GEO",
"2001","GEO",
"2002","GEO",
"2003","GEO",
"2004","GEO",
"2005","GEO",
"2006","GEO",
"2007","GEO",
"2008","GEO",
"2009","DEU","10.566001"
"2010","DEU","18.006"
"2011","DEU","25.916"
"2012","DEU","34.077003"
"2013","DEU","36.710003"
"2014","DEU","37.9"
"2015","DEU","39.224003"
"2016","DEU","40.679"
"2017","DEU","42.293003"
"2018","DEU","45.158"
"2019","DEU","48.914"
"2020","DEU","53.671"
"2021","DEU","59.373"
"2022","DEU","66.554"
"2000","DEU","0.11400001"
"2001","DEU","0.19500001"
"2002","DEU","0.26000002"
"2003","DEU","0.43500003"
"2004","DEU","1.105"
"2005","DEU","2.056"
"2006","DEU","2.8990002"
"2007","DEU","4.17"
"2008","DEU","6.1200004"
"2009","GHA","0"
"2010","GHA","0"
"2011","GHA","0"
"2012","GHA","0"
"2013","GHA","0.002995"
"2014","GHA","0.004788"
"2015","GHA","0.030447003"
"2016","GHA","0.034311004"
"2017","GHA","0.039313003"
"2018","GHA","0.065958"
"2019","GHA","0.07238401"
"2020","GHA","0.09535601"
"2021","GHA","0.098335005"
"2022","GHA","0.098335005"
"2000","GHA",
"2001","GHA",
"2002","GHA",
"2003","GHA",
"2004","GHA",
"2005","GHA",
"2006","GHA",
"2007","GHA",
"2008","GHA",
"2009","GRC","0.046000004"
"2010","GRC","0.202"
"2011","GRC","0.61200005"
"2012","GRC","1.536"
"2013","GRC","2.5790002"
"2014","GRC","2.5960002"
"2015","GRC","2.604"
"2016","GRC","2.604"
"2017","GRC","2.6055303"
"2018","GRC","2.65157"
"2019","GRC","2.833794"
"2020","GRC","3.2877202"
"2021","GRC","4.27742"
"2022","GRC","5.5574203"
"2000","GRC",
"2001","GRC","0.001"
"2002","GRC","0.001"
"2003","GRC","0.001"
"2004","GRC","0.001"
"2005","GRC","0.001"
"2006","GRC","0.0050000004"
"2007","GRC","0.009000001"
"2008","GRC","0.012"
"2009","GRL",
"2010","GRL",
"2011","GRL",
"2012","GRL",
"2013","GRL",
"2014","GRL",
"2015","GRL",
"2016","GRL",
"2017","GRL",
"2018","GRL","0.00013900001"
"2019","GRL","0.00013900001"
"2020","GRL","0.000341"
"2021","GRL","0.00059"
"2022","GRL","0.00059"
"2000","GRL",
"2001","GRL",
"2002","GRL",
"2003","GRL",
"2004","GRL",
"2005","GRL",
"2006","GRL",
"2007","GRL",
"2008","GRL",
"2009","GRD","0.00011200001"
"2010","GRD","0.00017900001"
"2011","GRD","0.00027000002"
"2012","GRD","0.00031200002"
"2013","GRD","0.000515"
"2014","GRD","0.000698"
"2015","GRD","0.0010230001"
"2016","GRD","0.002185"
"2017","GRD","0.0022820001"
"2018","GRD","0.0026550002"
"2019","GRD","0.003274"
"2020","GRD","0.0036000002"
"2021","GRD","0.0036540001"
"2022","GRD","0.0036540001"
"2000","GRD",
"2001","GRD",
"2002","GRD",
"2003","GRD",
"2004","GRD",
"2005","GRD",
"2006","GRD",
"2007","GRD","0"
"2008","GRD","6.9e-05"
"2009","GLP","0.0109"
"2010","GLP","0.022400001"
"2011","GLP","0.028500002"
"2012","GLP","0.060000002"
"2013","GLP","0.0666"
"2014","GLP","0.0666"
"2015","GLP","0.0671"
"2016","GLP","0.068"
"2017","GLP","0.07"
"2018","GLP","0.07"
"2019","GLP","0.081"
"2020","GLP","0.085419"
"2021","GLP","0.086455"
"2022","GLP","0.09"
"2000","GLP",
"2001","GLP",
"2002","GLP",
"2003","GLP",
"2004","GLP",
"2005","GLP","0.00036300003"
"2006","GLP","0.0012250001"
"2007","GLP","0.0024820003"
"2008","GLP","0.0036880001"
"2009","GUM","4.5000004e-05"
"2010","GUM","9.000001e-05"
"2011","GUM","0.00013500001"
"2012","GUM","0.000315"
"2013","GUM","0.00081000006"
"2014","GUM","0.0014400001"
"2015","GUM","0.03195"
"2016","GUM","0.03465"
"2017","GUM","0.0363"
"2018","GUM","0.038080003"
"2019","GUM","0.03973"
"2020","GUM","0.041380003"
"2021","GUM","0.04303"
"2022","GUM","0.10468"
"2000","GUM",
"2001","GUM",
"2002","GUM",
"2003","GUM",
"2004","GUM",
"2005","GUM",
"2006","GUM",
"2007","GUM",
"2008","GUM",
"2009","GTM","0.00048500003"
"2010","GTM","0.00060200004"
"2011","GTM","0.00077800005"
"2012","GTM","0.0015250001"
"2013","GTM","0.0025600002"
"2014","GTM","0.010434001"
"2015","GTM","0.093308"
"2016","GTM","0.093308"
"2017","GTM","0.09930801"
"2018","GTM","0.100808"
"2019","GTM","0.100808"
"2020","GTM","0.100808"
"2021","GTM","0.101308"
"2022","GTM","0.104808"
"2000","GTM","5.8e-05"
"2001","GTM","0.000113"
"2002","GTM","0.00015700002"
"2003","GTM","0.000174"
"2004","GTM","0.00020200001"
"2005","GTM","0.000236"
"2006","GTM","0.00028"
"2007","GTM","0.00030800002"
"2008","GTM","0.00040100003"
"2009","GIN","6e-04"
"2010","GIN","6e-04"
"2011","GIN","6e-04"
"2012","GIN","0.00062"
"2013","GIN","0.00011100001"
"2014","GIN","0.00011100001"
"2015","GIN","0.000113"
"2016","GIN","0.000273"
"2017","GIN","0.000472"
"2018","GIN","0.000775"
"2019","GIN","0.001466"
"2020","GIN","0.002082"
"2021","GIN","0.0024130002"
"2022","GIN","0.0024130002"
"2000","GIN",
"2001","GIN",
"2002","GIN",
"2003","GIN",
"2004","GIN",
"2005","GIN",
"2006","GIN",
"2007","GIN",
"2008","GIN",
"2009","GNB",
"2010","GNB",
"2011","GNB",
"2012","GNB",
"2013","GNB",
"2014","GNB",
"2015","GNB","0.00031200002"
"2016","GNB","0.00031200002"
"2017","GNB","0.00031200002"
"2018","GNB","0.001169"
"2019","GNB","0.001169"
"2020","GNB","0.001169"
"2021","GNB","0.001169"
"2022","GNB","0.001169"
"2000","GNB",
"2001","GNB",
"2002","GNB",
"2003","GNB",
"2004","GNB",
"2005","GNB",
"2006","GNB",
"2007","GNB",
"2008","GNB",
"2009","GUY","8.900001e-05"
"2010","GUY","0.00017300001"
"2011","GUY","0.00093100005"
"2012","GUY","0.000983"
"2013","GUY","0.00104"
"2014","GUY","0.0010850001"
"2015","GUY","0.001521"
"2016","GUY","0.00196"
"2017","GUY","0.0034570002"
"2018","GUY","0.0063140006"
"2019","GUY","0.008355"
"2020","GUY","0.008355"
"2021","GUY","0.008355"
"2022","GUY","0.008355"
"2000","GUY","1.1e-05"
"2001","GUY","1.1e-05"
"2002","GUY","1.1e-05"
"2003","GUY","1.7000002e-05"
"2004","GUY","1.7000002e-05"
"2005","GUY","1.8e-05"
"2006","GUY","2.6000002e-05"
"2007","GUY","2.6000002e-05"
"2008","GUY","6.800001e-05"
"2009","HTI","1.0000001e-05"
"2010","HTI","0.00055800006"
"2011","HTI","0.00058600004"
"2012","HTI","0.0011580001"
"2013","HTI","0.001411"
"2014","HTI","0.001597"
"2015","HTI","0.001964"
"2016","HTI","0.0020050001"
"2017","HTI","0.0025350002"
"2018","HTI","0.0025540001"
"2019","HTI","0.0026070003"
"2020","HTI","0.0026070003"
"2021","HTI","0.0026070003"
"2022","HTI","0.0026070003"
"2000","HTI",
"2001","HTI",
"2002","HTI",
"2003","HTI",
"2004","HTI",
"2005","HTI",
"2006","HTI",
"2007","HTI",
"2008","HTI",
"2009","HND","0.0035120002"
"2010","HND","0.0037280002"
"2011","HND","0.0044790003"
"2012","HND","0.0051560006"
"2013","HND","0.0051560006"
"2014","HND","0.0051560006"
"2015","HND","0.396156"
"2016","HND","0.417156"
"2017","HND","0.45444104"
"2018","HND","0.51435304"
"2019","HND","0.517784"
"2020","HND","0.524907"
"2021","HND","0.52854306"
"2022","HND","0.52865404"
"2000","HND","0.0015990001"
"2001","HND","0.0018040001"
"2002","HND","0.0019750001"
"2003","HND","0.0021280001"
"2004","HND","0.002376"
"2005","HND","0.002668"
"2006","HND","0.0028720002"
"2007","HND","0.0032280001"
"2008","HND","0.0032280001"
"2009","HKG",
"2010","HKG",
"2011","HKG",
"2012","HKG",
"2013","HKG",
"2014","HKG",
"2015","HKG",
"2016","HKG",
"2017","HKG","0.001"
"2018","HKG","0.001"
"2019","HKG","0.089"
"2020","HKG","0.091000006"
"2021","HKG","0.095341004"
"2022","HKG","0.095341004"
"2000","HKG",
"2001","HKG",
"2002","HKG",
"2003","HKG",
"2004","HKG",
"2005","HKG",
"2006","HKG",
"2007","HKG",
"2008","HKG",
"2009","HUN","0.001"
"2010","HUN","0.002"
