"anio","iso3","valor_en_gco2_por_kwh"
"2000","MOZ","25.07837"
"2001","MOZ","26.360544"
"2002","MOZ","25.437202"
"2003","MOZ","25.949955"
"2004","MOZ","26.724138"
"2005","MOZ","25.095057"
"2006","MOZ","25.359835"
"2007","MOZ","24.512884"
"2008","MOZ","24.716099"
"2009","MOZ","24.419296"
"2010","MOZ","24.595081"
"2011","MOZ","27.727547"
"2012","MOZ","28.05611"
"2013","MOZ","32.952255"
"2014","MOZ","32.31707"
"2015","MOZ","68.008705"
"2016","MOZ","132.55566"
"2017","MOZ","147.95918"
"2018","MOZ","139.43991"
"2019","MOZ","154.29173"
"2020","MOZ","128.28601"
"2021","MOZ","131.49521"
"2022","MOZ","135.64668"
"2023","MOZ",
"1990","MOZ",
"1991","MOZ",
"1992","MOZ",
"1993","MOZ",
"1994","MOZ",
"1995","MOZ",
"1996","MOZ",
"1997","MOZ",
"1998","MOZ",
"1999","MOZ",
"2000","MMR","568.6275"
"2001","MMR","558.8865"
"2002","MMR","550.29584"
"2003","MMR","581.1808"
"2004","MMR","543.67194"
"2005","MMR","478.40536"
"2006","MMR","438.51135"
"2007","MMR","412.5"
"2008","MMR","371.60123"
"2009","MMR","243.90245"
"2010","MMR","277.26218"
"2011","MMR","275.1678"
"2012","MMR","284.0502"
"2013","MMR","276.08347"
"2014","MMR","366.22653"
"2015","MMR","398.1481"
"2016","MMR","439.84543"
"2017","MMR","451.0456"
"2018","MMR","405.26804"
"2019","MMR","419.25467"
"2020","MMR","487.22043"
"2021","MMR","484.24216"
"2022","MMR","483.57037"
"2023","MMR","398.89804"
"1990","MMR",
"1991","MMR",
"1992","MMR",
"1993","MMR",
"1994","MMR",
"1995","MMR",
"1996","MMR",
"1997","MMR",
"1998","MMR",
"1999","MMR",
"2000","NAM","41.666664"
"2001","NAM","24.793388"
"2002","NAM","27.972029"
"2003","NAM","27.972029"
"2004","NAM","28.985508"
"2005","NAM","41.42012"
"2006","NAM","80.74534"
"2007","NAM","44.585987"
"2008","NAM","121.019104"
"2009","NAM","66.666664"
"2010","NAM","53.435116"
"2011","NAM","48.275864"
"2012","NAM","47.90419"
"2013","NAM","51.851852"
"2014","NAM","32.679737"
"2015","NAM","44.3038"
"2016","NAM","54.054054"
"2017","NAM","62.146893"
"2018","NAM","42.55319"
"2019","NAM","57.971016"
"2020","NAM","59.999996"
"2021","NAM","46.357616"
"2022","NAM","59.25926"
"2023","NAM",
"1990","NAM",
"1991","NAM",
"1992","NAM",
"1993","NAM",
"1994","NAM",
"1995","NAM",
"1996","NAM",
"1997","NAM",
"1998","NAM",
"1999","NAM",
"2000","NRU","666.6667"
"2001","NRU","666.6667"
"2002","NRU","666.6667"
"2003","NRU","666.6667"
"2004","NRU","666.6667"
"2005","NRU","666.6667"
"2006","NRU","500"
"2007","NRU","500"
"2008","NRU","500"
"2009","NRU","500"
"2010","NRU","500"
"2011","NRU","500"
"2012","NRU","500"
"2013","NRU","500"
"2014","NRU","666.6667"
"2015","NRU","666.6667"
"2016","NRU","666.6667"
"2017","NRU","666.6667"
"2018","NRU","750"
"2019","NRU","750"
"2020","NRU","750"
"2021","NRU","750"
"2022","NRU","750"
"2023","NRU",
"1990","NRU",
"1991","NRU",
"1992","NRU",
"1993","NRU",
"1994","NRU",
"1995","NRU",
"1996","NRU",
"1997","NRU",
"1998","NRU",
"1999","NRU",
"2000","NPL","36.363636"
"2001","NPL","27.027027"
"2002","NPL","23.809525"
"2003","NPL","22.123894"
"2004","NPL","29.288702"
"2005","NPL","27.888449"
"2006","NPL","25.735294"
"2007","NPL","28.880867"
"2008","NPL","28.673836"
"2009","NPL","25.974026"
"2010","NPL","25.157232"
"2011","NPL","23.121387"
"2012","NPL","25.495754"
"2013","NPL","25.714289"
"2014","NPL","23.684212"
"2015","NPL","23.121387"
"2016","NPL","23.923447"
"2017","NPL","24.017467"
"2018","NPL","22.727272"
"2019","NPL","22.801304"
"2020","NPL","22.580645"
"2021","NPL","24.819029"
"2022","NPL","24.43992"
"2023","NPL",
"1990","NPL",
"1991","NPL",
"1992","NPL",
"1993","NPL",
"1994","NPL",
"1995","NPL",
"1996","NPL",
"1997","NPL",
"1998","NPL",
"1999","NPL",
"2000","NLD","542.3575"
"2001","NLD","543.0866"
"2002","NLD","540.78613"
"2003","NLD","542.7883"
"2004","NLD","524.64435"
"2005","NLD","513.54913"
"2006","NLD","513.2281"
"2007","NLD","511.5741"
"2008","NLD","496.09265"
"2009","NLD","488.29553"
"2010","NLD","479.59354"
"2011","NLD","473.7216"
"2012","NLD","496.2355"
"2013","NLD","502.3867"
"2014","NLD","523.4084"
"2015","NLD","553.0783"
"2016","NLD","525.18427"
"2017","NLD","489.91727"
"2018","NLD","467.1088"
"2019","NLD","409.99585"
"2020","NLD","342.89932"
"2021","NLD","352.35175"
"2022","NLD","324.99167"
"2023","NLD","267.62177"
"1990","NLD","590.8062"
"1991","NLD","569.1068"
"1992","NLD","559.0718"
"1993","NLD","550.4744"
"1994","NLD","564.2729"
"1995","NLD","581.5994"
"1996","NLD","561.19904"
"1997","NLD","559.107"
"1998","NLD","557.1093"
"1999","NLD","535.1104"
"2000","NCL","512.19507"
"2001","NCL","552.32556"
"2002","NCL","582.8571"
"2003","NCL","571.4286"
"2004","NCL","562.87427"
"2005","NCL","563.8297"
"2006","NCL","582.88776"
"2007","NCL","544.04144"
"2008","NCL","510.75266"
"2009","NCL","546.3917"
"2010","NCL","636.79254"
"2011","NCL","606.1947"
"2012","NCL","589.5197"
"2013","NCL","593.62555"
"2014","NCL","651.16284"
"2015","NCL","641.37933"
"2016","NCL","691.0828"
"2017","NCL","674.9226"
"2018","NCL","685.71436"
"2019","NCL","671.55426"
"2020","NCL","698.41266"
"2021","NCL","661.7647"
"2022","NCL","660.5839"
"2023","NCL",
"1990","NCL",
"1991","NCL",
"1992","NCL",
"1993","NCL",
"1994","NCL",
"1995","NCL",
"1996","NCL",
"1997","NCL",
"1998","NCL",
"1999","NCL",
"2000","NZL","184.7854"
"2001","NZL","230.90633"
"2002","NZL","198.2094"
"2003","NZL","232.35075"
"2004","NZL","205.3466"
"2005","NZL","255.6497"
"2006","NZL","250.23235"
"2007","NZL","227.7547"
"2008","NZL","248.21388"
"2009","NZL","197.43886"
"2010","NZL","179.8691"
"2011","NZL","166.43866"
"2012","NZL","199.08572"
"2013","NZL","177.51755"
"2014","NZL","148.88164"
"2015","NZL","143.2178"
"2016","NZL","114.716095"
"2017","NZL","131.92854"
"2018","NZL","123.94238"
"2019","NZL","134.17143"
"2020","NZL","142.56055"
"2021","NZL","147.03238"
"2022","NZL","110.88481"
"2023","NZL","112.75831"
"1990","NZL",
"1991","NZL",
"1992","NZL",
"1993","NZL",
"1994","NZL",
"1995","NZL",
"1996","NZL",
"1997","NZL",
"1998","NZL",
"1999","NZL",
"2000","NIC","530.7018"
"2001","NIC","538.46155"
"2002","NIC","513.72546"
"2003","NIC","500.00003"
"2004","NIC","498.22064"
"2005","NIC","454.5454"
"2006","NIC","488.81784"
"2007","NIC","500"
"2008","NIC","452.38092"
"2009","NIC","484.05792"
"2010","NIC","443.8356"
"2011","NIC","461.94226"
"2012","NIC","409.42926"
"2013","NIC","347.7218"
"2014","NIC","338.565"
"2015","NIC","361.65576"
"2016","NIC","348.58386"
"2017","NIC","329.64603"
"2018","NIC","313.97852"
"2019","NIC","334.06113"
"2020","NIC","250.65962"
"2021","NIC","261.28265"
"2022","NIC","265.11627"
"2023","NIC",
"1990","NIC",
"1991","NIC",
"1992","NIC",
"1993","NIC",
"1994","NIC",
"1995","NIC",
"1996","NIC",
"1997","NIC",
"1998","NIC",
"1999","NIC",
"2000","NER","857.14294"
"2001","NER","833.3334"
"2002","NER","842.1053"
"2003","NER","850.00006"
"2004","NER","850.00006"
"2005","NER","869.5652"
"2006","NER","863.6363"
"2007","NER","863.6363"
"2008","NER","863.6363"
"2009","NER","846.1539"
"2010","NER","827.5862"
"2011","NER","852.9411"
"2012","NER","820.5128"
"2013","NER","795.4545"
"2014","NER","800.00006"
"2015","NER","740.7407"
"2016","NER","728.5714"
"2017","NER","732.1429"
"2018","NER","666.6666"
"2019","NER","671.875"
"2020","NER","681.8182"
"2021","NER","666.6667"
"2022","NER","670.88605"
"2023","NER",
"1990","NER",
"1991","NER",
"1992","NER",
"1993","NER",
"1994","NER",
"1995","NER",
"1996","NER",
"1997","NER",
"1998","NER",
"1999","NER",
"2000","NGA","411.80463"
"2001","NGA","411.7647"
"2002","NGA","412.06497"
"2003","NGA","420.29697"
"2004","NGA","442.15726"
"2005","NGA","444.586"
"2006","NGA","481.8339"
"2007","NGA","481.94864"
"2008","NGA","482.0076"
"2009","NGA","508.33755"
"2010","NGA","499.04324"
"2011","NGA","515.53253"
"2012","NGA","527.83575"
"2013","NGA","535.776"
"2014","NGA","547.3978"
"2015","NGA","529.6955"
"2016","NGA","511.22055"
"2017","NGA","500.00003"
"2018","NGA","506.4352"
"2019","NGA","491.24402"
"2020","NGA","513.2592"
"2021","NGA","512.75653"
"2022","NGA","516.225"
"2023","NGA","523.24725"
"1990","NGA",
"1991","NGA",
"1992","NGA",
"1993","NGA",
"1994","NGA",
"1995","NGA",
"1996","NGA",
"1997","NGA",
"1998","NGA",
"1999","NGA",
"2000","PRK","434.71506"
"2001","PRK","433.54904"
"2002","PRK","422.17703"
"2003","PRK","404.6935"
"2004","PRK","395.6999"
"2005","PRK","393.93942"
"2006","PRK","405.64774"
"2007","PRK","355.3062"
"2008","PRK","365.13446"
"2009","PRK","432.8486"
"2010","PRK","404.3275"
"2011","PRK","346.90942"
"2012","PRK","348.3146"
"2013","PRK","347.29175"
"2014","PRK","371.04282"
"2015","PRK","433.17484"
"2016","PRK","425.87152"
"2017","PRK","452.8382"
"2018","PRK","446.41418"
"2019","PRK","487.2117"
"2020","PRK","425.36383"
"2021","PRK","342.98007"
"2022","PRK","389.58707"
"2023","PRK",
"1990","PRK",
"1991","PRK",
"1992","PRK",
"1993","PRK",
"1994","PRK",
"1995","PRK",
"1996","PRK",
"1997","PRK",
"1998","PRK",
"1999","PRK",
"2000","MKD","822.3201"
"2001","MKD","907.37836"
"2002","MKD","880.13135"
"2003","MKD","811.2928"
"2004","MKD","794.2943"
"2005","MKD","802.5936"
"2006","MKD","768.9015"
"2007","MKD","835.38464"
"2008","MKD","873.2171"
"2009","MKD","816.7155"
"2010","MKD","677.6859"
"2011","MKD","794.37866"
"2012","MKD","819.48883"
"2013","MKD","719.2118"
"2014","MKD","749.0706"
"2015","MKD","631.8584"
"2016","MKD","593.25037"
"2017","MKD","705.3571"
"2018","MKD","595.36536"
"2019","MKD","700.17035"
"2020","MKD","623.59546"
"2021","MKD","564.4283"
"2022","MKD","639.86017"
"2023","MKD","565.3451"
"1990","MKD","925.2174"
"1991","MKD","866.55115"
"1992","MKD","873.1466"
"1993","MKD","909.2664"
"1994","MKD","898.98987"
"1995","MKD","884.1762"
"1996","MKD","885.5422"
"1997","MKD","879.64343"
"1998","MKD","860.99286"
"1999","MKD","811.9533"
"2000","NOR","25.75077"
"2001","NOR","26.871084"
"2002","NOR","26.489557"
"2003","NOR","27.749134"
"2004","NOR","27.883741"
"2005","NOR","26.958107"
"2006","NOR","27.883188"
"2007","NOR","28.579826"
"2008","NOR","27.4807"
"2009","NOR","39.092922"
"2010","NOR","42.878025"
"2011","NOR","38.354645"
"2012","NOR","32.152138"
"2013","NOR","33.949226"
"2014","NOR","33.92959"
"2015","NOR","33.636364"
"2016","NOR","33.1014"
"2017","NOR","32.980373"
"2018","NOR","33.09579"
"2019","NOR","33.475304"
"2020","NOR","30.391392"
"2021","NOR","26.920383"
"2022","NOR","29.484032"
"2023","NOR","30.080084"
"1990","NOR","25.575657"
"1991","NOR","25.596962"
"1992","NOR","25.446163"
"1993","NOR","25.476109"
"1994","NOR","26.353277"
"1995","NOR","26.175869"
"1996","NOR","27.12771"
"1997","NOR","26.606335"
"1998","NOR","26.370037"
"1999","NOR","26.657944"
"2000","OMN","580.6806"
"2001","OMN","581.1088"
"2002","OMN","580.8325"
"2003","OMN","581.69934"
"2004","OMN","580.8695"
"2005","OMN","579.44666"
"2006","OMN","578.63055"
"2007","OMN","565.9845"
"2008","OMN","566.3552"
"2009","OMN","566.3956"
"2010","OMN","566.88544"
"2011","OMN","566.9867"
"2012","OMN","566.7466"
"2013","OMN","567.0732"
"2014","OMN","567.113"
"2015","OMN","567.3282"
"2016","OMN","567.3386"
"2017","OMN","566.80493"
"2018","OMN","566.9228"
"2019","OMN","567.0528"
"2020","OMN","565.12714"
"2021","OMN","564.68024"
"2022","OMN","564.6922"
"2023","OMN","564.63495"
"1990","OMN",
"1991","OMN",
"1992","OMN",
"1993","OMN",
"1994","OMN",
"1995","OMN",
"1996","OMN",
"1997","OMN",
"1998","OMN",
"1999","OMN",
"2000","PAK","499.92484"
"2001","PAK","483.70547"
"2002","PAK","465.61963"
"2003","PAK","442.37332"
"2004","PAK","461.84274"
"2005","PAK","441.73013"
"2006","PAK","442.98203"
"2007","PAK","456.68225"
"2008","PAK","459.0904"
"2009","PAK","458.22495"
"2010","PAK","429.6594"
"2011","PAK","443.3196"
"2012","PAK","431.70233"
"2013","PAK","436.21283"
"2014","PAK","432.76804"
"2015","PAK","431.77585"
"2016","PAK","456.95685"
"2017","PAK","488.4934"
"2018","PAK","487.52133"
"2019","PAK","477.98035"
"2020","PAK","489.69183"
"2021","PAK","480.75095"
"2022","PAK","463.6563"
"2023","PAK","440.6085"
"1990","PAK",
"1991","PAK",
"1992","PAK",
"1993","PAK",
"1994","PAK",
"1995","PAK",
"1996","PAK",
"1997","PAK",
"1998","PAK",
"1999","PAK",
"2000","PSE","666.6667"
"2001","PSE","750"
"2002","PSE","666.6666"
"2003","PSE","647.0588"
"2004","PSE","650"
"2005","PSE","660"
"2006","PSE","657.1429"
"2007","PSE","666.6667"
"2008","PSE","651.1628"
"2009","PSE","660"
"2010","PSE","659.57446"
"2011","PSE","666.6666"
"2012","PSE","652.17395"
"2013","PSE","660.3774"
"2014","PSE","647.0588"
"2015","PSE","653.8462"
"2016","PSE","603.7736"
"2017","PSE","600"
"2018","PSE","571.4285"
"2019","PSE","567.90125"
"2020","PSE","523.8095"
"2021","PSE","516.85394"
"2022","PSE","516.129"
"2023","PSE",
"1990","PSE",
"1991","PSE",
"1992","PSE",
"1993","PSE",
"1994","PSE",
"1995","PSE",
"1996","PSE",
"1997","PSE",
"1998","PSE",
"1999","PSE",
"2000","PAN","210.63394"
"2001","PAN","345.70312"
"2002","PAN","247.63704"
"2003","PAN","335.72708"
"2004","PAN","239.58333"
"2005","PAN","250.8591"
"2006","PAN","277.59195"
"2007","PAN","292.56964"
"2008","PAN","264.3857"
"2009","PAN","298.11868"
"2010","PAN","296.74796"
"2011","PAN","336.31714"
"2012","PAN","276.4228"
"2013","PAN","307.26257"
"2014","PAN","320.4301"
"2015","PAN","258.25244"
"2016","PAN","247.24266"
"2017","PAN","205.61595"
"2018","PAN","169.64285"
"2019","PAN","325.60135"
"2020","PAN","180.98721"
"2021","PAN","161.84972"
"2022","PAN","161.67665"
"2023","PAN",
"1990","PAN",
"1991","PAN",
"1992","PAN",
"1993","PAN",
"1994","PAN",
"1995","PAN",
"1996","PAN",
"1997","PAN",
"1998","PAN",
"1999","PAN",
"2000","PNG","396.31335"
"2001","PNG","447.76123"
"2002","PNG","459.93036"
"2003","PNG","475.15524"
"2004","PNG","492.87753"
"2005","PNG","458.56354"
"2006","PNG","452.94116"
"2007","PNG","429.8508"
"2008","PNG","436.95013"
"2009","PNG","433.23444"
"2010","PNG","441.59543"
"2011","PNG","429.75204"
"2012","PNG","431.63538"
"2013","PNG","443.89026"
"2014","PNG","453.27103"
"2015","PNG","465.7836"
"2016","PNG","477.98746"
"2017","PNG","491.95404"
"2018","PNG","500"
"2019","PNG","489.70255"
"2020","PNG","484.48685"
"2021","PNG","502.1645"
"2022","PNG","507.24634"
"2023","PNG",
"1990","PNG",
"1991","PNG",
"1992","PNG",
"1993","PNG",
"1994","PNG",
"1995","PNG",
"1996","PNG",
"1997","PNG",
"1998","PNG",
"1999","PNG",
"2000","PRY","23.742756"
"2001","PRY","23.83054"
"2002","PRY","23.853971"
"2003","PRY","23.758934"
"2004","PRY","23.68573"
"2005","PRY","23.842098"
"2006","PRY","23.805094"
"2007","PRY","23.831688"
"2008","PRY","23.800938"
"2009","PRY","23.844193"
"2010","PRY","23.677395"
"2011","PRY","23.776466"
"2012","PRY","23.742321"
"2013","PRY","24.128244"
"2014","PRY","24.355043"
"2015","PRY","24.15459"
"2016","PRY","24.397873"
"2017","PRY","24.239386"
"2018","PRY","24.266937"
"2019","PRY","24.198427"
"2020","PRY","24.295853"
"2021","PRY","24.318348"
"2022","PRY","24.31266"
"2023","PRY","23.75506"
"1990","PRY",
"1991","PRY",
"1992","PRY",
"1993","PRY",
"1994","PRY",
"1995","PRY",
"1996","PRY",
"1997","PRY",
"1998","PRY",
"1999","PRY",
"2000","PER","141.06424"
"2001","PER","117.95859"
"2002","PER","139.15414"
"2003","PER","145.66069"
"2004","PER","200.00002"
"2005","PER","200"
"2006","PER","192.98247"
"2007","PER","229.53558"
"2008","PER","269.1952"
"2009","PER","265.18832"
"2010","PER","283.08722"
"2011","PER","286.5154"
"2012","PER","297.54758"
"2013","PER","304.9874"
"2014","PER","309.64355"
"2015","PER","305.78"
"2016","PER","320.9374"
"2017","PER","271.4855"
"2018","PER","255.14102"
"2019","PER","257.80426"
"2020","PER","237.82452"
"2021","PER","249.42752"
"2022","PER","251.73491"
"2023","PER","266.47754"
"1990","PER",
"1991","PER",
"1992","PER",
"1993","PER",
"1994","PER",
"1995","PER",
"1996","PER",
"1997","PER",
"1998","PER",
"1999","PER",
"2000","PHL","467.99118"
"2001","PHL","505.84485"
"2002","PHL","466.98306"
"2003","PHL","455.42126"
"2004","PHL","460.4934"
"2005","PHL","448.47095"
"2006","PHL","427.26315"
"2007","PHL","452.02954"
"2008","PHL","430.94373"
"2009","PHL","441.21448"
"2010","PHL","504.50314"
"2011","PHL","492.84167"
"2012","PHL","505.00757"
"2013","PHL","529.8418"
"2014","PHL","536.7085"
"2015","PHL","544.6602"
"2016","PHL","560.0837"
"2017","PHL","560.5129"
"2018","PHL","572.38824"
"2019","PHL","592.6624"
"2020","PHL","598.8207"
"2021","PHL","597.1541"
"2022","PHL","601.0972"
"2023","PHL","610.68835"
"1990","PHL",
"1991","PHL",
"1992","PHL",
"1993","PHL",
"1994","PHL",
"1995","PHL",
"1996","PHL",
"1997","PHL",
"1998","PHL",
"1999","PHL",
"2000","POL","954.60266"
"2001","POL","949.5547"
"2002","POL","945.61017"
"2003","POL","949.80334"
"2004","POL","941.2614"
"2005","POL","932.25586"
"2006","POL","931.92285"
"2007","POL","925.4984"
"2008","POL","918.576"
"2009","POL","904.8786"
"2010","POL","893.0917"
"2011","POL","881.74615"
"2012","POL","860.7877"
"2013","POL","863.2312"
"2014","POL","844.0796"
"2015","POL","826.1717"
"2016","POL","818.61444"
"2017","POL","805.7795"
"2018","POL","809.30176"
"2019","POL","771.90295"
"2020","POL","738.721"
"2021","POL","756.86566"
"2022","POL","733.18396"
"2023","POL","661.92584"
"1990","POL","967.04614"
"1991","POL","967.6762"
"1992","POL","966.71265"
"1993","POL","967.2181"
"1994","POL","963.7633"
"1995","POL","961.83875"
"1996","POL","960.6912"
"1997","POL","959.5573"
"1998","POL","957.3062"
"1999","POL","956.78253"
"2000","PRT","546.1699"
"2001","PRT","506.94745"
"2002","PRT","592.5357"
"2003","PRT","485.2339"
"2004","PRT","541.18176"
"2005","PRT","595.30536"
"2006","PRT","503.92557"
"2007","PRT","472.27573"
"2008","PRT","471.54828"
"2009","PRT","452.8149"
"2010","PRT","317.12787"
"2011","PRT","375.0483"
"2012","PRT","441.2412"
"2013","PRT","340.41708"
"2014","PRT","325.6757"
"2015","PRT","413.9617"
"2016","PRT","343.60712"
"2017","PRT","433.75583"
"2018","PRT","358.69754"
"2019","PRT","300.969"
"2020","PRT","248.29732"
"2021","PRT","210.48354"
"2022","PRT","225.1941"
"2023","PRT","165.55257"
"1990","PRT","539.7105"
"1991","PRT","552.8264"
"1992","PRT","650.27136"
"1993","PRT","581.38776"
"1994","PRT","539.2031"
"1995","PRT","606.50256"
"1996","PRT","482.16373"
"1997","PRT","512.83563"
"1998","PRT","515.35486"
"1999","PRT","606.4576"
"2000","PRI","657.20825"
"2001","PRI","655.75977"
"2002","PRI","664.076"
"2003","PRI","684.78253"
"2004","PRI","685.3002"
"2005","PRI","684.29486"
"2006","PRI","689.62756"
"2007","PRI","689.22205"
"2008","PRI","690.3226"
"2009","PRI","688.36804"
"2010","PRI","686.4516"
"2011","PRI","691.82385"
"2012","PRI","687.8924"
"2013","PRI","684.8231"
"2014","PRI","686.60974"
"2015","PRI","680.8612"
"2016","PRI","683.1395"
"2017","PRI","673.9927"
"2018","PRI","679.83966"
"2019","PRI","682.37164"
"2020","PRI","678.7427"
"2021","PRI","678.6279"
"2022","PRI","678.7377"
"2023","PRI",
"1990","PRI",
"1991","PRI",
"1992","PRI",
"1993","PRI",
"1994","PRI",
"1995","PRI",
"1996","PRI",
"1997","PRI",
"1998","PRI",
"1999","PRI",
"2000","QAT","603.5049"
"2001","QAT","604.02014"
"2002","QAT","603.2907"
"2003","QAT","603.66364"
"2004","QAT","603.9305"
"2005","QAT","603.4722"
"2006","QAT","603.63007"
"2007","QAT","603.8027"
"2008","QAT","603.6077"
"2009","QAT","603.4768"
"2010","QAT","603.76685"
"2011","QAT","603.6446"
"2012","QAT","603.44824"
"2013","QAT","602.8777"
"2014","QAT","602.5773"
"2015","QAT","602.4502"
"2016","QAT","602.4976"
"2017","QAT","602.407"
"2018","QAT","602.372"
"2019","QAT","602.8"
"2020","QAT","602.6316"
"2021","QAT","602.4329"
"2022","QAT","602.59015"
"2023","QAT","602.5005"
"1990","QAT",
"1991","QAT",
"1992","QAT",
"1993","QAT",
"1994","QAT",
"1995","QAT",
"1996","QAT",
"1997","QAT",
"1998","QAT",
"1999","QAT",
"2000","REU","482.95456"
"2001","REU","518.9189"
"2002","REU","492.22797"
"2003","REU","500"
"2004","REU","493.15067"
"2005","REU","568.282"
"2006","REU","559.322"
"2007","REU","577.2358"
"2008","REU","578.7402"
"2009","REU","595.4198"
"2010","REU","585.18524"
"2011","REU","610.909"
"2012","REU","581.5603"
"2013","REU","553.19147"
"2014","REU","576.9231"
"2015","REU","551.7241"
"2016","REU","561.2245"
"2017","REU","570.4698"
"2018","REU","535.5932"
"2019","REU","567.21313"
"2020","REU","643.79956"
"2021","REU","572.81555"
"2022","REU",
"2023","REU",
"1990","REU",
"1991","REU",
"1992","REU",
"1993","REU",
"1994","REU",
"1995","REU",
"1996","REU",
"1997","REU",
"1998","REU",
"1999","REU",
"2000","ROU","513.7703"
"2001","ROU","524.5565"
"2002","ROU","515.06805"
"2003","ROU","573.8512"
"2004","ROU","518.15125"
"2005","ROU","489.9713"
"2006","ROU","530.37085"
"2007","ROU","529.7271"
"2008","ROU","497.53314"
"2009","ROU","469.6996"
"2010","ROU","424.52832"
"2011","ROU","490.6149"
"2012","ROU","486.84662"
"2013","ROU","389.7577"
"2014","ROU","357.05484"
"2015","ROU","369.02222"
"2016","ROU","345.37527"
"2017","ROU","369.2162"
"2018","ROU","348.0568"
"2019","ROU","328.96527"
"2020","ROU","277.8482"
"2021","ROU","289.959"
"2022","ROU","297.93457"
"2023","ROU","240.58281"
"1990","ROU","584.29236"
"1991","ROU","530.63385"
"1992","ROU","588.2244"
"1993","ROU","588.6922"
"1994","ROU","592.1148"
"1995","ROU","564.7756"
"1996","ROU","560.2163"
"1997","ROU","480.07755"
"1998","ROU","436.30872"
"1999","ROU","441.25223"
"2000","RUS","470.04874"
"2001","RUS","458.40207"
"2002","RUS","463.14288"
"2003","RUS","465.37674"
"2004","RUS","453.82068"
"2005","RUS","457.49445"
"2006","RUS","462.59525"
"2007","RUS","458.28015"
"2008","RUS","475.21155"
"2009","RUS","452.18005"
"2010","RUS","458.1029"
"2011","RUS","461.3977"
"2012","RUS","461.9039"
"2013","RUS","450.17374"
"2014","RUS","449.28586"
"2015","RUS","444.35385"
"2016","RUS","442.7436"
"2017","RUS","439.629"
"2018","RUS","439.3296"
"2019","RUS","440.0354"
"2020","RUS","417.65396"
"2021","RUS","424.7885"
"2022","RUS","436.2778"
"2023","RUS","441.03885"
"1990","RUS",
"1991","RUS",
"1992","RUS",
"1993","RUS",
"1994","RUS",
"1995","RUS",
"1996","RUS",
"1997","RUS",
"1998","RUS",
"1999","RUS",
"2000","RWA","250"
"2001","RWA","266.66666"
"2002","RWA","294.11765"
"2003","RWA","222.22223"
"2004","RWA","285.7143"
"2005","RWA","315.78946"
"2006","RWA","333.33337"
"2007","RWA","360.00003"
"2008","RWA","310.34485"
"2009","RWA","322.58063"
"2010","RWA","428.5714"
"2011","RWA","400"
"2012","RWA","358.97437"
"2013","RWA","405.40543"
"2014","RWA","341.4634"
"2015","RWA","294.11768"
"2016","RWA","343.75"
"2017","RWA","353.84616"
"2018","RWA","395.06174"
"2019","RWA","348.83722"
"2020","RWA","250"
"2021","RWA","285.7143"
"2022","RWA","316.32654"
"2023","RWA",
"1990","RWA",
"1991","RWA",
"1992","RWA",
"1993","RWA",
"1994","RWA",
"1995","RWA",
"1996","RWA",
"1997","RWA",
"1998","RWA",
"1999","RWA",
"2000","SHN","1000"
"2001","SHN","1000"
"2002","SHN","1000"
"2003","SHN","1000"
"2004","SHN","1000"
"2005","SHN","1000"
"2006","SHN","1000"
"2007","SHN","1000"
"2008","SHN","1000"
"2009","SHN","1000"
"2010","SHN","1000"
"2011","SHN","1000"
"2012","SHN","1000"
"2013","SHN","1000"
"2014","SHN","1000"
"2015","SHN","1000"
"2016","SHN","1000"
"2017","SHN","1000"
"2018","SHN","1000"
"2019","SHN","1000"
"2020","SHN","1000"
"2021","SHN","1000"
"2022","SHN","1000"
"2023","SHN",
"1990","SHN",
"1991","SHN",
"1992","SHN",
"1993","SHN",
"1994","SHN",
"1995","SHN",
"1996","SHN",
"1997","SHN",
"1998","SHN",
"1999","SHN",
"2000","KNA","666.6666"
"2001","KNA","687.5"
"2002","KNA","666.6666"
"2003","KNA","666.6666"
"2004","KNA","666.6666"
"2005","KNA","684.2105"
"2006","KNA","684.2105"
"2007","KNA","666.6667"
"2008","KNA","650"
"2009","KNA","636.36365"
"2010","KNA","666.6667"
"2011","KNA","636.36365"
"2012","KNA","636.36365"
"2013","KNA","636.36365"
"2014","KNA","636.36365"
"2015","KNA","636.36365"
"2016","KNA","608.6957"
"2017","KNA","636.36365"
"2018","KNA","608.6957"
"2019","KNA","608.6957"
"2020","KNA","636.36365"
"2021","KNA","636.36365"
"2022","KNA","636.36365"
"2023","KNA",
"1990","KNA",
"1991","KNA",
"1992","KNA",
"1993","KNA",
"1994","KNA",
"1995","KNA",
"1996","KNA",
"1997","KNA",
"1998","KNA",
"1999","KNA",
"2000","LCA","642.8572"
"2001","LCA","655.17236"
"2002","LCA","655.17236"
"2003","LCA","666.6666"
"2004","LCA","645.16125"
"2005","LCA","656.24994"
"2006","LCA","666.6666"
"2007","LCA","657.1429"
"2008","LCA","657.1429"
"2009","LCA","666.6666"
"2010","LCA","657.8947"
"2011","LCA","666.6666"
"2012","LCA","657.8947"
"2013","LCA","657.8947"
"2014","LCA","657.8947"
"2015","LCA","657.8947"
"2016","LCA","666.6666"
"2017","LCA","650"
"2018","LCA","650"
"2019","LCA","658.5366"
"2020","LCA","648.6486"
"2021","LCA","666.6666"
"2022","LCA","666.6666"
"2023","LCA",
"1990","LCA",
"1991","LCA",
"1992","LCA",
"1993","LCA",
"1994","LCA",
"1995","LCA",
