"anio","sector","geocodigoFundar","unit","entity","valor_en_ggco2e","geonombreFundar"
"1800","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","101000","Mundo"
"1801","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","671000","Mundo"
"1801","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","215000","Mundo"
"1801","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","20500","Mundo"
"1801","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","572","Mundo"
"1801","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","102000","Mundo"
"1802","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","676000","Mundo"
"1802","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","224000","Mundo"
"1802","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","20900","Mundo"
"1802","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1510","Mundo"
"1802","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","103000","Mundo"
"1803","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","680000","Mundo"
"1803","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","228000","Mundo"
"1803","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","21300","Mundo"
"1803","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","631","Mundo"
"1803","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","103000","Mundo"
"1804","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","684000","Mundo"
"1804","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","231000","Mundo"
"1804","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","21700","Mundo"
"1804","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","909","Mundo"
"1804","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","104000","Mundo"
"1805","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","688000","Mundo"
"1805","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","232000","Mundo"
"1805","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","22100","Mundo"
"1805","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","705","Mundo"
"1805","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","105000","Mundo"
"1806","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","692000","Mundo"
"1806","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","236000","Mundo"
"1806","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","22500","Mundo"
"1806","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","724","Mundo"
"1806","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","106000","Mundo"
"1807","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","696000","Mundo"
"1807","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","239000","Mundo"
"1807","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","22900","Mundo"
"1807","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","939","Mundo"
"1807","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","106000","Mundo"
"1808","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","7e+05","Mundo"
"1808","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","238000","Mundo"
"1808","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","23300","Mundo"
"1808","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","722","Mundo"
"1808","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","107000","Mundo"
"1809","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","704000","Mundo"
"1809","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","239000","Mundo"
"1809","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","23700","Mundo"
"1809","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","725","Mundo"
"1809","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","108000","Mundo"
"1810","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","708000","Mundo"
"1810","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","241000","Mundo"
"1810","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","24100","Mundo"
"1810","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","955","Mundo"
"1810","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","108000","Mundo"
"1811","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","712000","Mundo"
"1811","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","245000","Mundo"
"1811","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","24500","Mundo"
"1811","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","982","Mundo"
"1811","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","109000","Mundo"
"1812","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","715000","Mundo"
"1812","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","248000","Mundo"
"1812","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","24900","Mundo"
"1812","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1020","Mundo"
"1812","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","109000","Mundo"
"1813","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","718000","Mundo"
"1813","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","249000","Mundo"
"1813","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","25300","Mundo"
"1813","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1010","Mundo"
"1813","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","109000","Mundo"
"1814","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","721000","Mundo"
"1814","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","251000","Mundo"
"1814","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","25700","Mundo"
"1814","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1030","Mundo"
"1814","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","109000","Mundo"
"1815","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","725000","Mundo"
"1815","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","254000","Mundo"
"1815","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","26100","Mundo"
"1815","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1080","Mundo"
"1815","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","109000","Mundo"
"1816","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","728000","Mundo"
"1816","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","260000","Mundo"
"1816","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","26500","Mundo"
"1816","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1280","Mundo"
"1816","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","110000","Mundo"
"1817","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","731000","Mundo"
"1817","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","263000","Mundo"
"1817","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","26900","Mundo"
"1817","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1400","Mundo"
"1817","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","110000","Mundo"
"1818","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","734000","Mundo"
"1818","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","264000","Mundo"
"1818","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","27300","Mundo"
"1818","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1400","Mundo"
"1818","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","110000","Mundo"
"1819","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","737000","Mundo"
"1819","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","266000","Mundo"
"1819","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","27700","Mundo"
"1819","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1460","Mundo"
"1819","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","110000","Mundo"
"1820","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","741000","Mundo"
"1820","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","268000","Mundo"
"1820","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","28200","Mundo"
"1820","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1530","Mundo"
"1820","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","111000","Mundo"
"1821","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","746000","Mundo"
"1821","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","270000","Mundo"
"1821","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","28600","Mundo"
"1821","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1580","Mundo"
"1821","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","111000","Mundo"
"1822","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","751000","Mundo"
"1822","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","274000","Mundo"
"1822","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","29000","Mundo"
"1822","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1630","Mundo"
"1822","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","112000","Mundo"
"1823","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","757000","Mundo"
"1823","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","279000","Mundo"
"1823","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","29400","Mundo"
"1823","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1710","Mundo"
"1823","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","113000","Mundo"
"1824","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","762000","Mundo"
"1824","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","284000","Mundo"
"1824","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","29800","Mundo"
"1824","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1730","Mundo"
"1824","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","113000","Mundo"
"1825","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","768000","Mundo"
"1825","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","288000","Mundo"
"1825","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","30200","Mundo"
"1825","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1900","Mundo"
"1825","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","114000","Mundo"
"1826","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","773000","Mundo"
"1826","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","290000","Mundo"
"1826","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","30600","Mundo"
"1826","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1920","Mundo"
"1826","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","115000","Mundo"
"1827","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","778000","Mundo"
"1827","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","298000","Mundo"
"1827","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","31000","Mundo"
"1827","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2190","Mundo"
"1827","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","116000","Mundo"
"1828","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","784000","Mundo"
"1828","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","3e+05","Mundo"
"1828","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","31400","Mundo"
"1828","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2230","Mundo"
"1828","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","116000","Mundo"
"1829","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","789000","Mundo"
"1829","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","302000","Mundo"
"1829","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","31800","Mundo"
"1829","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2180","Mundo"
"1829","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","117000","Mundo"
"1830","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","795000","Mundo"
"1830","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","323000","Mundo"
"1830","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","32200","Mundo"
"1830","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","3260","Mundo"
"1830","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","118000","Mundo"
"1831","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","8e+05","Mundo"
"1831","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","320000","Mundo"
"1831","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","32600","Mundo"
"1831","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2950","Mundo"
"1831","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","118000","Mundo"
"1832","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","806000","Mundo"
"1832","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","323000","Mundo"
"1832","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","33000","Mundo"
"1832","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2950","Mundo"
"1832","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","119000","Mundo"
"1833","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","812000","Mundo"
"1833","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","327000","Mundo"
"1833","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","33400","Mundo"
"1833","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","3080","Mundo"
"1833","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","119000","Mundo"
"1834","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","818000","Mundo"
"1834","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","331000","Mundo"
"1834","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","33800","Mundo"
"1834","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","3310","Mundo"
"1834","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","120000","Mundo"
"1835","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","824000","Mundo"
"1835","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","336000","Mundo"
"1835","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","34200","Mundo"
"1835","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","3480","Mundo"
"1835","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","120000","Mundo"
"1836","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","830000","Mundo"
"1836","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","355000","Mundo"
"1836","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","34600","Mundo"
"1836","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","3960","Mundo"
"1836","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","121000","Mundo"
"1837","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","835000","Mundo"
"1837","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","357000","Mundo"
"1837","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","35000","Mundo"
"1837","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","4160","Mundo"
"1837","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","122000","Mundo"
"1838","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","841000","Mundo"
"1838","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","363000","Mundo"
"1838","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","35400","Mundo"
"1838","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","4440","Mundo"
"1838","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","122000","Mundo"
"1839","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","847000","Mundo"
"1839","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","369000","Mundo"
"1839","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","35800","Mundo"
"1839","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","4630","Mundo"
"1839","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","123000","Mundo"
"1840","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","853000","Mundo"
"1840","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","379000","Mundo"
"1840","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","36200","Mundo"
"1840","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","5080","Mundo"
"1840","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","123000","Mundo"
"1841","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","858000","Mundo"
"1841","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","385000","Mundo"
"1841","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","36600","Mundo"
"1841","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","5410","Mundo"
"1841","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","124000","Mundo"
"1842","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","864000","Mundo"
"1842","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","395000","Mundo"
"1842","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","37000","Mundo"
"1842","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","5860","Mundo"
"1842","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","124000","Mundo"
"1843","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","869000","Mundo"
"1843","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","401000","Mundo"
"1843","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","37400","Mundo"
"1843","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","5720","Mundo"
"1843","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","125000","Mundo"
"1844","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","875000","Mundo"
"1844","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","413000","Mundo"
"1844","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","37800","Mundo"
"1844","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","6190","Mundo"
"1844","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","125000","Mundo"
"1845","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","880000","Mundo"
"1845","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","431000","Mundo"
"1845","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","38200","Mundo"
"1845","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","6980","Mundo"
"1845","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","126000","Mundo"
"1846","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","885000","Mundo"
"1846","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","436000","Mundo"
"1846","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","38600","Mundo"
"1846","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","7920","Mundo"
"1846","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","126000","Mundo"
"1847","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","891000","Mundo"
"1847","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","455000","Mundo"
"1847","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","39000","Mundo"
"1847","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","8700","Mundo"
"1847","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","127000","Mundo"
"1848","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","896000","Mundo"
"1848","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","458000","Mundo"
"1848","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","39400","Mundo"
"1848","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","8350","Mundo"
"1848","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","127000","Mundo"
"1849","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","902000","Mundo"
"1849","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","471000","Mundo"
"1849","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","39800","Mundo"
"1849","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","8590","Mundo"
"1849","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","128000","Mundo"
"1850","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","918000","Mundo"
"1850","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","489000","Mundo"
"1850","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","40200","Mundo"
"1850","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","9400","Mundo"
"1850","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","128000","Mundo"
"1851","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","924000","Mundo"
"1851","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","492000","Mundo"
"1851","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","40600","Mundo"
"1851","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","9790","Mundo"
"1851","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","129000","Mundo"
"1852","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","931000","Mundo"
"1852","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","504000","Mundo"
"1852","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","41000","Mundo"
"1852","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","10700","Mundo"
"1852","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","129000","Mundo"
"1853","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","937000","Mundo"
