"anio","sector","geocodigoFundar","unit","entity","valor_en_ggco2e","geonombreFundar"
"1853","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","517000","Mundo"
"1853","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","41400","Mundo"
"1853","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","11600","Mundo"
"1853","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","129000","Mundo"
"1854","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","942000","Mundo"
"1854","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","563000","Mundo"
"1854","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","41800","Mundo"
"1854","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","13700","Mundo"
"1854","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","130000","Mundo"
"1855","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","948000","Mundo"
"1855","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","570000","Mundo"
"1855","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","42200","Mundo"
"1855","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","14500","Mundo"
"1855","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","130000","Mundo"
"1856","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","954000","Mundo"
"1856","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","592000","Mundo"
"1856","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","42600","Mundo"
"1856","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","15600","Mundo"
"1856","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","130000","Mundo"
"1857","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","959000","Mundo"
"1857","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","597000","Mundo"
"1857","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","43000","Mundo"
"1857","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","16100","Mundo"
"1857","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","130000","Mundo"
"1858","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","964000","Mundo"
"1858","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","602000","Mundo"
"1858","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","43400","Mundo"
"1858","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","16800","Mundo"
"1858","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","130000","Mundo"
"1859","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","969000","Mundo"
"1859","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","624000","Mundo"
"1859","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","43800","Mundo"
"1859","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","17200","Mundo"
"1859","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","131000","Mundo"
"1860","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","974000","Mundo"
"1860","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","660000","Mundo"
"1860","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","44200","Mundo"
"1860","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","18700","Mundo"
"1860","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","131000","Mundo"
"1861","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","978000","Mundo"
"1861","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","681000","Mundo"
"1861","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","44600","Mundo"
"1861","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","20600","Mundo"
"1861","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","131000","Mundo"
"1862","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","983000","Mundo"
"1862","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","689000","Mundo"
"1862","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","45000","Mundo"
"1862","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","21600","Mundo"
"1862","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","132000","Mundo"
"1863","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","988000","Mundo"
"1863","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","719000","Mundo"
"1863","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","45400","Mundo"
"1863","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","22100","Mundo"
"1863","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","132000","Mundo"
"1864","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","993000","Mundo"
"1864","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","754000","Mundo"
"1864","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","45800","Mundo"
"1864","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","23800","Mundo"
"1864","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","132000","Mundo"
"1865","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","997000","Mundo"
"1865","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","784000","Mundo"
"1865","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","46200","Mundo"
"1865","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","25400","Mundo"
"1865","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","133000","Mundo"
"1866","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1e+06","Mundo"
"1866","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","803000","Mundo"
"1866","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","46700","Mundo"
"1866","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","26200","Mundo"
"1866","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","133000","Mundo"
"1867","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1010000","Mundo"
"1867","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","839000","Mundo"
"1867","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","47100","Mundo"
"1867","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","28300","Mundo"
"1867","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","133000","Mundo"
"1868","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1010000","Mundo"
"1868","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","854000","Mundo"
"1868","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","47500","Mundo"
"1868","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","29500","Mundo"
"1868","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","134000","Mundo"
"1869","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1020000","Mundo"
"1869","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","890000","Mundo"
"1869","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","47900","Mundo"
"1869","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","30500","Mundo"
"1869","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","134000","Mundo"
"1870","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1020000","Mundo"
"1870","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","903000","Mundo"
"1870","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","48300","Mundo"
"1870","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","31700","Mundo"
"1870","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","134000","Mundo"
"1871","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1030000","Mundo"
"1871","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","942000","Mundo"
"1871","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","48700","Mundo"
"1871","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","33800","Mundo"
"1871","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","135000","Mundo"
"1872","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1040000","Mundo"
"1872","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1010000","Mundo"
"1872","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","49100","Mundo"
"1872","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","37700","Mundo"
"1872","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","136000","Mundo"
"1873","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1060000","Mundo"
"1873","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1060000","Mundo"
"1873","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","49500","Mundo"
"1873","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","39800","Mundo"
"1873","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","137000","Mundo"
"1874","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1070000","Mundo"
"1874","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1010000","Mundo"
"1874","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","49900","Mundo"
"1874","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","36700","Mundo"
"1874","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","139000","Mundo"
"1875","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1090000","Mundo"
"1875","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1070000","Mundo"
"1875","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","50300","Mundo"
"1875","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","41700","Mundo"
"1875","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","140000","Mundo"
"1876","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1110000","Mundo"
"1876","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1090000","Mundo"
"1876","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","50700","Mundo"
"1876","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","43500","Mundo"
"1876","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","141000","Mundo"
"1877","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1130000","Mundo"
"1877","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1100000","Mundo"
"1877","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","51100","Mundo"
"1877","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","44200","Mundo"
"1877","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","142000","Mundo"
"1878","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1140000","Mundo"
"1878","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1110000","Mundo"
"1878","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","51500","Mundo"
"1878","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","44500","Mundo"
"1878","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","143000","Mundo"
"1879","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1160000","Mundo"
"1879","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1170000","Mundo"
"1879","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","51900","Mundo"
"1879","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","47400","Mundo"
"1879","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","144000","Mundo"
"1880","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1170000","Mundo"
"1880","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1280000","Mundo"
"1880","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","52300","Mundo"
"1880","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","57300","Mundo"
"1880","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","145000","Mundo"
"1881","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1180000","Mundo"
"1881","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1320000","Mundo"
"1881","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","52700","Mundo"
"1881","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","55900","Mundo"
"1881","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","147000","Mundo"
"1882","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1190000","Mundo"
"1882","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1370000","Mundo"
"1882","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","53100","Mundo"
"1882","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","59700","Mundo"
"1882","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","148000","Mundo"
"1883","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1200000","Mundo"
"1883","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1440000","Mundo"
"1883","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","53500","Mundo"
"1883","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","63700","Mundo"
"1883","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","149000","Mundo"
"1884","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1220000","Mundo"
"1884","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1450000","Mundo"
"1884","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","53900","Mundo"
"1884","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","64700","Mundo"
"1884","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","151000","Mundo"
"1885","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1230000","Mundo"
"1885","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1460000","Mundo"
"1885","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","54300","Mundo"
"1885","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","66400","Mundo"
"1885","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","152000","Mundo"
"1886","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1240000","Mundo"
"1886","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1480000","Mundo"
"1886","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","54700","Mundo"
"1886","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","66700","Mundo"
"1886","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","153000","Mundo"
"1887","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1250000","Mundo"
"1887","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1540000","Mundo"
"1887","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","55100","Mundo"
"1887","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","70000","Mundo"
"1887","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","154000","Mundo"
"1888","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1260000","Mundo"
"1888","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1670000","Mundo"
"1888","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","55500","Mundo"
"1888","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","76400","Mundo"
"1888","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","156000","Mundo"
"1889","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1270000","Mundo"
"1889","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1670000","Mundo"
"1889","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","55900","Mundo"
"1889","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","79900","Mundo"
"1889","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","157000","Mundo"
"1890","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1290000","Mundo"
"1890","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1790000","Mundo"
"1890","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","56300","Mundo"
"1890","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","84500","Mundo"
"1890","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","158000","Mundo"
"1891","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1300000","Mundo"
"1891","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1860000","Mundo"
"1891","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","56700","Mundo"
"1891","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","89400","Mundo"
"1891","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","159000","Mundo"
"1892","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1320000","Mundo"
"1892","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1870000","Mundo"
"1892","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","57100","Mundo"
"1892","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","89500","Mundo"
"1892","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","161000","Mundo"
"1893","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1330000","Mundo"
"1893","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1860000","Mundo"
"1893","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","57500","Mundo"
"1893","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","90700","Mundo"
"1893","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","162000","Mundo"
"1894","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1340000","Mundo"
"1894","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1910000","Mundo"
"1894","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","57900","Mundo"
"1894","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","96200","Mundo"
"1894","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","163000","Mundo"
"1895","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1360000","Mundo"
"1895","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2010000","Mundo"
"1895","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","58300","Mundo"
"1895","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1e+05","Mundo"
"1895","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","164000","Mundo"
"1896","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1370000","Mundo"
"1896","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2060000","Mundo"
"1896","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","58700","Mundo"
"1896","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","105000","Mundo"
"1896","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","166000","Mundo"
"1897","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1380000","Mundo"
"1897","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2150000","Mundo"
"1897","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","59100","Mundo"
"1897","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","111000","Mundo"
"1897","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","167000","Mundo"
"1898","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1390000","Mundo"
"1898","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2250000","Mundo"
"1898","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","59500","Mundo"
"1898","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","116000","Mundo"
"1898","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","168000","Mundo"
"1899","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1410000","Mundo"
"1899","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2430000","Mundo"
"1899","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","59900","Mundo"
"1899","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","127000","Mundo"
"1899","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","169000","Mundo"
"1900","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1420000","Mundo"
"1900","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2550000","Mundo"
"1900","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","60300","Mundo"
"1900","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","135000","Mundo"
"1900","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","171000","Mundo"
"1901","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1430000","Mundo"
"1901","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2620000","Mundo"
"1901","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","60700","Mundo"
"1901","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","137000","Mundo"
"1901","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","172000","Mundo"
"1902","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1440000","Mundo"
"1902","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2680000","Mundo"
"1902","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","61100","Mundo"
"1902","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","139000","Mundo"
"1902","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","173000","Mundo"
"1903","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1460000","Mundo"
"1903","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2900000","Mundo"
"1903","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","61500","Mundo"
"1903","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","149000","Mundo"
"1903","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","175000","Mundo"
"1904","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1470000","Mundo"
"1904","Energía","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","2920000","Mundo"
"1904","Otros","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","61900","Mundo"
"1904","PIUP","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","153000","Mundo"
"1904","Residuos","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","176000","Mundo"
"1905","AGSyOUT","WLD","CO2 * gigagram / yr","KYOTOGHG (AR6GWP100)","1480000","Mundo"
