fecha,anomalia_temperatura_mar_relativ,anomalia_temperatura_tierra_relativ
1850-01-01,-0.07148669934640522,-0.292516339869281
1850-02-01,-0.06447669934640521,-0.25051633986928096
1850-03-01,-0.3001166993464052,-0.21951633986928093
1850-04-01,-0.06232669934640522,-0.289516339869281
1850-05-01,0.028963300653594815,-0.38851633986928097
1850-06-01,0.025033300653594825,-0.3405163398692809
1850-07-01,0.0717133006535948,-0.19151633986928102
1850-08-01,-0.032436699346405196,-0.23951633986928095
1850-09-01,-0.06328669934640518,-0.298516339869281
1850-10-01,-0.08008669934640522,-0.292516339869281
1850-11-01,0.1428433006535948,-0.20851633986928103
1850-12-01,0.0503433006535948,-0.19351633986928102
1851-01-01,0.005563300653594783,-0.19751633986928102
1851-02-01,-0.015326699346405182,-0.22751633986928094
1851-03-01,0.029033300653594774,-0.21251633986928103
1851-04-01,-0.1479466993464052,-0.12651633986928096
1851-05-01,-0.007066699346405192,-0.10951633986928094
1851-06-01,0.006143300653594808,-0.05751633986928101
1851-07-01,0.10195330065359481,-0.07551633986928102
1851-08-01,0.04089330065359481,-0.08651633986928103
1851-09-01,0.1793733006535948,-0.12551633986928096
1851-10-01,0.1990733006535948,-0.11251633986928095
1851-11-01,0.3607233006535948,-0.10051633986928094
1851-12-01,0.2859133006535948,-0.11751633986928095
1852-01-01,-0.030686699346405222,-0.12551633986928096
1852-02-01,-0.1552866993464052,-0.168516339869281
1852-03-01,-0.07725669934640522,-0.183516339869281
1852-04-01,-0.08148669934640518,-0.19651633986928102
1852-05-01,0.06259330065359481,-0.22151633986928093
1852-06-01,0.2354033006535948,-0.166516339869281
1852-07-01,0.3144633006535948,-0.21251633986928103
1852-08-01,0.05375330065359479,-0.23251633986928094
1852-09-01,0.20194330065359478,-0.20551633986928103
1852-10-01,0.1657833006535948,-0.18951633986928101
1852-11-01,0.1815933006535948,-0.21051633986928103
1852-12-01,0.2872333006535948,-0.185516339869281
1853-01-01,0.0755733006535948,-0.158516339869281
1853-02-01,0.09806330065359481,-0.08851633986928104
1853-03-01,0.2159933006535948,-0.07851633986928103
1853-04-01,0.0686133006535948,-0.10551633986928094
1853-05-01,0.061923300653594804,-0.09451633986928093
1853-06-01,0.1414233006535948,-0.164516339869281
1853-07-01,0.1866933006535948,-0.20951633986928103
1853-08-01,0.0818433006535948,-0.23351633986928094
1853-09-01,-0.07003669934640522,-0.167516339869281
1853-10-01,-0.10378669934640522,-0.165516339869281
1853-11-01,0.09804330065359479,-0.15651633986928098
1853-12-01,-0.027366699346405177,-0.20751633986928103
1854-01-01,0.056973300653594794,-0.21151633986928103
1854-02-01,0.012813300653594817,-0.22451633986928093
1854-03-01,0.056123300653594804,-0.22551633986928094
1854-04-01,0.01245330065359479,-0.11751633986928095
1854-05-01,0.018663300653594783,-0.02551633986928098
1854-06-01,0.1007433006535948,0.013483660130719
1854-07-01,-0.058276699346405225,0.12748366013071905
1854-08-01,0.06151330065359481,0.216483660130719
1854-09-01,0.1465033006535948,0.207483660130719
1854-10-01,-0.00048669934640521717,0.288483660130719
1854-11-01,-0.06472669934640518,0.30748366013071904
1854-12-01,-0.20470669934640517,0.332483660130719
1855-01-01,0.1083533006535948,0.265483660130719
1855-02-01,0.0917233006535948,0.239483660130719
1855-03-01,0.0895833006535948,0.209483660130719
1855-04-01,-0.028826699346405193,0.09748366013071902
1855-05-01,-0.15564669934640518,0.04748366013071903
1855-06-01,-0.04955669934640522,-0.06651633986928102
1855-07-01,-0.035156699346405196,-0.049516339869281
1855-08-01,0.10767330065359479,-0.10751633986928094
1855-09-01,0.005443300653594774,-0.13051633986928096
1855-10-01,0.09903330065359481,-0.19151633986928102
1855-11-01,0.09731330065359481,-0.23851633986928095
1855-12-01,0.1279833006535948,-0.19151633986928102
1856-01-01,0.16786330065359478,-0.15751633986928099
1856-02-01,0.04541330065359481,-0.19151633986928102
1856-03-01,0.08491330065359481,-0.21251633986928103
1856-04-01,-0.06299669934640517,-0.24751633986928095
1856-05-01,0.16573330065359482,-0.24051633986928095
1856-06-01,-0.034676699346405215,-0.13351633986928096
1856-07-01,-0.09892669934640519,-0.21351633986928104
1856-08-01,-4.669934640522122e-05,-0.21151633986928103
1856-09-01,-0.047276699346405215,-0.21151633986928103
1856-10-01,-0.07638669934640518,-0.298516339869281
1856-11-01,-0.1727666993464052,-0.36751633986928095
1856-12-01,-0.27624669934640517,-0.446516339869281
1857-01-01,-0.1436066993464052,-0.47051633986928093
1857-02-01,-0.09279669934640522,-0.452516339869281
1857-03-01,-0.26746669934640516,-0.428516339869281
1857-04-01,-0.19716669934640518,-0.409516339869281
1857-05-01,-0.1526766993464052,-0.405516339869281
1857-06-01,-0.05731669934640521,-0.38251633986928096
1857-07-01,-0.24989669934640518,-0.318516339869281
1857-08-01,-0.0947166993464052,-0.320516339869281
1857-09-01,-0.049586699346405194,-0.281516339869281
1857-10-01,-0.13471669934640518,-0.15551633986928098
1857-11-01,-0.2295966993464052,-0.06251633986928101
1857-12-01,-0.10073669934640522,-0.02751633986928098
1858-01-01,-0.18006669934640518,-0.02451633986928098
1858-02-01,-0.1270766993464052,-0.01651633986928097
1858-03-01,-0.1508966993464052,-0.012516339869280968
1858-04-01,-0.25222669934640524,0.032483660130719016
1858-05-01,-0.3527466993464052,0.08648366013071901
1858-06-01,-0.2708766993464052,-0.006516339869280963
1858-07-01,-0.06406669934640519,-0.05751633986928101
1858-08-01,0.013253300653594813,-0.022516339869280977
1858-09-01,-0.023576699346405217,-0.019516339869280974
