"year","semester","labor_status","poverty_line","poverty_rate"
"2008","I","Sin_Salario","Pobreza","31.83609"
"2008","II","Total","Pobreza","30.35401"
"2008","II","Ocupados","Pobreza","24.51117"
"2008","II","Desocupados","Pobreza","55.86765"
"2008","II","Inactivos","Pobreza","47.31027"
"2008","II","Patrones","Pobreza","13.58743"
"2008","II","CtaPropia_no_Profesional","Pobreza","39.62632"
"2008","II","CtaPropia_Profesional","Pobreza","8.65449"
"2008","II","Asalariado_Informal","Pobreza","41.75891"
"2008","II","Asalariado_Formal","Pobreza","13.55073"
"2008","II","Sin_Salario","Pobreza","33.20933"
"2009","I","Total","Pobreza","30.07825"
"2009","I","Ocupados","Pobreza","24.51645"
"2009","I","Desocupados","Pobreza","52.85763"
"2009","I","Inactivos","Pobreza","45.89542"
"2009","I","Patrones","Pobreza","14.88454"
"2009","I","CtaPropia_no_Profesional","Pobreza","40.56710"
"2009","I","CtaPropia_Profesional","Pobreza","9.40727"
"2009","I","Asalariado_Informal","Pobreza","43.61308"
"2009","I","Asalariado_Formal","Pobreza","12.77174"
"2009","I","Sin_Salario","Pobreza","31.61420"
"2009","II","Total","Pobreza","28.20546"
"2009","II","Ocupados","Pobreza","22.53360"
"2009","II","Desocupados","Pobreza","48.49580"
"2009","II","Inactivos","Pobreza","45.26264"
"2009","II","Patrones","Pobreza","16.38311"
"2009","II","CtaPropia_no_Profesional","Pobreza","39.49632"
"2009","II","CtaPropia_Profesional","Pobreza","7.11138"
"2009","II","Asalariado_Informal","Pobreza","39.48435"
"2009","II","Asalariado_Formal","Pobreza","10.74019"
"2009","II","Sin_Salario","Pobreza","38.11863"
"2010","I","Total","Pobreza","28.08245"
"2010","I","Ocupados","Pobreza","22.47449"
"2010","I","Desocupados","Pobreza","48.81372"
"2010","I","Inactivos","Pobreza","44.71603"
"2010","I","Patrones","Pobreza","14.28940"
"2010","I","CtaPropia_no_Profesional","Pobreza","39.24348"
"2010","I","CtaPropia_Profesional","Pobreza","6.12311"
"2010","I","Asalariado_Informal","Pobreza","38.53499"
"2010","I","Asalariado_Formal","Pobreza","11.87026"
"2010","I","Sin_Salario","Pobreza","44.64909"
"2010","II","Total","Pobreza","26.83225"
"2010","II","Ocupados","Pobreza","21.23113"
"2010","II","Desocupados","Pobreza","49.71833"
"2010","II","Inactivos","Pobreza","43.76136"
"2010","II","Patrones","Pobreza","12.91682"
"2010","II","CtaPropia_no_Profesional","Pobreza","37.87933"
"2010","II","CtaPropia_Profesional","Pobreza","5.72829"
"2010","II","Asalariado_Informal","Pobreza","36.88712"
"2010","II","Asalariado_Formal","Pobreza","11.22322"
"2010","II","Sin_Salario","Pobreza","49.97654"
"2011","I","Total","Pobreza","24.77242"
"2011","I","Ocupados","Pobreza","19.56282"
"2011","I","Desocupados","Pobreza","45.45563"
"2011","I","Inactivos","Pobreza","40.70573"
"2011","I","Patrones","Pobreza","12.86045"
"2011","I","CtaPropia_no_Profesional","Pobreza","34.43456"
"2011","I","CtaPropia_Profesional","Pobreza","7.27008"
"2011","I","Asalariado_Informal","Pobreza","33.80613"
"2011","I","Asalariado_Formal","Pobreza","10.47069"
"2011","I","Sin_Salario","Pobreza","49.60277"
"2011","II","Total","Pobreza","23.37622"
"2011","II","Ocupados","Pobreza","18.22157"
"2011","II","Desocupados","Pobreza","44.92675"
"2011","II","Inactivos","Pobreza","39.91643"
"2011","II","Patrones","Pobreza","12.70140"
"2011","II","CtaPropia_no_Profesional","Pobreza","32.50751"
"2011","II","CtaPropia_Profesional","Pobreza","5.29476"
"2011","II","Asalariado_Informal","Pobreza","32.98140"
"2011","II","Asalariado_Formal","Pobreza","9.21582"
"2011","II","Sin_Salario","Pobreza","27.13718"
"2012","I","Total","Pobreza","23.39655"
"2012","I","Ocupados","Pobreza","18.15814"
"2012","I","Desocupados","Pobreza","46.67670"
"2012","I","Inactivos","Pobreza","39.11278"
"2012","I","Patrones","Pobreza","10.95007"
"2012","I","CtaPropia_no_Profesional","Pobreza","31.25162"
"2012","I","CtaPropia_Profesional","Pobreza","7.33155"
"2012","I","Asalariado_Informal","Pobreza","32.26564"
"2012","I","Asalariado_Formal","Pobreza","9.65534"
"2012","I","Sin_Salario","Pobreza","39.30215"
"2012","II","Total","Pobreza","23.12682"
"2012","II","Ocupados","Pobreza","17.93071"
"2012","II","Desocupados","Pobreza","46.70354"
"2012","II","Inactivos","Pobreza","38.72004"
"2012","II","Patrones","Pobreza","11.31063"
"2012","II","CtaPropia_no_Profesional","Pobreza","31.52196"
"2012","II","CtaPropia_Profesional","Pobreza","8.62133"
"2012","II","Asalariado_Informal","Pobreza","32.07254"
"2012","II","Asalariado_Formal","Pobreza","9.24223"
"2012","II","Sin_Salario","Pobreza","44.52730"
"2013","I","Total","Pobreza","23.19338"
"2013","I","Ocupados","Pobreza","17.80824"
"2013","I","Desocupados","Pobreza","44.83382"
"2013","I","Inactivos","Pobreza","39.61219"
"2013","I","Patrones","Pobreza","15.85758"
"2013","I","CtaPropia_no_Profesional","Pobreza","31.83444"
"2013","I","CtaPropia_Profesional","Pobreza","9.67585"
"2013","I","Asalariado_Informal","Pobreza","29.94843"
"2013","I","Asalariado_Formal","Pobreza","9.31283"
"2013","I","Sin_Salario","Pobreza","29.94953"
"2013","II","Total","Pobreza","22.64184"
"2013","II","Ocupados","Pobreza","17.46970"
"2013","II","Desocupados","Pobreza","42.33383"
"2013","II","Inactivos","Pobreza","39.45359"
"2013","II","Patrones","Pobreza","16.19040"
"2013","II","CtaPropia_no_Profesional","Pobreza","31.02430"
"2013","II","CtaPropia_Profesional","Pobreza","8.65581"
"2013","II","Asalariado_Informal","Pobreza","30.84868"
"2013","II","Asalariado_Formal","Pobreza","8.75893"
"2013","II","Sin_Salario","Pobreza","39.21593"
"2014","I","Total","Pobreza","26.74246"
"2014","I","Ocupados","Pobreza","21.05180"
"2014","I","Desocupados","Pobreza","49.20098"
"2014","I","Inactivos","Pobreza","43.42967"
"2014","I","Patrones","Pobreza","13.78437"
"2014","I","CtaPropia_no_Profesional","Pobreza","36.84489"
"2014","I","CtaPropia_Profesional","Pobreza","8.71451"
"2014","I","Asalariado_Informal","Pobreza","35.50935"
"2014","I","Asalariado_Formal","Pobreza","11.86326"
"2014","I","Sin_Salario","Pobreza","33.06546"
"2014","II","Total","Pobreza","28.10347"
"2014","II","Ocupados","Pobreza","22.19534"
"2014","II","Desocupados","Pobreza","51.86001"
"2014","II","Inactivos","Pobreza","45.40997"
"2014","II","Patrones","Pobreza","20.24399"
"2014","II","CtaPropia_no_Profesional","Pobreza","40.30232"
"2014","II","CtaPropia_Profesional","Pobreza","7.97059"
"2014","II","Asalariado_Informal","Pobreza","36.18118"
"2014","II","Asalariado_Formal","Pobreza","12.10853"
"2014","II","Sin_Salario","Pobreza","49.87835"
"2015","I","Total","Pobreza","26.26441"
"2015","I","Ocupados","Pobreza","20.56678"
"2015","I","Desocupados","Pobreza","48.08414"
"2015","I","Inactivos","Pobreza","43.23745"
"2015","I","Patrones","Pobreza","15.34736"
"2015","I","CtaPropia_no_Profesional","Pobreza","33.40434"
"2015","I","CtaPropia_Profesional","Pobreza","7.88004"
"2015","I","Asalariado_Informal","Pobreza","36.69103"
"2015","I","Asalariado_Formal","Pobreza","11.64007"
"2015","I","Sin_Salario","Pobreza","38.64574"
"2015","II","Total","Pobreza",""
"2015","II","Ocupados","Pobreza",""
"2015","II","Desocupados","Pobreza",""
"2015","II","Inactivos","Pobreza",""
"2015","II","Patrones","Pobreza",""
"2015","II","CtaPropia_no_Profesional","Pobreza",""
"2015","II","CtaPropia_Profesional","Pobreza",""
"2015","II","Asalariado_Informal","Pobreza",""
"2015","II","Asalariado_Formal","Pobreza",""
"2015","II","Sin_Salario","Pobreza",""
"2016","I","Total","Pobreza",""
"2016","I","Ocupados","Pobreza",""
"2016","I","Desocupados","Pobreza",""
"2016","I","Inactivos","Pobreza",""
"2016","I","Patrones","Pobreza",""
"2016","I","CtaPropia_no_Profesional","Pobreza",""
"2016","I","CtaPropia_Profesional","Pobreza",""
"2016","I","Asalariado_Informal","Pobreza",""
"2016","I","Asalariado_Formal","Pobreza",""
"2016","I","Sin_Salario","Pobreza",""
"2016","II","Total","Pobreza","27.36345"
"2016","II","Ocupados","Pobreza","21.93908"
"2016","II","Desocupados","Pobreza","54.15560"
"2016","II","Inactivos","Pobreza","42.95925"
"2016","II","Patrones","Pobreza","13.31062"
"2016","II","CtaPropia_no_Profesional","Pobreza","39.74384"
"2016","II","CtaPropia_Profesional","Pobreza","10.85102"
"2016","II","Asalariado_Informal","Pobreza","39.18736"
"2016","II","Asalariado_Formal","Pobreza","10.88118"
"2016","II","Sin_Salario","Pobreza","38.66248"
"2017","I","Total","Pobreza","25.52718"
"2017","I","Ocupados","Pobreza","20.40735"
"2017","I","Desocupados","Pobreza","51.06160"
"2017","I","Inactivos","Pobreza","39.28677"
"2017","I","Patrones","Pobreza","13.65287"
"2017","I","CtaPropia_no_Profesional","Pobreza","37.63321"
"2017","I","CtaPropia_Profesional","Pobreza","11.17618"
"2017","I","Asalariado_Informal","Pobreza","36.30219"
"2017","I","Asalariado_Formal","Pobreza","10.14657"
"2017","I","Sin_Salario","Pobreza","31.66408"
"2017","II","Total","Pobreza","22.23823"
"2017","II","Ocupados","Pobreza","17.72299"
"2017","II","Desocupados","Pobreza","48.95777"
"2017","II","Inactivos","Pobreza","35.36866"
"2017","II","Patrones","Pobreza","14.26948"
"2017","II","CtaPropia_no_Profesional","Pobreza","33.44614"
"2017","II","CtaPropia_Profesional","Pobreza","7.50984"
"2017","II","Asalariado_Informal","Pobreza","31.64646"
"2017","II","Asalariado_Formal","Pobreza","8.22462"
"2017","II","Sin_Salario","Pobreza","40.26897"
"2018","I","Total","Pobreza","24.44888"
"2018","I","Ocupados","Pobreza","19.40766"
"2018","I","Desocupados","Pobreza","48.13229"
"2018","I","Inactivos","Pobreza","39.61327"
"2018","I","Patrones","Pobreza","12.04826"
"2018","I","CtaPropia_no_Profesional","Pobreza","37.51325"
"2018","I","CtaPropia_Profesional","Pobreza","8.74003"
"2018","I","Asalariado_Informal","Pobreza","34.07523"
"2018","I","Asalariado_Formal","Pobreza","9.32690"
"2018","I","Sin_Salario","Pobreza","46.04120"
"2018","II","Total","Pobreza","28.78568"
"2018","II","Ocupados","Pobreza","23.02138"
"2018","II","Desocupados","Pobreza","59.95749"
"2018","II","Inactivos","Pobreza","45.41457"
"2018","II","Patrones","Pobreza","14.07141"
"2018","II","CtaPropia_no_Profesional","Pobreza","41.15103"
"2018","II","CtaPropia_Profesional","Pobreza","11.99093"
"2018","II","Asalariado_Informal","Pobreza","41.47870"
"2018","II","Asalariado_Formal","Pobreza","11.10189"
"2018","II","Sin_Salario","Pobreza","35.49630"
"2019","I","Total","Pobreza","32.24855"
"2019","I","Ocupados","Pobreza","26.25508"
"2019","I","Desocupados","Pobreza","59.37907"
"2019","I","Inactivos","Pobreza","50.10226"
"2019","I","Patrones","Pobreza","15.42749"
"2019","I","CtaPropia_no_Profesional","Pobreza","46.52084"
"2019","I","CtaPropia_Profesional","Pobreza","11.49855"
"2019","I","Asalariado_Informal","Pobreza","44.63230"
"2019","I","Asalariado_Formal","Pobreza","13.76878"
"2019","I","Sin_Salario","Pobreza","46.21646"
"2019","II","Total","Pobreza","32.56493"
"2019","II","Ocupados","Pobreza","26.17359"
"2019","II","Desocupados","Pobreza","62.93778"
"2019","II","Inactivos","Pobreza","52.02390"
"2019","II","Patrones","Pobreza","16.72859"
"2019","II","CtaPropia_no_Profesional","Pobreza","46.08757"
"2019","II","CtaPropia_Profesional","Pobreza","10.90486"
"2019","II","Asalariado_Informal","Pobreza","44.24871"
"2019","II","Asalariado_Formal","Pobreza","13.32625"
"2019","II","Sin_Salario","Pobreza","55.77705"
"2020","I","Total","Pobreza","38.51789"
"2020","I","Ocupados","Pobreza","29.27548"
"2020","I","Desocupados","Pobreza","68.59431"
"2020","I","Inactivos","Pobreza","59.04220"
"2020","I","Patrones","Pobreza","20.83956"
"2020","I","CtaPropia_no_Profesional","Pobreza","52.78590"
"2020","I","CtaPropia_Profesional","Pobreza","17.17950"
"2020","I","Asalariado_Informal","Pobreza","45.72643"
"2020","I","Asalariado_Formal","Pobreza","17.28235"
"2020","I","Sin_Salario","Pobreza","60.29280"
"2020","II","Total","Pobreza","39.24352"
"2020","II","Ocupados","Pobreza","30.89932"
"2020","II","Desocupados","Pobreza","66.82702"
"2020","II","Inactivos","Pobreza","59.64071"
"2020","II","Patrones","Pobreza","28.84001"
"2020","II","CtaPropia_no_Profesional","Pobreza","51.32522"
"2020","II","CtaPropia_Profesional","Pobreza","20.63492"
"2020","II","Asalariado_Informal","Pobreza","47.38268"
"2020","II","Asalariado_Formal","Pobreza","18.20629"
"2020","II","Sin_Salario","Pobreza","49.69820"
"2021","I","Total","Pobreza","37.42189"
"2021","I","Ocupados","Pobreza","31.38267"
"2021","I","Desocupados","Pobreza","65.17532"
"2021","I","Inactivos","Pobreza","55.07994"
"2021","I","Patrones","Pobreza","26.31139"
"2021","I","CtaPropia_no_Profesional","Pobreza","54.63565"
"2021","I","CtaPropia_Profesional","Pobreza","16.45790"
"2021","I","Asalariado_Informal","Pobreza","51.98956"
"2021","I","Asalariado_Formal","Pobreza","17.62004"
"2021","I","Sin_Salario","Pobreza","41.06383"
"2021","II","Total","Pobreza","34.46709"
"2021","II","Ocupados","Pobreza","27.83076"
"2021","II","Desocupados","Pobreza","68.21170"
"2021","II","Inactivos","Pobreza","56.78428"
"2021","II","Patrones","Pobreza","28.56939"
"2021","II","CtaPropia_no_Profesional","Pobreza","49.00954"
"2021","II","CtaPropia_Profesional","Pobreza","18.50500"
"2021","II","Asalariado_Informal","Pobreza","47.08329"
"2021","II","Asalariado_Formal","Pobreza","14.81860"
"2021","II","Sin_Salario","Pobreza","42.23343"
"2022","I","Total","Pobreza","33.23980"
"2022","I","Ocupados","Pobreza","27.12612"
"2022","I","Desocupados","Pobreza","59.26104"
"2022","I","Inactivos","Pobreza","54.93045"
"2022","I","Patrones","Pobreza","21.10008"
"2022","I","CtaPropia_no_Profesional","Pobreza","41.41287"
"2022","I","CtaPropia_Profesional","Pobreza","19.23287"
"2022","I","Asalariado_Informal","Pobreza","44.89866"
"2022","I","Asalariado_Formal","Pobreza","15.34225"
"2022","I","Sin_Salario","Pobreza","50.35252"
"2022","II","Total","Pobreza","36.47798"
"2022","II","Ocupados","Pobreza","30.60592"
"2022","II","Desocupados","Pobreza","67.26745"
"2022","II","Inactivos","Pobreza","58.69051"
"2022","II","Patrones","Pobreza","22.74304"
"2022","II","CtaPropia_no_Profesional","Pobreza","49.69582"
"2022","II","CtaPropia_Profesional","Pobreza","18.97143"
"2022","II","Asalariado_Informal","Pobreza","48.34947"
"2022","II","Asalariado_Formal","Pobreza","17.34000"
"2022","II","Sin_Salario","Pobreza","69.83817"
"2023","I","Total","Pobreza","36.45821"
"2023","I","Ocupados","Pobreza","30.58970"
"2023","I","Desocupados","Pobreza","67.14168"
"2023","I","Inactivos","Pobreza","58.80330"
"2023","I","Patrones","Pobreza","23.40716"
"2023","I","CtaPropia_no_Profesional","Pobreza","49.23988"
"2023","I","CtaPropia_Profesional","Pobreza","20.52957"
"2023","I","Asalariado_Informal","Pobreza","49.90562"
"2023","I","Asalariado_Formal","Pobreza","16.94884"
"2023","I","Sin_Salario","Pobreza","36.68697"
"2023","II","Total","Pobreza","38.47623"
"2023","II","Ocupados","Pobreza","32.64330"
"2023","II","Desocupados","Pobreza","67.08549"
"2023","II","Inactivos","Pobreza","62.25586"
"2023","II","Patrones","Pobreza","22.92326"
"2023","II","CtaPropia_no_Profesional","Pobreza","53.30016"
"2023","II","CtaPropia_Profesional","Pobreza","17.59298"
"2023","II","Asalariado_Informal","Pobreza","52.21266"
"2023","II","Asalariado_Formal","Pobreza","18.91212"
"2023","II","Sin_Salario","Pobreza","64.34096"
"2024","I","Total","Pobreza","49.66621"
"2024","I","Ocupados","Pobreza","43.63015"
"2024","I","Desocupados","Pobreza","77.60837"
"2024","I","Inactivos","Pobreza","72.72642"
"2024","I","Patrones","Pobreza","34.93872"
"2024","I","CtaPropia_no_Profesional","Pobreza","65.37528"
"2024","I","CtaPropia_Profesional","Pobreza","28.40917"
"2024","I","Asalariado_Informal","Pobreza","65.38060"
"2024","I","Asalariado_Formal","Pobreza","28.27878"
"2024","I","Sin_Salario","Pobreza","55.30581"
"2024","II","Total","Pobreza","34.95107"
"2024","II","Ocupados","Pobreza","29.30203"
"2024","II","Desocupados","Pobreza","61.92672"
"2024","II","Inactivos","Pobreza","57.61325"
"2024","II","Patrones","Pobreza","19.99674"
"2024","II","CtaPropia_no_Profesional","Pobreza","51.49909"
"2024","II","CtaPropia_Profesional","Pobreza","14.77313"
"2024","II","Asalariado_Informal","Pobreza","46.95126"
"2024","II","Asalariado_Formal","Pobreza","16.40118"
"2024","II","Sin_Salario","Pobreza","59.28394"
"2025","I","Total","Pobreza","28.95721"
"2025","I","Ocupados","Pobreza","23.52487"
"2025","I","Desocupados","Pobreza","58.15984"
"2025","I","Inactivos","Pobreza","48.13065"
"2025","I","Patrones","Pobreza","13.24631"
"2025","I","CtaPropia_no_Profesional","Pobreza","40.30494"
"2025","I","CtaPropia_Profesional","Pobreza","11.20074"
"2025","I","Asalariado_Informal","Pobreza","39.59925"
"2025","I","Asalariado_Formal","Pobreza","11.40970"
"2025","I","Sin_Salario","Pobreza","59.10999"
