provincia,anio,vab_min_vab_total_prov
Rio_Negro,2017,0.683312889326409
Rio_Negro,2018,0.728088856064666
Rio_Negro,2019,0.755095259019589
Rio_Negro,2020,0.846321370409679
Rio_Negro,2021,0.899839162833785
Rio_Negro,2022,1.20844630807831
Salta,2004,1.14243417190975
Salta,2005,1.2125087809435
Salta,2006,0.890476531658343
Salta,2007,0.740157594123555
Salta,2008,0.806549885130168
Salta,2009,0.687571654946321
Salta,2010,0.736562269372892
Salta,2011,0.676660667973968
Salta,2012,0.660997220898554
Salta,2013,0.637248301778167
Salta,2014,0.71266385807924
Salta,2015,0.615720387183469
Salta,2016,0.698221970769594
Salta,2017,0.678999915662183
Salta,2018,0.734453047289857
Salta,2019,0.80400164286096
Salta,2020,1.07310160441374
Salta,2021,2.14707102917444
Salta,2022,2.58588743265355
San_Juan,2004,1.45306655838717
San_Juan,2005,1.76701062881193
San_Juan,2006,6.87643768575397
San_Juan,2007,6.25415572270845
San_Juan,2008,8.59044418400156
San_Juan,2009,15.1340474621422
San_Juan,2010,19.288690482655
San_Juan,2011,17.1524220561642
San_Juan,2012,16.2395791793962
San_Juan,2013,13.9811835483172
San_Juan,2014,15.6253515224385
San_Juan,2015,14.1866367745267
San_Juan,2016,11.9811148787701
San_Juan,2017,13.1775691217389
San_Juan,2018,10.3738217099855
San_Juan,2019,9.8566350695257
San_Juan,2020,11.8257595492888
San_Juan,2021,10.0659296478515
San_Juan,2022,9.44532516990845
San_Luis,2004,0.972941096361304
San_Luis,2005,1.30527986738194
San_Luis,2006,1.62307985308568
San_Luis,2007,1.56432971496514
San_Luis,2008,1.57250955275449
San_Luis,2009,1.78555609861835
San_Luis,2010,1.60721856698656
San_Luis,2011,1.41669845025779
San_Luis,2012,1.31445856917605
San_Luis,2013,0.946100632420153
San_Luis,2014,1.11355079430075
San_Luis,2015,1.35481658424162
San_Luis,2016,1.46122570953715
San_Luis,2017,1.29055310621068
San_Luis,2018,1.28142898757688
San_Luis,2019,1.24453474208356
San_Luis,2020,1.18302759172349
San_Luis,2021,1.23311860341102
San_Luis,2022,1.5753031077077
Santa_Cruz,2004,2.94239571876731
Santa_Cruz,2005,2.70654735611976
Santa_Cruz,2006,2.31860554652753
Santa_Cruz,2007,2.38706635168137
Santa_Cruz,2008,4.25236316199277
Santa_Cruz,2009,8.08458744793143
Santa_Cruz,2010,7.28998605707554
Santa_Cruz,2011,8.10113048536294
Santa_Cruz,2012,7.62104665890358
Santa_Cruz,2013,7.83305319284574
Santa_Cruz,2014,8.75023967550802
Santa_Cruz,2015,15.4536974719977
Santa_Cruz,2016,13.2141589689124
Santa_Cruz,2017,14.1705432195105
Santa_Cruz,2018,14.9980718949202
Santa_Cruz,2019,15.1241764303702
Santa_Cruz,2020,16.1753265435378
Santa_Cruz,2021,14.9912744251566
Santa_Cruz,2022,14.2065383781556
Santa_Fe,2004,0.0718590946346792
Santa_Fe,2005,0.0735163709781644
Santa_Fe,2006,0.0778408256630426
Santa_Fe,2007,0.06620778363846
Santa_Fe,2008,0.0587623173481012
Santa_Fe,2009,0.0732826517489437
Santa_Fe,2010,0.0672165817496083
Santa_Fe,2011,0.0629825197220067
Santa_Fe,2012,0.0637940619249995
Santa_Fe,2013,0.0511807942992227
Santa_Fe,2014,0.0585222316926611
Santa_Fe,2015,0.0624887402449693
Santa_Fe,2016,0.065521714147675
Santa_Fe,2017,0.0658720343469929
Santa_Fe,2018,0.072744867555829
Santa_Fe,2019,0.07185807151302
Santa_Fe,2020,0.0778564933163809
Santa_Fe,2021,0.0795589539774593
Santa_Fe,2022,0.0888626646736682
Santiago_del_Estero,2004,0.0541146047943279
Santiago_del_Estero,2005,0.0644814785388276
Santiago_del_Estero,2006,0.0821006985685927
Santiago_del_Estero,2007,0.0908017770056748
Santiago_del_Estero,2008,0.112693005322003
Santiago_del_Estero,2009,0.22534499767697
Santiago_del_Estero,2010,0.153008467004816
Santiago_del_Estero,2011,0.122822326971946
Santiago_del_Estero,2012,0.126302421992237
Santiago_del_Estero,2013,0.10281923282503
Santiago_del_Estero,2014,0.0960267781064424
Santiago_del_Estero,2015,0.100235333105321
Santiago_del_Estero,2016,0.105298969635136
Santiago_del_Estero,2017,0.125672386352942
Santiago_del_Estero,2018,0.14724418853643
Santiago_del_Estero,2019,0.118075646218569
Santiago_del_Estero,2020,0.118079501058017
Santiago_del_Estero,2021,0.115164762762368
Santiago_del_Estero,2022,0.122083742686607
Tierra_del_Fuego,2004,1.07504886438317
Tierra_del_Fuego,2005,1.10795206145554
Tierra_del_Fuego,2006,1.08124957517533
Tierra_del_Fuego,2007,0.873082352862864
Tierra_del_Fuego,2008,0.806431248563388
Tierra_del_Fuego,2009,1.27049093642205
Tierra_del_Fuego,2010,1.20120212254434
Tierra_del_Fuego,2011,0.812363191129389
Tierra_del_Fuego,2012,0.734612990049796
Tierra_del_Fuego,2013,0.548159941196054
Tierra_del_Fuego,2014,0.707020749451089
Tierra_del_Fuego,2015,0.743217791852084
Tierra_del_Fuego,2016,0.728112710282409
Tierra_del_Fuego,2017,0.755884047681097
Tierra_del_Fuego,2018,0.737259006881284
Tierra_del_Fuego,2019,0.754302239276074
Tierra_del_Fuego,2020,0.7101894554944
Tierra_del_Fuego,2021,0.702431914241577
Tierra_del_Fuego,2022,0.849869117227783
Tucuman,2004,0.115992671956762
Tucuman,2005,0.104113060221896
Tucuman,2006,0.0993335387047711
Tucuman,2007,0.0949145028754365
Tucuman,2008,0.0792963239836855
Tucuman,2009,0.0932436393904819
Tucuman,2010,0.0841978572761649
Tucuman,2011,0.0630712243505138
Tucuman,2012,0.0603580558538944
Tucuman,2013,0.0530409325936622
Tucuman,2014,0.0509629197363514
Tucuman,2015,0.0469817313749627
Tucuman,2016,0.0465122547601433
Tucuman,2017,0.0456291051024982
Tucuman,2018,0.0454356691892673
Tucuman,2019,0.0417913059130446
Tucuman,2020,0.0437855225091914
Tucuman,2021,0.0408397711780725
Tucuman,2022,0.0442099899766527
