"fecha","variable","valor"
1960-01-01,"oro",35.27
1960-01-01,"plata",0.9137
1960-01-01,"cobre",715.4
1960-01-01,"indice_oro",2.88944414860935
1960-01-01,"indice_plata",6.36591653312896
1960-01-01,"indice_cobre",11.546307892936
1960-02-01,"oro",35.27
1960-02-01,"plata",0.9137
1960-02-01,"cobre",728.19
1960-02-01,"indice_oro",2.88944414860935
1960-02-01,"indice_plata",6.36591653312896
1960-02-01,"indice_cobre",11.7527340572506
1960-03-01,"oro",35.27
1960-03-01,"plata",0.9137
1960-03-01,"cobre",684.94
1960-03-01,"indice_oro",2.88944414860935
1960-03-01,"indice_plata",6.36591653312896
1960-03-01,"indice_cobre",11.0546940567341
1960-04-01,"oro",35.27
1960-04-01,"plata",0.9137
1960-04-01,"cobre",723.11
1960-04-01,"indice_oro",2.88944414860935
1960-04-01,"indice_plata",6.36591653312896
1960-04-01,"indice_cobre",11.6707446190396
1960-05-01,"oro",35.27
1960-05-01,"plata",0.9137
1960-05-01,"cobre",684.75
1960-05-01,"indice_oro",2.88944414860935
1960-05-01,"indice_plata",6.36591653312896
1960-05-01,"indice_cobre",11.0516275226278
1960-06-01,"oro",35.27
1960-06-01,"plata",0.9137
1960-06-01,"cobre",691.59
1960-06-01,"indice_oro",2.88944414860935
1960-06-01,"indice_plata",6.36591653312896
1960-06-01,"indice_cobre",11.1620227504551
1960-07-01,"oro",35.27
1960-07-01,"plata",0.9137
1960-07-01,"cobre",702.39
1960-07-01,"indice_oro",2.88944414860935
1960-07-01,"indice_plata",6.36591653312896
1960-07-01,"indice_cobre",11.3363310049194
1960-08-01,"oro",35.27
1960-08-01,"plata",0.9137
1960-08-01,"cobre",675.94
1960-08-01,"indice_oro",2.88944414860935
1960-08-01,"indice_plata",6.36591653312896
1960-08-01,"indice_cobre",10.9094371780139
1960-09-01,"oro",35.27
1960-09-01,"plata",0.9137
1960-09-01,"cobre",647.06
1960-09-01,"indice_oro",2.88944414860935
1960-09-01,"indice_plata",6.36591653312896
1960-09-01,"indice_cobre",10.443323993854
1960-10-01,"oro",35.27
1960-10-01,"plata",0.9137
1960-10-01,"cobre",612.66
1960-10-01,"indice_oro",2.88944414860935
1960-10-01,"indice_plata",6.36591653312896
1960-10-01,"indice_cobre",9.88811992407907
1960-11-01,"oro",35.27
1960-11-01,"plata",0.9137
1960-11-01,"cobre",642.13
1960-11-01,"indice_oro",2.88944414860935
1960-11-01,"indice_plata",6.36591653312896
1960-11-01,"indice_cobre",10.3637555036217
1960-12-01,"oro",35.27
1960-12-01,"plata",0.9137
1960-12-01,"cobre",636.91
1960-12-01,"indice_oro",2.88944414860935
1960-12-01,"indice_plata",6.36591653312896
1960-12-01,"indice_cobre",10.279506513964
1961-01-01,"oro",35.25
1961-01-01,"plata",0.9137
1961-01-01,"cobre",606.71
1961-01-01,"indice_oro",2.88780567730308
1961-01-01,"indice_plata",6.36591653312896
1961-01-01,"indice_cobre",9.79208898759184
1961-02-01,"oro",35.25
1961-02-01,"plata",0.9137
1961-02-01,"cobre",616.63
1961-02-01,"indice_oro",2.88780567730308
1961-02-01,"indice_plata",6.36591653312896
1961-02-01,"indice_cobre",9.95219434724786
1961-03-01,"oro",35.25
1961-03-01,"plata",0.9137
1961-03-01,"cobre",621.26
1961-03-01,"indice_oro",2.88780567730308
1961-03-01,"indice_plata",6.36591653312896
1961-03-01,"indice_cobre",10.0269209415228
1961-04-01,"oro",35.25
1961-04-01,"plata",0.9137
1961-04-01,"cobre",631.84
1961-04-01,"indice_oro",2.88780567730308
1961-04-01,"indice_plata",6.36591653312896
1961-04-01,"indice_cobre",10.197678472285
1961-05-01,"oro",35.25
1961-05-01,"plata",0.9137
1961-05-01,"cobre",668.44
1961-05-01,"indice_oro",2.88780567730308
1961-05-01,"indice_plata",6.36591653312896
1961-05-01,"indice_cobre",10.7883897790804
1961-06-01,"oro",35.25
1961-06-01,"plata",0.9137
1961-06-01,"cobre",652.12
1961-06-01,"indice_oro",2.88780567730308
1961-06-01,"indice_plata",6.36591653312896
1961-06-01,"indice_cobre",10.5249906390011
1961-07-01,"oro",35.25
1961-07-01,"plata",0.9137
1961-07-01,"cobre",633.39
1961-07-01,"indice_oro",2.88780567730308
1961-07-01,"indice_plata",6.36591653312896
1961-07-01,"indice_cobre",10.2226949347312
1961-08-01,"oro",35.25
1961-08-01,"plata",0.9137
1961-08-01,"cobre",636.47
1961-08-01,"indice_oro",2.88780567730308
1961-08-01,"indice_plata",6.36591653312896
1961-08-01,"indice_cobre",10.2724050665599
1961-09-01,"oro",35.25
1961-09-01,"plata",0.9137
1961-09-01,"cobre",632.72
1961-09-01,"indice_oro",2.88780567730308
1961-09-01,"indice_plata",6.36591653312896
1961-09-01,"indice_cobre",10.2118813670932
1961-10-01,"oro",35.25
1961-10-01,"plata",0.9137
1961-10-01,"cobre",630.3
1961-10-01,"indice_oro",2.88780567730308
1961-10-01,"indice_plata",6.36591653312896
1961-10-01,"indice_cobre",10.1728234063706
1961-11-01,"oro",35.25
1961-11-01,"plata",0.9231
1961-11-01,"cobre",632.28
1961-11-01,"indice_oro",2.88780567730308
1961-11-01,"indice_plata",6.43140806799972
1961-11-01,"indice_cobre",10.2047799196891
1961-12-01,"oro",35.25
1961-12-01,"plata",1.0332
1961-12-01,"cobre",634.85
1961-12-01,"indice_oro",2.88780567730308
1961-12-01,"indice_plata",7.19849508813488
1961-12-01,"indice_cobre",10.2462588283903
1962-01-01,"oro",35.23
1962-01-01,"plata",1.0428
1962-01-01,"cobre",635.37
1962-01-01,"indice_oro",2.8861672059968
1962-01-01,"indice_plata",7.26538005991779
1962-01-01,"indice_cobre",10.2546514480497
1962-02-01,"oro",35.23
1962-02-01,"plata",1.0247
1962-02-01,"cobre",647.94
1962-02-01,"indice_oro",2.8861672059968
1962-02-01,"indice_plata",7.13927401936877
1962-02-01,"indice_cobre",10.4575268886622
1962-03-01,"oro",35.23
1962-03-01,"plata",1.015
1962-03-01,"cobre",647.5
1962-03-01,"indice_oro",2.8861672059968
1962-03-01,"indice_plata",7.0716923291298
1962-03-01,"indice_cobre",10.4504254412581
1962-04-01,"oro",35.23
1962-04-01,"plata",1.015
1962-04-01,"cobre",645.95
1962-04-01,"indice_oro",2.8861672059968
1962-04-01,"indice_plata",7.0716923291298
1962-04-01,"indice_cobre",10.4254089788119
1962-05-01,"oro",35.23
1962-05-01,"plata",1.015
1962-05-01,"cobre",645.73
1962-05-01,"indice_oro",2.8861672059968
1962-05-01,"indice_plata",7.0716923291298
1962-05-01,"indice_cobre",10.4218582551098
1962-06-01,"oro",35.23
1962-06-01,"plata",1.0227
1962-06-01,"cobre",645.51
1962-06-01,"indice_oro",2.8861672059968
1962-06-01,"indice_plata",7.12533965024734
1962-06-01,"indice_cobre",10.4183075314078
1962-07-01,"oro",35.23
1962-07-01,"plata",1.0355
1962-07-01,"cobre",645.51
1962-07-01,"indice_oro",2.8861672059968
1962-07-01,"indice_plata",7.21451961262454
1962-07-01,"indice_cobre",10.4183075314078
1962-08-01,"oro",35.23
1962-08-01,"plata",1.083
1962-08-01,"cobre",645.51
1962-08-01,"indice_oro",2.8861672059968
1962-08-01,"indice_plata",7.54546087925869
1962-08-01,"indice_cobre",10.4183075314078
1962-09-01,"oro",35.23
1962-09-01,"plata",1.1546
1962-09-01,"cobre",645.51
1962-09-01,"indice_oro",2.8861672059968
1962-09-01,"indice_plata",8.04431129380617
1962-09-01,"indice_cobre",10.4183075314078
1962-10-01,"oro",35.23
1962-10-01,"plata",1.206
1962-10-01,"cobre",645.95
1962-10-01,"indice_oro",2.8861672059968
1962-10-01,"indice_plata",8.40242458022713
1962-10-01,"indice_cobre",10.4254089788119
1962-11-01,"oro",35.23
1962-11-01,"plata",1.1917
1962-11-01,"cobre",645.51
1962-11-01,"indice_oro",2.8861672059968
1962-11-01,"indice_plata",8.30279384100885
1962-11-01,"indice_cobre",10.4183075314078
1962-12-01,"oro",35.23
1962-12-01,"plata",1.1987
1962-12-01,"cobre",645.73
1962-12-01,"indice_oro",2.8861672059968
1962-12-01,"indice_plata",8.35156413293388
1962-12-01,"indice_cobre",10.4218582551098
1963-01-01,"oro",35.09
1963-01-01,"plata",1.2438
1963-01-01,"cobre",645.51
1963-01-01,"indice_oro",2.87469790685291
1963-01-01,"indice_plata",8.66578415662231
1963-01-01,"indice_cobre",10.4183075314078
1963-02-01,"oro",35.09
1963-02-01,"plata",1.2564
1963-02-01,"cobre",645.51
1963-02-01,"indice_oro",2.87469790685291
1963-02-01,"indice_plata",8.75357068208737
1963-02-01,"indice_cobre",10.4183075314078
1963-03-01,"oro",35.09
1963-03-01,"plata",1.2714
1963-03-01,"cobre",645.51
1963-03-01,"indice_oro",2.87469790685291
1963-03-01,"indice_plata",8.85807845049815
1963-03-01,"indice_cobre",10.4183075314078
1963-04-01,"oro",35.09
1963-04-01,"plata",1.2729
1963-04-01,"cobre",645.73
1963-04-01,"indice_oro",2.87469790685291
1963-04-01,"indice_plata",8.86852922733923
1963-04-01,"indice_cobre",10.4218582551098
1963-05-01,"oro",35.09
1963-05-01,"plata",1.2787
1963-05-01,"cobre",645.51
1963-05-01,"indice_oro",2.87469790685291
1963-05-01,"indice_plata",8.9089388977914
1963-05-01,"indice_cobre",10.4183075314078
1963-06-01,"oro",35.09
1963-06-01,"plata",1.2768
1963-06-01,"cobre",645.73
1963-06-01,"indice_oro",2.87469790685291
1963-06-01,"indice_plata",8.89570124712604
1963-06-01,"indice_cobre",10.4218582551098
1963-07-01,"oro",35.09
1963-07-01,"plata",1.2899
1963-07-01,"cobre",645.51
1963-07-01,"indice_oro",2.87469790685291
1963-07-01,"indice_plata",8.98697136487146
1963-07-01,"indice_cobre",10.4183075314078
1963-08-01,"oro",35.09
1963-08-01,"plata",1.2878
1963-08-01,"cobre",645.51
1963-08-01,"indice_oro",2.87469790685291
1963-08-01,"indice_plata",8.97234027729395
1963-08-01,"indice_cobre",10.4183075314078
1963-09-01,"oro",35.09
1963-09-01,"plata",1.2926
1963-09-01,"cobre",645.51
1963-09-01,"indice_oro",2.87469790685291
1963-09-01,"indice_plata",9.0057827631854
1963-09-01,"indice_cobre",10.4183075314078
1963-10-01,"oro",35.09
1963-10-01,"plata",1.293
1963-10-01,"cobre",645.51
1963-10-01,"indice_oro",2.87469790685291
1963-10-01,"indice_plata",9.00856963700968
1963-10-01,"indice_cobre",10.4183075314078
1963-11-01,"oro",35.09
1963-11-01,"plata",1.293
1963-11-01,"cobre",645.73
1963-11-01,"indice_oro",2.87469790685291
1963-11-01,"indice_plata",9.00856963700968
1963-11-01,"indice_cobre",10.4218582551098
1963-12-01,"oro",35.09
1963-12-01,"plata",1.293
1963-12-01,"cobre",650.14
1963-12-01,"indice_oro",2.87469790685291
1963-12-01,"indice_plata",9.00856963700968
1963-12-01,"indice_cobre",10.4930341256827
1964-01-01,"oro",35.1
1964-01-01,"plata",1.293
1964-01-01,"cobre",655.65
1964-01-01,"indice_oro",2.87551714250604
1964-01-01,"indice_plata",9.00856963700968
1964-01-01,"indice_cobre",10.5819636147658
1964-02-01,"oro",35.1
1964-02-01,"plata",1.293
1964-02-01,"cobre",693.79
1964-02-01,"indice_oro",2.87551714250604
1964-02-01,"indice_plata",9.00856963700968
1964-02-01,"indice_cobre",11.1975299874756
1964-03-01,"oro",35.1
1964-03-01,"plata",1.293
1964-03-01,"cobre",745.16
1964-03-01,"indice_oro",2.87551714250604
1964-03-01,"indice_plata",9.00856963700968
1964-03-01,"indice_cobre",12.0266239719041
1964-04-01,"oro",35.1
1964-04-01,"plata",1.293
1964-04-01,"cobre",861.56
1964-04-01,"indice_oro",2.87551714250604
1964-04-01,"indice_plata",9.00856963700968
1964-04-01,"indice_cobre",13.9052796033519
1964-05-01,"oro",35.1
1964-05-01,"plata",1.293
1964-05-01,"cobre",828.28
1964-05-01,"indice_oro",2.87551714250604
1964-05-01,"indice_plata",9.00856963700968
1964-05-01,"indice_cobre",13.368151945151
1964-06-01,"oro",35.1
1964-06-01,"plata",1.293
1964-06-01,"cobre",808.43
1964-06-01,"indice_oro",2.87551714250604
1964-06-01,"indice_plata",9.00856963700968
1964-06-01,"indice_cobre",13.047779829307
1964-07-01,"oro",35.1
1964-07-01,"plata",1.293
