"fecha","variable","valor"
1962-07-01,"indice_oro_real",24.1240410070006
1962-07-01,"indice_plata_real",60.3025932174482
1962-07-01,"indice_cobre_real",87.0814683186106
1962-08-01,"oro",35.23
1962-08-01,"plata",1.083
1962-08-01,"cobre",645.51
1962-08-01,"ipc_usa",30.28
1962-08-01,"oro_real",360.31052014531
1962-08-01,"plata_real",11.0762501651255
1962-08-01,"cobre_real",6601.87464828269
1962-08-01,"indice_oro_real",24.0762390763394
1962-08-01,"indice_plata_real",62.9437960810921
1962-08-01,"indice_cobre_real",86.9089158714799
1962-09-01,"oro",35.23
1962-09-01,"plata",1.1546
1962-09-01,"cobre",645.51
1962-09-01,"ipc_usa",30.42
1962-09-01,"oro_real",358.652286324786
1962-09-01,"plata_real",11.7541847797502
1962-09-01,"cobre_real",6571.49126725838
1962-09-01,"indice_oro_real",23.9654345572504
1962-09-01,"indice_plata_real",66.796343423658
1962-09-01,"indice_cobre_real",86.5089405847605
1962-10-01,"oro",35.23
1962-10-01,"plata",1.206
1962-10-01,"cobre",645.95
1962-10-01,"ipc_usa",30.38
1962-10-01,"oro_real",359.124507899934
1962-10-01,"plata_real",12.2936178406847
1962-10-01,"cobre_real",6584.6288923634
1962-10-01,"indice_oro_real",23.9969887831322
1962-10-01,"indice_plata_real",69.8618181177713
1962-10-01,"indice_cobre_real",86.6818879392365
1962-11-01,"oro",35.23
1962-11-01,"plata",1.1917
1962-11-01,"cobre",645.51
1962-11-01,"ipc_usa",30.38
1962-11-01,"oro_real",359.124507899934
1962-11-01,"plata_real",12.1478477452271
1962-11-01,"cobre_real",6580.14365865701
1962-11-01,"indice_oro_real",23.9969887831322
1962-11-01,"indice_plata_real",69.033440009078
1962-11-01,"indice_cobre_real",86.6228430740097
1962-12-01,"oro",35.23
1962-12-01,"plata",1.1987
1962-12-01,"cobre",645.73
1962-12-01,"ipc_usa",30.38
1962-12-01,"oro_real",359.124507899934
1962-12-01,"plata_real",12.2192037360105
1962-12-01,"cobre_real",6582.3862755102
1962-12-01,"indice_oro_real",23.9969887831322
1962-12-01,"indice_plata_real",69.4389397825642
1962-12-01,"indice_cobre_real",86.6523655066231
1963-01-01,"oro",35.09
1963-01-01,"plata",1.2438
1963-01-01,"cobre",645.51
1963-01-01,"ipc_usa",30.44
1963-01-01,"oro_real",356.992334099869
1963-01-01,"plata_real",12.6539488501971
1963-01-01,"cobre_real",6567.17359888305
1963-01-01,"indice_oro_real",23.8545152129962
1963-01-01,"indice_plata_real",71.9094968218744
1963-01-01,"indice_cobre_real",86.4521015962028
1963-02-01,"oro",35.09
1963-02-01,"plata",1.2564
1963-02-01,"cobre",645.51
1963-02-01,"ipc_usa",30.48
1963-02-01,"oro_real",356.523840223097
1963-02-01,"plata_real",12.765362007874
1963-02-01,"cobre_real",6558.55526082677
1963-02-01,"indice_oro_real",23.8232100749214
1963-02-01,"indice_plata_real",72.5426323120465
1963-02-01,"indice_cobre_real",86.338647394633
1963-03-01,"oro",35.09
1963-03-01,"plata",1.2714
1963-03-01,"cobre",645.51
1963-03-01,"ipc_usa",30.51
1963-03-01,"oro_real",356.17327597509
1963-03-01,"plata_real",12.9050642084562
1963-03-01,"cobre_real",6552.10633726647
1963-03-01,"indice_oro_real",23.799785089597
1963-03-01,"indice_plata_real",73.3365279621478
1963-03-01,"indice_cobre_real",86.2537519694662
1963-04-01,"oro",35.09
1963-04-01,"plata",1.2729
1963-04-01,"cobre",645.73
1963-04-01,"ipc_usa",30.48
1963-04-01,"oro_real",356.523840223097
1963-04-01,"plata_real",12.9330064468504
1963-04-01,"cobre_real",6560.79052001312
1963-04-01,"indice_oro_real",23.8232100749214
1963-04-01,"indice_plata_real",73.495317311369
1963-04-01,"indice_cobre_real",86.3680729688717
1963-05-01,"oro",35.09
1963-05-01,"plata",1.2787
1963-05-01,"cobre",645.51
1963-05-01,"ipc_usa",30.51
1963-05-01,"oro_real",356.17327597509
1963-05-01,"plata_real",12.9791612422157
1963-05-01,"cobre_real",6552.10633726647
1963-05-01,"indice_oro_real",23.799785089597
1963-05-01,"indice_plata_real",73.7576044558742
1963-05-01,"indice_cobre_real",86.2537519694662
1963-06-01,"oro",35.09
1963-06-01,"plata",1.2768
1963-06-01,"cobre",645.73
1963-06-01,"ipc_usa",30.61
1963-06-01,"oro_real",355.00969127736
1963-06-01,"plata_real",12.9175370140477
1963-06-01,"cobre_real",6532.92698627899
1963-06-01,"indice_oro_real",23.7220334231821
1963-06-01,"indice_plata_real",73.4074080632654
1963-06-01,"indice_cobre_real",86.0012696534207
1963-07-01,"oro",35.09
1963-07-01,"plata",1.2899
1963-07-01,"cobre",645.51
1963-07-01,"ipc_usa",30.69
1963-07-01,"oro_real",354.084283154122
1963-07-01,"plata_real",13.0160534864777
1963-07-01,"cobre_real",6513.67756109482
1963-07-01,"indice_oro_real",23.6601969072533
1963-07-01,"indice_plata_real",73.9672546411971
1963-07-01,"indice_cobre_real",85.7478648611409
1963-08-01,"oro",35.09
1963-08-01,"plata",1.2878
1963-08-01,"cobre",645.51
1963-08-01,"ipc_usa",30.75
1963-08-01,"oro_real",353.39338699187
1963-08-01,"plata_real",12.9695070894309
1963-08-01,"cobre_real",6500.96794634146
1963-08-01,"indice_oro_real",23.6140306693855
1963-08-01,"indice_plata_real",73.7027421139118
1963-08-01,"indice_cobre_real",85.5805519540947
1963-09-01,"oro",35.09
1963-09-01,"plata",1.2926
1963-09-01,"cobre",645.51
1963-09-01,"ipc_usa",30.72
1963-09-01,"oro_real",353.738497721354
1963-09-01,"plata_real",13.0305609049479
1963-09-01,"cobre_real",6507.31654785156
1963-09-01,"indice_oro_real",23.637091246211
1963-09-01,"indice_plata_real",74.0496969819027
1963-09-01,"indice_cobre_real",85.6641267118624
1963-10-01,"oro",35.09
1963-10-01,"plata",1.293
1963-10-01,"cobre",645.51
1963-10-01,"ipc_usa",30.75
1963-10-01,"oro_real",353.39338699187
1963-10-01,"plata_real",13.0218765853659
1963-10-01,"cobre_real",6500.96794634146
1963-10-01,"indice_oro_real",23.6140306693855
1963-10-01,"indice_plata_real",74.0003459801894
1963-10-01,"indice_cobre_real",85.5805519540947
1963-11-01,"oro",35.09
1963-11-01,"plata",1.293
1963-11-01,"cobre",645.73
1963-11-01,"ipc_usa",30.78
1963-11-01,"oro_real",353.048948992853
1963-11-01,"plata_real",13.0091846978557
1963-11-01,"cobre_real",6496.84519330734
1963-11-01,"indice_oro_real",23.5910150449514
1963-11-01,"indice_plata_real",73.9282208866415
1963-11-01,"indice_cobre_real",85.5262788853544
1963-12-01,"oro",35.09
1963-12-01,"plata",1.293
1963-12-01,"cobre",650.14
1963-12-01,"ipc_usa",30.88
1963-12-01,"oro_real",351.905655764249
1963-12-01,"plata_real",12.9670565090674
1963-12-01,"cobre_real",6520.03257448187
1963-12-01,"indice_oro_real",23.5146192708421
1963-12-01,"indice_plata_real",73.6888160262573
1963-12-01,"indice_cobre_real",85.8315240266418
1964-01-01,"oro",35.1
1964-01-01,"plata",1.293
1964-01-01,"cobre",655.65
1964-01-01,"ipc_usa",30.94
1964-01-01,"oro_real",351.323319327731
1964-01-01,"plata_real",12.941910310278
1964-01-01,"cobre_real",6562.53943923723
1964-01-01,"indice_oro_real",23.4757070812596
1964-01-01,"indice_plata_real",73.5459159305373
1964-01-01,"indice_cobre_real",86.3910962284474
1964-02-01,"oro",35.1
1964-02-01,"plata",1.293
1964-02-01,"cobre",693.79
1964-02-01,"ipc_usa",30.91
1964-02-01,"oro_real",351.664299579424
1964-02-01,"plata_real",12.9544712067292
1964-02-01,"cobre_real",6951.030609835
1964-02-01,"indice_oro_real",23.4984916562333
1964-02-01,"indice_plata_real",73.617296631861
1964-02-01,"indice_cobre_real",91.5053021564678
1964-03-01,"oro",35.1
1964-03-01,"plata",1.293
1964-03-01,"cobre",745.16
1964-03-01,"ipc_usa",30.94
1964-03-01,"oro_real",351.323319327731
1964-03-01,"plata_real",12.941910310278
1964-03-01,"cobre_real",7458.46394957983
1964-03-01,"indice_oro_real",23.4757070812596
1964-03-01,"indice_plata_real",73.5459159305373
1964-03-01,"indice_cobre_real",98.185295913353
1964-04-01,"oro",35.1
1964-04-01,"plata",1.293
1964-04-01,"cobre",861.56
1964-04-01,"ipc_usa",30.95
1964-04-01,"oro_real",351.209806138934
1964-04-01,"plata_real",12.9377287560582
1964-04-01,"cobre_real",8620.74987399031
1964-04-01,"indice_oro_real",23.4681220385839
1964-04-01,"indice_plata_real",73.5221531144047
1964-04-01,"indice_cobre_real",113.485951409663
1964-05-01,"oro",35.1
1964-05-01,"plata",1.293
1964-05-01,"cobre",828.28
1964-05-01,"ipc_usa",30.98
1964-05-01,"oro_real",350.869706262105
1964-05-01,"plata_real",12.92520029051
1964-05-01,"cobre_real",8279.72536475145
1964-05-01,"indice_oro_real",23.4453962909674
1964-05-01,"indice_plata_real",73.450956710485
1964-05-01,"indice_cobre_real",108.996609826774
1964-06-01,"oro",35.1
1964-06-01,"plata",1.293
1964-06-01,"cobre",808.43
1964-06-01,"ipc_usa",31.01
1964-06-01,"oro_real",350.530264430829
1964-06-01,"plata_real",12.9126960657852
1964-06-01,"cobre_real",8073.48095936795
1964-06-01,"indice_oro_real",23.4227145144847
1964-06-01,"indice_plata_real",73.3798980616196
1964-06-01,"indice_cobre_real",106.281551054627
1964-07-01,"oro",35.1
1964-07-01,"plata",1.293
1964-07-01,"cobre",854.95
1964-07-01,"ipc_usa",31.02
1964-07-01,"oro_real",350.417263056093
1964-07-01,"plata_real",12.9085333655706
1964-07-01,"cobre_real",8535.30595583495
1964-07-01,"indice_oro_real",23.4151636716367
1964-07-01,"indice_plata_real",73.3562423884856
1964-07-01,"indice_cobre_real",112.361143882967
1964-08-01,"oro",35.1
1964-08-01,"plata",1.293
1964-08-01,"cobre",999.33
1964-08-01,"ipc_usa",31.05
1964-08-01,"oro_real",350.078695652174
1964-08-01,"plata_real",12.896061352657
1964-08-01,"cobre_real",9967.06959903382
1964-08-01,"indice_oro_real",23.3925403250941
1964-08-01,"indice_plata_real",73.285366791975
1964-08-01,"indice_cobre_real",131.20927909362
1964-09-01,"oro",35.1
1964-09-01,"plata",1.293
1964-09-01,"cobre",1162.05
1964-09-01,"ipc_usa",31.08
1964-09-01,"oro_real",349.740781853282
1964-09-01,"plata_real",12.8836134169884
1964-09-01,"cobre_real",11578.811269305
1964-09-01,"indice_oro_real",23.3699606529656
1964-09-01,"indice_plata_real",73.2146280209403
1964-09-01,"indice_cobre_real",152.426695159615
1964-10-01,"oro",35.1
1964-10-01,"plata",1.293
1964-10-01,"cobre",1358.27
1964-10-01,"ipc_usa",31.12
1964-10-01,"oro_real",349.291243573265
1964-10-01,"plata_real",12.8670535025707
1964-10-01,"cobre_real",13516.5759945373
1964-10-01,"indice_oro_real",23.3399221431289
1964-10-01,"indice_plata_real",73.1205218152579
1964-10-01,"indice_cobre_real",177.93596948789
1964-11-01,"oro",35.1
1964-11-01,"plata",1.293
1964-11-01,"cobre",1400.37
1964-11-01,"ipc_usa",31.21
1964-11-01,"oro_real",348.283995514258
1964-11-01,"plata_real",12.8299488945851
1964-11-01,"cobre_real",13895.3407065043
1964-11-01,"indice_oro_real",23.272617016795
1964-11-01,"indice_plata_real",72.9096648154702
1964-11-01,"indice_cobre_real",182.922133606591
1964-12-01,"oro",35.1
1964-12-01,"plata",1.293
1964-12-01,"cobre",1269.2
1964-12-01,"ipc_usa",31.25
1964-12-01,"oro_real",347.838192
1964-12-01,"plata_real",12.81352656
1964-12-01,"cobre_real",12577.670464
1964-12-01,"indice_oro_real",23.2428280670135
1964-12-01,"indice_plata_real",72.8163404445064
1964-12-01,"indice_cobre_real",165.575955686968
1965-01-01,"oro",35.12
1965-01-01,"plata",1.293
1965-01-01,"cobre",1000.68
1965-01-01,"ipc_usa",31.28
1965-01-01,"oro_real",347.702595907928
1965-01-01,"plata_real",12.8012373721228
1965-01-01,"cobre_real",9907.14788363171
1965-01-01,"indice_oro_real",23.23376742696
1965-01-01,"indice_plata_real",72.7465038008575
1965-01-01,"indice_cobre_real",130.420452949501
1965-02-01,"oro",35.12
1965-02-01,"plata",1.293
1965-02-01,"cobre",1179.91
1965-02-01,"ipc_usa",31.28
1965-02-01,"oro_real",347.702595907928
1965-02-01,"plata_real",12.8012373721228
1965-02-01,"cobre_real",11681.5993718031
1965-02-01,"indice_oro_real",23.23376742696
1965-02-01,"indice_plata_real",72.7465038008575
1965-02-01,"indice_cobre_real",153.779826357723
1965-03-01,"oro",35.12
1965-03-01,"plata",1.293
1965-03-01,"cobre",1237.23
1965-03-01,"ipc_usa",31.31
1965-03-01,"oro_real",347.36944107314
1965-03-01,"plata_real",12.7889717342702
1965-03-01,"cobre_real",12237.3546007665
1965-03-01,"indice_oro_real",23.2115057526448
1965-03-01,"indice_plata_real",72.6768009866121
1965-03-01,"indice_cobre_real",161.095942917386
1965-04-01,"oro",35.12
1965-04-01,"plata",1.293
1965-04-01,"cobre",1348.34
1965-04-01,"ipc_usa",31.38
1965-04-01,"oro_real",346.594557042702
1965-04-01,"plata_real",12.7604431166348
1965-04-01,"cobre_real",13306.5861344806
1965-04-01,"indice_oro_real",23.1597273777982
1965-04-01,"indice_plata_real",72.5146793782927
1965-04-01,"indice_cobre_real",175.171604507668
1965-05-01,"oro",35.12
1965-05-01,"plata",1.293
1965-05-01,"cobre",1378.55
1965-05-01,"ipc_usa",31.48
1965-05-01,"oro_real",345.493557814485
1965-05-01,"plata_real",12.7199080368488
1965-05-01,"cobre_real",13561.507520648
1965-05-01,"indice_oro_real",23.0861577228497
1965-05-01,"indice_plata_real",72.2843277919576
1965-05-01,"indice_cobre_real",178.527460606818
1965-06-01,"oro",35.12
1965-06-01,"plata",1.293
1965-06-01,"cobre",1308.88
1965-06-01,"ipc_usa",31.61
1965-06-01,"oro_real",344.072673204682
1965-06-01,"plata_real",12.6675958557419
1965-06-01,"cobre_real",12823.1731350838
1965-06-01,"indice_oro_real",22.9912130691334
1965-06-01,"indice_plata_real",71.9870496327372
1965-06-01,"indice_cobre_real",168.807821198531
1965-07-01,"oro",35.12
1965-07-01,"plata",1.293
1965-07-01,"cobre",1134.06
1965-07-01,"ipc_usa",31.58
1965-07-01,"oro_real",344.399531348955
1965-07-01,"plata_real",12.6796296706776
1965-07-01,"cobre_real",11121.0060512983
1965-07-01,"indice_oro_real",23.0130539935183
1965-07-01,"indice_plata_real",72.0554350503744
1965-07-01,"indice_cobre_real",146.400019814056
1965-08-01,"oro",35.12
1965-08-01,"plata",1.293
1965-08-01,"cobre",1209.9
1965-08-01,"ipc_usa",31.55
1965-08-01,"oro_real",344.727011093502
1965-08-01,"plata_real",12.6916863708399
1965-08-01,"cobre_real",11876.0025832013
1965-08-01,"indice_oro_real",23.034936453734
1965-08-01,"indice_plata_real",72.123950519519
1965-08-01,"indice_cobre_real",156.339004355589
1965-09-01,"oro",35.12
1965-09-01,"plata",1.293
1965-09-01,"cobre",1327.84
1965-09-01,"ipc_usa",31.62
1965-09-01,"oro_real",343.963858317521
1965-09-01,"plata_real",12.663589658444
1965-09-01,"cobre_real",13004.8112080961
1965-09-01,"indice_oro_real",22.9839419707561
1965-09-01,"indice_plata_real",71.9642833298806
1965-09-01,"indice_cobre_real",171.198955360794
1965-10-01,"oro",35.12
1965-10-01,"plata",1.293
1965-10-01,"cobre",1401.92
1965-10-01,"ipc_usa",31.65
1965-10-01,"oro_real",343.637826224329
1965-10-01,"plata_real",12.6515862559242
