"fecha","variable","valor"
1960-01-01,"oro",35.27
1960-01-01,"plata",0.9137
1960-01-01,"cobre",715.4
1960-01-01,"ipc_usa",29.37
1960-01-01,"oro_real",371.896150834185
1960-01-01,"plata_real",9.634292969016
1960-01-01,"cobre_real",7543.36564521621
1960-01-01,"indice_oro_real",24.8504002476619
1960-01-01,"indice_plata_real",54.7494831722566
1960-01-01,"indice_cobre_real",99.3029654718514
1960-02-01,"oro",35.27
1960-02-01,"plata",0.9137
1960-02-01,"cobre",728.19
1960-02-01,"ipc_usa",29.41
1960-02-01,"oro_real",371.390341720503
1960-02-01,"plata_real",9.62118954437266
1960-02-01,"cobre_real",7667.78375212513
1960-02-01,"indice_oro_real",24.8166016754107
1960-02-01,"indice_plata_real",54.6750194073165
1960-02-01,"indice_cobre_real",100.940840069947
1960-03-01,"oro",35.27
1960-03-01,"plata",0.9137
1960-03-01,"cobre",684.94
1960-03-01,"ipc_usa",29.41
1960-03-01,"oro_real",371.390341720503
1960-03-01,"plata_real",9.62118954437266
1960-03-01,"cobre_real",7212.36463447807
1960-03-01,"indice_oro_real",24.8166016754107
1960-03-01,"indice_plata_real",54.6750194073165
1960-03-01,"indice_cobre_real",94.9455760138285
1960-04-01,"oro",35.27
1960-04-01,"plata",0.9137
1960-04-01,"cobre",723.11
1960-04-01,"ipc_usa",29.54
1960-04-01,"oro_real",369.755922477996
1960-04-01,"plata_real",9.57884849356804
1960-04-01,"cobre_real",7580.78267941774
1960-04-01,"indice_oro_real",24.7073884656002
1960-04-01,"indice_plata_real",54.4344049007846
1960-04-01,"indice_cobre_real",99.795533727207
1960-05-01,"oro",35.27
1960-05-01,"plata",0.9137
1960-05-01,"cobre",684.75
1960-05-01,"ipc_usa",29.57
1960-05-01,"oro_real",369.380789651674
1960-05-01,"plata_real",9.56913035170781
1960-05-01,"cobre_real",7171.34946736557
1960-05-01,"indice_oro_real",24.6823217880903
1960-05-01,"indice_plata_real",54.3791789235434
1960-05-01,"indice_cobre_real",94.4056409350911
1960-06-01,"oro",35.27
1960-06-01,"plata",0.9137
1960-06-01,"cobre",691.59
1960-06-01,"ipc_usa",29.61
1960-06-01,"oro_real",368.881795001689
1960-06-01,"plata_real",9.55620346166836
1960-06-01,"cobre_real",7233.19990374873
1960-06-01,"indice_oro_real",24.6489785637903
1960-06-01,"indice_plata_real",54.3057183643761
1960-06-01,"indice_cobre_real",95.2198572991714
1960-07-01,"oro",35.27
1960-07-01,"plata",0.9137
1960-07-01,"cobre",702.39
1960-07-01,"ipc_usa",29.55
1960-07-01,"oro_real",369.63079357022
1960-07-01,"plata_real",9.57560692047377
1960-07-01,"cobre_real",7361.07096954315
1960-07-01,"indice_oro_real",24.6990272512294
1960-07-01,"indice_plata_real",54.4159837823749
1960-07-01,"indice_cobre_real",96.9031876093605
1960-08-01,"oro",35.27
1960-08-01,"plata",0.9137
1960-08-01,"cobre",675.94
1960-08-01,"ipc_usa",29.61
1960-08-01,"oro_real",368.881795001689
1960-08-01,"plata_real",9.55620346166836
1960-08-01,"cobre_real",7069.5197196893
1960-08-01,"indice_oro_real",24.6489785637903
1960-08-01,"indice_plata_real",54.3057183643761
1960-08-01,"indice_cobre_real",93.0651257866683
1960-09-01,"oro",35.27
1960-09-01,"plata",0.9137
1960-09-01,"cobre",647.06
1960-09-01,"ipc_usa",29.61
1960-09-01,"oro_real",368.881795001689
1960-09-01,"plata_real",9.55620346166836
1960-09-01,"cobre_real",6767.46964201283
1960-09-01,"indice_oro_real",24.6489785637903
1960-09-01,"indice_plata_real",54.3057183643761
1960-09-01,"indice_cobre_real",89.0888544715826
1960-10-01,"oro",35.27
1960-10-01,"plata",0.9137
1960-10-01,"cobre",612.66
1960-10-01,"ipc_usa",29.75
1960-10-01,"oro_real",367.145880672269
1960-10-01,"plata_real",9.51123309243697
1960-10-01,"cobre_real",6377.53317983193
1960-10-01,"indice_oro_real",24.5329833705489
1960-10-01,"indice_plata_real",54.0501620426614
1960-10-01,"indice_cobre_real",83.9556223227842
1960-11-01,"oro",35.27
1960-11-01,"plata",0.9137
1960-11-01,"cobre",642.13
1960-11-01,"ipc_usa",29.78
1960-11-01,"oro_real",366.776022498321
1960-11-01,"plata_real",9.50165159503022
1960-11-01,"cobre_real",6677.56981363331
1960-11-01,"indice_oro_real",24.5082691495577
1960-11-01,"indice_plata_real",53.9957125845929
1960-11-01,"indice_cobre_real",87.9053881021434
1960-12-01,"oro",35.27
1960-12-01,"plata",0.9137
1960-12-01,"cobre",636.91
1960-12-01,"ipc_usa",29.81
1960-12-01,"oro_real",366.406908755451
1960-12-01,"plata_real",9.49208938275746
1960-12-01,"cobre_real",6616.62104495136
1960-12-01,"indice_oro_real",24.4836046720506
1960-12-01,"indice_plata_real",53.9413727195296
1960-12-01,"indice_cobre_real",87.1030415427115
1961-01-01,"oro",35.25
1961-01-01,"plata",0.9137
1961-01-01,"cobre",606.71
1961-01-01,"ipc_usa",29.84
1961-01-01,"oro_real",365.830973525469
1961-01-01,"plata_real",9.48254639745308
1961-01-01,"cobre_real",6296.54779993298
1961-01-01,"indice_oro_real",24.4451202162431
1961-01-01,"indice_plata_real",53.8871421169295
1961-01-01,"indice_cobre_real",82.889508234979
1961-02-01,"oro",35.25
1961-02-01,"plata",0.9137
1961-02-01,"cobre",616.63
1961-02-01,"ipc_usa",29.84
1961-02-01,"oro_real",365.830973525469
1961-02-01,"plata_real",9.48254639745308
1961-02-01,"cobre_real",6399.49938170241
1961-02-01,"indice_oro_real",24.4451202162431
1961-02-01,"indice_plata_real",53.8871421169295
1961-02-01,"indice_cobre_real",84.2447915197295
1961-03-01,"oro",35.25
1961-03-01,"plata",0.9137
1961-03-01,"cobre",621.26
1961-03-01,"ipc_usa",29.84
1961-03-01,"oro_real",365.830973525469
1961-03-01,"plata_real",9.48254639745308
1961-03-01,"cobre_real",6447.55037198391
1961-03-01,"indice_oro_real",24.4451202162431
1961-03-01,"indice_plata_real",53.8871421169295
1961-03-01,"indice_cobre_real",84.877348133479
1961-04-01,"oro",35.25
1961-04-01,"plata",0.9137
1961-04-01,"cobre",631.84
1961-04-01,"ipc_usa",29.81
1961-04-01,"oro_real",366.199136195907
1961-04-01,"plata_real",9.49208938275746
1961-04-01,"cobre_real",6563.95070110701
1961-04-01,"indice_oro_real",24.4697211423245
1961-04-01,"indice_plata_real",53.9413727195296
1961-04-01,"indice_cobre_real",86.409674472605
1961-05-01,"oro",35.25
1961-05-01,"plata",0.9137
1961-05-01,"cobre",668.44
1961-05-01,"ipc_usa",29.84
1961-05-01,"oro_real",365.830973525469
1961-05-01,"plata_real",9.48254639745308
1961-05-01,"cobre_real",6937.19307640751
1961-05-01,"indice_oro_real",24.4451202162431
1961-05-01,"indice_plata_real",53.8871421169295
1961-05-01,"indice_cobre_real",91.3231410139759
1961-06-01,"oro",35.25
1961-06-01,"plata",0.9137
1961-06-01,"cobre",652.12
1961-06-01,"ipc_usa",29.84
1961-06-01,"oro_real",365.830973525469
1961-06-01,"plata_real",9.48254639745308
1961-06-01,"cobre_real",6767.82111930295
1961-06-01,"indice_oro_real",24.4451202162431
1961-06-01,"indice_plata_real",53.8871421169295
1961-06-01,"indice_cobre_real",89.0934814164831
1961-07-01,"oro",35.25
1961-07-01,"plata",0.9137
1961-07-01,"cobre",633.39
1961-07-01,"ipc_usa",29.92
1961-07-01,"oro_real",364.852815842246
1961-07-01,"plata_real",9.45719199532085
1961-07-01,"cobre_real",6555.86170287433
1961-07-01,"indice_oro_real",24.3797589322424
1961-07-01,"indice_plata_real",53.7430588492372
1961-07-01,"indice_cobre_real",86.3031886478444
1961-08-01,"oro",35.25
1961-08-01,"plata",0.9137
1961-08-01,"cobre",636.47
1961-08-01,"ipc_usa",29.94
1961-08-01,"oro_real",364.609093186373
1961-08-01,"plata_real",9.45087456579826
1961-08-01,"cobre_real",6583.34041249165
1961-08-01,"indice_oro_real",24.3634731881327
1961-08-01,"indice_plata_real",53.7071583423239
1961-08-01,"indice_cobre_real",86.6649260314843
1961-09-01,"oro",35.25
1961-09-01,"plata",0.9137
1961-09-01,"cobre",632.72
1961-09-01,"ipc_usa",29.98
1961-09-01,"oro_real",364.12262341561
1961-09-01,"plata_real",9.43826499332889
1961-09-01,"cobre_real",6535.82032021348
1961-09-01,"indice_oro_real",24.3309668863473
1961-09-01,"indice_plata_real",53.6355010263235
1961-09-01,"indice_cobre_real",86.0393583068558
1961-10-01,"oro",35.25
1961-10-01,"plata",0.9137
1961-10-01,"cobre",630.3
1961-10-01,"ipc_usa",29.98
1961-10-01,"oro_real",364.12262341561
1961-10-01,"plata_real",9.43826499332889
1961-10-01,"cobre_real",6510.82239826551
1961-10-01,"indice_oro_real",24.3309668863473
1961-10-01,"indice_plata_real",53.6355010263235
1961-10-01,"indice_cobre_real",85.7102787027614
1961-11-01,"oro",35.25
1961-11-01,"plata",0.9231
1961-11-01,"cobre",632.28
1961-11-01,"ipc_usa",29.98
1961-11-01,"oro_real",364.12262341561
1961-11-01,"plata_real",9.53536435957305
1961-11-01,"cobre_real",6531.27524349566
1961-11-01,"indice_oro_real",24.3309668863473
1961-11-01,"indice_plata_real",54.1872945139534
1961-11-01,"indice_cobre_real",85.9795256515659
1961-12-01,"oro",35.25
1961-12-01,"plata",1.0332
1961-12-01,"cobre",634.85
1961-12-01,"ipc_usa",30.01
1961-12-01,"oro_real",363.758622125958
1961-12-01,"plata_real",10.6619974008664
1961-12-01,"cobre_real",6551.26698600467
1961-12-01,"indice_oro_real",24.3066440270807
1961-12-01,"indice_plata_real",60.5896923789518
1961-12-01,"indice_cobre_real",86.2427025157753
1962-01-01,"oro",35.23
1962-01-01,"plata",1.0428
1962-01-01,"cobre",635.37
1962-01-01,"ipc_usa",30.04
1962-01-01,"oro_real",363.189166111851
1962-01-01,"plata_real",10.7503168442077
1962-01-01,"cobre_real",6550.08516810919
1962-01-01,"indice_oro_real",24.268592517695
1962-01-01,"indice_plata_real",61.091591573065
1962-01-01,"indice_cobre_real",86.2271447359741
1962-02-01,"oro",35.23
1962-02-01,"plata",1.0247
1962-02-01,"cobre",647.94
1962-02-01,"ipc_usa",30.11
1962-02-01,"oro_real",362.344820657589
1962-02-01,"plata_real",10.5391637163733
1962-02-01,"cobre_real",6664.14144470276
1962-02-01,"indice_oro_real",24.2121726745784
1962-02-01,"indice_plata_real",59.8916566472413
1962-02-01,"indice_cobre_real",87.7286133150031
1962-03-01,"oro",35.23
1962-03-01,"plata",1.015
1962-03-01,"cobre",647.5
1962-03-01,"ipc_usa",30.17
1962-03-01,"oro_real",361.624214451442
1962-03-01,"plata_real",10.4186368909513
1962-03-01,"cobre_real",6646.37180974478
1962-03-01,"indice_oro_real",24.1640211876552
1962-03-01,"indice_plata_real",59.2067302679553
1962-03-01,"indice_cobre_real",87.4946888932434
1962-04-01,"oro",35.23
1962-04-01,"plata",1.015
1962-04-01,"cobre",645.95
1962-04-01,"ipc_usa",30.21
1962-04-01,"oro_real",361.145400529626
1962-04-01,"plata_real",10.404841939755
1962-04-01,"cobre_real",6621.68241476332
1962-04-01,"indice_oro_real",24.1320264558609
1962-04-01,"indice_plata_real",59.1283367157965
1962-04-01,"indice_cobre_real",87.1696708240319
1962-05-01,"oro",35.23
1962-05-01,"plata",1.015
1962-05-01,"cobre",645.73
1962-05-01,"ipc_usa",30.24
1962-05-01,"oro_real",360.787121362434
1962-05-01,"plata_real",10.3945196759259
1962-05-01,"cobre_real",6612.86028604497
1962-05-01,"indice_oro_real",24.1080859534245
1962-05-01,"indice_plata_real",59.0696776515943
1962-05-01,"indice_cobre_real",87.05353386545
1962-06-01,"oro",35.23
1962-06-01,"plata",1.0227
1962-06-01,"cobre",645.51
1962-06-01,"ipc_usa",30.21
1962-06-01,"oro_real",361.145400529626
1962-06-01,"plata_real",10.4837752234359
1962-06-01,"cobre_real",6617.17194141013
1962-06-01,"indice_oro_real",24.1320264558609
1962-06-01,"indice_plata_real",59.5768965115715
1962-06-01,"indice_cobre_real",87.1102936970676
1962-07-01,"oro",35.23
1962-07-01,"plata",1.0355
1962-07-01,"cobre",645.51
1962-07-01,"ipc_usa",30.22
1962-07-01,"oro_real",361.025895102581
1962-07-01,"plata_real",10.6114764228987
1962-07-01,"cobre_real",6614.98227498346
