anio,provincia,sexo,tasa_empleo,geocodigoFundar,geonombreFundar
2023,San Luis,Total,0.704857424208973,AR-D,San Luis
2023,San Luis,Varon,0.790240282029873,AR-D,San Luis
2023,Santa Cruz,Mujer,0.619858350390093,AR-Z,Santa Cruz
2023,Santa Cruz,Total,0.693277901296812,AR-Z,Santa Cruz
2023,Santa Cruz,Varon,0.761746172460886,AR-Z,Santa Cruz
2023,Santa Fe,Mujer,0.614328936315839,AR-S,Santa Fe
2023,Santa Fe,Total,0.715768344083102,AR-S,Santa Fe
2023,Santa Fe,Varon,0.819639996774486,AR-S,Santa Fe
2023,Santiago del Estero,Mujer,0.552189933912984,AR-G,Santiago del Estero
2023,Santiago del Estero,Total,0.678647758970947,AR-G,Santiago del Estero
2023,Santiago del Estero,Varon,0.813163877773736,AR-G,Santiago del Estero
2023,Tierra del Fuego,Mujer,0.608842741717803,AR-V,Tierra del Fuego
2023,Tierra del Fuego,Total,0.700644140580857,AR-V,Tierra del Fuego
2023,Tierra del Fuego,Varon,0.786432583324925,AR-V,Tierra del Fuego
2023,Todas,Mujer,0.610472125134634,,
2023,Todas,Total,0.706267861115704,,
2023,Todas,Varon,0.804514973142019,,
2023,Tucumán,Mujer,0.598329293002388,AR-T,Tucumán
2023,Tucumán,Total,0.700480664846561,AR-T,Tucumán
2023,Tucumán,Varon,0.807100236973536,AR-T,Tucumán
