anio,edad,reg_desc_fundar,tasa_actividad
2016,17,Noroeste,0.0412359581397051
2016,17,Pampeana,0.0439040504141892
2016,17,Partidos del GBA,0.0600748053446317
2016,17,Patagonia,0.0288069552310017
2016,17,Todas,0.0451905847191662
2016,18,CABA,0.0712383284861473
2016,18,Cuyo,0.0649260034519481
2016,18,Noreste,0.0775266274358833
2016,18,Noroeste,0.0844129513384696
2016,18,Pampeana,0.0892383140180162
2016,18,Partidos del GBA,0.130252141378239
2016,18,Patagonia,0.0579431956712364
2016,18,Todas,0.0959581255354222
2016,19,CABA,0.186594858042584
2016,19,Cuyo,0.113092764200536
2016,19,Noreste,0.133783197781251
2016,19,Noroeste,0.144235200422366
2016,19,Pampeana,0.14673214714647
2016,19,Partidos del GBA,0.216820719070663
2016,19,Patagonia,0.114857895488519
2016,19,Todas,0.16493363792324
2016,20,CABA,0.320202323050614
2016,20,Cuyo,0.190224182981785
2016,20,Noreste,0.194683191995491
2016,20,Noroeste,0.219698704360739
2016,20,Pampeana,0.231982220114723
2016,20,Partidos del GBA,0.325731716530303
2016,20,Patagonia,0.197880383643957
2016,20,Todas,0.256128255219238
2016,21,CABA,0.478427453830369
2016,21,Cuyo,0.285934031606897
2016,21,Noreste,0.27328017607663
2016,21,Noroeste,0.292523683830325
2016,21,Pampeana,0.338174445137919
2016,21,Partidos del GBA,0.453519238011261
2016,21,Patagonia,0.283857767585129
2016,21,Todas,0.362717112131595
2016,22,CABA,0.567460863540811
2016,22,Cuyo,0.361496318287467
2016,22,Noreste,0.355417681521954
2016,22,Noroeste,0.371673856500827
2016,22,Pampeana,0.427564623061702
2016,22,Partidos del GBA,0.551194627508161
2016,22,Patagonia,0.393152698526603
2016,22,Todas,0.454687960639265
2016,23,CABA,0.656477484007185
2016,23,Cuyo,0.42216416829423
2016,23,Noreste,0.4332289798689
2016,23,Noroeste,0.449218407259461
2016,23,Pampeana,0.515062038491684
2016,23,Partidos del GBA,0.633000198005357
2016,23,Patagonia,0.474955565363648
2016,23,Todas,0.536210253742676
2016,24,CABA,0.718463054374783
2016,24,Cuyo,0.488748663529083
2016,24,Noreste,0.502999438359044
2016,24,Noroeste,0.499009741871139
2016,24,Pampeana,0.584628910075662
2016,24,Partidos del GBA,0.682179239779204
2016,24,Patagonia,0.536151503662847
2016,24,Todas,0.595690266520885
2016,25,CABA,0.748611415217012
2016,25,Cuyo,0.542399525880687
2016,25,Noreste,0.560651424734682
2016,25,Noroeste,0.546638165088023
2016,25,Pampeana,0.640833703422327
2016,25,Partidos del GBA,0.712302480839614
2016,25,Patagonia,0.607857320731895
2016,25,Todas,0.642723370365946
2016,26,CABA,0.772503904947437
2016,26,Cuyo,0.577841575700561
2016,26,Noreste,0.594105002469582
2016,26,Noroeste,0.596536300984929
2016,26,Pampeana,0.667806104034727
2016,26,Partidos del GBA,0.725202125442801
2016,26,Patagonia,0.652482186455266
2016,26,Todas,0.671317660971985
2016,27,CABA,0.812564277588168
2016,27,Cuyo,0.623020687013153
2016,27,Noreste,0.628318955125316
2016,27,Noroeste,0.65429263055486
2016,27,Pampeana,0.7140688647426
2016,27,Partidos del GBA,0.752852788686051
2016,27,Patagonia,0.683867773855339
2016,27,Todas,0.710461789743455
2016,28,CABA,0.838433085212551
2016,28,Cuyo,0.679385330971451
2016,28,Noreste,0.643407254470917
2016,28,Noroeste,0.683554525128387
2016,28,Pampeana,0.725747327567834
2016,28,Partidos del GBA,0.768151775181397
2016,28,Patagonia,0.710680239507128
2016,28,Todas,0.730608387211724
2016,29,CABA,0.832530570209168
2016,29,Cuyo,0.697273770696728
2016,29,Noreste,0.659612666046164
2016,29,Noroeste,0.727694346289753
2016,29,Pampeana,0.747713566558043
2016,29,Partidos del GBA,0.798339619364433
2016,29,Patagonia,0.736967902155791
2016,29,Todas,0.755258392040974
2016,30,CABA,0.862193892453666
2016,30,Cuyo,0.725959016532142
2016,30,Noreste,0.679694825333985
2016,30,Noroeste,0.754552894428066
2016,30,Pampeana,0.744434121690194
2016,30,Partidos del GBA,0.804211828529169
2016,30,Patagonia,0.756218321757087
2016,30,Todas,0.765636407623065
2016,31,CABA,0.8786123936024
2016,31,Cuyo,0.744847520823713
2016,31,Noreste,0.68603964878806
2016,31,Noroeste,0.767881470235392
2016,31,Pampeana,0.77903594419245
2016,31,Partidos del GBA,0.799962971799897
2016,31,Patagonia,0.772637256141238
2016,31,Todas,0.780544616636362
2016,32,CABA,0.903010095140589
2016,32,Cuyo,0.750785243222569
2016,32,Noreste,0.697478133009937
2016,32,Noroeste,0.777357995892561
2016,32,Pampeana,0.788519995310436
2016,32,Partidos del GBA,0.792551969565188
2016,32,Patagonia,0.763334956899969
2016,32,Todas,0.785930495478703
2016,33,CABA,0.884022505684227
2016,33,Cuyo,0.765191551558565
2016,33,Noreste,0.719867262897493
2016,33,Noroeste,0.790970639151226
2016,33,Pampeana,0.81313670321141
2016,33,Partidos del GBA,0.791198530036815
2016,33,Patagonia,0.784819450503997
2016,33,Todas,0.796850280346078
2016,34,CABA,0.913255207823003
2016,34,Cuyo,0.774523047315927
2016,34,Noreste,0.735975447938158
2016,34,Noroeste,0.798543448166228
2016,34,Pampeana,0.822101733914435
2016,34,Partidos del GBA,0.784189804800182
2016,34,Patagonia,0.798944793131438
2016,34,Todas,0.803895023556849
2016,35,CABA,0.925809806835067
2016,35,Cuyo,0.784272665373399
2016,35,Noreste,0.722975771140343
2016,35,Noroeste,0.79508139731225
2016,35,Pampeana,0.85335274679175
2016,35,Partidos del GBA,0.779820359587553
2016,35,Patagonia,0.798822351482788
2016,35,Todas,0.812281014087068
2016,36,CABA,0.911656741578638
2016,36,Cuyo,0.789717351820416
2016,36,Noreste,0.749649245018298
2016,36,Noroeste,0.78998970401358
2016,36,Pampeana,0.846592228037186
2016,36,Partidos del GBA,0.800280909171828
2016,36,Patagonia,0.810038718596055
2016,36,Todas,0.817774959992106
2016,37,CABA,0.889859027763528
2016,37,Cuyo,0.805323161218197
2016,37,Noreste,0.758731393625455
2016,37,Noroeste,0.790938432864092
2016,37,Pampeana,0.841296830658431
2016,37,Partidos del GBA,0.816734070824457
2016,37,Patagonia,0.825188944533571
2016,37,Todas,0.822047527346456
2016,38,CABA,0.914792935693553
2016,38,Cuyo,0.804106093322402
2016,38,Noreste,0.767266560356393
2016,38,Noroeste,0.784660620681005
2016,38,Pampeana,0.835162605654906
2016,38,Partidos del GBA,0.827364520300841
2016,38,Patagonia,0.817977223260144
2016,38,Todas,0.824308450555809
2016,39,CABA,0.918622740000691
2016,39,Cuyo,0.812624429756203
2016,39,Noreste,0.753907412920512
2016,39,Noroeste,0.779442644501189
2016,39,Pampeana,0.827282103862656
2016,39,Partidos del GBA,0.832199698942564
2016,39,Patagonia,0.814033655925112
2016,39,Todas,0.822625524315794
2016,40,CABA,0.917213057839763
2016,40,Cuyo,0.810665591315815
2016,40,Noreste,0.77121128779124
2016,40,Noroeste,0.789543362255082
2016,40,Pampeana,0.840263676428561
2016,40,Partidos del GBA,0.849126444177023
2016,40,Patagonia,0.821404096323797
2016,40,Todas,0.8336540222701
2016,41,CABA,0.931306098082826
2016,41,Cuyo,0.804219144309156
2016,41,Noreste,0.767806305149083
2016,41,Noroeste,0.796488440354246
2016,41,Pampeana,0.843809739754571
2016,41,Partidos del GBA,0.828942344893808
2016,41,Patagonia,0.799364447148925
2016,41,Todas,0.828852139580595
2016,42,CABA,0.932293137531771
2016,42,Cuyo,0.800830934917835
2016,42,Noreste,0.753785630200525
2016,42,Noroeste,0.793389583448312
2016,42,Pampeana,0.827944060467103
2016,42,Partidos del GBA,0.819518048573678
2016,42,Patagonia,0.809177118773168
2016,42,Todas,0.820496276476062
2016,43,CABA,0.9257584948535
2016,43,Cuyo,0.789665129185885
2016,43,Noreste,0.735523099037846
2016,43,Noroeste,0.804910794515528
2016,43,Pampeana,0.830197361253663
2016,43,Partidos del GBA,0.815446013887449
2016,43,Patagonia,0.80616998005533
2016,43,Todas,0.819276961332937
2016,44,CABA,0.92604255810152
2016,44,Cuyo,0.768214942100325
2016,44,Noreste,0.749227876292125
2016,44,Noroeste,0.813363312635188
2016,44,Pampeana,0.8213210189838
2016,44,Partidos del GBA,0.804434012875537
2016,44,Patagonia,0.811530570647634
2016,44,Todas,0.814473155058304
2016,45,CABA,0.907945440671499
2016,45,Cuyo,0.755351618462305
2016,45,Noreste,0.762070532083176
2016,45,Noroeste,0.818426757382673
2016,45,Pampeana,0.804009242415615
2016,45,Partidos del GBA,0.792139426091413
2016,45,Patagonia,0.818934092352031
2016,45,Todas,0.805728123718304
2016,46,CABA,0.909717814481992
2016,46,Cuyo,0.758938038084736
2016,46,Noreste,0.732462266033229
2016,46,Noroeste,0.814768543143294
2016,46,Pampeana,0.794342648089048
2016,46,Partidos del GBA,0.813214462926684
2016,46,Patagonia,0.840904113520167
2016,46,Todas,0.808631346241473
2016,47,CABA,0.9023151786254
2016,47,Cuyo,0.769482253894314
2016,47,Noreste,0.735861914933827
2016,47,Noroeste,0.818529670320337
2016,47,Pampeana,0.821019592804132
2016,47,Partidos del GBA,0.813339694216791
2016,47,Patagonia,0.835876484998349
2016,47,Todas,0.816455030517233
2016,48,CABA,0.886593111198021
2016,48,Cuyo,0.775448848238482
2016,48,Noreste,0.755065677702731
2016,48,Noroeste,0.809926350386316
2016,48,Pampeana,0.813708797553536
2016,48,Partidos del GBA,0.804349303339513
2016,48,Patagonia,0.832852265417539
2016,48,Todas,0.810295815514598
2016,49,CABA,0.849436188836952
2016,49,Cuyo,0.805651523003397
2016,49,Noreste,0.723556511056511
2016,49,Noroeste,0.803930129097887
2016,49,Pampeana,0.823859665393648
2016,49,Partidos del GBA,0.799884865894608
2016,49,Patagonia,0.830117862844333
2016,49,Todas,0.807316459555941
2016,50,CABA,0.857169055842528
2016,50,Cuyo,0.8173783895065
2016,50,Noreste,0.706154277175943
2016,50,Noroeste,0.795376138992929
2016,50,Pampeana,0.822882707745433
2016,50,Partidos del GBA,0.797205010303285
2016,50,Patagonia,0.798500128383344
2016,50,Todas,0.803128284635036
2016,51,CABA,0.835406870935483
2016,51,Cuyo,0.821941784037559
2016,51,Noreste,0.716168939220217
2016,51,Noroeste,0.780398414079876
2016,51,Pampeana,0.804559373177796
2016,51,Partidos del GBA,0.767834948323685
2016,51,Patagonia,0.790111349296581
2016,51,Todas,0.785654531194404
2016,52,CABA,0.846613116085478
2016,52,Cuyo,0.789729005117722
2016,52,Noreste,0.708892276147132
2016,52,Noroeste,0.77011460185734
2016,52,Pampeana,0.780759863293158
2016,52,Partidos del GBA,0.771645250897269
2016,52,Patagonia,0.763817417437987
2016,52,Todas,0.775026973618061
2016,53,CABA,0.862770126392012
2016,53,Cuyo,0.7732823293471
2016,53,Noreste,0.688593354042344
2016,53,Noroeste,0.750720125694667
2016,53,Pampeana,0.768250108384211
2016,53,Partidos del GBA,0.774192025307491
2016,53,Patagonia,0.758528495158204
2016,53,Todas,0.768216300706031
2016,54,CABA,0.878697410861154
2016,54,Cuyo,0.732767864405777
2016,54,Noreste,0.681760242487504
2016,54,Noroeste,0.742986601705238
2016,54,Pampeana,0.769780752309118
2016,54,Partidos del GBA,0.76675229100914
2016,54,Patagonia,0.741652035713394
2016,54,Todas,0.762867332109263
2016,55,CABA,0.867512896177325
2016,55,Cuyo,0.717037092376079
2016,55,Noreste,0.661297134883423
2016,55,Noroeste,0.738221709578571
2016,55,Pampeana,0.752703570833313
2016,55,Partidos del GBA,0.75978980776723
2016,55,Patagonia,0.732374171858005
2016,55,Todas,0.751543768678515
2016,56,CABA,0.886276343475502
2016,56,Cuyo,0.70481046229823
2016,56,Noreste,0.639495605575654
2016,56,Noroeste,0.727363814519575
2016,56,Pampeana,0.757223591399677
2016,56,Partidos del GBA,0.747084424195029
2016,56,Patagonia,0.707427078798433
2016,56,Todas,0.745379364454386
2016,57,CABA,0.868080106982561
2016,57,Cuyo,0.702328926692361
2016,57,Noreste,0.608574143113516
2016,57,Noroeste,0.730283146257068
2016,57,Pampeana,0.731423742085812
2016,57,Partidos del GBA,0.728019266076921
2016,57,Patagonia,0.672726936450396
2016,57,Todas,0.726883644429425
2016,58,CABA,0.866175878950641
2016,58,Cuyo,0.696279726673796
2016,58,Noreste,0.585933922145895
2016,58,Noroeste,0.718940871904187
2016,58,Pampeana,0.737985574543016
2016,58,Partidos del GBA,0.715667804179968
2016,58,Patagonia,0.646268252062435
2016,58,Todas,0.721680997139115
2016,59,CABA,0.851190227386725
2016,59,Cuyo,0.697184461322626
2016,59,Noreste,0.579283226876865
2016,59,Noroeste,0.691863665759838
2016,59,Pampeana,0.699377959793718
2016,59,Partidos del GBA,0.705598901858357
2016,59,Patagonia,0.622310733521038
2016,59,Todas,0.701210955279254
2016,60,CABA,0.796472759173549
2016,60,Cuyo,0.660365434595423
2016,60,Noreste,0.540360293173746
2016,60,Noroeste,0.652178209582458
2016,60,Pampeana,0.653745475990834
2016,60,Partidos del GBA,0.703698329084697
2016,60,Patagonia,0.586834761418128
2016,60,Todas,0.670895624128642
2016,61,CABA,0.773243345201982
2016,61,Cuyo,0.614526258451088
2016,61,Noreste,0.50274172101564
2016,61,Noroeste,0.620817546720381
2016,61,Pampeana,0.628268791765243
2016,61,Partidos del GBA,0.696607903766111
2016,61,Patagonia,0.575588655457987
2016,61,Todas,0.648211130342096
2016,62,CABA,0.7849135534433
2016,62,Cuyo,0.564948355087641
2016,62,Noreste,0.478741906137957
2016,62,Noroeste,0.571003407997086
2016,62,Pampeana,0.584875135992559
2016,62,Partidos del GBA,0.675542056125822
2016,62,Patagonia,0.534773753831263
2016,62,Todas,0.617166088907282
2016,63,CABA,0.75581567289095
2016,63,Cuyo,0.527741701889852
2016,63,Noreste,0.430978718778028
2016,63,Noroeste,0.52076802718528
2016,63,Pampeana,0.49486481159628
2016,63,Partidos del GBA,0.641295851039
2016,63,Patagonia,0.48928997036026
2016,63,Todas,0.561816384957648
2016,64,CABA,0.700762377367785
2016,64,Cuyo,0.481680535823016
2016,64,Noreste,0.393296963375988
2016,64,Noroeste,0.488237039316089
2016,64,Pampeana,0.484677770427069
2016,64,Partidos del GBA,0.610816031830157
2016,64,Patagonia,0.431533486377978
2016,64,Todas,0.530369208514088
2016,65,CABA,0.706020530089072
2016,65,Cuyo,0.416851259332185
2016,65,Noreste,0.367627552969118
2016,65,Noroeste,0.452428445245184
2016,65,Pampeana,0.440717898614885
2016,65,Partidos del GBA,0.545642203223274
2016,65,Patagonia,0.37449810332971
2016,65,Todas,0.482591834983202
2016,66,CABA,0.611474689109408
2016,66,Cuyo,0.370961390151453
2016,66,Noreste,0.348731632154534
2016,66,Noroeste,0.419166666666667
2016,66,Pampeana,0.370485107707717
2016,66,Partidos del GBA,0.485257672027822
2016,66,Patagonia,0.309124051522505
2016,66,Todas,0.424291870919579
2016,67,CABA,0.484115688616667
2016,67,Cuyo,0.294920599930477
2016,67,Noreste,0.34174152629691
2016,67,Noroeste,0.37482414112796
2016,67,Pampeana,0.365956650094784
2016,67,Partidos del GBA,0.412097852115378
2016,67,Patagonia,0.27768657509655
2016,67,Todas,0.379640109687868
2016,68,CABA,0.403085891708646
2016,68,Cuyo,0.25121204711596
2016,68,Noreste,0.310834259577633
2016,68,Noroeste,0.32813668565834
2016,68,Pampeana,0.319996468354989
2016,68,Partidos del GBA,0.340170473240171
2016,68,Patagonia,0.243162786194879
2016,68,Todas,0.324866588221526
2016,69,CABA,0.399779350923968
2016,69,Cuyo,0.199718419896157
2016,69,Noreste,0.293098684937562
2016,69,Noroeste,0.270824328956585
2016,69,Pampeana,0.275761235567866
2016,69,Partidos del GBA,0.253020660022292
2016,69,Patagonia,0.196093298207287
2016,69,Todas,0.272634094747237
2016,70,CABA,0.333222965366532
2016,70,Cuyo,0.159325684463406
2016,70,Noreste,0.268955553831834
2016,70,Noroeste,0.208153469620524
2016,70,Pampeana,0.237758930053023
2016,70,Partidos del GBA,0.230073521450302
2016,70,Patagonia,0.170685948262876
2016,70,Todas,0.235338671091195
2016,71,CABA,0.311691838022691
2016,71,Cuyo,0.143992013958795
2016,71,Noreste,0.225626420112457
2016,71,Noroeste,0.181433379798048
2016,71,Pampeana,0.211413620359343
2016,71,Partidos del GBA,0.182876609763402
2016,71,Patagonia,0.146607064341199
2016,71,Todas,0.202760259767219
2016,72,CABA,0.314523407118127
2016,72,Cuyo,0.164162935143724
2016,72,Noreste,0.170954661046072
2016,72,Noroeste,0.158114701116552
2016,72,Pampeana,0.160695026528559
2016,72,Partidos del GBA,0.163487513154925
2016,72,Patagonia,0.118819289619155
2016,72,Todas,0.172870491105331
2016,73,CABA,0.330281104396535
2016,73,Cuyo,0.143370063142256
2016,73,Noreste,0.156008379356313
2016,73,Noroeste,0.144836078189934
2016,73,Pampeana,0.157290171994873
2016,73,Partidos del GBA,0.155435654393
2016,73,Patagonia,0.108668120734539
2016,73,Todas,0.169391057475538
2016,74,CABA,0.287569347996023
2016,74,Cuyo,0.145802114997645
2016,74,Noreste,0.107364639466256
2016,74,Noroeste,0.134231452709746
2016,74,Pampeana,0.1097463404982
2016,74,Partidos del GBA,0.163978343241917
2016,74,Patagonia,0.109171438261876
2016,74,Todas,0.147889144681332
2016,75,CABA,0.263567972258294
2016,75,Cuyo,0.135246792781039
2016,75,Noreste,0.101295325809049
2016,75,Noroeste,0.124789813767066
2016,75,Pampeana,0.101936749088492
2016,75,Partidos del GBA,0.13371659923513
2016,75,Patagonia,0.0855155927414973
2016,75,Todas,0.13296974057143
2016,76,CABA,0.235357607694994
2016,76,Cuyo,0.13147048366495
2016,76,Noreste,0.0806758686339838
2016,76,Noroeste,0.0968270849951254
2016,76,Pampeana,0.0916615916180912
2016,76,Partidos del GBA,0.140041201081301
2016,76,Patagonia,0.0691663285519941
2016,76,Todas,0.123148473765649
2016,77,CABA,0.232659418427061
2016,77,Cuyo,0.0857384322839637
2016,77,Noreste,0.0628113596699984
2016,77,Noroeste,0.0930075401906388
2016,77,Pampeana,0.0747378306464235
2016,77,Partidos del GBA,0.132510196213705
2016,77,Patagonia,0.0568768818540924
2016,77,Todas,0.110795696851255
2016,78,CABA,0.171475918414537
2016,78,Cuyo,0.056792590478003
2016,78,Noreste,0.0629113158550034
2016,78,Noroeste,0.0700206218698947
2016,78,Pampeana,0.0608737200284042
2016,78,Partidos del GBA,0.11787235219291
2016,78,Patagonia,0.0261525063952539
2016,78,Todas,0.0880365766811689
2016,79,CABA,0.10439923966352
2016,79,Cuyo,0.0315891246728567
2016,79,Noreste,0.0796370589779161
2016,79,Noroeste,0.0632640543200719
2016,79,Pampeana,0.0368255328144732
2016,79,Partidos del GBA,0.0993869104794431
2016,79,Patagonia,0.0347759499353067
2016,79,Todas,0.064819329761801
2016,80,CABA,0.108291157166254
2016,80,Cuyo,0.0223472208980837
2016,80,Noreste,0.0529240539825351
2016,80,Noroeste,0.0498574575612285
2016,80,Pampeana,0.019042868177137
2016,80,Partidos del GBA,0.0842024296021279
2016,80,Patagonia,0.0418227215980025
2016,80,Todas,0.0517615390705407
2016,81,CABA,0.0725171909976811
2016,81,Cuyo,0.0163145593694148
2016,81,Noreste,0.0576691244498024
2016,81,Noroeste,0.0488617231535027
2016,81,Pampeana,0.0181632557011335
2016,81,Partidos del GBA,0.0686804194894926
2016,81,Patagonia,0.0522264826891321
2016,81,Todas,0.0444497045876668
2016,82,CABA,0.0198577497732589
2016,82,Cuyo,0.0137128435221537
2016,82,Noreste,0.0602554338274064
2016,82,Noroeste,0.0399690715517754
2016,82,Pampeana,0.0231328699506397
2016,82,Partidos del GBA,0.059379453580618
2016,82,Patagonia,0.0392123385123214
2016,82,Todas,0.037406583987357
2016,83,CABA,0.0190432593270771
2016,83,Cuyo,0.0146319569120287
2016,83,Noreste,0.0527391017380646
2016,83,Noroeste,0.0478174243796414
2016,83,Pampeana,0.0335779816513761
2016,83,Partidos del GBA,0.0490564020315424
2016,83,Patagonia,0.0601539039039039
2016,83,Todas,0.0391101548587715
2016,84,CABA,0.0101253616200579
2016,84,Cuyo,0.0
2016,84,Noreste,0.0247146181979386
2016,84,Noroeste,0.0351144344189641
2016,84,Pampeana,0.0351771992912983
2016,84,Partidos del GBA,0.0450446892068794
2016,84,Patagonia,0.0554411869099169
2016,84,Todas,0.0339916930943481
2016,85,CABA,0.0283719548425431
2016,85,Cuyo,0.0
2016,85,Noreste,0.0178333086163429
2016,85,Noroeste,0.0430192356776574
2016,85,Pampeana,0.0411157267375224
2016,85,Partidos del GBA,0.0423286566288619
2016,85,Patagonia,0.0467539067462838
2016,85,Todas,0.0369679596095992
2016,86,CABA,0.0252429984020377
2016,86,Cuyo,0.0
2016,86,Noreste,0.0180365981700915
2016,86,Noroeste,0.0316783199131686
2016,86,Pampeana,0.0289647463549891
2016,86,Partidos del GBA,0.0356844658264085
2016,86,Patagonia,0.0362950193356008
2016,86,Todas,0.0288208967002243
2016,87,CABA,0.0244834698705324
2016,87,Cuyo,0.0
2016,87,Noreste,0.019195466517679
2016,87,Noroeste,0.0287923374300387
2016,87,Pampeana,0.0185765311313531
2016,87,Partidos del GBA,0.0313374115934778
2016,87,Patagonia,0.0386466240015875
2016,87,Todas,0.0234001639302573
2016,88,CABA,0.0264004423110754
2016,88,Cuyo,0.0
2016,88,Noreste,0.0288994103984277
2016,88,Noroeste,0.0224647887323944
2016,88,Pampeana,0.0037335304161675
2016,88,Partidos del GBA,0.0196587210836485
2016,88,Patagonia,0.0132615471805044
2016,88,Todas,0.0146321184199766
2016,89,CABA,0.0335665899795501
2016,89,Cuyo,0.0
2016,89,Noreste,0.0183688860159448
2016,89,Noroeste,0.0129614093959732
2016,89,Pampeana,0.0020744424499374
2016,89,Partidos del GBA,0.0122965938435053
2016,89,Patagonia,0.0
2016,89,Todas,0.0112451457659961
2016,90,CABA,0.0
2016,90,Cuyo,0.0
2016,90,Noreste,0.0237432112519148
2016,90,Noroeste,0.0
2016,90,Pampeana,0.0009696415479578
2016,90,Partidos del GBA,0.0
2016,90,Patagonia,0.0
2016,90,Todas,0.0014320368872949
2017,10,CABA,0.0
2017,10,Cuyo,0.0024464027357622
2017,10,Noreste,0.0
2017,10,Noroeste,0.0
2017,10,Pampeana,0.0
2017,10,Partidos del GBA,0.0
2017,10,Patagonia,0.0
2017,10,Todas,0.0001528487556632
2017,11,CABA,0.0
2017,11,Cuyo,0.0023983165365214
2017,11,Noreste,0.0
2017,11,Noroeste,0.0
2017,11,Pampeana,0.0
2017,11,Partidos del GBA,0.0013642578467363
2017,11,Patagonia,0.0
2017,11,Todas,0.0005949149909785
2017,12,CABA,0.0
2017,12,Cuyo,0.0022349644568555
2017,12,Noreste,0.0059115065384845
2017,12,Noroeste,0.0017426486143431
2017,12,Pampeana,0.0018763893177816
2017,12,Partidos del GBA,0.0079917028365217
2017,12,Patagonia,0.0005642877100328
2017,12,Todas,0.0040443754753656
2017,13,CABA,0.0
2017,13,Cuyo,0.0022839909426251
2017,13,Noreste,0.0058156184601828
2017,13,Noroeste,0.0039413091034942
2017,13,Pampeana,0.0020164242156597
2017,13,Partidos del GBA,0.0092979853047151
2017,13,Patagonia,0.0005613201377686
2017,13,Todas,0.0048076000290186
2017,14,CABA,0.0
2017,14,Cuyo,0.0025794203013796
2017,14,Noreste,0.0080263092473026
2017,14,Noroeste,0.005468820271642
2017,14,Pampeana,0.0023441043346261
2017,14,Partidos del GBA,0.0130345059870093
2017,14,Patagonia,0.0018485413680313
2017,14,Todas,0.0064789209730279
2017,15,CABA,0.0
2017,15,Cuyo,0.0025052271612347
2017,15,Noreste,0.0132636211695432
2017,15,Noroeste,0.0127808212293311
2017,15,Pampeana,0.0066939949301255
2017,15,Partidos del GBA,0.0137625596181897
2017,15,Patagonia,0.0027512182416079
2017,15,Todas,0.0093627273698062
2017,16,CABA,0.0
2017,16,Cuyo,0.007490236462199
2017,16,Noreste,0.030671339528448
2017,16,Noroeste,0.0236739425882536
2017,16,Pampeana,0.0110498284929234
2017,16,Partidos del GBA,0.0163502445627826
2017,16,Patagonia,0.0066592914384393
2017,16,Todas,0.0150517686805088
2017,17,CABA,0.0054342356848143
2017,17,Cuyo,0.0222006196635428
2017,17,Noreste,0.0477294697813292
2017,17,Noroeste,0.0404421632951249
2017,17,Pampeana,0.030341058398346
2017,17,Partidos del GBA,0.050872272401721
2017,17,Patagonia,0.016314562814826
2017,17,Todas,0.0367297938207097
2017,18,CABA,0.0599843115491545
2017,18,Cuyo,0.0596183575993908
2017,18,Noreste,0.0799058715152088
2017,18,Noroeste,0.0776804948818843
2017,18,Pampeana,0.0835700024097215
2017,18,Partidos del GBA,0.130760539608987
2017,18,Patagonia,0.0483463512138009
2017,18,Todas,0.0909087241340356
2017,19,CABA,0.139980956411342
2017,19,Cuyo,0.10875169545573
2017,19,Noreste,0.13649486644332
2017,19,Noroeste,0.145354804380592
2017,19,Pampeana,0.155092215872043
2017,19,Partidos del GBA,0.223248473532038
2017,19,Patagonia,0.0931724818750199
2017,19,Todas,0.164276180415198
2017,20,CABA,0.296953011535622
2017,20,Cuyo,0.171912843932474
2017,20,Noreste,0.227718711841829
2017,20,Noroeste,0.214598303528013
2017,20,Pampeana,0.237216322137398
2017,20,Partidos del GBA,0.355842575645589
2017,20,Patagonia,0.167944336854303
2017,20,Todas,0.263813969122174
2017,21,CABA,0.465808883065644
2017,21,Cuyo,0.253348809486464
2017,21,Noreste,0.306864281834407
2017,21,Noroeste,0.294730945755484
2017,21,Pampeana,0.336039716324392
2017,21,Partidos del GBA,0.483193103371678
