anio,edad,apertura_sexo,valor
2016,10,total,0.0015613368097881
2016,10,varon,0.0030473297963754
2016,10,mujer,0.0
2016,10,brecha,-0.0030473297963754
2016,11,total,0.0022453505032665
2016,11,varon,0.0043936257214587
2016,11,mujer,0.0
2016,11,brecha,-0.0043936257214587
2016,12,total,0.0036711469909086
2016,12,varon,0.0071290948979244
2016,12,mujer,0.0
2016,12,brecha,-0.0071290948979244
2016,13,total,0.0047318838451573
2016,13,varon,0.0076305841142607
2016,13,mujer,0.0017246205203247
2016,13,brecha,-0.0059059635939359
2016,14,total,0.0085127709176615
2016,14,varon,0.0138247534877786
2016,14,mujer,0.0028270294245761
2016,14,brecha,-0.0109977240632024
2016,15,total,0.0097711307701261
2016,15,varon,0.0144680649259562
2016,15,mujer,0.0049426130867308
2016,15,brecha,-0.0095254518392253
2016,16,total,0.0232790437554992
2016,16,varon,0.033315683202595
2016,16,mujer,0.0129556984610624
2016,16,brecha,-0.0203599847415326
2016,17,total,0.0451905847191662
2016,17,varon,0.062673400099035
2016,17,mujer,0.0268818271479347
2016,17,brecha,-0.0357915729511003
2016,18,total,0.0959581255354222
2016,18,varon,0.121742858090217
2016,18,mujer,0.069614690109704
2016,18,brecha,-0.0521281679805131
2016,19,total,0.16493363792324
2016,19,varon,0.205181992337165
2016,19,mujer,0.124666239421182
2016,19,brecha,-0.0805157529159825
2016,20,total,0.256128255219238
2016,20,varon,0.307803265404746
2016,20,mujer,0.204642021002051
2016,20,brecha,-0.103161244402696
2016,21,total,0.362717112131595
2016,21,varon,0.431094062567298
2016,21,mujer,0.294106956500559
2016,21,brecha,-0.136987106066739
2016,22,total,0.454687960639265
2016,22,varon,0.544233291513696
2016,22,mujer,0.369006274977957
2016,22,brecha,-0.175227016535738
2016,23,total,0.536210253742676
2016,23,varon,0.639666732028116
2016,23,mujer,0.43027522581542
2016,23,brecha,-0.209391506212696
2016,24,total,0.595690266520885
2016,24,varon,0.706668059605102
2016,24,mujer,0.482168393782383
2016,24,brecha,-0.224499665822719
2016,25,total,0.642723370365946
2016,25,varon,0.763383523093235
2016,25,mujer,0.514922401674568
2016,25,brecha,-0.248461121418667
2016,26,total,0.671317660971985
2016,26,varon,0.803688233505702
2016,26,mujer,0.535337630662924
2016,26,brecha,-0.268350602842778
2016,27,total,0.710461789743455
2016,27,varon,0.843738558598603
2016,27,mujer,0.568015103406848
2016,27,brecha,-0.275723455191755
2016,28,total,0.730608387211724
2016,28,varon,0.8689484696529
2016,28,mujer,0.591272946009309
2016,28,brecha,-0.277675523643591
2016,29,total,0.755258392040974
2016,29,varon,0.893670905887031
2016,29,mujer,0.618327616275387
2016,29,brecha,-0.275343289611644
2016,30,total,0.765636407623065
2016,30,varon,0.904215702954497
2016,30,mujer,0.632779554961859
2016,30,brecha,-0.271436147992639
2016,31,total,0.780544616636362
2016,31,varon,0.91975838885432
2016,31,mujer,0.647480015869804
2016,31,brecha,-0.272278372984516
2016,32,total,0.785930495478703
2016,32,varon,0.925511556356404
2016,32,mujer,0.655737040137412
2016,32,brecha,-0.269774516218992
2016,33,total,0.796850280346078
2016,33,varon,0.936406255619721
2016,33,mujer,0.666995506821251
2016,33,brecha,-0.269410748798471
2016,34,total,0.803895023556849
2016,34,varon,0.943821657845233
2016,34,mujer,0.67408494689458
2016,34,brecha,-0.269736710950653
2016,35,total,0.812281014087068
2016,35,varon,0.956154457671088
2016,35,mujer,0.680583981641565
2016,35,brecha,-0.275570476029522
2016,36,total,0.817774959992106
2016,36,varon,0.958970329354774
2016,36,mujer,0.685073780752981
2016,36,brecha,-0.273896548601793
2016,37,total,0.822047527346456
2016,37,varon,0.960275409101346
2016,37,mujer,0.695528361925644
2016,37,brecha,-0.264747047175702
2016,38,total,0.824308450555809
2016,38,varon,0.96170490339049
2016,38,mujer,0.695689398451459
2016,38,brecha,-0.266015504939031
2016,39,total,0.822625524315794
2016,39,varon,0.963993685264333
2016,39,mujer,0.691341902798974
2016,39,brecha,-0.272651782465359
2016,40,total,0.8336540222701
2016,40,varon,0.961669386694629
2016,40,mujer,0.712863663821482
2016,40,brecha,-0.248805722873147
2016,41,total,0.828852139580595
2016,41,varon,0.954260343617794
2016,41,mujer,0.716814146315355
2016,41,brecha,-0.237446197302439
2016,42,total,0.820496276476062
2016,42,varon,0.951879493803331
2016,42,mujer,0.7037303570437
2016,42,brecha,-0.248149136759631
2016,43,total,0.819276961332937
2016,43,varon,0.951245337843126
2016,43,mujer,0.705600322412274
2016,43,brecha,-0.245645015430852
2016,44,total,0.814473155058304
2016,44,varon,0.943268070336422
2016,44,mujer,0.703439639612879
2016,44,brecha,-0.239828430723543
2016,45,total,0.805728123718304
2016,45,varon,0.941334802708877
2016,45,mujer,0.692493475835887
2016,45,brecha,-0.24884132687299
2016,46,total,0.808631346241473
2016,46,varon,0.946575330693451
2016,46,mujer,0.692699556060591
2016,46,brecha,-0.25387577463286
2016,47,total,0.816455030517233
2016,47,varon,0.948702602009434
2016,47,mujer,0.705927544449658
2016,47,brecha,-0.242775057559776
2016,48,total,0.810295815514598
2016,48,varon,0.940075604587811
2016,48,mujer,0.698087221872474
2016,48,brecha,-0.241988382715337
2016,49,total,0.807316459555941
2016,49,varon,0.942600072510762
2016,49,mujer,0.691060777863981
2016,49,brecha,-0.251539294646781
2016,50,total,0.803128284635036
2016,50,varon,0.934274172593134
2016,50,mujer,0.685371489592728
2016,50,brecha,-0.248902683000407
2016,51,total,0.785654531194404
2016,51,varon,0.92359458969869
2016,51,mujer,0.662325521130917
2016,51,brecha,-0.261269068567772
2016,52,total,0.775026973618061
2016,52,varon,0.918830685819132
2016,52,mujer,0.648570592767021
2016,52,brecha,-0.27026009305211
2016,53,total,0.768216300706031
2016,53,varon,0.91492655865069
2016,53,mujer,0.639953850090555
2016,53,brecha,-0.274972708560135
2016,54,total,0.762867332109263
2016,54,varon,0.906764387840923
2016,54,mujer,0.635182166615269
2016,54,brecha,-0.271582221225653
2016,55,total,0.751543768678515
2016,55,varon,0.907902619683024
2016,55,mujer,0.612978634856484
2016,55,brecha,-0.29492398482654
2016,56,total,0.745379364454386
2016,56,varon,0.8969144367091
2016,56,mujer,0.610143492960002
2016,56,brecha,-0.286770943749098
2016,57,total,0.726883644429425
2016,57,varon,0.879597425533632
2016,57,mujer,0.586988763056666
2016,57,brecha,-0.292608662476966
2016,58,total,0.721680997139115
2016,58,varon,0.874109047611173
2016,58,mujer,0.585144716205882
2016,58,brecha,-0.288964331405291
2016,59,total,0.701210955279254
2016,59,varon,0.858747006354711
2016,59,mujer,0.563699768449358
2016,59,brecha,-0.295047237905353
2016,60,total,0.670895624128642
2016,60,varon,0.834197160299595
2016,60,mujer,0.531876950512706
2016,60,brecha,-0.302320209786888
2016,61,total,0.648211130342096
2016,61,varon,0.826906341812485
2016,61,mujer,0.496950322356277
2016,61,brecha,-0.329956019456208
2016,62,total,0.617166088907282
2016,62,varon,0.808379802352405
2016,62,mujer,0.453993377908344
2016,62,brecha,-0.354386424444061
2016,63,total,0.561816384957648
2016,63,varon,0.766252184294057
2016,63,mujer,0.395058621550569
2016,63,brecha,-0.371193562743488
2016,64,total,0.530369208514088
2016,64,varon,0.741673697806647
2016,64,mujer,0.354892767458085
2016,64,brecha,-0.386780930348562
2016,65,total,0.482591834983202
2016,65,varon,0.686806212642219
2016,65,mujer,0.319975497077516
2016,65,brecha,-0.366830715564703
2016,66,total,0.424291870919579
2016,66,varon,0.604471512529277
2016,66,mujer,0.278699909500955
2016,66,brecha,-0.325771603028322
2016,67,total,0.379640109687868
2016,67,varon,0.534036785104803
2016,67,mujer,0.250934070395637
2016,67,brecha,-0.283102714709166
2016,68,total,0.324866588221526
2016,68,varon,0.458553020331667
2016,68,mujer,0.212400992079366
2016,68,brecha,-0.246152028252301
2016,69,total,0.272634094747237
2016,69,varon,0.367320992742678
2016,69,mujer,0.194447319091915
2016,69,brecha,-0.172873673650764
2016,70,total,0.235338671091195
2016,70,varon,0.323880340286741
2016,70,mujer,0.162703849716711
2016,70,brecha,-0.16117649057003
2016,71,total,0.202760259767219
2016,71,varon,0.290198565825784
2016,71,mujer,0.135959488319673
2016,71,brecha,-0.154239077506111
2016,72,total,0.172870491105331
2016,72,varon,0.250715635708196
2016,72,mujer,0.11839556081869
2016,72,brecha,-0.132320074889506
2016,73,total,0.169391057475538
2016,73,varon,0.243383637724262
2016,73,mujer,0.119366236400647
2016,73,brecha,-0.124017401323615
2016,74,total,0.147889144681332
2016,74,varon,0.237843669280354
2016,74,mujer,0.0869206652657608
2016,74,brecha,-0.150923004014594
2016,75,total,0.13296974057143
2016,75,varon,0.197431344673949
2016,75,mujer,0.0860348279699921
2016,75,brecha,-0.111396516703957
2016,76,total,0.123148473765649
2016,76,varon,0.180246286185291
2016,76,mujer,0.0808455864909416
2016,76,brecha,-0.0994006996943494
2016,77,total,0.110795696851255
2016,77,varon,0.151596474004048
2016,77,mujer,0.0783618413060806
2016,77,brecha,-0.0732346326979679
2016,78,total,0.0880365766811689
2016,78,varon,0.119342810219961
2016,78,mujer,0.0629801217475624
2016,78,brecha,-0.0563626884723983
2016,79,total,0.064819329761801
2016,79,varon,0.0802815001900371
2016,79,mujer,0.0527208469717842
2016,79,brecha,-0.0275606532182529
2016,80,total,0.0517615390705407
2016,80,varon,0.0624100352617438
2016,80,mujer,0.0442977658446036
2016,80,brecha,-0.0181122694171403
2016,81,total,0.0444497045876668
2016,81,varon,0.0498815639224519
2016,81,mujer,0.0403929105073724
2016,81,brecha,-0.0094886534150795
2016,82,total,0.037406583987357
2016,82,varon,0.0423113959967362
2016,82,mujer,0.0340696546274718
2016,82,brecha,-0.0082417413692644
2016,83,total,0.0391101548587715
2016,83,varon,0.0574019975222159
2016,83,mujer,0.0260702457374167
2016,83,brecha,-0.0313317517847992
2016,84,total,0.0339916930943481
2016,84,varon,0.055956955494218
2016,84,mujer,0.0204889057704411
2016,84,brecha,-0.035468049723777
2016,85,total,0.0369679596095992
2016,85,varon,0.0657331738588651
2016,85,mujer,0.0198784577694265
2016,85,brecha,-0.0458547160894386
2016,86,total,0.0288208967002243
2016,86,varon,0.0506250356459566
2016,86,mujer,0.0164285145970667
