anio,edad,apertura_sexo,valor
2016,86,brecha,-0.0341965210488898
2016,87,total,0.0234001639302573
2016,87,varon,0.0352600198741305
2016,87,mujer,0.0168912265605827
2016,87,brecha,-0.0183687933135478
2016,88,total,0.0146321184199766
2016,88,varon,0.016528348282896
2016,88,mujer,0.013718321618055
2016,88,brecha,-0.002810026664841
2016,89,total,0.0112451457659961
2016,89,varon,0.0145863880742913
2016,89,mujer,0.0094725284520235
2016,89,brecha,-0.0051138596222677
2016,90,total,0.0014320368872949
2016,90,varon,0.0043300950941142
2016,90,mujer,0.0
2016,90,brecha,-0.0043300950941142
2017,10,total,0.0001528487556632
2017,10,varon,0.0002980933564286
2017,10,mujer,0.0
2017,10,brecha,-0.0002980933564286
2017,11,total,0.0005949149909785
2017,11,varon,0.0011589006999075
2017,11,mujer,0.0
2017,11,brecha,-0.0011589006999075
2017,12,total,0.0040443754753656
2017,12,varon,0.0051724226381022
2017,12,mujer,0.0028528911938997
2017,12,brecha,-0.0023195314442025
2017,13,total,0.0048076000290186
2017,13,varon,0.0056575493804139
2017,13,mujer,0.0039280792129543
2017,13,brecha,-0.0017294701674595
2017,14,total,0.0064789209730279
2017,14,varon,0.0083042432577375
2017,14,mujer,0.0046673798020722
2017,14,brecha,-0.0036368634556652
2017,15,total,0.0093627273698062
2017,15,varon,0.0132170360096467
2017,15,mujer,0.0055283001989287
2017,15,brecha,-0.007688735810718
2017,16,total,0.0150517686805088
2017,16,varon,0.0221873609356809
2017,16,mujer,0.0079507947919162
2017,16,brecha,-0.0142365661437646
2017,17,total,0.0367297938207097
2017,17,varon,0.0520789160898899
2017,17,mujer,0.0208790155675534
2017,17,brecha,-0.0311999005223365
2017,18,total,0.0909087241340356
2017,18,varon,0.125058719826985
2017,18,mujer,0.0541177744812287
2017,18,brecha,-0.0709409453457565
2017,19,total,0.164276180415198
2017,19,varon,0.203216524539479
2017,19,mujer,0.122346474002623
2017,19,brecha,-0.0808700505368558
2017,20,total,0.263813969122174
2017,20,varon,0.317601786687887
2017,20,mujer,0.207322872087494
2017,20,brecha,-0.110278914600393
2017,21,total,0.369574274745273
2017,21,varon,0.437580960241467
2017,21,mujer,0.299012077772153
2017,21,brecha,-0.138568882469314
2017,22,total,0.467543928947657
2017,22,varon,0.563722545950328
2017,22,mujer,0.368965899301354
2017,22,brecha,-0.194756646648974
2017,23,total,0.531437306408142
2017,23,varon,0.656326536093903
2017,23,mujer,0.408795232508718
2017,23,brecha,-0.247531303585185
2017,24,total,0.587687313564865
2017,24,varon,0.724523160094583
2017,24,mujer,0.449406019743569
2017,24,brecha,-0.275117140351014
2017,25,total,0.631962309228886
2017,25,varon,0.773466563246186
2017,25,mujer,0.485134552515281
2017,25,brecha,-0.288332010730906
2017,26,total,0.671135737089464
2017,26,varon,0.81611568468997
2017,26,mujer,0.517259183444343
2017,26,brecha,-0.298856501245627
2017,27,total,0.696692343279381
2017,27,varon,0.849146147433486
2017,27,mujer,0.538550568744307
2017,27,brecha,-0.310595578689179
2017,28,total,0.732031670901666
2017,28,varon,0.873016916959446
2017,28,mujer,0.582979184976693
2017,28,brecha,-0.290037731982753
2017,29,total,0.754549598744402
2017,29,varon,0.897546045322769
2017,29,mujer,0.606483890899462
2017,29,brecha,-0.291062154423308
2017,30,total,0.773302806509972
2017,30,varon,0.912261107600386
2017,30,mujer,0.63258098435588
2017,30,brecha,-0.279680123244507
2017,31,total,0.780955420020004
2017,31,varon,0.922830106923152
2017,31,mujer,0.645372568946525
2017,31,brecha,-0.277457537976627
2017,32,total,0.797579467951628
2017,32,varon,0.934523888747529
2017,32,mujer,0.671334682518145
2017,32,brecha,-0.263189206229384
2017,33,total,0.803988416916918
2017,33,varon,0.937723674025339
2017,33,mujer,0.681055374274475
2017,33,brecha,-0.256668299750864
2017,34,total,0.809548406599228
2017,34,varon,0.945840660127646
2017,34,mujer,0.683039553768533
2017,34,brecha,-0.262801106359113
2017,35,total,0.81068720546377
2017,35,varon,0.949037287437414
2017,35,mujer,0.683134930502495
2017,35,brecha,-0.265902356934919
2017,36,total,0.814864270180079
2017,36,varon,0.953888263066807
2017,36,mujer,0.682959998431134
2017,36,brecha,-0.270928264635674
2017,37,total,0.814206392003123
2017,37,varon,0.954266528556631
2017,37,mujer,0.677812715461935
2017,37,brecha,-0.276453813094696
2017,38,total,0.824628997580725
2017,38,varon,0.957202889395479
2017,38,mujer,0.696428246207269
2017,38,brecha,-0.26077464318821
2017,39,total,0.831222443033143
2017,39,varon,0.951336457288612
2017,39,mujer,0.709608973583586
2017,39,brecha,-0.241727483705026
2017,40,total,0.835590884899074
2017,40,varon,0.950962576105788
2017,40,mujer,0.721588085621518
2017,40,brecha,-0.22937449048427
2017,41,total,0.83687236179987
2017,41,varon,0.951006296013088
2017,41,mujer,0.724567988999926
2017,41,brecha,-0.226438307013161
2017,42,total,0.836493062983949
2017,42,varon,0.948035817916551
2017,42,mujer,0.729136713180329
2017,42,brecha,-0.218899104736222
2017,43,total,0.830132928479776
2017,43,varon,0.94332421580805
2017,43,mujer,0.727326851600712
2017,43,brecha,-0.215997364207338
2017,44,total,0.82837356153522
2017,44,varon,0.948588692333897
2017,44,mujer,0.725422607532308
2017,44,brecha,-0.223166084801589
2017,45,total,0.83075473186413
2017,45,varon,0.947086555109268
2017,45,mujer,0.726140239138824
2017,45,brecha,-0.220946315970444
2017,46,total,0.815801864350611
2017,46,varon,0.945565792561175
2017,46,mujer,0.703832374583882
2017,46,brecha,-0.241733417977293
2017,47,total,0.819198512447328
2017,47,varon,0.953342213383862
2017,47,mujer,0.706416135964826
2017,47,brecha,-0.246926077419036
2017,48,total,0.823626300177648
2017,48,varon,0.950598855732682
2017,48,mujer,0.716147542609972
2017,48,brecha,-0.234451313122709
2017,49,total,0.819495032302537
2017,49,varon,0.948998852900855
2017,49,mujer,0.706330042336106
2017,49,brecha,-0.24266881056475
2017,50,total,0.806648213480959
2017,50,varon,0.940535444692255
2017,50,mujer,0.692538829648424
2017,50,brecha,-0.247996615043831
2017,51,total,0.811269730375308
2017,51,varon,0.931245491305577
2017,51,mujer,0.7070834509205
2017,51,brecha,-0.224162040385077
2017,52,total,0.803381017037117
2017,52,varon,0.915743714536278
2017,52,mujer,0.702944357441359
2017,52,brecha,-0.212799357094919
2017,53,total,0.791353302197932
2017,53,varon,0.920098252827114
2017,53,mujer,0.674513441162935
2017,53,brecha,-0.245584811664178
2017,54,total,0.7812115013543
2017,54,varon,0.905846093774626
2017,54,mujer,0.672689330084572
2017,54,brecha,-0.233156763690055
2017,55,total,0.772905274181581
2017,55,varon,0.902417065321747
2017,55,mujer,0.662202772727073
2017,55,brecha,-0.240214292594674
2017,56,total,0.765574946841617
2017,56,varon,0.902703813874537
2017,56,mujer,0.647350984661979
2017,56,brecha,-0.255352829212558
2017,57,total,0.746902549239396
2017,57,varon,0.904142008085058
2017,57,mujer,0.615233126257378
2017,57,brecha,-0.288908881827679
2017,58,total,0.726095644861901
2017,58,varon,0.882110211763025
2017,58,mujer,0.589759411738239
2017,58,brecha,-0.292350800024786
2017,59,total,0.706250641537839
2017,59,varon,0.86391640377545
2017,59,mujer,0.56397400185701
2017,59,brecha,-0.29994240191844
2017,60,total,0.679798118160891
2017,60,varon,0.847850711485459
2017,60,mujer,0.521522644966536
2017,60,brecha,-0.326328066518923
2017,61,total,0.63069498295158
2017,61,varon,0.817542162201302
2017,61,mujer,0.455223395197023
2017,61,brecha,-0.362318767004279
2017,62,total,0.589873502386984
2017,62,varon,0.785809187066099
2017,62,mujer,0.405106769225771
2017,62,brecha,-0.380702417840329
2017,63,total,0.554669327612022
2017,63,varon,0.761638480719761
2017,63,mujer,0.366391824294896
2017,63,brecha,-0.395246656424864
2017,64,total,0.511462323231798
2017,64,varon,0.724833109169729
2017,64,mujer,0.326694343670025
2017,64,brecha,-0.398138765499704
2017,65,total,0.464996511495838
2017,65,varon,0.664221030030225
2017,65,mujer,0.297195637769463
2017,65,brecha,-0.367025392260762
2017,66,total,0.42286721501535
2017,66,varon,0.606956202058742
2017,66,mujer,0.277305840736471
2017,66,brecha,-0.329650361322271
2017,67,total,0.374183450290633
2017,67,varon,0.51509266174902
2017,67,mujer,0.260096188850507
2017,67,brecha,-0.254996472898513
2017,68,total,0.313595095921018
2017,68,varon,0.420208189415459
2017,68,mujer,0.224668943740197
2017,68,brecha,-0.195539245675261
2017,69,total,0.265499178151325
2017,69,varon,0.343660991282386
2017,69,mujer,0.198975619882965
2017,69,brecha,-0.144685371399421
2017,70,total,0.215611783642497
2017,70,varon,0.275854119895035
2017,70,mujer,0.165408357987218
2017,70,brecha,-0.110445761907817
2017,71,total,0.190827769283489
2017,71,varon,0.244882035387359
2017,71,mujer,0.145490118818742
2017,71,brecha,-0.0993919165686169
2017,72,total,0.167647509965381
2017,72,varon,0.231080646105226
2017,72,mujer,0.117329121108054
2017,72,brecha,-0.113751524997173
2017,73,total,0.1557311290742
2017,73,varon,0.223516420543628
2017,73,mujer,0.104669125760585
2017,73,brecha,-0.118847294783043
2017,74,total,0.148367093367572
2017,74,varon,0.225382342747927
2017,74,mujer,0.0933524523862049
2017,74,brecha,-0.132029890361722
2017,75,total,0.130914346019031
2017,75,varon,0.215276694344769
2017,75,mujer,0.0704990799670057
2017,75,brecha,-0.144777614377763
2017,76,total,0.12357518062204
2017,76,varon,0.202438991294301
2017,76,mujer,0.0642656170274801
2017,76,brecha,-0.138173374266821
2017,77,total,0.106656856543714
2017,77,varon,0.186049444483496
2017,77,mujer,0.0475617431662791
2017,77,brecha,-0.138487701317217
2017,78,total,0.0968902480576302
2017,78,varon,0.161579389526743
2017,78,mujer,0.0487450236503814
2017,78,brecha,-0.112834365876362
2017,79,total,0.0703875726535825
2017,79,varon,0.123349409737636
2017,79,mujer,0.0327091964728595
2017,79,brecha,-0.0906402132647766
2017,80,total,0.0609651513777654
2017,80,varon,0.105097310346301
2017,80,mujer,0.0304111579683002
2017,80,brecha,-0.0746861523780007
2017,81,total,0.0474414503512085
2017,81,varon,0.0860138663759232
2017,81,mujer,0.020534728206124
2017,81,brecha,-0.0654791381697992
2017,82,total,0.0462374176100275
2017,82,varon,0.0783949338788341
2017,82,mujer,0.021886346546353
2017,82,brecha,-0.0565085873324811
2017,83,total,0.0446088713873386
2017,83,varon,0.0844461305007587
2017,83,mujer,0.0163409861238554
2017,83,brecha,-0.0681051443769034
2017,84,total,0.0416060664405575
2017,84,varon,0.0813253550696906
2017,84,mujer,0.0135339752323703
2017,84,brecha,-0.0677913798373203
2017,85,total,0.0395697768773161
2017,85,varon,0.0800023252590204
2017,85,mujer,0.0142287815432216
2017,85,brecha,-0.0657735437157988
2017,86,total,0.0425112484661183
2017,86,varon,0.0931821137788414
2017,86,mujer,0.0135117028973641
2017,86,brecha,-0.0796704108814773
2017,87,total,0.043455487885068
2017,87,varon,0.104588126404866
2017,87,mujer,0.0139105166330899
2017,87,brecha,-0.0906776097717759
2017,88,total,0.0328148164538756
2017,88,varon,0.0746289320091228
2017,88,mujer,0.011521421309249
2017,88,brecha,-0.0631075106998737
2017,89,total,0.0316660382084261
2017,89,varon,0.0641819471339661
2017,89,mujer,0.0145099984863519
2017,89,brecha,-0.0496719486476141
2017,90,total,0.0225232436032067
2017,90,varon,0.0394721517966727
2017,90,mujer,0.0130977824941087
2017,90,brecha,-0.026374369302564
2018,10,total,0.000291792104014
2018,10,varon,0.0004144304550993
2018,10,mujer,0.0001738819104424
2018,10,brecha,-0.0002405485446568
2018,11,total,0.0002906676459863
2018,11,varon,0.000396432490611
2018,11,mujer,0.0001803869466414
2018,11,brecha,-0.0002160455439696
2018,12,total,0.0002877046266903
2018,12,varon,0.0003939387980235
2018,12,mujer,0.0001778197721151
2018,12,brecha,-0.0002161190259084
2018,13,total,0.0007658582935455
2018,13,varon,0.0010013947539255
2018,13,mujer,0.0005195541915857
2018,13,brecha,-0.0004818405623397
2018,14,total,0.0027695451359863
2018,14,varon,0.0025398921452261
2018,14,mujer,0.0030091062788469
2018,14,brecha,0.0004692141336208
2018,15,total,0.0062452403545714
2018,15,varon,0.0079372461476451
2018,15,mujer,0.0044549364498695
2018,15,brecha,-0.0034823096977756
2018,16,total,0.0179398436725772
2018,16,varon,0.029449641448103
2018,16,mujer,0.0060188712945841
2018,16,brecha,-0.0234307701535189
2018,17,total,0.0352454186951203
2018,17,varon,0.0549127702185128
2018,17,mujer,0.0147601854379671
2018,17,brecha,-0.0401525847805457
2018,18,total,0.091768195418057
2018,18,varon,0.124309812584159
2018,18,mujer,0.0576208377850829
2018,18,brecha,-0.0666889747990762
2018,19,total,0.162630410247052
2018,19,varon,0.21152029204629
2018,19,mujer,0.111805211928515
2018,19,brecha,-0.0997150801177748
2018,20,total,0.257071157878765
2018,20,varon,0.319203610126806
2018,20,mujer,0.192708861248268
2018,20,brecha,-0.126494748878538
2018,21,total,0.361211354763746
2018,21,varon,0.439195551729069
2018,21,mujer,0.284921370176624
2018,21,brecha,-0.154274181552445
2018,22,total,0.454757533412495
2018,22,varon,0.545016276272026
2018,22,mujer,0.366467728388681
2018,22,brecha,-0.178548547883345
2018,23,total,0.532739232640331
2018,23,varon,0.640038741965651
2018,23,mujer,0.430427730020905
2018,23,brecha,-0.209611011944746
2018,24,total,0.590455010745041
2018,24,varon,0.702130408719177
2018,24,mujer,0.484886423560666
2018,24,brecha,-0.21724398515851
2018,25,total,0.633103723206711
2018,25,varon,0.755074905907961
2018,25,mujer,0.517868973659301
2018,25,brecha,-0.237205932248659
2018,26,total,0.679983338705474
2018,26,varon,0.798153055139814
2018,26,mujer,0.562419788267217
2018,26,brecha,-0.235733266872597
2018,27,total,0.712570362738599
2018,27,varon,0.835692146230071
2018,27,mujer,0.590582403306211
2018,27,brecha,-0.24510974292386
2018,28,total,0.737563030600231
2018,28,varon,0.863017946325668
2018,28,mujer,0.610752914842362
2018,28,brecha,-0.252265031483306
2018,29,total,0.759719607117567
2018,29,varon,0.886644346646532
2018,29,mujer,0.634231588730528
2018,29,brecha,-0.252412757916004
2018,30,total,0.782697592473058
2018,30,varon,0.907762280126629
2018,30,mujer,0.659338313617466
2018,30,brecha,-0.248423966509164
2018,31,total,0.791658155001795
2018,31,varon,0.918872858343012
2018,31,mujer,0.67142933164936
2018,31,brecha,-0.247443526693652
2018,32,total,0.816239199166893
2018,32,varon,0.937608449407357
2018,32,mujer,0.702684425306643
2018,32,brecha,-0.234924024100714
2018,33,total,0.811520074933064
2018,33,varon,0.92266605521733
2018,33,mujer,0.713400672560409
2018,33,brecha,-0.209265382656921
2018,34,total,0.81227549064448
2018,34,varon,0.927385221066445
2018,34,mujer,0.707914552202507
2018,34,brecha,-0.219470668863938
2018,35,total,0.815264219490949
2018,35,varon,0.925298147367745
2018,35,mujer,0.712715424762247
2018,35,brecha,-0.212582722605498
2018,36,total,0.821743905328239
2018,36,varon,0.929205017772846
2018,36,mujer,0.718274080421513
2018,36,brecha,-0.210930937351333
2018,37,total,0.811755947918603
2018,37,varon,0.930083212735166
2018,37,mujer,0.700378818749127
2018,37,brecha,-0.22970439398604
2018,38,total,0.823124464662423
2018,38,varon,0.952749660244686
2018,38,mujer,0.698881309767089
2018,38,brecha,-0.253868350477597
2018,39,total,0.834905269706356
2018,39,varon,0.950669657344948
2018,39,mujer,0.720722457660238
2018,39,brecha,-0.22994719968471
2018,40,total,0.836995945832434
2018,40,varon,0.953424517296202
2018,40,mujer,0.72376306775543
2018,40,brecha,-0.229661449540772
2018,41,total,0.836373168736521
2018,41,varon,0.951395731713396
2018,41,mujer,0.728095446746124
2018,41,brecha,-0.223300284967272
2018,42,total,0.84007240980738
2018,42,varon,0.954540456385122
2018,42,mujer,0.731893530562663
2018,42,brecha,-0.22264692582246
2018,43,total,0.84585049820862
2018,43,varon,0.955376131219554
2018,43,mujer,0.739670344926919
2018,43,brecha,-0.215705786292635
2018,44,total,0.849415758163136
2018,44,varon,0.959807613196164
2018,44,mujer,0.747339117697614
2018,44,brecha,-0.21246849549855
2018,45,total,0.844131009385781
2018,45,varon,0.958672190980225
2018,45,mujer,0.741367058973599
2018,45,brecha,-0.217305132006626
2018,46,total,0.839886233234704
2018,46,varon,0.953278082353451
2018,46,mujer,0.738357480724407
2018,46,brecha,-0.214920601629044
2018,47,total,0.840061132552034
2018,47,varon,0.946533929823941
2018,47,mujer,0.741861230880105
2018,47,brecha,-0.204672698943836
2018,48,total,0.835219475903117
2018,48,varon,0.938693044637937
2018,48,mujer,0.744988196369697
2018,48,brecha,-0.19370484826824
2018,49,total,0.82723820602873
2018,49,varon,0.934541730576706
2018,49,mujer,0.734496133261571
2018,49,brecha,-0.200045597315135
2018,50,total,0.824722924490125
2018,50,varon,0.929192059147113
2018,50,mujer,0.734452489142902
2018,50,brecha,-0.194739570004211
2018,51,total,0.820893431202373
2018,51,varon,0.925105472742844
2018,51,mujer,0.730654648753711
2018,51,brecha,-0.194450823989133
2018,52,total,0.81454972822902
2018,52,varon,0.92218660642509
2018,52,mujer,0.726511924439983
2018,52,brecha,-0.195674681985107
2018,53,total,0.812944878613904
2018,53,varon,0.928166322066857
2018,53,mujer,0.714392879996124
2018,53,brecha,-0.213773442070733
2018,54,total,0.807265070009407
2018,54,varon,0.919356604359088
2018,54,mujer,0.701616231555825
2018,54,brecha,-0.217740372803262
2018,55,total,0.79944104314775
2018,55,varon,0.912519787168603
2018,55,mujer,0.697052358513464
2018,55,brecha,-0.215467428655139
2018,56,total,0.784512598659052
2018,56,varon,0.896721096307744
2018,56,mujer,0.683430809608185
2018,56,brecha,-0.213290286699559
