anio,provincia,nivel_ed_fundar,ocupado,geocodigoFundar,geonombreFundar
2022,Santa Fe,Hasta secundario incompleto,0.705708993202489,AR-S,Santa Fe
2022,Santa Fe,Secundario completo,0.747216404613798,AR-S,Santa Fe
2022,Santa Fe,Superior incompleto o completo,0.847891581060415,AR-S,Santa Fe
2022,Santiago del Estero,Hasta secundario incompleto,0.622396867729671,AR-G,Santiago del Estero
2022,Santiago del Estero,Secundario completo,0.728880693101717,AR-G,Santiago del Estero
2022,Santiago del Estero,Superior incompleto o completo,0.768775275850017,AR-G,Santiago del Estero
2022,Tierra del Fuego,Hasta secundario incompleto,0.596593841389988,AR-V,Tierra del Fuego
2022,Tierra del Fuego,Secundario completo,0.701375874205787,AR-V,Tierra del Fuego
2022,Tierra del Fuego,Superior incompleto o completo,0.82038625063054,AR-V,Tierra del Fuego
2022,Tucumán,Hasta secundario incompleto,0.660187949777982,AR-T,Tucumán
2022,Tucumán,Secundario completo,0.745771521518461,AR-T,Tucumán
2022,Tucumán,Superior incompleto o completo,0.773299687575102,AR-T,Tucumán
2023,Buenos Aires,Hasta secundario incompleto,0.691307345378368,AR-B,Buenos Aires
2023,Buenos Aires,Secundario completo,0.762481242801084,AR-B,Buenos Aires
2023,Buenos Aires,Superior incompleto o completo,0.852302241061609,AR-B,Buenos Aires
2023,Ciudad de Buenos Aires,Hasta secundario incompleto,0.744227704059729,AR-C,CABA
2023,Ciudad de Buenos Aires,Secundario completo,0.843299531099119,AR-C,CABA
2023,Ciudad de Buenos Aires,Superior incompleto o completo,0.871446998123827,AR-C,CABA
2023,Catamarca,Hasta secundario incompleto,0.693035445437817,AR-K,Catamarca
2023,Catamarca,Secundario completo,0.79452873906869,AR-K,Catamarca
2023,Catamarca,Superior incompleto o completo,0.778057032382794,AR-K,Catamarca
2023,Chaco,Hasta secundario incompleto,0.551060653610294,AR-H,Chaco
2023,Chaco,Secundario completo,0.707321216239171,AR-H,Chaco
2023,Chaco,Superior incompleto o completo,0.824812296359258,AR-H,Chaco
2023,Chubut,Hasta secundario incompleto,0.697115767315567,AR-U,Chubut
2023,Chubut,Secundario completo,0.771731262749227,AR-U,Chubut
2023,Chubut,Superior incompleto o completo,0.834142741750516,AR-U,Chubut
2023,Corrientes,Hasta secundario incompleto,0.619226061249942,AR-W,Corrientes
2023,Corrientes,Secundario completo,0.660876628215446,AR-W,Corrientes
2023,Corrientes,Superior incompleto o completo,0.767247948789595,AR-W,Corrientes
2023,Córdoba,Hasta secundario incompleto,0.678936058587209,AR-X,Córdoba
2023,Córdoba,Secundario completo,0.79158248297145,AR-X,Córdoba
2023,Córdoba,Superior incompleto o completo,0.77647481272879,AR-X,Córdoba
2023,Entre Ríos,Hasta secundario incompleto,0.708205286359596,AR-E,Entre Ríos
2023,Entre Ríos,Secundario completo,0.724173711550214,AR-E,Entre Ríos
2023,Entre Ríos,Superior incompleto o completo,0.823670268656056,AR-E,Entre Ríos
2023,Formosa,Hasta secundario incompleto,0.570820950459416,AR-P,Formosa
2023,Formosa,Secundario completo,0.721387222535803,AR-P,Formosa
2023,Formosa,Superior incompleto o completo,0.723019932968778,AR-P,Formosa
2023,Jujuy,Hasta secundario incompleto,0.726061834607588,AR-Y,Jujuy
2023,Jujuy,Secundario completo,0.805776813706979,AR-Y,Jujuy
2023,Jujuy,Superior incompleto o completo,0.800331579952433,AR-Y,Jujuy
2023,La Pampa,Hasta secundario incompleto,0.684994846940197,AR-L,La Pampa
2023,La Pampa,Secundario completo,0.787282557592854,AR-L,La Pampa
2023,La Pampa,Superior incompleto o completo,0.830652926594415,AR-L,La Pampa
2023,La Rioja,Hasta secundario incompleto,0.663855062749041,AR-F,La Rioja
2023,La Rioja,Secundario completo,0.800884297632408,AR-F,La Rioja
2023,La Rioja,Superior incompleto o completo,0.797822629568297,AR-F,La Rioja
2023,Mendoza,Hasta secundario incompleto,0.670161832663915,AR-M,Mendoza
2023,Mendoza,Secundario completo,0.771678002811871,AR-M,Mendoza
2023,Mendoza,Superior incompleto o completo,0.849792881546391,AR-M,Mendoza
2023,Misiones,Hasta secundario incompleto,0.649934598548418,AR-N,Misiones
2023,Misiones,Secundario completo,0.832764849682346,AR-N,Misiones
2023,Misiones,Superior incompleto o completo,0.869366483258803,AR-N,Misiones
2023,Neuquén,Hasta secundario incompleto,0.684997755216169,AR-Q,Neuquén
2023,Neuquén,Secundario completo,0.801175090615126,AR-Q,Neuquén
2023,Neuquén,Superior incompleto o completo,0.825143815915628,AR-Q,Neuquén
2023,Río Negro,Hasta secundario incompleto,0.641322149982629,AR-R,Río Negro
2023,Río Negro,Secundario completo,0.761063246524378,AR-R,Río Negro
2023,Río Negro,Superior incompleto o completo,0.806068276150538,AR-R,Río Negro
2023,Salta,Hasta secundario incompleto,0.698701592137094,AR-A,Salta
2023,Salta,Secundario completo,0.771744868738902,AR-A,Salta
2023,Salta,Superior incompleto o completo,0.786591744782226,AR-A,Salta
2023,San Juan,Hasta secundario incompleto,0.673952512486489,AR-J,San Juan
2023,San Juan,Secundario completo,0.741213458356315,AR-J,San Juan
2023,San Juan,Superior incompleto o completo,0.772850149777161,AR-J,San Juan
2023,San Luis,Hasta secundario incompleto,0.697484650870439,AR-D,San Luis
2023,San Luis,Secundario completo,0.773847613025609,AR-D,San Luis
2023,San Luis,Superior incompleto o completo,0.842952206225318,AR-D,San Luis
2023,Santa Cruz,Hasta secundario incompleto,0.629233378223353,AR-Z,Santa Cruz
2023,Santa Cruz,Secundario completo,0.773834306261191,AR-Z,Santa Cruz
2023,Santa Cruz,Superior incompleto o completo,0.839496698197394,AR-Z,Santa Cruz
2023,Santa Fe,Hasta secundario incompleto,0.722287732839196,AR-S,Santa Fe
2023,Santa Fe,Secundario completo,0.776275031025903,AR-S,Santa Fe
2023,Santa Fe,Superior incompleto o completo,0.84299296935263,AR-S,Santa Fe
2023,Santiago del Estero,Hasta secundario incompleto,0.666547101805622,AR-G,Santiago del Estero
2023,Santiago del Estero,Secundario completo,0.765726544921773,AR-G,Santiago del Estero
2023,Santiago del Estero,Superior incompleto o completo,0.817794590730371,AR-G,Santiago del Estero
2023,Tierra del Fuego,Hasta secundario incompleto,0.718944176567083,AR-V,Tierra del Fuego
2023,Tierra del Fuego,Secundario completo,0.813587113070838,AR-V,Tierra del Fuego
2023,Tierra del Fuego,Superior incompleto o completo,0.775404258304395,AR-V,Tierra del Fuego
2023,Tucumán,Hasta secundario incompleto,0.688648670210114,AR-T,Tucumán
2023,Tucumán,Secundario completo,0.77084926004952,AR-T,Tucumán
2023,Tucumán,Superior incompleto o completo,0.821954037513765,AR-T,Tucumán
2016,Buenos Aires,Total,0.708294954779,AR-B,Buenos Aires
2016,Ciudad de Buenos Aires,Total,0.816460817499438,AR-C,CABA
2016,Catamarca,Total,0.741197383867181,AR-K,Catamarca
2016,Chaco,Total,0.605582259946217,AR-H,Chaco
2016,Chubut,Total,0.721594676917198,AR-U,Chubut
2016,Corrientes,Total,0.678311979016465,AR-W,Corrientes
2016,Córdoba,Total,0.701420361953265,AR-X,Córdoba
2016,Entre Ríos,Total,0.698654389527606,AR-E,Entre Ríos
2016,Formosa,Total,0.547443157955234,AR-P,Formosa
2016,Jujuy,Total,0.711002264432078,AR-Y,Jujuy
2016,La Pampa,Total,0.70899844510064,AR-L,La Pampa
2016,La Rioja,Total,0.704637485233454,AR-F,La Rioja
2016,Mendoza,Total,0.719702101703681,AR-M,Mendoza
2016,Misiones,Total,0.690655327798815,AR-N,Misiones
2016,Neuquén,Total,0.713664553795429,AR-Q,Neuquén
2016,Río Negro,Total,0.697017450572823,AR-R,Río Negro
2016,Salta,Total,0.688017303963376,AR-A,Salta
2016,San Juan,Total,0.626460363983369,AR-J,San Juan
2016,San Luis,Total,0.685059573237295,AR-D,San Luis
2016,Santa Cruz,Total,0.695619754242824,AR-Z,Santa Cruz
2016,Santa Fe,Total,0.705304133454288,AR-S,Santa Fe
2016,Santiago del Estero,Total,0.666027357965064,AR-G,Santiago del Estero
2016,Tierra del Fuego,Total,0.711203688140802,AR-V,Tierra del Fuego
2016,Tucumán,Total,0.722902943865301,AR-T,Tucumán
2017,Buenos Aires,Total,0.717583343626284,AR-B,Buenos Aires
2017,Ciudad de Buenos Aires,Total,0.820311876094361,AR-C,CABA
2017,Catamarca,Total,0.739365677811952,AR-K,Catamarca
2017,Chaco,Total,0.644664295587619,AR-H,Chaco
2017,Chubut,Total,0.698076542796733,AR-U,Chubut
2017,Corrientes,Total,0.694121037593748,AR-W,Corrientes
2017,Córdoba,Total,0.710543587416972,AR-X,Córdoba
2017,Entre Ríos,Total,0.711857687636816,AR-E,Entre Ríos
2017,Formosa,Total,0.530833069802822,AR-P,Formosa
2017,Jujuy,Total,0.728561911713613,AR-Y,Jujuy
2017,La Pampa,Total,0.687993636402033,AR-L,La Pampa
2017,La Rioja,Total,0.709116244774515,AR-F,La Rioja
2017,Mendoza,Total,0.706298920165094,AR-M,Mendoza
2017,Misiones,Total,0.71806356305117,AR-N,Misiones
2017,Neuquén,Total,0.695502826707014,AR-Q,Neuquén
2017,Río Negro,Total,0.680760441120611,AR-R,Río Negro
2017,Salta,Total,0.698595083937707,AR-A,Salta
2017,San Juan,Total,0.645666567842672,AR-J,San Juan
2017,San Luis,Total,0.686387928324426,AR-D,San Luis
2017,Santa Cruz,Total,0.683309299596583,AR-Z,Santa Cruz
2017,Santa Fe,Total,0.734404204323064,AR-S,Santa Fe
2017,Santiago del Estero,Total,0.671457079403907,AR-G,Santiago del Estero
2017,Tierra del Fuego,Total,0.676107883516722,AR-V,Tierra del Fuego
2017,Tucumán,Total,0.709890579182172,AR-T,Tucumán
2018,Buenos Aires,Total,0.706627971474883,AR-B,Buenos Aires
2018,Ciudad de Buenos Aires,Total,0.826629851224748,AR-C,CABA
2018,Catamarca,Total,0.725233571175149,AR-K,Catamarca
2018,Chaco,Total,0.590529778823763,AR-H,Chaco
2018,Chubut,Total,0.67845924825932,AR-U,Chubut
2018,Corrientes,Total,0.671098822306665,AR-W,Corrientes
2018,Córdoba,Total,0.727433610727883,AR-X,Córdoba
2018,Entre Ríos,Total,0.724899799042956,AR-E,Entre Ríos
2018,Formosa,Total,0.553461354640262,AR-P,Formosa
2018,Jujuy,Total,0.717793169775378,AR-Y,Jujuy
2018,La Pampa,Total,0.70497468345734,AR-L,La Pampa
2018,La Rioja,Total,0.727982237771648,AR-F,La Rioja
2018,Mendoza,Total,0.716967332337988,AR-M,Mendoza
2018,Misiones,Total,0.709457656132084,AR-N,Misiones
2018,Neuquén,Total,0.700469047057354,AR-Q,Neuquén
2018,Río Negro,Total,0.70485407056796,AR-R,Río Negro
2018,Salta,Total,0.71479093729542,AR-A,Salta
2018,San Juan,Total,0.686699560155586,AR-J,San Juan
2018,San Luis,Total,0.748645129167544,AR-D,San Luis
2018,Santa Cruz,Total,0.722771505121792,AR-Z,Santa Cruz
2018,Santa Fe,Total,0.750826442366893,AR-S,Santa Fe
2018,Santiago del Estero,Total,0.656837980197017,AR-G,Santiago del Estero
2018,Tierra del Fuego,Total,0.65934516488022,AR-V,Tierra del Fuego
2018,Tucumán,Total,0.706195737332715,AR-T,Tucumán
2019,Buenos Aires,Total,0.698486489062644,AR-B,Buenos Aires
2019,Ciudad de Buenos Aires,Total,0.84908750825392,AR-C,CABA
2019,Catamarca,Total,0.729867922060939,AR-K,Catamarca
2019,Chubut,Total,0.703606327191449,AR-U,Chubut
2019,Corrientes,Total,0.696989033947123,AR-W,Corrientes
2019,Córdoba,Total,0.713898568752064,AR-X,Córdoba
2019,Entre Ríos,Total,0.731034178299296,AR-E,Entre Ríos
2019,Formosa,Total,0.512611528023054,AR-P,Formosa
2019,Jujuy,Total,0.709644853704936,AR-Y,Jujuy
2019,La Pampa,Total,0.725596838588772,AR-L,La Pampa
2019,La Rioja,Total,0.713237796791193,AR-F,La Rioja
2019,Mendoza,Total,0.702333005768868,AR-M,Mendoza
2019,Misiones,Total,0.740304339065607,AR-N,Misiones
2019,Neuquén,Total,0.695520913741447,AR-Q,Neuquén
2019,Río Negro,Total,0.697668626813282,AR-R,Río Negro
2019,Salta,Total,0.712354185940175,AR-A,Salta
2019,San Juan,Total,0.731326619041282,AR-J,San Juan
2019,San Luis,Total,0.759862770997976,AR-D,San Luis
2019,Santa Cruz,Total,0.696362137844984,AR-Z,Santa Cruz
2019,Santa Fe,Total,0.739519063683475,AR-S,Santa Fe
2019,Santiago del Estero,Total,0.693765320853053,AR-G,Santiago del Estero
2019,Tierra del Fuego,Total,0.647533702875004,AR-V,Tierra del Fuego
2019,Tucumán,Total,0.71010445133811,AR-T,Tucumán
2020,Buenos Aires,Total,0.616702795720791,AR-B,Buenos Aires
2020,Ciudad de Buenos Aires,Total,0.719761267924829,AR-C,CABA
2020,Catamarca,Total,0.679278400162214,AR-K,Catamarca
2020,Chaco,Total,0.608612159875016,AR-H,Chaco
2020,Chubut,Total,0.685654148355772,AR-U,Chubut
2020,Corrientes,Total,0.660803653533281,AR-W,Corrientes
2020,Córdoba,Total,0.684094338452634,AR-X,Córdoba
2020,Entre Ríos,Total,0.663148083815592,AR-E,Entre Ríos
2020,Formosa,Total,0.530419970786943,AR-P,Formosa
2020,Jujuy,Total,0.653581380346386,AR-Y,Jujuy
2020,La Pampa,Total,0.661651004733811,AR-L,La Pampa
2020,La Rioja,Total,0.699512313506142,AR-F,La Rioja
2020,Mendoza,Total,0.697204091478598,AR-M,Mendoza
2020,Misiones,Total,0.702848690009768,AR-N,Misiones
2020,Neuquén,Total,0.653017269812789,AR-Q,Neuquén
2020,Río Negro,Total,0.670320805543151,AR-R,Río Negro
2020,Salta,Total,0.666882011217949,AR-A,Salta
2020,San Juan,Total,0.66685177628531,AR-J,San Juan
2020,San Luis,Total,0.690788288288288,AR-D,San Luis
2020,Santa Cruz,Total,0.644915823793734,AR-Z,Santa Cruz
2020,Santa Fe,Total,0.720000742728226,AR-S,Santa Fe
2020,Tucumán,Total,0.60595289680196,AR-T,Tucumán
2021,Buenos Aires,Total,0.719620088899986,AR-B,Buenos Aires
2021,Ciudad de Buenos Aires,Total,0.833530217556525,AR-C,CABA
2021,Catamarca,Total,0.711447767744009,AR-K,Catamarca
2021,Chaco,Total,0.65699720256178,AR-H,Chaco
2021,Chubut,Total,0.722674386658974,AR-U,Chubut
2021,Corrientes,Total,0.696047099142991,AR-W,Corrientes
2021,Córdoba,Total,0.716154782725486,AR-X,Córdoba
2021,Entre Ríos,Total,0.726471687909359,AR-E,Entre Ríos
2021,Formosa,Total,0.52352677140109,AR-P,Formosa
2021,Jujuy,Total,0.728056412306187,AR-Y,Jujuy
2021,La Pampa,Total,0.688121062544652,AR-L,La Pampa
2021,La Rioja,Total,0.743917398742498,AR-F,La Rioja
2021,Mendoza,Total,0.721995504042589,AR-M,Mendoza
2021,Misiones,Total,0.706520316069988,AR-N,Misiones
2021,Neuquén,Total,0.696780772032047,AR-Q,Neuquén
2021,Río Negro,Total,0.7348185955864,AR-R,Río Negro
2021,Salta,Total,0.701757836387015,AR-A,Salta
2021,San Juan,Total,0.717045669348039,AR-J,San Juan
2021,San Luis,Total,0.742511338580631,AR-D,San Luis
2021,Santa Cruz,Total,0.724845100385587,AR-Z,Santa Cruz
2021,Santa Fe,Total,0.762371703298896,AR-S,Santa Fe
2021,Santiago del Estero,Total,0.686901286965264,AR-G,Santiago del Estero
2021,Tierra del Fuego,Total,0.725148575759906,AR-V,Tierra del Fuego
2021,Tucumán,Total,0.694162453830289,AR-T,Tucumán
2022,Buenos Aires,Total,0.73985268104965,AR-B,Buenos Aires
2022,Ciudad de Buenos Aires,Total,0.855572104489398,AR-C,CABA
2022,Catamarca,Total,0.740980679563043,AR-K,Catamarca
2022,Chaco,Total,0.686157966225784,AR-H,Chaco
2022,Chubut,Total,0.759548659898108,AR-U,Chubut
2022,Corrientes,Total,0.679211676459771,AR-W,Corrientes
2022,Córdoba,Total,0.734542847620777,AR-X,Córdoba
2022,Entre Ríos,Total,0.723483331285416,AR-E,Entre Ríos
2022,Formosa,Total,0.557791389970231,AR-P,Formosa
2022,Jujuy,Total,0.728175575555953,AR-Y,Jujuy
2022,La Pampa,Total,0.735131997028584,AR-L,La Pampa
2022,La Rioja,Total,0.73968299528001,AR-F,La Rioja
2022,Mendoza,Total,0.753902408033996,AR-M,Mendoza
2022,Misiones,Total,0.751896151454007,AR-N,Misiones
2022,Neuquén,Total,0.729209969359067,AR-Q,Neuquén
2022,Río Negro,Total,0.728849490927674,AR-R,Río Negro
2022,Salta,Total,0.714075103997471,AR-A,Salta
2022,San Juan,Total,0.709157279994806,AR-J,San Juan
2022,San Luis,Total,0.763565773777248,AR-D,San Luis
2022,Santa Cruz,Total,0.746743243445357,AR-Z,Santa Cruz
2022,Santa Fe,Total,0.768442739756939,AR-S,Santa Fe
2022,Santiago del Estero,Total,0.688746022645447,AR-G,Santiago del Estero
2022,Tierra del Fuego,Total,0.710521317011397,AR-V,Tierra del Fuego
2022,Tucumán,Total,0.714968645631408,AR-T,Tucumán
2023,Buenos Aires,Total,0.766514418137124,AR-B,Buenos Aires
2023,Ciudad de Buenos Aires,Total,0.848855848205248,AR-C,CABA
2023,Catamarca,Total,0.756256383311588,AR-K,Catamarca
2023,Chaco,Total,0.667783027797783,AR-H,Chaco
2023,Chubut,Total,0.764580131615242,AR-U,Chubut
2023,Corrientes,Total,0.681391656771129,AR-W,Corrientes
2023,Córdoba,Total,0.742072426167348,AR-X,Córdoba
2023,Entre Ríos,Total,0.746324949594885,AR-E,Entre Ríos
2023,Formosa,Total,0.653563988769133,AR-P,Formosa
2023,Jujuy,Total,0.775820665562381,AR-Y,Jujuy
2023,La Pampa,Total,0.755242012099073,AR-L,La Pampa
2023,La Rioja,Total,0.760885006413858,AR-F,La Rioja
2023,Mendoza,Total,0.758863633319493,AR-M,Mendoza
2023,Misiones,Total,0.766654378431158,AR-N,Misiones
2023,Neuquén,Total,0.761127208209946,AR-Q,Neuquén
2023,Río Negro,Total,0.725495306151044,AR-R,Río Negro
2023,Salta,Total,0.746822612330461,AR-A,Salta
2023,San Juan,Total,0.723487630926634,AR-J,San Juan
2023,San Luis,Total,0.763701900329482,AR-D,San Luis
2023,Santa Cruz,Total,0.735197809866337,AR-Z,Santa Cruz
2023,Santa Fe,Total,0.780759212122654,AR-S,Santa Fe
2023,Santiago del Estero,Total,0.733490463805808,AR-G,Santiago del Estero
2023,Tierra del Fuego,Total,0.781669635333895,AR-V,Tierra del Fuego
2023,Tucumán,Total,0.751635036140641,AR-T,Tucumán
