geocodigoFundar,geonombreFundar,anio,pib_per_capita_ppa_porcentaje_eeuu
DNK,Dinamarca,1961,81.66712517
DNK,Dinamarca,1962,81.87710793
DNK,Dinamarca,1963,79.49677155
DNK,Dinamarca,1964,82.6719057
DNK,Dinamarca,1965,81.62225339
DNK,Dinamarca,1966,78.96045097
DNK,Dinamarca,1967,79.80912354
DNK,Dinamarca,1968,79.64205817
DNK,Dinamarca,1969,82.55424675
DNK,Dinamarca,1970,84.40186994
DNK,Dinamarca,1971,84.51668443
DNK,Dinamarca,1972,84.90989219
DNK,Dinamarca,1973,83.55762725
DNK,Dinamarca,1974,83.38659362
DNK,Dinamarca,1975,83.64925258
DNK,Dinamarca,1976,85.22063715
DNK,Dinamarca,1977,83.42559194
DNK,Dinamarca,1978,80.69384689
DNK,Dinamarca,1979,81.50188654
DNK,Dinamarca,1980,81.96953835
DNK,Dinamarca,1981,80.06055363
DNK,Dinamarca,1982,84.92639507
DNK,Dinamarca,1983,84.3888852
DNK,Dinamarca,1984,82.86881157
DNK,Dinamarca,1985,83.9112134
DNK,Dinamarca,1986,84.72968981
DNK,Dinamarca,1987,82.71811114
DNK,Dinamarca,1988,80.99991635
DNK,Dinamarca,1989,79.19251279
DNK,Dinamarca,1990,79.53058245
DNK,Dinamarca,1991,82.04114297
DNK,Dinamarca,1992,82.09808759
DNK,Dinamarca,1993,81.16602742
DNK,Dinamarca,1994,83.38460273
DNK,Dinamarca,1995,84.68040562
DNK,Dinamarca,1996,84.93715877
DNK,Dinamarca,1997,85.08339243
DNK,Dinamarca,1998,84.41815922
DNK,Dinamarca,1999,84.17882177
DNK,Dinamarca,2000,85.03852471
DNK,Dinamarca,2001,85.93630358
DNK,Dinamarca,2002,85.82785486
DNK,Dinamarca,2003,84.7855027
DNK,Dinamarca,2004,84.91700418
DNK,Dinamarca,2005,85.11697376
DNK,Dinamarca,2006,87.19668201
DNK,Dinamarca,2007,87.38692363
DNK,Dinamarca,2008,88.00744278
DNK,Dinamarca,2009,86.86816307
DNK,Dinamarca,2010,87.14244924
DNK,Dinamarca,2011,87.72018118
DNK,Dinamarca,2012,86.33964361
DNK,Dinamarca,2013,85.98195152
DNK,Dinamarca,2014,85.63216166
DNK,Dinamarca,2015,84.87193626
DNK,Dinamarca,2016,84.57229086
DNK,Dinamarca,2017,84.1648457
DNK,Dinamarca,2018,83.69488104
DNK,Dinamarca,2019,83.06788975
DNK,Dinamarca,2020,84.17806546
DNK,Dinamarca,2021,83.33119769
DNK,Dinamarca,2022,84.42769097
ECU,Ecuador,1900,13.66084322
ECU,Ecuador,1901,12.78168275
ECU,Ecuador,1902,13.1617917
ECU,Ecuador,1903,13.02935531
ECU,Ecuador,1904,13.72399447
ECU,Ecuador,1905,13.29849632
ECU,Ecuador,1906,12.39464949
ECU,Ecuador,1907,12.67267398
ECU,Ecuador,1908,14.47196371
ECU,Ecuador,1909,13.6454774
ECU,Ecuador,1910,14.30975503
ECU,Ecuador,1911,14.58521107
ECU,Ecuador,1912,14.65433944
ECU,Ecuador,1913,14.89913492
ECU,Ecuador,1914,16.89684639
ECU,Ecuador,1915,17.09919002
ECU,Ecuador,1916,15.48572167
ECU,Ecuador,1917,16.36797249
ECU,Ecuador,1918,15.42310036
ECU,Ecuador,1919,15.76109696
ECU,Ecuador,1920,16.54695224
ECU,Ecuador,1921,17.5299323
ECU,Ecuador,1922,17.12336418
ECU,Ecuador,1923,15.63510081
ECU,Ecuador,1924,15.71892798
ECU,Ecuador,1925,15.82992007
ECU,Ecuador,1926,15.31623942
ECU,Ecuador,1927,15.9203664
ECU,Ecuador,1928,16.52247495
ECU,Ecuador,1929,16.29547975
ECU,Ecuador,1930,18.41050304
ECU,Ecuador,1931,19.42409738
ECU,Ecuador,1932,22.5523419
ECU,Ecuador,1933,23.48344031
ECU,Ecuador,1934,21.80662249
ECU,Ecuador,1935,19.52310197
ECU,Ecuador,1936,18.05448306
ECU,Ecuador,1937,17.06049685
ECU,Ecuador,1938,18.50632036
ECU,Ecuador,1939,17.60738609
ECU,Ecuador,1940,17.07608288
ECU,Ecuador,1941,14.87449461
ECU,Ecuador,1942,13.82662541
ECU,Ecuador,1943,14.0745757
ECU,Ecuador,1944,13.11816625
ECU,Ecuador,1945,13.2422585
ECU,Ecuador,1946,16.06345343
ECU,Ecuador,1947,17.96451471
ECU,Ecuador,1948,19.30198992
ECU,Ecuador,1949,19.82859081
ECU,Ecuador,1950,19.48818898
ECU,Ecuador,1951,18.13953488
ECU,Ecuador,1952,19.4721479
ECU,Ecuador,1953,18.82721523
ECU,Ecuador,1954,20.3003876
ECU,Ecuador,1955,19.28036845
ECU,Ecuador,1956,19.43438524
ECU,Ecuador,1957,19.74606458
ECU,Ecuador,1958,20.30567686
ECU,Ecuador,1959,19.68715084
ECU,Ecuador,1960,20.2082295
ECU,Ecuador,1961,19.98899587
ECU,Ecuador,1962,19.58263069
ECU,Ecuador,1963,18.95049708
ECU,Ecuador,1964,18.87524558
ECU,Ecuador,1965,19.12108462
ECU,Ecuador,1966,18.08335923
ECU,Ecuador,1967,18.22519919
ECU,Ecuador,1968,17.99839602
ECU,Ecuador,1969,18.04505063
ECU,Ecuador,1970,18.92895901
ECU,Ecuador,1971,19.09485939
ECU,Ecuador,1972,18.89116235
ECU,Ecuador,1973,19.71280355
ECU,Ecuador,1974,20.51282051
ECU,Ecuador,1975,21.24364309
ECU,Ecuador,1976,21.72000887
ECU,Ecuador,1977,21.68851112
ECU,Ecuador,1978,21.55978966
ECU,Ecuador,1979,21.61007045
ECU,Ecuador,1980,22.228226
ECU,Ecuador,1981,22.1719457
ECU,Ecuador,1982,22.45121534
ECU,Ecuador,1983,20.73081769
ECU,Ecuador,1984,19.75308642
ECU,Ecuador,1985,19.48036217
ECU,Ecuador,1986,19.0605613
ECU,Ecuador,1987,16.96803916
ECU,Ecuador,1988,17.72578981
ECU,Ecuador,1989,16.88703885
ECU,Ecuador,1990,16.82169704
ECU,Ecuador,1991,17.86239691
ECU,Ecuador,1992,18.03281529
ECU,Ecuador,1993,17.9287694
ECU,Ecuador,1994,17.88347514
ECU,Ecuador,1995,17.73304034
ECU,Ecuador,1996,17.30553765
ECU,Ecuador,1997,17.21150836
ECU,Ecuador,1998,16.96471222
ECU,Ecuador,1999,15.44511845
ECU,Ecuador,2000,15.05507593
ECU,Ecuador,2001,15.54381741
ECU,Ecuador,2002,15.90727568
ECU,Ecuador,2003,15.83719472
ECU,Ecuador,2004,16.41261034
ECU,Ecuador,2005,16.62837049
ECU,Ecuador,2006,16.87776476
ECU,Ecuador,2007,16.96127402
ECU,Ecuador,2008,18.10787974
ECU,Ecuador,2009,18.74266392
ECU,Ecuador,2010,18.93200052
ECU,Ecuador,2011,20.10065425
ECU,Ecuador,2012,20.63340874
ECU,Ecuador,2013,21.154867
ECU,Ecuador,2014,21.36110251
ECU,Ecuador,2015,20.73548706
ECU,Ecuador,2016,19.85664435
ECU,Ecuador,2017,19.69582739
ECU,Ecuador,2018,19.22630371
ECU,Ecuador,2019,18.61740667
ECU,Ecuador,2020,17.55521752
ECU,Ecuador,2021,17.08665766
ECU,Ecuador,2022,17.07230012
ESP,España,1900,33.29363975
ESP,España,1901,32.89487487
ESP,España,1902,31.55145167
ESP,España,1903,30.34218107
ESP,España,1904,30.70296493
ESP,España,1905,28.7458016
ESP,España,1906,27.80529695
ESP,España,1907,28.42055671
ESP,España,1908,32.49785846
ESP,España,1909,30.3935914
ESP,España,1910,29.29400902
ESP,España,1911,31.09115063
ESP,España,1912,29.21846748
ESP,España,1913,30.34239496
ESP,España,1914,32.56243267
ESP,España,1915,32.44153919
ESP,España,1916,30.09101696
ESP,España,1917,30.85245097
ESP,España,1918,28.44917398
ESP,España,1919,28.93840752
ESP,España,1920,31.95137683
ESP,España,1921,34.33634146
ESP,España,1922,34.23673806
ESP,España,1923,31.00826174
ESP,España,1924,31.61760356
ESP,España,1925,33.40875483
ESP,España,1926,31.33647639
ESP,España,1927,34.32937395
ESP,España,1928,34.11908542
ESP,España,1929,34.90812987
ESP,España,1930,36.68075339
ESP,España,1931,38.13325908
ESP,España,1932,46.01155046
ESP,España,1933,45.84862155
ESP,España,1934,43.64785866
ESP,España,1935,39.31477572
ESP,España,1936,27.21419984
ESP,España,1937,23.49691678
ESP,España,1938,25.0424335
ESP,España,1939,25.82476303
ESP,España,1940,26.40545499
ESP,España,1941,23.54390492
ESP,España,1942,22.82469194
ESP,España,1943,22.12431089
ESP,España,1944,21.62438527
ESP,España,1945,20.37317223
ESP,España,1946,23.43064837
ESP,España,1947,24.54661228
ESP,España,1948,23.60489485
ESP,España,1949,24.19581153
ESP,España,1950,22.72965879
ESP,España,1951,23.50387597
ESP,España,1952,24.96351253
ESP,España,1953,24.03499438
ESP,España,1954,26.21124031
ESP,España,1955,25.57282671
ESP,España,1956,27.41277232
ESP,España,1957,28.15121223
ESP,España,1958,30.5440812
ESP,España,1959,28.40782123
ESP,España,1960,27.89499917
ESP,España,1961,30.74002751
ESP,España,1962,32.05628162
ESP,España,1963,34.02172799
ESP,España,1964,34.11100196
ESP,España,1965,34.68910706
ESP,España,1966,34.9815793
ESP,España,1967,35.96445145
ESP,España,1968,36.32603098
ESP,España,1969,38.46662534
ESP,España,1970,39.69863929
ESP,España,1971,40.55915389
ESP,España,1972,42.48052255
ESP,España,1973,43.74859033
ESP,España,1974,47.12774861
ESP,España,1975,48.62459547
ESP,España,1976,48.24081602
ESP,España,1977,47.64829828
ESP,España,1978,46.34637711
ESP,España,1979,45.68099102
ESP,España,1980,47.30674412
ESP,España,1981,46.23036998
ESP,España,1982,48.08284834
ESP,España,1983,47.20803767
ESP,España,1984,44.60655942
ESP,España,1985,44.48414741
ESP,España,1986,45.01329394
ESP,España,1987,46.84134754
ESP,España,1988,48.16105736
ESP,España,1989,49.94830776
ESP,España,1990,51.95770916
ESP,España,1991,54.73366287
ESP,España,1992,54.58916354
ESP,España,1993,53.11367646
ESP,España,1994,53.27339208
ESP,España,1995,54.63761128
ESP,España,1996,54.89620527
ESP,España,1997,55.3982161
ESP,España,1998,56.38102233
ESP,España,1999,57.31700109
ESP,España,2000,58.82967207
ESP,España,2001,61.36611883
ESP,España,2002,62.14744924
ESP,España,2003,62.28395579
ESP,España,2004,62.04662147
ESP,España,2005,62.2006856
ESP,España,2006,63.19570602
ESP,España,2007,64.31102369
ESP,España,2008,65.32837104
ESP,España,2009,65.36176105
ESP,España,2010,64.51876171
ESP,España,2011,63.61348767
ESP,España,2012,60.91796642
ESP,España,2013,59.53246958
ESP,España,2014,59.65275627
ESP,España,2015,60.55598867
ESP,España,2016,56.79524663
ESP,España,2017,57.22902402
ESP,España,2018,56.91997529
ESP,España,2019,56.55541293
ESP,España,2020,51.72844937
ESP,España,2021,51.63815055
ESP,España,2022,53.32721596
USA,Estados Unidos,1900,100.0
USA,Estados Unidos,1901,100.0
USA,Estados Unidos,1902,100.0
USA,Estados Unidos,1903,100.0
USA,Estados Unidos,1904,100.0
USA,Estados Unidos,1905,100.0
USA,Estados Unidos,1906,100.0
USA,Estados Unidos,1907,100.0
USA,Estados Unidos,1908,100.0
USA,Estados Unidos,1909,100.0
USA,Estados Unidos,1910,100.0
USA,Estados Unidos,1911,100.0
USA,Estados Unidos,1912,100.0
USA,Estados Unidos,1913,100.0
USA,Estados Unidos,1914,100.0
USA,Estados Unidos,1915,100.0
USA,Estados Unidos,1916,100.0
USA,Estados Unidos,1917,100.0
USA,Estados Unidos,1918,100.0
USA,Estados Unidos,1919,100.0
USA,Estados Unidos,1920,100.0
USA,Estados Unidos,1921,100.0
USA,Estados Unidos,1922,100.0
USA,Estados Unidos,1923,100.0
USA,Estados Unidos,1924,100.0
USA,Estados Unidos,1925,100.0
USA,Estados Unidos,1926,100.0
USA,Estados Unidos,1927,100.0
USA,Estados Unidos,1928,100.0
USA,Estados Unidos,1929,100.0
USA,Estados Unidos,1930,100.0
USA,Estados Unidos,1931,100.0
USA,Estados Unidos,1932,100.0
USA,Estados Unidos,1933,100.0
USA,Estados Unidos,1934,100.0
USA,Estados Unidos,1935,100.0
USA,Estados Unidos,1936,100.0
USA,Estados Unidos,1937,100.0
USA,Estados Unidos,1938,100.0
USA,Estados Unidos,1939,100.0
USA,Estados Unidos,1940,100.0
USA,Estados Unidos,1941,100.0
USA,Estados Unidos,1942,100.0
USA,Estados Unidos,1943,100.0
USA,Estados Unidos,1944,100.0
USA,Estados Unidos,1945,100.0
USA,Estados Unidos,1946,100.0
USA,Estados Unidos,1947,100.0
USA,Estados Unidos,1948,100.0
USA,Estados Unidos,1949,100.0
USA,Estados Unidos,1950,100.0
USA,Estados Unidos,1951,100.0
USA,Estados Unidos,1952,100.0
USA,Estados Unidos,1953,100.0
USA,Estados Unidos,1954,100.0
USA,Estados Unidos,1955,100.0
USA,Estados Unidos,1956,100.0
USA,Estados Unidos,1957,100.0
USA,Estados Unidos,1958,100.0
USA,Estados Unidos,1959,100.0
USA,Estados Unidos,1960,100.0
USA,Estados Unidos,1961,100.0
USA,Estados Unidos,1962,100.0
USA,Estados Unidos,1963,100.0
USA,Estados Unidos,1964,100.0
USA,Estados Unidos,1965,100.0
USA,Estados Unidos,1966,100.0
USA,Estados Unidos,1967,100.0
USA,Estados Unidos,1968,100.0
USA,Estados Unidos,1969,100.0
USA,Estados Unidos,1970,100.0
USA,Estados Unidos,1971,100.0
USA,Estados Unidos,1972,100.0
USA,Estados Unidos,1973,100.0
USA,Estados Unidos,1974,100.0
USA,Estados Unidos,1975,100.0
USA,Estados Unidos,1976,100.0
USA,Estados Unidos,1977,100.0
USA,Estados Unidos,1978,100.0
USA,Estados Unidos,1979,100.0
USA,Estados Unidos,1980,100.0
USA,Estados Unidos,1981,100.0
USA,Estados Unidos,1982,100.0
USA,Estados Unidos,1983,100.0
USA,Estados Unidos,1984,100.0
USA,Estados Unidos,1985,100.0
USA,Estados Unidos,1986,100.0
USA,Estados Unidos,1987,100.0
USA,Estados Unidos,1988,100.0
USA,Estados Unidos,1989,100.0
USA,Estados Unidos,1990,100.0
USA,Estados Unidos,1991,100.0
USA,Estados Unidos,1992,100.0
USA,Estados Unidos,1993,100.0
USA,Estados Unidos,1994,100.0
USA,Estados Unidos,1995,100.0
USA,Estados Unidos,1996,100.0
USA,Estados Unidos,1997,100.0
USA,Estados Unidos,1998,100.0
USA,Estados Unidos,1999,100.0
USA,Estados Unidos,2000,100.0
USA,Estados Unidos,2001,100.0
USA,Estados Unidos,2002,100.0
USA,Estados Unidos,2003,100.0
USA,Estados Unidos,2004,100.0
USA,Estados Unidos,2005,100.0
USA,Estados Unidos,2006,100.0
USA,Estados Unidos,2007,100.0
USA,Estados Unidos,2008,100.0
USA,Estados Unidos,2009,100.0
USA,Estados Unidos,2010,100.0
USA,Estados Unidos,2011,100.0
USA,Estados Unidos,2012,100.0
USA,Estados Unidos,2013,100.0
USA,Estados Unidos,2014,100.0
USA,Estados Unidos,2015,100.0
USA,Estados Unidos,2016,100.0
USA,Estados Unidos,2017,100.0
USA,Estados Unidos,2018,100.0
USA,Estados Unidos,2019,100.0
USA,Estados Unidos,2020,100.0
USA,Estados Unidos,2021,100.0
USA,Estados Unidos,2022,100.0
FIN,Finlandia,1900,33.08213307
FIN,Finlandia,1901,29.7365108
FIN,Finlandia,1902,29.20236548
FIN,Finlandia,1903,30.05139717
FIN,Finlandia,1904,31.84566926
FIN,Finlandia,1905,30.44511481
FIN,Finlandia,1906,28.65699073
FIN,Finlandia,1907,29.37527838
FIN,Finlandia,1908,32.47557676
FIN,Finlandia,1909,30.64874243
FIN,Finlandia,1910,31.52504407
FIN,Finlandia,1911,31.74851226
FIN,Finlandia,1912,32.30570178
FIN,Finlandia,1913,33.29056376
FIN,Finlandia,1914,35.06892647
FIN,Finlandia,1915,32.73616468
FIN,Finlandia,1916,29.51384856
FIN,Finlandia,1917,25.79567898
FIN,Finlandia,1918,20.85699764
FIN,Finlandia,1919,25.29239785
FIN,Finlandia,1920,28.97686518
FIN,Finlandia,1921,31.03914311
FIN,Finlandia,1922,32.76816482
FIN,Finlandia,1923,31.48697944
FIN,Finlandia,1924,31.86026282
FIN,Finlandia,1925,33.28319172
FIN,Finlandia,1926,32.73588616
FIN,Finlandia,1927,35.3439071
FIN,Finlandia,1928,37.68207156
FIN,Finlandia,1929,36.22983716
FIN,Finlandia,1930,39.73826202
FIN,Finlandia,1931,41.42599098
FIN,Finlandia,1932,48.50543377
FIN,Finlandia,1933,53.51490868
FIN,Finlandia,1934,54.95499624
FIN,Finlandia,1935,50.92534007
FIN,Finlandia,1936,49.46057807
FIN,Finlandia,1937,48.5608849
FIN,Finlandia,1938,54.35044085
FIN,Finlandia,1939,48.6239559
FIN,Finlandia,1940,42.75684557
FIN,Finlandia,1941,39.06768302
FIN,Finlandia,1942,35.66274053
FIN,Finlandia,1943,36.71601354
FIN,Finlandia,1944,34.55430878
FIN,Finlandia,1945,33.37267622
FIN,Finlandia,1946,39.60879257
FIN,Finlandia,1947,41.40013599
FIN,Finlandia,1948,42.80508103
FIN,Finlandia,1949,46.51794449
FIN,Finlandia,1950,44.4816273
FIN,Finlandia,1951,45.18449612
FIN,Finlandia,1952,45.30527852
FIN,Finlandia,1953,43.83164864
FIN,Finlandia,1954,48.28609496
FIN,Finlandia,1955,47.69142199
FIN,Finlandia,1956,48.51411163
FIN,Finlandia,1957,50.27576698
FIN,Finlandia,1958,51.4870766
FIN,Finlandia,1959,51.24022346
FIN,Finlandia,1960,54.99806169
FIN,Finlandia,1961,58.39339752
FIN,Finlandia,1962,57.27761383
FIN,Finlandia,1963,57.12821564
FIN,Finlandia,1964,57.20530452
FIN,Finlandia,1965,57.15755026
FIN,Finlandia,1966,55.35531981
FIN,Finlandia,1967,55.45486385
FIN,Finlandia,1968,54.45105736
FIN,Finlandia,1969,58.48729076
FIN,Finlandia,1970,63.71984306
FIN,Finlandia,1971,63.80667377
FIN,Finlandia,1972,65.53080979
FIN,Finlandia,1973,66.41981806
FIN,Finlandia,1974,68.89218595
FIN,Finlandia,1975,70.26121128
FIN,Finlandia,1976,66.90812329
FIN,Finlandia,1977,64.64054855
FIN,Finlandia,1978,62.91402035
FIN,Finlandia,1979,65.63491268
FIN,Finlandia,1980,69.70382628
FIN,Finlandia,1981,69.65331381
FIN,Finlandia,1982,73.58781239
FIN,Finlandia,1983,72.76344585
FIN,Finlandia,1984,70.10225714
FIN,Finlandia,1985,70.09659934
FIN,Finlandia,1986,69.78138848
FIN,Finlandia,1987,70.59890585
FIN,Finlandia,1988,71.5054513
FIN,Finlandia,1989,73.49004244
FIN,Finlandia,1990,72.69482451
FIN,Finlandia,1991,69.04050099
FIN,Finlandia,1992,65.03642896
FIN,Finlandia,1993,63.40776358
FIN,Finlandia,1994,63.89950399
FIN,Finlandia,1995,65.40039402
FIN,Finlandia,1996,65.91302244
FIN,Finlandia,1997,67.68472466
FIN,Finlandia,1998,68.98871304
FIN,Finlandia,1999,69.51497116
FIN,Finlandia,2000,71.24053896
FIN,Finlandia,2001,72.97979855
FIN,Finlandia,2002,73.4585586
FIN,Finlandia,2003,73.3856881
FIN,Finlandia,2004,74.00825386
FIN,Finlandia,2005,74.08606215
FIN,Finlandia,2006,75.58092372
FIN,Finlandia,2007,78.57987112
FIN,Finlandia,2008,79.81911013
FIN,Finlandia,2009,75.66644713
FIN,Finlandia,2010,76.34964098
FIN,Finlandia,2011,77.36688475
FIN,Finlandia,2012,74.81843077
FIN,Finlandia,2013,73.22808328
FIN,Finlandia,2014,71.34174667
FIN,Finlandia,2015,70.04240269
FIN,Finlandia,2016,70.24238423
FIN,Finlandia,2017,71.03896293
FIN,Finlandia,2018,70.29345553
FIN,Finlandia,2019,69.82141445
FIN,Finlandia,2020,70.60199742
FIN,Finlandia,2021,68.78269703
FIN,Finlandia,2022,68.86492157
FRA,Francia,1900,57.03215419
FRA,Francia,1901,51.36617375
FRA,Francia,1902,50.93141267
FRA,Francia,1903,50.47337381
FRA,Francia,1904,52.37971987
FRA,Francia,1905,50.57375392
FRA,Francia,1906,47.00347675
FRA,Francia,1907,49.18324063
FRA,Francia,1908,54.07768426
FRA,Francia,1909,51.52009717
FRA,Francia,1910,49.04126342
FRA,Francia,1911,53.20520656
FRA,Francia,1912,56.14155621
FRA,Francia,1913,54.95663645
FRA,Francia,1914,56.70392563
FRA,Francia,1915,56.49170818
FRA,Francia,1916,53.99948427
FRA,Francia,1917,48.60233483
FRA,Francia,1918,36.47109615
FRA,Francia,1919,42.88128443
FRA,Francia,1920,50.66519187
FRA,Francia,1921,50.6569565
FRA,Francia,1922,57.48415255
FRA,Francia,1923,54.04993831
FRA,Francia,1924,59.86493954
FRA,Francia,1925,59.56175592
FRA,Francia,1926,58.14848071
FRA,Francia,1927,57.41217098
FRA,Francia,1928,61.67983115
FRA,Francia,1929,62.80619197
FRA,Francia,1930,67.54569525
FRA,Francia,1931,67.97930606
FRA,Francia,1932,75.30573002
FRA,Francia,1933,83.95640538
FRA,Francia,1934,77.0962177
FRA,Francia,1935,67.27722918
FRA,Francia,1936,64.01392972
FRA,Francia,1937,63.31949842
FRA,Francia,1938,67.63167075
FRA,Francia,1939,68.38862722
FRA,Francia,1940,53.66887903
FRA,Francia,1941,38.91274037
FRA,Francia,1942,31.95725872
FRA,Francia,1943,28.40459965
FRA,Francia,1944,22.71266364
FRA,Francia,1945,24.88840611
FRA,Francia,1946,41.45733782
FRA,Francia,1947,46.08865772
FRA,Francia,1948,47.52198785
FRA,Francia,1949,55.53414209
FRA,Francia,1950,54.23884514
FRA,Francia,1951,53.98449612
FRA,Francia,1952,53.9345658
FRA,Francia,1953,53.55559496
FRA,Francia,1954,57.09786822
FRA,Francia,1955,56.88543466
FRA,Francia,1956,59.07915158
FRA,Francia,1957,61.92692175
FRA,Francia,1958,64.48129352
FRA,Francia,1959,62.1452514
FRA,Francia,1960,65.30431412
FRA,Francia,1961,67.68638239
FRA,Francia,1962,67.76454469
FRA,Francia,1963,68.30993133
FRA,Francia,1964,69.04223969
FRA,Francia,1965,68.29827022
FRA,Francia,1966,67.52629944
FRA,Francia,1967,69.13580247
FRA,Francia,1968,69.07686463
FRA,Francia,1969,71.71729696
FRA,Francia,1970,75.91201269
FRA,Francia,1971,77.40018037
FRA,Francia,1972,76.92216888
FRA,Francia,1973,76.84008721
FRA,Francia,1974,79.51761394
FRA,Francia,1975,79.56927107
FRA,Francia,1976,79.32958829
FRA,Francia,1977,79.20074283
FRA,Francia,1978,77.50460971
FRA,Francia,1979,77.88573909
FRA,Francia,1980,79.48735267
FRA,Francia,1981,78.70308757
FRA,Francia,1982,82.5744608
FRA,Francia,1983,80.57563499
FRA,Francia,1984,76.44032922
FRA,Francia,1985,74.96290464
FRA,Francia,1986,74.55834564
FRA,Francia,1987,74.16066801
FRA,Francia,1988,74.62565876
FRA,Francia,1989,75.0244858
FRA,Francia,1990,76.06132713
FRA,Francia,1991,77.5951532
FRA,Francia,1992,76.85170312
FRA,Francia,1993,75.03974664
FRA,Francia,1994,74.49111965
FRA,Francia,1995,74.68493782
FRA,Francia,1996,73.58233236
FRA,Francia,1997,72.72258853
FRA,Francia,1998,72.72131871
FRA,Francia,1999,72.42624115
FRA,Francia,2000,72.80943843
FRA,Francia,2001,73.93541706
FRA,Francia,2002,73.81782742
FRA,Francia,2003,72.71731959
FRA,Francia,2004,72.36926742
FRA,Francia,2005,71.48451369
FRA,Francia,2006,71.6305406
FRA,Francia,2007,72.38589817
FRA,Francia,2008,73.12033086
FRA,Francia,2009,73.33906243
FRA,Francia,2010,73.24738313
FRA,Francia,2011,73.86210367
FRA,Francia,2012,72.57014724
FRA,Francia,2013,72.02091894
FRA,Francia,2014,70.70106844
FRA,Francia,2015,70.0252895
FRA,Francia,2016,70.02546449
FRA,Francia,2017,70.16583079
FRA,Francia,2018,69.60531439
FRA,Francia,2019,69.37868129
FRA,Francia,2020,66.07904339
FRA,Francia,2021,66.62010094
FRA,Francia,2022,67.01481422
GRC,Grecia,1900,24.53477488
GRC,Grecia,1901,21.5498487
GRC,Grecia,1902,27.90115598
GRC,Grecia,1903,26.47251846
GRC,Grecia,1904,28.83308511
GRC,Grecia,1905,28.06607631
GRC,Grecia,1906,25.35041488
GRC,Grecia,1907,25.77748513
GRC,Grecia,1908,28.40916664
GRC,Grecia,1909,26.54591378
GRC,Grecia,1910,26.89694346
GRC,Grecia,1911,33.18649081
GRC,Grecia,1912,31.42363484
GRC,Grecia,1913,18.55961296
GRC,Grecia,1914,26.31818495
GRC,Grecia,1915,19.88176401
GRC,Grecia,1916,15.15311615
GRC,Grecia,1917,13.8395865
GRC,Grecia,1918,21.76423884
GRC,Grecia,1919,19.43581537
GRC,Grecia,1920,22.49597555
GRC,Grecia,1921,31.59728954
GRC,Grecia,1922,31.2596304
GRC,Grecia,1923,28.62370563
GRC,Grecia,1924,29.46961969
GRC,Grecia,1925,30.59255375
GRC,Grecia,1926,29.83404259
GRC,Grecia,1927,30.68746007
GRC,Grecia,1928,31.09753345
GRC,Grecia,1929,31.22742603
GRC,Grecia,1930,33.6512953
GRC,Grecia,1931,34.25649522
GRC,Grecia,1932,43.54153206
GRC,Grecia,1933,47.43903444
GRC,Grecia,1934,44.46704924
GRC,Grecia,1935,40.8332392
GRC,Grecia,1936,37.0268303
GRC,Grecia,1937,39.07889626
GRC,Grecia,1938,40.53720173
GRC,Grecia,1939,37.64059914
GRC,Grecia,1940,29.5124691
GRC,Grecia,1941,22.03874772
GRC,Grecia,1942,16.9268561
GRC,Grecia,1943,13.17739159
GRC,Grecia,1944,10.46512007
GRC,Grecia,1945,9.0729498
GRC,Grecia,1946,14.90305277
GRC,Grecia,1947,19.63449487
GRC,Grecia,1948,19.45130208
GRC,Grecia,1949,20.98379113
GRC,Grecia,1950,20.02624672
GRC,Grecia,1951,20.38449612
GRC,Grecia,1952,19.89783508
GRC,Grecia,1953,21.75917716
GRC,Grecia,1954,22.76526163
GRC,Grecia,1955,23.06850892
GRC,Grecia,1956,24.79163074
GRC,Grecia,1957,26.18062737
GRC,Grecia,1958,27.87088398
GRC,Grecia,1959,27.0726257
GRC,Grecia,1960,27.77316276
GRC,Grecia,1961,29.75515818
GRC,Grecia,1962,29.38975548
GRC,Grecia,1963,31.37234806
GRC,Grecia,1964,32.42141454
GRC,Grecia,1965,33.599813
GRC,Grecia,1966,33.60113631
GRC,Grecia,1967,34.55038963
GRC,Grecia,1968,35.4311764
GRC,Grecia,1969,37.98718744
GRC,Grecia,1970,41.32231405
GRC,Grecia,1971,43.28523407
GRC,Grecia,1972,46.41142677
GRC,Grecia,1973,45.86873167
GRC,Grecia,1974,44.57125466
GRC,Grecia,1975,47.42256126
GRC,Grecia,1976,47.74558356
GRC,Grecia,1977,46.99117889
GRC,Grecia,1978,47.32636755
GRC,Grecia,1979,47.39056396
GRC,Grecia,1980,48.29286414
GRC,Grecia,1981,47.17859995
GRC,Grecia,1982,48.45258473
GRC,Grecia,1983,46.85987134
GRC,Grecia,1984,45.0586108
GRC,Grecia,1985,44.96865821
GRC,Grecia,1986,44.45199409
GRC,Grecia,1987,43.02908149
GRC,Grecia,1988,43.48771715
GRC,Grecia,1989,43.84862335
GRC,Grecia,1990,43.16694608
GRC,Grecia,1991,45.00249144
GRC,Grecia,1992,44.43026559
GRC,Grecia,1993,43.24854546
GRC,Grecia,1994,43.09574922
GRC,Grecia,1995,43.53370129
GRC,Grecia,1996,43.84645175
GRC,Grecia,1997,44.55202733
GRC,Grecia,1998,44.99064099
GRC,Grecia,1999,45.03909627
GRC,Grecia,2000,45.68957163
GRC,Grecia,2001,47.76536316
GRC,Grecia,2002,49.48301712
GRC,Grecia,2003,51.69869115
GRC,Grecia,2004,53.16341633
