geocodigoFundar,geonombreFundar,anio,pib_per_capita_ppa_porcentaje_eeuu
GRC,Grecia,2005,52.54586554
GRC,Grecia,2006,54.92411924
GRC,Grecia,2007,56.6246124
GRC,Grecia,2008,57.49874866
GRC,Grecia,2009,57.4576099
GRC,Grecia,2010,53.82408177
GRC,Grecia,2011,49.01660795
GRC,Grecia,2012,45.0311545
GRC,Grecia,2013,43.48544128
GRC,Grecia,2014,43.2486838
GRC,Grecia,2015,42.67270065
GRC,Grecia,2016,42.58040177
GRC,Grecia,2017,42.51077573
GRC,Grecia,2018,42.37982509
GRC,Grecia,2019,42.47202335
GRC,Grecia,2020,40.09846462
GRC,Grecia,2021,41.32496711
GRC,Grecia,2022,43.21640538
IND,India,1900,11.88169879
IND,India,1901,11.04857322
IND,India,1902,12.02179399
IND,India,1903,11.76556376
IND,India,1904,12.11959142
IND,India,1905,11.23739384
IND,India,1906,10.49086339
IND,India,1907,9.838658067
IND,India,1908,10.99601862
IND,India,1909,11.38994224
IND,India,1910,11.5287439
IND,India,1911,11.30867421
IND,India,1912,11.00578981
IND,India,1913,10.6153863
IND,India,1914,12.42253508
IND,India,1915,12.01417244
IND,India,1916,11.07380728
IND,India,1917,11.37261879
IND,India,1918,9.24431031
IND,India,1919,10.52653713
IND,India,1920,9.967568851
IND,India,1921,11.18360068
IND,India,1922,11.15915857
IND,India,1923,9.664678141
IND,India,1924,9.984979406
IND,India,1925,9.982266878
IND,India,1926,9.76152703
IND,India,1927,9.755126469
IND,India,1928,9.824410314
IND,India,1929,9.703673773
IND,India,1930,10.81815745
IND,India,1931,11.40876222
IND,India,1932,13.48367532
IND,India,1933,13.86641237
IND,India,1934,12.8186019
IND,India,1935,11.197377
IND,India,1936,10.51285675
IND,India,1937,9.54396243
IND,India,1938,10.11767514
IND,India,1939,9.613793931
IND,India,1940,9.104467604
IND,India,1941,8.123421909
IND,India,1942,7.27646337
IND,India,1943,6.934485503
IND,India,1944,6.406135897
IND,India,1945,6.420856781
IND,India,1946,6.685796873
IND,India,1947,6.882554253
IND,India,1948,6.671538712
IND,India,1949,7.008684852
IND,India,1950,6.476377953
IND,India,1951,6.158139535
IND,India,1952,6.099489175
IND,India,1953,6.18904061
IND,India,1954,6.48619186
IND,India,1955,6.206102476
IND,India,1956,6.420647238
IND,India,1957,6.227737562
IND,India,1958,6.733152366
IND,India,1959,6.38547486
IND,India,1960,6.645622196
IND,India,1961,6.646492435
IND,India,1962,6.365935919
IND,India,1963,6.364661269
IND,India,1964,6.429273084
IND,India,1965,5.745675549
IND,India,1966,5.393048959
IND,India,1967,5.629979862
IND,India,1968,5.445105736
IND,India,1969,5.567265964
IND,India,1970,5.776776025
IND,India,1971,5.591538903
IND,India,1972,5.229401117
IND,India,1973,5.112397564
IND,India,1974,5.112987902
IND,India,1975,5.50932347
IND,India,1976,5.236898514
IND,India,1977,5.335523731
IND,India,1978,5.258485283
IND,India,1979,4.76476677
IND,India,1980,5.048799433
IND,India,1981,5.180330051
IND,India,1982,5.374871619
IND,India,1983,5.514291399
IND,India,1984,5.26873675
IND,India,1985,5.208491052
IND,India,1986,5.184638109
IND,India,1987,5.162683559
IND,India,1988,5.403898168
IND,India,1989,5.506583959
IND,India,1990,5.643285923
IND,India,1991,5.655749753
IND,India,1992,5.680022711
IND,India,1993,5.763610364
IND,India,1994,5.810504777
IND,India,1995,5.981025155
IND,India,1996,6.125710316
IND,India,1997,6.025553232
IND,India,1998,6.063650206
IND,India,1999,6.074456723
IND,India,2000,5.999776137
IND,India,2001,6.185655358
IND,India,2002,6.205216082
IND,India,2003,6.437768397
IND,India,2004,6.624728875
IND,India,2005,6.840529699
IND,India,2006,7.188395995
IND,India,2007,7.604255941
IND,India,2008,8.017095064
IND,India,2009,8.814136699
IND,India,2010,9.186175748
IND,India,2011,9.598389532
IND,India,2012,9.78687939
IND,India,2013,10.16849183
IND,India,2014,10.56441623
IND,India,2015,11.01709418
IND,India,2016,11.55333396
IND,India,2017,11.94108441
IND,India,2018,12.30058844
IND,India,2019,12.42039147
IND,India,2020,12.01303381
IND,India,2021,12.28507595
IND,India,2022,12.78398536
ITA,Italia,1900,40.60928257
ITA,Italia,1901,37.82055457
ITA,Italia,1902,38.81749765
ITA,Italia,1903,38.04795429
ITA,Italia,1904,39.94848181
ITA,Italia,1905,38.72241466
ITA,Italia,1906,36.59277278
ITA,Italia,1907,37.34469191
ITA,Italia,1908,42.27952447
ITA,Italia,1909,39.04831454
ITA,Italia,1910,39.73317766
ITA,Italia,1911,39.74983579
ITA,Italia,1912,38.84101595
ITA,Italia,1913,40.136647
ITA,Italia,1914,42.15966553
ITA,Italia,1915,39.74170392
ITA,Italia,1916,38.56267518
ITA,Italia,1917,40.48488506
ITA,Italia,1918,36.82444272
ITA,Italia,1919,35.41701265
ITA,Italia,1920,37.31928693
ITA,Italia,1921,37.82992467
ITA,Italia,1922,39.24187543
ITA,Italia,1923,38.36967546
ITA,Italia,1924,38.861432
ITA,Italia,1925,41.07707305
ITA,Italia,1926,39.28649753
ITA,Italia,1927,38.6216296
ITA,Italia,1928,40.98307343
ITA,Italia,1929,40.89763886
ITA,Italia,1930,43.30068033
ITA,Italia,1931,45.69546599
ITA,Italia,1932,54.91316266
ITA,Italia,1933,56.08690452
ITA,Italia,1934,51.52824128
ITA,Italia,1935,48.23962233
ITA,Italia,1936,42.30691497
ITA,Italia,1937,43.19572606
ITA,Italia,1938,47.32031915
ITA,Italia,1939,46.95899717
ITA,Italia,1940,42.47363249
ITA,Italia,1941,36.64762636
ITA,Italia,1942,31.3452826
ITA,Italia,1943,24.49188007
ITA,Italia,1944,18.60073619
ITA,Italia,1945,17.18095042
ITA,Italia,1946,25.67049152
ITA,Italia,1947,31.42916653
ITA,Italia,1948,32.67221501
ITA,Italia,1949,36.54377589
ITA,Italia,1950,36.62729659
ITA,Italia,1951,36.94883721
ITA,Italia,1952,38.74361469
ITA,Italia,1953,40.13714015
ITA,Italia,1954,42.9505814
ITA,Italia,1955,42.90731146
ITA,Italia,1956,44.51916997
ITA,Italia,1957,46.86889578
ITA,Italia,1958,50.41897793
ITA,Italia,1959,50.34078212
ITA,Italia,1960,52.22351443
ITA,Italia,1961,55.88995873
ITA,Italia,1962,57.34612142
ITA,Italia,1963,59.32151276
ITA,Italia,1964,58.61493124
ITA,Italia,1965,56.61991585
ITA,Italia,1966,56.18979981
ITA,Italia,1967,58.99658524
ITA,Italia,1968,61.25955004
ITA,Italia,1969,63.02128539
ITA,Italia,1970,64.66316053
ITA,Italia,1971,64.29039928
ITA,Italia,1972,63.09514441
ITA,Italia,1973,63.71701376
ITA,Italia,1974,66.9824241
ITA,Italia,1975,65.96933272
ITA,Italia,1976,67.06704117
ITA,Italia,1977,66.42262776
ITA,Italia,1978,65.66277402
ITA,Italia,1979,67.69842065
ITA,Italia,1980,70.78112863
ITA,Italia,1981,70.00598882
ITA,Italia,1982,72.31427593
ITA,Italia,1983,70.77723987
ITA,Italia,1984,68.17558299
ITA,Italia,1985,68.04045665
ITA,Italia,1986,68.25997046
ITA,Italia,1987,68.5977541
ITA,Italia,1988,68.99311268
ITA,Italia,1989,69.2512787
ITA,Italia,1990,70.3125845
ITA,Italia,1991,72.86746893
ITA,Italia,1992,72.39633285
ITA,Italia,1993,71.24286156
ITA,Italia,1994,71.29656605
ITA,Italia,1995,72.77455487
ITA,Italia,1996,72.33181325
ITA,Italia,1997,71.80916164
ITA,Italia,1998,71.1578049
ITA,Italia,1999,70.30821032
ITA,Italia,2000,71.29984001
ITA,Italia,2001,73.04465454
ITA,Italia,2002,73.01222918
ITA,Italia,2003,71.92375158
ITA,Italia,2004,71.08722632
ITA,Italia,2005,70.22916958
ITA,Italia,2006,70.73460724
ITA,Italia,2007,71.33495159
ITA,Italia,2008,71.49160771
ITA,Italia,2009,70.28516771
ITA,Italia,2010,70.56649942
ITA,Italia,2011,70.76195269
ITA,Italia,2012,67.60328611
ITA,Italia,2013,65.06497847
ITA,Italia,2014,63.54327965
ITA,Italia,2015,62.97275199
ITA,Italia,2016,63.03687636
ITA,Italia,2017,63.00452232
ITA,Italia,2018,62.10234029
ITA,Italia,2019,61.41096062
ITA,Italia,2020,58.13246521
ITA,Italia,2021,59.50042497
ITA,Italia,2022,60.70897588
JPN,Japón,1900,26.41656982
JPN,Japón,1901,24.64567071
JPN,Japón,1902,23.17727101
JPN,Japón,1903,24.64809148
JPN,Japón,1904,25.15093464
JPN,Japón,1905,23.14630171
JPN,Japón,1906,23.33618177
JPN,Japón,1907,23.69941269
JPN,Japón,1908,26.25806466
JPN,Japón,1909,23.81274856
JPN,Japón,1910,24.04304396
JPN,Japón,1911,24.64874757
JPN,Japón,1912,24.25392901
JPN,Japón,1913,24.04662048
JPN,Japón,1914,25.92026749
JPN,Japón,1915,27.41178903
JPN,Japón,1916,27.6775442
JPN,Japón,1917,30.10136516
JPN,Japón,1918,28.39653491
JPN,Japón,1919,30.80739803
JPN,Japón,1920,29.29167375
JPN,Japón,1921,33.53376927
JPN,Japón,1922,32.40681664
JPN,Japón,1923,29.29706979
JPN,Japón,1924,29.80536299
JPN,Japón,1925,30.62263477
JPN,Japón,1926,28.83418867
JPN,Japón,1927,29.02165024
JPN,Japón,1928,31.0374141
JPN,Japón,1929,30.65931513
JPN,Japón,1930,31.17450932
JPN,Japón,1931,33.43895794
JPN,Japón,1932,42.11307224
JPN,Japón,1933,47.05139283
JPN,Japón,1934,43.33273372
JPN,Japón,1935,39.51416956
JPN,Japón,1936,37.71329412
JPN,Japón,1937,36.07690638
JPN,Japón,1938,40.44069047
JPN,Japón,1939,43.00053821
JPN,Japón,1940,40.6693863
JPN,Japón,1941,36.78958334
JPN,Japón,1942,33.21174253
JPN,Japón,1943,30.06594786
JPN,Japón,1944,28.33118013
JPN,Japón,1945,22.31927444
JPN,Japón,1946,18.6970907
JPN,Japón,1947,18.9423964
JPN,Japón,1948,19.39178083
JPN,Japón,1949,20.19325374
JPN,Japón,1950,20.09186352
JPN,Japón,1951,21.01705426
JPN,Japón,1952,22.64655802
JPN,Japón,1953,23.31382633
JPN,Japón,1954,24.92732558
JPN,Japón,1955,25.4289004
JPN,Japón,1956,27.01040409
JPN,Japón,1957,28.71998162
JPN,Japón,1958,30.93945474
JPN,Japón,1959,31.64804469
JPN,Japón,1960,35.18856953
JPN,Japón,1961,38.8170564
JPN,Japón,1962,40.12436762
JPN,Japón,1963,41.89812442
JPN,Japón,1964,44.3762279
JPN,Japón,1965,44.22159888
JPN,Japón,1966,46.0295619
JPN,Japón,1967,49.90806409
JPN,Japón,1968,53.71238023
JPN,Japón,1969,58.46249225
JPN,Japón,1970,64.62976876
JPN,Japón,1971,65.60629663
JPN,Japón,1972,67.3250964
JPN,Japón,1973,68.51364559
JPN,Japón,1974,67.58350453
JPN,Japón,1975,69.66404685
JPN,Japón,1976,68.74122256
JPN,Japón,1977,68.67611871
JPN,Japón,1978,68.49689271
JPN,Japón,1979,70.05910047
JPN,Japón,1980,72.28394853
JPN,Japón,1981,72.94383817
JPN,Japón,1982,76.82300582
JPN,Japón,1983,75.61840971
JPN,Japón,1984,73.41314378
JPN,Japón,1985,73.99993944
JPN,Japón,1986,73.83161004
JPN,Japón,1987,74.58681255
JPN,Japón,1988,76.38234392
JPN,Japón,1989,77.81314615
JPN,Japón,1990,80.9826402
JPN,Japón,1991,84.56962089
JPN,Japón,1992,83.18358148
JPN,Japón,1993,81.88401009
JPN,Japón,1994,80.23089288
JPN,Japón,1995,80.95143784
JPN,Japón,1996,81.1233023
JPN,Japón,1997,79.18547097
JPN,Japón,1998,75.58881324
JPN,Japón,1999,72.67279589
JPN,Japón,2000,72.37603471
JPN,Japón,2001,72.46694588
JPN,Japón,2002,71.74855872
JPN,Japón,2003,71.29214861
JPN,Japón,2004,70.76022735
JPN,Japón,2005,70.20022817
JPN,Japón,2006,69.9806121
JPN,Japón,2007,70.51371811
JPN,Japón,2008,70.60308407
JPN,Japón,2009,69.32503053
JPN,Japón,2010,71.06473358
JPN,Japón,2011,70.41570206
JPN,Japón,2012,70.60364329
JPN,Japón,2013,71.47435267
JPN,Japón,2014,70.72042428
JPN,Japón,2015,70.41318857
JPN,Japón,2016,70.66867868
JPN,Japón,2017,71.1283986
JPN,Japón,2018,69.89064833
JPN,Japón,2019,68.51390424
JPN,Japón,2020,68.20678405
JPN,Japón,2021,66.14859794
JPN,Japón,2022,65.9207815
MEX,México,1900,22.66853947
MEX,México,1901,22.31378513
MEX,México,1902,20.68117051
MEX,México,1903,22.12194403
MEX,México,1904,22.99259629
MEX,México,1905,23.86712818
MEX,México,1906,21.34244415
MEX,México,1907,22.43093443
MEX,México,1908,24.5432918
MEX,México,1909,22.90235698
MEX,México,1910,23.24427213
MEX,México,1911,22.08324211
MEX,México,1912,21.3600529
MEX,México,1913,19.8259405
MEX,México,1914,22.06374152
MEX,México,1915,21.58404458
MEX,México,1916,20.83675752
MEX,México,1917,22.72476481
MEX,México,1918,22.04118615
MEX,México,1919,22.95742052
MEX,México,1920,25.13560841
MEX,México,1921,26.27422637
MEX,México,1922,25.59513362
MEX,México,1923,23.55652392
MEX,México,1924,22.67516025
MEX,México,1925,23.67761416
MEX,México,1926,23.66118601
MEX,México,1927,22.45846894
MEX,México,1928,22.39965552
MEX,México,1929,20.27733209
MEX,México,1930,20.87895037
MEX,México,1931,22.83766348
MEX,México,1932,22.5523419
MEX,México,1933,25.73238353
MEX,México,1934,25.1064606
MEX,México,1935,23.74794256
MEX,México,1936,23.12639235
MEX,México,1937,21.97413242
MEX,México,1938,23.55090768
MEX,México,1939,23.00507486
MEX,México,1940,21.32427911
MEX,México,1941,20.20157056
MEX,México,1942,18.94435981
MEX,México,1943,17.71938614
MEX,México,1944,17.63599212
MEX,México,1945,18.26120799
MEX,México,1946,21.07611446
MEX,México,1947,21.97526206
MEX,México,1948,21.63668913
MEX,México,1949,23.07583073
MEX,México,1950,23.03149606
MEX,México,1951,22.77829457
MEX,México,1952,22.5370956
MEX,México,1953,21.29219129
MEX,México,1954,23.32243217
MEX,México,1955,23.3736327
MEX,México,1956,24.21681899
MEX,México,1957,25.29587499
MEX,México,1958,26.56084032
MEX,México,1959,25.12290503
MEX,México,1960,26.15606136
MEX,México,1961,26.44841816
MEX,México,1962,25.72196459
MEX,México,1963,26.22732397
MEX,México,1964,27.28388998
MEX,México,1965,26.82094437
MEX,México,1966,26.41040437
MEX,México,1967,26.845285
MEX,México,1968,27.14955046
MEX,México,1969,27.39822277
MEX,México,1970,28.68770348
MEX,México,1971,28.33483644
MEX,México,1972,28.55119226
MEX,México,1973,28.55800316
MEX,México,1974,29.67739481
MEX,México,1975,30.86376946
MEX,México,1976,30.0502624
MEX,México,1977,29.20252848
MEX,México,1978,29.67288124
MEX,México,1979,31.07616281
MEX,México,1980,33.5314579
MEX,México,1981,35.06121906
MEX,México,1982,35.0564875
MEX,México,1983,32.01803833
MEX,México,1984,30.48073326
MEX,México,1985,29.63086334
MEX,México,1986,27.4239291
MEX,México,1987,26.65131011
MEX,México,1988,25.63366143
MEX,México,1989,25.55229078
MEX,México,1990,26.22627224
MEX,México,1991,27.44779062
MEX,México,1992,27.55673544
MEX,México,1993,27.42957621
MEX,México,1994,27.62628105
MEX,México,1995,25.24700387
MEX,México,1996,25.70104449
MEX,México,1997,26.43728961
MEX,México,1998,26.72426361
MEX,México,1999,26.68306542
MEX,México,2000,27.48826814
MEX,México,2001,27.38886321
MEX,México,2002,27.33199911
MEX,México,2003,27.12998198
MEX,México,2004,27.40122783
MEX,México,2005,27.50149385
MEX,México,2006,28.29787657
MEX,México,2007,28.84916429
MEX,México,2008,29.45374468
MEX,México,2009,28.94972079
MEX,México,2010,29.8319833
MEX,México,2011,30.61902365
MEX,México,2012,31.03345636
MEX,México,2013,30.82791027
MEX,México,2014,30.69061629
MEX,México,2015,30.60599722
MEX,México,2016,30.43101009
MEX,México,2017,30.19684066
MEX,México,2018,29.8078191
MEX,México,2019,28.92818204
MEX,México,2020,27.33862655
MEX,México,2021,26.86043683
MEX,México,2022,26.98241201
NOR,Noruega,1900,40.42265902
NOR,Noruega,1901,37.2960609
NOR,Noruega,1902,37.63143943
NOR,Noruega,1903,36.79534674
NOR,Noruega,1904,37.95163484
NOR,Noruega,1905,36.42011934
NOR,Noruega,1906,35.02966419
NOR,Noruega,1907,35.54579529
NOR,Noruega,1908,40.24074898
NOR,Noruega,1909,37.17040291
NOR,Noruega,1910,39.70204694
NOR,Noruega,1911,40.540724
NOR,Noruega,1912,40.59512635
NOR,Noruega,1913,43.67840683
NOR,Noruega,1914,47.66735586
NOR,Noruega,1915,48.08942591
NOR,Noruega,1916,46.98542082
NOR,Noruega,1917,43.87312702
NOR,Noruega,1918,38.41927725
NOR,Noruega,1919,44.06791225
NOR,Noruega,1920,46.67619445
NOR,Noruega,1921,43.63878195
NOR,Noruega,1922,45.65564428
NOR,Noruega,1923,43.98783415
NOR,Noruega,1924,43.02258904
NOR,Noruega,1925,42.44929841
NOR,Noruega,1926,40.78034599
NOR,Noruega,1927,43.28674785
NOR,Noruega,1928,45.76865285
NOR,Noruega,1929,46.68638218
NOR,Noruega,1930,54.05338653
NOR,Noruega,1931,53.33822903
NOR,Noruega,1932,65.93875203
NOR,Noruega,1933,69.9905922
NOR,Noruega,1934,66.90825598
NOR,Noruega,1935,62.56689346
NOR,Noruega,1936,60.86291145
NOR,Noruega,1937,59.17610842
NOR,Noruega,1938,64.54411731
NOR,Noruega,1939,63.36689687
NOR,Noruega,1940,53.61890025
NOR,Noruega,1941,48.35686394
NOR,Noruega,1942,42.10530237
NOR,Noruega,1943,37.9371808
NOR,Noruega,1944,33.64250799
NOR,Noruega,1945,38.50086524
NOR,Noruega,1946,46.61842219
NOR,Noruega,1947,54.17303871
NOR,Noruega,1948,55.64592665
NOR,Noruega,1949,58.68981125
NOR,Noruega,1950,56.79133858
NOR,Noruega,1951,56.0496124
NOR,Noruega,1952,56.35490148
NOR,Noruega,1953,56.39297748
NOR,Noruega,1954,60.09568798
NOR,Noruega,1955,57.8238342
NOR,Noruega,1956,60.24027131
NOR,Noruega,1957,61.45581983
NOR,Noruega,1958,62.5693379
NOR,Noruega,1959,61.2122905
NOR,Noruega,1960,63.5930664
NOR,Noruega,1961,66.60797799
NOR,Noruega,1962,65.06639966
NOR,Noruega,1963,65.19934406
NOR,Noruega,1964,65.10805501
NOR,Noruega,1965,64.75923329
NOR,Noruega,1966,63.28731857
NOR,Noruega,1967,65.75606339
NOR,Noruega,1968,64.26068971
NOR,Noruega,1969,65.21595371
NOR,Noruega,1970,66.71258035
NOR,Noruega,1971,68.42666229
NOR,Noruega,1972,68.50161328
NOR,Noruega,1973,67.8520412
NOR,Noruega,1974,71.10629232
NOR,Noruega,1975,75.35829866
NOR,Noruega,1976,76.16970951
NOR,Noruega,1977,76.42227063
NOR,Noruega,1978,75.32950898
NOR,Noruega,1979,76.70039066
NOR,Noruega,1980,81.15565162
NOR,Noruega,1981,80.44649987
NOR,Noruega,1982,82.64635399
NOR,Noruega,1983,82.64473771
NOR,Noruega,1984,82.05823669
NOR,Noruega,1985,83.60233776
NOR,Noruega,1986,84.20679468
NOR,Noruega,1987,83.36596602
NOR,Noruega,1988,80.26657
NOR,Noruega,1989,78.74088584
NOR,Noruega,1990,79.59007085
NOR,Noruega,1991,85.36559704
NOR,Noruega,1992,88.72432901
NOR,Noruega,1993,92.20895449
NOR,Noruega,1994,96.61289766
NOR,Noruega,1995,101.6581938
NOR,Noruega,1996,106.7315201
NOR,Noruega,1997,111.5855693
NOR,Noruega,1998,113.6605399
NOR,Noruega,1999,114.7015356
NOR,Noruega,2000,117.7688328
NOR,Noruega,2001,123.3235228
NOR,Noruega,2002,127.177707
NOR,Noruega,2003,129.0391145
NOR,Noruega,2004,133.6781032
NOR,Noruega,2005,137.1641985
NOR,Noruega,2006,141.2373275
NOR,Noruega,2007,147.1065659
NOR,Noruega,2008,152.204729
NOR,Noruega,2009,158.1444679
NOR,Noruega,2010,159.2877166
NOR,Noruega,2011,162.3009562
NOR,Noruega,2012,162.2395523
NOR,Noruega,2013,160.3975385
NOR,Noruega,2014,159.1359554
NOR,Noruega,2015,157.2759598
NOR,Noruega,2016,156.2086202
NOR,Noruega,2017,155.6374833
NOR,Noruega,2018,152.8517837
NOR,Noruega,2019,150.8654488
NOR,Noruega,2020,153.4906719
NOR,Noruega,2021,150.2475301
NOR,Noruega,2022,151.298839
NZL,Nueva Zelanda,1900,85.23719205
NZL,Nueva Zelanda,1901,76.74710666
NZL,Nueva Zelanda,1902,81.45801791
NZL,Nueva Zelanda,1903,84.27140964
NZL,Nueva Zelanda,1904,84.08687951
NZL,Nueva Zelanda,1905,84.75735781
NZL,Nueva Zelanda,1906,82.38383839
NZL,Nueva Zelanda,1907,85.54306177
NZL,Nueva Zelanda,1908,85.86252834
NZL,Nueva Zelanda,1909,77.59653304
NZL,Nueva Zelanda,1910,87.9339116
NZL,Nueva Zelanda,1911,89.94555866
NZL,Nueva Zelanda,1912,83.22502075
NZL,Nueva Zelanda,1913,81.24282602
NZL,Nueva Zelanda,1914,90.92636077
NZL,Nueva Zelanda,1915,89.9917167
NZL,Nueva Zelanda,1916,79.83510709
NZL,Nueva Zelanda,1917,81.7170259
NZL,Nueva Zelanda,1918,74.75667469
NZL,Nueva Zelanda,1919,80.58542651
NZL,Nueva Zelanda,1920,88.56559201
NZL,Nueva Zelanda,1921,84.48683175
NZL,Nueva Zelanda,1922,77.08510968
NZL,Nueva Zelanda,1923,74.0567253
NZL,Nueva Zelanda,1924,73.67854291
NZL,Nueva Zelanda,1925,75.65177099
NZL,Nueva Zelanda,1926,67.12015683
NZL,Nueva Zelanda,1927,64.73068364
NZL,Nueva Zelanda,1928,71.56537113
NZL,Nueva Zelanda,1929,70.16759966
NZL,Nueva Zelanda,1930,73.92251754
NZL,Nueva Zelanda,1931,71.82586137
NZL,Nueva Zelanda,1932,82.29814925
NZL,Nueva Zelanda,1933,90.62868445
NZL,Nueva Zelanda,1934,87.68800577
NZL,Nueva Zelanda,1935,81.65614873
NZL,Nueva Zelanda,1936,88.08657381
NZL,Nueva Zelanda,1937,86.10814341
NZL,Nueva Zelanda,1938,97.85169389
NZL,Nueva Zelanda,1939,92.1724731
NZL,Nueva Zelanda,1940,83.64781673
NZL,Nueva Zelanda,1941,72.08522439
NZL,Nueva Zelanda,1942,72.4889082
NZL,Nueva Zelanda,1943,68.8028063
NZL,Nueva Zelanda,1944,64.39666636
NZL,Nueva Zelanda,1945,67.01845126
NZL,Nueva Zelanda,1946,77.01147457
NZL,Nueva Zelanda,1947,87.38398324
NZL,Nueva Zelanda,1948,74.96149041
NZL,Nueva Zelanda,1949,84.44232564
NZL,Nueva Zelanda,1950,88.44488189
NZL,Nueva Zelanda,1951,75.65271318
NZL,Nueva Zelanda,1952,75.57163707
NZL,Nueva Zelanda,1953,74.02021635
NZL,Nueva Zelanda,1954,84.39922481
NZL,Nueva Zelanda,1955,80.06908463
NZL,Nueva Zelanda,1956,82.46249353
NZL,Nueva Zelanda,1957,82.83350569
NZL,Nueva Zelanda,1958,86.39797002
NZL,Nueva Zelanda,1959,85.75418994
NZL,Nueva Zelanda,1960,83.55208506
NZL,Nueva Zelanda,1961,85.46354883
NZL,Nueva Zelanda,1962,81.74009275
NZL,Nueva Zelanda,1963,82.7610946
NZL,Nueva Zelanda,1964,81.56188605
NZL,Nueva Zelanda,1965,81.07059374
NZL,Nueva Zelanda,1966,80.38971992
NZL,Nueva Zelanda,1967,74.54250941
NZL,Nueva Zelanda,1968,70.95099405
NZL,Nueva Zelanda,1969,75.83384997
NZL,Nueva Zelanda,1970,74.44277486
NZL,Nueva Zelanda,1971,75.6415512
NZL,Nueva Zelanda,1972,74.3251751
NZL,Nueva Zelanda,1973,74.44553041
NZL,Nueva Zelanda,1974,78.09860762
NZL,Nueva Zelanda,1975,76.69517645
NZL,Nueva Zelanda,1976,74.51031118
NZL,Nueva Zelanda,1977,68.24756259
NZL,Nueva Zelanda,1978,65.49887318
NZL,Nueva Zelanda,1979,65.37780894
NZL,Nueva Zelanda,1980,66.46516497
NZL,Nueva Zelanda,1981,68.32911898
NZL,Nueva Zelanda,1982,70.91749401
NZL,Nueva Zelanda,1983,69.68300285
NZL,Nueva Zelanda,1984,67.91058736
NZL,Nueva Zelanda,1985,65.95403204
NZL,Nueva Zelanda,1986,65.35893648
NZL,Nueva Zelanda,1987,63.75467895
NZL,Nueva Zelanda,1988,61.40590581
NZL,Nueva Zelanda,1989,60.1452824
NZL,Nueva Zelanda,1990,58.99356444
NZL,Nueva Zelanda,1991,57.93637282
NZL,Nueva Zelanda,1992,56.64041881
NZL,Nueva Zelanda,1993,57.989368
NZL,Nueva Zelanda,1994,59.46528088
NZL,Nueva Zelanda,1995,60.29836551
NZL,Nueva Zelanda,1996,60.18211428
NZL,Nueva Zelanda,1997,59.44521158
NZL,Nueva Zelanda,1998,57.71958167
NZL,Nueva Zelanda,1999,58.03140844
NZL,Nueva Zelanda,2000,58.4551768
NZL,Nueva Zelanda,2001,59.2164286
NZL,Nueva Zelanda,2002,60.66155808
NZL,Nueva Zelanda,2003,61.23306724
NZL,Nueva Zelanda,2004,61.46641606
NZL,Nueva Zelanda,2005,60.96141931
NZL,Nueva Zelanda,2006,60.99963647
NZL,Nueva Zelanda,2007,62.44273355
NZL,Nueva Zelanda,2008,62.54433902
NZL,Nueva Zelanda,2009,64.4606499
NZL,Nueva Zelanda,2010,64.11217097
NZL,Nueva Zelanda,2011,64.53346754
NZL,Nueva Zelanda,2012,64.83708378
NZL,Nueva Zelanda,2013,64.85854157
NZL,Nueva Zelanda,2014,64.53042738
NZL,Nueva Zelanda,2015,64.07179936
NZL,Nueva Zelanda,2016,64.68923889
NZL,Nueva Zelanda,2017,64.57579764
NZL,Nueva Zelanda,2018,63.85886455
NZL,Nueva Zelanda,2019,63.56285378
NZL,Nueva Zelanda,2020,63.65753847
NZL,Nueva Zelanda,2021,63.63063788
NZL,Nueva Zelanda,2022,63.92012626
NLD,Países Bajos,1900,66.01496731
NLD,Países Bajos,1901,62.5173653
NLD,Países Bajos,1902,64.83017258
NLD,Países Bajos,1903,62.00407366
NLD,Países Bajos,1904,63.95681529
NLD,Países Bajos,1905,62.87458893
NLD,Países Bajos,1906,57.8149778
NLD,Países Bajos,1907,56.19793249
NLD,Países Bajos,1908,62.7007019
NLD,Países Bajos,1909,59.72575449
NLD,Países Bajos,1910,62.57275041
NLD,Países Bajos,1911,63.2505139
NLD,Países Bajos,1912,62.59668248
NLD,Países Bajos,1913,63.85060876
NLD,Países Bajos,1914,67.78526666
NLD,Países Bajos,1915,68.28763952
NLD,Países Bajos,1916,61.68854127
NLD,Países Bajos,1917,59.17651594
NLD,Países Bajos,1918,51.02515494
NLD,Países Bajos,1919,62.8721354
NLD,Países Bajos,1920,66.25675461
NLD,Países Bajos,1921,73.00348577
NLD,Países Bajos,1922,73.23884643
NLD,Países Bajos,1923,66.73144122
NLD,Países Bajos,1924,70.12852773
NLD,Países Bajos,1925,71.92075301
NLD,Países Bajos,1926,73.32735476
NLD,Países Bajos,1927,76.07264401
NLD,Países Bajos,1928,79.62575399
NLD,Países Bajos,1929,75.85596015
NLD,Países Bajos,1930,83.50645132
NLD,Países Bajos,1931,83.22455408
NLD,Países Bajos,1932,95.76989211
NLD,Países Bajos,1933,98.15829547
NLD,Países Bajos,1934,88.3687416
NLD,Países Bajos,1935,81.16032391
NLD,Países Bajos,1936,78.28340585
NLD,Países Bajos,1937,76.67042175
NLD,Países Bajos,1938,79.49737616
NLD,Países Bajos,1939,79.10344224
NLD,Países Bajos,1940,64.14776306
NLD,Países Bajos,1941,53.28551592
