"anio","pais","iso3","pbi_per_capita_ppa_porcentaje_argentina"
"1979","Ecuador","ECU","49.35183773"
"1980","Ecuador","ECU","50.32110092"
"1981","Ecuador","ECU","54.96082474"
"1982","Ecuador","ECU","56.77922078"
"1983","Ecuador","ECU","53.0955414"
"1984","Ecuador","ECU","53.52707612"
"1985","Ecuador","ECU","59.04543369"
"1986","Ecuador","ECU","56.03126357"
"1987","Ecuador","ECU","50.65761197"
"1988","Ecuador","ECU","56.53681964"
"1989","Ecuador","ECU","59.72289041"
"1990","Ecuador","ECU","60.66900722"
"1991","Ecuador","ECU","58.03052173"
"1992","Ecuador","ECU","54.74385408"
"1993","Ecuador","ECU","52.37321963"
"1994","Ecuador","ECU","51.13769238"
"1995","Ecuador","ECU","53.37869506"
"1996","Ecuador","ECU","50.99182054"
"1997","Ecuador","ECU","48.77588527"
"1998","Ecuador","ECU","48.11793312"
"1999","Ecuador","ECU","47.22782162"
"2000","Ecuador","ECU","48.07760113"
"2001","Ecuador","ECU","52.23559849"
"2002","Ecuador","ECU","60.85031386"
"2003","Ecuador","ECU","57.06128618"
"2004","Ecuador","ECU","56.11502762"
"2005","Ecuador","ECU","53.81056531"
"2006","Ecuador","ECU","51.67565236"
"2007","Ecuador","ECU","48.25403368"
"2008","Ecuador","ECU","49.15616745"
"2009","Ecuador","ECU","52.40569678"
"2010","Ecuador","ECU","49.14234374"
"2011","Ecuador","ECU","49.91751237"
"2012","Ecuador","ECU","53.05372723"
"2013","Ecuador","ECU","54.14381321"
"2014","Ecuador","ECU","57.53010478"
"2015","Ecuador","ECU","55.91734181"
"2016","Ecuador","ECU","55.77218543"
"2017","Ecuador","ECU","55.39987049"
"2018","Ecuador","ECU","57.33242838"
"2019","Ecuador","ECU","58.25721531"
"2020","Ecuador","ECU","59.41329642"
"2021","Ecuador","ECU","55.87236685"
"2022","Ecuador","ECU","54.48355757"
"1900","Espana","ESP","58.38970107"
"1901","Espana","ESP","62.8403398"
"1902","Espana","ESP","63.26483491"
"1903","Espana","ESP","56.88823653"
"1904","Espana","ESP","52.30043256"
"1905","Espana","ESP","47.2858431"
"1906","Espana","ESP","49.4828816"
"1907","Espana","ESP","51.28763148"
"1908","Espana","ESP","50.042889"
"1909","Espana","ESP","50.50881954"
"1910","Espana","ESP","46.33946159"
"1911","Espana","ESP","50.69502596"
"1912","Espana","ESP","46.84235899"
"1913","Espana","ESP","50.677462"
"1914","Espana","ESP","56.27968839"
"1915","Espana","ESP","57.49371495"
"1916","Espana","ESP","62.4314999"
"1917","Espana","ESP","67.77602878"
"1918","Espana","ESP","57.54297856"
"1919","Espana","ESP","57.37051793"
"1920","Espana","ESP","58.5982659"
"1921","Espana","ESP","60.03976143"
"1922","Espana","ESP","59.12698413"
"1923","Espana","ESP","55.25511025"
"1924","Espana","ESP","54.42450495"
"1925","Espana","ESP","59.62862174"
"1926","Espana","ESP","57.33584669"
"1927","Espana","ESP","59.75849057"
"1928","Espana","ESP","57.11988304"
"1929","Espana","ESP","59.94828329"
"1930","Espana","ESP","60.32600338"
"1931","Espana","ESP","64.00202805"
"1932","Espana","ESP","68.68542928"
"1933","Espana","ESP","63.92931393"
"1934","Espana","ESP","61.72295644"
"1935","Espana","ESP","60.45108005"
"1936","Espana","ESP","46.11930725"
"1937","Espana","ESP","40.36501901"
"1938","Espana","ESP","40.61007549"
"1939","Espana","ESP","43.63278887"
"1940","Espana","ESP","47.7913463"
"1941","Espana","ESP","46.50925521"
"1942","Espana","ESP","49.69980964"
"1943","Espana","ESP","53.27032703"
"1944","Espana","ESP","50.36306343"
"1945","Espana","ESP","48.35085698"
"1946","Espana","ESP","46.70521786"
"1947","Espana","ESP","43.30621302"
"1948","Espana","ESP","41.54323937"
"1949","Espana","ESP","42.69732753"
"1950","Espana","ESP","43.57780853"
"1951","Espana","ESP","46.8711353"
"1952","Espana","ESP","54.59502593"
"1953","Espana","ESP","52.33620801"
"1954","Espana","ESP","54.52254976"
"1955","Espana","ESP","53.21034978"
"1956","Espana","ESP","56.61206078"
"1957","Espana","ESP","56.2894888"
"1958","Espana","ESP","56.98557745"
"1959","Espana","ESP","60.86904477"
"1960","Espana","ESP","56.84459993"
"1961","Espana","ESP","59.79238014"
"1962","Espana","ESP","67.22289756"
"1963","Espana","ESP","76.35422657"
"1964","Espana","ESP","73.52318442"
"1965","Espana","ESP","73.06745446"
"1966","Espana","ESP","78.21556173"
"1967","Espana","ESP","80.53921569"
"1968","Espana","ESP","82.07916071"
"1969","Espana","ESP","82.97227423"
"1970","Espana","ESP","81.71664232"
"1971","Espana","ESP","82.42939265"
"1972","Espana","ESP","88.70994248"
"1973","Espana","ESP","91.7027815"
"1974","Espana","ESP","93.25504366"
"1975","Espana","ESP","97.48957207"
"1976","Espana","ESP","102.8119093"
"1977","Espana","ESP","100.8008462"
"1978","Espana","ESP","109.0726455"
"1979","Espana","ESP","104.3236236"
"1980","Espana","ESP","107.0948012"
"1981","Espana","ESP","114.5979381"
"1982","Espana","ESP","121.6017316"
"1983","Espana","ESP","120.9087049"
"1984","Espana","ESP","120.8752218"
"1985","Espana","ESP","134.832492"
"1986","Espana","ESP","132.3230569"
"1987","Espana","ESP","139.8435485"
"1988","Espana","ESP","153.6108147"
"1989","Espana","ESP","176.6477437"
"1990","Espana","ESP","187.3902867"
"1991","Espana","ESP","177.8161704"
"1992","Espana","ESP","165.7212784"
"1993","Espana","ESP","155.1547784"
"1994","Espana","ESP","152.3349525"
"1995","Espana","ESP","164.4661229"
"1996","Espana","ESP","161.7550118"
"1997","Espana","ESP","156.9936217"
"1998","Espana","ESP","159.9165506"
"1999","Espana","ESP","175.2629552"
"2000","Espana","ESP","187.8694947"
"2001","Espana","ESP","206.2232114"
"2002","Espana","ESP","237.7334667"
"2003","Espana","ESP","224.4085956"
"2004","Espana","ESP","212.1385816"
"2005","Espana","ESP","201.2857518"
"2006","Espana","ESP","193.4900375"
"2007","Espana","ESP","182.9618636"
"2008","Espana","ESP","177.3422616"
"2009","Espana","ESP","182.7556982"
"2010","Espana","ESP","167.4732241"
"2011","Espana","ESP","157.9763036"
"2012","Espana","ESP","156.6355426"
"2013","Espana","ESP","152.3675338"
"2014","Espana","ESP","160.6578742"
"2015","Espana","ESP","163.3011999"
"2016","Espana","ESP","159.5231788"
"2017","Espana","ESP","160.9721925"
"2018","Espana","ESP","169.7341547"
"2019","Espana","ESP","176.9720631"
"2020","Espana","ESP","175.0680498"
"2021","Espana","ESP","168.853719"
"2022","Espana","ESP","170.1854126"
"1900","Estados Unidos","USA","175.3779446"
"1901","Estados Unidos","USA","191.0338314"
"1902","Estados Unidos","USA","200.5132302"
"1903","Estados Unidos","USA","187.4889495"
"1904","Estados Unidos","USA","170.3432639"
"1905","Estados Unidos","USA","164.4965194"
"1906","Estados Unidos","USA","177.9620685"
"1907","Estados Unidos","USA","180.45963"
"1908","Estados Unidos","USA","153.9882668"
"1909","Estados Unidos","USA","166.1824655"
"1910","Estados Unidos","USA","158.1875036"
"1911","Estados Unidos","USA","163.0529103"
"1912","Estados Unidos","USA","160.3176451"
"1913","Estados Unidos","USA","167.0186617"
"1914","Estados Unidos","USA","172.8362526"
"1915","Estados Unidos","USA","177.2225251"
"1916","Estados Unidos","USA","207.4755399"
"1917","Estados Unidos","USA","219.6779402"
"1918","Estados Unidos","USA","202.2659027"
"1919","Estados Unidos","USA","198.250432"
"1920","Estados Unidos","USA","183.3982498"
"1921","Estados Unidos","USA","174.8577713"
"1922","Estados Unidos","USA","172.7004016"
"1923","Estados Unidos","USA","178.1948009"
"1924","Estados Unidos","USA","172.1335548"
"1925","Estados Unidos","USA","178.4820238"
"1926","Estados Unidos","USA","182.9683911"
"1927","Estados Unidos","USA","174.0739306"
"1928","Estados Unidos","USA","167.4132889"
"1929","Estados Unidos","USA","171.7315809"
"1930","Estados Unidos","USA","164.4622801"
"1931","Estados Unidos","USA","167.837813"
"1932","Estados Unidos","USA","149.2786672"
"1933","Estados Unidos","USA","139.4356292"
"1934","Estados Unidos","USA","141.4111902"
"1935","Estados Unidos","USA","153.7617319"
"1936","Estados Unidos","USA","169.4678055"
"1937","Estados Unidos","USA","171.7885772"
"1938","Estados Unidos","USA","162.1650527"
"1939","Estados Unidos","USA","168.9571704"
"1940","Estados Unidos","USA","180.9904291"
"1941","Estados Unidos","USA","197.5426565"
"1942","Estados Unidos","USA","217.7458069"
"1943","Estados Unidos","USA","240.777339"
"1944","Estados Unidos","USA","232.8993995"
"1945","Estados Unidos","USA","237.3261093"
"1946","Estados Unidos","USA","199.3338687"
"1947","Estados Unidos","USA","176.4243983"
"1948","Estados Unidos","USA","175.9941725"
"1949","Estados Unidos","USA","176.46578"
"1950","Estados Unidos","USA","191.7222292"
"1951","Estados Unidos","USA","199.4187485"
"1952","Estados Unidos","USA","218.6992951"
"1953","Estados Unidos","USA","217.7500322"
"1954","Estados Unidos","USA","208.0120937"
"1955","Estados Unidos","USA","208.0737901"
"1956","Estados Unidos","USA","206.517094"
"1957","Estados Unidos","USA","199.9540494"
"1958","Estados Unidos","USA","186.5683144"
"1959","Estados Unidos","USA","214.2686138"
"1960","Estados Unidos","USA","203.7806117"
"1961","Estados Unidos","USA","194.5098459"
"1962","Estados Unidos","USA","209.7027296"
"1963","Estados Unidos","USA","224.4278321"
"1964","Estados Unidos","USA","215.5409697"
"1965","Estados Unidos","USA","210.6351551"
"1966","Estados Unidos","USA","223.5907106"
"1967","Estados Unidos","USA","223.9411765"
"1968","Estados Unidos","USA","225.9513591"
"1969","Estados Unidos","USA","215.6993849"
"1970","Estados Unidos","USA","205.8424263"
"1971","Estados Unidos","USA","203.2325252"
"1972","Estados Unidos","USA","208.8249795"
"1973","Estados Unidos","USA","209.6131117"
"1974","Estados Unidos","USA","197.8771454"
"1975","Estados Unidos","USA","200.4943612"
"1976","Estados Unidos","USA","213.1222432"
"1977","Estados Unidos","USA","211.5518283"
"1978","Estados Unidos","USA","235.3423337"
"1979","Estados Unidos","USA","228.3742565"
"1980","Estados Unidos","USA","226.383792"
"1981","Estados Unidos","USA","247.8845361"
"1982","Estados Unidos","USA","252.9004329"
"1983","Estados Unidos","USA","256.118896"
"1984","Estados Unidos","USA","270.9808228"
"1985","Estados Unidos","USA","303.1023405"
"1986","Estados Unidos","USA","293.9643943"
"1987","Estados Unidos","USA","298.5472363"
"1988","Estados Unidos","USA","318.9523301"
"1989","Estados Unidos","USA","353.6611181"
"1990","Estados Unidos","USA","360.6592549"
"1991","Estados Unidos","USA","324.8753345"
"1992","Estados Unidos","USA","303.5790762"
"1993","Estados Unidos","USA","292.1183182"
"1994","Estados Unidos","USA","285.9494141"
"1995","Estados Unidos","USA","301.0126523"
"1996","Estados Unidos","USA","294.6560897"
"1997","Estados Unidos","USA","283.3911139"
"1998","Estados Unidos","USA","283.6354221"
"1999","Estados Unidos","USA","305.7783064"
"2000","Estados Unidos","USA","319.3447934"
"2001","Estados Unidos","USA","336.0538606"
"2002","Estados Unidos","USA","382.5313341"
"2003","Estados Unidos","USA","360.2992019"
"2004","Estados Unidos","USA","341.9019063"
"2005","Estados Unidos","USA","323.6069664"
"2006","Estados Unidos","USA","306.175925"
"2007","Estados Unidos","USA","284.495337"
"2008","Estados Unidos","USA","271.4628556"
"2009","Estados Unidos","USA","279.6064476"
"2010","Estados Unidos","USA","259.5729052"
"2011","Estados Unidos","USA","248.3377493"
"2012","Estados Unidos","USA","257.1253635"
"2013","Estados Unidos","USA","255.9402204"
"2014","Estados Unidos","USA","269.3217953"
"2015","Estados Unidos","USA","269.6697775"
"2016","Estados Unidos","USA","280.8741722"
"2017","Estados Unidos","USA","281.2771933"
"2018","Estados Unidos","USA","298.1978713"
"2019","Estados Unidos","USA","312.9179931"
"2020","Estados Unidos","USA","338.4366861"
"2021","Estados Unidos","USA","326.9941258"
"2022","Estados Unidos","USA","319.1342536"
"1900","Finlandia","FIN","58.018765"
"1901","Finlandia","FIN","56.80679591"
"1902","Finlandia","FIN","58.55460633"
"1903","Finlandia","FIN","56.34304886"
"1904","Finlandia","FIN","54.24695242"
"1905","Finlandia","FIN","50.08115419"
"1906","Finlandia","FIN","50.99857347"
"1907","Finlandia","FIN","53.01051868"
"1908","Finlandia","FIN","50.0085778"
"1909","Finlandia","FIN","50.93283582"
"1910","Finlandia","FIN","49.86868024"
"1911","Finlandia","FIN","51.76687322"
"1912","Finlandia","FIN","51.79174032"
"1913","Finlandia","FIN","55.60145406"
"1914","Finlandia","FIN","60.61181835"
"1915","Finlandia","FIN","58.01585767"
"1916","Finlandia","FIN","61.23401664"
"1917","Finlandia","FIN","56.66741624"
"1918","Finlandia","FIN","42.18659455"
"1919","Finlandia","FIN","50.14228799"
"1920","Finlandia","FIN","53.14306358"
"1921","Finlandia","FIN","54.27435388"
"1922","Finlandia","FIN","56.59075224"
"1923","Finlandia","FIN","56.10816031"
"1924","Finlandia","FIN","54.84220297"
"1925","Finlandia","FIN","59.40451417"
"1926","Finlandia","FIN","59.89632422"
"1927","Finlandia","FIN","61.5245283"
"1928","Finlandia","FIN","63.08479532"
"1929","Finlandia","FIN","62.21807212"
"1930","Finlandia","FIN","65.35445179"
"1931","Finlandia","FIN","69.52847727"
"1932","Finlandia","FIN","72.40826505"
"1933","Finlandia","FIN","74.61884962"
"1934","Finlandia","FIN","77.71251428"
"1935","Finlandia","FIN","78.30368488"
"1936","Finlandia","FIN","83.81975625"
"1937","Finlandia","FIN","83.42205323"
"1938","Finlandia","FIN","88.13742104"
"1939","Finlandia","FIN","82.15366001"
"1940","Finlandia","FIN","77.38579828"
"1941","Finlandia","FIN","77.17533887"
"1942","Finlandia","FIN","77.65412213"
"1943","Finlandia","FIN","88.40384038"
"1944","Finlandia","FIN","80.47677764"
"1945","Finlandia","FIN","79.20207403"
"1946","Finlandia","FIN","78.95373857"
"1947","Finlandia","FIN","73.03994083"
"1948","Finlandia","FIN","75.33444816"
"1949","Finlandia","FIN","82.08825357"
"1950","Finlandia","FIN","85.28116744"
"1951","Finlandia","FIN","90.10635667"
"1952","Finlandia","FIN","99.08232478"
"1953","Finlandia","FIN","95.44342901"
"1954","Finlandia","FIN","100.4409171"
"1955","Finlandia","FIN","99.23334931"
"1956","Finlandia","FIN","100.1899335"
"1957","Finlandia","FIN","100.5284319"
"1958","Finlandia","FIN","96.05857096"
"1959","Finlandia","FIN","109.7917165"
"1960","Finlandia","FIN","112.0753865"
"1961","Finlandia","FIN","113.5809075"
"1962","Finlandia","FIN","120.1127196"
"1963","Finlandia","FIN","128.2116159"
"1964","Finlandia","FIN","123.3008681"
"1965","Finlandia","FIN","120.3938946"
"1966","Finlandia","FIN","123.7693529"
"1967","Finlandia","FIN","124.1862745"
"1968","Finlandia","FIN","123.0329041"
"1969","Finlandia","FIN","126.1567264"
"1970","Finlandia","FIN","131.162471"
"1971","Finlandia","FIN","129.6759144"
"1972","Finlandia","FIN","136.8447001"
"1973","Finlandia","FIN","139.2246474"
"1974","Finlandia","FIN","136.321891"
"1975","Finlandia","FIN","140.8697667"
"1976","Finlandia","FIN","142.5960933"
"1977","Finlandia","FIN","136.7482623"
"1978","Finlandia","FIN","148.0633237"
"1979","Finlandia","FIN","149.8932439"
"1980","Finlandia","FIN","157.7981651"
"1981","Finlandia","FIN","172.6597938"
"1982","Finlandia","FIN","186.1038961"
"1983","Finlandia","FIN","186.3609342"
"1984","Finlandia","FIN","189.9636732"
"1985","Finlandia","FIN","212.4644332"
"1986","Finlandia","FIN","205.132436"
"1987","Finlandia","FIN","210.7710823"
"1988","Finlandia","FIN","228.0683031"
"1989","Finlandia","FIN","259.9057058"
"1990","Finlandia","FIN","262.1806124"
"1991","Finlandia","FIN","224.2955586"
"1992","Finlandia","FIN","197.4369903"
"1993","Finlandia","FIN","185.2256926"
"1994","Finlandia","FIN","182.7202573"
"1995","Finlandia","FIN","196.8634606"
"1996","Finlandia","FIN","194.2167345"
"1997","Finlandia","FIN","191.8124952"
"1998","Finlandia","FIN","195.6764274"
"1999","Finlandia","FIN","212.5617015"
"2000","Finlandia","FIN","227.502952"
"2001","Finlandia","FIN","245.2514305"
"2002","Finlandia","FIN","281.0020042"
"2003","Finlandia","FIN","264.4080485"
"2004","Finlandia","FIN","253.0356308"
"2005","Finlandia","FIN","239.7476583"
"2006","Finlandia","FIN","231.4105923"
"2007","Finlandia","FIN","223.5560692"
"2008","Finlandia","FIN","216.6792357"
"2009","Finlandia","FIN","211.5682648"
"2010","Finlandia","FIN","198.1829812"
"2011","Finlandia","FIN","192.1311803"
"2012","Finlandia","FIN","192.3771621"
"2013","Finlandia","FIN","187.4201177"
"2014","Finlandia","FIN","192.138873"
"2015","Finlandia","FIN","188.8831915"
"2016","Finlandia","FIN","197.2927152"
"2017","Finlandia","FIN","199.8164011"
"2018","Finlandia","FIN","209.6135881"
"2019","Finlandia","FIN","218.4837688"
"2020","Finlandia","FIN","238.9430604"
"2021","Finlandia","FIN","224.9153789"
"2022","Finlandia","FIN","219.7715535"
"1900","Francia","FRA","100.0218198"
"1901","Francia","FRA","98.12676977"
"1902","Francia","FRA","102.1242207"
"1903","Francia","FRA","94.63199832"
"1904","Francia","FRA","89.22532442"
"1905","Francia","FRA","83.19206492"
"1906","Francia","FRA","83.64835949"
"1907","Francia","FRA","88.75589409"
"1908","Francia","FRA","83.27328873"
"1909","Francia","FRA","85.61736771"
"1910","Francia","FRA","77.57715036"
"1911","Francia","FRA","86.75263775"
"1912","Francia","FRA","90.00482083"
"1913","Francia","FRA","91.78783873"
"1914","Francia","FRA","98.00494015"
"1915","Francia","FRA","100.1160317"
"1916","Francia","FRA","112.0357215"
"1917","Francia","FRA","106.7686081"
"1918","Francia","FRA","73.76859185"
"1919","Francia","FRA","85.01233163"
"1920","Francia","FRA","92.91907514"
"1921","Francia","FRA","88.57762516"
"1922","Francia","FRA","99.27536232"
"1923","Francia","FRA","96.31417995"
"1924","Francia","FRA","103.0476485"
"1925","Francia","FRA","106.3070274"
"1926","Francia","FRA","106.3933396"
"1927","Francia","FRA","99.93962264"
"1928","Francia","FRA","103.2602339"
"1929","Francia","FRA","107.8580664"
"1930","Francia","FRA","111.0871905"
"1931","Francia","FRA","114.0949806"
"1932","Francia","FRA","112.4153901"
"1933","Francia","FRA","117.0651421"
"1934","Francia","FRA","109.0226791"
"1935","Francia","FRA","103.4466328"
"1936","Francia","FRA","108.4830019"
"1937","Francia","FRA","108.7756654"
"1938","Francia","FRA","109.6749345"
"1939","Francia","FRA","115.5474894"
"1940","Francia","FRA","97.13553445"
"1941","Francia","FRA","76.86926104"
"1942","Francia","FRA","69.58559086"
"1943","Francia","FRA","68.39183918"
"1944","Francia","FRA","52.89765721"
"1945","Francia","FRA","59.06668587"
"1946","Francia","FRA","82.63851533"
"1947","Francia","FRA","81.31163708"
"1948","Francia","FRA","83.63592929"
"1949","Francia","FRA","97.99875699"
"1950","Francia","FRA","103.987923"
"1951","Francia","FRA","107.6552065"
"1952","Francia","FRA","117.9545152"
"1953","Francia","FRA","116.6173253"
"1954","Francia","FRA","118.7704712"
"1955","Francia","FRA","118.3636799"
"1956","Francia","FRA","122.008547"
"1957","Francia","FRA","123.8253877"
"1958","Francia","FRA","120.3016624"
"1959","Francia","FRA","133.1577687"
"1960","Francia","FRA","133.0775308"
"1961","Francia","FRA","131.6566781"
"1962","Francia","FRA","142.1040999"
"1963","Francia","FRA","153.306498"
"1964","Francia","FRA","148.8143129"
"1965","Francia","FRA","143.8601674"
"1966","Francia","FRA","150.9825328"
"1967","Francia","FRA","154.8235294"
"1968","Francia","FRA","156.0801144"
"1969","Francia","FRA","154.6937684"
"1970","Francia","FRA","156.2591288"
"1971","Francia","FRA","157.3023411"
"1972","Francia","FRA","160.6327034"
"1973","Francia","FRA","161.0668978"
"1974","Francia","FRA","157.3471846"
"1975","Francia","FRA","159.5319017"
"1976","Francia","FRA","169.0689981"
"1977","Francia","FRA","167.5506195"
"1978","Francia","FRA","182.4011572"
"1979","Francia","FRA","177.8709776"
"1980","Francia","FRA","179.9464832"
"1981","Francia","FRA","195.0927835"
"1982","Francia","FRA","208.8311688"
"1983","Francia","FRA","206.3694268"
"1984","Francia","FRA","207.1386331"
"1985","Francia","FRA","227.2143185"
"1986","Francia","FRA","219.1749891"
"1987","Francia","FRA","221.4046248"
"1988","Francia","FRA","238.0202775"
"1989","Francia","FRA","265.3324353"
"1990","Francia","FRA","274.3222157"
"1991","Francia","FRA","252.0875136"
"1992","Francia","FRA","233.3056904"
"1993","Francia","FRA","219.2048458"
"1994","Francia","FRA","213.0069202"
"1995","Francia","FRA","224.8111122"
"1996","Francia","FRA","216.8148232"
"1997","Francia","FRA","206.0893537"
"1998","Francia","FRA","206.2634193"
"1999","Francia","FRA","221.4637335"
"2000","Francia","FRA","232.5131507"
"2001","Francia","FRA","248.4628234"
"2002","Francia","FRA","282.37632"
"2003","Francia","FRA","261.9999221"
"2004","Francia","FRA","247.4319049"
"2005","Francia","FRA","231.3288662"
"2006","Francia","FRA","219.3154702"
"2007","Francia","FRA","205.9345049"
"2008","Francia","FRA","198.4945382"
"2009","Francia","FRA","205.0607472"
"2010","Francia","FRA","190.1303603"
"2011","Francia","FRA","183.4274859"
"2012","Francia","FRA","186.5962549"
"2013","Francia","FRA","184.3304987"
"2014","Francia","FRA","190.4133869"
"2015","Francia","FRA","188.8370424"
"2016","Francia","FRA","196.6834437"
"2017","Francia","FRA","197.3604795"
"2018","Francia","FRA","207.5615658"
"2019","Francia","FRA","217.0983771"
"2020","Francia","FRA","223.6357247"
"2021","Francia","FRA","217.8438167"
"2022","Francia","FRA","213.8672272"
"1900","Grecia","GRC","43.0285839"
"1901","Grecia","GRC","41.16750163"
"1902","Grecia","GRC","55.94550912"
"1903","Grecia","GRC","49.63304676"
"1904","Grecia","GRC","49.11521825"
"1905","Grecia","GRC","46.16771867"
"1906","Grecia","GRC","45.11412268"
"1907","Grecia","GRC","46.5179543"
"1908","Grecia","GRC","43.74678332"
"1909","Grecia","GRC","44.114654"
"1910","Grecia","GRC","42.54760341"
"1911","Grecia","GRC","54.11153911"
"1912","Grecia","GRC","50.37763137"
"1913","Grecia","GRC","30.99801718"
"1914","Grecia","GRC","45.48736462"
"1915","Grecia","GRC","35.23496422"
"1916","Grecia","GRC","31.43900954"
"1917","Grecia","GRC","30.40251855"
"1918","Grecia","GRC","44.02163415"
"1919","Grecia","GRC","38.53158793"
"1920","Grecia","GRC","41.25722543"
"1921","Grecia","GRC","55.25031628"
"1922","Grecia","GRC","53.98550725"
"1923","Grecia","GRC","51.00595526"
"1924","Grecia","GRC","50.72710396"
"1925","Grecia","GRC","54.60220906"
"1926","Grecia","GRC","54.58686773"
"1927","Grecia","GRC","53.41886792"
"1928","Grecia","GRC","52.06140351"
"1929","Grecia","GRC","53.62735239"
"1930","Grecia","GRC","55.34368753"
"1931","Grecia","GRC","57.49535237"
"1932","Grecia","GRC","64.99821874"
"1933","Grecia","GRC","66.14691615"
"1934","Grecia","GRC","62.88138359"
"1935","Grecia","GRC","62.78589581"
"1936","Grecia","GRC","62.74855677"
"1937","Grecia","GRC","67.13307985"
"1938","Grecia","GRC","65.73717455"
"1939","Grecia","GRC","63.59649123"
"1940","Grecia","GRC","53.41474446"
"1941","Grecia","GRC","43.53592771"
"1942","Grecia","GRC","36.8575194"
"1943","Grecia","GRC","31.72817282"
"1944","Grecia","GRC","24.37320181"
"1945","Grecia","GRC","21.53247876"
"1946","Grecia","GRC","29.70683163"
"1947","Grecia","GRC","34.64003945"
"1948","Grecia","GRC","34.23315815"
"1949","Grecia","GRC","37.02921069"
"1950","Grecia","GRC","38.39476664"
"1951","Grecia","GRC","40.65050705"
"1952","Grecia","GRC","43.51642506"
"1953","Grecia","GRC","47.38061527"
"1954","Grecia","GRC","47.35449735"
"1955","Grecia","GRC","47.99952084"
"1956","Grecia","GRC","51.19895537"
"1957","Grecia","GRC","52.34922458"
"1958","Grecia","GRC","51.99823847"
"1959","Grecia","GRC","58.00813981"
"1960","Grecia","GRC","56.59632096"
"1961","Grecia","GRC","57.87671233"
"1962","Grecia","GRC","61.63111946"
"1963","Grecia","GRC","70.40828062"
"1964","Grecia","GRC","69.88143129"
"1965","Grecia","GRC","70.77301822"
"1966","Grecia","GRC","75.12901945"
"1967","Grecia","GRC","77.37254902"
"1968","Grecia","GRC","80.05722461"
"1969","Grecia","GRC","81.93812962"
"1970","Grecia","GRC","85.05885385"
"1971","Grecia","GRC","87.96967425"
"1972","Grecia","GRC","96.91865242"
"1973","Grecia","GRC","96.14687574"
"1974","Grecia","GRC","88.19632641"
"1975","Grecia","GRC","95.07956125"
"1976","Grecia","GRC","101.7564587"
"1977","Grecia","GRC","99.4106981"
"1978","Grecia","GRC","111.3789778"
"1979","Grecia","GRC","108.2278481"
"1980","Grecia","GRC","109.3272171"
"1981","Grecia","GRC","116.9484536"
"1982","Grecia","GRC","122.5367965"
"1983","Grecia","GRC","120.0169851"
"1984","Grecia","GRC","122.1001943"
"1985","Grecia","GRC","136.3010555"
"1986","Grecia","GRC","130.6730352"
"1987","Grecia","GRC","128.4621336"
"1988","Grecia","GRC","138.7050872"
"1989","Grecia","GRC","155.0755316"
"1990","Grecia","GRC","155.6855861"
"1991","Grecia","GRC","146.2019946"
"1992","Grecia","GRC","134.8809898"
"1993","Grecia","GRC","126.3369236"
"1994","Grecia","GRC","123.2320424"
"1995","Grecia","GRC","131.0419489"
"1996","Grecia","GRC","129.1962402"
"1997","Grecia","GRC","126.2564865"
"1998","Grecia","GRC","127.6093945"
"1999","Grecia","GRC","137.7197858"
"2000","Grecia","GRC","145.9072681"
"2001","Grecia","GRC","160.5173469"
"2002","Grecia","GRC","189.2880455"
"2003","Grecia","GRC","186.2699716"
"2004","Grecia","GRC","181.7667339"
"2005","Grecia","GRC","170.0420815"
"2006","Grecia","GRC","168.1644301"
"2007","Grecia","GRC","161.0943819"
"2008","Grecia","GRC","156.0877451"
"2009","Grecia","GRC","160.6551819"
"2010","Grecia","GRC","139.7127327"
"2011","Grecia","GRC","121.726741"
"2012","Grecia","GRC","115.7865197"
"2013","Grecia","GRC","111.2967343"
"2014","Grecia","GRC","116.4781317"
"2015","Grecia","GRC","115.0753769"
"2016","Grecia","GRC","119.597351"
"2017","Grecia","GRC","119.5731168"
"2018","Grecia","GRC","126.3757363"
"2019","Grecia","GRC","132.9026031"
"2020","Grecia","GRC","135.7079148"
"2021","Grecia","GRC","135.1302149"
"2022","Grecia","GRC","137.9183527"
"1900","India","IND","20.83787912"
"1901","India","IND","21.10651274"
"1902","India","IND","24.10528746"
"1903","India","IND","22.05913189"
"1904","India","IND","20.64490759"
"1905","India","IND","18.48512173"
"1906","India","IND","18.66975749"
"1907","India","IND","17.75480595"
"1908","India","IND","16.93257849"
"1909","India","IND","18.92808684"
"1910","India","IND","18.23703217"
"1911","India","IND","18.43912243"
"1912","India","IND","17.64422304"
"1913","India","IND","17.72967614"
"1914","India","IND","21.47064412"
"1915","India","IND","21.29181976"
"1916","India","IND","22.97544145"
"1917","India","IND","24.9831347"
"1918","India","IND","18.6980877"
"1919","India","IND","20.86890533"
"1920","India","IND","18.28034682"
"1921","India","IND","19.5553949"
"1922","India","IND","19.27191166"
"1923","India","IND","17.22195397"
"1924","India","IND","17.1875"
"1925","India","IND","17.81655194"
"1926","India","IND","17.86050895"
"1927","India","IND","16.98113208"
"1928","India","IND","16.44736842"
"1929","India","IND","16.66427237"
"1930","India","IND","17.79178841"
"1931","India","IND","19.148217"
"1932","India","IND","20.1282508"
"1933","India","IND","19.33471933"
"1934","India","IND","18.12693751"
"1935","India","IND","17.21728081"
"1936","India","IND","17.81590763"
"1937","India","IND","16.39543726"
"1938","India","IND","16.40733323"
"1939","India","IND","16.24319419"
