geocodigoFundar,geonombreFundar,anio,pbi_precios_constantes_base1900,pbi_per_capita_precios_constantes_base1900,poblacion_base1900
ITA,Italia,1929,180.0211151,149.7855392,120.1859111
ITA,Italia,1930,171.8779125,141.8811275,121.1421953
ITA,Italia,1931,169.8342415,139.0318627,122.1549062
ITA,Italia,1932,173.4814196,140.9926471,123.0428843
ITA,Italia,1933,171.4865951,138.2965686,123.9991684
ITA,Italia,1934,171.044666,136.8259804,125.0089095
ITA,Italia,1935,180.2854233,143.0759804,126.0067712
ITA,Italia,1936,173.9088672,136.9791667,126.9600855
ITA,Italia,1937,191.1905663,149.4791667,127.9044904
ITA,Italia,1938,196.7783414,152.6041667,128.9468995
ITA,Italia,1939,209.3762211,160.7230392,130.2714421
ITA,Italia,1940,205.7175922,156.2193627,131.6850796
ITA,Italia,1941,202.1681936,152.1752451,132.8522214
ITA,Italia,1942,190.8583461,142.8002451,133.6540746
ITA,Italia,1943,161.5851215,120.435049,134.1678546
ITA,Italia,1944,130.3002123,96.875,134.503445
ITA,Italia,1945,117.0518397,86.73406863,134.9548586
ITA,Italia,1946,158.3030609,116.5747549,135.7953196
ITA,Italia,1947,188.4237762,137.8063725,136.7308149
ITA,Italia,1948,203.1548202,147.4877451,137.7435258
ITA,Italia,1949,220.5995214,158.9460784,138.7889047
ITA,Italia,1950,239.2421945,171.0171569,139.8936802
ITA,Italia,1951,257.0541788,182.5367647,140.8232359
ITA,Italia,1952,276.3104123,195.189951,141.5597529
ITA,Italia,1953,296.2802613,208.0269608,142.4239724
ITA,Italia,1954,311.6648345,217.2794118,143.4396531
ITA,Italia,1955,329.79428,228.3394608,144.4315752
ITA,Italia,1956,344.7447691,237.2855392,145.2868852
ITA,Italia,1957,365.0655262,249.9387255,146.06201
ITA,Italia,1958,384.6243344,261.7647059,146.935139
ITA,Italia,1959,408.5660207,276.0723039,147.9923972
ITA,Italia,1960,430.7007058,288.9093137,149.0781658
ITA,Italia,1961,466.9603388,311.2132353,150.0451414
ITA,Italia,1962,503.410808,333.3946078,150.9954859
ITA,Italia,1963,539.2560126,354.6568627,152.0500713
ITA,Italia,1964,560.2970755,365.625,153.2436446
ITA,Italia,1965,572.8705981,371.0477941,154.3926705
ITA,Italia,1966,602.7598973,387.8370098,155.4157757
ITA,Italia,1967,645.7751739,412.8676471,156.4121525
ITA,Italia,1968,699.687613,444.6384804,157.3610121
ITA,Italia,1969,739.7066539,467.1568627,158.3422428
ITA,Italia,1970,756.393863,474.6323529,159.3641601
ITA,Italia,1971,770.6338313,480.4840686,160.3869684
ITA,Italia,1972,793.1837337,491.2683824,161.456296
ITA,Italia,1973,845.0962566,519.3014706,162.7371199
ITA,Italia,1974,884.7323893,539.4301471,164.0124109
ITA,Italia,1975,865.7968323,524.6017157,165.0388869
ITA,Italia,1976,921.9763897,555.9742647,165.8307674
ITA,Italia,1977,948.6756992,569.8223039,166.4862349
ITA,Italia,1978,984.0261454,589.1544118,167.0234705
ITA,Italia,1979,1039.85358,621.1703431,167.4023224
ITA,Italia,1980,1076.527268,642.1262255,167.6504128
ITA,Italia,1981,1081.720083,644.6384804,167.8025927
ITA,Italia,1982,1086.572773,647.1507353,167.9010335
ITA,Italia,1983,1099.827684,653.9522059,168.1816613
ITA,Italia,1984,1128.105713,669.9754902,168.3801467
ITA,Italia,1985,1159.809779,688.3884804,168.4818692
ITA,Italia,1986,1192.745625,707.9044118,168.4896442
ITA,Italia,1987,1229.719692,729.9019608,168.4773788
ITA,Italia,1988,1277.252917,758.057598,168.4902204
ITA,Italia,1989,1314.036397,779.8406863,168.5006207
ITA,Italia,1990,1342.504697,796.6605392,168.5165301
ITA,Italia,1991,1372.747042,814.0429842,168.6332379
ITA,Italia,1992,1393.855474,825.9991067,168.7478185
ITA,Italia,1993,1391.696476,824.2156318,168.851017
ITA,Italia,1994,1431.607029,847.679473,168.8854189
ITA,Italia,1995,1483.27383,878.2583424,168.8881003
ITA,Italia,1996,1512.929615,895.5660418,168.935572
ITA,Italia,1997,1551.50322,917.9135961,169.0249743
ITA,Italia,1998,1587.635933,939.0204999,169.0736181
ITA,Italia,1999,1623.694829,960.1863176,169.1020586
ITA,Italia,2000,1695.776875,1002.358457,169.1786868
ITA,Italia,2001,1737.930606,1026.698324,169.2737356
ITA,Italia,2002,1754.472251,1034.928125,169.5259998
ITA,Italia,2003,1769.474489,1039.148265,170.281234
ITA,Italia,2004,1810.070132,1056.131359,171.386837
ITA,Italia,2005,1840.093208,1068.386232,172.2310859
ITA,Italia,2006,1890.178507,1094.172922,172.7495233
ITA,Italia,2007,1931.499687,1112.461242,173.6239982
ITA,Italia,2008,1924.643336,1101.192995,174.7780222
ITA,Italia,2009,1831.888919,1043.358627,175.5761512
ITA,Italia,2010,1875.880532,1065.132901,176.1170394
ITA,Italia,2011,1899.922137,1076.930147,176.4201831
ITA,Italia,2012,1846.355665,1043.75,176.8963512
ITA,Italia,2013,1814.481512,1013.909314,178.9589549
ITA,Italia,2014,1816.542705,1005.790441,180.6084677
ITA,Italia,2015,1830.76879,1014.644608,180.4344867
ITA,Italia,2016,1844.272349,1023.866422,180.1282189
ITA,Italia,2017,1875.032212,1042.504209,179.8584789
ITA,Italia,2018,1889.997207,1052.82378,179.5169565
ITA,Italia,2019,1899.133286,1060.053022,179.1545562
ITA,Italia,2020,1728.583825,967.7034711,178.6274284
ITA,Italia,2021,1855.820281,1046.036798,177.4144355
ITA,Italia,2022,1918.939615,1085.388701,176.7974564
JPN,Japón,1900,100.0,100.0,100.0
JPN,Japón,1901,103.0924826,101.8021531,101.2674875
JPN,Japón,1902,97.27263843,94.7964904,102.6120672
JPN,Japón,1903,107.887465,103.7970566,103.940775
JPN,Japón,1904,107.9190405,102.6252414,105.1583792
JPN,Japón,1905,105.5809019,99.43484845,106.1809854
JPN,Japón,1906,117.4589781,109.689231,107.0834184
JPN,Japón,1907,120.102334,111.0665165,108.135501
JPN,Japón,1908,121.468125,111.0051537,109.4256627
JPN,Japón,1909,121.7632585,109.8881702,110.8065211
JPN,Japón,1910,122.5223234,109.1239959,112.2780763
JPN,Japón,1911,128.6869657,113.0236234,113.8584677
JPN,Japón,1912,131.6319468,113.9625007,115.5046142
JPN,Japón,1913,134.1231826,114.476597,117.1620978
JPN,Japón,1914,131.9278347,111.0468985,118.8037095
JPN,Japón,1915,142.5122567,118.312214,120.4543909
JPN,Japón,1916,162.596418,133.2526214,122.0211777
JPN,Japón,1917,170.9482123,138.4964088,123.4315126
JPN,Japón,1918,174.2843465,140.0441375,124.4495839
JPN,Japón,1919,189.9540913,151.6215462,125.2817269
JPN,Japón,1920,177.2720792,140.0664751,126.5628189
JPN,Japón,1921,195.7177282,152.8011855,128.0865247
JPN,Japón,1922,198.1769149,152.7765994,129.7167993
JPN,Japón,1923,200.6814276,152.7633982,131.3674807
JPN,Japón,1924,207.8387016,156.1924523,133.0657778
JPN,Japón,1925,217.0284498,160.8078647,134.9613405
JPN,Japón,1926,216.9524877,158.1791299,137.1562025
JPN,Japón,1927,219.5598109,157.6305769,139.2875768
JPN,Japón,1928,236.6874561,167.3903061,141.3985443
JPN,Japón,1929,247.5336191,172.6167732,143.4006757
JPN,Japón,1930,228.5944172,157.0284813,145.5751309
JPN,Japón,1931,231.2360946,156.4022004,147.8470852
JPN,Japón,1932,249.4614905,166.220975,150.078226
JPN,Japón,1933,271.6790227,178.3492593,152.3297735
JPN,Japón,1934,273.0885125,176.8838694,154.3885903
JPN,Japón,1935,282.8400892,180.1625763,156.9915879
JPN,Japón,1936,298.6593094,187.7096168,159.1070902
JPN,Japón,1937,310.1740388,191.9190442,161.6171236
JPN,Japón,1938,326.7533702,200.4869835,162.9798426
JPN,Japón,1939,371.2244217,226.2466236,164.0795411
JPN,Japón,1940,380.4436392,229.9492349,165.446795
JPN,Japón,1941,394.0622673,234.8399186,167.8003764
JPN,Japón,1942,395.692979,232.5933633,170.1222139
JPN,Japón,1943,391.6774725,227.2765156,172.3352153
JPN,Japón,1944,396.9360359,226.8272045,174.9948983
JPN,Japón,1945,299.3609188,173.209417,172.8317802
JPN,Japón,1946,228.4740061,130.5248655,175.0425141
JPN,Japón,1947,226.1563537,127.6792287,177.12854
JPN,Japón,1948,244.5718285,134.5686651,181.745006
JPN,Japón,1949,250.9479746,135.0179762,185.8626397
JPN,Japón,1950,274.0348059,144.2128399,190.021087
JPN,Japón,1951,308.217615,159.6137539,193.1021654
JPN,Japón,1952,343.8354226,175.3914486,196.0388749
JPN,Japón,1953,369.1858256,185.7529198,198.7510215
JPN,Japón,1954,390.1156593,193.8537064,201.242301
JPN,Japón,1955,423.6499643,208.0300829,203.6484139
JPN,Japón,1956,455.4705086,221.311605,205.8050722
JPN,Japón,1957,488.8029335,235.4408839,207.6117475
JPN,Japón,1958,517.2847353,246.9326974,209.4840986
JPN,Japón,1959,564.4119283,266.8078831,211.5424484
JPN,Japón,1960,638.4528796,299.2581269,213.3452101
JPN,Japón,1961,715.3060846,332.2735419,215.2762692
JPN,Japón,1962,779.2071585,358.6010983,217.2907897
JPN,Japón,1963,845.2796554,385.0699474,219.5132757
JPN,Japón,1964,943.8744904,425.5267826,221.8131805
JPN,Japón,1965,998.8388438,445.4961635,224.2081808
JPN,Japón,1966,1105.090206,488.4020737,226.2664853
JPN,Japón,1967,1227.453064,536.9125979,228.6131986
JPN,Japón,1968,1385.546452,599.316913,231.1876108
JPN,Japón,1969,1558.456557,666.1954997,233.9338163
JPN,Japón,1970,1725.382164,729.2591812,236.5938213
JPN,Japón,1971,1806.429159,753.7499313,239.6589484
JPN,Japón,1972,1958.519472,805.8398728,243.040775
JPN,Japón,1973,2115.819796,858.4007903,246.4839059
JPN,Japón,1974,2089.915971,836.6887984,249.7841462
JPN,Japón,1975,2154.451082,851.6187364,252.9830533
JPN,Japón,1976,2240.040024,876.0152913,255.7078679
JPN,Japón,1977,2338.453009,905.686777,258.1966601
JPN,Japón,1978,2461.673019,944.7777819,260.5557694
JPN,Japón,1979,2596.719691,988.2017657,262.7722173
JPN,Japón,1980,2669.903543,1008.076951,264.8511643
JPN,Japón,1981,2754.45253,1032.567701,266.757572
JPN,Japón,1982,2838.616775,1056.870061,268.587112
JPN,Japón,1983,2904.636033,1074.060684,270.4350022
JPN,Japón,1984,3018.501793,1109.054198,272.1690066
JPN,Japón,1985,3151.238182,1150.923961,273.8007278
JPN,Japón,1986,3242.492597,1177.063127,275.4731265
JPN,Japón,1987,3377.398055,1220.016135,276.832245
JPN,Japón,1988,3586.796411,1290.144456,278.015101
JPN,Japón,1989,3760.073553,1347.038352,279.1363399
JPN,Japón,1990,3951.039665,1410.525912,280.1111013
JPN,Japón,1991,4084.395748,1452.368864,281.2230315
JPN,Japón,1992,4117.523821,1458.980601,282.2192302
JPN,Japón,1993,4123.244682,1456.288728,283.133736
JPN,Japón,1994,4163.397413,1466.403782,283.9188949
JPN,Japón,1995,4274.83963,1501.814129,284.6450534
JPN,Japón,1996,4404.711873,1544.055047,285.2690959
JPN,Japón,1997,4449.449129,1556.024186,285.9498694
JPN,Japón,1998,4396.551903,1533.41233,286.7168744
JPN,Japón,1999,4382.690312,1525.703813,287.2569547
JPN,Japón,2000,4501.788045,1564.149219,287.8106506
JPN,Japón,2001,4517.306814,1565.825152,288.4936934
JPN,Japón,2002,4519.886485,1563.423571,289.1018512
JPN,Japón,2003,4586.100902,1583.418742,289.6328546
JPN,Japón,2004,4684.383454,1616.08605,289.8597791
JPN,Japón,2005,4759.346437,1641.716512,289.9006255
JPN,Japón,2006,4824.023349,1664.104697,289.88701
JPN,Japón,2007,4900.847357,1690.460497,289.9119717
JPN,Japón,2008,4844.244727,1671.786991,289.7644708
JPN,Japón,2009,4579.037504,1582.008775,289.4445072
JPN,Japón,2010,4768.126595,1648.952901,289.1608724
JPN,Japón,2011,4759.621309,1647.426821,288.9124572
JPN,Japón,2012,4830.833183,1675.732477,288.2818857
JPN,Japón,2013,4927.447419,1712.186016,287.7869211
JPN,Japón,2014,4943.967347,1720.804876,287.3055171
JPN,Japón,2015,5003.569289,1744.071089,286.8902146
JPN,Japón,2016,5053.534613,1764.511446,286.3985171
JPN,Japón,2017,5172.924396,1809.247652,285.9157722
JPN,Japón,2018,5197.480777,1821.443403,285.3495622
JPN,Japón,2019,5176.601984,1818.064584,284.7314683
JPN,Japón,2020,4955.113932,1745.420307,283.8923044
JPN,Japón,2021,5061.371688,1787.707374,283.1208151
JPN,Japón,2022,5115.772261,1811.772359,282.3628606
MEX,México,1900,100.0,100.0,100.0
MEX,México,1901,108.5777063,107.4094402,101.0876755
MEX,México,1902,100.7245496,98.57299671,102.1827001
MEX,México,1903,112.1363407,108.5620198,103.292423
MEX,México,1904,114.1593599,109.3304061,104.4168443
MEX,México,1905,126.1225759,119.4840834,105.5559638
MEX,México,1906,124.7399459,116.9045005,106.7024326
MEX,México,1907,132.1268666,122.5027442,107.8562505
MEX,México,1908,131.8319161,120.9110867,109.0321158
MEX,México,1909,135.742701,123.1613611,110.2153303
MEX,México,1910,135.527841,122.9418222,110.2373778
MEX,México,1911,129.9958043,118.0021954,110.1638862
MEX,México,1912,128.7610488,116.9593853,110.0903946
MEX,México,1913,121.0065169,109.9890231,110.0169031
MEX,México,1914,121.1067107,110.1536773,109.9434115
MEX,México,1915,119.2770041,108.5620198,109.8699199
MEX,México,1916,128.3569661,116.9045005,109.7964283
MEX,México,1917,133.6909547,121.8441273,109.7229367
MEX,México,1918,138.8973213,126.6739846,109.6494451
MEX,México,1919,144.2770102,131.6684962,109.5759536
MEX,México,1920,153.3755669,140.0658617,109.502462
MEX,México,1921,152.7232989,139.5170143,109.4657162
MEX,México,1922,156.3430539,140.6147091,111.1854193
MEX,México,1923,161.6538011,143.1394072,112.934519
MEX,México,1924,158.8479351,138.4742042,114.7130154
MEX,México,1925,168.8231593,144.895719,116.5135592
MEX,México,1926,179.0091576,151.2623491,118.3434997
MEX,México,1927,170.8701137,142.1514819,120.2028368
MEX,México,1928,171.8797357,140.7793633,122.0915705
MEX,México,1929,164.9930457,133.0406147,124.01705
MEX,México,1930,154.6944424,122.557629,126.2217976
MEX,México,1931,159.9092996,124.478595,128.463291
MEX,México,1932,135.6210164,103.7321625,130.7415301
MEX,México,1933,151.3239537,113.6663008,133.1300066
MEX,México,1934,161.8925237,119.4291987,135.5552289
MEX,México,1935,174.1594027,126.180022,138.0245462
MEX,México,1936,187.6970246,134.1383095,139.9279782
MEX,México,1937,193.9191239,136.2239297,142.3532006
MEX,México,1938,197.0344693,136.0592755,144.8151687
MEX,México,1939,207.8125427,141.053787,147.3285809
MEX,México,1940,210.5767057,140.5049396,149.8713897
MEX,México,1941,231.4250422,150.2744237,154.0016168
MEX,México,1942,244.6585856,154.6103183,158.2420813
MEX,México,1943,253.806134,156.0922064,162.6001323
MEX,México,1944,274.9139176,164.5444566,167.0757698
MEX,México,1945,287.93824,165.1481888,174.3514368
MEX,México,1946,307.6248528,171.4599341,179.415007
MEX,México,1947,318.6868207,172.6125137,184.6255604
MEX,México,1948,332.4311428,174.9725576,189.9904461
MEX,México,1949,351.5310975,179.8024149,195.5096641
MEX,México,1950,403.2880256,192.6454446,209.3421033
MEX,México,1951,434.0322314,201.5916575,215.3026751
MEX,México,1952,450.6092533,203.402854,221.5353642
MEX,México,1953,450.8505742,197.6948408,228.0537885
MEX,México,1954,496.4293825,211.3611416,234.8725876
MEX,México,1955,539.269518,222.8320527,242.0071581
MEX,México,1956,576.856579,231.2294182,249.4736974
MEX,México,1957,621.8689251,241.6575192,257.334813
MEX,México,1958,656.1602182,247.0362239,265.6129566
MEX,México,1959,677.0991573,246.816685,274.332814
MEX,México,1960,734.9411794,259.2206367,283.5195488
MEX,México,1961,772.3988098,263.830955,292.7627692
MEX,México,1962,809.593178,267.8924259,302.2083119
MEX,México,1963,876.0042196,280.9001098,311.8561329
MEX,México,1964,980.8333951,304.884742,321.7062909
MEX,México,1965,1044.620941,314.8737651,331.7586463
MEX,México,1966,1116.895023,326.5642151,342.0139046
MEX,México,1967,1187.114044,336.5532382,352.7269714
MEX,México,1968,1284.710922,353.0186608,363.921533
MEX,México,1969,1366.630245,363.830955,375.622312
MEX,México,1970,1463.070079,377.2228321,387.8530021
MEX,México,1971,1516.865108,379.363337,399.8449401
MEX,México,1972,1638.523681,398.2436883,411.4374513
MEX,México,1973,1763.728792,416.9593853,422.9977438
MEX,México,1974,1860.350608,428.1558727,434.503116
MEX,México,1975,1960.683771,439.6816685,445.9325715
MEX,México,1976,2040.623854,446.2678375,457.2643786
MEX,México,1977,2102.961807,448.7925357,468.5821709
MEX,México,1978,2288.7351,476.9484083,479.8705813
MEX,México,1979,2508.670541,510.8122942,491.1139708
MEX,México,1980,2737.267579,544.9506037,502.2964577
MEX,México,1981,2974.094311,578.3754116,514.2152054
MEX,México,1982,2959.036052,562.0197585,526.5003601
MEX,México,1983,2857.346294,529.9670692,539.1554421
MEX,México,1984,2960.873956,536.6081229,551.775836
MEX,México,1985,3029.883391,537.0472009,564.1745058
MEX,México,1986,2937.166944,509.4950604,576.4858529
MEX,México,1987,2991.348669,508.0131723,588.8328948
MEX,México,1988,3032.51706,504.5554336,601.0275299
MEX,México,1989,3158.207391,515.4774973,612.6760932
MEX,México,1990,3321.954819,532.3271131,624.0438892
MEX,México,1991,3489.634988,549.3167258,635.2682931
MEX,México,1992,3638.713907,563.238786,646.033973
MEX,México,1993,3732.433789,568.4867764,656.5559558
MEX,México,1994,3924.628025,588.4197712,666.9775927
MEX,México,1995,3696.678907,545.8261645,677.2630459
MEX,México,1996,3917.479955,570.060325,687.204456
MEX,México,1997,4217.943784,605.3975405,696.7229799
MEX,México,1998,4459.659235,631.7715366,705.8974608
MEX,México,1999,4665.302322,652.8102552,714.6490555
MEX,México,2000,5006.441426,692.2829886,723.1784557
MEX,México,2001,5048.01969,689.6523146,731.9658881
MEX,México,2002,5144.64511,694.0452022,741.25505
MEX,México,2003,5270.570552,702.1929538,750.5872173
MEX,México,2004,5538.330384,729.286493,759.4176552
MEX,México,2005,5756.209219,749.4951239,768.0115634
MEX,México,2006,6093.215115,784.16895,777.0283579
MEX,México,2007,6342.200697,805.9675058,786.90526
MEX,México,2008,6483.558956,812.7381978,797.7426155
MEX,México,2009,6227.313382,769.8676708,808.8810087
MEX,México,2010,6606.016845,806.6574155,818.9370999
MEX,México,2011,6921.84571,834.7969265,829.1652126
MEX,México,2012,7201.424246,858.3424808,838.9919417
MEX,México,2013,7303.02148,860.5927552,848.6036439
MEX,México,2014,7467.205601,870.2524698,858.0504922
MEX,México,2015,7662.103713,883.4248079,867.3181514
MEX,México,2016,7760.127547,885.4555434,876.399454
MEX,México,2017,7924.487049,895.0955099,885.3230702
MEX,México,2018,8093.754092,905.2732727,894.0674972
MEX,México,2019,8077.650227,894.5499931,902.9847733
MEX,México,2020,7432.379781,815.271064,911.6452318
MEX,México,2021,7783.221251,845.944252,920.0631404
MEX,México,2022,8021.849566,864.201342,928.238499
NLD,Países Bajos,1900,100.0,100.0,100.0
NLD,Países Bajos,1901,104.9234642,103.3358462,101.5363672
NLD,Países Bajos,1902,109.4698354,106.1062948,103.1699728
NLD,Países Bajos,1903,109.5045304,104.4854881,104.8035784
NLD,Países Bajos,1904,111.0903048,104.4289484,106.3788409
NLD,Países Bajos,1905,116.6823941,108.0851866,107.9541035
NLD,Países Bajos,1906,119.1075088,108.7448172,109.529366
NLD,Países Bajos,1907,117.0318184,105.3901244,111.0462855
NLD,Países Bajos,1908,119.3529616,106.0686016,112.5243096
NLD,Países Bajos,1909,125.7334446,110.2902375,114.0023337
NLD,Países Bajos,1910,130.8839512,113.6449303,115.1691949
NLD,Países Bajos,1911,135.061619,116.0572936,116.3749514
NLD,Países Bajos,1912,138.8924686,117.6969469,118.008557
NLD,Países Bajos,1913,145.8116664,121.6358839,119.8755348
NLD,Países Bajos,1914,141.8588161,116.2080663,122.0731233
NLD,Países Bajos,1915,146.6819888,117.9419525,124.3679502
NLD,Países Bajos,1916,150.6037286,118.8465888,126.7211202
NLD,Países Bajos,1917,140.9893953,108.9521297,129.4049008
NLD,Países Bajos,1918,132.2264353,100.6973238,131.310774
NLD,Países Bajos,1919,163.8680105,123.8220882,132.3415014
NLD,Países Bajos,1920,168.8440891,126.7810026,133.1777518
NLD,Países Bajos,1921,179.1672953,133.1134565,134.5974329
NLD,Países Bajos,1922,188.948202,138.1643423,136.756126
NLD,Países Bajos,1923,193.6125971,139.2385978,139.0509529
NLD,Países Bajos,1924,207.7486089,147.0599322,141.2679891
NLD,Países Bajos,1925,216.4973626,151.1307953,143.2516531
NLD,Países Bajos,1926,233.8773371,160.9687147,145.2936601
NLD,Países Bajos,1927,243.6064469,165.3411233,147.3356671
NLD,Países Bajos,1928,256.6285307,171.8431964,149.3387787
NLD,Países Bajos,1929,258.6446026,170.9008669,151.3418903
NLD,Países Bajos,1930,258.0758622,168.3188843,153.3255543
NLD,Países Bajos,1931,242.3144073,155.7670562,155.5620381
NLD,Países Bajos,1932,238.9550926,151.2627214,157.9735511
NLD,Países Bajos,1933,238.5046438,148.8880513,160.1905873
NLD,Países Bajos,1934,234.1482266,144.3460234,162.2131466
NLD,Países Bajos,1935,242.879596,148.0776479,164.0217814
NLD,Países Bajos,1936,258.225638,155.9178289,165.6164916
NLD,Países Bajos,1937,272.9395826,163.2114587,167.2306496
NLD,Países Bajos,1938,266.374211,157.7082548,168.9031505
NLD,Países Bajos,1939,284.445436,166.5473049,170.789576
NLD,Países Bajos,1940,250.6177701,145.1375801,172.6760016
NLD,Países Bajos,1941,237.3323288,136.1100641,174.3679502
NLD,Países Bajos,1942,216.9407742,123.3697701,175.8459743
NLD,Países Bajos,1943,211.7314114,119.6004523,177.0322832
NLD,Países Bajos,1944,141.9792847,79.57029778,178.4325165
NLD,Países Bajos,1945,145.328465,80.68224651,180.1244652
NLD,Países Bajos,1946,245.3798588,133.8861666,183.2749903
NLD,Países Bajos,1947,283.9925828,151.6396532,187.2812135
NLD,Países Bajos,1948,314.3289933,164.9264983,190.5873201
NLD,Países Bajos,1949,342.0299895,176.6490765,193.6211591
NLD,Países Bajos,1950,354.2993426,180.1356954,196.6846947
NLD,Países Bajos,1951,361.7260392,181.209951,199.6170945
NLD,Países Bajos,1952,369.031454,182.7742179,201.9056398
NLD,Países Bajos,1953,401.0981306,196.5510743,204.0681447
NLD,Países Bajos,1954,428.3744366,207.5009423,206.4445741
NLD,Países Bajos,1955,460.1629327,220.0904636,209.0789965
NLD,Países Bajos,1956,477.0672439,225.2732755,211.772676
NLD,Países Bajos,1957,490.5068848,228.7410479,214.4376313
NLD,Países Bajos,1958,488.9948356,224.7644176,217.5588292
NLD,Países Bajos,1959,512.9498708,232.4349793,220.685317
NLD,Países Bajos,1960,556.082764,248.944591,223.3761182
NLD,Países Bajos,1961,557.717307,246.4003015,226.3460327
NLD,Países Bajos,1962,595.8349315,259.5175273,229.5933294
NLD,Países Bajos,1963,617.4323885,265.3222767,232.7103462
NLD,Países Bajos,1964,668.5962577,283.4903882,235.8444185
NLD,Países Bajos,1965,703.6369738,294.3460234,239.0509529
NLD,Países Bajos,1966,722.9991366,298.4922729,242.2170362
NLD,Países Bajos,1967,761.0232643,310.6483227,244.9790354
NLD,Países Bajos,1968,809.883105,327.2710139,247.4655776
NLD,Países Bajos,1969,862.023288,344.3271768,250.3500583
NLD,Países Bajos,1970,911.1449318,359.4986807,253.4487553
NLD,Países Bajos,1971,949.560875,370.071617,256.5884092
NLD,Países Bajos,1972,980.9995452,378.4206559,259.2352003
NLD,Países Bajos,1973,1027.011398,392.9702224,261.3458576
NLD,Países Bajos,1974,1067.724583,405.4655107,263.3330222
NLD,Países Bajos,1975,1066.81512,401.7715793,265.5277713
NLD,Países Bajos,1976,1116.998371,417.1127026,267.7929405
NLD,Países Bajos,1977,1147.39823,425.895213,269.4085764
NLD,Países Bajos,1978,1174.462264,433.3207689,271.0376118
NLD,Países Bajos,1979,1200.57556,440.011308,272.8510696
NLD,Países Bajos,1980,1215.03962,441.7263475,275.0661416
NLD,Países Bajos,1981,1208.933432,436.3550697,277.0526838
NLD,Países Bajos,1982,1194.830239,429.3252921,278.3041813
NLD,Países Bajos,1983,1215.278506,435.0923483,279.315072
NLD,Países Bajos,1984,1255.249968,447.6064832,280.436056
NLD,Países Bajos,1985,1293.914378,459.121749,281.823804
NLD,Países Bajos,1986,1329.515357,469.1481342,283.3892454
NLD,Países Bajos,1987,1348.3576,472.7666792,285.2057176
NLD,Países Bajos,1988,1383.646335,481.9826611,287.0738818
NLD,Países Bajos,1989,1448.3472,501.5454203,288.7768767
NLD,Países Bajos,1990,1507.839982,518.5638899,290.7722676
NLD,Países Bajos,1991,1553.560424,530.0938803,293.0726955
NLD,Países Bajos,1992,1589.22334,538.178135,295.2968982
NLD,Países Bajos,1993,1618.511329,544.2894014,297.3622717
NLD,Países Bajos,1994,1676.086216,560.2630226,299.1605993
NLD,Países Bajos,1995,1738.371178,578.2198797,300.6418906
NLD,Países Bajos,1996,1810.812533,599.5427663,302.0322544
NLD,Países Bajos,1997,1899.56844,625.6998205,303.5910156
NLD,Países Bajos,1998,1997.03592,653.760874,305.4688647
NLD,Países Bajos,1999,2110.083153,686.186894,307.5085186
NLD,Países Bajos,2000,2212.242621,714.2847791,309.7143725
NLD,Países Bajos,2001,2272.306964,728.1609715,312.0610762
NLD,Países Bajos,2002,2287.857679,728.4795268,314.0592968
NLD,Países Bajos,2003,2307.647756,731.32225,315.5445846
NLD,Países Bajos,2004,2368.101,747.8774239,316.6429316
NLD,Países Bajos,2005,2433.284181,766.6696103,317.3836746
NLD,Países Bajos,2006,2533.475558,796.9564659,317.8938457
NLD,Países Bajos,2007,2642.400215,829.414846,318.5860764
NLD,Países Bajos,2008,2702.85488,845.0944472,319.8287349
NLD,Países Bajos,2009,2616.082074,813.767564,321.4778015
NLD,Países Bajos,2010,2668.135498,825.7133277,323.1309715
NLD,Países Bajos,2011,2728.250316,840.3882397,324.6416581
NLD,Países Bajos,2012,2699.430656,828.4395025,325.8452365
NLD,Países Bajos,2013,2694.28186,824.425179,326.8073233
NLD,Países Bajos,2014,2732.490308,833.1134565,327.9853766
NLD,Países Bajos,2015,2785.855069,845.6275914,329.4423097
NLD,Países Bajos,2016,2846.349214,859.4044478,331.2001958
NLD,Países Bajos,2017,2929.203762,879.2076022,333.1640621
NLD,Países Bajos,2018,2998.35962,894.7250182,335.1152096
NLD,Países Bajos,2019,3056.981715,906.8869214,337.0852134
NLD,Países Bajos,2020,2937.446588,865.1181015,339.542842
NLD,Países Bajos,2021,3080.721257,903.8357586,340.8496762
NLD,Países Bajos,2022,3220.045988,938.4817774,343.1122549
NZL,Nueva Zelanda,1900,100.0,100.0,100.0
NZL,Nueva Zelanda,1901,100.3181004,98.24843089,102.1065675
NZL,Nueva Zelanda,1902,107.9891194,103.2549993,104.5848823
NZL,Nueva Zelanda,1903,118.1611889,109.9839439,107.4349442
NZL,Nueva Zelanda,1904,117.6666835,106.3348416,110.6567534
NZL,Nueva Zelanda,1905,128.5060819,112.8448402,113.8785626
NZL,Nueva Zelanda,1906,140.6828334,120.0116771,117.2242875
NZL,Nueva Zelanda,1907,149.1859382,124.2446358,120.0743494
NZL,Nueva Zelanda,1908,138.8408281,112.4945263,123.4200743
NZL,Nueva Zelanda,1909,140.8177643,110.9764998,126.889715
NZL,Nueva Zelanda,1910,160.1685514,123.6899723,129.4919455
NZL,Nueva Zelanda,1911,169.0021645,127.8207561,132.2180917
NZL,Nueva Zelanda,1912,163.9948365,121.1939863,135.3159851
NZL,Nueva Zelanda,1913,166.6534449,119.865713,139.0334572
NZL,Nueva Zelanda,1914,170.9923768,120.7269012,141.6356877
