anio,iso3,pais_nombre,gerd_gdp,nivel_agregacion,geocodigoFundar,geonombreFundar
1999,LCA,Santa Lucía,0.27374,pais,LCA,Santa Lucía
2019,LIE,Liechtenstein,5.86833,pais,LIE,Liechtenstein
1996,LKA,Sri Lanka,0.18356,pais,LKA,Sri Lanka
2000,LKA,Sri Lanka,0.14392,pais,LKA,Sri Lanka
2004,LKA,Sri Lanka,0.1821,pais,LKA,Sri Lanka
2006,LKA,Sri Lanka,0.1742,pais,LKA,Sri Lanka
2008,LKA,Sri Lanka,0.11444,pais,LKA,Sri Lanka
2010,LKA,Sri Lanka,0.13241,pais,LKA,Sri Lanka
2013,LKA,Sri Lanka,0.0973,pais,LKA,Sri Lanka
2014,LKA,Sri Lanka,0.09605,pais,LKA,Sri Lanka
2015,LKA,Sri Lanka,0.10291,pais,LKA,Sri Lanka
2016,LKA,Sri Lanka,0.12034,pais,LKA,Sri Lanka
2017,LKA,Sri Lanka,0.11818,pais,LKA,Sri Lanka
2018,LKA,Sri Lanka,0.11949,pais,LKA,Sri Lanka
2020,LKA,Sri Lanka,0.11616,pais,LKA,Sri Lanka
2022,LKA,Sri Lanka,0.10506,pais,LKA,Sri Lanka
2002,LSO,Lesotho,0.04185,pais,LSO,Lesotho
2003,LSO,Lesotho,0.04295,pais,LSO,Lesotho
2004,LSO,Lesotho,0.05532,pais,LSO,Lesotho
2009,LSO,Lesotho,0.0291,pais,LSO,Lesotho
2011,LSO,Lesotho,0.01255,pais,LSO,Lesotho
2015,LSO,Lesotho,0.05101,pais,LSO,Lesotho
1996,LTU,Lituania,0.4917,pais,LTU,Lituania
1997,LTU,Lituania,0.53667,pais,LTU,Lituania
1998,LTU,Lituania,0.54381,pais,LTU,Lituania
1999,LTU,Lituania,0.50206,pais,LTU,Lituania
2000,LTU,Lituania,0.58553,pais,LTU,Lituania
2001,LTU,Lituania,0.66762,pais,LTU,Lituania
2002,LTU,Lituania,0.65755,pais,LTU,Lituania
2003,LTU,Lituania,0.66413,pais,LTU,Lituania
2004,LTU,Lituania,0.7514,pais,LTU,Lituania
2005,LTU,Lituania,0.74821,pais,LTU,Lituania
2006,LTU,Lituania,0.79204,pais,LTU,Lituania
2007,LTU,Lituania,0.80174,pais,LTU,Lituania
2008,LTU,Lituania,0.78932,pais,LTU,Lituania
2009,LTU,Lituania,0.83084,pais,LTU,Lituania
2010,LTU,Lituania,0.7833,pais,LTU,Lituania
2011,LTU,Lituania,0.90269,pais,LTU,Lituania
2012,LTU,Lituania,0.89304,pais,LTU,Lituania
2013,LTU,Lituania,0.94872,pais,LTU,Lituania
2014,LTU,Lituania,1.03011,pais,LTU,Lituania
2015,LTU,Lituania,1.04341,pais,LTU,Lituania
2016,LTU,Lituania,0.84241,pais,LTU,Lituania
2017,LTU,Lituania,0.89626,pais,LTU,Lituania
2018,LTU,Lituania,0.93662,pais,LTU,Lituania
2019,LTU,Lituania,0.99266,pais,LTU,Lituania
2020,LTU,Lituania,1.13261,pais,LTU,Lituania
2021,LTU,Lituania,1.10436,pais,LTU,Lituania
2022,LTU,Lituania,1.05319,pais,LTU,Lituania
2000,LUX,Luxemburgo,1.58314,pais,LUX,Luxemburgo
2003,LUX,Luxemburgo,1.6235,pais,LUX,Luxemburgo
2004,LUX,Luxemburgo,1.58819,pais,LUX,Luxemburgo
2005,LUX,Luxemburgo,1.55873,pais,LUX,Luxemburgo
2006,LUX,Luxemburgo,1.64886,pais,LUX,Luxemburgo
2007,LUX,Luxemburgo,1.57165,pais,LUX,Luxemburgo
2008,LUX,Luxemburgo,1.54663,pais,LUX,Luxemburgo
2009,LUX,Luxemburgo,1.58839,pais,LUX,Luxemburgo
2010,LUX,Luxemburgo,1.42373,pais,LUX,Luxemburgo
2011,LUX,Luxemburgo,1.42453,pais,LUX,Luxemburgo
2012,LUX,Luxemburgo,1.20664,pais,LUX,Luxemburgo
2013,LUX,Luxemburgo,1.23381,pais,LUX,Luxemburgo
2014,LUX,Luxemburgo,1.217,pais,LUX,Luxemburgo
2015,LUX,Luxemburgo,1.25226,pais,LUX,Luxemburgo
2016,LUX,Luxemburgo,1.2669,pais,LUX,Luxemburgo
2017,LUX,Luxemburgo,1.23898,pais,LUX,Luxemburgo
2018,LUX,Luxemburgo,1.1718,pais,LUX,Luxemburgo
2019,LUX,Luxemburgo,1.18177,pais,LUX,Luxemburgo
2020,LUX,Luxemburgo,1.09584,pais,LUX,Luxemburgo
2021,LUX,Luxemburgo,1.0412,pais,LUX,Luxemburgo
2022,LUX,Luxemburgo,0.97653,pais,LUX,Luxemburgo
1996,LVA,Letonia,0.39689,pais,LVA,Letonia
1997,LVA,Letonia,0.36627,pais,LVA,Letonia
1998,LVA,Letonia,0.37922,pais,LVA,Letonia
1999,LVA,Letonia,0.35183,pais,LVA,Letonia
2000,LVA,Letonia,0.43483,pais,LVA,Letonia
2001,LVA,Letonia,0.40263,pais,LVA,Letonia
2002,LVA,Letonia,0.40843,pais,LVA,Letonia
2003,LVA,Letonia,0.3593,pais,LVA,Letonia
2004,LVA,Letonia,0.3984,pais,LVA,Letonia
2005,LVA,Letonia,0.52707,pais,LVA,Letonia
2006,LVA,Letonia,0.64691,pais,LVA,Letonia
2007,LVA,Letonia,0.55107,pais,LVA,Letonia
2008,LVA,Letonia,0.5772,pais,LVA,Letonia
2009,LVA,Letonia,0.44858,pais,LVA,Letonia
2010,LVA,Letonia,0.60571,pais,LVA,Letonia
2011,LVA,Letonia,0.71562,pais,LVA,Letonia
2012,LVA,Letonia,0.66307,pais,LVA,Letonia
2013,LVA,Letonia,0.61321,pais,LVA,Letonia
2014,LVA,Letonia,0.68908,pais,LVA,Letonia
2015,LVA,Letonia,0.6194,pais,LVA,Letonia
2016,LVA,Letonia,0.43514,pais,LVA,Letonia
2017,LVA,Letonia,0.51104,pais,LVA,Letonia
2018,LVA,Letonia,0.63869,pais,LVA,Letonia
2019,LVA,Letonia,0.63847,pais,LVA,Letonia
2020,LVA,Letonia,0.73439,pais,LVA,Letonia
2021,LVA,Letonia,0.74622,pais,LVA,Letonia
2022,LVA,Letonia,0.76382,pais,LVA,Letonia
2001,MAC,Macao,0.06224,pais,MAC,Macao
2002,MAC,Macao,0.06957,pais,MAC,Macao
2003,MAC,Macao,0.06244,pais,MAC,Macao
2004,MAC,Macao,0.05344,pais,MAC,Macao
2005,MAC,Macao,0.0876,pais,MAC,Macao
2006,MAC,Macao,0.0829,pais,MAC,Macao
2007,MAC,Macao,0.05684,pais,MAC,Macao
2008,MAC,Macao,0.10106,pais,MAC,Macao
2009,MAC,Macao,0.05407,pais,MAC,Macao
2010,MAC,Macao,0.05012,pais,MAC,Macao
2011,MAC,Macao,0.04427,pais,MAC,Macao
2012,MAC,Macao,0.04789,pais,MAC,Macao
2013,MAC,Macao,0.05117,pais,MAC,Macao
2014,MAC,Macao,0.08776,pais,MAC,Macao
2015,MAC,Macao,0.13649,pais,MAC,Macao
2016,MAC,Macao,0.23492,pais,MAC,Macao
2017,MAC,Macao,0.1721,pais,MAC,Macao
2018,MAC,Macao,0.20113,pais,MAC,Macao
2019,MAC,Macao,0.24721,pais,MAC,Macao
2020,MAC,Macao,0.45327,pais,MAC,Macao
2021,MAC,Macao,0.37318,pais,MAC,Macao
2022,MAC,Macao,0.43688,pais,MAC,Macao
2023,MAC,Macao,0.26378,pais,MAC,Macao
1998,MAR,Marruecos,0.24582,pais,MAR,Marruecos
2001,MAR,Marruecos,0.5463,pais,MAR,Marruecos
2002,MAR,Marruecos,0.47179,pais,MAR,Marruecos
2003,MAR,Marruecos,0.56588,pais,MAR,Marruecos
2006,MAR,Marruecos,0.54987,pais,MAR,Marruecos
2010,MAR,Marruecos,0.66036,pais,MAR,Marruecos
2004,MCO,Mónaco,0.03787,pais,MCO,Mónaco
2005,MCO,Mónaco,0.03821,pais,MCO,Mónaco
1996,MDA,Moldavia,0.87296,pais,MDA,Moldavia
1997,MDA,Moldavia,0.80679,pais,MDA,Moldavia
2003,MDA,Moldavia,0.32405,pais,MDA,Moldavia
2004,MDA,Moldavia,0.34903,pais,MDA,Moldavia
2005,MDA,Moldavia,0.39865,pais,MDA,Moldavia
2006,MDA,Moldavia,0.40622,pais,MDA,Moldavia
2007,MDA,Moldavia,0.54557,pais,MDA,Moldavia
2008,MDA,Moldavia,0.53463,pais,MDA,Moldavia
2009,MDA,Moldavia,0.52557,pais,MDA,Moldavia
2010,MDA,Moldavia,0.3665,pais,MDA,Moldavia
2011,MDA,Moldavia,0.33764,pais,MDA,Moldavia
2012,MDA,Moldavia,0.34907,pais,MDA,Moldavia
2013,MDA,Moldavia,0.29783,pais,MDA,Moldavia
2014,MDA,Moldavia,0.31463,pais,MDA,Moldavia
2015,MDA,Moldavia,0.30735,pais,MDA,Moldavia
2016,MDA,Moldavia,0.28004,pais,MDA,Moldavia
2017,MDA,Moldavia,0.25789,pais,MDA,Moldavia
2018,MDA,Moldavia,0.25626,pais,MDA,Moldavia
2019,MDA,Moldavia,0.24145,pais,MDA,Moldavia
2020,MDA,Moldavia,0.23511,pais,MDA,Moldavia
2021,MDA,Moldavia,0.23154,pais,MDA,Moldavia
2022,MDA,Moldavia,0.22983,pais,MDA,Moldavia
2023,MDA,Moldavia,0.22342,pais,MDA,Moldavia
1997,MDG,Madagascar,0.18325,pais,MDG,Madagascar
1998,MDG,Madagascar,0.0938,pais,MDG,Madagascar
1999,MDG,Madagascar,0.08342,pais,MDG,Madagascar
2000,MDG,Madagascar,0.10032,pais,MDG,Madagascar
2001,MDG,Madagascar,0.18175,pais,MDG,Madagascar
2002,MDG,Madagascar,0.20173,pais,MDG,Madagascar
2003,MDG,Madagascar,0.2907,pais,MDG,Madagascar
2004,MDG,Madagascar,0.1926,pais,MDG,Madagascar
2005,MDG,Madagascar,0.15096,pais,MDG,Madagascar
2006,MDG,Madagascar,0.14119,pais,MDG,Madagascar
2007,MDG,Madagascar,0.12091,pais,MDG,Madagascar
2008,MDG,Madagascar,0.11764,pais,MDG,Madagascar
2009,MDG,Madagascar,0.13054,pais,MDG,Madagascar
2010,MDG,Madagascar,0.09903,pais,MDG,Madagascar
2011,MDG,Madagascar,0.09067,pais,MDG,Madagascar
2014,MDG,Madagascar,0.01321,pais,MDG,Madagascar
2016,MDG,Madagascar,0.01264,pais,MDG,Madagascar
2017,MDG,Madagascar,0.01275,pais,MDG,Madagascar
1996,MEX,México,0.23838,pais,MEX,México
1997,MEX,México,0.26404,pais,MEX,México
1998,MEX,México,0.28519,pais,MEX,México
1999,MEX,México,0.32719,pais,MEX,México
2000,MEX,México,0.29205,pais,MEX,México
2001,MEX,México,0.30815,pais,MEX,México
2002,MEX,México,0.33745,pais,MEX,México
2003,MEX,México,0.37454,pais,MEX,México
2004,MEX,México,0.37053,pais,MEX,México
2005,MEX,México,0.38103,pais,MEX,México
2006,MEX,México,0.35298,pais,MEX,México
2007,MEX,México,0.38039,pais,MEX,México
2008,MEX,México,0.42416,pais,MEX,México
2009,MEX,México,0.45748,pais,MEX,México
2010,MEX,México,0.47353,pais,MEX,México
2011,MEX,México,0.45268,pais,MEX,México
2012,MEX,México,0.40284,pais,MEX,México
2013,MEX,México,0.40806,pais,MEX,México
2014,MEX,México,0.41962,pais,MEX,México
2015,MEX,México,0.41477,pais,MEX,México
2016,MEX,México,0.37601,pais,MEX,México
2017,MEX,México,0.31955,pais,MEX,México
2018,MEX,México,0.29816,pais,MEX,México
2019,MEX,México,0.27606,pais,MEX,México
2020,MEX,México,0.29191,pais,MEX,México
2021,MEX,México,0.27378,pais,MEX,México
2022,MEX,México,0.25782,pais,MEX,México
2023,MEX,México,0.26819,pais,MEX,México
1997,MKD,Macedonia del Norte,0.35911,pais,MKD,Macedonia del Norte
1998,MKD,Macedonia del Norte,0.40842,pais,MKD,Macedonia del Norte
1999,MKD,Macedonia del Norte,0.32809,pais,MKD,Macedonia del Norte
2000,MKD,Macedonia del Norte,0.41888,pais,MKD,Macedonia del Norte
2001,MKD,Macedonia del Norte,0.2931,pais,MKD,Macedonia del Norte
2002,MKD,Macedonia del Norte,0.24461,pais,MKD,Macedonia del Norte
2003,MKD,Macedonia del Norte,0.21064,pais,MKD,Macedonia del Norte
2004,MKD,Macedonia del Norte,0.23237,pais,MKD,Macedonia del Norte
2005,MKD,Macedonia del Norte,0.22825,pais,MKD,Macedonia del Norte
2006,MKD,Macedonia del Norte,0.19373,pais,MKD,Macedonia del Norte
2007,MKD,Macedonia del Norte,0.17093,pais,MKD,Macedonia del Norte
2008,MKD,Macedonia del Norte,0.22358,pais,MKD,Macedonia del Norte
2009,MKD,Macedonia del Norte,0.19679,pais,MKD,Macedonia del Norte
2010,MKD,Macedonia del Norte,0.21634,pais,MKD,Macedonia del Norte
2011,MKD,Macedonia del Norte,0.22276,pais,MKD,Macedonia del Norte
2012,MKD,Macedonia del Norte,0.32676,pais,MKD,Macedonia del Norte
2013,MKD,Macedonia del Norte,0.43894,pais,MKD,Macedonia del Norte
2014,MKD,Macedonia del Norte,0.51646,pais,MKD,Macedonia del Norte
2015,MKD,Macedonia del Norte,0.44412,pais,MKD,Macedonia del Norte
2016,MKD,Macedonia del Norte,0.43585,pais,MKD,Macedonia del Norte
2017,MKD,Macedonia del Norte,0.35439,pais,MKD,Macedonia del Norte
2018,MKD,Macedonia del Norte,0.36367,pais,MKD,Macedonia del Norte
2019,MKD,Macedonia del Norte,0.36783,pais,MKD,Macedonia del Norte
2020,MKD,Macedonia del Norte,0.37264,pais,MKD,Macedonia del Norte
2021,MKD,Macedonia del Norte,0.37252,pais,MKD,Macedonia del Norte
2022,MKD,Macedonia del Norte,0.37975,pais,MKD,Macedonia del Norte
2023,MKD,Macedonia del Norte,0.39502,pais,MKD,Macedonia del Norte
2007,MLI,Malí,0.21855,pais,MLI,Malí
2010,MLI,Malí,0.5836,pais,MLI,Malí
2015,MLI,Malí,0.31462,pais,MLI,Malí
2017,MLI,Malí,0.29198,pais,MLI,Malí
2019,MLI,Malí,0.15768,pais,MLI,Malí
2021,MLI,Malí,0.17385,pais,MLI,Malí
2002,MLT,Malta,0.2502,pais,MLT,Malta
2003,MLT,Malta,0.23743,pais,MLT,Malta
2004,MLT,Malta,0.48971,pais,MLT,Malta
2005,MLT,Malta,0.5282,pais,MLT,Malta
2006,MLT,Malta,0.57844,pais,MLT,Malta
2007,MLT,Malta,0.5454,pais,MLT,Malta
2008,MLT,Malta,0.52667,pais,MLT,Malta
2009,MLT,Malta,0.50739,pais,MLT,Malta
2010,MLT,Malta,0.58741,pais,MLT,Malta
2011,MLT,Malta,0.66506,pais,MLT,Malta
2012,MLT,Malta,0.80432,pais,MLT,Malta
2013,MLT,Malta,0.74336,pais,MLT,Malta
2014,MLT,Malta,0.69179,pais,MLT,Malta
2015,MLT,Malta,0.71515,pais,MLT,Malta
2016,MLT,Malta,0.55689,pais,MLT,Malta
2017,MLT,Malta,0.55232,pais,MLT,Malta
2018,MLT,Malta,0.57211,pais,MLT,Malta
2019,MLT,Malta,0.55993,pais,MLT,Malta
2020,MLT,Malta,0.64566,pais,MLT,Malta
2021,MLT,Malta,0.65205,pais,MLT,Malta
2022,MLT,Malta,0.60433,pais,MLT,Malta
1997,MMR,Myanmar,0.05985,pais,MMR,Myanmar
1998,MMR,Myanmar,0.03417,pais,MMR,Myanmar
1999,MMR,Myanmar,0.04406,pais,MMR,Myanmar
2000,MMR,Myanmar,0.11306,pais,MMR,Myanmar
2001,MMR,Myanmar,0.07144,pais,MMR,Myanmar
2002,MMR,Myanmar,0.16216,pais,MMR,Myanmar
2017,MMR,Myanmar,0.03218,pais,MMR,Myanmar
2018,MMR,Myanmar,0.05881,pais,MMR,Myanmar
2019,MMR,Myanmar,0.08341,pais,MMR,Myanmar
2020,MMR,Myanmar,0.15567,pais,MMR,Myanmar
2021,MMR,Myanmar,0.12402,pais,MMR,Myanmar
2022,MMR,Myanmar,0.03519,pais,MMR,Myanmar
2023,MMR,Myanmar,0.02376,pais,MMR,Myanmar
2003,MNE,Montenegro,0.79772,pais,MNE,Montenegro
2004,MNE,Montenegro,1.01874,pais,MNE,Montenegro
2005,MNE,Montenegro,0.92443,pais,MNE,Montenegro
2006,MNE,Montenegro,1.22991,pais,MNE,Montenegro
2007,MNE,Montenegro,1.14521,pais,MNE,Montenegro
2011,MNE,Montenegro,0.31485,pais,MNE,Montenegro
2013,MNE,Montenegro,0.37431,pais,MNE,Montenegro
2014,MNE,Montenegro,0.3632,pais,MNE,Montenegro
2015,MNE,Montenegro,0.374,pais,MNE,Montenegro
2016,MNE,Montenegro,0.32454,pais,MNE,Montenegro
2017,MNE,Montenegro,0.34898,pais,MNE,Montenegro
2018,MNE,Montenegro,0.50374,pais,MNE,Montenegro
2019,MNE,Montenegro,0.36328,pais,MNE,Montenegro
1997,MNG,Mongolia,0.16786,pais,MNG,Mongolia
1998,MNG,Mongolia,0.16643,pais,MNG,Mongolia
1999,MNG,Mongolia,0.15016,pais,MNG,Mongolia
2000,MNG,Mongolia,0.18757,pais,MNG,Mongolia
2001,MNG,Mongolia,0.26749,pais,MNG,Mongolia
2002,MNG,Mongolia,0.25173,pais,MNG,Mongolia
2003,MNG,Mongolia,0.2518,pais,MNG,Mongolia
2004,MNG,Mongolia,0.26777,pais,MNG,Mongolia
2005,MNG,Mongolia,0.23776,pais,MNG,Mongolia
2006,MNG,Mongolia,0.19121,pais,MNG,Mongolia
2007,MNG,Mongolia,0.23827,pais,MNG,Mongolia
2008,MNG,Mongolia,0.33667,pais,MNG,Mongolia
2009,MNG,Mongolia,0.30478,pais,MNG,Mongolia
2010,MNG,Mongolia,0.24438,pais,MNG,Mongolia
2011,MNG,Mongolia,0.23054,pais,MNG,Mongolia
2012,MNG,Mongolia,0.23913,pais,MNG,Mongolia
2013,MNG,Mongolia,0.23246,pais,MNG,Mongolia
2014,MNG,Mongolia,0.2234,pais,MNG,Mongolia
2015,MNG,Mongolia,0.1564,pais,MNG,Mongolia
2016,MNG,Mongolia,0.18345,pais,MNG,Mongolia
2017,MNG,Mongolia,0.1342,pais,MNG,Mongolia
2018,MNG,Mongolia,0.10161,pais,MNG,Mongolia
2019,MNG,Mongolia,0.0927,pais,MNG,Mongolia
2020,MNG,Mongolia,0.13301,pais,MNG,Mongolia
2021,MNG,Mongolia,0.10008,pais,MNG,Mongolia
2022,MNG,Mongolia,0.08365,pais,MNG,Mongolia
2002,MOZ,Mozambique,0.35598,pais,MOZ,Mozambique
2006,MOZ,Mozambique,0.3977,pais,MOZ,Mozambique
2008,MOZ,Mozambique,0.13607,pais,MOZ,Mozambique
2010,MOZ,Mozambique,0.37595,pais,MOZ,Mozambique
2015,MOZ,Mozambique,0.30814,pais,MOZ,Mozambique
2018,MRT,Mauritania,0.01019,pais,MRT,Mauritania
1997,MUS,Mauricio,0.27529,pais,MUS,Mauricio
1998,MUS,Mauricio,0.25831,pais,MUS,Mauricio
1999,MUS,Mauricio,0.30596,pais,MUS,Mauricio
2000,MUS,Mauricio,0.28025,pais,MUS,Mauricio
2001,MUS,Mauricio,0.35775,pais,MUS,Mauricio
2002,MUS,Mauricio,0.36317,pais,MUS,Mauricio
2003,MUS,Mauricio,0.32171,pais,MUS,Mauricio
2004,MUS,Mauricio,0.36329,pais,MUS,Mauricio
2005,MUS,Mauricio,0.35574,pais,MUS,Mauricio
2012,MUS,Mauricio,0.17773,pais,MUS,Mauricio
2017,MUS,Mauricio,0.35423,pais,MUS,Mauricio
2018,MUS,Mauricio,0.33387,pais,MUS,Mauricio
2019,MUS,Mauricio,0.35699,pais,MUS,Mauricio
2020,MUS,Mauricio,0.40299,pais,MUS,Mauricio
2021,MUS,Mauricio,0.36784,pais,MUS,Mauricio
2022,MUS,Mauricio,0.3083,pais,MUS,Mauricio
2023,MUS,Mauricio,0.23401,pais,MUS,Mauricio
1996,MYS,Malasia,0.21645,pais,MYS,Malasia
1998,MYS,Malasia,0.39789,pais,MYS,Malasia
2000,MYS,Malasia,0.46899,pais,MYS,Malasia
2002,MYS,Malasia,0.65254,pais,MYS,Malasia
2004,MYS,Malasia,0.5999,pais,MYS,Malasia
2006,MYS,Malasia,0.61106,pais,MYS,Malasia
2008,MYS,Malasia,0.78847,pais,MYS,Malasia
2009,MYS,Malasia,1.01001,pais,MYS,Malasia
2010,MYS,Malasia,1.03608,pais,MYS,Malasia
2011,MYS,Malasia,1.03342,pais,MYS,Malasia
2012,MYS,Malasia,1.09269,pais,MYS,Malasia
2014,MYS,Malasia,1.26275,pais,MYS,Malasia
2015,MYS,Malasia,1.27945,pais,MYS,Malasia
2016,MYS,Malasia,1.41517,pais,MYS,Malasia
2018,MYS,Malasia,1.04026,pais,MYS,Malasia
2020,MYS,Malasia,0.95055,pais,MYS,Malasia
2010,NAM,Namibia,0.13963,pais,NAM,Namibia
2014,NAM,Namibia,0.34986,pais,NAM,Namibia
2022,NAM,Namibia,0.64647,pais,NAM,Namibia
2007,NGA,Nigeria,0.13223,pais,NGA,Nigeria
2019,NGA,Nigeria,0.28444,pais,NGA,Nigeria
1997,NIC,Nicaragua,0.0651,pais,NIC,Nicaragua
2002,NIC,Nicaragua,0.03493,pais,NIC,Nicaragua
2011,NIC,Nicaragua,0.08344,pais,NIC,Nicaragua
2012,NIC,Nicaragua,0.10449,pais,NIC,Nicaragua
2013,NIC,Nicaragua,0.10284,pais,NIC,Nicaragua
2014,NIC,Nicaragua,0.08935,pais,NIC,Nicaragua
2015,NIC,Nicaragua,0.10742,pais,NIC,Nicaragua
1996,NLD,Países Bajos,1.84093,pais,NLD,Países Bajos
1997,NLD,Países Bajos,1.84477,pais,NLD,Países Bajos
1998,NLD,Países Bajos,1.74206,pais,NLD,Países Bajos
1999,NLD,Países Bajos,1.82282,pais,NLD,Países Bajos
2000,NLD,Países Bajos,1.7898,pais,NLD,Países Bajos
2001,NLD,Países Bajos,1.79609,pais,NLD,Países Bajos
2002,NLD,Países Bajos,1.74543,pais,NLD,Países Bajos
2003,NLD,Países Bajos,1.7839,pais,NLD,Países Bajos
2004,NLD,Países Bajos,1.78901,pais,NLD,Países Bajos
2005,NLD,Países Bajos,1.77388,pais,NLD,Países Bajos
2006,NLD,Países Bajos,1.74067,pais,NLD,Países Bajos
2007,NLD,Países Bajos,1.6703,pais,NLD,Países Bajos
2008,NLD,Países Bajos,1.62269,pais,NLD,Países Bajos
2009,NLD,Países Bajos,1.6657,pais,NLD,Países Bajos
2010,NLD,Países Bajos,1.70404,pais,NLD,Países Bajos
2011,NLD,Países Bajos,1.88131,pais,NLD,Países Bajos
2012,NLD,Países Bajos,1.91627,pais,NLD,Países Bajos
2013,NLD,Países Bajos,2.15606,pais,NLD,Países Bajos
2014,NLD,Países Bajos,2.1733,pais,NLD,Países Bajos
2015,NLD,Países Bajos,2.14606,pais,NLD,Países Bajos
2016,NLD,Países Bajos,2.15081,pais,NLD,Países Bajos
2017,NLD,Países Bajos,2.17857,pais,NLD,Países Bajos
2018,NLD,Países Bajos,2.1388,pais,NLD,Países Bajos
2019,NLD,Países Bajos,2.18435,pais,NLD,Países Bajos
2020,NLD,Países Bajos,2.32182,pais,NLD,Países Bajos
2021,NLD,Países Bajos,2.26877,pais,NLD,Países Bajos
2022,NLD,Países Bajos,2.25533,pais,NLD,Países Bajos
1997,NOR,Noruega,1.5935,pais,NOR,Noruega
1999,NOR,Noruega,1.60437,pais,NOR,Noruega
2001,NOR,Noruega,1.5602,pais,NOR,Noruega
2002,NOR,Noruega,1.62645,pais,NOR,Noruega
2003,NOR,Noruega,1.67572,pais,NOR,Noruega
2004,NOR,Noruega,1.53975,pais,NOR,Noruega
2005,NOR,Noruega,1.47715,pais,NOR,Noruega
2006,NOR,Noruega,1.44972,pais,NOR,Noruega
2007,NOR,Noruega,1.55794,pais,NOR,Noruega
2008,NOR,Noruega,1.54556,pais,NOR,Noruega
2009,NOR,Noruega,1.71678,pais,NOR,Noruega
2010,NOR,Noruega,1.6412,pais,NOR,Noruega
2011,NOR,Noruega,1.61714,pais,NOR,Noruega
2012,NOR,Noruega,1.61053,pais,NOR,Noruega
2013,NOR,Noruega,1.64216,pais,NOR,Noruega
2014,NOR,Noruega,1.70369,pais,NOR,Noruega
2015,NOR,Noruega,1.9235,pais,NOR,Noruega
2016,NOR,Noruega,2.03287,pais,NOR,Noruega
2017,NOR,Noruega,2.08167,pais,NOR,Noruega
2018,NOR,Noruega,2.03482,pais,NOR,Noruega
2019,NOR,Noruega,2.136,pais,NOR,Noruega
2020,NOR,Noruega,2.24436,pais,NOR,Noruega
2021,NOR,Noruega,1.88764,pais,NOR,Noruega
2022,NOR,Noruega,1.55752,pais,NOR,Noruega
2008,NPL,Nepal,0.05439,pais,NPL,Nepal
2009,NPL,Nepal,0.25924,pais,NPL,Nepal
2010,NPL,Nepal,0.3022,pais,NPL,Nepal
1997,NZL,Nueva Zelanda,1.05649,pais,NZL,Nueva Zelanda
1999,NZL,Nueva Zelanda,0.96387,pais,NZL,Nueva Zelanda
2001,NZL,Nueva Zelanda,1.10029,pais,NZL,Nueva Zelanda
2003,NZL,Nueva Zelanda,1.14891,pais,NZL,Nueva Zelanda
2005,NZL,Nueva Zelanda,1.12043,pais,NZL,Nueva Zelanda
2007,NZL,Nueva Zelanda,1.15764,pais,NZL,Nueva Zelanda
2009,NZL,Nueva Zelanda,1.25214,pais,NZL,Nueva Zelanda
2011,NZL,Nueva Zelanda,1.23222,pais,NZL,Nueva Zelanda
2013,NZL,Nueva Zelanda,1.15337,pais,NZL,Nueva Zelanda
2015,NZL,Nueva Zelanda,1.22789,pais,NZL,Nueva Zelanda
2017,NZL,Nueva Zelanda,1.34905,pais,NZL,Nueva Zelanda
2019,NZL,Nueva Zelanda,1.40803,pais,NZL,Nueva Zelanda
2021,NZL,Nueva Zelanda,1.46569,pais,NZL,Nueva Zelanda
2011,OMN,Omán,0.11962,pais,OMN,Omán
2012,OMN,Omán,0.18281,pais,OMN,Omán
2013,OMN,Omán,0.14854,pais,OMN,Omán
2014,OMN,Omán,0.18588,pais,OMN,Omán
2015,OMN,Omán,0.21866,pais,OMN,Omán
2016,OMN,Omán,0.22691,pais,OMN,Omán
2017,OMN,Omán,0.19925,pais,OMN,Omán
2018,OMN,Omán,0.19031,pais,OMN,Omán
2019,OMN,Omán,0.27255,pais,OMN,Omán
2020,OMN,Omán,0.31599,pais,OMN,Omán
2021,OMN,Omán,0.28978,pais,OMN,Omán
2022,OMN,Omán,0.27506,pais,OMN,Omán
2023,OMN,Omán,0.36729,pais,OMN,Omán
1997,PAK,Pakistán,0.15565,pais,PAK,Pakistán
1998,PAK,Pakistán,0.10919,pais,PAK,Pakistán
1999,PAK,Pakistán,0.1159,pais,PAK,Pakistán
2000,PAK,Pakistán,0.09536,pais,PAK,Pakistán
2001,PAK,Pakistán,0.12408,pais,PAK,Pakistán
2002,PAK,Pakistán,0.16228,pais,PAK,Pakistán
2005,PAK,Pakistán,0.32946,pais,PAK,Pakistán
2007,PAK,Pakistán,0.52343,pais,PAK,Pakistán
2009,PAK,Pakistán,0.40218,pais,PAK,Pakistán
2011,PAK,Pakistán,0.30491,pais,PAK,Pakistán
2013,PAK,Pakistán,0.26179,pais,PAK,Pakistán
2015,PAK,Pakistán,0.22193,pais,PAK,Pakistán
2017,PAK,Pakistán,0.21214,pais,PAK,Pakistán
2019,PAK,Pakistán,0.17475,pais,PAK,Pakistán
2021,PAK,Pakistán,0.16431,pais,PAK,Pakistán
2023,PAK,Pakistán,0.16375,pais,PAK,Pakistán
1996,PAN,Panamá,0.3101,pais,PAN,Panamá
1997,PAN,Panamá,0.29911,pais,PAN,Panamá
1998,PAN,Panamá,0.26922,pais,PAN,Panamá
1999,PAN,Panamá,0.27205,pais,PAN,Panamá
