anio,iso3,pais_nombre,gerd_gdp,nivel_agregacion,geocodigoFundar,geonombreFundar
2019,TTO,Trinidad y Tobago,0.0596,pais,TTO,Trinidad y Tobago
2020,TTO,Trinidad y Tobago,0.06512,pais,TTO,Trinidad y Tobago
2021,TTO,Trinidad y Tobago,0.05374,pais,TTO,Trinidad y Tobago
2022,TTO,Trinidad y Tobago,0.0478,pais,TTO,Trinidad y Tobago
2002,TUN,Túnez,0.54302,pais,TUN,Túnez
2003,TUN,Túnez,0.65044,pais,TUN,Túnez
2004,TUN,Túnez,0.73095,pais,TUN,Túnez
2005,TUN,Túnez,0.71195,pais,TUN,Túnez
2006,TUN,Túnez,0.67729,pais,TUN,Túnez
2007,TUN,Túnez,0.6654,pais,TUN,Túnez
2008,TUN,Túnez,0.63933,pais,TUN,Túnez
2009,TUN,Túnez,0.70644,pais,TUN,Túnez
2010,TUN,Túnez,0.65806,pais,TUN,Túnez
2011,TUN,Túnez,0.67458,pais,TUN,Túnez
2012,TUN,Túnez,0.64937,pais,TUN,Túnez
2013,TUN,Túnez,0.637,pais,TUN,Túnez
2014,TUN,Túnez,0.61988,pais,TUN,Túnez
2015,TUN,Túnez,0.59413,pais,TUN,Túnez
2016,TUN,Túnez,0.56539,pais,TUN,Túnez
2017,TUN,Túnez,0.69954,pais,TUN,Túnez
2018,TUN,Túnez,0.71645,pais,TUN,Túnez
2019,TUN,Túnez,0.74658,pais,TUN,Túnez
1996,TUR,Turquía,0.45159,pais,TUR,Turquía
1997,TUR,Turquía,0.49168,pais,TUR,Turquía
1998,TUR,Turquía,0.36198,pais,TUR,Turquía
1999,TUR,Turquía,0.45557,pais,TUR,Turquía
2000,TUR,Turquía,0.46558,pais,TUR,Turquía
2001,TUR,Turquía,0.52247,pais,TUR,Turquía
2002,TUR,Turquía,0.50904,pais,TUR,Turquía
2003,TUR,Turquía,0.46532,pais,TUR,Turquía
2004,TUR,Turquía,0.49713,pais,TUR,Turquía
2005,TUR,Turquía,0.56381,pais,TUR,Turquía
2006,TUR,Turquía,0.55292,pais,TUR,Turquía
2007,TUR,Turquía,0.68616,pais,TUR,Turquía
2008,TUR,Turquía,0.68741,pais,TUR,Turquía
2009,TUR,Turquía,0.80362,pais,TUR,Turquía
2010,TUR,Turquía,0.79369,pais,TUR,Turquía
2011,TUR,Turquía,0.79393,pais,TUR,Turquía
2012,TUR,Turquía,0.82595,pais,TUR,Turquía
2013,TUR,Turquía,0.81206,pais,TUR,Turquía
2014,TUR,Turquía,0.8564,pais,TUR,Turquía
2015,TUR,Turquía,0.96732,pais,TUR,Turquía
2016,TUR,Turquía,1.11979,pais,TUR,Turquía
2017,TUR,Turquía,1.17632,pais,TUR,Turquía
2018,TUR,Turquía,1.27093,pais,TUR,Turquía
2019,TUR,Turquía,1.3196,pais,TUR,Turquía
2020,TUR,Turquía,1.36748,pais,TUR,Turquía
2021,TUR,Turquía,1.40209,pais,TUR,Turquía
2022,TUR,Turquía,1.32343,pais,TUR,Turquía
2007,TZA,Tanzanía,0.33462,pais,TZA,Tanzanía
2010,TZA,Tanzanía,0.37307,pais,TZA,Tanzanía
2013,TZA,Tanzanía,0.51456,pais,TZA,Tanzanía
2002,UGA,Uganda,0.36756,pais,UGA,Uganda
2003,UGA,Uganda,0.25612,pais,UGA,Uganda
2004,UGA,Uganda,0.26056,pais,UGA,Uganda
2005,UGA,Uganda,0.21514,pais,UGA,Uganda
2006,UGA,Uganda,0.30033,pais,UGA,Uganda
2007,UGA,Uganda,0.38821,pais,UGA,Uganda
2008,UGA,Uganda,0.32632,pais,UGA,Uganda
2009,UGA,Uganda,0.25547,pais,UGA,Uganda
2010,UGA,Uganda,0.3599,pais,UGA,Uganda
2014,UGA,Uganda,0.14265,pais,UGA,Uganda
2023,UGA,Uganda,0.3109,pais,UGA,Uganda
1997,UKR,Ucrania,1.1923,pais,UKR,Ucrania
1998,UKR,Ucrania,1.06993,pais,UKR,Ucrania
1999,UKR,Ucrania,0.96968,pais,UKR,Ucrania
2000,UKR,Ucrania,0.92904,pais,UKR,Ucrania
2001,UKR,Ucrania,0.98944,pais,UKR,Ucrania
2002,UKR,Ucrania,0.96269,pais,UKR,Ucrania
2003,UKR,Ucrania,1.07166,pais,UKR,Ucrania
2004,UKR,Ucrania,1.04392,pais,UKR,Ucrania
2005,UKR,Ucrania,0.99518,pais,UKR,Ucrania
2006,UKR,Ucrania,0.91403,pais,UKR,Ucrania
2007,UKR,Ucrania,0.81869,pais,UKR,Ucrania
2008,UKR,Ucrania,0.80991,pais,UKR,Ucrania
2009,UKR,Ucrania,0.82596,pais,UKR,Ucrania
2010,UKR,Ucrania,0.80279,pais,UKR,Ucrania
2011,UKR,Ucrania,0.7109,pais,UKR,Ucrania
2012,UKR,Ucrania,0.72363,pais,UKR,Ucrania
2013,UKR,Ucrania,0.733,pais,UKR,Ucrania
2014,UKR,Ucrania,0.65034,pais,UKR,Ucrania
2015,UKR,Ucrania,0.61477,pais,UKR,Ucrania
2016,UKR,Ucrania,0.48339,pais,UKR,Ucrania
2017,UKR,Ucrania,0.44879,pais,UKR,Ucrania
2018,UKR,Ucrania,0.47113,pais,UKR,Ucrania
2019,UKR,Ucrania,0.43384,pais,UKR,Ucrania
2020,UKR,Ucrania,0.40318,pais,UKR,Ucrania
2021,UKR,Ucrania,0.38478,pais,UKR,Ucrania
2022,UKR,Ucrania,0.32673,pais,UKR,Ucrania
2023,UKR,Ucrania,0.32653,pais,UKR,Ucrania
1996,URY,Uruguay,0.26501,pais,URY,Uruguay
1997,URY,Uruguay,0.34994,pais,URY,Uruguay
1998,URY,Uruguay,0.19186,pais,URY,Uruguay
1999,URY,Uruguay,0.22417,pais,URY,Uruguay
2000,URY,Uruguay,0.20925,pais,URY,Uruguay
2002,URY,Uruguay,0.23818,pais,URY,Uruguay
2005,URY,Uruguay,0.46031,pais,URY,Uruguay
2006,URY,Uruguay,0.36385,pais,URY,Uruguay
2007,URY,Uruguay,0.42159,pais,URY,Uruguay
2008,URY,Uruguay,0.37441,pais,URY,Uruguay
2009,URY,Uruguay,0.40239,pais,URY,Uruguay
2010,URY,Uruguay,0.32882,pais,URY,Uruguay
2011,URY,Uruguay,0.32962,pais,URY,Uruguay
2012,URY,Uruguay,0.30808,pais,URY,Uruguay
2013,URY,Uruguay,0.29118,pais,URY,Uruguay
2014,URY,Uruguay,0.31707,pais,URY,Uruguay
2015,URY,Uruguay,0.35109,pais,URY,Uruguay
2016,URY,Uruguay,0.37391,pais,URY,Uruguay
2017,URY,Uruguay,0.44052,pais,URY,Uruguay
2018,URY,Uruguay,0.50484,pais,URY,Uruguay
2019,URY,Uruguay,0.56805,pais,URY,Uruguay
2020,URY,Uruguay,0.67468,pais,URY,Uruguay
2021,URY,Uruguay,0.61447,pais,URY,Uruguay
2022,URY,Uruguay,0.62592,pais,URY,Uruguay
1996,USA,Estados Unidos,2.45013,pais,USA,Estados Unidos
1997,USA,Estados Unidos,2.47714,pais,USA,Estados Unidos
1998,USA,Estados Unidos,2.49621,pais,USA,Estados Unidos
1999,USA,Estados Unidos,2.54362,pais,USA,Estados Unidos
2000,USA,Estados Unidos,2.61983,pais,USA,Estados Unidos
2001,USA,Estados Unidos,2.63715,pais,USA,Estados Unidos
2002,USA,Estados Unidos,2.54745,pais,USA,Estados Unidos
2003,USA,Estados Unidos,2.55015,pais,USA,Estados Unidos
2004,USA,Estados Unidos,2.48686,pais,USA,Estados Unidos
2005,USA,Estados Unidos,2.50193,pais,USA,Estados Unidos
2006,USA,Estados Unidos,2.54545,pais,USA,Estados Unidos
2007,USA,Estados Unidos,2.61516,pais,USA,Estados Unidos
2008,USA,Estados Unidos,2.74481,pais,USA,Estados Unidos
2009,USA,Estados Unidos,2.79181,pais,USA,Estados Unidos
2010,USA,Estados Unidos,2.71444,pais,USA,Estados Unidos
2011,USA,Estados Unidos,2.73803,pais,USA,Estados Unidos
2012,USA,Estados Unidos,2.67273,pais,USA,Estados Unidos
2013,USA,Estados Unidos,2.69592,pais,USA,Estados Unidos
2014,USA,Estados Unidos,2.70881,pais,USA,Estados Unidos
2015,USA,Estados Unidos,2.77328,pais,USA,Estados Unidos
2016,USA,Estados Unidos,2.83676,pais,USA,Estados Unidos
2017,USA,Estados Unidos,2.88357,pais,USA,Estados Unidos
2018,USA,Estados Unidos,2.99045,pais,USA,Estados Unidos
2019,USA,Estados Unidos,3.14704,pais,USA,Estados Unidos
2020,USA,Estados Unidos,3.42467,pais,USA,Estados Unidos
2021,USA,Estados Unidos,3.48313,pais,USA,Estados Unidos
2022,USA,Estados Unidos,3.58623,pais,USA,Estados Unidos
2000,UZB,Uzbekistán,0.36063,pais,UZB,Uzbekistán
2001,UZB,Uzbekistán,0.34544,pais,UZB,Uzbekistán
2002,UZB,Uzbekistán,0.29356,pais,UZB,Uzbekistán
2003,UZB,Uzbekistán,0.26825,pais,UZB,Uzbekistán
2004,UZB,Uzbekistán,0.27041,pais,UZB,Uzbekistán
2005,UZB,Uzbekistán,0.23741,pais,UZB,Uzbekistán
2006,UZB,Uzbekistán,0.22395,pais,UZB,Uzbekistán
2007,UZB,Uzbekistán,0.21721,pais,UZB,Uzbekistán
2008,UZB,Uzbekistán,0.19354,pais,UZB,Uzbekistán
2009,UZB,Uzbekistán,0.20315,pais,UZB,Uzbekistán
2010,UZB,Uzbekistán,0.1543,pais,UZB,Uzbekistán
2011,UZB,Uzbekistán,0.14877,pais,UZB,Uzbekistán
2012,UZB,Uzbekistán,0.15512,pais,UZB,Uzbekistán
2013,UZB,Uzbekistán,0.155,pais,UZB,Uzbekistán
2014,UZB,Uzbekistán,0.15335,pais,UZB,Uzbekistán
2015,UZB,Uzbekistán,0.16497,pais,UZB,Uzbekistán
2016,UZB,Uzbekistán,0.17238,pais,UZB,Uzbekistán
2017,UZB,Uzbekistán,0.14834,pais,UZB,Uzbekistán
2018,UZB,Uzbekistán,0.12394,pais,UZB,Uzbekistán
2019,UZB,Uzbekistán,0.11306,pais,UZB,Uzbekistán
2020,UZB,Uzbekistán,0.1385,pais,UZB,Uzbekistán
2021,UZB,Uzbekistán,0.1316,pais,UZB,Uzbekistán
2022,UZB,Uzbekistán,0.15874,pais,UZB,Uzbekistán
2023,UZB,Uzbekistán,0.12527,pais,UZB,Uzbekistán
2001,VCT,San Vicente y las Granadinas,0.04008,pais,VCT,San Vicente y las Granadinas
2002,VCT,San Vicente y las Granadinas,0.1139,pais,VCT,San Vicente y las Granadinas
2005,VEN,Venezuela,0.18907,pais,VEN,Venezuela
2006,VEN,Venezuela,0.31742,pais,VEN,Venezuela
2007,VEN,Venezuela,0.2011,pais,VEN,Venezuela
2008,VEN,Venezuela,0.23803,pais,VEN,Venezuela
2009,VEN,Venezuela,0.24014,pais,VEN,Venezuela
2010,VEN,Venezuela,0.18823,pais,VEN,Venezuela
2011,VEN,Venezuela,0.15296,pais,VEN,Venezuela
2012,VEN,Venezuela,0.2501,pais,VEN,Venezuela
2013,VEN,Venezuela,0.31853,pais,VEN,Venezuela
2014,VEN,Venezuela,0.33713,pais,VEN,Venezuela
2015,VEN,Venezuela,0.44,pais,VEN,Venezuela
2016,VEN,Venezuela,0.69,pais,VEN,Venezuela
2002,VIR,Islas Vírgenes de EEUU,0.06617,pais,VIR,Islas Vírgenes de EEUU
2003,VIR,Islas Vírgenes de EEUU,0.03776,pais,VIR,Islas Vírgenes de EEUU
2004,VIR,Islas Vírgenes de EEUU,0.03424,pais,VIR,Islas Vírgenes de EEUU
2005,VIR,Islas Vírgenes de EEUU,0.02936,pais,VIR,Islas Vírgenes de EEUU
2006,VIR,Islas Vírgenes de EEUU,0.03122,pais,VIR,Islas Vírgenes de EEUU
2007,VIR,Islas Vírgenes de EEUU,0.02717,pais,VIR,Islas Vírgenes de EEUU
2002,VNM,Vietnam,0.19273,pais,VNM,Vietnam
2011,VNM,Vietnam,0.14955,pais,VNM,Vietnam
2013,VNM,Vietnam,0.29932,pais,VNM,Vietnam
2015,VNM,Vietnam,0.35629,pais,VNM,Vietnam
2017,VNM,Vietnam,0.41895,pais,VNM,Vietnam
2019,VNM,Vietnam,0.41652,pais,VNM,Vietnam
2021,VNM,Vietnam,0.42494,pais,VNM,Vietnam
1997,ZAF,Sudáfrica,0.52694,pais,ZAF,Sudáfrica
2001,ZAF,Sudáfrica,0.64224,pais,ZAF,Sudáfrica
2003,ZAF,Sudáfrica,0.6765,pais,ZAF,Sudáfrica
2004,ZAF,Sudáfrica,0.72681,pais,ZAF,Sudáfrica
2005,ZAF,Sudáfrica,0.77024,pais,ZAF,Sudáfrica
2006,ZAF,Sudáfrica,0.80291,pais,ZAF,Sudáfrica
2007,ZAF,Sudáfrica,0.79364,pais,ZAF,Sudáfrica
2008,ZAF,Sudáfrica,0.80567,pais,ZAF,Sudáfrica
2009,ZAF,Sudáfrica,0.74993,pais,ZAF,Sudáfrica
2010,ZAF,Sudáfrica,0.66284,pais,ZAF,Sudáfrica
2011,ZAF,Sudáfrica,0.66753,pais,ZAF,Sudáfrica
2012,ZAF,Sudáfrica,0.66934,pais,ZAF,Sudáfrica
2013,ZAF,Sudáfrica,0.6633,pais,ZAF,Sudáfrica
2014,ZAF,Sudáfrica,0.70987,pais,ZAF,Sudáfrica
2015,ZAF,Sudáfrica,0.73147,pais,ZAF,Sudáfrica
2016,ZAF,Sudáfrica,0.74992,pais,ZAF,Sudáfrica
2017,ZAF,Sudáfrica,0.76257,pais,ZAF,Sudáfrica
2018,ZAF,Sudáfrica,0.68586,pais,ZAF,Sudáfrica
2019,ZAF,Sudáfrica,0.61304,pais,ZAF,Sudáfrica
2020,ZAF,Sudáfrica,0.6024,pais,ZAF,Sudáfrica
2021,ZAF,Sudáfrica,0.61503,pais,ZAF,Sudáfrica
2022,ZAF,Sudáfrica,0.61729,pais,ZAF,Sudáfrica
1996,ZMB,Zambia,0.01104,pais,ZMB,Zambia
1997,ZMB,Zambia,0.00737,pais,ZMB,Zambia
2002,ZMB,Zambia,0.00544,pais,ZMB,Zambia
2003,ZMB,Zambia,0.00847,pais,ZMB,Zambia
2004,ZMB,Zambia,0.02223,pais,ZMB,Zambia
2005,ZMB,Zambia,0.02493,pais,ZMB,Zambia
2008,ZMB,Zambia,0.27819,pais,ZMB,Zambia
1996,HIC,Países de altos ingresos,1.97732,agregacion,HIC,Países de altos ingresos
1997,HIC,Países de altos ingresos,2.00079,agregacion,HIC,Países de altos ingresos
1998,HIC,Países de altos ingresos,2.02156,agregacion,HIC,Países de altos ingresos
1999,HIC,Países de altos ingresos,2.06506,agregacion,HIC,Países de altos ingresos
2000,HIC,Países de altos ingresos,2.10574,agregacion,HIC,Países de altos ingresos
2001,HIC,Países de altos ingresos,2.14024,agregacion,HIC,Países de altos ingresos
2002,HIC,Países de altos ingresos,2.12032,agregacion,HIC,Países de altos ingresos
2003,HIC,Países de altos ingresos,2.11912,agregacion,HIC,Países de altos ingresos
2004,HIC,Países de altos ingresos,2.08449,agregacion,HIC,Países de altos ingresos
2005,HIC,Países de altos ingresos,2.10379,agregacion,HIC,Países de altos ingresos
2006,HIC,Países de altos ingresos,2.1279,agregacion,HIC,Países de altos ingresos
2007,HIC,Países de altos ingresos,2.1633,agregacion,HIC,Países de altos ingresos
2008,HIC,Países de altos ingresos,2.21062,agregacion,HIC,Países de altos ingresos
2009,HIC,Países de altos ingresos,2.2616,agregacion,HIC,Países de altos ingresos
2010,HIC,Países de altos ingresos,2.21895,agregacion,HIC,Países de altos ingresos
2011,HIC,Países de altos ingresos,2.23486,agregacion,HIC,Países de altos ingresos
2012,HIC,Países de altos ingresos,2.22955,agregacion,HIC,Países de altos ingresos
2013,HIC,Países de altos ingresos,2.25614,agregacion,HIC,Países de altos ingresos
2014,HIC,Países de altos ingresos,2.28575,agregacion,HIC,Países de altos ingresos
2015,HIC,Países de altos ingresos,2.3254,agregacion,HIC,Países de altos ingresos
2016,HIC,Países de altos ingresos,2.33854,agregacion,HIC,Países de altos ingresos
2017,HIC,Países de altos ingresos,2.37333,agregacion,HIC,Países de altos ingresos
2018,HIC,Países de altos ingresos,2.41942,agregacion,HIC,Países de altos ingresos
2019,HIC,Países de altos ingresos,2.4841,agregacion,HIC,Países de altos ingresos
2020,HIC,Países de altos ingresos,2.65169,agregacion,HIC,Países de altos ingresos
2021,HIC,Países de altos ingresos,2.62848,agregacion,HIC,Países de altos ingresos
2022,HIC,Países de altos ingresos,2.66342,agregacion,HIC,Países de altos ingresos
1996,LIC,Países de bajos ingresos,0.2492,agregacion,LIC,Países de bajos ingresos
1997,LIC,Países de bajos ingresos,0.25946,agregacion,LIC,Países de bajos ingresos
1998,LIC,Países de bajos ingresos,0.25515,agregacion,LIC,Países de bajos ingresos
1999,LIC,Países de bajos ingresos,0.25685,agregacion,LIC,Países de bajos ingresos
2000,LIC,Países de bajos ingresos,0.24872,agregacion,LIC,Países de bajos ingresos
2001,LIC,Países de bajos ingresos,0.23365,agregacion,LIC,Países de bajos ingresos
2002,LIC,Países de bajos ingresos,0.23085,agregacion,LIC,Países de bajos ingresos
2003,LIC,Países de bajos ingresos,0.21974,agregacion,LIC,Países de bajos ingresos
2004,LIC,Países de bajos ingresos,0.20662,agregacion,LIC,Países de bajos ingresos
2005,LIC,Países de bajos ingresos,0.20019,agregacion,LIC,Países de bajos ingresos
2006,LIC,Países de bajos ingresos,0.20411,agregacion,LIC,Países de bajos ingresos
2007,LIC,Países de bajos ingresos,0.20796,agregacion,LIC,Países de bajos ingresos
2008,LIC,Países de bajos ingresos,0.21298,agregacion,LIC,Países de bajos ingresos
2009,LIC,Países de bajos ingresos,0.2218,agregacion,LIC,Países de bajos ingresos
2010,LIC,Países de bajos ingresos,0.23695,agregacion,LIC,Países de bajos ingresos
2011,LIC,Países de bajos ingresos,0.26207,agregacion,LIC,Países de bajos ingresos
2012,LIC,Países de bajos ingresos,0.2888,agregacion,LIC,Países de bajos ingresos
2013,LIC,Países de bajos ingresos,0.31411,agregacion,LIC,Países de bajos ingresos
2014,LIC,Países de bajos ingresos,0.3112,agregacion,LIC,Países de bajos ingresos
2015,LIC,Países de bajos ingresos,0.30598,agregacion,LIC,Países de bajos ingresos
2016,LIC,Países de bajos ingresos,0.30021,agregacion,LIC,Países de bajos ingresos
2017,LIC,Países de bajos ingresos,0.29112,agregacion,LIC,Países de bajos ingresos
2018,LIC,Países de bajos ingresos,0.28165,agregacion,LIC,Países de bajos ingresos
2019,LIC,Países de bajos ingresos,0.27365,agregacion,LIC,Países de bajos ingresos
2020,LIC,Países de bajos ingresos,0.27781,agregacion,LIC,Países de bajos ingresos
2021,LIC,Países de bajos ingresos,0.28284,agregacion,LIC,Países de bajos ingresos
2022,LIC,Países de bajos ingresos,0.28433,agregacion,LIC,Países de bajos ingresos
1996,LMC,Países de ingreso medio bajo,0.3957,agregacion,LMC,Países de ingreso medio bajo
1997,LMC,Países de ingreso medio bajo,0.41663,agregacion,LMC,Países de ingreso medio bajo
1998,LMC,Países de ingreso medio bajo,0.42499,agregacion,LMC,Países de ingreso medio bajo
1999,LMC,Países de ingreso medio bajo,0.44285,agregacion,LMC,Países de ingreso medio bajo
2000,LMC,Países de ingreso medio bajo,0.44775,agregacion,LMC,Países de ingreso medio bajo
2001,LMC,Países de ingreso medio bajo,0.44527,agregacion,LMC,Países de ingreso medio bajo
2002,LMC,Países de ingreso medio bajo,0.44123,agregacion,LMC,Países de ingreso medio bajo
2003,LMC,Países de ingreso medio bajo,0.45063,agregacion,LMC,Países de ingreso medio bajo
2004,LMC,Países de ingreso medio bajo,0.47539,agregacion,LMC,Países de ingreso medio bajo
2005,LMC,Países de ingreso medio bajo,0.50996,agregacion,LMC,Países de ingreso medio bajo
2006,LMC,Países de ingreso medio bajo,0.51016,agregacion,LMC,Países de ingreso medio bajo
2007,LMC,Países de ingreso medio bajo,0.51841,agregacion,LMC,Países de ingreso medio bajo
2008,LMC,Países de ingreso medio bajo,0.53807,agregacion,LMC,Países de ingreso medio bajo
2009,LMC,Países de ingreso medio bajo,0.54273,agregacion,LMC,Países de ingreso medio bajo
2010,LMC,Países de ingreso medio bajo,0.52124,agregacion,LMC,Países de ingreso medio bajo
2011,LMC,Países de ingreso medio bajo,0.51075,agregacion,LMC,Países de ingreso medio bajo
2012,LMC,Países de ingreso medio bajo,0.50868,agregacion,LMC,Países de ingreso medio bajo
2013,LMC,Países de ingreso medio bajo,0.50185,agregacion,LMC,Países de ingreso medio bajo
2014,LMC,Países de ingreso medio bajo,0.49769,agregacion,LMC,Países de ingreso medio bajo
2015,LMC,Países de ingreso medio bajo,0.50459,agregacion,LMC,Países de ingreso medio bajo
2016,LMC,Países de ingreso medio bajo,0.49911,agregacion,LMC,Países de ingreso medio bajo
2017,LMC,Países de ingreso medio bajo,0.5004,agregacion,LMC,Países de ingreso medio bajo
2018,LMC,Países de ingreso medio bajo,0.50459,agregacion,LMC,Países de ingreso medio bajo
2019,LMC,Países de ingreso medio bajo,0.51297,agregacion,LMC,Países de ingreso medio bajo
2020,LMC,Países de ingreso medio bajo,0.51987,agregacion,LMC,Países de ingreso medio bajo
2021,LMC,Países de ingreso medio bajo,0.5223,agregacion,LMC,Países de ingreso medio bajo
2022,LMC,Países de ingreso medio bajo,0.53276,agregacion,LMC,Países de ingreso medio bajo
1996,MIC,Países de ingreso medio,0.4465,agregacion,MIC,Países de ingreso medio
1997,MIC,Países de ingreso medio,0.46977,agregacion,MIC,Países de ingreso medio
1998,MIC,Países de ingreso medio,0.47696,agregacion,MIC,Países de ingreso medio
1999,MIC,Países de ingreso medio,0.51315,agregacion,MIC,Países de ingreso medio
2000,MIC,Países de ingreso medio,0.5423,agregacion,MIC,Países de ingreso medio
2001,MIC,Países de ingreso medio,0.56056,agregacion,MIC,Países de ingreso medio
2002,MIC,Países de ingreso medio,0.59242,agregacion,MIC,Países de ingreso medio
2003,MIC,Países de ingreso medio,0.62071,agregacion,MIC,Países de ingreso medio
2004,MIC,Países de ingreso medio,0.64685,agregacion,MIC,Países de ingreso medio
2005,MIC,Países de ingreso medio,0.69752,agregacion,MIC,Países de ingreso medio
2006,MIC,Países de ingreso medio,0.71779,agregacion,MIC,Países de ingreso medio
2007,MIC,Países de ingreso medio,0.74786,agregacion,MIC,Países de ingreso medio
2008,MIC,Países de ingreso medio,0.79289,agregacion,MIC,Países de ingreso medio
2009,MIC,Países de ingreso medio,0.88474,agregacion,MIC,Países de ingreso medio
2010,MIC,Países de ingreso medio,0.90517,agregacion,MIC,Países de ingreso medio
2011,MIC,Países de ingreso medio,0.93042,agregacion,MIC,Países de ingreso medio
2012,MIC,Países de ingreso medio,0.98194,agregacion,MIC,Países de ingreso medio
2013,MIC,Países de ingreso medio,1.02325,agregacion,MIC,Países de ingreso medio
2014,MIC,Países de ingreso medio,1.05026,agregacion,MIC,Países de ingreso medio
2015,MIC,Países de ingreso medio,1.09006,agregacion,MIC,Países de ingreso medio
2016,MIC,Países de ingreso medio,1.1102,agregacion,MIC,Países de ingreso medio
2017,MIC,Países de ingreso medio,1.11241,agregacion,MIC,Países de ingreso medio
2018,MIC,Países de ingreso medio,1.13071,agregacion,MIC,Países de ingreso medio
2019,MIC,Países de ingreso medio,1.18187,agregacion,MIC,Países de ingreso medio
2020,MIC,Países de ingreso medio,1.26484,agregacion,MIC,Países de ingreso medio
2021,MIC,Países de ingreso medio,1.26284,agregacion,MIC,Países de ingreso medio
2022,MIC,Países de ingreso medio,1.29823,agregacion,MIC,Países de ingreso medio
1996,UMC,Países de ingreso medio alto,0.46479,agregacion,UMC,Países de ingreso medio alto
1997,UMC,Países de ingreso medio alto,0.48865,agregacion,UMC,Países de ingreso medio alto
1998,UMC,Países de ingreso medio alto,0.49596,agregacion,UMC,Países de ingreso medio alto
1999,UMC,Países de ingreso medio alto,0.53965,agregacion,UMC,Países de ingreso medio alto
2000,UMC,Países de ingreso medio alto,0.57842,agregacion,UMC,Países de ingreso medio alto
2001,UMC,Países de ingreso medio alto,0.605,agregacion,UMC,Países de ingreso medio alto
2002,UMC,Países de ingreso medio alto,0.6508,agregacion,UMC,Países de ingreso medio alto
2003,UMC,Países de ingreso medio alto,0.68705,agregacion,UMC,Países de ingreso medio alto
2004,UMC,Países de ingreso medio alto,0.71324,agregacion,UMC,Países de ingreso medio alto
2005,UMC,Países de ingreso medio alto,0.76994,agregacion,UMC,Países de ingreso medio alto
2006,UMC,Países de ingreso medio alto,0.79714,agregacion,UMC,Países de ingreso medio alto
2007,UMC,Países de ingreso medio alto,0.83385,agregacion,UMC,Países de ingreso medio alto
2008,UMC,Países de ingreso medio alto,0.88656,agregacion,UMC,Países de ingreso medio alto
2009,UMC,Países de ingreso medio alto,1.0142,agregacion,UMC,Países de ingreso medio alto
2010,UMC,Países de ingreso medio alto,1.04993,agregacion,UMC,Países de ingreso medio alto
2011,UMC,Países de ingreso medio alto,1.0851,agregacion,UMC,Países de ingreso medio alto
2012,UMC,Países de ingreso medio alto,1.16067,agregacion,UMC,Países de ingreso medio alto
2013,UMC,Países de ingreso medio alto,1.22098,agregacion,UMC,Países de ingreso medio alto
2014,UMC,Países de ingreso medio alto,1.2619,agregacion,UMC,Países de ingreso medio alto
2015,UMC,Países de ingreso medio alto,1.32229,agregacion,UMC,Países de ingreso medio alto
2016,UMC,Países de ingreso medio alto,1.35919,agregacion,UMC,Países de ingreso medio alto
2017,UMC,Países de ingreso medio alto,1.36373,agregacion,UMC,Países de ingreso medio alto
2018,UMC,Países de ingreso medio alto,1.39368,agregacion,UMC,Países de ingreso medio alto
2019,UMC,Países de ingreso medio alto,1.46792,agregacion,UMC,Países de ingreso medio alto
2020,UMC,Países de ingreso medio alto,1.58255,agregacion,UMC,Países de ingreso medio alto
2021,UMC,Países de ingreso medio alto,1.56791,agregacion,UMC,Países de ingreso medio alto
2022,UMC,Países de ingreso medio alto,1.61991,agregacion,UMC,Países de ingreso medio alto
1996,WLD,Mundo,1.43642,agregacion,WLD,Mundo
1997,WLD,Mundo,1.4531,agregacion,WLD,Mundo
1998,WLD,Mundo,1.46771,agregacion,WLD,Mundo
1999,WLD,Mundo,1.50654,agregacion,WLD,Mundo
2000,WLD,Mundo,1.53618,agregacion,WLD,Mundo
2001,WLD,Mundo,1.5568,agregacion,WLD,Mundo
2002,WLD,Mundo,1.54863,agregacion,WLD,Mundo
2003,WLD,Mundo,1.54755,agregacion,WLD,Mundo
2004,WLD,Mundo,1.52232,agregacion,WLD,Mundo
2005,WLD,Mundo,1.53914,agregacion,WLD,Mundo
2006,WLD,Mundo,1.55047,agregacion,WLD,Mundo
2007,WLD,Mundo,1.56663,agregacion,WLD,Mundo
2008,WLD,Mundo,1.60127,agregacion,WLD,Mundo
2009,WLD,Mundo,1.64518,agregacion,WLD,Mundo
2010,WLD,Mundo,1.61592,agregacion,WLD,Mundo
2011,WLD,Mundo,1.62635,agregacion,WLD,Mundo
2012,WLD,Mundo,1.63692,agregacion,WLD,Mundo
2013,WLD,Mundo,1.66462,agregacion,WLD,Mundo
2014,WLD,Mundo,1.68749,agregacion,WLD,Mundo
2015,WLD,Mundo,1.72385,agregacion,WLD,Mundo
2016,WLD,Mundo,1.73477,agregacion,WLD,Mundo
2017,WLD,Mundo,1.7499,agregacion,WLD,Mundo
2018,WLD,Mundo,1.77505,agregacion,WLD,Mundo
2019,WLD,Mundo,1.82869,agregacion,WLD,Mundo
2020,WLD,Mundo,1.94393,agregacion,WLD,Mundo
2021,WLD,Mundo,1.92273,agregacion,WLD,Mundo
2022,WLD,Mundo,1.95036,agregacion,WLD,Mundo
