"geocodigoFundar","geonombreFundar","anio","categoria","indicador","porcentaje_pbi","porcentaje_total"
"CPV","Cabo Verde","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.57897","9.76324"
"CPV","Cabo Verde","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.34958","2.16154"
"CPV","Cabo Verde","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.54850","16.59858"
"CPV","Cabo Verde","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.13447","0.87583"
"CPV","Cabo Verde","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.92455","11.29920"
"CPV","Cabo Verde","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.24930","1.46368"
"CPV","Cabo Verde","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.67025","15.88368"
"CPV","Cabo Verde","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.45736","8.66893"
"CPV","Cabo Verde","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.86238","16.03743"
"CPV","Cabo Verde","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.20317","6.74117"
"CPV","Cabo Verde","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.00874","26.37258"
"CPV","Cabo Verde","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.56630","2.98175"
"CPV","Cabo Verde","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.98126","27.52903"
"CPV","Cabo Verde","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.58404","3.22771"
"CPV","Cabo Verde","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","6.59624","36.29017"
"CPV","Cabo Verde","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.31716","1.74491"
"CPV","Cabo Verde","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","6.38891","36.43194"
"CPV","Cabo Verde","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.07276","0.41488"
"CPV","Cabo Verde","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.48673","19.08010"
"CPV","Cabo Verde","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.48432","2.65027"
"CPV","Cabo Verde","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.48938","18.52251"
"CPV","Cabo Verde","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.50407","2.67571"
"CPV","Cabo Verde","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.42688","0.00000"
"CPV","Cabo Verde","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.46434","0.00000"
"CPV","Cabo Verde","2024","Otros","Ingreso no percibido (Revenue Forgone)","0.27091","0.00000"
"CPV","Cabo Verde","2025","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.06801","0.00000"
"CPV","Cabo Verde","2025","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.37444","0.00000"
"CPV","Cabo Verde","2025","Otros","Ingreso no percibido (Revenue Forgone)","0.25296","0.00000"
"CMR","Camerún","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CMR","Camerún","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CMR","Camerún","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CMR","Camerún","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CMR","Camerún","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.23130","16.90189"
"CMR","Camerún","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.65789","4.98347"
"CMR","Camerún","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.34830","17.56745"
"CMR","Camerún","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.10719","0.80189"
"CMR","Camerún","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.43593","18.67543"
"CMR","Camerún","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.07916","0.60690"
"CMR","Camerún","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.83127","0.00000"
"CMR","Camerún","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.09495","0.00000"
"CMR","Camerún","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.61495","0.00000"
"CMR","Camerún","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.14663","0.00000"
"CMR","Camerún","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.58738","0.00000"
"CMR","Camerún","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.18654","0.00000"
"CMR","Camerún","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.35836","0.00000"
"CMR","Camerún","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.14520","0.00000"
"CAN","Canadá","1990","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CAN","Canadá","1990","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.64600","38.61130"
"CAN","Canadá","1991","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.33020","9.08364"
"CAN","Canadá","1991","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.27539","42.85320"
"CAN","Canadá","1992","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.35990","9.62905"
"CAN","Canadá","1992","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.63919","39.92953"
"CAN","Canadá","1993","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.37476","10.26950"
"CAN","Canadá","1993","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.65889","42.27195"
"CAN","Canadá","1994","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.33906","9.87877"
"CAN","Canadá","1994","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.54733","48.30211"
"CAN","Canadá","1995","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.25418","9.19778"
"CAN","Canadá","1995","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.12084","37.55482"
"CAN","Canadá","1996","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.18511","8.40770"
"CAN","Canadá","1996","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.63074","39.94690"
"CAN","Canadá","1997","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.14783","7.65348"
"CAN","Canadá","1997","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.77125","38.48135"
"CAN","Canadá","1998","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.16847","7.93113"
"CAN","Canadá","1998","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.97184","40.53466"
"CAN","Canadá","1999","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.15871","6.81605"
"CAN","Canadá","1999","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.74186","39.65847"
"CAN","Canadá","2000","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.12651","6.75583"
"CAN","Canadá","2000","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.41584","32.47948"
"CAN","Canadá","2001","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.13189","7.18211"
"CAN","Canadá","2001","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.81454","24.20408"
"CAN","Canadá","2002","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.39902","9.39452"
"CAN","Canadá","2002","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.70690","24.89211"
"CAN","Canadá","2003","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.41064","9.65719"
"CAN","Canadá","2003","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.55152","31.15945"
"CAN","Canadá","2004","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.42918","9.78784"
"CAN","Canadá","2004","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.21872","35.74074"
"CAN","Canadá","2005","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.48531","10.22519"
"CAN","Canadá","2005","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.09036","35.04314"
"CAN","Canadá","2006","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.36843","9.46538"
"CAN","Canadá","2006","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.58551","38.63473"
"CAN","Canadá","2007","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.27784","8.90520"
"CAN","Canadá","2007","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.87864","40.96788"
"CAN","Canadá","2008","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.18887","8.93943"
"CAN","Canadá","2008","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.86795","36.60356"
"CAN","Canadá","2009","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.28649","9.59973"
"CAN","Canadá","2009","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.15390","38.45828"
"CAN","Canadá","2010","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.02878","8.05525"
"CAN","Canadá","2010","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.41494","34.56849"
"CAN","Canadá","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.00363","7.84120"
"CAN","Canadá","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.25949","33.27877"
"CAN","Canadá","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.99086","7.79571"
"CAN","Canadá","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.45227","35.02882"
"CAN","Canadá","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.98857","7.75808"
"CAN","Canadá","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.55603","35.75483"
"CAN","Canadá","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.97599","7.56310"
"CAN","Canadá","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.97690","38.56674"
"CAN","Canadá","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.01937","7.53927"
"CAN","Canadá","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.96664","36.73325"
"CAN","Canadá","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.03429","7.59287"
"CAN","Canadá","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.19616","38.14559"
"CAN","Canadá","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.01395","7.49599"
"CAN","Canadá","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.49060","40.59126"
"CAN","Canadá","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.01267","7.26165"
"CAN","Canadá","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.07234","36.37272"
"CAN","Canadá","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.02720","7.29768"
"CAN","Canadá","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.63585","40.03944"
"CAN","Canadá","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.32897","9.44716"
"CAN","Canadá","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.63882","40.08433"
"CAN","Canadá","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.99099","7.25702"
"CAN","Canadá","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.89890","50.52075"
"CAN","Canadá","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.03091","0.00000"
"CAN","Canadá","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.05903","0.00000"
"CAN","Canadá","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CAN","Canadá","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CAN","Canadá","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CAN","Canadá","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CAN","Canadá","2025","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CAN","Canadá","2025","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"TCD","Chad","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.32854","4.49397"
"TCD","Chad","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.11472","1.56915"
"TCD","Chad","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.14427","1.97340"
"TCD","Chad","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.35699","4.84386"
"TCD","Chad","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.08755","1.18788"
"TCD","Chad","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.12065","1.63706"
"TCD","Chad","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.07864","1.08635"
"TCD","Chad","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.02408","0.33260"
"TCD","Chad","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.00044","0.00607"
"CZE","Chequia","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.33016","18.70306"
"CZE","Chequia","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","7.59372","42.64832"
"CZE","Chequia","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.56467","14.13648"
"CZE","Chequia","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","7.95906","43.87042"
"CZE","Chequia","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.64976","19.75304"
"CZE","Chequia","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.42160","34.75460"
"CZE","Chequia","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.73678","21.04292"
"CZE","Chequia","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.37144","35.87944"
"CZE","Chequia","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.63575","19.97150"
"CZE","Chequia","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.64982","36.52810"
"CZE","Chequia","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.47991","18.59453"
"CZE","Chequia","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.60958","35.31761"
"CZE","Chequia","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.46314","18.38188"
"CZE","Chequia","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.44074","34.18655"
"CZE","Chequia","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.80359","30.69349"
"CZE","Chequia","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.69084","19.51980"
"CZE","Chequia","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.45623","18.55932"
"CZE","Chequia","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.77894","36.40164"
"CZE","Chequia","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.58551","19.81512"
"CZE","Chequia","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","7.10011","39.23834"
"CZE","Chequia","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.49411","20.27155"
"CZE","Chequia","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","7.26565","42.15268"
"CZE","Chequia","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.94901","22.65645"
"CZE","Chequia","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","7.73206","44.36075"
"CHL","Chile","2002","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.86160","4.97459"
"CHL","Chile","2002","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.16602","18.27955"
"CHL","Chile","2003","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.80098","4.79006"
"CHL","Chile","2003","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.87215","17.17628"
"CHL","Chile","2004","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.59324","3.60455"
"CHL","Chile","2004","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.10956","18.89367"
"CHL","Chile","2005","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.80042","4.52303"
"CHL","Chile","2005","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.33251","18.83132"
"CHL","Chile","2006","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.73348","4.19280"
"CHL","Chile","2006","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.10362","17.74136"
"CHL","Chile","2007","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.70674","3.68013"
"CHL","Chile","2007","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.92556","20.44114"
"CHL","Chile","2008","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.83971","4.43752"
"CHL","Chile","2008","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.16123","21.99029"
"CHL","Chile","2009","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.82217","5.37034"
"CHL","Chile","2009","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.00976","26.19133"
"CHL","Chile","2010","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.62037","3.60339"
"CHL","Chile","2010","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.08269","23.71426"
"CHL","Chile","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.78683","4.20716"
"CHL","Chile","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.25257","22.73823"
"CHL","Chile","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.87891","4.68295"
"CHL","Chile","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.57105","19.02699"
"CHL","Chile","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.84137","4.65216"
"CHL","Chile","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.61671","19.99772"
"CHL","Chile","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.88009","4.90103"
"CHL","Chile","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.41855","19.03715"
"CHL","Chile","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.89106","4.72324"
"CHL","Chile","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.54153","18.77253"
"CHL","Chile","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.79527","4.20433"
"CHL","Chile","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.65786","14.05114"
"CHL","Chile","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.79685","4.20033"
"CHL","Chile","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.26064","11.91621"
"CHL","Chile","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.78674","3.96016"
"CHL","Chile","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.46597","12.41282"
"CHL","Chile","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.14632","5.90543"
"CHL","Chile","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.23135","6.34347"
"CHL","Chile","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.26356","7.12310"
"CHL","Chile","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.24142","6.99827"
"CHL","Chile","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.33213","6.38851"
"CHL","Chile","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.77978","8.53529"
"CHL","Chile","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CHL","Chile","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.19620","5.36080"
"CHL","Chile","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.57454","7.05636"
"CHL","Chile","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CHL","Chile","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.93504","4.86898"
"CHL","Chile","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.47597","7.68574"
"CHL","Chile","2023","Otros","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CHL","Chile","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.87860","0.00000"
"CHL","Chile","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.15236","0.00000"
"CHL","Chile","2024","Otros","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CHL","Chile","2025","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.86586","0.00000"
"CHL","Chile","2025","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.16877","0.00000"
"CHL","Chile","2025","Otros","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"CYP","Chipre","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.85024","3.56936"
"CYP","Chipre","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.72909","3.05913"
"CYP","Chipre","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.13353","4.75609"
"CYP","Chipre","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.87603","3.79609"
"CYP","Chipre","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.05637","4.57752"
"CYP","Chipre","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.42733","1.85175"
"CYP","Chipre","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.91624","4.17549"
"CYP","Chipre","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.65192","7.52811"
"CYP","Chipre","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.44695","2.03683"
"CYP","Chipre","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.94626","4.19580"
"CYP","Chipre","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.62111","7.18812"
"CYP","Chipre","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.38941","1.72667"
"CYP","Chipre","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.70608","3.02596"
"CYP","Chipre","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.11405","9.05995"
"CYP","Chipre","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.33995","1.45689"
"COL","Colombia","2004","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.71268","5.61166"
"COL","Colombia","2005","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.14607","16.21832"
"COL","Colombia","2005","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.12100","8.47164"
"COL","Colombia","2006","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.15050","15.16422"
"COL","Colombia","2006","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.31264","9.25608"
"COL","Colombia","2007","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.56525","10.98586"
"COL","Colombia","2007","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.46229","10.26321"
"COL","Colombia","2008","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.57665","11.05328"
"COL","Colombia","2008","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.59017","11.14802"
"COL","Colombia","2009","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.58956","11.51314"
"COL","Colombia","2009","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.62409","11.76325"
"COL","Colombia","2010","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.68776","12.87777"
"COL","Colombia","2010","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.57295","12.00181"
"COL","Colombia","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.33355","37.14799"
"COL","Colombia","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.97334","6.77928"
"COL","Colombia","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.68470","37.70593"
"COL","Colombia","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.66631","4.41954"
"COL","Colombia","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","6.10858","41.59157"
"COL","Colombia","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.95618","6.51033"
"COL","Colombia","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","6.11192","41.79994"
"COL","Colombia","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.98099","6.70908"
"COL","Colombia","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","6.53306","43.88250"
"COL","Colombia","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.77682","5.21789"
"COL","Colombia","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","6.52861","46.63776"
"COL","Colombia","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.43176","10.22792"
"COL","Colombia","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","6.55197","46.14153"
"COL","Colombia","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.21090","8.52764"
"COL","Colombia","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","6.69443","47.49543"
"COL","Colombia","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.29592","9.19426"
"COL","Colombia","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.82761","33.53121"
"COL","Colombia","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.62782","11.30639"
"COL","Colombia","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.54726","41.04672"
"COL","Colombia","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.71753","12.70876"
"COL","Colombia","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.29047","37.84418"
"COL","Colombia","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.28190","23.47627"
"COL","Colombia","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.25587","35.61801"
"COL","Colombia","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.51783","23.83962"
"KOR","Corea del Sur","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.54180","4.32863"
"KOR","Corea del Sur","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.49754","11.96435"
"KOR","Corea del Sur","2015","Otros","Ingreso no percibido (Revenue Forgone)","0.02305","0.18414"
"KOR","Corea del Sur","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.53360","4.03240"
"KOR","Corea del Sur","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.48466","11.21949"
"KOR","Corea del Sur","2016","Otros","Ingreso no percibido (Revenue Forgone)","0.02446","0.18482"
"KOR","Corea del Sur","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.52931","3.85783"
"KOR","Corea del Sur","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.49652","10.90722"
"KOR","Corea del Sur","2017","Otros","Ingreso no percibido (Revenue Forgone)","0.02548","0.18574"
"KOR","Corea del Sur","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.51920","3.54950"
