"geocodigoFundar","geonombreFundar","anio","categoria","indicador","porcentaje_pbi","porcentaje_total"
"ROU","Rumania","2015","Otros","Ingreso no percibido (Revenue Forgone)","0.47113","1.74195"
"ROU","Rumania","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.49376","5.73626"
"ROU","Rumania","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.50875","9.63395"
"ROU","Rumania","2016","Otros","Ingreso no percibido (Revenue Forgone)","0.49141","1.88707"
"ROU","Rumania","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.34579","5.37757"
"ROU","Rumania","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.55748","10.21931"
"ROU","Rumania","2017","Otros","Ingreso no percibido (Revenue Forgone)","0.44398","1.77407"
"ROU","Rumania","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.31359","5.09323"
"ROU","Rumania","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.51985","9.77031"
"ROU","Rumania","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.44651","1.73128"
"ROU","Rumania","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.57268","9.96091"
"ROU","Rumania","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.64460","16.75018"
"ROU","Rumania","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.42341","2.68174"
"ROU","Rumania","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.47883","9.50324"
"ROU","Rumania","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.04292","19.55440"
"ROU","Rumania","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.19437","1.24903"
"ROU","Rumania","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.48412","9.11213"
"ROU","Rumania","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.96757","18.22014"
"ROU","Rumania","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.18519","1.13702"
"ROU","Rumania","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.45475","8.34524"
"ROU","Rumania","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.05524","17.52654"
"ROU","Rumania","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.17395","0.99790"
"ROU","Rumania","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.37983","0.00000"
"ROU","Rumania","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.20993","0.00000"
"ROU","Rumania","2023","Otros","Ingreso no percibido (Revenue Forgone)","0.16054","0.00000"
"RUS","Rusia","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.02353","9.93328"
"RUS","Rusia","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.12527","0.61495"
"RUS","Rusia","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.87087","10.85147"
"RUS","Rusia","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.43715","2.53556"
"RUS","Rusia","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","15.20127","88.23999"
"RUS","Rusia","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.60649","20.93488"
"RUS","Rusia","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","17.64605","101.84179"
"RUS","Rusia","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.92019","11.08214"
"RUS","Rusia","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","13.51618","72.28964"
"RUS","Rusia","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.84891","9.88869"
"RUS","Rusia","2018","Otros","Ingreso no percibido (Revenue Forgone)","-0.17095","-0.91431"
"RUS","Rusia","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","12.91237",""
"RUS","Rusia","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.82956","inf"
"RUS","Rusia","2019","Otros","Ingreso no percibido (Revenue Forgone)","-0.19212","-inf"
"RUS","Rusia","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","21.53965",""
"RUS","Rusia","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.24915","inf"
"RUS","Rusia","2020","Otros","Ingreso no percibido (Revenue Forgone)","-0.19963","-inf"
"RUS","Rusia","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","12.86785","110.00742"
"RUS","Rusia","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.25202","19.25251"
"RUS","Rusia","2021","Otros","Ingreso no percibido (Revenue Forgone)","-0.15150","-1.29522"
"RUS","Rusia","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","22.08407","203.87618"
"RUS","Rusia","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.06107","19.02745"
"RUS","Rusia","2022","Otros","Ingreso no percibido (Revenue Forgone)","-0.16619","-1.53422"
"RUS","Rusia","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","12.61235","0.00000"
"RUS","Rusia","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.45034","0.00000"
"RUS","Rusia","2023","Otros","Ingreso no percibido (Revenue Forgone)","-0.18928","0.00000"
"RUS","Rusia","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","13.14472","0.00000"
"RUS","Rusia","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.25589","0.00000"
"RUS","Rusia","2024","Otros","Ingreso no percibido (Revenue Forgone)","-0.16136","0.00000"
"RUS","Rusia","2025","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","13.36499","0.00000"
"RUS","Rusia","2025","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.72305","0.00000"
"RUS","Rusia","2025","Otros","Ingreso no percibido (Revenue Forgone)","-0.12052","0.00000"
"RUS","Rusia","2026","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"RUS","Rusia","2026","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"RUS","Rusia","2026","Otros","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"RUS","Rusia","2027","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"RUS","Rusia","2027","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"RUS","Rusia","2027","Otros","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"SEN","Senegal","2008","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.05895","7.32164"
"SEN","Senegal","2008","Otros","Ingreso no percibido (Revenue Forgone)","3.96308","27.40096"
"SEN","Senegal","2009","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.51361","3.59577"
"SEN","Senegal","2009","Otros","Ingreso no percibido (Revenue Forgone)","3.44383","24.11008"
"SEN","Senegal","2010","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.02589","13.52528"
"SEN","Senegal","2010","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.72837","4.86274"
"SEN","Senegal","2010","Otros","Ingreso no percibido (Revenue Forgone)","0.00125","0.00837"
"SEN","Senegal","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.33831","15.25098"
"SEN","Senegal","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.72305","4.71592"
"SEN","Senegal","2011","Otros","Ingreso no percibido (Revenue Forgone)","0.00715","0.04662"
"SEN","Senegal","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.37222","15.73627"
"SEN","Senegal","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.72642","4.81873"
"SEN","Senegal","2012","Otros","Ingreso no percibido (Revenue Forgone)","0.00222","0.01471"
"SEN","Senegal","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.20892","15.37178"
"SEN","Senegal","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.03555","14.16528"
"SEN","Senegal","2013","Otros","Ingreso no percibido (Revenue Forgone)","1.47904","10.29254"
"SEN","Senegal","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.32326","15.31888"
"SEN","Senegal","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.18311","14.39476"
"SEN","Senegal","2014","Otros","Ingreso no percibido (Revenue Forgone)","1.50997","9.95626"
"SEN","Senegal","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.54032","23.15307"
"SEN","Senegal","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.64011","17.26585"
"SEN","Senegal","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.61634","29.06479"
"SEN","Senegal","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.26753","7.98043"
"SEN","Senegal","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","4.21948","27.88195"
"SEN","Senegal","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.33770","8.83943"
"SEN","Senegal","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.16070","33.57677"
"SEN","Senegal","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.36925","2.40243"
"SEN","Senegal","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"SEN","Senegal","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.04055","28.76323"
"SEN","Senegal","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.43025","2.45519"
"SEN","Senegal","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","5.60386","32.14821"
"SEN","Senegal","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.39664","2.27544"
"SEN","Senegal","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","6.12300","34.47346"
"SEN","Senegal","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.10518","0.59219"
"SLE","Sierra Leona","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.11144","29.91790"
"SLE","Sierra Leona","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.55989","20.75781"
"SLE","Sierra Leona","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.52154","19.61287"
"SLE","Sierra Leona","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.57403","22.43436"
"SLE","Sierra Leona","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.08885","14.61184"
"SLE","Sierra Leona","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.97152","16.40922"
"SLE","Sierra Leona","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.42427","0.00000"
"SOM","Somalia","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.09377","5.26907"
"SOM","Somalia","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.09960","5.56848"
"SOM","Somalia","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.12714","7.86380"
"SOM","Somalia","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.09110","5.30713"
"SOM","Somalia","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.11673","6.55476"
"LKA","Sri Lanka","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.17232","9.96185"
"LKA","Sri Lanka","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.53561","4.55136"
"LKA","Sri Lanka","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.33602","11.80438"
"LKA","Sri Lanka","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.02215","0.19568"
"LKA","Sri Lanka","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.39707","12.60200"
"LKA","Sri Lanka","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.02083","0.18793"
"LKA","Sri Lanka","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.23153","3.11504"
"LKA","Sri Lanka","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.04797","0.64538"
"LKA","Sri Lanka","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.20610","32.30816"
"LKA","Sri Lanka","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.31997","3.22437"
"ZAF","Sudáfrica","2006","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.84667","7.68251"
"ZAF","Sudáfrica","2006","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.23387","5.13313"
"ZAF","Sudáfrica","2007","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.71057","6.99422"
"ZAF","Sudáfrica","2007","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.06948","4.37293"
"ZAF","Sudáfrica","2008","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.83954","7.66982"
"ZAF","Sudáfrica","2008","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.05677","4.40613"
"ZAF","Sudáfrica","2009","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.84795","8.61711"
"ZAF","Sudáfrica","2009","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.15810","5.40029"
"ZAF","Sudáfrica","2010","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.56463","7.09681"
"ZAF","Sudáfrica","2010","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.21236","5.49900"
"ZAF","Sudáfrica","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.59066","7.11258"
"ZAF","Sudáfrica","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.33653","5.97625"
"ZAF","Sudáfrica","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.72948","7.56870"
"ZAF","Sudáfrica","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.34127","5.86979"
"ZAF","Sudáfrica","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.75302","7.52361"
"ZAF","Sudáfrica","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.42911","6.13344"
"ZAF","Sudáfrica","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.82504","7.64302"
"ZAF","Sudáfrica","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.97858","8.28601"
"ZAF","Sudáfrica","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.81542","7.47314"
"ZAF","Sudáfrica","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.11740","8.71624"
"ZAF","Sudáfrica","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.89621","7.88034"
"ZAF","Sudáfrica","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.20687","9.17139"
"ZAF","Sudáfrica","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.78959","7.44555"
"ZAF","Sudáfrica","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.94296","12.24409"
"ZAF","Sudáfrica","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.72026","7.12140"
"ZAF","Sudáfrica","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.67060","11.05554"
"ZAF","Sudáfrica","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.87874","7.76821"
"ZAF","Sudáfrica","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.62821","10.86714"
"ZAF","Sudáfrica","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.12042","9.41071"
"ZAF","Sudáfrica","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.62602","11.65464"
"ZAF","Sudáfrica","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.59428","6.31744"
"ZAF","Sudáfrica","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.33594","9.25629"
"ZAF","Sudáfrica","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.81648","0.00000"
"ZAF","Sudáfrica","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.14562","0.00000"
"SWE","Suecia","1993","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.90386","4.58703"
"SWE","Suecia","1993","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.34584","27.12970"
"SWE","Suecia","1993","Otros","Ingreso no percibido (Revenue Forgone)","0.03021","0.15331"
"SWE","Suecia","1994","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.92539","4.56855"
"SWE","Suecia","1994","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.56104","32.39109"
"SWE","Suecia","1994","Otros","Ingreso no percibido (Revenue Forgone)","0.13827","0.68262"
"SWE","Suecia","1995","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.92286","9.08662"
"SWE","Suecia","1995","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.34129","25.24062"
"SWE","Suecia","1995","Otros","Ingreso no percibido (Revenue Forgone)","0.12756","0.60280"
"SWE","Suecia","1996","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.40368","10.89771"
"SWE","Suecia","1996","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.64298","25.58390"
"SWE","Suecia","1996","Otros","Ingreso no percibido (Revenue Forgone)","0.20584","0.93323"
"SWE","Suecia","1997","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.44571","10.43196"
"SWE","Suecia","1997","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.26737","22.46756"
"SWE","Suecia","1997","Otros","Ingreso no percibido (Revenue Forgone)","0.08545","0.36446"
"SWE","Suecia","1998","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.51677","8.79325"
"SWE","Suecia","1998","Al ingreso","Ingreso no percibido (Revenue Forgone)","6.42799","22.45848"
"SWE","Suecia","1998","Otros","Ingreso no percibido (Revenue Forgone)","0.01393","0.04867"
"SWE","Suecia","1999","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.43013","8.14338"
"SWE","Suecia","1999","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.71574","19.15349"
"SWE","Suecia","1999","Otros","Ingreso no percibido (Revenue Forgone)","0.02206","0.07392"
"SWE","Suecia","2000","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.37090","7.73982"
"SWE","Suecia","2000","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.28638","13.99294"
"SWE","Suecia","2001","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.50279","9.22047"
"SWE","Suecia","2001","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.33248","15.96117"
"SWE","Suecia","2002","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.65764","10.63106"
"SWE","Suecia","2002","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.11050","12.44259"
"SWE","Suecia","2003","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.06542","12.15344"
"SWE","Suecia","2003","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.93016","15.58182"
"SWE","Suecia","2004","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.49611","9.67133"
"SWE","Suecia","2004","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.57077","9.96062"
"SWE","Suecia","2005","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.21718","8.16064"
"SWE","Suecia","2005","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.75701","6.46690"
"SWE","Suecia","2006","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.22068","8.50251"
"SWE","Suecia","2006","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.17208","12.14522"
"SWE","Suecia","2007","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.43618","9.63700"
"SWE","Suecia","2007","Al ingreso","Ingreso no percibido (Revenue Forgone)","3.67677","14.54447"
"SWE","Suecia","2007","Otros","Ingreso no percibido (Revenue Forgone)","0.07457","0.29500"
"SWE","Suecia","2008","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.32643","9.85403"
"SWE","Suecia","2008","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.15393","4.88768"
"SWE","Suecia","2008","Otros","Ingreso no percibido (Revenue Forgone)","0.00619","0.02622"
"SWE","Suecia","2009","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.37956","10.52899"
"SWE","Suecia","2009","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.77385","21.12321"
"SWE","Suecia","2009","Otros","Ingreso no percibido (Revenue Forgone)","0.18170","0.80398"
"SWE","Suecia","2010","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.31168","10.18356"
"SWE","Suecia","2010","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.09992","18.06125"
"SWE","Suecia","2010","Otros","Ingreso no percibido (Revenue Forgone)","0.13543","0.59663"
"SWE","Suecia","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.08943","9.54660"
"SWE","Suecia","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.80822","12.83074"
"SWE","Suecia","2011","Otros","Ingreso no percibido (Revenue Forgone)","0.16033","0.73255"
"SWE","Suecia","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.40703","11.29466"
"SWE","Suecia","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.74560","12.88334"
"SWE","Suecia","2012","Otros","Ingreso no percibido (Revenue Forgone)","0.14096","0.66143"
"SWE","Suecia","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.41131","11.26383"
"SWE","Suecia","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.73299","12.76650"
"SWE","Suecia","2013","Otros","Ingreso no percibido (Revenue Forgone)","0.16557","0.77343"
"SWE","Suecia","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.26355","10.59910"
"SWE","Suecia","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.77949","13.01497"
"SWE","Suecia","2014","Otros","Ingreso no percibido (Revenue Forgone)","0.18947","0.88720"
"SWE","Suecia","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.19838","9.95923"
"SWE","Suecia","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.48148","11.24174"
"SWE","Suecia","2015","Otros","Ingreso no percibido (Revenue Forgone)","0.20464","0.92709"
"SWE","Suecia","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.26314","9.75971"
"SWE","Suecia","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.80683","7.79190"
"SWE","Suecia","2016","Otros","Ingreso no percibido (Revenue Forgone)","0.21123","0.91093"
"SWE","Suecia","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.32494","9.95010"
"SWE","Suecia","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.97189","8.43914"
"SWE","Suecia","2017","Otros","Ingreso no percibido (Revenue Forgone)","0.22148","0.94785"
"SWE","Suecia","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.35837","10.21564"
"SWE","Suecia","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.87718","8.13129"
"SWE","Suecia","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.09891","0.42844"
"SWE","Suecia","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.29048","10.26885"
"SWE","Suecia","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.14068","9.59726"
"SWE","Suecia","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.09655","0.43288"
"SWE","Suecia","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.18085","10.16488"
"SWE","Suecia","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.65944","12.39559"
"SWE","Suecia","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.12348","0.57555"
"SWE","Suecia","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.14204","9.60347"
"SWE","Suecia","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.55411","6.96756"
"SWE","Suecia","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.11437","0.51274"
"SWE","Suecia","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.25209","10.08634"
"SWE","Suecia","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.53334","20.30325"
"SWE","Suecia","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.02950","0.13210"
"SWE","Suecia","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.15288","10.07021"
"SWE","Suecia","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","4.89525","22.89780"
"SWE","Suecia","2023","Otros","Ingreso no percibido (Revenue Forgone)","0.14311","0.66939"
"SWE","Suecia","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.12160","0.00000"
"SWE","Suecia","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","5.24855","0.00000"
"SWE","Suecia","2024","Otros","Ingreso no percibido (Revenue Forgone)","0.13618","0.00000"
"CHE","Suiza","1997","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.43809","5.34052"
"CHE","Suiza","1997","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.16948","2.06610"
"CHE","Suiza","1997","Otros","Ingreso no percibido (Revenue Forgone)","0.00023","0.00285"
"CHE","Suiza","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.67601","28.33541"
"CHE","Suiza","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.32867","14.06886"
"CHE","Suiza","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.11796","20.80360"
"CHE","Suiza","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.47528","14.49093"
"CHE","Suiza","2017","Otros","Ingreso no percibido (Revenue Forgone)","0.04918","0.48305"
"CHE","Suiza","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.06585","21.07564"
"CHE","Suiza","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.40900","14.37458"
"CHE","Suiza","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.04848","0.49460"
"CHE","Suiza","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.98635","19.96997"
"CHE","Suiza","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.36627","13.73588"
"CHE","Suiza","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.05009","0.50359"
"TWN","Taiwán","2002","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.18489","28.31231"
"TWN","Taiwán","2003","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.12763","28.05168"
"TWN","Taiwán","2004","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.17884","27.56467"
"TWN","Taiwán","2005","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.53433","28.57015"
"TWN","Taiwán","2006","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.50248","28.75191"
"TWN","Taiwán","2007","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.79403","30.89211"
"TWN","Taiwán","2008","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.04172","21.54355"
"TWN","Taiwán","2009","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.60911","19.76943"
"TWN","Taiwán","2010","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.51700","19.70562"
"TWN","Taiwán","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.42879","16.93344"
"TWN","Taiwán","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.38731","16.66161"
