"geocodigoFundar","geonombreFundar","anio","sector_institucional","indicador","valor"
"PRT","Portugal","1994","European institutions and bodies (EU accounts)","Porcentaje del total","0.95653"
"PRT","Portugal","1994","Fondos de seguridad social","Porcentaje del total","26.27770"
"PRT","Portugal","1994","Gobierno municipal local","Porcentaje del total","5.40370"
"PRT","Portugal","1994","Gobierno nacional","Porcentaje del total","67.36208"
"PRT","Portugal","1995","European institutions and bodies (EU accounts)","Porcentaje del total","0.81085"
"PRT","Portugal","1995","Fondos de seguridad social","Porcentaje del total","20.50117"
"PRT","Portugal","1995","Gobierno municipal local","Porcentaje del total","5.42766"
"PRT","Portugal","1995","Gobierno nacional","Porcentaje del total","73.26032"
"PRT","Portugal","1996","European institutions and bodies (EU accounts)","Porcentaje del total","0.51980"
"PRT","Portugal","1996","Fondos de seguridad social","Porcentaje del total","20.68301"
"PRT","Portugal","1996","Gobierno municipal local","Porcentaje del total","5.52726"
"PRT","Portugal","1996","Gobierno nacional","Porcentaje del total","73.26993"
"PRT","Portugal","1997","European institutions and bodies (EU accounts)","Porcentaje del total","0.56494"
"PRT","Portugal","1997","Fondos de seguridad social","Porcentaje del total","21.31122"
"PRT","Portugal","1997","Gobierno municipal local","Porcentaje del total","5.53435"
"PRT","Portugal","1997","Gobierno nacional","Porcentaje del total","72.58949"
"PRT","Portugal","1998","European institutions and bodies (EU accounts)","Porcentaje del total","0.60168"
"PRT","Portugal","1998","Fondos de seguridad social","Porcentaje del total","22.59792"
"PRT","Portugal","1998","Gobierno municipal local","Porcentaje del total","5.87866"
"PRT","Portugal","1998","Gobierno nacional","Porcentaje del total","70.92174"
"PRT","Portugal","1999","European institutions and bodies (EU accounts)","Porcentaje del total","0.55594"
"PRT","Portugal","1999","Fondos de seguridad social","Porcentaje del total","22.10500"
"PRT","Portugal","1999","Gobierno municipal local","Porcentaje del total","6.36573"
"PRT","Portugal","1999","Gobierno nacional","Porcentaje del total","70.97333"
"PRT","Portugal","2000","European institutions and bodies (EU accounts)","Porcentaje del total","0.51418"
"PRT","Portugal","2000","Fondos de seguridad social","Porcentaje del total","22.46862"
"PRT","Portugal","2000","Gobierno municipal local","Porcentaje del total","6.36409"
"PRT","Portugal","2000","Gobierno nacional","Porcentaje del total","70.65310"
"PRT","Portugal","2001","European institutions and bodies (EU accounts)","Porcentaje del total","0.43389"
"PRT","Portugal","2001","Fondos de seguridad social","Porcentaje del total","23.26009"
"PRT","Portugal","2001","Gobierno municipal local","Porcentaje del total","6.13239"
"PRT","Portugal","2001","Gobierno nacional","Porcentaje del total","70.17363"
"PRT","Portugal","2002","European institutions and bodies (EU accounts)","Porcentaje del total","0.31677"
"PRT","Portugal","2002","Fondos de seguridad social","Porcentaje del total","23.01607"
"PRT","Portugal","2002","Gobierno municipal local","Porcentaje del total","6.35463"
"PRT","Portugal","2002","Gobierno nacional","Porcentaje del total","70.31253"
"PRT","Portugal","2003","European institutions and bodies (EU accounts)","Porcentaje del total","0.30951"
"PRT","Portugal","2003","Fondos de seguridad social","Porcentaje del total","23.39948"
"PRT","Portugal","2003","Gobierno municipal local","Porcentaje del total","6.24947"
"PRT","Portugal","2003","Gobierno nacional","Porcentaje del total","70.04154"
"PRT","Portugal","2004","European institutions and bodies (EU accounts)","Porcentaje del total","0.34580"
"PRT","Portugal","2004","Fondos de seguridad social","Porcentaje del total","23.07141"
"PRT","Portugal","2004","Gobierno municipal local","Porcentaje del total","6.66740"
"PRT","Portugal","2004","Gobierno nacional","Porcentaje del total","69.91539"
"PRT","Portugal","2005","European institutions and bodies (EU accounts)","Porcentaje del total","0.29511"
"PRT","Portugal","2005","Fondos de seguridad social","Porcentaje del total","23.15096"
"PRT","Portugal","2005","Gobierno municipal local","Porcentaje del total","6.64605"
"PRT","Portugal","2005","Gobierno nacional","Porcentaje del total","69.90788"
"PRT","Portugal","2006","European institutions and bodies (EU accounts)","Porcentaje del total","0.30448"
"PRT","Portugal","2006","Fondos de seguridad social","Porcentaje del total","22.75470"
"PRT","Portugal","2006","Gobierno municipal local","Porcentaje del total","6.62924"
"PRT","Portugal","2006","Gobierno nacional","Porcentaje del total","70.31158"
"PRT","Portugal","2007","European institutions and bodies (EU accounts)","Porcentaje del total","0.33998"
"PRT","Portugal","2007","Fondos de seguridad social","Porcentaje del total","22.62135"
"PRT","Portugal","2007","Gobierno municipal local","Porcentaje del total","7.04411"
"PRT","Portugal","2007","Gobierno nacional","Porcentaje del total","69.99456"
"PRT","Portugal","2008","European institutions and bodies (EU accounts)","Porcentaje del total","0.31745"
"PRT","Portugal","2008","Fondos de seguridad social","Porcentaje del total","23.30220"
"PRT","Portugal","2008","Gobierno municipal local","Porcentaje del total","7.00093"
"PRT","Portugal","2008","Gobierno nacional","Porcentaje del total","69.37942"
"PRT","Portugal","2009","European institutions and bodies (EU accounts)","Porcentaje del total","0.29542"
"PRT","Portugal","2009","Fondos de seguridad social","Porcentaje del total","25.49032"
"PRT","Portugal","2009","Gobierno municipal local","Porcentaje del total","7.03528"
"PRT","Portugal","2009","Gobierno nacional","Porcentaje del total","67.17898"
"PRT","Portugal","2010","European institutions and bodies (EU accounts)","Porcentaje del total","0.32446"
"PRT","Portugal","2010","Fondos de seguridad social","Porcentaje del total","25.02417"
"PRT","Portugal","2010","Gobierno municipal local","Porcentaje del total","5.38294"
"PRT","Portugal","2010","Gobierno nacional","Porcentaje del total","69.26842"
"PRT","Portugal","2011","European institutions and bodies (EU accounts)","Porcentaje del total","0.29477"
"PRT","Portugal","2011","Fondos de seguridad social","Porcentaje del total","24.46741"
"PRT","Portugal","2011","Gobierno municipal local","Porcentaje del total","5.37367"
"PRT","Portugal","2011","Gobierno nacional","Porcentaje del total","69.86415"
"PRT","Portugal","2012","European institutions and bodies (EU accounts)","Porcentaje del total","0.29134"
"PRT","Portugal","2012","Fondos de seguridad social","Porcentaje del total","24.78076"
"PRT","Portugal","2012","Gobierno municipal local","Porcentaje del total","5.38544"
"PRT","Portugal","2012","Gobierno nacional","Porcentaje del total","69.54246"
"PRT","Portugal","2013","European institutions and bodies (EU accounts)","Porcentaje del total","0.24819"
"PRT","Portugal","2013","Fondos de seguridad social","Porcentaje del total","23.17989"
"PRT","Portugal","2013","Gobierno municipal local","Porcentaje del total","5.52196"
"PRT","Portugal","2013","Gobierno nacional","Porcentaje del total","71.04996"
"PRT","Portugal","2014","European institutions and bodies (EU accounts)","Porcentaje del total","0.25090"
"PRT","Portugal","2014","Fondos de seguridad social","Porcentaje del total","23.08587"
"PRT","Portugal","2014","Gobierno municipal local","Porcentaje del total","5.85156"
"PRT","Portugal","2014","Gobierno nacional","Porcentaje del total","70.81168"
"PRT","Portugal","2015","European institutions and bodies (EU accounts)","Porcentaje del total","0.25592"
"PRT","Portugal","2015","Fondos de seguridad social","Porcentaje del total","23.10410"
"PRT","Portugal","2015","Gobierno municipal local","Porcentaje del total","5.95270"
"PRT","Portugal","2015","Gobierno nacional","Porcentaje del total","70.68728"
"PRT","Portugal","2016","European institutions and bodies (EU accounts)","Porcentaje del total","0.50081"
"PRT","Portugal","2016","Fondos de seguridad social","Porcentaje del total","23.62511"
"PRT","Portugal","2016","Gobierno municipal local","Porcentaje del total","6.05704"
"PRT","Portugal","2016","Gobierno nacional","Porcentaje del total","69.81704"
"PRT","Portugal","2017","European institutions and bodies (EU accounts)","Porcentaje del total","0.47392"
"PRT","Portugal","2017","Fondos de seguridad social","Porcentaje del total","24.05024"
"PRT","Portugal","2017","Gobierno municipal local","Porcentaje del total","5.98573"
"PRT","Portugal","2017","Gobierno nacional","Porcentaje del total","69.49010"
"PRT","Portugal","2018","European institutions and bodies (EU accounts)","Porcentaje del total","0.50134"
"PRT","Portugal","2018","Fondos de seguridad social","Porcentaje del total","24.29249"
"PRT","Portugal","2018","Gobierno municipal local","Porcentaje del total","6.09061"
"PRT","Portugal","2018","Gobierno nacional","Porcentaje del total","69.11556"
"PRT","Portugal","2019","European institutions and bodies (EU accounts)","Porcentaje del total","0.47668"
"PRT","Portugal","2019","Fondos de seguridad social","Porcentaje del total","25.30951"
"PRT","Portugal","2019","Gobierno municipal local","Porcentaje del total","6.16673"
"PRT","Portugal","2019","Gobierno nacional","Porcentaje del total","68.04708"
"PRT","Portugal","2020","European institutions and bodies (EU accounts)","Porcentaje del total","0.46939"
"PRT","Portugal","2020","Fondos de seguridad social","Porcentaje del total","26.91436"
"PRT","Portugal","2020","Gobierno municipal local","Porcentaje del total","5.95888"
"PRT","Portugal","2020","Gobierno nacional","Porcentaje del total","66.65737"
"PRT","Portugal","2021","European institutions and bodies (EU accounts)","Porcentaje del total","0.48810"
"PRT","Portugal","2021","Fondos de seguridad social","Porcentaje del total","26.87800"
"PRT","Portugal","2021","Gobierno municipal local","Porcentaje del total","6.02233"
"PRT","Portugal","2021","Gobierno nacional","Porcentaje del total","66.61156"
"PRT","Portugal","2022","European institutions and bodies (EU accounts)","Porcentaje del total","0.59770"
"PRT","Portugal","2022","Fondos de seguridad social","Porcentaje del total","26.00763"
"PRT","Portugal","2022","Gobierno municipal local","Porcentaje del total","5.96435"
"PRT","Portugal","2022","Gobierno nacional","Porcentaje del total","67.43033"
"PRT","Portugal","2023","European institutions and bodies (EU accounts)","Porcentaje del total","0.44369"
"PRT","Portugal","2023","Fondos de seguridad social","Porcentaje del total","26.82407"
"PRT","Portugal","2023","Gobierno municipal local","Porcentaje del total","5.79397"
"PRT","Portugal","2023","Gobierno nacional","Porcentaje del total","66.93828"
"PRT","Portugal","2024","European institutions and bodies (EU accounts)","Porcentaje del total","0.32353"
"PRT","Portugal","2024","Fondos de seguridad social","Porcentaje del total","27.65194"
"PRT","Portugal","2024","Gobierno municipal local","Porcentaje del total","5.69941"
"PRT","Portugal","2024","Gobierno nacional","Porcentaje del total","66.32512"
"GBR","Reino Unido","1990","European institutions and bodies (EU accounts)","Porcentaje del total","0.91319"
"GBR","Reino Unido","1990","Fondos de seguridad social","Porcentaje del total","17.02690"
"GBR","Reino Unido","1990","Gobierno municipal local","Porcentaje del total","6.99024"
"GBR","Reino Unido","1990","Gobierno nacional","Porcentaje del total","75.06968"
"GBR","Reino Unido","1991","European institutions and bodies (EU accounts)","Porcentaje del total","0.93325"
"GBR","Reino Unido","1991","Fondos de seguridad social","Porcentaje del total","17.62898"
"GBR","Reino Unido","1991","Gobierno municipal local","Porcentaje del total","4.18842"
"GBR","Reino Unido","1991","Gobierno nacional","Porcentaje del total","77.24935"
"GBR","Reino Unido","1992","European institutions and bodies (EU accounts)","Porcentaje del total","0.93906"
"GBR","Reino Unido","1992","Fondos de seguridad social","Porcentaje del total","17.82099"
"GBR","Reino Unido","1992","Gobierno municipal local","Porcentaje del total","4.01630"
"GBR","Reino Unido","1992","Gobierno nacional","Porcentaje del total","77.22365"
"GBR","Reino Unido","1993","European institutions and bodies (EU accounts)","Porcentaje del total","1.02772"
"GBR","Reino Unido","1993","Fondos de seguridad social","Porcentaje del total","18.56714"
"GBR","Reino Unido","1993","Gobierno municipal local","Porcentaje del total","3.90469"
"GBR","Reino Unido","1993","Gobierno nacional","Porcentaje del total","76.50044"
"GBR","Reino Unido","1994","European institutions and bodies (EU accounts)","Porcentaje del total","0.93580"
"GBR","Reino Unido","1994","Fondos de seguridad social","Porcentaje del total","18.44668"
"GBR","Reino Unido","1994","Gobierno municipal local","Porcentaje del total","3.77257"
"GBR","Reino Unido","1994","Gobierno nacional","Porcentaje del total","76.84495"
"GBR","Reino Unido","1995","European institutions and bodies (EU accounts)","Porcentaje del total","1.00682"
"GBR","Reino Unido","1995","Fondos de seguridad social","Porcentaje del total","17.78747"
"GBR","Reino Unido","1995","Gobierno municipal local","Porcentaje del total","3.72721"
"GBR","Reino Unido","1995","Gobierno nacional","Porcentaje del total","77.47850"
"GBR","Reino Unido","1996","European institutions and bodies (EU accounts)","Porcentaje del total","0.87545"
"GBR","Reino Unido","1996","Fondos de seguridad social","Porcentaje del total","17.56150"
"GBR","Reino Unido","1996","Gobierno municipal local","Porcentaje del total","3.79714"
"GBR","Reino Unido","1996","Gobierno nacional","Porcentaje del total","77.76590"
"GBR","Reino Unido","1997","European institutions and bodies (EU accounts)","Porcentaje del total","0.83792"
"GBR","Reino Unido","1997","Fondos de seguridad social","Porcentaje del total","17.80165"
"GBR","Reino Unido","1997","Gobierno municipal local","Porcentaje del total","3.83851"
"GBR","Reino Unido","1997","Gobierno nacional","Porcentaje del total","77.52192"
"GBR","Reino Unido","1998","European institutions and bodies (EU accounts)","Porcentaje del total","0.67874"
"GBR","Reino Unido","1998","Fondos de seguridad social","Porcentaje del total","16.98056"
"GBR","Reino Unido","1998","Gobierno municipal local","Porcentaje del total","3.85802"
"GBR","Reino Unido","1998","Gobierno nacional","Porcentaje del total","78.48268"
"GBR","Reino Unido","1999","European institutions and bodies (EU accounts)","Porcentaje del total","0.62270"
"GBR","Reino Unido","1999","Fondos de seguridad social","Porcentaje del total","17.06922"
"GBR","Reino Unido","1999","Gobierno municipal local","Porcentaje del total","3.91640"
"GBR","Reino Unido","1999","Gobierno nacional","Porcentaje del total","78.39169"
"GBR","Reino Unido","2000","European institutions and bodies (EU accounts)","Porcentaje del total","0.59251"
"GBR","Reino Unido","2000","Fondos de seguridad social","Porcentaje del total","16.76046"
"GBR","Reino Unido","2000","Gobierno municipal local","Porcentaje del total","3.95367"
"GBR","Reino Unido","2000","Gobierno nacional","Porcentaje del total","78.69337"
"GBR","Reino Unido","2001","European institutions and bodies (EU accounts)","Porcentaje del total","0.56944"
"GBR","Reino Unido","2001","Fondos de seguridad social","Porcentaje del total","17.11721"
"GBR","Reino Unido","2001","Gobierno municipal local","Porcentaje del total","4.16534"
"GBR","Reino Unido","2001","Gobierno nacional","Porcentaje del total","78.14801"
"GBR","Reino Unido","2002","European institutions and bodies (EU accounts)","Porcentaje del total","0.51956"
"GBR","Reino Unido","2002","Fondos de seguridad social","Porcentaje del total","16.94725"
"GBR","Reino Unido","2002","Gobierno municipal local","Porcentaje del total","4.46359"
"GBR","Reino Unido","2002","Gobierno nacional","Porcentaje del total","78.06960"
"GBR","Reino Unido","2003","European institutions and bodies (EU accounts)","Porcentaje del total","0.49846"
"GBR","Reino Unido","2003","Fondos de seguridad social","Porcentaje del total","18.24040"
"GBR","Reino Unido","2003","Gobierno municipal local","Porcentaje del total","4.75540"
"GBR","Reino Unido","2003","Gobierno nacional","Porcentaje del total","76.50573"
"GBR","Reino Unido","2004","European institutions and bodies (EU accounts)","Porcentaje del total","0.51117"
"GBR","Reino Unido","2004","Fondos de seguridad social","Porcentaje del total","18.66236"
"GBR","Reino Unido","2004","Gobierno municipal local","Porcentaje del total","4.72613"
"GBR","Reino Unido","2004","Gobierno nacional","Porcentaje del total","76.10034"
"GBR","Reino Unido","2005","European institutions and bodies (EU accounts)","Porcentaje del total","0.49890"
"GBR","Reino Unido","2005","Fondos de seguridad social","Porcentaje del total","18.57893"
"GBR","Reino Unido","2005","Gobierno municipal local","Porcentaje del total","4.67558"
"GBR","Reino Unido","2005","Gobierno nacional","Porcentaje del total","76.24659"
"GBR","Reino Unido","2006","European institutions and bodies (EU accounts)","Porcentaje del total","0.49764"
"GBR","Reino Unido","2006","Fondos de seguridad social","Porcentaje del total","18.52977"
"GBR","Reino Unido","2006","Gobierno municipal local","Porcentaje del total","4.63793"
"GBR","Reino Unido","2006","Gobierno nacional","Porcentaje del total","76.33466"
"GBR","Reino Unido","2007","European institutions and bodies (EU accounts)","Porcentaje del total","0.47423"
"GBR","Reino Unido","2007","Fondos de seguridad social","Porcentaje del total","18.30365"
"GBR","Reino Unido","2007","Gobierno municipal local","Porcentaje del total","4.63649"
"GBR","Reino Unido","2007","Gobierno nacional","Porcentaje del total","76.58562"
"GBR","Reino Unido","2008","European institutions and bodies (EU accounts)","Porcentaje del total","0.52491"
"GBR","Reino Unido","2008","Fondos de seguridad social","Porcentaje del total","19.19265"
"GBR","Reino Unido","2008","Gobierno municipal local","Porcentaje del total","4.81871"
"GBR","Reino Unido","2008","Gobierno nacional","Porcentaje del total","75.46373"
"GBR","Reino Unido","2009","European institutions and bodies (EU accounts)","Porcentaje del total","0.55162"
"GBR","Reino Unido","2009","Fondos de seguridad social","Porcentaje del total","19.62249"
"GBR","Reino Unido","2009","Gobierno municipal local","Porcentaje del total","5.27186"
"GBR","Reino Unido","2009","Gobierno nacional","Porcentaje del total","74.55403"
"GBR","Reino Unido","2010","European institutions and bodies (EU accounts)","Porcentaje del total","0.57133"
"GBR","Reino Unido","2010","Fondos de seguridad social","Porcentaje del total","18.88518"
"GBR","Reino Unido","2010","Gobierno municipal local","Porcentaje del total","5.09232"
"GBR","Reino Unido","2010","Gobierno nacional","Porcentaje del total","75.45117"
"GBR","Reino Unido","2011","European institutions and bodies (EU accounts)","Porcentaje del total","0.53754"
"GBR","Reino Unido","2011","Fondos de seguridad social","Porcentaje del total","18.56615"
"GBR","Reino Unido","2011","Gobierno municipal local","Porcentaje del total","4.88180"
"GBR","Reino Unido","2011","Gobierno nacional","Porcentaje del total","76.01450"
"GBR","Reino Unido","2012","European institutions and bodies (EU accounts)","Porcentaje del total","0.52619"
"GBR","Reino Unido","2012","Fondos de seguridad social","Porcentaje del total","18.94130"
"GBR","Reino Unido","2012","Gobierno municipal local","Porcentaje del total","4.90841"
"GBR","Reino Unido","2012","Gobierno nacional","Porcentaje del total","75.62410"
"GBR","Reino Unido","2013","European institutions and bodies (EU accounts)","Porcentaje del total","0.51292"
"GBR","Reino Unido","2013","Fondos de seguridad social","Porcentaje del total","18.59636"
"GBR","Reino Unido","2013","Gobierno municipal local","Porcentaje del total","4.91830"
"GBR","Reino Unido","2013","Gobierno nacional","Porcentaje del total","75.97242"
"GBR","Reino Unido","2014","European institutions and bodies (EU accounts)","Porcentaje del total","0.50119"
"GBR","Reino Unido","2014","Fondos de seguridad social","Porcentaje del total","18.47631"
"GBR","Reino Unido","2014","Gobierno municipal local","Porcentaje del total","4.91471"
"GBR","Reino Unido","2014","Gobierno nacional","Porcentaje del total","76.10778"
"GBR","Reino Unido","2015","European institutions and bodies (EU accounts)","Porcentaje del total","0.50456"
"GBR","Reino Unido","2015","Fondos de seguridad social","Porcentaje del total","18.66125"
"GBR","Reino Unido","2015","Gobierno municipal local","Porcentaje del total","4.88723"
"GBR","Reino Unido","2015","Gobierno nacional","Porcentaje del total","75.94695"
"GBR","Reino Unido","2016","European institutions and bodies (EU accounts)","Porcentaje del total","0.51452"
"GBR","Reino Unido","2016","Fondos de seguridad social","Porcentaje del total","18.86172"
"GBR","Reino Unido","2016","Gobierno municipal local","Porcentaje del total","4.84213"
"GBR","Reino Unido","2016","Gobierno nacional","Porcentaje del total","75.78162"
"GBR","Reino Unido","2017","European institutions and bodies (EU accounts)","Porcentaje del total","0.50250"
"GBR","Reino Unido","2017","Fondos de seguridad social","Porcentaje del total","19.12788"
"GBR","Reino Unido","2017","Gobierno municipal local","Porcentaje del total","4.85378"
"GBR","Reino Unido","2017","Gobierno nacional","Porcentaje del total","75.51583"
"GBR","Reino Unido","2018","European institutions and bodies (EU accounts)","Porcentaje del total","0.47297"
"GBR","Reino Unido","2018","Fondos de seguridad social","Porcentaje del total","19.19938"
"GBR","Reino Unido","2018","Gobierno municipal local","Porcentaje del total","4.98556"
"GBR","Reino Unido","2018","Gobierno nacional","Porcentaje del total","75.34209"
"GBR","Reino Unido","2019","European institutions and bodies (EU accounts)","Porcentaje del total","0.46027"
"GBR","Reino Unido","2019","Fondos de seguridad social","Porcentaje del total","19.81943"
"GBR","Reino Unido","2019","Gobierno municipal local","Porcentaje del total","5.15339"
"GBR","Reino Unido","2019","Gobierno nacional","Porcentaje del total","74.56691"
"GBR","Reino Unido","2020","European institutions and bodies (EU accounts)","Porcentaje del total","0.41921"
"GBR","Reino Unido","2020","Fondos de seguridad social","Porcentaje del total","20.78810"
"GBR","Reino Unido","2020","Gobierno municipal local","Porcentaje del total","5.60089"
"GBR","Reino Unido","2020","Gobierno nacional","Porcentaje del total","73.19180"
"GBR","Reino Unido","2021","Fondos de seguridad social","Porcentaje del total","19.96914"
"GBR","Reino Unido","2021","Gobierno municipal local","Porcentaje del total","5.24489"
"GBR","Reino Unido","2021","Gobierno nacional","Porcentaje del total","74.78597"
"GBR","Reino Unido","2022","Fondos de seguridad social","Porcentaje del total","20.08713"
"GBR","Reino Unido","2022","Gobierno municipal local","Porcentaje del total","4.86210"
"GBR","Reino Unido","2022","Gobierno nacional","Porcentaje del total","75.05077"
"GBR","Reino Unido","2023","Fondos de seguridad social","Porcentaje del total","19.08512"
"GBR","Reino Unido","2023","Gobierno municipal local","Porcentaje del total","4.80498"
"GBR","Reino Unido","2023","Gobierno nacional","Porcentaje del total","76.10990"
"GBR","Reino Unido","2024","Fondos de seguridad social","Porcentaje del total","17.66351"
"GBR","Reino Unido","2024","Gobierno municipal local","Porcentaje del total","4.92104"
"GBR","Reino Unido","2024","Gobierno nacional","Porcentaje del total","77.41545"
"COD","Rep. Dem. Congo","2000","Gobierno nacional","Porcentaje del total","100.00000"
"COD","Rep. Dem. Congo","2001","Gobierno nacional","Porcentaje del total","100.00000"
"COD","Rep. Dem. Congo","2002","Gobierno nacional","Porcentaje del total","100.00000"
"COD","Rep. Dem. Congo","2003","Gobierno nacional","Porcentaje del total","100.00000"
"COD","Rep. Dem. Congo","2004","Gobierno nacional","Porcentaje del total","100.00000"
"COD","Rep. Dem. Congo","2005","Gobierno nacional","Porcentaje del total","100.00000"
"COD","Rep. Dem. Congo","2006","Gobierno nacional","Porcentaje del total","100.00000"
"COD","Rep. Dem. Congo","2007","Gobierno nacional","Porcentaje del total","100.00000"
"COD","Rep. Dem. Congo","2008","Gobierno nacional","Porcentaje del total","100.00000"
"COD","Rep. Dem. Congo","2009","Gobierno nacional","Porcentaje del total","100.00000"
"COD","Rep. Dem. Congo","2010","Gobierno nacional","Porcentaje del total","100.00000"
"COD","Rep. Dem. Congo","2011","Gobierno nacional","Porcentaje del total","100.00000"
"COD","Rep. Dem. Congo","2012","Fondos de seguridad social","Porcentaje del total","4.42386"
"COD","Rep. Dem. Congo","2012","Gobierno nacional","Porcentaje del total","95.57614"
"COD","Rep. Dem. Congo","2013","Fondos de seguridad social","Porcentaje del total","5.53361"
"COD","Rep. Dem. Congo","2013","Gobierno nacional","Porcentaje del total","94.46639"
"COD","Rep. Dem. Congo","2014","Fondos de seguridad social","Porcentaje del total","6.20216"
"COD","Rep. Dem. Congo","2014","Gobierno nacional","Porcentaje del total","93.79784"
"COD","Rep. Dem. Congo","2015","Fondos de seguridad social","Porcentaje del total","5.78515"
"COD","Rep. Dem. Congo","2015","Gobierno nacional","Porcentaje del total","94.21485"
"COD","Rep. Dem. Congo","2016","Fondos de seguridad social","Porcentaje del total","5.93722"
"COD","Rep. Dem. Congo","2016","Gobierno nacional","Porcentaje del total","94.06278"
"COD","Rep. Dem. Congo","2017","Fondos de seguridad social","Porcentaje del total","7.40102"
"COD","Rep. Dem. Congo","2017","Gobierno nacional","Porcentaje del total","92.59898"
"COD","Rep. Dem. Congo","2018","Fondos de seguridad social","Porcentaje del total","6.27068"
"COD","Rep. Dem. Congo","2018","Gobierno nacional","Porcentaje del total","93.72932"
"COD","Rep. Dem. Congo","2019","Fondos de seguridad social","Porcentaje del total","10.24639"
"COD","Rep. Dem. Congo","2019","Gobierno nacional","Porcentaje del total","89.75361"
"COD","Rep. Dem. Congo","2020","Fondos de seguridad social","Porcentaje del total","11.53929"
"COD","Rep. Dem. Congo","2020","Gobierno nacional","Porcentaje del total","88.46071"
"COD","Rep. Dem. Congo","2021","Fondos de seguridad social","Porcentaje del total","8.68809"
"COD","Rep. Dem. Congo","2021","Gobierno nacional","Porcentaje del total","91.31191"
"COD","Rep. Dem. Congo","2022","Fondos de seguridad social","Porcentaje del total","6.67485"
"COD","Rep. Dem. Congo","2022","Gobierno nacional","Porcentaje del total","93.32515"
"COD","Rep. Dem. Congo","2023","Fondos de seguridad social","Porcentaje del total","9.55021"
"COD","Rep. Dem. Congo","2023","Gobierno nacional","Porcentaje del total","90.44979"
"DOM","Rep. Dominicana","1990","Fondos de seguridad social","Porcentaje del total","0.82867"
"DOM","Rep. Dominicana","1990","Gobierno nacional","Porcentaje del total","99.17133"
"DOM","Rep. Dominicana","1991","Fondos de seguridad social","Porcentaje del total","0.67663"
"DOM","Rep. Dominicana","1991","Gobierno nacional","Porcentaje del total","99.32337"
"DOM","Rep. Dominicana","1992","Fondos de seguridad social","Porcentaje del total","0.51092"
"DOM","Rep. Dominicana","1992","Gobierno nacional","Porcentaje del total","99.48908"
"DOM","Rep. Dominicana","1993","Fondos de seguridad social","Porcentaje del total","0.53323"
"DOM","Rep. Dominicana","1993","Gobierno nacional","Porcentaje del total","99.46677"
"DOM","Rep. Dominicana","1994","Fondos de seguridad social","Porcentaje del total","0.64819"
"DOM","Rep. Dominicana","1994","Gobierno nacional","Porcentaje del total","99.35181"
"DOM","Rep. Dominicana","1995","Fondos de seguridad social","Porcentaje del total","0.72185"
"DOM","Rep. Dominicana","1995","Gobierno nacional","Porcentaje del total","99.27815"
"DOM","Rep. Dominicana","1996","Fondos de seguridad social","Porcentaje del total","0.67519"
"DOM","Rep. Dominicana","1996","Gobierno nacional","Porcentaje del total","99.32481"
"DOM","Rep. Dominicana","1997","Fondos de seguridad social","Porcentaje del total","0.94874"
"DOM","Rep. Dominicana","1997","Gobierno nacional","Porcentaje del total","99.05126"
"DOM","Rep. Dominicana","1998","Fondos de seguridad social","Porcentaje del total","0.98211"
"DOM","Rep. Dominicana","1998","Gobierno nacional","Porcentaje del total","99.01789"
"DOM","Rep. Dominicana","1999","Fondos de seguridad social","Porcentaje del total","1.04208"
"DOM","Rep. Dominicana","1999","Gobierno nacional","Porcentaje del total","98.95792"
"DOM","Rep. Dominicana","2000","Fondos de seguridad social","Porcentaje del total","1.02674"
"DOM","Rep. Dominicana","2000","Gobierno nacional","Porcentaje del total","98.97326"
"DOM","Rep. Dominicana","2001","Fondos de seguridad social","Porcentaje del total","1.01095"
"DOM","Rep. Dominicana","2001","Gobierno nacional","Porcentaje del total","98.98905"
"DOM","Rep. Dominicana","2002","Fondos de seguridad social","Porcentaje del total","1.02252"
"DOM","Rep. Dominicana","2002","Gobierno nacional","Porcentaje del total","98.97748"
"DOM","Rep. Dominicana","2003","Fondos de seguridad social","Porcentaje del total","0.56780"
"DOM","Rep. Dominicana","2003","Gobierno nacional","Porcentaje del total","99.43220"
"DOM","Rep. Dominicana","2004","Fondos de seguridad social","Porcentaje del total","0.08139"
"DOM","Rep. Dominicana","2004","Gobierno nacional","Porcentaje del total","99.91861"
"DOM","Rep. Dominicana","2005","Fondos de seguridad social","Porcentaje del total","0.02355"
"DOM","Rep. Dominicana","2005","Gobierno nacional","Porcentaje del total","99.97645"
"DOM","Rep. Dominicana","2006","Fondos de seguridad social","Porcentaje del total","0.68814"
"DOM","Rep. Dominicana","2006","Gobierno nacional","Porcentaje del total","99.31186"
"DOM","Rep. Dominicana","2007","Fondos de seguridad social","Porcentaje del total","0.39548"
"DOM","Rep. Dominicana","2007","Gobierno nacional","Porcentaje del total","99.60452"
"DOM","Rep. Dominicana","2008","Fondos de seguridad social","Porcentaje del total","0.36396"
"DOM","Rep. Dominicana","2008","Gobierno nacional","Porcentaje del total","99.63604"
"DOM","Rep. Dominicana","2009","Fondos de seguridad social","Porcentaje del total","0.45923"
"DOM","Rep. Dominicana","2009","Gobierno nacional","Porcentaje del total","99.54077"
"DOM","Rep. Dominicana","2010","Fondos de seguridad social","Porcentaje del total","0.76017"
"DOM","Rep. Dominicana","2010","Gobierno nacional","Porcentaje del total","99.23983"
"DOM","Rep. Dominicana","2011","Fondos de seguridad social","Porcentaje del total","0.48870"
