geocodigoFundar,geonombreFundar,anio,country_name_abbreviation,sector_bp,sector_bp_name,export_value_pc
BGD,Bangladesh,2020,Bangladesh,2,Alimentos procesados,0.726725854493322
BRB,Barbados,2020,Barbados,10,Metales,7.63981486763194
BTN,Bhután,2020,Bhutan,11,Maquinaria,1.85596939788946
CAF,Rep. Centroafricana,2020,Central African Rep.,9,Piedra y vidrio,39.4216643043756
LKA,Sri Lanka,2020,Sri Lanka,1,Productos agropecuarios,21.3439326849529
CHN,China,2020,China,12,Transporte,4.01134763000432
CXR,Isla Christmas,2020,Christmas Isds,11,Maquinaria,19.9533040942669
COM,Comoras,2020,Comoros,12,Transporte,31.4820772011114
COG,Congo,2020,Congo,13,Otros productos industriales,0.199567283891859
BEN,Benin,2020,Benin,7,Madera,1.87824382437974
DOM,Rep. Dominicana,2020,Dominican Rep.,9,Piedra y vidrio,19.7636344897386
ECU,Ecuador,2020,Ecuador,7,Madera,2.97306108353545
ETH,Etiopía,2020,Ethiopia,8,"Textiles, indumentaria y calzado",10.3649063412888
ERI,Eritrea,2020,Eritrea,8,"Textiles, indumentaria y calzado",0.35885490029801
FJI,Fiji,2020,Fiji,1,Productos agropecuarios,18.1981594374255
ATF,Tierras Australes Francesas,2020,Fr. South Antarctic Terr.,8,"Textiles, indumentaria y calzado",1.05057948498079
GMB,Gambia,2020,Gambia,8,"Textiles, indumentaria y calzado",0.496396435789714
GHA,Ghana,2020,Ghana,3,Minerales,25.4399839397421
GRC,Grecia,2020,Greece,10,Metales,12.870144511018
GRL,Groenlandia,2020,Greenland,7,Madera,0.0148443151331048
GRD,Granada,2020,Grenada,10,Metales,4.44629181318073
GUM,Guam,2020,Guam,11,Maquinaria,2.38685968890496
GTM,Guatemala,2020,Guatemala,4,Químicos,9.2121046860702
IRN,Irán,2020,Iran,1,Productos agropecuarios,14.2476673134477
ISR,Israel,2020,Israel,3,Minerales,5.04001766051536
CIV,Costa de Marfil,2020,Côte d'Ivoire,1,Productos agropecuarios,12.8043505471678
JOR,Jordania,2020,Jordan,4,Químicos,37.0379988911979
KEN,Kenia,2020,Kenya,3,Minerales,10.1591656103545
KWT,Kuwait,2020,Kuwait,7,Madera,0.232579289574109
LAO,Laos,2020,Lao People's Dem. Rep.,8,"Textiles, indumentaria y calzado",6.50284591831937
LBN,Líbano,2020,Lebanon,9,Piedra y vidrio,37.3411016321142
LBY,Libia,2020,Libya,11,Maquinaria,0.310527009293462
MDG,Madagascar,2020,Madagascar,8,"Textiles, indumentaria y calzado",23.623040061349
MLI,Malí,2020,Mali,8,"Textiles, indumentaria y calzado",0.954565390091292
MUS,Mauricio,2020,Mauritius,3,Minerales,1.78693515223885
MOZ,Mozambique,2020,Mozambique,7,Madera,2.77831245127423
CUW,Curazao,2020,Curaçao,4,Químicos,11.942562566686
BES,Bonaire,2020,Bonaire,1,Productos agropecuarios,3.73655904675219
NIU,Niue,2020,Niue,11,Maquinaria,0.472367654917959
FSM,Micronesia,2020,FS Micronesia,8,"Textiles, indumentaria y calzado",0.0193890353895139
PLW,Palau,2020,Palau,8,"Textiles, indumentaria y calzado",1.12507792127511
PAK,Pakistán,2020,Pakistan,1,Productos agropecuarios,16.8610306649625
PNG,Papúa Nueva Guinea,2020,Papua New Guinea,1,Productos agropecuarios,9.26548863194446
ROU,Rumania,2020,Romania,9,Piedra y vidrio,1.03208127322827
RWA,Ruanda,2020,Rwanda,7,Madera,0.658084454708706
BLM,San Barthélemy,2020,Saint Barthélemy,7,Madera,0.557907100469311
AIA,Anguila,2020,Anguilla,8,"Textiles, indumentaria y calzado",2.16638885966971
LCA,Santa Lucía,2020,Saint Lucia,10,Metales,4.1940676996629
SPM,San Pedro y Miquelón,2020,Saint Pierre and Miquelon,1,Productos agropecuarios,12.8243097709027
VCT,San Vicente y las Granadinas,2020,Saint Vincent and the Grenadines,3,Minerales,20.688427655022
SRB,Serbia,2020,Serbia,10,Metales,11.1056549004009
IND,India,2020,India,9,Piedra y vidrio,10.8235055350779
SVN,Eslovenia,2020,Slovenia,12,Transporte,14.5117851479827
SYR,Siria,2020,Syria,1,Productos agropecuarios,63.4377972643137
TTO,Trinidad y Tobago,2020,Trinidad and Tobago,4,Químicos,32.309347999778
TKM,Turkmenistán,2020,Turkmenistan,3,Minerales,91.8773456232929
TUV,Tuvalu,2020,Tuvalu,9,Piedra y vidrio,0.682232282604673
GBR,Reino Unido,2020,United Kingdom,10,Metales,5.2509538266202
URY,Uruguay,2020,Uruguay,1,Productos agropecuarios,53.7382245780308
VEN,Venezuela,2020,Venezuela,10,Metales,10.5372086847589
AFG,Afganistán,2020,Afghanistan,3,Minerales,3.04323157300514
ATG,Antigua y Barbuda,2020,Antigua and Barbuda,11,Maquinaria,1.68540593867834
AZE,Azerbaiyán,2020,Azerbaijan,9,Piedra y vidrio,1.51037337759182
ARM,Armenia,2020,Armenia,1,Productos agropecuarios,6.53840544642669
BMU,Bermuda,2020,Bermuda,11,Maquinaria,2.4560483684477
BIH,Bosnia y Herzegovina,2020,Bosnia Herzegovina,9,Piedra y vidrio,1.59336026418701
BRA,Brasil,2020,Brazil,7,Madera,5.3865901754905
IOT,Territorio Británico del Océano Índico,2020,Br. Indian Ocean Terr.,10,Metales,37.5094612726527
SLB,Islas Salomón,2020,Solomon Isds,7,Madera,64.9709394094822
BDI,Burundi,2020,Burundi,8,"Textiles, indumentaria y calzado",0.363892838232374
BLR,Belarús,2020,Belarus,6,Cueros y pieles,0.20254831232408
KHM,Camboya,2020,Cambodia,8,"Textiles, indumentaria y calzado",51.1437735902145
CMR,Camerún,2020,Cameroon,7,Madera,12.5023278165418
CHN,China,2020,China,2,Alimentos procesados,0.992427226266262
COL,Colombia,2020,Colombia,6,Cueros y pieles,0.253518783474276
COD,Rep. Dem. Congo,2020,Dem. Rep. of the Congo,10,Metales,75.1690980275263
CRI,Costa Rica,2020,Costa Rica,8,"Textiles, indumentaria y calzado",0.947885498475576
HRV,Croacia,2020,Croatia,11,Maquinaria,17.3678377994915
EST,Estonia,2020,Estonia,3,Minerales,8.61196042403862
FLK,Islas Malvinas,2020,Falkland Isds (Malvinas),10,Metales,0.0901223246314382
FJI,Fiji,2020,Fiji,3,Minerales,5.87813829439592
KIR,Kiribati,2020,Kiribati,11,Maquinaria,1.75502912569443
GUM,Guam,2020,Guam,10,Metales,17.2372662047249
GIN,Guinea,2020,Guinea,1,Productos agropecuarios,0.890042003698168
JAM,Jamaica,2020,Jamaica,9,Piedra y vidrio,0.576149513367487
MDV,Maldivas,2020,Maldives,10,Metales,2.73440794770985
MRT,Mauritania,2020,Mauritania,8,"Textiles, indumentaria y calzado",0.0522590770794274
MEX,México,2020,Mexico,11,Maquinaria,37.2481717617807
MNE,Montenegro,2020,Montenegro,10,Metales,20.3158100128619
CUW,Curazao,2020,Curaçao,10,Metales,3.65283884933854
SXM,San Martín (parte holandesa),2020,Saint Maarten,13,Otros productos industriales,11.1604705345035
NIC,Nicaragua,2020,Nicaragua,10,Metales,0.767901718844257
ROU,Rumania,2020,Romania,6,Cueros y pieles,0.467404857154106
BLM,San Barthélemy,2020,Saint Barthélemy,11,Maquinaria,1.24732458477453
LCA,Santa Lucía,2020,Saint Lucia,4,Químicos,6.656024769721
STP,Santo Tomé y Príncipe,2020,Sao Tome and Principe,1,Productos agropecuarios,15.0283824701262
SOM,Somalia,2020,Somalia,13,Otros productos industriales,0.0387409615141168
SUR,Suriname,2020,Suriname,4,Químicos,0.31264095992917
THA,Tailandia,2020,Thailand,8,"Textiles, indumentaria y calzado",2.86163782105621
ARE,Emiratos Árabes Unidos,2020,United Arab Emirates,1,Productos agropecuarios,2.8983703460601
TKM,Turkmenistán,2020,Turkmenistan,10,Metales,0.556596830820792
TCA,Islas Turcas y Caicos,2020,Turks and Caicos Isds,10,Metales,3.30825481682137
TUV,Tuvalu,2020,Tuvalu,13,Otros productos industriales,13.2616174318257
BFA,Burkina Faso,2020,Burkina Faso,1,Productos agropecuarios,4.3633379716954
AND,Andorra,2020,Andorra,9,Piedra y vidrio,9.06591751405063
ATG,Antigua y Barbuda,2020,Antigua and Barbuda,4,Químicos,0.503436039542399
BRB,Barbados,2020,Barbados,4,Químicos,17.5713280973505
BTN,Bhután,2020,Bhutan,1,Productos agropecuarios,1.77075888835036
BWA,Botswana,2020,Botswana,6,Cueros y pieles,0.0148714454080417
SLB,Islas Salomón,2020,Solomon Isds,8,"Textiles, indumentaria y calzado",0.0228627757476103
MMR,Myanmar,2020,Myanmar,6,Cueros y pieles,3.21142938378703
BDI,Burundi,2020,Burundi,10,Metales,4.97392161853382
CMR,Camerún,2020,Cameroon,10,Metales,4.63970427036749
CYM,Islas Caimán,2020,Cayman Isds,9,Piedra y vidrio,2.48490814080787
TCD,Chad,2020,Chad,9,Piedra y vidrio,13.4267560017752
COM,Comoras,2020,Comoros,11,Maquinaria,2.36686584191777
BEN,Benin,2020,Benin,1,Productos agropecuarios,24.6985081173368
ERI,Eritrea,2020,Eritrea,1,Productos agropecuarios,0.121198421327135
FJI,Fiji,2020,Fiji,10,Metales,2.38153597592645
ATF,Tierras Australes Francesas,2020,Fr. South Antarctic Terr.,11,Maquinaria,2.37429535379328
GRD,Granada,2020,Grenada,4,Químicos,6.56501728995212
GIN,Guinea,2020,Guinea,8,"Textiles, indumentaria y calzado",0.0157591305622706
IRN,Irán,2020,Iran,8,"Textiles, indumentaria y calzado",2.28264458073456
PRK,Corea del Norte,2020,Dem. People's Rep. of Korea,11,Maquinaria,32.6088753226438
KWT,Kuwait,2020,Kuwait,11,Maquinaria,0.934604729749029
LAO,Laos,2020,Lao People's Dem. Rep.,11,Maquinaria,6.55553897203469
LSO,Lesotho,2020,Lesotho,13,Otros productos industriales,0.0905803482488195
LBR,Liberia,2020,Liberia,12,Transporte,16.2716333526297
LTU,Lituania,2020,Lithuania,8,"Textiles, indumentaria y calzado",4.26060365914889
MAC,Macao,2020,"China, Macao SAR",10,Metales,5.03947878032103
MYS,Malasia,2020,Malaysia,12,Transporte,1.71971757859211
TWN,Taiwán,2020,"Other Asia, nes",7,Madera,0.597567374938755
MNE,Montenegro,2020,Montenegro,9,Piedra y vidrio,2.376338471568
MOZ,Mozambique,2020,Mozambique,9,Piedra y vidrio,5.47164472582906
VUT,Vanuatu,2020,Vanuatu,11,Maquinaria,0.582615965236705
NZL,Nueva Zelanda,2020,New Zealand,1,Productos agropecuarios,53.8188007191374
KNA,Saint Kitts y Nevis,2020,Saint Kitts and Nevis,12,Transporte,3.15604171698871
SVK,Eslovaquia,2020,Slovakia,8,"Textiles, indumentaria y calzado",3.00007103814757
TUN,Túnez,2020,Tunisia,3,Minerales,6.60080563980277
TCA,Islas Turcas y Caicos,2020,Turks and Caicos Isds,8,"Textiles, indumentaria y calzado",0.889496298287482
EGY,Egipto,2020,Egypt,3,Minerales,22.0941112981986
USA,Estados Unidos,2020,USA,1,Productos agropecuarios,8.67730239736298
URY,Uruguay,2020,Uruguay,11,Maquinaria,1.37169003224574
AND,Andorra,2020,Andorra,8,"Textiles, indumentaria y calzado",7.3947116634887
AGO,Angola,2020,Angola,8,"Textiles, indumentaria y calzado",0.0212060558153395
ARM,Armenia,2020,Armenia,11,Maquinaria,1.5554571795037
BEL,Bélgica,2020,Belgium,13,Otros productos industriales,3.86879815463069
BGR,Bulgaria,2020,Bulgaria,6,Cueros y pieles,0.355474720561375
BDI,Burundi,2020,Burundi,3,Minerales,6.32306489371855
TCD,Chad,2020,Chad,8,"Textiles, indumentaria y calzado",0.357296643790717
COG,Congo,2020,Congo,3,Minerales,52.7088307487621
DMA,Dominica,2020,Dominica,8,"Textiles, indumentaria y calzado",3.02508126064809
GRL,Groenlandia,2020,Greenland,4,Químicos,0.0041394293786648
GUM,Guam,2020,Guam,4,Químicos,8.94617132388167
HKG,Hong Kong,2020,"China, Hong Kong SAR",4,Químicos,2.67845168318248
CIV,Costa de Marfil,2020,Côte d'Ivoire,10,Metales,0.80485437545194
LTU,Lituania,2020,Lithuania,4,Químicos,13.9182332063137
MWI,Malawi,2020,Malawi,1,Productos agropecuarios,25.1632208428425
MYS,Malasia,2020,Malaysia,1,Productos agropecuarios,6.66074252057189
MDV,Maldivas,2020,Maldives,8,"Textiles, indumentaria y calzado",0.151949844888568
MUS,Mauricio,2020,Mauritius,1,Productos agropecuarios,13.3646196475852
MNG,Mongolia,2020,Mongolia,6,Cueros y pieles,0.100488534790359
NLD,Países Bajos,2020,Netherlands,7,Madera,1.83903952909668
NGA,Nigeria,2020,Nigeria,3,Minerales,86.9085726851163
PRY,Paraguay,2020,Paraguay,7,Madera,1.16327710775534
PHL,Filipinas,2020,Philippines,9,Piedra y vidrio,2.72995032562296
PCN,Pitcairn,2020,Pitcairn,2,Alimentos procesados,48.4871352762703
BLM,San Barthélemy,2020,Saint Barthélemy,12,Transporte,0.323048653668833
SAU,Arabia Saudita,2020,Saudi Arabia,8,"Textiles, indumentaria y calzado",0.394430967907557
SRB,Serbia,2020,Serbia,1,Productos agropecuarios,14.5726693253068
IND,India,2020,India,4,Químicos,17.7887602664842
ESP,España,2020,Spain,11,Maquinaria,13.3326513857145
SUR,Suriname,2020,Suriname,10,Metales,0.550258578617455
SYR,Siria,2020,Syria,10,Metales,1.9636146481104
TJK,Tayikistán,2020,Tajikistan,4,Químicos,0.479972007156586
UGA,Uganda,2020,Uganda,7,Madera,1.20015866902196
GBR,Reino Unido,2020,United Kingdom,11,Maquinaria,22.3095834822704
UZB,Uzbekistán,2020,Uzbekistan,3,Minerales,6.49948146703106
AUS,Australia,2020,Australia,1,Productos agropecuarios,9.58003411573722
BHS,Bahamas,2020,Bahamas,10,Metales,10.4888450270348
CMR,Camerún,2020,Cameroon,6,Cueros y pieles,0.0119545737886968
CCK,Islas Cocos,2020,Cocos Isds,8,"Textiles, indumentaria y calzado",9.74787710162425
SLV,El Salvador,2020,El Salvador,10,Metales,4.57065164318029
GEO,Georgia,2020,Georgia,3,Minerales,25.6504127979915
GRD,Granada,2020,Grenada,1,Productos agropecuarios,55.8288079223909
GUY,Guyana,2020,Guyana,1,Productos agropecuarios,12.737551664753
KAZ,Kazajstán,2020,Kazakhstan,1,Productos agropecuarios,5.94191941853247
KOR,Corea del Sur,2020,Rep. of Korea,9,Piedra y vidrio,1.60403553762033
LBN,Líbano,2020,Lebanon,11,Maquinaria,9.32355949989149
LVA,Letonia,2020,Latvia,6,Cueros y pieles,0.185648619298745
MYS,Malasia,2020,Malaysia,13,Otros productos industriales,6.38380050457836
MLT,Malta,2020,Malta,6,Cueros y pieles,0.123548939289896
BES,Bonaire,2020,Bonaire,10,Metales,1.04241290562233
NCL,Nueva Caledonia,2020,New Caledonia,11,Maquinaria,0.651181735780456
PAK,Pakistán,2020,Pakistan,8,"Textiles, indumentaria y calzado",58.1446150689893
PAN,Panamá,2020,Panama,11,Maquinaria,16.1978754501184
PRY,Paraguay,2020,Paraguay,6,Cueros y pieles,0.919574578556621
SAU,Arabia Saudita,2020,Saudi Arabia,3,Minerales,66.7958252539805
UGA,Uganda,2020,Uganda,3,Minerales,2.87480351563261
GBR,Reino Unido,2020,United Kingdom,6,Cueros y pieles,0.366841838755921
VEN,Venezuela,2020,Venezuela,1,Productos agropecuarios,6.4418990958033
WLF,Wallis y Futuna,2020,Wallis and Futuna Isds,10,Metales,2.40248877584675
BHR,Bahrein,2020,Bahrain,9,Piedra y vidrio,2.98318589281776
BEL,Bélgica,2020,Belgium,7,Madera,2.16021973141829
BIH,Bosnia y Herzegovina,2020,Bosnia Herzegovina,4,Químicos,7.07404291551882
BWA,Botswana,2020,Botswana,3,Minerales,1.58072118038442
SLB,Islas Salomón,2020,Solomon Isds,1,Productos agropecuarios,13.3557448761011
BGR,Bulgaria,2020,Bulgaria,9,Piedra y vidrio,3.63019780505103
CAN,Canadá,2020,Canada,9,Piedra y vidrio,5.95892081523426
CUB,Cuba,2020,Cuba,3,Minerales,22.2835370059581
DOM,Rep. Dominicana,2020,Dominican Rep.,3,Minerales,1.28680083092444
GNQ,Guinea Ecuatorial,2020,Equatorial Guinea,10,Metales,0.524915104127922
PSE,Palestina,2020,State of Palestine,13,Otros productos industriales,12.3186155303213
GRL,Groenlandia,2020,Greenland,3,Minerales,0.0185319488314454
ITA,Italia,2020,Italy,13,Otros productos industriales,5.98017676247861
JAM,Jamaica,2020,Jamaica,5,Plásticos y gomas,0.830675184533048
KWT,Kuwait,2020,Kuwait,6,Cueros y pieles,0.0135343743879565
LBN,Líbano,2020,Lebanon,3,Minerales,0.328727782563209
LVA,Letonia,2020,Latvia,1,Productos agropecuarios,14.0446215566109
MDV,Maldivas,2020,Maldives,13,Otros productos industriales,0.769499192023456
MLI,Malí,2020,Mali,13,Otros productos industriales,0.0471352118743477
MAR,Marruecos,2020,Morocco,3,Minerales,5.30799048932578
VUT,Vanuatu,2020,Vanuatu,13,Otros productos industriales,0.252373908656244
NIU,Niue,2020,Niue,8,"Textiles, indumentaria y calzado",0.360506305798924
NFK,Isla Norfolk,2020,Norfolk Isds,1,Productos agropecuarios,23.5480703115512
POL,Polonia,2020,Poland,8,"Textiles, indumentaria y calzado",5.36968620351503
GNB,Guinea-Bissau,2020,Guinea-Bissau,1,Productos agropecuarios,97.781887368832
QAT,Qatar,2020,Qatar,13,Otros productos industriales,0.248101896392461
SAU,Arabia Saudita,2020,Saudi Arabia,7,Madera,0.641879356162451
SDN,Sudán,2020,Sudan,9,Piedra y vidrio,45.3111692129948
SUR,Suriname,2020,Suriname,1,Productos agropecuarios,5.47434543013304
SYR,Siria,2020,Syria,9,Piedra y vidrio,3.32197384759722
TTO,Trinidad y Tobago,2020,Trinidad and Tobago,8,"Textiles, indumentaria y calzado",0.246067817355542
ARE,Emiratos Árabes Unidos,2020,United Arab Emirates,9,Piedra y vidrio,19.4091063634438
UKR,Ucrania,2020,Ukraine,8,"Textiles, indumentaria y calzado",2.01529542956864
URY,Uruguay,2020,Uruguay,3,Minerales,2.96784999243143
ALB,Albania,2020,Albania,13,Otros productos industriales,2.14353177743248
BHR,Bahrein,2020,Bahrain,11,Maquinaria,5.32861018136934
BIH,Bosnia y Herzegovina,2020,Bosnia Herzegovina,7,Madera,9.33256033603808
CHL,Chile,2020,Chile,9,Piedra y vidrio,1.89647855320034
CCK,Islas Cocos,2020,Cocos Isds,7,Madera,0.873562462941449
COL,Colombia,2020,Colombia,7,Madera,1.37963397571456
COK,Islas Cook,2020,Cook Isds,13,Otros productos industriales,1.55805321776608
DOM,Rep. Dominicana,2020,Dominican Rep.,10,Metales,6.80954424921054
ATF,Tierras Australes Francesas,2020,Fr. South Antarctic Terr.,7,Madera,0.0044632072829704
GRC,Grecia,2020,Greece,12,Transporte,1.82796920942302
IRL,Irlanda,2020,Ireland,13,Otros productos industriales,8.10058591754667
ITA,Italia,2020,Italy,7,Madera,2.15622654025732
JAM,Jamaica,2020,Jamaica,3,Minerales,24.4698938474775
LBR,Liberia,2020,Liberia,6,Cueros y pieles,0.0012396930183245
CUW,Curazao,2020,Curaçao,3,Minerales,35.6979656173957
NIC,Nicaragua,2020,Nicaragua,3,Minerales,0.539636263633682
PER,Perú,2020,Peru,4,Químicos,2.03468628174491
PRT,Portugal,2020,Portugal,7,Madera,7.43544462961772
BLM,San Barthélemy,2020,Saint Barthélemy,13,Otros productos industriales,0.158379408161845
LCA,Santa Lucía,2020,Saint Lucia,11,Maquinaria,10.8991342630296
SWZ,Eswatini,2020,Eswatini,4,Químicos,41.3748536704733
SWE,Suecia,2020,Sweden,13,Otros productos industriales,5.33788544758027
CHE,Suiza,2020,Switzerland,4,Químicos,36.1092606105546
ARE,Emiratos Árabes Unidos,2020,United Arab Emirates,3,Minerales,33.172042937411
BFA,Burkina Faso,2020,Burkina Faso,7,Madera,0.0090620153929159
AFG,Afganistán,2020,Afghanistan,1,Productos agropecuarios,56.1464974987181
BHR,Bahrein,2020,Bahrain,12,Transporte,4.8603767022102
BRB,Barbados,2020,Barbados,9,Piedra y vidrio,2.40328975730179
BEL,Bélgica,2020,Belgium,9,Piedra y vidrio,6.51397942815785
CPV,Cabo Verde,2020,Cabo Verde,3,Minerales,0.628588121884606
COG,Congo,2020,Congo,1,Productos agropecuarios,0.445385270224247
COD,Rep. Dem. Congo,2020,Dem. Rep. of the Congo,8,"Textiles, indumentaria y calzado",0.0403721499916021
PYF,Polinesia Francesa,2020,French Polynesia,8,"Textiles, indumentaria y calzado",0.899434929938649
HND,Honduras,2020,Honduras,1,Productos agropecuarios,35.0018998928775
IRN,Irán,2020,Iran,4,Químicos,10.5950394339148
IRL,Irlanda,2020,Ireland,12,Transporte,2.26176178618937
LTU,Lituania,2020,Lithuania,10,Metales,5.94870965862331
LUX,Luxemburgo,2020,Luxembourg,3,Minerales,0.862401797151256
MYS,Malasia,2020,Malaysia,4,Químicos,4.65385095431574
FSM,Micronesia,2020,FS Micronesia,5,Plásticos y gomas,0.0153435894547484
TLS,Timor-Leste,2020,Timor-Leste,10,Metales,0.702607490837731
KNA,Saint Kitts y Nevis,2020,Saint Kitts and Nevis,10,Metales,0.989220627220726
SAU,Arabia Saudita,2020,Saudi Arabia,10,Metales,2.86311358679991
SGP,Singapur,2020,Singapore,13,Otros productos industriales,8.24690270462942
CHE,Suiza,2020,Switzerland,11,Maquinaria,10.8480621680225
MKD,Macedonia del Norte,2020,North Macedonia,1,Productos agropecuarios,3.35825023786613
BGD,Bangladesh,2020,Bangladesh,8,"Textiles, indumentaria y calzado",93.8453376437258
BOL,Bolivia,2020,Bolivia (Plurinational State of),7,Madera,1.00822705252847
DNK,Dinamarca,2020,Denmark,5,Plásticos y gomas,2.94001744235909
GIN,Guinea,2020,Guinea,9,Piedra y vidrio,70.4745978060329
MUS,Mauricio,2020,Mauritius,10,Metales,2.80284177645601
NRU,Nauru,2020,Nauru,8,"Textiles, indumentaria y calzado",0.171489703076207
AIA,Anguila,2020,Anguilla,4,Químicos,73.0624776592246
VNM,Vietnam,2020,Viet Nam,12,Transporte,1.59421414412583
SWZ,Eswatini,2020,Eswatini,13,Otros productos industriales,1.16856661871804
TUR,Turquía,2020,Türkiye,8,"Textiles, indumentaria y calzado",16.6603560469712
MKD,Macedonia del Norte,2020,North Macedonia,12,Transporte,7.07222052630366
WLF,Wallis y Futuna,2020,Wallis and Futuna Isds,1,Productos agropecuarios,0.569482782698611
ALB,Albania,2020,Albania,11,Maquinaria,5.72626860405039
IOT,Territorio Británico del Océano Índico,2020,Br. Indian Ocean Terr.,12,Transporte,0.784782401698022
MMR,Myanmar,2020,Myanmar,13,Otros productos industriales,1.12879191275331
COK,Islas Cook,2020,Cook Isds,9,Piedra y vidrio,0.618021378529518
CYP,Chipre,2020,Cyprus,10,Metales,3.03138466827166
ECU,Ecuador,2020,Ecuador,3,Minerales,30.556271690332
FLK,Islas Malvinas,2020,Falkland Isds (Malvinas),8,"Textiles, indumentaria y calzado",1.37040018691283
FRA,Francia,2020,France,11,Maquinaria,19.2437417991368
DJI,Djibouti,2020,Djibouti,13,Otros productos industriales,0.220465600770117
GEO,Georgia,2020,Georgia,4,Químicos,10.0345240525411
GMB,Gambia,2020,Gambia,13,Otros productos industriales,0.119890339397647
GUY,Guyana,2020,Guyana,3,Minerales,47.5230244299599
HKG,Hong Kong,2020,"China, Hong Kong SAR",10,Metales,2.79130970622121
KEN,Kenia,2020,Kenya,10,Metales,4.1319504503343
PRK,Corea del Norte,2020,Dem. People's Rep. of Korea,4,Químicos,12.5723298679358
KGZ,Kirguistán,2020,Kyrgyzstan,10,Metales,3.00080367284828
LBY,Libia,2020,Libya,5,Plásticos y gomas,0.0086767959679466
TWN,Taiwán,2020,"Other Asia, nes",11,Maquinaria,64.681909018377
NAM,Namibia,2020,Namibia,10,Metales,12.5687779784841
SXM,San Martín (parte holandesa),2020,Saint Maarten,5,Plásticos y gomas,4.04978610865864
NER,Níger,2020,Niger,12,Transporte,1.08406891979828
PCN,Pitcairn,2020,Pitcairn,6,Cueros y pieles,0.0161657387868639
IND,India,2020,India,8,"Textiles, indumentaria y calzado",11.1945746453415
TZA,Tanzanía,2020,United Rep. of Tanzania,3,Minerales,8.59636562776349
USA,Estados Unidos,2020,USA,6,Cueros y pieles,0.197159190815971
VEN,Venezuela,2020,Venezuela,9,Piedra y vidrio,0.588074708209017
WSM,Samoa,2020,Samoa,12,Transporte,37.7359037610497
AZE,Azerbaiyán,2020,Azerbaijan,1,Productos agropecuarios,4.88915185743226
BHS,Bahamas,2020,Bahamas,7,Madera,0.0375699419594827
CMR,Camerún,2020,Cameroon,3,Minerales,47.1579696909744
CPV,Cabo Verde,2020,Cabo Verde,8,"Textiles, indumentaria y calzado",8.17237042884422
CAF,Rep. Centroafricana,2020,Central African Rep.,11,Maquinaria,2.91376761618381
COG,Congo,2020,Congo,4,Químicos,0.0545476719994011
IRQ,Iraq,2020,Iraq,11,Maquinaria,0.0832703428687408
KEN,Kenia,2020,Kenya,4,Químicos,7.20878449773139
PRK,Corea del Norte,2020,Dem. People's Rep. of Korea,1,Productos agropecuarios,3.74018562139366
LVA,Letonia,2020,Latvia,2,Alimentos procesados,7.93480259987334
LTU,Lituania,2020,Lithuania,3,Minerales,7.44564585445746
LUX,Luxemburgo,2020,Luxembourg,11,Maquinaria,17.2613259402582
MOZ,Mozambique,2020,Mozambique,8,"Textiles, indumentaria y calzado",1.51108115760247
PLW,Palau,2020,Palau,6,Cueros y pieles,0.004506017798091
PNG,Papúa Nueva Guinea,2020,Papua New Guinea,6,Cueros y pieles,0.0353524779891379
PHL,Filipinas,2020,Philippines,11,Maquinaria,65.1551486308272
SMR,San Marino,2020,San Marino,7,Madera,0.704442238180801
TJK,Tayikistán,2020,Tajikistan,10,Metales,17.8000373260325
TUR,Turquía,2020,Türkiye,3,Minerales,5.56709924120173
TZA,Tanzanía,2020,United Rep. of Tanzania,2,Alimentos procesados,4.13447710380977
BFA,Burkina Faso,2020,Burkina Faso,9,Piedra y vidrio,87.952957088991
URY,Uruguay,2020,Uruguay,7,Madera,20.1632998256952
DZA,Argelia,2020,Algeria,10,Metales,0.315932068639667
BHS,Bahamas,2020,Bahamas,8,"Textiles, indumentaria y calzado",2.57170890250326
BGD,Bangladesh,2020,Bangladesh,9,Piedra y vidrio,0.143438763987048
CCK,Islas Cocos,2020,Cocos Isds,12,Transporte,4.62575909807069
CZE,Chequia,2020,Czechia,4,Químicos,5.18052608048297
ETH,Etiopía,2020,Ethiopia,13,Otros productos industriales,1.0708086787596
PYF,Polinesia Francesa,2020,French Polynesia,10,Metales,1.5518138233267
GIN,Guinea,2020,Guinea,4,Químicos,1.03618697334112
JOR,Jordania,2020,Jordan,10,Metales,3.62354943834299
MUS,Mauricio,2020,Mauritius,7,Madera,1.03694154421462
PLW,Palau,2020,Palau,4,Químicos,0.0186731792838813
PCN,Pitcairn,2020,Pitcairn,11,Maquinaria,12.7931480310022
AIA,Anguila,2020,Anguilla,12,Transporte,7.21310755604887
VCT,San Vicente y las Granadinas,2020,Saint Vincent and the Grenadines,9,Piedra y vidrio,0.240291282338011
SGP,Singapur,2020,Singapore,7,Madera,0.848492158959379
SWE,Suecia,2020,Sweden,7,Madera,10.6259906024714
TTO,Trinidad y Tobago,2020,Trinidad and Tobago,1,Productos agropecuarios,0.99020349139512
TUV,Tuvalu,2020,Tuvalu,10,Metales,0.277355504552206
UGA,Uganda,2020,Uganda,8,"Textiles, indumentaria y calzado",1.34959732127096
AGO,Angola,2020,Angola,4,Químicos,0.0413216127242118
BHR,Bahrein,2020,Bahrain,7,Madera,1.05354051254402
BGD,Bangladesh,2020,Bangladesh,7,Madera,0.146847834999891
BEL,Bélgica,2020,Belgium,4,Químicos,27.5801774719414
BEN,Benin,2020,Benin,4,Químicos,0.631843538117089
