geocodigoFundar,geonombreFundar,anio,country_name_abbreviation,sector_bp,sector_bp_name,export_value_pc
VGB,Islas Vírgenes Británicas,2020,Br. Virgin Isds,2,Alimentos procesados,0.060214929009538
LSO,Lesotho,2020,Lesotho,5,Plásticos y gomas,0.225205972961679
SSD,Sudán del Sur,2020,South Sudan,6,Cueros y pieles,2.21789775998175e-06
ARE,Emiratos Árabes Unidos,2020,United Arab Emirates,5,Plásticos y gomas,3.98824599811154
AIA,Anguila,2020,Anguilla,3,Minerales,0.0041468762895773
FRA,Francia,2020,France,6,Cueros y pieles,1.92435998410249
DZA,Argelia,2020,Algeria,8,"Textiles, indumentaria y calzado",0.124283362647595
ASM,Samoa Americana,2020,American Samoa,13,Otros productos industriales,3.41867238528199
AND,Andorra,2020,Andorra,11,Maquinaria,23.5524015844089
BHR,Bahrein,2020,Bahrain,3,Minerales,35.9672808366611
ARM,Armenia,2020,Armenia,2,Alimentos procesados,18.2914907818214
BIH,Bosnia y Herzegovina,2020,Bosnia Herzegovina,3,Minerales,8.74158985238908
BWA,Botswana,2020,Botswana,10,Metales,0.530511411457605
IOT,Territorio Británico del Océano Índico,2020,Br. Indian Ocean Terr.,11,Maquinaria,6.7641835571183
VGB,Islas Vírgenes Británicas,2020,Br. Virgin Isds,9,Piedra y vidrio,0.521012812785837
BRN,Brunei,2020,Brunei Darussalam,1,Productos agropecuarios,0.128077632107789
MMR,Myanmar,2020,Myanmar,1,Productos agropecuarios,20.8946609557269
BLR,Belarús,2020,Belarus,12,Transporte,9.06707546134293
KHM,Camboya,2020,Cambodia,1,Productos agropecuarios,5.8762817139868
CMR,Camerún,2020,Cameroon,8,"Textiles, indumentaria y calzado",4.77208409860364
TCD,Chad,2020,Chad,1,Productos agropecuarios,5.86563197009784
CYP,Chipre,2020,Cyprus,4,Químicos,15.5270411114001
DMA,Dominica,2020,Dominica,12,Transporte,2.12616755999397
SLV,El Salvador,2020,El Salvador,8,"Textiles, indumentaria y calzado",39.4667412731024
FLK,Islas Malvinas,2020,Falkland Isds (Malvinas),13,Otros productos industriales,0.09077860866423
FIN,Finlandia,2020,Finland,8,"Textiles, indumentaria y calzado",1.06028526666545
GAB,Gabón,2020,Gabon,7,Madera,9.49330477314886
GEO,Georgia,2020,Georgia,9,Piedra y vidrio,5.88832132166008
KIR,Kiribati,2020,Kiribati,10,Metales,0.0785971862895857
HTI,Haití,2020,Haiti,13,Otros productos industriales,0.61546590368866
HKG,Hong Kong,2020,"China, Hong Kong SAR",11,Maquinaria,36.3035528873288
ISL,Islandia,2020,Iceland,7,Madera,0.0743361397565148
IDN,Indonesia,2020,Indonesia,7,Madera,6.77352445139126
JAM,Jamaica,2020,Jamaica,10,Metales,1.89232429442666
LSO,Lesotho,2020,Lesotho,4,Químicos,0.334815485725985
MAC,Macao,2020,"China, Macao SAR",1,Productos agropecuarios,1.44995624204234
MWI,Malawi,2020,Malawi,6,Cueros y pieles,0.068575268216965
MDV,Maldivas,2020,Maldives,1,Productos agropecuarios,70.5765550808144
MLT,Malta,2020,Malta,10,Metales,1.24104264480042
MEX,México,2020,Mexico,3,Minerales,6.54162277416422
TWN,Taiwán,2020,"Other Asia, nes",6,Cueros y pieles,0.120971333544461
MNE,Montenegro,2020,Montenegro,3,Minerales,21.6970268970383
MSR,Montserrat,2020,Montserrat,3,Minerales,45.4260015652682
NAM,Namibia,2020,Namibia,4,Químicos,14.2673755074583
NLD,Países Bajos,2020,Netherlands,6,Cueros y pieles,0.404476650279946
SXM,San Martín (parte holandesa),2020,Saint Maarten,10,Metales,24.2581608801049
NZL,Nueva Zelanda,2020,New Zealand,11,Maquinaria,5.14418027840706
NER,Níger,2020,Niger,8,"Textiles, indumentaria y calzado",0.346762487108027
NGA,Nigeria,2020,Nigeria,9,Piedra y vidrio,0.998465004015464
PHL,Filipinas,2020,Philippines,1,Productos agropecuarios,5.41210583490822
PRT,Portugal,2020,Portugal,12,Transporte,14.8970631829948
TLS,Timor-Leste,2020,Timor-Leste,4,Químicos,0.0620419052029816
SHN,Santa Elena,2020,Saint Helena,4,Químicos,2.78193844274848
SAU,Arabia Saudita,2020,Saudi Arabia,12,Transporte,2.80191321352325
SEN,Senegal,2020,Senegal,9,Piedra y vidrio,18.8932178539095
SVK,Eslovaquia,2020,Slovakia,4,Químicos,2.67411416528995
ZWE,Zimbabwe,2020,Zimbabwe,8,"Textiles, indumentaria y calzado",0.770788863981176
SWZ,Eswatini,2020,Eswatini,10,Metales,0.808783549103823
CHE,Suiza,2020,Switzerland,7,Madera,0.795881514888895
THA,Tailandia,2020,Thailand,10,Metales,4.51224343911543
TUN,Túnez,2020,Tunisia,8,"Textiles, indumentaria y calzado",23.1937628823014
UKR,Ucrania,2020,Ukraine,10,Metales,19.0157905045718
TZA,Tanzanía,2020,United Rep. of Tanzania,8,"Textiles, indumentaria y calzado",3.96863056727543
BFA,Burkina Faso,2020,Burkina Faso,5,Plásticos y gomas,0.023708782675804
UZB,Uzbekistán,2020,Uzbekistan,11,Maquinaria,1.73984797876983
YEM,Yemen,2020,Yemen,12,Transporte,0.773749432742513
ALB,Albania,2020,Albania,9,Piedra y vidrio,1.4475725381209
BHR,Bahrein,2020,Bahrain,8,"Textiles, indumentaria y calzado",2.58181787359406
BRB,Barbados,2020,Barbados,1,Productos agropecuarios,5.87055405862284
BOL,Bolivia,2020,Bolivia (Plurinational State of),1,Productos agropecuarios,19.639162958747
BWA,Botswana,2020,Botswana,1,Productos agropecuarios,1.98040329059274
BLZ,Belice,2020,Belize,10,Metales,1.04297799112363
BRN,Brunei,2020,Brunei Darussalam,12,Transporte,0.291267042506455
MMR,Myanmar,2020,Myanmar,12,Transporte,0.392506821558934
CYM,Islas Caimán,2020,Cayman Isds,11,Maquinaria,0.986405687997648
CHL,Chile,2020,Chile,1,Productos agropecuarios,20.1982606122078
CZE,Chequia,2020,Czechia,10,Metales,7.81023128883512
BEN,Benin,2020,Benin,8,"Textiles, indumentaria y calzado",39.0623949325096
DOM,Rep. Dominicana,2020,Dominican Rep.,4,Químicos,4.98591724125176
FRA,Francia,2020,France,9,Piedra y vidrio,2.73381130984431
PYF,Polinesia Francesa,2020,French Polynesia,9,Piedra y vidrio,37.5699681134754
DJI,Djibouti,2020,Djibouti,6,Cueros y pieles,0.284777184390773
GAB,Gabón,2020,Gabon,3,Minerales,61.0744314540602
GIB,Gibraltar,2020,Gibraltar,11,Maquinaria,1.63507469427329
GTM,Guatemala,2020,Guatemala,1,Productos agropecuarios,38.8891066597159
HND,Honduras,2020,Honduras,7,Madera,1.88311040809546
HUN,Hungría,2020,Hungary,10,Metales,4.34933559295592
ISL,Islandia,2020,Iceland,3,Minerales,1.16171766226798
IRQ,Iraq,2020,Iraq,9,Piedra y vidrio,13.1295320558535
KAZ,Kazajstán,2020,Kazakhstan,7,Madera,0.106545564594306
KEN,Kenia,2020,Kenya,1,Productos agropecuarios,46.671778787415
PRK,Corea del Norte,2020,Dem. People's Rep. of Korea,8,"Textiles, indumentaria y calzado",3.10452347495539
LTU,Lituania,2020,Lithuania,11,Maquinaria,15.2168354493009
MLI,Malí,2020,Mali,4,Químicos,0.898550297907509
MDA,Moldavia,2020,Rep. of Moldova,1,Productos agropecuarios,27.0933529134585
MAR,Marruecos,2020,Morocco,1,Productos agropecuarios,15.6351282151764
OMN,Omán,2020,Oman,13,Otros productos industriales,0.700743632655066
NGA,Nigeria,2020,Nigeria,1,Productos agropecuarios,2.31871083233897
PAN,Panamá,2020,Panama,6,Cueros y pieles,0.615782097989694
POL,Polonia,2020,Poland,9,Piedra y vidrio,2.8867882093437
RWA,Ruanda,2020,Rwanda,3,Minerales,14.7632762796331
SPM,San Pedro y Miquelón,2020,Saint Pierre and Miquelon,10,Metales,0.134154412038081
SAU,Arabia Saudita,2020,Saudi Arabia,2,Alimentos procesados,0.914748920246342
SDN,Sudán,2020,Sudan,1,Productos agropecuarios,41.3308034583138
SWZ,Eswatini,2020,Eswatini,5,Plásticos y gomas,0.537667744554691
TJK,Tayikistán,2020,Tajikistan,7,Madera,0.110239088779035
TKL,Tokelau,2020,Tokelau,5,Plásticos y gomas,1.19299162150605
TUN,Túnez,2020,Tunisia,1,Productos agropecuarios,10.7455693301357
TUR,Turquía,2020,Türkiye,4,Químicos,5.1974969787817
WSM,Samoa,2020,Samoa,13,Otros productos industriales,1.57290638921341
AUS,Australia,2020,Australia,4,Químicos,4.73237078259922
AUT,Austria,2020,Austria,7,Madera,6.49758423951303
ARM,Armenia,2020,Armenia,4,Químicos,0.978972436016605
BOL,Bolivia,2020,Bolivia (Plurinational State of),6,Cueros y pieles,0.189704712227535
BIH,Bosnia y Herzegovina,2020,Bosnia Herzegovina,6,Cueros y pieles,0.871611986939392
BGR,Bulgaria,2020,Bulgaria,12,Transporte,4.52291586172177
CAN,Canadá,2020,Canada,8,"Textiles, indumentaria y calzado",0.759238847186754
CXR,Isla Christmas,2020,Christmas Isds,13,Otros productos industriales,2.21345430056985
CRI,Costa Rica,2020,Costa Rica,1,Productos agropecuarios,27.4827218499942
DJI,Djibouti,2020,Djibouti,1,Productos agropecuarios,48.7538657107169
KIR,Kiribati,2020,Kiribati,1,Productos agropecuarios,97.2133835592419
GRC,Grecia,2020,Greece,11,Maquinaria,9.11046589024841
HTI,Haití,2020,Haiti,8,"Textiles, indumentaria y calzado",85.6646957766201
HKG,Hong Kong,2020,"China, Hong Kong SAR",13,Otros productos industriales,6.85043223835932
ISR,Israel,2020,Israel,8,"Textiles, indumentaria y calzado",2.24867042452606
ITA,Italia,2020,Italy,12,Transporte,9.9201161021435
KAZ,Kazajstán,2020,Kazakhstan,6,Cueros y pieles,0.0111312358810854
KGZ,Kirguistán,2020,Kyrgyzstan,11,Maquinaria,2.23930678160086
NAM,Namibia,2020,Namibia,8,"Textiles, indumentaria y calzado",0.1217359624059
NPL,Nepal,2020,Nepal,8,"Textiles, indumentaria y calzado",32.631339763202
CUW,Curazao,2020,Curaçao,8,"Textiles, indumentaria y calzado",4.42021619104872
SXM,San Martín (parte holandesa),2020,Saint Maarten,11,Maquinaria,14.6497352019084
MNP,Islas Marianas,2020,N. Mariana Isds,10,Metales,19.0424524537804
PNG,Papúa Nueva Guinea,2020,Papua New Guinea,8,"Textiles, indumentaria y calzado",0.0051030553128043
PHL,Filipinas,2020,Philippines,13,Otros productos industriales,5.38067914689415
PCN,Pitcairn,2020,Pitcairn,8,"Textiles, indumentaria y calzado",3.0933447201581
TLS,Timor-Leste,2020,Timor-Leste,1,Productos agropecuarios,12.1372799505607
VCT,San Vicente y las Granadinas,2020,Saint Vincent and the Grenadines,11,Maquinaria,2.95980892835227
SMR,San Marino,2020,San Marino,2,Alimentos procesados,11.8879365275226
STP,Santo Tomé y Príncipe,2020,Sao Tome and Principe,10,Metales,3.9921066349844
SYC,Seychelles,2020,Seychelles,10,Metales,0.653314173672219
SLE,Sierra Leona,2020,Sierra Leone,4,Químicos,1.21682758947763
IND,India,2020,India,6,Cueros y pieles,0.853119493492271
VNM,Vietnam,2020,Viet Nam,1,Productos agropecuarios,6.77317888107
ZWE,Zimbabwe,2020,Zimbabwe,9,Piedra y vidrio,59.2219216252338
SUR,Suriname,2020,Suriname,2,Alimentos procesados,2.76843245309565
TON,Tonga,2020,Tonga,13,Otros productos industriales,3.86173588482183
TKM,Turkmenistán,2020,Turkmenistan,8,"Textiles, indumentaria y calzado",2.70799565275883
TUV,Tuvalu,2020,Tuvalu,11,Maquinaria,1.85574872489611
UKR,Ucrania,2020,Ukraine,1,Productos agropecuarios,41.1581998023429
UZB,Uzbekistán,2020,Uzbekistan,9,Piedra y vidrio,48.4333693790171
ZMB,Zambia,2020,Zambia,1,Productos agropecuarios,2.64265956604413
ALB,Albania,2020,Albania,1,Productos agropecuarios,8.61219483656669
DZA,Argelia,2020,Algeria,9,Piedra y vidrio,0.120615208986369
BIH,Bosnia y Herzegovina,2020,Bosnia Herzegovina,8,"Textiles, indumentaria y calzado",13.7953007577369
BRA,Brasil,2020,Brazil,12,Transporte,4.78312575909139
BLR,Belarús,2020,Belarus,7,Madera,6.96428878932331
COL,Colombia,2020,Colombia,8,"Textiles, indumentaria y calzado",1.93754504187455
CUB,Cuba,2020,Cuba,9,Piedra y vidrio,0.326486903456095
SLV,El Salvador,2020,El Salvador,3,Minerales,3.15735509408097
EST,Estonia,2020,Estonia,8,"Textiles, indumentaria y calzado",3.10244888055928
FIN,Finlandia,2020,Finland,11,Maquinaria,23.5745064171587
FRA,Francia,2020,France,7,Madera,2.21034623629097
GUY,Guyana,2020,Guyana,6,Cueros y pieles,0.0007206351623911
IRN,Irán,2020,Iran,11,Maquinaria,2.06137843566434
ITA,Italia,2020,Italy,11,Maquinaria,24.9451190845387
KAZ,Kazajstán,2020,Kazakhstan,3,Minerales,65.0089496258093
LAO,Laos,2020,Lao People's Dem. Rep.,3,Minerales,33.6389903185542
LSO,Lesotho,2020,Lesotho,11,Maquinaria,5.18085769425897
MAC,Macao,2020,"China, Macao SAR",4,Químicos,6.38322283223757
MAR,Marruecos,2020,Morocco,11,Maquinaria,18.4665376304904
NPL,Nepal,2020,Nepal,1,Productos agropecuarios,44.425339778391
ABW,Aruba,2020,Aruba,4,Químicos,4.20046764183874
NCL,Nueva Caledonia,2020,New Caledonia,4,Químicos,0.899011119150173
NIU,Niue,2020,Niue,13,Otros productos industriales,0.238527636952513
NFK,Isla Norfolk,2020,Norfolk Isds,11,Maquinaria,4.36179572465648
NOR,Noruega,2020,Norway,11,Maquinaria,7.22953793261851
SVN,Eslovenia,2020,Slovenia,11,Maquinaria,21.6771286447912
SWZ,Eswatini,2020,Eswatini,11,Maquinaria,4.48308573987896
TKL,Tokelau,2020,Tokelau,10,Metales,5.34241660155033
TTO,Trinidad y Tobago,2020,Trinidad and Tobago,11,Maquinaria,3.87099601736116
TZA,Tanzanía,2020,United Rep. of Tanzania,10,Metales,6.90181223410029
WLF,Wallis y Futuna,2020,Wallis and Futuna Isds,4,Químicos,1.70904261166955
AFG,Afganistán,2020,Afghanistan,9,Piedra y vidrio,30.7599387321513
BGD,Bangladesh,2020,Bangladesh,13,Otros productos industriales,0.654342234370979
BTN,Bhután,2020,Bhutan,4,Químicos,3.24777071507236
BIH,Bosnia y Herzegovina,2020,Bosnia Herzegovina,2,Alimentos procesados,2.89688518357341
BRA,Brasil,2020,Brazil,10,Metales,5.91708881883804
MMR,Myanmar,2020,Myanmar,9,Piedra y vidrio,1.11972737470247
CXR,Isla Christmas,2020,Christmas Isds,6,Cueros y pieles,0.0375208097603331
COM,Comoras,2020,Comoros,1,Productos agropecuarios,46.2974648608608
BEN,Benin,2020,Benin,9,Piedra y vidrio,20.0978623765037
ECU,Ecuador,2020,Ecuador,9,Piedra y vidrio,2.15907066197643
GNQ,Guinea Ecuatorial,2020,Equatorial Guinea,7,Madera,2.83471555124325
EST,Estonia,2020,Estonia,1,Productos agropecuarios,7.18739939106602
ATF,Tierras Australes Francesas,2020,Fr. South Antarctic Terr.,12,Transporte,8.69286385523752
PSE,Palestina,2020,State of Palestine,3,Minerales,3.8269890028355
GRL,Groenlandia,2020,Greenland,9,Piedra y vidrio,0.144737276259117
ISL,Islandia,2020,Iceland,8,"Textiles, indumentaria y calzado",0.419364565551111
IRL,Irlanda,2020,Ireland,10,Metales,0.644614580725944
MAC,Macao,2020,"China, Macao SAR",11,Maquinaria,25.6140450482216
MWI,Malawi,2020,Malawi,5,Plásticos y gomas,1.08416463797138
MAR,Marruecos,2020,Morocco,9,Piedra y vidrio,1.27803243214204
ABW,Aruba,2020,Aruba,11,Maquinaria,3.85935280417641
NZL,Nueva Zelanda,2020,New Zealand,10,Metales,3.4145524280193
NER,Níger,2020,Niger,9,Piedra y vidrio,66.8105523944802
PLW,Palau,2020,Palau,10,Metales,4.52703078561175
POL,Polonia,2020,Poland,3,Minerales,1.74407774686975
RUS,Rusia,2020,Russian Federation,11,Maquinaria,3.84610187768385
BLM,San Barthélemy,2020,Saint Barthélemy,1,Productos agropecuarios,0.294087222736936
SPM,San Pedro y Miquelón,2020,Saint Pierre and Miquelon,5,Plásticos y gomas,1.0167231375154
SMR,San Marino,2020,San Marino,8,"Textiles, indumentaria y calzado",10.4719139996282
SVK,Eslovaquia,2020,Slovakia,9,Piedra y vidrio,1.30972426451581
VNM,Vietnam,2020,Viet Nam,3,Minerales,1.73561252968509
THA,Tailandia,2020,Thailand,6,Cueros y pieles,0.444226512598935
ARE,Emiratos Árabes Unidos,2020,United Arab Emirates,6,Cueros y pieles,0.105581956299268
TUR,Turquía,2020,Türkiye,13,Otros productos industriales,3.49754554705174
EGY,Egipto,2020,Egypt,8,"Textiles, indumentaria y calzado",10.8774550972677
WSM,Samoa,2020,Samoa,11,Maquinaria,24.4245349260799
ZMB,Zambia,2020,Zambia,4,Químicos,2.82071403832338
AFG,Afganistán,2020,Afghanistan,11,Maquinaria,0.425727413698016
BMU,Bermuda,2020,Bermuda,9,Piedra y vidrio,0.190050292577688
BOL,Bolivia,2020,Bolivia (Plurinational State of),10,Metales,4.08438910614744
BDI,Burundi,2020,Burundi,6,Cueros y pieles,0.808302985313329
LKA,Sri Lanka,2020,Sri Lanka,13,Otros productos industriales,2.60612073657756
TCD,Chad,2020,Chad,5,Plásticos y gomas,0.099315966465338
CHN,China,2020,China,8,"Textiles, indumentaria y calzado",12.4719563136094
COG,Congo,2020,Congo,11,Maquinaria,0.616037979107852
SLV,El Salvador,2020,El Salvador,1,Productos agropecuarios,6.50175691408889
GEO,Georgia,2020,Georgia,7,Madera,1.37815002184348
GHA,Ghana,2020,Ghana,7,Madera,1.50574811651539
GUM,Guam,2020,Guam,13,Otros productos industriales,27.8468044625988
HND,Honduras,2020,Honduras,3,Minerales,2.40177858803597
IRQ,Iraq,2020,Iraq,6,Cueros y pieles,0.0225577069049953
KGZ,Kirguistán,2020,Kyrgyzstan,8,"Textiles, indumentaria y calzado",3.42999442903128
LBR,Liberia,2020,Liberia,5,Plásticos y gomas,10.9327263644185
MEX,México,2020,Mexico,8,"Textiles, indumentaria y calzado",1.59515019346861
BES,Bonaire,2020,Bonaire,13,Otros productos industriales,20.8061370691714
NER,Níger,2020,Niger,10,Metales,0.185044085803985
PER,Perú,2020,Peru,1,Productos agropecuarios,22.3076279885726
PCN,Pitcairn,2020,Pitcairn,1,Productos agropecuarios,21.9958098693095
PRT,Portugal,2020,Portugal,9,Piedra y vidrio,3.56125659954199
RWA,Ruanda,2020,Rwanda,10,Metales,2.25764968018352
KNA,Saint Kitts y Nevis,2020,Saint Kitts and Nevis,8,"Textiles, indumentaria y calzado",0.924605764702244
SOM,Somalia,2020,Somalia,3,Minerales,0.159814055919936
ZAF,Sudáfrica,2020,South Africa,1,Productos agropecuarios,7.25587790269089
ZWE,Zimbabwe,2020,Zimbabwe,11,Maquinaria,0.573640934090516
SWE,Suecia,2020,Sweden,3,Minerales,7.002534835571
USA,Estados Unidos,2020,USA,12,Transporte,10.9319543334397
VEN,Venezuela,2020,Venezuela,3,Minerales,70.7481402556532
ATG,Antigua y Barbuda,2020,Antigua and Barbuda,12,Transporte,48.3814751608939
BRA,Brasil,2020,Brazil,9,Piedra y vidrio,3.37996745829177
BLZ,Belice,2020,Belize,8,"Textiles, indumentaria y calzado",0.526166028452972
CAN,Canadá,2020,Canada,1,Productos agropecuarios,11.6675058387173
CHN,China,2020,China,11,Maquinaria,47.0671351095439
HRV,Croacia,2020,Croatia,6,Cueros y pieles,1.17980053880622
CYP,Chipre,2020,Cyprus,3,Minerales,16.6222935025071
GEO,Georgia,2020,Georgia,1,Productos agropecuarios,9.51778594327934
HND,Honduras,2020,Honduras,9,Piedra y vidrio,2.1903660569484
ISL,Islandia,2020,Iceland,6,Cueros y pieles,0.131237819705771
MRT,Mauritania,2020,Mauritania,4,Químicos,1.02840868288606
MNE,Montenegro,2020,Montenegro,13,Otros productos industriales,4.10323768207316
OMN,Omán,2020,Oman,9,Piedra y vidrio,1.43159631604744
VUT,Vanuatu,2020,Vanuatu,9,Piedra y vidrio,0.0196779426542484
NER,Níger,2020,Niger,3,Minerales,12.0969995486826
NGA,Nigeria,2020,Nigeria,4,Químicos,0.4677143138357
MHL,Islas Marshall,2020,Marshall Isds,4,Químicos,0.0691012256097282
PHL,Filipinas,2020,Philippines,3,Minerales,3.88974627381465
RWA,Ruanda,2020,Rwanda,8,"Textiles, indumentaria y calzado",2.55573678324268
SEN,Senegal,2020,Senegal,8,"Textiles, indumentaria y calzado",3.44319669963597
SLE,Sierra Leona,2020,Sierra Leone,11,Maquinaria,4.40178394128056
THA,Tailandia,2020,Thailand,3,Minerales,2.82181224801786
TUR,Turquía,2020,Türkiye,1,Productos agropecuarios,7.56017937123047
MKD,Macedonia del Norte,2020,North Macedonia,4,Químicos,21.6642129064979
GBR,Reino Unido,2020,United Kingdom,7,Madera,1.92902443932423
BRA,Brasil,2020,Brazil,6,Cueros y pieles,0.506735414960698
SLB,Islas Salomón,2020,Solomon Isds,9,Piedra y vidrio,0.216249161970694
VGB,Islas Vírgenes Británicas,2020,Br. Virgin Isds,13,Otros productos industriales,0.547435349146033
LKA,Sri Lanka,2020,Sri Lanka,8,"Textiles, indumentaria y calzado",44.5711515797474
DMA,Dominica,2020,Dominica,9,Piedra y vidrio,2.3033911912999
GNQ,Guinea Ecuatorial,2020,Equatorial Guinea,5,Plásticos y gomas,0.00348216860973
PSE,Palestina,2020,State of Palestine,4,Químicos,4.56207911461162
GHA,Ghana,2020,Ghana,11,Maquinaria,0.522464623412819
GRL,Groenlandia,2020,Greenland,10,Metales,0.0791548454019102
GRD,Granada,2020,Grenada,13,Otros productos industriales,1.29412472787742
JAM,Jamaica,2020,Jamaica,8,"Textiles, indumentaria y calzado",0.281219163815887
KAZ,Kazajstán,2020,Kazakhstan,8,"Textiles, indumentaria y calzado",0.342368551490111
KWT,Kuwait,2020,Kuwait,1,Productos agropecuarios,0.556612214313715
MLI,Malí,2020,Mali,9,Piedra y vidrio,93.558025411487
MLT,Malta,2020,Malta,11,Maquinaria,28.7975338877979
TWN,Taiwán,2020,"Other Asia, nes",4,Químicos,4.67477180452422
MNE,Montenegro,2020,Montenegro,2,Alimentos procesados,6.0875690226748
NCL,Nueva Caledonia,2020,New Caledonia,3,Minerales,30.2041832419885
VUT,Vanuatu,2020,Vanuatu,1,Productos agropecuarios,75.6217088834716
NIC,Nicaragua,2020,Nicaragua,8,"Textiles, indumentaria y calzado",24.9703170667652
VNM,Vietnam,2020,Viet Nam,11,Maquinaria,46.5929398901725
ESP,España,2020,Spain,7,Madera,2.58255583984583
SSD,Sudán del Sur,2020,South Sudan,13,Otros productos industriales,0.005403849526465
TUR,Turquía,2020,Türkiye,6,Cueros y pieles,0.335846636899413
TKM,Turkmenistán,2020,Turkmenistan,1,Productos agropecuarios,0.670997491280649
TCA,Islas Turcas y Caicos,2020,Turks and Caicos Isds,4,Químicos,1.03905074078665
UKR,Ucrania,2020,Ukraine,13,Otros productos industriales,2.08758715027902
AUT,Austria,2020,Austria,3,Minerales,2.35522455216138
ARM,Armenia,2020,Armenia,7,Madera,0.146362385563772
BTN,Bhután,2020,Bhutan,2,Alimentos procesados,3.23878480902059
BGR,Bulgaria,2020,Bulgaria,11,Maquinaria,19.7710286738182
CAN,Canadá,2020,Canada,12,Transporte,15.2975109492596
CXR,Isla Christmas,2020,Christmas Isds,4,Químicos,65.6196163825372
COL,Colombia,2020,Colombia,9,Piedra y vidrio,8.42108229509207
COM,Comoras,2020,Comoros,4,Químicos,14.8831477861219
CYP,Chipre,2020,Cyprus,11,Maquinaria,8.01030297381376
ECU,Ecuador,2020,Ecuador,5,Plásticos y gomas,0.772023419913858
ETH,Etiopía,2020,Ethiopia,10,Metales,0.226244032909553
FJI,Fiji,2020,Fiji,7,Madera,8.34208352855918
KIR,Kiribati,2020,Kiribati,7,Madera,0.216197124698737
GUM,Guam,2020,Guam,1,Productos agropecuarios,2.88062809845463
HND,Honduras,2020,Honduras,6,Cueros y pieles,0.0389513020100776
JAM,Jamaica,2020,Jamaica,1,Productos agropecuarios,9.22437577492459
LSO,Lesotho,2020,Lesotho,9,Piedra y vidrio,38.7106943494743
LVA,Letonia,2020,Latvia,4,Químicos,8.13576643608324
LUX,Luxemburgo,2020,Luxembourg,7,Madera,4.61940643425203
MYS,Malasia,2020,Malaysia,7,Madera,1.64507682810889
MAR,Marruecos,2020,Morocco,10,Metales,2.04273579675204
BES,Bonaire,2020,Bonaire,12,Transporte,3.12899796619242
NGA,Nigeria,2020,Nigeria,8,"Textiles, indumentaria y calzado",0.123907842308469
NFK,Isla Norfolk,2020,Norfolk Isds,5,Plásticos y gomas,12.7971112118774
ROU,Rumania,2020,Romania,4,Químicos,3.82369639096221
SRB,Serbia,2020,Serbia,8,"Textiles, indumentaria y calzado",6.07363837412494
SVK,Eslovaquia,2020,Slovakia,10,Metales,8.57202355268693
TON,Tonga,2020,Tonga,7,Madera,2.11776955865409
UGA,Uganda,2020,Uganda,4,Químicos,2.02393504414577
AGO,Angola,2020,Angola,9,Piedra y vidrio,10.2881156942609
BHS,Bahamas,2020,Bahamas,11,Maquinaria,2.30502459218545
BMU,Bermuda,2020,Bermuda,4,Químicos,0.0998204822167866
CYM,Islas Caimán,2020,Cayman Isds,12,Transporte,93.6958307004073
TCD,Chad,2020,Chad,13,Otros productos industriales,0.0351833767389086
HRV,Croacia,2020,Croatia,1,Productos agropecuarios,8.41463464654735
FIN,Finlandia,2020,Finland,12,Transporte,10.2359599323384
PYF,Polinesia Francesa,2020,French Polynesia,3,Minerales,0.280155313030787
GHA,Ghana,2020,Ghana,8,"Textiles, indumentaria y calzado",0.33869575294965
KIR,Kiribati,2020,Kiribati,4,Químicos,0.0616109811940342
GIN,Guinea,2020,Guinea,2,Alimentos procesados,0.353576056096506
MLT,Malta,2020,Malta,9,Piedra y vidrio,1.0038705866222
MUS,Mauricio,2020,Mauritius,11,Maquinaria,5.82272467166868
NPL,Nepal,2020,Nepal,9,Piedra y vidrio,1.21383057360813
NOR,Noruega,2020,Norway,4,Químicos,7.23515607193777
MHL,Islas Marshall,2020,Marshall Isds,10,Metales,3.16195213534477
SLE,Sierra Leona,2020,Sierra Leone,5,Plásticos y gomas,0.589534230055853
TGO,Togo,2020,Togo,1,Productos agropecuarios,16.7400096573312
TON,Tonga,2020,Tonga,10,Metales,3.83882995510938
EGY,Egipto,2020,Egypt,9,Piedra y vidrio,13.2059000373692
GBR,Reino Unido,2020,United Kingdom,9,Piedra y vidrio,9.97530883469259
BWA,Botswana,2020,Botswana,5,Plásticos y gomas,0.614427357763459
BRA,Brasil,2020,Brazil,4,Químicos,4.3852355927106
LKA,Sri Lanka,2020,Sri Lanka,10,Metales,1.29720600270264
CZE,Chequia,2020,Czechia,6,Cueros y pieles,0.205030758591378
DOM,Rep. Dominicana,2020,Dominican Rep.,8,"Textiles, indumentaria y calzado",10.6964495396196
FIN,Finlandia,2020,Finland,10,Metales,14.4075741155483
GRC,Grecia,2020,Greece,8,"Textiles, indumentaria y calzado",5.26045136347244
HUN,Hungría,2020,Hungary,8,"Textiles, indumentaria y calzado",1.84747427130651
JOR,Jordania,2020,Jordan,8,"Textiles, indumentaria y calzado",23.0055281878364
OMN,Omán,2020,Oman,1,Productos agropecuarios,4.12451753138525
NCL,Nueva Caledonia,2020,New Caledonia,7,Madera,0.0328727192012092
PER,Perú,2020,Peru,3,Minerales,38.9779840188315
TLS,Timor-Leste,2020,Timor-Leste,11,Maquinaria,0.549159421525247
LCA,Santa Lucía,2020,Saint Lucia,9,Piedra y vidrio,5.61641375513855
VCT,San Vicente y las Granadinas,2020,Saint Vincent and the Grenadines,5,Plásticos y gomas,0.57539131046029
