geocodigoFundar,geonombreFundar,location_name_short_en,partner_code,partner_name_short_en,import_value_pca,import_value_pcb
REU,Reunión,Réunion,TUN,Tunisia,0.231142682080135,
REU,Reunión,Réunion,USA,United States of America,0.392917210955447,
REU,Reunión,Réunion,VNM,Vietnam,2.9936681225927,
REU,Reunión,Réunion,ZAF,South Africa,1.56056320999968,
REU,Reunión,Réunion,ANS,Undeclared Countries,0.231786952440455,
ROU,Rumania,Romania,ARG,Argentina,0.724481303396245,0.075450107933174
ROU,Rumania,Romania,AUS,Australia,0.0571391288896416,0.0380363245128321
ROU,Rumania,Romania,AUT,Austria,5.70784702026058,3.11116496067994
ROU,Rumania,Romania,BEL,Belgium,2.03554401356462,2.07203952774756
ROU,Rumania,Romania,BRA,Brazil,1.35263104219446,0.348181632668133
ROU,Rumania,Romania,CAN,Canada,0.21020441079907,0.119035378099427
ROU,Rumania,Romania,CHE,Switzerland,3.47926144957373,1.02727882827426
ROU,Rumania,Romania,CIV,Côte d'Ivoire,0.0865833268417941,0.016039546351348
ROU,Rumania,Romania,CMR,Cameroon,0.105633761740404,0.0013275690002257
ROU,Rumania,Romania,COL,Colombia,0.0602346946312324,0.0113051152896467
ROU,Rumania,Romania,DEU,Germany,28.8434204706912,20.0619285555189
ROU,Rumania,Romania,DNK,Denmark,0.802299529353358,0.369001487005409
ROU,Rumania,Romania,DZA,Algeria,0.0,0.0151323028415214
ROU,Rumania,Romania,EGY,Egypt,4.22765693119922,0.160859856365143
ROU,Rumania,Romania,ESP,Spain,1.02013358868207,2.6284213776171
ROU,Rumania,Romania,FIN,Finland,0.840631877928069,0.20394533992677
ROU,Rumania,Romania,FRA,France,9.91121722918817,4.92818909931962
ROU,Rumania,Romania,GAB,Gabon,0.0422231243441714,0.0004041776347715
ROU,Rumania,Romania,GBR,United Kingdom,8.44393002449538,1.6622602438879
ROU,Rumania,Romania,GHA,Ghana,0.145947445003616,0.0053723218357728
ROU,Rumania,Romania,GRC,Greece,1.13507354948339,1.26868397817904
ROU,Rumania,Romania,HUN,Hungary,3.44498115048426,7.03310758183902
ROU,Rumania,Romania,IDN,Indonesia,0.53846625910116,0.128609600283854
ROU,Rumania,Romania,IND,India,2.15894215109044,0.432225250193543
ROU,Rumania,Romania,IRL,Ireland,0.0,0.507681986564299
ROU,Rumania,Romania,IRN,Iran,0.204615178960299,0.0517351000253159
ROU,Rumania,Romania,IRQ,Iraq,0.0,0.198079007964439
ROU,Rumania,Romania,ISL,Iceland,0.216158119632203,0.0012680307206664
ROU,Rumania,Romania,ISR,Israel,0.546248381176454,0.159360292143362
ROU,Rumania,Romania,ITA,Italy,12.6384636367124,9.35092082107053
ROU,Rumania,Romania,JOR,Jordan,0.0,0.0048428945517811
ROU,Rumania,Romania,JPN,Japan,3.87765165719943,0.413958017541974
ROU,Rumania,Romania,KHM,Cambodia,0.0304289482684278,0.0035585962307984
ROU,Rumania,Romania,LBY,Libya,0.0,0.0137309221125317
ROU,Rumania,Romania,LKA,Sri Lanka,0.906914770097239,0.0106079688307452
ROU,Rumania,Romania,MAR,Morocco,0.0,0.211005037240509
ROU,Rumania,Romania,MDG,Madagascar,0.0863016354159564,0.0014616837351353
ROU,Rumania,Romania,MLT,Malta,0.0,0.0373337200801623
ROU,Rumania,Romania,MMR,Myanmar,0.0,0.0035686951067801
ROU,Rumania,Romania,MYS,Malaysia,0.486484458511959,0.147585778707519
ROU,Rumania,Romania,NGA,Nigeria,0.0,0.0160718579944528
ROU,Rumania,Romania,NLD,Netherlands,1.59138853209466,3.60477455268852
ROU,Rumania,Romania,NOR,Norway,0.305219034508667,0.0900056975850632
ROU,Rumania,Romania,PAK,Pakistan,0.315291810918525,0.0318542714117801
ROU,Rumania,Romania,PER,Peru,0.144145506454148,0.0094258792533443
ROU,Rumania,Romania,PRT,Portugal,0.50798568674083,0.520571845010197
ROU,Rumania,Romania,SDN,Sudan,0.698963084748862,0.0038598551931125
ROU,Rumania,Romania,SGP,Singapore,0.986132601240202,0.056538252707068
ROU,Rumania,Romania,SWE,Sweden,2.09381654907591,0.45119429931956
ROU,Rumania,Romania,TGO,Togo,0.0,0.0
ROU,Rumania,Romania,THA,Thailand,0.0321053718670537,0.197481279130464
ROU,Rumania,Romania,TUN,Tunisia,0.0,0.10819166318591
ROU,Rumania,Romania,TUR,Turkey,0.547517517538793,4.34734306111305
ROU,Rumania,Romania,USA,United States of America,1.89083965225823,1.08975556796172
ROU,Rumania,Romania,VEN,Venezuela,0.0,0.0014785213270823
ROU,Rumania,Romania,YUG,Yugoslavia,2.81783723034344,
ROU,Rumania,Romania,ANS,Undeclared Countries,0.370492030574194,1.86837038072146
RUS,Rusia,Russian Federation,AFG,Afghanistan,1.21500546896262,0.0015304147322707
RUS,Rusia,Russian Federation,ARG,Argentina,1.89567060185476,0.286027704701096
RUS,Rusia,Russian Federation,AUS,Australia,3.41152358171088,0.173067928514436
RUS,Rusia,Russian Federation,AUT,Austria,2.72473699206055,1.0380984254095
RUS,Rusia,Russian Federation,BEL,Belgium,1.05522335628545,1.24311650529138
RUS,Rusia,Russian Federation,BEN,Benin,0.0,9.76281996813416e-05
RUS,Rusia,Russian Federation,BRA,Brazil,1.84907193695669,0.821152337045249
RUS,Rusia,Russian Federation,CAN,Canada,8.21871873910952,0.237394783634596
RUS,Rusia,Russian Federation,CHE,Switzerland,0.625516578971667,1.17669044055523
RUS,Rusia,Russian Federation,CHL,Chile,0.0133011791770662,0.327216685455226
RUS,Rusia,Russian Federation,CIV,Côte d'Ivoire,0.0848046844995494,0.0595743230560141
RUS,Rusia,Russian Federation,CMR,Cameroon,0.0054894752180139,0.0011738446764359
RUS,Rusia,Russian Federation,COG,Congo,0.0094256978524256,0.0002048644030496
RUS,Rusia,Russian Federation,COL,Colombia,0.0360730290053484,0.0486963407870066
RUS,Rusia,Russian Federation,DEU,Germany,8.9106472000149,12.3482119761004
RUS,Rusia,Russian Federation,DNK,Denmark,1.45350478560068,0.385422782173589
RUS,Rusia,Russian Federation,DZA,Algeria,0.124651425919562,0.0042452618141214
RUS,Rusia,Russian Federation,EGY,Egypt,5.00536112143,0.183389311342518
RUS,Rusia,Russian Federation,ESP,Spain,0.108260629050622,1.01738587636196
RUS,Rusia,Russian Federation,ETH,Ethiopia,0.0574037422918312,0.0088910331737881
RUS,Rusia,Russian Federation,FIN,Finland,8.91021273729545,1.56569114635407
RUS,Rusia,Russian Federation,FRA,France,4.50635019632111,2.8769553471118
RUS,Rusia,Russian Federation,GBR,United Kingdom,7.54021923158693,1.45626521563888
RUS,Rusia,Russian Federation,GHA,Ghana,1.05890887928514,0.0265162308067703
RUS,Rusia,Russian Federation,GRC,Greece,1.20380917247047,0.103980807774253
RUS,Rusia,Russian Federation,HKG,Hong Kong,0.0,0.508616800213825
RUS,Rusia,Russian Federation,HUN,Hungary,0.871531341469008,0.83854619645936
RUS,Rusia,Russian Federation,IDN,Indonesia,2.50455936724902,0.567869700113476
RUS,Rusia,Russian Federation,IND,India,6.73328260207452,1.15809349716365
RUS,Rusia,Russian Federation,IRL,Ireland,0.0235054729323357,0.39595718873077
RUS,Rusia,Russian Federation,IRN,Iran,0.807862974468063,0.25436944562693
RUS,Rusia,Russian Federation,IRQ,Iraq,0.312837426935424,4.28913900104476e-05
RUS,Rusia,Russian Federation,ISL,Iceland,0.50103400889767,0.013570763023501
RUS,Rusia,Russian Federation,ISR,Israel,0.0366649245653832,0.314996108471985
RUS,Rusia,Russian Federation,ITA,Italy,5.12337492666279,3.78658123618679
RUS,Rusia,Russian Federation,JAM,Jamaica,0.0348587467489203,0.0303894032538653
RUS,Rusia,Russian Federation,JOR,Jordan,0.0,0.0112116414938568
RUS,Rusia,Russian Federation,JPN,Japan,8.72212830701732,2.97370813462709
RUS,Rusia,Russian Federation,KHM,Cambodia,0.0423416297445423,0.0574680052091527
RUS,Rusia,Russian Federation,LBY,Libya,0.0174071872994949,1.36733076333935e-06
RUS,Rusia,Russian Federation,LKA,Sri Lanka,0.697191472466356,0.0919874604744196
RUS,Rusia,Russian Federation,MAR,Morocco,0.390781906496253,0.148659140329763
RUS,Rusia,Russian Federation,MEX,Mexico,0.144832029896905,0.317451681285095
RUS,Rusia,Russian Federation,MLI,Mali,0.0530400965218028,0.0008448735635346
RUS,Rusia,Russian Federation,MLT,Malta,0.0,0.0097717498035156
RUS,Rusia,Russian Federation,MMR,Myanmar,0.522655264757397,0.0306984729684081
RUS,Rusia,Russian Federation,MYS,Malaysia,2.77745289426809,0.425192658325956
RUS,Rusia,Russian Federation,NGA,Nigeria,0.126666732247129,0.011455504892882
RUS,Rusia,Russian Federation,NLD,Netherlands,1.62141080366546,2.51717425881472
RUS,Rusia,Russian Federation,NOR,Norway,0.650989378538666,0.177432362803019
RUS,Rusia,Russian Federation,NZL,New Zealand,0.312095722535305,0.0740073893169646
RUS,Rusia,Russian Federation,PAK,Pakistan,0.448820942104582,0.0893794916776124
RUS,Rusia,Russian Federation,PRT,Portugal,0.0,0.126337834821005
RUS,Rusia,Russian Federation,SDN,Sudan,0.483381003451465,0.0002193081605239
RUS,Rusia,Russian Federation,SEN,Senegal,0.016096425998387,0.0015665617087577
RUS,Rusia,Russian Federation,SGP,Singapore,2.06889198054971,0.262195549630853
RUS,Rusia,Russian Federation,SOM,Somalia,0.0,4.06614596519503e-05
RUS,Rusia,Russian Federation,SUR,Suriname,0.0,1.08419881999758e-05
RUS,Rusia,Russian Federation,SWE,Sweden,3.23760420992995,0.911657296037572
RUS,Rusia,Russian Federation,TGO,Togo,0.0113343574771747,0.0001527162193685
RUS,Rusia,Russian Federation,THA,Thailand,0.0977552611739543,0.466154420022636
RUS,Rusia,Russian Federation,TUN,Tunisia,0.121913129692065,0.0386874765884254
RUS,Rusia,Russian Federation,TUR,Turkey,0.639824204125102,1.75929751764837
RUS,Rusia,Russian Federation,USA,United States of America,2.57252315740271,3.22033689402277
RUS,Rusia,Russian Federation,YUG,Yugoslavia,5.79567582073769,
RUS,Rusia,Russian Federation,ZMB,Zambia,0.228899486236676,0.0035967099698829
RUS,Rusia,Russian Federation,ANS,Undeclared Countries,4.52268181036325,3.33642571228388
RWA,Ruanda,Rwanda,BDI,Burundi,38.0787103205142,0.0969533332504214
RWA,Ruanda,Rwanda,BEL,Belgium,34.8243215256525,2.31391364011583
RWA,Ruanda,Rwanda,CHE,Switzerland,2.77267945532754,0.580179353813252
RWA,Ruanda,Rwanda,COD,Congo (Democratic Republic of the),6.62961659960275,0.40496341732094
RWA,Ruanda,Rwanda,DEU,Germany,16.9729345448063,2.56206824819558
RWA,Ruanda,Rwanda,FRA,France,8.51877586068542,0.961769509144143
RWA,Ruanda,Rwanda,GBR,United Kingdom,39.229472901762,0.700035401870445
RWA,Ruanda,Rwanda,ITA,Italy,2.75820081946929,0.578903384168259
RWA,Ruanda,Rwanda,JPN,Japan,34.8927145313068,0.595989185362829
RWA,Ruanda,Rwanda,NLD,Netherlands,3.96692282890371,1.21741800796504
RWA,Ruanda,Rwanda,NOR,Norway,2.05433128490036,0.029069683803108
RWA,Ruanda,Rwanda,SWE,Sweden,6.35159736794732,0.502087102027564
SAU,Arabia Saudita,Saudi Arabia,ARG,Argentina,0.0617837860189357,0.674325286345097
SAU,Arabia Saudita,Saudi Arabia,AUS,Australia,1.73321101812743,0.606884825297637
SAU,Arabia Saudita,Saudi Arabia,AUT,Austria,0.524676088894481,0.358953203020514
SAU,Arabia Saudita,Saudi Arabia,BEL,Belgium,3.47936099735667,1.10113375643033
SAU,Arabia Saudita,Saudi Arabia,BRA,Brazil,0.0293184628869701,1.72378534754534
SAU,Arabia Saudita,Saudi Arabia,CAN,Canada,1.1859868147959,1.17111678367098
SAU,Arabia Saudita,Saudi Arabia,CHE,Switzerland,2.27342645827012,1.41736890656507
SAU,Arabia Saudita,Saudi Arabia,CIV,Côte d'Ivoire,0.242936338036232,0.0017732822845275
SAU,Arabia Saudita,Saudi Arabia,CMR,Cameroon,0.0273160483606709,0.002963610548534
SAU,Arabia Saudita,Saudi Arabia,COD,Congo (Democratic Republic of the),0.0,0.31839145959069
SAU,Arabia Saudita,Saudi Arabia,CRI,Costa Rica,0.0410022611121429,0.0244181174224917
SAU,Arabia Saudita,Saudi Arabia,DEU,Germany,8.86794984026994,5.28375406331244
SAU,Arabia Saudita,Saudi Arabia,DNK,Denmark,0.680691721260725,0.444177560714403
SAU,Arabia Saudita,Saudi Arabia,DZA,Algeria,0.0266000383010429,0.0105909912882691
SAU,Arabia Saudita,Saudi Arabia,ECU,Ecuador,0.0502306090722476,0.0851069245385108
SAU,Arabia Saudita,Saudi Arabia,EGY,Egypt,0.904066329627019,1.54870982527663
SAU,Arabia Saudita,Saudi Arabia,ESP,Spain,0.0723278409643949,1.74936397055273
SAU,Arabia Saudita,Saudi Arabia,ETH,Ethiopia,1.49490841602631,0.144397953468844
SAU,Arabia Saudita,Saudi Arabia,FIN,Finland,0.105893114642214,0.254964540246549
SAU,Arabia Saudita,Saudi Arabia,FRA,France,2.7854799758456,2.94870081184952
SAU,Arabia Saudita,Saudi Arabia,GBR,United Kingdom,11.0058327253695,3.21213022899865
SAU,Arabia Saudita,Saudi Arabia,GRC,Greece,0.222220584654919,0.516767520649913
SAU,Arabia Saudita,Saudi Arabia,GTM,Guatemala,0.125952671103377,0.132789133825173
SAU,Arabia Saudita,Saudi Arabia,HKG,Hong Kong,1.0466205906271,0.496847758557438
SAU,Arabia Saudita,Saudi Arabia,HUN,Hungary,0.0738061614268144,0.144368092712476
SAU,Arabia Saudita,Saudi Arabia,IND,India,2.08925862722285,4.59748487710621
SAU,Arabia Saudita,Saudi Arabia,IRL,Ireland,0.0,0.641729773815527
SAU,Arabia Saudita,Saudi Arabia,IRN,Iran,0.0467508019842058,0.0001306062401172
SAU,Arabia Saudita,Saudi Arabia,IRQ,Iraq,0.905896837411586,0.0079933798842695
SAU,Arabia Saudita,Saudi Arabia,ITA,Italy,5.56891139487818,2.9426245119668
SAU,Arabia Saudita,Saudi Arabia,JOR,Jordan,0.7722012444813,0.701265321572541
SAU,Arabia Saudita,Saudi Arabia,JPN,Japan,11.0347421902675,3.4839343075088
SAU,Arabia Saudita,Saudi Arabia,LKA,Sri Lanka,1.36066170594926,0.0705014201674638
SAU,Arabia Saudita,Saudi Arabia,MAR,Morocco,0.0082167140768243,0.105933053920948
SAU,Arabia Saudita,Saudi Arabia,MDG,Madagascar,0.0,0.003467856430938
SAU,Arabia Saudita,Saudi Arabia,MEX,Mexico,0.0922585476229368,0.421623270135082
SAU,Arabia Saudita,Saudi Arabia,MMR,Myanmar,0.342739761635354,0.0369182273209278
SAU,Arabia Saudita,Saudi Arabia,MRT,Mauritania,0.0,0.0008141071860249
SAU,Arabia Saudita,Saudi Arabia,MWI,Malawi,0.0,0.0007153426829054
SAU,Arabia Saudita,Saudi Arabia,MYS,Malaysia,0.0963531605436733,0.774308582180506
SAU,Arabia Saudita,Saudi Arabia,NLD,Netherlands,5.41400405307487,2.21112744340689
SAU,Arabia Saudita,Saudi Arabia,NOR,Norway,0.100677819174361,0.111697302015943
SAU,Arabia Saudita,Saudi Arabia,NZL,New Zealand,0.0,0.336566561628897
SAU,Arabia Saudita,Saudi Arabia,PAK,Pakistan,1.35950014942004,0.309649305007028
SAU,Arabia Saudita,Saudi Arabia,PAN,Panama,0.0,0.0385680264490354
SAU,Arabia Saudita,Saudi Arabia,PHL,Philippines,0.0,0.129939448437799
SAU,Arabia Saudita,Saudi Arabia,PRT,Portugal,0.129710316881559,0.113483015950935
SAU,Arabia Saudita,Saudi Arabia,SDN,Sudan,1.74488384982833,0.348883109416693
SAU,Arabia Saudita,Saudi Arabia,SGP,Singapore,0.489840010400259,0.77267968368777
SAU,Arabia Saudita,Saudi Arabia,SOM,Somalia,2.82234482733681,0.0461744346568722
SAU,Arabia Saudita,Saudi Arabia,SWE,Sweden,1.13591545673705,0.785585224316909
SAU,Arabia Saudita,Saudi Arabia,THA,Thailand,2.79529048089725,1.33035595125878
SAU,Arabia Saudita,Saudi Arabia,TUN,Tunisia,0.063537462559558,0.0374730265388064
SAU,Arabia Saudita,Saudi Arabia,TUR,Turkey,0.0388201462585349,1.7331410300205
SAU,Arabia Saudita,Saudi Arabia,USA,United States of America,30.1787161805756,10.4589521088171
SAU,Arabia Saudita,Saudi Arabia,VEN,Venezuela,0.0530183264647216,0.0060797302089097
SAU,Arabia Saudita,Saudi Arabia,VNM,Vietnam,0.0,0.737876988405585
SAU,Arabia Saudita,Saudi Arabia,WSM,Samoa,0.0,0.0001057180257516
SAU,Arabia Saudita,Saudi Arabia,YUG,Yugoslavia,0.263870908482312,
SAU,Arabia Saudita,Saudi Arabia,ZMB,Zambia,0.0,0.0303029492806099
SAU,Arabia Saudita,Saudi Arabia,TWN,Taiwan,0.0472574979260252,0.721373140766045
SAU,Arabia Saudita,Saudi Arabia,ANS,Undeclared Countries,0.137456172118088,1.25216958988929
SDN,Sudán,Sudan,ALB,Albania,0.0,0.0007779161891671
SDN,Sudán,Sudan,ANT,Netherlands Antilles,0.661278250131988,
SDN,Sudán,Sudan,AUS,Australia,0.0652641898374852,0.201573523304352
SDN,Sudán,Sudan,AUT,Austria,0.529722663410279,0.176316939115945
SDN,Sudán,Sudan,BEL,Belgium,2.48991464695218,0.75536908150965
SDN,Sudán,Sudan,BGR,Bulgaria,0.331891648937062,0.238167264912684
SDN,Sudán,Sudan,BHR,Bahrain,0.0096921763181155,0.158341326233788
SDN,Sudán,Sudan,BRA,Brazil,0.487348711391212,0.290219577594896
SDN,Sudán,Sudan,CAN,Canada,0.0955262699275049,0.3683191375889
SDN,Sudán,Sudan,CHE,Switzerland,0.888216543509028,0.796048698342778
SDN,Sudán,Sudan,CHN,China,3.05374535203855,25.2625966837089
SDN,Sudán,Sudan,CIV,Côte d'Ivoire,0.811031488603134,0.0120969178676429
SDN,Sudán,Sudan,COD,Congo (Democratic Republic of the),0.176163320863815,0.0006587879657819
SDN,Sudán,Sudan,CSK,Czechoslovakia,1.39527555199192,
SDN,Sudán,Sudan,CUB,Cuba,0.463222026321141,
SDN,Sudán,Sudan,CYP,Cyprus,0.0906550526065858,0.069497813957899
SDN,Sudán,Sudan,DEU,Germany,6.47010361571903,2.25489697277244
SDN,Sudán,Sudan,DJI,Djibouti,0.0,0.0
SDN,Sudán,Sudan,DNK,Denmark,0.664055845435286,0.122310723715408
SDN,Sudán,Sudan,DZA,Algeria,0.0,0.0473487024471048
SDN,Sudán,Sudan,EGY,Egypt,3.82384029709997,5.9376790431042
SDN,Sudán,Sudan,ESP,Spain,0.0324676615700944,0.436487791402285
SDN,Sudán,Sudan,ETH,Ethiopia,0.507637258064819,0.438199448687237
SDN,Sudán,Sudan,FIN,Finland,0.133280219966654,0.103967940787382
SDN,Sudán,Sudan,FRA,France,2.24767812957513,0.963103111582665
SDN,Sudán,Sudan,GBR,United Kingdom,27.2489526547422,1.06724035982213
SDN,Sudán,Sudan,GHA,Ghana,0.249413817910626,0.0012221914036447
SDN,Sudán,Sudan,GRC,Greece,0.202716585604804,0.0741885565423662
SDN,Sudán,Sudan,GTM,Guatemala,0.412618119112456,0.0141822490253684
SDN,Sudán,Sudan,HKG,Hong Kong,0.703679049357359,0.0533546064868098
SDN,Sudán,Sudan,HUN,Hungary,0.567630767748407,0.0255817552401704
SDN,Sudán,Sudan,IND,India,8.22990338973431,11.2526755466671
SDN,Sudán,Sudan,IRL,Ireland,0.0,0.217132989875175
SDN,Sudán,Sudan,IRN,Iran,0.666975792899857,0.590826248437251
SDN,Sudán,Sudan,IRQ,Iraq,0.0549191208285935,8.35476942197907e-05
SDN,Sudán,Sudan,ITA,Italy,4.87609136563687,1.34432225484416
SDN,Sudán,Sudan,JOR,Jordan,0.0194589826328965,0.946665629708128
SDN,Sudán,Sudan,JPN,Japan,7.75360446147368,0.558064605998557
SDN,Sudán,Sudan,KEN,Kenya,1.04781958329834,0.776025364192952
SDN,Sudán,Sudan,LBN,Lebanon,0.66485530311346,0.130486248178611
SDN,Sudán,Sudan,LBY,Libya,0.0,0.369779077200263
SDN,Sudán,Sudan,LKA,Sri Lanka,0.0468266644988444,0.0347303808456234
SDN,Sudán,Sudan,MAR,Morocco,0.0,0.152192441296848
SDN,Sudán,Sudan,MDG,Madagascar,0.0853317305223398,0.00762638820141
SDN,Sudán,Sudan,MLT,Malta,0.0126558169573494,0.245178393283258
SDN,Sudán,Sudan,MMR,Myanmar,0.0,9.14129380307642e-05
SDN,Sudán,Sudan,MUS,Mauritius,0.0,0.0027573211448425
SDN,Sudán,Sudan,MYS,Malaysia,0.183900590820877,0.700793252011397
SDN,Sudán,Sudan,NGA,Nigeria,0.0,0.0463461324195537
SDN,Sudán,Sudan,NLD,Netherlands,4.10083090869239,1.02377383675629
SDN,Sudán,Sudan,NOR,Norway,0.235596328604187,0.0136577949542069
SDN,Sudán,Sudan,PAK,Pakistan,0.556802607715605,0.271953649835667
SDN,Sudán,Sudan,PHL,Philippines,0.0,0.0077728670387229
SDN,Sudán,Sudan,POL,Poland,1.76615472421535,0.167705005201777
SDN,Sudán,Sudan,PRT,Portugal,0.206668939182122,0.119791477708855
SDN,Sudán,Sudan,ROU,Romania,1.26552889908194,0.985946263495689
SDN,Sudán,Sudan,RUS,Russian Federation,3.46925281921694,4.64897786649716
SDN,Sudán,Sudan,SAU,Saudi Arabia,0.0,8.47417744894671
SDN,Sudán,Sudan,SGP,Singapore,0.183891370714776,0.0763701084412407
SDN,Sudán,Sudan,SOM,Somalia,0.0,0.0018323014184143
SDN,Sudán,Sudan,SWE,Sweden,0.796838451567947,0.33399952444729
SDN,Sudán,Sudan,SYR,Syrian Arab Republic,0.120412998114486,0.0759396981982123
SDN,Sudán,Sudan,TCD,Chad,0.0774991923970886,0.0025405577286254
SDN,Sudán,Sudan,THA,Thailand,0.101226780426646,0.994506496586971
SDN,Sudán,Sudan,TUN,Tunisia,0.0,0.0360098565643813
SDN,Sudán,Sudan,TUR,Turkey,0.864798341864199,4.08838738472767
SDN,Sudán,Sudan,TZA,Tanzania,0.0777205315038973,0.0371165613726158
SDN,Sudán,Sudan,UGA,Uganda,2.385193722116,0.803141925064024
SDN,Sudán,Sudan,USA,United States of America,6.70155441268355,1.06185574598867
SDN,Sudán,Sudan,VEN,Venezuela,0.0,0.0002470590648262
SDN,Sudán,Sudan,YEM,Yemen,0.0,0.0130182208404107
SDN,Sudán,Sudan,YMD,Fmr Dem. Yemen,0.0,
SDN,Sudán,Sudan,YUG,Yugoslavia,1.82825232613518,
SDN,Sudán,Sudan,ZAF,South Africa,0.0,0.292378622615541
SDN,Sudán,Sudan,ZMB,Zambia,0.160325960442694,0.007068859579433
SDN,Sudán,Sudan,TWN,Taiwan,0.538566034625626,0.150583407552938
SDN,Sudán,Sudan,ANS,Undeclared Countries,3.81332307771292,0.0102963095475774
SEN,Senegal,Senegal,AGO,Angola,0.134995792675402,0.0324777881456247
SEN,Senegal,Senegal,ANT,Netherlands Antilles,1.3955095489942,
SEN,Senegal,Senegal,ARG,Argentina,0.106153108410906,0.986060039178508
SEN,Senegal,Senegal,AUS,Australia,0.0,0.221801539235573
SEN,Senegal,Senegal,AUT,Austria,0.0749481526441326,0.400770587556524
SEN,Senegal,Senegal,BEL,Belgium,1.28674282283028,3.67088812673607
SEN,Senegal,Senegal,BEN,Benin,0.0679834153443707,0.0125291026736625
SEN,Senegal,Senegal,BFA,Burkina Faso,0.0104906814488385,0.0383226027102199
SEN,Senegal,Senegal,BRA,Brazil,0.534122387190506,1.33191967361416
SEN,Senegal,Senegal,CAF,Central African Republic,0.0,0.0559996388970567
SEN,Senegal,Senegal,CAN,Canada,0.190556324943498,0.594995669639583
SEN,Senegal,Senegal,CHE,Switzerland,0.319635318119996,0.335483291640329
SEN,Senegal,Senegal,CHL,Chile,0.0,0.0056677883810307
SEN,Senegal,Senegal,CHN,China,1.91637852587123,20.4947341130212
SEN,Senegal,Senegal,CIV,Côte d'Ivoire,2.47313091101651,1.1681935281385
SEN,Senegal,Senegal,CMR,Cameroon,0.0,0.262702916052092
SEN,Senegal,Senegal,COD,Congo (Democratic Republic of the),0.0,0.0068026502479554
SEN,Senegal,Senegal,COG,Congo,0.0,0.0223891363375199
SEN,Senegal,Senegal,COL,Colombia,0.0909860439892596,0.0150529082132851
SEN,Senegal,Senegal,CUB,Cuba,0.0,0.007616237155685
SEN,Senegal,Senegal,DEU,Germany,3.72899317446847,1.56555001061893
SEN,Senegal,Senegal,DNK,Denmark,0.216576583538915,0.275410618137224
SEN,Senegal,Senegal,DZA,Algeria,1.19024915066363,0.177191594020616
SEN,Senegal,Senegal,ECU,Ecuador,0.302709917694163,0.0010521819862535
SEN,Senegal,Senegal,EGY,Egypt,0.666425432370414,0.516913585438379
SEN,Senegal,Senegal,ESP,Spain,1.04768182066599,3.62957094774137
SEN,Senegal,Senegal,FIN,Finland,0.136349418110302,0.224441270084659
SEN,Senegal,Senegal,FRA,France,52.6337214490485,9.6128835715929
SEN,Senegal,Senegal,GAB,Gabon,0.467217394186745,0.0130732763941986
SEN,Senegal,Senegal,GBR,United Kingdom,1.79292834180802,1.83145693911109
SEN,Senegal,Senegal,GHA,Ghana,0.0,0.729868703234008
SEN,Senegal,Senegal,GIN,Guinea,0.010528311126983,0.0438005116192694
SEN,Senegal,Senegal,GMB,Gambia,0.0415954477764582,0.064767359435018
SEN,Senegal,Senegal,GNQ,Equatorial Guinea,0.0,0.0248239541906834
SEN,Senegal,Senegal,GRC,Greece,0.0,0.0856279010172814
SEN,Senegal,Senegal,HKG,Hong Kong,0.275477519153302,0.852007907625007
SEN,Senegal,Senegal,IDN,Indonesia,0.0776336913766807,0.694827686284644
SEN,Senegal,Senegal,IND,India,0.221755137549974,6.14721455071696
SEN,Senegal,Senegal,IRL,Ireland,0.0,0.563193741618692
SEN,Senegal,Senegal,IRN,Iran,0.118225330077825,0.154699159497806
SEN,Senegal,Senegal,IRQ,Iraq,0.199907860001035,0.0003808270451715
SEN,Senegal,Senegal,ISL,Iceland,0.0,0.0515639679913603
SEN,Senegal,Senegal,ITA,Italy,2.70505997853082,2.66294799740442
SEN,Senegal,Senegal,JAM,Jamaica,0.106520229396643,
SEN,Senegal,Senegal,JPN,Japan,0.233804597473608,0.708960451937499
SEN,Senegal,Senegal,KEN,Kenya,0.0872015542011064,0.0182796025382347
SEN,Senegal,Senegal,KHM,Cambodia,2.76792133519997,0.0048372136565496
SEN,Senegal,Senegal,LBN,Lebanon,0.062220800139889,0.0849778904471703
SEN,Senegal,Senegal,LBR,Liberia,0.0,0.0160877903488143
SEN,Senegal,Senegal,MAR,Morocco,1.1247786213837,1.83399991248159
SEN,Senegal,Senegal,MDG,Madagascar,0.904742609875008,0.0011440632693415
SEN,Senegal,Senegal,MEX,Mexico,0.276242087359756,0.0233287284697307
SEN,Senegal,Senegal,MLI,Mali,0.404933235733063,0.243789123655705
SEN,Senegal,Senegal,MMR,Myanmar,0.91066135711828,0.129846503707909
SEN,Senegal,Senegal,MRT,Mauritania,0.0,0.0628908816077142
SEN,Senegal,Senegal,NER,Niger,0.110754209955352,0.0076310686607552
SEN,Senegal,Senegal,NGA,Nigeria,0.087284772541795,4.69992926562686
SEN,Senegal,Senegal,NLD,Netherlands,3.29830688972018,6.62570004419575
SEN,Senegal,Senegal,NOR,Norway,0.154460918909187,0.128367399611984
SEN,Senegal,Senegal,NZL,New Zealand,0.0,0.0726028472240657
SEN,Senegal,Senegal,PAK,Pakistan,0.394031475573698,0.327823790843583
SEN,Senegal,Senegal,PHL,Philippines,0.185266359650763,0.0039461022546022
SEN,Senegal,Senegal,POL,Poland,0.0702253560598184,0.78164712430214
