anio,iso3,country_name_abbreviation,sector_bp,sector_bp_name,import_value_pc,geocodigoFundar,geonombreFundar
2020,BGD,Bangladesh,2,Alimentos procesados,2.64053885580708,BGD,Bangladesh
2020,BRB,Barbados,10,Metales,4.12837997777925,BRB,Barbados
2020,BTN,Bhutan,11,Maquinaria,22.6792804189728,BTN,Bhután
2020,CAF,Central African Rep.,9,Piedra y vidrio,0.247151300716142,CAF,Rep. Centroafricana
2020,LKA,Sri Lanka,1,Productos agropecuarios,12.0879493286152,LKA,Sri Lanka
2020,CHN,China,12,Transporte,5.23636788291714,CHN,China
2020,CXR,Christmas Isds,11,Maquinaria,10.8156482532994,CXR,Isla Christmas
2020,COM,Comoros,12,Transporte,9.76518846936758,COM,Comoras
2020,COG,Congo,13,Otros productos industriales,3.3138175026586,COG,Congo
2020,BEN,Benin,7,Madera,1.47151342120476,BEN,Benin
2020,DOM,Dominican Rep.,9,Piedra y vidrio,5.7247896260601,DOM,Rep. Dominicana
2020,ECU,Ecuador,7,Madera,3.67959279825892,ECU,Ecuador
2020,ETH,Ethiopia,8,"Textiles, indumentaria y calzado",7.04077390928802,ETH,Etiopía
2020,ERI,Eritrea,8,"Textiles, indumentaria y calzado",4.88434919579444,ERI,Eritrea
2020,FJI,Fiji,1,Productos agropecuarios,14.6436217012603,FJI,Fiji
2020,ATF,Fr. South Antarctic Terr.,8,"Textiles, indumentaria y calzado",1.20284949238166,ATF,Tierras Australes Francesas
2020,GMB,Gambia,8,"Textiles, indumentaria y calzado",8.9526690798572,GMB,Gambia
2020,GHA,Ghana,3,Minerales,7.29560771999672,GHA,Ghana
2020,GRC,Greece,10,Metales,7.13098083382635,GRC,Grecia
2020,GRL,Greenland,7,Madera,2.11389307026014,GRL,Groenlandia
2020,GRD,Grenada,10,Metales,4.45446398520813,GRD,Granada
2020,GUM,Guam,11,Maquinaria,5.53713071419232,GUM,Guam
2020,GTM,Guatemala,4,Químicos,15.1981576875073,GTM,Guatemala
2020,IRN,Iran,1,Productos agropecuarios,29.103657806545,IRN,Irán
2020,ISR,Israel,3,Minerales,3.97853423173816,ISR,Israel
2020,CIV,Côte d'Ivoire,1,Productos agropecuarios,14.2476296410476,CIV,Costa de Marfil
2020,JOR,Jordan,4,Químicos,10.3683041425704,JOR,Jordania
2020,KEN,Kenya,3,Minerales,13.9637418952753,KEN,Kenia
2020,KWT,Kuwait,7,Madera,2.2517663452033,KWT,Kuwait
2020,LAO,Lao People's Dem. Rep.,8,"Textiles, indumentaria y calzado",4.24982268860042,LAO,Laos
2020,LBN,Lebanon,9,Piedra y vidrio,9.2773305874636,LBN,Líbano
2020,LBY,Libya,11,Maquinaria,16.0899563764307,LBY,Libia
2020,MDG,Madagascar,8,"Textiles, indumentaria y calzado",19.7864159689852,MDG,Madagascar
2020,MLI,Mali,8,"Textiles, indumentaria y calzado",8.43753081378825,MLI,Malí
2020,MUS,Mauritius,3,Minerales,15.2909653164345,MUS,Mauricio
2020,MOZ,Mozambique,7,Madera,1.60904313988216,MOZ,Mozambique
2020,CUW,Curaçao,4,Químicos,11.9333674129119,CUW,Curazao
2020,BES,Bonaire,1,Productos agropecuarios,0.0139327477743192,BES,Bonaire
2020,NIU,Niue,11,Maquinaria,5.15091598539848,NIU,Niue
2020,FSM,FS Micronesia,8,"Textiles, indumentaria y calzado",5.23986843989036,FSM,Micronesia
2020,PLW,Palau,8,"Textiles, indumentaria y calzado",4.86212387228255,PLW,Palau
2020,PAK,Pakistan,1,Productos agropecuarios,15.3325479018225,PAK,Pakistán
2020,PNG,Papua New Guinea,1,Productos agropecuarios,9.90879991265064,PNG,Papúa Nueva Guinea
2020,ROU,Romania,9,Piedra y vidrio,1.86695302721105,ROU,Rumania
2020,RWA,Rwanda,7,Madera,1.98588544235666,RWA,Ruanda
2020,BLM,Saint Barthélemy,7,Madera,1.96204977977965,BLM,San Barthélemy
2020,AIA,Anguilla,8,"Textiles, indumentaria y calzado",1.4704627817569,AIA,Anguila
2020,LCA,Saint Lucia,10,Metales,4.05816605910495,LCA,Santa Lucía
2020,SPM,Saint Pierre and Miquelon,1,Productos agropecuarios,0.195002293851515,SPM,San Pedro y Miquelón
2020,VCT,Saint Vincent and the Grenadines,3,Minerales,13.9505401221392,VCT,San Vicente y las Granadinas
2020,SRB,Serbia,10,Metales,9.77627443830756,SRB,Serbia
2020,IND,India,9,Piedra y vidrio,11.4309467656575,IND,India
2020,SVN,Slovenia,12,Transporte,11.2549549444882,SVN,Eslovenia
2020,SYR,Syria,1,Productos agropecuarios,28.3540368859681,SYR,Siria
2020,TTO,Trinidad and Tobago,4,Químicos,8.98764187386712,TTO,Trinidad y Tobago
2020,TKM,Turkmenistan,3,Minerales,3.69976274831438,TKM,Turkmenistán
2020,TUV,Tuvalu,9,Piedra y vidrio,,TUV,Tuvalu
2020,GBR,United Kingdom,10,Metales,4.34413416304707,GBR,Reino Unido
2020,URY,Uruguay,1,Productos agropecuarios,9.04610102608778,URY,Uruguay
2020,VEN,Venezuela,10,Metales,1.65918356599075,VEN,Venezuela
2020,AFG,Afghanistan,3,Minerales,3.99243928641694,AFG,Afganistán
2020,ATG,Antigua and Barbuda,11,Maquinaria,9.79957366118551,ATG,Antigua y Barbuda
2020,AZE,Azerbaijan,9,Piedra y vidrio,2.2164193931309,AZE,Azerbaiyán
2020,ARM,Armenia,1,Productos agropecuarios,10.2092949226089,ARM,Armenia
2020,BMU,Bermuda,11,Maquinaria,12.2759685219282,BMU,Bermuda
2020,BIH,Bosnia Herzegovina,9,Piedra y vidrio,2.22797705822121,BIH,Bosnia y Herzegovina
2020,BRA,Brazil,7,Madera,0.768135627229412,BRA,Brasil
2020,IOT,Br. Indian Ocean Terr.,10,Metales,0.502566419449265,IOT,Territorio Británico del Océano Índico
2020,SLB,Solomon Isds,7,Madera,1.21349011479326,SLB,Islas Salomón
2020,BDI,Burundi,8,"Textiles, indumentaria y calzado",5.10015569261438,BDI,Burundi
2020,BLR,Belarus,6,Cueros y pieles,0.310402814672246,BLR,Belarús
2020,KHM,Cambodia,8,"Textiles, indumentaria y calzado",23.952833061734,KHM,Camboya
2020,CMR,Cameroon,7,Madera,2.22750365210664,CMR,Camerún
2020,CHN,China,2,Alimentos procesados,1.35274514186646,CHN,China
2020,COL,Colombia,6,Cueros y pieles,0.265029594636469,COL,Colombia
2020,COD,Dem. Rep. of the Congo,10,Metales,6.46572946861661,COD,Rep. Dem. Congo
2020,CRI,Costa Rica,8,"Textiles, indumentaria y calzado",4.45360941493107,CRI,Costa Rica
2020,HRV,Croatia,11,Maquinaria,17.7571398152363,HRV,Croacia
2020,EST,Estonia,3,Minerales,10.2391809279936,EST,Estonia
2020,FLK,Falkland Isds (Malvinas),10,Metales,9.00780613294805,FLK,Islas Malvinas
2020,FJI,Fiji,3,Minerales,21.7398332365663,FJI,Fiji
2020,KIR,Kiribati,11,Maquinaria,15.8224744783243,KIR,Kiribati
2020,GUM,Guam,10,Metales,1.67091924188649,GUM,Guam
2020,GIN,Guinea,1,Productos agropecuarios,14.3867256898387,GIN,Guinea
2020,JAM,Jamaica,9,Piedra y vidrio,2.31939649691313,JAM,Jamaica
2020,MDV,Maldives,10,Metales,4.89280947685017,MDV,Maldivas
2020,MRT,Mauritania,8,"Textiles, indumentaria y calzado",8.57700950136425,MRT,Mauritania
2020,MEX,Mexico,11,Maquinaria,43.216364050029,MEX,México
2020,MNE,Montenegro,10,Metales,7.96565731771727,MNE,Montenegro
2020,CUW,Curaçao,10,Metales,3.60407118649324,CUW,Curazao
2020,SXM,Saint Maarten,13,Otros productos industriales,19.514540027574,SXM,San Martín (parte holandesa)
2020,NIC,Nicaragua,10,Metales,5.54146330254913,NIC,Nicaragua
2020,ROU,Romania,6,Cueros y pieles,0.878701810725966,ROU,Rumania
2020,BLM,Saint Barthélemy,11,Maquinaria,6.91398394793168,BLM,San Barthélemy
2020,LCA,Saint Lucia,4,Químicos,6.06224195729629,LCA,Santa Lucía
2020,STP,Sao Tome and Principe,1,Productos agropecuarios,4.4125555651709,STP,Santo Tomé y Príncipe
2020,SOM,Somalia,13,Otros productos industriales,6.11504096905802,SOM,Somalia
2020,SUR,Suriname,4,Químicos,6.31901762831286,SUR,Suriname
2020,THA,Thailand,8,"Textiles, indumentaria y calzado",3.07024158099008,THA,Tailandia
2020,ARE,United Arab Emirates,1,Productos agropecuarios,5.15660307327068,ARE,Emiratos Árabes Unidos
2020,TKM,Turkmenistan,10,Metales,11.1492181689279,TKM,Turkmenistán
2020,TCA,Turks and Caicos Isds,10,Metales,11.5401117537005,TCA,Islas Turcas y Caicos
2020,TUV,Tuvalu,13,Otros productos industriales,0.596626587278296,TUV,Tuvalu
2020,BFA,Burkina Faso,1,Productos agropecuarios,7.33730973684442,BFA,Burkina Faso
2020,AND,Andorra,9,Piedra y vidrio,1.69393905127451,AND,Andorra
2020,ATG,Antigua and Barbuda,4,Químicos,4.89086474751018,ATG,Antigua y Barbuda
2020,BRB,Barbados,4,Químicos,9.55791891907906,BRB,Barbados
2020,BTN,Bhutan,1,Productos agropecuarios,7.46597882265537,BTN,Bhután
2020,BWA,Botswana,6,Cueros y pieles,0.193059802552171,BWA,Botswana
2020,SLB,Solomon Isds,8,"Textiles, indumentaria y calzado",3.71250180957976,SLB,Islas Salomón
2020,MMR,Myanmar,6,Cueros y pieles,0.548489493502609,MMR,Myanmar
2020,BDI,Burundi,10,Metales,6.02539724796709,BDI,Burundi
2020,CMR,Cameroon,10,Metales,7.06705118113588,CMR,Camerún
2020,CYM,Cayman Isds,9,Piedra y vidrio,0.972522449858877,CYM,Islas Caimán
2020,TCD,Chad,9,Piedra y vidrio,4.60023570374784,TCD,Chad
2020,COM,Comoros,11,Maquinaria,12.9568097799912,COM,Comoras
2020,BEN,Benin,1,Productos agropecuarios,29.1790287084872,BEN,Benin
2020,ERI,Eritrea,1,Productos agropecuarios,1.87831766215479,ERI,Eritrea
2020,FJI,Fiji,10,Metales,7.28683659372643,FJI,Fiji
2020,ATF,Fr. South Antarctic Terr.,11,Maquinaria,64.7945134940294,ATF,Tierras Australes Francesas
2020,GRD,Grenada,4,Químicos,7.20981001998063,GRD,Granada
2020,GIN,Guinea,8,"Textiles, indumentaria y calzado",9.9238207360599,GIN,Guinea
2020,IRN,Iran,8,"Textiles, indumentaria y calzado",4.7298045950603,IRN,Irán
2020,PRK,Dem. People's Rep. of Korea,11,Maquinaria,0.301370889139588,PRK,Corea del Norte
2020,KWT,Kuwait,11,Maquinaria,17.5914718020471,KWT,Kuwait
2020,LAO,Lao People's Dem. Rep.,11,Maquinaria,24.29991614161,LAO,Laos
2020,LSO,Lesotho,13,Otros productos industriales,7.40726618924952,LSO,Lesotho
2020,LBR,Liberia,12,Transporte,68.4678099322342,LBR,Liberia
2020,LTU,Lithuania,8,"Textiles, indumentaria y calzado",5.28911576425619,LTU,Lituania
2020,MAC,"China, Macao SAR",10,Metales,4.03437622037264,MAC,Macao
2020,MYS,Malaysia,12,Transporte,5.70328060195355,MYS,Malasia
2020,S19,"Other Asia, nes",7,Madera,1.38288297001088,TWN,Taiwán
2020,MNE,Montenegro,9,Piedra y vidrio,2.63750284570677,MNE,Montenegro
2020,MOZ,Mozambique,9,Piedra y vidrio,1.66364868787643,MOZ,Mozambique
2020,VUT,Vanuatu,11,Maquinaria,11.3800485977686,VUT,Vanuatu
2020,NZL,New Zealand,1,Productos agropecuarios,6.12514120136203,NZL,Nueva Zelanda
2020,KNA,Saint Kitts and Nevis,12,Transporte,1.87106652268354,KNA,Saint Kitts y Nevis
2020,SVK,Slovakia,8,"Textiles, indumentaria y calzado",5.11112283510855,SVK,Eslovaquia
2020,TUN,Tunisia,3,Minerales,10.3303533659496,TUN,Túnez
2020,TCA,Turks and Caicos Isds,8,"Textiles, indumentaria y calzado",1.86659781296374,TCA,Islas Turcas y Caicos
2020,EGY,Egypt,3,Minerales,9.76527018285734,EGY,Egipto
2020,USA,USA,1,Productos agropecuarios,3.95661511042565,USA,Estados Unidos
2020,URY,Uruguay,11,Maquinaria,19.2455417159132,URY,Uruguay
2020,AND,Andorra,8,"Textiles, indumentaria y calzado",8.38412964507885,AND,Andorra
2020,AGO,Angola,8,"Textiles, indumentaria y calzado",4.7745879193961,AGO,Angola
2020,ARM,Armenia,11,Maquinaria,18.6536171549501,ARM,Armenia
2020,BEL,Belgium,13,Otros productos industriales,5.58144758044114,BEL,Bélgica
2020,BGR,Bulgaria,6,Cueros y pieles,0.390171483867841,BGR,Bulgaria
2020,BDI,Burundi,3,Minerales,26.836376825999,BDI,Burundi
2020,TCD,Chad,8,"Textiles, indumentaria y calzado",6.60620176229282,TCD,Chad
2020,COG,Congo,3,Minerales,3.68547938513107,COG,Congo
2020,DMA,Dominica,8,"Textiles, indumentaria y calzado",3.19858456936136,DMA,Dominica
2020,GRL,Greenland,4,Químicos,3.10997695656748,GRL,Groenlandia
2020,GUM,Guam,4,Químicos,1.04060776217522,GUM,Guam
2020,HKG,"China, Hong Kong SAR",4,Químicos,2.61096481176385,HKG,Hong Kong
2020,CIV,Côte d'Ivoire,10,Metales,6.77598688485292,CIV,Costa de Marfil
2020,LTU,Lithuania,4,Químicos,12.3538187264327,LTU,Lituania
2020,MWI,Malawi,1,Productos agropecuarios,4.51026639378739,MWI,Malawi
2020,MYS,Malaysia,1,Productos agropecuarios,5.73943962744016,MYS,Malasia
2020,MDV,Maldives,8,"Textiles, indumentaria y calzado",3.19388034022398,MDV,Maldivas
2020,MUS,Mauritius,1,Productos agropecuarios,16.3052272788897,MUS,Mauricio
2020,MNG,Mongolia,6,Cueros y pieles,0.155527513706675,MNG,Mongolia
2020,NLD,Netherlands,7,Madera,2.37138703001138,NLD,Países Bajos
2020,NGA,Nigeria,3,Minerales,17.3162481883948,NGA,Nigeria
2020,PRY,Paraguay,7,Madera,1.84586704092374,PRY,Paraguay
2020,PHL,Philippines,9,Piedra y vidrio,1.88686575186984,PHL,Filipinas
2020,PCN,Pitcairn,2,Alimentos procesados,26.5680161465956,PCN,Pitcairn
2020,BLM,Saint Barthélemy,12,Transporte,3.89076726993259,BLM,San Barthélemy
2020,SAU,Saudi Arabia,8,"Textiles, indumentaria y calzado",5.92133116960801,SAU,Arabia Saudita
2020,SRB,Serbia,1,Productos agropecuarios,4.83286943869885,SRB,Serbia
2020,IND,India,4,Químicos,11.3750127081967,IND,India
2020,ESP,Spain,11,Maquinaria,19.9196022014423,ESP,España
2020,SUR,Suriname,10,Metales,5.59918254835821,SUR,Suriname
2020,SYR,Syria,10,Metales,3.80804665668431,SYR,Siria
2020,TJK,Tajikistan,4,Químicos,7.79729563438248,TJK,Tayikistán
2020,UGA,Uganda,7,Madera,1.94550042594481,UGA,Uganda
2020,GBR,United Kingdom,11,Maquinaria,19.7008501763938,GBR,Reino Unido
2020,UZB,Uzbekistan,3,Minerales,7.66630788326766,UZB,Uzbekistán
2020,AUS,Australia,1,Productos agropecuarios,3.42651324001545,AUS,Australia
2020,BHS,Bahamas,10,Metales,3.48966244835122,BHS,Bahamas
2020,CMR,Cameroon,6,Cueros y pieles,0.398326749092552,CMR,Camerún
2020,CCK,Cocos Isds,8,"Textiles, indumentaria y calzado",1.54283532700701,CCK,Islas Cocos
2020,SLV,El Salvador,10,Metales,7.23144325231064,SLV,El Salvador
2020,GEO,Georgia,3,Minerales,12.4145264537563,GEO,Georgia
2020,GRD,Grenada,1,Productos agropecuarios,7.97967405254653,GRD,Granada
2020,GUY,Guyana,1,Productos agropecuarios,4.70503833454667,GUY,Guyana
2020,KAZ,Kazakhstan,1,Productos agropecuarios,5.26821946722216,KAZ,Kazajstán
2020,KOR,Rep. of Korea,9,Piedra y vidrio,2.38538182447424,KOR,Corea del Sur
2020,LBN,Lebanon,11,Maquinaria,11.051743175113,LBN,Líbano
2020,LVA,Latvia,6,Cueros y pieles,0.276142525001434,LVA,Letonia
2020,MYS,Malaysia,13,Otros productos industriales,5.39659030810329,MYS,Malasia
2020,MLT,Malta,6,Cueros y pieles,0.250830612238435,MLT,Malta
2020,BES,Bonaire,10,Metales,9.21248627141838,BES,Bonaire
2020,NCL,New Caledonia,11,Maquinaria,26.1112846702867,NCL,Nueva Caledonia
2020,PAK,Pakistan,8,"Textiles, indumentaria y calzado",11.6455708568384,PAK,Pakistán
2020,PAN,Panama,11,Maquinaria,12.9676836867655,PAN,Panamá
2020,PRY,Paraguay,6,Cueros y pieles,0.253548545829494,PRY,Paraguay
2020,SAU,Saudi Arabia,3,Minerales,3.84348214671876,SAU,Arabia Saudita
2020,UGA,Uganda,3,Minerales,10.7933340083621,UGA,Uganda
2020,GBR,United Kingdom,6,Cueros y pieles,0.502381371843192,GBR,Reino Unido
2020,VEN,Venezuela,1,Productos agropecuarios,9.42049283623616,VEN,Venezuela
2020,WLF,Wallis and Futuna Isds,10,Metales,2.40423322374388,WLF,Wallis y Futuna
2020,BHR,Bahrain,9,Piedra y vidrio,3.2990223050303,BHR,Bahrein
2020,BEL,Belgium,7,Madera,2.56603664880744,BEL,Bélgica
2020,BIH,Bosnia Herzegovina,4,Químicos,9.96112860194618,BIH,Bosnia y Herzegovina
2020,BWA,Botswana,3,Minerales,12.1346159388035,BWA,Botswana
2020,SLB,Solomon Isds,1,Productos agropecuarios,9.51377169297431,SLB,Islas Salomón
2020,BGR,Bulgaria,9,Piedra y vidrio,1.58448305617411,BGR,Bulgaria
2020,CAN,Canada,9,Piedra y vidrio,6.00076836471649,CAN,Canadá
2020,CUB,Cuba,3,Minerales,0.937313232193161,CUB,Cuba
2020,DOM,Dominican Rep.,3,Minerales,11.1813315566619,DOM,Rep. Dominicana
2020,GNQ,Equatorial Guinea,10,Metales,3.78603282639875,GNQ,Guinea Ecuatorial
2020,PSE,State of Palestine,13,Otros productos industriales,3.14004711772853,PSE,Palestina
2020,GRL,Greenland,3,Minerales,20.5123753397218,GRL,Groenlandia
2020,ITA,Italy,13,Otros productos industriales,5.08100138464055,ITA,Italia
2020,JAM,Jamaica,5,Plásticos y gomas,5.65740260660329,JAM,Jamaica
2020,KWT,Kuwait,6,Cueros y pieles,0.632183075125509,KWT,Kuwait
2020,LBN,Lebanon,3,Minerales,25.004377776759,LBN,Líbano
2020,LVA,Latvia,1,Productos agropecuarios,11.660325507464,LVA,Letonia
2020,MDV,Maldives,13,Otros productos industriales,9.46120564446604,MDV,Maldivas
2020,MLI,Mali,13,Otros productos industriales,2.26570054953976,MLI,Malí
2020,MAR,Morocco,3,Minerales,10.0022735561141,MAR,Marruecos
2020,VUT,Vanuatu,13,Otros productos industriales,3.2274934856269,VUT,Vanuatu
2020,NIU,Niue,8,"Textiles, indumentaria y calzado",0.568944939171949,NIU,Niue
2020,NFK,Norfolk Isds,1,Productos agropecuarios,0.193916082130802,NFK,Isla Norfolk
2020,POL,Poland,8,"Textiles, indumentaria y calzado",8.70876211386951,POL,Polonia
2020,GNB,Guinea-Bissau,1,Productos agropecuarios,2.13587031361713,GNB,Guinea-Bissau
2020,QAT,Qatar,13,Otros productos industriales,8.13872074379494,QAT,Qatar
2020,SAU,Saudi Arabia,7,Madera,2.87100663949066,SAU,Arabia Saudita
2020,SDN,Sudan,9,Piedra y vidrio,5.66854789225216,SDN,Sudán
2020,SUR,Suriname,1,Productos agropecuarios,6.83176877764397,SUR,Suriname
2020,SYR,Syria,9,Piedra y vidrio,1.61882570524559,SYR,Siria
2020,TTO,Trinidad and Tobago,8,"Textiles, indumentaria y calzado",2.83871899823575,TTO,Trinidad y Tobago
2020,ARE,United Arab Emirates,9,Piedra y vidrio,26.7841448426759,ARE,Emiratos Árabes Unidos
2020,UKR,Ukraine,8,"Textiles, indumentaria y calzado",6.13844015525854,UKR,Ucrania
2020,URY,Uruguay,3,Minerales,12.8232220218837,URY,Uruguay
2020,ALB,Albania,13,Otros productos industriales,4.38840280158477,ALB,Albania
2020,BHR,Bahrain,11,Maquinaria,21.8733363248647,BHR,Bahrein
2020,BIH,Bosnia Herzegovina,7,Madera,4.07064894491391,BIH,Bosnia y Herzegovina
2020,CHL,Chile,9,Piedra y vidrio,1.09988574314226,CHL,Chile
2020,CCK,Cocos Isds,7,Madera,2.85556215534645,CCK,Islas Cocos
2020,COL,Colombia,7,Madera,2.21765363782104,COL,Colombia
2020,COK,Cook Isds,13,Otros productos industriales,8.3406008473943,COK,Islas Cook
2020,DOM,Dominican Rep.,10,Metales,5.3563640001552,DOM,Rep. Dominicana
2020,ATF,Fr. South Antarctic Terr.,7,Madera,6.77547170834033e-05,ATF,Tierras Australes Francesas
2020,GRC,Greece,12,Transporte,7.87678923496832,GRC,Grecia
2020,IRL,Ireland,13,Otros productos industriales,6.91072931407939,IRL,Irlanda
2020,ITA,Italy,7,Madera,2.7396365181531,ITA,Italia
2020,JAM,Jamaica,3,Minerales,19.8954478740678,JAM,Jamaica
2020,LBR,Liberia,6,Cueros y pieles,0.0011332586878662,LBR,Liberia
2020,CUW,Curaçao,3,Minerales,16.9000766387025,CUW,Curazao
2020,NIC,Nicaragua,3,Minerales,8.98301797433126,NIC,Nicaragua
2020,PER,Peru,4,Químicos,11.303925305003,PER,Perú
2020,PRT,Portugal,7,Madera,3.22001694839203,PRT,Portugal
2020,BLM,Saint Barthélemy,13,Otros productos industriales,10.7637429721281,BLM,San Barthélemy
2020,LCA,Saint Lucia,11,Maquinaria,12.8207005003725,LCA,Santa Lucía
2020,SWZ,Eswatini,4,Químicos,15.4431621713341,SWZ,Eswatini
2020,SWE,Sweden,13,Otros productos industriales,7.20280350538288,SWE,Suecia
2020,CHE,Switzerland,4,Químicos,17.7037975141064,CHE,Suiza
2020,ARE,United Arab Emirates,3,Minerales,6.34561025928125,ARE,Emiratos Árabes Unidos
2020,BFA,Burkina Faso,7,Madera,1.53283397658446,BFA,Burkina Faso
2020,AFG,Afghanistan,1,Productos agropecuarios,26.5430827205476,AFG,Afganistán
2020,BHR,Bahrain,12,Transporte,11.8172310838838,BHR,Bahrein
2020,BRB,Barbados,9,Piedra y vidrio,1.80778984025105,BRB,Barbados
2020,BEL,Belgium,9,Piedra y vidrio,5.60740321167316,BEL,Bélgica
2020,CPV,Cabo Verde,3,Minerales,55.0551757622809,CPV,Cabo Verde
2020,COG,Congo,1,Productos agropecuarios,16.2009909276219,COG,Congo
2020,COD,Dem. Rep. of the Congo,8,"Textiles, indumentaria y calzado",5.32609985892676,COD,Rep. Dem. Congo
2020,PYF,French Polynesia,8,"Textiles, indumentaria y calzado",4.44068211778038,PYF,Polinesia Francesa
2020,HND,Honduras,1,Productos agropecuarios,9.345302726983,HND,Honduras
2020,IRN,Iran,4,Químicos,10.7739898951351,IRN,Irán
2020,IRL,Ireland,12,Transporte,12.958362797838,IRL,Irlanda
2020,LTU,Lithuania,10,Metales,7.45849812352367,LTU,Lituania
2020,LUX,Luxembourg,3,Minerales,6.92843429099528,LUX,Luxemburgo
2020,MYS,Malaysia,4,Químicos,6.73289132010591,MYS,Malasia
2020,FSM,FS Micronesia,5,Plásticos y gomas,1.79535090862491,FSM,Micronesia
2020,TLS,Timor-Leste,10,Metales,5.8623303012329,TLS,Timor-Leste
2020,KNA,Saint Kitts and Nevis,10,Metales,4.10534401333571,KNA,Saint Kitts y Nevis
2020,SAU,Saudi Arabia,10,Metales,9.57643567710168,SAU,Arabia Saudita
2020,SGP,Singapore,13,Otros productos industriales,6.42111793896578,SGP,Singapur
2020,CHE,Switzerland,11,Maquinaria,11.3271123825827,CHE,Suiza
2020,MKD,North Macedonia,1,Productos agropecuarios,5.84124594426414,MKD,Macedonia del Norte
2020,BGD,Bangladesh,8,"Textiles, indumentaria y calzado",26.1776903561414,BGD,Bangladesh
2020,BOL,Bolivia (Plurinational State of),7,Madera,3.04464775373843,BOL,Bolivia
2020,DNK,Denmark,5,Plásticos y gomas,4.84700132714374,DNK,Dinamarca
2020,GIN,Guinea,9,Piedra y vidrio,1.77237673249644,GIN,Guinea
2020,MUS,Mauritius,10,Metales,6.81109828047679,MUS,Mauricio
2020,NRU,Nauru,8,"Textiles, indumentaria y calzado",0.988140311164919,NRU,Nauru
2020,AIA,Anguilla,4,Químicos,5.94749416382908,AIA,Anguila
2020,VNM,Viet Nam,12,Transporte,2.84992127330537,VNM,Vietnam
2020,SWZ,Eswatini,13,Otros productos industriales,4.05622522211055,SWZ,Eswatini
2020,TUR,Türkiye,8,"Textiles, indumentaria y calzado",4.72624216056776,TUR,Turquía
2020,MKD,North Macedonia,12,Transporte,6.17705292248203,MKD,Macedonia del Norte
2020,WLF,Wallis and Futuna Isds,1,Productos agropecuarios,26.5574203200447,WLF,Wallis y Futuna
2020,ALB,Albania,11,Maquinaria,16.5342357586681,ALB,Albania
2020,IOT,Br. Indian Ocean Terr.,12,Transporte,0.198834284000606,IOT,Territorio Británico del Océano Índico
2020,MMR,Myanmar,13,Otros productos industriales,3.82374403454091,MMR,Myanmar
2020,COK,Cook Isds,9,Piedra y vidrio,1.103164719808,COK,Islas Cook
2020,CYP,Cyprus,10,Metales,5.4096594964979,CYP,Chipre
2020,ECU,Ecuador,3,Minerales,19.7250141555926,ECU,Ecuador
2020,FLK,Falkland Isds (Malvinas),8,"Textiles, indumentaria y calzado",0.835359930761767,FLK,Islas Malvinas
2020,FRA,France,11,Maquinaria,21.6915964401637,FRA,Francia
2020,DJI,Djibouti,13,Otros productos industriales,5.07269288020504,DJI,Djibouti
2020,GEO,Georgia,4,Químicos,11.2635962885108,GEO,Georgia
2020,GMB,Gambia,13,Otros productos industriales,3.38210084459077,GMB,Gambia
2020,GUY,Guyana,3,Minerales,28.5454736265003,GUY,Guyana
2020,HKG,"China, Hong Kong SAR",10,Metales,1.35576365593937,HKG,Hong Kong
2020,KEN,Kenya,10,Metales,10.0156576040862,KEN,Kenia
2020,PRK,Dem. People's Rep. of Korea,4,Químicos,16.496689834561,PRK,Corea del Norte
2020,KGZ,Kyrgyzstan,10,Metales,6.12059958575734,KGZ,Kirguistán
2020,LBY,Libya,5,Plásticos y gomas,3.19266767890199,LBY,Libia
2020,S19,"Other Asia, nes",11,Maquinaria,39.3497449625168,TWN,Taiwán
2020,NAM,Namibia,10,Metales,5.90760524370833,NAM,Namibia
2020,SXM,Saint Maarten,5,Plásticos y gomas,1.77768623726671,SXM,San Martín (parte holandesa)
2020,NER,Niger,12,Transporte,17.5242298855503,NER,Níger
2020,PCN,Pitcairn,6,Cueros y pieles,,PCN,Pitcairn
2020,IND,India,8,"Textiles, indumentaria y calzado",1.92317242689064,IND,India
2020,TZA,United Rep. of Tanzania,3,Minerales,13.3053283163084,TZA,Tanzanía
2020,USA,USA,6,Cueros y pieles,0.470733971796384,USA,Estados Unidos
2020,VEN,Venezuela,9,Piedra y vidrio,0.930262035940871,VEN,Venezuela
2020,WSM,Samoa,12,Transporte,6.15261754481497,WSM,Samoa
2020,AZE,Azerbaijan,1,Productos agropecuarios,7.25049856678066,AZE,Azerbaiyán
2020,BHS,Bahamas,7,Madera,1.33394284363829,BHS,Bahamas
2020,CMR,Cameroon,3,Minerales,10.8385819084183,CMR,Camerún
2020,CPV,Cabo Verde,8,"Textiles, indumentaria y calzado",2.14003757591279,CPV,Cabo Verde
2020,CAF,Central African Rep.,11,Maquinaria,20.2154111270487,CAF,Rep. Centroafricana
2020,COG,Congo,4,Químicos,6.77195035420588,COG,Congo
2020,IRQ,Iraq,11,Maquinaria,27.2184828172428,IRQ,Iraq
2020,KEN,Kenya,4,Químicos,11.4534022976766,KEN,Kenia
2020,PRK,Dem. People's Rep. of Korea,1,Productos agropecuarios,4.37662730098807,PRK,Corea del Norte
2020,LVA,Latvia,2,Alimentos procesados,8.49404864667506,LVA,Letonia
2020,LTU,Lithuania,3,Minerales,11.9321269836376,LTU,Lituania
