anio,letra,letra_desc_abrev,gran_region_id,gran_region_desc,share_vab_sectorial
2011,C,Petróleo y minería,1,Norte,0.0293076679043122
2012,C,Petróleo y minería,1,Norte,0.0313338022556827
2013,C,Petróleo y minería,1,Norte,0.0251616611907108
2014,C,Petróleo y minería,1,Norte,0.0254568932129975
2015,C,Petróleo y minería,1,Norte,0.01898969005148
2016,C,Petróleo y minería,1,Norte,0.0218472114169286
2017,C,Petróleo y minería,1,Norte,0.01852569620828
2018,C,Petróleo y minería,1,Norte,0.0162619454663679
2019,C,Petróleo y minería,1,Norte,0.0120795481311227
2020,C,Petróleo y minería,1,Norte,0.0113493215469302
2021,C,Petróleo y minería,1,Norte,0.0138568578933178
2022,C,Petróleo y minería,1,Norte,0.0190362714805545
2004,H,Hotelería y restaurantes,1,Norte,0.0148047022181142
2005,H,Hotelería y restaurantes,1,Norte,0.0159669372988469
2006,H,Hotelería y restaurantes,1,Norte,0.0181634667271247
2007,H,Hotelería y restaurantes,1,Norte,0.0184024745514847
2008,H,Hotelería y restaurantes,1,Norte,0.0187736838571242
2009,H,Hotelería y restaurantes,1,Norte,0.0195259925456037
2010,H,Hotelería y restaurantes,1,Norte,0.019729747356559
2011,H,Hotelería y restaurantes,1,Norte,0.0192227589715615
2012,H,Hotelería y restaurantes,1,Norte,0.0204815518955904
2013,H,Hotelería y restaurantes,1,Norte,0.0205204302617202
2014,H,Hotelería y restaurantes,1,Norte,0.0199993223011329
2015,H,Hotelería y restaurantes,1,Norte,0.0201929374200943
2016,H,Hotelería y restaurantes,1,Norte,0.0215259351277206
2017,H,Hotelería y restaurantes,1,Norte,0.0218427184868284
2018,H,Hotelería y restaurantes,1,Norte,0.0225648238893652
2019,H,Hotelería y restaurantes,1,Norte,0.0227289567076312
2020,H,Hotelería y restaurantes,1,Norte,0.0119813805026935
2021,H,Hotelería y restaurantes,1,Norte,0.0132741649430625
2022,H,Hotelería y restaurantes,1,Norte,0.0174271452162297
2004,J,Finanzas,1,Norte,0.0195504479275041
2005,J,Finanzas,1,Norte,0.0201616303428752
2006,J,Finanzas,1,Norte,0.0208809807490165
2007,J,Finanzas,1,Norte,0.021407844521668
2008,J,Finanzas,1,Norte,0.0226730275617003
2009,J,Finanzas,1,Norte,0.0238401681284173
2010,J,Finanzas,1,Norte,0.0219766348916284
2011,J,Finanzas,1,Norte,0.0232472980183986
2012,J,Finanzas,1,Norte,0.0264550365340189
2013,J,Finanzas,1,Norte,0.0265334189630027
2014,J,Finanzas,1,Norte,0.0240769933475421
2015,J,Finanzas,1,Norte,0.0237177408209515
2016,J,Finanzas,1,Norte,0.0227238586965686
2017,J,Finanzas,1,Norte,0.0225027646344287
2018,J,Finanzas,1,Norte,0.024025964373447
2019,J,Finanzas,1,Norte,0.0213288883008422
2020,J,Finanzas,1,Norte,0.0232197327723814
2021,J,Finanzas,1,Norte,0.021981208718064
2022,J,Finanzas,1,Norte,0.0198677169896972
2004,B,Pesca,1,Norte,0.0002146859954147
2005,B,Pesca,1,Norte,0.0001775783080767
2006,B,Pesca,1,Norte,0.0003321151533512
2007,B,Pesca,1,Norte,0.0002636028625297
2008,B,Pesca,1,Norte,0.0002824281137511
2009,B,Pesca,1,Norte,0.0002007848478234
2010,B,Pesca,1,Norte,0.0001893066137023
2011,B,Pesca,1,Norte,0.0001882441054083
2012,B,Pesca,1,Norte,0.0002070489409113
2013,B,Pesca,1,Norte,0.0002904977554204
2014,B,Pesca,1,Norte,0.000286411467858
2015,B,Pesca,1,Norte,0.0002867833212736
2016,B,Pesca,1,Norte,0.0002882427546179
2017,B,Pesca,1,Norte,0.0003465797886056
2018,B,Pesca,1,Norte,0.0003845027480195
2019,B,Pesca,1,Norte,0.0003297122575541
2020,B,Pesca,1,Norte,0.0002618794800213
2021,B,Pesca,1,Norte,0.0003119996934544
2022,B,Pesca,1,Norte,0.0003165125848869
2004,K,Serv. inmobiliarios y profesionales,1,Norte,0.103189227614663
2005,K,Serv. inmobiliarios y profesionales,1,Norte,0.102703465774564
2006,K,Serv. inmobiliarios y profesionales,1,Norte,0.0993098438014425
2007,K,Serv. inmobiliarios y profesionales,1,Norte,0.0997655004726317
2008,K,Serv. inmobiliarios y profesionales,1,Norte,0.102509988639946
2009,K,Serv. inmobiliarios y profesionales,1,Norte,0.107618652312876
2010,K,Serv. inmobiliarios y profesionales,1,Norte,0.101907844476609
2011,K,Serv. inmobiliarios y profesionales,1,Norte,0.102632157704123
2012,K,Serv. inmobiliarios y profesionales,1,Norte,0.106700964301848
2013,K,Serv. inmobiliarios y profesionales,1,Norte,0.107437482455986
2014,K,Serv. inmobiliarios y profesionales,1,Norte,0.103515856311894
2015,K,Serv. inmobiliarios y profesionales,1,Norte,0.10747354157191
2016,K,Serv. inmobiliarios y profesionales,1,Norte,0.106867909956614
2017,K,Serv. inmobiliarios y profesionales,1,Norte,0.10681856359557
2018,K,Serv. inmobiliarios y profesionales,1,Norte,0.110988909383319
2019,K,Serv. inmobiliarios y profesionales,1,Norte,0.110342041358089
2020,K,Serv. inmobiliarios y profesionales,1,Norte,0.114566042926496
2021,K,Serv. inmobiliarios y profesionales,1,Norte,0.113979889004273
2022,K,Serv. inmobiliarios y profesionales,1,Norte,0.114847844636641
2004,N,Salud,1,Norte,0.0396242908536403
2005,N,Salud,1,Norte,0.0399523931446026
2006,N,Salud,1,Norte,0.0369661787515819
2007,N,Salud,1,Norte,0.0377308509904028
2008,N,Salud,1,Norte,0.0384213552611889
2009,N,Salud,1,Norte,0.0417455233570856
2010,N,Salud,1,Norte,0.0399320314922828
2011,N,Salud,1,Norte,0.0404817011454918
2012,N,Salud,1,Norte,0.0452058888882845
2013,N,Salud,1,Norte,0.0468980222012603
2014,N,Salud,1,Norte,0.0463825611368314
2015,N,Salud,1,Norte,0.0463055583202093
2016,N,Salud,1,Norte,0.0473111040037484
2017,N,Salud,1,Norte,0.0471852670321789
2018,N,Salud,1,Norte,0.04895102612566
2019,N,Salud,1,Norte,0.0501116062171353
2020,N,Salud,1,Norte,0.051394852343222
2021,N,Salud,1,Norte,0.0530356942017936
2022,N,Salud,1,Norte,0.0488626374444541
2004,P,Servicio doméstico,1,Norte,0.0075376415105457
2005,P,Servicio doméstico,1,Norte,0.007518384366747
2006,P,Servicio doméstico,1,Norte,0.007518475943048
2007,P,Servicio doméstico,1,Norte,0.0071583062911525
2008,P,Servicio doméstico,1,Norte,0.0072124092724257
2009,P,Servicio doméstico,1,Norte,0.0078005545804792
2010,P,Servicio doméstico,1,Norte,0.0070992724823383
2011,P,Servicio doméstico,1,Norte,0.006744830111897
2012,P,Servicio doméstico,1,Norte,0.0072760483007619
2013,P,Servicio doméstico,1,Norte,0.0073020383082194
2014,P,Servicio doméstico,1,Norte,0.0070902506217955
2015,P,Servicio doméstico,1,Norte,0.0070125277755406
2016,P,Servicio doméstico,1,Norte,0.0070420260946505
2017,P,Servicio doméstico,1,Norte,0.0066322709652509
2018,P,Servicio doméstico,1,Norte,0.006877206486554
2019,P,Servicio doméstico,1,Norte,0.0073152074762017
2020,P,Servicio doméstico,1,Norte,0.0065010489802887
2021,P,Servicio doméstico,1,Norte,0.0062075617329559
2022,P,Servicio doméstico,1,Norte,0.0065603074086647
2004,L,Adm. pública y defensa,3,Sur,0.0522655583762982
2005,L,Adm. pública y defensa,3,Sur,0.0526953635690731
2006,L,Adm. pública y defensa,3,Sur,0.049795862087998
2007,L,Adm. pública y defensa,3,Sur,0.0554659384940698
2008,L,Adm. pública y defensa,3,Sur,0.059868899551082
2009,L,Adm. pública y defensa,3,Sur,0.0637033379299154
2010,L,Adm. pública y defensa,3,Sur,0.0621652476680072
2011,L,Adm. pública y defensa,3,Sur,0.0582488628144189
2012,L,Adm. pública y defensa,3,Sur,0.0609983749663788
2013,L,Adm. pública y defensa,3,Sur,0.0602191588716237
2014,L,Adm. pública y defensa,3,Sur,0.0645443213876357
2015,L,Adm. pública y defensa,3,Sur,0.0640694791672178
2016,L,Adm. pública y defensa,3,Sur,0.0675892304220929
2017,L,Adm. pública y defensa,3,Sur,0.0667847993092735
2018,L,Adm. pública y defensa,3,Sur,0.0667042154078333
2019,L,Adm. pública y defensa,3,Sur,0.073791078659903
2020,L,Adm. pública y defensa,3,Sur,0.0765520882698182
2021,L,Adm. pública y defensa,3,Sur,0.0708296048135704
2022,L,Adm. pública y defensa,3,Sur,0.0721288440492476
2004,A,Agro,3,Sur,0.0272299804886784
2005,A,Agro,3,Sur,0.0302567371771505
2006,A,Agro,3,Sur,0.0267337009522902
2007,A,Agro,3,Sur,0.0257564246284476
2008,A,Agro,3,Sur,0.0251028481420925
2009,A,Agro,3,Sur,0.023547448682892
2010,A,Agro,3,Sur,0.0217124198330428
2011,A,Agro,3,Sur,0.0215786143977165
2012,A,Agro,3,Sur,0.0190388936793039
2013,A,Agro,3,Sur,0.0183230136424052
2014,A,Agro,3,Sur,0.017603509224254
2015,A,Agro,3,Sur,0.018338445238168
2016,A,Agro,3,Sur,0.0163015422332916
2017,A,Agro,3,Sur,0.0162590371772041
2018,A,Agro,3,Sur,0.0160255317449768
2019,A,Agro,3,Sur,0.0169170834299855
2020,A,Agro,3,Sur,0.019216972261754
2021,A,Agro,3,Sur,0.0159577698434276
2022,A,Agro,3,Sur,0.0149634527322811
2004,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0123788493618238
2005,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0134109299689183
2006,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0139844330983682
2007,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0149470514743691
2008,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0160888811560167
2009,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0168764362338862
2010,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0167239394688532
2011,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0165078409588388
2012,O,"Serv. comunitarios, sociales y personales",3,Sur,0.016492332027057
2013,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0160003704643134
2014,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0158143429955628
2015,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0151065453614881
2016,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0157626805207929
2017,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0158915222093074
2018,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0154449458485118
2019,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0148442377967924
2020,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0105227560691349
2021,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0123476830263094
2022,O,"Serv. comunitarios, sociales y personales",3,Sur,0.0123483421550847
2004,E,"Electricidad, gas y agua",3,Sur,0.0341956602828915
2005,E,"Electricidad, gas y agua",3,Sur,0.0335869286380072
2006,E,"Electricidad, gas y agua",3,Sur,0.0327172256854346
2007,E,"Electricidad, gas y agua",3,Sur,0.0330430149223813
2008,E,"Electricidad, gas y agua",3,Sur,0.0349860972148601
2009,E,"Electricidad, gas y agua",3,Sur,0.035627914087081
2010,E,"Electricidad, gas y agua",3,Sur,0.0324081584436818
2011,E,"Electricidad, gas y agua",3,Sur,0.0342745340662514
2012,E,"Electricidad, gas y agua",3,Sur,0.0348307911376948
2013,E,"Electricidad, gas y agua",3,Sur,0.03362647832946
2014,E,"Electricidad, gas y agua",3,Sur,0.0346085611049986
2015,E,"Electricidad, gas y agua",3,Sur,0.0352036741756593
2016,E,"Electricidad, gas y agua",3,Sur,0.0358931563569983
2017,E,"Electricidad, gas y agua",3,Sur,0.0355827585044524
2018,E,"Electricidad, gas y agua",3,Sur,0.0345682378906167
2019,E,"Electricidad, gas y agua",3,Sur,0.034769055124937
2020,E,"Electricidad, gas y agua",3,Sur,0.0373785245911498
2021,E,"Electricidad, gas y agua",3,Sur,0.0342874881619744
2022,E,"Electricidad, gas y agua",3,Sur,0.0317511236295462
2004,G,Comercio,3,Sur,0.07105990736288
2005,G,Comercio,3,Sur,0.0760518178489406
2006,G,Comercio,3,Sur,0.0808662361721126
2007,G,Comercio,3,Sur,0.0877045065301032
2008,G,Comercio,3,Sur,0.0899627408397012
2009,G,Comercio,3,Sur,0.0843331775570703
2010,G,Comercio,3,Sur,0.0929407946711864
2011,G,Comercio,3,Sur,0.105853760559638
2012,G,Comercio,3,Sur,0.104866267308535
2013,G,Comercio,3,Sur,0.106604682853766
2014,G,Comercio,3,Sur,0.096242701666936
2015,G,Comercio,3,Sur,0.0969322109252007
2016,G,Comercio,3,Sur,0.0957741485869327
2017,G,Comercio,3,Sur,0.0975985201420534
2018,G,Comercio,3,Sur,0.096319041076203
2019,G,Comercio,3,Sur,0.08728217344524
2020,G,Comercio,3,Sur,0.092481555057102
2021,G,Comercio,3,Sur,0.0976866172097841
2022,G,Comercio,3,Sur,0.0969190227616137
2004,I,Transporte y comunicaciones,3,Sur,0.0409018510199292
2005,I,Transporte y comunicaciones,3,Sur,0.0460015544763002
2006,I,Transporte y comunicaciones,3,Sur,0.0481392433112429
2007,I,Transporte y comunicaciones,3,Sur,0.0517597713921647
2008,I,Transporte y comunicaciones,3,Sur,0.0533359174892322
2009,I,Transporte y comunicaciones,3,Sur,0.0543865148550168
2010,I,Transporte y comunicaciones,3,Sur,0.0570458632279064
2011,I,Transporte y comunicaciones,3,Sur,0.0587368551551905
2012,I,Transporte y comunicaciones,3,Sur,0.0593443449322137
2013,I,Transporte y comunicaciones,3,Sur,0.0611718872077927
2014,I,Transporte y comunicaciones,3,Sur,0.0626827827326329
2015,I,Transporte y comunicaciones,3,Sur,0.0631428413632839
2016,I,Transporte y comunicaciones,3,Sur,0.0685686129926482
2017,I,Transporte y comunicaciones,3,Sur,0.0705989436932887
2018,I,Transporte y comunicaciones,3,Sur,0.0679241198466741
2019,I,Transporte y comunicaciones,3,Sur,0.0684560929113159
2020,I,Transporte y comunicaciones,3,Sur,0.0599434980486786
2021,I,Transporte y comunicaciones,3,Sur,0.0588557686995716
2022,I,Transporte y comunicaciones,3,Sur,0.059854084877908
2004,F,Construcción,3,Sur,0.0542065360962305
2005,F,Construcción,3,Sur,0.0561214926626249
2006,F,Construcción,3,Sur,0.0586575690752854
2007,F,Construcción,3,Sur,0.0596162074830663
2008,F,Construcción,3,Sur,0.0564878441415458
2009,F,Construcción,3,Sur,0.0486337441804895
2010,F,Construcción,3,Sur,0.0492409054547977
2011,F,Construcción,3,Sur,0.0527624989591894
2012,F,Construcción,3,Sur,0.0506137918714649
2013,F,Construcción,3,Sur,0.048471316668022
2014,F,Construcción,3,Sur,0.0490445825123522
2015,F,Construcción,3,Sur,0.0492134346385621
2016,F,Construcción,3,Sur,0.0428155513441639
2017,F,Construcción,3,Sur,0.0447132178018804
2018,F,Construcción,3,Sur,0.0440300984005403
2019,F,Construcción,3,Sur,0.0440465194413664
2020,F,Construcción,3,Sur,0.0428672459175984
2021,F,Construcción,3,Sur,0.0483705241082517
2022,F,Construcción,3,Sur,0.0466690711488163
2004,D,Industria manufacturera,3,Sur,0.08005630172836
2005,D,Industria manufacturera,3,Sur,0.0837016543186067
2006,D,Industria manufacturera,3,Sur,0.0895147396868063
2007,D,Industria manufacturera,3,Sur,0.0954892464829774
2008,D,Industria manufacturera,3,Sur,0.0956642250873509
2009,D,Industria manufacturera,3,Sur,0.0862488231466152
2010,D,Industria manufacturera,3,Sur,0.103548629593629
2011,D,Industria manufacturera,3,Sur,0.120432693559231
2012,D,Industria manufacturera,3,Sur,0.120582014833598
2013,D,Industria manufacturera,3,Sur,0.121754021240187
2014,D,Industria manufacturera,3,Sur,0.110331470286305
2015,D,Industria manufacturera,3,Sur,0.107078483905518
2016,D,Industria manufacturera,3,Sur,0.103845526277456
2017,D,Industria manufacturera,3,Sur,0.105812030480486
2018,D,Industria manufacturera,3,Sur,0.100627876380898
2019,D,Industria manufacturera,3,Sur,0.0930465801622444
2020,D,Industria manufacturera,3,Sur,0.0969446651801247
2021,D,Industria manufacturera,3,Sur,0.103029229887499
2022,D,Industria manufacturera,3,Sur,0.0993740717123924
2004,M,Enseñanza,3,Sur,0.0380642916634433
2005,M,Enseñanza,3,Sur,0.0386495885653228
2006,M,Enseñanza,3,Sur,0.0363682965905721
2007,M,Enseñanza,3,Sur,0.0384597652507338
2008,M,Enseñanza,3,Sur,0.0414998027500646
2009,M,Enseñanza,3,Sur,0.042898068820604
2010,M,Enseñanza,3,Sur,0.0425580572152231
2011,M,Enseñanza,3,Sur,0.0416440680279591
2012,M,Enseñanza,3,Sur,0.0436619201032575
2013,M,Enseñanza,3,Sur,0.0461043412067045
2014,M,Enseñanza,3,Sur,0.0514992773944141
2015,M,Enseñanza,3,Sur,0.051684307556212
2016,M,Enseñanza,3,Sur,0.0555401834672211
2017,M,Enseñanza,3,Sur,0.0547111552957111
2018,M,Enseñanza,3,Sur,0.0542002870017149
2019,M,Enseñanza,3,Sur,0.0569225027712095
2020,M,Enseñanza,3,Sur,0.0589229464281432
2021,M,Enseñanza,3,Sur,0.0512542923867376
2022,M,Enseñanza,3,Sur,0.0516255186316639
2004,C,Petróleo y minería,3,Sur,0.43406029156844
2005,C,Petróleo y minería,3,Sur,0.41032498995544
2006,C,Petróleo y minería,3,Sur,0.390832832691665
2007,C,Petróleo y minería,3,Sur,0.363722639022707
2008,C,Petróleo y minería,3,Sur,0.347761327173845
2009,C,Petróleo y minería,3,Sur,0.367164851069535
2010,C,Petróleo y minería,3,Sur,0.346604364217923
2011,C,Petróleo y minería,3,Sur,0.313468862657982
2012,C,Petróleo y minería,3,Sur,0.308721391463124
2013,C,Petróleo y minería,3,Sur,0.29971431992678
2014,C,Petróleo y minería,3,Sur,0.304826104396042
2015,C,Petróleo y minería,3,Sur,0.309212974477241
2016,C,Petróleo y minería,3,Sur,0.301178822159749
2017,C,Petróleo y minería,3,Sur,0.289200533973189
2018,C,Petróleo y minería,3,Sur,0.298288740775845
2019,C,Petróleo y minería,3,Sur,0.31116632896795
2020,C,Petróleo y minería,3,Sur,0.311617752060736
2021,C,Petróleo y minería,3,Sur,0.312447977142531
2022,C,Petróleo y minería,3,Sur,0.326212824675289
2004,H,Hotelería y restaurantes,3,Sur,0.0129985227686988
2005,H,Hotelería y restaurantes,3,Sur,0.0145530072574832
2006,H,Hotelería y restaurantes,3,Sur,0.0150352874967269
2007,H,Hotelería y restaurantes,3,Sur,0.0162117052109656
2008,H,Hotelería y restaurantes,3,Sur,0.016406243440819
2009,H,Hotelería y restaurantes,3,Sur,0.0165031819001427
2010,H,Hotelería y restaurantes,3,Sur,0.0171798258555287
2011,H,Hotelería y restaurantes,3,Sur,0.0165781625525742
2012,H,Hotelería y restaurantes,3,Sur,0.01691373269602
2013,H,Hotelería y restaurantes,3,Sur,0.0179000885541954
2014,H,Hotelería y restaurantes,3,Sur,0.0191236763107514
2015,H,Hotelería y restaurantes,3,Sur,0.0192742181406547
2016,H,Hotelería y restaurantes,3,Sur,0.0201430484289559
2017,H,Hotelería y restaurantes,3,Sur,0.0200435968356592
2018,H,Hotelería y restaurantes,3,Sur,0.0200161706671959
2019,H,Hotelería y restaurantes,3,Sur,0.0205554485157102
2020,H,Hotelería y restaurantes,3,Sur,0.0115962573288529
2021,H,Hotelería y restaurantes,3,Sur,0.0153807572603797
2022,H,Hotelería y restaurantes,3,Sur,0.0192297823782198
2004,J,Finanzas,3,Sur,0.0113518366844329
2005,J,Finanzas,3,Sur,0.0128448652307667
2006,J,Finanzas,3,Sur,0.0141120230861259
2007,J,Finanzas,3,Sur,0.0161340589570696
2008,J,Finanzas,3,Sur,0.017347929597598
2009,J,Finanzas,3,Sur,0.0180389638703137
2010,J,Finanzas,3,Sur,0.0184586143078618
2011,J,Finanzas,3,Sur,0.0202805569142174
2012,J,Finanzas,3,Sur,0.022068776943164
2013,J,Finanzas,3,Sur,0.0225862497526898
2014,J,Finanzas,3,Sur,0.0220725475638411
2015,J,Finanzas,3,Sur,0.0215618963848589
2016,J,Finanzas,3,Sur,0.0211972451521507
2017,J,Finanzas,3,Sur,0.0211074345257199
2018,J,Finanzas,3,Sur,0.0209925541128001
2019,J,Finanzas,3,Sur,0.0178730336373195
2020,J,Finanzas,3,Sur,0.0192576299549571
2021,J,Finanzas,3,Sur,0.0171430800132974
2022,J,Finanzas,3,Sur,0.0150246968134035
2004,B,Pesca,3,Sur,0.0231701934581656
2005,B,Pesca,3,Sur,0.020101083576313
2006,B,Pesca,3,Sur,0.032158166780143
2007,B,Pesca,3,Sur,0.0278016625304601
2008,B,Pesca,3,Sur,0.0282100287651924
2009,B,Pesca,3,Sur,0.0230113623653583
2010,B,Pesca,3,Sur,0.0222368356717345
2011,B,Pesca,3,Sur,0.0230321903071774
2012,B,Pesca,3,Sur,0.0237286052557272
2013,B,Pesca,3,Sur,0.0278604186019827
2014,B,Pesca,3,Sur,0.0288387520776743
2015,B,Pesca,3,Sur,0.0280697924012196
2016,B,Pesca,3,Sur,0.0291071907109096
2017,B,Pesca,3,Sur,0.0347908672924323
2018,B,Pesca,3,Sur,0.0371568230979665
2019,B,Pesca,3,Sur,0.0320389899716824
2020,B,Pesca,3,Sur,0.0287239366188498
2021,B,Pesca,3,Sur,0.0313105103938126
2022,B,Pesca,3,Sur,0.0282158551984707
2004,K,Serv. inmobiliarios y profesionales,3,Sur,0.0830600279924811
2005,K,Serv. inmobiliarios y profesionales,3,Sur,0.0846474885882596
2006,K,Serv. inmobiliarios y profesionales,3,Sur,0.0843723883740905
2007,K,Serv. inmobiliarios y profesionales,3,Sur,0.0859197462501016
2008,K,Serv. inmobiliarios y profesionales,3,Sur,0.0874120609186257
2009,K,Serv. inmobiliarios y profesionales,3,Sur,0.0870917166193223
2010,K,Serv. inmobiliarios y profesionales,3,Sur,0.0856620091855835
2011,K,Serv. inmobiliarios y profesionales,3,Sur,0.0855111467307608
2012,K,Serv. inmobiliarios y profesionales,3,Sur,0.0855592174153573
2013,K,Serv. inmobiliarios y profesionales,3,Sur,0.0870262239665306
2014,K,Serv. inmobiliarios y profesionales,3,Sur,0.0887329749432335
2015,K,Serv. inmobiliarios y profesionales,3,Sur,0.0871860421500832
2016,K,Serv. inmobiliarios y profesionales,3,Sur,0.0901519201049084
2017,K,Serv. inmobiliarios y profesionales,3,Sur,0.0901958578965168
2018,K,Serv. inmobiliarios y profesionales,3,Sur,0.0905465053635607
2019,K,Serv. inmobiliarios y profesionales,3,Sur,0.0895931808928722
2020,K,Serv. inmobiliarios y profesionales,3,Sur,0.0948319380894574
2021,K,Serv. inmobiliarios y profesionales,3,Sur,0.0915847858698513
2022,K,Serv. inmobiliarios y profesionales,3,Sur,0.0879674410531702
2004,N,Salud,3,Sur,0.0214033916981385
2005,N,Salud,3,Sur,0.0232341583700907
2006,N,Salud,3,Sur,0.0228049170050657
2007,N,Salud,3,Sur,0.0240182373338745
2008,N,Salud,3,Sur,0.0257588643520053
2009,N,Salud,3,Sur,0.0275193159088121
2010,N,Salud,3,Sur,0.0272669208857801
2011,N,Salud,3,Sur,0.0269417857915842
2012,N,Salud,3,Sur,0.0282259621510405
2013,N,Salud,3,Sur,0.0282087629142824
2014,N,Salud,3,Sur,0.0295513501811555
2015,N,Salud,3,Sur,0.0295718089155411
2016,N,Salud,3,Sur,0.0315902381945993
2017,N,Salud,3,Sur,0.0322690749033938
2018,N,Salud,3,Sur,0.0326975251426824
2019,N,Salud,3,Sur,0.0340427536702118
2020,N,Salud,3,Sur,0.0349266761669435
2021,N,Salud,3,Sur,0.0355338074939141
2022,N,Salud,3,Sur,0.0336361892435639
2004,P,Servicio doméstico,3,Sur,0.003596799449108
2005,P,Servicio doméstico,3,Sur,0.0038183397967021
2006,P,Servicio doméstico,3,Sur,0.0039070779060731
2007,P,Servicio doméstico,3,Sur,0.0039500240365082
2008,P,Servicio doméstico,3,Sur,0.0041062893799682
2009,P,Servicio doméstico,3,Sur,0.0044151427729457
2010,P,Servicio doméstico,3,Sur,0.0042474142992612
2011,P,Servicio doméstico,3,Sur,0.0041475665472711
2012,P,Servicio doméstico,3,Sur,0.0043535832160635
2013,P,Servicio doméstico,3,Sur,0.0044286657992643
2014,P,Servicio doméstico,3,Sur,0.0044830452222111
2015,P,Servicio doméstico,3,Sur,0.0043538451990923
2016,P,Servicio doméstico,3,Sur,0.004540903047129
2017,P,Servicio doméstico,3,Sur,0.0044406499594316
2018,P,Servicio doméstico,3,Sur,0.0044573272419807
2019,P,Servicio doméstico,3,Sur,0.0046549406012601
2020,P,Servicio doméstico,3,Sur,0.0042155579567
2021,P,Servicio doméstico,3,Sur,0.0039801036890884
2022,P,Servicio doméstico,3,Sur,0.0040796789393292
