geocodigoFundar,geonombreFundar,anio,letra,es_agregacion,letra_desc_abrev,valor_relativo_arg
HRV,Croacia,2008,P,0,Enseñanza,271.142417375689
HUN,Hungría,2008,P,0,Enseñanza,269.280430971824
IDN,Indonesia,2008,P,0,Enseñanza,41.5515840779854
IND,India,2008,P,0,Enseñanza,29.65389713113
IRL,Irlanda,2008,P,0,Enseñanza,996.207618966181
ISL,Islandia,2008,P,0,Enseñanza,600.001068878533
ISR,Israel,2008,P,0,Enseñanza,388.169652400701
ITA,Italia,2008,P,0,Enseñanza,635.354226345718
JPN,Japón,2008,P,0,Enseñanza,978.077301295481
KAZ,Kazajstán,2008,P,0,Enseñanza,62.144597887896
KOR,Corea del Sur,2008,P,0,Enseñanza,346.773055709949
LTU,Lituania,2008,P,0,Enseñanza,149.980760186412
LUX,Luxemburgo,2008,P,0,Enseñanza,1345.83351147976
LVA,Letonia,2008,P,0,Enseñanza,210.049595963915
MEX,México,2008,P,0,Enseñanza,203.756039163709
MLT,Malta,2008,P,0,Enseñanza,343.833639745179
MYS,Malasia,2008,P,0,Enseñanza,116.954551284792
NLD,Países Bajos,2008,P,0,Enseñanza,784.458506135363
NOR,Noruega,2008,P,0,Enseñanza,970.757621103938
NZL,Nueva Zelanda,2008,P,0,Enseñanza,370.850613536278
OECD,Países miembros de OCDE,2008,P,1,Enseñanza,588.482833810766
PER,Perú,2008,P,0,Enseñanza,76.7893026636453
PHL,Filipinas,2008,P,0,Enseñanza,64.1070588738296
POL,Polonia,2008,P,0,Enseñanza,222.407969558339
PRT,Portugal,2008,P,0,Enseñanza,530.847834452093
ROU,Rumania,2008,P,0,Enseñanza,174.765915601351
RUS,Rusia,2008,P,0,Enseñanza,79.0895292658942
SAU,Arabia Saudita,2008,P,0,Enseñanza,364.620120569498
SGP,Singapur,2008,P,0,Enseñanza,2503.69725084441
SVK,Eslovaquia,2008,P,0,Enseñanza,177.707469323186
SVN,Eslovenia,2008,P,0,Enseñanza,454.538458249605
SWE,Suecia,2008,P,0,Enseñanza,592.822480653298
THA,Tailandia,2008,P,0,Enseñanza,98.7836162298516
TUR,Turquía,2008,P,0,Enseñanza,302.593099320193
TWN,Taiwán,2008,P,0,Enseñanza,348.58480482278
UKR,Ucrania,2008,P,0,Enseñanza,51.5103253666253
USA,Estados Unidos,2008,P,0,Enseñanza,641.365599213305
VNM,Vietnam,2008,P,0,Enseñanza,23.626491085553
ZAF,Sudáfrica,2008,P,0,Enseñanza,215.331993672239
ZEUR,Europa,2008,P,1,Enseñanza,423.64145538501
ZNAM,América del Norte,2008,P,1,Enseñanza,583.967890888879
ARG,Argentina,2008,Q,0,Salud,100.0
AUS,Australia,2008,Q,0,Salud,341.596139880454
AUT,Austria,2008,Q,0,Salud,453.9592760181
BEL,Bélgica,2008,Q,0,Salud,448.847131445171
BGR,Bulgaria,2008,Q,0,Salud,60.5601642366348
BRA,Brasil,2008,Q,0,Salud,124.498631361376
CAN,Canadá,2008,Q,0,Salud,377.944667895648
CHE,Suiza,2008,Q,0,Salud,507.658091726719
CHL,Chile,2008,Q,0,Salud,145.589631864142
CHN,China,2008,Q,0,Salud,25.1815541031227
COL,Colombia,2008,Q,0,Salud,101.028573822691
CRI,Costa Rica,2008,Q,0,Salud,179.776269482152
CYP,Chipre,2008,Q,0,Salud,408.445058935255
CZE,Chequia,2008,Q,0,Salud,190.876208033071
DEU,Alemania,2008,Q,0,Salud,332.600832355734
DNK,Dinamarca,2008,Q,0,Salud,439.62557957656
EA19,Eurozona,2008,Q,1,Salud,410.553181386515
EGY,Egipto,2008,Q,0,Salud,41.8628847550416
ESP,España,2008,Q,0,Salud,564.727529188313
EST,Estonia,2008,Q,0,Salud,161.31920004469
EU13,Unión Europea (28 países excluyendo EU15),2008,Q,1,Salud,155.195240489358
EU15,Unión Europea (15 países),2008,Q,1,Salud,413.164767331434
EU27_2020,Unión Europea (27 países),2008,Q,1,Salud,384.025333780236
EU28,Unión Europea (28 países),2008,Q,1,Salud,384.445701357466
FIN,Finlandia,2008,Q,0,Salud,411.574074074074
FRA,Francia,2008,Q,0,Salud,444.143483604268
G20,G-20,2008,Q,1,Salud,241.526311379253
GBR,Reino Unido,2008,Q,0,Salud,386.684403105972
GRC,Grecia,2008,Q,0,Salud,535.840176526451
HRV,Croacia,2008,Q,0,Salud,215.120663650075
HUN,Hungría,2008,Q,0,Salud,151.974051728954
IDN,Indonesia,2008,Q,0,Salud,38.8749231886487
IND,India,2008,Q,0,Salud,20.5184067929166
IRL,Irlanda,2008,Q,0,Salud,606.808278867102
ISL,Islandia,2008,Q,0,Salud,474.568459862578
ISR,Israel,2008,Q,0,Salud,288.601195463941
ITA,Italia,2008,Q,0,Salud,510.178202335065
JPN,Japón,2008,Q,0,Salud,322.931679794425
KAZ,Kazajstán,2008,Q,0,Salud,47.7494274062902
KOR,Corea del Sur,2008,Q,0,Salud,286.343640020111
LTU,Lituania,2008,Q,0,Salud,112.617311882018
LUX,Luxemburgo,2008,Q,0,Salud,663.654963409865
LVA,Letonia,2008,Q,0,Salud,126.262499301715
MEX,México,2008,Q,0,Salud,156.200770906653
MLT,Malta,2008,Q,0,Salud,316.65060611139
MYS,Malasia,2008,Q,0,Salud,71.8521311658566
NLD,Países Bajos,2008,Q,0,Salud,324.157169990503
NOR,Noruega,2008,Q,0,Salud,494.308278867102
NZL,Nueva Zelanda,2008,Q,0,Salud,261.140439081616
OECD,Países miembros de OCDE,2008,Q,1,Salud,381.273392547902
PER,Perú,2008,Q,0,Salud,61.8135858331937
PHL,Filipinas,2008,Q,0,Salud,38.5788503435562
POL,Polonia,2008,Q,0,Salud,160.78431372549
PRT,Portugal,2008,Q,0,Salud,300.37847047651
ROU,Rumania,2008,Q,0,Salud,115.807776101894
RUS,Rusia,2008,Q,0,Salud,52.9453661806603
SAU,Arabia Saudita,2008,Q,0,Salud,231.178425786269
SGP,Singapur,2008,Q,0,Salud,324.49304508128
SVK,Eslovaquia,2008,Q,0,Salud,158.340316183453
SVN,Eslovenia,2008,Q,0,Salud,302.559912854031
SWE,Suecia,2008,Q,0,Salud,447.441483715994
THA,Tailandia,2008,Q,0,Salud,37.1906597396793
TUR,Turquía,2008,Q,0,Salud,268.915144405341
TWN,Taiwán,2008,Q,0,Salud,244.788000670354
UKR,Ucrania,2008,Q,0,Salud,31.8124685771745
USA,Estados Unidos,2008,Q,0,Salud,424.552399307301
VNM,Vietnam,2008,Q,0,Salud,19.7300430143567
ZAF,Sudáfrica,2008,Q,0,Salud,120.455561141836
ZEUR,Europa,2008,Q,1,Salud,307.040807776102
ZNAM,América del Norte,2008,Q,1,Salud,406.464722641193
ARG,Argentina,2008,R,0,Cultura,100.0
AUS,Australia,2008,R,0,Cultura,165.104217888568
AUT,Austria,2008,R,0,Cultura,267.176137777032
BEL,Bélgica,2008,R,0,Cultura,238.305786797332
BGR,Bulgaria,2008,R,0,Cultura,50.5406140264609
BRA,Brasil,2008,R,0,Cultura,14.0096841934756
CAN,Canadá,2008,R,0,Cultura,113.79534765329
CHE,Suiza,2008,R,0,Cultura,142.24223210825
CHL,Chile,2008,R,0,Cultura,22.1319109794688
CHN,China,2008,R,0,Cultura,29.8049277156526
COL,Colombia,2008,R,0,Cultura,24.8705592419255
CRI,Costa Rica,2008,R,0,Cultura,19.1690915717434
CYP,Chipre,2008,R,0,Cultura,171.159442088639
CZE,Chequia,2008,R,0,Cultura,101.202425097912
DEU,Alemania,2008,R,0,Cultura,218.284844873567
DNK,Dinamarca,2008,R,0,Cultura,249.091456042208
EA19,Eurozona,2008,R,1,Cultura,204.990772826408
EGY,Egipto,2008,R,0,Cultura,54.0015272563187
ESP,España,2008,R,0,Cultura,218.332571633528
EST,Estonia,2008,R,0,Cultura,63.5668377116609
EU13,Unión Europea (28 países excluyendo EU15),2008,R,1,Cultura,79.9154223962883
EU15,Unión Europea (15 países),2008,R,1,Cultura,193.56469723879
EU27_2020,Unión Europea (27 países),2008,R,1,Cultura,184.916319080869
EU28,Unión Europea (28 países),2008,R,1,Cultura,176.658143342262
FIN,Finlandia,2008,R,0,Cultura,210.807941732857
FRA,Francia,2008,R,0,Cultura,184.446282808532
G20,G-20,2008,R,1,Cultura,88.7356168900665
GBR,Reino Unido,2008,R,0,Cultura,144.147831469579
GRC,Grecia,2008,R,0,Cultura,236.640556754349
HRV,Croacia,2008,R,0,Cultura,85.6484186533533
HUN,Hungría,2008,R,0,Cultura,74.6617185104623
IDN,Indonesia,2008,R,0,Cultura,8.93416021150186
IND,India,2008,R,0,Cultura,2.65968216870397
IRL,Irlanda,2008,R,0,Cultura,250.104131112641
ISL,Islandia,2008,R,0,Cultura,142.806564888146
ISR,Israel,2008,R,0,Cultura,109.471013947784
ITA,Italia,2008,R,0,Cultura,227.079585095367
JPN,Japón,2008,R,0,Cultura,86.2694450390202
KAZ,Kazajstán,2008,R,0,Cultura,30.029388114012
KOR,Corea del Sur,2008,R,0,Cultura,78.9172099803886
LTU,Lituania,2008,R,0,Cultura,48.9638954292227
LUX,Luxemburgo,2008,R,0,Cultura,325.211588635825
LVA,Letonia,2008,R,0,Cultura,78.6288246489914
MEX,México,2008,R,0,Cultura,89.0992080250377
MLT,Malta,2008,R,0,Cultura,693.735356562285
MYS,Malasia,2008,R,0,Cultura,43.8415124465605
NLD,Países Bajos,2008,R,0,Cultura,171.997119039217
NOR,Noruega,2008,R,0,Cultura,284.695908225779
NZL,Nueva Zelanda,2008,R,0,Cultura,146.421071509149
OECD,Países miembros de OCDE,2008,R,1,Cultura,138.468636287379
PER,Perú,2008,R,0,Cultura,15.4359911835658
PHL,Filipinas,2008,R,0,Cultura,29.2423304543009
POL,Polonia,2008,R,0,Cultura,59.2905200192064
PRT,Portugal,2008,R,0,Cultura,130.868222076953
ROU,Rumania,2008,R,0,Cultura,80.7976443228296
RUS,Rusia,2008,R,0,Cultura,55.9803076495872
SAU,Arabia Saudita,2008,R,0,Cultura,476.901115938424
SGP,Singapur,2008,R,0,Cultura,179.122290421673
SVK,Eslovaquia,2008,R,0,Cultura,138.683840586837
SVN,Eslovenia,2008,R,0,Cultura,160.006999924794
SWE,Suecia,2008,R,0,Cultura,183.079561955119
THA,Tailandia,2008,R,0,Cultura,11.1894665594502
TUR,Turquía,2008,R,0,Cultura,44.4310102453445
TWN,Taiwán,2008,R,0,Cultura,108.61337853395
UKR,Ucrania,2008,R,0,Cultura,9.24655354942468
USA,Estados Unidos,2008,R,0,Cultura,159.385973539127
VNM,Vietnam,2008,R,0,Cultura,8.39499245049433
ZAF,Sudáfrica,2008,R,0,Cultura,54.3483417120312
ZEUR,Europa,2008,R,1,Cultura,146.069629003986
ZNAM,América del Norte,2008,R,1,Cultura,150.542349545005
ARG,Argentina,2008,S,0,Otros servicios,100.0
AUS,Australia,2008,S,0,Otros servicios,537.366514186955
AUT,Austria,2008,S,0,Otros servicios,437.353036777472
BEL,Bélgica,2008,S,0,Otros servicios,473.571592791964
BGR,Bulgaria,2008,S,0,Otros servicios,76.150534736041
BRA,Brasil,2008,S,0,Otros servicios,41.205990312121
CAN,Canadá,2008,S,0,Otros servicios,272.196104235871
CHE,Suiza,2008,S,0,Otros servicios,480.386405257775
CHL,Chile,2008,S,0,Otros servicios,109.850400754735
CHN,China,2008,S,0,Otros servicios,29.166699699533
COL,Colombia,2008,S,0,Otros servicios,21.5551344966188
CRI,Costa Rica,2008,S,0,Otros servicios,37.9944029111204
CYP,Chipre,2008,S,0,Otros servicios,393.636284357484
CZE,Chequia,2008,S,0,Otros servicios,182.035405947502
DEU,Alemania,2008,S,0,Otros servicios,484.623068568303
DNK,Dinamarca,2008,S,0,Otros servicios,528.348541665015
EA19,Eurozona,2008,S,1,Otros servicios,414.760141750636
EGY,Egipto,2008,S,0,Otros servicios,46.3400905364802
ESP,España,2008,S,0,Otros servicios,300.011891831897
EST,Estonia,2008,S,0,Otros servicios,108.026193741725
EU13,Unión Europea (28 países excluyendo EU15),2008,S,1,Otros servicios,167.185679063241
EU15,Unión Europea (15 países),2008,S,1,Otros servicios,429.055709268494
EU27_2020,Unión Europea (27 países),2008,S,1,Otros servicios,387.095776814099
EU28,Unión Europea (28 países),2008,S,1,Otros servicios,394.321253874755
FIN,Finlandia,2008,S,0,Otros servicios,472.53700341692
FRA,Francia,2008,S,0,Otros servicios,477.179574589534
G20,G-20,2008,S,1,Otros servicios,96.5933865558876
GBR,Reino Unido,2008,S,0,Otros servicios,444.319271902772
GRC,Grecia,2008,S,0,Otros servicios,172.818443438484
HRV,Croacia,2008,S,0,Otros servicios,186.533689559764
HUN,Hungría,2008,S,0,Otros servicios,194.318082719583
IDN,Indonesia,2008,S,0,Otros servicios,19.9529083456876
IND,India,2008,S,0,Otros servicios,5.991104909741
IRL,Irlanda,2008,S,0,Otros servicios,299.992072112069
ISL,Islandia,2008,S,0,Otros servicios,454.651688243735
ISR,Israel,2008,S,0,Otros servicios,350.813797696156
ITA,Italia,2008,S,0,Otros servicios,437.257902122296
JPN,Japón,2008,S,0,Otros servicios,154.718282502359
KAZ,Kazajstán,2008,S,0,Otros servicios,77.0995029214267
KOR,Corea del Sur,2008,S,0,Otros servicios,90.7283350642555
LTU,Lituania,2008,S,0,Otros servicios,99.8660186939597
LUX,Luxemburgo,2008,S,0,Otros servicios,530.992492290129
LVA,Letonia,2008,S,0,Otros servicios,95.6824722325725
MEX,México,2008,S,0,Otros servicios,236.304969992944
MLT,Malta,2008,S,0,Otros servicios,213.912650530772
MYS,Malasia,2008,S,0,Otros servicios,53.390361273853
NLD,Países Bajos,2008,S,0,Otros servicios,370.585950197008
NOR,Noruega,2008,S,0,Otros servicios,643.539960519118
NZL,Nueva Zelanda,2008,S,0,Otros servicios,378.145191339575
OECD,Países miembros de OCDE,2008,S,1,Otros servicios,275.805671611026
PER,Perú,2008,S,0,Otros servicios,41.5120067862721
PHL,Filipinas,2008,S,0,Otros servicios,13.0913213410815
POL,Polonia,2008,S,0,Otros servicios,174.078977619572
PRT,Portugal,2008,S,0,Otros servicios,223.383305453594
ROU,Rumania,2008,S,0,Otros servicios,147.759182476197
RUS,Rusia,2008,S,0,Otros servicios,83.5298128225659
SAU,Arabia Saudita,2008,S,0,Otros servicios,160.758540317274
SGP,Singapur,2008,S,0,Otros servicios,87.0355248658205
SVK,Eslovaquia,2008,S,0,Otros servicios,203.103768125134
SVN,Eslovenia,2008,S,0,Otros servicios,263.04415040789
SWE,Suecia,2008,S,0,Otros servicios,546.612017092526
THA,Tailandia,2008,S,0,Otros servicios,23.9120955786169
TUR,Turquía,2008,S,0,Otros servicios,113.103213172979
TWN,Taiwán,2008,S,0,Otros servicios,206.718885021841
UKR,Ucrania,2008,S,0,Otros servicios,37.2158843162593
USA,Estados Unidos,2008,S,0,Otros servicios,310.999944504784
VNM,Vietnam,2008,S,0,Otros servicios,6.64198450890698
ZAF,Sudáfrica,2008,S,0,Otros servicios,25.0885941476331
ZEUR,Europa,2008,S,1,Otros servicios,345.349897333851
ZNAM,América del Norte,2008,S,1,Otros servicios,303.657927491537
ARG,Argentina,2008,T,0,Servicio doméstico,100.0
AUS,Australia,2008,T,0,Servicio doméstico,0.0
AUT,Austria,2008,T,0,Servicio doméstico,1396.91467750127
BEL,Bélgica,2008,T,0,Servicio doméstico,962.652361604876
BGR,Bulgaria,2008,T,0,Servicio doméstico,0.0
BRA,Brasil,2008,T,0,Servicio doméstico,115.179024885729
CAN,Canadá,2008,T,0,Servicio doméstico,1154.55815134586
CHE,Suiza,2008,T,0,Servicio doméstico,1967.61046216353
CHL,Chile,2008,T,0,Servicio doméstico,0.0
CHN,China,2008,T,0,Servicio doméstico,0.0
COL,Colombia,2008,T,0,Servicio doméstico,179.164550533266
CRI,Costa Rica,2008,T,0,Servicio doméstico,192.712036566785
CYP,Chipre,2008,T,0,Servicio doméstico,769.826053834434
CZE,Chequia,2008,T,0,Servicio doméstico,1225.27932960894
DEU,Alemania,2008,T,0,Servicio doméstico,675.691975622143
DNK,Dinamarca,2008,T,0,Servicio doméstico,1951.39664804469
EA19,Eurozona,2008,T,1,Servicio doméstico,1078.55510411376
EGY,Egipto,2008,T,0,Servicio doméstico,0.0
ESP,España,2008,T,0,Servicio doméstico,1205.30726256983
EST,Estonia,2008,T,0,Servicio doméstico,8809.19883189436
EU13,Unión Europea (28 países excluyendo EU15),2008,T,1,Servicio doméstico,2790.03936008126
EU15,Unión Europea (15 países),2008,T,1,Servicio doméstico,1126.31411884205
EU27_2020,Unión Europea (27 países),2008,T,1,Servicio doméstico,1117.57237176232
EU28,Unión Europea (28 países),2008,T,1,Servicio doméstico,1154.07567293042
FIN,Finlandia,2008,T,0,Servicio doméstico,1570.30218384967
FRA,Francia,2008,T,0,Servicio doméstico,1889.32833925851
G20,G-20,2008,T,1,Servicio doméstico,400.190452006094
GBR,Reino Unido,2008,T,0,Servicio doméstico,3093.7595226003
GRC,Grecia,2008,T,0,Servicio doméstico,1800.31107160995
HRV,Croacia,2008,T,0,Servicio doméstico,4773.42559674962
HUN,Hungría,2008,T,0,Servicio doméstico,249.250888776028
IDN,Indonesia,2008,T,0,Servicio doméstico,89.8996952767902
IND,India,2008,T,0,Servicio doméstico,22.5939563230066
IRL,Irlanda,2008,T,0,Servicio doméstico,2082.77679024886
ISL,Islandia,2008,T,0,Servicio doméstico,0.0
ISR,Israel,2008,T,0,Servicio doméstico,214.239461655663
ITA,Italia,2008,T,0,Servicio doméstico,1123.5843067547
JPN,Japón,2008,T,0,Servicio doméstico,0.0
KAZ,Kazajstán,2008,T,0,Servicio doméstico,291.093194514982
KOR,Corea del Sur,2008,T,0,Servicio doméstico,388.953783646521
LTU,Lituania,2008,T,0,Servicio doméstico,827.596495683088
LUX,Luxemburgo,2008,T,0,Servicio doméstico,2232.63077704418
LVA,Letonia,2008,T,0,Servicio doméstico,707.427628237684
MEX,México,2008,T,0,Servicio doméstico,164.182326053834
MLT,Malta,2008,T,0,Servicio doméstico,5356.46901980701
MYS,Malasia,2008,T,0,Servicio doméstico,5219.53402742509
NLD,Países Bajos,2008,T,0,Servicio doméstico,1449.08583037075
NOR,Noruega,2008,T,0,Servicio doméstico,1343.21990858304
NZL,Nueva Zelanda,2008,T,0,Servicio doméstico,10639.6838496699
OECD,Países miembros de OCDE,2008,T,1,Servicio doméstico,766.296343321483
PER,Perú,2008,T,0,Servicio doméstico,69.540375825292
PHL,Filipinas,2008,T,0,Servicio doméstico,0.0
POL,Polonia,2008,T,0,Servicio doméstico,3438.08405281869
PRT,Portugal,2008,T,0,Servicio doméstico,751.828339258507
ROU,Rumania,2008,T,0,Servicio doméstico,0.0
RUS,Rusia,2008,T,0,Servicio doméstico,654.082021330625
SAU,Arabia Saudita,2008,T,0,Servicio doméstico,218.264347384459
SGP,Singapur,2008,T,0,Servicio doméstico,499.288979177247
SVK,Eslovaquia,2008,T,0,Servicio doméstico,563.166582021331
SVN,Eslovenia,2008,T,0,Servicio doméstico,1407.12925342814
SWE,Suecia,2008,T,0,Servicio doméstico,3271.59725749111
THA,Tailandia,2008,T,0,Servicio doméstico,477.29812087354
TUR,Turquía,2008,T,0,Servicio doméstico,0.0
TWN,Taiwán,2008,T,0,Servicio doméstico,1087.62061960386
UKR,Ucrania,2008,T,0,Servicio doméstico,109.522600304723
USA,Estados Unidos,2008,T,0,Servicio doméstico,925.920518029457
VNM,Vietnam,2008,T,0,Servicio doméstico,25.0507872016252
ZAF,Sudáfrica,2008,T,0,Servicio doméstico,1091.65820213306
ZEUR,Europa,2008,T,1,Servicio doméstico,1002.03783646521
ZNAM,América del Norte,2008,T,1,Servicio doméstico,492.235906551549
ARG,Argentina,2009,A,0,Agro y pesca,100.0
AUS,Australia,2009,A,0,Agro y pesca,785.313388707232
AUT,Austria,2009,A,0,Agro y pesca,305.061324714048
BEL,Bélgica,2009,A,0,Agro y pesca,636.035629721502
BGR,Bulgaria,2009,A,0,Agro y pesca,40.3076884529134
BRA,Brasil,2009,A,0,Agro y pesca,65.2923416143621
CAN,Canadá,2009,A,0,Agro y pesca,700.102729858057
CHE,Suiza,2009,A,0,Agro y pesca,369.732275967477
CHL,Chile,2009,A,0,Agro y pesca,140.271357161649
CHN,China,2009,A,0,Agro y pesca,20.2991693915135
COL,Colombia,2009,A,0,Agro y pesca,63.6737199483845
CRI,Costa Rica,2009,A,0,Agro y pesca,142.131769835006
CYP,Chipre,2009,A,0,Agro y pesca,379.76722917528
CZE,Chequia,2009,A,0,Agro y pesca,276.560053118853
DEU,Alemania,2009,A,0,Agro y pesca,492.646045526866
DNK,Dinamarca,2009,A,0,Agro y pesca,485.423635384172
EA19,Eurozona,2009,A,1,Agro y pesca,445.171070269728
EGY,Egipto,2009,A,0,Agro y pesca,39.0536325027248
ESP,España,2009,A,0,Agro y pesca,548.116410468423
EST,Estonia,2009,A,0,Agro y pesca,282.266571453627
EU13,Unión Europea (28 países excluyendo EU15),2009,A,1,Agro y pesca,79.7446787186329
EU15,Unión Europea (15 países),2009,A,1,Agro y pesca,479.864947820749
EU27_2020,Unión Europea (27 países),2009,A,1,Agro y pesca,252.002605830546
EU28,Unión Europea (28 países),2009,A,1,Agro y pesca,261.428696708886
FIN,Finlandia,2009,A,0,Agro y pesca,665.633104070357
FRA,Francia,2009,A,0,Agro y pesca,609.976071459892
G20,G-20,2009,A,1,Agro y pesca,30.1712581902006
GBR,Reino Unido,2009,A,0,Agro y pesca,545.070846017965
GRC,Grecia,2009,A,0,Agro y pesca,229.180290900891
HRV,Croacia,2009,A,0,Agro y pesca,145.67845554428
HUN,Hungría,2009,A,0,Agro y pesca,327.527843549943
IDN,Indonesia,2009,A,0,Agro y pesca,23.9110008644342
IND,India,2009,A,0,Agro y pesca,10.6425627341176
IRL,Irlanda,2009,A,0,Agro y pesca,193.322559226269
ISL,Islandia,2009,A,0,Agro y pesca,1287.10113879806
ISR,Israel,2009,A,0,Agro y pesca,684.123225717543
ITA,Italia,2009,A,0,Agro y pesca,546.056802094687
JPN,Japón,2009,A,0,Agro y pesca,225.260269853798
KAZ,Kazajstán,2009,A,0,Agro y pesca,28.6841808546623
KOR,Corea del Sur,2009,A,0,Agro y pesca,165.505318149359
LTU,Lituania,2009,A,0,Agro y pesca,105.150273737488
LUX,Luxemburgo,2009,A,0,Agro y pesca,501.262825572218
LVA,Letonia,2009,A,0,Agro y pesca,142.330965535385
MEX,México,2009,A,0,Agro y pesca,140.634670074291
MLT,Malta,2009,A,0,Agro y pesca,671.244409365956
MYS,Malasia,2009,A,0,Agro y pesca,147.522581776725
NLD,Países Bajos,2009,A,0,Agro y pesca,889.982586036256
NOR,Noruega,2009,A,0,Agro y pesca,1050.11337868481
NZL,Nueva Zelanda,2009,A,0,Agro y pesca,660.715851718219
OECD,Países miembros de OCDE,2009,A,1,Agro y pesca,281.974668320367
PER,Perú,2009,A,0,Agro y pesca,26.3489557885769
PHL,Filipinas,2009,A,0,Agro y pesca,24.4622342491324
POL,Polonia,2009,A,0,Agro y pesca,70.7695969732276
PRT,Portugal,2009,A,0,Agro y pesca,109.59146089375
ROU,Rumania,2009,A,0,Agro y pesca,49.470690670375
RUS,Rusia,2009,A,0,Agro y pesca,99.2345372771576
SAU,Arabia Saudita,2009,A,0,Agro y pesca,304.715551045464
SGP,Singapur,2009,A,0,Agro y pesca,119.186680196941
SVK,Eslovaquia,2009,A,0,Agro y pesca,315.668808960048
SVN,Eslovenia,2009,A,0,Agro y pesca,155.046917477857
SWE,Suecia,2009,A,0,Agro y pesca,964.604552686636
THA,Tailandia,2009,A,0,Agro y pesca,22.8899662995953
TUR,Turquía,2009,A,0,Agro y pesca,131.803660690796
TWN,Taiwán,2009,A,0,Agro y pesca,157.781786747848
UKR,Ucrania,2009,A,0,Agro y pesca,31.722228486238
USA,Estados Unidos,2009,A,0,Agro y pesca,855.948935743727
VNM,Vietnam,2009,A,0,Agro y pesca,9.06904198143346
ZAF,Sudáfrica,2009,A,0,Agro y pesca,142.884704526378
ZEUR,Europa,2009,A,1,Agro y pesca,180.90602723594
ZNAM,América del Norte,2009,A,1,Agro y pesca,474.911364177347
ARG,Argentina,2009,B,0,Petróleo y minería,100.0
AUS,Australia,2009,B,0,Petróleo y minería,291.439413964822
AUT,Austria,2009,B,0,Petróleo y minería,147.968352641989
BEL,Bélgica,2009,B,0,Petróleo y minería,83.1564715140356
BGR,Bulgaria,2009,B,0,Petróleo y minería,18.9593682681761
BRA,Brasil,2009,B,0,Petróleo y minería,75.6255184169029
CAN,Canadá,2009,B,0,Petróleo y minería,232.209815663862
CHE,Suiza,2009,B,0,Petróleo y minería,101.629705250557
CHL,Chile,2009,B,0,Petróleo y minería,80.5534641642892
CHN,China,2009,B,0,Petróleo y minería,12.6212677780917
COL,Colombia,2009,B,0,Petróleo y minería,54.7135908023347
CRI,Costa Rica,2009,B,0,Petróleo y minería,59.9400231521571
CYP,Chipre,2009,B,0,Petróleo y minería,64.394291565262
CZE,Chequia,2009,B,0,Petróleo y minería,37.7050804096899
DEU,Alemania,2009,B,0,Petróleo y minería,60.6707441200509
DNK,Dinamarca,2009,B,0,Petróleo y minería,967.070522928839
EA19,Eurozona,2009,B,1,Petróleo y minería,128.701686582991
EGY,Egipto,2009,B,0,Petróleo y minería,511.572554059679
ESP,España,2009,B,0,Petróleo y minería,62.3871028508752
EST,Estonia,2009,B,0,Petróleo y minería,21.0109167585765
EU13,Unión Europea (28 países excluyendo EU15),2009,B,1,Petróleo y minería,24.8891765184868
EU15,Unión Europea (15 países),2009,B,1,Petróleo y minería,191.06059363103
EU27_2020,Unión Europea (27 países),2009,B,1,Petróleo y minería,72.3980104944292
EU28,Unión Europea (28 países),2009,B,1,Petróleo y minería,94.0555469469232
FIN,Finlandia,2009,B,0,Petróleo y minería,82.6892962291152
FRA,Francia,2009,B,0,Petróleo y minería,97.4915458166604
G20,G-20,2009,B,1,Petróleo y minería,39.8847861159978
GBR,Reino Unido,2009,B,0,Petróleo y minería,321.789521977838
GRC,Grecia,2009,B,0,Petróleo y minería,57.0285634420756
HRV,Croacia,2009,B,0,Petróleo y minería,45.4083681982943
HUN,Hungría,2009,B,0,Petróleo y minería,24.8272551325172
IDN,Indonesia,2009,B,0,Petróleo y minería,30.4372476278154
IND,India,2009,B,0,Petróleo y minería,8.68521877573095
IRL,Irlanda,2009,B,0,Petróleo y minería,108.43157808384
ISL,Islandia,2009,B,0,Petróleo y minería,49.7082888975988
ISR,Israel,2009,B,0,Petróleo y minería,235.56949141213
ITA,Italia,2009,B,0,Petróleo y minería,139.329195113133
JPN,Japón,2009,B,0,Petróleo y minería,42.734628274192
KAZ,Kazajstán,2009,B,0,Petróleo y minería,64.7633284416046
KOR,Corea del Sur,2009,B,0,Petróleo y minería,43.574304143993
LTU,Lituania,2009,B,0,Petróleo y minería,23.6398107721336
LUX,Luxemburgo,2009,B,0,Petróleo y minería,141.797057063079
LVA,Letonia,2009,B,0,Petróleo y minería,28.005420400028
MEX,México,2009,B,0,Petróleo y minería,126.24573492907
MLT,Malta,2009,B,0,Petróleo y minería,79.9979339282405
MYS,Malasia,2009,B,0,Petróleo y minería,206.311970759008
NLD,Países Bajos,2009,B,0,Petróleo y minería,1571.17440987825
NOR,Noruega,2009,B,0,Petróleo y minería,815.490008416204
NZL,Nueva Zelanda,2009,B,0,Petróleo y minería,238.206710479541
OECD,Países miembros de OCDE,2009,B,1,Petróleo y minería,175.686771367891
PER,Perú,2009,B,0,Petróleo y minería,45.5993583024182
PHL,Filipinas,2009,B,0,Petróleo y minería,4.88091223144865
POL,Polonia,2009,B,0,Petróleo y minería,24.3699848386793
PRT,Portugal,2009,B,0,Petróleo y minería,37.6402422165304
ROU,Rumania,2009,B,0,Petróleo y minería,17.3495337666007
