"anio","provincia_id","provincia","gran_region_id","gran_region_desc","letra","letra_desc_abrev","tipo_sector","share_vab_sectorial"
2010,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","H","Hotelería y restaurantes","Servicios",0.027865738081018
2011,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","H","Hotelería y restaurantes","Servicios",0.0273490354076649
2012,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","H","Hotelería y restaurantes","Servicios",0.02722352131211
2013,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","H","Hotelería y restaurantes","Servicios",0.0266349927494789
2014,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","H","Hotelería y restaurantes","Servicios",0.026549321163608
2015,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","H","Hotelería y restaurantes","Servicios",0.025644200299855
2016,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","H","Hotelería y restaurantes","Servicios",0.0258386623794084
2017,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","H","Hotelería y restaurantes","Servicios",0.0257842815869256
2018,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","H","Hotelería y restaurantes","Servicios",0.0255395088197071
2019,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","H","Hotelería y restaurantes","Servicios",0.0268349389381071
2020,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","H","Hotelería y restaurantes","Servicios",0.0144272107858841
2021,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","H","Hotelería y restaurantes","Servicios",0.0153852651163204
2022,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","H","Hotelería y restaurantes","Servicios",0.0219861852791117
2004,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.0979549924087815
2005,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.0982217194474999
2006,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.103403775604285
2007,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.109639806011956
2008,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.1114610512164
2009,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.114759712743853
2010,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.107195563447002
2011,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.110276516034755
2012,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.117583082487282
2013,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.120027422906285
2014,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.119226942807285
2015,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.118575647622568
2016,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.115326009777837
2017,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.120612072191148
2018,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.12798188782959
2019,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.117924747245767
2020,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.133425120229504
2021,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.124045548180803
2022,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","J","Finanzas","Servicios",0.121281921834782
2004,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000433702829626023
2005,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000391267567066054
2006,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000457523397232366
2007,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000399207449424646
2008,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000390224166091239
2009,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000280776347870351
2010,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000254057930840468
2011,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000231048148028606
2012,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000216906337624833
2013,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000196960343783362
2014,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000206310656885398
2015,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000187929201999209
2016,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000193240640683997
2017,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000192601752944915
2018,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000200963520411815
2019,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000223928605528149
2020,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.000202198290971122
2021,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.00020325867341031
2022,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","B","Pesca","Bienes",0.00023266160614227
2004,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.206689452475079
2005,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.201462110867027
2006,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.199741852152902
2007,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.193183909167601
2008,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.198341036584515
2009,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.195621570607542
2010,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.194740204331894
2011,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.194313044454069
2012,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.193912306067945
2013,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.193378700703306
2014,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.195743716450919
2015,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.195352458812287
2016,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.196934448948436
2017,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.201365948620608
2018,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.207378773507895
2019,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.215712299489742
2020,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.220865184655783
2021,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.225940845243885
2022,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","K","Serv. inmobiliarios y profesionales","Servicios",0.22845897796844
2004,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0442479906017687
2005,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0451345331827276
2006,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.043792938466766
2007,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0419254498621
2008,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0417751526595099
2009,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0464466206154669
2010,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.045552088145935
2011,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0460753796662965
2012,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0495580072218824
2013,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0512771965632402
2014,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0535140290660041
2015,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.054378886331882
2016,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.056563092845442
2017,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0562095054492462
2018,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0572099794721625
2019,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0581116985070028
2020,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0581290805549864
2021,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0595645575812594
2022,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","N","Salud","Servicios",0.0580764896300648
2004,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.0107049305260901
2005,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.0106106132083757
2006,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.0106313485597286
2007,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.00984408418367709
2008,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.00973049749220206
2009,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.0102010040455762
2010,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.00964289448317016
2011,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.00923031569148464
2012,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.009719122508472
2013,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.00985684535986497
2014,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.0100194622990927
2015,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.00984571374198222
2016,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.00978805495363669
2017,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.00924546643492477
2018,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.00940058245601437
2019,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.0102733031334586
2020,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.00942657204685546
2021,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.00895135373352639
2022,2,"Ciudad Autónoma de Buenos Aires",2,"Centro","P","Servicio doméstico","Servicios",0.00938497234625609
2004,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.039761939146539
2005,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0390205597711642
2006,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0406713266288747
2007,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0368145228158991
2008,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0408619631100159
2009,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0471850162734875
2010,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0434422583961449
2011,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0418864647511857
2012,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0441744961901648
2013,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0422720819120179
2014,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0446635816093872
2015,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0437311514253047
2016,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0431037183724621
2017,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0416854394434975
2018,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0471298449068041
2019,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.046019342165935
2020,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0479811951062993
2021,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0447495276087683
2022,14,"Córdoba",2,"Centro","L","Adm. pública y defensa","Servicios",0.0452118909721747
2004,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.212232363867824
2005,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.24668485375591
2006,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.213849518176622
2007,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.244009161779245
2008,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.212494575097518
2009,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.179925249951165
2010,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.198542059756338
2011,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.170989346606641
2012,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.14934968063477
2013,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.187354335895426
2014,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.211033405900333
2015,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.226452585011956
2016,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.228106396683669
2017,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.217641387264114
2018,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.168766164651298
2019,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.230617023127946
2020,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.230023783989875
2021,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.216252142533781
2022,14,"Córdoba",2,"Centro","A","Agro","Bienes",0.191344359625053
2004,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0284914324181489
2005,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0261721541830195
2006,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0264961371353438
2007,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0255919984753745
2008,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0261931688900033
2009,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0263796693135722
2010,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0235756736701688
2011,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0233020355070399
2012,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0262290682531071
2013,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0243170386020125
2014,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0235618815105736
2015,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0228195123854415
2016,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0231506336330784
2017,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0231224927639491
2018,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0256587200396574
2019,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0239882317361566
2020,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.015948339173706
2021,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.01851093630485
2022,14,"Córdoba",2,"Centro","O","Serv. comunitarios, sociales y personales","Servicios",0.0203505549107066
2004,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0186157665529325
2005,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0174236386581497
2006,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0181667761652781
2007,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0169400536439089
2008,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0176920074830199
2009,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0194172735251857
2010,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0178995575731668
2011,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0179377237995458
2012,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0198280703320919
2013,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0183868461691082
2014,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0190659518502487
2015,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0192084548253535
2016,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0198266291627851
2017,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0188571718417256
2018,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0200892564758287
2019,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0186906771201203
2020,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0211180483169604
2021,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0195060474501772
2022,14,"Córdoba",2,"Centro","E","Electricidad, gas y agua","Bienes",0.0197657966464203
2004,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.18101757094208
2005,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.179054878340627
2006,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.188929117543435
2007,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.188649973638981
2008,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.19494241617829
2009,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.194041487344615
2010,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.196728177241187
2011,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.211110562223607
2012,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.211069005763954
2013,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.205894794844501
2014,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.191427518816111
2015,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.190413954089961
2016,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.187313376845376
2017,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.1915976830063
2018,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.1962759659056
2019,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.176899376831537
2020,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.188750579477549
2021,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.198675016253622
2022,14,"Córdoba",2,"Centro","G","Comercio","Servicios",0.205831772123484
2004,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.066906896395983
2005,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0657016170957553
2006,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0697699601502786
2007,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0688904707357067
2008,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0704750829817285
2009,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.076504065223972
2010,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0732955684704558
2011,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0736994296508115
2012,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0784193673379858
2013,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0757211415106125
2014,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0773062224004574
2015,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.076804615588633
2016,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0799801074398677
2017,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0800333687080292
2018,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0823870729668703
2019,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0789989044450519
2020,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0688881959934228
2021,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0658798037216127
2022,14,"Córdoba",2,"Centro","I","Transporte y comunicaciones","Servicios",0.0688536756707248
2004,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0329776402853407
2005,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0310790874414094
2006,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0349137060401976
2007,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0348768263413135
2008,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0378441978897108
2009,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0345631268583218
2010,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0353484491620398
2011,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0375394366402748
2012,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0345668231062674
2013,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0331887503192961
2014,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0310364926200245
2015,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0312189608244235
2016,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0310889632658052
2017,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0339806662969623
2018,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0400172127670694
2019,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0330068440017072
2020,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0271289518913869
2021,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0332213627222114
2022,14,"Córdoba",2,"Centro","F","Construcción","Bienes",0.0351842829558581
2004,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.190375741379592
2005,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.181122723026748
2006,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.190046813773506
2007,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.182541494758582
2008,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.188766397473774
2009,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.188633488670249
2010,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.190963264361925
2011,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.201750125130877
2012,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.201497987043213
2013,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.192394120686132
2014,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.179700137664812
2015,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.173667560799619
2016,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.166227303909255
2017,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.170296472705896
2018,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.175815300494135
2019,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.156998518727922
2020,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.16326081593286
2021,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.175759935867517
2022,14,"Córdoba",2,"Centro","D","Industria manufacturera","Bienes",0.181577563460679
2004,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0407663498025983
2005,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0369674953439301
2006,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0352274974744862
2007,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0329329131900807
2008,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0352045830609466
2009,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0403083573635267
2010,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0376541118343504
2011,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0371560915219534
2012,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0405819941264222
2013,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0395185462068573
2014,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.042043099514295
2015,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0411478681291889
2016,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0427115113976188
2017,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0421492526952786
2018,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0465304451704211
2019,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0443526858087325
2020,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0465308959676881
2021,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0416706596593822
2022,14,"Córdoba",2,"Centro","M","Enseñanza","Servicios",0.0420472449599929
2004,14,"Córdoba",2,"Centro","C","Petróleo y minería","Bienes",0.0028512509517105
2005,14,"Córdoba",2,"Centro","C","Petróleo y minería","Bienes",0.00303768193193347
2006,14,"Córdoba",2,"Centro","C","Petróleo y minería","Bienes",0.00340119676655006
2007,14,"Córdoba",2,"Centro","C","Petróleo y minería","Bienes",0.0029077772498764
2008,14,"Córdoba",2,"Centro","C","Petróleo y minería","Bienes",0.00274053779949004
2009,14,"Córdoba",2,"Centro","C","Petróleo y minería","Bienes",0.00325890677447511
2010,14,"Córdoba",2,"Centro","C","Petróleo y minería","Bienes",0.00290688807416026
2011,14,"Córdoba",2,"Centro","C","Petróleo y minería","Bienes",0.00267231071620229
