anio,letra_desc,vab,letra
1959,Adm. pública y defensa,12880.81,L
1959,Otros servicios,12854.55,Z
1960,Agro,15977.92,A
1960,Pesca,130.535,B
1960,Petróleo y minería,3968.073,C
1960,Industria manufacturera,39721.24,D
1960,"Electricidad, gas y agua",559.985,E
1960,Construcción,7234.71,F
1960,"Comercio, hoteles y restaurantes",30405.11,GH
1960,Transporte y comunicaciones,7684.943,I
1960,Finanzas,4516.944,J
1960,Act. inmobiliarias y empresariales,22142.12,K
1960,Adm. pública y defensa,13021.7,L
1960,Otros servicios,13463.85,Z
1961,Agro,15884.94,A
1961,Pesca,110.592,B
1961,Petróleo y minería,5189.018,C
1961,Industria manufacturera,43700.27,D
1961,"Electricidad, gas y agua",672.177,E
1961,Construcción,7655.219,F
1961,"Comercio, hoteles y restaurantes",33809.91,GH
1961,Transporte y comunicaciones,8192.221,I
1961,Finanzas,4781.064,J
1961,Act. inmobiliarias y empresariales,22227.57,K
1961,Adm. pública y defensa,13222.42,L
1961,Otros servicios,14178.71,Z
1962,Agro,16534.76,A
1962,Pesca,103.34,B
1962,Petróleo y minería,5841.992,C
1962,Industria manufacturera,41284.97,D
1962,"Electricidad, gas y agua",765.345,E
1962,Construcción,7023.477,F
1962,"Comercio, hoteles y restaurantes",32475.1,GH
1962,Transporte y comunicaciones,7891.222,I
1962,Finanzas,4998.719,J
1962,Act. inmobiliarias y empresariales,22422.87,K
1962,Adm. pública y defensa,13376.82,L
1962,Otros servicios,14838.01,Z
1963,Agro,16838.77,A
1963,Pesca,134.161,B
1963,Petróleo y minería,5826.537,C
1963,Industria manufacturera,39612.21,D
1963,"Electricidad, gas y agua",815.1,E
1963,Construcción,6610.792,F
1963,"Comercio, hoteles y restaurantes",29869.79,GH
1963,Transporte y comunicaciones,7694.415,I
1963,Finanzas,5094.095,J
1963,Act. inmobiliarias y empresariales,22715.82,K
1963,Adm. pública y defensa,13262.95,L
1963,Otros servicios,15517.69,Z
1964,Agro,18004.68,A
1964,Pesca,159.543,B
1964,Petróleo y minería,5930.859,C
1964,Industria manufacturera,47080.3,D
1964,"Electricidad, gas y agua",892.171,E
1964,Construcción,6892.435,F
1964,"Comercio, hoteles y restaurantes",32617.62,GH
1964,Transporte y comunicaciones,8524.793,I
1964,Finanzas,5179.69,J
1964,Act. inmobiliarias y empresariales,22996.56,K
1964,Adm. pública y defensa,13498.41,L
1964,Otros servicios,16299.22,Z
1965,Agro,19075.51,A
1965,Pesca,163.169,B
1965,Petróleo y minería,6154.956,C
1965,Industria manufacturera,53579.51,D
1965,"Electricidad, gas y agua",1028.265,E
1965,Construcción,7156.475,F
1965,"Comercio, hoteles y restaurantes",35970.28,GH
1965,Transporte y comunicaciones,9308.863,I
1965,Finanzas,5412.018,J
1965,Act. inmobiliarias y empresariales,23667.9,K
1965,Adm. pública y defensa,13755.1,L
1965,Otros servicios,17095.57,Z
1966,Agro,18351.52,A
1966,Pesca,175.859,B
1966,Petróleo y minería,6494.967,C
1966,Industria manufacturera,53932.83,D
1966,"Electricidad, gas y agua",1108.263,E
1966,Construcción,7598.499,F
1966,"Comercio, hoteles y restaurantes",35775.63,GH
1966,Transporte y comunicaciones,9308.863,I
1966,Finanzas,5566.088,J
1966,Act. inmobiliarias y empresariales,24400.28,K
1966,Adm. pública y defensa,14226.02,L
1966,Otros servicios,17860.44,Z
1967,Agro,19136.11,A
1967,Pesca,188.55,B
1967,Petróleo y minería,7279.308,C
1967,Industria manufacturera,54749.89,D
1967,"Electricidad, gas y agua",1191.188,E
1967,Construcción,8576.426,F
1967,"Comercio, hoteles y restaurantes",36140.61,GH
1967,Transporte y comunicaciones,9401.478,I
1967,Finanzas,5673.692,J
1967,Act. inmobiliarias y empresariales,25230.3,K
1967,Adm. pública y defensa,14374.63,L
1967,Otros servicios,18599.37,Z
1968,Agro,18073.63,A
1968,Pesca,219.371,B
1968,Petróleo y minería,8179.562,C
1968,Industria manufacturera,58307.96,D
1968,"Electricidad, gas y agua",1287.283,E
1968,Construcción,10129.38,F
1968,"Comercio, hoteles y restaurantes",38057.66,GH
1968,Transporte y comunicaciones,9901.389,I
1968,Finanzas,5957.377,J
1968,Act. inmobiliarias y empresariales,26182.39,K
1968,Adm. pública y defensa,14420.95,L
1968,Otros servicios,19427.21,Z
1969,Agro,19091.18,A
1969,Pesca,184.924,B
1969,Petróleo y minería,8983.223,C
1969,Industria manufacturera,64625,D
1969,"Electricidad, gas y agua",1402.402,E
1969,Construcción,12065.67,F
1969,"Comercio, hoteles y restaurantes",42002.99,GH
1969,Transporte y comunicaciones,10587.58,I
1969,Finanzas,6343.775,J
1969,Act. inmobiliarias y empresariales,27158.89,K
1969,Adm. pública y defensa,14530.96,L
1969,Otros servicios,20173.55,Z
1970,Agro,20150.53,A
1970,Pesca,213.932,B
1970,Petróleo y minería,9593.695,C
1970,Industria manufacturera,68703.39,D
1970,"Electricidad, gas y agua",1559.958,E
1970,Construcción,13198.11,F
1970,"Comercio, hoteles y restaurantes",43732.33,GH
1970,Transporte y comunicaciones,11109.59,I
1970,Finanzas,6329.102,J
1970,Act. inmobiliarias y empresariales,28184.21,K
1970,Adm. pública y defensa,14639.04,L
1970,Otros servicios,21110.65,Z
1971,Agro,20464.04,A
1971,Pesca,228.194,B
1971,Petróleo y minería,10344.13,C
1971,Industria manufacturera,72923.29,D
1971,"Electricidad, gas y agua",1705.612,E
1971,Construcción,14030.71,F
1971,"Comercio, hoteles y restaurantes",45107.16,GH
1971,Transporte y comunicaciones,11282.33,I
1971,Finanzas,6385.444,J
1971,Act. inmobiliarias y empresariales,28544.84,K
1971,Adm. pública y defensa,14887.94,L
1971,Otros servicios,21923.68,Z
1972,Agro,20859.15,A
1972,Pesca,223.44,B
1972,Petróleo y minería,10646.46,C
1972,Industria manufacturera,75853.31,D
1972,"Electricidad, gas y agua",1873.674,E
1972,Construcción,13896.76,F
1972,"Comercio, hoteles y restaurantes",45912.85,GH
1972,Transporte y comunicaciones,11262.79,I
1972,Finanzas,5970.926,J
1972,Act. inmobiliarias y empresariales,28733.08,K
1972,Adm. pública y defensa,15283.49,L
1972,Otros servicios,22506.81,Z
1973,Agro,23082.93,A
1973,Pesca,280.489,B
1973,Petróleo y minería,10344.13,C
1973,Industria manufacturera,78861.91,D
1973,"Electricidad, gas y agua",2015.018,E
1973,Construcción,12268.34,F
1973,"Comercio, hoteles y restaurantes",47062.24,GH
1973,Transporte y comunicaciones,11874.92,I
1973,Finanzas,6634.288,J
1973,Act. inmobiliarias y empresariales,28849.98,K
1973,Adm. pública y defensa,16043.71,L
1973,Otros servicios,23011.45,Z
1974,Agro,23716.39,A
1974,Pesca,275.735,B
1974,Petróleo y minería,10592.48,C
1974,Industria manufacturera,83494.3,D
1974,"Electricidad, gas y agua",2134.816,E
1974,Construcción,13240.14,F
1974,"Comercio, hoteles y restaurantes",49856.26,GH
1974,Transporte y comunicaciones,12200.54,I
1974,Finanzas,8586.812,J
1974,Act. inmobiliarias y empresariales,29466.21,K
1974,Adm. pública y defensa,16643.78,L
1974,Otros servicios,24116.04,Z
1975,Agro,23081.45,A
1975,Pesca,237.702,B
1975,Petróleo y minería,10430.51,C
1975,Industria manufacturera,81363.07,D
1975,"Electricidad, gas y agua",2264.094,E
1975,Construcción,13846.86,F
1975,"Comercio, hoteles y restaurantes",49590.16,GH
1975,Transporte y comunicaciones,12092.42,I
1975,Finanzas,6954.231,J
1975,Act. inmobiliarias y empresariales,29690.12,K
1975,Adm. pública y defensa,17917.24,L
1975,Otros servicios,25080.46,Z
1976,Agro,24158.97,A
1976,Pesca,256.718,B
1976,Petróleo y minería,10684.26,C
1976,Industria manufacturera,78894.65,D
1976,"Electricidad, gas y agua",2347.694,E
1976,Construcción,15911.28,F
1976,"Comercio, hoteles y restaurantes",47927.05,GH
1976,Transporte y comunicaciones,12015.82,I
1976,Finanzas,5770.375,J
1976,Act. inmobiliarias y empresariales,31102.9,K
1976,Adm. pública y defensa,17874.79,L
1976,Otros servicios,25428.1,Z
1977,Agro,24719.74,A
1977,Pesca,347.045,B
1977,Petróleo y minería,11596.66,C
1977,Industria manufacturera,85059.16,D
1977,"Electricidad, gas y agua",2456.288,E
1977,Construcción,17852.25,F
1977,"Comercio, hoteles y restaurantes",51778.07,GH
1977,Transporte y comunicaciones,12655.7,I
1977,Finanzas,7607.532,J
1977,Act. inmobiliarias y empresariales,32333.38,K
1977,Adm. pública y defensa,17654.83,L
1977,Otros servicios,26656.05,Z
1978,Agro,25345.78,A
1978,Pesca,522.945,B
1978,Petróleo y minería,11818.01,C
1978,Industria manufacturera,76108.66,D
1978,"Electricidad, gas y agua",2538.164,E
1978,Construcción,17003.9,F
1978,"Comercio, hoteles y restaurantes",48562.73,GH
1978,Transporte y comunicaciones,12378.95,I
1978,Finanzas,8482.847,J
1978,Act. inmobiliarias y empresariales,33441.02,K
1978,Adm. pública y defensa,17654.83,L
1978,Otros servicios,27349.93,Z
1979,Agro,26049.96,A
1979,Pesca,570.485,B
1979,Petróleo y minería,12568.44,C
1979,Industria manufacturera,83860.96,D
1979,"Electricidad, gas y agua",2810.511,E
1979,Construcción,16925.1,F
1979,"Comercio, hoteles y restaurantes",54623.83,GH
1979,Transporte y comunicaciones,13291.48,I
1979,Finanzas,9657.313,J
1979,Act. inmobiliarias y empresariales,34631.87,K
1979,Adm. pública y defensa,17918.69,L
1979,Otros servicios,28155.95,Z
1980,Agro,24683.64,A
1980,Pesca,370.816,B
1980,Petróleo y minería,13291.88,C
1980,Industria manufacturera,80665.76,D
1980,"Electricidad, gas y agua",3028.56,E
1980,Construcción,17119.46,F
1980,"Comercio, hoteles y restaurantes",59838.6,GH
1980,Transporte y comunicaciones,13382.89,I
1980,Finanzas,11948.56,J
1980,Act. inmobiliarias y empresariales,35652.32,K
1980,Adm. pública y defensa,18026.26,L
1980,Otros servicios,29465.2,Z
1981,Agro,25511.52,A
1981,Pesca,436.694,B
1981,Petróleo y minería,13125.26,C
1981,Industria manufacturera,71079.84,D
1981,"Electricidad, gas y agua",3062.446,E
1981,Construcción,15040.89,F
1981,"Comercio, hoteles y restaurantes",54734.71,GH
1981,Transporte y comunicaciones,12614.48,I
1981,Finanzas,13614.61,J
1981,Act. inmobiliarias y empresariales,36213.36,K
1981,Adm. pública y defensa,18113.87,L
1981,Otros servicios,29639.2,Z
1982,Agro,26881.08,A
1982,Pesca,649.648,B
1982,Petróleo y minería,12747.74,C
1982,Industria manufacturera,69098.76,D
1982,"Electricidad, gas y agua",3210.544,E
1982,Construcción,13526.37,F
1982,"Comercio, hoteles y restaurantes",49604.24,GH
1982,Transporte y comunicaciones,12869.93,I
1982,Finanzas,12580.06,J
1982,Act. inmobiliarias y empresariales,36381.49,K
1982,Adm. pública y defensa,18240.67,L
1982,Otros servicios,29812.15,Z
1983,Agro,27253.19,A
1983,Pesca,762.167,B
1983,Petróleo y minería,13043.09,C
1983,Industria manufacturera,74179.46,D
1983,"Electricidad, gas y agua",3435.381,E
1983,Construcción,13394.39,F
1983,"Comercio, hoteles y restaurantes",52052.36,GH
1983,Transporte y comunicaciones,13324.08,I
1983,Finanzas,10896.86,J
1983,Act. inmobiliarias y empresariales,39386,K
1983,Adm. pública y defensa,18668.39,L
1983,Otros servicios,30492.92,Z
1984,Agro,27356.78,A
1984,Pesca,764.469,B
1984,Petróleo y minería,12906.92,C
1984,Industria manufacturera,76127.93,D
1984,"Electricidad, gas y agua",3710.658,E
1984,Construcción,11860.08,F
1984,"Comercio, hoteles y restaurantes",55488.46,GH
1984,Transporte y comunicaciones,14208.08,I
1984,Finanzas,10801.75,J
1984,Act. inmobiliarias y empresariales,38737.53,K
1984,Adm. pública y defensa,19062.12,L
1984,Otros servicios,31140.34,Z
1985,Agro,26975.59,A
1985,Pesca,605.493,B
1985,Petróleo y minería,12436.74,C
1985,Industria manufacturera,68634.23,D
1985,"Electricidad, gas y agua",3776.068,E
1985,Construcción,10083.11,F
1985,"Comercio, hoteles y restaurantes",49570.95,GH
1985,Transporte y comunicaciones,13910.14,I
1985,Finanzas,9415.566,J
1985,Act. inmobiliarias y empresariales,39351.07,K
1985,Adm. pública y defensa,18338.11,L
1985,Otros servicios,29977.8,Z
1986,Agro,26977.31,A
1986,Pesca,540.503,B
1986,Petróleo y minería,11622.05,C
1986,Industria manufacturera,76348.71,D
1986,"Electricidad, gas y agua",3913.146,E
1986,Construcción,12042.14,F
1986,"Comercio, hoteles y restaurantes",52693.02,GH
1986,Transporte y comunicaciones,14990.72,I
1986,Finanzas,11097,J
1986,Act. inmobiliarias y empresariales,40007.85,K
1986,Adm. pública y defensa,19004.03,L
1986,Otros servicios,31034.35,Z
1987,Agro,26250.01,A
1987,Pesca,529.362,B
1987,Petróleo y minería,12487.16,C
1987,Industria manufacturera,77127.2,D
1987,"Electricidad, gas y agua",4113.479,E
1987,Construcción,13857.42,F
1987,"Comercio, hoteles y restaurantes",53255.32,GH
1987,Transporte y comunicaciones,15500.5,I
1987,Finanzas,12341.5,J
1987,Act. inmobiliarias y empresariales,38539.83,K
1987,Adm. pública y defensa,19716.75,L
1987,Otros servicios,32182.33,Z
1988,Agro,28386.08,A
1988,Pesca,817.896,B
1988,Petróleo y minería,13167,C
1988,Industria manufacturera,73740.26,D
1988,"Electricidad, gas y agua",3835.172,E
1988,Construcción,13553.27,F
1988,"Comercio, hoteles y restaurantes",50808.09,GH
1988,Transporte y comunicaciones,15235.11,I
1988,Finanzas,11236.06,J
1988,Act. inmobiliarias y empresariales,39496.36,K
1988,Adm. pública y defensa,19698.91,L
1988,Otros servicios,32187.47,Z
1989,Agro,25923.3,A
1989,Pesca,642.204,B
1989,Petróleo y minería,13064.56,C
1989,Industria manufacturera,68155.23,D
1989,"Electricidad, gas y agua",3649.297,E
1989,Construcción,10229.25,F
1989,"Comercio, hoteles y restaurantes",47361.41,GH
1989,Transporte y comunicaciones,15072.17,I
1989,Finanzas,9597.552,J
1989,Act. inmobiliarias y empresariales,37685.13,K
1989,Adm. pública y defensa,19491.81,L
1989,Otros servicios,31887.48,Z
1990,Agro,28306.04,A
1990,Pesca,743.418,B
1990,Petróleo y minería,13441.01,C
1990,Industria manufacturera,65479.49,D
1990,"Electricidad, gas y agua",3914.05,E
1990,Construcción,7975.91,F
1990,"Comercio, hoteles y restaurantes",47750.21,GH
1990,Transporte y comunicaciones,14570.18,I
1990,Finanzas,7993.481,J
1990,Act. inmobiliarias y empresariales,37673.12,K
1990,Adm. pública y defensa,19364.52,L
1990,Otros servicios,31630.14,Z
1991,Agro,29448.8,A
1991,Pesca,819.05,B
1991,Petróleo y minería,13821.06,C
1991,Industria manufacturera,72176.01,D
1991,"Electricidad, gas y agua",4045.092,E
1991,Construcción,10440.42,F
1991,"Comercio, hoteles y restaurantes",55417.22,GH
1991,Transporte y comunicaciones,16053.87,I
1991,Finanzas,10289.68,J
1991,Act. inmobiliarias y empresariales,40590.04,K
1991,Adm. pública y defensa,19940.93,L
1991,Otros servicios,32553.28,Z
1992,Agro,29305.98,A
1992,Pesca,1250.14,B
1992,Petróleo y minería,15365.54,C
1992,Industria manufacturera,80626.63,D
1992,"Electricidad, gas y agua",4401.806,E
1992,Construcción,12364.21,F
1992,"Comercio, hoteles y restaurantes",61609.48,GH
1992,Transporte y comunicaciones,18041.62,I
1992,Finanzas,11725.81,J
1992,Act. inmobiliarias y empresariales,42382.32,K
1992,Adm. pública y defensa,20930.93,L
1992,Otros servicios,34189.44,Z
1993,Agro,29687.2,A
1993,Pesca,1674.086,B
1993,Petróleo y minería,16886.81,C
1993,Industria manufacturera,84365.46,D
1993,"Electricidad, gas y agua",4890.672,E
1993,Construcción,13721.53,F
1993,"Comercio, hoteles y restaurantes",63433.91,GH
1993,Transporte y comunicaciones,18968.42,I
1993,Finanzas,13818.91,J
1993,Act. inmobiliarias y empresariales,44899.44,K
1993,Adm. pública y defensa,21806.17,L
1993,Otros servicios,35562.18,Z
1994,Agro,32013.45,A
1994,Pesca,1637.996,B
1994,Petróleo y minería,19209.67,C
1994,Industria manufacturera,88186.95,D
1994,"Electricidad, gas y agua",5419.176,E
1994,Construcción,14514.66,F
1994,"Comercio, hoteles y restaurantes",67669.01,GH
1994,Transporte y comunicaciones,20928.65,I
1994,Finanzas,16629.78,J
1994,Act. inmobiliarias y empresariales,47835.84,K
1994,Adm. pública y defensa,21253.63,L
1994,Otros servicios,36779.56,Z
1995,Agro,34062.84,A
1995,Pesca,1667.978,B
1995,Petróleo y minería,22373.77,C
1995,Industria manufacturera,81936.38,D
1995,"Electricidad, gas y agua",5823.633,E
1995,Construcción,12840.32,F
1995,"Comercio, hoteles y restaurantes",62515.84,GH
1995,Transporte y comunicaciones,21310.63,I
1995,Finanzas,16406.4,J
1995,Act. inmobiliarias y empresariales,47460.59,K
1995,Adm. pública y defensa,21142.3,L
1995,Otros servicios,37296.89,Z
1996,Agro,33324.54,A
1996,Pesca,1891.884,B
1996,Petróleo y minería,23389.21,C
1996,Industria manufacturera,87128.66,D
1996,"Electricidad, gas y agua",6059.461,E
1996,Construcción,13780.5,F
1996,"Comercio, hoteles y restaurantes",67190.78,GH
1996,Transporte y comunicaciones,22751.24,I
1996,Finanzas,18666.33,J
1996,Act. inmobiliarias y empresariales,49251.37,K
1996,Adm. pública y defensa,21273.53,L
1996,Otros servicios,38439.64,Z
1997,Agro,33347.47,A
1997,Pesca,2049.448,B
1997,Petróleo y minería,23550.2,C
1997,Industria manufacturera,95091.33,D
1997,"Electricidad, gas y agua",6554.264,E
1997,Construcción,16089.48,F
1997,"Comercio, hoteles y restaurantes",74455.98,GH
1997,Transporte y comunicaciones,25290.84,I
1997,Finanzas,21321.41,J
1997,Act. inmobiliarias y empresariales,51708.44,K
1997,Adm. pública y defensa,21086.54,L
1997,Otros servicios,40652.75,Z
1998,Agro,36964.63,A
1998,Pesca,1817.166,B
1998,Petróleo y minería,22653.46,C
1998,Industria manufacturera,96924.71,D
1998,"Electricidad, gas y agua",7055.8,E
1998,Construcción,17537.84,F
1998,"Comercio, hoteles y restaurantes",76934.41,GH
1998,Transporte y comunicaciones,27562.97,I
1998,Finanzas,25240.57,J
1998,Act. inmobiliarias y empresariales,53201.61,K
1998,Adm. pública y defensa,20961.44,L
1998,Otros servicios,41542.75,Z
1999,Agro,37881.08,A
1999,Pesca,1773.642,B
1999,Petróleo y minería,21903.82,C
1999,Industria manufacturera,89240.78,D
1999,"Electricidad, gas y agua",7309.07,E
1999,Construcción,16203.78,F
1999,"Comercio, hoteles y restaurantes",71470.46,GH
1999,Transporte y comunicaciones,27195.13,I
1999,Finanzas,25365.47,J
1999,Act. inmobiliarias y empresariales,52732.49,K
1999,Adm. pública y defensa,21367.12,L
1999,Otros servicios,42447.7,Z
2000,Agro,37299.47,A
2000,Pesca,1722.655,B
2000,Petróleo y minería,23381.16,C
2000,Industria manufacturera,85846.35,D
2000,"Electricidad, gas y agua",7790.611,E
2000,Construcción,14696.36,F
2000,"Comercio, hoteles y restaurantes",69651.14,GH
2000,Transporte y comunicaciones,27670.01,I
2000,Finanzas,25918.43,J
2000,Act. inmobiliarias y empresariales,53207.46,K
2000,Adm. pública y defensa,21514.4,L
2000,Otros servicios,43360.51,Z
2001,Agro,37570.99,A
2001,Pesca,2178.719,B
2001,Petróleo y minería,24469.98,C
2001,Industria manufacturera,79586.63,D
2001,"Electricidad, gas y agua",7880.272,E
2001,Construcción,13065.7,F
2001,"Comercio, hoteles y restaurantes",64312.29,GH
2001,Transporte y comunicaciones,26450.27,I
2001,Finanzas,23603.23,J
2001,Act. inmobiliarias y empresariales,51888.39,K
2001,Adm. pública y defensa,21160.41,L
2001,Otros servicios,43636.24,Z
2002,Agro,37127.54,A
2002,Pesca,1765.203,B
2002,Petróleo y minería,23554.69,C
2002,Industria manufacturera,70704.45,D
2002,"Electricidad, gas y agua",7637.941,E
2002,Construcción,8595.79,F
2002,"Comercio, hoteles y restaurantes",52959.93,GH
2002,Transporte y comunicaciones,24311.88,I
2002,Finanzas,18951.79,J
2002,Act. inmobiliarias y empresariales,48979.92,K
2002,Adm. pública y defensa,20969.88,L
2002,Otros servicios,42064.37,Z
2003,Agro,39860.14,A
2003,Pesca,1779.46,B
2003,Petróleo y minería,24427.6,C
2003,Industria manufacturera,81994.14,D
2003,"Electricidad, gas y agua",8165.284,E
2003,Construcción,11459.77,F
2003,"Comercio, hoteles y restaurantes",59305.77,GH
2003,Transporte y comunicaciones,26276.04,I
2003,Finanzas,15959.84,J
2003,Act. inmobiliarias y empresariales,50899.66,K
2003,Adm. pública y defensa,21201.29,L
2003,Otros servicios,43421.82,Z
2004,Agro,39125.2,A
2004,Pesca,1442.496,B
2004,Petróleo y minería,24321.81,C
2004,Industria manufacturera,91866.33,D
2004,"Electricidad, gas y agua",8702.405,E
2004,Construcción,14904.73,F
2004,"Comercio, hoteles y restaurantes",66970.63,GH
2004,Transporte y comunicaciones,29789.9,I
2004,Finanzas,15079.41,J
2004,Act. inmobiliarias y empresariales,53084.37,K
2004,Adm. pública y defensa,21585.05,L
2004,Otros servicios,45555.14,Z
2005,Agro,46858.13,A
2005,Pesca,1331.621,B
2005,Petróleo y minería,24246.35,C
2005,Industria manufacturera,98685.71,D
2005,"Electricidad, gas y agua",9234.719,E
2005,Construcción,16763.24,F
2005,"Comercio, hoteles y restaurantes",74064.73,GH
2005,Transporte y comunicaciones,34242.69,I
2005,Finanzas,16562.88,J
2005,Act. inmobiliarias y empresariales,56102.65,K
2005,Adm. pública y defensa,22732.5,L
2005,Otros servicios,49478.1,Z
2006,Agro,45805.38,A
2006,Pesca,2131.109,B
2006,Petróleo y minería,25556.08,C
2006,Industria manufacturera,107665.9,D
2006,"Electricidad, gas y agua",9774.923,E
2006,Construcción,18837.79,F
2006,"Comercio, hoteles y restaurantes",81913.53,GH
2006,Transporte y comunicaciones,38535.79,I
2006,Finanzas,18742.71,J
2006,Act. inmobiliarias y empresariales,59833.82,K
2006,Adm. pública y defensa,23503.3,L
2006,Otros servicios,52188.76,Z
2007,Agro,50114.17,A
2007,Pesca,1914.935,B
2007,Petróleo y minería,24931.18,C
2007,Industria manufacturera,115777.4,D
2007,"Electricidad, gas y agua",10025.1,E
2007,Construcción,20865.05,F
2007,"Comercio, hoteles y restaurantes",91372.52,GH
2007,Transporte y comunicaciones,43428.48,I
2007,Finanzas,21354.73,J
2007,Act. inmobiliarias y empresariales,63189.93,K
2007,Adm. pública y defensa,24825.23,L
2007,Otros servicios,55515.21,Z
2008,Agro,48875.17,A
2008,Pesca,2016.671,B
2008,Petróleo y minería,24648.44,C
2008,Industria manufacturera,119969.8,D
2008,"Electricidad, gas y agua",10510.93,E
2008,Construcción,21741.13,F
2008,"Comercio, hoteles y restaurantes",95745.63,GH
2008,Transporte y comunicaciones,45790.3,I
2008,Finanzas,22684.91,J
2008,Act. inmobiliarias y empresariales,66662.1,K
2008,Adm. pública y defensa,25848.22,L
2008,Otros servicios,58325.95,Z
2009,Agro,35993.75,A
2009,Pesca,1614.575,B
2009,Petróleo y minería,24709.88,C
2009,Industria manufacturera,111260.2,D
2009,"Electricidad, gas y agua",10455.75,E
2009,Construcción,19065.8,F
2009,"Comercio, hoteles y restaurantes",88538.84,GH
2009,Transporte y comunicaciones,45485.32,I
2009,Finanzas,22648.52,J
2009,Act. inmobiliarias y empresariales,64814.02,K
2009,Adm. pública y defensa,26689.46,L
2009,Otros servicios,60407.66,Z
2010,Agro,50813.98,A
2010,Pesca,1658.655,B
2010,Petróleo y minería,25098.79,C
2010,Industria manufacturera,123396.4,D
2010,"Electricidad, gas y agua",10637.85,E
2010,Construcción,20929.95,F
2010,"Comercio, hoteles y restaurantes",99458.22,GH
2010,Transporte y comunicaciones,49529.93,I
2010,Finanzas,22762.31,J
2010,Act. inmobiliarias y empresariales,68196.94,K
2010,Adm. pública y defensa,27611.1,L
2010,Otros servicios,62903.39,Z
2011,Agro,49453.11,A
2011,Pesca,1745.24,B
2011,Petróleo y minería,23635.52,C
2011,Industria manufacturera,132856.8,D
2011,"Electricidad, gas y agua",11142.25,E
2011,Construcción,22927.83,F
2011,"Comercio, hoteles y restaurantes",109505,GH
2011,Transporte y comunicaciones,52202.73,I
2011,Finanzas,24999.68,J
2011,Act. inmobiliarias y empresariales,71231.65,K
2011,Adm. pública y defensa,28489.03,L
2011,Otros servicios,65331.46,Z
2012,Agro,42850.93,A
2012,Pesca,1755.552,B
2012,Petróleo y minería,23350.22,C
2012,Industria manufacturera,128986.2,D
2012,"Electricidad, gas y agua",11661.92,E
2012,Construcción,22369.49,F
2012,"Comercio, hoteles y restaurantes",106915.8,GH
2012,Transporte y comunicaciones,52514.83,I
2012,Finanzas,26835.98,J
2012,Act. inmobiliarias y empresariales,70808.66,K
2012,Adm. pública y defensa,29346.31,L
2012,Otros servicios,67690.38,Z
2013,Agro,47568.32,A
2013,Pesca,2157.475,B
2013,Petróleo y minería,22405.17,C
2013,Industria manufacturera,130925.6,D
2013,"Electricidad, gas y agua",11718.36,E
2013,Construcción,22346.01,F
2013,"Comercio, hoteles y restaurantes",109311.3,GH
2013,Transporte y comunicaciones,53754.42,I
2013,Finanzas,27596.46,J
2013,Act. inmobiliarias y empresariales,71327.86,K
2013,Adm. pública y defensa,30121.34,L
2013,Otros servicios,68763.27,Z
2014,Agro,49085.01,A
2014,Pesca,2184.399,B
2014,Petróleo y minería,22755.05,C
2014,Industria manufacturera,124308.5,D
2014,"Electricidad, gas y agua",11948.78,E
2014,Construcción,21895.06,F
2014,"Comercio, hoteles y restaurantes",102446.7,GH
2014,Transporte y comunicaciones,54167.99,I
2014,Finanzas,26838.55,J
2014,Act. inmobiliarias y empresariales,70964.22,K
2014,Adm. pública y defensa,31054.51,L
2014,Otros servicios,69468.54,Z
2015,Agro,52896.78,A
2015,Pesca,2239.349,B
2015,Petróleo y minería,23129.97,C
2015,Industria manufacturera,125260.6,D
2015,"Electricidad, gas y agua",12477.41,E
2015,Construcción,22553.66,F
2015,"Comercio, hoteles y restaurantes",105841.7,GH
2015,Transporte y comunicaciones,55810.95,I
2015,Finanzas,27179.52,J
2015,Act. inmobiliarias y empresariales,72248.27,K
2015,Adm. pública y defensa,32220.09,L
2015,Otros servicios,71081.93,Z
2016,Agro,50299.08,A
2016,Pesca,2236.306,B
2016,Petróleo y minería,21862.66,C
2016,Industria manufacturera,118244.6,D
2016,"Electricidad, gas y agua",12600.94,E
2016,Construcción,20028.86,F
2016,"Comercio, hoteles y restaurantes",102966,GH
2016,Transporte y comunicaciones,57708.77,I
2016,Finanzas,26319.57,J
2016,Act. inmobiliarias y empresariales,72163.9,K
2016,Adm. pública y defensa,32997.11,L
2016,Otros servicios,72195.23,Z
2017,Agro,51789.23,A
2017,Pesca,2556.032,B
2017,Petróleo y minería,21089.41,C
2017,Industria manufacturera,121288.3,D
2017,"Electricidad, gas y agua",12473.81,E
2017,Construcción,21863.38,F
2017,"Comercio, hoteles y restaurantes",106308.5,GH
2017,Transporte y comunicaciones,59007.88,I
2017,Finanzas,27639.31,J
2017,Act. inmobiliarias y empresariales,74337.13,K
2017,Adm. pública y defensa,33249.27,L
2017,Otros servicios,73184.9,Z
2018,Agro,43726.29,A
2018,Pesca,2694.611,B
2018,Petróleo y minería,21268.12,C
2018,Industria manufacturera,115460.5,D
2018,"Electricidad, gas y agua",12489.21,E
2018,Construcción,22108.48,F
2018,"Comercio, hoteles y restaurantes",102459.4,GH
2018,Transporte y comunicaciones,57138.82,I
2018,Finanzas,28668.04,J
2018,Act. inmobiliarias y empresariales,75313.93,K
2018,Adm. pública y defensa,33274.72,L
2018,Otros servicios,73930.52,Z
2019,Agro,53948.69,A
2019,Pesca,2422.716,B
2019,Petróleo y minería,21571.22,C
2019,Industria manufacturera,108352.1,D
