anio,iso3,iso3_desc_fundar,es_agregacion,particip_bys_alta_intensidad,geocodigoFundar,geonombreFundar
2005,CHL,Chile,0,0.116765554560619,CHL,Chile
2006,CHL,Chile,0,0.111782387024536,CHL,Chile
2007,CHL,Chile,0,0.112510899995411,CHL,Chile
2008,CHL,Chile,0,0.121568968272763,CHL,Chile
2009,CHL,Chile,0,0.124832303944187,CHL,Chile
2010,CHL,Chile,0,0.118141046691963,CHL,Chile
2011,CHL,Chile,0,0.122199669722757,CHL,Chile
2012,CHL,Chile,0,0.127727591120512,CHL,Chile
2013,CHL,Chile,0,0.127975208590273,CHL,Chile
2014,CHL,Chile,0,0.122273375541919,CHL,Chile
2015,CHL,Chile,0,0.120321642775144,CHL,Chile
2016,CHL,Chile,0,0.116115613447859,CHL,Chile
2017,CHL,Chile,0,0.109599620455484,CHL,Chile
2018,CHL,Chile,0,0.109579495825769,CHL,Chile
2019,CHL,Chile,0,0.110856106438975,CHL,Chile
2020,CHL,Chile,0,0.106334789573139,CHL,Chile
1995,CHN,China,0,0.218837681653044,CHN,China
1996,CHN,China,0,0.219307631549705,CHN,China
1997,CHN,China,0,0.224445129276596,CHN,China
1998,CHN,China,0,0.219812407012358,CHN,China
1999,CHN,China,0,0.221669892423174,CHN,China
2000,CHN,China,0,0.225606137470719,CHN,China
2001,CHN,China,0,0.232912619346481,CHN,China
2002,CHN,China,0,0.233445657727502,CHN,China
2003,CHN,China,0,0.237947180252504,CHN,China
2004,CHN,China,0,0.23587186039847,CHN,China
2005,CHN,China,0,0.236954280012073,CHN,China
2006,CHN,China,0,0.243384407636073,CHN,China
2007,CHN,China,0,0.24567887855235,CHN,China
2008,CHN,China,0,0.249878191686932,CHN,China
2009,CHN,China,0,0.247636580011321,CHN,China
2010,CHN,China,0,0.250209449310891,CHN,China
2011,CHN,China,0,0.244297450009665,CHN,China
2012,CHN,China,0,0.242946425233506,CHN,China
2013,CHN,China,0,0.237349076835488,CHN,China
2014,CHN,China,0,0.236752812270206,CHN,China
2015,CHN,China,0,0.229269517893187,CHN,China
2016,CHN,China,0,0.223790704096078,CHN,China
2017,CHN,China,0,0.224720146568966,CHN,China
2018,CHN,China,0,0.226479142732594,CHN,China
2019,CHN,China,0,0.223778833032493,CHN,China
2020,CHN,China,0,0.224349907219877,CHN,China
1995,CIV,Costa de Marfil,0,0.0869914397475387,CIV,Costa de Marfil
1996,CIV,Costa de Marfil,0,0.0876542675269562,CIV,Costa de Marfil
1997,CIV,Costa de Marfil,0,0.088136554082184,CIV,Costa de Marfil
1998,CIV,Costa de Marfil,0,0.0874941727801359,CIV,Costa de Marfil
1999,CIV,Costa de Marfil,0,0.0876900948656205,CIV,Costa de Marfil
2000,CIV,Costa de Marfil,0,0.0884334268429992,CIV,Costa de Marfil
2001,CIV,Costa de Marfil,0,0.0884914960866948,CIV,Costa de Marfil
2002,CIV,Costa de Marfil,0,0.0889818497298505,CIV,Costa de Marfil
2003,CIV,Costa de Marfil,0,0.0869949231518186,CIV,Costa de Marfil
2004,CIV,Costa de Marfil,0,0.0876632217741413,CIV,Costa de Marfil
2005,CIV,Costa de Marfil,0,0.0871625973773441,CIV,Costa de Marfil
2006,CIV,Costa de Marfil,0,0.0883150592452918,CIV,Costa de Marfil
2007,CIV,Costa de Marfil,0,0.0883657647481645,CIV,Costa de Marfil
2008,CIV,Costa de Marfil,0,0.0874617710805184,CIV,Costa de Marfil
2009,CIV,Costa de Marfil,0,0.0881456882699518,CIV,Costa de Marfil
2010,CIV,Costa de Marfil,0,0.0875110094750603,CIV,Costa de Marfil
2011,CIV,Costa de Marfil,0,0.0873881709293136,CIV,Costa de Marfil
2012,CIV,Costa de Marfil,0,0.0873098236440684,CIV,Costa de Marfil
2013,CIV,Costa de Marfil,0,0.0877447307995013,CIV,Costa de Marfil
2014,CIV,Costa de Marfil,0,0.0875889577135499,CIV,Costa de Marfil
2015,CIV,Costa de Marfil,0,0.0873705250843976,CIV,Costa de Marfil
2016,CIV,Costa de Marfil,0,0.0863055074986932,CIV,Costa de Marfil
2017,CIV,Costa de Marfil,0,0.0865305655536445,CIV,Costa de Marfil
2018,CIV,Costa de Marfil,0,0.0860058967012055,CIV,Costa de Marfil
2019,CIV,Costa de Marfil,0,0.0860609657347045,CIV,Costa de Marfil
2020,CIV,Costa de Marfil,0,0.0871207755231943,CIV,Costa de Marfil
1995,CMR,Camerún,0,0.0533699450823764,CMR,Camerún
1996,CMR,Camerún,0,0.0508429093069838,CMR,Camerún
1997,CMR,Camerún,0,0.0536925013194754,CMR,Camerún
1998,CMR,Camerún,0,0.0565407032113062,CMR,Camerún
1999,CMR,Camerún,0,0.0559693092710014,CMR,Camerún
2000,CMR,Camerún,0,0.056122082953276,CMR,Camerún
2001,CMR,Camerún,0,0.0594418123183501,CMR,Camerún
2002,CMR,Camerún,0,0.059488931571354,CMR,Camerún
2003,CMR,Camerún,0,0.0560154733571561,CMR,Camerún
2004,CMR,Camerún,0,0.0595937184843682,CMR,Camerún
2005,CMR,Camerún,0,0.0638337142329803,CMR,Camerún
2006,CMR,Camerún,0,0.0632491829434623,CMR,Camerún
2007,CMR,Camerún,0,0.0651215893239509,CMR,Camerún
2008,CMR,Camerún,0,0.0636016532178705,CMR,Camerún
2009,CMR,Camerún,0,0.0627603304512523,CMR,Camerún
2010,CMR,Camerún,0,0.0606864430958568,CMR,Camerún
2011,CMR,Camerún,0,0.0639228908344865,CMR,Camerún
2012,CMR,Camerún,0,0.0654804144821621,CMR,Camerún
2013,CMR,Camerún,0,0.0648497229012037,CMR,Camerún
2014,CMR,Camerún,0,0.0651560513716125,CMR,Camerún
2015,CMR,Camerún,0,0.0650280640026808,CMR,Camerún
2016,CMR,Camerún,0,0.0629535756681318,CMR,Camerún
2017,CMR,Camerún,0,0.0656160192269081,CMR,Camerún
2018,CMR,Camerún,0,0.064745757183705,CMR,Camerún
2019,CMR,Camerún,0,0.0651133281779269,CMR,Camerún
2020,CMR,Camerún,0,0.0671784129792743,CMR,Camerún
1995,COL,Colombia,0,0.105394627675234,COL,Colombia
1996,COL,Colombia,0,0.101673709993231,COL,Colombia
1997,COL,Colombia,0,0.101898653054173,COL,Colombia
1998,COL,Colombia,0,0.103883576992223,COL,Colombia
1999,COL,Colombia,0,0.102550947635417,COL,Colombia
2000,COL,Colombia,0,0.10714970805499,COL,Colombia
2001,COL,Colombia,0,0.11102385938194,COL,Colombia
2002,COL,Colombia,0,0.111862501893867,COL,Colombia
2003,COL,Colombia,0,0.113506997462774,COL,Colombia
2004,COL,Colombia,0,0.115256610260711,COL,Colombia
2005,COL,Colombia,0,0.115368205229765,COL,Colombia
2006,COL,Colombia,0,0.11831295608799,COL,Colombia
2007,COL,Colombia,0,0.120085171181169,COL,Colombia
2008,COL,Colombia,0,0.1136808115778,COL,Colombia
2009,COL,Colombia,0,0.112819101762365,COL,Colombia
2010,COL,Colombia,0,0.112742168172357,COL,Colombia
2011,COL,Colombia,0,0.107575258567728,COL,Colombia
2012,COL,Colombia,0,0.109608395179352,COL,Colombia
2013,COL,Colombia,0,0.109009183591218,COL,Colombia
2014,COL,Colombia,0,0.111262884510903,COL,Colombia
2015,COL,Colombia,0,0.111772866654841,COL,Colombia
2016,COL,Colombia,0,0.107547965936731,COL,Colombia
2017,COL,Colombia,0,0.099044097542126,COL,Colombia
2018,COL,Colombia,0,0.0977969253684996,COL,Colombia
2019,COL,Colombia,0,0.0969697990088933,COL,Colombia
2020,COL,Colombia,0,0.100049995415781,COL,Colombia
1995,CRI,Costa Rica,0,0.0963342798592158,CRI,Costa Rica
1996,CRI,Costa Rica,0,0.098180516285389,CRI,Costa Rica
1997,CRI,Costa Rica,0,0.0983313669307264,CRI,Costa Rica
1998,CRI,Costa Rica,0,0.0968485542336433,CRI,Costa Rica
1999,CRI,Costa Rica,0,0.0994932520939841,CRI,Costa Rica
2000,CRI,Costa Rica,0,0.112233020801348,CRI,Costa Rica
2001,CRI,Costa Rica,0,0.118260379485253,CRI,Costa Rica
2002,CRI,Costa Rica,0,0.121926295358433,CRI,Costa Rica
2003,CRI,Costa Rica,0,0.12452100198376,CRI,Costa Rica
2004,CRI,Costa Rica,0,0.128059809477873,CRI,Costa Rica
2005,CRI,Costa Rica,0,0.132139007183034,CRI,Costa Rica
2006,CRI,Costa Rica,0,0.14087981620278,CRI,Costa Rica
2007,CRI,Costa Rica,0,0.138047839908281,CRI,Costa Rica
2008,CRI,Costa Rica,0,0.134385275609577,CRI,Costa Rica
2009,CRI,Costa Rica,0,0.130950855773659,CRI,Costa Rica
2010,CRI,Costa Rica,0,0.136033828263899,CRI,Costa Rica
2011,CRI,Costa Rica,0,0.137617637133966,CRI,Costa Rica
2012,CRI,Costa Rica,0,0.140166796316732,CRI,Costa Rica
2013,CRI,Costa Rica,0,0.136252781374533,CRI,Costa Rica
2014,CRI,Costa Rica,0,0.140395249787864,CRI,Costa Rica
2015,CRI,Costa Rica,0,0.143599547378821,CRI,Costa Rica
2016,CRI,Costa Rica,0,0.151774512861048,CRI,Costa Rica
2017,CRI,Costa Rica,0,0.15771527349576,CRI,Costa Rica
2018,CRI,Costa Rica,0,0.166244062712046,CRI,Costa Rica
2019,CRI,Costa Rica,0,0.164360472928697,CRI,Costa Rica
2020,CRI,Costa Rica,0,0.180040335741796,CRI,Costa Rica
1995,CYP,Chipre,0,0.0942301448486055,CYP,Chipre
1996,CYP,Chipre,0,0.0935332496346759,CYP,Chipre
1997,CYP,Chipre,0,0.0926298659586313,CYP,Chipre
1998,CYP,Chipre,0,0.0928313976772127,CYP,Chipre
1999,CYP,Chipre,0,0.0932041685013944,CYP,Chipre
2000,CYP,Chipre,0,0.0965168727029736,CYP,Chipre
2001,CYP,Chipre,0,0.103589598643301,CYP,Chipre
2002,CYP,Chipre,0,0.106376436165752,CYP,Chipre
2003,CYP,Chipre,0,0.101435849930523,CYP,Chipre
2004,CYP,Chipre,0,0.0999016054503108,CYP,Chipre
2005,CYP,Chipre,0,0.098934833100684,CYP,Chipre
2006,CYP,Chipre,0,0.0993608305483681,CYP,Chipre
2007,CYP,Chipre,0,0.100199938480468,CYP,Chipre
2008,CYP,Chipre,0,0.101985055885408,CYP,Chipre
2009,CYP,Chipre,0,0.0974404658797522,CYP,Chipre
2010,CYP,Chipre,0,0.105852813779496,CYP,Chipre
2011,CYP,Chipre,0,0.10839057842086,CYP,Chipre
2012,CYP,Chipre,0,0.103780770695565,CYP,Chipre
2013,CYP,Chipre,0,0.104884221353074,CYP,Chipre
2014,CYP,Chipre,0,0.111337556833693,CYP,Chipre
2015,CYP,Chipre,0,0.118438524477258,CYP,Chipre
2016,CYP,Chipre,0,0.125126683453313,CYP,Chipre
2017,CYP,Chipre,0,0.129535216594141,CYP,Chipre
2018,CYP,Chipre,0,0.131195022066375,CYP,Chipre
2019,CYP,Chipre,0,0.130417760680196,CYP,Chipre
2020,CYP,Chipre,0,0.136161246720204,CYP,Chipre
1995,CZE,Chequia,0,0.196283782610658,CZE,Chequia
1996,CZE,Chequia,0,0.207819359243,CZE,Chequia
1997,CZE,Chequia,0,0.215510958271313,CZE,Chequia
1998,CZE,Chequia,0,0.211317617169048,CZE,Chequia
1999,CZE,Chequia,0,0.215118986691856,CZE,Chequia
2000,CZE,Chequia,0,0.222889054330779,CZE,Chequia
2001,CZE,Chequia,0,0.221672622406119,CZE,Chequia
2002,CZE,Chequia,0,0.218801665484506,CZE,Chequia
2003,CZE,Chequia,0,0.216913169792801,CZE,Chequia
2004,CZE,Chequia,0,0.230023709087531,CZE,Chequia
2005,CZE,Chequia,0,0.235484883116407,CZE,Chequia
2006,CZE,Chequia,0,0.243220833336163,CZE,Chequia
2007,CZE,Chequia,0,0.249713224434344,CZE,Chequia
2008,CZE,Chequia,0,0.239116804436233,CZE,Chequia
2009,CZE,Chequia,0,0.227183706660294,CZE,Chequia
2010,CZE,Chequia,0,0.233955508301054,CZE,Chequia
2011,CZE,Chequia,0,0.247638192263615,CZE,Chequia
2012,CZE,Chequia,0,0.251505589845413,CZE,Chequia
2013,CZE,Chequia,0,0.253866631662376,CZE,Chequia
2014,CZE,Chequia,0,0.26890836461539,CZE,Chequia
2015,CZE,Chequia,0,0.273161626088623,CZE,Chequia
2016,CZE,Chequia,0,0.278531687839493,CZE,Chequia
2017,CZE,Chequia,0,0.277751743692645,CZE,Chequia
2018,CZE,Chequia,0,0.274302616436662,CZE,Chequia
2019,CZE,Chequia,0,0.275752781505165,CZE,Chequia
2020,CZE,Chequia,0,0.270141676454518,CZE,Chequia
1995,DEU,Alemania,0,0.239604082580825,DEU,Alemania
1996,DEU,Alemania,0,0.237250491776713,DEU,Alemania
1997,DEU,Alemania,0,0.240859843981894,DEU,Alemania
1998,DEU,Alemania,0,0.245793347855608,DEU,Alemania
1999,DEU,Alemania,0,0.246629206899583,DEU,Alemania
2000,DEU,Alemania,0,0.25363082285849,DEU,Alemania
2001,DEU,Alemania,0,0.254525754105628,DEU,Alemania
2002,DEU,Alemania,0,0.251875104845558,DEU,Alemania
2003,DEU,Alemania,0,0.252303604401608,DEU,Alemania
2004,DEU,Alemania,0,0.250852354911891,DEU,Alemania
2005,DEU,Alemania,0,0.253393502673371,DEU,Alemania
2006,DEU,Alemania,0,0.259133145776372,DEU,Alemania
2007,DEU,Alemania,0,0.266976399163767,DEU,Alemania
2008,DEU,Alemania,0,0.26078676588385,DEU,Alemania
2009,DEU,Alemania,0,0.234706089014861,DEU,Alemania
2010,DEU,Alemania,0,0.24787593929314,DEU,Alemania
2011,DEU,Alemania,0,0.255614153862466,DEU,Alemania
2012,DEU,Alemania,0,0.25760644185964,DEU,Alemania
2013,DEU,Alemania,0,0.25818308102387,DEU,Alemania
2014,DEU,Alemania,0,0.261664915491657,DEU,Alemania
2015,DEU,Alemania,0,0.26282713110451,DEU,Alemania
2016,DEU,Alemania,0,0.26613184832354,DEU,Alemania
2017,DEU,Alemania,0,0.266929374913349,DEU,Alemania
2018,DEU,Alemania,0,0.266517421831642,DEU,Alemania
2019,DEU,Alemania,0,0.265711281573892,DEU,Alemania
2020,DEU,Alemania,0,0.258852078456369,DEU,Alemania
1995,DNK,Dinamarca,0,0.156962250605186,DNK,Dinamarca
1996,DNK,Dinamarca,0,0.154577008446424,DNK,Dinamarca
1997,DNK,Dinamarca,0,0.165367513471107,DNK,Dinamarca
1998,DNK,Dinamarca,0,0.165476400166093,DNK,Dinamarca
1999,DNK,Dinamarca,0,0.165759859012,DNK,Dinamarca
2000,DNK,Dinamarca,0,0.167027781790168,DNK,Dinamarca
2001,DNK,Dinamarca,0,0.170194055859171,DNK,Dinamarca
2002,DNK,Dinamarca,0,0.166380398980526,DNK,Dinamarca
2003,DNK,Dinamarca,0,0.159906870848272,DNK,Dinamarca
2004,DNK,Dinamarca,0,0.158655556570905,DNK,Dinamarca
2005,DNK,Dinamarca,0,0.154933878032345,DNK,Dinamarca
2006,DNK,Dinamarca,0,0.160108807510212,DNK,Dinamarca
2007,DNK,Dinamarca,0,0.160904965805357,DNK,Dinamarca
2008,DNK,Dinamarca,0,0.164739856291384,DNK,Dinamarca
2009,DNK,Dinamarca,0,0.164840535564093,DNK,Dinamarca
2010,DNK,Dinamarca,0,0.165455408869394,DNK,Dinamarca
2011,DNK,Dinamarca,0,0.165978158250196,DNK,Dinamarca
2012,DNK,Dinamarca,0,0.16820814731503,DNK,Dinamarca
2013,DNK,Dinamarca,0,0.175076523421527,DNK,Dinamarca
2014,DNK,Dinamarca,0,0.175420723678407,DNK,Dinamarca
2015,DNK,Dinamarca,0,0.18228944661731,DNK,Dinamarca
2016,DNK,Dinamarca,0,0.196307757218599,DNK,Dinamarca
2017,DNK,Dinamarca,0,0.197810825396144,DNK,Dinamarca
2018,DNK,Dinamarca,0,0.200834316743276,DNK,Dinamarca
2019,DNK,Dinamarca,0,0.196786906439511,DNK,Dinamarca
2020,DNK,Dinamarca,0,0.203615256720456,DNK,Dinamarca
1995,E,Europa,1,0.189139981951244,ZEUR,Europa
1996,E,Europa,1,0.187563537912411,ZEUR,Europa
1997,E,Europa,1,0.190259183530069,ZEUR,Europa
1998,E,Europa,1,0.193264848931388,ZEUR,Europa
1999,E,Europa,1,0.194586397431844,ZEUR,Europa
2000,E,Europa,1,0.195677155808399,ZEUR,Europa
2001,E,Europa,1,0.194070828322568,ZEUR,Europa
2002,E,Europa,1,0.192129155929522,ZEUR,Europa
2003,E,Europa,1,0.189986725087044,ZEUR,Europa
2004,E,Europa,1,0.187807269623734,ZEUR,Europa
2005,E,Europa,1,0.186417767669022,ZEUR,Europa
2006,E,Europa,1,0.187320922212759,ZEUR,Europa
2007,E,Europa,1,0.189171955056472,ZEUR,Europa
2008,E,Europa,1,0.185763511604995,ZEUR,Europa
2009,E,Europa,1,0.17559931341077,ZEUR,Europa
2010,E,Europa,1,0.178456481645766,ZEUR,Europa
2011,E,Europa,1,0.181182835811808,ZEUR,Europa
2012,E,Europa,1,0.179886092323927,ZEUR,Europa
2013,E,Europa,1,0.181066309682878,ZEUR,Europa
2014,E,Europa,1,0.185211255732664,ZEUR,Europa
2015,E,Europa,1,0.19176540981973,ZEUR,Europa
2016,E,Europa,1,0.194952619678898,ZEUR,Europa
2017,E,Europa,1,0.195864090726526,ZEUR,Europa
2018,E,Europa,1,0.197045635732263,ZEUR,Europa
2019,E,Europa,1,0.197739544419504,ZEUR,Europa
2020,E,Europa,1,0.202014858876986,ZEUR,Europa
1995,EA19,Zona Euro (19 países),1,0.198262380449537,EA19,Eurozona
1996,EA19,Zona Euro (19 países),1,0.196676169769385,EA19,Eurozona
1997,EA19,Zona Euro (19 países),1,0.200211275699383,EA19,Eurozona
1998,EA19,Zona Euro (19 países),1,0.202566432392457,EA19,Eurozona
1999,EA19,Zona Euro (19 países),1,0.204042319089433,EA19,Eurozona
2000,EA19,Zona Euro (19 países),1,0.206913241671453,EA19,Eurozona
2001,EA19,Zona Euro (19 países),1,0.205868739181457,EA19,Eurozona
2002,EA19,Zona Euro (19 países),1,0.203060685204013,EA19,Eurozona
2003,EA19,Zona Euro (19 países),1,0.19963237988042,EA19,Eurozona
2004,EA19,Zona Euro (19 países),1,0.197428598361432,EA19,Eurozona
2005,EA19,Zona Euro (19 países),1,0.196952268419396,EA19,Eurozona
2006,EA19,Zona Euro (19 países),1,0.198655612677838,EA19,Eurozona
2007,EA19,Zona Euro (19 países),1,0.20090473501922,EA19,Eurozona
2008,EA19,Zona Euro (19 países),1,0.196863156915868,EA19,Eurozona
2009,EA19,Zona Euro (19 países),1,0.183975151238917,EA19,Eurozona
2010,EA19,Zona Euro (19 países),1,0.188093212521769,EA19,Eurozona
2011,EA19,Zona Euro (19 países),1,0.192627123256883,EA19,Eurozona
2012,EA19,Zona Euro (19 países),1,0.192830779763409,EA19,Eurozona
2013,EA19,Zona Euro (19 países),1,0.193872672378009,EA19,Eurozona
2014,EA19,Zona Euro (19 países),1,0.197256472053186,EA19,Eurozona
2015,EA19,Zona Euro (19 países),1,0.202949013445963,EA19,Eurozona
2016,EA19,Zona Euro (19 países),1,0.205569546444066,EA19,Eurozona
2017,EA19,Zona Euro (19 países),1,0.207993984775942,EA19,Eurozona
2018,EA19,Zona Euro (19 países),1,0.209620335533526,EA19,Eurozona
2019,EA19,Zona Euro (19 países),1,0.209966379679486,EA19,Eurozona
2020,EA19,Zona Euro (19 países),1,0.212194209602317,EA19,Eurozona
1995,EGY,Egipto,0,0.102812860383895,EGY,Egipto
1996,EGY,Egipto,0,0.102841496682904,EGY,Egipto
1997,EGY,Egipto,0,0.102979515828678,EGY,Egipto
1998,EGY,Egipto,0,0.103124516777486,EGY,Egipto
1999,EGY,Egipto,0,0.10304687742789,EGY,Egipto
2000,EGY,Egipto,0,0.103150243174823,EGY,Egipto
2001,EGY,Egipto,0,0.103059029216596,EGY,Egipto
2002,EGY,Egipto,0,0.102781585865959,EGY,Egipto
2003,EGY,Egipto,0,0.102743893565149,EGY,Egipto
2004,EGY,Egipto,0,0.102903890291916,EGY,Egipto
2005,EGY,Egipto,0,0.102581889550623,EGY,Egipto
2006,EGY,Egipto,0,0.102913182730941,EGY,Egipto
2007,EGY,Egipto,0,0.102383024895328,EGY,Egipto
2008,EGY,Egipto,0,0.102519327772673,EGY,Egipto
2009,EGY,Egipto,0,0.10330959841663,EGY,Egipto
2010,EGY,Egipto,0,0.103143188824218,EGY,Egipto
2011,EGY,Egipto,0,0.0980163291889156,EGY,Egipto
2012,EGY,Egipto,0,0.096619903070848,EGY,Egipto
2013,EGY,Egipto,0,0.0936886886237682,EGY,Egipto
2014,EGY,Egipto,0,0.0940131920201523,EGY,Egipto
2015,EGY,Egipto,0,0.0937755121527363,EGY,Egipto
2016,EGY,Egipto,0,0.0943262621182086,EGY,Egipto
2017,EGY,Egipto,0,0.0957739014014988,EGY,Egipto
2018,EGY,Egipto,0,0.0958816067001647,EGY,Egipto
2019,EGY,Egipto,0,0.0961069828616447,EGY,Egipto
2020,EGY,Egipto,0,0.0973911444422836,EGY,Egipto
1995,ESP,España,0,0.141776483480141,ESP,España
1996,ESP,España,0,0.144188394949088,ESP,España
1997,ESP,España,0,0.148772051304934,ESP,España
1998,ESP,España,0,0.151640307411617,ESP,España
1999,ESP,España,0,0.153477584983876,ESP,España
2000,ESP,España,0,0.154704828385617,ESP,España
2001,ESP,España,0,0.153766792738211,ESP,España
2002,ESP,España,0,0.149698995014123,ESP,España
2003,ESP,España,0,0.145897469277965,ESP,España
2004,ESP,España,0,0.143031739535684,ESP,España
2005,ESP,España,0,0.139681817946382,ESP,España
2006,ESP,España,0,0.140959369530265,ESP,España
2007,ESP,España,0,0.137205466573296,ESP,España
2008,ESP,España,0,0.134676488536501,ESP,España
2009,ESP,España,0,0.127430400169583,ESP,España
2010,ESP,España,0,0.122770290875216,ESP,España
2011,ESP,España,0,0.125918653414416,ESP,España
2012,ESP,España,0,0.124343150999915,ESP,España
2013,ESP,España,0,0.128523066408832,ESP,España
2014,ESP,España,0,0.133681518492827,ESP,España
2015,ESP,España,0,0.130886673117436,ESP,España
2016,ESP,España,0,0.132970504938353,ESP,España
2017,ESP,España,0,0.13594223234161,ESP,España
2018,ESP,España,0,0.136807730888075,ESP,España
2019,ESP,España,0,0.137822993832899,ESP,España
2020,ESP,España,0,0.139593838614945,ESP,España
1995,EST,Estonia,0,0.115324332499244,EST,Estonia
1996,EST,Estonia,0,0.114653711445034,EST,Estonia
1997,EST,Estonia,0,0.117446434549715,EST,Estonia
1998,EST,Estonia,0,0.107266893167233,EST,Estonia
1999,EST,Estonia,0,0.107017284133388,EST,Estonia
2000,EST,Estonia,0,0.111022682053323,EST,Estonia
2001,EST,Estonia,0,0.11618592498367,EST,Estonia
2002,EST,Estonia,0,0.118845252051583,EST,Estonia
2003,EST,Estonia,0,0.121475576773572,EST,Estonia
2004,EST,Estonia,0,0.129769493099077,EST,Estonia
2005,EST,Estonia,0,0.133008703654001,EST,Estonia
2006,EST,Estonia,0,0.132573523755801,EST,Estonia
2007,EST,Estonia,0,0.13479816887475,EST,Estonia
2008,EST,Estonia,0,0.13847683838575,EST,Estonia
2009,EST,Estonia,0,0.131701175153889,EST,Estonia
2010,EST,Estonia,0,0.141166666666667,EST,Estonia
2011,EST,Estonia,0,0.150098220558925,EST,Estonia
2012,EST,Estonia,0,0.144420215556871,EST,Estonia
2013,EST,Estonia,0,0.147088355634192,EST,Estonia
2014,EST,Estonia,0,0.149123506143217,EST,Estonia
2015,EST,Estonia,0,0.148832362503061,EST,Estonia
2016,EST,Estonia,0,0.155612100916223,EST,Estonia
2017,EST,Estonia,0,0.159256497523464,EST,Estonia
2018,EST,Estonia,0,0.166306104411433,EST,Estonia
2019,EST,Estonia,0,0.180428674300722,EST,Estonia
2020,EST,Estonia,0,0.182733961111821,EST,Estonia
1995,EU15,Unión Europea (15 países),1,0.193432996402398,EU15,Unión Europea (15 países)
1996,EU15,Unión Europea (15 países),1,0.192216116464001,EU15,Unión Europea (15 países)
1997,EU15,Unión Europea (15 países),1,0.195675640385034,EU15,Unión Europea (15 países)
1998,EU15,Unión Europea (15 países),1,0.197799048566496,EU15,Unión Europea (15 países)
1999,EU15,Unión Europea (15 países),1,0.198701274226158,EU15,Unión Europea (15 países)
2000,EU15,Unión Europea (15 países),1,0.200718165579688,EU15,Unión Europea (15 países)
2001,EU15,Unión Europea (15 países),1,0.199179938016663,EU15,Unión Europea (15 países)
2002,EU15,Unión Europea (15 países),1,0.196953998342464,EU15,Unión Europea (15 países)
2003,EU15,Unión Europea (15 países),1,0.194346509834816,EU15,Unión Europea (15 países)
2004,EU15,Unión Europea (15 países),1,0.19204459231227,EU15,Unión Europea (15 países)
2005,EU15,Unión Europea (15 países),1,0.191169290231923,EU15,Unión Europea (15 países)
2006,EU15,Unión Europea (15 países),1,0.192430933171586,EU15,Unión Europea (15 países)
2007,EU15,Unión Europea (15 países),1,0.194107370599868,EU15,Unión Europea (15 países)
2008,EU15,Unión Europea (15 países),1,0.191203897953623,EU15,Unión Europea (15 países)
2009,EU15,Unión Europea (15 países),1,0.180022049372897,EU15,Unión Europea (15 países)
2010,EU15,Unión Europea (15 países),1,0.184106439317377,EU15,Unión Europea (15 países)
2011,EU15,Unión Europea (15 países),1,0.188354834624686,EU15,Unión Europea (15 países)
2012,EU15,Unión Europea (15 países),1,0.187719366035919,EU15,Unión Europea (15 países)
2013,EU15,Unión Europea (15 países),1,0.189313717200141,EU15,Unión Europea (15 países)
2014,EU15,Unión Europea (15 países),1,0.191527369193246,EU15,Unión Europea (15 países)
2015,EU15,Unión Europea (15 países),1,0.195538460016221,EU15,Unión Europea (15 países)
2016,EU15,Unión Europea (15 países),1,0.199300493261759,EU15,Unión Europea (15 países)
2017,EU15,Unión Europea (15 países),1,0.200752004732319,EU15,Unión Europea (15 países)
2018,EU15,Unión Europea (15 países),1,0.202614826435079,EU15,Unión Europea (15 países)
2019,EU15,Unión Europea (15 países),1,0.202711808542511,EU15,Unión Europea (15 países)
2020,EU15,Unión Europea (15 países),1,0.206060210300166,EU15,Unión Europea (15 países)
1995,EU27_2020,Unión Europea (27 países),1,0.19559765827646,EU27_2020,Unión Europea (27 países)
1996,EU27_2020,Unión Europea (27 países),1,0.194210904562157,EU27_2020,Unión Europea (27 países)
1997,EU27_2020,Unión Europea (27 países),1,0.197949137120896,EU27_2020,Unión Europea (27 países)
1998,EU27_2020,Unión Europea (27 países),1,0.200318632038069,EU27_2020,Unión Europea (27 países)
1999,EU27_2020,Unión Europea (27 países),1,0.201906276170473,EU27_2020,Unión Europea (27 países)
2000,EU27_2020,Unión Europea (27 países),1,0.205178158669568,EU27_2020,Unión Europea (27 países)
2001,EU27_2020,Unión Europea (27 países),1,0.203701386214026,EU27_2020,Unión Europea (27 países)
2002,EU27_2020,Unión Europea (27 países),1,0.200969370373647,EU27_2020,Unión Europea (27 países)
2003,EU27_2020,Unión Europea (27 países),1,0.198079909514823,EU27_2020,Unión Europea (27 países)
2004,EU27_2020,Unión Europea (27 países),1,0.19640475107118,EU27_2020,Unión Europea (27 países)
2005,EU27_2020,Unión Europea (27 países),1,0.195920970156889,EU27_2020,Unión Europea (27 países)
2006,EU27_2020,Unión Europea (27 países),1,0.197984249156625,EU27_2020,Unión Europea (27 países)
2007,EU27_2020,Unión Europea (27 países),1,0.200282683239059,EU27_2020,Unión Europea (27 países)
2008,EU27_2020,Unión Europea (27 países),1,0.196113195609911,EU27_2020,Unión Europea (27 países)
2009,EU27_2020,Unión Europea (27 países),1,0.183872967408023,EU27_2020,Unión Europea (27 países)
2010,EU27_2020,Unión Europea (27 países),1,0.188222020244719,EU27_2020,Unión Europea (27 países)
2011,EU27_2020,Unión Europea (27 países),1,0.192678922506355,EU27_2020,Unión Europea (27 países)
