iso3,anio,gran_sector,sector_codigo,sector_desc,empleo_miles,share_empleo,geocodigoFundar,geonombreFundar
EGY,1971,Bienes,DE,"Electricidad, gas y agua",66.9573249161466,0.0086578792,EGY,Egipto
EGY,1971,Bienes,F,Construcción,199.4289952769398,0.025787054,EGY,Egipto
EGY,1971,Servicios,GI,"Comercio, hoteles y restaurantes",690.2801749744297,0.089256287,EGY,Egipto
EGY,1971,Servicios,H,Transporte,160.9540357143499,0.02081207,EGY,Egipto
EGY,1971,Servicios,JMN,Servicios empresariales,73.16845349778278,0.0094610052,EGY,Egipto
EGY,1971,Servicios,K,Finanzas,18.81564071036521,0.0024329457,EGY,Egipto
EGY,1971,Servicios,L,Servicios inmobiliarios,0.9711835797121852,0.00012557834,EGY,Egipto
EGY,1971,Servicios,OPQ,"Administración pública, defensa, educación y salud",1254.538356914631,0.16221736,EGY,Egipto
EGY,1971,Servicios,RSTU,Otros servicios,229.4543169255501,0.02966946,EGY,Egipto
EGY,1972,Bienes,A,Agro y pesca,3956.011380354797,0.50533938,EGY,Egipto
EGY,1972,Bienes,B,Petróleo y minería,19.49059065023878,0.0024897207,EGY,Egipto
EGY,1972,Bienes,C,Industria,1129.835848636463,0.14432479,EGY,Egipto
EGY,1972,Bienes,DE,"Electricidad, gas y agua",57.57360967082442,0.0073544309,EGY,Egipto
EGY,1972,Bienes,F,Construcción,194.4449091955277,0.024838319,EGY,Egipto
EGY,1972,Servicios,GI,"Comercio, hoteles y restaurantes",691.2445345902694,0.088299312,EGY,Egipto
EGY,1972,Servicios,H,Transporte,162.6521617531611,0.020777125,EGY,Egipto
EGY,1972,Servicios,JMN,Servicios empresariales,73.68758036371148,0.0094128232,EGY,Egipto
EGY,1972,Servicios,K,Finanzas,18.94913682960064,0.0024205556,EGY,Egipto
EGY,1972,Servicios,L,Servicios inmobiliarios,0.9780740832540248,0.00012493882,EGY,Egipto
EGY,1972,Servicios,OPQ,"Administración pública, defensa, educación y salud",1287.985395391013,0.16452676,EGY,Egipto
EGY,1972,Servicios,RSTU,Otros servicios,235.571760305803,0.030091846,EGY,Egipto
EGY,1973,Bienes,A,Agro y pesca,3992.068020704507,0.48361522,EGY,Egipto
EGY,1973,Bienes,B,Petróleo y minería,18.28344952849282,0.002214931,EGY,Egipto
EGY,1973,Bienes,C,Industria,1092.647748370193,0.13236776,EGY,Egipto
EGY,1973,Bienes,DE,"Electricidad, gas y agua",51.12704658253745,0.0061937366,EGY,Egipto
EGY,1973,Bienes,F,Construcción,233.7976620317054,0.028323192,EGY,Egipto
EGY,1973,Servicios,GI,"Comercio, hoteles y restaurantes",809.7641023119766,0.098098092,EGY,Egipto
EGY,1973,Servicios,H,Transporte,196.5410233700532,0.023809772,EGY,Egipto
EGY,1973,Servicios,JMN,Servicios empresariales,83.24710485660991,0.01008489,EGY,Egipto
EGY,1973,Servicios,K,Finanzas,21.40741727181012,0.0025933809,EGY,Egipto
EGY,1973,Servicios,L,Servicios inmobiliarios,1.10496009455452,0.00013385933,EGY,Egipto
EGY,1973,Servicios,OPQ,"Administración pública, defensa, educación y salud",1483.345605987996,0.17969847,EGY,Egipto
EGY,1973,Servicios,RSTU,Otros servicios,271.3030262570542,0.032866742,EGY,Egipto
EGY,1974,Bienes,A,Agro y pesca,4028.49933352665,0.47829106,EGY,Egipto
EGY,1974,Bienes,B,Petróleo y minería,10.49523049052254,0.0012460657,EGY,Egipto
EGY,1974,Bienes,C,Industria,1128.563272276783,0.13399076,EGY,Egipto
EGY,1974,Bienes,DE,"Electricidad, gas y agua",54.75433680599491,0.0065008099,EGY,Egipto
EGY,1974,Bienes,F,Construcción,273.8074168693799,0.032508295,EGY,Egipto
EGY,1974,Servicios,GI,"Comercio, hoteles y restaurantes",843.8662306248601,0.10018958,EGY,Egipto
EGY,1974,Servicios,H,Transporte,204.7742406096251,0.024312202,EGY,Egipto
EGY,1974,Servicios,JMN,Servicios empresariales,86.30258441926668,0.010246434,EGY,Egipto
EGY,1974,Servicios,K,Finanzas,22.19314941319747,0.0026349227,EGY,Egipto
EGY,1974,Servicios,L,Servicios inmobiliarios,1.145516255543878,0.00013600354,EGY,Egipto
EGY,1974,Servicios,OPQ,"Administración pública, defensa, educación y salud",1494.879921377524,0.1774824,EGY,Egipto
EGY,1974,Servicios,RSTU,Otros servicios,273.4126456595387,0.032461423,EGY,Egipto
EGY,1975,Bienes,A,Agro y pesca,4064.795647572947,0.45787787,EGY,Egipto
EGY,1975,Bienes,B,Petróleo y minería,19.96027334272879,0.0022484199,EGY,Egipto
EGY,1975,Bienes,C,Industria,1221.0904126429,0.13754942,EGY,Egipto
EGY,1975,Bienes,DE,"Electricidad, gas y agua",69.10325284329751,0.0077841184,EGY,Egipto
EGY,1975,Bienes,F,Construcción,440.6798592522032,0.049640272,EGY,Egipto
EGY,1975,Servicios,GI,"Comercio, hoteles y restaurantes",888.5989894642114,0.10009601,EGY,Egipto
EGY,1975,Servicios,H,Transporte,268.7890218321364,0.030277671,EGY,Egipto
EGY,1975,Servicios,JMN,Servicios empresariales,89.17051950900145,0.010044591,EGY,Egipto
EGY,1975,Servicios,K,Finanzas,22.93065353757716,0.0025830176,EGY,Egipto
EGY,1975,Servicios,L,Servicios inmobiliarios,1.183583090821669,0.00013332441,EGY,Egipto
EGY,1975,Servicios,OPQ,"Administración pública, defensa, educación y salud",1514.215181322312,0.17056839,EGY,Egipto
EGY,1975,Servicios,RSTU,Otros servicios,276.9490531665363,0.031196857,EGY,Egipto
EGY,1976,Bienes,A,Agro y pesca,4101.463880961433,0.44811815,EGY,Egipto
EGY,1976,Bienes,B,Petróleo y minería,32.94624755260292,0.0035996444,EGY,Egipto
EGY,1976,Bienes,C,Industria,1288.240940381667,0.14075075,EGY,Egipto
EGY,1976,Bienes,DE,"Electricidad, gas y agua",67.19031782068578,0.0073410864,EGY,Egipto
EGY,1976,Bienes,F,Construcción,410.4619135368396,0.044846289,EGY,Egipto
EGY,1976,Servicios,GI,"Comercio, hoteles y restaurantes",952.5224919704956,0.1040708,EGY,Egipto
EGY,1976,Servicios,H,Transporte,385.5045058025284,0.042119488,EGY,Egipto
EGY,1976,Servicios,JMN,Servicios empresariales,90.48078324596212,0.0098857582,EGY,Egipto
EGY,1976,Servicios,K,Finanzas,23.26759453512359,0.002542173,EGY,Egipto
EGY,1976,Servicios,L,Servicios inmobiliarios,1.200974556208689,0.00013121619,EGY,Egipto
EGY,1976,Servicios,OPQ,"Administración pública, defensa, educación y salud",1521.144063352888,0.1661973,EGY,Egipto
EGY,1976,Servicios,RSTU,Otros servicios,278.2163415556243,0.030397389,EGY,Egipto
EGY,1977,Bienes,A,Agro y pesca,4170.786496689081,0.44414854,EGY,Egipto
EGY,1977,Bienes,B,Petróleo y minería,39.7537153037823,0.0042333873,EGY,Egipto
EGY,1977,Bienes,C,Industria,1286.797309986221,0.13703151,EGY,Egipto
EGY,1977,Bienes,DE,"Electricidad, gas y agua",69.94898748335036,0.0074488926,EGY,Egipto
EGY,1977,Bienes,F,Construcción,441.7727639935149,0.047044542,EGY,Egipto
EGY,1977,Servicios,GI,"Comercio, hoteles y restaurantes",919.340624350133,0.097900912,EGY,Egipto
EGY,1977,Servicios,H,Transporte,421.5530185376311,0.044891331,EGY,Egipto
EGY,1977,Servicios,JMN,Servicios empresariales,105.5979442397602,0.011245163,EGY,Egipto
EGY,1977,Servicios,K,Finanzas,27.15504952730367,0.002891751,EGY,Egipto
EGY,1977,Servicios,L,Servicios inmobiliarios,1.401628496905784,0.00014925993,EGY,Egipto
EGY,1977,Servicios,OPQ,"Administración pública, defensa, educación y salud",1611.644666580303,0.17162462,EGY,Egipto
EGY,1977,Servicios,RSTU,Otros servicios,294.7688478862934,0.031390041,EGY,Egipto
EGY,1978,Bienes,A,Agro y pesca,4242.351004888748,0.43599147,EGY,Egipto
EGY,1978,Bienes,B,Petróleo y minería,44.32927106738003,0.0045557721,EGY,Egipto
EGY,1978,Bienes,C,Industria,1269.320750344468,0.13044961,EGY,Egipto
EGY,1978,Bienes,DE,"Electricidad, gas y agua",77.70876322637115,0.0079862224,EGY,Egipto
EGY,1978,Bienes,F,Construcción,547.1048606819601,0.056226619,EGY,Egipto
EGY,1978,Servicios,GI,"Comercio, hoteles y restaurantes",933.5671430523796,0.095943809,EGY,Egipto
EGY,1978,Servicios,H,Transporte,455.8890635822167,0.046852261,EGY,Egipto
EGY,1978,Servicios,JMN,Servicios empresariales,128.6425162358114,0.013220744,EGY,Egipto
EGY,1978,Servicios,K,Finanzas,33.08107865972183,0.0033997819,EGY,Egipto
EGY,1978,Servicios,L,Servicios inmobiliarios,1.707504989494744,0.00017548232,EGY,Egipto
EGY,1978,Servicios,OPQ,"Administración pública, defensa, educación y salud",1687.929927514455,0.17347057,EGY,Egipto
EGY,1978,Servicios,RSTU,Otros servicios,308.7213765934921,0.031727664,EGY,Egipto
EGY,1979,Bienes,A,Agro y pesca,4318.255785768137,0.43277916,EGY,Egipto
EGY,1979,Bienes,B,Petróleo y minería,44.70938253501849,0.0044808113,EGY,Egipto
EGY,1979,Bienes,C,Industria,1296.071532492806,0.12989336,EGY,Egipto
EGY,1979,Bienes,DE,"Electricidad, gas y agua",75.37628431465164,0.0075542736,EGY,Egipto
EGY,1979,Bienes,F,Construcción,585.9736175671211,0.058726761,EGY,Egipto
EGY,1979,Servicios,GI,"Comercio, hoteles y restaurantes",997.916111507612,0.10001198,EGY,Egipto
EGY,1979,Servicios,H,Transporte,497.1469591491665,0.04982448,EGY,Egipto
EGY,1979,Servicios,JMN,Servicios empresariales,146.2424365646947,0.014656538,EGY,Egipto
EGY,1979,Servicios,K,Finanzas,37.60698786797582,0.0037690036,EGY,Egipto
EGY,1979,Servicios,L,Servicios inmobiliarios,1.941113229255778,0.00019453997,EGY,Egipto
EGY,1979,Servicios,OPQ,"Administración pública, defensa, educación y salud",1671.085222853793,0.16747755,EGY,Egipto
EGY,1979,Servicios,RSTU,Otros servicios,305.6404901619042,0.030631542,EGY,Egipto
EGY,1980,Bienes,A,Agro y pesca,4399.613095927331,0.42644432,EGY,Egipto
EGY,1980,Bienes,B,Petróleo y minería,44.91049878004051,0.0043530706,EGY,Egipto
EGY,1980,Bienes,C,Industria,1323.38608415752,0.12827276,EGY,Egipto
EGY,1980,Bienes,DE,"Electricidad, gas y agua",76.85550818814882,0.0074494267,EGY,Egipto
EGY,1980,Bienes,F,Construcción,627.6037834076232,0.060832184,EGY,Egipto
EGY,1980,Servicios,GI,"Comercio, hoteles y restaurantes",1066.700529273661,0.10339282,EGY,Egipto
EGY,1980,Servicios,H,Transporte,542.1386884107392,0.052548248,EGY,Egipto
EGY,1980,Servicios,JMN,Servicios empresariales,156.3337992118882,0.015153074,EGY,Egipto
EGY,1980,Servicios,K,Finanzas,40.20203320200557,0.00389669,EGY,Egipto
EGY,1980,Servicios,L,Servicios inmobiliarios,2.075058464276663,0.00020113062,EGY,Egipto
EGY,1980,Servicios,OPQ,"Administración pública, defensa, educación y salud",1722.166928992785,0.16692565,EGY,Egipto
EGY,1980,Servicios,RSTU,Otros servicios,314.9833037354485,0.030530604,EGY,Egipto
EGY,1981,Bienes,A,Agro y pesca,4401.362914886703,0.41414505,EGY,Egipto
EGY,1981,Bienes,B,Petróleo y minería,46.38827121714025,0.0043648919,EGY,Egipto
EGY,1981,Bienes,C,Industria,1336.579709504584,0.1257651,EGY,Egipto
EGY,1981,Bienes,DE,"Electricidad, gas y agua",80.57983655716107,0.0075821378,EGY,Egipto
EGY,1981,Bienes,F,Construcción,911.263853512178,0.085745126,EGY,Egipto
EGY,1981,Servicios,GI,"Comercio, hoteles y restaurantes",1038.257576362292,0.097694568,EGY,Egipto
EGY,1981,Servicios,H,Transporte,534.7503234709768,0.050317187,EGY,Egipto
EGY,1981,Servicios,JMN,Servicios empresariales,164.7118260730889,0.015498514,EGY,Egipto
EGY,1981,Servicios,K,Finanzas,42.35648550687651,0.0039855218,EGY,Egipto
EGY,1981,Servicios,L,Servicios inmobiliarios,2.186262155608369,0.00020571574,EGY,Egipto
EGY,1981,Servicios,OPQ,"Administración pública, defensa, educación y salud",1749.219585199399,0.16459234,EGY,Egipto
EGY,1981,Servicios,RSTU,Otros servicios,319.9312184139415,0.030103842,EGY,Egipto
EGY,1982,Bienes,A,Agro y pesca,4401.913114145053,0.4048413,EGY,Egipto
EGY,1982,Bienes,B,Petróleo y minería,49.16841831359592,0.0045219902,EGY,Egipto
EGY,1982,Bienes,C,Industria,1402.262627292216,0.12896526,EGY,Egipto
EGY,1982,Bienes,DE,"Electricidad, gas y agua",82.72596513383775,0.0076082572,EGY,Egipto
EGY,1982,Bienes,F,Construcción,912.5968031900132,0.083930984,EGY,Egipto
EGY,1982,Servicios,GI,"Comercio, hoteles y restaurantes",1093.689659647027,0.10058598,EGY,Egipto
EGY,1982,Servicios,H,Transporte,562.2930441782446,0.051713753,EGY,Egipto
EGY,1982,Servicios,JMN,Servicios empresariales,183.3948010851983,0.01686671,EGY,Egipto
EGY,1982,Servicios,K,Finanzas,47.16090774656801,0.0043373606,EGY,Egipto
EGY,1982,Servicios,L,Servicios inmobiliarios,2.434246056928403,0.00022387615,EGY,Egipto
EGY,1982,Servicios,OPQ,"Administración pública, defensa, educación y salud",1805.345668031899,0.16603656,EGY,Egipto
EGY,1982,Servicios,RSTU,Otros servicios,330.1966454748652,0.030367987,EGY,Egipto
EGY,1983,Bienes,A,Agro y pesca,4399.655228717622,0.39915538,EGY,Egipto
EGY,1983,Bienes,B,Petróleo y minería,51.43356607509607,0.0046662712,EGY,Egipto
EGY,1983,Bienes,C,Industria,1427.432402483711,0.12950273,EGY,Egipto
EGY,1983,Bienes,DE,"Electricidad, gas y agua",88.66789548063622,0.0080443276,EGY,Egipto
EGY,1983,Bienes,F,Construcción,925.9776341724076,0.084008619,EGY,Egipto
EGY,1983,Servicios,GI,"Comercio, hoteles y restaurantes",1080.398043388909,0.098018296,EGY,Egipto
EGY,1983,Servicios,H,Transporte,576.3063097129487,0.052284952,EGY,Egipto
EGY,1983,Servicios,JMN,Servicios empresariales,193.040512138313,0.017513454,EGY,Egipto
EGY,1983,Servicios,K,Finanzas,49.64135150197559,0.0045036739,EGY,Egipto
EGY,1983,Servicios,L,Servicios inmobiliarios,2.562276044465549,0.00023246056,EGY,Egipto
EGY,1983,Servicios,OPQ,"Administración pública, defensa, educación y salud",1882.91335982927,0.17082588,EGY,Egipto
EGY,1983,Servicios,RSTU,Otros servicios,344.3837300217496,0.031243954,EGY,Egipto
EGY,1984,Bienes,A,Agro y pesca,4392.941658116034,0.39299574,EGY,Egipto
EGY,1984,Bienes,B,Petróleo y minería,52.03642653933824,0.0046552164,EGY,Egipto
EGY,1984,Bienes,C,Industria,1467.579190839574,0.13129069,EGY,Egipto
EGY,1984,Bienes,DE,"Electricidad, gas y agua",90.154760864752,0.0080653103,EGY,Egipto
EGY,1984,Bienes,F,Construcción,916.6754947128652,0.082006454,EGY,Egipto
EGY,1984,Servicios,GI,"Comercio, hoteles y restaurantes",1072.080690694588,0.095909111,EGY,Egipto
EGY,1984,Servicios,H,Transporte,549.2919197279405,0.049140051,EGY,Egipto
EGY,1984,Servicios,JMN,Servicios empresariales,216.5704454523368,0.019374549,EGY,Egipto
EGY,1984,Servicios,K,Finanzas,55.6921937708906,0.0049822638,EGY,Egipto
EGY,1984,Servicios,L,Servicios inmobiliarios,2.874594861850355,0.00025716334,EGY,Egipto
EGY,1984,Servicios,OPQ,"Administración pública, defensa, educación y salud",1996.95167536308,0.17864874,EGY,Egipto
EGY,1984,Servicios,RSTU,Otros servicios,365.2412698888477,0.032674748,EGY,Egipto
EGY,1985,Bienes,A,Agro y pesca,4380.083796182208,0.38971508,EGY,Egipto
EGY,1985,Bienes,B,Petróleo y minería,48.0689617306974,0.0042769043,EGY,Egipto
EGY,1985,Bienes,C,Industria,1474.02238772194,0.13115017,EGY,Egipto
EGY,1985,Bienes,DE,"Electricidad, gas y agua",102.8396826920111,0.0091500934,EGY,Egipto
EGY,1985,Bienes,F,Construcción,909.0253030104248,0.080879927,EGY,Egipto
EGY,1985,Servicios,GI,"Comercio, hoteles y restaurantes",1010.061077932028,0.089869522,EGY,Egipto
EGY,1985,Servicios,H,Transporte,544.5534536090399,0.048451286,EGY,Egipto
EGY,1985,Servicios,JMN,Servicios empresariales,229.045460097218,0.020379169,EGY,Egipto
EGY,1985,Servicios,K,Finanzas,58.90020736409497,0.0052406071,EGY,Egipto
EGY,1985,Servicios,L,Servicios inmobiliarios,3.04017891892141,0.00027049793,EGY,Egipto
EGY,1985,Servicios,OPQ,"Administración pública, defensa, educación y salud",2096.16744963628,0.18650512,EGY,Egipto
EGY,1985,Servicios,RSTU,Otros servicios,383.3877758036492,0.034111675,EGY,Egipto
EGY,1986,Bienes,A,Agro y pesca,4360.430015853051,0.38758454,EGY,Egipto
EGY,1986,Bienes,B,Petróleo y minería,43.04702869937536,0.0038263113,EGY,Egipto
EGY,1986,Bienes,C,Industria,1478.705408699941,0.13143735,EGY,Egipto
EGY,1986,Bienes,DE,"Electricidad, gas y agua",104.8456031669541,0.0093193864,EGY,Egipto
EGY,1986,Bienes,F,Construcción,845.5627943877148,0.075159341,EGY,Egipto
EGY,1986,Servicios,GI,"Comercio, hoteles y restaurantes",981.5891002368452,0.087250285,EGY,Egipto
EGY,1986,Servicios,H,Transporte,532.482441236627,0.047330644,EGY,Egipto
EGY,1986,Servicios,JMN,Servicios empresariales,245.6401044880527,0.021834156,EGY,Egipto
EGY,1986,Servicios,K,Finanzas,63.16760474162304,0.0056147641,EGY,Egipto
EGY,1986,Servicios,L,Servicios inmobiliarios,3.26044387428267,0.00028981033,EGY,Egipto
EGY,1986,Servicios,OPQ,"Administración pública, defensa, educación y salud",2190.835883528693,0.19473632,EGY,Egipto
EGY,1986,Servicios,RSTU,Otros servicios,400.7025758760979,0.035617158,EGY,Egipto
EGY,1987,Bienes,A,Agro y pesca,4391.67128833782,0.37206137,EGY,Egipto
EGY,1987,Bienes,B,Petróleo y minería,46.08294278282385,0.0039041361,EGY,Egipto
EGY,1987,Bienes,C,Industria,1538.425478779918,0.13033505,EGY,Egipto
EGY,1987,Bienes,DE,"Electricidad, gas y agua",111.5938406759077,0.0094542038,EGY,Egipto
EGY,1987,Bienes,F,Construcción,890.4681475469725,0.07544025,EGY,Egipto
EGY,1987,Servicios,GI,"Comercio, hoteles y restaurantes",1045.861004011331,0.088605098,EGY,Egipto
EGY,1987,Servicios,H,Transporte,555.7376957427797,0.047081966,EGY,Egipto
EGY,1987,Servicios,JMN,Servicios empresariales,265.9491170037699,0.022531146,EGY,Egipto
EGY,1987,Servicios,K,Finanzas,68.39017081225379,0.0057939989,EGY,Egipto
EGY,1987,Servicios,L,Servicios inmobiliarios,3.530010586882813,0.00029906168,EGY,Egipto
EGY,1987,Servicios,OPQ,"Administración pública, defensa, educación y salud",2439.692837022014,0.20669021,EGY,Egipto
EGY,1987,Servicios,RSTU,Otros servicios,446.2183641828152,0.037803516,EGY,Egipto
EGY,1988,Bienes,A,Agro y pesca,4414.598645521529,0.36393818,EGY,Egipto
EGY,1988,Bienes,B,Petróleo y minería,44.84640404871497,0.0036971241,EGY,Egipto
EGY,1988,Bienes,C,Industria,1595.283377225595,0.13151468,EGY,Egipto
EGY,1988,Bienes,DE,"Electricidad, gas y agua",118.951072191437,0.0098062903,EGY,Egipto
EGY,1988,Bienes,F,Construcción,938.3646210501396,0.077358499,EGY,Egipto
EGY,1988,Servicios,GI,"Comercio, hoteles y restaurantes",1076.872504553802,0.088777043,EGY,Egipto
EGY,1988,Servicios,H,Transporte,589.2660715240023,0.048578918,EGY,Egipto
EGY,1988,Servicios,JMN,Servicios empresariales,285.0203643372471,0.023496993,EGY,Egipto
EGY,1988,Servicios,K,Finanzas,73.29443925816392,0.0060423715,EGY,Egipto
EGY,1988,Servicios,L,Servicios inmobiliarios,3.783148125938004,0.00031188159,EGY,Egipto
EGY,1988,Servicios,OPQ,"Administración pública, defensa, educación y salud",2527.516306882033,0.20836769,EGY,Egipto
EGY,1988,Servicios,RSTU,Otros servicios,462.2812244179714,0.038110327,EGY,Egipto
EGY,1989,Bienes,A,Agro y pesca,4426.43036239288,0.35203066,EGY,Egipto
EGY,1989,Bienes,B,Petróleo y minería,43.77824633449595,0.0034816507,EGY,Egipto
EGY,1989,Bienes,C,Industria,1655.719775735425,0.13167813,EGY,Egipto
EGY,1989,Bienes,DE,"Electricidad, gas y agua",127.2896306160404,0.010123248,EGY,Egipto
EGY,1989,Bienes,F,Construcción,979.5102353681197,0.077899709,EGY,Egipto
EGY,1989,Servicios,GI,"Comercio, hoteles y restaurantes",1222.537291936018,0.097227462,EGY,Egipto
EGY,1989,Servicios,H,Transporte,634.8851842694695,0.050491937,EGY,Egipto
EGY,1989,Servicios,JMN,Servicios empresariales,304.6617800868913,0.024229521,EGY,Egipto
EGY,1989,Servicios,K,Finanzas,78.34532941807981,0.0062307445,EGY,Egipto
EGY,1989,Servicios,L,Servicios inmobiliarios,4.043853656073786,0.00032160463,EGY,Egipto
EGY,1989,Servicios,OPQ,"Administración pública, defensa, educación y salud",2617.965483105534,0.20820481,EGY,Egipto
EGY,1989,Servicios,RSTU,Otros servicios,478.8243247803101,0.038080536,EGY,Egipto
EGY,1990,Bienes,A,Agro y pesca,4426.515583,0.34358972,EGY,Egipto
EGY,1990,Bienes,B,Petróleo y minería,46.2090298,0.0035867821,EGY,Egipto
EGY,1990,Bienes,C,Industria,1694.144254,0.13150084,EGY,Egipto
EGY,1990,Bienes,DE,"Electricidad, gas y agua",140.7173132,0.010922591,EGY,Egipto
EGY,1990,Bienes,F,Construcción,1022.896983,0.079398088,EGY,Egipto
EGY,1990,Servicios,GI,"Comercio, hoteles y restaurantes",1273.663318,0.098862775,EGY,Egipto
EGY,1990,Servicios,H,Transporte,667.6640129,0.051824618,EGY,Egipto
EGY,1990,Servicios,JMN,Servicios empresariales,326.0317108,0.025306845,EGY,Egipto
EGY,1990,Servicios,K,Finanzas,83.84071601,0.0065077841,EGY,Egipto
EGY,1990,Servicios,L,Servicios inmobiliarios,4.327502207,0.00033590422,EGY,Egipto
EGY,1990,Servicios,OPQ,"Administración pública, defensa, educación y salud",2702.793474,0.20979302,EGY,Egipto
EGY,1990,Servicios,RSTU,Otros servicios,494.3393137,0.038371015,EGY,Egipto
EGY,1991,Bienes,A,Agro y pesca,4566.903344,0.34186816,EGY,Egipto
EGY,1991,Bienes,B,Petróleo y minería,49.1104579,0.003676299,EGY,Egipto
EGY,1991,Bienes,C,Industria,1733.460448,0.12976298,EGY,Egipto
EGY,1991,Bienes,DE,"Electricidad, gas y agua",146.8292829,0.010991312,EGY,Egipto
EGY,1991,Bienes,F,Construcción,1068.205545,0.079963475,EGY,Egipto
EGY,1991,Servicios,GI,"Comercio, hoteles y restaurantes",1326.927427,0.09933082,EGY,Egipto
EGY,1991,Servicios,H,Transporte,702.1351935,0.05256027,EGY,Egipto
EGY,1991,Servicios,JMN,Servicios empresariales,347.2934578,0.025997611,EGY,Egipto
EGY,1991,Servicios,K,Finanzas,89.81382523,0.0067232619,EGY,Egipto
EGY,1991,Servicios,L,Servicios inmobiliarios,4.635808774,0.00034702627,EGY,Egipto
EGY,1991,Servicios,OPQ,"Administración pública, defensa, educación y salud",2809.497793,0.21031272,EGY,Egipto
EGY,1991,Servicios,RSTU,Otros servicios,513.8554701,0.03846607,EGY,Egipto
EGY,1992,Bienes,A,Agro y pesca,4706.263522,0.34523958,EGY,Egipto
EGY,1992,Bienes,B,Petróleo y minería,50.29377113,0.0036894239,EGY,Egipto
EGY,1992,Bienes,C,Industria,1726.280395,0.12663557,EGY,Egipto
EGY,1992,Bienes,DE,"Electricidad, gas y agua",150.3479551,0.011029146,EGY,Egipto
EGY,1992,Bienes,F,Construcción,1066.702206,0.078250572,EGY,Egipto
EGY,1992,Servicios,GI,"Comercio, hoteles y restaurantes",1393.510509,0.1022244,EGY,Egipto
EGY,1992,Servicios,H,Transporte,693.1349775,0.050846629,EGY,Egipto
EGY,1992,Servicios,JMN,Servicios empresariales,355.5222353,0.026080212,EGY,Egipto
EGY,1992,Servicios,K,Finanzas,93.37085595,0.0068494496,EGY,Egipto
EGY,1992,Servicios,L,Servicios inmobiliarios,4.819407616,0.00035353954,EGY,Egipto
EGY,1992,Servicios,OPQ,"Administración pública, defensa, educación y salud",2867.218445,0.21033189,EGY,Egipto
EGY,1992,Servicios,RSTU,Otros servicios,524.4125429,0.038469575,EGY,Egipto
EGY,1993,Bienes,A,Agro y pesca,4845.640783,0.34672138,EGY,Egipto
EGY,1993,Bienes,B,Petróleo y minería,55.07567954,0.003940844,EGY,Egipto
EGY,1993,Bienes,C,Industria,1740.554324,0.12454233,EGY,Egipto
EGY,1993,Bienes,DE,"Electricidad, gas y agua",154.4305925,0.011050012,EGY,Egipto
EGY,1993,Bienes,F,Construcción,1098.30572,0.078587353,EGY,Egipto
EGY,1993,Servicios,GI,"Comercio, hoteles y restaurantes",1445.913171,0.1034598,EGY,Egipto
EGY,1993,Servicios,H,Transporte,694.68315,0.049706843,EGY,Egipto
EGY,1993,Servicios,JMN,Servicios empresariales,379.5039601,0.027154744,EGY,Egipto
EGY,1993,Servicios,K,Finanzas,102.1890202,0.007311957,EGY,Egipto
EGY,1993,Servicios,L,Servicios inmobiliarios,5.274563859,0.00037741222,EGY,Egipto
EGY,1993,Servicios,OPQ,"Administración pública, defensa, educación y salud",2919.972701,0.20893355,EGY,Egipto
EGY,1993,Servicios,RSTU,Otros servicios,534.0612648,0.038213823,EGY,Egipto
EGY,1994,Bienes,A,Agro y pesca,4987.428869,0.34419933,EGY,Egipto
EGY,1994,Bienes,B,Petróleo y minería,55.61768017,0.0038383643,EGY,Egipto
EGY,1994,Bienes,C,Industria,1814.090404,0.12519652,EGY,Egipto
EGY,1994,Bienes,DE,"Electricidad, gas y agua",162.0760715,0.011185418,EGY,Egipto
EGY,1994,Bienes,F,Construcción,1148.577198,0.079267196,EGY,Egipto
EGY,1994,Servicios,GI,"Comercio, hoteles y restaurantes",1568.957707,0.10827908,EGY,Egipto
EGY,1994,Servicios,H,Transporte,697.2643685,0.048120573,EGY,Egipto
EGY,1994,Servicios,JMN,Servicios empresariales,401.7241561,0.027724342,EGY,Egipto
EGY,1994,Servicios,K,Finanzas,110.2955438,0.0076118684,EGY,Egipto
EGY,1994,Servicios,L,Servicios inmobiliarios,5.692988226,0.00039289237,EGY,Egipto
EGY,1994,Servicios,OPQ,"Administración pública, defensa, educación y salud",2991.140432,0.20642872,EGY,Egipto
EGY,1994,Servicios,RSTU,Otros servicios,547.0778004,0.037755691,EGY,Egipto
EGY,1995,Bienes,A,Agro y pesca,5132.286377,0.34108973,EGY,Egipto
EGY,1995,Bienes,B,Petróleo y minería,56.0868176,0.0037275075,EGY,Egipto
EGY,1995,Bienes,C,Industria,1887.454413,0.12543947,EGY,Egipto
EGY,1995,Bienes,DE,"Electricidad, gas y agua",168.9189738,0.011226288,EGY,Egipto
EGY,1995,Bienes,F,Construcción,1198.678091,0.079663672,EGY,Egipto
EGY,1995,Servicios,GI,"Comercio, hoteles y restaurantes",1694.839493,0.11263836,EGY,Egipto
EGY,1995,Servicios,H,Transporte,719.5379547,0.047820207,EGY,Egipto
EGY,1995,Servicios,JMN,Servicios empresariales,434.0849272,0.028849112,EGY,Egipto
EGY,1995,Servicios,K,Finanzas,121.0696329,0.0080462396,EGY,Egipto
EGY,1995,Servicios,L,Servicios inmobiliarios,6.249101015,0.00041531277,EGY,Egipto
EGY,1995,Servicios,OPQ,"Administración pública, defensa, educación y salud",3066.641362,0.20380777,EGY,Egipto
