"anio","geocodigoFundar","geonombreFundar","indust_gdp_pc","indust_gdp_pc_relative"
"1979","HKG","Hong Kong","1382.70027987686","31.838609495284"
"1980","HKG","Hong Kong","1570.83452622776","39.2030841561399"
"1981","HKG","Hong Kong","1637.0189420303","39.937253442077"
"1982","HKG","Hong Kong","1487.16843622907","38.6196570813414"
"1983","HKG","Hong Kong","1705.86074530834","43.4037496128694"
"1984","HKG","Hong Kong","1944.17818513811","46.3037687790454"
"1985","HKG","Hong Kong","1753.6504881904","41.0888725585167"
"1986","HKG","Hong Kong","1990.80063622701","46.6532139892604"
"1987","HKG","Hong Kong","2197.27227755593","48.3220797922116"
"1988","HKG","Hong Kong","2239.46822667001","46.4159140006915"
"1989","HKG","Hong Kong","2118.63236615324","44.6604983817861"
"1990","HKG","Hong Kong","2000.08546816495","42.9737223655468"
"1991","HKG","Hong Kong","1773.45397909185","39.8716551627442"
"1992","HKG","Hong Kong","1612.44835235431","36.0612599572617"
"1993","HKG","Hong Kong","1341.5226693088","29.3283714023058"
"1994","HKG","Hong Kong","1164.02295876394","23.952345300134"
"1995","HKG","Hong Kong","1055.73507266183","20.6008456226204"
"1996","HKG","Hong Kong","954.66092388201","18.3656067254522"
"1997","HKG","Hong Kong","866.756453904784","16.017524458242"
"1998","HKG","Hong Kong","744.303280727492","13.3397284533144"
"1999","HKG","Hong Kong","705.58878900868","12.0912457928737"
"2000","HKG","Hong Kong","769.559709332052","12.4280924822698"
"2001","HKG","Hong Kong","693.495028485635","11.7811072901293"
"2002","HKG","Hong Kong","622.009716018322","10.577492288162"
"2003","HKG","Hong Kong","553.622133041728","9.00340168301207"
"2004","HKG","Hong Kong","564.102502650196","8.6541990617975"
"2005","HKG","Hong Kong","571.288769884083","8.59196199904445"
"2006","HKG","Hong Kong","579.585862384025","8.32622634073448"
"2007","HKG","Hong Kong","571.348254601574","8.02070741958554"
"2008","HKG","Hong Kong","527.359875949286","7.63744160750348"
"2009","HKG","Hong Kong","481.229677660509","7.76998680004603"
"2010","HKG","Hong Kong","494.72227895382","7.63211964942068"
"2011","HKG","Hong Kong","495.474908328715","7.67843470259779"
"2012","HKG","Hong Kong","487.598970836646","7.67453859743006"
"2013","HKG","Hong Kong","483.767077799551","7.44996733221502"
"2014","HKG","Hong Kong","478.186036294186","7.30761846263903"
"2015","HKG","Hong Kong","467.859926913335","7.1252672427082"
"2016","HKG","Hong Kong","463.179116268122","7.13395529168371"
"2017","HKG","Hong Kong","462.89264673023","7.30850962611836"
"2018","HKG","Hong Kong","467.125537917151","7.09139026078376"
"2019","HKG","Hong Kong","468.175335650301","7.12730611936044"
"2020","HKG","Hong Kong","440.604105298154","7.04606325641995"
"2021","HKG","Hong Kong","465.06230993947","6.92843184156494"
"2022","HKG","Hong Kong","467.192358946082","6.92323455649507"
"2023","HKG","Hong Kong","486.196639552071","7.2240087282409"
"1970","MAC","Macao","955.757763707835","25.4558323888925"
"1971","MAC","Macao","1007.02132299826","26.8067951807696"
"1972","MAC","Macao","1047.45179082746","26.2923275030355"
"1973","MAC","Macao","1232.69534051679","28.5831957373237"
"1974","MAC","Macao","1503.16212000391","36.6160969358475"
"1975","MAC","Macao","1603.06584502506","41.9089490052651"
"1976","MAC","Macao","1701.89561761201","41.701925839746"
"1977","MAC","Macao","1802.73944352868","42.7703924399908"
"1978","MAC","Macao","1907.94495253865","43.8594596563811"
"1979","MAC","Macao","2009.96647414341","46.2822916869332"
"1980","MAC","Macao","2128.5676829917","53.1223477808025"
"1981","MAC","Macao","2246.45871677369","54.8053469727618"
"1982","MAC","Macao","2310.05364950236","59.9888201026483"
"1983","MAC","Macao","2445.24665562685","62.2166105143304"
"1984","MAC","Macao","2568.0549921694","61.1624106670232"
"1985","MAC","Macao","2493.36100631426","58.4206450035206"
"1986","MAC","Macao","2523.76203862775","59.1428434889482"
"1987","MAC","Macao","2849.15652936693","62.6582197203663"
"1988","MAC","Macao","2926.76385881264","60.6610167329679"
"1989","MAC","Macao","2788.21169879258","58.7751447827153"
"1990","MAC","Macao","3365.16397054206","72.3037212591204"
"1991","MAC","Macao","3010.7590316937","67.68934931781"
"1992","MAC","Macao","2618.99371792424","58.5719307850109"
"1993","MAC","Macao","2100.53154147808","45.9218249531842"
"1994","MAC","Macao","1937.8221219113","39.8749734657688"
"1995","MAC","Macao","1779.51522532421","34.724164602751"
"1996","MAC","Macao","1706.7678957891","32.8345144978033"
"1997","MAC","Macao","1707.58241243941","31.5558573951117"
"1998","MAC","Macao","1757.25982578844","31.4943780377058"
"1999","MAC","Macao","1695.70330795619","29.0582359125819"
"2000","MAC","Macao","1790.87549982074","28.9219485715042"
"2001","MAC","Macao","1458.74289023489","24.7811531340004"
"2002","MAC","Macao","1361.31001735448","23.1495519114053"
"2003","MAC","Macao","1298.28026555085","21.1135683171844"
"2004","MAC","Macao","1275.87273251881","19.5738479316486"
"2005","MAC","Macao","1144.17798116192","17.2079940172486"
"2006","MAC","Macao","1165.79533302134","16.7476062472968"
"2007","MAC","Macao","946.993716965124","13.2940977254928"
"2008","MAC","Macao","648.811937473157","9.39636008102171"
"2009","MAC","Macao","470.886086757423","7.60297805450737"
"2010","MAC","Macao","457.220469482936","7.05357627442485"
"2011","MAC","Macao","379.787856838461","5.88561844516048"
"2012","MAC","Macao","389.041300526185","6.12329528046287"
"2013","MAC","Macao","348.01071762282","5.35933220041275"
"2014","MAC","Macao","382.152714868724","5.84004137043488"
"2015","MAC","Macao","413.238554029496","6.29341168814378"
"2016","MAC","Macao","394.676562729983","6.07886852904055"
"2017","MAC","Macao","429.701630699864","6.78446401452335"
"2018","MAC","Macao","437.290519981684","6.63846756989162"
"2019","MAC","Macao","404.312403948107","6.15508347271223"
"2020","MAC","Macao","262.747690581722","4.20181479485826"
"2021","MAC","Macao","323.780044907552","4.82362884468703"
"2022","MAC","Macao","292.268595480481","4.33107263263753"
"2023","MAC","Macao","411.305060087084","6.11125438212849"
"1970","PRK","Corea del Norte","169.739863994397","4.52088352470411"
"1971","PRK","Corea del Norte","182.583193677801","4.86034422965248"
"1972","PRK","Corea del Norte","196.491733694918","4.93218404816976"
"1973","PRK","Corea del Norte","211.947631462919","4.91454817508031"
"1974","PRK","Corea del Norte","229.460670130561","5.58951960580492"
"1975","PRK","Corea del Norte","248.877364572423","6.50640072758045"
"1976","PRK","Corea del Norte","254.98861985618","6.2480427149474"
"1977","PRK","Corea del Norte","261.659433176128","6.20792798578965"
"1978","PRK","Corea del Norte","268.652490774881","6.17573010429318"
"1979","PRK","Corea del Norte","275.818660447005","6.35111075718204"
"1980","PRK","Corea del Norte","283.138919651147","7.06625599936235"
"1981","PRK","Corea del Norte","289.417312371944","7.06072010406166"
"1982","PRK","Corea del Norte","295.729099733646","7.67966569385154"
"1983","PRK","Corea del Norte","302.201924362183","7.68919543615658"
"1984","PRK","Corea del Norte","308.828772285566","7.35526001348044"
"1985","PRK","Corea del Norte","315.597872859265","7.39460962431265"
"1986","PRK","Corea del Norte","315.347737658559","7.38998432002526"
"1987","PRK","Corea del Norte","315.099951006766","6.92963049258846"
"1988","PRK","Corea del Norte","295.918994008849","6.13330897643935"
"1989","PRK","Corea del Norte","286.626024021558","6.04203980194774"
"1990","PRK","Corea del Norte","309.796487470435","6.65626967161093"
"1991","PRK","Corea del Norte","258.476690994457","5.81119871868092"
"1992","PRK","Corea del Norte","207.619756705954","4.64326811330432"
"1993","PRK","Corea del Norte","200.238924174893","4.37762377912348"
"1994","PRK","Corea del Norte","190.045117396598","3.9105983608103"
"1995","PRK","Corea del Norte","178.301453512721","3.47924475867155"
"1996","PRK","Corea del Norte","161.799607471315","3.11267370939126"
"1997","PRK","Corea del Norte","130.770607170071","2.41662048125444"
"1998","PRK","Corea del Norte","126.199262239834","2.26179829228021"
"1999","PRK","Corea del Norte","134.92134576665","2.31206501546297"
"2000","PRK","Corea del Norte","135.620867571735","2.19022470156363"
"2001","PRK","Corea del Norte","138.779905679557","2.35759578853094"
"2002","PRK","Corea del Norte","135.777961820275","2.3089516241801"
"2003","PRK","Corea del Norte","138.596200365961","2.25395118648539"
"2004","PRK","Corea del Norte","138.157350215426","2.11954601335316"
"2005","PRK","Corea del Norte","143.998183154733","2.16567694451257"
"2006","PRK","Corea del Norte","143.883357983876","2.0670024632949"
"2007","PRK","Corea del Norte","144.195365723547","2.02424498616036"
"2008","PRK","Corea del Norte","147.202691940682","2.13184964468628"
"2009","PRK","Corea del Norte","142.071526563459","2.29390234498219"
"2010","PRK","Corea del Norte","140.973585025945","2.17481062425778"
"2011","PRK","Corea del Norte","136.158851508977","2.11007022337199"
"2012","PRK","Corea del Norte","137.648695839395","2.16651447662563"
"2013","PRK","Corea del Norte","138.498432204118","2.13286278218215"
"2014","PRK","Corea del Norte","138.942522899072","2.12331366564259"
"2015","PRK","Corea del Norte","133.636008811583","2.03520802115591"
"2016","PRK","Corea del Norte","139.377980418836","2.14672088190082"
"2017","PRK","Corea del Norte","129.121090987895","2.03866434925225"
"2018","PRK","Corea del Norte","116.837530995807","1.77369992035126"
"2019","PRK","Corea del Norte","115.10267968332","1.75227520715547"
"2020","PRK","Corea del Norte","110.337606385","1.76449956957297"
"2021","PRK","Corea del Norte","106.344844372899","1.58431029604476"
"2022","PRK","Corea del Norte","101.115467828814","1.49841085296817"
"2023","PRK","Corea del Norte","106.695406719085","1.58530209117033"
"1990","GEO","Georgia","591.781913900691","12.7149924709232"
"1991","GEO","Georgia","547.260717989246","12.3037817101725"
"1992","GEO","Georgia","149.352215545718","3.34015601933754"
"1993","GEO","Georgia","60.811129245061","1.32945303474572"
"1994","GEO","Georgia","57.1080215440709","1.17512377323176"
"1995","GEO","Georgia","66.5519904416182","1.29864709098762"
"1996","GEO","Georgia","132.373155682763","2.54657256567166"
"1997","GEO","Georgia","139.621940520877","2.58019174489589"
"1998","GEO","Georgia","133.355551479722","2.39005643337045"
"1999","GEO","Georgia","134.454669194179","2.30406786296932"
"2000","GEO","Georgia","140.945867796834","2.27622140131689"
"2001","GEO","Georgia","143.153207206085","2.43188952154965"
"2002","GEO","Georgia","165.553361661662","2.81529268942149"
"2003","GEO","Georgia","180.500933789554","2.93543612885801"
"2004","GEO","Georgia","195.445454269343","2.99843354536436"
"2005","GEO","Georgia","223.579122323095","3.362543470213"
"2006","GEO","Georgia","261.346637554906","3.75445882810413"
"2007","GEO","Georgia","304.962586127541","4.28112916692968"
"2008","GEO","Georgia","300.313001675203","4.34925582864977"
"2009","GEO","Georgia","281.716081451012","4.54861854089404"
"2010","GEO","Georgia","317.734999774143","4.90172292263247"
"2011","GEO","Georgia","364.613922845383","5.65046615109096"
"2012","GEO","Georgia","387.895465777238","6.10526047413017"
"2013","GEO","Georgia","408.965397770223","6.29802852077693"
"2014","GEO","Georgia","410.947430127018","6.28008097192272"
"2015","GEO","Georgia","370.948736041587","5.64935940352664"
"2016","GEO","Georgia","365.242135607869","5.62551499959531"
"2017","GEO","Georgia","413.674387784502","6.53141342070969"
"2018","GEO","Georgia","428.838713454217","6.51016146450901"
"2019","GEO","Georgia","437.470667878412","6.65987105852037"
"2020","GEO","Georgia","411.711091565989","6.58401126921097"
"2021","GEO","Georgia","441.952879860455","6.58415085431248"
"2022","GEO","Georgia","500.329605108401","7.41428909397848"
"2023","GEO","Georgia","515.017706605083","7.65223801452307"
"1970","IND","India","37.0237170179071","0.986096656087152"
"1971","IND","India","37.3955077948571","0.995464242160181"
"1972","IND","India","38.0178360247131","0.954294416670789"
"1973","IND","India","38.8256737599352","0.900272594726003"
"1974","IND","India","39.0489150522139","0.951207351332015"
"1975","IND","India","38.9414694403165","1.01804680202565"
"1976","IND","India","41.3717695127944","1.01374164562597"
"1977","IND","India","42.9220411161657","1.01833492879617"
"1978","IND","India","46.4990032079725","1.06890985117176"
"1979","IND","India","44.5596707805668","1.02604879587298"
"1980","IND","India","43.59416565882","1.08797312288744"
"1981","IND","India","46.001049975408","1.12225677070725"
"1982","IND","India","47.8727795736443","1.24318825334457"
"1983","IND","India","51.4008306907705","1.3078375777927"
"1984","IND","India","53.4661948489033","1.2733844781841"
"1985","IND","India","54.3274040723413","1.27291715047903"
"1986","IND","India","56.8084407875338","1.33127159808424"
"1987","IND","India","59.5886466754682","1.31046451037226"
"1988","IND","India","63.3612439066202","1.31324481996318"
"1989","IND","India","69.1937718435462","1.45859583041264"
"1990","IND","India","71.8054612968148","1.54280804856328"
"1991","IND","India","67.660994558266","1.52118739747448"
"1992","IND","India","69.002525827959","1.54319238687959"
"1993","IND","India","73.221293846111","1.6007640792105"
"1994","IND","India","80.3133762911188","1.65262523961487"
"1995","IND","India","90.4409848273168","1.76479953601211"
"1996","IND","India","97.2134112952096","1.87017530059512"
"1997","IND","India","96.7614652707251","1.78813682852534"
"1998","IND","India","97.4884344673852","1.74723029819586"
"1999","IND","India","99.4595671131357","1.70437808983235"
"2000","IND","India","103.981682784397","1.67926407065695"
"2001","IND","India","105.696929320048","1.79558153037645"
"2002","IND","India","108.358597671423","1.84267576809324"
"2003","IND","India","113.79792194706","1.85066373042606"
"2004","IND","India","122.713463075688","1.88261305707784"
"2005","IND","India","132.014663399611","1.98544944525384"
"2006","IND","India","153.083961824185","2.19917668460999"
"2007","IND","India","161.322199997051","2.26467510146245"
"2008","IND","India","166.43384361694","2.41036305587075"
"2009","IND","India","182.036290431698","2.93917777610853"
"2010","IND","India","193.213108515512","2.98071387677396"
"2011","IND","India","196.447985100591","3.04437823327889"
"2012","IND","India","204.33342334113","3.21609527084478"
"2013","IND","India","211.640883695456","3.25924963076048"
"2014","IND","India","225.489263161358","3.44591723207717"
"2015","IND","India","251.913831250468","3.8365187239611"
"2016","IND","India","268.661984147033","4.13797279748357"
"2017","IND","India","285.545803230642","4.5084195360422"
"2018","IND","India","297.713480500797","4.51956124159033"
"2019","IND","India","285.868033459546","4.35193575794778"
"2020","IND","India","291.800139226644","4.6664164371137"
"2021","IND","India","318.220848554576","4.74080873176391"
"2022","IND","India","308.767083837286","4.57556058826128"
"2023","IND","India","336.235479796365","4.99585526348146"
"1970","IDN","Indonesia","32.7486454188713","0.872233593491265"
"1971","IDN","Indonesia","35.9048871348966","0.955784086625029"
"1972","IDN","Indonesia","40.2432434749703","1.01015487919731"
"1973","IDN","Indonesia","45.1789455448623","1.04758945805158"
"1974","IDN","Indonesia","51.1465230456001","1.24589757874179"
"1975","IDN","Indonesia","56.0169933921276","1.46445220998533"
"1976","IDN","Indonesia","59.9228911681689","1.46830389463277"
"1977","IDN","Indonesia","66.5190988911557","1.57818034910269"
"1978","IDN","Indonesia","75.8409300689173","1.74341623862584"
"1979","IDN","Indonesia","83.5511261011793","1.92388163620216"
"1980","IDN","Indonesia","99.7105908235132","2.48846241793507"
"1981","IDN","Indonesia","107.285483163","2.61737199352278"
"1982","IDN","Indonesia","106.121598134127","2.75582753709858"
"1983","IDN","Indonesia","128.753015744634","3.27597881166544"
"1984","IDN","Indonesia","153.695678593988","3.66051281634402"
"1985","IDN","Indonesia","167.291541812647","3.91972111201631"
"1986","IDN","Indonesia","179.176057095871","4.19888299276816"
"1987","IDN","Indonesia","194.374963296889","4.27466481144888"
"1988","IDN","Indonesia","213.571569222803","4.4265506748353"
"1989","IDN","Indonesia","233.255114586423","4.91698788046213"
"1990","IDN","Indonesia","256.422235294488","5.50947353165283"
"1991","IDN","Indonesia","278.544481274153","6.26237254294901"
"1992","IDN","Indonesia","301.610580089804","6.74530599296308"
"1993","IDN","Indonesia","330.244638655687","7.2198089810175"
"1994","IDN","Indonesia","364.849104378351","7.50757677476971"
"1995","IDN","Indonesia","397.836495787045","7.7630917499872"
"1996","IDN","Indonesia","436.68943569576","8.40095811666344"
"1997","IDN","Indonesia","452.184600164397","8.3563010810523"
"1998","IDN","Indonesia","394.170329738481","7.06449279375117"
"1999","IDN","Indonesia","405.324788935173","6.94580430599716"
"2000","IDN","Indonesia","423.475342275378","6.83896344096198"
"2001","IDN","Indonesia","431.421567643385","7.32899814261286"
"2002","IDN","Indonesia","448.119183211455","7.6204230939328"
"2003","IDN","Indonesia","465.811168980345","7.57535656987064"
"2004","IDN","Indonesia","489.285103514951","7.50638521172517"
"2005","IDN","Indonesia","505.254754866286","7.5988359696419"
"2006","IDN","Indonesia","521.464904124994","7.49127109939281"
"2007","IDN","Indonesia","538.631714673677","7.56142572505085"
"2008","IDN","Indonesia","551.133987711926","7.98174802639926"
"2009","IDN","Indonesia","555.923809627877","8.97600639187341"
"2010","IDN","Indonesia","573.555128727324","8.84828024572233"
"2011","IDN","Indonesia","601.725382836977","9.3250111828955"
"2012","IDN","Indonesia","627.421287160089","9.87526466041807"
"2013","IDN","Indonesia","646.76047602764","9.96005027892832"
"2014","IDN","Indonesia","668.889566426175","10.2219416170392"
"2015","IDN","Indonesia","690.059425529949","10.5092518880365"
"2016","IDN","Indonesia","711.743080745643","10.9623753292568"
"2017","IDN","Indonesia","734.749770327322","11.6008016268079"
"2018","IDN","Indonesia","758.759220921475","11.5186546501269"
"2019","IDN","Indonesia","780.241029260755","11.8780641331777"
"2020","IDN","Indonesia","750.957035765634","12.0091726636948"
"2021","IDN","Indonesia","770.958053432346","11.4856229192316"
"2022","IDN","Indonesia","802.665279332734","11.8945438485146"
"2023","IDN","Indonesia","832.85920391029","12.3747917385581"
"1970","IRN","Irán","98.7372491349119","2.62978650026114"
"1971","IRN","Irán","111.290366103392","2.96253711971462"
"1972","IRN","Irán","126.310366823389","3.17054547104799"
"1973","IRN","Irán","145.170611046906","3.36615208517055"
"1974","IRN","Irán","163.90536707937","3.99263308289612"
"1975","IRN","Irán","172.054894474064","4.49803095799042"
"1976","IRN","Irán","217.084492531518","5.31926947506373"
"1977","IRN","Irán","220.935759803375","5.24174981844377"
"1978","IRN","Irán","191.485820531025","4.40183801381417"
"1979","IRN","Irán","161.170823871968","3.71118383208093"
"1980","IRN","Irán","174.561583349134","4.35650753036281"
"1981","IRN","Irán","178.941065743297","4.36550519380192"
"1982","IRN","Irán","162.289332451187","4.21442401179316"
"1983","IRN","Irán","174.667118287318","4.44421262907594"
"1984","IRN","Irán","188.882211980421","4.4985373958379"
"1985","IRN","Irán","178.231520958672","4.1760500737741"
"1986","IRN","Irán","160.859211427743","3.7696387454974"
"1987","IRN","Irán","172.445537637207","3.79239619715442"
"1988","IRN","Irán","170.397801179844","3.53171774945481"
"1989","IRN","Irán","171.367126519244","3.61239703446052"
"1990","IRN","Irán","213.262890247276","4.58215430402034"
"1991","IRN","Irán","251.526277766192","5.65493614703085"
"1992","IRN","Irán","244.35425249179","5.4648089707202"
"1993","IRN","Irán","230.735117670234","5.04433162510329"
"1994","IRN","Irán","237.957999907553","4.89651182375933"
"1995","IRN","Irán","235.309767963292","4.59166350425792"
"1996","IRN","Irán","266.455477527454","5.12602578328284"
"1997","IRN","Irán","299.411905316897","5.53308544158712"
"1998","IRN","Irán","284.885482371694","5.1058420317796"
"1999","IRN","Irán","310.200881335199","5.31572377540112"
"2000","IRN","Irán","340.816735383598","5.5040588215423"
"2001","IRN","Irán","376.297732628714","6.39255334073831"
"2002","IRN","Irán","422.846036987255","7.19064442263598"
"2003","IRN","Irán","458.974272522876","7.46417003776154"
"2004","IRN","Irán","466.230952528827","7.15269911585196"
"2005","IRN","Irán","518.318766467671","7.79531364809679"
"2006","IRN","Irán","563.118681344779","8.08966177726733"
"2007","IRN","Irán","581.066536306219","8.15713470985254"
"2008","IRN","Irán","608.8404900102","8.81747721585074"
"2009","IRN","Irán","668.638745487183","10.7959140252773"
"2010","IRN","Irán","750.481615396543","11.5777391216529"
"2011","IRN","Irán","805.489866364804","12.4827740790117"
"2012","IRN","Irán","761.325457900725","11.9828423793427"
"2013","IRN","Irán","710.196498156849","10.9369590315824"
"2014","IRN","Irán","749.646971500515","11.4560728118551"
"2015","IRN","Irán","679.233972993194","10.3443857862173"
"2016","IRN","Irán","722.96863165472","11.1352729740278"
"2017","IRN","Irán","748.989454921146","11.8256288576183"
"2018","IRN","Irán","715.494356660993","10.8618546849207"
"2019","IRN","Irán","710.484210409276","10.8161154058346"
"2020","IRN","Irán","755.773432793521","12.0861956367412"
"2021","IRN","Irán","774.029296366101","11.5313778576144"
"2022","IRN","Irán","837.366399431335","12.4087731359064"
"2023","IRN","Irán","888.85414816959","13.2067760287812"
"1970","IRQ","Iraq","187.988832521175","5.00692999142141"
"1971","IRQ","Iraq","211.543102460004","5.63125376795985"
"1972","IRQ","Iraq","221.392228101302","5.55721706606452"
"1973","IRQ","Iraq","231.291158867397","5.36307735490238"
"1974","IRQ","Iraq","239.462083541477","5.83314783331017"
"1975","IRQ","Iraq","275.190985682855","7.19431770159829"
"1976","IRQ","Iraq","328.632600970939","8.05255752020938"
"1977","IRQ","Iraq","355.010839732592","8.42271077515927"
"1978","IRQ","Iraq","377.589888279807","8.67996136347132"
"1979","IRQ","Iraq","429.366328595262","9.88676075757055"
"1980","IRQ","Iraq","472.620033639388","11.7951080417977"
"1981","IRQ","Iraq","433.995532134177","10.5878979861254"
"1982","IRQ","Iraq","426.517597251752","11.0760576567826"
"1983","IRQ","Iraq","418.381596226658","10.6452593479265"
"1984","IRQ","Iraq","400.319604087356","9.53426312828582"
"1985","IRQ","Iraq","436.691283354709","10.2318863479418"
"1986","IRQ","Iraq","421.3294395128","9.87360167757373"
"1987","IRQ","Iraq","559.011418760999","12.2936946222127"
"1988","IRQ","Iraq","512.866074632533","10.6298215489367"
"1989","IRQ","Iraq","416.588722781811","8.78163681292581"
"1990","IRQ","Iraq","317.305001471764","6.81759717546353"
"1991","IRQ","Iraq","107.219253744468","2.4105554260254"
"1992","IRQ","Iraq","130.267161980086","2.91333237756095"
"1993","IRQ","Iraq","181.546429012741","3.96896841079201"
"1994","IRQ","Iraq","172.369385522782","3.5468811075666"
"1995","IRQ","Iraq","130.962977479225","2.55551620022046"
"1996","IRQ","Iraq","179.910601646845","3.46108997752781"
"1997","IRQ","Iraq","262.760926767852","4.85578105846646"
"1998","IRQ","Iraq","258.180551177028","4.62722459218817"
"1999","IRQ","Iraq","264.061252065518","4.52505702022835"
"2000","IRQ","Iraq","244.111344184518","3.94230405348226"
"2001","IRQ","Iraq","258.418377798545","4.39001652432015"
"2002","IRQ","Iraq","228.22119388749","3.88098104607249"
"2003","IRQ","Iraq","158.269553955068","2.57389342550224"
"2004","IRQ","Iraq","119.529674378298","1.83376884697688"
"2005","IRQ","Iraq","114.76658621001","1.72604503966802"
"2006","IRQ","Iraq","125.892958929465","1.80855562356175"
"2007","IRQ","Iraq","134.770109591749","1.89193125074775"
"2008","IRQ","Iraq","140.923669910132","2.04091427721215"
"2009","IRQ","Iraq","184.708936749676","2.98233061471323"
"2010","IRQ","Iraq","190.174682226041","2.93383983456137"
"2011","IRQ","Iraq","187.85831311151","2.9112630454536"
"2012","IRQ","Iraq","183.292153317888","2.88491729757047"
"2013","IRQ","Iraq","158.295932239809","2.43774241391793"
"2014","IRQ","Iraq","118.913413076621","1.81722966983406"
"2015","IRQ","Iraq","96.5823404899342","1.47089961616758"
"2016","IRQ","Iraq","97.7969635049277","1.50628372653725"
"2017","IRQ","Iraq","103.075518755892","1.62743656950683"
"2018","IRQ","Iraq","113.348431588975","1.72073221992786"
"2019","IRQ","Iraq","118.191121144092","1.79929235232838"
"2020","IRQ","Iraq","108.424082800989","1.73389883741123"
"2021","IRQ","Iraq","141.785930480942","2.11230653276962"
"2022","IRQ","Iraq","187.039288279784","2.771699577797"
"2023","IRQ","Iraq","202.73588868046","3.01229113945464"
"1970","ISR","Israel","3560.20495649921","94.8231697236334"
"1971","ISR","Israel","3685.75150119689","98.1142934348467"
"1972","ISR","Israel","3875.62092757426","97.2828492898022"
"1973","ISR","Israel","3682.3597122734","85.3849324903101"
"1974","ISR","Israel","3740.98328759425","91.1280326127298"
"1975","ISR","Israel","3569.04554670068","93.3055546522537"
"1976","ISR","Israel","3885.54942450832","95.2084794570839"
"1977","ISR","Israel","3699.38804493364","87.7688004429048"
"1978","ISR","Israel","3645.14567777354","83.7938849248332"
"1979","ISR","Israel","3225.30284981675","74.2671130062166"
"1980","ISR","Israel","3056.90825922435","76.2908057742775"
"1981","ISR","Israel","3729.81610797165","90.9938225953941"
"1982","ISR","Israel","3749.49090138667","97.3689659581094"
"1983","ISR","Israel","3903.91403939426","99.3307970431121"
"1984","ISR","Israel","4265.75379317518","101.595871621967"
"1985","ISR","Israel","4000.01748998494","93.7223294976124"
"1986","ISR","Israel","3804.46151782615","89.1552645077671"
"1987","ISR","Israel","4237.43731860263","93.1890809871646"
"1988","ISR","Israel","4114.1512252984","85.2711760698844"
"1989","ISR","Israel","4266.64192855963","89.9402642904379"
"1990","ISR","Israel","4247.7871838306","91.2677133109443"
"1991","ISR","Israel","4062.71647676539","91.3399683867402"
"1992","ISR","Israel","4242.19587372121","94.8736919036954"
"1993","ISR","Israel","4324.35173468969","94.5389866684324"
"1994","ISR","Israel","4322.83269451429","88.9518377572763"
"1995","ISR","Israel","4437.17261465627","86.5837560979968"
"1996","ISR","Israel","4548.98277516135","87.5125676137922"
"1997","ISR","Israel","4745.1449037288","87.6895397905257"
"1998","ISR","Israel","4898.3943188065","87.7911622346595"
"1999","ISR","Israel","4919.0196407187","84.2942468225231"
"2000","ISR","Israel","5509.21585685915","88.971711153201"
"2001","ISR","Israel","4965.84154460899","84.3598145909874"
"2002","ISR","Israel","4607.4662517904","78.3515715128218"
"2003","ISR","Israel","4608.48098253023","74.9464354076219"
"2004","ISR","Israel","4625.95839812126","70.9693090189332"
"2005","ISR","Israel","5041.17421717884","75.8173091926028"
"2006","ISR","Israel","5127.43908642464","73.6598684555441"
"2007","ISR","Israel","5277.57898096098","74.0877679228424"
"2008","ISR","Israel","4975.88253387796","72.062767820326"
"2009","ISR","Israel","4596.79335181305","74.2203262271033"
"2010","ISR","Israel","5189.7300497985","80.0623751410908"
"2011","ISR","Israel","5241.90006384058","81.2343605723826"
"2012","ISR","Israel","5168.46952813145","81.3488568592049"
"2013","ISR","Israel","5086.17911088454","78.3266781903352"
"2014","ISR","Israel","4941.61615677041","75.5175658041896"
"2015","ISR","Israel","4856.39869200665","73.9604666421789"
"2016","ISR","Israel","4600.06142214324","70.8508466205807"
"2017","ISR","Israel","4685.55637183336","73.9792132995833"
"2018","ISR","Israel","5014.01297918689","76.117274526651"
"2019","ISR","Israel","5104.18566447444","77.7039945306591"
"2020","ISR","Israel","5471.69026634914","87.5023071111519"
"2021","ISR","Israel","5575.10737275076","83.0571530222202"
"2022","ISR","Israel","5765.25965678222","85.4342844413"
"2023","ISR","Israel","5700.42876905271","84.6981320567972"
"1970","JPN","Japón","2718.44153642761","72.4034841651138"
"1971","JPN","Japón","2815.5078378183","74.9485042814498"
"1972","JPN","Japón","3034.46439054258","76.1687862401937"
"1973","JPN","Japón","3375.89482598964","78.2787599078836"
"1974","JPN","Japón","3246.96767847679","79.0941187783262"
"1975","JPN","Japón","3044.61168486808","79.5952806542241"
"1976","JPN","Japón","3272.57271864089","80.1885752602314"
"1977","JPN","Japón","3346.33497857936","79.3925382746141"
"1978","JPN","Japón","3413.86887067143","78.4773396141025"
"1979","JPN","Japón","3681.5205092648","84.7721632440836"
"1980","JPN","Japón","3782.8581439107","94.4082293140073"
"1981","JPN","Japón","3896.61686746424","95.0631488781583"
"1982","JPN","Japón","3982.45619041442","103.4187444196"
"1983","JPN","Japón","4044.1442684762","102.898800919142"
"1984","JPN","Japón","4240.16240151225","100.986370964387"
"1985","JPN","Japón","4648.96549685182","108.927492744692"
"1986","JPN","Japón","4609.17373845074","108.013210775919"
"1987","JPN","Japón","4750.44211680206","104.471004964267"
"1988","JPN","Japón","5109.12817285179","105.893377305122"
"1989","JPN","Japón","5417.15145113617","114.192857374604"
