"anio","geocodigoFundar","geonombreFundar","industry_gdp","prop_industry_gdp"
"1975","PRK","Corea del Norte","3597332909.21993","0.107609160055626"
"1976","PRK","Corea del Norte","3744823558.49938","0.104845271720517"
"1977","PRK","Corea del Norte","3898361324.39333","0.104934011671737"
"1978","PRK","Corea del Norte","4058194138.69277","0.105470872627632"
"1979","PRK","Corea del Norte","4224580098.37914","0.105431375295207"
"1980","PRK","Corea del Norte","4397787882.41856","0.109431948708277"
"1981","PRK","Corea del Norte","4560506034.06265","0.112129642349785"
"1982","PRK","Corea del Norte","4729244757.32791","0.118218347679186"
"1983","PRK","Corea del Norte","4904226813.34799","0.120220094157704"
"1984","PRK","Corea del Norte","5085683205.44208","0.118086643630932"
"1985","PRK","Corea del Norte","5273853484.0425","0.117179917810754"
"1986","PRK","Corea del Norte","5347687432.81679","0.116262823976658"
"1987","PRK","Corea del Norte","5422555056.87543","0.112495839222508"
"1988","PRK","Corea del Norte","5498470827.67842","0.107723783983916"
"1989","PRK","Corea del Norte","5575449419.26735","0.106093766851946"
"1990","PRK","Corea del Norte","6198098324.821","0.110077684498483"
"1991","PRK","Corea del Norte","5339094529.1815","0.10021348078631"
"1992","PRK","Corea del Norte","4361052989.60856","0.0816522798839672"
"1993","PRK","Corea del Norte","4275101031.13396","0.0798540520401109"
"1994","PRK","Corea del Norte","4106304851.5883","0.0733614898140844"
"1995","PRK","Corea del Norte","3890359414.19406","0.0658233596618408"
"1996","PRK","Corea del Norte","3578036519.62065","0.0586957935487971"
"1997","PRK","Corea del Norte","2923376923.28694","0.0455801702651869"
"1998","PRK","Corea del Norte","2846298160.55722","0.0435198217393718"
"1999","PRK","Corea del Norte","3070000301.57435","0.0452239316717778"
"2000","PRK","Corea del Norte","3114261982.04976","0.0429962043525959"
"2001","PRK","Corea del Norte","3212616036.57606","0.0442942449448236"
"2002","PRK","Corea del Norte","3165391623.91607","0.0427480822299991"
"2003","PRK","Corea del Norte","3252021245.38692","0.0420466444510824"
"2004","PRK","Corea del Norte","3262171353.28663","0.039315225426941"
"2005","PRK","Corea del Norte","3419919266.3991","0.0395004535832508"
"2006","PRK","Corea del Norte","3435131431.75069","0.0371746563304561"
"2007","PRK","Corea del Norte","3459688638.30848","0.0353285257693089"
"2008","PRK","Corea del Norte","3548786785.75014","0.0357590427578646"
"2009","PRK","Corea del Norte","3440810980.1128","0.0369027973650985"
"2010","PRK","Corea del Norte","3429168781.31836","0.0336907945976142"
"2011","PRK","Corea del Norte","3326712985.31316","0.0313238995346722"
"2012","PRK","Corea del Norte","3378370167.38462","0.0310867907977695"
"2013","PRK","Corea del Norte","3415097803.74995","0.0304110126271568"
"2014","PRK","Corea del Norte","3442524285.45882","0.0294143706923486"
"2015","PRK","Corea del Norte","3327189967.60156","0.0273986415022804"
"2016","PRK","Corea del Norte","3486835940.25164","0.0279612811359499"
"2017","PRK","Corea del Norte","3245244410.09079","0.0251445902466466"
"2018","PRK","Corea del Norte","2949419993.50109","0.0219531905595926"
"2019","PRK","Corea del Norte","2917557576.4961","0.0213862591365102"
"2020","PRK","Corea del Norte","2807374667.38153","0.0210504947560477"
"2021","PRK","Corea del Norte","2715746369.37427","0.0186617837401787"
"2022","PRK","Corea del Norte","2591683275.60665","0.0174311680860703"
"2023","PRK","Corea del Norte","2743983720.97808","0.0181457826132165"
"1970","PSE","Palestina","170543045","0.00601354934373634"
"1971","PSE","Palestina","194244133","0.0066362103564977"
"1972","PSE","Palestina","227169210","0.00729935100525081"
"1973","PSE","Palestina","218288515","0.00643538195370677"
"1974","PSE","Palestina","266382401","0.00775016875799804"
"1975","PSE","Palestina","269385747","0.00805829615917129"
"1976","PSE","Palestina","310581434","0.00869546837932367"
"1977","PSE","Palestina","307414693","0.00827482480432862"
"1978","PSE","Palestina","346751446","0.00901193396486792"
"1979","PSE","Palestina","341280213","0.00851721150498165"
"1980","PSE","Palestina","391383991","0.00973896740212907"
"1981","PSE","Palestina","367096154","0.00902583181527613"
"1982","PSE","Palestina","398319385","0.00995690896951909"
"1983","PSE","Palestina","382027279","0.00936485142310088"
"1984","PSE","Palestina","402310572","0.00934142045927748"
"1985","PSE","Palestina","401396312","0.00891863738574061"
"1986","PSE","Palestina","478573190","0.0104045479934886"
"1987","PSE","Palestina","462538432","0.00959578068544051"
"1988","PSE","Palestina","450265109","0.00882140923495449"
"1989","PSE","Palestina","474351001","0.00902630097085414"
"1990","PSE","Palestina","570745963","0.0101363984163177"
"1991","PSE","Palestina","533257835","0.0100091173718391"
"1992","PSE","Palestina","633843827","0.0118674993604181"
"1993","PSE","Palestina","671834065","0.0125491004769539"
"1994","PSE","Palestina","986994015","0.0176332138004751"
"1995","PSE","Palestina","982503899","0.0166235816868441"
"1996","PSE","Palestina","802899260","0.0131711370040567"
"1997","PSE","Palestina","797411340","0.0124329313675106"
"1998","PSE","Palestina","867756491","0.0132679732309245"
"1999","PSE","Palestina","822855331","0.0121214168108774"
"2000","PSE","Palestina","786269200","0.0108554101723649"
"2001","PSE","Palestina","777455269","0.0107192374459513"
"2002","PSE","Palestina","592362710","0.00799975890684183"
"2003","PSE","Palestina","799905849","0.0103422930815578"
"2004","PSE","Palestina","845500000","0.0101898458108242"
"2005","PSE","Palestina","1071300000","0.0123736359333104"
"2006","PSE","Palestina","728700000","0.00788592011869472"
"2007","PSE","Palestina","702800000","0.0071766249817237"
"2008","PSE","Palestina","1022000000","0.0102980945052219"
"2009","PSE","Palestina","1112000000","0.0119262321897858"
"2010","PSE","Palestina","1339000000","0.0131553670417068"
"2011","PSE","Palestina","1329300000","0.012516517005004"
"2012","PSE","Palestina","1504400000","0.0138430561954581"
"2013","PSE","Palestina","1582100000","0.0140883997596186"
"2014","PSE","Palestina","1437900000","0.0122860204057765"
"2015","PSE","Palestina","1302400000","0.0107249634195949"
"2016","PSE","Palestina","1499600000","0.0120254402300455"
"2017","PSE","Palestina","1756800000","0.0136119227285173"
"2018","PSE","Palestina","1762800000","0.0131209134011844"
"2019","PSE","Palestina","1779000000","0.0130404127446712"
"2020","PSE","Palestina","1500700000","0.0112526759778258"
"2021","PSE","Palestina","1537700000","0.0105666070958919"
"2022","PSE","Palestina","1623000000","0.0109159888748635"
"2023","PSE","Palestina","1497500000","0.00990286832080981"
"1970","QAT","Qatar","939203327.854446","0.0331174194518111"
"1971","QAT","Qatar","1046217160.06002","0.0357432528102968"
"1972","QAT","Qatar","1113389389.18097","0.0357751825485227"
"1973","QAT","Qatar","1293399338.87508","0.038130814002436"
"1974","QAT","Qatar","1414839618.96164","0.0411635519887605"
"1975","QAT","Qatar","1201830580.78952","0.0359510733622844"
"1976","QAT","Qatar","1790392023.46153","0.0501262970748053"
"1977","QAT","Qatar","1646906647.02241","0.0443305550564388"
"1978","QAT","Qatar","1959081824.00339","0.0509157675717135"
"1979","QAT","Qatar","2119783828.66848","0.0529027072941062"
"1980","QAT","Qatar","1714084065.84073","0.042652252584679"
"1981","QAT","Qatar","1736525316.10272","0.0426961309055621"
"1982","QAT","Qatar","1844457043.32624","0.0461064451547787"
"1983","QAT","Qatar","2085967641.17019","0.0511345082060359"
"1984","QAT","Qatar","2495253300.3631","0.0579383487617907"
"1985","QAT","Qatar","2568988836.85809","0.0570804444360537"
"1986","QAT","Qatar","2840421101.34414","0.0617529320241544"
"1987","QAT","Qatar","3417481821.88601","0.0708987703302843"
"1988","QAT","Qatar","3353363964.23497","0.0656977306279932"
"1989","QAT","Qatar","3380079738.30298","0.0643186521354228"
"1990","QAT","Qatar","3521139025.58394","0.0625351213260593"
"1991","QAT","Qatar","3312755987.51701","0.0621796086752679"
"1992","QAT","Qatar","3635941469.9014","0.0680759695535733"
"1993","QAT","Qatar","3632735172.12319","0.0678553843219282"
"1994","QAT","Qatar","3751368182.90668","0.067020342786469"
"1995","QAT","Qatar","2749934568.59808","0.0465278173258085"
"1996","QAT","Qatar","2819404349.67993","0.0462508347055493"
"1997","QAT","Qatar","3817005089.96215","0.0595132774421518"
"1998","QAT","Qatar","4121014344.73621","0.0630101976502713"
"1999","QAT","Qatar","4188571957.18864","0.0617015222757743"
"2000","QAT","Qatar","3873303100.01202","0.0534756974742529"
"2001","QAT","Qatar","4401378435.64266","0.0606844180268117"
"2002","QAT","Qatar","4859644238.1721","0.0656286792232412"
"2003","QAT","Qatar","5210943821.80307","0.0673743144946305"
"2004","QAT","Qatar","5549857843.12773","0.0668860978042167"
"2005","QAT","Qatar","6018690411.54354","0.0695165536710037"
"2006","QAT","Qatar","6303658797.07428","0.0682175788791478"
"2007","QAT","Qatar","6730547290.8517","0.0687288187652235"
"2008","QAT","Qatar","8000240791.51924","0.0806137335964739"
"2009","QAT","Qatar","9098853184.42348","0.0975854637933506"
"2010","QAT","Qatar","10696988851.1124","0.105095455248267"
"2011","QAT","Qatar","11770920956.9144","0.110833470489564"
"2012","QAT","Qatar","12348742202.6902","0.113629574750775"
"2013","QAT","Qatar","12988012005.5929","0.115656598961835"
"2014","QAT","Qatar","13561848099.3897","0.115878115647223"
"2015","QAT","Qatar","14419966676.0989","0.118745097599001"
"2016","QAT","Qatar","14561203635.7131","0.116767727393164"
"2017","QAT","Qatar","14441270114.0262","0.111892903514214"
"2018","QAT","Qatar","15415019519.7791","0.114737426932488"
"2019","QAT","Qatar","15149321447.7322","0.111047444901702"
"2020","QAT","Qatar","14133269625.566","0.105975280604878"
"2021","QAT","Qatar","14680660629.2199","0.100881038419129"
"2022","QAT","Qatar","14992403673.8108","0.100836051577808"
"2023","QAT","Qatar","15398471476.6727","0.101829072036885"
"1970","SAU","Arabia Saudita","6212199629.75505","0.21904950158872"
"1971","SAU","Arabia Saudita","6333723623.87939","0.21638708803618"
"1972","SAU","Arabia Saudita","6682158484.19252","0.214709644184773"
"1973","SAU","Arabia Saudita","7238597914.79981","0.213401710076419"
"1974","SAU","Arabia Saudita","7849067769.49109","0.228361932237855"
"1975","SAU","Arabia Saudita","7451110198.30569","0.222889493454042"
"1976","SAU","Arabia Saudita","8200535119.54416","0.229593549450639"
"1977","SAU","Arabia Saudita","8796171650.11678","0.236770658693007"
"1978","SAU","Arabia Saudita","9513030597.81638","0.247239930913768"
"1979","SAU","Arabia Saudita","10408031253.3106","0.259749613830983"
"1980","SAU","Arabia Saudita","10902611443.559","0.271294125177697"
"1981","SAU","Arabia Saudita","11759170476.924","0.289123963450395"
"1982","SAU","Arabia Saudita","12741096470.7434","0.318493004630073"
"1983","SAU","Arabia Saudita","13744324113.3109","0.336922414464804"
"1984","SAU","Arabia Saudita","15274748724.7766","0.35467089402749"
"1985","SAU","Arabia Saudita","16781133942.382","0.372860547243017"
"1986","SAU","Arabia Saudita","16978074083.0775","0.369116344846614"
"1987","SAU","Arabia Saudita","16963086224.9936","0.351914660278988"
"1988","SAU","Arabia Saudita","17576445194.1246","0.344350501191338"
"1989","SAU","Arabia Saudita","17637893265.0929","0.335626851776222"
"1990","SAU","Arabia Saudita","18389530565.9806","0.326596455498419"
"1991","SAU","Arabia Saudita","18470098668.3773","0.346679173389432"
"1992","SAU","Arabia Saudita","19145245168.0712","0.358457675390648"
"1993","SAU","Arabia Saudita","19896444096.0301","0.371643072452984"
"1994","SAU","Arabia Saudita","20926502509.0899","0.37386396191973"
"1995","SAU","Arabia Saudita","22475135929.7597","0.380270509289129"
"1996","SAU","Arabia Saudita","25683758001.53","0.421328443392998"
"1997","SAU","Arabia Saudita","26843081845.6831","0.418527023054184"
"1998","SAU","Arabia Saudita","27284953928.9716","0.417186206143405"
"1999","SAU","Arabia Saudita","28363500340.6779","0.417820480578281"
"2000","SAU","Arabia Saudita","29748581591.8349","0.410715636865123"
"2001","SAU","Arabia Saudita","31016188255.5331","0.427638604864076"
"2002","SAU","Arabia Saudita","32120293641.1766","0.433779170782674"
"2003","SAU","Arabia Saudita","34611618310.6692","0.447507042289366"
"2004","SAU","Arabia Saudita","39406035771.335","0.47491594148519"
"2005","SAU","Arabia Saudita","42251872339.665","0.488013895110356"
"2006","SAU","Arabia Saudita","45928304722.1177","0.497031621004103"
"2007","SAU","Arabia Saudita","49774853621.8848","0.508274698298889"
"2008","SAU","Arabia Saudita","54495807869.6772","0.549122289217564"
"2009","SAU","Arabia Saudita","55589885507.5976","0.596203131265481"
"2010","SAU","Arabia Saudita","60080069151.6546","0.590272861524378"
"2011","SAU","Arabia Saudita","66566399803.5298","0.626780617695611"
"2012","SAU","Arabia Saudita","69369761659.9534","0.638320598859525"
"2013","SAU","Arabia Saudita","72123383425.5034","0.642249578228142"
"2014","SAU","Arabia Saudita","79675580773.2157","0.680781564240781"
"2015","SAU","Arabia Saudita","85919171146.9333","0.707524545141874"
"2016","SAU","Arabia Saudita","88987939578.4174","0.713603059879404"
"2017","SAU","Arabia Saudita","91725038207.2164","0.710697935079082"
"2018","SAU","Arabia Saudita","89264955343.719","0.664418963481695"
"2019","SAU","Arabia Saudita","89390565990.2414","0.655250070822097"
"2020","SAU","Arabia Saudita","81858192648.525","0.613796040517286"
"2021","SAU","Arabia Saudita","88952460602.7577","0.611254276778397"
"2022","SAU","Arabia Saudita","95896287123.8107","0.64498016228234"
"2023","SAU","Arabia Saudita","92580591258.4003","0.612229318393759"
"1970","SGP","Singapur","2669430654.81061","0.0941272800798532"
"1971","SGP","Singapur","3161347807.90282","0.108005162057049"
"1972","SGP","Singapur","3732620515.33832","0.119935740018881"
"1973","SGP","Singapur","4337497499.68178","0.127874126285116"
"1974","SGP","Singapur","4509737602.96765","0.13120696917695"
"1975","SGP","Singapur","4420780826.65066","0.132241447636564"
"1976","SGP","Singapur","4939465022.82109","0.138292110264118"
"1977","SGP","Singapur","5399741785.31813","0.145347370439838"
"1978","SGP","Singapur","6011092320.84083","0.156225929774903"
"1979","SGP","Singapur","6840797919.73524","0.170723412978014"
"1980","SGP","Singapur","7524884985.36177","0.187244780733019"
"1981","SGP","Singapur","8224683141.49074","0.202221150944099"
"1982","SGP","Singapur","7936719218.80967","0.198396547479909"
"1983","SGP","Singapur","8158856581.74677","0.20000268009774"
"1984","SGP","Singapur","8770716272.9802","0.203650995368163"
"1985","SGP","Singapur","8130489335.00627","0.180651600375323"
"1986","SGP","Singapur","8813630825.74146","0.191615090104227"
"1987","SGP","Singapur","10351935700.9074","0.214760326457995"
"1988","SGP","Singapur","12249486298.2561","0.239986908590079"
"1989","SGP","Singapur","13450075464.15","0.255937963584309"
"1990","SGP","Singapur","14727328932.7733","0.261556074590673"
"1991","SGP","Singapur","15528812757.9874","0.29147196597685"
"1992","SGP","Singapur","15885294492.0263","0.297421406021163"
"1993","SGP","Singapur","17420762642.5181","0.325400142944708"
"1994","SGP","Singapur","19632098630.7348","0.35073869471008"
"1995","SGP","Singapur","21603113123.4884","0.365516224479068"
"1996","SGP","Singapur","22201443820.1226","0.364202924091254"
"1997","SGP","Singapur","23155819831.6149","0.361036649823551"
"1998","SGP","Singapur","22987071081.774","0.351471693883689"
"1999","SGP","Singapur","25982652337.5702","0.382748396918154"
"2000","SGP","Singapur","29918062298.838","0.413055525787163"
"2001","SGP","Singapur","26446056770.8617","0.364627488344895"
"2002","SGP","Singapur","28685687269.2888","0.387395388597929"
"2003","SGP","Singapur","29545214845.5258","0.382001546146991"
"2004","SGP","Singapur","33635990035.0954","0.40537617049325"
"2005","SGP","Singapur","36834651682.9415","0.425444385004218"
"2006","SGP","Singapur","41226046951.4302","0.446144247383747"
"2007","SGP","Singapur","43675231393.0864","0.445988555347449"
"2008","SGP","Singapur","41845907660.975","0.421656665116937"
"2009","SGP","Singapur","40109177531.6859","0.430172090093726"
"2010","SGP","Singapur","52011710581.3467","0.511003094223032"
"2011","SGP","Singapur","56072663793.5737","0.527972955606814"
"2012","SGP","Singapur","56251595657.6292","0.517611007559657"
"2013","SGP","Singapur","57191715309.2212","0.509284968216047"
"2014","SGP","Singapur","58726237884.8217","0.501781596082761"
"2015","SGP","Singapur","55714872801.993","0.45879911910992"
"2016","SGP","Singapur","57776880693.9065","0.463318501909202"
"2017","SGP","Singapur","63789209535.7591","0.494247376544829"
"2018","SGP","Singapur","68272761987.8894","0.508169388304273"
"2019","SGP","Singapur","67279326459.7312","0.49317042508059"
"2020","SGP","Singapur","72345934937.1738","0.542470423243074"
"2021","SGP","Singapur","81967886821.9592","0.56325840835545"
"2022","SGP","Singapur","84181041223.4284","0.566185649703866"
"2023","SGP","Singapur","80546251341.0798","0.532647025552964"
"1970","SYR","Siria","801611740.533262","0.0282657774535171"
"1971","SYR","Siria","797862971.657526","0.0272584115350331"
"1972","SYR","Siria","812545649.68669","0.026108537793712"
"1973","SYR","Siria","979990658.612712","0.0288911865071667"
"1974","SYR","Siria","1076833854.0902","0.031329562546906"
"1975","SYR","Siria","1084018994.40837","0.0324269052701949"
"1976","SYR","Siria","1191483701.60598","0.0333584294410667"
"1977","SYR","Siria","1169303485.88607","0.0314746878048473"
"1978","SYR","Siria","1297698819.23233","0.0337266829024524"
"1979","SYR","Siria","1136814155.77812","0.0283710752566232"
"1980","SYR","Siria","1421408191.48392","0.0353694794889583"
"1981","SYR","Siria","1212726725.14745","0.029817439762857"
"1982","SYR","Siria","1475140545.11308","0.0368745300330731"
"1983","SYR","Siria","1671638512.68438","0.0409778232208977"
"1984","SYR","Siria","1055590830.56898","0.0245102129240163"
"1985","SYR","Siria","1994032634.37842","0.0443054743396701"
"1986","SYR","Siria","1217412686.22187","0.0264674849873585"
"1987","SYR","Siria","1442963612.43844","0.029935593248239"
"1988","SYR","Siria","2359537597.8803","0.046227092306554"
"1989","SYR","Siria","1949724356.79646","0.0371007941746704"
"1990","SYR","Siria","1261903889.60898","0.0224113027816154"
"1991","SYR","Siria","1454439638.44669","0.0272994714676216"
"1992","SYR","Siria","1765060980.88719","0.0330473519966577"
"1993","SYR","Siria","2027248486.20494","0.0378667088652887"
"1994","SYR","Siria","2227370085.31967","0.0397932432520619"
"1995","SYR","Siria","2516110110.96896","0.0425715989578855"
"1996","SYR","Siria","3097849686.59614","0.0508185829441816"
"1997","SYR","Siria","3580198923.24429","0.0558210866360787"
"1998","SYR","Siria","3637327240.34012","0.0556146349321231"
"1999","SYR","Siria","3691287476.46868","0.05437606391475"
"2000","SYR","Siria","283296382.700703","0.00391125384863528"
"2001","SYR","Siria","691978826.890969","0.00954072298275867"
"2002","SYR","Siria","746041922.805785","0.010075170864221"
"2003","SYR","Siria","707016925.49977","0.00914129614914287"
"2004","SYR","Siria","1456658940.29817","0.0175554464820781"
"2005","SYR","Siria","1446763830.27338","0.0167102855570658"
"2006","SYR","Siria","1551989376.53143","0.0167954772174965"
"2007","SYR","Siria","1889513430.79686","0.0192947201063734"
"2008","SYR","Siria","1929196730.64179","0.0194393838075482"
"2009","SYR","Siria","2078302255.43289","0.0222898518514821"
"2010","SYR","Siria","2293561745.8128","0.0225337166534617"
"2011","SYR","Siria","1993892770.39827","0.0187742366409723"
"2012","SYR","Siria","1059275092.26173","0.00974714479435534"
"2013","SYR","Siria","326289522.827837","0.00290556680043851"
"2014","SYR","Siria","401424130.72858","0.00342993606057613"
"2015","SYR","Siria","474655417.72426","0.00390867781941435"
"2016","SYR","Siria","405655880.2246","0.00325299449293639"
"2017","SYR","Siria","511718203.482891","0.0039648614780196"
"2018","SYR","Siria","591560614.823754","0.00440311753951322"
"2019","SYR","Siria","569517130.194341","0.00417467028830513"
"2020","SYR","Siria","513256540.325005","0.00384854370745462"
"2021","SYR","Siria","498272182.248779","0.00342397501244422"
"2022","SYR","Siria","427812079.053408","0.00287738256036922"
"2023","SYR","Siria","394517697.849421","0.00260891940703295"
"1970","THA","Tailandia","5212623936.61455","0.183803281178501"
"1971","THA","Tailandia","5789733628.87117","0.197802063186525"
"1972","THA","Tailandia","6556560803.44561","0.210673967178997"
"1973","THA","Tailandia","7588280489.12691","0.223710731274123"
"1974","THA","Tailandia","8057129763.79142","0.23441531850474"
"1975","THA","Tailandia","8524303828.88378","0.2549925731739"
"1976","THA","Tailandia","9829920277.06052","0.275212075105727"
"1977","THA","Tailandia","11235421095.092","0.302429074737636"
"1978","THA","Tailandia","12215837488.0994","0.317484821010119"
"1979","THA","Tailandia","13226407653.1175","0.330086852801834"
"1980","THA","Tailandia","13607727228.4601","0.338606624038021"
"1981","THA","Tailandia","14462953646.5111","0.355602165108883"
"1982","THA","Tailandia","14846041948.5636","0.371110957202119"
"1983","THA","Tailandia","16507101477.2758","0.404647943375627"
"1984","THA","Tailandia","17529787972.842","0.40703161043529"
"1985","THA","Tailandia","17289785505.2078","0.384162292448224"
"1986","THA","Tailandia","18991339808.1589","0.412886284947636"
"1987","THA","Tailandia","22036766069.0688","0.457172765732775"
"1988","THA","Tailandia","25988488590.744","0.509155803268999"
"1989","THA","Tailandia","30177634295.0623","0.574242299818826"
"1990","THA","Tailandia","34884829388.0703","0.619551520792359"
"1991","THA","Tailandia","38108658295.0689","0.715290069312635"
"1992","THA","Tailandia","42018493115.8831","0.78671499025023"
"1993","THA","Tailandia","45516984886.6744","0.850205797097931"
"1994","THA","Tailandia","49302826684.1659","0.880823257970482"
"1995","THA","Tailandia","54833245990.1116","0.927757075365496"
"1996","THA","Tailandia","58062614953.3063","0.952486438166341"
"1997","THA","Tailandia","58606787545.3132","0.913774523473863"
"1998","THA","Tailandia","53741445219.6349","0.821705240998665"
"1999","THA","Tailandia","59038406749.678","0.869690101166722"
"2000","THA","Tailandia","60972835823.9102","0.841804743516352"
"2001","THA","Tailandia","62170278809.1037","0.857178550597457"
"2002","THA","Tailandia","67680005734.2072","0.914007110081811"
"2003","THA","Tailandia","74584226348.7462","0.964328400804056"
"2004","THA","Tailandia","80157470244.0689","0.966046436869065"
"2005","THA","Tailandia","83525021527.8374","0.964723427338167"
"2006","THA","Tailandia","88253621360.6346","0.955072057411136"
"2007","THA","Tailandia","94671015663.2739","0.966730757049242"
"2008","THA","Tailandia","96915213381.1266","0.976557755765741"
"2009","THA","Tailandia","93699337660.3101","1.00492810878237"
"2010","THA","Tailandia","104386520416.955","1.02557355510953"
"2011","THA","Tailandia","99310181627.3817","0.935091835634664"
"2012","THA","Tailandia","106186222757.076","0.977095086951365"
"2013","THA","Tailandia","108182235318.626","0.963349079108738"
"2014","THA","Tailandia","108217655079.868","0.924657012710575"
"2015","THA","Tailandia","109851119028.373","0.9045986127003"
"2016","THA","Tailandia","112330749142.964","0.900791350903536"
"2017","THA","Tailandia","115593768936.236","0.895636071640558"
"2018","THA","Tailandia","119596613335.998","0.890184256101979"
"2019","THA","Tailandia","118583961950.691","0.869243287653395"
"2020","THA","Tailandia","112296522381.81","0.842031305256992"
"2021","THA","Tailandia","117606360085.22","0.808155166156272"
"2022","THA","Tailandia","118399746281.882","0.796334142452058"
"2023","THA","Tailandia","114569187550.046","0.757638449369127"
"1990","TJK","Tayikistán","3014177889.61175","0.0535315358625856"
"1991","TJK","Tayikistán","2953894399.17984","0.0554438656216073"
"1992","TJK","Tayikistán","2265637073.40533","0.0424196708625155"
"1993","TJK","Tayikistán","1862353595.38116","0.0347866588039928"
"1994","TJK","Tayikistán","1277574501.70487","0.0228246007495774"
"1995","TJK","Tayikistán","1103824359.22897","0.0186762764221571"
"1996","TJK","Tayikistán","840010459.844414","0.0137799265769052"
"1997","TJK","Tayikistán","823210145.739431","0.0128351764385703"
"1998","TJK","Tayikistán","890713491.404659","0.01361898514497"
"1999","TJK","Tayikistán","935249025.887258","0.013777079442348"
"2000","TJK","Tayikistán","1118690175.18794","0.0154448892408094"
"2001","TJK","Tayikistán","1249389753.42994","0.0172260784170646"
"2002","TJK","Tayikistán","1389618463.44223","0.0187665639520655"
"2003","TJK","Tayikistán","1520221702.66278","0.019655536232844"
"2004","TJK","Tayikistán","1490665941.13773","0.0179652940220469"
"2005","TJK","Tayikistán","1585486944.36399","0.0183125531845205"
"2006","TJK","Tayikistán","1652082985.853","0.0178786804664353"
"2007","TJK","Tayikistán","1508242846.50936","0.0154013848758753"
"2008","TJK","Tayikistán","1374007050.47361","0.0138450630690983"
"2009","TJK","Tayikistán","1284711338.38477","0.0137785662935496"
"2010","TJK","Tayikistán","1185682241.11412","0.0116490553223971"
"2011","TJK","Tayikistán","736286792.462088","0.0069327812821873"
"2012","TJK","Tayikistán","831925542.731783","0.00765513961610811"
"2013","TJK","Tayikistán","658433640.729321","0.00586326802716375"
"2014","TJK","Tayikistán","684347069.171669","0.00584734825542558"
"2015","TJK","Tayikistán","833745880.844918","0.00686570490886035"
"2016","TJK","Tayikistán","1076797817.25622","0.00863494784693124"
"2017","TJK","Tayikistán","1333892888.5177","0.0103351815383776"
"2018","TJK","Tayikistán","1506873786.67245","0.0112159975388269"
"2019","TJK","Tayikistán","1687033721.26636","0.0123662822031995"
"2020","TJK","Tayikistán","2140913312.9277","0.0160531777217225"
"2021","TJK","Tayikistán","2286820882.97756","0.0157143381473008"
"2022","TJK","Tayikistán","2515769962.88913","0.016920589603582"
"2023","TJK","Tayikistán","2856149405.01457","0.0188875268530341"
"1990","TKM","Turkmenistán","4101191038.09117","0.0728367943682219"
"1991","TKM","Turkmenistán","4017519195.05936","0.0754078393746728"
"1992","TKM","Turkmenistán","9888352321.58626","0.185140266187389"
"1993","TKM","Turkmenistán","6370999343.94932","0.119003062022208"
"1994","TKM","Turkmenistán","4345177898.614","0.077629093715791"
"1995","TKM","Turkmenistán","5644111345.16493","0.0954961563933628"
"1996","TKM","Turkmenistán","6145154899.02729","0.100808010566903"
"1997","TKM","Turkmenistán","3332196578.07485","0.0519543293154801"
"1998","TKM","Turkmenistán","3095301082.6248","0.04732706966973"
"1999","TKM","Turkmenistán","3588591516.49288","0.0528632578493788"
"2000","TKM","Turkmenistán","4169127775.25244","0.0575599197594974"
"2001","TKM","Turkmenistán","4375433757.8336","0.0603267033479315"
"2002","TKM","Turkmenistán","4064547777.12134","0.0548910350590951"
"2003","TKM","Turkmenistán","4186087474.82311","0.0541235491449181"
"2004","TKM","Turkmenistán","4279856451.62927","0.051580221566604"
"2005","TKM","Turkmenistán","4684117662.35686","0.0541020877651386"
"2006","TKM","Turkmenistán","5055866416.43366","0.0547140917946853"
"2007","TKM","Turkmenistán","5908615216.20643","0.0603356795219406"
"2008","TKM","Turkmenistán","10868695399.7312","0.109517468077204"
"2009","TKM","Turkmenistán","11621752786.3048","0.12464363505554"
"2010","TKM","Turkmenistán","13103402516.0055","0.128737916051738"
"2011","TKM","Turkmenistán","16469434789.5584","0.155074069515017"
"2012","TKM","Turkmenistán","17672837011.7637","0.162620364189721"
"2013","TKM","Turkmenistán","16777323279.0321","0.149399935055534"
"2014","TKM","Turkmenistán","16664132274.4379","0.142385332198555"
"2015","TKM","Turkmenistán","15358810815.203","0.126476262409038"
"2016","TKM","Turkmenistán","14406983371.0619","0.115531019887946"
"2017","TKM","Turkmenistán","14034247149.4045","0.10873923483072"
"2018","TKM","Turkmenistán","14227280454.2408","0.105896820271419"
"2019","TKM","Turkmenistán","14283543571.8393","0.104701126269409"
"2020","TKM","Turkmenistán","13332496377.3513","0.0999708547410342"
"2021","TKM","Turkmenistán","14061219551.0186","0.0966244275766967"
"2022","TKM","Turkmenistán","16322501109.8888","0.109782033595498"
"2023","TKM","Turkmenistán","16402973110.5538","0.108471774813755"
"1990","TLS","Timor-Leste","15307695","0.000271863325217203"
"1991","TLS","Timor-Leste","17005147","0.000319182393725876"
"1992","TLS","Timor-Leste","19319485","0.000361719979141023"
"1993","TLS","Timor-Leste","19900892","0.000371726154268477"
"1994","TLS","Timor-Leste","22984129","0.000410624638564501"
"1995","TLS","Timor-Leste","27749131","0.000469504443073399"
"1996","TLS","Timor-Leste","29991485","0.000491994422675284"
"1997","TLS","Timor-Leste","33635311","0.000524428851473161"
"1998","TLS","Timor-Leste","32233839","0.000492854524763134"
"1999","TLS","Timor-Leste","16015555","0.000235923874220524"
