"anio","exporter_iso3","geonombreFundar","tipo_bien","impo","prop"
"2003","SLV","El Salvador","Manufacturas","283.146","0.00215591202006855"
"2003","EST","Estonia","Manufacturas","98.678","0.00075134766627932"
"2003","ISL","Islandia","Manufacturas","261.655","0.00199227663329532"
"2003","KWT","Kuwait","Manufacturas","4379.525","0.0333462969269943"
"2003","LBN","Líbano","Manufacturas","96.608","0.000735586405722781"
"2003","LBN","Líbano","Primarios","26.233","0.00321154292456786"
"2003","LVA","Letonia","Manufacturas","673.228","0.00512604923766082"
"2003","MNG","Mongolia","Manufacturas","453.06","0.00344966024528779"
"2003","NAM","Namibia","Primarios","31.066","0.00380321703558972"
"2003","NAM","Namibia","Manufacturas","0.024","0.000000182739252829442"
"2003","PAN","Panamá","Primarios","194.4","0.023799182119315"
"2003","PAN","Panamá","Manufacturas","160.082","0.00121888604464345"
"2003","SAU","Arabia Saudita","Primarios","4879.904","0.597416275827026"
"2003","SAU","Arabia Saudita","Manufacturas","157.997","0.00120301057205389"
"2003","SEN","Senegal","Manufacturas","3.665","0.0000279058067341627"
"2003","TUN","Túnez","Primarios","4.242","0.00051932165920851"
"2003","TUN","Túnez","Manufacturas","11968.794","0.0911320197012296"
"2004","AFG","Afganistán","Manufacturas","2.19","0.0000105071303860293"
"2004","DZA","Argelia","Manufacturas","495.841","0.00237893426380784"
"2004","BTN","Bhután","Manufacturas","0.445","0.0000021350105122297"
"2004","BIH","Bosnia y Herzegovina","Manufacturas","588.143","0.00282177862403217"
"2004","MMR","Myanmar","Primarios","0.728","0.0000576841945572356"
"2004","MMR","Myanmar","Manufacturas","4532.579","0.0217463007022732"
"2004","KHM","Camboya","Manufacturas","593.785","0.00284884767866138"
"2004","CMR","Camerún","Primarios","37.618","0.00298071982260177"
"2004","CMR","Camerún","Manufacturas","1.542","0.00000739817125810832"
"2004","COM","Comoras","Primarios","24.275","0.00192346678966606"
"2004","COM","Comoras","Manufacturas","3.239","0.0000155399978631731"
"2004","COG","Congo","Primarios","1959.829","0.15529005128422"
"2004","COG","Congo","Manufacturas","104.666","0.00050216406802929"
"2004","DMA","Dominica","Primarios","22.304","0.00176729158709421"
"2004","DMA","Dominica","Manufacturas","7.857","0.0000376961294260422"
"2004","DOM","Rep. Dominicana","Manufacturas","912.675","0.00437881060505448"
"2004","DOM","Rep. Dominicana","Primarios","5.538","0.000438811908596113"
"2004","SLV","El Salvador","Manufacturas","51.97","0.000249340441169837"
"2004","SLV","El Salvador","Primarios","0.972","0.0000770179081176277"
"2004","ETH","Etiopía","Primarios","0.087","0.00000689357819571359"
"2004","EST","Estonia","Primarios","42.508","0.00336818645911946"
"2004","EST","Estonia","Manufacturas","1158.575","0.00555858382967759"
"2004","GHA","Ghana","Manufacturas","0.09","0.000000431799878877917"
"2004","GHA","Ghana","Primarios","30792.836","2.4399175038366"
"2004","GUY","Guyana","Manufacturas","3.705","0.0000177757616804743"
"2004","HTI","Haití","Manufacturas","48.026","0.000230418010922121"
"2004","HND","Honduras","Manufacturas","392.043","0.0018809346657215"
"2004","HND","Honduras","Primarios","699.94","0.0554608174977905"
"2004","CIV","Costa de Marfil","Primarios","934.114","0.0740159529047219"
"2004","KWT","Kuwait","Manufacturas","5536.342","0.0265621311669636"
"2004","KGZ","Kirguistán","Manufacturas","0.052","0.000000249484374462797"
"2004","LBN","Líbano","Primarios","65.363","0.00517913737478652"
"2004","LBN","Líbano","Manufacturas","175.095","0.000840066664356989"
"2004","LVA","Letonia","Manufacturas","26794.27","0.128552917118025"
"2004","LBR","Liberia","Manufacturas","25.49","0.00012229532125109"
"2004","LBY","Libia","Manufacturas","0.06","0.000000287866585918612"
"2004","LTU","Lituania","Manufacturas","138.182","0.000662966342923427"
"2004","MAR","Marruecos","Primarios","332.876","0.026375939488234"
"2004","MAR","Marruecos","Manufacturas","4677.626","0.0224422037804022"
"2004","NLD","Países Bajos","Primarios","6741.698","0.534188762469953"
"2004","NLD","Países Bajos","Manufacturas","188397.378","0.903888500014637"
"2004","PRY","Paraguay","Primarios","50355.51","3.98999592839124"
"2004","PRY","Paraguay","Manufacturas","306727.978","1.47161226387632"
"2004","PER","Perú","Primarios","13609.374","1.07835958464036"
"2004","PER","Perú","Manufacturas","23137.576","0.111008916825873"
"2004","SVK","Eslovaquia","Manufacturas","16586.107","0.0795764332628464"
"2004","SVK","Eslovaquia","Primarios","0.194","0.0000153718870111315"
"2005","AUS","Australia","Primarios","117292.145","8.16552917335182"
"2005","AUS","Australia","Manufacturas","28359.777","0.10398180574651"
"2005","BEL","Bélgica","Primarios","16820.976","1.17102616080771"
"2005","BEL","Bélgica","Manufacturas","748350.945999999","2.74384677627009"
"2005","LKA","Sri Lanka","Primarios","775.084","0.0539590354818579"
"2005","LKA","Sri Lanka","Manufacturas","4907.641","0.0179939839842749"
"2005","DNK","Dinamarca","Primarios","2191.829","0.152588595276338"
"2005","DNK","Dinamarca","Manufacturas","78287.797","0.287044094175218"
"2005","FIN","Finlandia","Manufacturas","78699.933","0.288555200750321"
"2005","FIN","Finlandia","Primarios","428.763","0.0298492007708943"
"2005","DEU","Alemania","Primarios","23528.947","1.63801508742763"
"2005","DEU","Alemania","Manufacturas","1324224.671","4.8553016656181"
"2005","HKG","Hong Kong","Manufacturas","327979.789","1.20254579958718"
"2005","PAK","Pakistán","Manufacturas","54234.443","0.198851892128635"
"2005","PAK","Pakistán","Primarios","193.579","0.0134763924033299"
"2005","PAN","Panamá","Manufacturas","13177.617","0.0483160502671056"
"2005","PAN","Panamá","Primarios","0.086","0.00000598706340401786"
"2005","PRY","Paraguay","Primarios","49195.967","3.42487643780198"
"2005","PRY","Paraguay","Manufacturas","349612.056","1.28186102780815"
"2005","SGP","Singapur","Primarios","25340.669","1.76414176747942"
"2005","SGP","Singapur","Manufacturas","123663.866","0.453416544575594"
"2005","ESP","España","Primarios","14580.058","1.01502013581695"
"2005","ESP","España","Manufacturas","627837.442","2.30198110988071"
"2005","TUR","Turquía","Primarios","3932.919","0.273798086231006"
"2005","TUR","Turquía","Manufacturas","31296.524","0.114749459387815"
"2006","AUT","Austria","Manufacturas","128436.8","0.406651549053512"
"2006","AUT","Austria","Primarios","3437.098","0.197518105038046"
"2006","BRA","Brasil","Primarios","515168.663","29.6049568824467"
"2006","BRA","Brasil","Manufacturas","11386151.636","36.0503858749017"
"2006","TCD","Chad","Manufacturas","8.404","0.0000266084145528829"
"2006","DNK","Dinamarca","Primarios","6504.073","0.373766524547487"
"2006","DNK","Dinamarca","Manufacturas","111154.387","0.351932652149879"
"2006","ECU","Ecuador","Primarios","44335.071","2.54778281289833"
"2006","ECU","Ecuador","Manufacturas","24545.981","0.0777165204730114"
"2006","HUN","Hungría","Manufacturas","40553.737","0.128399648472702"
"2006","HUN","Hungría","Primarios","6.651","0.000382209909815793"
"2006","MYS","Malasia","Manufacturas","220079.9","0.696808331027727"
"2006","MYS","Malasia","Primarios","19588.744","1.12569720006686"
"2006","NZL","Nueva Zelanda","Primarios","2372.971","0.136366415863102"
"2006","NZL","Nueva Zelanda","Manufacturas","10999.158","0.0348251018320632"
"2006","NOR","Noruega","Primarios","523.781","0.0300998780293529"
"2006","NOR","Noruega","Manufacturas","26134.918","0.0827473503628751"
"2006","PHL","Filipinas","Primarios","1608.677","0.0924450896245288"
"2006","PHL","Filipinas","Manufacturas","39804.019","0.126025920802336"
"2006","POL","Polonia","Primarios","55.902","0.00321249411795557"
"2006","POL","Polonia","Manufacturas","91550.5900000001","0.289863880447527"
"2006","SGP","Singapur","Primarios","756.669","0.0434831439257866"
"2006","SGP","Singapur","Manufacturas","153610.453","0.48635537994766"
"2006","CHE","Suiza","Primarios","3001.206","0.172468903112106"
"2006","CHE","Suiza","Manufacturas","266477.025","0.843709084961798"
"2004","MWI","Malawi","Primarios","1164.449","0.0922668992692011"
"2004","MWI","Malawi","Manufacturas","32.454","0.000155707036323377"
"2004","MDA","Moldavia","Manufacturas","0.006","0.0000000287866585918612"
"2004","MOZ","Mozambique","Manufacturas","0.235","0.00000112747746151456"
"2004","NRU","Nauru","Manufacturas","3.037","0.0000145708470239137"
"2004","PAN","Panamá","Primarios","43.153","0.00341929402160493"
"2004","PAN","Panamá","Manufacturas","320.915","0.00153967842366785"
"2004","PNG","Papúa Nueva Guinea","Primarios","12.941","0.00102539994747965"
"2004","PNG","Papúa Nueva Guinea","Manufacturas","0.606","0.00000290745251777798"
"2004","SOM","Somalia","Primarios","15.319","0.00121382441816249"
"2004","SDN","Sudán","Primarios","111.405","0.00882734573440773"
"2004","SDN","Sudán","Manufacturas","25.518","0.000122429658991186"
"2004","SYR","Siria","Primarios","196.583","0.0155765549706663"
"2004","SYR","Siria","Manufacturas","1006.393","0.00482844861670649"
"2004","TUN","Túnez","Manufacturas","16791.64","0.08056253464624"
"2004","UZB","Uzbekistán","Primarios","5.987","0.000474389111008474"
"2005","DZA","Argelia","Primarios","456.68","0.0317926990156613"
"2005","DZA","Argelia","Manufacturas","714.26","0.00261885150128303"
"2005","BGD","Bangladesh","Manufacturas","2051.456","0.00752171285724538"
"2005","ARM","Armenia","Primarios","0.02","0.00000139234032651578"
"2005","ARM","Armenia","Manufacturas","1.276","0.00000467848474734291"
"2005","BRB","Barbados","Manufacturas","55.288","0.000202714784256344"
"2005","EST","Estonia","Primarios","33.963","0.00236440272547277"
"2005","EST","Estonia","Manufacturas","10804.363","0.039614457288602"
"2005","PYF","Polinesia Francesa","Manufacturas","0.312","0.00000114395551815908"
"2005","GAB","Gabón","Manufacturas","7.734","0.0000283568973635973"
"2005","ISL","Islandia","Primarios","67.333","0.00468752256026435"
"2005","ISL","Islandia","Manufacturas","119.175","0.0004369580092199"
"2005","JAM","Jamaica","Primarios","8.94","0.000622376125952554"
"2005","JAM","Jamaica","Manufacturas","100.246","0.000367554374594152"
"2005","KAZ","Kazajstán","Primarios","0.046","0.0000032023827509863"
"2005","KAZ","Kazajstán","Manufacturas","32.058","0.000117541429490846"
"2005","JOR","Jordania","Primarios","130","0.00905021212235257"
"2005","JOR","Jordania","Manufacturas","17.366","0.0000636728574626623"
"2005","KEN","Kenia","Primarios","146.451","0.0101954816579281"
"2005","KEN","Kenia","Manufacturas","180.238","0.000660846970134477"
"2005","MAC","Macao","Manufacturas","77.27","0.000283312316949206"
"2005","MWI","Malawi","Primarios","1486.508","0.103486251704416"
"2005","MNG","Mongolia","Manufacturas","624.207","0.00228867000680617"
"2005","OMN","Omán","Primarios","2.861","0.000199174283708082"
"2005","OMN","Omán","Manufacturas","12.551","0.0000460185439372264"
"2005","NAM","Namibia","Primarios","22.628","0.00157529384541995"
"2005","MNP","Islas Marianas","Manufacturas","13.621","0.0000499417247206566"
"2005","QAT","Qatar","Manufacturas","43.956","0.000161165733192951"
"2005","ZWE","Zimbabwe","Primarios","7.271","0.000506185325704812"
"2005","SCG","Serbia y Montenegro","Primarios","0.145","0.0000100944673672394"
"2005","SCG","Serbia y Montenegro","Manufacturas","161.075","0.00059058536887011"
"2006","DMA","Dominica","Manufacturas","11.182","0.000035404008987427"
"2006","DMA","Dominica","Primarios","17.608","0.00101187070997391"
"2006","SLV","El Salvador","Primarios","6.484","0.000372612998834101"
"2006","SLV","El Salvador","Manufacturas","86.84","0.000274949395498852"
"2006","CIV","Costa de Marfil","Primarios","2538.567","0.145882643832709"
"2006","CIV","Costa de Marfil","Manufacturas","10.421","0.000032994560692003"
"2006","JOR","Jordania","Primarios","74.239","0.00426625793035854"
"2006","JOR","Jordania","Manufacturas","12.644","0.0000400329359360604"
"2006","LUX","Luxemburgo","Manufacturas","16721.915","0.0529442701615982"
"2006","MAC","Macao","Manufacturas","292.243","0.000925288302496212"
"2006","MWI","Malawi","Primarios","2292.527","0.131743578096568"
"2006","MWI","Malawi","Manufacturas","2.447","0.00000774759524165927"
"2006","NIC","Nicaragua","Manufacturas","21.488","0.0000680344611985184"
"2006","NIC","Nicaragua","Primarios","5.226","0.000300320100540871"
"2006","ZWE","Zimbabwe","Primarios","11.333","0.000651268216500133"
"2006","ZWE","Zimbabwe","Manufacturas","23.647","0.0000748702021575467"
"2006","UKR","Ucrania","Primarios","1.894","0.000108841613169615"
"2006","UKR","Ucrania","Manufacturas","28948.131","0.0916544348142743"
"2006","EGY","Egipto","Manufacturas","15332.45","0.048545000679599"
"2006","EGY","Egipto","Primarios","283.439","0.0162882565972453"
"2006","URY","Uruguay","Primarios","22404.433","1.28750508440896"
"2006","URY","Uruguay","Manufacturas","285205.584","0.903006712502271"
"2006","VEN","Venezuela","Primarios","308.736","0.0177419874781069"
"2006","VEN","Venezuela","Manufacturas","24259.308","0.0768088676856342"
"2007","BEL","Bélgica","Primarios","8589.05","0.344985810810981"
"2007","BEL","Bélgica","Manufacturas","272166.343","0.660149637712522"
"2007","BGR","Bulgaria","Primarios","494.807","0.019874304386393"
"2007","BGR","Bulgaria","Manufacturas","29130.993","0.0706583123511199"
"2007","LKA","Sri Lanka","Primarios","1483.309","0.0595782488224221"
"2007","LKA","Sri Lanka","Manufacturas","6384.833","0.0154866510875114"
"2007","TCD","Chad","Manufacturas","0.026","0.0000000630639718024413"
"2007","CHL","Chile","Primarios","178532.997","7.17091537790086"
"2007","CHL","Chile","Manufacturas","603186.296000001","1.46305090625243"
"2007","COL","Colombia","Primarios","18266.844","0.733701863220926"
"2007","COL","Colombia","Manufacturas","67023.897","0.162568967326836"
"2007","ECU","Ecuador","Primarios","62011.552","2.4907417638001"
"2007","ECU","Ecuador","Manufacturas","45458.604","0.110261543109013"
"2007","HKG","Hong Kong","Primarios","124.31","0.00499300692648349"
"2007","HKG","Hong Kong","Manufacturas","79166.2270000001","0.192020642585911"
"2007","IRL","Irlanda","Primarios","119.138","0.00478526956163937"
"2007","IRL","Irlanda","Manufacturas","91820.4909999999","0.22271403289655"
"2007","MYS","Malasia","Primarios","17674.875","0.709924972244629"
"2007","MYS","Malasia","Manufacturas","321696.628","0.780287195274324"
"2007","PRY","Paraguay","Primarios","483339.807","19.4137157444791"
"2007","PRY","Paraguay","Manufacturas","443425.657","1.07554550498181"
"2007","PHL","Filipinas","Primarios","1837.437","0.0738020727855928"
"2007","PHL","Filipinas","Manufacturas","47347.856","0.114843994449617"
"2007","POL","Polonia","Primarios","29.822","0.00119782360680227"
"2007","POL","Polonia","Manufacturas","114131.632","0.276830539315946"
"2007","IND","India","Primarios","5433.206","0.218228905084158"
"2007","IND","India","Manufacturas","399260.298","0.968420775957935"
"2007","ESP","España","Primarios","18166.604","0.729675646389531"
"2007","ESP","España","Manufacturas","846820.685","2.05399522309862"
"2007","CHE","Suiza","Manufacturas","287706.476","0.697842811147836"
"2007","CHE","Suiza","Primarios","4267.577","0.171410518223004"
"2007","USA","Estados Unidos","Primarios","132649.901","5.32798547574892"
"2007","USA","Estados Unidos","Manufacturas","5270022.46399999","12.7826364641511"
"2008","BOL","Bolivia","Primarios","362373.689","9.47395285104625"
"2008","BOL","Bolivia","Manufacturas","123574.355","0.242008099987563"
"2008","BRA","Brasil","Primarios","712473.021","18.627003045457"
"2008","BRA","Brasil","Manufacturas","17256231.809","33.7946159867963"
"2008","LKA","Sri Lanka","Primarios","1935.606","0.0506047777166356"
"2008","LKA","Sri Lanka","Manufacturas","8778.004","0.0171908489404879"
"2008","CHL","Chile","Primarios","201965.674","5.28022130493524"
"2008","CHL","Chile","Manufacturas","808186.285","1.58275256438811"
"2008","CZE","Chequia","Primarios","338.381","0.00884668433996012"
"2008","CZE","Chequia","Manufacturas","80672.143","0.157988379137038"
"2008","DOM","Rep. Dominicana","Primarios","10.655","0.000278565940884019"
"2008","DOM","Rep. Dominicana","Manufacturas","3721.542","0.00728827035709726"
"2008","ECU","Ecuador","Primarios","87151.654","2.2785061000571"
"2008","ECU","Ecuador","Manufacturas","47139.885","0.0923187825053362"
"2008","EST","Estonia","Manufacturas","8855.878","0.0173433574344908"
"2008","EST","Estonia","Primarios","0.031","0.000000810468715852143"
"2008","ITA","Italia","Manufacturas","1201336.243","2.35269770669349"
"2008","ITA","Italia","Primarios","26272.477","0.686871635369191"
"2008","KOR","Corea del Sur","Primarios","3893.215","0.101784805212461"
"2008","KOR","Corea del Sur","Manufacturas","736304.999","1.44198020551541"
"2008","LUX","Luxemburgo","Manufacturas","10557.907","0.0206766121734189"
"2008","S19",,"Manufacturas","434907.699999999","0.851723532337764"
"2008","S19",,"Primarios","1380.337","0.0360877405107484"
"2008","NLD","Países Bajos","Primarios","13361.176","0.349316617903047"
"2008","NLD","Países Bajos","Manufacturas","288654.555999999","0.565301276711607"
"2008","PAK","Pakistán","Primarios","103.284","0.00270027260800235"
"2008","PAK","Pakistán","Manufacturas","65420.531","0.128119611933135"
"2008","PAN","Panamá","Primarios","0.001","0.0000000261441521242627"
"2008","PAN","Panamá","Manufacturas","30624.439","0.0599749219453746"
"2008","ROU","Rumania","Primarios","207.269","0.0054188722666438"
"2008","ROU","Rumania","Manufacturas","48750.524","0.0954730590067662"
"2008","RUS","Rusia","Manufacturas","590002.912","1.15546209988512"
"2008","RUS","Rusia","Primarios","10898.884","0.284942081280692"
"2008","SVK","Eslovaquia","Manufacturas","67891.624","0.132959002127181"
"2008","SVK","Eslovaquia","Primarios","79.002","0.002065440306121"
"2008","ESP","España","Primarios","29112.023","0.761109157957033"
"2008","ESP","España","Manufacturas","992464.609","1.94364335811414"
"2008","TUN","Túnez","Primarios","90.095","0.00235545738563544"
"2008","TUN","Túnez","Manufacturas","33569.876","0.0657432677482159"
"2008","GBR","Reino Unido","Primarios","42165.86","1.10239065829036"
"2008","GBR","Reino Unido","Manufacturas","516608.298999999","1.01172604039727"
"2008","VEN","Venezuela","Primarios","1034.477","0.0270455240570509"
"2008","VEN","Venezuela","Manufacturas","26242.535","0.0513933982031071"
"2009","BRA","Brasil","Primarios","533049.381","24.7306518620423"
"2009","BRA","Brasil","Manufacturas","11482101.47","31.9593252991689"
"2009","CAN","Canadá","Primarios","13455.135","0.624246591971524"
"2009","CAN","Canadá","Manufacturas","251787.923","0.700827471224138"
"2009","CHN","China","Manufacturas","4850610.51599999","13.5012079265672"
"2009","CHN","China","Primarios","41645.835","1.93214490739472"
"2009","CRI","Costa Rica","Primarios","1680.734","0.0779771047641415"
"2009","CRI","Costa Rica","Manufacturas","35123.29","0.0977623001869397"
"2009","HRV","Croacia","Primarios","56.935","0.00264148072196219"
"2009","HRV","Croacia","Manufacturas","573.649","0.00159669682822816"
"2006","UGA","Uganda","Manufacturas","9.78","0.0000309650516810085"
"2006","MKD","Macedonia del Norte","Primarios","3039.866","0.174690559271101"
"2006","MKD","Macedonia del Norte","Manufacturas","16.53","0.0000523366364301707"
"2007","BHR","Bahrein","Manufacturas","1434.728","0.00347998638985281"
"2007","CMR","Camerún","Manufacturas","2.934","0.0000071165266641678"
"2007","COM","Comoras","Manufacturas","5.049","0.0000122465382165587"
"2007","COG","Congo","Manufacturas","48.468","0.000117560945589259"
"2007","BEN","Benin","Manufacturas","0.779","0.00000188949361669622"
"2007","SLV","El Salvador","Primarios","14.785","0.000593850916322567"
"2007","SLV","El Salvador","Manufacturas","197.743","0.000479633037543467"
"2007","GRD","Granada","Manufacturas","2.467","0.00000598380070910087"
"2007","GIN","Guinea","Manufacturas","5.165","0.0000125279005522927"
"2007","HTI","Haití","Manufacturas","31.344","0.00007602604354522"
"2007","HND","Honduras","Primarios","167.72","0.00673660302236192"
"2007","HND","Honduras","Manufacturas","305.018","0.000739832559662963"
"2007","CIV","Costa de Marfil","Primarios","2532.488","0.101719331712946"
"2007","CIV","Costa de Marfil","Manufacturas","57.843","0.000140300358498793"
"2007","JAM","Jamaica","Primarios","1.49","0.0000598469979926023"
"2007","JAM","Jamaica","Manufacturas","21.549","0.0000522679049373388"
"2007","KAZ","Kazajstán","Primarios","457.541","0.0183774867842505"
"2007","KAZ","Kazajstán","Manufacturas","10369.83","0.0251524102583119"
"2007","JOR","Jordania","Primarios","0.066","0.00000265094085067903"
"2007","JOR","Jordania","Manufacturas","94.664","0.000229611070257935"
"2007","KEN","Kenia","Manufacturas","29.945","0.0000726327167547733"
"2007","KEN","Kenia","Primarios","416.495","0.0167288425697509"
"2007","LBN","Líbano","Primarios","95.75","0.00384587252200784"
"2007","LBN","Líbano","Manufacturas","249.402","0.000604933872902787"
"2007","MWI","Malawi","Primarios","2683.327","0.107777896364091"
"2007","MNE","Montenegro","Manufacturas","22.173","0.0000537814402605973"
"2007","MOZ","Mozambique","Primarios","163.515","0.0065677059575573"
"2007","MOZ","Mozambique","Manufacturas","1140.598","0.00276656308115081"
"2007","NPL","Nepal","Primarios","0.114","0.00000457889783299105"
"2007","NPL","Nepal","Manufacturas","16.282","0.0000394925995725904"
"2007","MNP","Islas Marianas","Manufacturas","2.781","0.0000067454194454842"
"2007","SEN","Senegal","Primarios","45.808","0.00183991361345311"
"2007","SEN","Senegal","Manufacturas","3.665","0.00000888959448676721"
"2007","SRB","Serbia","Manufacturas","429.951","0.00104286222078583"
"2007","SRB","Serbia","Primarios","32.464","0.00130394157237036"
"2007","TON","Tonga","Primarios","10.405","0.000417924841686596"
"2007","UGA","Uganda","Manufacturas","16.039","0.0000389031939899752"
"2007","TZA","Tanzanía","Primarios","4600.084","0.184765918062954"
"2007","TZA","Tanzanía","Manufacturas","39.056","0.0000947317877967749"
"2008","AFG","Afganistán","Manufacturas","5.356","0.0000104891940041555"
