"anio","exporter_iso3","geonombreFundar","clasificacion_lall","impo","prop"
"2002","AUS","Australia","Productos primarios","39437.354","75.5805392657663"
"2002","AUS","Australia","Manufacturas en basadas en RRNN","653.36","1.25214539329086"
"2002","AUS","Australia","Manufacturas de baja tecnología","2067.366","3.96204667127795"
"2002","BEL","Bélgica","Manufacturas de alta tecnología","13869.898","15.6627426032126"
"2002","BEL","Bélgica","Manufacturas de media tecnología","39851.694","45.0029859934076"
"2002","BOL","Bolivia","Manufacturas de alta tecnología","1205.504","4.29534884566134"
"2002","BOL","Bolivia","Manufacturas de media tecnología","1863.394","6.63948627869527"
"2002","BRA","Brasil","Manufacturas de media tecnología","1054966.602","42.1187083669213"
"2002","BRA","Brasil","Manufacturas de alta tecnología","174439.149","6.9643452509077"
"2002","BGR","Bulgaria","Productos primarios","114.042","7.4997977773262"
"2002","BGR","Bulgaria","Manufacturas en basadas en RRNN","40.963","2.69386906887474"
"2002","BGR","Bulgaria","Manufacturas de baja tecnología","69.732","4.58581837049956"
"2002","CAN","Canadá","Manufacturas de alta tecnología","18700.271","28.5143195083837"
"2002","CAN","Canadá","Manufacturas de media tecnología","29164.12","44.4696783196801"
"2002","LKA","Sri Lanka","Manufacturas de media tecnología","0.442","0.017330492491819"
"2002","LKA","Sri Lanka","Manufacturas de alta tecnología","0.102","0.003999344421189"
"2002","CHL","Chile","Manufacturas de media tecnología","45985.9180000001","23.9713987435151"
"2002","CHL","Chile","Manufacturas de alta tecnología","3834.63","1.99890420288762"
"2002","CHN","China","Manufacturas de alta tecnología","66611.664","19.6102729167782"
"2002","CHN","China","Manufacturas de media tecnología","93636.802","27.5663920101789"
"2002","COL","Colombia","Manufacturas de media tecnología","3835.743","26.7249550327382"
"2002","COL","Colombia","Manufacturas de alta tecnología","736.316","5.13016956294664"
"2002","CZE","Chequia","Manufacturas de alta tecnología","3946.834","27.6529020373486"
"2002","CZE","Chequia","Manufacturas de media tecnología","6079.244","42.5933137276965"
"2002","DNK","Dinamarca","Manufacturas de media tecnología","17789.605","38.8255806413757"
"2002","DNK","Dinamarca","Manufacturas de alta tecnología","13977.2","30.5050565057874"
"2002","ECU","Ecuador","Manufacturas de media tecnología","1382.472","5.82853121495696"
"2002","ECU","Ecuador","Manufacturas de alta tecnología","549.965","2.31866408117763"
"2002","FIN","Finlandia","Manufacturas en basadas en RRNN","19147.49","57.2811902264223"
"2002","FIN","Finlandia","Productos primarios","114.993","0.344010411166528"
"2002","FIN","Finlandia","Manufacturas de baja tecnología","1551.27","4.64074361509222"
"2002","FRA","Francia","Productos primarios","10730.746","3.29792845022353"
"2002","FRA","Francia","Manufacturas en basadas en RRNN","42741.978","13.1360844124936"
"2002","FRA","Francia","Manufacturas de baja tecnología","26648.343","8.18995515605485"
"2002","DEU","Alemania","Productos primarios","11780.167","2.05247514600649"
"2002","DEU","Alemania","Manufacturas en basadas en RRNN","107507.552","18.7311927316481"
"2002","DEU","Alemania","Manufacturas de baja tecnología","45575.88","7.94074998744706"
"2002","GRC","Grecia","Manufacturas de media tecnología","2324.386","49.7068871312833"
"2002","GRC","Grecia","Manufacturas de alta tecnología","72.474","1.54985313883005"
"2002","GRD","Granada","Productos primarios","496.913","99.6940441940623"
"2002","GRD","Granada","Manufacturas en basadas en RRNN","1.525","0.30595580593775"
"2002","GTM","Guatemala","Manufacturas de media tecnología","48.227","12.7504712653707"
"2002","GTM","Guatemala","Manufacturas de alta tecnología","1.354","0.35797661254716"
"2002","HKG","Hong Kong","Manufacturas de media tecnología","4647","21.1824164337262"
"2002","HKG","Hong Kong","Manufacturas de alta tecnología","5110.463","23.2950194609747"
"2002","HUN","Hungría","Manufacturas de alta tecnología","3367.308","36.613769845822"
"2002","HUN","Hungría","Manufacturas de media tecnología","2085.164","22.672625963171"
"2002","IDN","Indonesia","Manufacturas de media tecnología","4354.437","12.8688221740949"
"2002","IDN","Indonesia","Manufacturas de alta tecnología","3828.865","11.3155805936832"
"2002","IRL","Irlanda","Productos primarios","382.727","1.09293773016075"
"2002","IRL","Irlanda","Manufacturas en basadas en RRNN","5251.171","14.9955527397491"
"2002","IRL","Irlanda","Manufacturas de baja tecnología","5275.265","15.0643569831667"
"2002","ISR","Israel","Productos primarios","988.908","3.15154372925154"
"2002","ISR","Israel","Manufacturas en basadas en RRNN","3592.502","11.4489185550361"
"2002","ISR","Israel","Manufacturas de baja tecnología","2274.418","7.24832622002939"
"2002","ITA","Italia","Manufacturas en basadas en RRNN","52105.487","15.5126526523567"
"2002","ITA","Italia","Productos primarios","13578.46","4.0425288325953"
"2002","ITA","Italia","Manufacturas de baja tecnología","53149.864","15.8235807056558"
"2002","JPN","Japón","Manufacturas de media tecnología","213981.95","65.5816756746355"
"2002","JPN","Japón","Manufacturas de alta tecnología","53444.764","16.3798730647862"
"2002","KOR","Corea del Sur","Manufacturas de media tecnología","36377.799","50.9859567938091"
"2002","KOR","Corea del Sur","Manufacturas de alta tecnología","12549.785","17.5893763056306"
"2002","LUX","Luxemburgo","Productos primarios","11.088","0.265367527324144"
"2002","LUX","Luxemburgo","Manufacturas en basadas en RRNN","763.557","18.2741011057938"
"2002","LUX","Luxemburgo","Manufacturas de baja tecnología","2446.053","58.5410386285898"
"2002","MYS","Malasia","Manufacturas de media tecnología","4181.359","9.4923670078283"
"2002","MYS","Malasia","Manufacturas de alta tecnología","17417.905","39.5414856192658"
"2002","MAR","Marruecos","Productos primarios","223.298","2.01669017987719"
"2002","MAR","Marruecos","Manufacturas en basadas en RRNN","26.425","0.238654345328909"
"2002","MAR","Marruecos","Manufacturas de baja tecnología","585.007","5.28342337172485"
"2002","NLD","Países Bajos","Productos primarios","9532.614","11.295192270311"
"2002","NLD","Países Bajos","Manufacturas en basadas en RRNN","21376.653","25.3291915240374"
"2002","NLD","Países Bajos","Manufacturas de baja tecnología","7723.355","9.15140167186753"
"2002","PAK","Pakistán","Manufacturas de alta tecnología","1.817","0.0362553727090226"
"2002","PAK","Pakistán","Manufacturas de media tecnología","2574.984","51.3797493889763"
"2002","PRY","Paraguay","Manufacturas en basadas en RRNN","5724.227","2.24172258160289"
"2002","PRY","Paraguay","Productos primarios","50986.795","19.9674558180619"
"2002","PRY","Paraguay","Manufacturas de baja tecnología","7752.988","3.03622624932523"
"2002","PER","Perú","Productos primarios","4641.227","31.3477318718706"
"2002","PER","Perú","Manufacturas en basadas en RRNN","7436.929","50.2304360985012"
"2002","PER","Perú","Manufacturas de baja tecnología","992.211","6.70158222994061"
"2002","PHL","Filipinas","Manufacturas de media tecnología","548.66","6.92641107983387"
"2002","PHL","Filipinas","Manufacturas de alta tecnología","6200.947","78.282192990673"
"2002","IND","India","Productos primarios","999.285","1.13044212885415"
"2002","IND","India","Manufacturas en basadas en RRNN","58515.052","66.1952095277034"
"2002","IND","India","Manufacturas de baja tecnología","6680.381","7.5571875082652"
"2002","SVK","Eslovaquia","Manufacturas en basadas en RRNN","434.535","12.9738972478445"
"2002","SVK","Eslovaquia","Productos primarios","1.531","0.045711016802904"
"2002","SVK","Eslovaquia","Manufacturas de baja tecnología","23.973","0.715761074994133"
"2002","VNM","Vietnam","Manufacturas de media tecnología","120.824","4.74480531312636"
"2002","VNM","Vietnam","Manufacturas de alta tecnología","20.764","0.815410328426106"
"2002","SVN","Eslovenia","Productos primarios","1.574","0.0607030368101827"
"2002","SVN","Eslovenia","Manufacturas en basadas en RRNN","1065.682","41.0991954726487"
"2002","SVN","Eslovenia","Manufacturas de baja tecnología","302.198","11.6545974065842"
"2002","SWE","Suecia","Productos primarios","560.308","0.930241994442236"
"2002","SWE","Suecia","Manufacturas en basadas en RRNN","9690.053","16.0877485757315"
"2002","SWE","Suecia","Manufacturas de baja tecnología","7389.551","12.2683785708443"
"2002","CHE","Suiza","Manufacturas de media tecnología","47601.763","40.9420381380399"
"2002","CHE","Suiza","Manufacturas de alta tecnología","41898.986","36.0371081793168"
"2002","THA","Tailandia","Manufacturas de media tecnología","8821.168","27.7110075600824"
"2002","THA","Tailandia","Manufacturas de alta tecnología","5284.829","16.6018758936166"
"2002","TUR","Turquía","Productos primarios","2778.245","34.0802146594315"
"2002","TUR","Turquía","Manufacturas en basadas en RRNN","1155.183","14.170414996131"
"2002","TUR","Turquía","Manufacturas de baja tecnología","1986.055","24.3625672773414"
"2002","USA","Estados Unidos","Manufacturas de media tecnología","876256.998","47.6286318377569"
"2002","USA","Estados Unidos","Manufacturas de alta tecnología","465831.305","25.3200919079528"
"2002","URY","Uruguay","Productos primarios","8882.823","7.36508278744363"
"2002","URY","Uruguay","Manufacturas en basadas en RRNN","30661.338","25.4224690443332"
"2002","URY","Uruguay","Manufacturas de baja tecnología","19605.197","16.2554065266348"
"2002","VEN","Venezuela","Productos primarios","115.817","1.58776334940925"
"2002","VEN","Venezuela","Manufacturas en basadas en RRNN","4513.942","61.8827259293461"
"2002","VEN","Venezuela","Manufacturas de baja tecnología","938.148","12.8612985202655"
"2003","AUT","Austria","Manufacturas de alta tecnología","16060.651","26.4346986949178"
"2003","AUT","Austria","Manufacturas de media tecnología","22884.454","37.6661971104227"
"2003","BOL","Bolivia","Manufacturas de media tecnología","7569.431","15.4214087328081"
"2003","BOL","Bolivia","Manufacturas de alta tecnología","10062.764","20.5011442241546"
"2003","BRA","Brasil","Productos primarios","307772.882","6.53634678793093"
"2003","BRA","Brasil","Manufacturas en basadas en RRNN","1082555.899","22.9908519789093"
"2003","BRA","Brasil","Manufacturas de baja tecnología","646894.217999999","13.7384584258316"
"2003","CAN","Canadá","Manufacturas de alta tecnología","20557.386","22.6300052713922"
"2003","CAN","Canadá","Manufacturas de media tecnología","39339.119","43.3053341675796"
"2003","CZE","Chequia","Productos primarios","247.177","1.10657407349374"
"2003","CZE","Chequia","Manufacturas en basadas en RRNN","5457.131","24.430750758602"
"2003","CZE","Chequia","Manufacturas de baja tecnología","3129.332","14.0095464325334"
"2003","ECU","Ecuador","Manufacturas de alta tecnología","398.353","0.889058935024107"
"2003","ECU","Ecuador","Manufacturas de media tecnología","4583.099","10.228729584188"
"2003","GRC","Grecia","Manufacturas de baja tecnología","849.064","12.1084326095299"
"2003","GRC","Grecia","Manufacturas en basadas en RRNN","365.639","5.21434802431372"
"2003","GRC","Grecia","Productos primarios","339.638","4.84354987920289"
"2003","HKG","Hong Kong","Productos primarios","81.552","0.175392311578919"
"2003","HKG","Hong Kong","Manufacturas en basadas en RRNN","1740.774","3.74384902634491"
"2003","HKG","Hong Kong","Manufacturas de baja tecnología","22334.762","48.034941334915"
"2003","ITA","Italia","Manufacturas de media tecnología","259835.282","54.4140853517975"
"2003","ITA","Italia","Manufacturas de alta tecnología","71500.549","14.9734745260129"
"2003","KOR","Corea del Sur","Manufacturas de media tecnología","134282.684","60.9874483500162"
"2003","KOR","Corea del Sur","Manufacturas de alta tecnología","36899.099","16.7585412161156"
"2003","MYS","Malasia","Manufacturas de media tecnología","13543.893","14.4244916255761"
"2003","MYS","Malasia","Manufacturas de alta tecnología","48514.709","51.6690447634044"
"2003","MAR","Marruecos","Productos primarios","385.998","12.3492132454636"
"2003","MAR","Marruecos","Manufacturas en basadas en RRNN","74.342","2.37841960604526"
"2003","MAR","Marruecos","Manufacturas de baja tecnología","42.983","1.37515280630926"
"2003","NLD","Países Bajos","Manufacturas de alta tecnología","38175.737","30.8603891468851"
"2003","NLD","Países Bajos","Manufacturas de media tecnología","45801.962","37.0252543129906"
"2003","PAK","Pakistán","Manufacturas de media tecnología","15445.341","72.2386074817995"
"2003","PAK","Pakistán","Manufacturas de alta tecnología","5.962","0.0278845625879344"
"2003","PRY","Paraguay","Productos primarios","31953.543","10.2467274018261"
"2003","PRY","Paraguay","Manufacturas en basadas en RRNN","24179.502","7.75378072177814"
"2003","PRY","Paraguay","Manufacturas de baja tecnología","17772.706","5.69927640183122"
"2003","PER","Perú","Manufacturas de media tecnología","2255.822","11.1608893951706"
"2003","PER","Perú","Manufacturas de alta tecnología","902.74","4.466390208357"
"2003","RUS","Rusia","Manufacturas en basadas en RRNN","40876.184","37.181070132346"
"2003","RUS","Rusia","Productos primarios","289.542","0.263368063130837"
"2003","RUS","Rusia","Manufacturas de baja tecnología","2855.868","2.59770404196053"
"2003","IND","India","Productos primarios","3273.96","2.02662663380198"
"2003","IND","India","Manufacturas en basadas en RRNN","102183.32","63.252891862549"
"2003","IND","India","Manufacturas de baja tecnología","15359.911","9.50799787579203"
"2003","VNM","Vietnam","Manufacturas de media tecnología","428.601","7.04309159119927"
"2003","VNM","Vietnam","Manufacturas de alta tecnología","101.426","1.66670774853297"
"2003","SVN","Eslovenia","Manufacturas de alta tecnología","835.785","16.8521416798971"
"2003","SVN","Eslovenia","Manufacturas de media tecnología","1284.335","25.8963673486012"
"2003","ZAF","Sudáfrica","Manufacturas de alta tecnología","539.715","1.26411455815236"
"2003","ZAF","Sudáfrica","Manufacturas de media tecnología","16718.286","39.1573862500668"
"2003","SWE","Suecia","Manufacturas de media tecnología","52721.439","53.1236193286706"
"2003","SWE","Suecia","Manufacturas de alta tecnología","21503.106","21.6671403359846"
"2003","TUR","Turquía","Manufacturas de media tecnología","5213.8","44.991943164729"
"2003","TUR","Turquía","Manufacturas de alta tecnología","502.896","4.33968856683601"
"2003","USA","Estados Unidos","Manufacturas de media tecnología","1192381.847","51.7894766187697"
"2003","USA","Estados Unidos","Manufacturas de alta tecnología","499589.859","21.699003038961"
"2004","AUS","Australia","Manufacturas de alta tecnología","3653.585","4.84506766347244"
"2004","AUS","Australia","Manufacturas de media tecnología","9733.18400000001","12.907304759853"
"2004","AUT","Austria","Manufacturas de alta tecnología","21695.314","22.2857096955394"
"2004","AUT","Austria","Manufacturas de media tecnología","46062.654","47.3161593720227"
"2004","BGD","Bangladesh","Manufacturas de baja tecnología","1682.555","99.9992273714941"
"2004","BOL","Bolivia","Productos primarios","114253.473","78.6263586823936"
"2004","BOL","Bolivia","Manufacturas en basadas en RRNN","20984.673","14.4411227318293"
"2004","BOL","Bolivia","Manufacturas de baja tecnología","1438.504","0.989942174187194"
"2004","BRA","Brasil","Manufacturas de media tecnología","4217212.242","55.6912981123958"
"2004","BRA","Brasil","Manufacturas de alta tecnología","724972.092","9.5737739961581"
"2004","LKA","Sri Lanka","Productos primarios","1251.498","21.7982666910283"
"2004","LKA","Sri Lanka","Manufacturas en basadas en RRNN","1692.806","29.4848546655071"
"2004","LKA","Sri Lanka","Manufacturas de baja tecnología","2764.872","48.1578214448259"
"2004","CHL","Chile","Productos primarios","110840.534","26.0881855459453"
"2004","CHL","Chile","Manufacturas en basadas en RRNN","150079.433","35.3237209659623"
"2004","CHL","Chile","Manufacturas de baja tecnología","63790.071","15.0140670401049"
"2004","CHN","China","Manufacturas en basadas en RRNN","267151.994","19.0590757558719"
"2004","CHN","China","Productos primarios","11193.294","0.798548553239497"
"2004","CHN","China","Manufacturas de baja tecnología","259386.774","18.5050918082881"
"2004","COL","Colombia","Manufacturas de media tecnología","9272.414","21.9542215725591"
"2004","COL","Colombia","Manufacturas de alta tecnología","1751.551","4.14713350262806"
"2002","AND","Andorra","Manufacturas de baja tecnología","11.367","80.9039145907473"
"2002","BHR","Bahrein","Manufacturas en basadas en RRNN","0.099","0.00991983967935872"
"2002","BHR","Bahrein","Manufacturas de baja tecnología","997.901","99.9900801603206"
"2002","BGD","Bangladesh","Manufacturas de baja tecnología","1144.059","99.9920464973998"
"2002","BRB","Barbados","Manufacturas de alta tecnología","0.001","0.00180414231074547"
"2002","BRB","Barbados","Manufacturas de media tecnología","19.164","34.5745832431262"
"2002","BIH","Bosnia y Herzegovina","Manufacturas de alta tecnología","166.017","100"
"2002","MMR","Myanmar","Manufacturas de baja tecnología","934.403","99.8983272643299"
"2002","BLR","Belarús","Manufacturas en basadas en RRNN","4.8","4.12431368842529"
"2002","CMR","Camerún","Manufacturas de media tecnología","0.569","81.054131054131"
"2002","COM","Comoras","Manufacturas en basadas en RRNN","1.959","100"
"2002","CRI","Costa Rica","Productos primarios","281.143","12.9607544208959"
"2002","CRI","Costa Rica","Manufacturas en basadas en RRNN","131.518","6.06300886000147"
"2002","CRI","Costa Rica","Manufacturas de baja tecnología","74.082","3.41519656903716"
"2002","HRV","Croacia","Manufacturas de media tecnología","72.478","4.91010426807416"
"2002","HRV","Croacia","Manufacturas de alta tecnología","710.799","48.1538839874561"
"2002","CUB","Cuba","Manufacturas de alta tecnología","353.934","30.9098896031705"
"2002","CUB","Cuba","Manufacturas de media tecnología","35.971","3.14143212835061"
"2002","CYP","Chipre","Manufacturas de alta tecnología","110.607","45.079475057059"
"2002","CYP","Chipre","Manufacturas de media tecnología","0.303","0.123492011737855"
"2002","DMA","Dominica","Manufacturas en basadas en RRNN","0.032","100"
"2002","DOM","Rep. Dominicana","Manufacturas de media tecnología","178.085","40.3928942438113"
"2002","DOM","Rep. Dominicana","Manufacturas de alta tecnología","65.117","14.7697116235183"
"2002","SLV","El Salvador","Manufacturas en basadas en RRNN","18.248","36.5676726383712"
"2002","SLV","El Salvador","Productos primarios","0.116","0.232455613001483"
"2002","SLV","El Salvador","Manufacturas de baja tecnología","26.17","52.4427878642139"
"2002","ETH","Etiopía","Manufacturas en basadas en RRNN","0.576","100"
"2002","EST","Estonia","Manufacturas de media tecnología","39.113","88.0447505852692"
"2002","EST","Estonia","Manufacturas de alta tecnología","1.454","3.27300558256798"
"2002","GEO","Georgia","Manufacturas en basadas en RRNN","288.129","100"
"2002","GHA","Ghana","Productos primarios","75.431","99.9960230134952"
"2002","GHA","Ghana","Manufacturas en basadas en RRNN","0.003","0.00397698650475913"
"2002","HTI","Haití","Manufacturas de alta tecnología","1.515","12.070751334555"
"2002","HND","Honduras","Manufacturas de media tecnología","0.217","19.7093551316985"
"2002","ISL","Islandia","Manufacturas de baja tecnología","202.703","16.5992035448233"
"2002","ISL","Islandia","Manufacturas en basadas en RRNN","1.802","0.147564489858422"
"2002","IRN","Irán","Manufacturas en basadas en RRNN","14.144","80.5329385640267"
"2002","JAM","Jamaica","Manufacturas en basadas en RRNN","2.093","12.3838826104964"
"2002","JAM","Jamaica","Manufacturas de baja tecnología","14.808","87.6161173895036"
"2002","KAZ","Kazajstán","Manufacturas de baja tecnología","63.203","3.71171230427079"
"2002","KEN","Kenia","Productos primarios","171.815","65.4967483207917"
"2002","KEN","Kenia","Manufacturas en basadas en RRNN","1.574","0.60001677302288"
"2002","KEN","Kenia","Manufacturas de baja tecnología","88.937","33.9032349061854"
"2002","KWT","Kuwait","Manufacturas de media tecnología","3750.848","99.9925089219806"
"2002","KGZ","Kirguistán","Manufacturas en basadas en RRNN","20.551","99.9610876015371"
"2002","KGZ","Kirguistán","Manufacturas de baja tecnología","0.008","0.0389123984629603"
"2002","LVA","Letonia","Manufacturas de alta tecnología","4.394","0.0161886334645433"
"2002","LVA","Letonia","Manufacturas de media tecnología","0.56","0.00206318496589537"
"2002","LBY","Libia","Manufacturas de media tecnología","21.751","100"
"2002","LTU","Lituania","Manufacturas de media tecnología","7100.004","99.5906825254219"
"2002","LTU","Lituania","Manufacturas de alta tecnología","2.979","0.0417859825491974"
"2002","MAC","Macao","Manufacturas de baja tecnología","408.952","100"
"2002","MOZ","Mozambique","Manufacturas de media tecnología","2350.689","90.7972481433543"
"2002","OMN","Omán","Manufacturas de alta tecnología","38.249","100"
"2002","NAM","Namibia","Productos primarios","121.828","100"
"2002","PAN","Panamá","Manufacturas en basadas en RRNN","341.936","61.2407696289225"
"2002","PAN","Panamá","Productos primarios","0.056","0.0100296052454835"
"2002","PAN","Panamá","Manufacturas de baja tecnología","94.024","16.8397072071669"
"2002","PNG","Papúa Nueva Guinea","Manufacturas en basadas en RRNN","41.2","100"
"2002","SAU","Arabia Saudita","Manufacturas de media tecnología","8621.519","71.1541538987958"
"2002","SAU","Arabia Saudita","Manufacturas de alta tecnología","450.899","3.7213090684847"
"2002","SEN","Senegal","Manufacturas de baja tecnología","0.198","7.29550478997789"
"2002","SLE","Sierra Leona","Manufacturas de media tecnología","0.002","3.38983050847458"
"2002","SLE","Sierra Leona","Manufacturas de alta tecnología","0.057","96.6101694915254"
"2002","SDN","Sudán","Productos primarios","16.387","100"
"2002","SYR","Siria","Manufacturas de media tecnología","35.802","13.518708015995"
"2002","TUN","Túnez","Manufacturas de media tecnología","8532.761","98.4237456446013"
"2002","TUN","Túnez","Manufacturas de alta tecnología","22.627","0.260998062959972"
"2002","SCG","Serbia y Montenegro","Productos primarios","4.276","2.10128012973292"
"2002","SCG","Serbia y Montenegro","Manufacturas en basadas en RRNN","148.384","72.9177621071771"
"2002","SCG","Serbia y Montenegro","Manufacturas de baja tecnología","23.122","11.362441337625"
"2003","BIH","Bosnia y Herzegovina","Manufacturas de media tecnología","2.566","0.792285865138496"
"2003","BIH","Bosnia y Herzegovina","Manufacturas de alta tecnología","309.235","95.4803271652778"
"2003","MMR","Myanmar","Manufacturas de alta tecnología","0.686","0.0596173366519738"
"2003","MMR","Myanmar","Manufacturas de media tecnología","3.424","0.297565248828511"
"2003","BLR","Belarús","Manufacturas en basadas en RRNN","62.752","1.68679420664466"
"2003","CMR","Camerún","Productos primarios","8.573","80.3542974974224"
"2003","CMR","Camerún","Manufacturas en basadas en RRNN","0.072","0.674852376042741"
"2003","CMR","Camerún","Manufacturas de baja tecnología","0.099","0.927922017058768"
"2003","CUB","Cuba","Manufacturas de alta tecnología","190.308","16.1279742912422"
"2003","CUB","Cuba","Manufacturas de media tecnología","27.237","2.30824576880932"
"2003","CYP","Chipre","Manufacturas en basadas en RRNN","93.145","37.6740724562063"
"2003","CYP","Chipre","Manufacturas de baja tecnología","1.375","0.556142032608124"
"2003","DMA","Dominica","Manufacturas de baja tecnología","0.13","100"
"2003","DOM","Rep. Dominicana","Manufacturas de media tecnología","163.012","30.2590204224071"
"2003","DOM","Rep. Dominicana","Manufacturas de alta tecnología","179.087","33.242934203541"
"2003","SLV","El Salvador","Productos primarios","3.638","1.26855054675296"
"2003","SLV","El Salvador","Manufacturas en basadas en RRNN","41.606","14.5077828609685"
"2003","SLV","El Salvador","Manufacturas de baja tecnología","60.356","21.0458045079223"
"2003","EST","Estonia","Manufacturas en basadas en RRNN","1.338","1.35592533290095"
"2003","EST","Estonia","Manufacturas de baja tecnología","10.238","10.3751596100448"
"2003","GHA","Ghana","Productos primarios","1154.754","100"
"2003","GTM","Guatemala","Manufacturas de media tecnología","41.867","26.3619534555712"
"2003","GTM","Guatemala","Manufacturas de alta tecnología","3.358","2.11439653435422"
"2003","HND","Honduras","Manufacturas en basadas en RRNN","176.027","45.5627167779676"
"2003","HND","Honduras","Manufacturas de baja tecnología","86.231","22.3199772221359"
"2003","CIV","Costa de Marfil","Productos primarios","12043.465","100"
"2003","KAZ","Kazajstán","Manufacturas en basadas en RRNN","504.384","31.5829218886485"
"2003","JOR","Jordania","Manufacturas de alta tecnología","13.45","80.8390431542253"
"2003","JOR","Jordania","Manufacturas de media tecnología","3.184","19.1369154946508"
"2003","MAC","Macao","Manufacturas de media tecnología","1.982","2.59515797467691"
"2003","MAC","Macao","Manufacturas de alta tecnología","0.531","0.695271889280243"
"2003","MNG","Mongolia","Manufacturas en basadas en RRNN","86.265","19.0405244338498"
"2003","MNG","Mongolia","Manufacturas de baja tecnología","366.795","80.9594755661502"
"2003","OMN","Omán","Manufacturas de alta tecnología","362.093","99.2701950624392"
"2003","NAM","Namibia","Productos primarios","31.066","99.9228047603731"
"2003","PAN","Panamá","Productos primarios","194.4","54.8405842891882"
"2003","PAN","Panamá","Manufacturas en basadas en RRNN","126.474","35.6785393898703"
"2003","PAN","Panamá","Manufacturas de baja tecnología","6.691","1.88754294999464"
"2003","SAU","Arabia Saudita","Productos primarios","4879.904","96.8638327748004"
"2003","SAU","Arabia Saudita","Manufacturas de baja tecnología","0.032","0.000635185169379073"
"2003","SEN","Senegal","Manufacturas en basadas en RRNN","0.148","4.03819918144611"
"2003","SEN","Senegal","Manufacturas de baja tecnología","0.097","2.64665757162347"
"2003","SLE","Sierra Leona","Manufacturas de media tecnología","0.054","3.49967595593001"
"2003","SLE","Sierra Leona","Manufacturas de alta tecnología","1.396","90.4731043421905"
"2003","SUR","Suriname","Manufacturas de media tecnología","1.477","100"
"2003","TTO","Trinidad y Tobago","Manufacturas de media tecnología","89.484","99.8293115566117"
"2003","ARE","Emiratos Árabes Unidos","Manufacturas en basadas en RRNN","1990.457","84.3627392183531"
"2003","ARE","Emiratos Árabes Unidos","Manufacturas de baja tecnología","334.769","14.1887163829155"
"2003","TUN","Túnez","Productos primarios","4.242","0.0354296103344214"
"2003","TUN","Túnez","Manufacturas en basadas en RRNN","273.352","2.28306337674087"
"2003","TUN","Túnez","Manufacturas de baja tecnología","96.22","0.803639110414435"
"2004","AFG","Afganistán","Manufacturas de baja tecnología","1.837","83.8812785388128"
"2004","DZA","Argelia","Manufacturas en basadas en RRNN","495.707","99.9729752077783"
"2004","DZA","Argelia","Manufacturas de baja tecnología","0.108","0.0217811758204747"
"2004","AND","Andorra","Manufacturas de media tecnología","3.628","21.5669956009987"
"2004","AZE","Azerbaiyán","Manufacturas de media tecnología","1.445","65.8314350797266"
"2004","BHS","Bahamas","Manufacturas de media tecnología","1137.477","98.5681975736569"
"2004","BTN","Bhután","Manufacturas en basadas en RRNN","0.445","100"
"2004","BIH","Bosnia y Herzegovina","Manufacturas en basadas en RRNN","29.806","5.0678151401955"
"2004","BIH","Bosnia y Herzegovina","Manufacturas de baja tecnología","1.822","0.309788605832255"
"2004","COM","Comoras","Productos primarios","24.275","88.2278112960675"
"2004","COM","Comoras","Manufacturas en basadas en RRNN","3.239","11.7721887039325"
"2004","COG","Congo","Productos primarios","1959.829","94.9301887386504"
"2004","COG","Congo","Manufacturas en basadas en RRNN","98.704","4.78102393079179"
"2004","COG","Congo","Manufacturas de baja tecnología","0.022","0.00106563590611748"
"2004","CRI","Costa Rica","Productos primarios","39.27","0.225403871562612"
"2004","CRI","Costa Rica","Manufacturas en basadas en RRNN","753.111","4.32274344579553"
"2004","CRI","Costa Rica","Manufacturas de baja tecnología","173.257","0.99446902407241"
"2004","DNK","Dinamarca","Manufacturas de media tecnología","41565.054","39.6042386399203"
"2004","DNK","Dinamarca","Manufacturas de alta tecnología","36026.361","34.3268313418266"
"2004","FIN","Finlandia","Manufacturas en basadas en RRNN","33445.068","43.7286800237454"
"2004","FIN","Finlandia","Productos primarios","228.024","0.298136291238353"
"2004","FIN","Finlandia","Manufacturas de baja tecnología","8098.572","10.5887021559431"
"2004","FRA","Francia","Productos primarios","19027.649","3.09634500273854"
"2004","FRA","Francia","Manufacturas en basadas en RRNN","87059.439","14.1670712387469"
"2004","FRA","Francia","Manufacturas de baja tecnología","46129.8600000001","7.50665315972712"
"2004","DEU","Alemania","Manufacturas de media tecnología","668851.246999999","60.0085398672592"
"2004","DEU","Alemania","Manufacturas de alta tecnología","188694.223","16.9294216829307"
"2004","HUN","Hungría","Manufacturas de alta tecnología","8829.69800000001","39.5061888583905"
"2004","HUN","Hungría","Manufacturas de media tecnología","4899.422","21.9211903769476"
"2004","IRL","Irlanda","Productos primarios","72.573","0.138341952644631"
"2004","IRL","Irlanda","Manufacturas en basadas en RRNN","5108.945","9.73890327331132"
"2004","IRL","Irlanda","Manufacturas de baja tecnología","6817.949","12.9966844100631"
"2004","ISR","Israel","Productos primarios","2052.391","3.08968674030974"
"2004","ISR","Israel","Manufacturas en basadas en RRNN","14090.559","21.2120464891203"
"2004","ISR","Israel","Manufacturas de baja tecnología","6319.454","9.51335940851298"
"2004","MEX","México","Productos primarios","5001.527","0.662234193767641"
"2004","MEX","México","Manufacturas en basadas en RRNN","22185.898","2.93755492573391"
"2004","MEX","México","Manufacturas de baja tecnología","17301.347","2.29080910322771"
