"anio","exporter_iso3","geonombreFundar","clasificacion_lall","impo","prop"
"2017","KHM","Camboya","Manufacturas de alta tecnología","59.034","0.249674066944996"
"2017","CAN","Canadá","Productos primarios","26074.186","3.62999842320197"
"2017","CAN","Canadá","Manufacturas en basadas en RRNN","128913.008","17.9470229970064"
"2017","CAN","Canadá","Manufacturas de baja tecnología","14008.753","1.9502718627928"
"2017","CHL","Chile","Productos primarios","305443.914","32.7185624857015"
"2017","CHL","Chile","Manufacturas en basadas en RRNN","273195.656","29.2641913358216"
"2017","CHL","Chile","Manufacturas de baja tecnología","112079.423","12.0057314508708"
"2017","CHN","China","Manufacturas de alta tecnología","4951410.005","38.4860496170257"
"2017","CHN","China","Manufacturas de media tecnología","4480539.739","34.8260948966211"
"2017","CZE","Chequia","Productos primarios","2068.246","1.12307832821981"
"2017","CZE","Chequia","Manufacturas en basadas en RRNN","8183.048","4.44347716257275"
"2017","CZE","Chequia","Manufacturas de baja tecnología","24162.017","13.1202176427652"
"2017","DNK","Dinamarca","Productos primarios","10657.277","5.34642152669311"
"2017","DNK","Dinamarca","Manufacturas en basadas en RRNN","37464.126","18.794576675181"
"2017","DNK","Dinamarca","Manufacturas de baja tecnología","21904.55","10.988825537004"
"2017","EST","Estonia","Manufacturas de media tecnología","1653.316","11.154319560033"
"2017","EST","Estonia","Manufacturas de alta tecnología","2422.246","16.3420095958739"
"2017","FIN","Finlandia","Productos primarios","938.418","0.337328410378913"
"2017","FIN","Finlandia","Manufacturas en basadas en RRNN","63023.868","22.6548736366634"
"2017","FIN","Finlandia","Manufacturas de baja tecnología","7505.575","2.69799138947645"
"2017","FRA","Francia","Manufacturas de media tecnología","658665.665999999","48.4825798151847"
"2017","FRA","Francia","Manufacturas de alta tecnología","406189.343","29.8984875918445"
"2017","GRC","Grecia","Manufacturas de alta tecnología","749.251","3.30160826555039"
"2017","GRC","Grecia","Manufacturas de media tecnología","4836.724","21.3132420731984"
"2017","HUN","Hungría","Manufacturas de media tecnología","130292.746","35.7238302383871"
"2017","HUN","Hungría","Manufacturas de alta tecnología","202065.093","55.4024633070201"
"2017","IDN","Indonesia","Manufacturas de media tecnología","101429.798","28.8942771108217"
"2017","IDN","Indonesia","Manufacturas de alta tecnología","21691.743","6.17932053121831"
"2017","ISR","Israel","Manufacturas de alta tecnología","56824.283","36.9330495747417"
"2017","ISR","Israel","Manufacturas de media tecnología","67799.956","44.0667088771416"
"2017","ITA","Italia","Productos primarios","39899.054","2.39252773828707"
"2017","ITA","Italia","Manufacturas en basadas en RRNN","137028.299","8.21683657682197"
"2017","ITA","Italia","Manufacturas de baja tecnología","144364.115","8.65672528353091"
"2017","LTU","Lituania","Manufacturas de alta tecnología","1095.714","3.29055427187439"
"2017","LTU","Lituania","Manufacturas de media tecnología","30530.223","91.685746201954"
"2017","LUX","Luxemburgo","Manufacturas en basadas en RRNN","740.429","5.87886036197085"
"2017","LUX","Luxemburgo","Manufacturas de baja tecnología","7781.988","61.7874513161057"
"2017","LUX","Luxemburgo","Productos primarios","6.233","0.049488791816858"
"2017","MYS","Malasia","Manufacturas de media tecnología","96614.963","25.5626607305991"
"2017","MYS","Malasia","Manufacturas de alta tecnología","191303.007","50.6154917710254"
"2017","S19",,"Productos primarios","844.395","0.188553643086629"
"2017","S19",,"Manufacturas en basadas en RRNN","16399.544","3.66202282836762"
"2017","S19",,"Manufacturas de baja tecnología","86860.7690000001","19.3960343633681"
"2017","MAR","Marruecos","Manufacturas de media tecnología","102239.501","77.486333644988"
"2017","MAR","Marruecos","Manufacturas de alta tecnología","4673.428","3.54194609453179"
"2017","NZL","Nueva Zelanda","Manufacturas de media tecnología","7988.464","42.1976448658517"
"2017","NZL","Nueva Zelanda","Manufacturas de alta tecnología","3378.432","17.8459681034338"
"2017","PAN","Panamá","Productos primarios","454.893","0.901765999798234"
"2017","PAN","Panamá","Manufacturas en basadas en RRNN","913.572","1.81103725044719"
"2017","PAN","Panamá","Manufacturas de baja tecnología","12338.612","24.4596878525334"
"2017","PRY","Paraguay","Productos primarios","560713.984","49.1406461836793"
"2017","PRY","Paraguay","Manufacturas en basadas en RRNN","75039.199","6.57639158856024"
"2017","PRY","Paraguay","Manufacturas de baja tecnología","38457.602","3.37040178572532"
"2017","PER","Perú","Manufacturas de media tecnología","22062.256","11.7276035789815"
"2017","PER","Perú","Manufacturas de alta tecnología","3533.08","1.87807455651082"
"2017","PRT","Portugal","Manufacturas de alta tecnología","6347.728","4.58174008548502"
"2017","PRT","Portugal","Manufacturas de media tecnología","55356.372","39.9557934081959"
"2017","RUS","Rusia","Manufacturas en basadas en RRNN","185284.084","55.4910081825181"
"2017","RUS","Rusia","Productos primarios","5270.002","1.57832080225459"
"2017","RUS","Rusia","Manufacturas de baja tecnología","5808.859","1.73970389329336"
"2017","SRB","Serbia","Productos primarios","24.811","0.302839263035386"
"2017","SRB","Serbia","Manufacturas en basadas en RRNN","4782.974","58.3802475223657"
"2017","SRB","Serbia","Manufacturas de baja tecnología","471.876","5.75964612809182"
"2017","IND","India","Manufacturas de alta tecnología","83464.592","9.95988045316562"
"2017","IND","India","Manufacturas de media tecnología","345261.56","41.2002716394213"
"2017","SVK","Eslovaquia","Manufacturas de media tecnología","54674.49","75.6772617528507"
"2017","SVK","Eslovaquia","Manufacturas de alta tecnología","10001.598","13.843632556843"
"2017","ESP","España","Manufacturas de media tecnología","607228.257000001","42.0769909990834"
"2017","ESP","España","Manufacturas de alta tecnología","397110.823","27.5172117443302"
"2017","SWE","Suecia","Manufacturas de alta tecnología","271792.284","50.2103883310183"
"2017","SWE","Suecia","Manufacturas de media tecnología","200663.303","37.0701559997737"
"2017","ARE","Emiratos Árabes Unidos","Manufacturas de media tecnología","12763.87","17.3368937079895"
"2017","ARE","Emiratos Árabes Unidos","Manufacturas de alta tecnología","4074.948","5.53491537767029"
"2017","UKR","Ucrania","Productos primarios","32.417","0.184253066872604"
"2017","UKR","Ucrania","Manufacturas en basadas en RRNN","372.395","2.11663389079875"
"2017","UKR","Ucrania","Manufacturas de baja tecnología","538.28","3.0594978201618"
"2017","USA","Estados Unidos","Productos primarios","417982.295","5.44414956666947"
"2017","USA","Estados Unidos","Manufacturas en basadas en RRNN","1772745.909","23.089719320043"
"2017","USA","Estados Unidos","Manufacturas de baja tecnología","490806.466","6.39267222835951"
"2018","AUS","Australia","Productos primarios","65091.262","18.2811126301357"
"2018","AUS","Australia","Manufacturas en basadas en RRNN","251524.7","70.6416073168329"
"2018","AUS","Australia","Manufacturas de baja tecnología","11047.718","3.10279092551589"
"2018","BEL","Bélgica","Manufacturas de alta tecnología","46805.934","13.1510327777184"
"2018","BEL","Bélgica","Manufacturas de media tecnología","134996.144","37.9297786175914"
"2018","BGR","Bulgaria","Manufacturas en basadas en RRNN","2640.593","13.1882581139642"
"2018","BGR","Bulgaria","Productos primarios","314.451","1.57050365285152"
"2018","BGR","Bulgaria","Manufacturas de baja tecnología","3553.386","17.7471392776345"
"2018","MMR","Myanmar","Manufacturas de baja tecnología","10279.117","98.8821414093763"
"2018","MMR","Myanmar","Manufacturas en basadas en RRNN","53.135","0.511143377761651"
"2018","COL","Colombia","Productos primarios","57388.861","19.2310462172564"
"2018","COL","Colombia","Manufacturas en basadas en RRNN","35802.481","11.9974356487654"
"2018","COL","Colombia","Manufacturas de baja tecnología","32066.467","10.7454948252262"
"2018","CRI","Costa Rica","Productos primarios","1417.472","8.2958423109191"
"2018","CRI","Costa Rica","Manufacturas en basadas en RRNN","3206.998","18.769153605456"
"2018","CRI","Costa Rica","Manufacturas de baja tecnología","3367.662","19.7094495753527"
"2018","HRV","Croacia","Manufacturas en basadas en RRNN","784.096","3.28158576943806"
"2018","HRV","Croacia","Manufacturas de baja tecnología","1053.31","4.4082958040939"
"2018","HRV","Croacia","Productos primarios","1857.383","7.77348898756808"
"2018","DNK","Dinamarca","Productos primarios","12326.804","3.51076924156563"
"2018","DNK","Dinamarca","Manufacturas en basadas en RRNN","42835.117","12.1997730492401"
"2018","DNK","Dinamarca","Manufacturas de baja tecnología","20711.789","5.89887790533519"
"2018","EST","Estonia","Manufacturas en basadas en RRNN","17041.447","38.9954316291588"
"2018","EST","Estonia","Productos primarios","703.139","1.60897186725371"
"2018","EST","Estonia","Manufacturas de baja tecnología","433.134","0.991127530617796"
"2018","FIN","Finlandia","Manufacturas de media tecnología","67137.76","41.0613814864897"
"2018","FIN","Finlandia","Manufacturas de alta tecnología","16440.921","10.055249522329"
"2018","DEU","Alemania","Manufacturas de media tecnología","1950544.594","54.875708850469"
"2018","DEU","Alemania","Manufacturas de alta tecnología","1050886.191","29.5651403355172"
"2018","HUN","Hungría","Productos primarios","1551.948","0.516216343899178"
"2018","HUN","Hungría","Manufacturas en basadas en RRNN","15057.474","5.00848880029288"
"2018","HUN","Hungría","Manufacturas de baja tecnología","18760.971","6.2403636317831"
"2018","IDN","Indonesia","Productos primarios","48166.134","13.7531953725626"
"2018","IDN","Indonesia","Manufacturas en basadas en RRNN","20426.594","5.83254072411157"
"2018","IDN","Indonesia","Manufacturas de baja tecnología","131455.496","37.5353587498869"
"2018","IRL","Irlanda","Manufacturas de media tecnología","55341.457","20.6626344351995"
"2018","IRL","Irlanda","Manufacturas de alta tecnología","169774.509","63.388078414388"
"2018","JPN","Japón","Manufacturas de media tecnología","751326.924","70.0313551196424"
"2018","JPN","Japón","Manufacturas de alta tecnología","184379.376","17.1860439775669"
"2018","KOR","Corea del Sur","Manufacturas de media tecnología","381465.701","59.2849883450852"
"2018","KOR","Corea del Sur","Manufacturas de alta tecnología","115435.119","17.9401966325893"
"2018","LTU","Lituania","Manufacturas en basadas en RRNN","31878.468","59.9288951221945"
"2018","LTU","Lituania","Productos primarios","2163.647","4.06747821584308"
"2018","LTU","Lituania","Manufacturas de baja tecnología","814.782","1.53172307481815"
"2018","MLT","Malta","Manufacturas en basadas en RRNN","223.474","14.1186802078562"
"2018","MLT","Malta","Manufacturas de baja tecnología","407.823","25.7655141913983"
"2018","MEX","México","Productos primarios","20410.362","1.08589569242726"
"2018","MEX","México","Manufacturas en basadas en RRNN","83827.5460000001","4.4598900846613"
"2018","MEX","México","Manufacturas de baja tecnología","155078.077","8.25064326660165"
"2018","MAR","Marruecos","Manufacturas de media tecnología","144582.97","84.3577624750435"
"2018","MAR","Marruecos","Manufacturas de alta tecnología","3621.086","2.11274337973349"
"2018","NZL","Nueva Zelanda","Productos primarios","1951.047","11.1054803969371"
"2018","NZL","Nueva Zelanda","Manufacturas en basadas en RRNN","1349.314","7.68037888185818"
"2018","NZL","Nueva Zelanda","Manufacturas de baja tecnología","4635.56","26.3858947061888"
"2018","NOR","Noruega","Manufacturas de alta tecnología","9136.482","9.09988245476459"
"2018","NOR","Noruega","Manufacturas de media tecnología","46293.902","46.1084547172961"
"2018","PRY","Paraguay","Manufacturas de alta tecnología","448280.686","20.4328702778493"
"2018","PRY","Paraguay","Manufacturas de media tecnología","46321.601","2.11136302288806"
"2018","PER","Perú","Productos primarios","46708.597","21.8453921532409"
"2018","PER","Perú","Manufacturas en basadas en RRNN","86905.091","40.6451042194242"
"2018","PER","Perú","Manufacturas de baja tecnología","50548.664","23.641373512084"
"2018","PHL","Filipinas","Manufacturas de media tecnología","106533.953","67.1076345415155"
"2018","PHL","Filipinas","Manufacturas de alta tecnología","32926.964","20.7412811075699"
"2018","ROU","Rumania","Manufacturas de media tecnología","67938.119","58.6358204942303"
"2018","ROU","Rumania","Manufacturas de alta tecnología","30234.067","26.0943245341033"
"2018","SAU","Arabia Saudita","Manufacturas de media tecnología","162040.633","55.5599153056792"
"2018","SAU","Arabia Saudita","Manufacturas de alta tecnología","118.531","0.0406414872564554"
"2018","SRB","Serbia","Manufacturas de media tecnología","2885.4","33.6426473197931"
"2018","SRB","Serbia","Manufacturas de alta tecnología","1048.774","12.2282989534098"
"2018","SVN","Eslovenia","Productos primarios","712.401","2.89132559705952"
"2018","SVN","Eslovenia","Manufacturas en basadas en RRNN","3290.532","13.3548372328835"
"2018","SVN","Eslovenia","Manufacturas de baja tecnología","8460.72","34.3383800774472"
"2018","ZAF","Sudáfrica","Manufacturas de alta tecnología","6416.497","2.8051811144513"
"2018","ZAF","Sudáfrica","Manufacturas de media tecnología","132868.076","58.0876165778119"
"2018","SWE","Suecia","Manufacturas de media tecnología","158763.805","61.646811693101"
"2018","SWE","Suecia","Manufacturas de alta tecnología","23788.054","9.23672549598644"
"2016","MOZ","Mozambique","Productos primarios","11044.488","100"
"2016","OMN","Omán","Manufacturas de media tecnología","11095.035","24.8422900197786"
"2016","OMN","Omán","Manufacturas de alta tecnología","1.006","0.00225247993899048"
"2016","NAM","Namibia","Manufacturas de alta tecnología","0.026","0.0389151649404299"
"2016","NAM","Namibia","Manufacturas de media tecnología","0.272","0.40711249476142"
"2016","NRU","Nauru","Manufacturas de media tecnología","0.104","100"
"2016","NPL","Nepal","Productos primarios","0.09","0.0266907080748289"
"2016","NPL","Nepal","Manufacturas de baja tecnología","321.333","95.2956144200999"
"2016","NPL","Nepal","Manufacturas en basadas en RRNN","0.137","0.0406291889583506"
"2016","MNP","Islas Marianas","Manufacturas de media tecnología","0.701","100"
"2016","PLW","Palau","Manufacturas de alta tecnología","0.048","100"
"2016","SMR","San Marino","Manufacturas de baja tecnología","51.248","19.2816051951375"
"2016","SMR","San Marino","Manufacturas en basadas en RRNN","0.609","0.229130845376185"
"2016","SMR","San Marino","Productos primarios","0.064","0.0240794320263971"
"2016","SAU","Arabia Saudita","Manufacturas en basadas en RRNN","248655.704","68.2965717558177"
"2016","SAU","Arabia Saudita","Manufacturas de baja tecnología","3563.42","0.978740345832228"
"2016","SEN","Senegal","Manufacturas de media tecnología","0.79","0.707523934907798"
"2016","SOM","Somalia","Manufacturas de alta tecnología","0.022","100"
"2016","SDN","Sudán","Productos primarios","250.342","99.0947199252659"
"2016","SUR","Suriname","Manufacturas de alta tecnología","1.244","99.6794871794872"
"2016","SWZ","Eswatini","Manufacturas en basadas en RRNN","0.012","1.52284263959391"
"2016","SWZ","Eswatini","Manufacturas de baja tecnología","0.26","32.994923857868"
"2016","SYR","Siria","Manufacturas de baja tecnología","0.235","0.79343642379634"
"2016","MKD","Macedonia del Norte","Manufacturas de media tecnología","44.823","2.0536779542668"
"2016","MKD","Macedonia del Norte","Manufacturas de alta tecnología","2.602","0.119217143810147"
"2016","TZA","Tanzanía","Manufacturas de media tecnología","1.196","0.110949798926681"
"2016","TZA","Tanzanía","Manufacturas de alta tecnología","1.196","0.110949798926681"
"2016","UZB","Uzbekistán","Manufacturas en basadas en RRNN","12.86","0.406639801878511"
"2016","UZB","Uzbekistán","Productos primarios","301.368","9.52941087189139"
"2016","UZB","Uzbekistán","Manufacturas de baja tecnología","2848.276","90.0639493262301"
"2016","VEN","Venezuela","Manufacturas de media tecnología","58745.057","86.4593017129993"
"2016","VEN","Venezuela","Manufacturas de alta tecnología","17.249","0.0253865869131342"
"2016","ZMB","Zambia","Manufacturas de media tecnología","54.953","98.0463174421924"
"2016","ZMB","Zambia","Manufacturas de alta tecnología","0.068","0.121324578932344"
"2017","BHS","Bahamas","Manufacturas de media tecnología","5040.21","100"
"2017","BHR","Bahrein","Manufacturas en basadas en RRNN","895.679","12.5449208896528"
"2017","BHR","Bahrein","Manufacturas de baja tecnología","723.056","10.1271552853074"
"2017","CMR","Camerún","Manufacturas de media tecnología","0.191","0.110045862045125"
"2017","CMR","Camerún","Manufacturas de alta tecnología","1.844","1.06243230162937"
"2017","CUB","Cuba","Productos primarios","172.216","2.81171183055802"
"2017","CUB","Cuba","Manufacturas en basadas en RRNN","1762.979","28.7835561813382"
"2017","CUB","Cuba","Manufacturas de baja tecnología","1.884","0.0307594247269203"
"2017","CYP","Chipre","Manufacturas de media tecnología","192.507","1.64823719094429"
"2017","CYP","Chipre","Manufacturas de alta tecnología","23.118","0.197935386143102"
"2017","GHA","Ghana","Manufacturas de media tecnología","0.776","0.172886650076084"
"2017","ISL","Islandia","Manufacturas de alta tecnología","418.363","21.0607523541902"
"2017","ISL","Islandia","Manufacturas de media tecnología","718.29","36.1593348563121"
"2017","KAZ","Kazajstán","Productos primarios","2766.565","31.8623665632791"
"2017","KAZ","Kazajstán","Manufacturas en basadas en RRNN","31.832","0.366607273800652"
"2017","KAZ","Kazajstán","Manufacturas de baja tecnología","10.654","0.122701492054289"
"2017","JOR","Jordania","Productos primarios","1576.11","39.3830092666051"
"2017","JOR","Jordania","Manufacturas en basadas en RRNN","1099.436","27.4721295950405"
"2017","JOR","Jordania","Manufacturas de baja tecnología","1193.195","29.8149302662041"
"2017","LBR","Liberia","Manufacturas de media tecnología","0.045","100"
"2017","LBY","Libia","Manufacturas de media tecnología","2974.623","79.6209988388583"
"2017","MAC","Macao","Manufacturas de baja tecnología","3.667","1.47859325984049"
"2017","MDG","Madagascar","Productos primarios","453.133","50.9353389746679"
"2017","MDG","Madagascar","Manufacturas en basadas en RRNN","178.918","20.1116426715107"
"2017","MDG","Madagascar","Manufacturas de baja tecnología","203.314","22.8539248041869"
"2017","MWI","Malawi","Productos primarios","66.454","99.5968406696341"
"2017","MDA","Moldavia","Manufacturas de media tecnología","15.061","15.3983784723287"
"2017","MDA","Moldavia","Manufacturas de alta tecnología","16.532","16.9023300514268"
"2017","CUW","Curazao","Manufacturas de media tecnología","14.368","0.972718785563846"
"2017","ABW","Aruba","Manufacturas en basadas en RRNN","0.053","100"
"2017","NIC","Nicaragua","Manufacturas de media tecnología","13.771","3.90452886788227"
"2017","NIC","Nicaragua","Manufacturas de alta tecnología","0.15","0.0425299056119628"
"2017","PNG","Papúa Nueva Guinea","Manufacturas de media tecnología","0.239","0.264310360081394"
"2017","SEN","Senegal","Manufacturas de media tecnología","9084.807","92.243820471943"
"2017","SYC","Seychelles","Manufacturas de media tecnología","65.741","100"
"2017","SLE","Sierra Leona","Manufacturas en basadas en RRNN","59.987","87.272859532989"
"2017","SLE","Sierra Leona","Manufacturas de baja tecnología","0.004","0.00581945151669455"
"2017","ZWE","Zimbabwe","Productos primarios","673.407","100"
"2017","SDN","Sudán","Productos primarios","422.757","100"
"2017","SUR","Suriname","Manufacturas de media tecnología","14","99.9571612166214"
"2017","SWZ","Eswatini","Manufacturas en basadas en RRNN","0.074","1.02564102564103"
"2017","SWZ","Eswatini","Manufacturas de baja tecnología","0.155","2.14830214830215"
"2017","TTO","Trinidad y Tobago","Manufacturas en basadas en RRNN","9879.792","6.05102403151704"
"2017","TTO","Trinidad y Tobago","Productos primarios","153231.007","93.8485856514546"
"2017","TTO","Trinidad y Tobago","Manufacturas de baja tecnología","8.624","0.0052818957370563"
"2017","TKM","Turkmenistán","Manufacturas de media tecnología","0.207","0.597764879147535"
"2017","TUV","Tuvalu","Manufacturas en basadas en RRNN","0.485","100"
"2017","UGA","Uganda","Productos primarios","2.529","100"
"2017","TZA","Tanzanía","Productos primarios","160.374","28.6113400627268"
"2017","TZA","Tanzanía","Manufacturas en basadas en RRNN","4.723","0.842601413672158"
"2017","TZA","Tanzanía","Manufacturas de baja tecnología","395.09","70.485579616289"
"2017","ZMB","Zambia","Manufacturas en basadas en RRNN","71.76","100"
"2018","AFG","Afganistán","Manufacturas de baja tecnología","1.098","8.51360781577111"
"2018","AFG","Afganistán","Manufacturas en basadas en RRNN","1.729","13.4062185004265"
"2018","ALB","Albania","Productos primarios","1.683","0.549820320156811"
"2018","ALB","Albania","Manufacturas en basadas en RRNN","3.827","1.25024501796798"
"2018","ALB","Albania","Manufacturas de baja tecnología","237.543","77.6030708918654"
"2018","DZA","Argelia","Manufacturas de alta tecnología","22.9","0.0263220293857067"
"2018","DZA","Argelia","Manufacturas de media tecnología","66292.282","76.1985761943038"
"2018","AND","Andorra","Manufacturas de baja tecnología","0.629","1.21468435586969"
"2018","AGO","Angola","Productos primarios","0.475","0.786215572033898"
"2018","AGO","Angola","Manufacturas de baja tecnología","9.823","16.258938029661"
"2018","AGO","Angola","Manufacturas en basadas en RRNN","2.752","4.55508474576271"
"2018","ATG","Antigua y Barbuda","Manufacturas de media tecnología","3.914","98.7137452711223"
"2018","BRB","Barbados","Manufacturas de media tecnología","0.517","5.40738416483631"
"2018","BRB","Barbados","Manufacturas de alta tecnología","5.004","52.3376215877"
"2018","BDI","Burundi","Productos primarios","2.987","85.0754770720592"
"2018","CPV","Cabo Verde","Manufacturas en basadas en RRNN","17.045","100"
"2018","COM","Comoras","Productos primarios","18.487","63.3550376970528"
"2018","COM","Comoras","Manufacturas en basadas en RRNN","10.693","36.6449623029472"
"2018","COG","Congo","Productos primarios","4.193","0.357913839477393"
"2018","COG","Congo","Manufacturas en basadas en RRNN","38.717","3.30487720559175"
"2018","ETH","Etiopía","Productos primarios","32.491","96.7339526021198"
"2018","ETH","Etiopía","Manufacturas de baja tecnología","0.015","0.0446588067166845"
"2018","ETH","Etiopía","Manufacturas en basadas en RRNN","1.011","3.01000357270454"
"2018","FJI","Fiji","Productos primarios","7.512","63.8884163973465"
"2018","FJI","Fiji","Manufacturas en basadas en RRNN","4.246","36.1115836026535"
"2018","GAB","Gabón","Manufacturas de alta tecnología","5.948","0.951320781272991"
"2018","GAB","Gabón","Manufacturas de media tecnología","14.891","2.38166068492537"
"2018","GEO","Georgia","Manufacturas de alta tecnología","29.514","6.27981497163721"
"2018","GEO","Georgia","Manufacturas de media tecnología","339.941","72.3306424501364"
"2018","GMB","Gambia","Manufacturas de media tecnología","9.198","100"
"2018","ISL","Islandia","Manufacturas de alta tecnología","864.711","24.6978430006055"
"2018","ISL","Islandia","Manufacturas de media tecnología","2118.386","60.5052611134596"
"2018","IRN","Irán","Productos primarios","543.955","32.4896087366051"
"2018","IRN","Irán","Manufacturas en basadas en RRNN","64.936","3.87852898294931"
"2018","IRN","Irán","Manufacturas de baja tecnología","410.927","24.5440476681103"
"2018","IRQ","Iraq","Manufacturas de media tecnología","0.485","0.0848946955693721"
"2018","CIV","Costa de Marfil","Productos primarios","3747.582","95.5239684083213"
"2018","CIV","Costa de Marfil","Manufacturas en basadas en RRNN","93.187","2.37528946506474"
"2018","CIV","Costa de Marfil","Manufacturas de baja tecnología","61.54","1.56862345262841"
"2018","JAM","Jamaica","Manufacturas de media tecnología","2.723","0.272323692161218"
"2018","JAM","Jamaica","Manufacturas de alta tecnología","3.972","0.397234559406668"
"2018","JOR","Jordania","Manufacturas de media tecnología","126.085","0.992324741764181"
"2018","JOR","Jordania","Manufacturas de alta tecnología","0.546","0.00429717499308596"
"2018","KEN","Kenia","Manufacturas de alta tecnología","0.908","0.175448766255096"
"2018","KEN","Kenia","Manufacturas de media tecnología","2.693","0.520356307846888"
"2018","MDV","Maldivas","Manufacturas en basadas en RRNN","0.077","100"
"2018","MLI","Malí","Manufacturas de media tecnología","0.019","0.396163469557965"
"2018","MRT","Mauritania","Manufacturas en basadas en RRNN","0.199","12.7892030848329"
"2018","MUS","Mauricio","Manufacturas en basadas en RRNN","61.118","7.37253255745504"
"2018","MUS","Mauricio","Manufacturas de baja tecnología","242.179","29.2135305839835"
"2018","MDA","Moldavia","Manufacturas en basadas en RRNN","7.654","3.44818265366803"
"2018","MDA","Moldavia","Manufacturas de baja tecnología","211.623","95.3377002504821"
"2018","MNE","Montenegro","Manufacturas de media tecnología","4.593","97.765006385696"
"2018","CUW","Curazao","Manufacturas de alta tecnología","6.767","52.5306629405372"
"2018","CUW","Curazao","Manufacturas de media tecnología","5.612","43.5646638720696"
"2018","NIC","Nicaragua","Productos primarios","49.259","6.10031418618101"
"2018","NIC","Nicaragua","Manufacturas en basadas en RRNN","296.071","36.6659112328061"
"2018","NIC","Nicaragua","Manufacturas de baja tecnología","378.978","46.9332481303012"
"2018","NGA","Nigeria","Productos primarios","254373.468","93.9329474721246"
"2018","NGA","Nigeria","Manufacturas en basadas en RRNN","23.452","0.00866016216799885"
"2018","NGA","Nigeria","Manufacturas de baja tecnología","2.089","0.00077140878257503"
"2018","GNB","Guinea-Bissau","Manufacturas de media tecnología","0.11","100"
"2018","QAT","Qatar","Manufacturas de alta tecnología","1.119","0.000244160067569891"
"2018","QAT","Qatar","Manufacturas de media tecnología","10881.051","2.37418958658752"
"2018","KNA","Saint Kitts y Nevis","Manufacturas en basadas en RRNN","0.006","0.067598017124831"
"2018","SMR","San Marino","Manufacturas en basadas en RRNN","11.15","2.08401866084512"
"2018","SMR","San Marino","Manufacturas de baja tecnología","6.727","1.25732677412602"
"2018","SMR","San Marino","Productos primarios","0.086","0.0160740452764736"
"2018","STP","Santo Tomé y Príncipe","Manufacturas de media tecnología","2.961","99.1627595445412"
"2018","SEN","Senegal","Manufacturas de media tecnología","9153.557","99.9910097680018"
"2018","SEN","Senegal","Manufacturas de alta tecnología","0.823","0.00899023199823473"
"2018","SOM","Somalia","Manufacturas de alta tecnología","2.015","14.8939315544386"
"2018","SUR","Suriname","Manufacturas de baja tecnología","0.011","0.614525139664804"
"2018","SWZ","Eswatini","Manufacturas de baja tecnología","0.407","0.424404842594813"
"2018","SWZ","Eswatini","Manufacturas en basadas en RRNN","0.026","0.0271118572664991"
"2018","ARE","Emiratos Árabes Unidos","Manufacturas de media tecnología","29871.785","17.7692145499744"
"2018","ARE","Emiratos Árabes Unidos","Manufacturas de alta tecnología","12867.687","7.65433639352041"
"2018","UKR","Ucrania","Productos primarios","40.941","0.176805651631241"
"2018","UKR","Ucrania","Manufacturas en basadas en RRNN","564.373","2.43727158662656"
"2018","UKR","Ucrania","Manufacturas de baja tecnología","667.023","2.88057048357453"
"2018","GBR","Reino Unido","Productos primarios","83460.39","14.6384310482948"
"2018","GBR","Reino Unido","Manufacturas en basadas en RRNN","106415.038","18.664532915131"
"2018","GBR","Reino Unido","Manufacturas de baja tecnología","28321.037","4.96733297484838"
"2018","URY","Uruguay","Productos primarios","70918.386","15.1764209529435"
"2018","URY","Uruguay","Manufacturas en basadas en RRNN","101607.002","21.743735596557"
"2018","URY","Uruguay","Manufacturas de baja tecnología","75625.533","16.1837428674521"
"2019","AUT","Austria","Manufacturas de media tecnología","94222.7500000001","44.8279891971791"
"2019","AUT","Austria","Manufacturas de alta tecnología","65066.706","30.9565321927457"
"2019","BGD","Bangladesh","Manufacturas de baja tecnología","23354.765","98.9178477631593"
"2019","BOL","Bolivia","Manufacturas en basadas en RRNN","14544.014","1.11272157631384"
"2019","BOL","Bolivia","Productos primarios","1228652.892","94.0007746643254"
"2019","BOL","Bolivia","Manufacturas de baja tecnología","1632.753","0.124917336568237"
"2019","BIH","Bosnia y Herzegovina","Manufacturas de media tecnología","1067.707","13.7783187954548"
"2019","BIH","Bosnia y Herzegovina","Manufacturas de alta tecnología","5669.184","73.158483050211"
"2019","BRA","Brasil","Productos primarios","822137.575","8.10813538658909"
"2019","BRA","Brasil","Manufacturas en basadas en RRNN","1906365.746","18.8010766506128"
"2019","BRA","Brasil","Manufacturas de baja tecnología","1107119.722","10.9187037159065"
"2019","CAF","Rep. Centroafricana","Manufacturas de baja tecnología","0.015","100"
"2019","LKA","Sri Lanka","Manufacturas de alta tecnología","77.445","0.662827808555781"
"2019","LKA","Sri Lanka","Manufacturas de media tecnología","805.139","6.8909357473406"
"2019","CHL","Chile","Productos primarios","154605.705","25.9554338310401"
"2019","CHL","Chile","Manufacturas en basadas en RRNN","185505.666","31.1429648676032"
"2019","CHL","Chile","Manufacturas de baja tecnología","72843.993","12.2291570049129"
"2019","COL","Colombia","Productos primarios","27172.102","11.5446356481078"
"2019","COL","Colombia","Manufacturas en basadas en RRNN","19166.358","8.14322792587765"
"2019","COL","Colombia","Manufacturas de baja tecnología","28999.031","12.3208446311288"
"2019","CRI","Costa Rica","Productos primarios","842.5","5.18549356789531"
"2019","CRI","Costa Rica","Manufacturas en basadas en RRNN","3145.715","19.3615251025897"
