"anio","letra","letra_desc","prop_empleo","prop_vab"
"2006","M","Enseñanza","0.0953837511285387","0.0460621603770866"
"2006","N_O","Serv. comunitarios, sociales y personales","0.0975491710083924","0.0653276293317452"
"2006","P","Servicio doméstico","0.0799073020427093","0.00747521045049871"
"2007","A_B","Agro y pesca","0.0843892338013718","0.0883232309569021"
"2007","C","Petróleo y minería","0.00426858724815939","0.0518490698937068"
"2007","D","Industria manufacturera","0.127416137362567","0.202041237325899"
"2007","E","Electricidad, gas y agua","0.00447832423886234","0.0189944399048968"
"2007","F","Construcción","0.0794065712010631","0.0520330238751994"
"2007","G","Comercio","0.183214918159639","0.151988648036814"
"2007","H","Hotelería y restaurantes","0.0330462365354834","0.0205788111738186"
"2007","I","Transporte y comunicaciones","0.0570380599425338","0.0734415531128999"
"2007","J","Finanzas","0.0158865576617366","0.0378517549712799"
"2007","K","Serv. inmobiliarios y profesionales","0.0718186327733501","0.118707342111486"
"2007","L","Adm. pública y defensa","0.0682757779490181","0.0609971517374803"
"2007","M","Enseñanza","0.0919065504556334","0.0483821357705017"
"2007","N_O","Serv. comunitarios, sociales y personales","0.0991003018165646","0.06742687044002"
"2007","P","Servicio doméstico","0.0797541108540172","0.00738473068909592"
"2008","A_B","Agro y pesca","0.08558250164878","0.0872898126831965"
"2008","C","Petróleo y minería","0.00527553384587388","0.0444723813012763"
"2008","D","Industria manufacturera","0.125905320116558","0.197245502686774"
"2008","E","Electricidad, gas y agua","0.00461639450882865","0.0170274649241588"
"2008","F","Construcción","0.079028666670726","0.0545942239358114"
"2008","G","Comercio","0.181040639403429","0.153968149912252"
"2008","H","Hotelería y restaurantes","0.0312275888255234","0.0211077024977974"
"2008","I","Transporte y comunicaciones","0.0588731817459448","0.0725106417775677"
"2008","J","Finanzas","0.0171175300019042","0.0386092217208611"
"2008","K","Serv. inmobiliarios y profesionales","0.0709404605222643","0.115887724047602"
"2008","L","Adm. pública y defensa","0.0692764168505836","0.0656616551871067"
"2008","M","Enseñanza","0.0934606753916449","0.052007248727915"
"2008","N_O","Serv. comunitarios, sociales y personales","0.0964465287017155","0.0720381943485811"
"2008","P","Servicio doméstico","0.081208561766224","0.00758007624910013"
"2009","A_B","Agro y pesca","0.0822295654799282","0.0628831704024408"
"2009","C","Petróleo y minería","0.00452201625746584","0.0483776299820937"
"2009","D","Industria manufacturera","0.124297147996799","0.185822390997521"
"2009","E","Electricidad, gas y agua","0.00501031319651101","0.0166323089597836"
"2009","F","Construcción","0.0714807582034167","0.0506588495144995"
"2009","G","Comercio","0.184849997381799","0.146758487323699"
"2009","H","Hotelería y restaurantes","0.0331869440385377","0.0207613806163403"
"2009","I","Transporte y comunicaciones","0.0581754283905433","0.0740982198470271"
"2009","J","Finanzas","0.0151697585805362","0.0409123063165924"
"2009","K","Serv. inmobiliarios y profesionales","0.0674080354268106","0.123215065883334"
"2009","L","Adm. pública y defensa","0.0709669057885872","0.0775711224507375"
"2009","M","Enseñanza","0.0997251549747562","0.0598742181201203"
"2009","N_O","Serv. comunitarios, sociales y personales","0.0999843420378202","0.0836764422479645"
"2009","P","Servicio doméstico","0.0829936322464886","0.00875840733784696"
"2010","A_B","Agro y pesca","0.0810369692400067","0.0850220169414828"
"2010","C","Petróleo y minería","0.00433658617753769","0.046165871976057"
"2010","D","Industria manufacturera","0.125533605457939","0.18888536111366"
"2010","E","Electricidad, gas y agua","0.00506336938870277","0.0140670934406811"
"2010","F","Construcción","0.071794049891952","0.0519895930947569"
"2010","G","Comercio","0.17595966208109","0.149435210359299"
"2010","H","Hotelería y restaurantes","0.0324290865197122","0.0214509262947381"
"2010","I","Transporte y comunicaciones","0.0588090161457132","0.0712238113690058"
"2010","J","Finanzas","0.0154808132971387","0.037927505210774"
"2010","K","Serv. inmobiliarios y profesionales","0.0702262989469256","0.114845335341746"
"2010","L","Adm. pública y defensa","0.0734978405776209","0.0751821904547433"
"2010","M","Enseñanza","0.101459562738463","0.0545203476362729"
"2010","N_O","Serv. comunitarios, sociales y personales","0.100345089361207","0.0812509211843321"
"2010","P","Servicio doméstico","0.084028050175991","0.0080338155824508"
"2011","A_B","Agro y pesca","0.081470464619911","0.0832951228413696"
"2011","C","Petróleo y minería","0.00449482360527248","0.0402493573661148"
"2011","D","Industria manufacturera","0.123022237639819","0.188646391344263"
"2011","E","Electricidad, gas y agua","0.00543583555700252","0.0134459820716139"
"2011","F","Construcción","0.0785503030486035","0.0577260833210522"
"2011","G","Comercio","0.167715026814496","0.149601432975972"
"2011","H","Hotelería y restaurantes","0.0335699332193692","0.0226272164441974"
"2011","I","Transporte y comunicaciones","0.0564355037820874","0.0683438186126285"
"2011","J","Finanzas","0.0157043421826032","0.0376873261001379"
"2011","K","Serv. inmobiliarios y profesionales","0.070678467035193","0.111346254343234"
"2011","L","Adm. pública y defensa","0.0738144965509135","0.0772446859594492"
"2011","M","Enseñanza","0.100185796016719","0.0572662488148226"
"2011","N_O","Serv. comunitarios, sociales y personales","0.105568238848198","0.0845170101910463"
"2011","P","Servicio doméstico","0.0833545310798116","0.00800306961409855"
"2012","A_B","Agro y pesca","0.0777434345149338","0.068937864738431"
"2012","C","Petróleo y minería","0.00439082520039501","0.0388162247967828"
"2012","D","Industria manufacturera","0.124123952018574","0.181435519371343"
"2012","E","Electricidad, gas y agua","0.00561636803830795","0.0131399763120823"
"2012","F","Construcción","0.0742015796542406","0.057884920511906"
"2012","G","Comercio","0.169658853341069","0.146945998440272"
"2012","H","Hotelería y restaurantes","0.0319206817986676","0.024584448425824"
"2012","I","Transporte y comunicaciones","0.0580705985257499","0.0683597970269558"
"2012","J","Finanzas","0.0161771725127828","0.0421548046549099"
"2012","K","Serv. inmobiliarios y profesionales","0.0718408982873533","0.112424019384084"
"2012","L","Adm. pública y defensa","0.074758910652627","0.0834715042814016"
"2012","M","Enseñanza","0.101174485059368","0.0611209180004173"
"2012","N_O","Serv. comunitarios, sociales y personales","0.10421001080033","0.0918486940643356"
"2012","P","Servicio doméstico","0.0861122295956016","0.00887530999125517"
"2013","A_B","Agro y pesca","0.0747592346353305","0.0720775216138973"
"2013","C","Petróleo y minería","0.00461377509452064","0.0348905313067372"
"2013","D","Industria manufacturera","0.123548152029806","0.17875006887397"
"2013","E","Electricidad, gas y agua","0.00676340764113369","0.0141184303746756"
"2013","F","Construcción","0.0793077985331699","0.0581005025672863"
"2013","G","Comercio","0.165923397676253","0.146628822139453"
"2013","H","Hotelería y restaurantes","0.0316251029680264","0.0241163659084851"
"2013","I","Transporte y comunicaciones","0.0569550452795867","0.0665158757539749"
"2013","J","Finanzas","0.0161182848954861","0.0427316169371406"
"2013","K","Serv. inmobiliarios y profesionales","0.0701084221111025","0.113842520404763"
"2013","L","Adm. pública y defensa","0.0749142891848826","0.0855886549981687"
"2013","M","Enseñanza","0.101512538786438","0.0607271230840658"
"2013","N_O","Serv. comunitarios, sociales y personales","0.106916244560639","0.092679707653101"
"2013","P","Servicio doméstico","0.0869343066036245","0.00923225838428239"
"2014","A_B","Agro y pesca","0.0732255418501479","0.0799791756106722"
"2014","C","Petróleo y minería","0.00504427105144841","0.044284051206558"
"2014","D","Industria manufacturera","0.119234228288473","0.176011743634982"
"2014","E","Electricidad, gas y agua","0.00705842462291895","0.0137232230965282"
"2014","F","Construcción","0.0863475324843917","0.0552364204467149"
"2014","G","Comercio","0.164687969296825","0.143959998833975"
"2014","H","Hotelería y restaurantes","0.0325480818030891","0.0240944891562333"
"2014","I","Transporte y comunicaciones","0.0565524577789669","0.0657893019311666"
"2014","J","Finanzas","0.0153590337815745","0.0415628755269118"
"2014","K","Serv. inmobiliarios y profesionales","0.0686982025913618","0.108275662006864"
"2014","L","Adm. pública y defensa","0.0765055771674905","0.0875679852232499"
"2014","M","Enseñanza","0.102230082317379","0.059556134425749"
"2014","N_O","Serv. comunitarios, sociales y personales","0.105340983079617","0.0911418822171795"
"2014","P","Servicio doméstico","0.0871676138863163","0.00881705668321569"
"2015","A_B","Agro y pesca","0.0712104688610582","0.0612981606709539"
"2015","C","Petróleo y minería","0.00514023361746746","0.0379326327613356"
"2015","D","Industria manufacturera","0.118624993812081","0.168578253578957"
"2015","E","Electricidad, gas y agua","0.00652917071166746","0.0143449694115777"
"2015","F","Construcción","0.0846281169926242","0.0543673751701757"
"2015","G","Comercio","0.162821885381819","0.161275405234387"
"2015","H","Hotelería y restaurantes","0.0342346210816632","0.0250032618818158"
"2015","I","Transporte y comunicaciones","0.0557376635898316","0.0638012235016166"
"2015","J","Finanzas","0.0156440191023299","0.03946735159723"
"2015","K","Serv. inmobiliarios y profesionales","0.0696983896703169","0.111720161821187"
"2015","L","Adm. pública y defensa","0.0778393457024455","0.0931862963610521"
"2015","M","Enseñanza","0.103837659925894","0.0654362477431912"
"2015","N_O","Serv. comunitarios, sociales y personales","0.107633831634992","0.0946970058597338"
"2015","P","Servicio doméstico","0.0864195999158102","0.00889165440678709"
"2016","A_B","Agro y pesca","0.067683931213469","0.0741887540425081"
"2016","C","Petróleo y minería","0.00499690069363203","0.0381016050942767"
"2016","D","Industria manufacturera","0.116597537753347","0.159733311128959"
"2016","E","Electricidad, gas y agua","0.00631250223868146","0.0179473808301778"
"2016","F","Construcción","0.0801715517433771","0.0453956971399956"
"2016","G","Comercio","0.174333907430277","0.158962231397075"
"2016","H","Hotelería y restaurantes","0.032531102577589","0.0243246045067387"
"2016","I","Transporte y comunicaciones","0.0580854247129323","0.0633676014256956"
"2016","J","Finanzas","0.0151843576105368","0.046255333734449"
"2016","K","Serv. inmobiliarios y profesionales","0.0642996649979527","0.110224395037967"
"2016","L","Adm. pública y defensa","0.0778427025010911","0.0932187934351768"
"2016","M","Enseñanza","0.103361771748167","0.064474426678582"
"2016","N_O","Serv. comunitarios, sociales y personales","0.113887985123392","0.0953375871517009"
"2016","P","Servicio doméstico","0.0847106596555561","0.00846827839669703"
"2017","A_B","Agro y pesca","0.067581192644323","0.0620127309777584"
"2017","C","Petróleo y minería","0.00471813959836491","0.0349401811049257"
"2017","D","Industria manufacturera","0.114721932940768","0.152140919984466"
"2017","E","Electricidad, gas y agua","0.00618243165402461","0.0204909791590604"
"2017","F","Construcción","0.0822770820133907","0.0506210480071614"
"2017","G","Comercio","0.174988492192364","0.163143811126538"
"2017","H","Hotelería y restaurantes","0.0330633881414844","0.0256862831723644"
"2017","I","Transporte y comunicaciones","0.058369719318463","0.0666676113900765"
"2017","J","Finanzas","0.0149828242691198","0.0465400871424046"
"2017","K","Serv. inmobiliarios y profesionales","0.0666841046120859","0.116794048351119"
"2017","L","Adm. pública y defensa","0.0774386920373007","0.0912690856524281"
"2017","M","Enseñanza","0.103140029134785","0.0644670192710136"
"2017","N_O","Serv. comunitarios, sociales y personales","0.114805039887795","0.0968917224568725"
"2017","P","Servicio doméstico","0.0810469315557299","0.00833447220381157"
"2018","A_B","Agro y pesca","0.0672056683299018","0.0536219766699652"
"2018","C","Petróleo y minería","0.00479122837520938","0.0453312651792943"
"2018","D","Industria manufacturera","0.112220828919112","0.166142089442515"
"2018","E","Electricidad, gas y agua","0.00622129770653285","0.0215903373186086"
"2018","F","Construcción","0.083428028742536","0.0472195539373386"
"2018","G","Comercio","0.173179561691387","0.174705999496379"
"2018","H","Hotelería y restaurantes","0.0332789747031066","0.0238013211211744"
"2018","I","Transporte y comunicaciones","0.0579613327256124","0.0623325192943718"
"2018","J","Finanzas","0.0149587073760392","0.0414281359333083"
"2018","K","Serv. inmobiliarios y profesionales","0.0683020083550158","0.120789158827386"
"2018","L","Adm. pública y defensa","0.0769550458107392","0.0832898812442897"
"2018","M","Enseñanza","0.103881225899259","0.0620080273781712"
"2018","N_O","Serv. comunitarios, sociales y personales","0.116817875225026","0.0899920781691539"
"2018","P","Servicio doméstico","0.0807982161405229","0.00774765598804375"
"2019","A_B","Agro y pesca","0.0674953439749607","0.0633801108193838"
"2019","C","Petróleo y minería","0.00492342065847598","0.0474259119716289"
"2019","D","Industria manufacturera","0.111946047545408","0.161363325196788"
"2019","E","Electricidad, gas y agua","0.00614101517346224","0.0214690640092792"
"2019","F","Construcción","0.08278301138969","0.0457088893500735"
"2019","G","Comercio","0.171509052259798","0.173422278016402"
"2019","H","Hotelería y restaurantes","0.0324719307451544","0.0233614498282882"
"2019","I","Transporte y comunicaciones","0.0575528297873639","0.0694483390647244"
"2019","J","Finanzas","0.0147632160156857","0.0368194713782561"
"2019","K","Serv. inmobiliarios y profesionales","0.0699543627130197","0.119700006518946"
"2019","L","Adm. pública y defensa","0.0767305973704327","0.0814485757785177"
"2019","M","Enseñanza","0.10281733604909","0.0617707667424167"
"2019","N_O","Serv. comunitarios, sociales y personales","0.117409931716985","0.0870442043434657"
"2019","P","Servicio doméstico","0.0835019046004736","0.00763760698182995"
"2020","A_B","Agro y pesca","0.0721196309928814","0.076019451234321"
"2020","C","Petróleo y minería","0.00513911340552723","0.0370357723790154"
"2020","D","Industria manufacturera","0.117110503157987","0.174478239858319"
"2020","E","Electricidad, gas y agua","0.00659905354510295","0.0177254110698857"
"2020","F","Construcción","0.0761781804662169","0.038733120391882"
"2020","G","Comercio","0.170290236625583","0.193947023231596"
"2020","H","Hotelería y restaurantes","0.0284533726580731","0.0137448989931423"
"2020","I","Transporte y comunicaciones","0.053916748093484","0.0610304383402659"
"2020","J","Finanzas","0.0154563044409503","0.0452325461482698"
"2020","K","Serv. inmobiliarios y profesionales","0.0704968692917788","0.116372170920189"
"2020","L","Adm. pública y defensa","0.0836580120814563","0.0774625453632213"
"2020","M","Enseñanza","0.108664214445107","0.0640781644965626"
"2020","N_O","Serv. comunitarios, sociales y personales","0.118730862546534","0.0772337965283478"
"2020","P","Servicio doméstico","0.0731868982493185","0.00690642104498221"
"2021","A_B","Agro y pesca","0.0685137712064336","0.0871904547254455"
"2021","C","Petróleo y minería","0.00491456949038846","0.0407300135181033"
"2021","D","Industria manufacturera","0.113587709577094","0.186050321358253"
"2021","E","Electricidad, gas y agua","0.00656993229891273","0.0114851610366633"
"2021","F","Construcción","0.0804123781152163","0.0427452851409303"
"2021","G","Comercio","0.177206638843814","0.197754752336425"
"2021","H","Hotelería y restaurantes","0.0273705380689651","0.0151673859442154"
"2021","I","Transporte y comunicaciones","0.0568062025303816","0.0569098831935925"
"2021","J","Finanzas","0.0150072560468974","0.0349889787340726"
"2021","K","Serv. inmobiliarios y profesionales","0.0729863992465187","0.112052351836869"
"2021","L","Adm. pública y defensa","0.0795366962803933","0.0748138376206367"
"2021","M","Enseñanza","0.105036493091794","0.0562622989422453"
"2021","N_O","Serv. comunitarios, sociales y personales","0.120321785144207","0.0778885841173921"
"2021","P","Servicio doméstico","0.071729630058984","0.00596069149515684"
"2022","A_B","Agro y pesca","0.0638809156209587","0.0788794549092473"
"2022","C","Petróleo y minería","0.00495470118083862","0.0379912726188459"
"2022","D","Industria manufacturera","0.116263164651546","0.193706373508067"
"2022","E","Electricidad, gas y agua","0.00630727239149793","0.00978975393969976"
"2022","F","Construcción","0.0826825631469783","0.0437819520112"
"2022","G","Comercio","0.177621850157884","0.198357613697407"
"2022","H","Hotelería y restaurantes","0.0313269951527576","0.0213229313554392"
"2022","I","Transporte y comunicaciones","0.0558711539937287","0.0554002525545807"
"2022","J","Finanzas","0.013878334981541","0.0290190035971733"
"2022","K","Serv. inmobiliarios y profesionales","0.0709118985800143","0.111680861140897"
"2022","L","Adm. pública y defensa","0.0765526443420716","0.0783656503188161"
"2022","M","Enseñanza","0.102333929707422","0.0571504351592578"
"2022","N_O","Serv. comunitarios, sociales y personales","0.123055686872718","0.0782010166356547"
"2022","P","Servicio doméstico","0.0743588892200427","0.0063534285537147"
"2023","A_B","Agro y pesca","0.0627042479680209","0.0704802848989686"
"2023","C","Petróleo y minería","0.00521135331365028","0.0469412260765165"
"2023","D","Industria manufacturera","0.114650264634466","0.193944405081945"
"2023","E","Electricidad, gas y agua","0.00618921591227912","0.0105297523448098"
"2023","F","Construcción","0.0847411020062106","0.0463964994447498"
"2023","G","Comercio","0.178736267295118","0.20030636724162"
"2023","H","Hotelería y restaurantes","0.0329728504368769","0.0244403501614496"
"2023","I","Transporte y comunicaciones","0.0559185096449069","0.0519028733770988"
"2023","J","Finanzas","0.0137511813285747","0.0191187985455676"
"2023","K","Serv. inmobiliarios y profesionales","0.0709218164162704","0.108557023924402"
"2023","L","Adm. pública y defensa","0.0761865489952689","0.0828997084778932"
"2023","M","Enseñanza","0.101759393104387","0.0598549607051176"
"2023","N_O","Serv. comunitarios, sociales y personales","0.12311377393145","0.0782255695184726"
"2023","P","Servicio doméstico","0.0731434750125201","0.0064021802013884"
"2024","A_B","Agro y pesca","0.0644079077580944","0.0717834279397129"
"2024","C","Petróleo y minería","0.00515288648084245","0.0511200560193289"
"2024","D","Industria manufacturera","0.109181088271314","0.181053028669392"
"2024","E","Electricidad, gas y agua","0.00599446330212461","0.0163282783124003"
"2024","F","Construcción","0.0797551299353146","0.0394098037788159"
"2024","G","Comercio","0.178761132919208","0.194109907154009"
"2024","H","Hotelería y restaurantes","0.0358817918427214","0.0266665000351386"
"2024","I","Transporte y comunicaciones","0.0560456140530542","0.0577594648713634"
"2024","J","Finanzas","0.0139202702096741","0.042224583702697"
"2024","K","Serv. inmobiliarios y profesionales","0.0724622208038496","0.113372358603461"
"2024","L","Adm. pública y defensa","0.0754284720721527","0.0701133371943597"
"2024","M","Enseñanza","0.102397500885702","0.0537021105753035"
"2024","N_O","Serv. comunitarios, sociales y personales","0.127462385928137","0.0765848800820951"
"2024","P","Servicio doméstico","0.0731491355378115","0.00577226306192243"
