"anio","importer_iso3","geonombreFundar","clasificacion_lall","expo","prop"
"2002","IRL","Irlanda","Manufacturas de baja tecnología","186.409","0.551695860494928"
"2002","ITA","Italia","Productos primarios","765920.962","73.3449917364845"
"2002","ITA","Italia","Manufacturas en basadas en RRNN","69844.301","6.68832677762061"
"2002","IRN","Irán","Manufacturas de media tecnología","11857.766","3.49914252053545"
"2002","ITA","Italia","Manufacturas de baja tecnología","148082.131","14.1804222803293"
"2002","CIV","Costa de Marfil","Productos primarios","994.678","13.3145432643881"
"2002","CIV","Costa de Marfil","Manufacturas en basadas en RRNN","1154.284","15.450994449853"
"2002","CIV","Costa de Marfil","Manufacturas de baja tecnología","3286.219","43.9886124471981"
"2002","JAM","Jamaica","Manufacturas de alta tecnología","21.797","0.522702185891285"
"2002","KAZ","Kazajstán","Manufacturas de media tecnología","3720.617","99.9991130582022"
"2002","JOR","Jordania","Productos primarios","125333.472","97.8389823079265"
"2002","JOR","Jordania","Manufacturas en basadas en RRNN","1127.178","0.879908189249588"
"2002","JOR","Jordania","Manufacturas de baja tecnología","6.906","0.00539102604465103"
"2002","KEN","Kenia","Manufacturas de media tecnología","247.333","1.29431454648936"
"2002","KWT","Kuwait","Manufacturas de media tecnología","5987.436","34.8304487984021"
"2002","LBR","Liberia","Manufacturas de media tecnología","85.947","19.8065139088292"
"2002","LTU","Lituania","Productos primarios","9932.127","87.6218437086962"
"2002","LTU","Lituania","Manufacturas en basadas en RRNN","778.196","6.86529363617003"
"2002","LTU","Lituania","Manufacturas de baja tecnología","435.737","3.84409898424538"
"2002","LUX","Luxemburgo","Manufacturas de media tecnología","16.69","1.34931491344658"
"2002","MDG","Madagascar","Manufacturas en basadas en RRNN","3849.161","99.9605264627218"
"2002","MLT","Malta","Productos primarios","2164.155","59.4839613700781"
"2002","MLT","Malta","Manufacturas en basadas en RRNN","1416.733","38.9403213003296"
"2002","MLT","Malta","Manufacturas de baja tecnología","30.217","0.83054442067211"
"2002","MRT","Mauritania","Productos primarios","614.374","45.6202281998999"
"2002","MRT","Mauritania","Manufacturas en basadas en RRNN","670.1","49.7581520649522"
"2002","MUS","Mauricio","Productos primarios","17312.16","59.2217529011618"
"2002","MUS","Mauricio","Manufacturas en basadas en RRNN","11807.64","40.391790419328"
"2002","MUS","Mauricio","Manufacturas de baja tecnología","12.587","0.0430578393318294"
"2002","MEX","México","Manufacturas de alta tecnología","32442.006","4.7607386962248"
"2002","LBN","Líbano","Manufacturas de media tecnología","204.698","0.550141108407292"
"2002","TWN","Taiwán","Manufacturas de alta tecnología","1601.881","1.91846621866554"
"2002","MAR","Marruecos","Manufacturas de alta tecnología","176.905","0.170954152619437"
"2002","OMN","Omán","Manufacturas de media tecnología","5004.434","11.4657287151502"
"2002","NPL","Nepal","Manufacturas en basadas en RRNN","61.82","63.8504441231151"
"2002","NLD","Países Bajos","Productos primarios","661702.437","64.9415840629264"
"2002","NLD","Países Bajos","Manufacturas en basadas en RRNN","327138.889","32.1064521940787"
"2002","NLD","Países Bajos","Manufacturas de baja tecnología","12230.777","1.20036739822436"
"2002","VUT","Vanuatu","Manufacturas en basadas en RRNN","9.315","100"
"2002","NZL","Nueva Zelanda","Manufacturas de alta tecnología","1754.031","14.3598008001722"
"2002","NIC","Nicaragua","Manufacturas de media tecnología","1408.605","27.3755854411222"
"2002","NGA","Nigeria","Productos primarios","15211.279","20.4808187610176"
"2002","NGA","Nigeria","Manufacturas en basadas en RRNN","22882.277","30.8092283414433"
"2002","NGA","Nigeria","Manufacturas de baja tecnología","6199.041","8.34653254424676"
"2002","NOR","Noruega","Productos primarios","31233.441","64.3083317882572"
"2002","NOR","Noruega","Manufacturas en basadas en RRNN","6416.167","13.2106160267409"
"2002","NOR","Noruega","Manufacturas de baja tecnología","7406.798","15.2502832868335"
"2002","PAK","Pakistán","Productos primarios","33247.159","56.8316837403633"
"2002","PAK","Pakistán","Manufacturas en basadas en RRNN","17818.783","30.4588864297898"
"2002","PAK","Pakistán","Manufacturas de baja tecnología","5704.391","9.75091270936487"
"2002","PAN","Panamá","Manufacturas de media tecnología","5769.701","19.5640271391872"
"2002","PNG","Papúa Nueva Guinea","Manufacturas en basadas en RRNN","7.2","64.7715005397625"
"2002","PER","Perú","Productos primarios","300110.621","52.5799285180058"
"2002","PER","Perú","Manufacturas en basadas en RRNN","121783.598","21.3367086315334"
"2002","PER","Perú","Manufacturas de baja tecnología","22607.517","3.9608782383933"
"2002","PHL","Filipinas","Productos primarios","124578.707","80.3951303561391"
"2002","PHL","Filipinas","Manufacturas en basadas en RRNN","2596.768","1.67578799693796"
"2002","PHL","Filipinas","Manufacturas de baja tecnología","818.425","0.528159154531305"
"2002","PRT","Portugal","Manufacturas de media tecnología","1578.228","1.02811573701712"
"2002","QAT","Qatar","Manufacturas de media tecnología","5959.754","76.4564071446074"
"2002","ROU","Rumania","Manufacturas de alta tecnología","74.185","0.471787327672182"
"2002","RUS","Rusia","Productos primarios","65279.51","41.2196862860292"
"2002","RUS","Rusia","Manufacturas en basadas en RRNN","79928.241","50.4693895437348"
"2002","RUS","Rusia","Manufacturas de baja tecnología","550.59","0.34766111253324"
"2002","KNA","Saint Kitts y Nevis","Manufacturas en basadas en RRNN","188.814","100"
"2002","SEN","Senegal","Productos primarios","14055.935","60.4095464715994"
"2002","SEN","Senegal","Manufacturas en basadas en RRNN","7833.986","33.668876622214"
"2002","SEN","Senegal","Manufacturas de baja tecnología","41.913","0.180133539409804"
"2002","IND","India","Manufacturas de alta tecnología","1056.216","0.238541566219555"
"2002","VNM","Vietnam","Manufacturas de media tecnología","5536.664","7.70962151899455"
"2002","SVN","Eslovenia","Productos primarios","6089.424","66.8144623873058"
"2002","SVN","Eslovenia","Manufacturas en basadas en RRNN","1975.563","21.6762997218215"
"2002","SVN","Eslovenia","Manufacturas de baja tecnología","50.875","0.558211379919378"
"2002","ZAF","Sudáfrica","Productos primarios","190315.595","67.2642350339719"
"2002","ZAF","Sudáfrica","Manufacturas en basadas en RRNN","46320.129","16.3711651893787"
"2002","ZAF","Sudáfrica","Manufacturas de baja tecnología","4779.804","1.68935109953716"
"2002","ESP","España","Productos primarios","955145.174","76.2647378577841"
"2002","ESP","España","Manufacturas en basadas en RRNN","125746.083","10.0403502186759"
"2002","ESP","España","Manufacturas de baja tecnología","96897.064","7.73686491468253"
"2002","SDN","Sudán","Manufacturas de media tecnología","433.662","10.0291418700982"
"2002","SUR","Suriname","Productos primarios","74.527","7.13519112991013"
"2002","SUR","Suriname","Manufacturas en basadas en RRNN","842.805","80.6898809860038"
"2002","SUR","Suriname","Manufacturas de baja tecnología","60.139","5.75768861435004"
"2002","SWE","Suecia","Manufacturas de media tecnología","22864.224","44.4496156664231"
"2002","SYR","Siria","Manufacturas de alta tecnología","121.552","0.108021739215053"
"2002","TTO","Trinidad y Tobago","Manufacturas de alta tecnología","179.171","2.75011147275268"
"2002","TUR","Turquía","Productos primarios","57563.078","54.7209521833942"
"2002","TUR","Turquía","Manufacturas en basadas en RRNN","33405.49","31.7561236206454"
"2002","TUR","Turquía","Manufacturas de baja tecnología","1898.756","1.80500661003452"
"2002","MKD","Macedonia del Norte","Productos primarios","3823.358","94.2643899374605"
"2002","MKD","Macedonia del Norte","Manufacturas en basadas en RRNN","215.152","5.30454433611095"
"2002","MKD","Macedonia del Norte","Manufacturas de baja tecnología","12.767","0.314768710210124"
"2002","EGY","Egipto","Manufacturas de alta tecnología","141.394","0.0348826396441478"
"2002","GBR","Reino Unido","Productos primarios","232043.734","53.3315456842761"
"2002","GBR","Reino Unido","Manufacturas en basadas en RRNN","136073.012","31.2742082312597"
"2002","GBR","Reino Unido","Manufacturas de baja tecnología","24025.037","5.52177098792904"
"2002","TUN","Túnez","Productos primarios","95563.924","84.8243661389815"
"2002","TUN","Túnez","Manufacturas en basadas en RRNN","15917.448","14.1286311887967"
"2002","TUN","Túnez","Manufacturas de baja tecnología","185.498","0.164651571549624"
"2002","TGO","Togo","Manufacturas de alta tecnología","0.4","0.142182790195075"
"2002","TZA","Tanzanía","Manufacturas de media tecnología","19.677","0.628552718793174"
"2002","USA","Estados Unidos","Productos primarios","983834.145","31.0545793075854"
"2002","USA","Estados Unidos","Manufacturas en basadas en RRNN","1206472.981","38.0821412443694"
"2002","USA","Estados Unidos","Manufacturas de baja tecnología","557843.158","17.6082367941243"
"2002","BFA","Burkina Faso","Productos primarios","47.725","65.0363849445368"
"2002","BFA","Burkina Faso","Manufacturas en basadas en RRNN","25.657","34.9636150554632"
"2002","URY","Uruguay","Productos primarios","132440.996","23.854366033546"
"2002","URY","Uruguay","Manufacturas en basadas en RRNN","161567.962","29.1005158617355"
"2002","URY","Uruguay","Manufacturas de baja tecnología","85930.1940000001","15.4771586058566"
"2002","UZB","Uzbekistán","Manufacturas en basadas en RRNN","31.046","1.99545453376834"
"2002","VEN","Venezuela","Manufacturas de media tecnología","46396.039","31.8927693077488"
"2002","SCG","Serbia y Montenegro","Productos primarios","1199.315","88.3905645192197"
"2002","SCG","Serbia y Montenegro","Manufacturas en basadas en RRNN","84.602","6.23524139984493"
"2002","SCG","Serbia y Montenegro","Manufacturas de baja tecnología","19.022","1.40193803820064"
"2010","AFG","Afganistán","Productos primarios","1140.009","93.7224538317794"
"2010","AFG","Afganistán","Manufacturas en basadas en RRNN","66.833","5.49447658478075"
"2010","AFG","Afganistán","Manufacturas de baja tecnología","7.221","0.593653066878664"
"2010","ALB","Albania","Productos primarios","6978.856","82.8498662728793"
"2010","ALB","Albania","Manufacturas en basadas en RRNN","1097.585","13.030039661675"
"2010","ALB","Albania","Manufacturas de baja tecnología","6.387","0.0758236157738289"
"2010","ASM","Samoa Americana","Manufacturas de baja tecnología","34.781","100"
"2010","AND","Andorra","Manufacturas de media tecnología","0.808","0.357572753664236"
"2010","AZE","Azerbaiyán","Manufacturas de alta tecnología","2232.12","8.4776368961257"
"2010","AUT","Austria","Manufacturas de alta tecnología","8529.218","5.01277148534343"
"2010","BHS","Bahamas","Manufacturas de media tecnología","138.51","0.785484700940211"
"2010","BHR","Bahrein","Manufacturas de media tecnología","481.821","7.98040463757573"
"2010","BEL","Bélgica","Productos primarios","217840.217","57.5004078660564"
"2010","BEL","Bélgica","Manufacturas en basadas en RRNN","86680.283","22.8798506312781"
"2010","BEL","Bélgica","Manufacturas de baja tecnología","3238.986","0.854952398768712"
"2010","BMU","Bermuda","Manufacturas de alta tecnología","1.227","2.46990619590161"
"2010","BOL","Bolivia","Manufacturas de alta tecnología","22463.685","3.62178087723346"
"2010","BWA","Botswana","Manufacturas en basadas en RRNN","42.98","96.6929133858268"
"2010","BRA","Brasil","Manufacturas de alta tecnología","314673.275","2.15463641359272"
"2010","BLZ","Belice","Manufacturas de media tecnología","244.724","44.1035529884571"
"2010","BRN","Brunei","Manufacturas de media tecnología","255.598","28.7483030382785"
"2010","BGR","Bulgaria","Manufacturas de media tecnología","1127.807","1.36685065952438"
"2010","BLR","Belarús","Manufacturas de alta tecnología","9.3","0.00519769128166203"
"2010","CMR","Camerún","Manufacturas de media tecnología","212.827","1.07937080462413"
"2010","LKA","Sri Lanka","Manufacturas de alta tecnología","718.08","27.6318629920127"
"2010","TCD","Chad","Productos primarios","1284.978","89.1755045615613"
"2010","TCD","Chad","Manufacturas de baja tecnología","0.01","0.000693984679594213"
"2010","CHL","Chile","Manufacturas de media tecnología","762772.474","15.2229263737005"
"2010","TCD","Chad","Manufacturas en basadas en RRNN","124.375","8.63143445245303"
"2010","CHN","China","Productos primarios","5119757.551","87.2826669061489"
"2010","CHN","China","Manufacturas en basadas en RRNN","497403.676","8.47983892552142"
"2010","CHN","China","Manufacturas de baja tecnología","142174.255","2.42381558466007"
"2010","COL","Colombia","Manufacturas de alta tecnología","53056.736","3.79816708694558"
"2010","COM","Comoras","Productos primarios","656.332","95.1616785220284"
"2010","COM","Comoras","Manufacturas en basadas en RRNN","30.489","4.4206048409313"
"2010","COM","Comoras","Manufacturas de baja tecnología","2.821","0.409017227730237"
"2010","COG","Congo","Productos primarios","26216.702","72.9356665444799"
"2010","COG","Congo","Manufacturas en basadas en RRNN","2402.007","6.68245691580529"
"2010","COG","Congo","Manufacturas de baja tecnología","0.665","0.00185005033249717"
"2010","COD","Rep. Dem. Congo","Productos primarios","24566.962","83.1066010666903"
"2010","COD","Rep. Dem. Congo","Manufacturas en basadas en RRNN","4896.897","16.5655185791256"
"2010","CRI","Costa Rica","Productos primarios","9228.927","5.39543205744494"
"2010","CRI","Costa Rica","Manufacturas en basadas en RRNN","12639.076","7.3890795567982"
"2010","CRI","Costa Rica","Manufacturas de baja tecnología","36146.368","21.1319552822773"
"2010","HRV","Croacia","Manufacturas de alta tecnología","30.206","0.0881550424401185"
"2010","CUB","Cuba","Manufacturas de alta tecnología","2467.102","2.78481952547576"
"2010","DNK","Dinamarca","Productos primarios","392930.652","92.3429085529927"
"2010","DNK","Dinamarca","Manufacturas en basadas en RRNN","22929.964","5.3887869475131"
"2010","DNK","Dinamarca","Manufacturas de baja tecnología","2112.412","0.496439428050129"
"2010","ECU","Ecuador","Manufacturas de alta tecnología","32761.518","6.37165566736342"
"2010","SLV","El Salvador","Manufacturas de media tecnología","6115.079","17.8119900145788"
"2010","GNQ","Guinea Ecuatorial","Manufacturas de media tecnología","2551.039","42.698193329978"
"2010","EST","Estonia","Manufacturas de media tecnología","2283.305","18.9488345243308"
"2010","FJI","Fiji","Manufacturas de media tecnología","89.318","16.3480387222181"
"2010","FIN","Finlandia","Manufacturas de media tecnología","2571.314","10.7580067073901"
"2010","FRA","Francia","Productos primarios","273783.216","42.867296896106"
"2010","FRA","Francia","Manufacturas en basadas en RRNN","242078.754","37.9032066741352"
"2010","FRA","Francia","Manufacturas de baja tecnología","21069.416","3.29891994219093"
"2010","PYF","Polinesia Francesa","Manufacturas de alta tecnología","0.513","0.0136001904556886"
"2010","GAB","Gabón","Productos primarios","5744.336","82.5180080996226"
"2010","GAB","Gabón","Manufacturas en basadas en RRNN","1104.764","15.8700543805536"
"2010","GAB","Gabón","Manufacturas de baja tecnología","60.216","0.865009354558451"
"2010","GEO","Georgia","Productos primarios","2432.897","26.8916471648836"
"2010","GEO","Georgia","Manufacturas en basadas en RRNN","4064.026","44.9210769140302"
"2010","GEO","Georgia","Manufacturas de baja tecnología","1697.149","18.7591715120842"
"2010","GMB","Gambia","Productos primarios","266.449","35.8834540900154"
"2010","GMB","Gambia","Manufacturas en basadas en RRNN","471.031","63.4351011393326"
"2010","PSE","Palestina","Productos primarios","1476.422","61.2007673609614"
"2010","PSE","Palestina","Manufacturas en basadas en RRNN","252.758","10.4773456075715"
"2010","PSE","Palestina","Manufacturas de baja tecnología","8.609","0.356860982978117"
"2010","DEU","Alemania","Manufacturas de media tecnología","326125.759","16.1062212054154"
"2010","GMB","Gambia","Manufacturas de baja tecnología","5.06","0.681444770652086"
"2010","GHA","Ghana","Manufacturas de alta tecnología","30.726","0.109250622014928"
"2010","GIB","Gibraltar","Productos primarios","3.267","100"
"2010","GRD","Granada","Manufacturas de media tecnología","162.03","17.3197978875897"
"2010","GIN","Guinea","Productos primarios","596.063","69.7203526821954"
"2010","GIN","Guinea","Manufacturas en basadas en RRNN","201.382","23.555268593833"
"2010","GIN","Guinea","Manufacturas de baja tecnología","0.01","0.0011696809344347"
"2010","GUY","Guyana","Manufacturas de media tecnología","92.006","11.1420727505683"
"2010","HTI","Haití","Manufacturas de media tecnología","1979.5","6.27921125874157"
"2010","HND","Honduras","Manufacturas de alta tecnología","1331.85","7.3760484915722"
"2010","HUN","Hungría","Productos primarios","5754.853","44.1280308411823"
"2010","HUN","Hungría","Manufacturas en basadas en RRNN","3380.92","25.9247876586196"
"2010","HUN","Hungría","Manufacturas de baja tecnología","440.895","3.38076891933175"
"2010","ISL","Islandia","Manufacturas de alta tecnología","0.935","0.0166736481995759"
"2010","IDN","Indonesia","Productos primarios","816904.953","94.0855764989526"
"2010","IDN","Indonesia","Manufacturas en basadas en RRNN","9512.576","1.0955940390168"
"2010","IDN","Indonesia","Manufacturas de baja tecnología","19141.497","2.20458790668879"
"2010","IRQ","Iraq","Productos primarios","3629.344","15.643843489668"
"2010","IRQ","Iraq","Manufacturas en basadas en RRNN","1989.91","8.57726371446886"
"2010","IRQ","Iraq","Manufacturas de baja tecnología","2.003","0.00863368655872935"
"2010","IRL","Irlanda","Productos primarios","122354.243","85.0976033924021"
"2010","IRL","Irlanda","Manufacturas en basadas en RRNN","17010.62","11.8309178229223"
"2010","IRL","Irlanda","Manufacturas de baja tecnología","221.339","0.153941685841421"
"2010","ITA","Italia","Productos primarios","1123300.922","66.226887439568"
"2010","ITA","Italia","Manufacturas en basadas en RRNN","166169.541","9.79692197536689"
"2010","ITA","Italia","Manufacturas de baja tecnología","129395.249","7.62880580163707"
"2010","CIV","Costa de Marfil","Manufacturas de alta tecnología","953.407","4.2633214401818"
"2010","JAM","Jamaica","Manufacturas de alta tecnología","641.31","6.74927248860308"
"2010","JPN","Japón","Manufacturas de alta tecnología","6694.831","0.735639607618718"
"2010","JOR","Jordania","Productos primarios","64783.28","84.8022393569284"
"2010","JOR","Jordania","Manufacturas en basadas en RRNN","6192.106","8.10555524720997"
"2010","JOR","Jordania","Manufacturas de baja tecnología","153.71","0.201208586714866"
"2010","KEN","Kenia","Manufacturas de alta tecnología","245.905","3.65857704629546"
"2010","KWT","Kuwait","Manufacturas de alta tecnología","677.94","1.26831011175643"
"2010","KGZ","Kirguistán","Manufacturas de media tecnología","6.509","2.19142754216032"
"2010","LAO","Laos","Manufacturas en basadas en RRNN","5.08","100"
"2010","LVA","Letonia","Productos primarios","34264.28","84.1097209511469"
"2010","LVA","Letonia","Manufacturas en basadas en RRNN","910.231","2.23437572337967"
"2010","LVA","Letonia","Manufacturas de baja tecnología","28.729","0.0705220764366127"
"2010","LBR","Liberia","Productos primarios","1532.952","32.3188590347638"
"2010","LBR","Liberia","Manufacturas en basadas en RRNN","3178.639","67.014483012777"
"2010","LBY","Libia","Productos primarios","249098.391","90.940641750678"
"2010","LBY","Libia","Manufacturas en basadas en RRNN","3986.301","1.45531558713027"
"2010","LBY","Libia","Manufacturas de baja tecnología","1.882","0.000687079057747812"
"2010","LTU","Lituania","Manufacturas de alta tecnología","3.153","0.0113734179523324"
"2010","LUX","Luxemburgo","Manufacturas de alta tecnología","20.315","0.571481296962949"
"2010","MAC","Macao","Productos primarios","3707.579","97.7217029544931"
"2010","MAC","Macao","Manufacturas en basadas en RRNN","85.019","2.24086970594235"
"2010","MAC","Macao","Manufacturas de baja tecnología","0.028","0.000738003878737528"
"2010","MDG","Madagascar","Productos primarios","161.817","3.74755265128865"
"2010","MDG","Madagascar","Manufacturas en basadas en RRNN","4139.847","95.8755544892029"
"2010","MDG","Madagascar","Manufacturas de baja tecnología","4.878","0.112970589202531"
"2010","MYS","Malasia","Productos primarios","791774.031","76.2946193020791"
"2010","MYS","Malasia","Manufacturas en basadas en RRNN","190925.856","18.3974403404544"
"2010","MYS","Malasia","Manufacturas de baja tecnología","7893.386","0.760599434050345"
"2010","MLI","Malí","Manufacturas de media tecnología","394.382","13.1985882488382"
"2010","LBN","Líbano","Productos primarios","48041.837","63.9754533813889"
"2010","LBN","Líbano","Manufacturas en basadas en RRNN","5298.608","7.05595102639923"
"2010","LBN","Líbano","Manufacturas de baja tecnología","530.943","0.707036226459758"
"2010","LBR","Liberia","Manufacturas de baja tecnología","0.03","0.000632482798576155"
"2010","MLT","Malta","Manufacturas de alta tecnología","0.924","0.0393002847994665"
"2010","MRT","Mauritania","Manufacturas de media tecnología","248.228","14.0599263664684"
"2010","MUS","Mauricio","Manufacturas de alta tecnología","49.358","0.0985979821592746"
"2010","MEX","México","Productos primarios","186622.393","14.219028383155"
"2010","MEX","México","Manufacturas en basadas en RRNN","180374.41","13.7429855772177"
"2010","MEX","México","Manufacturas de baja tecnología","97278.6260000001","7.41179834816675"
"2010","TWN","Taiwán","Manufacturas de alta tecnología","1451.622","0.595032582110618"
"2010","MDA","Moldavia","Manufacturas de media tecnología","1058.413","20.646288785442"
"2010","MNE","Montenegro","Productos primarios","1802.473","96.1021144914562"
"2010","MNE","Montenegro","Manufacturas en basadas en RRNN","54.126","2.88582577878535"
"2010","MNE","Montenegro","Manufacturas de baja tecnología","4.334","0.231075064206771"
"2010","MAR","Marruecos","Productos primarios","192053.878","70.5954044690756"
"2010","MAR","Marruecos","Manufacturas en basadas en RRNN","74457.423","27.3691525896189"
"2010","MAR","Marruecos","Manufacturas de baja tecnología","161.049","0.0591985926696057"
"2010","MOZ","Mozambique","Productos primarios","12712.502","29.2514007996049"
"2010","MOZ","Mozambique","Manufacturas en basadas en RRNN","29339.848","67.5108372252359"
"2010","MOZ","Mozambique","Manufacturas de baja tecnología","18.816","0.0432955178646474"
"2010","OMN","Omán","Manufacturas de alta tecnología","1801.614","3.71790115874786"
"2010","NPL","Nepal","Manufacturas de alta tecnología","4.125","0.00472339068411323"
"2010","ANT","Antillas Holandesas","Productos primarios","3627.796","5.49447114255986"
"2010","ANT","Antillas Holandesas","Manufacturas en basadas en RRNN","60480.767","91.6010241373513"
"2010","ANT","Antillas Holandesas","Manufacturas de baja tecnología","236.591","0.358328423673597"
"2010","NCL","Nueva Caledonia","Productos primarios","987.433","79.3817051945285"
"2010","NCL","Nueva Caledonia","Manufacturas en basadas en RRNN","164.18","13.1987571398137"
"2010","NCL","Nueva Caledonia","Manufacturas de baja tecnología","18.14","1.45831072308577"
"2010","NZL","Nueva Zelanda","Manufacturas de media tecnología","7209.786","11.1177686059376"
"2010","ABW","Aruba","Manufacturas de media tecnología","430.127","9.80146723379897"
"2010","NIC","Nicaragua","Manufacturas de alta tecnología","4553.509","24.9996252945967"
"2010","NGA","Nigeria","Productos primarios","42322.918","38.336105972532"
"2010","NGA","Nigeria","Manufacturas en basadas en RRNN","24727.806","22.3984506759248"
"2010","NGA","Nigeria","Manufacturas de baja tecnología","9215.532","8.34743037673488"
"2010","NOR","Noruega","Manufacturas de alta tecnología","70.598","0.145657470853341"
"2010","PAN","Panamá","Manufacturas de media tecnología","22211.142","32.5006402852979"
"2010","PER","Perú","Manufacturas de media tecnología","246959.016","19.1088117481851"
"2010","PHL","Filipinas","Manufacturas de media tecnología","3451.647","0.800853567046861"
"2010","POL","Polonia","Manufacturas de media tecnología","9345.355","1.91899850522985"
"2010","PRT","Portugal","Manufacturas de media tecnología","6814.361","5.41915754250901"
"2010","QAT","Qatar","Manufacturas de alta tecnología","52.974","0.327733374231436"
"2010","ROU","Rumania","Manufacturas de media tecnología","3685.852","3.67107014238607"
"2010","RUS","Rusia","Manufacturas de media tecnología","42093.58","6.06269854090142"
"2010","KNA","Saint Kitts y Nevis","Manufacturas de media tecnología","115.657","28.4140211575218"
"2010","LCA","Santa Lucía","Productos primarios","127.456","10.8231397940771"
