"anio","importer_iso3","geonombreFundar","clasificacion_lall","expo","prop"
"2021","TTO","Trinidad y Tobago","Manufacturas de alta tecnología","1467.255","9.79750075605264"
"2021","TUR","Turquía","Manufacturas de media tecnología","10355.777","2.45898572338564"
"2021","UKR","Ucrania","Manufacturas de media tecnología","11168.743","20.1247228169624"
"2021","MKD","Macedonia del Norte","Productos primarios","23550.289","98.8137460947545"
"2021","MKD","Macedonia del Norte","Manufacturas en basadas en RRNN","191.484","0.803440304159664"
"2021","MKD","Macedonia del Norte","Manufacturas de baja tecnología","8.176","0.0343053619456947"
"2021","EGY","Egipto","Manufacturas de alta tecnología","1062.568","0.0909689518479885"
"2021","TUN","Túnez","Manufacturas de media tecnología","3502.885","2.58264501273954"
"2021","SYR","Siria","Productos primarios","25414.817","100"
"2021","TGO","Togo","Manufacturas de alta tecnología","1.426","0.0788242037843356"
"2021","USA","Estados Unidos","Productos primarios","2583618.697","55.4473967817485"
"2021","USA","Estados Unidos","Manufacturas en basadas en RRNN","1318639.075","28.2994948474174"
"2021","USA","Estados Unidos","Manufacturas de baja tecnología","120872.362","2.5940584125449"
"2021","URY","Uruguay","Manufacturas de media tecnología","372495.729","28.4471343341451"
"2021","BFA","Burkina Faso","Manufacturas de alta tecnología","10.612","0.117334607075016"
"2021","UZB","Uzbekistán","Productos primarios","52733.77","96.2562886794434"
"2021","UZB","Uzbekistán","Manufacturas en basadas en RRNN","57.856","0.105606025092419"
"2021","UZB","Uzbekistán","Manufacturas de baja tecnología","2.469","0.00450672835925718"
"2021","VEN","Venezuela","Manufacturas de alta tecnología","1759.555","4.50110235828903"
"2021","ZMB","Zambia","Manufacturas de media tecnología","240.511","2.71873113295366"
"2023","ALB","Albania","Productos primarios","7655.344","82.1898118200924"
"2023","ALB","Albania","Manufacturas en basadas en RRNN","1594.68","17.1209091470305"
"2023","AND","Andorra","Manufacturas de media tecnología","7.35","21.9875553428264"
"2023","AGO","Angola","Manufacturas de alta tecnología","33.43","0.0334332249688805"
"2023","AZE","Azerbaiyán","Manufacturas de media tecnología","206.574","0.394613282459891"
"2023","AUS","Australia","Manufacturas de alta tecnología","6826.179","1.30454857097026"
"2023","AUT","Austria","Productos primarios","33204.693","55.7368981240605"
"2023","AUT","Austria","Manufacturas en basadas en RRNN","7785.419","13.0684872061948"
"2023","AUT","Austria","Manufacturas de baja tecnología","12422.031","20.8514343542017"
"2023","DZA","Argelia","Manufacturas de alta tecnología","52.627","0.00610012787236715"
"2023","BHR","Bahrein","Manufacturas de media tecnología","271.531","1.45055406708957"
"2023","BEL","Bélgica","Productos primarios","175792.398","54.4911691536937"
"2023","BEL","Bélgica","Manufacturas en basadas en RRNN","141785.544","43.9499099480541"
"2023","BEL","Bélgica","Manufacturas de baja tecnología","603.026","0.186922711925662"
"2023","BOL","Bolivia","Productos primarios","97155.615","19.5057381832379"
"2023","BOL","Bolivia","Manufacturas en basadas en RRNN","160277.919","32.1786766989043"
"2023","BOL","Bolivia","Manufacturas de baja tecnología","34470.525","6.92057824644265"
"2023","BLZ","Belice","Manufacturas en basadas en RRNN","170.329","4.84044731417964"
"2023","BLZ","Belice","Manufacturas de baja tecnología","0.7","0.0198927553142785"
"2023","BRN","Brunei","Productos primarios","34697.492","88.7559062755831"
"2023","BRN","Brunei","Manufacturas en basadas en RRNN","4.063","0.0103931214163172"
"2023","BRN","Brunei","Manufacturas de baja tecnología","11.001","0.0281404697762504"
"2023","BGR","Bulgaria","Manufacturas de media tecnología","6629.954","32.1282958142016"
"2023","BLR","Belarús","Productos primarios","1919.239","100"
"2023","KHM","Camboya","Manufacturas de media tecnología","9.227","0.0120368677505414"
"2023","CAN","Canadá","Productos primarios","428828.995","47.5562686694806"
"2023","CAN","Canadá","Manufacturas en basadas en RRNN","285302.425","31.6394621948414"
"2023","MMR","Myanmar","Manufacturas de media tecnología","0.566","0.00180454829063685"
"2023","CAN","Canadá","Manufacturas de baja tecnología","5584.865","0.619350238718767"
"2023","LKA","Sri Lanka","Productos primarios","1225.995","48.2683748334124"
"2023","LKA","Sri Lanka","Manufacturas en basadas en RRNN","239.017","9.41028482788081"
"2023","LKA","Sri Lanka","Manufacturas de baja tecnología","61.215","2.4100820683831"
"2023","CHL","Chile","Productos primarios","3043482.328","54.8662116148723"
"2023","CHL","Chile","Manufacturas en basadas en RRNN","1272552.728","22.9408748732288"
"2023","CHL","Chile","Manufacturas de baja tecnología","124161.551","2.2383155863676"
"2023","COL","Colombia","Manufacturas de media tecnología","678284.902","50.4656524686427"
"2023","COM","Comoras","Productos primarios","489.076","100"
"2023","CRI","Costa Rica","Manufacturas de media tecnología","82357.648","64.2396635324236"
"2023","HRV","Croacia","Productos primarios","14831.156","92.5855955158854"
"2023","HRV","Croacia","Manufacturas en basadas en RRNN","767.844","4.79337510867659"
"2023","HRV","Croacia","Manufacturas de baja tecnología","8.515","0.0531560955745974"
"2023","CUB","Cuba","Manufacturas de media tecnología","13.829","0.0408006991910404"
"2023","CYP","Chipre","Manufacturas de alta tecnología","0.084","0.000117463486754817"
"2023","CZE","Chequia","Manufacturas de alta tecnología","66.541","0.137879692099838"
"2023","DNK","Dinamarca","Productos primarios","78533.431","80.5409471289781"
"2023","DNK","Dinamarca","Manufacturas en basadas en RRNN","11590.782","11.8870721469626"
"2023","DNK","Dinamarca","Manufacturas de baja tecnología","315.029","0.323081950069071"
"2023","DMA","Dominica","Manufacturas de alta tecnología","0.259","0.171572037070159"
"2023","DOM","Rep. Dominicana","Manufacturas de alta tecnología","27870.588","8.43902499627345"
"2023","ECU","Ecuador","Productos primarios","264809.042","50.6942800212302"
"2023","ECU","Ecuador","Manufacturas en basadas en RRNN","67055.648","12.8369400494906"
"2023","ECU","Ecuador","Manufacturas de baja tecnología","6251.33","1.19673660359799"
"2023","SLV","El Salvador","Manufacturas de alta tecnología","6484.424","7.40110005068007"
"2023","ETH","Etiopía","Productos primarios","2465.457","89.6618175827509"
"2023","ETH","Etiopía","Manufacturas en basadas en RRNN","134.02","4.87393484957972"
"2023","ETH","Etiopía","Manufacturas de baja tecnología","54.336","1.97604927612867"
"2023","FIN","Finlandia","Productos primarios","5508.296","38.8952369170247"
"2023","FIN","Finlandia","Manufacturas en basadas en RRNN","7378.563","52.1015856795264"
"2023","FIN","Finlandia","Manufacturas de baja tecnología","353.811","2.49833390740974"
"2023","FRA","Francia","Productos primarios","150065.051","48.4962745718427"
"2023","FRA","Francia","Manufacturas en basadas en RRNN","94526.765","30.5480584538505"
"2023","FRA","Francia","Manufacturas de baja tecnología","6944.21900000001","2.24415177995713"
"2023","DJI","Djibouti","Manufacturas de media tecnología","16.306","0.948783937819915"
"2023","GAB","Gabón","Productos primarios","15519.586","80.3724554797481"
"2023","GAB","Gabón","Manufacturas en basadas en RRNN","3.854","0.0199590017039726"
"2023","GAB","Gabón","Manufacturas de baja tecnología","0.609","0.00315387442597802"
"2023","GMB","Gambia","Manufacturas de media tecnología","1.753","0.167043698174049"
"2023","DEU","Alemania","Manufacturas de alta tecnología","126838.84","15.7361841862815"
"2023","GHA","Ghana","Productos primarios","54387.076","90.5929949277355"
"2023","GHA","Ghana","Manufacturas en basadas en RRNN","5472.004","9.11476157711711"
"2023","GHA","Ghana","Manufacturas de baja tecnología","34.88","0.0580998997460245"
"2023","GRD","Granada","Manufacturas de media tecnología","30.534","10.9032476923352"
"2023","GRC","Grecia","Manufacturas de media tecnología","2272.668","0.76270323242356"
"2023","GIN","Guinea","Productos primarios","3108.733","100"
"2023","GUY","Guyana","Manufacturas de media tecnología","174.113","4.07423111356966"
"2023","HND","Honduras","Productos primarios","3725.832","2.58333515744248"
"2023","HND","Honduras","Manufacturas en basadas en RRNN","8505.694","5.89749037225715"
"2023","HND","Honduras","Manufacturas de baja tecnología","593.201","0.411300616541497"
"2023","HKG","Hong Kong","Productos primarios","43636.838","44.0808845868413"
"2023","HKG","Hong Kong","Manufacturas en basadas en RRNN","39392.71","39.7935685228364"
"2023","HKG","Hong Kong","Manufacturas de baja tecnología","13822.028","13.9626803624976"
"2023","HUN","Hungría","Productos primarios","10355.166","58.8538901570422"
"2023","HUN","Hungría","Manufacturas en basadas en RRNN","313.725","1.78306525356697"
"2023","HUN","Hungría","Manufacturas de baja tecnología","111.571","0.634117056038633"
"2023","ISL","Islandia","Manufacturas de alta tecnología","59.718","0.723285385609288"
"2023","IRQ","Iraq","Productos primarios","113604.769","97.5888290152533"
"2023","IRQ","Iraq","Manufacturas en basadas en RRNN","1699.107","1.45956779773585"
"2023","IRQ","Iraq","Manufacturas de baja tecnología","10.823","0.00929717920937004"
"2023","IRL","Irlanda","Manufacturas de alta tecnología","180.262","0.0318062065981041"
"2023","ISR","Israel","Manufacturas de alta tecnología","2213","0.56842658335045"
"2023","ITA","Italia","Manufacturas de alta tecnología","5584.873","0.52630082912604"
"2023","CIV","Costa de Marfil","Manufacturas de media tecnología","2705.279","3.77831038312837"
"2023","JAM","Jamaica","Productos primarios","11715.797","28.1910616135038"
"2023","JAM","Jamaica","Manufacturas en basadas en RRNN","24758.838","59.5757956148232"
"2023","JAM","Jamaica","Manufacturas de baja tecnología","108.219","0.260401276733607"
"2023","JPN","Japón","Productos primarios","398531.263","53.9734687972955"
"2023","JPN","Japón","Manufacturas en basadas en RRNN","325831.895","44.1277240976354"
"2023","JPN","Japón","Manufacturas de baja tecnología","575.786","0.0779792467747244"
"2023","KAZ","Kazajstán","Productos primarios","8268.524","37.7743992512847"
"2023","KAZ","Kazajstán","Manufacturas en basadas en RRNN","5004.532","22.8629910046618"
"2023","KAZ","Kazajstán","Manufacturas de baja tecnología","136.829","0.625097450905873"
"2023","JOR","Jordania","Productos primarios","272507.508","96.9919185677007"
"2023","JOR","Jordania","Manufacturas en basadas en RRNN","6104.774","2.17283460198174"
"2023","JOR","Jordania","Manufacturas de baja tecnología","74.461","0.0265024450205958"
"2023","KEN","Kenia","Manufacturas de alta tecnología","338.76","1.16760896391145"
"2023","KOR","Corea del Sur","Manufacturas de alta tecnología","9961.036","1.08564572949025"
"2023","KWT","Kuwait","Manufacturas de alta tecnología","706.429","1.28827138693463"
"2023","LBR","Liberia","Manufacturas de media tecnología","0.198","0.00257790077633872"
"2023","LUX","Luxemburgo","Productos primarios","14961.375","74.8826674919019"
"2023","LUX","Luxemburgo","Manufacturas en basadas en RRNN","4773.475","23.8915568392549"
"2023","LUX","Luxemburgo","Manufacturas de baja tecnología","9.708","0.0485891795380695"
"2023","MAC","Macao","Manufacturas de alta tecnología","15.501","0.200135127685075"
"2023","MDG","Madagascar","Productos primarios","405.958","0.939969817827043"
"2023","MDG","Madagascar","Manufacturas en basadas en RRNN","42782.368","99.0598403164108"
"2023","MYS","Malasia","Manufacturas de alta tecnología","231.566","0.0143749613433839"
"2023","LBN","Líbano","Productos primarios","123011.514","90.4470456197563"
"2023","LBN","Líbano","Manufacturas en basadas en RRNN","2152.701","1.5828229343856"
"2023","LBN","Líbano","Manufacturas de baja tecnología","132.251","0.0972405902609928"
"2023","MLT","Malta","Manufacturas de media tecnología","684.957","62.3151013070617"
"2023","MUS","Mauricio","Productos primarios","63326.237","75.7047221800354"
"2023","MUS","Mauricio","Manufacturas en basadas en RRNN","19745.818","23.6055659821938"
"2023","MUS","Mauricio","Manufacturas de baja tecnología","3.508","0.00419371461164768"
"2023","MEX","México","Manufacturas de media tecnología","106308.796","20.061577985282"
"2023","TWN","Taiwán","Productos primarios","110789.818","74.5142729469229"
"2023","TWN","Taiwán","Manufacturas en basadas en RRNN","27621.388","18.5774079401851"
"2023","TWN","Taiwán","Manufacturas de baja tecnología","5946.063","3.99916318430634"
"2023","MDA","Moldavia","Manufacturas de alta tecnología","217.431","2.97963870385285"
"2023","MNE","Montenegro","Manufacturas de alta tecnología","0.531","0.0144150737693436"
"2023","MAR","Marruecos","Productos primarios","365884.159","70.3481532405544"
"2023","MAR","Marruecos","Manufacturas en basadas en RRNN","150238.756","28.8862438282228"
"2023","MAR","Marruecos","Manufacturas de baja tecnología","750.564","0.144310132018707"
"2023","MOZ","Mozambique","Manufacturas de media tecnología","424.562","0.28048387945061"
"2023","NAM","Namibia","Manufacturas de alta tecnología","31.245","1.43264833378116"
"2023","NPL","Nepal","Productos primarios","3141.91","100"
"2023","NLD","Países Bajos","Manufacturas de media tecnología","330710.064","22.5784052019969"
"2023","NZL","Nueva Zelanda","Manufacturas de alta tecnología","1380.332","0.960639978647186"
"2023","NIC","Nicaragua","Manufacturas de alta tecnología","7062.828","4.84840761455913"
"2023","NGA","Nigeria","Productos primarios","14754.113","38.5647614720857"
"2023","NGA","Nigeria","Manufacturas en basadas en RRNN","22936.76","59.9528198233589"
"2023","NGA","Nigeria","Manufacturas de baja tecnología","33.46","0.0874587932772365"
"2023","NOR","Noruega","Manufacturas de media tecnología","10294.812","20.2762840390765"
"2023","PAK","Pakistán","Manufacturas de alta tecnología","1601.916","1.30477581542074"
"2023","PAN","Panamá","Manufacturas de media tecnología","144591.217","70.4409442251651"
"2023","PRY","Paraguay","Manufacturas de alta tecnología","73284.887","6.34873786151675"
"2023","PER","Perú","Productos primarios","1407406.396","55.2193026265748"
"2023","PER","Perú","Manufacturas en basadas en RRNN","516217.547","20.2536900712942"
"2023","PER","Perú","Manufacturas de baja tecnología","12112.962","0.47524959122198"
"2023","PHL","Filipinas","Productos primarios","328022.047","89.8198093393262"
"2023","PHL","Filipinas","Manufacturas en basadas en RRNN","31717.275","8.68490279637508"
"2023","PHL","Filipinas","Manufacturas de baja tecnología","70.675","0.0193524035445608"
"2023","POL","Polonia","Productos primarios","366361.259","89.8390628078851"
"2023","POL","Polonia","Manufacturas en basadas en RRNN","7174.2","1.75925644036595"
"2023","POL","Polonia","Manufacturas de baja tecnología","1081.98","0.265323002334358"
"2023","QAT","Qatar","Productos primarios","24618.351","52.6162140692357"
"2023","QAT","Qatar","Manufacturas en basadas en RRNN","786.349","1.68064495128571"
"2023","QAT","Qatar","Manufacturas de baja tecnología","27.185","0.0581018517232195"
"2023","RUS","Rusia","Manufacturas de media tecnología","330.524","0.14183930532436"
"2023","SAU","Arabia Saudita","Manufacturas de alta tecnología","870.387","0.112468725064163"
"2023","SRB","Serbia","Manufacturas de alta tecnología","52.728","0.581564703319611"
"2023","IND","India","Productos primarios","351016.721","13.4360484083122"
"2023","IND","India","Manufacturas en basadas en RRNN","2204118.41","84.3681792993907"
"2023","SYC","Seychelles","Manufacturas de alta tecnología","0.954","0.59335000186588"
"2023","IND","India","Manufacturas de baja tecnología","27521.22","1.05344395880164"
"2023","SVK","Eslovaquia","Manufacturas de alta tecnología","10.689","0.0561936742398713"
"2023","VNM","Vietnam","Productos primarios","2022277.765","97.5126635289688"
"2023","VNM","Vietnam","Manufacturas en basadas en RRNN","10374.852","0.500267307364104"
"2023","VNM","Vietnam","Manufacturas de baja tecnología","31931.38","1.53970634887322"
"2023","SVN","Eslovenia","Manufacturas de media tecnología","761.565","4.89042749219541"
"2023","ZAF","Sudáfrica","Manufacturas de alta tecnología","9220.77","4.25277741057204"
"2023","ESP","España","Productos primarios","939133.607","67.2711002391774"
"2023","ESP","España","Manufacturas en basadas en RRNN","292221.31","20.9321111400007"
"2023","ESP","España","Manufacturas de baja tecnología","15896.875","1.13870940582225"
"2023","SGP","Singapur","Manufacturas de alta tecnología","870.982","0.761304772585393"
"2023","SWZ","Eswatini","Productos primarios","2782.418","83.3828200855879"
"2023","SWZ","Eswatini","Manufacturas en basadas en RRNN","543.962","16.3013197799168"
"2023","SWZ","Eswatini","Manufacturas de baja tecnología","3.416","0.102369850041355"
"2023","CHE","Suiza","Manufacturas de media tecnología","3696.907","0.293032541229434"
"2023","SWE","Suecia","Manufacturas de alta tecnología","1709.865","3.49081093959532"
"2023","ARE","Emiratos Árabes Unidos","Productos primarios","189579.934","55.2555466745467"
"2023","ARE","Emiratos Árabes Unidos","Manufacturas en basadas en RRNN","29606.818","8.62929361439598"
"2023","TUR","Turquía","Productos primarios","585750.363","94.2804415651803"
"2023","TUR","Turquía","Manufacturas en basadas en RRNN","9976.334","1.60575773253378"
"2023","TUR","Turquía","Manufacturas de baja tecnología","2722.091","0.438138766395614"
"2023","UGA","Uganda","Productos primarios","1599.664","49.0773062435151"
"2023","UGA","Uganda","Manufacturas en basadas en RRNN","14.582","0.447372247948905"
"2023","UGA","Uganda","Manufacturas de baja tecnología","6.016","0.184569431056138"
"2023","UKR","Ucrania","Manufacturas de alta tecnología","1657.937","4.46556315301747"
"2023","EGY","Egipto","Manufacturas de media tecnología","13168.551","1.56360854990881"
"2023","GBR","Reino Unido","Productos primarios","641754.724","70.7235782651442"
"2023","GBR","Reino Unido","Manufacturas en basadas en RRNN","214697.108","23.6603598744029"
"2023","GBR","Reino Unido","Manufacturas de baja tecnología","4021.69","0.443204072889922"
"2023","ARE","Emiratos Árabes Unidos","Manufacturas de baja tecnología","923.971","0.269303410119489"
"2023","TUN","Túnez","Productos primarios","48417.395","63.2206176947499"
"2023","TUN","Túnez","Manufacturas en basadas en RRNN","23219.356","30.3184842719088"
"2023","TUN","Túnez","Manufacturas de baja tecnología","91.591","0.119594199466531"
"2023","URY","Uruguay","Manufacturas de alta tecnología","66686.715","4.44466845800139"
"2023","UZB","Uzbekistán","Manufacturas de alta tecnología","831.098","5.21461803191773"
"2023","ZMB","Zambia","Productos primarios","1675.173","18.8934179535703"
"2023","ZMB","Zambia","Manufacturas en basadas en RRNN","6381.449","71.9730935887775"
"2023","ZMB","Zambia","Manufacturas de baja tecnología","1.082","0.0122033236124048"
"2015","ATG","Antigua y Barbuda","Manufacturas de alta tecnología","2.131","0.355441541458728"
"2015","BEN","Benin","Manufacturas de alta tecnología","23.262","0.352725021414148"
"2015","GRC","Grecia","Manufacturas de baja tecnología","62.241","0.0422516730568919"
"2015","MWI","Malawi","Manufacturas de alta tecnología","2.409","0.0376770598943259"
"2015","ZWE","Zimbabwe","Manufacturas de media tecnología","175.449","69.8032210321944"
"2017","MWI","Malawi","Manufacturas de media tecnología","35.929","0.146850818549544"
"2017","ABW","Aruba","Manufacturas de media tecnología","1166.695","28.422049387877"
"2017","YEM","Yemen","Productos primarios","158643.867","99.2433399013924"
"2017","YEM","Yemen","Manufacturas en basadas en RRNN","275.841","0.172558716825404"
"2017","YEM","Yemen","Manufacturas de baja tecnología","0.01","6.25573126639635e-06"
"2021","ATG","Antigua y Barbuda","Productos primarios","10.84","1.75841573879415"
"2021","ATG","Antigua y Barbuda","Manufacturas en basadas en RRNN","332.11","53.8733810895689"
"2021","ATG","Antigua y Barbuda","Manufacturas de baja tecnología","1.451","0.235374652858885"
"2021","BEN","Benin","Manufacturas de media tecnología","17.682","0.670129876036206"
"2021","IRN","Irán","Manufacturas de media tecnología","1.018","0.00015368788667827"
"2021","MWI","Malawi","Productos primarios","95.524","0.716043783884068"
"2021","MWI","Malawi","Manufacturas en basadas en RRNN","13163.91","98.6761015777115"
"2021","MWI","Malawi","Manufacturas de baja tecnología","1.271","0.00952736117956377"
"2021","LBN","Líbano","Manufacturas de alta tecnología","9059.876","9.6843755736481"
"2021","ABW","Aruba","Manufacturas en basadas en RRNN","237.004","100"
"2023","ATG","Antigua y Barbuda","Manufacturas de alta tecnología","46.877","5.93533765090941"
"2003","AFG","Afganistán","Productos primarios","165","100"
"2003","DZA","Argelia","Manufacturas de alta tecnología","179.665","0.0836291213408722"
"2003","AGO","Angola","Productos primarios","11890.063","18.6135432174283"
"2003","AGO","Angola","Manufacturas en basadas en RRNN","48311.045","75.6295171847805"
"2003","AGO","Angola","Manufacturas de baja tecnología","674.362","1.05569383704623"
"2003","AZE","Azerbaiyán","Manufacturas en basadas en RRNN","109.723","93.2717319233581"
"2003","AZE","Azerbaiyán","Manufacturas de baja tecnología","7.915","6.7282680766419"
"2003","AUS","Australia","Manufacturas de media tecnología","43384.26","32.3523813623123"
"2003","AUT","Austria","Manufacturas de media tecnología","935.735","4.13267433253424"
"2003","BHS","Bahamas","Manufacturas de alta tecnología","1185.232","67.7423687584197"
"2003","BHR","Bahrein","Productos primarios","8207.492","87.4715377516654"
"2003","BHR","Bahrein","Manufacturas en basadas en RRNN","728.926","7.76854587578891"
"2003","BHR","Bahrein","Manufacturas de baja tecnología","28.302","0.301629226254212"
"2003","BGD","Bangladesh","Manufacturas de alta tecnología","58.89","0.0208657564092338"
"2003","ARM","Armenia","Manufacturas de alta tecnología","49.999","10.6646559833116"
"2003","BOL","Bolivia","Manufacturas de alta tecnología","9685.01800000001","3.63211024151516"
"2003","BRB","Barbados","Manufacturas de alta tecnología","1.79","0.199809566971367"
"2003","BIH","Bosnia y Herzegovina","Productos primarios","3777.272","83.6342799246128"
"2003","BIH","Bosnia y Herzegovina","Manufacturas en basadas en RRNN","638.671","14.1411021482521"
"2003","BIH","Bosnia y Herzegovina","Manufacturas de baja tecnología","27.339","0.60532510734175"
"2003","BRA","Brasil","Manufacturas de media tecnología","1487305.818","31.3150712628792"
"2003","BGR","Bulgaria","Manufacturas de alta tecnología","90.66","0.404447206189247"
"2003","KHM","Camboya","Manufacturas en basadas en RRNN","57.992","32.5684312205861"
"2003","KHM","Camboya","Manufacturas de baja tecnología","120.07","67.4315687794139"
"2003","CMR","Camerún","Productos primarios","1685.722","89.3847396253388"
"2003","CMR","Camerún","Manufacturas en basadas en RRNN","143.732","7.62133222193766"
"2003","CMR","Camerún","Manufacturas de baja tecnología","9.467","0.501983915516961"
"2003","CAN","Canadá","Productos primarios","54755.864","19.0386288431402"
"2003","CAN","Canadá","Manufacturas en basadas en RRNN","71840.688","24.9790268064775"
"2003","CAN","Canadá","Manufacturas de baja tecnología","19002.277","6.60709689427128"
"2003","TCD","Chad","Manufacturas de media tecnología","509.77","100"
"2003","CHL","Chile","Productos primarios","2400376.342","63.6444062759961"
"2003","CHL","Chile","Manufacturas en basadas en RRNN","572752.249","15.1861506852189"
"2003","CHL","Chile","Manufacturas de baja tecnología","219696.211","5.82510111665688"
"2003","COL","Colombia","Manufacturas de alta tecnología","20548.664","8.39100749741368"
"2003","MYT","Mayotte","Productos primarios","511.808","95.4844294530719"
"2003","MYT","Mayotte","Manufacturas en basadas en RRNN","22.566","4.20998037357373"
"2003","MYT","Mayotte","Manufacturas de baja tecnología","0.585","0.109139347626546"
"2003","COG","Congo","Manufacturas de alta tecnología","15.23","0.0694338289000008"
"2003","COD","Rep. Dem. Congo","Productos primarios","198.082","41.8344632410399"
"2003","COD","Rep. Dem. Congo","Manufacturas en basadas en RRNN","275.408","58.1655367589601"
"2003","HRV","Croacia","Manufacturas de alta tecnología","176.892","1.01957646526652"
"2003","CUB","Cuba","Manufacturas de media tecnología","6315.893","16.8870753424176"
"2003","CYP","Chipre","Productos primarios","25912.879","96.9880781172196"
"2003","CYP","Chipre","Manufacturas en basadas en RRNN","395.149","1.47898433361809"
"2003","CYP","Chipre","Manufacturas de baja tecnología","97.284","0.364119640722113"
"2003","CZE","Chequia","Productos primarios","15399.541","38.7406873668186"
"2003","CZE","Chequia","Manufacturas en basadas en RRNN","5561.77","13.9917672076168"
"2003","CZE","Chequia","Manufacturas de baja tecnología","379.403","0.954465656413597"
"2003","DNK","Dinamarca","Manufacturas de alta tecnología","176.971","0.0622046746768555"
"2003","DMA","Dominica","Manufacturas de media tecnología","166.118","76.6269350702068"
"2003","DOM","Rep. Dominicana","Manufacturas de media tecnología","3889.076","5.59891248756951"
"2003","EST","Estonia","Manufacturas de media tecnología","177.984","2.86269275253834"
"2003","FJI","Fiji","Manufacturas de baja tecnología","1.035","0.0521893824105141"
"2003","FRA","Francia","Productos primarios","256784.871","59.3919659861969"
"2003","FRA","Francia","Manufacturas en basadas en RRNN","110033.321","25.4496895893072"
"2003","FRA","Francia","Manufacturas de baja tecnología","6731.56","1.55694757637822"
"2003","PYF","Polinesia Francesa","Manufacturas de media tecnología","6.446","0.313474593044716"
"2003","DJI","Djibouti","Manufacturas de media tecnología","2459.324","50.2619654315175"
"2003","GAB","Gabón","Manufacturas de media tecnología","2227.395","40.9564004770473"
"2003","GEO","Georgia","Productos primarios","418.205","81.0250260102336"
"2003","GEO","Georgia","Manufacturas en basadas en RRNN","74.271","14.3896168309945"
"2003","GEO","Georgia","Manufacturas de baja tecnología","23.663","4.58458217974476"
"2003","DEU","Alemania","Productos primarios","506498.71","52.8716299443294"
"2003","DEU","Alemania","Manufacturas en basadas en RRNN","266498.546","27.8188517100347"
"2003","FJI","Fiji","Manufacturas en basadas en RRNN","1772.773","89.3912348058303"
"2003","DEU","Alemania","Manufacturas de baja tecnología","65216.595","6.80773239692793"
"2003","GHA","Ghana","Manufacturas de media tecnología","2331.502","22.4854074026353"
"2003","GRD","Granada","Manufacturas de media tecnología","23.274","5.9034207068683"
"2003","GTM","Guatemala","Productos primarios","16316.675","24.7646736193996"
"2003","GTM","Guatemala","Manufacturas en basadas en RRNN","30054.835","45.61579975454"
"2003","GTM","Guatemala","Manufacturas de baja tecnología","2803.724","4.25535899801139"
"2003","GRC","Grecia","Manufacturas de media tecnología","188.241","0.171443246188853"
"2003","GUY","Guyana","Manufacturas de media tecnología","4.109","0.27823823531005"
"2003","HND","Honduras","Manufacturas de media tecnología","6714.195","52.3112094664178"
"2003","HUN","Hungría","Manufacturas de media tecnología","501.856","2.07220896072975"
"2003","IDN","Indonesia","Productos primarios","54164.828","73.6220298364197"
"2003","IDN","Indonesia","Manufacturas en basadas en RRNN","6609.9","8.98432198502967"
"2003","IDN","Indonesia","Manufacturas de baja tecnología","1402.687","1.90656313290902"
"2003","IRL","Irlanda","Productos primarios","67787.279","91.9924290408157"
"2003","IRL","Irlanda","Manufacturas en basadas en RRNN","5199.611","7.05626266481864"
"2003","IRL","Irlanda","Manufacturas de baja tecnología","292.857","0.397428945209708"
"2003","ISR","Israel","Manufacturas de media tecnología","721.793","0.775690946856262"
"2003","ITA","Italia","Manufacturas de media tecnología","69517.062","6.10034821042957"
"2003","JAM","Jamaica","Manufacturas de media tecnología","935.988","18.2567647934843"
"2003","JOR","Jordania","Productos primarios","87685.068","96.6448549734775"
"2003","JOR","Jordania","Manufacturas en basadas en RRNN","857.124","0.944706169062752"
"2003","JOR","Jordania","Manufacturas de baja tecnología","37.229","0.0410331130245299"
"2003","KEN","Kenia","Manufacturas de media tecnología","44.827","0.582036021131282"
"2003","KOR","Corea del Sur","Manufacturas de alta tecnología","790.212","0.178726869538803"
"2003","KWT","Kuwait","Manufacturas de media tecnología","8705.04","33.2974884934851"
"2003","LVA","Letonia","Manufacturas de media tecnología","90.619","2.60962594564707"
"2003","LBY","Libia","Manufacturas de media tecnología","6918.808","31.7715711719016"
"2003","LUX","Luxemburgo","Productos primarios","458.889","48.3572473328584"
"2003","LUX","Luxemburgo","Manufacturas en basadas en RRNN","432.003","45.5240285113324"
"2003","LUX","Luxemburgo","Manufacturas de baja tecnología","32.333","3.40721803750648"
"2003","MDG","Madagascar","Manufacturas de media tecnología","40.169","0.387785036820705"
"2003","MYS","Malasia","Productos primarios","140158.52","64.2188176684987"
"2003","MYS","Malasia","Manufacturas en basadas en RRNN","66054.575","30.2653503197321"
"2003","MYS","Malasia","Manufacturas de baja tecnología","5279.885","2.41917488944405"
"2003","MLT","Malta","Manufacturas de media tecnología","51.225","0.676814278462468"
"2003","MUS","Mauricio","Manufacturas de media tecnología","418.566","1.77794440103999"
"2003","MEX","México","Productos primarios","91891.982","11.1592340049726"
"2003","MEX","México","Manufacturas en basadas en RRNN","85017.261","10.3243774844342"
"2003","LBN","Líbano","Manufacturas de media tecnología","390.775","1.15414402311555"
"2003","KAZ","Kazajstán","Manufacturas de alta tecnología","51.55","100"
"2003","MEX","México","Manufacturas de baja tecnología","117961.077","14.3250285070747"
"2003","TWN","Taiwán","Manufacturas de media tecnología","3760.553","2.98714221205133"
