"anio","geocodigoFundar","geonombreFundar","variable","variacion_interanual"
"1973","AUS","Australia","Var. interanual del PIB","0.0261959760892969"
"1973","AUT","Austria","Var. interanual de las importaciones industriales","0.366248824086482"
"1973","AUT","Austria","Var. interanual del PIB","0.0489043596035876"
"1973","BDI","Burundi","Var. interanual de las importaciones industriales","0.148221513552127"
"1973","BDI","Burundi","Var. interanual del PIB","0.0688905071896291"
"1973","BEL","Bélgica","Var. interanual de las importaciones industriales","0.426914901785899"
"1973","BEL","Bélgica","Var. interanual del PIB","0.0638170192320098"
"1973","BEN","Benin","Var. interanual de las importaciones industriales","0.250238743358698"
"1973","BEN","Benin","Var. interanual del PIB","0.0370616531907104"
"1973","BFA","Burkina Faso","Var. interanual de las importaciones industriales","0.607759335555114"
"1973","BFA","Burkina Faso","Var. interanual del PIB","0.00449327404480981"
"1973","BGD","Bangladesh","Var. interanual de las importaciones industriales","1.69229253301891"
"1973","BGD","Bangladesh","Var. interanual del PIB","0.0332568019881407"
"1973","BGR","Bulgaria","Var. interanual de las importaciones industriales","0.324327625985505"
"1973","BHR","Bahrein","Var. interanual de las importaciones industriales","0.219791745142549"
"1973","BHR","Bahrein","Var. interanual del PIB","0.139240506555535"
"1973","BHS","Bahamas","Var. interanual de las importaciones industriales","0.262186648289916"
"1973","BHS","Bahamas","Var. interanual del PIB","0.0756756882672927"
"1973","BLZ","Belice","Var. interanual de las importaciones industriales","0.0927495799367239"
"1973","BLZ","Belice","Var. interanual del PIB","0.053518941058718"
"1973","BMU","Bermuda","Var. interanual de las importaciones industriales","0.326168624725509"
"1973","BMU","Bermuda","Var. interanual del PIB","0.0148367952560184"
"1973","BOL","Bolivia","Var. interanual de las importaciones industriales","0.127922970463735"
"1973","BOL","Bolivia","Var. interanual del PIB","0.057391615257254"
"1973","BRA","Brasil","Var. interanual de las importaciones industriales","0.447248762790791"
"1973","BRA","Brasil","Var. interanual del PIB","0.139687217796784"
"1973","BRB","Barbados","Var. interanual de las importaciones industriales","0.161773055554874"
"1973","BRB","Barbados","Var. interanual del PIB","0.0134070042405898"
"1973","BRN","Brunei","Var. interanual de las importaciones industriales","0.376052187940198"
"1973","BTN","Bhután","Var. interanual de las importaciones industriales","0.600102383985281"
"1973","BTN","Bhután","Var. interanual del PIB","0.0146708963632713"
"1973","CAF","Rep. Centroafricana","Var. interanual de las importaciones industriales","0.400110070078002"
"1973","CAF","Rep. Centroafricana","Var. interanual del PIB","0.0188893995629378"
"1973","CAN","Canadá","Var. interanual de las importaciones industriales","0.210861458923022"
"1973","CAN","Canadá","Var. interanual del PIB","0.0672864138845122"
"1973","CHE","Suiza","Var. interanual de las importaciones industriales","0.372674057705347"
"1973","CHE","Suiza","Var. interanual del PIB","0.0304990761044333"
"1973","CHL","Chile","Var. interanual de las importaciones industriales","0.123396191069769"
"1973","CHL","Chile","Var. interanual del PIB","-0.0502924835602605"
"1973","CHN","China","Var. interanual de las importaciones industriales","0.694504139991212"
"1973","CHN","China","Var. interanual del PIB","0.077600000008432"
"1973","CIV","Costa de Marfil","Var. interanual de las importaciones industriales","0.505708625590867"
"1973","CIV","Costa de Marfil","Var. interanual del PIB","0.0593919753616816"
"1973","CMR","Camerún","Var. interanual de las importaciones industriales","0.0754987183127398"
"1973","CMR","Camerún","Var. interanual del PIB","0.0535568077910238"
"1973","COD","Rep. Dem. Congo","Var. interanual de las importaciones industriales","0.224199874279054"
"1973","COD","Rep. Dem. Congo","Var. interanual del PIB","0.0813727588740158"
"1973","COG","Congo","Var. interanual de las importaciones industriales","0.238578439334225"
"1973","COG","Congo","Var. interanual del PIB","0.0823118894641293"
"1973","COL","Colombia","Var. interanual de las importaciones industriales","0.210334840934024"
"1973","COL","Colombia","Var. interanual del PIB","0.0672295496919133"
"1973","COM","Comoras","Var. interanual de las importaciones industriales","0.250102656901903"
"1973","CPV","Cabo Verde","Var. interanual de las importaciones industriales","0.534665806472008"
"1973","CRI","Costa Rica","Var. interanual de las importaciones industriales","0.281346967189376"
"1973","CRI","Costa Rica","Var. interanual del PIB","0.0770891581191202"
"1973","CSK","Checoslovaquia","Var. interanual de las importaciones industriales","0.293702754862208"
"1973","CUB","Cuba","Var. interanual de las importaciones industriales","0.52813901077187"
"1973","CUB","Cuba","Var. interanual del PIB","0.0343448853582444"
"1973","CXR","Isla Christmas","Var. interanual de las importaciones industriales","1.13247020273397"
"1973","CYM","Islas Caimán","Var. interanual de las importaciones industriales","1.33657590858125"
"1973","CYP","Chipre","Var. interanual de las importaciones industriales","0.272538143004037"
"1973","DEU","Alemania","Var. interanual de las importaciones industriales","0.328258879666628"
"1973","DEU","Alemania","Var. interanual del PIB","0.047774869234795"
"1973","DJI","Djibouti","Var. interanual de las importaciones industriales","0.622275740660621"
"1973","DMA","Dominica","Var. interanual de las importaciones industriales","-0.0614581803583761"
"1973","DNK","Dinamarca","Var. interanual de las importaciones industriales","0.519656499974038"
"1973","DNK","Dinamarca","Var. interanual del PIB","0.0471949292401534"
"1973","DOM","Rep. Dominicana","Var. interanual de las importaciones industriales","0.115852036688983"
"1973","DOM","Rep. Dominicana","Var. interanual del PIB","0.128957637251017"
"1973","DZA","Argelia","Var. interanual de las importaciones industriales","0.560040634098673"
"1973","DZA","Argelia","Var. interanual del PIB","0.0381317629611722"
"1973","ECU","Ecuador","Var. interanual de las importaciones industriales","0.375668587632274"
"1973","ECU","Ecuador","Var. interanual del PIB","0.139506821300278"
"1973","EGY","Egipto","Var. interanual de las importaciones industriales","0.183396630316773"
"1973","EGY","Egipto","Var. interanual del PIB","0.0350683016247268"
"1973","ESH","Sáhara Occidental","Var. interanual de las importaciones industriales","-0.683184246298254"
"1973","ESP","España","Var. interanual de las importaciones industriales","0.432693308414202"
"1973","ESP","España","Var. interanual del PIB","0.0778846530211719"
"1973","ETH","Etiopía","Var. interanual de las importaciones industriales","0.241547908524777"
"1973","ETH","Etiopía","Var. interanual del PIB","0.0510986950748795"
"1973","FIN","Finlandia","Var. interanual de las importaciones industriales","0.352222230155625"
"1973","FIN","Finlandia","Var. interanual del PIB","0.0698382822662913"
"1973","FJI","Fiji","Var. interanual de las importaciones industriales","0.367216957327358"
"1973","FJI","Fiji","Var. interanual del PIB","0.11612868489007"
"1973","FLK","Islas Malvinas","Var. interanual de las importaciones industriales","0.585040936592528"
"1973","FRA","Francia","Var. interanual de las importaciones industriales","0.390876142324435"
"1973","FRA","Francia","Var. interanual del PIB","0.0660998450387349"
"1973","FRO","Islas Feroe","Var. interanual de las importaciones industriales","0.585697578884259"
"1973","GAB","Gabón","Var. interanual de las importaciones industriales","0.354792123106266"
"1973","GAB","Gabón","Var. interanual del PIB","0.101824336186272"
"1973","GBR","Reino Unido","Var. interanual de las importaciones industriales","0.413168283164088"
"1973","GBR","Reino Unido","Var. interanual del PIB","0.0652384848717666"
"1973","GHA","Ghana","Var. interanual de las importaciones industriales","0.643954216143329"
"1973","GHA","Ghana","Var. interanual del PIB","0.0288458419480249"
"1973","GIB","Gibraltar","Var. interanual de las importaciones industriales","0.245831128638097"
"1973","GIN","Guinea","Var. interanual de las importaciones industriales","-0.144870243142984"
"1973","GIN","Guinea","Var. interanual del PIB","0.0156728680569087"
"1973","GLP","Guadalupe","Var. interanual de las importaciones industriales","0.311720319347911"
"1973","GMB","Gambia","Var. interanual de las importaciones industriales","0.235102918996931"
"1973","GMB","Gambia","Var. interanual del PIB","0.092503292534555"
"1973","GNB","Guinea-Bissau","Var. interanual de las importaciones industriales","0.205751186528204"
"1973","GNB","Guinea-Bissau","Var. interanual del PIB","0.0110989279037221"
"1973","GNQ","Guinea Ecuatorial","Var. interanual de las importaciones industriales","-0.325690804579104"
"1973","GRC","Grecia","Var. interanual de las importaciones industriales","0.389294328628341"
"1973","GRC","Grecia","Var. interanual del PIB","0.0809237859641148"
"1973","GRD","Granada","Var. interanual de las importaciones industriales","0.328737494942553"
"1973","GRL","Groenlandia","Var. interanual de las importaciones industriales","0.384192495726981"
"1973","GRL","Groenlandia","Var. interanual del PIB","0.0680600898222272"
"1973","GTM","Guatemala","Var. interanual de las importaciones industriales","0.391518265165611"
"1973","GTM","Guatemala","Var. interanual del PIB","0.0678283433749147"
"1973","GUF","Guayana Francesa","Var. interanual de las importaciones industriales","0.390369360757492"
"1973","GUY","Guyana","Var. interanual de las importaciones industriales","0.270445213160485"
"1973","GUY","Guyana","Var. interanual del PIB","0.0124471935231687"
"1973","HKG","Hong Kong","Var. interanual de las importaciones industriales","0.412051306806425"
"1973","HKG","Hong Kong","Var. interanual del PIB","0.122797421371363"
"1973","HND","Honduras","Var. interanual de las importaciones industriales","0.425451386005212"
"1973","HND","Honduras","Var. interanual del PIB","0.0786985250325123"
"1973","HTI","Haití","Var. interanual de las importaciones industriales","0.405661461489172"
"1973","HTI","Haití","Var. interanual del PIB","0.0475532209168918"
"1973","HUN","Hungría","Var. interanual de las importaciones industriales","0.304526935886448"
"1973","HUN","Hungría","Var. interanual del PIB","0.0690000000000046"
"1973","IDN","Indonesia","Var. interanual de las importaciones industriales","0.595614891563055"
"1973","IDN","Indonesia","Var. interanual del PIB","0.0810397553516526"
"1973","IND","India","Var. interanual de las importaciones industriales","0.172645409189852"
"1973","IND","India","Var. interanual del PIB","0.0329552113471632"
"1973","IRL","Irlanda","Var. interanual de las importaciones industriales","0.355662661208208"
"1973","IRL","Irlanda","Var. interanual del PIB","0.047214298121796"
"1973","IRN","Irán","Var. interanual de las importaciones industriales","0.541212767877521"
"1973","IRN","Irán","Var. interanual del PIB","0.0744168161210836"
"1973","IRQ","Iraq","Var. interanual de las importaciones industriales","0.305514607936751"
"1973","IRQ","Iraq","Var. interanual del PIB","0.0441875556494542"
"1973","ISL","Islandia","Var. interanual de las importaciones industriales","0.571944444960159"
"1973","ISL","Islandia","Var. interanual del PIB","0.0680600966908502"
"1973","ISR","Israel","Var. interanual de las importaciones industriales","0.457880061461225"
"1973","ISR","Israel","Var. interanual del PIB","0.0558746352962909"
"1973","ITA","Italia","Var. interanual de las importaciones industriales","0.468953286599895"
"1973","ITA","Italia","Var. interanual del PIB","0.071258622319609"
"1973","JAM","Jamaica","Var. interanual de las importaciones industriales","0.12648994034671"
"1973","JAM","Jamaica","Var. interanual del PIB","-0.0548550909116222"
"1973","JOR","Jordania","Var. interanual de las importaciones industriales","0.155354812050941"
"1973","JPN","Japón","Var. interanual de las importaciones industriales","0.724506704147067"
"1973","JPN","Japón","Var. interanual del PIB","0.0803259997495018"
"1973","KEN","Kenia","Var. interanual de las importaciones industriales","0.216711655803093"
"1973","KEN","Kenia","Var. interanual del PIB","0.0589658021016652"
"1973","KHM","Camboya","Var. interanual de las importaciones industriales","-0.123915238058943"
"1973","KIR","Kiribati","Var. interanual de las importaciones industriales","1.03804333938659"
"1973","KIR","Kiribati","Var. interanual del PIB","0.209098828890052"
"1973","KNA","Saint Kitts y Nevis","Var. interanual de las importaciones industriales","-0.00755174214574217"
"1973","KOR","Corea del Sur","Var. interanual de las importaciones industriales","0.764194243117564"
"1973","KOR","Corea del Sur","Var. interanual del PIB","0.148983226573489"
"1973","KWT","Kuwait","Var. interanual de las importaciones industriales","0.267592350763423"
"1973","KWT","Kuwait","Var. interanual del PIB","-0.0657007472476857"
"1973","LAO","Laos","Var. interanual de las importaciones industriales","0.504980494858519"
"1973","LBN","Líbano","Var. interanual de las importaciones industriales","0.39001799166384"
"1973","LBR","Liberia","Var. interanual de las importaciones industriales","0.583005284864779"
"1973","LBR","Liberia","Var. interanual del PIB","-0.022559751840051"
"1973","LBY","Libia","Var. interanual de las importaciones industriales","0.580157363739872"
"1973","LBY","Libia","Var. interanual del PIB","0.0193661971417203"
"1973","LCA","Santa Lucía","Var. interanual de las importaciones industriales","3.32230458568715"
"1973","LKA","Sri Lanka","Var. interanual de las importaciones industriales","-0.05211149819469"
"1973","LKA","Sri Lanka","Var. interanual del PIB","0.0705739893467714"
"1973","MAC","Macao","Var. interanual de las importaciones industriales","1.54387095945363"
"1973","MAR","Marruecos","Var. interanual de las importaciones industriales","0.369409046173952"
"1973","MAR","Marruecos","Var. interanual del PIB","0.0355931083241547"
"1973","MDG","Madagascar","Var. interanual de las importaciones industriales","0.0598406920874823"
"1973","MDG","Madagascar","Var. interanual del PIB","-0.0261847832966274"
"1973","MDV","Maldivas","Var. interanual de las importaciones industriales","0.61717413164966"
"1973","MDV","Maldivas","Var. interanual del PIB","0.0157790928646564"
"1973","MEX","México","Var. interanual de las importaciones industriales","0.406104710302526"
"1973","MEX","México","Var. interanual del PIB","0.0786111986063631"
"1973","MLI","Malí","Var. interanual de las importaciones industriales","0.194649327694884"
"1973","MLI","Malí","Var. interanual del PIB","-0.0145511580192973"
"1973","MLT","Malta","Var. interanual de las importaciones industriales","0.358018689883252"
"1973","MLT","Malta","Var. interanual del PIB","0.0414613837326001"
"1973","MMR","Myanmar","Var. interanual de las importaciones industriales","-0.0492420992164089"
"1973","MMR","Myanmar","Var. interanual del PIB","-0.00968124718340613"
"1973","MNG","Mongolia","Var. interanual de las importaciones industriales","0.827163782407489"
"1973","MOZ","Mozambique","Var. interanual de las importaciones industriales","0.376021492895395"
"1973","MRT","Mauritania","Var. interanual de las importaciones industriales","0.414845732811864"
"1973","MRT","Mauritania","Var. interanual del PIB","-0.0458475693319943"
"1973","MSR","Montserrat","Var. interanual de las importaciones industriales","-0.0219910942119408"
"1973","MTQ","Martinica","Var. interanual de las importaciones industriales","0.35869642079565"
"1973","MUS","Mauricio","Var. interanual de las importaciones industriales","0.458503076247411"
"1973","MUS","Mauricio","Var. interanual del PIB","0.119816863254235"
"1973","MWI","Malawi","Var. interanual de las importaciones industriales","0.0330888427553298"
"1973","MWI","Malawi","Var. interanual del PIB","0.0230066157066608"
"1973","MYS","Malasia","Var. interanual de las importaciones industriales","0.511820556725883"
"1973","MYS","Malasia","Var. interanual del PIB","0.117010816119947"
"1973","NCL","Nueva Caledonia","Var. interanual de las importaciones industriales","-0.0572381261633919"
"1973","NER","Níger","Var. interanual de las importaciones industriales","0.232785154958665"
"1973","NER","Níger","Var. interanual del PIB","-0.17047583571921"
"1973","NGA","Nigeria","Var. interanual de las importaciones industriales","0.246082852454928"
"1973","NGA","Nigeria","Var. interanual del PIB","0.053927604839592"
"1973","NIC","Nicaragua","Var. interanual de las importaciones industriales","0.48137622530249"
"1973","NIC","Nicaragua","Var. interanual del PIB","0.0641701397366103"
"1973","NLD","Países Bajos","Var. interanual de las importaciones industriales","0.414733686776257"
"1973","NLD","Países Bajos","Var. interanual del PIB","0.054442228587807"
"1973","NOR","Noruega","Var. interanual de las importaciones industriales","0.444230910309557"
"1973","NOR","Noruega","Var. interanual del PIB","0.0453293395147203"
"1973","NPL","Nepal","Var. interanual de las importaciones industriales","-0.0946724582625966"
"1973","NPL","Nepal","Var. interanual del PIB","-0.00476536267743433"
"1973","NRU","Nauru","Var. interanual de las importaciones industriales","2.82643589308496"
"1973","NRU","Nauru","Var. interanual del PIB","0.0289838774607791"
"1973","NZL","Nueva Zelanda","Var. interanual de las importaciones industriales","0.52180755519767"
"1973","NZL","Nueva Zelanda","Var. interanual del PIB","0.078002787528419"
"1973","OMN","Omán","Var. interanual de las importaciones industriales","0.25515850802406"
"1973","OMN","Omán","Var. interanual del PIB","-0.142520578360136"
"1973","PAK","Pakistán","Var. interanual de las importaciones industriales","0.247531359810051"
"1973","PAK","Pakistán","Var. interanual del PIB","0.0706426385694969"
"1973","PAN","Panamá","Var. interanual de las importaciones industriales","0.323062151559409"
"1973","PAN","Panamá","Var. interanual del PIB","0.0536431021404606"
"1973","PCI","Islas del Pacífico (ex)","Var. interanual de las importaciones industriales","-0.255248484061767"
"1973","PCZ","Zona del Canal de Panamá (ex)","Var. interanual de las importaciones industriales","0.235178741987727"
"1973","PER","Perú","Var. interanual de las importaciones industriales","0.352779835400632"
"1973","PER","Perú","Var. interanual del PIB","0.0627693475562021"
"1973","PHL","Filipinas","Var. interanual de las importaciones industriales","0.344054935803497"
"1973","PHL","Filipinas","Var. interanual del PIB","0.0878200912237088"
"1973","PNG","Papúa Nueva Guinea","Var. interanual de las importaciones industriales","0.130383450041161"
"1973","PNG","Papúa Nueva Guinea","Var. interanual del PIB","0.0652926483244631"
"1973","POL","Polonia","Var. interanual de las importaciones industriales","0.806376973956134"
"1973","PRK","Corea del Norte","Var. interanual de las importaciones industriales","0.913958756530822"
"1973","PRT","Portugal","Var. interanual de las importaciones industriales","0.350717293342249"
"1973","PRT","Portugal","Var. interanual del PIB","0.112006706633196"
"1973","PRY","Paraguay","Var. interanual de las importaciones industriales","0.676210692826847"
"1973","PRY","Paraguay","Var. interanual del PIB","0.073028129074068"
"1973","PYF","Polinesia Francesa","Var. interanual de las importaciones industriales","0.915444439223037"
"1973","PYF","Polinesia Francesa","Var. interanual del PIB","0.0780256111911746"
"1973","QAT","Qatar","Var. interanual de las importaciones industriales","0.426115264226454"
"1973","QAT","Qatar","Var. interanual del PIB","0.107848952141"
"1973","REU","Reunión","Var. interanual de las importaciones industriales","0.455519327197697"
"1973","ROU","Rumania","Var. interanual de las importaciones industriales","0.372371951703303"
"1973","RUS","Rusia","Var. interanual de las importaciones industriales","0.388585941577869"
"1973","RWA","Ruanda","Var. interanual de las importaciones industriales","0.126622552573036"
"1973","RWA","Ruanda","Var. interanual del PIB","0.0343808814067388"
"1973","SAU","Arabia Saudita","Var. interanual de las importaciones industriales","0.478762703274195"
"1973","SAU","Arabia Saudita","Var. interanual del PIB","0.224951943533383"
"1973","SDN","Sudán","Var. interanual de las importaciones industriales","0.37245475688176"
"1973","SDN","Sudán","Var. interanual del PIB","0.00632195249149214"
"1973","SEN","Senegal","Var. interanual de las importaciones industriales","0.175444081830552"
"1973","SEN","Senegal","Var. interanual del PIB","-0.0558324010795568"
"1973","SGP","Singapur","Var. interanual de las importaciones industriales","0.530263808080086"
"1973","SGP","Singapur","Var. interanual del PIB","0.106030030171782"
"1973","SHN","Santa Elena","Var. interanual de las importaciones industriales","-0.378522632647946"
"1973","SLB","Islas Salomón","Var. interanual de las importaciones industriales","0.0767849276967416"
"1973","SLE","Sierra Leona","Var. interanual de las importaciones industriales","0.241592409327288"
"1973","SLE","Sierra Leona","Var. interanual del PIB","0.0225661826183803"
"1973","SLV","El Salvador","Var. interanual de las importaciones industriales","0.274839290540332"
"1973","SLV","El Salvador","Var. interanual del PIB","0.0486167350408655"
"1973","SOM","Somalia","Var. interanual de las importaciones industriales","1.057171989934"
"1973","SOM","Somalia","Var. interanual del PIB","-0.121493657316415"
"1973","SPM","San Pedro y Miquelón","Var. interanual de las importaciones industriales","0.281225608430782"
"1973","STP","Santo Tomé y Príncipe","Var. interanual de las importaciones industriales","0.47018007082965"
"1973","STP","Santo Tomé y Príncipe","Var. interanual del PIB","0.0159230103452406"
"1973","SUR","Suriname","Var. interanual de las importaciones industriales","0.078962793400531"
"1973","SUR","Suriname","Var. interanual del PIB","-0.0179999999227378"
"1973","SWE","Suecia","Var. interanual de las importaciones industriales","0.305058634962706"
"1973","SWE","Suecia","Var. interanual del PIB","0.0396798114775716"
"1973","SYC","Seychelles","Var. interanual de las importaciones industriales","-0.178115369645836"
"1973","SYC","Seychelles","Var. interanual del PIB","0.0905418632021151"
"1973","SYR","Siria","Var. interanual de las importaciones industriales","0.525507294389736"
"1973","SYR","Siria","Var. interanual del PIB","-0.104698549438381"
"1973","TCD","Chad","Var. interanual de las importaciones industriales","0.423053390922403"
"1973","TCD","Chad","Var. interanual del PIB","-0.0838088300800851"
"1973","TGO","Togo","Var. interanual de las importaciones industriales","0.146088416678177"
"1973","TGO","Togo","Var. interanual del PIB","0.038374840024586"
"1973","THA","Tailandia","Var. interanual de las importaciones industriales","0.410167908050034"
"1973","THA","Tailandia","Var. interanual del PIB","0.102364330148798"
"1973","TLS","Timor-Leste","Var. interanual de las importaciones industriales","0.660534072914534"
"1973","TON","Tonga","Var. interanual de las importaciones industriales","0.509906813649488"
"1973","TTO","Trinidad y Tobago","Var. interanual de las importaciones industriales","0.0455781884735043"
"1973","TTO","Trinidad y Tobago","Var. interanual del PIB","0.0165642076642032"
"1973","TUN","Túnez","Var. interanual de las importaciones industriales","0.365457398422432"
"1973","TUN","Túnez","Var. interanual del PIB","-0.00654643502266283"
"1973","TUR","Turquía","Var. interanual de las importaciones industriales","0.388238293119086"
"1973","TUR","Turquía","Var. interanual del PIB","0.0326233451840499"
"1973","TWN","Taiwán","Var. interanual de las importaciones industriales","0.844608937653764"
"1973","TZA","Tanzanía","Var. interanual de las importaciones industriales","0.317589276063089"
"1973","TZA","Tanzanía","Var. interanual del PIB","0.0619196242050399"
"1973","UGA","Uganda","Var. interanual de las importaciones industriales","-0.114650725478607"
"1973","URY","Uruguay","Var. interanual de las importaciones industriales","0.124401124672004"
"1973","URY","Uruguay","Var. interanual del PIB","0.00275199617416622"
"1973","USA","Estados Unidos","Var. interanual de las importaciones industriales","0.243169881667578"
"1973","USA","Estados Unidos","Var. interanual del PIB","0.0564567976588817"
"1973","VCT","San Vicente y las Granadinas","Var. interanual de las importaciones industriales","0.534787061302347"
"1973","VCT","San Vicente y las Granadinas","Var. interanual del PIB","-0.111013349323499"
"1973","VDR","Vietnam del Norte (ex)","Var. interanual de las importaciones industriales","1.42838060898169"
"1973","VEN","Venezuela","Var. interanual de las importaciones industriales","0.115622672095344"
"1973","VIR","Islas Vírgenes de EEUU","Var. interanual de las importaciones industriales","0.238889169286519"
"1973","VNM","Vietnam","Var. interanual de las importaciones industriales","-0.0505577388508219"
"1973","VUT","Vanuatu","Var. interanual de las importaciones industriales","0.224297643354059"
"1973","WSM","Samoa","Var. interanual de las importaciones industriales","0.135312260826386"
"1973","WSM","Samoa","Var. interanual del PIB","0.0729166655440399"
"1973","YEM","Yemen","Var. interanual de las importaciones industriales","0.56932857256344"
"1973","YMD","Yemen","Var. interanual de las importaciones industriales","-0.0961025719698878"
"1973","YUG","Yugoslavia","Var. interanual de las importaciones industriales","0.423924313055497"
"1973","ZAF","Sudáfrica","Var. interanual de las importaciones industriales","0.383343255804532"
"1973","ZAF","Sudáfrica","Var. interanual del PIB","0.045719447463725"
"1973","ZMB","Zambia","Var. interanual de las importaciones industriales","-0.0212302378183264"
"1973","ZMB","Zambia","Var. interanual del PIB","-0.00962048756426281"
"1973","ZWE","Zimbabwe","Var. interanual de las importaciones industriales","-0.0236044587837361"
"1973","ZWE","Zimbabwe","Var. interanual del PIB","0.0260471469721706"
"1974","AFG","Afganistán","Var. interanual de las importaciones industriales","0.630457522359514"
"1974","AGO","Angola","Var. interanual de las importaciones industriales","0.269196303335972"
"1974","ALB","Albania","Var. interanual de las importaciones industriales","1.07335149137523"
"1974","AND","Andorra","Var. interanual de las importaciones industriales","0.0425855835364821"
"1974","AND","Andorra","Var. interanual del PIB","0.0561878962739284"
"1974","ANS","Países no declarados","Var. interanual de las importaciones industriales","1.97062947191115"
"1974","ANT","Antillas Holandesas","Var. interanual de las importaciones industriales","1.12199427601053"
"1974","ARE","Emiratos Árabes Unidos","Var. interanual de las importaciones industriales","0.985092632537607"
"1974","ARE","Emiratos Árabes Unidos","Var. interanual del PIB","0.144980412677649"
"1974","ARG","Argentina","Var. interanual de las importaciones industriales","0.713043267101461"
"1974","ARG","Argentina","Var. interanual del PIB","0.0553380439577387"
"1974","ATG","Antigua y Barbuda","Var. interanual de las importaciones industriales","0.355103907610002"
"1974","AUS","Australia","Var. interanual de las importaciones industriales","0.682773926624059"
"1974","AUS","Australia","Var. interanual del PIB","0.0410711278665756"
"1974","AUT","Austria","Var. interanual de las importaciones industriales","0.28583531115137"
"1974","AUT","Austria","Var. interanual del PIB","0.0394213770699054"
"1974","BDI","Burundi","Var. interanual de las importaciones industriales","1.01462639071095"
"1974","BDI","Burundi","Var. interanual del PIB","-0.00726839562745996"
"1974","BEL","Bélgica","Var. interanual de las importaciones industriales","0.351111736270033"
"1974","BEL","Bélgica","Var. interanual del PIB","0.0456525832206462"
"1974","BEN","Benin","Var. interanual de las importaciones industriales","0.425048036312042"
"1974","BEN","Benin","Var. interanual del PIB","0.0333931215742946"
"1974","BFA","Burkina Faso","Var. interanual de las importaciones industriales","0.538998294530046"
"1974","BFA","Burkina Faso","Var. interanual del PIB","0.0828642648036353"
"1974","BGD","Bangladesh","Var. interanual de las importaciones industriales","0.0203570543961611"
"1974","BGD","Bangladesh","Var. interanual del PIB","0.0959195630039571"
"1974","BGR","Bulgaria","Var. interanual de las importaciones industriales","0.617131795076395"
"1974","BHR","Bahrein","Var. interanual de las importaciones industriales","1.26713774562323"
"1974","BHR","Bahrein","Var. interanual del PIB","0.0847222224387396"
"1974","BHS","Bahamas","Var. interanual de las importaciones industriales","1.70330894173624"
"1974","BHS","Bahamas","Var. interanual del PIB","-0.167542290832578"
"1974","BLZ","Belice","Var. interanual de las importaciones industriales","0.438439698664434"
"1974","BLZ","Belice","Var. interanual del PIB","0.135599852156642"
"1974","BMU","Bermuda","Var. interanual de las importaciones industriales","1.79975116481856"
"1974","BMU","Bermuda","Var. interanual del PIB","0.00877192976380514"
"1974","BOL","Bolivia","Var. interanual de las importaciones industriales","1.27562140783284"
"1974","BOL","Bolivia","Var. interanual del PIB","0.0293956780827851"
"1974","BRA","Brasil","Var. interanual de las importaciones industriales","0.941616123312536"
"1974","BRA","Brasil","Var. interanual del PIB","0.0815393868457204"
"1974","BRB","Barbados","Var. interanual de las importaciones industriales","0.266398479037718"
"1974","BRB","Barbados","Var. interanual del PIB","-0.0465084124049867"
"1974","BRN","Brunei","Var. interanual de las importaciones industriales","0.435453838072458"
"1974","BTN","Bhután","Var. interanual de las importaciones industriales","2.06095030468069"
"1974","BTN","Bhután","Var. interanual del PIB","0.0515826493134655"
"1974","CAF","Rep. Centroafricana","Var. interanual de las importaciones industriales","0.0820155889029472"
"1974","CAF","Rep. Centroafricana","Var. interanual del PIB","0.0633903361228343"
"1974","CAN","Canadá","Var. interanual de las importaciones industriales","0.381847012210666"
"1974","CAN","Canadá","Var. interanual del PIB","0.0335777597165223"
"1974","CHE","Suiza","Var. interanual de las importaciones industriales","0.224754948145078"
"1974","CHE","Suiza","Var. interanual del PIB","0.0145490803156598"
"1974","CHL","Chile","Var. interanual de las importaciones industriales","0.563423441723451"
"1974","CHL","Chile","Var. interanual del PIB","0.0238214933308765"
"1974","CHN","China","Var. interanual de las importaciones industriales","0.60982429013841"
"1974","CHN","China","Var. interanual del PIB","0.0231000000294723"
"1974","CIV","Costa de Marfil","Var. interanual de las importaciones industriales","0.225366954717311"
"1974","CIV","Costa de Marfil","Var. interanual del PIB","0.0432738085754674"
"1974","CMR","Camerún","Var. interanual de las importaciones industriales","0.338207559213612"
"1974","CMR","Camerún","Var. interanual del PIB","0.107342622580316"
"1974","COD","Rep. Dem. Congo","Var. interanual de las importaciones industriales","0.439921384428479"
"1974","COD","Rep. Dem. Congo","Var. interanual del PIB","0.031305858792362"
"1974","COG","Congo","Var. interanual de las importaciones industriales","0.352254953455063"
"1974","COG","Congo","Var. interanual del PIB","0.0788552081113503"
"1974","COK","Islas Cook","Var. interanual de las importaciones industriales","-0.540490414475591"
"1974","COL","Colombia","Var. interanual de las importaciones industriales","0.562742629062639"
"1974","COL","Colombia","Var. interanual del PIB","0.0574575718912131"
"1974","COM","Comoras","Var. interanual de las importaciones industriales","0.258310784847709"
"1974","CPV","Cabo Verde","Var. interanual de las importaciones industriales","0.625356693155154"
"1974","CRI","Costa Rica","Var. interanual de las importaciones industriales","0.569408676113251"
"1974","CRI","Costa Rica","Var. interanual del PIB","0.0554489999097179"
"1974","CSK","Checoslovaquia","Var. interanual de las importaciones industriales","0.438865310061466"
"1974","CUB","Cuba","Var. interanual de las importaciones industriales","1.18526743392381"
